Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),CO2X(29),OX(20),OCX(21),COX(32),CH3X(22),HX(19),H2X(31),C2H6X(34),HOX(23),CH2X(58),CHX(26),C2H5X(33),C3H8X(38),CXHO(27),C2H4OX(44)
0.0616064732803573,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23681377585922911,0.099957244302148945,9.7166896829131031e-39,0.095738705450323577,1.0084257539470142e-16,9.161486767478313e-08,0.0042271333617736979,3.2550512561879463e-07,1.0156161299908122e-14,7.3028102232276894e-06,3.0669638549581393e-14,6.833043439876761e-13,5.8249644477222847e-10,5.4726750303994197e-17,1.8294415262858817e-15,2.7374403780572612e-14,1.9417828625773392e-24,0.0,3.4505979388575037e-05,3.2999851740340936e-05,0.0042280005167546321,1.3108846775579279e-14,1.4555172443882436e-06,1.9675639669264557e-10,8.9498047823076136e-06,3.1605319387737119e-11,1.125465648177591e-10,4.6949086454703274e-14,5.6680735684204973e-12,1.2422361575812828e-10,6.8637892772166259e-17,1.0654615475878052e-17,5.1220696114363162e-19,9.4648090267858192e-18
0.061969109330638227,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23678982520442221,0.099957217743072591,9.8289591677188971e-39,0.095714791826919762,1.0222419944367513e-16,9.2338201926426474e-08,0.0042510523882832892,3.2990597764686962e-07,1.0205011473944975e-14,7.3221361880330107e-06,3.1429972681753578e-14,6.8603114612922237e-13,5.9043763549263113e-10,5.5411600694428633e-17,1.831007685986154e-15,2.7664143300413866e-14,1.9626102681474041e-24,0.0,3.4502480386967303e-05,3.2988272358935416e-05,0.0042519238078814851,1.3181689133536456e-14,1.4636051775057645e-06,1.9725712805791551e-10,8.9841573092225693e-06,3.1851633707162196e-11,1.1405666570846823e-10,4.7400759272875918e-14,5.6607636669717593e-12,1.2357625052415118e-10,6.9566583746230885e-17,1.0917650842101004e-17,5.1259355997332526e-19,9.564020243711032e-18
0.06233174538091915,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23676588555587588,0.099957191383071589,9.9418452253307419e-39,0.095690889009157579,1.036136609329554e-16,9.3060469972318313e-08,0.0042749606083394018,3.3432908841330632e-07,1.0253684951632653e-14,7.3412160152866583e-06,3.2202489373105445e-14,6.8874357258173687e-13,5.9840921226690915e-10,5.6098705077817456e-17,1.8325685368375556e-15,2.7954832878396922e-14,1.9835089271644746e-24,0.0,3.4498983059636591e-05,3.2976699901572799e-05,0.0042758362856481673,1.3254483598546695e-14,1.4716877929075056e-06,1.9775113311701831e-10,9.0183136478013725e-06,3.2097531298477824e-11,1.1557415880243048e-10,4.785339894689991e-14,5.6534289366494009e-12,1.229359893288045e-10,7.0498668288432103e-17,1.1184864657900168e-17,5.1297860802433128e-19,9.6635400662511226e-18
0.06269438143120008,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23674195690463332,0.099957165221045766,1.0055347385181453e-38,0.095666996989217296,1.0501090986005062e-16,9.3781648267578773e-08,0.0042988580297560934,3.3877421317982085e-07,1.0302181762161171e-14,7.3600513048508654e-06,3.2987250867941292e-14,6.9144169920240644e-13,6.0641056372522928e-10,5.6788016209897572e-17,1.8341240280548414e-15,2.8246462855602099e-14,2.0044781024114636e-24,0.0,3.4495487404876165e-05,3.2965134362033083e-05,0.0042997379578877124,1.3327230214831606e-14,1.479765095503546e-06,1.9823845703659337e-10,9.0522749250636419e-06,3.2343004186667752e-11,1.1709895737955051e-10,4.8306992968906565e-14,5.6460698960594819e-12,1.2230270628716227e-10,7.1434073425129357e-17,1.1456277293806026e-17,5.1336209156912476e-19,9.7633650698338717e-18
0.06305701748148101,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23671803924174137,0.099957139255889255,1.0169465177108623e-38,0.095643115759287148,1.0641589640057026e-16,9.4501713946553693e-08,0.004322744660339284,3.432411070031267e-07,1.035050194559704e-14,7.3786436627304187e-06,3.3784318012693171e-14,6.9412560228363835e-13,6.1444108161390398e-10,5.747948715614875e-17,1.8356741097723463e-15,2.8539023603307015e-14,2.0255170606350471e-24,0.0,3.4491993420977701e-05,3.2953575734102768e-05,0.0043236288324250841,1.3399929026557305e-14,1.4878370901977935e-06,1.9871914512948662e-10,9.0860422722768374e-06,3.2588044634092607e-11,1.1863097468475716e-10,4.8761528998307958e-14,5.6386870576342494e-12,1.2167627842281975e-10,7.2372726579506604e-17,1.1731908627372572e-17,5.137439971713164e-19,9.8634918417468272e-18
0.06341965353176195,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23669413255825122,0.099957113486490806,1.0284198131354108e-38,0.095619245311563586,1.0782857092445371e-16,9.5220644818929977e-08,0.0043466205078867793,3.4772952479144072e-07,1.039864555404637e-14,7.3969947006531652e-06,3.4593750255165858e-14,6.9679535853178819e-13,6.2250016087817367e-10,5.8173071299869019e-17,1.8372187324460819e-15,2.8832505523572428e-14,2.0466250725740142e-24,0.0,3.4488501106232022e-05,3.2942024011575244e-05,0.0043475089170771936,1.3472580077834835e-14,1.4959037818880476e-06,1.9919324284322762e-10,9.1196168246585367e-06,3.2832645139101664e-11,1.2017012394782378e-10,4.9216994862123171e-14,5.6312809277473838e-12,1.2105658558577266e-10,7.3314555581366583e-17,1.2011778043108898e-17,5.1412431145680579e-19,9.963916981336034e-18
0.06378228958204288,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23667023684521815,0.099957087911734036,1.0399545778563929e-38,0.095595385638251068,1.0924888402196749e-16,9.59384193637411e-08,0.004370485580188271,3.5223922135988552e-07,1.0446612648889626e-14,7.4151060356575469e-06,3.5415605644273144e-14,6.9945104504727367e-13,6.3058719974146545e-10,5.8868722350191694e-17,1.8387578462619656e-15,2.912689904977484e-14,2.0678014131731117e-24,0.0,3.4485010458929207e-05,3.2930479188250777e-05,0.0043713782196529048,1.3545183412720121e-14,1.5039651754659921e-06,1.9966079574879934e-10,9.1529997210878276e-06,3.3076798433643352e-11,1.2171631840261933e-10,4.9673378554238919e-14,5.6238520068164493e-12,1.2044351037318736e-10,7.4259488676347611e-17,1.2295904432617e-17,5.1450302098044633e-19,1.0064637100184619e-17
0.06414492563232381,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23664635209370241,0.099957062530497784,1.0515507649787688e-38,0.095571536731562171,1.1067678649435288e-16,9.6655016712026198e-08,0.0043943398850253479,3.5676995148478831e-07,1.0494403301659677e-14,7.432979289687144e-06,3.6249940830258314e-14,7.0209273930204331e-13,6.3870159978119167e-10,5.9566394349440212e-17,1.8402914025560761e-15,2.9422194647166491e-14,2.0890453616693192e-24,0.0,3.4481521477358037e-05,3.291894125793604e-05,0.004395236747953047,1.3617739075213794e-14,1.512021275817158e-06,2.0012184952994443e-10,9.18619210384432e-06,3.3320497477302649e-11,1.2326947130535795e-10,5.0130668232453942e-14,5.6164007893999872e-12,1.1983693805454527e-10,7.5207454534186346e-17,1.2584306195018207e-17,5.1488011266601398e-19,1.0165648822293882e-17
0.06450756168260474,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23662247829476887,0.099957037341656327,1.0632083276477941e-38,0.095547698583717436,1.121122293663905e-16,9.7370416643079118e-08,0.0044181834301715104,3.6132146995686992e-07,1.0542017596649452e-14,7.450616089192266e-06,3.7096811065392682e-14,7.0472051911895007e-13,6.4684276600114758e-10,6.0266041680143938e-17,1.8418193532580193e-15,2.9718382813444581e-14,2.1103562015385817e-24,0.0,3.4478034159806844e-05,3.2907410214444792e-05,0.0044190845097704179,1.3690247109261692e-14,1.5200720878210019e-06,2.0057644997221327e-10,9.2191951183249083e-06,3.3563735456033062e-11,1.2482949595326759e-10,5.0588852218944697e-14,5.6089277642946482e-12,1.1923675649727636e-10,7.6158382257299877e-17,1.2877001237382378e-17,5.15255573563116e-19,1.0266948784275859e-17
0.06487019773288567,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23659861543948768,0.099957012344079804,1.0749272190490205e-38,0.095523871186945553,1.1355516392473959e-16,9.8084599581251554e-08,0.0044420162233921763,3.6589353163332479e-07,1.0589455626653151e-14,7.4680180647386422e-06,3.7956270205141246e-14,7.0733446265399486e-13,6.5501010690060033e-10,6.0967619072215542e-17,1.8433416496990691e-15,3.0015454079237202e-14,2.1317332207972573e-24,0.0,3.4474548504563874e-05,3.2895886051597777e-05,0.0044429215128898008,1.3762707558754882e-14,1.528117616350905e-06,2.0102464295224011e-10,9.252009912764388e-06,3.3806505780569304e-11,1.2639630570280874e-10,5.1047918999897628e-14,5.6014334146253495e-12,1.186428560959177e-10,7.7112201388923134e-17,1.3174006975331066e-17,5.1562939055475199e-19,1.0368533635517356e-17
0.0652328337831666,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23657476351893444,0.099956987536634373,1.0867073924082432e-38,0.095500054533483203,1.1500554169687859e-16,9.8797546575436402e-08,0.0044658382724446942,3.7048589148880609e-07,1.0636717493416323e-14,7.4851868506231269e-06,3.8828370709782131e-14,7.0993464837401136e-13,6.6320303454019565e-10,6.1671081609358796e-17,1.8448582445589152e-15,3.0313399008626553e-14,2.1531757120802031e-24,0.0,3.4471064509916224e-05,3.2884368763222146e-05,0.0044667477650879696,1.3835120467529301e-14,1.5361578662741114e-06,2.0146647442774104e-10,9.2846376379956348e-06,3.4048802079461259e-11,1.2796981398656313e-10,5.150785722178974e-14,5.5939182179375516e-12,1.1805512970324495e-10,7.8068841920028603e-17,1.3475340333984671e-17,5.1600155096864458e-19,1.0470400038346439e-17
0.06559546983344754,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23655092252419038,0.099956962918182471,1.0985488009914185e-38,0.095476248615575049,1.1646331445475654e-16,9.9509239294761326e-08,0.0044896495850783548,3.7509830466532115e-07,1.0683803312732183e-14,7.5021240844963514e-06,3.9713163646467606e-14,7.1252115503616833e-13,6.7142096460477786e-10,6.2376384735045436e-17,1.8463690915457436e-15,3.0612208199712149e-14,2.1746829724215523e-24,0.0,3.4467582174150942e-05,3.2872858343152197e-05,0.0044905632741336996,1.3907485879366419e-14,1.5441928424518231e-06,2.0190199042714952e-10,9.3170794471822152e-06,3.4290618197773663e-11,1.2954993433072987e-10,5.1968655691974202e-14,5.5863826462833089e-12,1.1747347256408333e-10,7.9028234296766356e-17,1.3781017748862944e-17,5.1637204236080698e-19,1.0572544668221718e-17
0.06595810588372847,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23652709244634262,0.099956938487583288,1.1104513981046744e-38,0.095452453425473816,1.1792843427493683e-16,1.0021966002969374e-07,0.0045134501690343946,3.7973052652103567e-07,1.0730713208242771e-14,7.5188314069924182e-06,4.0610698691714209e-14,7.1509406167309965e-13,6.7966331646323441e-10,6.3083484258933411e-17,1.8478741432927648e-15,3.0911872285046635e-14,2.1962543037235375e-24,0.0,3.4464101495555721e-05,3.2861354785229504e-05,0.0045143680477877784,1.3979803837993283e-14,1.5522225497392153e-06,2.0233123703934996e-10,9.3493364955451237e-06,3.4531948196696605e-11,1.3113658037240745e-10,5.243030337888798e-14,5.5788271663013064e-12,1.168977822497577e-10,7.9990309427701591e-17,1.4091055166900623e-17,5.1674085198112236e-19,1.0674964213881594e-17
0.0663207419340094,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23650327327648454,0.099956914243692713,1.1224151370942723e-38,0.095428668955440277,1.1940085350346031e-16,1.0092879166787099e-07,0.004537240032046014,3.8438231267800257e-07,1.0777447310432362e-14,7.5353104613655365e-06,4.1521024134312342e-14,7.1765344757075436e-13,6.8792951322544895e-10,6.3792336362372122e-17,1.8493733538748225e-15,3.1212381932112057e-14,2.217889012869916e-24,0.0,3.4460622472417183e-05,3.2849858083301886e-05,0.0045381620938030132,1.4052074387081959e-14,1.560246992985336e-06,2.0275426040438006e-10,9.3814099401449084e-06,3.4772786345419953e-11,1.3272966587510733e-10,5.2892789407406039e-14,5.5712522393035835e-12,1.1632795859719376e-10,8.0954998689472085e-17,1.4405468047883946e-17,5.1710796758296921e-19,1.0777655377492803e-17
0.06664711437926224,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23648184534258712,0.09995689258287925,1.1332347399621218e-38,0.095407272091677833,1.207322326202586e-16,1.0156589429775017e-07,0.0045586417487340136,3.8858544596808127e-07,1.08193578193465e-14,7.5499478010349193e-06,4.2351291617366708e-14,7.1994540036338134e-13,6.953890039621543e-10,6.4431765798355743e-17,1.8507176126707843e-15,3.1483555885009594e-14,2.2374138698158991e-24,0.0,3.4457492765592123e-05,3.2839516908363947e-05,0.0045595675694867863,1.411707738215797e-14,1.5674644951544563e-06,2.0312969872480584e-10,9.4101200166624455e-06,3.4989115577310656e-11,1.3416887740704625e-10,5.3309734753606383e-14,5.5644185548481769e-12,1.1582005229771237e-10,8.1825397771983469e-17,1.4692193047581093e-17,5.1743691343024506e-19,1.0870306943398066e-17
0.06697348682451508,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23646042623046817,0.099956871071532921,1.144103796038525e-38,0.095385883899277185,1.2206945154506941e-16,1.0220192773977817e-07,0.0045800347933406182,3.9280405096295322e-07,1.0861126166929889e-14,7.5644027772896185e-06,4.3191990569494103e-14,7.2222652388598366e-13,7.0286692969054651e-10,6.5072548226191342e-17,1.8520570710004264e-15,3.175540045917494e-14,2.25698900643333e-24,0.0,3.4454364397051392e-05,3.2829181277330068e-05,0.004580964367696989,1.4182042042599258e-14,1.5746777408995171e-06,2.0350016731001943e-10,9.4386831582010077e-06,3.5205038049690431e-11,1.3561317251171611e-10,5.3727342768983795e-14,5.5575698166671675e-12,1.1531674869578039e-10,8.2697809745962055e-17,1.4982484887893323e-17,5.177644685599999e-19,1.0963173474779234e-17
0.06729985926976792,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23643901593364852,0.099956849708814327,1.1550222713960995e-38,0.095364504372612985,1.2341247618175657e-16,1.0283688074253089e-07,0.0046014191714866736,3.9703795024255539e-07,1.0902752467604593e-14,7.5786765921028397e-06,4.4043153324189421e-14,7.2449687639450909e-13,7.1036287783917038e-10,6.571465249483052e-17,1.8533916955883301e-15,3.2027908925721054e-14,2.2766139280331931e-24,0.0,3.445123736554659e-05,3.28188511857298e-05,0.004602352494068881,1.424696840012982e-14,1.5818867337429359e-06,2.0386569986401568e-10,9.4671002110850586e-06,3.5420550010296053e-11,1.3706248864930636e-10,5.4145605850008749e-14,5.5507063502881902e-12,1.1481797924159172e-10,8.3572185581982832e-17,1.5276353832572797e-17,5.1809062415792961e-19,1.1056252596066556e-17
0.06762623171502076,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23641761444565321,0.099956828493882544,1.1659901321336247e-38,0.095343133506065131,1.2476127256076548e-16,1.0347074241732689e-07,0.0046227948887877703,4.0128696667256673e-07,1.0944236845032372e-14,7.5927704483021391e-06,4.4904811314101158e-14,7.2675651625922976e-13,7.1787643841662211e-10,6.6358047709320804e-17,1.8547214563883301e-15,3.2301074579881549e-14,2.2962881424083016e-24,0.0,3.4448111669829199e-05,3.2808526629097469e-05,0.0046237319542325054,1.4311856486438286e-14,1.5890914772031984e-06,2.0422633010122312e-10,9.4953720222693354e-06,3.5635647834227345e-11,1.3851676340131441e-10,5.4564516493011741e-14,5.5438284779357732e-12,1.1432367672738851e-10,8.4448476571623583e-17,1.5573809829764045e-17,5.1841537218402905e-19,1.114954194089093e-17
0.0679526041602736,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23639622176001254,0.09995680742589548,1.1770073443760509e-38,0.095321771294018726,1.2611580697459362e-16,1.0410350225818821e-07,0.0046441619508542651,4.0555092342976291e-07,1.0985579431749446e-14,7.6066855493731599e-06,4.577699507378353e-14,7.290055019651324e-13,7.2540720403811255e-10,6.7002703233657761e-17,1.8560463213579599e-15,3.2574890741239231e-14,2.3160111607606357e-24,0.0,3.444498730865263e-05,3.2798207602972777e-05,0.0046451027538127057,1.4376706333178348e-14,1.59629197479494e-06,2.0458209174048661e-10,9.5234994391545434e-06,3.5850328029148067e-11,1.3997593448055149e-10,5.4984067297283226e-14,5.536936518560521e-12,1.1383377525513674e-10,8.5326634331607683e-17,1.5874862512843262e-17,5.1873870396302651e-19,1.1243039152172961e-17
0.06824633936100115,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23637697586360557,0.099956788589647905,1.1869650029543492e-38,0.095302552698139156,1.273397663039044e-16,1.0467203565400819e-07,0.0046633849111212605,4.0940111261667774e-07,1.102266664076356e-14,7.6190572997626785e-06,4.6570984506137439e-14,7.3102052821715486e-13,7.3219926882654697e-10,6.7583945660310694e-17,1.8572344873886105e-15,3.2821875968559875e-14,2.3338032043173977e-24,0.0,3.4442176523594922e-05,3.2788925204360904e-05,0.0046643290732807964,1.4435038526545889e-14,1.6027687953114914e-06,2.0489814243323004e-10,9.5486913578867525e-06,3.6043180345602741e-11,1.4129332344281348e-10,5.5362204320235867e-14,5.5307219717312706e-12,1.1339657338775584e-10,8.6118532678813259e-17,1.614889280350901e-17,5.1902848472274834e-19,1.1327362427564545e-17
0.06851070104165595,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23635966064453984,0.099956771737699013,1.1959610302373165e-38,0.09528526194826048,1.2844526031251574e-16,1.0518293968726983e-07,0.0046806795884349779,4.1287640144109595e-07,1.1055947110111792e-14,7.6300696376108512e-06,4.729290251356323e-14,7.3282674923017592e-13,7.3832351975922174e-10,6.8107897478630641e-17,1.8583004063801652e-15,3.30446045757584e-14,2.3498492167684178e-24,0.0,3.4439647739663712e-05,3.2780574869994199e-05,0.0046816267701900024,1.4487511058691046e-14,1.6085949978444449e-06,2.0517925997471272e-10,9.5712651825026254e-06,3.6216453907062601e-11,1.4248228405364034e-10,5.5702961579406327e-14,5.5251195307560069e-12,1.1300605664899145e-10,8.683247196714075e-17,1.6398022848970744e-17,5.1928829606812415e-19,1.1403394298044896e-17
0.06877506272231075,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23634235118921137,0.099956754980659784,1.2049893768975912e-38,0.095267976866633811,1.2955445981379869e-16,1.0569310330183459e-07,0.0046979685970074941,4.1636117936143785e-07,1.1089134800928719e-14,7.6409668352443176e-06,4.8021777840588044e-14,7.3462608435111913e-13,7.4445834324972191e-10,6.8632622575047076e-17,1.8593630585178816e-15,3.3267748183856367e-14,2.3659263923096914e-24,0.0,3.4437119829108078e-05,3.2772228156277058e-05,0.0046989187948745211,1.4539958558019677e-14,1.6144184208991751e-06,2.0545724317251025e-10,9.5937457776340936e-06,3.6389447660627764e-11,1.4367434686614237e-10,5.6044126010975348e-14,5.5195084038799953e-12,1.1261831440635846e-10,8.7547551093639964e-17,1.664952878310104e-17,5.1954716364634199e-19,1.1479558389599746e-17
0.06903942440296555,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23632504749419125,0.099956738318080815,1.2140500249828345e-38,0.095250697450285207,1.3066734733169524e-16,1.0620252159843767e-07,0.0047152519398103356,4.1985535311061687e-07,1.1122229794130889e-14,7.6517495326790058e-06,4.8757625003171433e-14,7.3641856483289145e-13,7.5060352790902532e-10,6.9158105175664515e-17,1.8604224273170161e-15,3.3491303290485302e-14,2.3820344784535531e-24,0.0,3.4434592791265669e-05,3.276388506084741e-05,0.0047162051503136515,1.4592381041285406e-14,1.6202390663358877e-06,2.0573210993335562e-10,9.6161335939721062e-06,3.6562159987570565e-11,1.4486947906529014e-10,5.6385693869355501e-14,5.5138887545031896e-12,1.1223331402331973e-10,8.8263744980150985e-17,1.6903415126583258e-17,5.1980508316027515e-19,1.1555853467773641e-17
0.06930378608362035,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23630774955605299,0.099956721749512492,1.2231429565519426e-38,0.095233423696242908,1.3178390545462483e-16,1.0671118982085569e-07,0.0047325296198127932,4.2335882960154373e-07,1.1155232173422034e-14,7.6624183698534845e-06,4.9500458137135558e-14,7.3820422195448501e-13,7.5675886351430813e-10,6.9684329622125213e-17,1.8614784976902235e-15,3.3715266404232069e-14,2.3981732240123043e-24,0.0,3.4432066625473935e-05,3.2755545581345083e-05,0.0047334858394844559,1.46447785252266e-14,1.6260569360130833e-06,2.0600387815656382e-10,9.6384290821770004e-06,3.6734589319259461e-11,1.460676479076867e-10,5.6727661449706315e-14,5.508260744695171e-12,1.1185102337040689e-10,8.8981028692789323e-17,1.7159686267247771e-17,5.2006205069651517e-19,1.1632278302257845e-17
0.06956814776427515,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23629045737137247,0.099956705274504926,1.232268153674896e-38,0.0952161556015374,1.3290411685595815e-16,1.0721910336992451e-07,0.0047498016399819074,4.268715159349844e-07,1.1188142024564192e-14,7.6729739865669347e-06,5.0250290999452523e-14,7.3998308701634452e-13,7.6292414101597314e-10,7.0211280372571822e-17,1.8625312544664682e-15,3.3939634044714663e-14,2.4143423777265448e-24,0.0,3.4429541331073404e-05,3.2747209715413563e-05,0.0047507608653617776,1.4697151026567979e-14,1.6318720317878004e-06,2.0627256573176207e-10,9.6606326928046185e-06,3.6906734142442757e-11,1.4726882072533544e-10,5.7070025093223207e-14,5.5026245352020119e-12,1.1147141081535071e-10,8.969937744368514e-17,1.7418346460351073e-17,5.2031806189720702e-19,1.1708831666919431e-17
0.06983250944492995,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23627317093672778,0.099956688892608045,1.2414255984330422e-38,0.095198893163201431,1.340279643803754e-16,1.0772625778676151e-07,0.0047670680032824804,4.3039331940707191e-07,1.122095943498425e-14,7.6834170224194339e-06,5.10071369696439e-14,7.417551913503435e-13,7.690991525439217e-10,7.073894200206297e-17,1.8635806812130851e-15,3.4164402742666907e-14,2.4305416923742951e-24,0.0,3.4427016907401939e-05,3.2738877460696344e-05,0.0047680302309182276,1.4749498562017249e-14,1.6376843555151351e-06,2.0653819053806366e-10,9.6827448762956418e-06,3.7078592990742057e-11,1.484729649268115e-10,5.7412781177078134e-14,5.4969802854652771e-12,1.1109444521396202e-10,9.0418766590422359e-17,1.7679399829388213e-17,5.2057311263148614e-19,1.1785512339831164e-17
0.07007043495751927,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23625761805900197,0.099956674228138448,1.2496948556427243e-38,0.095183361802444327,1.3504252188904457e-16,1.0818204412873053e-07,0.0047826028960790039,4.3357066122900404e-07,1.1250416143027268e-14,7.6927200264731184e-06,5.1694305305196526e-14,7.4334433073553649e-13,7.7466481466213326e-10,7.1214432615877694e-17,1.8645223062098087e-15,3.4367034616634439e-14,2.4451466594960787e-24,0.0,3.4424745670023924e-05,3.2731381517093168e-05,0.0047835678227997596,1.4796590011880765e-14,1.6429130783011232e-06,2.0677464896356281e-10,9.7025680434035641e-06,3.7233020272714303e-11,1.4955920836843504e-10,5.7721594227487917e-14,5.4918937170292986e-12,1.1075741396389478e-10,9.1067086111923519e-17,1.7916397329215871e-17,5.2080183406238727e-19,1.1854632787485719e-17
0.07030836047010859,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23624206983354432,0.09995665963839559,1.2579902058848489e-38,0.095167835018784799,1.3605999839773393e-16,1.0863720902778108e-07,0.0047981332113698821,4.3675524571658131e-07,1.1279798116673629e-14,7.7019328237636096e-06,5.2387174015867863e-14,7.4492804218182613e-13,7.8023804406376903e-10,7.1690475563217117e-17,1.8654612111238979e-15,3.4569986032843208e-14,2.4597756778262974e-24,0.0,3.4422475136920155e-05,3.2723888494952821e-05,0.0047991008343913075,1.4843661265052733e-14,1.6481395585801916e-06,2.0700865403350053e-10,9.7223178473682977e-06,3.7387213769818539e-11,1.5064780865141041e-10,5.803071967265928e-14,5.4868008785096281e-12,1.1042247987276152e-10,9.1716210755372398e-17,1.8155339356513608e-17,5.2102977140990701e-19,1.1923854483668644e-17
0.07054628598269791,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23622652625786522,0.099956645123051149,1.2663116361199462e-38,0.095152312810064393,1.370803815832203e-16,1.0909174952656532e-07,0.0048136589513118099,4.3994700572391322e-07,1.130910542512309e-14,7.7110558799116729e-06,5.3085752076851832e-14,7.4650634856080543e-13,7.8581869168600506e-10,7.2167059844268229e-17,1.8663973851709503e-15,3.4773254485598136e-14,2.4744285698233535e-24,0.0,3.4420205307609047e-05,3.2716398392561985e-05,0.0048146292678552874,1.4890712333682017e-14,1.6533637977012622e-06,2.0724021875295742e-10,9.741994616144957e-06,3.7541172515310346e-11,1.5173874218689657e-10,5.8340154956362989e-14,5.481701883469845e-12,1.1008962121507626e-10,9.2366122862341285e-17,1.8396228645484628e-17,5.2125692189116875e-19,1.1993176546421768e-17
0.07076041894402829,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23621254101325861,0.099956632122580463,1.2738232109543078e-38,0.095138346732006093,1.3800120152700728e-16,1.0950029974321244e-07,0.0048276282071175285,4.4282566942167181e-07,1.1335418222302482e-14,7.7191902863820579e-06,5.3719361047618243e-14,7.4792222187769306e-13,7.9084749455948064e-10,7.259643950909028e-17,1.8672375981267622e-15,3.4956465094394372e-14,2.487636438498886e-24,0.0,3.4418163062574323e-05,3.2709659795381201e-05,0.0048286009454598664,1.4933041047697677e-14,1.658063697834168e-06,2.0744655124060802e-10,9.759641533865779e-06,3.7679533900450683e-11,1.5272255784939831e-10,5.8618909532630182e-14,5.4771076173019391e-12,1.0979180520309071e-10,9.2951702523756646e-17,1.8614696105473697e-17,5.2146068222949126e-19,1.2055651489648698e-17
0.07097455190535867,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23619855953114499,0.099956619181867185,1.2813558905314777e-38,0.095124384356329722,1.389243570628212e-16,1.0990833984762712e-07,0.0048415937602065105,4.4571004228015872e-07,1.1361670650884856e-14,7.7272527184846658e-06,5.435760786421643e-14,7.4933375230225937e-13,7.9588207853506366e-10,7.3026240898745445e-17,1.8680755827667267e-15,3.5139928663151884e-14,2.5008633734506554e-24,0.0,3.4416121386871844e-05,3.2702923560564051e-05,0.0048425689181058537,1.4975353430909407e-14,1.6627617847027181e-06,2.0765092703411058e-10,9.7772297973869803e-06,3.7817703719690434e-11,1.5370822727033311e-10,5.8897911203457032e-14,5.4725085372926241e-12,1.0949563751530812e-10,9.3537893070678739e-17,1.8834744866638015e-17,5.2166380087931353e-19,1.2118206378723526e-17
0.07118868486668906,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23618458180971297,0.099956606300672074,1.2889096653609024e-38,0.095110425681464744,1.3984983935001337e-16,1.1031586787080507e-07,0.0048555556121479514,4.4860007566170583e-07,1.1387862765078488e-14,7.7352435150221182e-06,5.5000498564427293e-14,7.5074095651857797e-13,8.0092233658949736e-10,7.3456456156833332e-17,1.8689113315117427e-15,3.5323643380840792e-14,2.5141092473878718e-24,0.0,3.4414080280151118e-05,3.2696189686864279e-05,0.004856533187366628,1.5017649492153253e-14,1.6674580592880019e-06,2.0785335558965597e-10,9.7947596453698568e-06,3.7955681333072563e-11,1.546957333740738e-10,5.9177158159625651e-14,5.4679047245204328e-12,1.0920110292431886e-10,9.4124681832967331e-17,1.9056376745990567e-17,5.2186627588697212e-19,1.2180840576577821e-17
