Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),CO2X(29),OX(20),OCX(21),COX(32),CH3X(22),HX(19),H2X(31),C2H6X(34),HOX(23),CH2X(58),CHX(26),C2H5X(33),C3H8X(38),CXHO(27),C2H4OX(44)
3.122921545144763e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104983094175345,0.099964874178875049,4.8429119374513263e-60,0.099965268762886431,6.8148003748874285e-42,9.789211520151237e-28,2.2292475917730871e-11,2.3299609633671421e-25,8.4595023329375644e-43,5.1718575699231858e-14,1.4707226249555473e-49,7.1988800734045265e-24,1.0761745844076552e-35,1.6722623158402424e-43,1.419663814719817e-34,2.3602423240361501e-43,9.0294887563808698e-43,0.0,3.5125821071686627e-05,3.4731214815385162e-05,2.2298313754347572e-11,2.5680191002658871e-21,5.8378387390377724e-15,1.579284259546754e-15,5.3298441762458735e-14,2.8142684747598606e-31,7.6234567980386001e-29,4.6701820226524805e-29,2.4679650070163316e-19,2.9405804474355355e-20,4.0435457723440466e-39,4.538982591495115e-53,-5.409423726935243e-32,7.133962593483973e-47
3.1374793075705923e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104982364045624,0.099964874174741675,4.9109460881206053e-60,0.099965261465722682,6.9133646461004034e-42,9.9267201866367736e-28,2.2396369047395112e-11,2.3413345354618857e-25,8.5217690174684489e-43,5.1966994162833005e-14,1.4850754885703549e-49,7.2661065786726235e-24,1.0866665592639417e-35,1.6887944469469088e-43,1.4715251478446237e-34,2.4456851871836881e-43,9.11864967608526e-43,0.0,3.512582520483462e-05,3.4738511875223962e-05,2.2402243232594891e-11,6.7937599168357006e-19,5.8735026738997836e-15,1.5792909612727972e-15,5.3546869854650029e-14,2.8563319525120082e-31,7.6634802805408848e-29,4.6936700889514639e-29,2.4785125175849726e-19,2.9678280128740339e-20,4.0631894687038551e-39,4.5862822508043724e-53,4.4101326277000897e-32,7.2068610210003077e-47
3.1520370699964215e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104981649530749,0.099964874170907769,4.9796144245121692e-60,0.099965254324407837,7.0128785030962138e-42,1.0065510417817167e-27,2.2500264119653521e-11,2.352708204101509e-25,9.6240573368076059e-43,5.221541260915173e-14,1.4994979684781819e-49,7.3336451316790821e-24,1.0972093638795159e-35,1.7054095972737583e-43,1.5524243972014388e-34,2.598076052848281e-43,9.2082577125544204e-43,0.0,3.5125829038471743e-05,3.4745653086139429e-05,2.2506172697108586e-11,-6.0508470821722959e-19,5.909180011162091e-15,1.5792976653778337e-15,5.3795297933110107e-14,2.8988143824663141e-31,7.7035041057648099e-29,4.7171644458769535e-29,2.4890484703940421e-19,2.9951917152418091e-20,4.0828325852816908e-39,4.6338281565717956e-53,2.4758240377866854e-32,7.2802409609563928e-47
3.1665948324222507e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104980950296004,0.099964874167354778,5.0489198886021224e-60,0.099965247335613308,7.1133465718192337e-42,1.0205588155333077e-27,2.2604157453532173e-11,2.3640819693203254e-25,8.8392991917041843e-43,5.2463831038558463e-14,1.5139900632396876e-49,7.4014957271224037e-24,1.1078029965964641e-35,1.7221077897623375e-43,1.4531748715741651e-34,2.4163351462948556e-43,9.298312983190326e-43,0.0,3.5125832591198147e-05,3.4752641776717621e-05,2.2610102148182153e-11,-1.6940211644945688e-19,5.9448705109535197e-15,1.5793043718104926e-15,5.4043725998156837e-14,2.9417178512285489e-31,7.7435282737133168e-29,4.740665093504525e-29,2.499572878196854e-19,3.022671427288491e-20,4.1024751229758218e-39,4.6816203035682543e-53,-7.9890586296713697e-32,7.3539089511565375e-47
3.18115259484808e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410498026601387,0.099964874164065229,5.1188654223664466e-60,0.099965240496081659,7.2147734792888014e-42,1.0346959340789619e-27,2.2708050034668717e-11,2.3754558311519209e-25,8.6147626506522053e-43,5.2712249451415741e-14,1.5285517714185339e-49,7.4696583597015833e-24,1.1184474557592077e-35,1.7388890473545702e-43,1.4961427140082497e-34,2.4817677747371225e-43,9.3888156053957146e-43,0.0,3.5125835880511705e-05,3.4759481204453329e-05,2.2714031586102793e-11,9.7434807197681295e-19,5.9805739376968971e-15,1.5793110805205321e-15,5.4292154050101173e-14,2.9850444453919155e-31,7.7835527843946431e-29,4.764172031908209e-29,2.5100857537320879e-19,3.0502670219039865e-20,4.1221170826865374e-39,4.7296586865747656e-53,4.8753861254512353e-32,7.4279039140366187e-47
3.194254581031326e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410497966267946,0.09996487416131622,5.1823660938689653e-60,0.099965234465486663,7.3068813282373136e-42,1.0475304216397704e-27,2.2801555422537451e-11,2.3856923894314607e-25,1.0226539265713608e-42,5.2935826009130775e-14,1.5417168270666049e-49,7.531271516393106e-24,1.1280709242503742e-35,1.7540632188130045e-43,3.3439567351486667e-34,5.5889850004735596e-43,9.4706505480064506e-43,0.0,3.5125838629300911e-05,3.4765511705919211e-05,2.2807568069218058e-11,-9.3000020481451452e-20,6.0127178829381897e-15,1.5793171202660918e-15,5.4515739285900151e-14,3.0244018769160662e-31,7.8195751370550524e-29,4.7853336551450698e-29,2.5195374921417666e-19,3.0752020317106917e-20,4.1397943529932884e-39,4.7731037587639233e-53,3.966176693596341e-32,7.7545436894868501e-47
3.2073565672145726e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104979070968216,0.099964874158755906,5.2463897495084657e-60,0.09996522855093469,7.3997729599378472e-42,1.060470592888904e-27,2.2895060208839043e-11,2.3959290260174608e-25,1.0062977075387831e-42,5.315940255398133e-14,1.5549382673788459e-49,7.593137415007477e-24,1.1377355596198667e-35,1.7693047083138464e-43,5.614215647714276e-34,9.36703864552543e-43,9.5528480260729401e-43,0.0,3.5125841189391119e-05,3.477142616436337e-05,2.290110454210794e-11,-5.7003926683087873e-19,6.0448719456731173e-15,1.5793231617814398e-15,5.4739324511549972e-14,3.064105251254179e-31,7.8555977673520192e-29,4.80650037402118e-29,2.5289799089871397e-19,3.1002307110864794e-20,4.1574711565124797e-39,4.816748274111777e-53,-1.5650377064761571e-31,8.4622534634881993e-47
3.220458553397819e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104978490655782,0.099964874156373576,5.3109385339851524e-60,0.099965222750192734,7.493451749720183e-42,1.0735168809619848e-27,2.2988562548441047e-11,2.4061657409329421e-25,1.006029263351865e-42,5.3382979086215765e-14,1.5682160913143859e-49,7.6552560516812433e-24,1.1474413606656018e-35,1.7846135325825284e-43,5.7174268052627782e-34,9.531429107134033e-43,9.6354081251832862e-43,0.0,3.5125843571495202e-05,3.4777226812764712e-05,2.2994641004969294e-11,1.3767186030908445e-18,6.0770359627863985e-15,1.5793292050321951e-15,5.4962909727263661e-14,3.1041560895065716e-31,7.8916206753006079e-29,4.8276721885874225e-29,2.5384130135244116e-19,3.1253529676589052e-20,4.1751474938950813e-39,4.8605922288348217e-53,4.5324424833185086e-33,9.578673468166493e-47
3.233560539581065e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104977921522133,0.099964874154159084,5.3760145919991364e-60,0.099965217061070824,7.5879210736189212e-42,1.0866697189923009e-27,2.3082067989351e-11,2.4164025342004901e-25,1.2369889713765101e-42,5.3606555606077548e-14,1.5815502978343102e-49,7.7176274225512381e-24,1.1571883261870151e-35,1.7999897083447216e-43,4.8646150620528314e-34,8.1422590890636608e-43,9.7183309309260348e-43,0.0,3.5125845785750498e-05,3.4782915841132959e-05,2.3088177457995196e-11,2.0899127568317661e-19,6.1092097738693357e-15,1.5793352499846549e-15,5.5186494933250095e-14,3.1445559127653048e-31,7.9276438609182182e-29,4.8488490988937423e-29,2.5478368150002512e-19,3.1505687091471622e-20,4.1928233657941438e-39,4.9046356191562535e-53,2.1587413201172269e-31,1.0719738413395392e-46
3.2466625257643116e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104977363351532,0.099964874152102881,5.4416200682504312e-60,0.099965211481421068,7.683184308373372e-42,1.0999295401108047e-27,2.3175572700870024e-11,2.4266394058422555e-25,1.5225449909363355e-42,5.3830132113805458e-14,1.594940885901659e-49,7.7802515237546018e-24,1.16697645498506e-35,1.8154332523263337e-43,5.9961015053067719e-34,1.0072723281409222e-42,9.8016165288901604e-43,0.0,3.5125847841749668e-05,3.4788495397339775e-05,2.3181713901375002e-11,-2.3919316514779111e-19,6.1413932210457752e-15,1.5793412966057827e-15,5.5410080129714095e-14,3.1853062421141809e-31,7.9636673242243584e-29,4.8700311049891585e-29,2.5572513226518156e-19,3.1758778433619854e-20,4.2104987728566088e-39,4.9488784413059454e-53,9.1154792124713941e-33,1.1734031164544753e-46
3.258454313329233e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104976870196457,0.099964874150380079,5.5011194220639692e-60,0.099965206551593133,7.7696028048768434e-42,1.1119552076387113e-27,2.3259725674816757e-11,2.4358526573477659e-25,1.5952778118499679e-42,5.4031350960579719e-14,1.6070406205298466e-49,7.8368292960802308e-24,1.1758209645150296e-35,1.829390055561539e-43,6.0409112547246465e-34,1.0153796410066469e-42,9.876883825146756e-43,0.0,3.5125849564351716e-05,3.4793425141125521e-05,2.3265896692322963e-11,6.0787254124710698e-19,6.1703664339171582e-15,1.579346739964727e-15,5.5611306798556051e-14,3.2222824784043461e-31,7.9960886786412374e-29,4.8890992674144967e-29,2.5657164409453232e-19,3.1987358388158124e-20,4.2264062423127789e-39,4.9888674923432186e-53,-4.1953263199014819e-32,1.2567279045749858e-46
3.2690669221376626e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.241049764336776,0.099964874148927671,5.5550382666296335e-60,0.099965202187857025,7.8479336491002765e-42,1.1228529604815036e-27,2.333546494070444e-11,2.4441446380086991e-25,1.550100478507404e-42,5.4212447914573967e-14,1.6179694273965461e-49,7.8879243145635266e-24,1.1838095291691758e-35,1.8419978559952095e-43,5.406357572229319e-34,9.0810267222087793e-43,9.9448757543749286e-43,0.0,3.5125851016578442e-05,3.4797788801462088e-05,2.3341661197734258e-11,-2.3628212565937958e-19,6.1964487991354772e-15,1.5793516401018199e-15,5.5792410794176998e-14,3.2558058039507162e-31,8.0252680899583019e-29,4.906264142747866e-29,2.5733286229167307e-19,3.2193725946341226e-20,4.240722643740497e-39,5.0249957499192003e-53,6.8675581988091494e-32,1.3362239787387591e-46
3.279679530946092e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104976003981568,0.099964874147563679,5.6093082758435595e-60,0.099965197892260729,7.9267913844937952e-42,1.1338216750410618e-27,2.3411203460540926e-11,2.4524366701289652e-25,1.5581059081206197e-42,5.4393544861016682e-14,1.6289352243591598e-49,7.939185142551188e-24,1.1918250989221414e-35,1.8546498864575874e-43,6.1332142670604345e-34,1.0287764904906661e-42,1.0013105863760697e-42,0.0,3.5125852380384693e-05,3.480208432199847e-05,2.3417425697141573e-11,-3.4767076453636505e-19,6.2225372140804904e-15,1.5793565412770943e-15,5.5973514783901512e-14,3.2895618010498866e-31,8.0544476835073955e-29,4.9234323615126773e-29,2.5809347236028607e-19,3.2400704618047071e-20,4.255038741339515e-39,5.0612548480362679e-53,1.6873733475277628e-33,1.4238209626475203e-46
3.2902921397545215e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104975581001542,0.099964874146283925,5.6639305894870549e-60,0.099965193663740209,8.0061778069484746e-42,1.1448615814964474e-27,2.3486940937208432e-11,2.4607287537195431e-25,1.6420157024913744e-42,5.4574641800026075e-14,1.6399380108703471e-49,7.9906117779908768e-24,1.1998676731396066e-35,1.8673461558379527e-43,6.5206312589555153e-34,1.0942194143163455e-42,1.0081574198790296e-42,0.0,3.5125853659942065e-05,3.4806312766756144e-05,2.3493190190638711e-11,5.745048968855611e-19,6.2486315996696208e-15,1.5793614434742105e-15,5.6154618767830998e-14,3.3235512780522799e-31,8.083627459302093e-29,4.9406039237332861e-29,2.5885347478945088e-19,3.260829391509873e-20,4.269354535452159e-39,5.0976447847036904e-53,-4.8227385965326166e-32,1.5036328579518575e-46
3.300904748562951e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104975164632378,0.099964874145084454,5.7189063473413818e-60,0.099965189501248067,8.0860947126585296e-42,1.1559729100257161e-27,2.3562680844658238e-11,2.4690208887912387e-25,1.9377456978161427e-42,5.4755738731718493e-14,1.6509777863836045e-49,8.0422042188303619e-24,1.2079372511879004e-35,1.8800866730256817e-43,4.1179751062594653e-34,6.9809669629836594e-43,1.0150280804950112e-42,0.0,3.5125854859238593e-05,3.4810475183141818e-05,2.3568954678317997e-11,-9.4001125011008221e-19,6.2747318778058802e-15,1.5793663466770906e-15,5.6335722746065198e-14,3.3577750433047564e-31,8.1128074173565093e-29,4.9577788294336744e-29,2.5961287006784053e-19,3.281649334971152e-20,4.2836700264221401e-39,5.134165557933618e-53,2.1703340403400868e-31,1.583687497397324e-46
3.3115173573713804e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104974754770594,0.099964874143961435,5.7742366891877518e-60,0.099965185403753209,8.1665438981212654e-42,1.1671558908059184e-27,2.3638418872099021e-11,2.4773130753546924e-25,2.2767372053047494e-42,5.4936835656208478e-14,1.6620545503532622e-49,8.0939624630175448e-24,1.2160338324339991e-35,1.8928714469102472e-43,4.29871395760878e-34,7.3363238245417628e-43,1.0219225727726685e-42,0.0,3.512585598208684e-05,3.4814572602209452e-05,2.3644719160270311e-11,-5.8543819348372502e-19,6.3008379714140628e-15,1.5793712508699113e-15,5.6516826718702373e-14,3.3922339051506189e-31,8.1419875576852662e-29,4.9749570786374663e-29,2.6037165868372241e-19,3.3025302434492728e-20,4.2979852145903938e-39,5.170817165741094e-53,1.0068984254024836e-31,1.6572343473834345e-46
3.321068705298967e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104974391374573,0.099964874143013055,5.8243381081918081e-60,0.099965181770741415,8.2394047492755197e-42,1.1772820264231713e-27,2.3706582795669296e-11,2.4847760872959154e-25,2.3858398233234781e-42,5.5099822882184564e-14,1.6720552626058535e-49,8.1406866429523152e-24,1.2233438427669375e-35,1.9044155902293814e-43,5.2827837136846901e-34,8.9917039519373205e-43,1.0281479956527662e-42,0.0,3.5125856930302373e-05,3.4818205545851293e-05,2.3712907189204804e-11,2.0818042040427889e-20,6.324338365029064e-15,1.5793756654769745e-15,5.6679820289370253e-14,3.423448556492111e-31,8.1682498398381475e-29,4.9904203616355266e-29,2.6105405014479804e-19,3.321375145917529e-20,4.3108686253281904e-39,5.203915474693378e-53,-5.9193713843627589e-32,1.7096809398533213e-46
3.3296649184337946e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104974068693796,0.099964874142207838,5.8696764285337944e-60,0.099965178544738881,8.3053504728026347e-42,1.1864454693382779e-27,2.3767930894040943e-11,2.4914928337171101e-25,2.3539094702531085e-42,5.5246511380719982e-14,1.6810815192835232e-49,8.1828532293446444e-24,1.229941552312603e-35,1.9148359807046535e-43,4.9490019645138992e-34,8.4249405263090829e-43,1.0337673867529914e-42,0.0,3.5125857735383187e-05,3.4821431486976768e-05,2.3774276411394729e-11,-1.0840159893596531e-20,6.3454926488640103e-15,1.5793796392888864e-15,5.6826514499219472e-14,3.4517056056985898e-31,8.1918860200295725e-29,5.0043396319070045e-29,2.6166778294723911e-19,3.3383777164128301e-20,4.3224634857291298e-39,5.2337945596717687e-53,7.6052403409865628e-33,1.7468518460128711e-46
3.3382611315686224e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104973750103803,0.099964874141446516,5.9152494179991165e-60,0.099965175359600242,8.371648620297187e-42,1.1956563325538564e-27,2.382927883562211e-11,2.4982096139404296e-25,2.3247811561663813e-42,5.5393199874727654e-14,1.6901320431199554e-49,8.2251285956650666e-24,1.23655697753293e-35,1.925285423804797e-43,4.899210945085353e-34,8.3324627893900603e-43,1.0394024218941352e-42,0.0,3.5125858496546394e-05,3.4824616564263109e-05,2.3835645629984159e-11,1.1490389487080444e-19,6.3666506145010685e-15,1.5793836137229845e-15,5.6973208705566066e-14,3.4801183390277628e-31,8.2155223198385843e-29,5.0182610958919118e-29,2.622811185852347e-19,3.3554201995241093e-20,4.3340581480684318e-39,5.2637594816966276e-53,3.2512216380142368e-32,1.7804495233702008e-46
3.34685734470345e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410497343555264,0.099964874140727411,5.961057682314129e-60,0.099965172214807801,8.4383001470736111e-42,1.2049147383934968e-27,2.3890626824019743e-11,2.5049264279712196e-25,2.3474352163430262e-42,5.5539888364265021e-14,1.6992068338267584e-49,8.2675127408232169e-24,1.2431901180927428e-35,1.9357639242542287e-43,5.4737487523599815e-34,9.290386198100233e-43,1.0450531034935645e-42,0.0,3.51258592155125e-05,3.4827761295342979e-05,2.3897014845018722e-11,2.0268326185755564e-19,6.387812222907176e-15,1.5793875887713342e-15,5.711990290845928e-14,3.5086871860595629e-31,8.2391587392737006e-29,5.032184753602133e-29,2.6289405731749265e-19,3.3725025694244753e-20,4.3456526125264455e-39,5.2938102397186065e-53,-4.69212272121821e-32,1.8152358989221442e-46
3.355453557838278e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104973124989051,0.099964874140048829,6.0071018272051779e-60,0.099965169109850482,8.5053060085767665e-42,1.2142208091803567e-27,2.3951975207776879e-11,2.5116432758147547e-25,2.392422773703377e-42,5.568657684938885e-14,1.7083058911158998e-49,8.3100056637287889e-24,1.2498409736571438e-35,1.9462714867774039e-43,5.169721966815759e-34,8.7867755040362848e-43,1.0507194339686519e-42,0.0,3.5125859893940137e-05,3.4830866191292592e-05,2.3958384056543467e-11,-1.2819713364233895e-19,6.4089774354450461e-15,1.5793915644261028e-15,5.7266597107947795e-14,3.5374125763723865e-31,8.2627952783435791e-29,5.0461106050494044e-29,2.6350659940254723e-19,3.389624800303842e-20,4.3572468792841958e-39,5.3239468326896014e-53,-9.4712552584266493e-33,1.8534737605294797e-46
3.364049770973106e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104972818362408,0.099964874139409188,6.0533824583985761e-60,0.099965166044223674,8.5726671603818718e-42,1.2235746672371598e-27,2.401332313127445e-11,2.5183601574762489e-25,2.4325084035842873e-42,5.5833265330155119e-14,1.7174292146997049e-49,8.352607363291516e-24,1.2565095438915104e-35,1.9568081160988201e-43,4.7347559275583661e-34,8.0639208245939488e-43,1.056401415736776e-42,0.0,3.5125860533428091e-05,3.4833931756714343e-05,2.4019753264602865e-11,-2.1998008820672548e-20,6.4301462138643374e-15,1.5793955406795591e-15,5.7413291304079625e-14,3.5662949395431008e-31,8.2864319370569898e-29,5.0600386502453236e-29,2.6411874509875895e-19,3.4067868663689206e-20,4.368840948522221e-39,5.3541692595627502e-53,4.8662724468386069e-32,1.8906079847786397e-46
3.3726459841079336e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104972515622736,0.099964874138806947,6.0999001816206098e-60,0.099965163017429193,8.6403845581945333e-42,1.2329764348861979e-27,2.4074670914283269e-11,2.5250770729608464e-25,2.4586977219239989e-42,5.5979953806619149e-14,1.7265768042908544e-49,8.3953178384211904e-24,1.2631958284614972e-35,1.9673738169430154e-43,5.2438636523501899e-34,8.913292034008756e-43,1.0620990512153196e-42,0.0,3.512586113551742e-05,3.4836958489818422e-05,2.4081122469240825e-11,2.3210203624408052e-19,6.4513185203102025e-15,1.579399517524072e-15,5.755998549690219e-14,3.5953347051470358e-31,8.3100687154228067e-29,5.0739688892013437e-29,2.6473049466431515e-19,3.4239887418432159e-20,4.3804348204202143e-39,5.3844775192924303e-53,-2.1338944577690241e-32,1.923415752400698e-46
3.3812421972427614e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104972216720696,0.099964874138240623,6.1466556025975463e-60,0.099965160028975153,8.7084591578507004e-42,1.2424262344493294e-27,2.4136019318661756e-11,2.5317940222736279e-25,2.4716054625016311e-42,5.6126642278835548e-14,1.7357486596023881e-49,8.4381370880276367e-24,1.2698998270330341e-35,1.9779685940345656e-43,5.3472675182786819e-34,9.0836260154138089e-43,1.0678123428216706e-42,0.0,3.5125861701693432e-05,3.4839946882503859e-05,2.4142491670500708e-11,-1.4771654358858368e-19,6.4724943173521296e-15,1.5794034949521072e-15,5.7706679686462278e-14,3.6245323027579907e-31,8.333705613449996e-29,5.0879013219287744e-29,2.6534184835723011e-19,3.4412304009669983e-20,4.3920284951584998e-39,5.4148716108342656e-53,-3.19222440402522e-32,1.9554748359613292e-46
3.389838410377589e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104971921607582,0.099964874137708784,6.1936493270556191e-60,0.099965157078375846,8.7768919153166704e-42,1.2519241882479789e-27,2.419736725284391e-11,2.5385110054196126e-25,2.4898098491245598e-42,5.6273330746858192e-14,1.7449447803477012e-49,8.4810651110207307e-24,1.2766215392723278e-35,1.9885924520980899e-43,4.8512735117926971e-34,8.2551442633873536e-43,1.0735412929732217e-42,0.0,3.5125862233387709e-05,3.4842897420438712e-05,2.4203860868425318e-11,-7.4153612555066011e-20,6.4936735679782321e-15,1.5794074729562298e-15,5.7853373872806112e-14,3.6538881619482278e-31,8.3573426311476045e-29,5.1018359484387945e-29,2.6595280643534511e-19,3.4585118179973096e-20,4.4036219729172881e-39,5.4453515331451198e-53,4.0434143484828888e-32,1.988413102420417e-46
3.398434623512417e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104971630235292,0.099964874137210058,6.2408819607210424e-60,0.099965154165151768,8.8456837866890632e-42,1.2614704186031394e-27,2.4258714879693081e-11,2.5452280224037534e-25,2.5206760545215001e-42,5.6420019210740301e-14,1.7541651662405456e-49,8.5241019063103969e-24,1.2833609648458606e-35,1.9992453958582456e-43,5.1156465505201288e-34,8.6971107984867645e-43,1.0792859040873707e-42,0.0,3.5125862731980006e-05,3.4845810583139011e-05,2.4265230063056909e-11,3.2345799974893456e-19,6.5148562355715181e-15,1.5794114515290983e-15,5.8000068055979317e-14,3.6834027122884773e-31,8.3809797685247551e-29,5.1157727687424375e-29,2.6656336915632864e-19,3.4758329672079411e-20,4.4152152538756898e-39,5.4759172851830983e-53,4.9496738662897266e-33,2.0198653732478707e-46
3.407030836647245e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104971342556369,0.099964874136743084,6.2883541093199997e-60,0.09996515128882949,8.9148357281948237e-42,1.2710650478353698e-27,2.4320063371649846e-11,2.5519450732309459e-25,2.5484455973119893e-42,5.6566707670534406e-14,1.7634098169950295e-49,8.5672474728065978e-24,1.2901181034203884e-35,2.0099274300397287e-43,5.4397845799489015e-34,9.2381702510697857e-43,1.0850461785815193e-42,0.0,3.5125863198800009e-05,3.4848686844046708e-05,2.4326599254437208e-11,-1.5851865943949768e-19,6.5360422838895733e-15,1.5794154306634667e-15,5.8146762236026867e-14,3.7130763833479347e-31,8.4046170255906202e-29,5.129711782850611e-29,2.6717353677767651e-19,3.4931938228894259e-20,4.4268083382132649e-39,5.5065688659075424e-53,-4.094996026114635e-32,2.0505487344289802e-46
3.4156270497820727e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104971058523933,0.099964874136306614,6.3360663785786468e-60,0.099965148448941568,8.9843486961911866e-42,1.2807081982647955e-27,2.4381411366671263e-11,2.5586621579060188e-25,2.5718875216881389e-42,5.671339612629239e-14,1.7726787323256163e-49,8.6105018094193432e-24,1.2968929546629429e-35,2.0206385593672775e-43,4.9910436480200477e-34,8.489385073407122e-43,1.0908221188730738e-42,0.0,3.5125863635129164e-05,3.4851526670606529e-05,2.4387968442607423e-11,-1.7268255157771655e-19,6.5572316770643282e-15,1.579419410352183e-15,5.829345641299329e-14,3.742909604694262e-31,8.4282544023544304e-29,5.1436529907740735e-29,2.6778330955671234e-19,3.5105943593490304e-20,4.4384012261098618e-39,5.5373062742790463e-53,2.1134580260422456e-32,2.081564245925702e-46
3.4242232629169005e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104970778091694,0.099964874135899398,6.384019374223112e-60,0.09996514564502644,9.0542236471656794e-42,1.2903999922111101e-27,2.4442758767133314e-11,2.565379276433744e-25,2.599675556215892e-42,5.6860084578065427e-14,1.7819719119471253e-49,8.6538649150586867e-24,1.3036855182408322e-35,2.0313787885656663e-43,4.9867547877669001e-34,8.4827075319170385e-43,1.0966137273794447e-42,0.0,3.5125864042202316e-05,3.4854330524341907e-05,2.4449337627608212e-11,4.3049924665818965e-19,6.5784243796098745e-15,1.5794233905881855e-15,5.8440150586922421e-14,3.772902805893585e-31,8.4518918988254578e-29,5.1575963925234728e-29,2.6839268775058733e-19,3.5280345509107386e-20,4.449993917744139e-39,5.5681295092594338e-53,2.6043791468238161e-32,2.1107680829962857e-46
3.4328194760517283e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104970501213979,0.099964874135520243,6.432213701979499e-60,0.099965142876628527,9.124461537736104e-42,1.3001405519935732e-27,2.4504107338783641e-11,2.572096428818834e-25,2.6240949478932689e-42,5.7006773025904118e-14,1.7912893555747307e-49,8.6973367886347261e-24,1.310495793821635e-35,2.0421481223597132e-43,5.4414775930308951e-34,9.2409838418379815e-43,1.1024210065180468e-42,0.0,3.5125864421209363e-05,3.485709886093001e-05,2.4510706809479744e-11,-1.4586597683780869e-19,6.5996203564243409e-15,1.5794273713645043e-15,5.858684475785763e-14,3.8030564165104981e-31,8.4755295150130071e-29,5.1715419881093052e-29,2.6900167161628073e-19,3.5455143719152438e-20,4.4615864132948531e-39,5.5990385698117769e-53,-3.5753416645228684e-32,2.1384632604027075e-46
3.441415689186556e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104970227845685,0.099964874135167997,6.4806499675738797e-60,0.099965140143297798,9.1950633246505159e-42,1.3099299999310111e-27,2.4565455465571327e-11,2.578813615065941e-25,2.6449708304169279e-42,5.7153461469858294e-14,1.8006310629239628e-49,8.7409174290576005e-24,1.3173237810732063e-35,2.0529465654742698e-43,5.1797445693698502e-34,8.8036258443749514e-43,1.108243958706298e-42,0.0,3.5125864773296829e-05,3.4859832130275858e-05,2.4572075988261672e-11,-3.1678514260707444e-19,6.6208195727821707e-15,1.5794313526742596e-15,5.8733538925841653e-14,3.8333708661080564e-31,8.499167250926402e-29,5.1854897775419536e-29,2.696102614105997e-19,3.5630337967199367e-20,4.473178712941435e-39,5.6300334549003883e-53,-2.5496667130435707e-33,2.1669511045272373e-46
3.450011902321384e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104969957942268,0.099964874134841591,6.529328776732295e-60,0.099965137444590124,9.2660299647872259e-42,1.3197684583418173e-27,2.4626802577023633e-11,2.5855308351796584e-25,2.6736304595666125e-42,5.7300149909977305e-14,1.8099970337107048e-49,8.7846068352374897e-24,1.3241694796636768e-35,2.0637741226342305e-43,4.9411671955003091e-34,8.4062986723212231e-43,1.1140825863616204e-42,0.0,3.5125865099569441e-05,3.4862530776585402e-05,2.4633445163993133e-11,5.5724609961503888e-19,6.6420219943242809e-15,1.5794353345106585e-15,5.8880233090916724e-14,3.8638465842477852e-31,8.5228051065749941e-29,5.1994397608316632e-29,2.7021845739017999e-19,3.580592799698894e-20,4.4847708168622017e-39,5.6611141634908139e-53,3.6231992289446836e-32,2.1948193656913306e-46
