Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),CO2X(34),OCX(21),OX(20),COX(37),CH3X(22),HX(19),H2X(36),C2H6X(39),HOX(23),CH2X(134),CHX(26),C2H4X(51),C2H5X(38),C2H3X(50),SX(145),CXHO(27)
1.5081054332101864e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107655732005875,0.099975244316801409,5.4592102790800718e-61,0.099981625003260396,7.0310859557796548e-43,1.1027609187924201e-28,1.0772003465419938e-11,5.3497264803292226e-26,1.868401749679676e-40,2.4171569848709069e-14,7.3892903290971336e-51,1.6807041613580401e-24,9.5891068889708687e-37,1.7436675670128663e-44,6.5437297175852619e-32,2.4840443987815383e-33,1.8883086805614191e-43,5.8292456046557935e-53,2.4755683172833608e-05,1.8374985966347216e-05,2.0784358620324826e-20,1.077332357253735e-11,1.3200863330584338e-15,1.5791152601549392e-15,2.5750949963475071e-14,1.9092717581181498e-32,5.9608397335481971e-30,2.1047807935576556e-29,1.2237544494892254e-19,6.701765026559495e-21,3.0814993178738402e-57,7.6737062480379002e-40,9.2357172853124383e-60,3.2817350008967548e-77,6.0206224976157416e-35
1.5196180048959524e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107636895977105,0.099975149724504386,5.5851738506162806e-61,0.099981531235269719,7.2024368722825959e-43,1.1282032992486406e-28,1.0854208407299956e-11,5.3946952092211008e-26,1.9115107973194585e-40,2.4368095278757323e-14,7.513145638790921e-51,1.706452240866745e-24,9.7493324059183773e-37,1.7731769825458164e-44,6.6439942770291871e-32,2.52210753963155e-33,1.9201514779346446e-43,6.0239308502297512e-53,2.4850275469661849e-05,1.8468753874793886e-05,2.0784566224981158e-20,1.0855546002225737e-11,1.3375741412213657e-15,1.579116419592564e-15,2.594747875918462e-14,1.9613711830738966e-32,6.048844380412041e-30,2.1228100963946609e-29,1.2331800537999596e-19,6.8088075808254391e-21,3.2070375577818897e-57,7.7376500006312091e-40,9.6222945946131282e-60,3.4730360541363063e-77,6.0667830472304489e-35
1.5311305765817185e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410761820327649,0.099975056028218517,5.7130600918141577e-61,0.09998143800454945,7.3765554972378439e-43,1.1540339642112285e-28,1.0936413064815623e-11,5.4396639578475317e-26,1.955277806040046e-40,2.4564620184206837e-14,7.6380287815724244e-51,1.7323959063296612e-24,9.9108872614826368e-37,1.8029381437860362e-44,6.7450208633397198e-32,2.5604600129230822e-33,1.9522658310556833e-43,6.2234581542296741e-53,2.4943971755344806e-05,1.8561984512878222e-05,2.0784774186866136e-20,1.0937768227026691e-11,1.355141426297909e-15,1.5791176126294082e-15,2.6144007064715246e-14,2.0144502884549657e-32,6.1373217348362992e-30,2.1408433192020801e-29,1.2425974491754511e-19,6.9166709934761517e-21,3.3365857437770397e-57,7.8015882858372881e-40,1.0021728494479371e-59,3.673825999699909e-77,6.1129471675939815e-35
1.5426431482674845e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107599652747461,0.099974963219456925,5.842883560375125e-61,0.099981345308020747,7.5534641247205357e-43,1.1802558525060827e-28,1.1018617439952476e-11,5.4846327284471835e-26,1.9997077569636848e-40,2.476114456923733e-14,7.7639396738466176e-51,1.7585351546412112e-24,1.0073771338797862e-36,1.8329511064509025e-44,6.8468094715208552e-32,2.5991018174583458e-33,1.9846517977250608e-43,6.4279071690030395e-53,2.5036780516734783e-05,1.8654680959337327e-05,2.0784982503357249e-20,1.1019990248354838e-11,1.3727876173863149e-15,1.5791188391669222e-15,2.6340534884147448e-14,2.0685189993377108e-32,6.2262685237061355e-30,2.1588804592492952e-29,1.2520066430567978e-19,7.0253545489169897e-21,3.4702367366837689e-57,7.8655211132876448e-40,1.0434337400528925e-59,3.8844941873806391e-77,6.1591148788652791e-35
1.5656682916390166e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107562973626873,0.099974780230960389,6.1084004100032607e-61,0.099981161505311431,7.9157405834707497e-43,1.2338850542577432e-28,1.1183025350959553e-11,5.5745703444775092e-26,2.0905764097464429e-40,2.5154191794690191e-14,8.0188443735452656e-51,1.8114003874083309e-24,1.040352669221761e-36,1.8937326588147963e-44,7.0526727336618933e-32,2.6772534155258883e-33,2.0502388027161041e-43,6.8518921776815725e-53,2.521976901287154e-05,1.8838483504203158e-05,2.0785400189770199e-20,1.1184433686199418e-11,1.4083144544726843e-15,1.5791213922430069e-15,2.6733589080861961e-14,2.1796649757858315e-32,6.4055574258058828e-30,2.1949664813580631e-29,1.2708004560622619e-19,7.2451792290848146e-21,3.7502252253663232e-57,7.9933704332138184e-40,1.1300380015514366e-59,4.3370864352302728e-77,6.2514611545643212e-35
1.5863909206733953e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107530437242014,0.099974618493141001,6.3541369335272422e-61,0.099980997879282302,8.2515549407963072e-43,1.283518801367082e-28,1.1330991524754267e-11,5.6555142963212468e-26,2.1746754295405871e-40,2.5507932559380444e-14,8.2517726721931876e-51,1.8596479591691912e-24,1.0704851280368622e-36,1.9492977753554556e-44,7.2405557348813084e-32,2.7485793548560939e-33,2.110196604640029e-43,7.2511232647414353e-53,2.5381506831894829e-05,1.9002109385346323e-05,2.0785777294402959e-20,1.1332432098362712e-11,1.4405528226729437e-15,1.5791238031902379e-15,2.7087336235664021e-14,2.2831805266331681e-32,6.5684905306043299e-30,2.2274572755967822e-29,1.2876869131444537e-19,7.4458191642136775e-21,4.0172053014176763e-57,8.1084162512889125e-40,1.2128178657141059e-59,4.7823733447721129e-77,6.3345852850076908e-35
1.607113549707774e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107498343949216,0.099974459502541413,6.6063764715645556e-61,0.099980835936953949,8.5967558063635558e-43,1.3344658154370843e-28,1.1478956813865062e-11,5.7364583537229674e-26,2.2609998470125909e-40,2.5861671702153999e-14,8.488029588612948e-51,1.9085291712466558e-24,1.1010480738583423e-36,2.0056795941703672e-44,7.4309076106281861e-32,2.8208427093029526e-33,2.1710353317694794e-43,7.6675690379136974e-53,2.5540497431133925e-05,1.9164051565715021e-05,2.0786155508100833e-20,1.1480429872804624e-11,1.473038153411194e-15,1.579126320309927e-15,2.7441081877368214e-14,2.3900570900262407e-32,6.7328947288823897e-30,2.2599607294156776e-29,1.3045469127455161e-19,7.6491052631263908e-21,4.2989836654595321e-57,8.2234445338842281e-40,1.3003857250088123e-59,5.2663194186660357e-77,6.4177213616697726e-35
1.6278361787421528e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107466687349735,0.09997430321250099,6.8652039218840832e-61,0.099980675660999566,8.9514733442469747e-43,1.3867432347151325e-28,1.1626921229358147e-11,5.8174025293405584e-26,2.3495787109146614e-40,2.6215409246692305e-14,8.7276146426665918e-51,1.9580440056736678e-24,1.1320414392442825e-36,2.0628784396411603e-44,7.6237283328308289e-32,2.8940434722828549e-33,2.2327553200737233e-43,8.1017174351648128e-53,2.5696787471213958e-05,1.9324327372086152e-05,2.0786534816294235e-20,1.1628427017407393e-11,1.5057672627184822e-15,1.579128942471905e-15,2.7794826028521966e-14,2.5003528054750064e-32,6.8987517386868096e-30,2.2924768341694196e-29,1.3213804979696385e-19,7.8550333762246947e-21,4.5961504711171931e-57,8.338455335472958e-40,1.3929465431527477e-59,5.7916841292806988e-77,6.5008695006762223e-35
1.6485588077765316e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107435461141907,0.099974149577151589,7.1307041814875731e-61,0.099980517034270758,9.3158377610701326e-43,1.4403681971697945e-28,1.1774884782155111e-11,5.8983468356888951e-26,2.4404410696750547e-40,2.6569145216413699e-14,8.9705273562696871e-51,2.0081924445237572e-24,1.1634651569560551e-36,2.1208946360737655e-44,7.8190178737143987e-32,2.9681816373241996e-33,2.2953569053055107e-43,8.5540631865540818e-53,2.5850422820263636e-05,1.9482953952900971e-05,2.0786915204617128e-20,1.1776423539949708e-11,1.5387370076856978e-15,1.5791316684588427e-15,2.8148568711322487e-14,2.6141258792988766e-32,7.0660435059323345e-30,2.3250055827380388e-29,1.3381877118334013e-19,8.063599360770143e-21,4.909310245638919e-57,8.4534487100381466e-40,1.4907110517687186e-59,6.3613824166919806e-77,6.5840298177440566e-35
1.6692814368109104e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107404659119638,0.099973998551404111,7.4029621466228926e-61,0.09998036003979556,9.6899793061719417e-43,1.4953578404939784e-28,1.192284748303492e-11,5.9792912851322724e-26,2.5336159714027493e-40,2.6922879634456267e-14,9.2167672533551593e-51,2.058974469910418e-24,1.1953191599564869e-36,2.1797285077291044e-44,8.0167762057955047e-32,3.043257198065334e-33,2.35884042303976e-43,9.0251078128570936e-53,2.600144856737972e-05,1.9639948280101432e-05,2.0787296658904077e-20,1.1924419448108145e-11,1.5719442859337292e-15,1.5791344969890491e-15,2.8502309947622336e-14,2.7314345814284005e-32,7.2347522015601558e-30,2.357546969317805e-29,1.3549685972650926e-19,8.2747990808678724e-21,5.2390820086226641e-57,8.5684247110741308e-40,1.5938958301020203e-59,6.9784911644591647e-77,6.6672024281841282e-35
1.690004065845289e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410737427517087,0.09997385009093529,7.6820627127970556e-61,0.099980204660776714,1.0074028271754985e-42,1.5517293021080069e-28,1.2070809342635855e-11,6.060235889878911e-26,2.6291324638919992e-40,2.7276612523665208e-14,9.4663338598397548e-51,2.110390063986493e-24,1.2276033814080427e-36,2.2393803788494175e-44,8.2170033018768748e-32,3.1192701482525383e-33,2.4232062087069078e-43,9.5153596241946289e-53,2.614990903585955e-05,1.9795327150947384e-05,2.0787679165187348e-20,1.2072414749458621e-11,1.6053860350905504e-15,1.5791374267346132e-15,2.8856049758934982e-14,2.8523372423603839e-32,7.4048602187319465e-30,2.3901009892399645e-29,1.3717231971042765e-19,8.4886284074503809e-21,5.5860993891312077e-57,8.683383391590386e-40,1.7027233847210659e-59,7.6462558553141884e-77,6.7503874469032468e-35
1.710726694879668e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107344303276107,0.099973704152174575,7.9680907747890346e-61,0.099980050880589838,1.0468114993018057e-42,1.6094997191626238e-28,1.2218770371457434e-11,6.1411806619771619e-26,2.7270195946267544e-40,2.7630343906583943e-14,9.7192267035925846e-51,2.1624392089435654e-24,1.2603177546710198e-36,2.2998505736808229e-44,8.4196991350421447e-32,3.1962204817380456e-33,2.4884545976216773e-43,1.0025333718666849e-52,2.6295847796210457e-05,1.9949107189815128e-05,2.0788062709693883e-20,1.2220409451477769e-11,1.6390592322750167e-15,1.5791404563357407e-15,2.9209788166440232e-14,2.9768922502561905e-32,7.5763501700583789e-30,2.4226676388134546e-29,1.3884515541015452e-19,8.7050832182612675e-21,5.9510107412513246e-57,8.7983248041190277e-40,1.8174222292022061e-59,8.3680974054233703e-77,6.8335849884101697e-35
1.7314493239140466e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410731473750698,0.099973560692291505,8.2611312266623182e-61,0.09997989868278169,1.0872369848274064e-42,1.6686862285419202e-28,1.2366730579862302e-11,6.2221256133131464e-26,2.8273064107849871e-40,2.7984073805448346e-14,9.9754453144056789e-51,2.2151218870113657e-24,1.2934622133017681e-36,2.3611394164924336e-44,8.6248636786507281e-32,3.2741081924781019e-33,2.5545859250076713e-43,1.0555551980992842e-52,2.6439307678934304e-05,2.0101304849977218e-05,2.0788447278842479e-20,1.2368403561544334e-11,1.6729608935874338e-15,1.5791435844118581e-15,2.9563525190989579e-14,3.105158048180606e-32,7.7492048848625402e-30,2.4552469151894631e-29,1.4051537109184549e-19,8.9241593978389987e-21,6.3344792580790912e-57,8.9132490007189969e-40,1.9382269637984351e-59,9.1476191833032711e-77,6.9167951668186265e-35
1.7521719529484254e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107285572024784,0.099973419669182981,8.5612689617773061e-61,0.099979748051068296,1.128692325905546e-42,1.7293059668661963e-28,1.2514689978078105e-11,6.3030707556094108e-26,2.9300219592428959e-40,2.8337802242183217e-14,1.0234989223966016e-50,2.2684380804571893e-24,1.3270366910509266e-36,2.4232472315925963e-44,8.8324969063327965e-32,3.3529332745310566e-33,2.6216005260185165e-43,1.1106543081155429e-52,2.6580330787094771e-05,2.0251936415363917e-05,2.0788832859241003e-20,1.2516397086940542e-11,1.707088073606707e-15,1.5791468095703789e-15,2.9917260853111406e-14,3.2371931314716108e-32,7.92340740647737e-30,2.4878388162440385e-29,1.4218297101275647e-19,9.1458528375007306e-21,6.7371830841779333e-57,9.0281560329806688e-40,2.0653783550922879e-59,9.9886142132726305e-77,7.0000180958483979e-35
1.7728945819828041e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107256801079097,0.09997328104146104,8.8685888728034323e-61,0.099979598969333366,1.1711905690208711e-42,1.7913760704947531e-28,1.2662648576199323e-11,6.384016100424351e-26,3.0351952865790082e-40,2.8691529238400459e-14,1.0497857965828879e-50,2.3223877715853123e-24,1.3610411218616871e-36,2.48617434334269e-44,9.0425987919843646e-32,3.4326957220554998e-33,2.689498735756087e-43,1.16788424730511e-52,2.6718958508671475e-05,2.040101800230646e-05,2.0789219437683537e-20,1.2664390034853435e-11,1.7414378648939721e-15,1.5791501304137116e-15,3.0270995173016253e-14,3.3730560452343996e-32,8.098940989576631e-30,2.5204433404760629e-29,1.438479594212571e-19,9.3701594353261655e-21,7.1598154265315393e-57,9.1430459520352297e-40,2.1991234156330227e-59,1.0895072565729951e-76,7.0832538888310782e-35
1.793617211017183e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410722841900636,0.099973144768440672,9.1831758517311224e-61,0.099979451421626439,1.2147447649978965e-42,1.854913675528617e-28,1.2810606384189094e-11,6.4649616591522405e-26,3.1428554390781752e-40,2.9045254815398548e-14,1.0764051075392321e-50,2.3769709427364303e-24,1.3954754398680814e-36,2.5499210761687845e-44,9.2551693097624352e-32,3.5133955293084295e-33,2.7582808892861872e-43,1.2272992393145119e-52,2.6855231528705187e-05,2.0548565561262475e-05,2.078960700114763e-20,1.28123824123762e-11,1.7760073975026101e-15,1.5791535455448668e-15,3.062472817060178e-14,3.5128053819532936e-32,8.275789097539003e-30,2.5530604869185025e-29,1.4551034055685091e-19,9.5970750961415249e-21,7.6030846640156412e-57,9.2579188085601125e-40,2.3397154835581827e-59,1.1871188936202994e-76,7.1665026587138683e-35
1.8143398400515617e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107200420228542,0.099973010810127799,9.5051147898835231e-61,0.099979305392161155,1.2593679690085872e-42,1.9199359178132013e-28,1.295856341188098e-11,6.5459074430237717e-26,3.2530314627354695e-40,2.9398978994163162e-14,1.1033568089872675e-50,2.4321875762870975e-24,1.4303395793932915e-36,2.6144877545714286e-44,9.4702084340802793e-32,3.595032690643451e-33,2.8279473216520056e-43,1.2889541859131641e-52,2.6989189841236764e-05,2.0694594878523684e-05,2.0789995536791675e-20,1.2960374226509467e-11,1.8107938384945829e-15,1.5791570535718517e-15,3.0978459865457864e-14,3.6564997792167536e-32,8.4539353998449337e-30,2.5856902550614515e-29,1.4717011865020134e-19,9.8265957315035657e-21,8.0677144554019744e-57,9.3727746527831046e-40,2.4874143021995551e-59,1.2921370416102872e-76,7.249764518059823e-35
1.8350624690859404e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107172799251786,0.099972879127207648,9.8344905779280375e-61,0.09997916086531379,1.3050732405791364e-42,1.9864599329409029e-28,1.3106519668980759e-11,6.626853463106991e-26,3.3657524032599766e-40,2.9752701795368679e-14,1.1306408548280927e-50,2.488037654649178e-24,1.4656334749479875e-36,2.6798747031337819e-44,9.6877161396027722e-32,3.6776072005090173e-33,2.8984983678855902e-43,1.3529046668598891e-52,2.712087276104305e-05,2.0839121577905897e-05,2.0790385031952268e-20,1.3108365484162607e-11,1.8457943914630242e-15,1.5791606531110683e-15,3.1332190276871473e-14,3.8041979175503967e-32,8.6333637695060176e-30,2.6183326447855554e-29,1.4882729792316225e-19,1.0058717259683714e-20,8.5544438459114857e-57,9.48761353449246e-40,2.6424860996735633e-59,1.4050244457719414e-76,7.3330395790530313e-35
1.8557850981203192e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107145550665085,0.099972749681033118,1.0171388105887657e-60,0.099979017825621269,1.3518736435960344e-42,2.0545028562536403e-28,1.3254475165068138e-11,6.707799730308587e-26,3.481047306078498e-40,3.010642323938037e-14,1.1582571991399969e-50,2.5445211602693084e-24,1.5013570612286874e-36,2.7460822465283159e-44,9.9076924012418379e-32,3.7611190534466919e-33,2.9699343630176266e-43,1.419206939769929e-52,2.7250318935173171e-05,2.0982161122421649e-05,2.0790775474141411e-20,1.3256356192154975e-11,1.8810062960609955e-15,1.5791643427899354e-15,3.168591942383153e-14,3.9559585183529235e-32,8.8140582805264207e-30,2.6509876563043967e-29,1.5048188258881208e-19,1.0293435605652256e-20,9.0640273723357706e-57,9.602435503043466e-40,2.8052036684561447e-59,1.5262667035835819e-76,7.4163279535033843e-35
1.876507727154698e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107118669138983,0.09997262243361367,1.0515892263152112e-60,0.099978876257779778,1.3997822463115117e-42,2.1240818228453248e-28,1.3402429909598483e-11,6.7887462553753723e-26,3.5989452163391531e-40,3.04601433462572e-14,1.1862057961762506e-50,2.6016380756283586e-24,1.5375102731161436e-36,2.8131107095222833e-44,1.0130137194151963e-31,3.8455682440894599e-33,3.0422556420857628e-43,1.4879179399824484e-52,2.7377566354288905e-05,2.1123728815935629e-05,2.0791166851044117e-20,1.3404346357217185e-11,1.9164268275363279e-15,1.5791681212489204e-15,3.2039647325033635e-14,4.111840341929794e-32,8.9960032053959592e-30,2.6836552901145581e-29,1.521338768514908e-19,1.0530746701062682e-20,9.597235166747364e-57,9.7172406073613481e-40,2.9758464449422148e-59,1.6563731008164571e-76,7.4996297528461586e-35
1.8972303561890767e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107092149424308,0.099972497347603773,1.0868087938488801e-60,0.099978736146642919,1.4488121213484172e-42,2.1952139675642847e-28,1.3550383911904491e-11,6.8696930488959578e-26,3.7194751789148945e-40,3.0813862135754829e-14,1.2144866003629634e-50,2.6593883832409154e-24,1.5740930456737565e-36,2.8809604169821472e-44,1.0355050493725818e-31,3.93095476716006e-33,3.1154625401416898e-43,1.5590952804285285e-52,2.750265236381263e-05,2.1263839804802976e-05,2.0791559150515935e-20,1.3552335985992324e-11,1.952053296272463e-15,1.5791719871431148e-15,3.2393373998884784e-14,4.2719021856199469e-32,9.1791830126144279e-30,2.7163355469523176e-29,1.5378328490683789e-19,1.0770646484236076e-20,1.0154853058818013e-56,9.8320288959514252e-40,3.1547005889897662e-59,1.7958774676919483e-76,7.5829450881463758e-35
1.9179529852234554e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410706598635089,0.099972374386292348,1.1228060020053566e-60,0.099978597477220238,1.4989763457046007e-42,2.2679164250156207e-28,1.3698337181197868e-11,6.9506401213025516e-26,3.8426662384069251e-40,3.1167579627329141e-14,1.2430995662969971e-50,2.7177720656547643e-24,1.6111053141460065e-36,2.9496316938770757e-44,1.0582432275589948e-31,4.0172786174693493e-33,3.1895553922571211e-43,1.6327972514996322e-52,2.7625613674885977e-05,2.1402509079490808e-05,2.0791952360580142e-20,1.3700325085037158e-11,1.9878830473352161e-15,1.5791759391434303e-15,3.2747099463507939e-14,4.4362028820112055e-32,9.3635823642468167e-30,2.749028427756141e-29,1.55430110941833e-19,1.101313090014563e-20,1.0737682676762733e-56,9.9468004169069042e-40,3.3420590634486498e-59,1.9453390553929344e-76,7.66627407010447e-35
1.9386756142578342e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24107040174826361,0.099972253513591722,1.1595893395401261e-60,0.099978460234675548,1.5502880007568409e-42,2.3422063295635127e-28,1.3846289726570965e-11,7.0315874828728762e-26,3.9685474391480441e-40,3.1521295840139787e-14,1.2720446487439361e-50,2.7767891054503849e-24,1.6485470139569196e-36,3.0191248652816492e-44,1.0812282515600527e-31,4.1045397899147032e-33,3.2645345335288332e-43,1.7090828209165513e-52,2.7746486375142338e-05,2.1539751476182993e-05,2.0792346469425529e-20,1.384831366082334e-11,2.0239134600253906e-15,1.5791799759374801e-15,3.3100823736746617e-14,4.6048012972402889e-32,9.5491861135090206e-30,2.7817339336342347e-29,1.5707435913483619e-19,1.1258195900401286e-20,1.1346541546926824e-56,1.0061555217910296e-39,3.5382217136741205e-59,2.1053434331730572e-76,7.7496168090555895e-35
1.959398243292213e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410701470983489,0.099972134694027229,1.1971672951496145e-60,0.099978324404325372,1.602760172264368e-42,2.4181008153334724e-28,1.3994241556998398e-11,7.112535143732151e-26,4.0971478252058806e-40,3.1875010793054093e-14,1.3013218026361086e-50,2.8364394852404478e-24,1.6864180807085478e-36,3.0894402563778775e-44,1.1044601189839246e-31,4.1927382794784414e-33,3.3404002990828735e-43,1.7880116335988219e-52,2.786530593929642e-05,2.1675581678368431e-05,2.0792741465404143e-20,1.3996301719738574e-11,2.0601419474371708e-15,1.5791840962302067e-15,3.3454546836169279e-14,4.7777563293734148e-32,9.7359793023836827e-30,2.8144520658364929e-29,1.5871603365563012e-19,1.1505837443234436e-20,1.1982263192033362e-56,1.0176293346243013e-39,3.7434953470251647e-59,2.2765034063032682e-76,7.832973414972939e-35
1.9801208723265917e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410698958643602,0.099972017892726611,1.2355483574722086e-60,0.099978189971637363,1.6564059503720323e-42,2.4956170162145358e-28,1.4142192681338628e-11,7.1934831138551296e-26,4.2284964403860848e-40,3.2228724504650945e-14,1.3309309830706518e-50,2.8967231876693294e-24,1.7247184501794814e-36,3.1605781924566283e-44,1.1279388274609219e-31,4.2818740812262938e-33,3.4171530240780704e-43,1.8696440115346029e-52,2.7982107239553891e-05,2.1810014218412918e-05,2.0793137337028413e-20,1.4144289268087786e-11,2.0965659560222119e-15,1.5791882987443264e-15,3.3808268779073735e-14,4.9551269068636959e-32,9.9239471592658028e-30,2.8471828257302708e-29,1.6035513866546221e-19,1.1756051493482758e-20,1.2645697228108746e-56,1.0291014848794728e-39,3.9581938123476895e-59,2.4594599550915298e-76,7.9163439974741279e-35
2.0008435013609705e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106964799763486,0.099971903075409971,1.2747410150892611e-60,0.099978056922228664,1.7112384296131385e-42,2.574772065861418e-28,1.4290143108335559e-11,7.2744314030681735e-26,4.3626223282353934e-40,3.2582436993224848e-14,1.360872145307626e-50,2.957640195412625e-24,1.7634480583233804e-36,3.2325389989185414e-44,1.1516643746430995e-31,4.3719471903058723e-33,3.4947930437089197e-43,1.9540409536510169e-52,2.809692455584421e-05,2.1943063479114892e-05,2.0793534072969091e-20,1.4292276312094249e-11,2.133182965159353e-15,1.5791925822206165e-15,3.4161989582491514e-14,5.1369719870816354e-32,1.0113075096637742e-29,2.8799262147794274e-29,1.6199167831708689e-19,1.2008834022575143e-20,1.3337709460103786e-56,1.0405719772063366e-39,4.1826380794426282e-59,2.6548831952111862e-76,7.9997286658205278e-35
2.0215661303953492e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410694034502403,0.099971790208379596,1.3147537565260772e-60,0.099977925241864538,1.7672707089120015e-42,2.6555830976966035e-28,1.4438092846620074e-11,7.3553800210513419e-26,4.4995545320446477e-40,3.2936148276789976e-14,1.3911452447681648e-50,3.0191904911766765e-24,1.8026068412675285e-36,3.3053230012745203e-44,1.1756367582038669e-31,4.4629576019452035e-33,3.5733206932079552e-43,2.0412641356849426e-52,2.8209791585879799e-05,2.2074743695245129e-05,2.0793931662053257e-20,1.4440262857900734e-11,2.169990486729891e-15,1.5791969454180877e-15,3.4515709263191978e-14,5.323350554915277e-32,1.0303348708773236e-29,2.9126822345262336e-29,1.6362565675480815e-19,1.2264181008516737e-20,1.4059181976227403e-56,1.0520408162163375e-39,4.4171563185190034e-59,2.8634733595751737e-76,8.0831275289196277e-35
2.042288759429728e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106916217496294,0.099971679258510054,1.3555950702528808e-60,0.099977794916456753,1.8245158915862368e-42,2.7380672449123952e-28,1.4586041904711554e-11,7.4363289773404931e-26,4.6393220948517223e-40,3.3289858373084239e-14,1.4217502370326666e-50,3.0813740576981018e-24,1.8421947353114154e-36,3.378930525145844e-44,1.1998559758375995e-31,4.5549053114512642e-33,3.6527363078476562e-43,2.1313759100542567e-52,2.832074145504426e-05,2.220506895507053e-05,2.0794330093261399e-20,1.4588248911570579e-11,2.2069860646983277e-15,1.5792013871140581e-15,3.4869427837686633e-14,5.5143216214367117e-32,1.0494753769470056e-29,2.9454508865757685e-29,1.6525707811452189e-19,1.252208843587407e-20,1.481101324100948e-56,1.0635080064837068e-39,4.6620839796320292e-59,3.0859618019943668e-76,8.1665406953317287e-35
2.0630113884641067e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106892412529674,0.099971570193238657,1.3972734446857736e-60,0.099977665932061949,1.8829870853488136e-42,2.8222416404729133e-28,1.4733990291019397e-11,7.5172782813293824e-26,4.7819540594443797e-40,3.3643567299573479e-14,1.4526870778390273e-50,3.1441908777433369e-24,1.8822116769253341e-36,3.4533618962639618e-44,1.2243220252592682e-31,4.647790314208551e-33,3.733040222941969e-43,2.2244393057295305e-52,2.8429806726112685e-05,2.2334053201862342e-05,2.0794729355725409e-20,1.4736234479088822e-11,2.2441672746985333e-15,1.5792059061041523e-15,3.522314532223316e-14,5.709944222631833e-32,1.068727622981101e-29,2.9782321725824764e-29,1.6688594652375814e-19,1.2782552295760298e-20,1.5594118187109439e-56,1.0749735525453501e-39,4.9177638721062534e-59,3.3231120228581368e-76,8.249968273269573e-35
2.0837340174984855e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106868925543212,0.099971462980555606,1.4397973681876636e-60,0.099977538274880443,1.9426974023099038e-42,2.9081234171160504e-28,1.4881938013844511e-11,7.5982279422717652e-26,4.927479468363064e-40,3.3997275073455514e-14,1.4839557230809048e-50,3.2076409341081815e-24,1.9226576027490069e-36,3.5286174404700203e-44,1.2490349042040629e-31,4.741612605677688e-33,3.8142327738474768e-43,2.3205180281061491e-52,2.8537019408806954e-05,2.2461710235388707e-05,2.0795129438726897e-20,1.4884219566363257e-11,2.2815317236252453e-15,1.5792105012022364e-15,3.5576861732839451e-14,5.9102774181903387e-32,1.0880902215952872e-29,3.0110260942385905e-29,1.6851226610172343e-19,1.3045568585820539e-20,1.6409428305886893e-56,1.0864374589014555e-39,5.1845462439438537e-59,3.5757207170744833e-76,8.3334103705998632e-35
