Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2X(49),C2H6X(52),CH3OO(77)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.669155158374823e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,2.2586491129050483e-74,6.9032780897198983e-42,0.0,3.1202047861083123e-57,0.0,6.7815762046634208e-25,-5.3055017494988378e-118,6.7815762043416448e-25,9.3655750908715486e-80,3.5651743315365826e-73,0.0,0.0,2.781903654759961e-59,5.5962897250204558e-95,2.6894754702803994e-18,1.2931237063347713e-19,4.9843974463586452e-23,5.5047747207221665e-38,4.9843974463618584e-23,4.4135218151616786e-58,5.1651812963297329e-74,3.3807745962352352e-42
1.8673634443449505e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,7.0504825337292308e-73,4.1695799661908264e-41,0.0,4.7152534727496966e-56,0.0,1.8988413374100132e-24,1.02405117080031e-116,1.8988413372156603e-24,2.6412420248179449e-78,1.1209472817190488e-71,0.0,0.0,3.3026743813631236e-58,2.8968007348046834e-93,7.5305313167851174e-18,3.6207463777373599e-19,1.3956312849793798e-22,3.3248821311015888e-37,1.3956312849813203e-22,5.2397330989599346e-57,1.4566637684605976e-72,2.0419878562195794e-41
4.268259301359887e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,0.0,1.5697096666580398e-71,2.0074732684905579e-40,0.0,5.0724545166467323e-55,0.0,4.3402087717143762e-24,1.0812993593163184e-114,4.3402087707786526e-24,5.7452783233873314e-77,2.5007689462574237e-70,0.0,0.0,3.2425818235329988e-57,1.2648565700014668e-91,1.721264300979454e-17,8.2759917205425364e-19,3.1900143656622478e-22,1.6007857884670121e-36,3.1900143656715892e-22,5.144401027752422e-56,3.1685618715600826e-71,9.8312925272545203e-41
9.07005101538976e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.1186699660299653,0.022821567693054285,0.0,2.9375610615790057e-70,8.7671631739443862e-40,0.0,4.6624596077278677e-54,0.0,9.2229436419911837e-24,8.5467709674024318e-113,9.2229436379046305e-24,1.0650777745900241e-75,4.6836530231183304e-69,0.0,0.0,2.8680207313775957e-56,4.7087438727382013e-90,3.6576866395813313e-17,1.7586482406152889e-18,6.7787805270113302e-22,6.9910359920809556e-36,6.7787805270521265e-22,4.5501644505590165e-55,5.8739797044718864e-70,4.2935837386679531e-40
1.8673634443449506e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996525,0.022821567693054285,0.0,5.072085883836488e-69,3.6601180431695929e-39,0.0,3.9888323560076958e-53,0.0,1.8988413389217124e-23,6.0576485913145059e-111,1.8988413372156572e-23,1.8305965659523577e-74,8.0898097378973489e-68,0.0,0.0,2.4107338555830506e-55,1.6222336588737784e-88,7.5305313167850619e-17,3.6207463777373595e-18,1.3956312849642883e-21,2.9186064441224634e-35,1.3956312849813196e-21,3.824687388669943e-54,1.0095870303573559e-68,1.7924866922282053e-39
3.7880801299569e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999986,0.11866996602996517,0.022821567693054282,0.0,8.4258517153966268e-68,1.4952776473457736e-38,0.0,3.2980437283256226e-52,0.0,3.8519352910358318e-23,4.0765198031745773e-109,3.851935284066039e-23,3.0340795583983037e-73,1.3441219839516407e-66,0.0,0.0,1.9764482425534373e-54,5.3836020540400299e-87,1.5276220671192417e-16,7.3449426519814984e-18,2.831137749463953e-21,1.1923349616160161e-34,2.8311377495335317e-21,3.1357097991104781e-53,1.6733164631702746e-67,7.3228930174722965e-39
7.629513501180798e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999997,0.11866996602996502,0.022821567693054278,0.0,1.3734890284272461e-66,6.044151324898771e-38,0.0,2.6819143872263784e-51,0.0,7.7581232059397928e-23,2.6747537523138528e-107,7.7581231777667773e-23,4.9402120268374754e-72,2.19121893569082e-65,0.0,0.0,1.6005514589472052e-53,1.7541683483783483e-85,3.0767599380006711e-16,1.4793335200469767e-17,5.7021506783567024e-21,4.8195196031664405e-34,5.7021506786379506e-21,2.5393790940861107e-52,2.7245620811675411e-66,2.9600304452682658e-38
1.5312380243628596e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999937,0.11866996602996471,0.022821567693054271,0.0,2.2180191623862603e-65,2.4303266645988104e-37,0.0,2.1630611121191348e-50,0.0,1.5570499078450613e-22,1.7332006296724575e-105,1.5570498965168152e-22,7.9735221280380367e-71,3.5386980270273908e-64,0.0,0.0,1.2882186782858614e-52,5.6641032990555908e-84,6.1750356797633643e-16,2.9690120297446258e-17,1.1444176535715876e-20,1.9378361059394238e-33,1.1444176536846761e-20,2.0439132159084647e-51,4.3974541832170422e-65,1.1902152270708876e-37
3.067811372852419e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999987,0.11866996602996409,0.022821567693054257,0.0,3.5650745595506063e-64,9.7466969152115017e-37,0.0,1.7374883172425264e-49,0.0,3.1195250994283835e-22,1.1161326925969469e-103,3.1195250539970494e-22,1.2813236002490333e-69,5.6879473759069216e-63,0.0,0.0,1.033643141735497e-51,1.8206753927221487e-82,1.237158716328808e-15,5.9483690491399129e-17,2.2928228248728922e-20,7.771015830843374e-33,2.2928228253264282e-20,1.6401116346078988e-50,7.0665908183195334e-64,4.7732954271261606e-37
6.1409580698315375e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999742,0.11866996602996285,0.022821567693054226,0.0,5.7165356639744513e-63,3.9037626162028128e-36,0.0,1.3928119436689384e-48,0.0,6.2444755509196596e-22,7.1653587181351197e-102,6.2444753689573593e-22,2.0545759844138821e-68,9.1206162641042416e-62,0.0,0.0,8.2805824731115296e-51,5.8392530160417622e-81,2.4764690130334861e-15,1.190708308793043e-16,4.5896331667933841e-20,3.1120002310556829e-32,4.5896331686098929e-20,1.3140851493514842e-49,1.1331132731932826e-62,1.9118079323967178e-36
1.2287251463789775e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999481,0.11866996602996037,0.022821567693054167,0.0,9.1544422487836124e-62,1.5625223963812175e-35,0.0,1.1153791743019431e-47,0.0,1.2494376727200747e-21,4.5929174557230251e-100,1.2494375998877334e-21,3.2908922242379972e-67,1.4605795652655538e-60,0.0,0.0,6.6276746700297116e-50,1.870658208120635e-79,4.9550896064417797e-15,2.3824511165511244e-16,9.1832538479058873e-20,1.2452434622551241e-31,9.1832538551766664e-20,1.0520671395078176e-48,1.8149504755291828e-61,7.6522142359466098e-36
