Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3X(21),CH3OO(77),H2X(49),C2H4(47),C2H6X(52),C2H4X(205),C2H4X(65)
2.5801542652109505e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229448030347702,0.11865731019005188,0.022821383588688821,0.0,3.3323603701266088e-26,2.4856723311940973e-11,0.0,4.1520963305418467e-17,0.0,2.2907122180083816e-07,6.0041882866369582e-33,2.2763469904232555e-07,5.9037945639363825e-23,1.2638167895143875e-27,0.0,0.0,7.5099818056383095e-22,2.0589669283001442e-24,1.2426633388134704e-05,3.6820672415056621e-07,1.5221079215133105e-09,2.558617842933873e-17,1.3430004055295645e-10,1.0033934357977297e-12,2.4409101709435502e-15,2.2342782798574153e-25,7.9016905665788501e-22,2.5842545350023277e-30,5.8305195403259476e-31
2.6241611094871798e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229426221808244,0.1186570945018262,0.022821380448722214,0.0,3.5531995593968555e-26,2.5711659698767465e-11,0.0,4.3682440238005615e-17,0.0,2.3298071396509971e-07,6.6419082710975213e-33,2.3151574981986321e-07,6.3130304606945405e-23,1.3088311166202255e-27,0.0,0.0,7.8867816911948699e-22,2.2358995164812901e-24,1.2638412059523755e-05,3.7448661353324097e-07,1.5489013074413847e-09,2.6049106779437713e-17,1.3434025223267147e-10,1.025303600837431e-12,2.5677742635808119e-15,2.4657889222117967e-25,8.4540049490860801e-22,2.9016314115495134e-30,6.3334524143394957e-31
2.668167953763409e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229404413832225,0.11865687881924793,0.02282137730875905,0.0,3.7847251062223951e-26,2.6581044256679626e-11,0.0,4.5917670291764695e-17,0.0,2.36890213928822e-07,7.3349740350219626e-33,2.3539675154389579e-07,6.7430453671721577e-23,1.3546471154123515e-27,0.0,0.0,8.2759608320351276e-22,2.4246377157027588e-24,1.2850185075734012e-05,3.8076649599622026e-07,1.5757226051805584e-09,2.64243435813058e-17,1.3438040717555953e-10,1.0472340874032495e-12,2.6989536584661408e-15,2.7167133388033051e-25,9.0347556022637369e-22,3.2515920196531595e-30,6.8700695839347241e-31
2.7121747980396382e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522938260641961,0.11865666314231692,0.022821374168799331,0.0,4.0273524015745527e-26,2.7464876645834332e-11,0.0,4.8227891035032513e-17,0.0,2.407997216835444e-07,8.0871481849837361e-33,2.3927770421534557e-07,7.1945197035021276e-23,1.4012697763818431e-27,0.0,0.0,8.6777186911230254e-22,2.6257480748031705e-24,1.3061952436916565e-05,3.8704637153924789e-07,1.6025718140508722e-09,2.6942018481640509e-17,1.3442051521524145e-10,1.0691834545005523e-12,2.8345201282603808e-15,2.9883053655183906e-25,9.6449000540171589e-22,3.6368438389329111e-30,7.4419936790960325e-31
2.7561816423158674e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229360799570378,0.11865644747103304,0.022821371028843049,0.0,4.2815339417384526e-26,2.8363156526417282e-11,0.0,5.0614340037521429e-17,0.0,2.4470923722240773e-07,8.9023804918392933e-33,2.4315860783513467e-07,7.6681441225522369e-23,1.4487064188221289e-27,0.0,0.0,9.0922551532168525e-22,2.8398138816125206e-24,1.3273714143222507e-05,3.9332624016239322e-07,1.629448933776382e-09,2.7428946754199136e-17,1.3446058448165987e-10,1.0911503635045794e-12,2.9745454261184697e-15,3.2818760609113797e-25,1.0285411540420063e-21,4.0602676166948876e-30,8.0508954582644936e-31
2.8001884865920966e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229338993284529,0.11865623180539611,0.022821367888890217,0.0,4.547418755052604e-26,2.9275883558642989e-11,0.0,5.3078254870329199e-17,0.0,2.4861876053986583e-07,9.7848138749799351e-33,2.470394624041853e-07,8.1646194766334153e-23,1.4969480724135601e-27,0.0,0.0,9.5197700173806969e-22,3.0674353451231339e-24,1.3485470194802925e-05,3.9960610186642069e-07,1.6563539640123368e-09,2.777389527139713e-17,1.3450062169657181e-10,1.1131335708882604e-12,3.1191012856944073e-15,3.5987952316763734e-25,1.0957278998423751e-21,4.524925201739492e-30,8.6984943345535793e-31
2.8441953308683258e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522931718756204,0.11865601614540602,0.022821364748940826,0.0,4.8254359005387897e-26,3.0203057402754799e-11,0.0,5.5620873105947587e-17,0.0,2.5252829163144834e-07,1.0738790473077614e-32,2.5092026792341974e-07,8.6846567843169162e-23,1.5459994367934415e-27,0.0,0.0,9.9604626370696095e-22,3.3092297755933994e-24,1.3697220591808901e-05,4.0588595665101368e-07,1.6832869039880227e-09,2.8297473583522404e-17,1.345406324176009e-10,1.1351319214665186e-12,3.2682594211462126e-15,3.9404929678994734e-25,1.1661507058569802e-21,5.0340675848545056e-30,9.3865588959838363e-31
2.888202175144555e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229295382402895,0.11865580049106256,0.022821361608994881,0.0,5.1161509242351977e-26,3.1144677719024861e-11,0.0,5.8243432318269888e-17,0.0,2.5643783049356536e-07,1.1768857800988646e-32,2.5480102439375998e-07,9.2289771973601639e-23,1.5958728730628795e-27,0.0,0.0,1.0414532893558535e-21,3.5658317626185003e-24,1.3908965334391509e-05,4.1216580451606683e-07,1.7102477534345121e-09,2.882113015001928e-17,1.3458062123987543e-10,1.1571443421205418e-12,3.4220915271408834e-15,4.3084611877841554e-25,1.2399116037706287e-21,5.5911431472959861e-30,1.0116907419835641e-30
2.932209019420784e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229273577807078,0.11865558484236562,0.02282135846905238,0.0,5.4197852498061629e-26,3.2100744167754161e-11,0.0,6.0947170082598175e-17,0.0,2.6034737712333079e-07,1.2879775586566594e-32,2.5868173181612833e-07,9.7983119645768363e-23,1.6465624830949537e-27,0.0,0.0,1.0882180604368261e-21,3.837893368113111e-24,1.4120704422701827e-05,4.1844564546219869e-07,1.7372365120367789e-09,2.9205500662706535e-17,1.3462059197892556e-10,1.1791698354048638e-12,3.5806692788598301e-15,4.7042553405636246e-25,1.3171141931008833e-21,6.1998069281652957e-30,1.0891408430072378e-30
2.9762158636970134e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229251773774581,0.11865536919931503,0.022821355329113325,0.0,5.736582115627267e-26,3.307125640927244e-11,0.0,6.3733323975647741e-17,0.0,2.6425693151846791e-07,1.4076520906855021e-32,2.6256239019144668e-07,1.0393402405398975e-22,1.6980626589944744e-27,0.0,0.0,1.1363605215465042e-21,4.1260842658257181e-24,1.4332437856890925e-05,4.2472547948964299e-07,1.7642531791310704e-09,2.9660275795982721e-17,1.3466054776973803e-10,1.2012074753528614e-12,3.7440643320028645e-15,5.1294956696770814e-25,1.3978636406117192e-21,6.8639276969800729e-30,1.1711981100298035e-30
3.0202227079732426e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229229970305374,0.11865515356191066,0.022821352189177725,0.0,6.0670649582086701e-26,3.4056214103938303e-11,0.0,6.6603131575551966e-17,0.0,2.6816649367718519e-07,1.5364294865467418e-32,2.6644299952063729e-07,1.1014999875638341e-22,1.7503825066708373e-27,0.0,0.0,1.1859006466941689e-21,4.4310919217553578e-24,1.4544165637109865e-05,4.3100530659834012e-07,1.7912977543291348e-09,3.0124754743588137e-17,1.3470049119562404e-10,1.2232564020920318e-12,3.9123483227933841e-15,5.5858688512914322e-25,1.482266679553737e-21,7.5875971663019574e-30,1.2580595774840927e-30
3.064229552249472e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229208167399454,0.11865493793015233,0.022821349049245571,0.0,6.4115437067180565e-26,3.5055616912139108e-11,0.0,6.9557830461867335e-17,0.0,2.7207606359807286e-07,1.6748529515933995e-32,2.7032355980462221e-07,1.1663865732546719e-22,1.8035197617369731e-27,0.0,0.0,1.2368584042582271e-21,4.7536217768535209e-24,1.4755887763509708e-05,4.3728512678860935e-07,1.8183702372004927e-09,3.0576690814701185e-17,1.3474042439741795e-10,1.2453158167169161e-12,4.0855928679836602e-15,6.075129680531653e-25,1.5704316088866901e-21,8.3751396450954901e-30,1.3499274496465203e-30
3.108236396525701e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229186365056806,0.11865472230403991,0.022821345909316865,0.0,6.7704314706066142e-26,3.6069464494291054e-11,0.0,7.2598658215577521e-17,0.0,2.7598564128002834e-07,1.8234894544510825e-32,2.7420407104432333e-07,1.234077130176194e-22,1.8574771403826522e-27,0.0,0.0,1.2892537580214313e-21,5.0943974181443521e-24,1.4967604236241517e-05,4.4356494006054677e-07,1.8454706272724008e-09,3.1037727876321371e-17,1.3478034915200327e-10,1.2673849768725635e-12,4.2638695648598767e-15,6.5991026839876205e-25,1.662468292541343e-21,9.2311214842138267e-30,1.4470091500611275e-30
3.1962500850781595e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229142762061253,0.11865429106875219,0.022821339629469806,0.0,7.532977946718397e-26,3.8140492622257056e-11,0.0,7.8943650656277117e-17,0.0,2.8380481992385883e-07,2.1537936313931041e-32,2.8196494639456262e-07,1.3781836462238829e-22,1.9678563566941052e-27,0.0,0.0,1.3984371184912091e-21,5.833672463155708e-24,1.5391020221305233e-05,4.561245458501891e-07,1.8997551272407812e-09,3.1957446914694288e-17,1.3486017904987627e-10,1.3115498163705199e-12,4.6358057055240694e-15,7.7588448034143525e-25,1.858604197574631e-21,1.1167956279297233e-29,1.6576702089667218e-30
3.284263773630618e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229099161318592,0.11865385985604629,0.022821333349636552,0.0,8.358111021486539e-26,4.0269295771741566e-11,0.0,8.5648009574173953e-17,0.0,2.9162402960416045e-07,2.5323785405207571e-32,2.8972562557873118e-07,1.5344564106608634e-22,2.0815420090073579e-27,0.0,0.0,1.5136104476720018e-21,6.6550749089561227e-24,1.5814413593509401e-05,4.6868412396795665e-07,1.9541512506308686e-09,3.2879544145793314e-17,1.3493998981161976e-10,1.3557459710940904e-12,5.0287291339409181e-15,9.0811467172872659e-25,2.0715845780448714e-21,1.3439841801923084e-29,1.8918083284891287e-30
3.3722774621830763e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229055562828702,0.118653428665921,0.022821327069817106,0.0,9.2492045253642516e-26,4.2455871227110472e-11,0.0,9.2721635668792252e-17,0.0,2.9944327031863875e-07,2.9647031505852431e-32,2.9748610860420439e-07,1.7035480479408564e-22,2.1985498799387519e-27,0.0,0.0,1.634933456580295e-21,7.565063078307822e-24,1.6237784354062315e-05,4.8124367441545915e-07,2.0086589938300301e-09,3.3803914560712469e-17,1.3501978745383924e-10,1.3999691755901108e-12,5.4432119281147463e-15,1.0583275338371688e-24,2.3023446118851809e-21,1.6093004774529468e-29,2.1512755177494172e-30
3.460291150735535e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229011966591454,0.1186529974983751,0.022821320790011465,0.0,1.0209619986132096e-25,4.4700216273190059e-11,0.0,1.0017442966272084e-16,0.0,3.0726254206629623e-07,3.4566723384416125e-32,3.0524639547835747e-07,1.8861268250660941e-22,2.3188908336831397e-27,0.0,0.0,1.7625658482269549e-21,8.5704010890890508e-24,1.6661132504172248e-05,4.9380319719412438e-07,2.0632783532254761e-09,3.4730644526815715e-17,1.3509957611239791e-10,1.4442157484450318e-12,5.8798258550645902e-15,1.2283767293330339e-24,2.5518444473361794e-21,1.9178506977032098e-29,2.4380117583998486e-30
3.548304839287993e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228968372606726,0.11865256635340739,0.022821314510219643,0.0,1.124280607936072e-25,4.7002328195267046e-11,0.0,1.0801629230166161e-16,0.0,3.150818448468835e-07,4.0146604690061831e-32,3.1300648620856543e-07,2.0828765474844829e-22,2.4425759196930521e-27,0.0,0.0,1.8966673181501678e-21,9.6781639529892097e-24,1.7084458045047371e-05,5.0636269230523088e-07,2.1180093252052297e-09,3.5659729761922964e-17,1.3517935867382838e-10,1.4884825093796996e-12,6.3391423709862342e-15,1.4202482629564694e-24,2.8210691792104183e-21,2.2752602888141596e-29,2.754046477046526e-30
3.6363185278404516e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228924780874408,0.11865213523101663,0.02282130823044164,0.0,1.2352330279583001e-25,4.9362204279088345e-11,0.0,1.162571243544655e-16,0.0,3.2290117866060301e-07,4.6455348525071161e-32,3.2076638080220259e-07,2.2944964588483536e-22,2.5696179968495708e-27,0.0,0.0,2.0373975545648543e-21,1.0895742403839412e-23,1.7507760977895806e-05,5.1892215975001923e-07,2.1728519061578238e-09,3.6591177303621174e-17,1.3525913713917018e-10,1.5327667118479325e-12,6.8217326214092969e-15,1.6360657346382424e-24,3.1110288258898821e-21,2.6877102736976076e-29,3.1014999395087475e-30
3.72433221639291e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228881191394382,0.11865170413120166,0.022821301950677449,0.0,1.3541865647758719e-25,5.1779841810861056e-11,0.0,1.2490682661316025e-16,0.0,3.3072054350793373e-07,5.3566774857475632e-32,3.2852607926664323e-07,2.5217011507388118e-22,2.7000310525904404e-27,0.0,0.0,2.1849162382976275e-21,1.2230847185614096e-23,1.793104130392561e-05,5.3148159952975354e-07,2.2278060924719363e-09,3.7524994451466634e-17,1.3533891285177046e-10,1.5770659902316036e-12,7.3281674413395605e-15,1.878095131012036e-24,3.4227583084954419e-21,3.1619714252945644e-29,3.4825844889651523e-30
3.9003595934978275e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522879401919071,0.1186508419992942,0.022821289391190522,0.0,1.6176079586374644e-25,5.6788390365389102e-11,0.0,1.4347244503241081e-16,0.0,3.4635936630580834e-07,7.0520431938519984e-32,3.4404488783742987e-07,3.0257992834794697e-22,2.9710260245738363e-27,0.0,0.0,2.500957633534351e-21,1.528611135444333e-23,1.8777534140361224e-05,5.5660039609915977e-07,2.3380492667395304e-09,3.9399763907508168e-17,1.3549845936970439e-10,1.665701872946231e-12,8.4148525782358713e-15,2.4506032562264884e-24,4.115790817259776e-21,4.32623938535646e-29,4.3549660177402275e-30
4.076386970602745e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228706855994727,0.11864997995767536,0.022821276831758882,0.0,1.9176507669950658e-25,6.2027952157706894e-11,0.0,1.6379235436022638e-16,0.0,3.6199831324503266e-07,9.1711077759634975e-32,3.5956291197991171e-07,3.6011906548294793e-22,3.2556729247136205e-27,0.0,0.0,2.8460688005551835e-21,1.8912227770367163e-23,1.9623936564017358e-05,5.8171908202396071e-07,2.4487388191169157e-09,4.1284094424687629e-17,1.3565800256946274e-10,1.7543769461431467e-12,9.6037582575826194e-15,3.1589636340747367e-24,4.9089432022517714e-21,5.8356400820181484e-29,5.3907848188167252e-30
4.2524143477076625e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228619701805467,0.11864911800633544,0.022821264272382534,0.0,2.2575512859640274e-25,6.7498505494025797e-11,0.0,1.8594576176981996e-16,0.0,3.7763738432891377e-07,1.1794122860985861e-31,3.7508015175306974e-07,4.2541340673265924e-22,3.5540821570745615e-27,0.0,0.0,3.2215269159802979e-21,2.3182885298335586e-23,2.047024858455612e-05,6.0683765731464105e-07,2.5598747207137122e-09,4.3178041416485379e-17,1.3581754467062697e-10,1.8430813399361162e-12,1.0899439997265735e-14,4.0269991841966351e-24,5.8113888893884436e-21,7.769912941814643e-29,6.6111937519420045e-30
4.42844172481258e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228532556621981,0.11864825614526481,0.022821251713061472,0.0,2.6406837089003538e-25,7.3200028687909589e-11,0.0,2.100118748074014e-16,0.0,3.9327657955940937e-07,1.501209527555264e-31,3.9059660721587931e-07,4.9911243497284685e-22,3.8663663989827402e-27,0.0,0.0,3.6286090367808437e-21,2.8177325686060267e-23,2.1316470211638584e-05,6.3195612198151289e-07,2.6714569426415333e-09,4.5081660487828238e-17,1.3597708672891915e-10,1.9318076976787485e-12,1.2306448362149577e-14,5.0813379690433266e-24,6.832697503696456e-21,1.022242030343948e-28,8.0389438496338239e-30
4.6044691019174974e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228445420443286,0.11864739437445379,0.022821239153795699,0.0,3.0705633091421199e-25,7.9132500060271027e-11,0.0,2.3606990139277345e-16,0.0,4.0891589893731584e-07,1.8927674808376776e-31,4.0611227842731042e-07,5.8188893225738459e-22,4.1926422881822656e-27,0.0,0.0,4.0685921004799658e-21,3.3980474090453692e-23,2.216260145492477e-05,6.5707447603483738e-07,2.7834854560137313e-09,4.6995007250501623e-17,1.3613662906373532e-10,2.0205505609796503e-12,1.3829328969084652e-14,6.3515879429987274e-24,7.9828341387593276e-21,1.330170596791406e-28,9.6984219968750912e-30
4.780496479022415e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228358293268428,0.11864653269389278,0.022821226594585218,0.0,3.5508435170358143e-25,8.5295897939368659e-11,0.0,2.64199049819932e-16,0.0,4.2455534246229256e-07,2.3656078038324441e-31,4.2162716544632727e-07,6.7443867772011358e-22,4.5330289710996459e-27,0.0,0.0,4.5427529250455646e-21,4.0683066187262056e-23,2.3008642324073684e-05,6.8219271948494782e-07,2.8959602319446247e-09,4.8918137309901006e-17,1.362961717225113e-10,2.1093058809457578e-12,1.5472622491950054e-14,7.8705137861705479e-24,9.2721586216929215e-21,1.7133155896473187e-28,1.1615687621340832e-29
5.13255123323225e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228184065926375,0.11864480960348202,0.02282120147633012,0.0,4.6778996554638871e-25,9.831538656751523e-11,0.0,3.269875472501153e-16,0.0,4.5583460194713608e-07,3.6080891039745968e-31,4.5265458714294839e-07,8.9175423667452132e-22,5.2566187532052431e-27,0.0,0.0,5.5987145305899513e-21,5.7179299269703996e-23,2.4700452978590503e-05,7.3242887461679975e-07,3.1222484559454384e-09,5.2793969719183523e-17,1.3661525804641652e-10,2.2868428108240727e-12,1.9138586296381482e-14,1.1802302434800303e-23,1.2311779703687933e-20,2.7649182336333701e-28,1.6336390258937255e-29
5.4494005120211014e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228027292101958,0.11864325913067042,0.022821178870089585,0.0,5.9040550508704352e-25,1.1082247772525623e-10,0.0,3.9137505692398404e-16,0.0,4.8398636004508186e-07,5.1490629327424606e-31,4.8057658532326852e-07,1.1282031949181364e-21,5.9573339846300397e-27,0.0,0.0,6.678774506980261e-21,7.6135479942822098e-23,2.6222773584983978e-05,7.7764103607649149e-07,3.3274337857362612e-09,5.6316235502902003e-17,1.3690243771134138e-10,2.4466456268853714e-12,2.2895216906886025e-14,1.6590991225830838e-23,1.563544691665887e-20,4.1352937592671381e-28,2.1763553847988079e-29
5.766249790809953e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45227870547434973,0.11864170895011864,0.022821156264028128,0.0,7.3565494726875187e-25,1.2407743406128874e-10,0.0,4.6370486591934741e-16,0.0,5.1213852033980104e-07,7.2004140269059849e-31,5.0849604363692804e-07,1.4081582235124071e-21,6.7056948438097952e-27,0.0,0.0,7.8894220370680603e-21,9.9695077634951464e-23,2.7744801529341997e-05,8.2285283934303978e-07,3.5340645570345597e-09,5.9871063730307868e-17,1.3718961968669537e-10,2.6064597683923589e-12,2.7112376535595899e-14,2.2858002231599834e-23,1.9589162920824582e-20,6.040934477293465e-28,2.8511284483911672e-29
6.083099069598804e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45227713831919814,0.11864015906177038,0.022821133658145743,0.0,9.0616307550055248e-25,1.3808012945118315e-10,0.0,5.4443893061754243e-16,0.0,5.4029108281057388e-07,9.8882140082842766e-31,5.3641296242760793e-07,1.7364697702332001e-21,7.5024666138504659e-27,0.0,0.0,9.2380992031422761e-21,1.2861276316127554e-22,2.9266536867958334e-05,8.6806428447676682e-07,3.7421406014195973e-09,6.3458778521321905e-17,1.3747680355318579e-10,2.7662810678162535e-12,3.1816368333738108e-14,3.0932279627537708e-23,2.42475215709357e-20,8.6416156057587668e-28,3.6796481950903182e-29
6.399948348387654e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45227557145550823,0.11863860946556938,0.022821111052442378,0.0,1.1046986630024474e-24,1.5283043784736487e-10,0.0,6.3403921137579599e-16,0.0,5.6844404743443181e-07,1.3359920344990626e-30,5.6432734203893082e-07,2.1182074972573944e-21,8.3484400407229626e-27,0.0,0.0,1.0732246835167384e-20,1.6371273172696029e-22,3.0787979657115868e-05,9.1327537153793212e-07,3.9516617504830802e-09,6.7079703941760501e-17,1.3776398902997076e-10,2.9261074729115415e-12,3.7033443953909539e-14,4.118972080126467e-23,2.9689203739240596e-20,1.2131009624870413e-27,4.6856064506521114e-29
6.716797627176505e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45227400488322422,0.11863706016145946,0.022821088446918023,0.0,1.334174183812667e-24,1.6832823327904905e-10,0.0,7.3296767253945062e-16,0.0,5.9659741418704592e-07,1.7786677953189476e-30,5.9223918281446152e-07,2.5586549661454069e-21,9.2444309693792654e-27,0.0,0.0,1.2379304511452798e-20,2.0589059753073419e-22,3.2309129953086641e-05,9.5848610058681785e-07,4.1626278358284897e-09,7.0734164008128792e-17,1.3805117621786855e-10,3.0859379149657281e-12,4.2789803648405588e-14,5.4056632911024839e-23,3.5996963086972609e-20,1.6741558300183561e-27,5.8947515396876462e-29
7.033646905965356e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45227243860228972,0.11863551114938432,0.022821065841572646,0.0,1.5976457647892905e-24,1.8457338985217473e-10,0.0,8.4168628245472565e-16,0.0,6.2475118304370032e-07,2.3365769087259484e-30,6.2014848509770696e-07,3.063304306352371e-21,1.0191281249155142e-26,0.0,0.0,1.4186710559465207e-20,2.5611524338344474e-22,3.3829987812131765e-05,1.0036964716837339e-06,4.3750386890709326e-09,7.4422482685767838e-17,1.3833836528862991e-10,3.2457716459821959e-12,4.911159636991231e-14,7.0013251803181301e-23,4.3257611515189863e-20,2.2749795645781736e-27,7.3349416412072059e-29
7.350496184754207e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45227087261264859,0.11863396242928777,0.022821043236406203,0.0,1.8983132418089667e-24,2.0156578174934196e-10,0.0,9.6065701348089909e-16,0.0,6.5290535397964397e-07,3.0323049549435694e-30,6.4805524923211622e-07,3.6378513023116367e-21,1.1189860116375065e-26,0.0,0.0,1.6161902056650911e-20,3.154304640330573e-22,3.5350553290501508e-05,1.0489064848889916e-06,4.5888941418372518e-09,7.8144983888567142e-17,1.3862555627633779e-10,3.4056080958300842e-12,5.6024919866924683e-14,8.9597046753732897e-23,5.1562005404693015e-20,3.0481813364325016e-27,9.0361921797797332e-29
7.98419474233191e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45226774150702187,0.11863086586480548,0.022820998026610036,0.0,2.6247539855240797e-24,2.3779176862901363e-10,0.0,1.2312027484637611e-15,0.0,7.0921490198965612e-07,4.9438624768130117e-30,7.0386116442793364e-07,5.0204024421522874e-21,1.3345827208327333e-26,0.0,0.0,2.0645383464585326e-20,4.6589433509108939e-22,3.8390807330161568e-05,1.1393254378656762e-06,5.0209381725076681e-09,8.569382927080107e-17,1.3919994389137822e-10,3.7252878823371366e-12,7.1730294910861802e-14,1.4210775124412436e-22,7.168556956275673e-20,5.2716693572940573e-27,1.3353067597179869e-28
8.617893299909613e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45226461156589481,0.11862777046756307,0.022820952817529272,0.0,3.5419696734426348e-24,2.7700518890975996e-10,0.0,1.5483007370738972e-15,0.0,7.6552605801642661e-07,7.7608523299235811e-30,7.5965693114834961e-07,6.7557734145846478e-21,1.5719876561007425e-26,0.0,0.0,2.5889220384127958e-20,6.6718651089714981e-22,4.1429892521851516e-05,1.2297429599990734e-06,5.4587585810882998e-09,9.3383290446299894e-17,1.3977433883386848e-10,4.0449759592295259e-12,9.0113690225403371e-14,2.171531189472375e-22,9.7174887176019383e-20,8.7273877345707402e-27,1.9130252123882145e-28
9.251591857487316e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45226148278881867,0.11862467623711105,0.022820907609163686,0.0,4.6807327125934215e-24,3.1920503880605247e-10,0.0,1.9156469038425561e-15,0.0,8.2183882185798097e-07,1.1792786638546502e-29,8.1544255213887459e-07,8.8964069197713888e-21,1.8320056242201397e-26,0.0,0.0,3.1952864512035506e-20,9.3049854126107852e-22,4.4467809315182206e-05,1.3201590517711611e-06,5.9023540210122347e-09,1.0121595688976908e-16,1.4034874114623018e-10,4.364672136095471e-12,1.1138205378196828e-13,3.2140754711405862e-22,1.2890106969399286e-19,1.391609158080584e-26,2.6689691928760812e-28
9.885290415065019e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225835517534441,0.11862158317300024,0.022820862401513032,0.0,6.0741141042849277e-24,3.6439031575310021e-10,0.0,2.3369372386403124e-15,0.0,8.7815319331220549e-07,1.7420583087305347e-29,8.7121803014409459e-07,1.1497580242047136e-20,2.1154951029585854e-26,0.0,0.0,3.8895747618659986e-20,1.2683526664667523e-21,4.7504558159590742e-05,1.4105737136637129e-06,6.3517231458943492e-09,1.091944172593094e-16,1.4092315093913854e-10,4.6843763708778567e-12,1.3574152318857193e-13,4.6275625566486867e-22,1.6779866345510965e-19,2.1479786664754686e-26,3.6391657097399524e-28
9.999999999999999e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225778915157416,0.11862102340351072,0.022820854218280857,0.0,6.3562669467534303e-24,3.7288861298523031e-10,0.0,2.4192509239879292e-15,0.0,8.8834716800718171e-07,1.8644503622232243e-29,8.8131320068769859e-07,1.2022124589388157e-20,2.1693903699492129e-26,0.0,0.0,4.025112096029434e-20,1.3385353471679733e-21,4.8054133512387213e-05,1.4269400622718672e-06,6.4336832049229619e-09,1.106544315607807e-16,1.4102712910975264e-10,4.7422488086102672e-12,1.4049735899707428e-13,4.9300116660523412e-22,1.7568283059056457e-19,2.3162960970460074e-26,3.8407320577876211e-28
1.0518988972642722e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225522872502361,0.11861849127478152,0.02282081719457707,0.0,7.7574829254325159e-24,4.1256001840486434e-10,0.0,2.8158677970606894e-15,0.0,9.3446917217726408e-07,2.5106292117589535e-29,9.2698336790767107e-07,1.4617272130889671e-20,2.4233714780938471e-26,0.0,0.0,4.6777281573117702e-20,1.694640948182643e-21,5.0540139504340487e-05,1.5009869461583143e-06,6.8068646095286459e-09,1.1732125939653016e-16,1.41497568212222e-10,5.0040885319767421e-12,1.6339742872725973e-13,6.5039040266115718e-22,2.1486521665500691e-19,3.2226621701736409e-26,4.8635869272995703e-28
1.1786386087798126e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45224897931204872,0.11861231097422507,0.022820726782848254,0.0,1.214714589871597e-23,5.1784870151658119e-10,0.0,3.9614341387515844e-15,0.0,1.047105951332716e-06,4.8986748416018442e-29,1.0384836336799211e-06,2.2656660421135021e-20,3.1162567521247553e-26,0.0,0.0,6.5593850194376198e-20,2.8752138713675365e-21,5.6607801491049035e-05,1.6818091248790658e-06,7.7344591691052648e-09,1.3403043625863983e-16,1.4264642510395501e-10,5.64353641228147e-12,2.2941585656302569e-13,1.2085151987186376e-21,3.3780701856980212e-19,6.7552957152396748e-26,8.2555147645400792e-28
