Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3X(21),CH3OO(77),H2X(49),C2H4(47),C2H6X(52),C2H4X(205),C2H4X(65)
4.3095056210571234e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44431376804437756,0.1109034675932339,0.022523377887203433,0.0,3.6215790156318611e-13,6.8089152313386938e-05,0.0,2.0003681098648057e-07,0.0,0.00041225444819307301,2.3996841956855257e-15,0.0002319333759335609,7.3342302502482977e-12,3.6038724901993344e-15,0.0,0.0,2.8185169892139064e-12,2.1893180410960473e-10,0.0073538351630148911,0.0005963749468587367,4.2034960972754535e-05,4.225549681950739e-11,4.2503640764398764e-09,2.3097015828086008e-09,1.2588669544592161e-06,3.4444321891911118e-10,5.18482835043468e-10,6.7203329435434082e-12,6.1985829784201364e-17
4.328513450984684e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44430449787894249,0.11089497797274632,0.022522086236406318,0.0,3.6823308691051073e-13,6.8690954305783669e-05,0.0,2.0270737211119178e-07,0.0,0.00041417248430280763,2.454200333252852e-15,0.00023252087583386572,7.4357536881205993e-12,3.6843811511064665e-15,0.0,0.0,2.855486631315606e-12,2.2293100080937313e-10,0.0073604013414008658,0.00059895822688716153,4.2143963070278026e-05,4.2549367585848569e-11,4.2694019124738389e-09,2.3203159853971852e-09,1.2705453389127387e-06,3.5074400787307566e-10,5.2554417387846656e-10,6.8660538594403567e-12,6.3116801870103281e-17
4.347521280912245e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44429530554604707,0.11088656464367673,0.022520794713344922,0.0,3.7437678997869808e-13,6.9294698199451736e-05,0.0,2.054015452029664e-07,0.0,0.00041609113418823376,2.5097050013961166e-15,0.00023310573685148995,7.5382224221512315e-12,3.7663095036048541e-15,0.0,0.0,2.8927535884186824e-12,2.2698518986026548e-10,0.0073668905669433665,0.00060154125143909072,4.2252299789105475e-05,4.2843499289305878e-11,4.2884455505175593e-09,2.3309326079613503e-09,1.2822648098810908e-06,3.5713156184019408e-10,5.3266925153434151e-10,7.0142489178494272e-12,6.4263307285348585e-17
4.366529110839806e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44428619015693371,0.11087822673025328,0.022519503317554798,0.0,3.8058940590059733e-13,6.9900372517046417e-05,0.0,2.0811943126318895e-07,0.0,0.00041801039459625971,2.5662115703560883e-15,0.0002336879701331703,7.641640862131028e-12,3.8496755996360684e-15,0.0,0.0,2.9303184164715646e-12,2.3109487855905233e-10,0.0073733037184621417,0.00060412402144343063,4.2359980384747707e-05,4.3137892493734974e-11,4.3074949603131397e-09,2.3415514318176583e-09,1.2940251209796233e-06,3.6360668240387299e-10,5.3985834728578107e-10,7.164948342220672e-12,6.5425489159534966e-17
4.385536940767367e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44427715083303526,0.11086996336674118,0.022518212048576795,0.0,3.8687133026515904e-13,7.0507965872493119e-05,0.0,2.1086113121341262e-07,0.0,0.00041993026228031536,2.6237335281244235e-15,0.00023426758678504628,7.7460134147090936e-12,3.9344976228710371e-15,0.0,0.0,2.9681816634249165e-12,2.3526057652512795e-10,0.0073796416647334611,0.00060670653781854853,4.2467013973558989e-05,4.3432547903267822e-11,4.3265501107190524e-09,2.3521724383229156e-09,1.3058260276228969e-06,3.7017017482399295e-10,5.4711174019435134e-10,7.3181825757217317e-12,6.6603491272776966e-17
4.404544770694928e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44426818670586099,0.11086177369732793,0.022516920905956937,0.0,3.9322295911739873e-13,7.111746697057014e-05,0.0,2.1362674589474654e-07,0.0,0.00042185073400040417,2.6822844808750308e-15,0.00023484459787269867,7.8513444833488669e-12,4.0207938887673012e-15,0.0,0.0,3.0063438693018441e-12,2.3948279569858967e-10,0.0073859052646050001,0.00060928880147239554,4.2573409533581106e-05,4.3727466146764735e-11,4.3456109711198613e-09,2.3627956088746971e-09,1.3176672870272096e-06,3.7682284803388156e-10,5.5442970910666093e-10,7.473982281599113e-12,6.7797458061983216e-17
4.4235526006224886e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44425929691688021,0.11085365687600941,0.022515629889246425,0.0,3.9964468895644825e-13,7.1728864606457815e-05,0.0,2.1641637606724696e-07,0.0,0.00042377180652315651,2.7418781533935958e-15,0.00023541901442118769,7.9576384682845701e-12,4.1085828446218923e-15,0.0,0.0,3.0448055662675974e-12,2.4376205033829513e-10,0.0073920953671094301,0.00061187081330262743,4.2679175905455664e-05,4.4022647817806191e-11,4.3646775115152114e-09,2.3734209249119191e-09,1.3295486582119637e-06,3.8356551463725227e-10,5.61812532652541e-10,7.6323783435348728e-12,6.9007534618942415e-17
4.4425604305500494e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44425048061741057,0.11084561206647778,0.022514338998001544,0.0,4.0613691673602964e-13,7.2342147665256426e-05,0.0,2.192301224093116e-07,0.0,0.00042569347662188242,2.8025283895052297e-15,0.00023599084741509032,8.0648997664779778e-12,4.1978830696220076e-15,0.0,0.0,3.0835672786987676e-12,2.480988570198982e-10,0.0073982128115766856,0.00061445257419672308,4.2784321793400583e-05,4.4318093693099126e-11,4.3837497007653416e-09,2.3840483679146113e-09,1.3414699019999188e-06,3.903989909051074e-10,5.6926048924323352e-10,7.793401865998664e-12,7.0233866682710622e-17
4.46156826047761e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4442417369685045,0.11083763844201039,0.022513048231783593,0.0,4.1270003986406247e-13,7.2957305121474337e-05,0.0,2.2206808551707679e-07,0.0,0.00042761574107662092,2.8642491525002431e-15,0.00023656010779853775,8.1731327715755893e-12,4.2887132748917585e-15,0.0,0.0,3.1226295232519865e-12,2.5249373463386227e-10,0.0074042584277449535,0.00061703408503210259,4.2888855766247667e-05,4.4613804461927601e-11,4.4028275081375607e-09,2.3946779194043238e-09,1.3534307810163761e-06,3.9732409677260739e-10,5.7677385706958891e-10,7.9570841745952052e-12,7.147660064760057e-17
4.480576090405171e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44423306514083916,0.11082973518535996,0.022511757590158842,0.0,4.1933445619892482e-13,7.3574326038488726e-05,0.0,2.2493036590381861e-07,0.0,0.00042953859667418931,2.9270545255580541e-15,0.00023712680647525276,8.2823418738661243e-12,4.3810923035338665e-15,0.0,0.0,3.1619928089320485e-12,2.5694720438345316e-10,0.0074102330358704008,0.00061961534667624534,4.2992786258536263e-05,4.4909780717922273e-11,4.4219109039413787e-09,2.4053095609448565e-09,1.3654310596873454e-06,4.0434165583590613e-10,5.8435291410027359e-10,8.1234568164071375e-12,7.27358835627915e-17
4.499583920332732e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44422446431460644,0.1108219014886461,0.022510467072698492,0.0,4.2604056404962881e-13,7.4193199567980101e-05,0.0,2.2781706399935649e-07,0.0,0.00043146204020823379,2.9909587121691851e-15,0.00023769095430858686,8.3925314602383784e-12,4.4750391306700675e-15,0.0,0.0,3.2016576371595394e-12,2.6145978978270983e-10,0.0074161374468356212,0.00062219635998680219,4.3096121571658999e-05,4.5206023293196556e-11,4.4409998571009889e-09,2.4159432741419871e-09,1.3774705042367536e-06,4.1145249534895117e-10,5.9199793807998791e-10,8.2925515603333397e-12,7.4011863121073041e-17
4.518591750260293e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44421593367940421,0.110814136553248,0.022509176678978594,0.0,4.3281876217556275e-13,7.4813914949343303e-05,0.0,2.3072828014946088e-07,0.0,0.00043338606847927608,3.0559760365554013e-15,0.00023825256212155828,8.5037059141394279e-12,4.5705728634779204e-15,0.0,0.0,3.2416245018378877e-12,2.6603201665439394e-10,0.0074219724622568662,0.0006247771258117128,4.3198869875056693e-05,4.5502532934022685e-11,4.460094336685572e-09,2.4265790406436776e-09,1.389548882682734e-06,4.1865744622025252e-10,5.997092065276943e-10,8.4644003974226971e-12,7.5304687668488787e-17
4.537599580187854e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44420747243412972,0.11080643958969862,0.022507886408579997,0.0,4.3966944978020434e-13,7.5436461509075897e-05,0.0,2.3366411461526367e-07,0.0,0.00043531067829475815,3.1221209440879231e-15,0.00023881164069688987,8.6158696155332163e-12,4.6677127412211841e-15,0.0,0.0,3.2818938894198463e-12,2.706644131279194e-10,0.007427738874590026,0.00062735764498931547,4.3301039207458045e-05,4.5799310204127058e-11,4.4791943133580403e-09,2.4372168421409882e-09,1.4016659648330479e-06,4.2595734300961605e-10,6.0748699673485375e-10,8.6390355412033148e-12,7.6614506206713788e-17
4.5566074101154147e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44419907978687256,0.11079880981757946,0.02250659626108829,0.0,4.4659302651086841e-13,7.6060828660146063e-05,0.0,2.3662466757267201e-07,0.0,0.00043723586646909126,3.1894080017037505e-15,0.00023936820077704747,8.7290269408594352e-12,4.7664781352802228e-15,0.0,0.0,3.3224662789734242e-12,2.7535750963725999e-10,0.0074334374672354164,0.0006299379183484599,4.3402637478160295e-05,4.609635597290611e-11,4.4982997562014107e-09,2.4478566603678057e-09,1.4138215222796853e-06,4.3335302392484542e-10,6.1533158576367487e-10,8.8164894280072396e-12,7.7941468376996215e-17
4.5756152400429755e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44419075495481003,0.11079124646541731,0.022505306236093748,0.0,4.5358989245964512e-13,7.6687005901341068e-05,0.0,2.3961003911178569e-07,0.0,0.0004391616298236993,3.2578518983200776e-15,0.00023992225306427944,8.8431822629927928e-12,4.8668885491796848e-15,0.0,0.0,3.3633421422472595e-12,2.8011183891883777e-10,0.0074390690146413476,0.00063251794670861621,4.3503672468348903e-05,4.6393671049022207e-11,4.5174106339836337e-09,2.4584984771007944e-09,1.4260153283926803e-06,4.4084533081841065e-10,6.2324325044536987e-10,8.9967947172906702e-12,7.9285724471076413e-17
4.5946230699705364e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44418249716410341,0.11078374877058164,0.022504016333191299,0.0,4.6066044815406784e-13,7.7314982816598435e-05,0.0,2.4262032923631749e-07,0.0,0.00044108796518706005,3.3274674452467802e-15,0.0002404738082206559,8.9583399512026159e-12,4.9689636186075188e-15,0.0,0.0,3.4045219437353525e-12,2.8492793600938934e-10,0.0074446342824065152,0.00063509773087998473,4.3604151832452357e-05,4.6691255936286074e-11,4.5365269177420953e-09,2.4691422741604786e-09,1.4382471583131938e-06,4.4843510918408464e-10,6.312222673784231e-10,9.1799842919496924e-12,8.064742543812559e-17
4.613630899898097e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441743056497951,0.11077631597918342,0.022502726551980438,0.0,4.6780509455605762e-13,7.7944749074320812e-05,0.0,2.4565563786301666e-07,0.0,0.00044301486939475149,3.3982695765969952e-15,0.00024102287686811024,9.0745043711127962e-12,5.0727231114354495e-15,0.0,0.0,3.4460061407412575e-12,2.8980633824381365e-10,0.0074501340273812255,0.00063767727166360265,4.3704083099527795e-05,4.698911151949512e-11,4.5556485768575785e-09,2.4797880334110644e-09,1.4505167889458942e-06,4.5612320815354774e-10,6.3926891292686828e-10,9.3660912586315195e-12,8.2026722862589374e-17
4.632638729825658e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44416617965570709,0.11076894734597489,0.022501436892065192,0.0,4.7502423306545419e-13,7.857629442667598e-05,0.0,2.4871606482109673e-07,0.0,0.00044494233928949329,3.4702733496957656e-15,0.00024156946958847996,9.1916798846620663e-12,5.1781869277385665e-15,0.0,0.0,3.4877951834417128e-12,2.9474758525299881e-10,0.0074555689977674477,0.00064025656985145006,4.3803473674676787e-05,4.7287238685634908e-11,4.5747755796767167e-09,2.4904357367600737e-09,1.4628239989506905e-06,4.6391048049296007e-10,6.473834632185762e-10,9.5551489480413316e-12,8.3423768975464009e-17
4.651646559753219e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44415811843434067,0.1107616421342508,0.02250014735305406,0.0,4.8231826550695704e-13,7.9209608708883517e-05,0.0,2.5180170985166502e-07,0.0,0.00044687037172118387,3.5434939454867552e-15,0.00024211359692354972,9.3098708500646359e-12,5.2853750998027935e-15,0.0,0.0,3.5298895149495853e-12,2.9975221896162926e-10,0.0074609399332177251,0.00064283562622655577,4.3902330840487473e-05,4.7585637849379532e-11,4.593907897594319e-09,2.5010853661595389e-09,1.4751685687338401e-06,4.7179778259950296e-10,6.5556619414355234e-10,9.7471909152446357e-12,8.4838716668284002e-17
4.67065438968078e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44415012124677661,0.11075439961575037,0.022498857934559975,0.0,4.8968759412732566e-13,7.9844681838489305e-05,0.0,2.5491267260715714e-07,0.0,0.00044879896354694404,3.6179466689370243e-15,0.00024265526937509478,9.4290816217711689e-12,5.3943077921352006e-15,0.0,0.0,3.57228957137627e-12,3.0482078358597302e-10,0.0074662475649329577,0.00064541444156309997,4.4000661758498835e-05,4.7884309881621575e-11,4.6130455004821711e-09,2.511736903606041e-09,1.4875502804384808e-06,4.7978597449788835e-10,6.6381738135224467e-10,9.9422509399652205e-12,8.6271719463547892e-17
4.689662219608341e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44414218736257766,0.11074721907056083,0.022497568636200234,0.0,4.9713262160356876e-13,8.0481503814628909e-05,0.0,2.580490526507731e-07,0.0,0.0004507281116311574,3.6936469494398631e-15,0.00024319449740492586,9.5493165504300499e-12,5.5050053014769266e-15,0.0,0.0,3.6149957818935534e-12,3.099538256316506e-10,0.007471492615759065,0.00064799301662651714,4.4098473470686896e-05,4.8183255776127232e-11,4.6321883561376944e-09,2.5223903311399753e-09,1.499968917934617e-06,4.8787591983683831e-10,6.7213730025386109e-10,1.0140363026878728e-11,8.7722931524607659e-17
4.7086700495359016e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44413431605969045,0.11074009978702164,0.022496279457596455,0.0,5.046537510256127e-13,8.1120064717281402e-05,0.0,2.6121094945591876e-07,0.0,0.00045265781284550171,3.7706103412156803e-15,0.00024373129143493509,9.6705799828490669e-12,5.6174880567989366e-15,0.0,0.0,3.6580085687947326e-12,3.1515189389138272e-10,0.0074766758002825385,0.00065057135217359862,4.4195772900970357e-05,4.8482475832032625e-11,4.6513364362368333e-09,2.5330456308467792e-09,1.5124242668085989e-06,4.9606848588553324e-10,6.8052622601469818e-10,1.0341561405901814e-11,8.9192507680033952e-17
4.7276778794634625e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44412650662435049,0.11073304106163007,0.022494990398374548,0.0,5.1225138588991773e-13,8.1760354706514381e-05,0.0,2.6439846240564825e-07,0.0,0.00045458806406899205,3.8488525237109293e-15,0.00024426566184714335,9.7928762619573485e-12,5.7317766193013848e-15,0.0,0.0,3.7013283475552009e-12,3.2041553944272082e-10,0.0074817978249248924,0.00065314944895259039,4.4292566856730116e-05,4.8781970864573692e-11,4.670489711398756e-09,2.5437027848573077e-09,1.5249161143521222e-06,5.0436454353003024e-10,6.8898443355647754e-10,1.0545880532476969e-11,9.0680603385488173e-17
4.7466857093910233e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44411875835098635,0.11072604219894776,0.022493701458164612,0.0,5.1992593011511836e-13,8.240236402172131e-05,0.0,2.6761169079211174e-07,0.0,0.00045651886218801851,3.9283893019950829e-15,0.00024479761898374885,9.9162097267676963e-12,5.8478916824217771e-15,0.0,0.0,3.7449555268925231e-12,3.2574531564575721e-10,0.0074868593880360575,0.00065572730770329356,4.438886203034377e-05,4.9081742017150961e-11,4.6896481487527891e-09,2.554361775346721e-09,1.5374442495507897e-06,5.1276496726964989e-10,6.9751219755469641e-10,1.0753355087852953e-11,9.2187374729272174e-17
4.765693539318584e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44411107054212606,0.11071910251150847,0.022492412636600942,0.0,5.2767778802024265e-13,8.3046082980852527e-05,0.0,2.7085073381600526e-07,0.0,0.00045845020409637387,4.0092366071556447e-15,0.00024532717314717687,1.0040584712339181e-11,5.9658540718190002e-15,0.0,0.0,3.7888905088257319e-12,3.3114177814081735e-10,0.007491861179986673,0.00065830492915716296,4.448466500073356e-05,4.9381789453580457e-11,4.7088117200942268e-09,2.565022584535611e-09,1.550008463072256e-06,5.2127063521333612e-10,7.0610979243698322e-10,1.0964019979360925e-11,9.3712978471362919e-17
4.784701369246145e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44410344250830419,0.11071222131972665,0.022491123933321953,0.0,5.3550736431155755e-13,8.3691501979640264e-05,0.0,2.7411569058602446e-07,0.0,0.00046038208669529359,4.091410496691193e-15,0.00024585433460013145,1.0166005549740154e-11,6.0856847453601511e-15,0.0,0.0,3.8331336887340577e-12,3.3660548484613312e-10,0.0074968038832593439,0.00066088231403740167,4.4579982234921126e-05,4.968211387262719e-11,4.727980397114051e-09,2.5756851946908524e-09,1.5626085472539948e-06,5.2988242907598353e-10,7.1477749238146764e-10,1.1177910340686257e-11,9.5257571996126128e-17
4.803709199173706e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44409587356797003,0.11070539795180731,0.022489835347970135,0.0,5.4341506410929412e-13,8.4338611490819397e-05,0.0,2.7740666011832172e-07,0.0,0.00046231450689349356,4.1749271549024446e-15,0.00024637911356564806,1.0292476566011508e-11,6.2074047931263944e-15,0.0,0.0,3.8776854554152522e-12,3.4213699595549786e-10,0.0075016881725388533,0.00066345946305905836,4.4674820089590759e-05,4.9982716625856357e-11,4.747154146190297e-09,2.5863495881241404e-09,1.5752442960907102e-06,5.386012341747371e-10,7.2351557131515856e-10,1.1395061532136018e-11,9.6821313308874663e-17
4.822717029101267e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440883630473963,0.11069863174365682,0.022488546880192022,0.0,5.5140129292213538e-13,8.4987402063343995e-05,0.0,2.8072374133596567e-07,0.0,0.00046424746160719267,4.2598028932813511e-15,0.00024690152022714744,1.0420002084130298e-11,6.3310354373856894e-15,0.0,0.0,3.9225461911430491e-12,3.4773687393590247e-10,0.0075065147148013238,0.00066603637692912144,4.4769184812661619e-05,5.0283597734994082e-11,4.7663329389593612e-09,2.5970157471928427e-09,1.5879155052214243e-06,5.474279394252636e-10,7.3232430291233247e-10,1.1615509140902194e-11,9.8404361094883184e-17
4.841724859028828e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44408091028059055,0.11069192203879458,0.022487258529638107,0.0,5.5946645662213617e-13,8.5637864321601236e-05,0.0,2.8406703306840549e-07,0.0,0.00046618094776014978,4.3460541508982062e-15,0.00024742156472849222,1.0548586422973694e-11,6.4565980325643103e-15,0.0,0.0,3.9677162717240193e-12,3.5340568352515484e-10,0.0075112841694023836,0.00066861305634661247,4.4863082544860257e-05,5.0584757694048627e-11,4.7855167485740982e-09,2.6076836543014374e-09,1.6006219719162664e-06,5.5636343733799119e-10,7.4120396059293273e-10,1.1839288981320659e-11,1.0000687466341528e-16
4.8607326889563885e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44407351460920463,0.11068526818826602,0.022485970295962839,0.0,5.676109614869582e-13,8.6289988964622719e-05,0.0,2.8743663405093707e-07,0.0,0.00046811496228370226,4.4336974947867755e-15,0.00024793925717404337,1.0678233897283244e-11,6.5841140652534086e-15,0.0,0.0,4.0131960665541823e-12,3.5914399172948019e-10,0.0075159971881642931,0.00067118950200267672,4.4956519321295827e-05,5.0886198136820081e-11,4.8047055406529719e-09,2.6183532918998032e-09,1.6133634950629889e-06,5.6540862401432527e-10,7.5015481752097745e-10,1.2066437095125832e-11,1.0162901392833499e-16
4.8797405188839494e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44406617538244864,0.1106786695505564,0.022484682178824558,0.0,5.7583521417304666e-13,8.6943766765294864e-05,0.0,2.9083264292417374e-07,0.0,0.00047004950211678402,4.5227496203274235e-15,0.00024845460762871997,1.0808948817629453e-11,6.7136051541718364e-15,0.0,0.0,4.0589859386746457e-12,3.6495236782110378e-10,0.0075206544154621099,0.00067376571458067707,4.5049501073040951e-05,5.1187918959227661e-11,4.8238992862446424e-09,2.62902464248359e-09,1.6261398751532368e-06,5.745643991428319e-10,7.5917714660297962e-10,1.2296989751701201e-11,1.0327093949335962e-16
4.896847565818754e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44405961780667008,0.11067277745929378,0.022483522972759941,0.0,5.8330556235942244e-13,8.7533572668372375e-05,0.0,2.9391171110639128e-07,0.0,0.00047179103458238079,4.6041149440861233e-15,0.00024891642892264974,1.09275084716e-11,6.8318537815872371e-15,0.0,0.0,4.1004622346422547e-12,3.7024028667480679e-10,0.0075247987449704396,0.00067608410717773172,4.5132800422940284e-05,5.1459707700247578e-11,4.8411778717627312e-09,2.6386303081828732e-09,1.6376682563089958e-06,5.8289989636533281e-10,7.6735857681689889e-10,1.2507428186976047e-11,1.0476572302872002e-16
4.913954612753559e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44405310496599509,0.11066692911938673,0.022482363860572955,0.0,5.9084113291348332e-13,8.8124703590218339e-05,0.0,2.9701232127640272e-07,0.0,0.00047353298785466795,4.6866473610294803e-15,0.00024937636860654312,1.1046939381473572e-11,6.9517357688156654e-15,0.0,0.0,4.1421902379929208e-12,3.7558584164782523e-10,0.0075288988588060142,0.00067840231201623765,4.5215740104443049e-05,5.1731725024098291e-11,4.8584604245720196e-09,2.6482373345661762e-09,1.6492245680641505e-06,5.9132636280269903e-10,7.7559831890282045e-10,1.2720680626269133e-11,1.0627678199858812e-16
4.931061659688364e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44404663640135617,0.11066112407829136,0.022481204842022456,0.0,5.9844222303939565e-13,8.8717152954563184e-05,0.0,3.0013454514440837e-07,0.0,0.00047527535971804218,4.7703593102620065e-15,0.00024983443393602285,1.1167244680851145e-11,7.07326715029962e-15,0.0,0.0,4.1841702003985157e-12,3.8098945243782956e-10,0.0075329552115823029,0.00068072032957855108,4.5298324231421035e-05,5.2003971022540981e-11,4.8757469200267603e-09,2.6578457089690931e-09,1.6608086682533788e-06,5.9984446176539159e-10,7.8389657126835478e-10,1.2936773983906474e-11,1.0780423480033431e-16
4.9481687066231685e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44404021165843111,0.11065536188813607,0.022480045916869699,0.0,6.0610913015816312e-13,8.9310914231623738e-05,0.0,3.0327845435718628e-07,0.0,0.00047701814796194918,4.8552633160396896e-15,0.00025029063214099002,1.1288427500510677e-11,7.1964640470847593e-15,0.0,0.0,4.2264023694968445e-12,3.864515402230834e-10,0.0075369682532355877,0.00068303816034214382,4.5380556853409943e-05,5.2276445296907946e-11,4.8930373435409228e-09,2.6674554187597974e-09,1.6724204157282193e-06,6.0845485890773183e-10,7.9225353214828187e-10,1.3155735324173922e-11,1.0934820026013119e-16
4.965275753557973e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440338302875933,0.11064964210567312,0.022478887084878392,0.0,6.1384215193851035e-13,8.9905980937637895e-05,0.0,3.0644412049778787e-07,0.0,0.00047876135038091912,4.941371987990883e-15,0.00025074497042566215,1.1410490968387099e-11,7.3213426668191459e-15,0.0,0.0,4.2688869889231734e-12,3.919725276609699e-10,0.0075409384290732696,0.00068535580477964984,4.5462441956529349e-05,5.2549149915157741e-11,4.9103316702717819e-09,2.6770664513375046e-09,1.6840596703484661e-06,6.1715822222557493e-10,8.0066939960364452e-10,1.3377591861453935e-11,1.1090879754780945e-16
4.980672095799298e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44402812376910417,0.11064453019737773,0.022477844215545866,0.0,6.2085864579120717e-13,9.0442651792695878e-05,0.0,3.0931188130941891e-07,0.0,0.00048033058485895039,5.019910273152647e-15,0.00025115229058363656,1.1521103626632831e-11,7.4351847630880356e-15,0.0,0.0,4.3073391896008449e-12,3.9699212607515173e-10,0.0075444753014088468,0.00068744152585137927,4.553584466485848e-05,5.2794780586492069e-11,4.9258998817403711e-09,2.6857175012489002e-09,1.6945584030957459e-06,6.250712892753067e-10,8.0829420899220713e-10,1.3579760752197766e-11,1.1232765421296521e-16
4.99452880381649e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4440230173660471,0.11063995828373312,0.022476905697363915,0.0,6.2721966389022438e-13,9.0926551323877627e-05,0.0,3.1190802638705332e-07,0.0,0.00048174317987926548,5.091445509540735e-15,0.00025151759992073178,1.1621268957580435e-11,7.5388284765022489e-15,0.0,0.0,4.3421213129057281e-12,4.015511056950341e-10,0.0075476293680747358,0.00068931854637910978,4.5601671475756846e-05,5.3016007119949703e-11,4.9399139488975806e-09,2.6935043460014606e-09,1.7040261329883158e-06,6.3225830275507818e-10,8.151975893710508e-10,1.3763753343979595e-11,1.1361629878056033e-16
5.0083855118336826e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44401793863512112,0.11063541342058919,0.022475967239892834,0.0,6.3362458981530509e-13,9.1411295967223639e-05,0.0,3.1451857325139276e-07,0.0,0.00048315604273515791,5.1637938288075503e-15,0.00025188170168942577,1.1722017633963806e-11,7.6436046698888279e-15,0.0,0.0,4.3770694890926423e-12,4.0614948571801611e-10,0.0075507560873110946,0.00069119544548305715,4.5667277163699586e-05,5.3237385511826797e-11,4.9539305386386357e-09,2.7012920363298574e-09,1.7135116644072652e-06,6.3950750672685166e-10,8.2213996993837172e-10,1.3949694355447895e-11,1.1491606882831135e-16
5.022242219850875e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44401288734618627,0.11063089538106123,0.022475028843011571,0.0,6.4007358218026695e-13,9.1896882363371132e-05,0.0,3.1714355982085316e-07,0.0,0.00048456917226436522,5.2369620972041249e-15,0.00025224459966917439,1.1823351312546978e-11,7.7495221228993298e-15,0.0,0.0,4.4121838400848644e-12,4.1078749359659808e-10,0.0075538556870877686,0.00069307222340533208,4.5732663729287943e-05,5.3458915411066025e-11,4.9679496381830507e-09,2.7090805655961253e-09,1.7230149247747802e-06,6.4681926067907615e-10,8.2912145561420724e-10,1.4137598538382026e-11,1.1622702852893313e-16
5.036098927868067e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44400786327103087,0.11062640394016381,0.022474090506600063,0.0,6.4656679968278523e-13,9.2383307171871001e-05,0.0,3.1978302398583701e-07,0.0,0.00048598256730683311,5.3109572181549556e-15,0.0002526062976284592,1.192527164883207e-11,7.8565896524042076e-15,0.0,0.0,4.4474644861418085e-12,4.1546535741707392e-10,0.0075569283934730589,0.00069494888038606139,4.5797833147601157e-05,5.3680595692357414e-11,4.9819712390189634e-09,2.7168699271756202e-09,1.7325358419299778e-06,6.5419392510354616e-10,8.361421512420749e-10,1.4327480709426056e-11,1.1754924225547187e-16
5.0499556358852595e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44400286618335599,0.11062193887479486,0.022473152230539251,0.0,6.5310440113535389e-13,9.2870567071028301e-05,0.0,3.224370036086306e-07,0.0,0.00048739622670472842,5.3857861323330847e-15,0.00025296679932480164,1.2027780297052634e-11,7.9648161125032267e-15,0.0,0.0,4.4829115458695867e-12,4.2018330589900148e-10,0.0075599744306496866,0.00069682541666339886,4.5862787368505067e-05,5.3902429738064609e-11,4.9959953289150974e-09,2.7246601144597239e-09,1.7420743441258112e-06,6.6163186149456527e-10,8.4320216158866597e-10,1.4519355750132499e-11,1.1888277442515313e-16
