Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2X(49),C2H4(47),C2H6X(52),C2H4X(205),C2H4X(65),CH2X(27),CHX(28),CX(26),OCX(25),COX(50)
2.863885355014444e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44073426589184989,0.10798831135086787,0.020943571784347113,0.0,2.3343750059992035e-09,0.0012770277566794515,2.9074151400348353e-05,4.4012134662606469e-05,7.3253155093622102e-16,0.0028377524736233201,2.0809052784267732e-11,0.00034733372223927155,1.8195238666201231e-09,4.1571883061692732e-11,1.8332457091266444e-12,8.7333719523493547e-14,5.7697489123200538e-10,3.958146813099268e-07,0.0077239143746288159,0.0037268813150486235,9.6266641037356284e-05,3.735302879688359e-09,1.4785546322920444e-08,7.5000394700790058e-08,2.5271085343424862e-05,6.2588477956192458e-07,1.1982953581241534e-07,3.389416059159159e-08,1.1116435971443764e-13,6.2107982568802726e-10,2.0257598833150951e-07,2.4174579168689505e-07,7.9448377170996873e-14,8.9647385945640183e-11
2.8741874364452104e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44072231057566563,0.10797871932590647,0.020937167482395786,0.0,2.3578636765256113e-09,0.0012824535399934402,2.9281003910243772e-05,4.4408254209151009e-05,7.4186624044856302e-16,0.002847214694303601,2.1121869123571969e-11,0.0003472638554604489,1.836066661104111e-09,4.2124539301312825e-11,1.8459413840313123e-12,8.8232509220484202e-14,5.8052157026095495e-10,4.0102763138311541e-07,0.007723014488715008,0.0037394829303349013,9.6410676036439834e-05,3.7536401038337467e-09,1.4830312213363448e-08,7.5246916757631053e-08,2.5378577396184779e-05,6.3412986294988128e-07,1.2090917809685713e-07,3.4376262032055592e-08,1.1262535959421361e-13,6.2287586874734273e-10,2.0284905556402609e-07,2.4170344805428567e-07,7.9945116737576905e-14,9.0282759152825813e-11
2.884489517875977e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44071036043763145,0.10796913038785548,0.020930765486061903,0.0,2.3815011926926423e-09,0.0012878789244548552,2.9488518065195099e-05,4.480616247896132e-05,7.5128523238037575e-16,0.0028566689775045926,2.1437964700128281e-11,0.00034719386119964467,1.8526860174526561e-09,4.2682102600911909e-11,1.8586729663287152e-12,8.9136846701816402e-14,5.8407307056954627e-10,4.0628759638191824e-07,0.0077221149534135525,0.0037520792726966606,9.6554460228846851e-05,3.7720009635368034e-09,1.4875008257890083e-08,7.5493217075970576e-08,2.5486056034932932e-05,6.4244932799897359e-07,1.2199367896041098e-07,3.486311948519789e-08,1.1409948479977342e-13,6.2467036454308057e-10,2.0312131287514227e-07,2.4166088010310924e-07,8.0443191637133666e-14,9.0920138916302251e-11
2.894791599306743e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44069841547373817,0.10795954453448819,0.020924365794268318,0.0,2.4052879444627143e-09,0.0012933039070980464,2.9696693135982792e-05,4.5205857212724582e-05,7.6078898690889091e-16,0.0028661153297016577,2.1757357150313378e-11,0.00034712374555796212,1.8693818606022003e-09,4.3244592581004391e-11,1.8714404030236478e-12,9.0046741350499387e-14,5.8762935504669888e-10,4.1159479062969415e-07,0.007721215768573016,0.0037646703450169529,9.6697994925082275e-05,3.7903853920408747e-09,1.4919634543633871e-08,7.5739295846938012e-08,2.5593521201259252e-05,6.5084351390635136e-07,1.230830318905526e-07,3.5354757441797297e-08,1.1558679449586973e-13,6.2646331759560147e-10,2.0339276480954728e-07,2.4161809071459333e-07,8.0942600276358478e-14,9.1559522843446732e-11
2.9050936807375096e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4406864756799973,0.10794996176355541,0.02091796840593858,0.0,2.4292243212762833e-09,0.0012987284850533376,2.990552839424642e-05,4.5607336130908107e-05,7.7037796514858085e-16,0.0028755537574403451,2.2080064077344552e-11,0.00034705351448452844,1.8861541146292266e-09,4.3812028805211971e-11,1.8842436412217127e-12,9.0962202492613677e-14,5.9119038688970637e-10,4.1694942821874957e-07,0.0077203169340352889,0.0037772561501765345,9.6841281421999328e-05,3.8087933228283583e-09,1.4964191158015497e-08,7.598515326340676e-08,2.5700972838758577e-05,6.5931275950375781e-07,1.2417723031949784e-07,3.5851200372672102e-08,1.1708734777673011e-13,6.2825473237527628e-10,2.0366341586895295e-07,2.4157508273414873e-07,8.1443341064346061e-14,9.2200908544653607e-11
2.915395762168276e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44067454105244064,0.10794038207278607,0.02091157331999699,0.0,2.4533107120533308e-09,0.0013041526555446165,3.0115023112488288e-05,4.6010596934046486e-05,7.8005262914915962e-16,0.0028849842673348085,2.2406103050770222e-11,0.00034698317378018326,1.9030027027612924e-09,4.4384430780144394e-11,1.8970826281281953e-12,9.1883239397554897e-14,5.9475612960199166e-10,4.2235172300796939e-07,0.0077194184496358915,0.0037898366910538634,9.6984321003028268e-05,3.827224689620013e-09,1.5008678188734084e-08,7.6230789519954131e-08,2.5808410892980062e-05,6.6785740325377663e-07,1.2527626762500428e-07,3.635247272831167e-08,1.1860120366540679e-13,6.3004461330362049e-10,2.0393327051268739e-07,2.4153185897191926e-07,8.1945412412584414e-14,9.2844293633344758e-11
2.9256978435990424e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44066261158711989,0.10793080545988806,0.020905180535368526,0.0,2.4775475051948436e-09,0.0013095764158869766,3.0325176564076888e-05,4.6415637303025899e-05,7.898134418935885e-16,0.0028944068660662647,2.2735491605966692e-11,0.00034691272910107769,1.9199275473879721e-09,4.4961817955285041e-11,1.9099573110470033e-12,9.2809861278276494e-14,5.9832654699086973e-10,4.2780188862047898e-07,0.0077185203152042641,0.0038024119705250977,9.7127114938400493e-05,3.8456794263742896e-09,1.5053095723758687e-08,7.6476204812822281e-08,2.5915835311377893e-05,6.7647778324612849e-07,1.2638013713116495e-07,3.6858598938512489e-08,1.2012842111313509e-13,6.3183296475423498e-10,2.0420233315834228e-07,2.4148842220323684e-07,8.2448812734963988e-14,9.3489675725979554e-11
2.935999925029809e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44065068728010609,0.10792123192254886,0.020898790050978909,0.0,2.501935088584299e-09,0.0013149997634844246,3.0535988023250283e-05,4.6822454899365755e-05,7.9966086729608133e-16,0.0029038215603814717,2.3068247243641271e-11,0.00034684218596218698,1.9369285700717045e-09,4.5544209722880736e-11,1.9228676373796562e-12,9.3742077291531384e-14,6.0190160316532082e-10,4.3330013844133553e-07,0.0077176225305640488,0.0038149819914640956,9.7269664485367778e-05,3.8641574672866327e-09,1.5097443851319915e-08,7.6721399339879455e-08,2.6023246043263188e-05,6.8517423719401571e-07,1.274888321091946e-07,3.7369603412018616e-08,1.2166905899870003e-13,6.3361979105394383e-10,2.0447060818232486e-07,2.4144477516917872e-07,8.2953540447761409e-14,9.4137052442064463e-11
2.946302006460575e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44063876812748898,0.10791166145843611,0.020892401865754567,0.0,2.5264738495891401e-09,0.0013204226958276357,3.0747456765119348e-05,4.7231047365497757e-05,8.0959537020011353e-16,0.0029132283570912501,2.3404387429341541e-11,0.0003467715497407391,1.9540056915585547e-09,4.6131625417836251e-11,1.9358135546243399e-12,9.4679896538112682e-14,6.054812625337726e-10,4.3884668561525163e-07,0.0077167250955333475,0.0038275467567424155,9.7411970888416612e-05,3.8826587467888199e-09,1.5141722659901811e-08,7.696637330058263e-08,2.6130643039757068e-05,6.9394710243051531e-07,1.2860234577820843e-07,3.7885510536166544e-08,1.2322317612781234e-13,6.354050964836252e-10,2.047380999205066e-07,2.4140092057697426e-07,8.3459593969656348e-14,9.4786421404162242e-11
2.9566040878913416e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44062685412537717,0.10790209406519843,0.020886015978622628,0.0,2.5511641750622513e-09,0.0013258452104917703,3.0959582065671039e-05,4.7641412325042199e-05,8.1961741637643327e-16,0.0029226272630690268,2.3743929592970855e-11,0.00034670082567955877,1.9711588317888827e-09,4.6724084317612986e-11,1.9487950103750113e-12,9.5623328063093279e-14,6.0906548980189212e-10,4.44441743044348e-07,0.0077158280099249776,0.0038401062692293114,9.7554035379477879e-05,3.9011831995482156e-09,1.5185932238233806e-08,7.7211126895940573e-08,2.6238026253744891e-05,7.0279671590501988e-07,1.2972067130599332e-07,3.8406344676534212e-08,1.2479083123249253e-13,6.3718888527938288e-10,2.0500481266872005e-07,2.4135686110059033e-07,8.3966971721705319e-14,9.5437780237901442e-11
2.966906169322108e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4406149452698972,0.10789252974046597,0.020879632388510955,0.0,2.5760064513434375e-09,0.0013312673051343411,3.117236320177131e-05,4.8053547383081748e-05,8.2972747252107534e-16,0.0029320182852494102,2.4086891128310007e-11,0.00034663001889033304,1.9883879099079257e-09,4.7321605642132116e-11,1.9618119523205547e-12,9.6572380856064268e-14,6.1265424997038834e-10,4.5008552338593673e-07,0.0077149312735467143,0.003852660531791733,9.7695859178132156e-05,3.9197307604671103e-09,1.523007267528293e-08,7.7455660328477643e-08,2.6345395639831595e-05,7.1172341417972739e-07,1.308438018097721e-07,3.8932130176594547e-08,1.2637208297046387e-13,6.3897116163321788e-10,2.0527075068342859e-07,2.4131259938106216e-07,8.4475672127371659e-14,9.60911265719844e-11
2.9772082507528743e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44060304155719354,0.10788296848185097,0.020873251094348105,0.0,2.6010010642608849e-09,0.0013366889774931326,3.1385799451168207e-05,4.8467450126432589e-05,8.3992600625337795e-16,0.0029414014306267931,2.4433289392545124e-11,0.00034655913435679617,2.0056928442762915e-09,4.7924208553681899e-11,1.9748643282439847e-12,9.7527063851372686e-14,6.1624750833282377e-10,4.5577823905033418e-07,0.0077140348862015113,0.0038652095472943302,9.7837443491810582e-05,3.9383013646819905e-09,1.52741440602461e-08,7.7699973802198404e-08,2.6452751154298125e-05,7.207275334261757e-07,1.3197173035695973e-07,3.946289135737297e-08,1.2796698992455343e-13,6.4075192969431272e-10,2.0553591818214275e-07,2.4126813802714541e-07,8.4985693612480718e-14,9.6746458038196292e-11
2.987510332183641e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44059114298342766,0.10787341028694855,0.020866872095063351,0.0,2.6261483991326387e-09,0.0013421102253841728,3.1599890092494739e-05,4.888311812391296e-05,8.5021348611400189e-16,0.002950776706253988,2.4783141705801556e-11,0.00034648817693783894,2.0230735524803598e-09,4.8531912156829209e-11,1.9879520860217073e-12,9.8487385928358021e-14,6.1984523047343624e-10,4.6152010219870325e-07,0.0077131388476877278,0.0038777533185994466,9.7978789515991229e-05,3.9568949475628388e-09,1.5318146482542642e-08,7.7944067522552854e-08,2.6560092755059011e-05,7.2980940942182582e-07,1.3310444996591316e-07,3.99986525171095e-08,1.2957561060210149e-13,6.4253119356944614e-10,2.0580031934415062e-07,2.4122347961551921e-07,8.549703460527585e-14,9.7403772271412952e-11
2.997812413614407e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44057924954477856,0.1078638551533372,0.020860495389586665,0.0,2.6514488407680589e-09,0.0013475310466997516,3.1814634405271592e-05,4.9300548926609292e-05,8.6059038156295303e-16,0.0029601441192408807,2.5136465350683981e-11,0.00034641715137054187,2.0405299513426074e-09,4.9144735498335184e-11,2.0010751736228237e-12,9.9453355911587584e-14,6.2344738226497186e-10,4.6731132474092503e-07,0.0077122431577993315,0.0038902918485671191,9.8119898434391757e-05,3.9755114447123862e-09,1.5362080031806929e-08,7.8187941696402666e-08,2.6667420401620854e-05,7.3896937754669118e-07,1.3424195360667325e-07,4.0539437930924586e-08,1.3119800343437996e-13,6.4430895732452798e-10,2.0606395831079975e-07,2.411786266915802e-07,8.600969353633747e-14,9.8063066909608716e-11
3.0081144950451735e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44056736123744128,0.10785430307857941,0.020854120976848745,0.0,2.6769027734692925e-09,0.0013529514394064926,3.2030031669909957e-05,4.9719740068139498e-05,8.7105716297760836e-16,0.0029695036767531232,2.5493277571822515e-11,0.00034634606227313547,2.058061956931829e-09,4.9762697567074959e-11,2.0142335391084745e-12,1.0042498257109136e-13,6.270539298665265e-10,4.7315211833350004e-07,0.0077113478163260991,0.0039028251400550773,9.8260771419157026e-05,3.9941507919654303e-09,1.5405944797881175e-08,7.843159653198758e-08,2.6774734055041891e-05,7.4820777278001148e-07,1.3538423420169987e-07,4.1085271850489435e-08,1.328342267760178e-13,6.4608522498456359e-10,2.0632683918636595e-07,2.4113358176941139e-07,8.6523668838688859e-14,9.8724339593864227e-11
3.01841657647594e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44055547805762763,0.10784475406022224,0.020847748855780973,0.0,2.7025105810327223e-09,0.001358371401543467,3.2246081167713991e-05,5.0140689064914127e-05,8.8161430165074396e-16,0.002978855386010839,2.5853595575424898e-11,0.00034627491414788899,2.0756694845732892e-09,5.0385817293961413e-11,2.0274271306312286e-12,1.0140227462259543e-13,6.3066483972139939e-10,4.7904269437747712e-07,0.0077104528230538079,0.0039153531959187481,9.8401409631044046e-05,4.0128129253880433e-09,1.544974087080838e-08,7.8675032238892836e-08,2.6882033677892622e-05,7.5752492969697382e-07,1.3653128462660008e-07,4.1636178503700358e-08,1.3448433890443603e-13,6.4786000053571636e-10,2.0658896603809245e-07,2.4108834733287133e-07,8.7038958947644986e-14,9.9387587968373378e-11
3.0287186579067063e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44054360000156528,0.10783520809579789,0.020841379025315462,0.0,2.7282726467504298e-09,0.0013637909312203577,3.2462782180883521e-05,5.0563393416394714e-05,8.9226226978856734e-16,0.002988199254287368,2.6217436528834664e-11,0.00034620371138392969,2.0933524488587798e-09,5.1014113551872813e-11,2.040655896434524e-12,1.0238524072775476e-13,6.3428007855495585e-10,4.8498326401641156e-07,0.00770955817776441,0.0039278760190112521,9.8541814219601576e-05,4.0314977812769278e-09,1.5493468340825443e-08,7.8918249028017357e-08,2.6989319234217269e-05,7.6692118246547847e-07,1.376830977108488e-07,4.2192182094357065e-08,1.3614839801928933e-13,6.4963328792443679e-10,2.0685034289735496e-07,2.4104292583511002e-07,8.7555562301018074e-14,1.0005280968045085e-10
3.039020739337473e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44053172706549754,0.10782566518282426,0.020835011484385001,0.0,2.754189353411645e-09,0.0013692100266156659,3.2680133992516232e-05,5.0987850605349867e-05,9.0300154050875296e-16,0.002997535288908022,2.6584817560095307e-11,0.00034613245825999297,2.1111107636565877e-09,5.1647605155584457e-11,2.0539197848521364e-12,1.0337388949438474e-13,6.3789961337250093e-10,4.9097403813435138e-07,0.0077086638802362157,0.0039403936121833964,9.868198632334754e-05,4.0502052961585376e-09,1.553712729835635e-08,7.9161247111542049e-08,2.7096590689496308e-05,7.7639686484294945e-07,1.3883966623850317e-07,4.2753306801845166e-08,1.3782646224191701e-13,6.5140509106061674e-10,2.071109737592326e-07,2.4099731970027217e-07,8.8073477338823719e-14,1.0072000238053809e-10
3.049322820768239e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44051985924568315,0.10781612531880554,0.020828646231923112,0.0,2.7802610833041956e-09,0.0013746286859749623,3.2898135886610438e-05,5.1414058098108741e-05,9.1383258783848032e-16,0.0030068634972488769,2.6955755757520404e-11,0.0003460611589471065,2.1289443421213913e-09,5.228631086170402e-11,2.0672187443076947e-12,1.0436822947669222e-13,6.4152341145716485e-10,4.9701522735385218e-07,0.0077077699302440491,0.0039529059782836872,9.8821927069940599e-05,4.0689354067885315e-09,1.5580717834005608e-08,7.9404026702899388e-08,2.7203848010609813e-05,7.8595231017318794e-07,1.4000098294890936e-07,4.3319576780822682e-08,1.395185896148009e-13,6.5317541381505649e-10,2.0737086258429925e-07,2.4095153132209406e-07,8.8592702503691421e-14,1.0138916372221107e-10
3.0596249021990055e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44050799653839595,0.10780658850123266,0.02082228326686399,0.0,2.8064882182159553e-09,0.0013800469076091823,3.3116787148066718e-05,5.184201334481223e-05,9.2475588671247879e-16,0.0030161838867355838,2.7330268169269669e-11,0.00034598981751121004,2.1468530967040604e-09,5.2930249368610797e-11,2.0805527233142245e-12,1.0536826917550518e-13,6.4515144036779748e-10,5.0310704203401846e-07,0.0077068763275594081,0.0039654131201583157,9.8961637576351107e-05,4.0876880501507427e-09,1.5624240038551704e-08,7.9646588016742916e-08,2.7311091165801785e-05,7.9558785138327238e-07,1.4116704053740304e-07,4.3891016160910377e-08,1.4122483810103175e-13,6.5494426002492871e-10,2.0763001329724391e-07,2.4090556306690804e-07,8.9113236240273498e-14,1.0206029136218473e-10
3.069926983629772e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44049613893992456,0.10779705472758394,0.020815922588142563,0.0,2.8328711394362827e-09,0.0013854646898929619,3.3336087062691089e-05,5.2271713779661585e-05,9.3577191297106994e-16,0.0030254964648421985,2.7708371802930902e-11,0.00034591843791570995,2.1648369391613772e-09,5.3579439316398591e-11,2.0939216704737474e-12,1.0637401703850171e-13,6.4878366793687405e-10,5.0924969226857411e-07,0.0077059830719506247,0.0039779150406511728,9.9101118949024186e-05,4.1064631634568034e-09,1.5667694002940773e-08,7.9888931268918173e-08,2.7418320124645309e-05,8.0530382098050134e-07,1.4233783165600286e-07,4.446764904638614e-08,1.4294526558378322e-13,6.5671163348779932e-10,2.0788842979000236e-07,2.4085941727030611e-07,8.9635076996089415e-14,1.0273338296032179e-10
3.0802290650605383e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44048428644657217,0.10778752399532539,0.02080956419469443,0.0,2.8594102277574676e-09,0.0013908820312630132,3.3556034917195656e-05,5.2703156821164798e-05,9.4688114335821944e-16,0.003034801239090047,2.8090083625107762e-11,0.00034584702402397442,2.1828957805656739e-09,5.4233899286822291e-11,2.107325534476881e-12,1.0738548146043811e-13,6.5242006226841251e-10,5.1544338788395905e-07,0.0077050901631829927,0.0039904117426038319,9.9240372284045814e-05,4.1252606841448685e-09,1.571107981828036e-08,8.0131056676432977e-08,2.7525534858008569e-05,8.1510055104937802e-07,1.4351334891409693e-07,4.5049499515883384e-08,1.4467992986579348e-13,6.5847753797203736e-10,2.0814611591836811e-07,2.4081309624295552e-07,9.0158223220296731e-14,1.0340843617963421e-10
3.0905311464913047e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44047243905465622,0.10777799630191144,0.020803208085455917,0.0,2.8861058634761565e-09,0.0013962989302165423,3.3776629999202915e-05,5.3136339872380491e-05,9.5808405551959156e-16,0.0030440982170465967,2.8475420561013441e-11,0.00034577557960176555,2.2010295313143904e-09,5.4893647803248076e-11,2.1207642641025235e-12,1.0840267078337612e-13,6.5606059173590091e-10,5.216883384374533e-07,0.0077041976010189224,0.0040029032288555677,9.9379398667295911e-05,4.1440805498795755e-09,1.5754397575833314e-08,8.0372964457430286e-08,2.7632735338021735e-05,8.249783732486399e-07,1.4469358487912312e-07,4.5636591622093064e-08,1.4642888866885473e-13,6.6024197720347928e-10,2.0840307550805057e-07,2.4076660226306658e-07,9.0682673365479727e-14,1.0408544868629553e-10
3.100833227922071e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44046059676050808,0.10776847164478535,0.020796854259364016,0.0,2.9129584263947962e-09,0.0014017153853097069,3.3997871597244275e-05,5.3571260321159491e-05,9.6938112800060421e-16,0.0030533874063243638,2.8864399494070085e-11,0.00034570410831961468,2.2192381011395419e-09,5.5558703330607173e-11,2.1342378082174908e-12,1.09425593296909e-13,6.5970522498023599e-10,5.279847532153284e-07,0.0077033053852180594,0.0040153895022433383,9.9518199174612314e-05,4.1629226985502261e-09,1.5797647367011822e-08,8.0614654831158306e-08,2.7739921538044597e-05,8.3493761880832971e-07,1.4587853207724268e-07,4.6228949391469833e-08,1.4819219963331024e-13,6.6200495488664889e-10,2.0865931234689121e-07,2.4071993758843711e-07,9.1208425885013025e-14,1.0476441814963571e-10
3.110105101209761e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44044994305134527,0.10775990204727612,0.020791137767093664,0.0,2.9372602192871283e-09,0.001406589814245917,3.4197541219398696e-05,5.3964172028970008e-05,9.7962939654812179e-16,0.0030617410236811883,2.9217608361544664e-11,0.00034563976415921465,2.2356897091572183e-09,5.6161806013720935e-11,2.1463937221183409e-12,1.1035113224629326e-13,6.6298887792491132e-10,5.3369570118253543e-07,0.0077025026869370532,0.0040266226936365324,9.9642927388472093e-05,4.1798996331111535e-09,1.5836514143490186e-08,8.083199046637848e-08,2.783637688762129e-05,8.4397083019910648e-07,1.469490064499817e-07,4.6766593362409853e-08,1.4979149817302954e-13,6.6359038820075836e-10,2.0888931066024932e-07,2.4067779527442666e-07,9.1682715408064472e-14,1.0537716194085989e-10
3.1193769744974504e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44043929346575889,0.1077513349052017,0.020785423122537693,0.0,2.9616897066349632e-09,0.0014114638815596557,3.4397733426619184e-05,5.4358486975651078e-05,9.8995467342670507e-16,0.0030700883440207354,2.957379313644836e-11,0.00034557540368651785,2.2522017802548686e-09,5.6769235663448404e-11,2.1585777572559445e-12,1.1128132772197555e-13,6.6627580725461438e-10,5.3944865665656644e-07,0.0077017002688345828,0.0040378516669708755,9.9767474276677063e-05,4.1968945217601612e-09,1.5875326008203239e-08,8.1049150341512291e-08,2.7932820632044997e-05,8.5307050331546818e-07,1.4802328532961186e-07,4.7308539438188896e-08,1.5140251048983916e-13,6.6517464327764226e-10,2.0911872930869396e-07,2.4063551810513919e-07,9.2158057481094129e-14,1.0599148728713055e-10
3.127721660456371e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44042971236220174,0.10774362657517345,0.020780281521593814,0.0,2.9837856520081571e-09,0.0014158502321804797,3.4578352796236086e-05,5.4714568597893133e-05,9.9931355459952195e-16,0.0030775955530365287,2.989691393482263e-11,0.00034551746737080698,2.2671142846846415e-09,5.7319632930437423e-11,2.1695674018775309e-12,1.1212248988605091e-13,6.692368265150432e-10,5.4466235863282465e-07,0.0077009783319458899,0.0040479541382368546,9.9879412074209238e-05,4.212205235248276e-09,1.5910209792198806e-08,8.1244444088157461e-08,2.8019610065563382e-05,8.6131723272818518e-07,1.489933846033744e-07,4.7799983636780321e-08,1.5286247144340284e-13,6.6659946762240826e-10,2.0932471270733812e-07,2.4059735466343602e-07,9.2586764349682275e-14,1.0654573092947733e-10
3.136066346415292e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44042013459467466,0.10773592023114172,0.020775141416108516,0.0,3.0059854542129455e-09,0.0014202362884704548,3.4759394664873933e-05,5.5071783859412934e-05,1.0087353526785697e-15,0.0030850976701648916,3.0222464004938889e-11,0.00034545952163098884,2.2820756605830492e-09,5.7873555543543308e-11,2.1805797676514335e-12,1.1296743294736629e-13,6.722004654229598e-10,5.4991032049289289e-07,0.0077002566217230558,0.0040580531960496295,9.9991204169536663e-05,4.2275304226791176e-09,1.5945049200721696e-08,8.1439595718936188e-08,2.8106390073258143e-05,8.6961816617166959e-07,1.4996655699736026e-07,4.8294939398482706e-08,1.5433198492431944e-13,6.6802334162127061e-10,2.0953023071412714e-07,2.405590844189724e-07,9.3016322058427365e-14,1.0710125302813044e-10
3.1444110323742125e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44041056016126034,0.10772821587172397,0.02077000280551855,0.0,3.0282893139154881e-09,0.0014246220497940558,3.4940858656627498e-05,5.5430131337076769e-05,1.0182203241286743e-15,0.0030925946995525688,3.0550452216504718e-11,0.00034540156820408525,2.2970858584426631e-09,5.8431013175319608e-11,2.1916148276127584e-12,1.1381616118693577e-13,6.7516670794105324e-10,5.5519265279798786e-07,0.0076995351380325198,0.0040681488419113346,0.00010010285111127643,4.242870051579964e-09,1.59798442826727e-08,8.1634605352846066e-08,2.8193160643719968e-05,8.7797347862779587e-07,1.5094279844497082e-07,4.8793419427101518e-08,1.5581108136638726e-13,6.6944626717053176e-10,2.0973528526640538e-07,2.40520708507244e-07,9.3446729791253625e-14,1.0765805235209884e-10
3.152755718333133e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44040098906004649,0.10772051349553394,0.020764865689260961,0.0,3.0506974315725143e-09,0.001429007515537801,3.5122744395987702e-05,5.5789609601750864e-05,1.0277687257974731e-15,0.0031000866453632912,3.0880887420346352e-11,0.00034534360879124839,2.3121448284910845e-09,5.8992015473083296e-11,2.202672554833931e-12,1.1466867886370907e-13,6.7813553814239603e-10,5.6050946598854759e-07,0.0076988138807398063,0.0040782410773231208,0.00010021435344406007,4.2582240895735326e-09,1.6014595087003801e-08,8.1829473109298425e-08,2.8279921765999186e-05,8.8638334488737875e-07,1.5192210486336134e-07,4.9295436414490562e-08,1.572997911672256e-13,6.708682461386495e-10,2.0993987828893235e-07,2.4048222805238933e-07,9.3877986733276374e-14,1.0821612767176316e-10
3.161100404292054e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44039142128912651,0.10771281310118168,0.020759730066773112,0.0,3.0732100074318224e-09,0.0014333926851097943,3.5305051507841884e-05,5.6150217218380628e-05,1.0373808149147487e-15,0.0031075735117774292,3.1213778448281257e-11,0.0003452856450584714,2.3272525206940565e-09,5.9556572058905856e-11,2.2137529224246515e-12,1.1552499021464854e-13,6.8110694020975093e-10,5.6586087038364461e-07,0.0076980928497095555,0.0040883299037851343,0.00010032571170857921,4.27359250437751e-09,1.6049301662716318e-08,8.2024199108110615e-08,2.8366673429596097e-05,8.9484793954923865e-07,1.5290447215366244e-07,4.980100304045765e-08,1.5879814468811498e-13,6.7228928038379687e-10,2.1014401169597303e-07,2.4044364416547682e-07,9.4310092071307939e-14,1.0877547775887663e-10
3.1694450902509746e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44038185684659892,0.10770511468727378,0.020754595937492647,0.0,3.0958272415327638e-09,0.0014377775579392748,3.5487779617474813e-05,5.651195274606916e-05,1.0470568490917608e-15,0.003115055302991665,3.1549134112992944e-11,0.00034522767863728036,2.3424088847586646e-09,6.0124692529605711e-11,2.2248559035318915e-12,1.1638509945480611e-13,6.8408089843488035e-10,5.7124697618040836e-07,0.0076973720448055534,0.0040984153227965371,0.00010043692644163784,4.2889752638035781e-09,1.60839640588592e-08,8.2218783469502935e-08,2.8453415624451573e-05,9.0336743701928603e-07,1.5388989620119852e-07,5.0310131972671429e-08,1.6030617225384101e-13,6.7370937177740272e-10,2.1034768738553242e-07,2.4040495794990578e-07,9.4743044992229729e-14,1.0933610138656854e-10
3.177789776209895e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44037229573056785,0.10769741825241358,0.020749463300857512,0.0,3.1185493337067323e-09,0.0014421621334761727,3.5670928350570709e-05,5.6874814738155154e-05,1.0567970863205789e-15,0.0031225320232186647,3.1886963207906713e-11,0.00034516971112541765,2.3576138701363741e-09,6.0696386456741116e-11,2.2359814713398542e-12,1.1724901077739962e-13,6.8705739721785773e-10,5.7666789345344683e-07,0.0076966514658907761,0.0041084973358554945,0.00010054799817619636,4.304372335758273e-09,1.6118582324527233e-08,8.2413226314082898e-08,2.8540148340937788e-05,9.1194201150961392e-07,1.5487837287570511e-07,5.0822835866569056e-08,1.6182390415253923e-13,6.7512852214637296e-10,2.1055090724162851e-07,2.403661704981179e-07,9.517684468379221e-14,1.0989799732934898e-10
