Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2X(49),C2H4(47),C2H6X(52),C2H4X(205),C2H4X(65),CH2X(27),CHX(28),CX(26),OCX(25),COX(50)
2.7902834214335833e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45102963649918715,0.11740780111247709,0.02280172357268152,0.0,1.1165920925484164e-17,2.7809324759717834e-07,3.9595001732754915e-11,5.267917186318525e-11,1.1001840164011647e-25,2.4932533095075043e-05,1.9663138649294187e-21,2.3677363636252058e-05,1.4349281029292864e-15,1.9875370033934104e-20,9.4772741576693123e-20,1.0325195767401814e-21,1.1803524935460636e-15,2.8999969098864024e-15,0.0012372255704856026,3.9687918583728221e-05,7.1818013605035188e-07,3.0598417739143253e-13,1.4112977748317714e-10,1.0255829202844685e-09,2.1035611168285636e-09,4.2057690766605726e-15,6.6592358901206501e-14,6.706099218813636e-18,8.3337329266957656e-22,4.7072396442224436e-13,3.3438694331216706e-11,5.4681817024119616e-09,4.2033578148840688e-18,1.2417823830909741e-16
2.8583485460752945e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45100099997991722,0.11737954855999481,0.022801241079835104,0.0,1.2528455277129487e-17,2.915426543689338e-07,4.2981731005315334e-11,5.6632858157689496e-11,1.2652747159762219e-25,2.5544432270542238e-05,2.2278990696704647e-21,2.4232158054725952e-05,1.5483759001236666e-15,2.2120397075961926e-20,1.0638249832547693e-19,1.1465276666556357e-21,1.2731333005416597e-15,3.2041054427835031e-15,0.0012648659926600364,4.0652893933636082e-05,7.4894684216424151e-07,3.2615969807368697e-13,1.4459773931006321e-10,1.0421037721230571e-09,2.2422177814496512e-09,4.6564317673811612e-15,7.2607975469781649e-14,7.6090190931390276e-18,9.2070974009746504e-22,4.7838521014276538e-13,3.61284036364326e-11,5.6653200205973325e-09,4.4628873237999029e-18,1.3480969880486557e-16
2.9264136707170056e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45097247691236292,0.1173514097535721,0.022800758658342003,0.0,1.4024834086772935e-17,3.052977206030468e-07,4.6573518360940411e-11,6.0779776053082257e-11,1.4503368876086695e-25,2.6156504267878734e-05,2.5166928686791808e-21,2.4785911300425035e-05,1.6677064566806355e-15,2.4566426718141507e-20,1.1908748387736941e-19,1.270127612501613e-21,1.37089427659794e-15,3.5316335356845162e-15,0.0012923924923277275,4.161772636930908e-05,7.803190414882209e-07,3.4719654226182281e-13,1.4806653513127523e-10,1.0586271537932948e-09,2.3860534438170155e-09,5.1425555801170935e-15,7.8993942525804214e-14,8.6068020361743586e-18,1.0147650529657478e-21,4.8605670546699981e-13,3.8970931432950931e-11,5.8653350439205699e-09,4.7323376418747249e-18,1.4608506655287173e-16
2.9944787953587167e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45094406682841259,0.11732338422396556,0.022800276307952057,0.0,1.5665241579888587e-17,3.1935776358411425e-07,5.0377984715569796e-11,6.5124554911831157e-11,1.6572321232495677e-25,2.6768748872285105e-05,2.8347746254924603e-21,2.5338626313230232e-05,1.7930729071574017e-15,2.7226929074708698e-20,1.3296147841889203e-19,1.4038891153813307e-21,1.4737876338393506e-15,3.8837640354808106e-15,0.0013198055389374507,4.2582416383438986e-05,8.1229487342296863e-07,3.691117480945073e-13,1.5153616369675728e-10,1.0751530713549274e-09,2.5351060698655095e-09,5.665970328270712e-15,8.5762544044774093e-14,9.7067389562471229e-18,1.1158779103657817e-21,4.937391541322912e-13,4.1971514961363816e-11,6.0682140478242302e-09,5.0118715054312075e-18,1.5802824379491959e-16
3.062543920000428e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45091576926191179,0.11729547150387344,0.022799794028416177,0.0,1.7460424915425817e-17,3.3372211326451509e-07,5.440286718552235e-11,6.9671825420895788e-11,1.8879460293280984e-25,2.738116586966854e-05,3.1843280772471632e-21,2.58903060224914e-05,1.9246286722588836e-15,3.0115985381650266e-20,1.4808130962603962e-19,1.5484024817823612e-21,1.5819671068230099e-15,4.2617097562650328e-15,0.0013471055999956403,4.3546964466468393e-05,8.4487246717085589e-07,3.9192227458080766e-13,1.5500662376044124e-10,1.0916815308212715e-09,2.6894116531058777e-09,6.2285531679710348e-15,9.292610724810592e-14,1.0916484595865096e-17,1.2243955264815631e-21,5.0143329733318405e-13,4.5135452543774411e-11,6.2739441336361986e-09,5.3016507878417861e-18,1.7066349445783334e-16
3.130609044642139e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45088758374865517,0.11726767112792748,0.022799311819486315,0.0,1.9421713883909021e-17,3.4839011227229832e-07,5.8656018192594035e-11,7.442621958857631e-11,2.144593300646785e-25,2.7993755046636421e-05,3.567643978713161e-21,2.6440953347061089e-05,2.0625274577952348e-15,3.3248303101368092e-20,1.6452689933594189e-19,1.704278917078766e-21,1.6955879459880627e-15,4.6667135318138119e-15,0.0013742931410744889,4.451137110660101e-05,8.7804994151351076e-07,4.1564500099409645e-13,1.5847791408021023e-10,1.1082125381592822e-09,2.8490042985529452e-09,6.8322286814169705e-15,1.004969996930809e-13,1.22440662807382e-17,1.3406736637551077e-21,5.0913991483061585e-13,4.8468102154979459e-11,6.4825122308692762e-09,5.6018364840898384e-18,1.8401544127132159e-16
3.19867416928385e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45085950982637768,0.11723998263268494,0.022798829680915504,0.0,2.1561040869094617e-17,3.6336111592059078e-07,6.3145404558313612e-11,7.9392370741177179e-11,2.4294228734926315e-25,2.8606516190489895e-05,3.9871227521111343e-21,2.6990571195327735e-05,2.2069232535790203e-15,3.6639231112584106e-20,1.8238130936800035e-19,1.8721508161975652e-21,1.8148069110465677e-15,5.1000482678697032e-15,0.0014013686258200148,4.547563678981203e-05,9.11825404593204e-07,4.4029672625479046e-13,1.6195003341786236e-10,1.1247460992898213e-09,3.013916303448494e-09,7.4789689599228032e-15,1.0848762657082349e-13,1.3697892659062232e-17,1.4650766460139875e-21,5.1685982606222671e-13,5.1974879982233145e-11,6.6939050995429469e-09,5.9125886956056572e-18,1.9810906285412691e-16
3.266739293925561e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45083154703474809,0.11721240555662042,0.022798347612457814,0.0,2.3890961063503037e-17,3.7863449221835222e-07,6.7879106587699395e-11,8.4574913519503776e-11,2.7448231556120428e-25,2.9219449089217531e-05,4.4452771426230723e-21,2.753916246524862e-05,2.3579703322939096e-15,4.0304774983567359e-20,2.0173078650567167e-19,2.0526720514581185e-21,1.9397822643156889e-15,5.5630169942164323e-15,0.0014283325159600935,4.6439761999858361e-05,9.4619695369803646e-07,4.6589416830217594e-13,1.6542298053907497e-10,1.141282220087853e-09,3.1841782349515046e-09,8.1707936866460258e-15,1.169104281932502e-13,1.5286762431163497e-17,1.5979773715591095e-21,5.2459389125269419e-13,5.5661258973604972e-11,6.9081093325270311e-09,6.234066615346888e-18,2.129696907685641e-16
3.3348044185672723e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45080369491535982,0.11718493944011817,0.022797865613868366,0.0,2.6424672928611182e-17,3.9420962188232509e-07,7.2865317142922303e-11,8.997848387520865e-11,3.0933273308694943e-25,2.9832553531489008e-05,4.9447348794900608e-21,2.8086730044382441e-05,2.5158232483864798e-15,4.4261612326849849e-20,2.2266480664697103e-19,2.2465182575907839e-21,2.0706737639908705e-15,6.0569529165362169e-15,0.001455185271312454,4.7403747218288952e-05,9.8116267505091626e-07,4.9245396345566952e-13,1.6889675421336923e-10,1.1578209063825888e-09,3.3598190049510372e-09,8.9097702189626704e-15,1.2577787765254323e-13,1.7019873069591675e-17,1.7397573262093572e-21,5.3234301252326895e-13,5.953276737549086e-11,7.1251113579062072e-09,6.5664285131428817e-18,2.2862300654506021e-16
3.4028695432089834e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45077595301172368,0.11715758382546378,0.022797383684903329,0.0,2.9176038893868451e-17,4.1008589835006165e-07,7.8112340707115795e-11,9.5607719066998103e-11,3.4776187374208263e-25,3.0445829306648873e-05,5.4882413426631375e-21,2.8633276809921425e-05,2.6806368369822945e-15,4.8527108234607616e-20,2.4527611812049124e-19,2.4543871139133581e-21,2.2076426573591363e-15,6.58321946804875e-15,0.0014819273497926444,4.8367592924454929e-05,1.0167206436023566e-06,5.199926657657538e-13,1.7237135321407462e-10,1.1743621639576779e-09,3.5408659421018512e-09,9.6980136704890749e-15,1.3510247864209082e-13,1.8906829529625719e-17,1.890806596302823e-21,5.4010813499995327e-13,6.3594987259549941e-11,7.3448974413648988e-09,6.9098317212963726e-18,2.4509503867766958e-16
3.4709346678506945e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45074832086926037,0.11713033825683647,0.022796901825319897,0.0,3.2159606289850521e-17,4.262627277939235e-07,8.3628592438474459e-11,1.0146725765670799e-10,3.9005363185753192e-25,3.1059276204710316e-05,6.0786622350100131e-21,2.9178805628723249e-05,2.8525662127978455e-15,5.3119330794260699e-20,2.6966078416065064e-19,2.6769986236336015e-21,2.3508516739514149e-15,7.1432103609382533e-15,0.0015085592074219633,4.9331299595519867e-05,1.052868922827136e-06,5.4852674635486851e-13,1.7584677631829384e-10,1.1909059985514086e-09,3.7273448611636287e-09,1.0537686992769738e-14,1.4489676342974492e-13,2.0957652950111475e-17,2.051523881656333e-21,5.4789024791931809e-13,6.785355303949748e-11,7.5674536885919583e-09,7.2644326204496123e-18,2.6241215959077354e-16
3.5389997924924056e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45072079803529203,0.11710320228030112,0.022796420034876318,0.0,3.5390628509609601e-17,4.42739529135942e-07,8.9422597214824046e-11,1.0756173950525919e-10,4.3650801451576196e-25,3.167289401634904e-05,6.7189862600624169e-21,2.9723319357342457e-05,3.0317667690379669e-15,5.8057066683487543e-20,2.9591822454050046e-19,2.9150953902562354e-21,2.5004650186329966e-15,7.7383496375712244e-15,0.0015350812983353542,5.0294867706469912e-05,1.0896055645248491e-06,5.7807259274853203e-13,1.7932302230686861e-10,1.2074524158568796e-09,3.9192801297398365e-09,1.1431001056638802e-14,1.5517329097319342e-13,2.318278934459296e-17,2.2223165084838546e-21,5.5569038573125011e-13,7.2314149978108185e-11,7.7927660477045884e-09,7.6303866257143671e-18,2.8060108257753715e-16
3.6070649171341167e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45069338405903492,0.11707617544380049,0.022795938313331852,0.0,3.8885086391120189e-17,4.5951573406341816e-07,9.5502988668914413e-11,1.1389580576850296e-10,4.8744170078566495e-25,3.2286682532897126e-05,7.4123278052634095e-21,3.0266820842061641e-05,3.2183941762914271e-15,6.3359836843499922e-20,3.2415125636395339e-19,3.1694428910827374e-21,2.656648364631425e-15,8.3700917215023422e-15,0.0015614940747892723,5.1258297730123869e-05,1.1269286086243736e-06,6.0864650819697631e-13,1.828000899643446e-10,1.2240014215221861e-09,4.1166947325240427e-09,1.2380214733247015e-14,1.6594464516667471e-13,2.5593118282740284e-17,2.4036004422729273e-21,5.6350962919778679e-13,7.6982512684836288e-11,8.0208203116908415e-09,8.0078481730695571e-18,2.9968885871098763e-16
3.675130041775828e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45066607849159168,0.11704925729714737,0.02279545666044679,0.0,4.2659709813806457e-17,4.7659078704515067e-07,1.0187850821469745e-10,1.2047409889296587e-10,5.4318860780962888e-25,3.290064154633701e-05,8.1619296306714213e-21,3.0809312918922195e-05,3.4126043814355851e-15,6.9047912229445355e-20,3.5446613401839109e-19,3.4408297477919468e-21,2.8195688465011313e-15,9.0399214682663615e-15,0.0015877979871695104,5.2221590137143356e-05,1.1648360829922564e-06,6.402647109875848e-13,1.862779780789376e-10,1.2405530211506112e-09,4.3196103331544369e-09,1.338763497474706e-14,1.7722343320934789e-13,2.8199961562071891e-17,2.5958003006183297e-21,5.713491064872655e-13,8.1864423604436037e-11,8.2516021208700354e-09,8.396970706027985e-18,3.1970287372849282e-16
3.743195166417539e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45063888088594339,0.11702244739201659,0.022794975075982452,0.0,4.6731999502697223e-17,4.9396414534818635e-07,1.0855800406481987e-10,1.2730126261150222e-10,6.041004636145479e-25,3.3514770849295451e-05,8.9711655630887339e-21,3.1350798413754804e-05,3.6145536065470971e-15,7.5142329636975502e-20,3.8697258828648798e-19,3.7300679940850459e-21,2.9893950530239828e-15,9.7493542159571689e-15,0.0016139934839990004,5.3184745396042854e-05,1.2033260032450597e-06,6.7294333374840954e-13,1.8975668544249972e-10,1.2571072203008086e-09,4.5280473337643912e-09,1.4455616894640251e-14,1.8902228408709918e-13,3.1015091869945619e-17,2.7993493660131682e-21,5.7920999426295872e-13,8.6965711496985981e-11,8.485096965370488e-09,8.7979066625745034e-18,3.4067084489033612e-16
3.811260291059251e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45061179079694208,0.11699574528193765,0.022794493559701152,0.0,5.1120249033885677e-17,5.1163527905499739e-07,1.1555043023954938e-10,1.343819419388613e-10,6.7054738652371635e-25,3.4129070235037585e-05,9.8435431955887678e-21,3.1891280142209543e-05,3.8243983478117281e-15,8.1664907604068244e-20,4.2178386461580503e-19,4.0379933403773797e-21,3.1662970200449433e-15,1.0499935835596018e-14,0.0016400810119455748,5.4147763973199679e-05,1.2423963725656873e-06,7.0669842274305487e-13,1.9323621085048572e-10,1.2736640244869871e-09,4.7420249323112414e-09,1.5586563847789963e-14,2.013538471602942e-13,3.4050741435785811e-17,3.0146895985978239e-21,5.8709351876541754e-13,9.2292249909711742e-11,8.7212901876238716e-09,9.2108074623772117e-18,3.6262081781308328e-16
3.879325415700962e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45058480778130355,0.11696915052228664,0.022794012111366245,0.0,5.5843567034686276e-17,5.2960367108098499e-07,1.2286484556735711e-10,1.4172078316717674e-10,7.4291847103943447e-25,3.474353949746099e-05,1.0782706592414669e-20,3.24307609097857e-05,4.0422953744327627e-15,8.8638262387113703e-20,4.5901676054582975e-19,4.3654654355219948e-21,3.3504462232420339e-15,1.1293242781289493e-14,0.0016660610158296997,5.5110646332864053e-05,1.2820451815237178e-06,7.415459371572141e-13,1.967165531019195e-10,1.2902234391791034e-09,4.9615611777659782e-09,1.6782927510102925e-14,2.1423079085016033e-13,3.731961067352351e-17,3.2422716488667954e-21,5.950009568877157e-13,9.7849955641015224e-11,8.9601669848756386e-09,9.6358234942737335e-18,3.8558116327843387e-16
3.947390540342674e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45055793139759887,0.11694266267027872,0.02279353073074206,0.0,6.0921899571634615e-17,5.4786881719221353e-07,1.3051041267739677e-10,1.4932243386138451e-10,8.2162238006052773e-25,3.5358178431089839e-05,1.179243899921759e-20,3.2969243511861224e-05,4.268401727542009e-15,9.6085824010204004e-20,4.9879166229288164e-19,4.7133681255519069e-21,3.5420155708298773e-15,1.2130882140176782e-14,0.0016919339386321716,5.6073392937169005e-05,1.3222704078997685e-06,7.7750174837715087e-13,2.0019771099936113e-10,1.3067854698030467e-09,5.1866730232459941e-09,1.8047207957876399e-14,2.2766580141677074e-13,4.0834876814233273e-17,3.482554870333118e-21,6.0293363724280511e-13,1.0364478719711655e-10,9.2017124117107926e-09,1.0073104104034035e-17,4.0958057401828813e-16
4.0154556649843854e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4505311612062477,0.11691628128496048,0.022793049417593955,0.0,6.6376052719458012e-17,5.6643022602328371e-07,1.3849639698411957e-10,1.5719154285457619e-10,9.0708794330022272e-25,3.597298683106903e-05,1.2876665558601817e-20,3.3506730733721804e-05,4.5028747191153995e-15,1.0403185238656436e-19,5.4123258049316031e-19,5.0826097094285221e-21,3.7411793961960803e-15,1.3014491682166337e-14,0.001717700221501785,5.7036004246140332e-05,1.3630700165139114e-06,8.1458163926041996e-13,2.0367968334887381e-10,1.3233501217408257e-09,5.417376377169264e-09,1.9381953746810681e-14,2.4167158182216924e-13,4.4610202528949032e-17,3.7360073321502904e-21,6.1089294122218635e-13,1.0968274324172306e-10,9.445911382594385e-09,1.0522797582401686e-17,4.3464806147678077e-16
4.083520789626097e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45050449676951004,0.11689000592720217,0.022792568171688274,0.0,7.2227715304199763e-17,5.8528741909525174e-07,1.468321656642601e-10,1.6533276024329287e-10,9.9976476177318038e-25,3.6587964493158504e-05,1.4039456030945406e-20,3.4043225350589859e-05,4.7458719308918108e-15,1.1250145351108464e-19,5.8646718510392432e-19,5.4741231917832936e-21,3.9481134504697063e-15,1.3945739909462854e-14,0.0017433603037629668,5.7998480717706502e-05,1.4044419590581699e-06,8.5280130339911546e-13,2.0716246895999187e-10,1.339917400330759e-09,5.6536861525035429e-09,2.0789761990688867e-14,2.562608506727739e-13,4.8659744541636988e-17,4.0031058316918022e-21,6.1888030404511671e-13,1.1596986103913753e-10,9.6927486744260773e-09,1.098505115341483e-17,4.6081295255000821e-16
4.1515859142678085e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45047793765147948,0.11686383615969023,0.022792086992792358,0.0,7.8499481813656414e-17,6.0443993083351577e-07,1.555271866264271e-10,1.7375073738276496e-10,1.1001238182213001e-24,3.7203111213727405e-05,1.5285027520466711e-20,3.4578730127652937e-05,4.9975512132937198e-15,1.2152059572290956e-19,6.346268394629075e-19,5.8888665326400278e-21,4.1629948950211432e-15,1.4926326105885497e-14,0.0017689146229233755,5.8960822807708487e-05,1.4463841739331168e-06,8.9217634437594454e-13,2.1064606664568804e-10,1.3564873108676659e-09,5.8956163141811485e-09,2.2273278439725813e-14,2.7144634123562295e-13,5.2998162232302162e-17,4.2843359070883944e-21,6.2689721579756116e-13,1.2251221489122525e-10,9.9422089291080798e-09,1.1460010963008474e-17,4.8810488630417117e-16
4.21965103890952e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45045148341807506,0.11683777154691975,0.022791605880674519,0.0,8.5214875468188657e-17,6.2388730858558023e-07,1.6459102747353495e-10,1.8245012688210342e-10,1.2086580933466182e-24,3.781842678974847e-05,1.6617747206507605e-20,3.5113247820091949e-05,5.2580706843501219e-15,1.3111612603702114e-19,6.8584663350644151e-19,6.3278228941061939e-21,4.3860022938925792e-15,1.5957980385977836e-14,0.001794363614681473,5.9923030969909649e-05,1.4888945860886004e-06,9.3272227501342592e-13,2.1413047522234125e-10,1.3730598586030539e-09,6.1431799247477941e-09,2.3835197558586992e-14,2.8724080052333548e-13,5.7640626230208105e-17,4.580191849723049e-21,6.3494522246011508e-13,1.2931591456865966e-10,1.0194276656125843e-08,1.1947822067899232e-17,5.1655381067286047e-16
4.2877161635512316e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45042513363703401,0.11681181165518674,0.022791124835104089,0.0,9.2398371444882668e-17,6.4362911263861944e-07,1.7403335445831297e-10,1.9143558259944575e-10,1.3258831877187444e-24,3.8433911018792349e-05,1.8042135080003206e-20,3.5646781173109154e-05,5.5275887286228372e-15,1.4131578654372734e-19,7.4026541614702601e-19,6.7920008840224424e-21,4.6173156061584752e-15,1.7042463743909955e-14,0.0018197077129340612,6.088510565600544e-05,1.5319711068686233e-06,9.7445451661650949e-13,2.1761569350970537e-10,1.3896350487453062e-09,6.3963891883118319e-09,2.5478262604077391e-14,3.0365698844297461e-13,6.2602826997189666e-17,4.8911767166836858e-21,6.4302592692411975e-13,1.363871037368712e-10,1.0448936235140824e-08,1.2448628424753903e-17,5.4618997913422674e-16
4.355781288192943e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45039888787790494,0.11678595605258089,0.022790643855851358,0.0,1.0007542024799339e-16,6.6366491623676158e-07,1.8386393143213303e-10,2.007117596370626e-10,1.4523379492246918e-24,3.9049563699022029e-05,1.9562866685107714e-20,3.6179332921955697e-05,5.8062639961365378e-15,1.5214823087496094e-19,7.9802582681116251e-19,7.2824347965600765e-21,4.8571161782153073e-15,1.8181568102173258e-14,0.0018449473497837868,6.1847047315633297e-05,1.5756116338603921e-06,1.0173883982089117e-12,2.2110172033087729e-10,1.4062128864598811e-09,6.6552554928575537e-09,2.7205265702501417e-14,3.2070767700435796e-13,6.7900983401039132e-17,5.2178023431736074e-21,6.5114098999520835e-13,1.4373195837712334e-10,1.0706171918594617e-08,1.2962572879642888e-17,5.770439473687708e-16
4.423846412834655e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45037274571203934,0.11676020430897796,0.022790162942687583,0.0,1.082724712185706e-16,6.8399430559801905e-07,1.9409261878739284e-10,2.1028331433642742e-10,1.588585105929693e-24,3.9665384629187225e-05,2.1184775865945888e-20,3.6710905791958982e-05,6.0942554013120624e-15,1.6364304073628855e-19,8.5927432613836808e-19,7.8001848497566553e-21,5.1055867359999104e-15,1.9377116360068802e-14,0.001870082955546617,6.2808856396382289e-05,1.6198140507475715e-06,1.0615391557634931e-12,2.2458855451226538e-10,1.4227933768694925e-09,6.9197894509834292e-09,2.90190479266951e-14,3.3840564958369418e-13,7.3551851278944657e-17,5.5605893548797384e-21,6.5929213138350872e-13,1.513566852031477e-10,1.0965967834323822e-08,1.3489797157779557e-17,6.0914656989849014e-16
4.491911537476366e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4503467067125852,0.11673455599603229,0.022789682095385018,0.0,1.1701699617612128e-16,7.0461687993079087e-07,2.0472937239369323e-10,2.2015490427325407e-10,1.7352119042178735e-24,4.0281373608618939e-05,2.2912857518460762e-20,3.7241502498549672e-05,6.3917221219028801e-15,1.7583074250352095e-19,9.2416122584243758e-19,8.3463374199804521e-21,5.3629113771357983e-15,2.0630962441989854e-14,0.0018951149587592782,6.3770533343802805e-05,1.6645762271677561e-06,1.1069219314269425e-12,2.2807619488355909e-10,1.4393765250543091e-09,7.1900009391238154e-09,3.0922499372731868e-14,3.5676370023871052e-13,7.9572731990960352e-17,5.9200671802987849e-21,6.6748113067975706e-13,1.5926752007376448e-10,1.1228307988184971e-08,1.4030441853546331e-17,6.4252899670812258e-16
4.559976662118078e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45032077045447949,0.11670901068716955,0.022789201313716857,0.0,1.2633751318510467e-16,7.2553225144986415e-07,2.1578424252804903e-10,2.303311882525048e-10,1.8928307520815749e-24,4.0897530437223928e-05,2.4752270347328228e-20,3.7771125747288512e-05,6.6988235979349337e-15,1.887428238828023e-19,9.9284071773624203e-19,8.9220052733151429e-21,5.6292755630068039e-15,2.1944991345499436e-14,0.0019200437861866732,6.4732078601416313e-05,1.7098960185741891e-06,1.1535517727391182e-12,2.3156464027769755e-10,1.4559623360521435e-09,7.4658991353105137e-09,3.29185592363029e-14,3.7579463307169239e-13,8.5981480963487887e-17,6.2967740630213465e-21,6.7570982831656335e-13,1.6747072640192353e-10,1.1493176266688779e-08,1.4584646420808582e-17,6.7722266984922097e-16
4.628041786759789e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45029493651444014,0.1166835679575792,0.022788720597457283,0.0,1.3626361043900066e-16,7.4674004539185288e-07,2.272673727993718e-10,2.4081682630337218e-10,2.0620798674281761e-24,4.1513854915479305e-05,2.6708339627908935e-20,3.8299778233892734e-05,7.015719530650193e-15,2.0241175063304462e-19,1.0654709019215407e-18,9.5283277938567855e-21,5.9048661107574326e-15,2.3321119189203374e-14,0.0019448698628292546,6.5693492610724885e-05,1.755771266101751e-06,1.2014436318473176e-12,2.3505388953083928e-10,1.4725508148586438e-09,7.7474925555285481e-09,3.501021588877289e-14,3.9551126163709575e-13,9.2796516222749537e-17,6.6912570739740056e-21,6.8398012651409257e-13,1.7597259356059949e-10,1.1760556439643115e-08,1.5152549163516681e-17,7.1325932002779936e-16
4.696106911401501e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45026920447095997,0.11665822738420734,0.022788239946381416,0.0,1.4682597025464689e-16,7.6823990002999832e-07,2.3918899906746514e-10,2.5161647967423817e-10,2.2436239312735803e-24,4.213034684442714e-05,2.8786559973208109e-20,3.8827462644262296e-05,7.3425698814539477e-15,2.1687098334956375e-19,1.1422138141454295e-18,1.0166471208915591e-20,6.189871185219336e-15,2.4761293260419672e-14,0.0019695936119303757,6.6654775811220932e-05,1.8021997964372384e-06,1.2506123647158044e-12,2.3854394148233176e-10,1.4891419664274892e-09,8.0347890887183296e-09,3.7200506952912431e-14,4.1592640839062869e-13,1.000368269182329e-16,7.1040721236195263e-21,6.9229399020941783e-13,1.8477943528597521e-10,1.2030432162803951e-08,1.573428722659717e-17,7.5067096317629475e-16
4.764172036043212e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45024357390429848,0.11663298854574916,0.022787759360265347,0.0,1.5805639316949627e-16,7.9003146668827627e-07,2.5155944835677086e-10,2.6273481082761204e-10,2.4381547456918834e-24,4.2747006025669095e-05,3.0992598105813793e-20,3.9354181654505839e-05,7.6795348708658146e-15,2.3215499430776442e-19,1.2232354523252075e-18,1.0837628811115755e-20,6.4844802907633215e-15,2.6267492062644964e-14,0.0019942154549836108,6.761592864039655e-05,1.8491794216939542e-06,1.3010727303308979e-12,2.4203479497468119e-10,1.5057357956705813e-09,8.327796030474379e-09,3.9492519378308419e-14,4.3705290417692029e-13,1.0772198183608733e-16,7.5357839741151747e-21,7.006534479688244e-13,1.9389758807835329e-10,1.2302786980533642e-08,1.6329996587133333e-17,7.8948989701057458e-16
4.832237160684924e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45021804439647534,0.11660785102264186,0.022787278838886108,0.0,1.699878221344e-16,8.1211440975474107e-07,2.6438913776510636e-10,2.7417648343505114e-10,2.6463918963910873e-24,4.3363832261361171e-05,3.3332295634784592e-20,3.9879937930966294e-05,8.026774977474416e-15,2.4829928436571147e-19,1.3087058022436161e-18,1.1543021177387006e-20,6.7888842630763359e-15,2.7841725362818871e-14,0.0020187358117400361,6.8576951533753296e-05,1.8967079392906378e-06,1.3528393899019392e-12,2.45526448853523e-10,1.5223323074582388e-09,8.6265201154887991e-09,4.188938951645327e-14,4.5890358775309308e-13,1.1587213790245224e-16,7.986966251429346e-21,7.090605928823409e-13,2.0333340960123006e-10,1.2577604328465841e-08,1.6939812045835721e-17,8.2974869757273915e-16
4.900302285326635e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45019261553126239,0.11658281439705734,0.022786798382021682,0.0,1.82654366794477e-16,8.3448840669405275e-07,2.7768857336763171e-10,2.8594616237206488e-10,2.8690834197849543e-24,4.3980825354208361e-05,3.5811671837457707e-20,4.0404734130246328e-05,8.3844509368958921e-15,2.6534039992441624e-19,1.3987988624165816e-18,1.228389638484221e-20,7.1032752608629e-15,2.9486034238386827e-14,0.0020431551002154905,6.9537844924811589e-05,1.9447831318347509e-06,1.4059269060584448e-12,2.4901890196759151e-10,1.5389315066193915e-09,8.930967548785925e-09,4.4394303195514608e-14,4.8149130534574099e-13,1.2450804867669792e-16,8.4582014574164483e-21,7.1751758343978747e-13,2.1309327707897521e-10,1.2854867536176316e-08,1.7563867218802853e-17,8.7148021576044907e-16
