Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2X(49),CH3OO(77)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.553161002830065e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,2.8074871851376805e-73,6.6652318274033472e-42,0.0,2.9602141457997882e-57,0.0,6.663624561360049e-25,-4.7753787066387707e-118,6.6636245612852995e-25,8.7308113235407187e-80,1.0661727689326868e-72,0.0,0.0,3.5190951758360098e-58,5.1262582687800212e-95,2.642698415522306e-18,1.2706328827193013e-19,4.8977056602262301e-23,5.314957663483085e-38,4.897705660226973e-23,4.1872142665341884e-58,3.2641946571514528e-42
1.8348850807924183e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,8.7637112572339425e-72,4.02580002375163e-41,0.0,4.4734756171165664e-56,0.0,1.8658148772050314e-24,9.2172556632702495e-117,1.865814877159884e-24,2.4622284862111271e-78,3.3522176377598653e-71,0.0,0.0,4.1778696400948423e-57,2.6534989161496644e-93,7.3995555634624574e-18,3.5577720716140437e-19,1.3713575848631041e-22,3.2102343006538732e-37,1.3713575848635524e-22,4.9710607772293789e-57,1.9715735729407789e-41
4.194023041811242e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,0.0,1.9511425416907776e-70,1.9382494154089044e-40,0.0,4.8123609325222406e-55,0.0,4.2647197194399557e-24,9.7325353198254689e-115,4.2647197192225914e-24,5.3558847754815414e-77,7.47861253214442e-70,0.0,0.0,4.1018568637157153e-56,1.1586214741196789e-91,1.6913269859342745e-17,8.1320504494035286e-19,3.1345316225431045e-22,1.5455894964060316e-36,3.1345316225452627e-22,4.8806169490722207e-56,9.492278063315941e-41
8.912298963848889e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.1186699660299653,0.022821567693054285,0.0,3.6513836350188767e-69,8.4648444208023588e-40,0.0,4.4233887937598032e-54,0.0,9.0625294042972876e-24,7.6927586894638947e-113,9.0625294033480025e-24,9.9289077335622255e-76,1.400661129604666e-68,0.0,0.0,3.6280453686786896e-55,4.3132572471047038e-90,3.5940698451103261e-17,1.7280607204982499e-18,6.6608796978992577e-22,6.7499942472303807e-36,6.6608796979086833e-22,4.3168504202260231e-55,4.1455272149125107e-40
1.8348850807924181e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996525,0.022821567693054285,0.0,6.3046205751703544e-68,3.5339059148893512e-39,0.0,3.7843022413882538e-53,0.0,1.8658148775561894e-23,5.4523549310495761e-111,1.8658148771598808e-23,1.706525554705945e-74,2.4192929855961414e-67,0.0,0.0,3.0495897708178991e-54,1.4859825199250919e-88,7.3995555634624035e-17,3.5577720716140435e-18,1.3713575848596171e-21,2.8179887663254754e-35,1.3713575848635521e-21,3.6285728879501457e-54,1.7306760075188489e-39
3.7221954496074766e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999986,0.11866996602996518,0.022821567693054282,0.0,1.0473449841820257e-66,1.4437158747429553e-38,0.0,3.1289342743928388e-52,0.0,3.7849387524290845e-23,3.6691849164027769e-109,3.7849387508100368e-23,2.8284409562477623e-73,4.0196888337647851e-66,0.0,0.0,2.500236355645967e-53,4.9314342005607236e-87,1.5010527000166457e-16,7.2171947738456284e-18,2.7818968149928425e-21,1.1512395768729587e-34,2.781896815008918e-21,2.9749232826813351e-53,7.0703761976921891e-39
7.496816187237595e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999997,0.11866996602996503,0.022821567693054278,0.0,1.7072940162511781e-65,5.8357303960200052e-38,0.0,2.5443973878832282e-51,0.0,7.6231865046547735e-23,2.4074864315369993e-107,7.6231864981103239e-23,4.6053828717362617e-72,6.5530986905826172e-65,0.0,0.0,2.0247536534857727e-52,1.6068360365776916e-85,3.0232469873574168e-16,1.4536040178308787e-17,5.6029752752346641e-21,4.6534881078026486e-34,5.6029752752996432e-21,2.4091700044098549e-52,2.857959105749134e-38
1.5046057662497829e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999937,0.11866996602996473,0.022821567693054271,0.0,2.7571651072945252e-64,2.3465215257651911e-37,0.0,2.0521486704087247e-50,0.0,1.529968201902575e-22,1.5600153800197274e-105,1.5299681992710797e-22,7.4331065223318129e-71,1.0583244028921776e-63,0.0,0.0,1.6296937522683787e-51,5.1883761925401194e-84,6.0676355620387971e-16,2.9173730987235074e-17,1.1245132195619788e-20,1.8711420113770708e-33,1.1245132195881069e-20,1.9391096126022492e-51,1.1491727875073867e-37
3.0144540613018297e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999875,0.11866996602996412,0.022821567693054257,0.0,4.4319495487166024e-63,9.4106008257241125e-37,0.0,1.6483974126328341e-49,0.0,3.0652673087446093e-22,1.004606235634165e-103,3.0652672981911367e-22,1.1944802633757768e-69,1.7012166111361655e-62,0.0,0.0,1.3077199613110935e-50,1.667757165514584e-82,1.2156412711400919e-15,5.8449112605087531e-17,2.2529446035995984e-20,7.5040755283204787e-33,2.2529446037043826e-20,1.556013343255085e-50,4.608696864785428e-37
6.034150651405923e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999748,0.1186699660299629,0.02282156769305423,0.0,7.1074943687356886e-62,3.769148873618341e-36,0.0,1.321394556782214e-48,0.0,6.1358655383000307e-22,6.4493801171277209e-102,6.1358654960310923e-22,1.9153244841370238e-68,2.7282596505271116e-61,0.0,0.0,1.0477566847726328e-49,5.3488151157014856e-81,2.4333967010122595e-15,1.1699987584079189e-16,4.5098073715172108e-20,3.0055116134148978e-32,4.5098073719368944e-20,1.2467041775806403e-49,1.8458826348730949e-36
1.2073543831614112e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999492,0.11866996602996045,0.022821567693054171,0.0,1.1384928427959673e-60,1.5086418179935842e-35,0.0,1.0581873433836489e-47,0.0,1.2277062060896296e-21,4.1339828537406438e-100,1.2277061891710385e-21,3.0678478201845467e-67,4.3702034481100877e-60,0.0,0.0,8.3882539137328941e-49,1.7135419338408178e-79,4.8689075607555671e-15,2.3410140231219854e-16,9.023532906721936e-20,1.2029617257058114e-31,9.023532908401761e-20,9.9812139157575461e-49,7.3883410920076269e-36
2.415233019203049e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998982,0.11866996602995558,0.022821567693054053,0.0,1.8225666827154256e-59,6.0365323689545819e-35,0.0,8.4697876317199495e-47,0.0,2.4559455360030503e-21,2.6477923509029711e-98,2.4559454683066481e-21,4.9112209460039437e-66,6.9960974614869421e-59,0.0,0.0,6.7128798072770907e-48,5.4864098199173012e-78,9.7399292802380765e-15,4.6830445525500335e-16,1.8050983974609377e-19,4.8132043488602876e-31,1.8050983981330875e-19,7.9880046272602967e-48,2.9562988476375595e-35
4.830990291286324e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999796,0.11866996602994584,0.022821567693053817,0.0,2.9167053408279837e-58,2.4150060229724511e-34,0.0,6.7775460747244895e-46,0.0,4.9124242974065636e-21,1.6952412863610269e-96,4.9124240265768736e-21,7.8600856640369666e-65,1.1196067057724398e-57,0.0,0.0,5.3708874390571296e-47,1.7561433928179505e-76,1.9481972719186654e-14,9.3671056114057896e-16,3.6105886100296227e-19,1.9254275623912078e-30,3.6105886127186625e-19,6.3916173589708467e-47,1.1827120695524471e-34
9.662504835452874e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995918,0.11866996602992635,0.022821567693053348,0.0,4.6666185080406174e-57,9.6608102987119676e-34,0.0,5.4227233256690165e-45,0.0,9.8253822265202739e-21,1.0851638383454888e-94,9.8253811431133471e-21,1.2577843013069203e-63,1.7913293240427171e-56,0.0,0.0,4.2964199038312832e-46,5.6204465723467413e-75,3.8966059597018093e-14,1.8735227729115949e-15,7.2215690311317819e-19,7.7009965377460841e-30,7.2215690418888267e-19,5.1137794018713975e-46,4.7312335339141634e-34
