Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2X(49),C2H6X(52),CH3OO(77)
6.1409580698315375e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999742,0.11866996602996285,0.022821567693054226,0.0,7.6242462936312763e-62,3.9037626162028128e-36,0.0,1.3928119444518116e-48,0.0,6.2444754127359051e-22,7.1653586131636975e-102,6.2444753689573593e-22,2.0545759855315433e-68,2.9266188013104802e-61,0.0,0.0,1.1043860650692689e-49,5.8392530191679188e-81,2.4764690130334861e-15,1.190708308793043e-16,4.5896331681752207e-20,3.1128501149999175e-32,4.5896331686098923e-20,1.3140851493514842e-49,1.1331132738096803e-62,1.9118078961262837e-36
1.2287251463789775e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999481,0.11866996602996037,0.022821567693054167,0.0,1.221266757868381e-60,1.5625223963812175e-35,0.0,1.1153791755559983e-47,0.0,1.2494376174105608e-21,4.5929173210692926e-100,1.2494375998877334e-21,3.2908922278188136e-67,4.6879389967150419e-60,0.0,0.0,8.8416208997493043e-49,1.8706582101238211e-79,4.9550896064417797e-15,2.3824511165511244e-16,9.1832538534368391e-20,1.2459236846761072e-31,9.1832538551766592e-20,1.0520671395078176e-48,1.8149504775040286e-61,7.6522139455625924e-36
2.457983825170625e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999896,0.11866996602995541,0.022821567693054049,0.0,1.9550746057352585e-59,6.2521248652091393e-35,0.0,8.9275540903146631e-47,0.0,2.4994177959856054e-21,2.9417372503175685e-98,2.4994177258714712e-21,5.2682857128279717e-66,7.5047429833702519e-59,0.0,0.0,7.0756913579453668e-48,5.9894639115527266e-78,9.9123307932541086e-15,4.7659367320672012e-16,1.8370495221347994e-19,4.9850968234499283e-31,1.8370495228309547e-19,8.4197345628563072e-48,2.9054970531234401e-60,3.0618823619734483e-35
4.91650118275392e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997921,0.11866996602994551,0.02282156769305381,0.0,3.1287568816562936e-58,2.5012570600150257e-34,0.0,7.143851984476378e-46,0.0,4.9993782583401071e-21,1.8834386466431824e-96,4.9993779778379163e-21,8.4315443064412564e-65,1.2010050015050076e-57,0.0,0.0,5.6611600810414857e-47,1.9171658370262994e-76,1.9826813166861747e-14,9.5329079630990019e-16,3.6744977946721979e-19,1.9941866877354693e-30,3.6744977974572746e-19,6.7370669023175635e-47,4.6500566732240527e-59,1.224952351979049e-34
9.83353589792051e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995845,0.11866996602992567,0.022821567693053334,0.0,5.0058780646963901e-57,1.0005842525966216e-33,0.0,5.7158051547389328e-45,0.0,9.9992996038667686e-21,1.2056333979385463e-94,9.9992984817666889e-21,1.3492300869803833e-63,1.9215578585764724e-56,0.0,0.0,4.5286093214479901e-46,6.1357906200305818e-75,3.965577791400895e-14,1.9066850425161199e-15,7.3493943355676701e-19,7.9759829818952743e-30,7.3493943467088965e-19,5.3901652772973404e-46,7.4410999237145261e-58,4.9002084270258949e-34
1.966760532825369e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991688,0.11866996602988601,0.02282156769305238,0.0,8.007241927201982e-56,4.0024998734111361e-33,0.0,4.5729335586128663e-44,0.0,1.999914397819072e-20,7.716798786167765e-93,1.999913948960776e-20,2.1589145435116536e-62,3.0736622425308339e-55,0.0,0.0,3.6218619324398875e-45,1.9635905955792532e-73,7.9313707408031046e-14,3.8134735349279985e-15,1.4699187400641306e-18,3.1893931483557597e-29,1.4699187445208135e-18,4.3123369348892114e-45,1.1906567307809486e-56,1.9601633185376287e-33
3.933574418892005e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319983372,0.1186699660298067,0.022821567693050472,0.0,1.2803282872203569e-54,1.6010325225849975e-32,0.0,3.6584626088184029e-43,0.0,3.9998839459921074e-20,4.938990200118493e-91,3.9998821505223993e-20,3.4543803830462807e-61,4.9146694574180557e-54,0.0,0.0,2.8956440870316478e-44,6.2837100442723745e-72,1.58629566394986e-13,7.6270505197495105e-15,2.9398773463919351e-18,1.2748801984198804e-28,2.9398773642191204e-18,3.4499514352234848e-44,1.9051153579774753e-55,7.8408143009687492e-33
7.867202191025277e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319966746,0.11866996602964806,0.022821567693046659,0.0,2.0457620706030221e-53,6.4041952376468496e-32,0.0,2.9268163676781537e-42,0.0,7.9998257355711394e-20,3.1610309080814452e-89,7.9998185536192841e-20,5.5271022597890819e-60,7.8528546068279977e-53,0.0,0.0,2.3134858172758617e-43,2.0108224206971178e-70,3.1726128436453886e-13,1.5254204489383556e-14,5.8797945322998555e-18,5.0923627609461167e-28,5.879794603610041e-18,2.7599939033887936e-43,3.0482362191899051e-54,3.1363588288541934e-32
1.573445773529182e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319933495,0.11866996602933079,0.022821567693039033,0.0,3.2643228734657839e-52,2.5616911248068199e-31,0.0,2.3414715667660191e-41,0.0,1.5999720087660858e-19,2.0230853818094776e-87,1.599969135970761e-19,8.8434383882769698e-59,1.2530385008585416e-51,0.0,0.0,1.8459271882846575e-42,6.4346879729667941e-69,6.3452472028621667e-13,3.0508512428615737e-14,1.1759628797124937e-17,2.0312102870796277e-27,1.1759629082372873e-17,2.2080082246390212e-42,4.8772191866879991e-53,1.2545508755186501e-31
3.146896882382491e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319866987,0.11866996602869626,0.022821567693023778,0.0,5.1945975831913765e-51,1.0246790560611193e-30,0.0,1.8731845788629255e-40,0.0,3.1999551883565289e-19,1.294783992062731e-85,3.1999436971462489e-19,1.4149560773729977e-57,1.9939806675562401e-50,0.0,0.0,1.469009486634542e-41,2.0591090809504739e-67,1.2690515920598602e-12,6.101712830693649e-14,2.3519296898812085e-17,8.0792614899018126e-27,2.3519298039852309e-17,1.7664118201103307e-41,7.8035834267565181e-52,5.0182239680985679e-31
6.293799100089108e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319733977,0.11866996602742717,0.022821567692993268,0.0,8.2220669687117617e-50,4.0987214379908705e-30,0.0,1.4985504914720005e-39,0.0,6.3999387842261909e-19,8.2866622516473592e-84,6.3998928193285141e-19,2.26393432292757e-56,3.1560619067111463e-49,0.0,0.0,1.1630171430274261e-40,6.5891629194320277e-66,2.5381053353283008e-12,1.2203436006300379e-13,4.7038631390334462e-17,3.1957961949046779e-26,4.7038635954860081e-17,1.4131315516280902e-40,1.2485758830502118e-50,2.0072983028800427e-30
1.2587603535502343e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319467951,0.11866996602488902,0.022821567692932251,0.0,1.287811978990747e-48,1.6394896191172545e-29,0.0,1.1988413616449083e-38,0.0,1.2799974922710317e-18,5.3034970766631355e-82,1.2799791063018198e-18,3.6222981189406192e-55,4.9431980073217439e-48,0.0,0.0,9.1148331805827915e-40,2.1085340785998289e-64,5.0762128207497908e-12,2.440688235728433e-13,9.40772935259725e-17,1.2504664120472641e-25,9.4077311786870304e-17,1.1305060785217912e-39,1.9977231735582276e-49,8.029247622261808e-30
2.5175212406328813e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318935904,0.11866996601981271,0.022821567692810216,0.0,1.9769271330602055e-47,6.5579605736797986e-29,0.0,9.5907321608463084e-38,0.0,2.5600322986578584e-18,3.394272995881296e-80,2.5599587547698189e-18,5.7956780255438931e-54,7.5880244593872657e-47,0.0,0.0,7.0062118839540657e-39,6.7473104135163561e-63,1.0152427787131208e-11,4.8813775058335589e-13,1.881545904076295e-16,4.7921464269525482e-25,1.8815466347220395e-16,9.0440519610960396e-39,3.1963576313888535e-48,3.211739514610081e-29
5.0350430147981755e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317871811,0.11866996600966009,0.022821567692566148,0.0,2.9244615833991608e-46,2.6231846564088458e-28,0.0,7.6725820658652324e-37,0.0,5.1202122261268994e-18,2.1723768909153065e-78,5.1199180506260673e-18,9.2730807840534815e-53,1.1224076992363712e-45,0.0,0.0,5.1963695988799382e-38,2.159138430876832e-61,2.0304857702047799e-11,9.7627560456780629e-13,3.7630907461253289e-16,1.7674523524858724e-24,3.7630936702018572e-16,7.2352428765146578e-38,5.1141699176719405e-47,1.2847275658149885e-28
1.0070086563128763e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315743625,0.11866996598935485,0.02282156769207801,0.0,4.0601426912670409e-45,1.0492739539466986e-27,0.0,6.1380575157598982e-36,0.0,1.024101333933382e-17,1.3904227830885462e-76,1.0239836638019565e-17,1.4836910377032517e-51,1.5580634141729411e-44,0.0,0.0,3.6251743005743883e-37,6.909234372545412e-60,4.060971746049601e-11,1.9525513123909654e-12,7.526176047892085e-16,6.1045334147430068e-24,7.5261877538440533e-16,5.7881947834170847e-37,8.1826612806276434e-46,5.1391631175987826e-28
2.014017365978994e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756311487246,0.11866996594874436,0.022821567691101736,0.0,5.1190780566828329e-44,4.1970960465192761e-27,0.0,4.910432082978876e-35,0.0,2.0484380594709706e-17,8.8996986492512465e-75,2.0479673795530555e-17,2.3738991479056643e-50,1.9639624085515719e-43,0.0,0.0,2.3044239202924305e-36,2.2109490373044248e-58,8.1219436691852523e-11,3.9051027274570564e-12,1.5052329122141486e-15,1.9085961237166695e-23,1.5052375999210289e-15,4.6305559542561058e-36,1.3092221567436579e-44,2.0558672850340759e-27
4.028034785311229e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756302974489,0.1186699658675234,0.022821567689149183,0.0,5.7131796029627594e-43,1.6788385031271341e-26,0.0,3.9283230148846544e-34,0.0,4.0978175188416011e-17,5.6970740991206977e-73,4.0959348041448522e-17,3.7982174197122739e-49,2.1911314038057813e-42,0.0,0.0,1.3015891823018968e-35,7.074998037110112e-57,1.6243887401240592e-10,7.810205555277964e-12,3.0104565153832746e-15,5.2638647205888004e-23,3.0104752898662439e-15,3.7044447098383318e-35,2.0947435686644069e-43,8.2250849468953354e-27
6.042052204643465e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756294461732,0.11866996578630244,0.02282156768719663,0.0,1.8808986460208657e-42,3.5675319276311099e-26,0.0,1.1662170623783438e-33,0.0,6.1479029832179942e-17,3.2345973876719284e-72,6.1439022218262479e-17,1.4369389279852742e-48,7.2171398503566575e-42,0.0,0.0,3.1235387733643079e-35,3.3004635897966325e-56,2.4365831019079979e-10,1.1715308380791873e-11,4.5156731069045395e-15,8.9534844955393973e-23,4.5157130249296845e-15,1.0592396450109998e-34,7.9248187349957114e-43,1.7480678581729757e-26
1.0070087043307935e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756277436223,0.11866996562386052,0.022821567683291528,0.0,1.0131849232385622e-41,9.8631771493647208e-26,0.0,5.462744835386941e-33,0.0,1.0250897905681294e-16,8.7006766958527932e-71,1.0239837029547438e-16,1.1340346349306938e-47,3.8879029884547756e-41,0.0,0.0,9.9244046851861745e-35,4.4227891795322302e-55,4.0609717797894927e-10,1.9525514022601131e-11,7.526078243618765e-15,1.6710519286249105e-22,7.5261886851259349e-15,4.8678715512729765e-34,6.2542794323491611e-42,4.8345851711914391e-26
1.369531839810596e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756262113263,0.1186699654776628,0.022821567679776937,0.0,2.4481043057369689e-41,1.7563397029359632e-25,0.0,1.2605751163374978e-32,0.0,1.3945874415525013e-16,3.77910156968396e-70,1.3926178334168835e-16,3.182453967244323e-47,9.3967411074156521e-41,0.0,0.0,1.8629226553245207e-34,1.4678864397248763e-54,5.5229215529793789e-10,2.6554699092785282e-11,1.0235420212254016e-14,2.3784929218686779e-22,1.0235616934953058e-14,1.0957529623067105e-33,1.7551452537028832e-41,8.6109606647111055e-26
1.7320549752903983e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756246790304,0.11866996533146508,0.022821567676262346,0.0,4.8552758263388621e-41,2.7416711877035013e-25,0.0,2.4271459949019828e-32,0.0,1.7643265378574987e-16,1.1443821798486143e-69,1.7612519615156839e-16,7.2863798490813968e-47,1.8639528639364496e-40,0.0,0.0,3.0080541176855238e-34,3.9442098317490908e-54,6.9848712871077126e-10,3.3583884155090596e-11,1.294473820189131e-14,3.088711320597429e-22,1.2945045350240506e-14,2.0710443307055453e-33,4.0184883080334276e-41,1.344497611477607e-25
2.0945781107702006e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756231467344,0.11866996518526736,0.022821567672747754,0.0,8.4221872660215101e-41,3.930385341382712e-25,0.0,4.1267185446378225e-32,0.0,2.134293702983747e-16,2.971681675373707e-69,2.1298860873820605e-16,1.4208812340882582e-46,3.233841266269705e-40,0.0,0.0,4.4128894234971738e-34,8.7254957242079443e-54,8.4468209843382674e-10,4.0613069209953726e-11,1.5654033541011112e-14,3.7998781676520859e-22,1.5654473921990303e-14,3.461671864737582e-33,7.8362566292212204e-41,1.9278649082637332e-25
2.8196243817298054e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756200821431,0.11866996489287195,0.022821567665718568,0.0,1.9065297462663527e-40,6.7716241972485301e-25,0.0,9.1241073730739047e-32,0.0,2.8747481345807096e-16,1.3153247333628287e-68,2.8671543340238123e-16,3.772348449622593e-46,7.3233464550283632e-40,0.0,0.0,7.8150795222334978e-34,2.745294906973321e-53,1.1370720294654676e-09,5.4671439302708348e-11,2.1072572565703041e-14,5.2226941068006241e-22,2.1073331422467455e-14,7.3902739307485256e-33,2.080475601601343e-40,3.3227441652883535e-25
3.54467065268941e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756170175517,0.11866996460047652,0.022821567658689382,0.0,3.6261462904437745e-40,1.0364648460722211e-24,0.0,1.7093701160662022e-31,0.0,3.6160455855698109e-16,3.9596187589434145e-68,3.6044225724136163e-16,8.1826655776624651e-46,1.3933337102763104e-39,0.0,0.0,1.2177760104744266e-33,6.790483618985489e-53,1.4294619468581883e-09,6.872980936795389e-11,2.6491027866442971e-14,6.6457801982362696e-22,2.6492189501616663e-14,1.3438409625184114e-32,4.5127947993117153e-40,5.0876471533515301e-25
4.269716923649015e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756139529603,0.11866996430808112,0.022821567651660195,0.0,6.2023268251706e-40,1.4760450211176576e-24,0.0,2.8929137807427631e-31,0.0,4.358243223052164e-16,1.0254888066985015e-67,4.3416908019917622e-16,1.5813843418760318e-45,2.3837869297333488e-39,0.0,0.0,1.7566126954921018e-33,1.4769484934948645e-52,1.7218518496868935e-09,8.2788179403824503e-11,3.190939376572433e-14,8.0688597636952456e-22,3.1911048198717439e-14,2.2229750653668219e-32,8.7214395737261641e-40,7.2480903167434414e-25
5.719809465568225e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756078237787,0.11866996372329038,0.022821567637601826,0.0,1.4965357149219285e-39,2.6005623182493907e-24,0.0,6.8795189634531097e-31,0.0,5.8453896988959686e-16,6.3540553507621711e-67,5.8162272342165526e-16,4.976017589968168e-45,5.7533415849771071e-39,0.0,0.0,3.1477724594243694e-33,6.1877946743014071e-52,2.3066316108315893e-09,1.1090491938578567e-10,4.2745852330549345e-14,1.0914970400229615e-21,4.2748767481597534e-14,5.127697647784517e-32,2.7443059245742928e-39,1.278057212469187e-24
7.169902007487433e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756016945977,0.11866996313849969,0.022821567623543457,0.0,2.9471710572542328e-39,4.0512024845004797e-24,0.0,1.3435097240526761e-30,0.0,7.336192927486183e-16,2.3015006833664434e-66,7.290763630644618e-16,1.1953116743932621e-44,1.1331648375497369e-38,0.0,0.0,4.9556106908696168e-33,1.811141824215765e-51,2.8914113128110222e-09,1.3902165924841328e-10,5.3581947727392245e-14,1.3761063369095877e-21,5.3586489274860625e-14,9.850392774325632e-32,6.5922196191800679e-39,1.992604376265751e-24
1.0070087091325853e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755894362372,0.11866996196891849,0.022821567595426716,0.0,8.3231610351516192e-39,7.9315030100015212e-24,0.0,3.7568253154980741e-30,0.0,1.0328776305769344e-15,2.0220065923064585e-65,1.0239836316039162e-15,4.8101938785447816e-44,3.2004597112728114e-38,0.0,0.0,9.8221559385656288e-33,1.0698443280643274e-50,4.0609705391560837e-09,1.9525513861542975e-10,7.5253048355845715e-14,1.9453260210304006e-21,7.5261940397538063e-14,2.7093906117769581e-31,2.6528506489289148e-38,3.90795869972845e-24
1.587045725900269e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755649195236,0.11866995962975681,0.02282156753919324,0.0,3.3793670066569834e-38,1.9608335132202798e-23,0.0,1.5117111145423169e-29,0.0,1.6357848299854572e-15,3.9395594375676264e-64,1.6137981256966118e-15,3.254324921119454e-43,1.2994292886533933e-37,0.0,0.0,2.4558925682741581e-32,1.2648424547163213e-49,6.4000882813649503e-09,3.0772209591645529e-10,1.1859088919761002e-13,3.0837702510696585e-21,1.1861287278860925e-13,1.0781174994040814e-30,1.7947768513102825e-37,9.6968914521375292e-24
2.7471197594356364e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755158861246,0.11866995495143629,0.022821567426726287,0.0,1.8256935331572637e-37,5.862758026763347e-23,0.0,8.114095270994104e-29,0.0,2.8591587201365214e-15,1.3324143186528158e-62,2.7934269419305153e-15,3.2435193153407518e-42,7.0192228637703346e-37,0.0,0.0,7.4048119370471595e-32,2.4076460920483112e-48,1.1078320923748504e-08,5.326560047862559e-10,2.0524913182881927e-13,5.3606781268999256e-21,2.0531485815830647e-13,5.7573970485653381e-30,1.7888116225424584e-36,2.9213937148905488e-23
5.067267826506371e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756754178194409,0.11866994559480661,0.022821567201792386,0.0,1.1821787892384714e-36,1.9932902577020535e-22,0.0,5.2319684310957749e-28,0.0,5.3761185465963789e-15,6.1995010066866728e-61,5.1526838865900099e-15,4.0560973659716436e-41,4.5438946586498884e-36,0.0,0.0,2.5309071442510571e-31,5.9229322756418493e-47,2.0434774840343784e-08,9.8252379959678068e-10,3.7849588680224574e-13,9.9145710734905578e-21,3.7871931124987421e-13,3.707094827273705e-29,2.23693617312076e-35,1.0084976007510532e-22
9.707563960647842e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756752216865321,0.11866992688159272,0.022821566751924635,0.0,8.475638579016663e-36,7.3138727900961115e-22,0.0,3.7397618466717541e-27,0.0,1.0690677475825021e-14,3.4617680091683455e-59,9.8711950246734448e-15,5.7213569631579797e-40,3.256089196906829e-35,0.0,0.0,9.3144353020259884e-31,1.6596840175893782e-45,3.9147637200840532e-08,1.8822592975014814e-09,7.2471068449868929e-13,1.9022665710783156e-20,7.2553014684569024e-13,2.6508450848665891e-28,3.155283961750869e-34,3.8128225653865169e-22
1.8988156228930784e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375674829422548,0.11866988945534682,0.022821565852189321,0.0,6.4128537187219632e-35,2.798149121814373e-21,0.0,2.8209731368251765e-26,0.0,2.2440678715182828e-14,2.1736003738927429e-57,1.9308206295928427e-14,8.5787096520578748e-39,2.4611814751611118e-34,0.0,0.0,3.5693003452846636e-30,4.9621411125912711e-44,7.6573180031812742e-08,3.6817299264467635e-09,1.4160271045580973e-12,3.7240089978959318e-20,1.419159535685741e-12,2.0031539319825938e-27,4.7309649931029806e-33,1.5447244978787358e-21
2.8268748497213725e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756744371610087,0.11866985202934344,0.02282156495245425,0.0,2.0050567270426424e-34,6.2018022531874022e-21,0.0,8.8035453536330038e-26,0.0,3.5683008835282915e-14,1.5558328077022045e-56,2.8745202894010961e-14,3.57618523441051e-38,7.6892302177627402e-34,0.0,0.0,7.9154636297523445e-30,2.638523367491376e-43,1.1399848034380392e-07,5.4812000662416835e-09,2.1058614730572085e-12,5.5459160937703368e-20,2.1127992147180032e-12,6.2606926651084053e-27,1.9721562601297726e-32,3.5818937760936947e-21
3.7549340765496667e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375674044901914,0.11866981460358254,0.022821564052719422,0.0,4.5389460823905466e-34,1.0942389661998583e-20,0.0,1.9894586002222002e-25,0.0,5.0414622953785938e-14,7.0345163330208512e-56,3.8182184818982801e-14,1.0022111069939505e-37,1.7393106067126951e-33,0.0,0.0,1.3970079806681101e-29,8.9083236057395082e-43,1.5142353813829572e-07,7.2806697168887854e-09,2.7942168347717822e-12,7.3679878624309346e-20,2.8064491839337622e-12,1.4169496152676368e-26,5.5268083695307788e-32,6.5908363572281006e-21
4.68299330337796e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756736526452641,0.11866977717806416,0.022821563152984843,0.0,8.6181632699196728e-34,1.7019955734037283e-20,0.0,3.7710565374160592e-25,0.0,6.6632379156064477e-14,2.4371665169996591e-55,4.7619152070908464e-14,2.2671570086564228e-37,3.2998916198831067e-33,0.0,0.0,2.1733300180793038e-29,2.3566105897960601e-42,1.8884835341683082e-07,9.0801388783907243e-09,3.4810963315060664e-12,9.1902243076031012e-20,3.5001094433235476e-12,2.6899636081728277e-26,1.2502322133854414e-31,1.0672685964526291e-20
