Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),CO2X(29),OX(20),OCX(21),CH3X(22),HX(19),COX(32),CH2X(58),CHX(26),H2X(31),C2H6X(34),HOX(23),CXHO(27),CX(24),C2H5X(33),C3H8X(38),C2H4OX(44),H2OX(30),CH4OX(41),HOCXO(25)
0.0012978668715684708,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104371168943534,0.099963259656352471,1.2985787731488393e-38,0.099961385829342872,5.8423814222023006e-18,4.5709187949159054e-09,3.5473939453468249e-06,9.9836906052469184e-09,3.1808902233734584e-16,1.3841872539857889e-06,5.4267524103270144e-17,1.5155679469743803e-13,6.6293049097373432e-12,1.3624601308573838e-18,3.2357146021609334e-16,5.8260167008667682e-16,4.3214127839645588e-25,0.0,3.5124434189343954e-05,3.5070790094778449e-05,3.5381238950633191e-06,6.0474046198196368e-16,2.7903612407023804e-10,2.0352361207160382e-06,1.2432819918451346e-09,2.8447124260714502e-10,2.0533232431164366e-07,1.6050426005531672e-12,3.5136164183290328e-12,3.2997753735141612e-16,6.7782390934108395e-19,5.8203789783823392e-10,5.8513423685382983e-18,1.9189247042918078e-20,2.0503486827918852e-19,2.051323326106277e-21,4.7893323960824602e-22,6.5079253069890182e-21
0.0013030167422566463,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104369191484876,0.099963253339583044,1.3089246951820576e-38,0.099961371777749747,5.9001101080162166e-18,4.5978876961722629e-09,3.561502288366307e-06,1.0109754031030735e-08,3.2054817615456414e-16,1.3904190745348918e-06,5.5575685184628478e-17,1.5200350245049476e-13,6.7341863373862028e-12,1.3811838197097963e-18,3.2450968542323973e-16,5.9033973144464906e-16,4.351535300459191e-25,0.0,3.5124429088283755e-05,3.5070782287755897e-05,3.5521294077715571e-06,6.07145355335793e-16,2.8029198711823116e-10,2.0412293671199669e-06,1.2482265474578958e-09,2.8500708313712006e-10,2.0511513047591681e-07,1.6145123882844365e-12,3.5579823379538106e-12,3.3225877093141988e-16,6.7978735983378686e-19,5.8117715425339618e-10,5.9438851469028387e-18,1.9651817234834481e-20,2.0775810543281655e-19,2.0715923229992141e-21,4.8551496829042257e-22,6.5270884591594971e-21
0.0013081666129448218,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104367214975378,0.099963247023825294,1.3193115549095993e-38,0.099961357726159383,5.958175872495062e-18,4.6249066431270598e-09,3.575610774967634e-06,1.023695181521707e-08,3.2300455404993694e-16,1.3966503389051082e-06,5.6910465603532222e-17,1.5244973181198478e-13,6.8403479146251191e-12,1.4000784869341468e-18,3.2544069716781949e-16,5.9813493395267564e-16,4.3817485901436324e-25,0.0,3.5124423988962494e-05,3.5070774482116089e-05,3.5661347685625776e-06,6.0955027278692968e-16,2.8154773646870397e-10,2.0472161473580119e-06,1.2531711526309338e-09,2.8553632237810923e-10,2.0489511621740263e-07,1.6239997476805442e-12,3.6027474715251353e-12,3.3454662388944216e-16,6.8173572187573696e-19,5.802664783133918e-10,6.0375570738548924e-18,2.0123800071023224e-20,2.105014518175227e-19,2.0919796686009603e-21,4.9215679838012125e-22,6.5462309291096742e-21
0.0013133164836329973,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104365239387193,0.099963240709082357,1.3297393528216132e-38,0.099961343674571823,6.0165802031794398e-18,4.6519761990689569e-09,3.5897194027334149e-06,1.0365288921875302e-08,3.254581367092239e-16,1.4028809409843792e-06,5.827230400348221e-17,1.5289549624313591e-13,6.9478003662961691e-12,1.4191448541399031e-18,3.2636459323814016e-16,6.0598730198683938e-16,4.4120529084214445e-25,0.0,3.5124418891340693e-05,3.5070766677818556e-05,3.5801399798564953e-06,6.1195521392295969e-16,2.8280335076931615e-10,2.0531966420449897e-06,1.2581158065161259e-09,2.8605908543744123e-10,2.0467237569686717e-07,1.6335048765308078e-12,3.6479135659784362e-12,3.3684111351560617e-16,6.836691999761942e-19,5.793070839173193e-10,6.1323676045071528e-18,2.0605350655536623e-20,2.1326491600710648e-19,2.1124858851738932e-21,4.9885898352354879e-22,6.5653532943856814e-21
0.0013184663543211728,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104363264693193,0.099963234395357328,1.3402080894153067e-38,0.09996132962298708,6.0753245838327298e-18,4.6790969155796287e-09,3.6038281692754408e-06,1.0494770294229484e-08,3.2790890727257819e-16,1.4091107770994171e-06,5.9661644413245177e-17,1.5334080885284105e-13,7.0565544503990169e-12,1.4383836419276035e-18,3.2728146990375482e-16,6.1389685934789055e-16,4.442448506673617e-25,0.0,3.5124413795379896e-05,3.5070758874823815e-05,3.5941450440441799e-06,6.1436017833645047e-16,2.8405880915864815e-10,2.059171027064636e-06,1.263060508275591e-09,2.8657549487564808e-10,2.044470006600832e-07,1.6430279685136749e-12,3.6934823609123543e-12,3.3914225678436266e-16,6.8558799546250011e-19,5.7830018022669695e-10,6.2283262231627634e-18,2.1096625996631137e-20,2.160485063728865e-19,2.1331114936539938e-21,5.0562177701216736e-22,6.5844561174051137e-21
0.0013236162250093483,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104361290866966,0.099963228082653385,1.3507177651943377e-38,0.099961315571405238,6.1344104942138483e-18,4.7062693325876512e-09,3.6179370722348944e-06,1.0625400854763806e-08,3.3035685124147033e-16,1.4153397459722389e-06,6.1078936286410657e-17,1.5378568240404181e-13,7.1666209577036305e-12,1.4577955698873049e-18,3.2819142191027042e-16,6.2186362927328876e-16,4.4729356322429801e-25,0.0,3.5124408701042767e-05,3.5070751073093484e-05,3.608149963487046e-06,6.167651656249888e-16,2.8531409125743834e-10,2.0651394736553869e-06,1.268005257081766e-09,2.8708567072733653e-10,2.0421908048164454e-07,1.6525692132156454e-12,3.7394555886258625e-12,3.4145007035342201e-16,6.8749230646959017e-19,5.7724697086797343e-10,6.3254424429740806e-18,2.1597785020754108e-20,2.1885223108793812e-19,2.1538570135710623e-21,5.1244543178214957e-22,6.6035399457313534e-21
0.001333915966385699,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104357345715571,0.099963215460321136,1.3718599363518068e-38,0.099961287468250296,6.2536128019225659e-18,4.7607713699446004e-09,3.6461552781188164e-06,1.0890129127260539e-08,3.3524421266418185e-16,1.4277946885932127e-06,6.3999199598828793e-17,1.5467416169149875e-13,7.3907345665386449e-12,1.4971417196173841e-18,3.299909232923662e-16,6.3796889701458637e-16,4.534185434459246e-25,0.0,3.5124398517094763e-05,3.5070735473277212e-05,3.6361593774356565e-06,6.2157520724281883e-16,2.8782404742419612e-10,2.0770592137955648e-06,1.2778948925759346e-09,2.8808778931840417e-10,2.0375595060687387e-07,1.6717068988036391e-12,3.8326222353180348e-12,3.4608577343609454e-16,6.9125825159095612e-19,5.7500641750436646e-10,6.5231858808829855e-18,2.2630399498772778e-20,2.2452011528949366e-19,2.1957098583653698e-21,5.2627633512982096e-22,6.6416527359433348e-21
0.0013442157077620499,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104353403735268,0.099963202842110507,1.3931658704302192e-38,0.099961259365107288,6.3741988765763227e-18,4.8154864001731396e-09,3.6743740021090121e-06,1.1159512708560107e-08,3.4012014877585799e-16,1.4402450048671618e-06,6.7036799569447801e-17,1.5556102953408327e-13,7.6202281597363886e-12,1.5371890397565171e-18,3.3176382479309504e-16,6.5430328024810859e-16,4.5958042127755443e-25,0.0,3.5124388339217301e-05,3.5070719878082154e-05,3.6641682399980226e-06,6.2638533565861411e-16,2.9033306554356145e-10,2.0889571427465456e-06,1.287784706586739e-09,2.8906635187107876e-10,2.0328365532055872e-07,1.6909193690843038e-12,3.9274272199028662e-12,3.5074834967423178e-16,6.9496855642446871e-19,5.7259491392978748e-10,6.7256745875451159e-18,2.3704504396617161e-20,2.3026863017352979e-19,2.2380485449640603e-21,5.4035370992046406e-22,6.6796957589310454e-21
0.0013545154491384007,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104349464738747,0.099963190228046381,1.4146355716326762e-38,0.09996123126197648,6.4961803922639254e-18,4.8704183309011558e-09,3.7025932264091869e-06,1.1433590243032114e-08,3.4498461945360111e-16,1.4526899663352018e-06,7.0195531156515067e-17,1.5644637623675122e-13,7.8551892039936661e-12,1.5779432503996703e-18,3.3351082941765708e-16,6.7086694563324049e-16,4.6577938001146252e-25,0.0,3.5124378167146169e-05,3.5070704287235873e-05,3.6921765689890203e-06,6.311955478364611e-16,2.928409990389446e-10,2.1008344719949749e-06,1.2976746928707106e-09,2.9002223024420192e-10,2.0280282875584787e-07,1.7102079961473262e-12,4.0238841419018461e-12,3.5543792090514309e-16,6.9862469095392604e-19,5.7002181601971794e-10,6.9329856722155418e-18,2.4821441607773231e-20,2.3609783435327887e-19,2.2808771720233964e-21,5.5467956676580808e-22,6.7176728886210984e-21
0.0013648151905147515,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104345528548748,0.099963177618153459,1.4362690442125378e-38,0.09996120315885812,6.6195689420903514e-18,4.9255708916320766e-09,3.7308129337054994e-06,1.1712400053833557e-08,3.4983761395533494e-16,1.4651288786571785e-06,7.3479279913904073e-17,1.5733028718670177e-13,8.0957056536177075e-12,1.6194100551942427e-18,3.3523261591070323e-16,6.8766005169760175e-16,4.7201559649376268e-25,0.0,3.5124368000631742e-05,3.5070688700480537e-05,3.7201843817401678e-06,6.3600584082280758e-16,2.9534770820057668e-10,2.1126923469989315e-06,1.3075648453537121e-09,2.9095625843028679e-10,2.0231407134278639e-07,1.7295740895347163e-12,4.1220064877814996e-12,3.6015460392124184e-16,7.0222807437187089e-19,5.6729632558423215e-10,7.1451966733865615e-18,2.5982585059857732e-20,2.4200778358010849e-19,2.3241998097627087e-21,5.6925591049459041e-22,6.7555877878016284e-21
0.0013751149318911022,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104341594997641,0.099963165012456404,1.4580662924577852e-38,0.099961175055752444,6.7443760341353413e-18,4.9809476374493539e-09,3.7590331071677149e-06,1.1995980146559736e-08,3.5467914833359448e-16,1.4775610802177786e-06,7.6892023256701619e-17,1.5821284305795332e-13,8.3418659384676934e-12,1.6615951412022614e-18,3.3692983898830804e-16,7.0468274903949858e-16,4.7828924118018728e-25,0.0,3.512435783943841e-05,3.5070673117572336e-05,3.7481916950985057e-06,6.4081621174665521e-16,2.9785305990466934e-10,2.1245318499362721e-06,1.3174551581313397e-09,2.9186923355956562e-10,2.0181795121080029e-07,1.7490188975416658e-12,4.221807632238374e-12,3.6489851051644864e-16,7.0578007557397315e-19,5.6442747252531519e-10,7.3623855481628768e-18,2.7189341162109279e-20,2.4799853081477363e-19,2.3680204985454483e-21,5.8408474010412261e-22,6.793443916910793e-21
0.001385414673267453,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104337663926995,0.099963152410979764,1.4800273206763632e-38,0.099961146952659674,6.8706130881678619e-18,5.0365519530953969e-09,3.78725373044912e-06,1.2284368212906077e-08,3.5950926295935034e-16,1.4899859407475148e-06,8.0437831725947064e-17,1.5909412001371101e-13,8.5937589519859909e-12,1.7045041787436305e-18,3.3860312965247191e-16,7.2193518049289285e-16,4.8460047821390421e-25,0.0,3.5124347683343939e-05,3.5070657538280824e-05,3.7761985254267267e-06,6.4562665781954025e-16,3.0035692733560959e-10,2.1363540024231753e-06,1.3273456254688859e-09,2.927619169620923e-10,2.0131500557571884e-07,1.7685436086488845e-12,4.3233008394878827e-12,3.6966974754939718e-16,7.0928201382566682e-19,5.6142409882874924e-10,7.5846306617158726e-18,2.8443149252579171e-20,2.5407012628547918e-19,2.4123432477256402e-21,5.9916804870519879e-22,6.8312445427299007e-21
0.0013957144146438038,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.241043337351872,0.099963139813748048,1.5021521331824744e-38,0.099961118849580019,6.9982914330138018e-18,5.0923870573508335e-09,3.8154747876852398e-06,1.257760163432279e-08,3.6432802015785132e-16,1.5024028599630859e-06,8.4120870252220269e-17,1.5997418990587548e-13,8.8514740393196071e-12,1.7481428212218222e-18,3.4025309557500095e-16,7.3941748125820056e-16,4.9094946552171351e-25,0.0,3.5124337532138948e-05,3.5070641962388428e-05,3.804204888604493e-06,6.5043717633531471e-16,3.0285918971208871e-10,2.1481597681941444e-06,1.3372362418008942e-09,2.9363503527388766e-10,2.0080574210686784e-07,1.788149353060393e-12,4.4264992645506189e-12,3.7446841702047753e-16,7.1273515957115362e-19,5.5829484433525989e-10,7.8120107768174484e-18,2.9745482044914754e-20,2.6022261753391571e-19,2.4571720347237004e-21,6.1450782346082927e-22,6.8689927469533596e-21
0.0014049841818825196,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104330201197396,0.099963128479889071,1.5222045035644523e-38,0.099961093556819758,7.1144435354147448e-18,5.1428385056865647e-09,3.8408740975038037e-06,1.2845685140815275e-08,3.6865525845749163e-16,1.5135708244065441e-06,8.7556455999208653e-17,1.6076527683589218e-13,9.0884696894833935e-12,1.788046070429317e-18,3.4171860604310965e-16,7.5534819588008465e-16,4.9669595618925709e-25,0.0,3.5124328400071735e-05,3.5070627946821522e-05,3.8294102287880112e-06,6.5476670276756396e-16,3.0510975835342772e-10,2.1587716987120159e-06,1.3461379194258489e-09,2.9440468711145913e-10,2.0034240007831294e-07,1.8058646949435164e-12,4.5208465939790825e-12,3.7881075473834011e-16,7.1580228457136573e-19,5.5537785520190854e-10,8.0211087163595024e-18,3.0960314623709512e-20,2.6582906270382466e-19,2.4979538664008576e-21,6.2853453684762402e-22,6.9029237148207818e-21
0.0014142539491212355,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104326668883755,0.099963117149505967,1.5423895458368888e-38,0.099961068264070377,7.2317803112683994e-18,5.1934814916906459e-09,3.8662737354726078e-06,1.3117750237000894e-08,3.7297343550445165e-16,1.5247314952699913e-06,9.1109820958427936e-17,1.6155548761797955e-13,9.3303196901316905e-12,1.8285489621335255e-18,3.4316610822742444e-16,7.7146529604507045e-16,5.0247325416877058e-25,0.0,3.5124319271669464e-05,3.5070613933699751e-05,3.8546152139544591e-06,6.590962838951138e-16,3.0735885363920753e-10,2.169371718263955e-06,1.3550397095439065e-09,2.951595358300032e-10,1.9987466018200029e-07,1.8236472885978305e-12,4.6165951567941408e-12,3.8317545919526867e-16,7.188317373016252e-19,5.5237171622708275e-10,8.2344880755389815e-18,3.2216794046238563e-20,2.7150110075255326e-19,2.5391516372156791e-21,6.4277203267116171e-22,6.9368165772815961e-21
0.0014225967396360797,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104323491158189,0.099963106955147679,1.5606695209190482e-38,0.09996104550060543,7.3384029708630522e-18,5.2392256158837378e-09,3.8891336814659921e-06,1.3366035088936608e-08,3.7685211536464017e-16,1.5347695481590488e-06,9.4411224988812329e-17,1.6226596479067079e-13,9.5521897239793643e-12,1.8655176358138731e-18,3.4445379105147774e-16,7.8613011455315674e-16,5.0769924756056696e-25,0.0,3.5124311059134787e-05,3.50706013238697e-05,3.8772994058195734e-06,6.6299295218241644e-16,3.0938171632254502e-10,2.178902042479903e-06,1.3630514137633159e-09,2.9582662547168259e-10,1.994501939443108e-07,1.8397097102617372e-12,4.7039746621100074e-12,3.8712287026219626e-16,7.2152672053322458e-19,5.4959479219033952e-10,8.4302382124635424e-18,3.3384179220255116e-20,2.7666204106872504e-19,2.5765875990928629e-21,6.5576718483731758e-22,6.9672891418084286e-21
0.001430939530150924,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410432031465152,0.099963096763632006,1.5790569650019227e-38,0.099961022737149519,7.4459975824748768e-18,5.2851279295115858e-09,3.9119938771940778e-06,1.3617585865663022e-08,3.8072358868048286e-16,1.5448011187658318e-06,9.7813056688354386e-17,1.6297579869360199e-13,9.7780935751704683e-12,1.9029782994297909e-18,3.4572748772214457e-16,8.0094602982487352e-16,5.1295035037422985e-25,0.0,3.5124302849376014e-05,3.5070588715818345e-05,3.8999833262022763e-06,6.6688966203238745e-16,3.1140326999915402e-10,2.1884236093860993e-06,1.3710632034658638e-09,2.9648242246906131e-10,1.990226376624475e-07,1.8558276746575186e-12,4.7925035375367635e-12,3.9108849588906284e-16,7.2419244468304558e-19,5.4675452641689038e-10,8.6295460337930271e-18,3.4587075701986189e-20,2.8187615537846292e-19,2.6143648133980511e-21,6.6893527801080691e-22,6.9977336887009785e-21
0.0014392823206657683,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104317139302825,0.099963086574971771,1.597551880316607e-38,0.099960999973702752,7.554569939354066e-18,5.3311897768665881e-09,3.9348543153590977e-06,1.3872421712396781e-08,3.845879273265274e-16,1.5548259514380608e-06,1.0131776426236354e-16,1.6368501842697889e-13,1.0008079732221093e-11,1.9409339154695552e-18,3.4698746851466411e-16,8.1591309583603598e-16,5.1822663246735857e-25,0.0,3.5124294642308867e-05,3.507057610945705e-05,3.9226669824067296e-06,6.7078641220028655e-16,3.1342346323051547e-10,2.1979368091894353e-06,1.3790750760915474e-09,2.9712723742339944e-10,1.9859219886643412e-07,1.8720016537977629e-12,4.8821885204902858e-12,3.9507237929411769e-16,7.2682947474390312e-19,5.4385495602428244e-10,8.8324542834709747e-18,3.582634917228761e-20,2.8714346265646812e-19,2.6524853140638557e-21,6.822773534978915e-22,7.0281514657062714e-21
0.0014476251111806126,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.241043139650541,0.099963076389179742,1.6161542690719599e-38,0.099960977210265187,7.6641257936738974e-18,5.3774124424741279e-09,3.9577149888602737e-06,1.4130561649013227e-08,3.8844520797141653e-16,1.5648438004685715e-06,1.0492783948166778e-16,1.6439365166981866e-13,1.0242196851057116e-11,1.9793874386241379e-18,3.4823399494289013e-16,8.3103136337755882e-16,5.2352816135043409e-25,0.0,3.5124286437853353e-05,3.5070563504701581e-05,3.9453503815398512e-06,6.746832014749897e-16,3.1544224657905095e-10,2.2074420130190033e-06,1.3870870291494908e-09,2.9776136876232063e-10,1.9815907534404337e-07,1.888232098708216e-12,4.9730363042709636e-12,3.9907456186363933e-16,7.294383573927984e-19,5.409000102050344e-10,9.039005852775177e-18,3.7102880716494588e-20,2.9246398075657059e-19,2.6909511205993504e-21,6.9579444986337682e-22,7.058543659566918e-21
0.0014559679016954569,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104310791850134,0.0999630662062687,1.6348641334518516e-38,0.099960954446836933,7.7746708565660541e-18,5.4237971528519593e-09,3.980575890791255e-06,1.4392024571190211e-08,3.9229551151110927e-16,1.5748544296921201e-06,1.0864581811802383e-16,1.6510172473910122e-13,1.0480493751075543e-11,2.0183418156973992e-18,3.4946731997327593e-16,8.4630088004760717e-16,5.2885500224104296e-25,0.0,3.512427823593347e-05,3.5070550901471544e-05,3.9680335305138621e-06,6.7858002867855451e-16,3.1745957252693674e-10,2.216939573720572e-06,1.3950990602170501e-09,2.9838510313400973e-10,1.9772345554554416e-07,1.9045194400455859e-12,5.0650535384662687e-12,4.0309508319335251e-16,7.3201962142157824e-19,5.3789350876422247e-10,9.2492437768471459e-18,3.8417566978374212e-20,2.9783772640896925e-19,2.7297642381024647e-21,7.0948760289904323e-22,7.0889113985615484e-21
0.0014643106922103011,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104307619638396,0.099963056026251274,1.6536814756126291e-38,0.099960931683418061,7.8862107982293405e-18,5.4703450783131188e-09,4.0034370144374827e-06,1.4656829251529096e-08,3.9613892252463979e-16,1.5848576120908378e-06,1.1247428037876483e-16,1.6580926264764589e-13,1.07230194112229e-11,2.0577999855149583e-18,3.5068768824830695e-16,8.6172169024175907e-16,5.3420721812163314e-25,0.0,3.5124270036477091e-05,3.5070538299690407e-05,3.9907164360489607e-06,6.8247689266576558e-16,3.1947539539667341e-10,2.2264298266339016e-06,1.4031111669388773e-09,2.9899871581660683e-10,1.9728551897970833e-07,1.9208640887306358e-12,5.158246829345338e-12,4.0713398113417056e-16,7.3457377821043811e-19,5.348391608921735e-10,9.463211231236811e-18,3.9771320313808711e-20,3.0326471521676908e-19,2.7689266572981643e-21,7.2335784559161224e-22,7.1192557549904004e-21
0.0014726534827251454,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104304448368913,0.099963045849140175,1.6726062976808277e-38,0.09996090892000864,7.9987512486289679e-18,5.517057334908921e-09,4.0262983532732776e-06,1.4924994340642113e-08,3.9997552877055132e-16,1.5948531294141842e-06,1.1641585134015579e-16,1.6651628915985693e-13,1.0969822966106063e-11,2.0977648788301359e-18,3.5189533634109555e-16,8.7729383513783915e-16,5.3958486980784477e-25,0.0,3.5124261839415938e-05,3.5070525699285747e-05,4.0133991046762293e-06,6.8637379232363758e-16,3.21489671274626e-10,2.2359130903411327e-06,1.411123347025906e-09,2.9960247115821992e-10,1.9684543659514097e-07,1.9372664366304549e-12,5.2526227402416581e-12,4.1119129184728805e-16,7.3710132229693229e-19,5.317405644216104e-10,9.6809515284759506e-18,4.1165068944020876e-20,3.0874496165064512e-19,2.8084403547840358e-21,7.3740620808969498e-22,7.14957774756862e-21
0.0014809962732399897,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104301277994145,0.099963035674948061,1.6916386017510737e-38,0.099960886156608711,8.1122977979030796e-18,5.5639349862003718e-09,4.0491599009588683e-06,1.5196538368216408e-08,4.0380542070254299e-16,1.604840771807319e-06,1.2047320137991137e-16,1.6722282684623919e-13,1.1220953702117617e-11,2.1382394182296506e-18,3.5309049298637603e-16,8.9301735268040317e-16,5.4498801600696342e-25,0.0,3.5124253644685128e-05,3.5070513100188403e-05,4.0360815427406172e-06,6.9027072657090974e-16,3.2350235793620571e-10,2.2453896673989547e-06,1.4191355982543124e-09,3.0019662295310416e-10,1.9640337115319651e-07,1.9537268571804893e-12,5.3481877919275569e-12,4.1526704984675897e-16,7.3960273181883903e-19,5.2860120525285671e-10,9.9025081146639573e-18,4.2599757108503221e-20,3.1427847904338426e-19,2.8483072931729657e-21,7.5163371767063991e-22,7.1798783437673456e-21
0.001489339063754834,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104298108468927,0.099963025503687478,1.7107783898842052e-38,0.099960863393218385,8.2268559961746105e-18,5.610979044896206e-09,4.0720216513372242e-06,1.5471479744044971e-08,4.0762869101778303e-16,1.6148203374519723e-06,1.2464904660839323e-16,1.6792889713607968e-13,1.1476461053588477e-11,2.1792265180360967e-18,3.5427337928967564e-16,9.0889227756054749e-16,5.5041671336916399e-25,0.0,3.5124245452223221e-05,3.5070500502332255e-05,4.0587637564041095e-06,6.9416769435750486e-16,3.2551341477352142e-10,2.2548598450464078e-06,1.4271479184643855e-09,3.0078141479586073e-10,1.9595947758830371e-07,1.9702457059597474e-12,5.4449484629771104e-12,4.193612880382421e-16,7.420784689149597e-19,5.2542445715502659e-10,1.0127924566077628e-17,4.4076345217481587e-20,3.1986527958278141e-19,2.8885294210270936e-21,7.660413987062426e-22,7.2101584620769247e-21
0.0014976818542696783,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104294939750326,0.099963015335371067,1.7300256641055791e-38,0.099960840629837677,8.3424313546246884e-18,5.6581904748326548e-09,4.0948835984308445e-06,1.5749836759029658e-08,4.1144543422824504e-16,1.62479163221769e-06,1.2894614929873538e-16,1.6863452036860424e-13,1.1736394598957685e-11,2.2207290842107689e-18,3.5544420899648885e-16,9.2491864119600908e-16,5.5587101656288929e-25,0.0,3.5124237261972165e-05,3.5070487905655264e-05,4.0814457516489611e-06,6.9806469466397187e-16,3.2752280272527762e-10,2.2643238958913845e-06,1.4351603055594058e-09,3.0135708055122556e-10,1.9551390335773259e-07,1.986823321385966e-12,5.5429111901191448e-12,4.2347403778504194e-16,7.4452898040351333e-19,5.2221358176023582e-10,1.0357244585796932e-17,4.5595810003997869e-20,3.2550537430463312e-19,2.929108673234813e-21,7.8063027262861245e-22,7.2404189742024642e-21
0.0015060246447845226,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104291771797534,0.099963005170011263,1.7493804264035784e-38,0.099960817866466684,8.4590293469642813e-18,5.7055701928378933e-09,4.1177457364383576e-06,1.6031627586149467e-08,4.1525574626573215e-16,1.6347544693270459e-06,1.3336731831551149e-16,1.6933971584209523e-13,1.2000804056968597e-11,2.2627500142560391e-18,3.5660318875417962e-16,9.4109647170985472e-16,5.6135097834497858e-25,0.0,3.512422907387691e-05,3.5070475310098444e-05,4.1041275342810993e-06,7.0196172650091788e-16,3.2953048420945567e-10,2.2737820785698369e-06,1.443172757504479e-09,3.0192384473892933e-10,1.9506678877736947e-07,2.0034600253703023e-12,5.642082368577955e-12,4.2760532895854713e-16,7.4695469830700134e-19,5.1897172889995005e-10,1.0590512000353192e-17,4.7159144675476203e-20,3.31198773085242e-19,2.9700469715273752e-21,7.9540135789585366e-22,7.2706607071717437e-21
0.0015143674352993668,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104288604571791,0.099962995007620625,1.7688426787283009e-38,0.099960795103105418,8.5766554083687115e-18,5.7531190700792727e-09,4.140608059731077e-06,1.6316870281398445e-08,4.1905972410763704e-16,1.6447086690300759e-06,1.3791540954213743e-16,1.7004450186163462e-13,1.2269739282883357e-11,2.3052921971149875e-18,3.5775051828793838e-16,9.574257939064134e-16,5.6685664959542646e-25,0.0,3.5124220887885177e-05,3.5070462715604427e-05,4.1268091099335742e-06,7.0585878890841601e-16,3.3153642305757558e-10,2.2832346383879971e-06,1.4511852723252866e-09,3.0248192276156553e-10,1.9461826734836077e-07,2.0201561237904555e-12,5.7424683524035519e-12,4.317551899538766e-16,7.493560400170328e-19,5.1570193713446122e-10,1.0827770756392565e-17,4.8767359064845273e-20,3.3694548463295143e-19,3.0113462241047312e-21,8.1035566995675268e-22,7.3008844453882179e-21
0.0015227102258142111,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104285438036305,0.099962984848211534,1.788412422990428e-38,0.099960772339753978,8.6953149358655366e-18,5.8008379338803167e-09,4.163470562849429e-06,1.6605582784689164e-08,4.2285746543077243e-16,1.654654058291178e-06,1.4259332630672618e-16,1.7074889578502975e-13,1.254325026472076e-11,2.348358513069678e-18,3.5888639064747702e-16,9.7390662924537221e-16,5.7238807938658881e-25,0.0,3.512421270394785e-05,3.5070450122119856e-05,4.1494904840701382e-06,7.097558809553833e-16,3.335405844517591e-10,2.29268180793878e-06,1.4591978481068208e-09,3.0303152138357402e-10,1.9416846607094813e-07,2.0369119071286582e-12,5.844075454789646e-12,4.3592364776206687e-16,7.5173340902842148e-19,5.1240713455727913e-10,1.1069064917362265e-17,5.0421479781111992e-20,3.427455164790211e-19,3.053008325771977e-21,8.2549422121506014e-22,7.3310909326026769e-21
