Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),CO2X(29),OX(20),OCX(21),CH3X(22),HX(19),COX(32),CH2X(58),CHX(26),H2X(31),C2H6X(34),HOX(23),CXHO(27),CX(24),C2H5X(33),C3H8X(38),C2H4OX(44),H2OX(30),CH4OX(41),HOCXO(25)
0.0005710524228397295,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104682759852494,0.09996415967808811,2.4928051876454474e-39,0.099963368962220259,5.8898599933025998e-19,1.0455404480984483e-09,1.5588917278847975e-06,8.9448402365808158e-10,2.2985073383275034e-17,5.8294359449517717e-07,4.6938985537094013e-19,7.2495113220176667e-14,2.9014290234304535e-13,6.9418574383264122e-20,8.9918963318743614e-17,2.2348614549765196e-17,9.0553883289175188e-26,0.0,3.5125204481552194e-05,3.5071939223759059e-05,1.5587590198125573e-06,2.6577881044740322e-16,1.1754389623276771e-10,9.7390758850037847e-07,5.4636359622313517e-10,8.6073294311577425e-11,1.2974443950804812e-07,3.6713812438505035e-13,3.1480484972023115e-13,6.9601761458300512e-17,1.8868860142646201e-19,9.6065195911412747e-11,2.5651925562887465e-19,1.6598054747983823e-22,7.8652431092839583e-21,2.0680199664497137e-22,2.4402393842362883e-23,3.1142626801592193e-21
0.000577467742887226,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104679596107872,0.09996415167497906,2.5496503165109947e-39,0.099963351458057362,6.1049889908403005e-19,1.0717058666227568e-09,1.5764152061027789e-06,9.2251793646920526e-10,2.4109788915964055e-17,5.888342192465747e-07,4.9996997224576441e-19,7.3396116189795731e-14,3.0256142616947101e-13,7.2404052123309857e-20,9.2362106523394145e-17,2.349589858730902e-17,9.2711615519118977e-26,0.0,3.5125197059245461e-05,3.5071928479261083e-05,1.5762592148094962e-06,2.6876590987877971e-16,1.1873115721495098e-10,9.8600776407865121e-07,5.5250518945310051e-10,8.8511482555032519e-11,1.3178540207993441e-07,3.763259769836954e-13,3.2467106719849885e-13,7.1256902042870403e-17,1.9380853749582115e-19,1.0055898079030405e-10,2.6748927310138728e-19,1.7679393378864886e-22,8.2690106067912949e-21,2.1435547749680613e-22,2.5451861890169256e-23,3.1529547469409424e-21
0.0005832415309299729,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104676752614115,0.099964144472838815,2.6013576742343409e-39,0.099963335704311346,6.3026997536199917e-19,1.0954752399954024e-09,1.5921867085364643e-06,9.48232854978705e-10,2.5153335303935812e-17,5.94146605128878e-07,5.2887599982452775e-19,7.4205121373644329e-14,3.1406468940705229e-13,7.5168434742690593e-20,9.4578994177779704e-17,2.4564936326600114e-17,9.4672876344603065e-26,0.0,3.512519038505041e-05,3.5071918814855177e-05,1.5920090056403058e-06,2.7145436217317227e-16,1.1980188169266368e-10,9.9687236646993479e-07,5.5803275246382046e-10,9.072345573455145e-11,1.3360930609281571e-07,3.8467246901469596e-13,3.3372113948634228e-13,7.2761231872752459e-17,1.9845416374524319e-19,1.0471029684554987e-10,2.776505523341433e-19,1.8701534660231391e-22,8.6452405665813677e-21,2.2129737855397184e-22,2.6423609475034815e-23,3.1876958745535475e-21
0.0005890153189727198,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.241046739130098,0.099964137271327747,2.6535829446511767e-39,0.099963319950565566,6.5042974577347272e-19,1.1194485039596462e-09,1.6079585683459591e-06,9.7441192967883024e-10,2.6226813436624972e-17,5.9946995166088718e-07,5.5914399964873144e-19,7.5012221870333296e-14,3.2588299067701118e-13,7.8007383097792958e-20,9.6812201121739598e-17,2.5669224478197416e-17,9.6652234526872612e-26,0.0,3.5125183716744651e-05,3.5071909156109626e-05,1.607758427138244e-06,2.7414287481022573e-16,1.2087482279667884e-10,1.0077113202661211e-06,5.6356043951510875e-10,9.2951099210880554e-11,1.3542020305825485e-07,3.9309055464351378e-13,3.4293456484803496e-13,7.4279330019260969e-17,2.0313383603648547e-19,1.0896236617007654e-10,2.8808989422456213e-19,1.9771836274169549e-22,9.0338762639119282e-21,2.2837575444932652e-22,2.7421568580329058e-23,3.2223549731625683e-21
0.000594211728211192,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104671360861255,0.099964130790510447,2.7010284606515508e-39,0.09996330577219438,6.6890636650121641e-19,1.1411947219377647e-09,1.6221535515970575e-06,9.9837420770593624e-10,2.7218740506031936e-17,6.0427088759945425e-07,5.8759140414936545e-19,7.5736900025521825e-14,3.3679335657925917e-13,8.0627140879085404e-20,9.8835402801497766e-17,2.6693770633774159e-17,9.8448962957947711e-26,0.0,3.512517772055368e-05,3.5071900468325037e-05,1.6219325868466888e-06,2.7656258843845987e-16,1.2184247626629231e-10,1.0174433238441006e-06,5.685354652771831e-10,9.4968561472766367e-11,1.3703832050037707e-07,4.0072662346577466e-13,3.5136781280815057e-13,7.5657260069427814e-17,2.0737331380932631e-19,1.1287483429459992e-10,2.9772704784798576e-19,2.0777759997427508e-22,9.3944480539010921e-21,2.3486315211315855e-22,2.8342476763088467e-23,3.2534744288296097e-21
0.0005994081374496641,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104668812176597,0.099964124310211538,2.7488934060824023e-39,0.099963291593822903,6.8769864105741299e-19,1.1630985101441855e-09,1.6363488314721276e-06,1.0227204409859189e-09,2.823528042518519e-17,6.0908172116500148e-07,6.1722071749416476e-19,7.6459880789261072e-14,3.4796739250539205e-13,8.3309069023678694e-20,1.0087062907711909e-16,2.7747888469176897e-17,1.0026002538647818e-25,0.0,3.5125171729593294e-05,3.5071891785581731e-05,1.6361064402577254e-06,2.7898235216833928e-16,1.2281213042194058e-10,1.0271524757714608e-06,5.7351059402948861e-10,9.6997189463912253e-11,1.3864485280747373e-07,4.0841802098036561e-13,3.5993618823707084e-13,7.7046098636406078e-17,2.1163786572815344e-19,1.1686780846832224e-10,3.0759692067392787e-19,2.182547686784631e-22,9.7654270515803177e-21,2.414613792890427e-22,2.9285239208282779e-23,3.2845208017626084e-21
0.0006046045466881363,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104666267100042,0.099964117830435129,2.7971777427208577e-39,0.099963277415450982,7.0680680110071023e-19,1.1851562148196722e-09,1.6505444112845429e-06,1.047454502037999e-09,2.9276587582878247e-17,6.1390292097183347e-07,6.4807071507843955e-19,7.7181093029922066e-14,3.5940917826692136e-13,8.6054009916102709e-20,1.0291730522733955e-16,2.8832058907522818e-17,1.0208528161070965e-25,0.0,3.5125165744074661e-05,3.5071883108088986e-05,1.6502799840640566e-06,2.8140216656723958e-16,1.2378387958009138e-10,1.0368378207603715e-06,5.7848582693887646e-10,9.9036246935126305e-11,1.4023931725900515e-07,4.1616346417069965e-13,3.6864105399198811e-13,7.8445728368244178e-17,2.1592628715362094e-19,1.2094061964842228e-10,3.1770311158500919e-19,2.2916358005417037e-22,1.0146982507115301e-20,2.48170517285284e-22,3.0250152028996946e-23,3.315491037291593e-21
0.0006098009559266085,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104663725772915,0.099964111351185395,2.845881432108804e-39,0.099963263237078367,7.2623098282806226e-19,1.2073641482128218e-09,1.6647402942979006e-06,1.0725803205135462e-09,3.0342803251185215e-17,6.1873494588680234e-07,6.801811517272598e-19,7.790046704673164e-14,3.7112283192937247e-13,8.8862807754661938e-20,1.0497485154590194e-16,2.994676153645812e-17,1.0392458341952064e-25,0.0,3.5125159764204822e-05,3.5071874436052007e-05,1.664453215008469e-06,2.8382203219406818e-16,1.2475781608716281e-10,1.0464984227448569e-06,5.8346116515480136e-10,1.010849907450054e-10,1.4182124092718474e-07,4.2396165808467775e-13,3.7748379303688483e-13,7.9856030897138688e-17,2.2023736312314329e-19,1.2509250482575807e-10,3.2804925322582152e-19,2.4051809163122174e-22,1.0539283200620069e-20,2.5499061389233098e-22,3.1237511975817377e-23,3.3463821422143306e-21
0.0006149973651650806,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104661188333529,0.099964104872466458,2.8950044355673938e-39,0.099963249058704864,7.4597122886710361e-19,1.2297185930780556e-09,1.6789364837239011e-06,1.0981018836045905e-09,3.1434055360441626e-17,6.2357824460769798e-07,7.135927812614772e-19,7.8617934629059146e-14,3.8311251039758361e-13,9.1736308494489085e-20,1.0704268396898558e-16,3.1092474424670462e-17,1.0577776632605317e-25,0.0,3.5125153790187569e-05,3.5071865769672808e-05,1.6786261298859515e-06,2.8624194959890258e-16,1.2573403023457596e-10,1.0561333657102231e-06,5.8843660980856898e-10,1.0314267183561402e-10,1.433901610992623e-07,4.3181129741415596e-13,3.8646580858630037e-13,8.1276886966991318e-17,2.2456986967187505e-19,1.2932260676858238e-10,3.3863901251915001e-19,2.5233271418793225e-22,1.0942497377582354e-20,2.6192168404727133e-22,3.2247616416814487e-23,3.3771911874485506e-21
0.0006201937744035528,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104658654917036,0.099964098394282455,2.9445467142119407e-39,0.099963234880330265,7.6602749037989034e-19,1.2522158072225014e-09,1.6931329827202448e-06,1.1240232363939706e-09,3.2550458293832576e-17,6.2843325525566051e-07,7.483473763750844e-19,7.9333429116914395e-14,3.9538241000480994e-13,9.4675359790379943e-20,1.0912021470650771e-16,3.2269673940504019e-17,1.0764468268159888e-25,0.0,3.5125147822220922e-05,3.5071857109147488e-05,1.6927987255457893e-06,2.8866191932262441e-16,1.2671261017711869e-10,1.0657417544947861e-06,5.9341216201259736e-10,1.0520853620475658e-10,1.4494562568570559e-07,4.3971106809154016e-13,3.9558852422855113e-13,8.2708176560514597e-17,2.2892257514866644e-19,1.3362997394767724e-10,3.4947609118548539e-19,2.6462221877976881e-22,1.1356792685028858e-20,2.689637105724386e-22,3.3280763317448372e-23,3.4079153105954891e-21
0.0006248705427181777,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104656378390854,0.099964092564377591,2.9894932129839805e-39,0.099963222119792056,7.8434820654909961e-19,1.2725822582500921e-09,1.7059100990642787e-06,1.1476976642332362e-09,3.3576808363928579e-17,6.3281313181031607e-07,7.8081010970034914e-19,7.9975633362382481e-14,4.066684092364258e-13,9.7377253593195343e-20,1.1099779611815082e-16,3.3356466778107583e-17,1.0933652577650348e-25,0.0,3.512514245638401e-05,3.507184931983817e-05,1.7055537861498855e-06,2.9083993724597019e-16,1.2759542595591374e-10,1.0743658781395126e-06,5.9789025185530745e-10,1.0707418444838799e-10,1.4633367450698884e-07,4.4686263212861634e-13,4.0392045997889665e-13,8.400515815096371e-17,2.3285625705600793e-19,1.375718038559792e-10,3.5944400797587326e-19,2.7610130130337691e-22,1.1739270856502492e-20,2.753963626439046e-22,3.4230543564949992e-23,3.4354921029578012e-21
0.0006295473110328026,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410465410532393,0.099964086734912416,3.0347792644002151e-39,0.09996320935925268,8.029246232956429e-19,1.2930585508479933e-09,1.7186874708942341e-06,1.1717022763277435e-09,3.4623676067027201e-17,6.3720314471355102e-07,8.144272520805375e-19,8.0616140417443067e-14,4.1818793493119553e-13,1.0013355149392132e-19,1.1288232210481133e-16,3.4469492630917699e-17,1.1103925237640527e-25,0.0,3.5125137095742954e-05,3.5071841535562592e-05,1.7183085834651422e-06,2.9301799835861277e-16,1.2848028873399361e-10,1.0829671637024451e-06,6.0236843048172693e-10,1.0894529258938606e-10,1.4771015322359506e-07,4.5405276535169309e-13,4.1236859918280552e-13,8.5310404868152439e-17,2.3680439134161495e-19,1.4157454546909171e-10,3.6961802911426594e-19,2.8798859085128117e-22,1.2130981244626693e-20,2.8191879384175495e-22,3.5199448041284356e-23,3.4629958581573619e-21
0.0006342240793474276,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104651835807822,0.09996408090588986,3.0804048397473769e-39,0.099963196598711973,8.2175652390591954e-19,1.3136419233202758e-09,1.7314651003916501e-06,1.1960401428010932e-09,3.5691115961733027e-17,6.4160358985694336e-07,8.4923145403758645e-19,8.1254905133210891e-14,4.299441305060925e-13,1.0294487473520397e-19,1.147733589583443e-16,3.5609094531454929e-17,1.1275275102995561e-25,0.0,3.5125131740432033e-05,3.5071833756453774e-05,1.7310631153157078e-06,2.9519610303433908e-16,1.2936725803034641e-10,1.0915450049336929e-06,6.0684669866065408e-10,1.1082130462023145e-10,1.490747558595047e-07,4.6128049799534285e-13,4.20934022311091e-13,8.6623828150951679e-17,2.407660694742379e-19,1.4563731017512844e-10,3.800009275433988e-19,3.0029563282396439e-22,1.2532044571777879e-20,2.8853092805328211e-22,3.6187695123940062e-23,3.4904246376360192e-21
0.0006389008476620525,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104649569931738,0.099964075077312947,3.1263699102160644e-39,0.099963183838169808,8.4084363758216347e-19,1.334329609033414e-09,1.744242989697535e-06,1.2207143722596023e-09,3.6779173332680869e-17,6.4601475527053289e-07,8.8525608611428156e-19,8.1891883513643542e-14,4.419401667348164e-13,1.0581184553068544e-19,1.1667047211581233e-16,3.6775613958867612e-17,1.1447690825553532e-25,0.0,3.5125126390582299e-05,3.5071825982641452e-05,1.7438173795664431e-06,2.9737425164002709e-16,1.3025639177667874e-10,1.1000988110785599e-06,6.1132505714668847e-10,1.1270166375672476e-10,1.5042718433171449e-07,4.6854485856077975e-13,4.2961782337794562e-13,8.7945339260549575e-17,2.4474038121117132e-19,1.4975914845885558e-10,3.9059550034842557e-19,3.1303422722372406e-22,1.2942581013615933e-20,2.9523267017623861e-22,3.7195503531681175e-23,3.5177765523856367e-21
0.0006435776159766774,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104647307782501,0.099964069249184717,3.1726744469103352e-39,0.09996317107762609,8.6018564104559658e-19,1.3551188391229331e-09,1.7570211409111996e-06,1.2457281118271775e-09,3.7887884129190014e-17,6.5043692092868803e-07,9.2253525151807521e-19,8.2527032743748759e-14,4.5417924210166553e-13,1.0873508703025418e-19,1.1857322653597653e-16,3.7969390739113583e-17,1.1621160966864981e-25,0.0,3.5125121046321356e-05,3.5071818214251916e-05,1.7565713741240814e-06,2.9955244453544638e-16,1.3114774627845695e-10,1.108628007259164e-06,6.1580350667982214e-10,1.14585813022743e-10,1.5176714864445598e-07,4.7584487476628321e-13,4.3842110995321081e-13,8.9274849356732973e-17,2.4872641538803414e-19,1.5393905039322997e-10,4.0140456906882307e-19,3.2621643312554239e-22,1.3362710163955356e-20,3.0202390668163362e-22,3.8223092312332312e-23,3.5450497641683345e-21
0.0006482543842913024,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104645049444487,0.099964063421508154,3.2193184208574565e-39,0.099963158317080678,8.7978216023265117e-19,1.3760068451993611e-09,1.769799556089109e-06,1.2710845471471214e-09,3.9017274915962353e-17,6.5487035856598976e-07,9.6110379893776061e-19,8.3160311216726656e-14,4.6666458315562205e-13,1.1171522328504703e-19,1.2048118707540515e-16,3.9190762946778665e-17,1.1795674148343579e-25,0.0,3.5125115707773183e-05,3.5071810451407892e-05,1.7693250969383752e-06,3.0173068207305857e-16,1.3204137617794863e-10,1.1171320348362852e-06,6.2028204798503082e-10,1.1647319583238418e-10,1.5309436707334754e-07,4.8317957449737744e-13,4.4734500316300522e-13,9.0612269573862755e-17,2.5272326070541018e-19,1.5817594623403185e-10,4.1243098001045249e-19,3.3985457320907892e-22,1.3792551000212408e-20,3.0890450620938144e-22,3.9270680830476039e-23,3.5722424866735177e-21
0.0006529311526059273,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410464279499957,0.099964057594286226,3.266301803017743e-39,0.09996314555653342,8.9963277203736924e-19,1.3969908620358526e-09,1.7825782372437537e-06,1.2967869023527923e-09,4.0167362835406063e-17,6.5931533150322175e-07,1.000997335522071e-18,8.3791678559429461e-14,4.7939944486396726e-13,1.1475287921216943e-19,1.223939188625694e-16,4.0440066808575235e-17,1.1971218997184815e-25,0.0,3.5125110375058119e-05,3.5071802694228418e-05,1.7820785460032182e-06,3.0390896459782513e-16,1.3293733441930567e-10,1.1256103517512971e-06,6.2476068177187604e-10,1.1836325656868159e-10,1.5440856633939171e-07,4.9054798675057589e-13,4.5639063767939369e-13,9.1957511096488073e-17,2.567300065116949e-19,1.6246870711198859e-10,4.2367760455717515e-19,3.5396123834791776e-22,1.4232221849443593e-20,3.1587432018010484e-22,4.033848875505168e-23,3.5993529866112342e-21
0.0006576079209205522,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104640544527067,0.099964051767522003,3.3136245642945084e-39,0.099963132795984219,9.1973700611547319e-19,1.4180681302338051e-09,1.7953571863425432e-06,1.3228384400075168e-09,4.1338155581632972e-17,6.6377209448380107e-07,1.0422522400178622e-18,8.4421095656300851e-14,4.9238711096497254e-13,1.178486805591124e-19,1.2431098766923622e-16,4.1717636608603586e-17,1.21477841449257e-25,0.0,3.5125105048292845e-05,3.50717949428289e-05,1.7948317193577492e-06,3.0608729244701557e-16,1.3383567221575526e-10,1.1340624328475123e-06,6.2923940873411272e-10,1.2025544115761614e-10,1.5570948177247944e-07,4.979491425693962e-13,4.6555916169923394e-13,9.3310485234452215e-17,2.6074574358065444e-19,1.668161458211715e-10,4.3514733948162449e-19,3.685492922552454e-22,1.4681840355004475e-20,3.2293318342854267e-22,4.142673604684708e-23,3.6263795847396677e-21
0.0006622846892351771,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104638298103723,0.099964045941218424,3.3612866755440993e-39,0.099963120035432951,9.400943467519217e-19,1.4392358988654205e-09,1.8081364053067245e-06,1.3492424610131298e-09,4.2529651386439834e-17,6.6824089352105509e-07,1.0849056760714989e-18,8.5048524671757131e-14,5.0563089431944635e-13,1.2100325386786095e-19,1.2623196027893232e-16,4.3023804595468522e-17,1.2325358184034626e-25,0.0,3.5125099727590227e-05,3.5071787197320943e-05,1.8075846150874304e-06,3.0826566595002319e-16,1.3473643901898091e-10,1.1424877701701359e-06,6.3371822954930892e-10,1.2214919763624994e-10,1.5699685746399954e-07,5.0538207597227962e-13,4.7485173691198175e-13,9.4671103497355294e-17,2.6476956488231921e-19,1.7121701770502396e-10,4.4684310725494106e-19,3.83631876187235e-22,1.5141523443861483e-20,3.3008091485928783e-22,4.2535642945882186e-23,3.6533206568242566e-21
0.0006669614575498021,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104636055803619,0.099964040115378544,3.4092881075860687e-39,0.099963107274879545,9.6070423477817644e-19,1.4604914280856176e-09,1.8209158960103171e-06,1.3760023044869559e-09,4.3741839017419365e-17,6.7272196575661195e-07,1.1289956056949591e-18,8.5673929070921027e-14,5.1913413726091218e-13,1.2421722643869322e-19,1.281564048516586e-16,4.4358900891325052e-17,1.2503929856090661e-25,0.0,3.512509441305928e-05,3.5071779457812297e-05,1.8203372313251033e-06,3.1044408542817997e-16,1.3563968249074547e-10,1.1508858732443258e-06,6.3819714487846559e-10,1.2404397671378799e-10,1.5827044640828489e-07,5.1284582486974591e-13,4.8426953845639088e-13,9.6039277668241978e-17,2.6880056634580013e-19,1.7567002163986983e-10,4.5876785635526692e-19,3.9922241370467416e-22,1.5611387294582581e-20,3.3731731811995971e-22,4.3665429958683766e-23,3.680174634526795e-21
0.000671638225864427,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104633817698176,0.099964034290005319,3.4576288312133964e-39,0.09996309451432385,9.8156606953798429e-19,1.4818319917077622e-09,1.833695660279086e-06,1.4031213476077656e-09,4.4974697788111532e-17,6.7721553933005178e-07,1.1745608028942257e-18,8.6297273638705108e-14,5.3290021194405819e-13,1.2749122629366859e-19,1.3008389128413391e-16,4.572325340291243e-17,1.268348785904002e-25,0.0,3.5125089104805091e-05,3.5071771724406835e-05,1.8330895662520178e-06,3.1262255119458102e-16,1.3654544847678708e-10,1.1592562693310534e-06,6.4267615536565595e-10,1.2593923232451219e-10,1.5953001063274754e-07,5.2033943196884485e-13,4.9381375486629126e-13,9.7414919876397135e-17,2.7283784761284421e-19,1.8017380111352167e-10,4.7092456157469031e-19,4.1533461549197845e-22,1.6091547306027723e-20,3.446421822914592e-22,4.4816317845450631e-23,3.706940006223532e-21
0.0006763149941790519,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104631583856101,0.099964028465101759,3.5063088172027974e-39,0.099963081753765767,1.0026792108987493e-18,1.5032548797398616e-09,1.8464756998895293e-06,1.4306030054314159e-09,4.6228197580062935e-17,6.8172183325995618e-07,1.2216408674568061e-18,8.6918524497227395e-14,5.4693252069106283e-13,1.3082588213980134e-19,1.3201399156511958e-16,4.7117187734635968e-17,1.2864020984867375e-25,0.0,3.5125083802928884e-05,3.507176399720448e-05,1.8458416180988354e-06,3.1480106355391039e-16,1.3745378098301452e-10,1.1675985036605087e-06,6.4715526163766629e-10,1.2783442217152714e-10,1.6077532131656796e-07,5.2786194566372248e-13,5.0348558800570006e-13,9.8797942669131962e-17,2.7688051278090669e-19,1.8472694539615978e-10,4.8331622432428711e-19,4.3198248423247076e-22,1.6582118066760025e-20,3.5205528259417525e-22,4.5988527607108709e-23,3.7336153177514916e-21
0.0006809917624936769,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104629354343354,0.099964022640670835,3.5553280363250865e-39,0.099963068993205201,1.0240429813028627e-18,1.5247574008763348e-09,1.8592560165679009e-06,1.4584507306765932e-09,4.7502298876731836e-17,6.8624105733651725e-07,1.2702762388968622e-18,8.7537649121529626e-14,5.6123449633545246e-13,1.3422182333192212e-19,1.3394628012524946e-16,4.8541027103761905e-17,1.3045518081802095e-25,0.0,3.512507850752777e-05,3.5071756276301163e-05,1.8585933851466018e-06,3.1697962280227281e-16,1.3836472215403375e-10,1.1759121396427266e-06,6.5163446430364926e-10,1.2972900826027424e-10,1.6200615889777932e-07,5.354124209105877e-13,5.1328625299340991e-13,1.0018825908244391e-16,2.8092767113452465e-19,1.8932799080132346e-10,4.9594587293695842e-19,4.491803195393906e-22,1.7083213325200547e-20,3.5955638110823366e-22,4.7182280472255883e-23,3.7601991730819271e-21
0.0006856685308083018,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104627129223136,0.099964016816715587,3.6046864593555947e-39,0.099963056232642053,1.0456566678539758e-18,1.5463368849404119e-09,1.8720366119892624e-06,1.4866680134809541e-09,4.8796952809200977e-17,6.9077341202584872e-07,1.3205082105573929e-18,8.8154616353580077e-14,5.7580960256318555e-13,1.3767967983523417e-19,1.3588033418073279e-16,4.9995092257789862e-17,1.3227968090662652e-25,0.0,3.5125073218694948e-05,3.5071748561788818e-05,1.871344865727693e-06,3.1915822922703007e-16,1.3927831225403496e-10,1.1841967590551618e-06,6.5611376395478982e-10,1.3162245742080135e-10,1.6322231316860022e-07,5.4298992008534269e-13,5.2321697811715838e-13,1.0158578271043425e-16,2.8497843786379103e-19,1.9397542203510991e-10,5.0881656296779533e-19,4.6694272294243716e-22,1.7594945960549475e-20,3.6714522750603533e-22,4.8397797883999873e-23,3.7866902349200799e-21
0.0006903452991229267,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410462490855583,0.099964010993238997,3.6543840570846337e-39,0.099963043472076227,1.067519524435188e-18,1.5679906852730804e-09,1.8848174877765619e-06,1.5152583811280643e-09,5.0112101213604521e-17,6.9531908838610349e-07,1.3723789438684524e-18,8.8769396414546107e-14,5.9066133425067309e-13,1.4120008218757427e-19,1.3781573407039891e-16,5.1479701394062387e-17,1.341135996409701e-25,0.0,3.5125067936519434e-05,3.5071740853755239e-05,1.8840960582267283e-06,3.2133688310664363e-16,1.401945896500596e-10,1.1924519622070068e-06,6.6059316116397816e-10,1.3351424181781473e-10,1.6442358335891852e-07,5.5059351382244136e-13,5.3327900473751959e-13,1.0299042777337315e-16,2.8903193476878344e-19,1.9866767363119238e-10,5.2193137749171413e-19,4.852846029294858e-22,1.8117427954494593e-20,3.7482155979597403e-22,4.9635301486692066e-23,3.8130872252305575e-21
0.0006950220674375516,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410462269239903,0.099964005170244022,3.7044208003279953e-39,0.099963030711507667,1.0896307738533994e-18,1.5897161810644763e-09,1.8975986454997481e-06,1.5442253977457076e-09,5.1447676700112787e-17,6.9987826799544636e-07,1.4259314827596258e-18,8.9381960915327811e-14,6.057932177994035e-13,1.4478366146139158e-19,1.3975206358557496e-16,5.299517008166574e-17,1.3595682802943923e-25,0.0,3.5125062661086206e-05,3.5071733152284234e-05,1.8968469610814553e-06,3.2351558471052102e-16,1.4111359079765787e-10,1.2006773680801594e-06,6.6507265648549644e-10,1.3540383944758933e-10,1.6560977820787494e-07,5.582222818335402e-13,5.4347358718172293e-13,1.044021091843047e-16,2.9308729094884733e-19,2.0340313146869937e-10,5.3529342739807247e-19,5.0422118004284832e-22,1.8650770363726131e-20,3.8258510507535664e-22,5.0895013112562333e-23,3.8393889256880643e-21
0.0006996988357521766,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24104620480807459,0.099963999347733729,3.7547966599374726e-39,0.099963017950936248,1.1119896100053042e-18,1.6115107796236927e-09,1.9103800866749175e-06,1.5735726639761944e-09,5.2803602733291611e-17,7.0445112289191344e-07,1.4812097682248658e-18,8.9992282865350155e-14,6.2120881146686157e-13,1.4843104922545912e-19,1.4168891029228013e-16,5.4541811185674817e-17,1.3780925800190239e-25,0.0,3.5125057392476066e-05,3.5071725457455363e-05,1.9095975727835948e-06,3.2569433429886943e-16,1.4203535022894128e-10,1.2088726144467889e-06,6.6955225045471537e-10,1.372907346208654e-10,1.6678071602351881e-07,5.658753137045196e-13,5.5380199262761139e-13,1.058207426140938e-16,2.9714364347568913e-19,2.0818013436976407e-10,5.4890585168198986e-19,5.2376799202940694e-22,1.919508329327656e-20,3.9043558029092644e-22,5.2177154768259661e-23,3.8655941780532652e-21
0.0007043756040668015,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410461827383302,0.099963993525711031,3.8055116068113809e-39,0.099963005190361928,1.1345952000612557e-18,1.6333719185832698e-09,1.9231618127634901e-06,1.6033038166192616e-09,5.4179793723646881e-17,7.0903781552516484e-07,1.5382586530380603e-18,9.0600336679611082e-14,6.3691170569343229e-13,1.5214287750633569e-19,1.4362586584525029e-16,5.6119934793792992e-17,1.3967078229878075e-25,0.0,3.5125052130765687e-05,3.507171776934412e-05,1.9223478918796585e-06,3.2787313212255458e-16,1.429599005430332e-10,1.2170373579634748e-06,6.740319435878056e-10,1.3917441843089836e-10,1.6793622473052811e-07,5.7355170966957292e-13,5.6426550097796124e-13,1.072462445548145e-16,3.0120013804927086e-19,2.1299697577352382e-10,5.627718177321056e-19,5.439408990440472e-22,1.9750475870703327e-20,3.983726930056299e-22,5.3481948621305332e-23,3.8917018844737847e-21
