Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),CO2X(34),OCX(21),OX(20),CH3X(22),HX(19),COX(37),CH2X(134),CHX(26),H2X(36),C2H6X(39),HOX(23),CXHO(27),CX(24),C2H3X(143),C2H5X(38),C2H4X(51),C2H3X(50),C3H8X(43),C3H6(158),C3H6X(171),C3H5X(169),SX(157),SX(217),H2OX(35),C2H4OX(49)
3.803271394078116e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105690839581492,0.099966755828139575,2.5524539453395096e-56,0.099970464567760861,9.8214301864582803e-40,8.4331819408741111e-26,1.0385848865640171e-12,3.1754267806286899e-22,1.1496054750811196e-40,3.9205232360123628e-13,2.4797153341374408e-43,7.8486727731768756e-23,8.3814172902227003e-32,3.4959057102693104e-40,1.5965796127197501e-32,6.0387231529150531e-34,5.4293800039551993e-40,1.8382317019085174e-46,3.3244171383315826e-05,2.9535431200322499e-05,4.3021247174490227e-20,1.0388081967167976e-12,8.4948320739007376e-14,4.7728731607026717e-13,2.2326713153415899e-16,5.2572710097942396e-17,6.0508584425375109e-17,2.1376067736935919e-29,5.8539362583617937e-26,6.1005109843029115e-28,3.7282502060941126e-34,1.3272541972938024e-27,1.8276670614654914e-36,2.2655568856286397e-34,1.8706609668592137e-50,6.5632952900488441e-53,3.0527475994683577e-47,4.3236421038437105e-66,2.8983461553790912e-70,4.5741560626441453e-73,6.7428610659215247e-71,5.9342596771639651e-91,1.520384032589815e-43,8.7734338888934334e-38
3.826261086861462e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105682082346794,0.099966727640255881,2.5990124448190895e-56,0.09997040518329757,1.0005860056901971e-39,8.5870084719695559e-26,1.0448605392766852e-12,3.2014148383382368e-22,1.1705773331363313e-40,3.9492386423390426e-13,2.5189868339405628e-43,7.9437699989452461e-23,8.5099193225088591e-32,3.5428433718245777e-40,1.6159399128284767e-32,6.1119292031116759e-34,5.4985342785507596e-40,1.8932841928882863e-46,3.3272359264142012e-05,2.9594815657332984e-05,4.3022260360393328e-20,1.0450858299548425e-12,8.4959240033107504e-14,4.801721063274288e-13,2.2524765589785574e-16,5.2728100965038116e-17,6.1181765896787535e-17,2.1803958296271596e-29,5.9259544694381453e-26,6.1401841449688159e-28,3.7574256685882188e-34,1.3516793462981425e-27,1.8746553785914801e-36,2.2837475821542811e-34,1.936451494200399e-50,6.8062819309695754e-53,3.1169187962658535e-47,4.5150780972638325e-66,3.0436095987817285e-70,4.8091072860459074e-73,7.081660925015181e-71,6.3185605426350413e-91,1.5545798901461207e-43,8.9140761146538922e-38
3.849250779644808e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105673445935752,0.099966699983128168,2.6461336470395787e-56,0.099970346476314878,1.0192603692954239e-39,8.7426940841836074e-26,1.0511361808923301e-12,3.2274094469276789e-22,1.1918027291840175e-40,3.9779574881406908e-13,2.5585773839604067e-43,8.0394389953767554e-23,8.6394487504657937e-32,3.5900913299214018e-40,1.6354169483846843e-32,6.1855762019319875e-34,5.5681366056673891e-40,1.9495855477500647e-46,3.3300016388966555e-05,2.9653522633740602e-05,4.3023274264321017e-20,1.0513634549555638e-12,8.4969812389459e-14,4.8305689577791111e-13,2.2723103996020261e-16,5.2881621748426325e-17,6.1856921949649163e-17,2.2237585693936372e-29,5.9982249209001907e-26,6.1798738542700835e-28,3.7867002783557739e-34,1.3763750737602463e-27,1.9225113364356517e-36,2.3019400040012131e-34,2.0040631832776345e-50,7.0565196598078941e-53,3.1819199957632181e-47,4.713601723212778e-66,3.1950794521568669e-70,5.0544246956653495e-73,7.4350765256343087e-71,6.7249660310914141e-91,1.5893140336040382e-43,9.0560236677361175e-38
3.872240472428154e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105664928576184,0.099966672846763915,2.693820931191573e-56,0.099970288439083482,1.0381675997048019e-39,8.9002499395195009e-26,1.0574118115565885e-12,3.2534103987387381e-22,1.2132831875083196e-40,4.0066796579872887e-13,2.598486931967883e-43,8.1356797470236045e-23,8.7700056634707878e-32,3.6376495975802581e-40,1.6550107209739908e-32,6.25966414848574e-34,5.6381871683215512e-40,2.0071548840657941e-46,3.3327152750326637e-05,2.971155985884391e-05,4.3024288876905654e-20,1.057641071823735e-12,8.4980049398243344e-14,4.8594168443847017e-13,2.2921724285799983e-16,5.3033292902939705e-17,6.253402880626117e-17,2.2676988720533324e-29,6.0707444460097707e-26,6.2195801128387749e-28,3.8160741482886887e-34,1.4013421673575211e-27,1.9712444655832315e-36,2.3201340427906344e-34,2.0735324311043102e-50,7.3141723663397064e-53,3.2477543723534904e-47,4.9194240020707962e-66,3.3529748065885717e-70,5.3104907248497867e-73,7.8036346290151968e-71,7.1545884359542542e-91,1.6245912308919208e-43,9.1992791358695417e-38
3.8952301652115e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105656528523547,0.099966646221358729,2.742077676460532e-56,0.099970231063962314,1.0573091880540837e-39,9.0596871999093425e-26,1.0636874314131145e-12,3.2794174930097197e-22,1.2350202324163958e-40,4.0354050403051251e-13,2.6387154255255538e-43,8.2324922384417077e-23,8.9015901449019026e-32,3.6855181906244681e-40,1.6747212321871751e-32,6.3341930418953891e-34,5.7086861495351071e-40,2.0660114671311116e-46,3.3353778152643589e-05,2.9768934973752378e-05,4.3025304188551042e-20,1.0639186806627307e-12,8.4989962263193602e-14,4.8882647232552751e-13,2.3120622431202371e-16,5.3183134733918559e-17,6.3213062949507808e-17,2.3122206166692663e-29,6.1435099118888925e-26,6.2593029212945447e-28,3.8455473883584348e-34,1.4265814052775213e-27,2.0208643237478618e-36,2.3383295945697788e-34,2.1448960667766421e-50,7.5794064396999022e-53,3.3144250622007836e-47,5.1327607034308669e-66,3.5175208452138647e-70,5.5776991525121173e-73,8.1878772354483282e-71,7.6085880507361615e-91,1.6604162572684064e-43,9.3438450772643923e-38
3.918219857994846e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105648244060454,0.099966620097292722,2.7909072620268761e-56,0.099970174343397417,1.0766866263714905e-39,9.2210170272141432e-26,1.0699630406036075e-12,3.3054305356485839e-22,1.2570153882384735e-40,4.0641335272482235e-13,2.6792628120484398e-43,8.3298764541906223e-23,9.0342022723836186e-32,3.7336971276251492e-40,1.6945484836200649e-32,6.4091628812958733e-34,5.7796337323351775e-40,2.1261747099337687e-46,3.3379902215764121e-05,2.9825655532392694e-05,4.3026320189815748e-20,1.0701962815745461e-12,8.4999561814468227e-14,4.9171125945517649e-13,2.3319794461867948e-16,5.3331167395429321e-17,6.3894001120932688e-17,2.3573276823058074e-29,6.2165182193778231e-26,6.2990422802449304e-28,3.8751201045947436e-34,1.4520935563221339e-27,2.0713804954757412e-36,2.3565265596536502e-34,2.2181913526322852e-50,7.8523907876190363e-53,3.3819351636687584e-47,5.353832418236173e-66,3.6889489660887703e-70,5.8564553575515705e-73,8.5883619162170641e-71,8.08817489776217e-91,1.6967938952473245e-43,9.4897240209485348e-38
3.941209550778192e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105640073496259,0.099966594465127165,2.8403130670660763e-56,0.099970118269921013,1.0963014075777231e-39,9.3842505832238709e-26,1.0762386392678406e-12,3.3314493390133779e-22,1.2792701793279011e-40,4.0928650145740335e-13,2.7201290388613458e-43,8.427832378833478e-23,9.1678421180237016e-32,3.7821864298467636e-40,1.7144924768734196e-32,6.4845736658344242e-34,5.8510300997540069e-40,2.1876641731226338e-46,3.3405534378434951e-05,2.9881729002503658e-05,4.3027336871814916e-20,1.0764738746598189e-12,8.5008858521096245e-14,4.9459604584318778e-13,2.3519236464177328e-16,5.3477410888628249e-17,6.4576820318793125e-17,2.4030239480273849e-29,6.289766302884429e-26,6.3387981902855938e-28,3.904792401057097e-34,1.4778793800109929e-27,2.1228025918525075e-36,2.3747248424721511e-34,2.2934559853908688e-50,8.1332968556559618e-53,3.4502877377465399e-47,5.5828646314762126e-66,3.867496906556105e-70,6.147176577124697e-73,9.0056621503711826e-71,8.5946105068359409e-91,1.733728934523947e-43,9.6369184671004924e-38
3.9641992435615377e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105632015166606,0.099966569315601023,2.8902984707487562e-56,0.099970062836150619,1.1161550254859747e-39,9.5493990296574623e-26,1.0825142275436858e-12,3.3574737216997985e-22,1.3017861300611991e-40,4.1215994015232828e-13,2.7613140532528693e-43,8.5263599969369319e-23,9.302509748641569e-32,3.8309861211932389e-40,1.7345532135528262e-32,6.5604253946703592e-34,5.9228754348288279e-40,2.2504995649772703e-46,3.3430683901711972e-05,2.9937162766619625e-05,4.3028354225349015e-20,1.0827514600178443e-12,8.5017862503007949e-14,4.9748083150501759e-13,2.3718944580440301e-16,5.3621885060264557e-17,6.5261497796094665e-17,2.449313292897263e-29,6.3632511302252599e-26,6.3785706520006015e-28,3.9345643793426281e-34,1.5039396266841075e-27,2.1751402502128517e-36,2.3929243514224156e-34,2.370728097276747e-50,8.422298646426455e-53,3.5194858084719895e-47,5.8200877954414698e-66,4.0534088691201367e-70,6.4502921687962996e-73,9.4403676663702869e-71,9.1292097449383382e-91,1.7712261719025414e-43,9.7854308873786632e-38
3.9871889363448837e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105624067432985,0.09996654463962755,2.9408668522407765e-56,0.099970008034787922,1.1362489748019387e-39,9.7164735281628777e-26,1.0887898055671446e-12,3.3835035083356449e-22,1.3245647648381099e-40,4.1503365907038149e-13,2.8028178025262202e-43,8.6254592930710843e-23,9.4382052259884515e-32,3.8800962281547328e-40,1.754730695268584e-32,6.6367180669748922e-34,5.9951699206017366e-40,2.3147007413781062e-46,3.3455359872305252e-05,2.9991964123042813e-05,4.3029372241263115e-20,1.0890290377465979e-12,8.5026583542665073e-14,5.0036561645581075e-13,2.3918915008096326e-16,5.376460960131705e-17,6.5948011058607102e-17,2.4961995959763769e-29,6.4369697024588245e-26,6.4183596659626652e-28,3.9644361367818453e-34,1.5302750376036958e-27,2.2284031338528412e-36,2.4111249987261931e-34,2.4500462571242555e-50,8.7195727388279364e-53,3.5895323633522285e-47,6.0657374035365274e-66,4.2469356488331675e-70,6.766243876600009e-73,9.8930847886321089e-71,9.6933426980615247e-91,1.8092904112252145e-43,9.9352637252467271e-38
4.0101786291282296e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105616228682336,0.099966520428291114,2.9920215907033287e-56,0.099969953858617899,1.1565847511238185e-39,9.885485240317113e-26,1.0950653734723709e-12,3.4095385293819621e-22,1.3476076080816414e-40,4.179076487978306e-13,2.8446402340470207e-43,8.7251302518094304e-23,9.5749286069596504e-32,3.929516779755006e-40,1.7750249236356025e-32,6.713451681930932e-34,6.0679137401195609e-40,2.3802877057771832e-46,3.3479571205861056e-05,3.0046140286804437e-05,4.3030390911153727e-20,1.0953066079427516e-12,8.5035031096303636e-14,5.0325040071040833e-13,2.4119143998926604e-16,5.3905604045758997e-17,6.6636337862864248e-17,2.5436867363222333e-29,6.5109190537114686e-26,6.4581652327333859e-28,3.9944077690249202e-34,1.5568863450552218e-27,2.2826009317449153e-36,2.429326700292088e-34,2.5314494714657391e-50,9.0252983072603617e-53,3.6604303537813192e-47,6.3200540646515453e-66,4.448334762199044e-70,7.0954861010381929e-73,1.0364436789020738e-70,1.0288436606297598e-90,1.8479264633020194e-43,1.0086419396295431e-37
4.0331683219115755e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105608497326605,0.099966496672843894,3.0437660652930188e-56,0.0999699003005078,1.1771638509423381e-39,1.0056445327626241e-25,1.1013409313917005e-12,3.4355786209406492e-22,1.3709161842381207e-40,4.2078190023557238e-13,2.8867812952882059e-43,8.8253728577287966e-23,9.7126799437991052e-32,3.9792478074994748e-40,1.7954359002732947e-32,6.7906262387328997e-34,6.1411070764337453e-40,2.4472806091694927e-46,3.350332665018209e-05,3.0099698390614967e-05,4.3031410226227024e-20,1.1015841707016935e-12,8.5043214304802309e-14,5.0613518428335395e-13,2.4319627858277349e-16,5.4044887769445679e-17,6.7326456214148317e-17,2.5917785929878651e-29,6.5850962509963112e-26,6.4979873528635084e-28,4.0244793699109507e-34,1.5837742724476225e-27,2.3377433582555392e-36,2.4475293755825146e-34,2.614977185602626e-50,9.3396571408433519e-53,3.7321826954550186e-47,6.5832835780920342e-66,4.6578705775985445e-70,7.4384861730508623e-73,1.0855064243309771e-70,1.0915977853317045e-90,1.887139145842306e-43,1.0238900288560603e-37
4.0561580146949214e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105600871802349,0.099966473364702782,3.0961036551619564e-56,0.099969847353406346,1.1979877716407488e-39,1.0229364951525435e-25,1.1076164794556723e-12,3.4616236245683405e-22,1.3944920177772346e-40,4.2365640458863988e-13,2.9292409338721693e-43,8.9261870954092819e-23,9.8514592842966189e-32,4.0292893453239052e-40,1.815963626805478e-32,6.8682417365865487e-34,6.2147501126002108e-40,2.5156997500648904e-46,3.3526634788387162e-05,3.0152645485803421e-05,4.3032430177551157e-20,1.1078617261175451e-12,8.5051142004189177e-14,5.090199671888976e-13,2.4520362944294184e-16,5.4182479989119713e-17,6.8018344364461332e-17,2.6404790450208373e-29,6.6594983940255974e-26,6.5378260268931412e-28,4.05465102852687e-34,1.6109395344127294e-27,2.393840152865491e-36,2.4657329474852086e-34,2.7006692846598384e-50,9.6628336626296243e-53,3.8047922687825313e-47,6.8556770090667404e-66,4.8758144472414876e-70,7.7957246319832946e-73,1.1365625392655407e-70,1.1577514011388441e-90,1.9269332833872836e-43,1.0392708762837602e-37
4.0791477074782674e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105593350570326,0.099966450495446307,3.1490377394578382e-56,0.099969795010342602,1.2190580114948377e-39,1.0404255273378986e-25,1.1138920177930578e-12,3.4876733870963422e-22,1.4183366331920711e-40,4.2653115335605896e-13,2.9720190976102668e-43,9.0275729494342027e-23,9.9912666719779067e-32,4.0796414295438065e-40,1.8366081048602694e-32,6.9462981747087702e-34,6.2888430316792575e-40,2.5855655744606032e-46,3.3549504042011369e-05,3.0204988543246038e-05,4.303345075719998e-20,1.1141392742831801e-12,8.5058822735798135e-14,5.119047494410027e-13,2.472134566716745e-16,5.4318399761528944e-17,6.8711980810484075e-17,2.6897919714623104e-29,6.7341226150168929e-26,6.5776812553520011e-28,4.0849228324616792e-34,1.6383828369038653e-27,2.4509010798927672e-36,2.4839373421891524e-34,2.7885660946237695e-50,9.9950149488148319e-53,3.8782619192951885e-47,7.1374907647336527e-66,5.10244484065041e-70,8.1676955075820283e-73,1.1896796510114463e-70,1.2274655943107205e-90,1.9673137072437954e-43,1.0547847152992129e-37
4.1021374002616133e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105585932115101,0.099966428056811385,3.2025716973240316e-56,0.099969743264425301,1.2403760696729353e-39,1.058112745448034e-25,1.1201675465308854e-12,3.5137277604564506e-22,1.4424515549991697e-40,4.2940613832104328e-13,3.0151157345398247e-43,9.1295304043900315e-23,1.0132102146287769e-31,4.1303040988045042e-40,1.8573693360699908e-32,7.0247955523274242e-34,6.3633860167354337e-40,2.6568986758142943e-46,3.3571942674047777e-05,3.0256734454284319e-05,4.3034471956812429e-20,1.1204168152902411e-12,8.5066264756087535e-14,5.1478953105335094e-13,2.49225724883884e-16,5.4452665982652491e-17,6.9407344291525032e-17,2.739721251346142e-29,6.8089660784934466e-26,6.6175530387596303e-28,4.1152948684269995e-34,1.6661048772936273e-27,2.508935928218066e-36,2.5021424890647317e-34,2.8787083833641362e-50,1.0336390747943866e-52,3.9525944580519758e-47,7.4289866708039316e-66,5.3380474796805473e-70,8.5549066060488634e-73,1.2449272272242395e-70,1.3009079961017707e-90,2.008285255419254e-43,1.0704317766267516e-37
4.125127093044959e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105578614944659,0.099966406040690625,3.2567089078996528e-56,0.099969692108841685,1.2619434462359246e-39,1.0759992656052103e-25,1.1264430657944626e-12,3.5397866015124546e-22,1.4668383077385606e-40,4.3228135154151552e-13,3.0585307929587428e-43,9.2320594448663419e-23,1.0273965742766617e-31,4.1812773940319092e-40,1.8782473220710702e-32,7.1037338686811602e-34,6.438379250837426e-40,2.7297197950177274e-46,3.3593958791932074e-05,3.0307890031632558e-05,4.3035493767604482e-20,1.1266943492291565e-12,8.5073476046131617e-14,5.1767431203934857e-13,2.5124039920015859e-16,5.4585297387029928e-17,7.0104413787459518e-17,2.790270763698046e-29,6.8840259810791366e-26,6.6574413776256208e-28,4.1457672177261285e-34,1.69410634447084e-27,2.5679545110128511e-36,2.5203483205480281e-34,2.9711373616399197e-50,1.0687153500113693e-52,4.0277926620418667e-47,7.7304320487037299e-66,5.5829154750808089e-70,8.9578798001826131e-73,1.3023766135806208e-70,1.3782530046329587e-90,2.0498527725577414e-43,1.0862122883588513e-37
4.148116785828305e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410557139759002,0.099966384439129183,3.3114527503196509e-56,0.099969641536856751,1.2837616421372434e-39,1.094086203924608e-25,1.1327185757074022e-12,3.5658497718971401e-22,1.4914984159737979e-40,4.3515678534094485e-13,3.1022642214578205e-43,9.3351600554557601e-23,1.0416857493220563e-31,4.2325613583840168e-40,1.8992420645039502e-32,7.1831131230192496e-34,6.5138229170579549e-40,2.8040498203709851e-46,3.3615560350470847e-05,3.0358462010275055e-05,4.3036516182115406e-20,1.132971876189158e-12,8.5080464320795835e-14,5.2055909241212971e-13,2.5325744523953561e-16,5.4716312547189613e-17,7.0803168516661522e-17,2.8414443875347858e-29,6.959299551288267e-26,6.6973462724498267e-28,4.1763399601384192e-34,1.7223879189366779e-27,2.6279666654699654e-36,2.5385547720290946e-34,3.0658946840896897e-50,1.104749835617282e-52,4.1038592745828855e-47,8.0420997932937312e-66,5.8373494646004004e-70,9.37715132363817e-73,1.3621010719647317e-70,1.4596820127945867e-90,2.0920211098772427e-43,1.1021264759861574e-37
4.171106478611651e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105564278604874,0.099966363244322051,3.3668066037148778e-56,0.099969591541812397,1.305832159222896e-39,1.1123746765143263e-25,1.1389940763916465e-12,3.5919171378546216e-22,1.5164334042920112e-40,4.3803243229948959e-13,3.1463159689509131e-43,9.4388322207539017e-23,1.0560777425885283e-31,4.284156037203081e-40,1.920353565012992e-32,7.2629333146014083e-34,6.5897171984736501e-40,2.8799097875572627e-46,3.3636755154714904e-05,3.0408457048353111e-05,4.3037539192468904e-20,1.1392493962582985e-12,8.5087237037606772e-14,5.2344387218456381e-13,2.5527682911237628e-16,5.4845729873171503e-17,7.1503587933928285e-17,2.8932460018634105e-29,7.0347840493106234e-26,6.737267723722577e-28,4.2070131758954024e-34,1.7509502728999688e-27,2.6889822525367628e-36,2.5567617817440683e-34,3.1630224502065296e-50,1.1417623196917428e-52,4.1807970057178723e-47,8.3642684511463682e-66,6.1016577526456544e-70,9.8132720693326321e-73,1.42417581917294e-70,1.5453836423037256e-90,2.1347951251079951e-43,1.1181745624271736e-37
4.194096171394997e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105557256565183,0.099966342448611106,3.4227738472121728e-56,0.099969542117126428,1.3281565002314546e-39,1.1308657994753884e-25,1.1452695679674899e-12,3.6179885700878343e-22,1.5416447973039399e-40,4.4090828524543423e-13,3.1906859847030177e-43,9.5430759253593362e-23,1.070572556558393e-31,4.3360614779685649e-40,1.9415818252463867e-32,7.3431944426976362e-34,6.6660622781649651e-40,2.9573208796182259e-46,3.3657550862778318e-05,3.0457881728041806e-05,4.3038562789941081e-20,1.145526909523466e-12,8.5093801405326689e-14,5.2632865136925954e-13,2.572985174133445e-16,5.4973567612140671e-17,7.2205651728399803e-17,2.9456794856805312e-29,7.110476766792056e-26,6.7772057319248789e-28,4.2377869390079292e-34,1.7797940703716396e-27,2.7510111566507671e-36,2.5749692906709836e-34,3.262563205297832e-50,1.1797728652284301e-52,4.2586085326068773e-47,8.6972222993805631e-66,6.3761564514915937e-70,1.0266807892028047e-72,1.4886780661406077e-70,1.6355539840414005e-90,2.1781796824319301e-43,1.1343567680576108e-37
4.217085864178343e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105550330068848,0.099966322044482414,3.4793578599344311e-56,0.099969493256291772,1.3507361687940668e-39,1.1495606889017395e-25,1.1515450505536018e-12,3.6440639436110179e-22,1.5671341196439616e-40,4.4378433724691301e-13,3.2353742183563862e-43,9.6478911538735073e-23,1.0851701933879244e-31,4.3882777302507634e-40,1.9629268468560653e-32,7.4238965065880583e-34,6.7428583392160502e-40,3.0363044269299267e-46,3.3677954988604515e-05,3.050674255641689e-05,4.3039586967509104e-20,1.1518044160704031e-12,8.5100164392242222e-14,5.2921342997856977e-13,2.5932247721448362e-16,5.5099843848087244e-17,7.2909339821473782e-17,2.9987487179716383e-29,7.1863750266108934e-26,6.8171602975286251e-28,4.2686613215734171e-34,1.8089199672583573e-27,2.8140632854778128e-36,2.593177242429213e-34,3.3645599414302061e-50,1.2188018120540555e-52,4.3372964999161651e-47,9.0412514250538914e-66,6.661169624052691e-70,1.0738339915120484e-72,1.555687057694361e-70,1.7303968447963673e-90,2.2221796524231889e-43,1.1506733107394001e-37
4.240075556961689e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105543497735329,0.099966302024563455,3.5365620210006828e-56,0.099969444952875602,1.3735726694344623e-39,1.1684604608802512e-25,1.1578205242670498e-12,3.6701431376070327e-22,1.592902895970142e-40,4.4666058160390862e-13,3.2803806199547736e-43,9.7532778909007176e-23,1.099870654922005e-31,4.4408048456651873e-40,1.9843886314976128e-32,7.5050395055627574e-34,6.820105564714669e-40,3.1168819071792686e-46,3.3697974904680374e-05,3.0555045966311691e-05,4.304061171786631e-20,1.1580819159837204e-12,8.5106332734177465e-14,5.3209820802459716e-13,2.613486760583942e-16,5.522457650160932e-17,7.3614632364717387e-17,3.0524575777104412e-29,7.2624761826505068e-26,6.8571314209967804e-28,4.2996363980033496e-34,1.838328611455301e-27,2.8781485696526627e-36,2.6113855831823697e-34,3.469056098359721e-50,1.2588697787470309e-52,4.4168635202037785e-47,9.3966518051120871e-66,6.9570294282172282e-70,1.1228464841665036e-72,1.6252841128333389e-70,1.8301240005440391e-90,2.2667999119897022e-43,1.1671244058493758e-37
4.263065249745035e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105536758205326,0.09996628238162053,3.5943897095261561e-56,0.099969397200518492,1.3966675075689539e-39,1.1875662314907205e-25,1.1640959892233235e-12,3.6962260352893469e-22,1.6189526509642679e-40,4.4953701184051704e-13,3.3257051399658897e-43,9.8592361210480482e-23,1.1146739427082416e-31,4.4936428778276769e-40,2.0059671808301806e-32,7.586623438921618e-34,6.8978041377520906e-40,3.1990749453410278e-46,3.3717617844699023e-05,3.0602798317164276e-05,4.3041637032250281e-20,1.1643594093469121e-12,8.5112312942239929e-14,5.349829855191983e-13,2.633770819515084e-16,5.5347783329774727e-17,7.43215097377766e-17,3.1068099438582556e-29,7.3387776195682969e-26,6.8971191027835817e-28,4.3307122355792277e-34,1.8680206429381175e-27,2.9432769625220828e-36,2.6295942615445516e-34,3.5760955644477392e-50,1.2999976645558311e-52,4.4973121743016422e-47,9.7637253868957352e-66,7.2640762627496106e-70,1.1737795269666388e-72,1.6975526655429384e-70,1.9349554563908486e-90,2.312045344315801e-43,1.1837102663076287e-37
4.2860549425283807e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105530110140397,0.099966263108556191,3.652844304622355e-56,0.099969349992933526,1.4200221895064449e-39,1.2068791168058711e-25,1.1703714455363551e-12,3.7223125237685543e-22,1.6452849093318684e-40,4.5241362169747127e-13,3.3713477293021669e-43,9.9657658289253253e-23,1.129580058010554e-31,4.5467918823102283e-40,2.0276624965164052e-32,7.6686483059741755e-34,6.9759542414229898e-40,3.2829053136554071e-46,3.3736890906172711e-05,3.0650005895854937e-05,4.304266290402137e-20,1.1706368962423755e-12,8.511811131030851e-14,5.3786776247398918e-13,2.6540766335746018e-16,5.5469481926058522e-17,7.5029952546284557e-17,3.1618096953634145e-29,7.4152767525613363e-26,6.9371233433347254e-28,4.3618888986880302e-34,1.89799669385403e-27,3.0094584398903557e-36,2.6478032284898455e-34,3.6857226775625678e-50,1.3422066513170629e-52,4.5786450116941465e-47,1.0142780169204106e-65,7.582658914764913e-70,1.2266960011664574e-72,1.7725783061445395e-70,2.0451197133160707e-90,2.3579208388058486e-43,1.200431102605535e-37
4.3090446353117266e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105523552222627,0.099966244198406495,3.7119291853971269e-56,0.099969303323905565,1.4436382224484332e-39,1.226400232891356e-25,1.1766468933185408e-12,3.7484024939232754e-22,1.6719011958022644e-40,4.552904051249133e-13,3.4173083393399044e-43,1.0072866999145076e-22,1.1445890018222684e-31,4.6002519165975782e-40,2.049474580222323e-32,7.7511141060394643e-34,7.0545560588253562e-40,3.3683949316061355e-46,3.3755801052996367e-05,3.0696674917534118e-05,4.3043689326569988e-20,1.1769143767514208e-12,8.5123733922272327e-14,5.4075253890034876e-13,2.674403891905513e-16,5.5589689720352483e-17,7.5739941619769278e-17,3.2174607111607088e-29,7.4919710271289983e-26,6.9771441430875491e-28,4.3931664565778269e-34,1.928257388612104e-27,3.0767029997672118e-36,2.6660124372649573e-34,3.7979822259671474e-50,1.3855182053732451e-52,4.6608645508932364e-47,1.05341302839159e-65,7.9131347087799242e-70,1.2816604418645546e-72,1.850448823184717e-70,2.1608540418448877e-90,2.404431291028872e-43,1.2172871228334725e-37
4.3320343280950726e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105517083154324,0.099966225644338616,3.7716477309547247e-56,0.099969257187290356,1.4675171144890125e-39,1.2461306958057557e-25,1.1829223326807645e-12,3.7744958402752857e-22,1.6988030351286023e-40,4.5816735627540717e-13,3.4635869219368905e-43,1.018053961632247e-22,1.1597007748787195e-31,4.654023040044511e-40,2.0714034336172949e-32,7.8340208384458601e-34,7.1336097730604002e-40,3.4555658658990909e-46,3.3774355117962941e-05,3.0742811526440975e-05,4.3044716290990353e-20,1.1831918509542901e-12,8.5129186659028253e-14,5.4363731480942502e-13,2.6947522880930983e-16,5.570842397904353e-17,7.645145800956242e-17,3.273766870170853e-29,7.5688579188327419e-26,7.01718150247121e-28,4.4245449704946962e-34,1.9588033439726778e-27,3.1450206621181745e-36,2.6842218433048927e-34,3.912919449193019e-50,1.4299540794903091e-52,4.743973279809929e-47,1.0938096078166973e-65,8.2558696573448723e-70,1.3387390708306147e-72,1.9312542458674272e-70,2.2824047627882265e-90,2.4515816026641789e-43,1.2342785327082098e-37
