Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),H2OX(23),OCX(25),CO2X(24),COX(47),CHOX(50),CH4OX(57)
1.879622254190035e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18824898126664893,0.097398000952785946,0.098977502785729005,1.9533067192884568e-12,1.2784638813891576e-07,1.6694663159821101e-13,2.8869659235567962e-11,4.714654616856146e-14,2.0762798274859859e-33,3.6370532436388499e-14,1.1982271197094829e-42,7.9564985702637892e-19,3.0191151067054255e-29,1.9584823332430208e-13,2.046689046286584e-30,3.9906662329650301e-31,3.7135778896409242e-15,2.1151070731261084e-34,0.0026018827505326701,0.0020446575890666449,2.7372330464420718e-09,1.5669038034560263e-08,8.1271123755230788e-09,1.7537950601023838e-15,2.0436263924495801e-11,8.9488767869911621e-09,8.8732069509829239e-08,1.0455892965669683e-07,1.9901648286166108e-14,3.2482631054147309e-14,4.3363574591397995e-17,2.0141533266480018e-15
1.89272561539786e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18822685941990322,0.097389756646710943,0.098970562367144577,2.0041198435470546e-12,1.2978138986239619e-07,1.6742106348845568e-13,2.9458388612890228e-11,4.7937619281951e-14,2.1067284376532928e-33,3.6789653662262443e-14,1.2609677180962558e-42,7.98956573863604e-19,3.1203055977908943e-29,1.9868579785978435e-13,2.0833439110134324e-30,4.0813075747851091e-31,3.7498641030584475e-15,2.200781044640033e-34,0.0026101257198084442,0.0020585344038610465,2.751836854700363e-09,1.5712337809918396e-08,8.1034007453991133e-09,1.7633761354600672e-15,2.0346459351577365e-11,8.9340708243106961e-09,8.9439002054305392e-08,1.0589537534048612e-07,2.0265074979856713e-14,3.316810340023503e-14,4.3794844239950756e-17,2.0562425783844172e-15
1.905828976605685e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18820482300946076,0.097381593528094126,0.098963624063094321,2.0558573759240696e-12,1.3172962912393075e-07,1.6789216146748045e-13,3.0054160611233623e-11,4.8737130837673045e-14,2.1373895549825755e-33,3.7210930672115351e-14,1.3265488663707542e-42,8.0224644401528485e-19,3.2241907091161886e-29,2.0154608048311685e-13,2.120367731607664e-30,4.1733342232972821e-31,3.7862399477375901e-15,2.2893168741667673e-34,0.0026182874945668761,0.0020724069688306686,2.7664317005780864e-09,1.5755524993129418e-08,8.0799901131817405e-09,1.7729538124746267e-15,2.0258102137421324e-11,8.9195001930288238e-09,9.0146733902800621e-08,1.0723864438458121e-07,2.0632482755630699e-14,3.3862011673074664e-14,4.4227421641520088e-17,2.0989102394848959e-15
1.91893233781351e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18818287124366004,0.097373510818946268,0.098956687866742374,2.1085294080580169e-12,1.3369109622083404e-07,1.6835997581458392e-13,3.0657002905808248e-11,4.9545120392959318e-14,2.1682634772102536e-33,3.7634361364781687e-14,1.3950795631817727e-42,8.0551964978572915e-19,3.3308242759331586e-29,2.044291313045457e-13,2.1577618006791828e-30,4.2667581888350357e-31,3.8227051196737297e-15,2.3807905221836364e-34,0.0026263688528004748,0.0020862752976476143,2.7810176196721219e-09,1.5798600408454338e-08,8.0568743603056872e-09,1.7825281111771072e-15,2.0171155712080968e-11,8.9051587856017836e-09,9.0855270626966299e-08,1.0858873948814849e-07,2.1003890658335364e-14,3.4564388247403711e-14,4.4661311500279403e-17,2.1421603883867901e-15
1.932035699021335e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18816100333842062,0.097365507748735147,0.098949753771315235,2.1621460796502444e-12,1.3566578161457017e-07,1.6882455564229792e-13,3.1266943133968949e-11,5.0361627443521466e-14,2.1993505074220714e-33,3.8059943645458206e-14,1.46667225635143e-42,8.0877636999826841e-19,3.440260862043882e-29,2.0733500021641206e-13,2.1955274168883492e-30,4.36159152732565e-31,3.859259316962116e-15,2.4752794619450846e-34,0.0026343705650449033,0.0021001394038598223,2.7955946471309167e-09,1.5841564876474642e-08,8.0340475389552119e-09,1.7920990513266174e-15,2.0085584750719558e-11,8.891040702237113e-09,9.1564617589516575e-08,1.0994566316114449e-07,2.1379317697717579e-14,3.5275265455410646e-14,4.5096518333260567e-17,2.1859971064587511e-15
1.94513906022916e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18813921851717033,0.097357583554313634,0.098942821770100844,2.2167175783759956e-12,1.3765367592525145e-07,1.692859489325542e-13,3.1884008894153644e-11,5.1186691423772207e-14,2.2306509538351855e-33,3.8487675425631451e-14,1.5414429293494587e-42,8.120167800898805e-19,3.5525557650557808e-29,2.1026373689603183e-13,2.2336658847804768e-30,4.4578463400725554e-31,3.8959022397878497e-15,2.5728626998909271e-34,0.0026422933944505607,0.0021139993008922808,2.8101628176600548e-09,1.5884419213793071e-08,8.0115038659936719e-09,1.801666652413569e-15,2.0001355121395077e-11,8.87714024410629e-09,9.2274779952377644e-08,1.1130941773087328e-07,2.1758782848704741e-14,3.5994675585188099e-14,4.5533046467888803e-17,2.230424477944608e-15
1.958242421436985e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18811751601077292,0.097349737479849055,0.098935891856448285,2.2722541397962462e-12,1.3965476992634776e-07,1.6974420257145148e-13,3.2508227744864248e-11,5.2020351707042242e-14,2.2621651295933372e-33,3.8917554623006312e-14,1.6195111893777398e-42,8.1524105220249746e-19,3.6677650216408678e-29,2.1321539080849461e-13,2.2721785146266126e-30,4.5555347735251375e-31,3.932633590415181e-15,2.6736207962013331e-34,0.0026501380968534712,0.0021278550020482406,2.8247221655277637e-09,1.5927164232770358e-08,7.9892377171533594e-09,1.8112309336631654e-15,1.9918433826852756e-11,8.8634519065613652e-09,9.29857626844879e-08,1.1268000534855009e-07,2.2142305051740591e-14,3.6722650879223259e-14,4.5970900047393083e-17,2.2754465899079945e-15
1.97134578264481e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18809589505745722,0.097341968776752802,0.098928964023766872,2.3287660472704475e-12,1.4166905453959965e-07,1.7019936238268776e-13,3.3139627203690311e-11,5.2862647605793077e-14,2.2938933525667943e-33,3.9349579161435409e-14,1.7010003570847832e-42,8.1844935527114023e-19,3.7859454127990297e-29,2.1619001120938665e-13,2.3110666222705762e-30,4.6546690190742137e-31,3.9694530731761994e-15,2.7776358854986611e-34,0.0026579054208454933,0.0021417065205104032,2.8392727245703916e-09,1.5969800741275844e-08,7.9672436214564275e-09,1.8207919140385357e-15,1.9836788976449632e-11,8.8499703723620333e-09,9.369757056926473e-08,1.1405742799582755e-07,2.2529903213165206e-14,3.7459223532928906e-14,4.6410083052385578e-17,2.3210675321776893e-15
1.984449143852635e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18807435490274588,0.097334276703611,0.098922038265525827,2.3862636318702544e-12,1.4369652083012482e-07,1.7065147315972001e-13,3.3778234746374767e-11,5.3713618371825837e-14,2.3258359451604498e-33,3.978374697084932e-14,1.7860375579299655e-42,8.2164185510901498e-19,3.9071544691253146e-29,2.1918764714743694e-13,2.3503315289819623e-30,4.7552613128547794e-31,4.0063603944589556e-15,2.8849916976962542e-34,0.0026655961078438494,0.002155553869342105,2.8538145281978119e-09,1.6012329542458746e-08,7.9455162558959409e-09,1.8303496122438059e-15,1.9756389741439065e-11,8.8366905049941184e-09,9.4410208211752582e-08,1.1544168749125097e-07,2.2921596205609096e-14,3.8204425693217108e-14,4.6850599295968922e-17,2.3672913972936545e-15
1.99755250506046e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1880528947993855,0.097326660526115411,0.098915114575253413,2.4447572722943074e-12,1.457371600017113e-07,1.7110057869670752e-13,3.442407780592128e-11,5.4573303196486104e-14,2.3579932341362828e-33,4.0220055987187751e-14,1.8747538152174331e-42,8.2481871448970073e-19,4.0314504760811533e-29,2.2220834746709373e-13,2.3899745613147503e-30,4.8573239355238403e-31,4.043355262695075e-15,2.9957735789943147e-34,0.0026732108921599931,0.0021693970614884922,2.8683476093987925e-09,1.6054751434556232e-08,7.9240504403431468e-09,1.8399040467276135e-15,1.9677206293495145e-11,8.8236073421027114e-09,9.5123680045468784e-08,1.1683278549661924e-07,2.3317402868422951e-14,3.8958289457117724e-14,4.7292452423937683e-17,2.4141222804537621e-15
2.010655866268285e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18803151400727736,0.097319119516995359,0.098908192946536688,2.5042573947841288e-12,1.4779096339228828e-07,1.7154672181829571e-13,3.5077183771742282e-11,5.544174121086496e-14,2.3903655504381769e-33,4.0658504152331551e-14,1.9672841448197282e-42,8.2798009322654735e-19,4.1588924792694548e-29,2.2525216081103341e-13,2.4299970509715836e-30,4.9608692120703647e-31,4.080437388346924e-15,3.1100685130229505e-34,0.0026807505010678087,0.0021832361097776734,2.8828720007463024e-09,1.6097067210707254e-08,7.9028411326396407e-09,1.8494552356861669e-15,1.9599209785928024e-11,8.8107160890079665e-09,9.5837990338962063e-08,1.1823072352322375e-07,2.3717342008139215e-14,3.9720846870443221e-14,4.7735645942171956e-17,2.4615642794611864e-15
2.02375922747611e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18801021179340863,0.09731165295595029,0.098901273373020585,2.5647744730411692e-12,1.4985792246956809e-07,1.7198994440829228e-13,3.5737579988847036e-11,5.6318971485996109e-14,2.4229532290218623e-33,4.1099089414035599e-14,2.0637676516112563e-42,8.3112614824940211e-19,4.289540289713525e-29,2.283191356226013e-13,2.4704003346734096e-30,5.0659095116419252e-31,4.11760648389435e-15,3.2279651421325174e-34,0.0026882156548711511,0.0021970710269218715,2.8973877344027744e-09,1.6139277658777729e-08,7.8818834239208572e-09,1.8590031970660778e-15,1.9522372319652862e-11,8.7980121123835284e-09,9.6553143202092923e-08,1.1963550293794374e-07,2.4121432398918115e-14,4.0492129926500373e-14,4.8180183210163684e-17,2.509621494672441e-15
2.036862588683935e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18798898743178447,0.097304260129582626,0.098894355848407639,2.6263190281450424e-12,1.5193802882685161e-07,1.7243028743728378e-13,3.6405293757068458e-11,5.720503303304948e-14,2.4557566087017181e-33,4.1541809725862519e-14,2.1643476276318804e-42,8.342570336787732e-19,4.4234544891397406e-29,2.3140932014818987e-13,2.5111857540340346e-30,5.1724572473278399e-31,4.1548622638210602e-15,3.3495537888313556e-34,0.0026956070669707476,0.0022109018255185601,2.9118948421253062e-09,1.6181383561227763e-08,7.8611725341420837e-09,1.8685479485679358e-15,1.9446666874770464e-11,8.7854909341236288e-09,9.7269142592052784e-08,1.2104712496919046e-07,2.4529692783015628e-14,4.1272170564849757e-14,4.8626067433129771e-17,2.5582980289460488e-15
2.0499659498917602e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18796784020336041,0.097296940331331724,0.098887440366457122,2.6889016284729555e-12,1.5403127417899063e-07,1.7286779098923994e-13,3.7080352330327869e-11,5.8099964803521065e-14,2.4887760319978552e-33,4.19866630471173e-14,2.2691716520009984e-42,8.3737290089753471e-19,4.5606964352639349e-29,2.3452276243955909e-13,2.5523546554397578e-30,5.2805248759799133e-31,4.192204444600665e-15,3.4749264773710277e-34,0.0027029254439304437,0.0022247285180515826,2.9263933552708144e-09,1.622338569497739e-08,7.8407038077450182e-09,1.8780895076493395e-15,1.937206730011518e-11,8.7731482253234192e-09,9.7985992319134326e-08,1.2246559071268354e-07,2.4942141871284458e-14,4.2061000670112944e-14,4.9073301697003976e-17,2.6075979875918325e-15
2.0630693110995852e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18794676939597588,0.097289692861408206,0.098880526920984785,2.7525328896203408e-12,1.5613765035850073e-07,1.7330249428715266e-13,3.7762782915936295e-11,5.9003805689419224e-14,2.5220118449837182e-33,4.2433647342782633e-14,2.3783916926025915e-42,8.4047389862027364e-19,4.7013282670814246e-29,2.376595103560937e-13,2.5939083899338278e-30,5.3901248980678571e-31,4.2296327446824294e-15,3.6041769554791477e-34,0.002710171485542816,0.0022385511168922742,2.9408833048011317e-09,1.6265284831271178e-08,7.820472709531359e-09,1.887627891527388e-15,1.9298548294949264e-11,8.7609798004539782e-09,9.8703696052259012e-08,1.2389090113704447e-07,2.5358798343629723e-14,4.2858652070827494e-14,4.9521888962284572e-17,2.6575254783208063e-15
2.0761726723074102e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18792577430428797,0.097282517026728896,0.098873615505862045,2.8172234743227172e-12,1.5825714931181829e-07,1.7373443571774692e-13,3.8452612673931267e-11,5.991659452344765e-14,2.5554643971545708e-33,4.2882760583455237e-14,2.492164209561836e-42,8.4356017296037433e-19,4.8454129101606216e-29,2.4081961156700586e-13,2.6358483131051056e-30,5.5012698574648714e-31,4.267146884476753e-15,3.7374007162399295e-34,0.0027173458848941561,0.0022523696343005567,2.9553647212880525e-09,1.6307081735594716e-08,7.8004748207262969e-09,1.8971631171823388e-15,1.92260853290514e-11,8.7489816117793483e-09,9.942225732427732e-08,1.2532305708921188e-07,2.5779680849474417e-14,4.3665156538349365e-14,4.9971832044020849e-17,2.7080846111956544e-15
2.0892760335152352e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18790485422970607,0.097275412140852641,0.098866706115015621,2.8829840923787309e-12,1.6038976309569586e-07,1.7416365285530726e-13,3.9149868716447931e-11,6.0838370079184683e-14,2.5891340412950553e-33,4.3334000745282849e-14,2.6106502605339809e-42,8.4663186749492788e-19,4.9930140819401876e-29,2.4400311355348701e-13,2.6781757849812479e-30,5.6139723412725193e-31,4.3047465863404374e-15,3.8746950201225234e-34,0.0027244493284288248,0.0022661840824260387,2.9698376349183247e-09,1.6348777167584921e-08,7.7807058351382478e-09,1.9066952013607193e-15,1.9154654637567443e-11,8.7371497438880349e-09,1.0014167953705445e-07,1.2676205929967209e-07,2.6204808008275908e-14,4.4480545785802031e-14,5.0423133656113046e-17,2.7592794985817806e-15
2.1023793947230602e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18788400848032688,0.097268377523916288,0.098859798742426883,2.9498255005744135e-12,1.6253548387373042e-07,1.7459018248465877e-13,3.9854578107123078e-11,6.1769171071259499e-14,2.6230211333402343e-33,4.3787365809902126e-14,2.7340156078263088e-42,8.4968912332755528e-19,5.1441962970296599e-29,2.4721006361080274e-13,2.7208921699262599e-30,5.7282449797118494e-31,4.342431574561736e-15,4.0161589171572581e-34,0.0027314824960129928,0.0022799944733090873,2.9843020754985876e-09,1.6390371880920564e-08,7.7611615555027233e-09,1.9162241605773226e-15,1.9084233226230021e-11,8.7254804084186601e-09,1.0086196596634278e-07,1.2820790838748755e-07,2.6634198409964213e-14,4.5304851467071779e-14,5.0875796409003259e-17,2.8111142550989303e-15
2.1154827559308853e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18786323637087052,0.097261412502571934,0.098852893382131435,3.017758502608593e-12,1.6469430391301887e-07,1.7501406062333409e-13,4.0566767860530942e-11,6.2709036155524939e-14,2.6571260322631861e-33,4.4242853764377307e-14,2.8624308273741071e-42,8.5273207914922482e-19,5.2990248725134941e-29,2.504405088503366e-13,2.7639988365415624e-30,5.8441004459095402e-31,4.3802015753452388e-15,4.1618932692598832e-34,0.0027384460609977631,0.0022938008188819053,2.9987580724602593e-09,1.6431866623280004e-08,7.7418378900168403e-09,1.9257500111189623e-15,1.9014798775046124e-11,8.7139699390736694e-09,1.0158311976645507e-07,1.2966060486514225e-07,2.7067870615372823e-14,4.6138105175848203e-14,5.1329822772065136e-17,2.863592997573347e-15
2.1285861171387103e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18784253722261662,0.097254516409924094,0.098845990028218339,3.086793949019471e-12,1.668662155809354e-07,1.7543532254296297e-13,4.1286464941649551e-11,6.3658003929227145e-14,2.691449099962375e-33,4.4700462601139639e-14,2.9960714195916796e-42,8.5576087129714482e-19,5.4575659332584902e-29,2.5369449620159342e-13,2.807497157571027e-30,5.9615514557158635e-31,4.4180563167966123e-15,4.3120007727038874e-34,0.0027453406902816875,0.002307603130969589,3.0132056548643597e-09,1.6473262136292772e-08,7.7227308489245843e-09,1.9352727690478475e-15,1.8946329631891742e-11,8.7026147867303751e-09,1.0230514397475484e-07,1.3112014914320319e-07,2.7505843156761797e-14,4.6980338444708642e-14,5.1785215128359278e-17,2.9167198449904743e-15
2.1416894783465353e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18782191036334167,0.097247688585467895,0.09883908867482985,3.1569427371123391e-12,1.6905121134202668e-07,1.7585400278992252e-13,4.2013696265356316e-11,6.4616112931172144e-14,2.7259907011317916e-33,4.5160190317927666e-14,3.1351179221195577e-42,8.5877563381179968e-19,5.619886417224494e-29,2.5697207241414763e-13,2.8513885098100737e-30,6.0806107676410725e-31,4.4559955289071924e-15,4.4665859807410294e-34,0.0027521670443726833,0.0023214014212911754,3.0276448514062939e-09,1.651455915544271e-08,7.703836541260366e-09,1.9447924502028818e-15,1.8878804852792782e-11,8.6914115147147593e-09,1.0302804151595735e-07,1.3258654153477533e-07,2.7948134538225115e-14,4.7831582744245964e-14,5.2241975782099031e-17,2.9704989184481787e-15
2.1547928395543603e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18780135512725629,0.097240928375027874,0.098832189316160834,3.2282158108883744e-12,1.7124928375501933e-07,1.762701352052685e-13,4.2748488695951679e-11,6.558340164188911e-14,2.7607512031648948e-33,4.5622034917728174e-14,3.2797560244891467e-42,8.6177649849220892e-19,5.7860540807783956e-29,2.6027328405954509e-13,2.8956742740175797e-30,6.2012911826428494e-31,4.4940189435385032e-15,4.6257553263701042e-34,0.0027589257774493538,0.0023351957014606851,3.0420756904205774e-09,1.6555758410059402e-08,7.6851511718004725e-09,1.9543090702034612e-15,1.8812204085083303e-11,8.6803567944128601e-09,1.0375181520625473e-07,1.3405978225977921e-07,2.8394763236057112e-14,4.8691869482237831e-14,5.2700106896330562e-17,3.0249343411104854e-15
2.1678962007621853e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1877808708549438,0.097234235130696969,0.098825291946458074,3.3006241609745389e-12,1.7346042546993523e-07,1.7668375294398278e-13,4.3490869046709539e-11,6.6559908483791064e-14,2.795730976062542e-33,4.608599440871804e-14,3.4301766847261915e-42,8.647635949494716e-19,5.9561375040112902e-29,2.6359817753317263e-13,2.9403558348312258e-30,6.323605543920105e-31,4.532126294406676e-15,4.7896171452541216e-34,0.0027656175374217154,0.0023489859829881484,3.0564981998855068e-09,1.6596860623312747e-08,7.6666710380185869e-09,1.9638226444534341e-15,1.8746507547405527e-11,8.6694474009562622e-09,1.0447646775728717e-07,1.3553987144906078e-07,2.8845747699284885e-14,4.9561230002856855e-14,5.3159610557919268e-17,3.0800302381618149e-15
2.1809995619700104e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18776045689329904,0.097227608210776695,0.098818396560019992,3.3741788245545081e-12,1.7568462922531103e-07,1.7709488849357119e-13,4.4240864079453601e-11,6.7545671821332165e-14,2.8309303923078113e-33,4.6552066804206675e-14,3.586576247914529e-42,8.6773705065866079e-19,6.1302060960588128e-29,2.6694679905607697e-13,2.9854345806867421e-30,6.4475667369067851e-31,4.5703173170667921e-15,4.9582816987858915e-34,0.0027722429659913514,0.0023627722772806242,3.0709124074277746e-09,1.6637866512114992e-08,7.6483925271644784e-09,1.9733331881414613e-15,1.8681696121187046e-11,8.6586802090035621e-09,1.052020017799456e-07,1.3702680914829675e-07,2.9301106350045296e-14,5.043969558591975e-14,5.3620488804164553e-17,3.1357907367617144e-15
2.1941029231778354e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18774011259546741,0.097221046979717354,0.098811503151195995,3.448890885300614e-12,1.7792188784551714e-07,1.7750357369202754e-13,4.4998500504157924e-11,6.8540729961162445e-14,2.8663498267828013e-33,4.7020250122579396e-14,3.7491565667417097e-42,8.7069699100913448e-19,6.3083301004245506e-29,2.703191946767351e-13,3.0309119037392917e-30,6.5731876890668949e-31,4.6085917488972023e-15,5.1318611973021961e-34,0.0027788026987109701,0.0023765545956432091,3.0853183403270394e-09,1.6678776787137201e-08,7.6303121135885622e-09,1.982840716244656e-15,1.8617751212168334e-11,8.6480521889215312e-09,1.0592841978801527e-07,1.385205953217332e-07,2.9760857583852624e-14,5.132729744617458e-14,5.4082743526988394e-17,3.1922199660000654e-15
2.2072062843856604e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18771983732078534,0.097214550808059075,0.098804611714386023,3.5247714733067712e-12,1.8017219423817195e-07,1.779098397451897e-13,4.5763804978571219e-11,6.9545121152279607e-14,2.9019896566997264e-33,4.7490542387241372e-14,3.9181251240481857e-42,8.7364353935331856e-19,6.4905806003064904e-29,2.737154102728061e-13,3.0767891997877091e-30,6.7004813696379559e-31,4.6469493290837921e-15,5.31046982344655e-34,0.0027852973650434073,0.0023903329492800354,3.0997160255204361e-09,1.6719592152854453e-08,7.6124263560248511e-09,1.9923452435336636e-15,1.8554654695444498e-11,8.6375604030252276e-09,1.0665572420169435e-07,1.4002122985578469e-07,3.0225019770151568e-14,5.2224066732624498e-14,5.4546376545258181e-17,3.2493220568527662e-15
2.2203096455934854e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18769963043472074,0.097208119072373506,0.098797722244040098,3.6018317650223714e-12,1.8243554139164896e-07,1.7831371724352801e-13,4.6536804107863375e-11,7.0558883586177999e-14,2.9378502614760457e-33,4.7962941626562403e-14,4.0936951574018526e-42,8.765768170540182e-19,6.6770295239264638e-29,2.7713549155283385e-13,3.1230678682026913e-30,6.8294607896963407e-31,4.685389798604245e-15,5.494223755680696e-34,0.0027917275884200483,0.0024041073492952606,3.1141054896070413e-09,1.6760313307433159e-08,7.5947318949430049e-09,2.0018467845718151e-15,1.8492389079200051e-11,8.6272020018025357e-09,1.0738391735096164e-07,1.4152871256243304e-07,3.069361125268234e-14,5.3130034527886795e-14,5.5011389664679605e-17,3.3071011421378717e-15
2.2334130068013105e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18767949130881387,0.097201751155205809,0.09879083473465769,3.6800829831870556e-12,1.8471192237267123e-07,1.7871523617837142e-13,4.7317524444293289e-11,7.1582055396995044e-14,2.9739320226591711e-33,4.8437445873822328e-14,4.2760857857198786e-42,8.7949694353031437e-19,6.8677496498625139e-29,2.805794840578962e-13,3.1697493118564561e-30,6.960139001975861e-31,4.7239129002122826e-15,5.6832411919448907e-34,0.0027980939862986996,0.002417877806694045,3.1284867588522826e-09,1.6800940942759314e-08,7.5772254502101573e-09,2.0113453537181581e-15,1.8430937350584808e-11,8.6169742206172836e-09,1.0811300147879507e-07,1.4304304318246854e-07,3.1166650349603102e-14,5.4045231847585795e-14,5.5477784538338946e-17,3.365561356472186e-15
2.2465163680091355e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18765941932061944,0.097195446445017417,0.098783949180787464,3.7595363967663974e-12,1.8700133032399114e-07,1.7911442595759074e-13,4.8105992486897187e-11,7.261467466165486e-14,3.0102353238856241e-33,4.8914053167157347e-14,4.4655221379598246e-42,8.8240403630209599e-19,7.0628146123841362e-29,2.8404743316325206e-13,3.2168349370545975e-30,7.0925291005227145e-31,4.7625183784219337e-15,5.8776423734670523e-34,0.0028043971702208913,0.0024316443323835236,3.1428598591922956e-09,1.6841475744550637e-08,7.559903818671978e-09,2.0208409651344745e-15,1.8370282851046035e-11,8.6068743764854491e-09,1.0884297874429515e-07,1.4456422138863121e-07,3.1644155354077631e-14,5.4969689639778182e-14,5.5945562738853844e-17,3.4247068362283047e-15
2.2596197292169605e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18763941385364877,0.097189204336129223,0.098777065577026466,3.8402033208884616e-12,1.8930375846215198e-07,1.7951131542078599e-13,4.890223468119615e-11,7.3656779400009471e-14,3.0467605507525888e-33,4.9392761549506723e-14,4.6622354839021648e-42,8.8529821103327487e-19,7.2622989067903582e-29,2.8753938407994134e-13,3.2643261534721737e-30,7.2266442208461347e-31,4.8012059794918139e-15,6.0775496087208769e-34,0.0028106377458686402,0.0024454069371737646,3.1572248162382307e-09,1.6881918392215763e-08,7.5427638717165269e-09,2.0303336327830186e-15,1.831040953729683e-11,8.5968998646635626e-09,1.0957385122567427e-07,1.4609224678855726e-07,3.2126144534674224e-14,5.5903438784409874e-14,5.6414725871975784e-17,3.4845417194920829e-15
2.2727230904247855e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18761947429731263,0.097183024228665524,0.098770183918020005,3.9220951167811234e-12,1.9161920007532699e-07,1.7990593285397481e-13,4.9706277418922259e-11,7.4708407574977181e-14,3.0835080907429638e-33,4.9873569068560458e-14,4.8664633670464722e-42,8.8817958157373752e-19,7.4662778947505822e-29,2.9105538185632044e-13,3.3122243740906407e-30,7.3624975397927055e-31,4.839975451409432e-15,6.2830872975329803e-34,0.0028168163131206628,0.0024591656317787163,3.1715816552805118e-09,1.6922269558873107e-08,7.5258025532418248e-09,2.0398233704280445e-15,1.8251301831429532e-11,8.5870481558090684e-09,1.103056209230976e-07,1.4762711892756694e-07,3.2612636135276252e-14,5.6846510092802458e-14,5.6885275382845191e-17,3.5450701460205302e-15
2.2858264516326105e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18759960004686443,0.0971769055284981,0.098763304198460938,4.0052231917102104e-12,1.9394764852123502e-07,1.8029830600379157e-13,5.0518147037762262e-11,7.5769597092678931e-14,3.1204783332202779e-33,5.0356473776707553e-14,5.0784497396436002e-42,8.910482600000712e-19,7.6748278096481464e-29,2.9459547137961357e-13,3.3605310151361358e-30,7.500102275059123e-31,4.8788265438755422e-15,6.4943819553391493e-34,0.0028229334661080407,0.0024729204268171549,3.1859304012930455e-09,1.6962529911556089e-08,7.5090168775224919e-09,2.0493101916459375e-15,1.819294437305265e-11,8.577316793288425e-09,1.110382897614597e-07,1.4916883729140575e-07,3.3103648375711647e-14,5.7798934307168584e-14,5.7357212613005292e-17,3.6062962572001308e-15
2.2989298128404356e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18757979050334433,0.097170847647191277,0.098756426413089293,4.0895989989184461e-12,1.962890972251273e-07,1.8068846209125361e-13,5.1337869821117997e-11,7.684038580257169e-14,3.1576716692941051e-33,5.0841473730984977e-14,5.2984450998862731e-42,8.9390435665511331e-19,7.888025761926576e-29,2.981596973774279e-13,3.4092474960225874e-30,7.6394716854369203e-31,4.9177590082885488e-15,6.7115622375897847e-34,0.0028289897932693656,0.0024866713328136106,3.2002710789373707e-09,1.7002700111034916e-08,7.4924039269211339e-09,2.0587941098215811e-15,1.8135322402609383e-11,8.5677033900441476e-09,1.1177185959304854e-07,1.5071740130879786e-07,3.3599199452274135e-14,5.8760742100154689e-14,5.7830538996196583e-17,3.6682241960055621e-15
