Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CO2X(24),C2H4(47),COX(50),CH4OX(60),CHOX(53),C2H4X(210),C2H4X(65)
1.8151782487876832e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44685609546644678,0.11319923783183022,0.02275210801204932,6.1838576472349005e-12,7.034802378585741e-07,1.186126669389731e-05,1.0225221987168078e-06,1.3805502828486863e-08,2.3557012669100012e-19,0.00016041481978763071,2.6509950747508485e-17,0.00012746552613526215,4.6603869148181639e-13,3.5633596471636828e-09,2.1553237618151066e-14,1.7642329864546303e-16,1.5658498722585468e-05,5.9795389501917722e-12,0.0053031309587117485,0.00012136156676999748,2.0196787107243299e-05,1.6780951902727154e-07,9.0770090952917727e-10,4.6769728048308116e-09,4.2643347943977747e-11,2.359783716252357e-12,1.9605795247691417e-08,6.1034415658681653e-06,4.7458504531142442e-11,1.9639128731517583e-07,3.7022448310901648e-14,9.3349992742847502e-12,3.1941596101154035e-12,3.9807043992208438e-14,9.7781312671264369e-16,8.9861434358127328e-14,1.7026431066440804e-18
1.824433532262211e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44684111298536161,0.11318356503860881,0.022751976894938259,6.3174485727601875e-12,7.1638120613439019e-07,1.1986014300347067e-05,1.0378424333947655e-06,1.4015398171601268e-08,2.4169539470113332e-19,0.00016123484780525607,2.7200831625480105e-17,0.00012797931412052095,4.7342951004282592e-13,3.6478956114508718e-09,2.197687285470839e-14,1.8006167312692584e-16,1.5850833755925464e-05,6.1047558793962048e-12,0.0053179161086260697,0.00012140224094810279,2.0298495974888483e-05,1.6871805252668026e-07,9.1233726558446172e-10,4.6985236991004493e-09,4.3334975317225261e-11,2.3737328917447875e-12,1.9871373053389284e-08,6.1549392131232534e-06,4.7915011850136015e-11,1.9864488925297823e-07,3.7567839218445539e-14,9.5311273326719116e-12,3.2419244299929968e-12,4.0750298206791733e-14,9.9222371958751597e-16,9.2160809454948638e-14,1.7382398877093828e-18
1.8336888157367387e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44682621537614048,0.11316797477141205,0.022751846158966568,6.4529997533637921e-12,7.2943054636450592e-07,1.2111434167921094e-05,1.0532966541629862e-06,1.4227388063457207e-08,2.47941975289395e-19,0.00016205490934272278,2.7906083579403372e-17,0.00012849195871585047,4.8089969163997901e-13,3.7338976477990727e-09,2.2406105478003204e-14,1.8375337471212497e-16,1.6044108803072865e-05,6.2319455425899506e-12,0.0053326183869996848,0.00012144093279666348,2.0400004840594212e-05,1.6962278590729344e-07,9.1697377324855233e-10,4.7200736969520328e-09,4.4033387028279559e-11,2.3877324065252952e-12,2.0138985338936847e-08,6.206607167188715e-06,4.8373058826371731e-11,2.0091195029285388e-07,3.8117210337233938e-14,9.7303554199986341e-12,3.2901054786283064e-12,4.17098827252477e-14,1.0067520022197537e-15,9.4506683554814486e-14,1.7743963088874538e-18
1.8429440992112665e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44681140213645149,0.11315246656717726,0.022751715787430859,6.59052542740441e-12,7.4262882558103882e-07,1.2237526227913263e-05,1.0688851189674798e-06,1.4441482479990405e-08,2.5431149423639785e-19,0.00016287500445066655,2.8625930831056368e-17,0.00012900346280712144,4.8844969080468573e-13,3.8213812462853964e-09,2.2840970352592087e-14,1.8749885051981481e-16,1.6238318384276069e-05,6.36112894998696e-12,0.0053472382568275426,0.00012147768033880855,2.0501315271310017e-05,1.7052374203897126e-07,9.2161043236245506e-10,4.7416228348530658e-09,4.4738604596431777e-11,2.4017825964202173e-12,2.0408636140504539e-08,6.2584451476326147e-06,4.8832642434071383e-11,2.0319247064710013e-07,3.8670559252477439e-14,9.9327166595590036e-12,3.3387035445303723e-12,4.2685969585045639e-14,1.0213981920171147e-15,9.6899748638793122e-14,1.8111183146400136e-18
1.8521993826857942e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44679667276720336,0.11313703996543827,0.022751585763932346,6.7300398246600855e-12,7.5597660658925022e-07,1.2364290409510446e-05,1.0846080840543709e-06,1.4657691391167619e-08,2.6080558819556065e-19,0.00016369513317662947,2.936059994806562e-17,0.00012951382927130946,4.9607996246545836e-13,3.910361942419053e-09,2.3281502261474703e-14,1.9129854833317905e-16,1.6433457052862344e-05,6.4923272305194322e-12,0.0053617761785103935,0.00012151252096108022,2.0602428821818736e-05,1.714209440284212e-07,9.2624724274843248e-10,4.7631711485753056e-09,4.5450649456174652e-11,2.4158837972634218e-12,2.0680329490176758e-08,6.3104528763528448e-06,4.9293759753814452e-11,2.0548645043647879e-07,3.9227883678856622e-14,1.0138244362408369e-11,3.3877194110617483e-12,4.367873132351325e-14,1.0361625078549142e-15,9.9340703285186599e-14,1.8484118829262828e-18
1.861454666160322e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44678202677252332,0.11312169450831103,0.022751456072372587,6.8715571667891656e-12,7.6947444801833578e-07,1.24917266398644e-05,1.1004658040128568e-06,1.4876024760984842e-08,2.6742590468798293e-19,0.00016451529556508424,3.0110319856469225e-17,0.00013002306097653214,5.0379096194609824e-13,4.0008553167212922e-09,2.3727735906335068e-14,1.9515291659496931e-16,1.6629519395482847e-05,6.6255616319320248e-12,0.0053762326098694049,0.00012154549142151478,2.0703347034206803e-05,1.7231441519693427e-07,9.3088420421027538e-10,4.7847186732030663e-09,4.6169542956904881e-11,2.4300363447990873e-12,2.0954069415288464e-08,6.3626300775239657e-06,4.9756407969618786e-11,2.0779388969302532e-07,3.978918145886503e-14,1.0346972027512935e-11,3.437153856572225e-12,4.4688340973227985e-14,1.0510451697806932e-15,1.0183025269639669e-13,1.8862830252302704e-18
1.8707099496348498e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44676746365973463,0.11310642974047887,0.022751326696949348,7.0150916677889956e-12,7.831229043714855e-07,1.2619834844160227e-05,1.1164585318171283e-06,1.5096492547465408e-08,2.7417410209741582e-19,0.00016533549165745784,3.0875321853280644e-17,0.00013053116078208543,5.1158314496388586e-13,4.0928769943111459e-09,2.4179705907790655e-14,1.9906240440279609e-16,1.6826500032330664e-05,6.7608535208755848e-12,0.0053906080061607116,0.00012157662785772857,2.0804071437369887e-05,1.7320417905898463e-07,9.3552131653357513e-10,4.806265443141506e-09,4.6895306363093824e-11,2.4442405748046065e-12,2.1229859938522257e-08,6.4149764775444665e-06,5.0220584367253803e-11,2.1011478836278482e-07,4.0354450562337736e-14,1.0558933341898609e-11,3.487007654529315e-12,4.5714972057471808e-14,1.0660463992859808e-15,1.0436910872573021e-13,1.9247377865881113e-18
1.8799652331093775e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44675298293933513,0.11309124520917813,0.022751197622152414,7.1606575344520928e-12,7.9692252607522184e-07,1.2748614945681418e-05,1.1325865188672688e-06,1.5319104702657912e-08,2.8105184966566018e-19,0.00016615572149215568,3.165583961905305e-17,0.00013103813153847872,5.1945696762777072e-13,4.1864426444968037e-09,2.463744680564841e-14,2.0302746150456813e-16,1.702439361733294e-05,6.8982243830004305e-12,0.0054049028200898533,0.00012160596579500281,2.0904603546554285e-05,1.7409025930167021e-07,9.4015857948598839e-10,4.8278114921249599e-09,4.7627960853927181e-11,2.4584968230782279e-12,2.15077050769885e-08,6.4674918049861647e-06,5.0686286331452748e-11,2.124491463084746e-07,4.0923689086861016e-14,1.0774162180799124e-11,3.5372815736455347e-12,4.6758798585750221e-14,1.0811664193494771e-15,1.0695798990414441e-13,1.9637822456153128e-18
1.8892205165839053e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4467385841249748,0.11307614046418366,0.022751068832759427,7.3082689668192162e-12,8.1087385952800506e-07,1.2878066865871619e-05,1.1488500150291531e-06,1.5543871172634025e-08,2.8806082748759419e-19,0.00016697598510458602,3.2452109230444134e-17,0.0001315439760874701,5.2741288643656261e-13,4.2815679803725818e-09,2.5100993059167057e-14,2.0704853829407703e-16,1.7223194838318223e-05,7.0376958230491545e-12,0.0054191175018261746,0.00012163354015436285,2.1004944862931888e-05,1.7497267976497127e-07,9.4479599281749877e-10,4.8493568532253109e-09,4.8367527522858989e-11,2.4728054252641396e-12,2.1787608841377769e-08,6.5201757905446874e-06,5.1153511342822992e-11,2.1479696331207321e-07,4.1496895255421161e-14,1.0992692607803455e-11,3.5879763780024828e-12,4.781999504937421e-14,1.0964054539403076e-15,1.0959762146693173e-13,2.0034225145336369e-18
1.898475800058433e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44672426673343435,0.11306111505779476,0.022750940313831736,7.4579401586290279e-12,8.2497744714811141e-07,1.3008190524393205e-05,1.1652492686733549e-06,1.5770801897486133e-08,2.9520272650618639e-19,0.00016779628252718375,3.3264369172781244e-17,0.00013204869726209976,5.3545135827712411e-13,4.378268758421305e-09,2.5570379047325261e-14,2.1112608580672208e-16,1.7422898417159908e-05,7.1792895649489857e-12,0.0054332524990170937,0.00012165938526064574,2.1105096873206206e-05,1.7585146442280117e-07,9.4943355626067135e-10,4.8709015588602735e-09,4.911402737784494e-11,2.4871667170284482e-12,2.2069575236300496e-08,6.5730281669898769e-06,5.1622256976510057e-11,2.1715823907733693e-07,4.2074067415342402e-14,1.1214558875002456e-11,3.6390928271718108e-12,4.8898736417101273e-14,1.1117637283762979e-15,1.122887353803447e-13,2.0436647391980456e-18
1.9077310835329608e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44671003028460271,0.11304616854482061,0.022750812050710317,7.6096852977641431e-12,8.3923382742078028e-07,1.3138985839182722e-05,1.1817845267130862e-06,1.5999906811324871e-08,3.0247924850824645e-19,0.00016861661378943482,3.409286035262679e-17,0.00013255229788672335,5.43572840422564e-13,4.4765607781220662e-09,2.6045639069095162e-14,2.1526055571537259e-16,1.7623499109896886e-05,7.3230274519036737e-12,0.0054473082568023291,0.00012168353485055194,2.1205061049250803e-05,1.7672663736483398e-07,9.5407126953090925e-10,4.8924456408017481e-09,4.9867481341033866e-11,2.5015810340942774e-12,2.2353608259381384e-08,6.6260486691185245e-06,5.2092520899643843e-11,2.1953297323224428e-07,4.2655204039139811e-14,1.143979542313481e-11,3.6906316763331794e-12,4.999519813083695e-14,1.1272414695392763e-15,1.1503207036816041e-13,2.0845150991236302e-18
1.9169863670074885e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44669587430145602,0.11303130048256643,0.022750684029011623,7.7635185666931118e-12,8.5364353494463562e-07,1.3270452726503298e-05,1.1984560346411853e-06,1.6231195842276537e-08,3.0989210611962036e-19,0.00016943697891790021,3.4937826110343835e-17,0.00013305478077704462,5.5177779053043225e-13,4.576459881563189e-09,2.6526807343720437e-14,2.194524003263636e-16,1.7824991706832184e-05,7.4689314464849297e-12,0.0054612852178280271,0.00012170602208067612,2.1304838847777961e-05,1.7759822277908882e-07,9.5870913232670205e-10,4.9139891301841564e-09,5.0627910248152412e-11,2.5160487119442364e-12,2.2639711900131388e-08,6.6792370337084324e-06,5.2564300867965442e-11,2.2192116533136838e-07,4.3240303721516528e-14,1.1668436881732236e-11,3.742593676389166e-12,5.1109556101395959e-14,1.1428389050810407e-15,1.1782837193818479e-13,2.1259798075120818e-18
1.9262416504820163e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44668179831003524,0.11301651043081923,0.022750556234623565,7.919454142907941e-12,8.6820710047737965e-07,1.340259110099415e-05,1.2152640365661664e-06,1.6464678912480297e-08,3.1744302280010277e-19,0.0001702573779362404,3.5799512232661559e-17,0.00013355614874014748,5.6006666664091456e-13,4.6779819530603489e-09,2.7013918010998653e-14,2.2370207257562098e-16,1.8027371032610806e-05,7.6170236307233696e-12,0.005475183822260807,0.00012172687953551299,2.1404431710034376e-05,1.7846624493524054e-07,9.6334714432986664e-10,4.9355320575127116e-09,5.1395334848798654e-11,2.5305700860545712e-12,2.2927890140582928e-08,6.7325929994717476e-06,5.3037594724854919e-11,2.2432281485817818e-07,4.3829365177486366e-14,1.1900518069263953e-11,3.7949795740772253e-12,5.2241986704318886e-14,1.1585562638436067e-15,1.2067839240869723e-13,2.1680651112782229e-18
1.935496933956544e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44666780183942517,0.11300179795183392,0.022750428653701412,8.0775061993572171e-12,8.8292505098076396e-07,1.3535400875717212e-05,1.2322087752473463e-06,1.6700365938085374e-08,3.2513373283959947e-19,0.00017107781086523927,3.6678166965240963e-17,0.00013405640457452711,5.6843992717502902e-13,4.7811429187797139e-09,2.7507005131567516e-14,2.2801002602491321e-16,1.8230631946277358e-05,7.7673262061990616e-12,0.0054890045078017343,0.00012174613923543375,2.1503841061526099e-05,1.7933072816864301e-07,9.6798530520579463e-10,4.9570744526717387e-09,5.2169775806253717e-11,2.5451454920328833e-12,2.32181469544809e-08,6.7861163070108133e-06,5.351240039913983e-11,2.2673792122726972e-07,4.4422387244017259e-14,1.2136073993280418e-11,3.8477901120787714e-12,5.3392666775745259e-14,1.1743937763999552e-15,1.2358289093483439e-13,2.2107772910766384e-18
1.9447522174310718e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44665388442173271,0.11298716261031935,0.022750301272663802,8.2376889048742869e-12,8.9779790966484012e-07,1.3668881962200982e-05,1.2492904921290773e-06,1.6938266829247996e-08,3.3296598135355527e-19,0.00017189827772282854,3.7574041025240129e-17,0.00013455555107012089,5.7689803093282356e-13,4.8859587463660011e-09,2.8006102687194194e-14,2.3237671485822517e-16,1.8434769341314583e-05,7.9198614941315439e-12,0.0055027477097002071,0.00012176383264462948,2.1603068311770723e-05,1.8019169686504856e-07,9.7262361460368719e-10,4.9786163449329277e-09,5.2951253696674862e-11,2.5597752651359862e-12,2.3510486305743242e-08,6.8398066987757692e-06,5.3988715901300604e-11,2.2916648378652693e-07,4.5019368876493053e-14,1.2375139850556377e-11,3.9010260291254261e-12,5.456177360834303e-14,1.190351673844163e-15,1.2654263353491462e-13,2.2541226613277393e-18
1.9540075009055996e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44664004559206483,0.11297260397342454,0.022750174078188735,8.400016424600191e-12,9.1282619603149535e-07,1.3803034270481735e-05,1.2665094273740822e-06,1.7178391490128308e-08,3.4094152427755197e-19,0.00017271877852411164,3.8487387613879344e-17,0.00013505359100833859,5.854414370915724e-13,4.9924454445753759e-09,2.8511244581067439e-14,2.3680259387825167e-16,1.8639778145663514e-05,8.0746519354694187e-12,0.0055164138607677769,0.0001217799906790177,2.170211485407284e-05,1.8104917544599408e-07,9.7726207215678278e-10,5.0001577629635398e-09,5.3739789009426474e-11,2.574459740551978e-12,2.3804912149433482e-08,6.8936639190206437e-06,5.4466539322841936e-11,2.3160850181921412e-07,4.5620309145637481e-14,1.2617751027233125e-11,3.9546880601024288e-12,5.5749484947290486e-14,1.2064301881923581e-15,1.295583931167021e-13,2.2981075702438481e-18
1.9632627843801273e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44662628488850814,0.11295812161072484,0.022750047057209611,8.5645029204015008e-12,9.2801042591727428e-07,1.3937857709142087e-05,1.2838658198959251e-06,1.7420749818887102e-08,3.4906212836394223e-19,0.0001735393132813879,3.9418462429005903e-17,0.00013555052716209242,5.9407060520397575e-13,5.100619062913075e-09,2.902246463809243e-14,2.4128811850300683e-16,1.8845653321726173e-05,8.2317200909794981e-12,0.0055300033913918654,0.00012179464371410828,2.1800982065325479e-05,1.8190318835483561e-07,9.8190067748259556e-10,5.0216987348346561e-09,5.4535402147092754e-11,2.5891992537336141e-12,2.4101428431181929e-08,6.9476877137620114e-06,5.4945868834650759e-11,2.3406397454599972e-07,4.6225207240339684e-14,1.2863943098960067e-11,4.0087769361493284e-12,5.6955978986310413e-14,1.2226295534879865e-15,1.3263094950361091e-13,2.3427383998555594e-18
1.972518067854655e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44661260185210694,0.11294371509420841,0.022749920196911286,8.7311625512825993e-12,9.4335111153549671e-07,1.4073352185347097e-05,1.3013599073906328e-06,1.7665351707682451e-08,3.5732957117767399e-19,0.00017435988200417669,4.0367523677658342e-17,0.00013604636229582574,6.0278599519635813e-13,5.2104956912756384e-09,2.953979660518739e-14,2.4583374476254578e-16,1.9052389866351472e-05,8.3910886413354458e-12,0.0055435167295494314,0.00012180782159282599,2.1899671305836679e-05,1.8275376004342198e-07,9.8653943018313565e-10,5.0432392880293427e-09,5.5338113424462958e-11,2.6039941396518086e-12,2.4400039085064732e-08,7.0018778307401629e-06,5.5426702682621545e-11,2.3653290112691328e-07,4.6834062463832764e-14,1.3113751831035563e-11,4.063293384758049e-12,5.8181434363757488e-14,1.2389500040462318e-15,1.3576108946084938e-13,2.3880215660373966e-18
1.9817733513291828e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44659899602684278,0.11292938399826252,0.022749793484726197,8.9000094737920379e-12,9.5884876151767328e-07,1.4209517604877895e-05,1.3189919263674706e-06,1.7912207042666226e-08,3.6574564109026143e-19,0.00017518048469924121,4.1334832088630143e-17,0.00013654109916554246,6.115880673668677e-13,5.3220914595976913e-09,3.0063274151581577e-14,2.5043992929579545e-16,1.925998281080531e-05,8.55278038720601e-12,0.0055569543008205406,0.00012181955363328629,2.1998183919175254e-05,1.8360091495937708e-07,9.9117832984513244e-10,5.0647794494506919e-09,5.6147943068849153e-11,2.6188447330832353e-12,2.4700748034928429e-08,7.0562340193777785e-06,5.5909039187296327e-11,2.3901528066323544e-07,4.7446874228832295e-14,1.3367213178547032e-11,4.1182381298682263e-12,5.9426030158755317e-14,1.2553917746534384e-15,1.3894960672150439e-13,2.4339635185334199e-18
1.9910286348037106e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44658546695961276,0.11291512789965999,0.022749666908330461,9.0710578424232347e-12,9.7450388095422395e-07,1.4346353872162987e-05,1.3367621121789008e-06,1.8161325703980485e-08,3.7431213727691747e-19,0.0001760011213706123,4.2320650925032808e-17,0.00013703474051883515,6.2047728238367773e-13,5.4354225375031714e-09,3.0592930869115153e-14,2.5510712934749246e-16,1.9468427220725404e-05,8.7168182493427664e-12,0.0055703165284018688,0.00012182986863652102,2.2096521232039626e-05,1.8444467753397097e-07,9.9581737604024928e-10,5.0863192454300249e-09,5.6964911220392872e-11,2.6337513692879824e-12,2.5003559194247397e-08,7.1107560307410417e-06,5.6392876743035004e-11,2.415111121993229e-07,4.8063642061946849e-14,1.3624363286510328e-11,4.173611891959993e-12,6.0689945887381613e-14,1.2719551025908036e-15,1.4219730201256582e-13,2.48057074098334e-18
2.0002839182782383e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4465720142002087,0.11290094637754589,0.022749540455640056,9.2443218100092204e-12,9.9031697143451362e-07,1.4483860890307279e-05,1.3546706990497414e-06,1.8412717565753743e-08,3.8303086971310737e-19,0.00017682179201961281,4.332524599685806e-17,0.00013752728909491332,6.2945410128318498e-13,5.5505051339608527e-09,3.1128800272539563e-14,2.5983580276522289e-16,1.9677718196061722e-05,8.8832252686674017e-12,0.0055836038331201149,0.0001218387948941523,2.219468455415019e-05,1.85285072170575e-07,1.0004565683253053e-09,5.1078587017349218e-09,5.778903793084135e-11,2.6487143829054859e-12,2.5308476463211052e-08,7.1654436175044227e-06,5.6878213812891214e-11,2.440203947243688e-07,4.8684365600050585e-14,1.3885238490008401e-11,4.2294153881443011e-12,6.1973361498903676e-14,1.288640225220567e-15,1.4550498308089129e-13,2.5278497509477884e-18
2.009539201752766e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44655863730129652,0.11288683901342413,0.022749414114807014,9.419815528110851e-12,1.0062885310862e-06,1.4622038561118943e-05,1.3727179201055293e-06,1.8666392496097115e-08,3.9190365916745555e-19,0.00017764249664488065,4.4348885673539357e-17,0.00013801874762463077,6.3851898546821289e-13,5.6673554969441702e-09,3.1670915799818188e-14,2.6462640799656292e-16,1.9887850871003166e-05,9.0520246063585481e-12,0.0055968166334453588,0.00012184636019601105,2.2292675178156879e-05,1.8612212323367103e-07,1.005095906242482e-09,5.1293978435770404e-09,5.8620343163767529e-11,2.6637341081456247e-12,2.56155037303634e-08,7.2202965339118379e-06,5.7365048928362355e-11,2.4654312717409952e-07,4.9309044582798492e-14,1.4149875314329188e-11,4.2856493322506723e-12,6.3276457372060437e-14,1.3054473796345681e-15,1.4887346471911072e-13,2.5758070999333854e-18
2.018794485227294e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44654533581839562,0.11287280539114411,0.022749287874215651,9.5975531473990039e-12,1.0224190546139075e-06,1.4760886785134117e-05,1.3909040074001086e-06,1.8922360357100436e-08,4.0093233719930658e-19,0.00017846323524239299,4.5391840896512104e-17,0.0001385091188305131,6.476723967062105e-13,5.7859899130951672e-09,3.2219310812427984e-14,2.6947940408631625e-16,2.0098820413891207e-05,9.2232395439381692e-12,0.0056099553455043185,0.00012185259183769818,2.239049437956683e-05,1.8695585503839214e-07,1.0097353893195255e-09,5.1509366956202629e-09,5.9458846795271293e-11,2.6788108800367545e-12,2.5924644873200963e-08,7.2753145357397337e-06,5.7853380689726309e-11,2.4907930843240866e-07,4.9937678858976069e-14,1.4418310475102869e-11,4.3423144349125363e-12,6.4599414311389604e-14,1.3223768060933697e-15,1.5230356879147152e-13,2.6244493734186401e-18
2.0280497687018216e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44653210930985793,0.11285884509688759,0.022749161722478879,9.7775488180305156e-12,1.0387090333372406e-06,1.4900405461639606e-05,1.4092291919424748e-06,1.9180631004828087e-08,4.1011874615660884e-19,0.00017928400780548942,4.6454385191773153e-17,0.00013899840542678471,6.5691479712745641e-13,5.9064247073925328e-09,3.2774018595660663e-14,2.7439525067384543e-16,2.0310622027121136e-05,9.396893483357452e-12,0.0056230203830935537,0.00012185751662808643,2.2488143416694599e-05,1.8778629184059611e-07,1.0143750170699609e-09,5.172475281988603e-09,6.0304568612572352e-11,2.6939450328715204e-12,2.6235903754222789e-08,7.3304973802656166e-06,5.8343207760009526e-11,2.5162893733293122e-07,5.0570268383885378e-14,1.4690580878438283e-11,4.3994114036502553e-12,6.5942413543601281e-14,1.3394287449168148e-15,1.5579612425962409e-13,2.6737831908788681e-18
2.0373050521763494e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44651895733684771,0.11284495771915552,0.022749035648434432,9.9598166900171542e-12,1.0551589552281315e-06,1.5040594488693646e-05,1.4276937037228645e-06,1.9441214289314933e-08,4.1946473916718167e-19,0.00018010481432489579,4.7536794682438843e-17,0.0001394866101193953,6.6624664922325862e-13,6.0286762428235911e-09,3.3335072358923107e-14,2.7937440799049481e-16,2.0523250947031567e-05,9.5730099470822817e-12,0.0056360121576925744,0.00012186116089676027,2.2585623530623907e-05,1.8861345782744098e-07,1.0190147889932879e-09,5.1940136262737e-09,6.1157528314009541e-11,2.7091369000970666e-12,2.6549284222759504e-08,7.3858448262316367e-06,5.8834528864564053e-11,2.5419201266055496e-07,5.1206813208109228e-14,1.4966723621058716e-11,4.4569409429517603e-12,6.7305636713996095e-14,1.3566034349715061e-15,1.593519672083469e-13,2.7238152058106598e-18
2.046560335650877e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44650587946332088,0.11283114284875503,0.022748909641141301,1.0144370913588243e-11,1.0717693049475367e-06,1.5181453763144729e-05,1.4462977717381215e-06,1.9704120054561976e-08,4.2897218013642029e-19,0.00018092565478874725,4.8639348101301861e-17,0.00013997373560604637,6.7566841584415781e-13,6.1527609200602189e-09,3.3902505236038015e-14,2.8441733685710221e-16,2.0736702443782783e-05,9.7516125781782151e-12,0.0056489310784769023,0.00012186355050139242,2.2682935945186026e-05,1.8943737710843882e-07,1.0236547045751721e-09,5.215551751542909e-09,6.2017745510235601e-11,2.7243868164611636e-12,2.6864790116744134e-08,7.4413566338090894e-06,5.9327342793030636e-11,2.5676853315287464e-07,5.1847313485998245e-14,1.5246775990436883e-11,4.5149037543508782e-12,6.8689265882924789e-14,1.3739011191834665e-15,1.6297194087121277e-13,2.7745521057575674e-18
2.055815619125405e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44649287525600528,0.11281740007878634,0.022748783689876064,1.0331225639546941e-11,1.0885405638814935e-06,1.5322983180648667e-05,1.4650416240163574e-06,1.9969358138531984e-08,4.3864294374751004e-19,0.00018174652918261151,4.976232680338669e-17,0.00014045978457621748,6.8518056019812855e-13,6.278695177138541e-09,3.4476350285543524e-14,2.8952449868159535e-16,2.0950971821224589e-05,9.932725140395048e-12,0.0056617775523310149,0.00012186471083505486,2.2780081866960709e-05,1.9025807370699411e-07,1.0282947632876464e-09,5.237089680347152e-09,6.2885239722694609e-11,2.7396951159476841e-12,2.7182425257460791e-08,7.4970325645707854e-06,5.982164839228631e-11,2.5935849750158752e-07,5.2491769475388713e-14,1.553077546492926e-11,4.5733005365035133e-12,7.009348352229128e-14,1.3913220408744345e-15,1.666568956561951e-13,2.8260006123347481e-18
2.0650709025999326e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44647994428438004,0.1128037290046299,0.022748657784129305,1.0520395019619184e-11,1.1054732101765457e-06,1.5465182635683885e-05,1.4839254876409137e-06,2.0236938373145034e-08,4.4847891545037256e-19,0.0001825674374895123,5.0906014778503568e-17,0.00014094475971119198,6.9478354584878241e-13,6.4064954891423722e-09,3.5056640490990741e-14,2.9469635545667266e-16,2.1166054416754201e-05,1.011637151825086e-11,0.0056745519838612615,0.00012186466683346285,2.2877062485285238e-05,1.9107557155239507e-07,1.0329349645893021e-09,5.2586274347279328e-09,6.3760030383235465e-11,2.7550621309960442e-12,2.7502193451296357e-08,7.5528723814571892e-06,6.031744456539085e-11,2.6196190435383162e-07,5.3140181521177719e-14,1.5818759713909619e-11,4.6321319852615987e-12,7.151847251209796e-14,1.4088664400913197e-15,1.7040768917121418e-13,2.878167481252732e-18
2.0743261860744604e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44646708612065622,0.11279012922393371,0.022748531913602144,1.071189320679606e-11,1.1225677187745336e-06,1.5608052021565079e-05,1.5029495887736385e-06,2.0506870584273878e-08,4.5848199145880281e-19,0.00018338837968995191,5.2070698663800878e-17,0.00014142866368408249,7.0447783671356975e-13,6.5361783678902759e-09,3.5643408761241085e-14,2.9993336975756407e-16,2.1381945601164703e-05,1.0302575717115664e-11,0.0056872547754086775,0.00012186344298215051,2.2973878972275835e-05,1.9188989447223214e-07,1.0375753079254664e-09,5.2801650362253828e-09,6.4642136835884764e-11,2.7704881959964543e-12,2.7824098493277243e-08,7.6088758487416127e-06,6.081473027574925e-11,2.6457875231346929e-07,5.3792550065816008e-14,1.6110766597901879e-11,4.6913987937448635e-12,7.2964416137029013e-14,1.4265345620020449e-15,1.7422518624962457e-13,2.9310595023429098e-18
