Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),H2OX(23),CHOX(53)
5.726682421324683e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999705,0.11866996602996252,0.022821567693054247,0.0,1.8164801710770236e-54,1.6341289292370098e-30,1.5250972371490079e-72,7.8927875282639302e-46,1.084040048278707e-110,5.0542513714429696e-17,8.3469300900072871e-90,5.0542513714420618e-17,5.5230634209047114e-61,2.3010926654788852e-60,1.5673377253018293e-93,1.8173245167069554e-94,9.3444677611520508e-45,1.2163879734590037e-71,2.76026542643807e-15,8.172655337284182e-17,3.2717879826074237e-19,4.956726399704696e-32,1.835390992414919e-31,3.2717879786388982e-19,1.9545390078883169e-28,2.1841909442354604e-34,2.4226283573105812e-39,1.3026619733798714e-64,6.131184320360457e-44,9.3237638965717888e-82,2.7602292429116173e-87,9.4795844457026962e-46,1.2521822126228012e-90
1.1458340240061464e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999422,0.1186699660299597,0.022821567693054205,0.0,2.9087349367330419e-53,6.5407743893163876e-30,9.9940066966006164e-71,6.3206313547869976e-45,2.8411799388107593e-108,1.0112893925659405e-16,5.3502918245665852e-88,1.011289392565577e-16,8.8465000154894846e-60,3.6860327971015622e-59,2.0540081438344015e-91,2.3816177562533264e-92,7.4812558098682452e-44,3.8968103315220252e-70,5.5229289983365781e-15,1.6352411157050634e-16,6.5464185304254862e-19,1.9839822531489457e-31,7.3463471325999812e-31,6.5464185145410343e-19,7.8232409587149549e-28,1.7486785625810795e-33,1.9845016402762692e-38,4.2688386101350982e-63,4.9086754854630032e-43,5.9740143901249383e-80,3.6173016497984851e-85,7.5894312962861654e-45,1.6419606898918409e-88
2.2921655877535026e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999885,0.11866996602995408,0.022821567693054122,0.0,4.6558699481532806e-52,2.6171617386256927e-29,6.6834095465880576e-69,5.0590668678629786e-44,7.5983114801784266e-106,2.0230179034094391e-16,3.4268312517527713e-86,2.0230179034079854e-16,1.416208323614055e-58,5.9010820546181312e-58,2.7467792078817447e-89,3.184884223193581e-90,5.9872779773254726e-43,1.2476787435858461e-68,1.1048256142129752e-14,3.2711922796583032e-16,1.3095679637990831e-18,7.9385127336754688e-31,2.939495755843107e-30,1.3095679574432265e-18,3.1303084067555986e-27,1.399470668754415e-32,1.6601129087133384e-37,1.4278198113909692e-61,3.9284322456666188e-42,3.8255483425356241e-78,4.8373366849496318e-83,6.0738512144655805e-44,2.1969190713889375e-86
4.584828715248215e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997712,0.11866996602994283,0.022821567693053959,0.0,7.4509068119205462e-51,1.0470351208539221e-28,4.6413746335863689e-67,4.0482784578485119e-43,2.1098169783820798e-103,4.0464749250972856e-16,2.1940186171039115e-84,4.0464749250914688e-16,2.2665481495186159e-57,9.4444749105549674e-57,3.8140072963958531e-87,4.4223327531032962e-88,4.7907314555073848e-42,3.993691419680001e-67,2.2098910429700723e-14,6.5430946075645822e-16,2.6194201900838778e-18,3.1759215899228266e-30,1.175989708226182e-29,2.619420164656257e-18,1.2523215944237222e-26,1.1197833377803437e-31,1.4434170839660025e-36,4.9606211652981785e-60,3.1433426797176956e-41,2.4490484804927176e-76,6.7168257656356118e-81,4.8600031527397023e-43,3.0525489341970463e-84
9.17015497023764e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995436,0.11866996602992032,0.022821567693053633,0.0,1.1922660654038188e-49,4.18848139489647e-28,3.4352055017721902e-65,3.2390328012145663e-42,6.2419541141109306e-101,8.0933889684763733e-16,1.404442892688618e-82,8.0933889684531048e-16,3.6269689736158173e-56,1.5113352109292879e-55,5.6431784005597643e-85,6.5432524629609471e-86,3.8329481087449246e-41,1.2781603911089356e-65,4.4200219004781168e-14,1.308689926337634e-15,5.2391246617406634e-18,1.2704716855091518e-29,4.7043416564654048e-29,5.2391245600214547e-18,5.0096492549363391e-26,8.9590240831448869e-31,1.3389772566868879e-35,1.8373989657246057e-58,2.5149129429273379e-40,1.5676142743075059e-74,9.938168154188516e-79,3.8883706549128514e-42,4.5208381073055985e-82
1.834080748021649e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679990884,0.1186699660298753,0.022821567693052977,0.0,1.90772175122013e-48,1.6754607718010329e-27,2.7929856086248067e-63,2.5913902640845463e-41,2.0281508558677669e-98,1.6187217055248129e-15,8.9893017343945336e-81,1.6187217055155049e-15,5.8035439298978756e-55,2.4183107702058509e-54,9.1707577960316586e-83,1.063347268170919e-83,3.066502514117195e-40,4.0903998861796755e-64,8.8402836154696092e-14,2.6174508574996657e-15,1.0478533681405369e-17,5.0820907915744339e-29,1.8818132176401645e-28,1.0478533274508398e-17,2.0039053889238307e-25,7.1674103666541475e-30,1.3658520581811949e-34,7.4786395919516168e-57,2.0120259117002932e-39,1.0033445780909125e-72,1.6150567200303933e-76,3.1108425382158717e-41,7.3560485512294402e-80
3.668211250017419e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767998178,0.11866996602978526,0.022821567693051669,0.0,3.0524292740513479e-47,6.7019797502540479e-27,2.5482455436774606e-61,2.0731778211180966e-40,7.3942567262085669e-96,3.2374873228845955e-15,5.7534306296887617e-79,3.2374873228473632e-15,9.2859851457824684e-54,3.8694337063059168e-53,1.6723043384711266e-80,1.9390330428391242e-81,2.4532577702777428e-39,1.3089738229401618e-62,1.7680807045354202e-13,5.2349727198224497e-15,2.0957352026158132e-17,2.0328754817524672e-28,7.5274058843192323e-28,2.095735039850848e-17,8.0154978138460606e-25,5.7338257549924834e-29,1.5640813323239476e-33,3.4162806185034864e-55,1.6096590054743012e-38,6.4216338983788037e-71,2.9450851880014802e-74,2.4887304431636909e-40,1.3432245459124062e-77
7.336472254008958e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679963573,0.1186699660296052,0.022821567693049053,0.0,4.8839388409028449e-46,2.6808194192827009e-26,2.6044616871583932e-59,1.6585684989998425e-39,3.0202703281046256e-93,6.4750185576258895e-15,3.682284403180827e-77,6.4750185574769573e-15,1.4857828089036539e-52,6.1911932621528565e-52,3.4163701089219137e-78,3.9612732549001462e-79,1.9626255546657445e-38,4.1887895846496089e-61,3.5361853904729811e-13,1.0470016444462896e-14,4.1914989937507519e-17,8.1315670938687061e-28,3.0109928774914307e-27,4.1914983426613506e-17,3.2060023026434359e-24,4.5867332521104972e-28,2.0053957415392798e-32,1.7478994413825444e-53,1.2877425984603867e-37,4.1099188140036804e-69,6.0165487159155735e-72,1.9910037283726751e-39,2.7473708678056321e-75
1.4672994261992038e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679927157,0.11866996602924505,0.022821567693043818,0.0,7.8143195040081653e-45,1.0723334206014202e-25,2.9127310143721403e-57,1.3268652925456465e-38,1.3502431055530046e-90,1.2950081027195387e-14,2.3566904234636943e-75,1.295008102659966e-14,2.3772726316699009e-51,9.9059571680900631e-51,7.6382361490710002e-76,8.8565169747356748e-77,1.5701034344669419e-37,1.3404243873095319e-59,7.0723947621906775e-13,2.0940103893723312e-14,8.3830270648785154e-17,3.252629339768886e-27,1.2044031923681008e-26,8.3830244603243595e-17,1.2822239288159725e-23,3.6687976300652768e-27,2.8106270621278902e-31,9.7822376381040207e-52,1.0302003699012974e-36,2.6303713958279459e-67,1.3451650144939015e-69,1.5928056259166393e-38,6.1477412545312914e-73
2.93460382779582e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679854321,0.11866996602852478,0.022821567693033347,0.0,1.2502847514432859e-43,4.2893461798713408e-25,3.4580961146103933e-55,1.0614964256684975e-37,6.4097116062666054e-88,2.590020596668203e-14,1.5082909466996638e-73,2.5900205964299105e-14,3.8036522847849571e-50,1.5849468972264125e-49,1.8132024639931732e-73,2.1024039233068457e-74,1.2560763524549202e-36,4.2893766888658127e-58,1.4144813504996363e-12,4.1880278792162207e-14,1.6766085163527944e-16,1.3010438114988394e-26,4.8176243449749832e-26,1.6766074743818852e-16,5.1274412236039524e-23,2.9340700132557411e-26,4.1776630960408913e-30,5.8099466101752021e-50,8.2416302582122351e-36,1.68344511129713e-65,3.1932189599702607e-67,1.2742373879351827e-37,1.4601393641694615e-70
5.869212630989052e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679708649,0.11866996602708423,0.022821567693012405,0.0,2.0004256823508689e-42,1.7157419238863013e-24,4.2514685840290904e-53,8.4919880803504537e-37,3.151414937218397e-85,5.1800455847045901e-14,9.653090920454407e-72,5.1800455837514177e-14,6.0858564001019726e-49,2.5358777628292446e-48,4.457742757735402e-71,5.1687415878372487e-72,1.0048463779708719e-35,1.3726034584601852e-56,2.8289650988088896e-12,8.3760628588712317e-14,3.3532209194095588e-16,5.2040920002037503e-26,1.9270516472792298e-25,3.3532167503485329e-16,2.0498060074718223e-22,2.3456978815731977e-25,6.425806529622173e-29,3.5724868536428183e-48,6.5933185381200907e-35,1.07740717378348e-63,7.8504984934388789e-65,1.0193739934324962e-36,3.5907407547999025e-68
1.1738430237375515e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767941731,0.11866996602420313,0.022821567692970526,0.0,3.2005777213407751e-41,6.8629822047452151e-24,5.3249247425430367e-51,6.7935969877960177e-36,1.5786687593995842e-82,1.0360095561333594e-13,6.177987193501639e-70,1.0360095557520904e-13,9.7373800681377042e-48,4.0572713344335792e-47,1.1165721578297457e-68,1.2946623835618808e-69,8.0385178832401149e-35,4.3923353141549646e-55,5.6579325944198648e-12,1.6752132818050174e-13,6.7064488649758784e-16,2.0815662363806066e-25,7.7082071611890465e-25,6.7064321793557507e-16,8.1898595253638442e-22,1.8740651728848088e-24,1.0065004620869556e-27,2.2375911065535448e-46,5.274666012343879e-34,6.8954123690077763e-62,1.9663856281417873e-62,8.1547191424785294e-36,8.9951654418628421e-66
2.3476865450148443e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678834631,0.11866996601844092,0.022821567692886766,0.0,5.1205874949597319e-40,2.7452018453085213e-23,6.7282431252195669e-49,5.4348799652581388e-35,7.9784126689450866e-80,2.072019551681652e-13,3.9539143891786653e-68,2.0720195501565761e-13,1.5579814795106194e-46,6.4911972455690157e-46,2.8215637439979917e-66,3.2715942668440504e-67,6.4304021650365845e-34,1.405547710136846e-53,1.1315867581611683e-11,3.350427273588373e-13,1.3412917362933982e-15,8.3256925504403437e-25,3.0832803816878186e-24,1.3412850545689331e-15,3.2684730012722198e-21,1.4952743847872778e-23,1.590062202555395e-26,1.4137398251236085e-44,4.2197459698724325e-33,4.4130648157665933e-60,4.9690240001741855e-60,6.5233316089374644e-35,2.2730950783663385e-63
4.69537358756943e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677669269,0.11866996600691651,0.022821567692719244,0.0,8.1918573588541537e-39,1.0980873440728234e-22,8.5234989459338706e-47,4.3479045471992059e-34,4.0428384289755276e-77,4.1440395436681503e-13,2.5305056574059905e-66,4.1440395375679033e-13,2.4927705256896349e-45,1.0384508969825018e-44,7.1487795525879735e-64,8.2889811304066472e-65,5.1436595674667418e-33,4.4977516002842388e-52,2.2631737539874796e-11,6.7008552569453562e-13,2.6825905175357105e-15,3.3298176048612857e-24,1.2333095783632328e-23,2.6825637311819717e-15,1.3014499341752312e-20,1.1898955161937195e-22,2.5181865887529861e-25,8.9549820413954914e-43,3.3758158395499704e-32,2.8243602767513819e-58,1.2589596046452549e-57,5.2179525895449368e-34,5.7586134642600995e-61
9.390747672678601e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767533855,0.11866996598386768,0.0228215676923842,0.0,1.3103504724337099e-37,4.3924005271856109e-22,1.0771235248219911e-44,3.4783232677387474e-33,2.0436247995867038e-74,8.2880795312010761e-13,1.6195232796810487e-64,8.288079506799975e-13,3.9884317633645752e-44,1.6610686052433957e-43,1.8068177863136083e-61,2.0949948078498662e-62,4.1138674428539022e-32,1.4392792349348496e-50,4.5263477391918941e-11,1.340171122282046e-12,5.365208714927968e-15,1.3315593343423161e-23,4.9332165429160579e-23,5.3651010979428844e-15,5.158883802941809e-20,9.4192736005724606e-22,3.9779672620717472e-24,5.6581415758038469e-41,2.7006820614263905e-31,1.8075882801083569e-56,3.1819369690325339e-55,4.1732210228485197e-33,1.455099290441015e-58
1.8781495842896944e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727670677112,0.11866996593777003,0.022821567691714114,0.0,2.0954518072135361e-36,1.7569999121285847e-21,1.3494194946961642e-42,2.7826575061755249e-32,1.0241577543035297e-71,1.6576159520506032e-12,1.0364941691392676e-62,1.6576159422901801e-12,6.3814861047865328e-43,2.6562645120490811e-42,4.5273295361472607e-59,5.2493967419450935e-60,3.2893984280270541e-31,4.60568443248366e-49,9.0526956838078856e-11,2.6803423151215373e-12,1.0730530055883335e-14,5.3232973159306255e-23,1.9732689657237895e-22,1.0730095886800515e-14,2.0269527428154505e-19,7.3796244052748149e-21,6.2293776542563129e-23,3.5440114159796824e-39,2.1605912494582151e-30,1.1568533177734299e-54,7.9728569658497609e-53,3.3367520466599501e-32,3.6440932448939391e-56
3.756299218333363e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727661354236,0.11866996584557472,0.022821567690373943,0.0,3.3491792447146397e-35,7.0283015584101015e-21,1.6591762978885975e-40,2.226124025793162e-31,5.0376173013619952e-69,3.3152319556070677e-12,6.633552403066848e-61,3.3152319165656166e-12,1.0210361660605783e-41,4.2454053137831731e-41,1.1134048194565195e-56,1.2909748535200087e-57,2.6288097726237446e-30,1.4738130308292553e-47,1.810539146986852e-10,5.3606846994585562e-12,2.1461530906768682e-14,2.126970415286939e-22,7.892934184449993e-22,2.1459765695429891e-14,7.8291083334617954e-19,5.6666297307916663e-20,9.5734172873763243e-22,2.1784349000348599e-37,1.7285424390801464e-29,7.4038197388264872e-53,1.96071407303266e-50,2.6664861966290332e-31,8.952274142502821e-54
5.634448852377032e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727652031361,0.11866996575337942,0.022821567689033772,0.0,1.2320963175568159e-34,1.4935566530914688e-20,1.0715966143501014e-39,6.6088023038913509e-31,4.2402887174127864e-68,4.9728479648586641e-12,3.7663326373788923e-60,4.9728478818961249e-12,3.8627842940491366e-41,1.6177662804364437e-40,8.275221141605685e-56,9.5949691158297017e-57,7.512308429419791e-30,6.8752941875780713e-47,2.7158087152757812e-10,8.0410270824536094e-12,3.219290749423023e-14,4.5163672190255906e-22,1.6772276923656294e-21,3.2189115744544348e-14,1.6243746295582046e-18,1.5828306879231826e-19,3.457042748624725e-21,1.1988723134223025e-36,4.9426609618998419e-29,4.1402729686763838e-52,1.457262937659621e-49,7.6197007198153281e-31,6.6845740028480353e-53
9.39074812046437e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727633385609,0.11866996556898882,0.02282156768635343,0.0,9.4627239747436096e-34,4.1295235984744972e-20,4.4983427979882491e-38,3.0956966343693148e-30,5.5471813911165212e-66,8.2880800061420822e-12,1.0124900940969404e-58,8.2880797767774417e-12,3.0485395440358866e-40,1.3275918769977735e-39,6.0956162220086068e-54,7.0676426119327666e-55,3.4462219911623794e-29,9.2132742218080401e-46,4.5263478105851032e-10,1.3401711843078009e-11,5.365729227508759e-14,1.2461936115425393e-21,4.6368927928420453e-21,5.3646536881271911e-14,4.2334895825433009e-18,6.7952629754031334e-19,2.4916209454398552e-20,2.9063652784027987e-35,2.2716043488807573e-28,9.5260861394762177e-51,1.0733829615616535e-47,3.4951064018034433e-30,6.0034595580496401e-51
1.2771417461742973e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727616604433,0.11866996540303727,0.022821567683941123,0.0,2.6039214782462062e-33,7.35376707541444e-20,2.093246832958292e-37,7.1436263443950963e-30,3.0340041655795032e-65,1.1271788861696858e-11,4.3963630030042557e-58,1.1271788453269357e-11,8.555184867975812e-40,3.8677964468090564e-39,3.1038983276135037e-53,3.5988251659975067e-54,7.7497349070306003e-29,3.0578131551186967e-45,6.155832963028576e-10,1.8226328123306523e-11,7.2976642182103902e-14,2.2162166059257659e-21,8.2567569702733476e-21,7.2957182870170807e-14,7.2531423655436573e-18,1.4730691985156851e-18,6.6605586782224587e-20,1.2112691070515555e-34,5.1135255647621155e-28,3.6407870624447924e-50,5.4656076592716544e-47,7.8591883162478909e-30,3.63402295045018e-50
1.6152086803021577e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727599823256,0.11866996523708573,0.022821567681528817,0.0,5.859403004067085e-33,1.1479789666973981e-19,7.197665035050036e-37,1.3754606641635896e-29,1.3773147773152138e-64,1.4255497736725291e-11,1.3312201669754208e-57,1.4255497099169866e-11,1.9587579998101435e-39,8.8423256301991331e-39,1.2330853125343632e-52,1.4297010239322903e-53,1.4632309727003297e-28,8.2163547010278151e-45,7.7853180801877225e-10,2.3050944398947952e-11,9.2297572888198994e-14,3.4550116817735941e-21,1.2888638105448629e-20,9.226673548014035e-14,1.0901531644993994e-17,2.6786736329859839e-18,1.4522778716949443e-19,3.5478833067091007e-34,9.6652087531344555e-28,1.1354996927888837e-49,2.1712905569407251e-46,1.4838026187807141e-29,1.3451555688212835e-49
1.953275614430018e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072758304208,0.11866996507113421,0.02282156767911651,0.0,1.1252150517511567e-32,1.6457702735874087e-19,1.9880170297390703e-36,2.3386189478155496e-29,4.6097380568342921e-64,1.7239206630148534e-11,3.4559835055727611e-57,1.7239205716173569e-11,3.8196925217327215e-39,1.7469238763974309e-38,3.7553748336004322e-52,4.3541463607903636e-53,2.4433721258218907e-28,1.817648632207379e-44,9.4148031640170842e-10,2.787556067025848e-11,1.1162006865558907e-13,4.9468272988131586e-21,1.8476423467116933e-20,1.1157525533237374e-13,1.508419990908557e-17,4.3207606217726355e-18,2.7106592778414658e-19,8.8816140037420006e-34,1.6155494625363916e-27,2.8229522808663365e-49,6.6125928833521258e-46,2.4775768337508187e-29,4.2702018862818396e-49
2.629409482685739e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727549479727,0.11866996473923117,0.022821567674291894,0.0,2.9058973908857697e-32,2.8356414852584447e-19,9.1495558104174651e-36,5.1707010063887443e-29,2.6762657374481428e-63,2.3206624458942008e-11,1.528647543826938e-56,2.3206622884282349e-11,1.0141108836092526e-38,4.877062987926085e-38,1.9409166380061016e-51,2.2503355136524636e-52,5.2081589719365319e-28,5.7188686119116801e-44,1.2673773255667846e-09,3.7524793203006483e-11,1.5026882094654906e-13,8.5049838191413921e-21,3.1831762998592825e-20,1.5018994000934486e-13,2.4515107664327247e-17,8.7138881524797648e-18,6.6954173833701037e-19,3.6512038421524183e-33,3.4491658774319214e-27,1.0404170022701589e-48,3.417516532069475e-45,5.2805603773163714e-29,2.9831557628376391e-48
