Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),H2OX(23),COX(58)
9.904652420562304e-08,0.09977366400000001,0.80000000000000004,0.0,0.27674388044590992,0.095822817475004943,0.09579187673454985,1.3103277626831683e-18,5.4099847688258648e-08,9.113856226825622e-06,1.2217513328308703e-05,2.9823502037390198e-12,2.9053310272563453e-13,7.2361997226729803e-09,4.3999131098866472e-26,7.0548442186753536e-10,2.0510859276822675e-18,1.8260015007988519e-13,3.7820907969944114e-19,9.9115508263260295e-22,3.3319317040166639e-12,8.5063146023741914e-21,0.0041648386275270769,0.0084039547423829901,1.6201776671299015e-08,1.6168317138636018e-08,3.0702759990811831e-05,7.4329940797771053e-13,2.2277236004833154e-08,7.6663309826952839e-08,3.993491279434586e-09,1.1370958693787772e-07,4.7831533307469405e-12,4.9447668299996944e-12
9.942949174394183e-08,0.09977366400000001,0.80000000000000004,0.0,0.27671342622386202,0.095823090501443789,0.095776480896383492,1.3420948592671173e-18,5.5087201458906546e-08,9.2355611640723928e-06,1.2309152126257778e-05,3.0157609818263474e-12,2.9373141296741239e-13,7.2879420078650725e-09,4.5307803094130044e-26,7.1099861385439482e-10,2.0887967714695429e-18,1.8555552982787098e-13,3.8575423606356291e-19,1.0025369230920758e-21,3.3722878205596774e-12,8.6968929412526289e-21,0.0041644737550157905,0.008434653647304358,1.6260459258912851e-08,1.6291717936537328e-08,3.0821127635929571e-05,7.4745445019202703e-13,2.2362576392697657e-08,7.6653008858276629e-08,4.0151878138149653e-09,1.1525264033266127e-07,4.8624042829100818e-12,4.9813083358363384e-12
9.981245928226062e-08,0.09977366400000001,0.80000000000000004,0.0,0.27668298664146512,0.09582336530549411,0.095761090919495043,1.3744863938238384e-18,5.6087213296724578e-08,9.35813248195089e-06,1.240111267856989e-05,3.0494137415152766e-12,2.9695202838774856e-13,7.3398423313931678e-09,4.6649997447677516e-26,7.1652100776580789e-10,2.1270471060535843e-18,1.8854416100621625e-13,3.9341412658438192e-19,1.0140039982630947e-21,3.4129226103893891e-12,8.8909681657544626e-21,0.004164106783304109,0.0084653404950156465,1.6319118181727574e-08,1.6415314859872341e-08,3.093900102698777e-05,7.5160846622255185e-13,2.2447557084824266e-08,7.6642722747648842e-08,4.0369287120074816e-09,1.1680683419720926e-07,4.9425341633841502e-12,5.0179721453141179e-12
9.999999999999998e-08,0.09977366400000001,0.80000000000000004,0.0,0.27666808557534678,0.095823500507511372,0.095753556523684474,1.3905792301051915e-18,5.6581565778286615e-08,9.4184716986453351e-06,1.2446263425296048e-05,3.065982130133534e-12,2.9853733135264227e-13,7.3653156915305786e-09,4.7319720292181651e-26,7.1922828437802255e-10,2.1459768884293611e-18,1.900198929224455e-13,3.972074024179726e-19,1.0196506508627927e-21,3.4329233039117797e-12,8.9872981769920916e-21,0.0041639263291780139,0.008480363570197309,1.6347835058476192e-08,1.6475911715313533e-08,3.0996544449071885e-05,7.5364230542453466e-13,2.2489041728520197e-08,7.6637690950533109e-08,4.04759148368987e-09,1.175719860219421e-07,4.9820960030585828e-12,5.0359711323790854e-12
1.0019542682057941e-07,0.09977366400000001,0.80000000000000004,0.0,0.27665256162567708,0.095823641824585401,0.095745706799857694,1.4075116461917303e-18,5.7099967805282661e-08,9.4815686550927979e-06,1.2493394782127179e-05,3.0833092578837357e-12,3.0019501137203591e-13,7.3919004320425241e-09,4.8026434078138594e-26,7.2205142794313803e-10,2.1658424168747479e-18,1.9156623758900402e-13,4.0118989836948101e-19,1.0255566073971791e-21,3.4538361661698138e-12,9.0885901998666958e-21,0.0041637377751646146,0.0084960152936909682,1.6377753447067527e-08,1.6539105983161896e-08,3.1056382282264806e-05,7.5576137524518048e-13,2.2532179620213082e-08,7.6632451272281814e-08,4.0587139273324677e-09,1.1837214661063165e-07,5.0235473492595522e-12,5.0547581378478895e-12
1.005783943588982e-07,0.09977366400000001,0.80000000000000004,0.0,0.27662215110516786,0.095823919997894136,0.095730328533455408,1.4411799864664439e-18,5.8125549537259815e-08,9.6058681305836472e-06,1.2585998233880207e-05,3.1174483049852407e-12,3.0346042416130903e-13,7.4441160489624485e-09,4.9437845357488097e-26,7.2758970018944708e-10,2.2051882215206106e-18,1.9462195348820378e-13,4.0908270283188165e-19,1.0371950495574739e-21,3.4950285752978087e-12,9.2898094741088786e-21,0.0041633667916228523,0.0085266780514827844,1.6436365062352904e-08,1.666308942889917e-08,3.1173273576420762e-05,7.599130989848521e-13,2.2616445578900673e-08,7.6622194214762211e-08,4.0805434131994744e-09,1.1994855524308634e-07,5.1054482135296731e-12,5.0916661929496118e-12
1.0096136189721699e-07,0.09977366400000001,0.80000000000000004,0.0,0.27659175501027344,0.095824199766295096,0.095714956116282793,1.4755008753658794e-18,5.9164042996807192e-08,9.7310293289818418e-06,1.267892283085009e-05,3.1518316558501517e-12,3.0674832885249967e-13,7.4964889216662641e-09,5.0884976273324589e-26,7.3313565177815529e-10,2.2450900697561033e-18,1.9771150255722847e-13,4.1709369565854213e-19,1.0489196236188392e-21,3.5364999200394012e-12,9.4946769284942824e-21,0.0041629938920058861,0.0085573287765223077,1.6494953035097185e-08,1.678726336699081e-08,3.1289677138430767e-05,7.6406356168551216e-13,2.2700356580455253e-08,7.6611951363089797e-08,4.102417123108455e-09,1.21536037370055e-07,5.1882411254697339e-12,5.128696190229099e-12
1.0134432943553578e-07,0.09977366400000001,0.80000000000000004,0.0,0.27656137327294994,0.095824481072314296,0.095699589544344765,1.5104838645944458e-18,6.0215532641984824e-08,9.8570506453240609e-06,1.2772168370130742e-05,3.1864600824869286e-12,3.1005878739869335e-13,7.5490187900312921e-09,5.2368584592542024e-26,7.3868911146106993e-10,2.285553543553175e-18,2.0083507859454926e-13,4.2522403677904657e-19,1.060730628267939e-21,3.5782502776643792e-12,9.7032440154938565e-21,0.0041626191339894786,0.0085879674769198822,1.6553517372904351e-08,1.6911626014188499e-08,3.1405595249545904e-05,7.6821269007913648e-13,2.2783914282524355e-08,7.6601722510550747e-08,4.1243350106506786e-09,1.2313456988644626e-07,5.2719304510121237e-12,5.1658480093948184e-12
1.0172729697385457e-07,0.09977366400000001,0.80000000000000004,0.0,0.2765310058267294,0.095824763860083026,0.095684228813656499,1.5461385972066005e-18,6.1280102887269742e-08,9.983930450116608e-06,1.2865734648891205e-05,3.2213343558833888e-12,3.1339186160938387e-13,7.6017053942987647e-09,5.3889441026416e-26,7.4424990947578856e-10,2.326584257120002e-18,2.0399287534736529e-13,4.3347489033449436e-19,1.0726283620033358e-21,3.6202797205790814e-12,9.9155627030029272e-21,0.0041622425736439544,0.0086185941607653631,1.6612058083466414e-08,1.7036175633511086e-08,3.1521030241282072e-05,7.7236041335466214e-13,2.2867120379337747e-08,7.6591507455531434e-08,4.1462970295056118e-09,1.2474412932052265e-07,5.3565205531183895e-12,5.2031215302547289e-12
1.0211026451217336e-07,0.09977366400000001,0.80000000000000004,0.0,0.27650065260667689,0.095825048075293365,0.095668873920243216,1.5824748079696856e-18,6.2357838106130928e-08,1.0111667090312621e-05,1.2959621464377888e-05,3.2564552460079453e-12,3.1674761315072989e-13,7.6545484750738136e-09,5.5448329397097171e-26,7.4981787755248803e-10,2.3681878569297356e-18,2.0718508651532268e-13,4.4184742464659034e-19,1.0846131231355823e-21,3.6625883164574044e-12,1.0131685477310605e-20,0.0041618642654787652,0.0086492088361284705,1.6670575174560928e-08,1.7160910533658062e-08,3.1635984493437596e-05,7.7650666312514567e-13,2.2949976600269429e-08,7.6581306001326984e-08,4.1683031334402134e-09,1.2636469184764649e-07,5.4420157921468497e-12,5.2405166327170681e-12
1.0249323205049215e-07,0.09977366400000001,0.80000000000000004,0.0,0.2764703135493487,0.095825333665154749,0.095653524860139949,1.619502323726104e-18,6.3448822633666649e-08,1.0240258890275049e-05,1.3053828613916712e-05,3.2918235218108561e-12,3.2012610354580915e-13,7.7075477733253758e-09,5.7046046805502225e-26,7.553928489201247e-10,2.4103700217488019e-18,2.104119057542788e-13,4.5034281218693616e-19,1.0966852097873197e-21,3.7051761283699944e-12,1.0351665346071767e-20,0.0041614842624858343,0.0086798115110591611,1.6729068654048549e-08,1.7285829068414803e-08,3.1750460432139226e-05,7.8065137339575287e-13,2.3032484708413007e-08,7.6571117956052247e-08,4.1903532763082882e-09,1.2799623330384438e-07,5.5284205262164485e-12,5.2780331967911125e-12
1.0287619958881094e-07,0.09977366400000001,0.80000000000000004,0.0,0.27643998859275171,0.095825620578351964,0.095638181629391361,1.6572310637548536e-18,6.4553140769300562e-08,1.036970415272521e-05,1.3148355894915147e-05,3.3274399512254578e-12,3.2352739417487331e-13,7.7607030303861411e-09,5.8683403800607448e-26,7.6097465831205254e-10,2.4531364626647591e-18,2.1367352668010674e-13,4.5896222954653045e-19,1.1088449198933764e-21,3.7480432149116387e-12,1.0575555841281637e-20,0.0041611026161817036,0.0087104021935879624,1.6787538529870621e-08,1.7410929636050268e-08,3.186446052791715e-05,7.8479448053018494e-13,2.3114646499196818e-08,7.6560943132541914e-08,4.2124474120510308e-09,1.2963872919918605e-07,5.6157391115659729e-12,5.3156711025878842e-12
1.0325916712712973e-07,0.09977366400000001,0.80000000000000004,0.0,0.27640967767630409,0.09582590876500402,0.095622844224051734,1.6956710401324275e-18,6.5670876779534076e-08,1.0500001159676743e-05,1.32432031048643e-05,3.3633053011694006e-12,3.2695154627560311e-13,7.8140139879524693e-09,6.0361224550156829e-26,7.6656314197106802e-10,2.4964929231136978e-18,2.1697014287253748e-13,4.6770685740547598e-19,1.1210925512008662e-21,3.7911896303268144e-12,1.0803411022252911e-20,0.0041607193766485086,0.0087409808917263011,1.6845984810046819e-08,1.7536210678707754e-08,3.1977987293809528e-05,7.8893592321729375e-13,2.3196463798996131e-08,7.6550781348231955e-08,4.2345854946957711e-09,1.3129215473097425e-07,5.703975902908933e-12,5.3534302303208884e-12
1.0364213466544852e-07,0.09977366400000001,0.80000000000000004,0.0,0.27637938074079688,0.095826198176624383,0.095607512640184578,1.7348323580931115e-18,6.6802114900751216e-08,1.0631148173354693e-05,1.333837004134097e-05,3.3994203375458793e-12,3.3039862094336249e-13,7.8674803880843089e-09,6.208034701279175e-26,7.7215813765389248e-10,2.5404451789072053e-18,2.203019478790357e-13,4.7657788050290238e-19,1.1334284012692915e-21,3.8346154246333642e-12,1.1035285478595369e-20,0.0041603345925738154,0.0087715476134668409,1.6904407502672852e-08,1.7661670681789376e-08,3.2091043283496838e-05,7.9307564243659834e-13,2.3277938463777682e-08,7.6540632425010374e-08,4.2567674783553155e-09,1.3295648479674291e-07,5.7931352537837565e-12,5.3913104603068141e-12
1.0402510220376731e-07,0.09977366400000001,0.80000000000000004,0.0,0.27634909772835686,0.095826488766082296,0.095592186873862547,1.774725216388689e-18,6.7946939342073088e-08,1.0763143437099693e-05,1.3433856502009626e-05,3.4357858252448526e-12,3.3386867913145239e-13,7.9211019732050984e-09,6.3841623111605596e-26,7.7775948463510002e-10,2.5849990382588817e-18,2.2366913521870501e-13,4.8557648760710434e-19,1.1458527674706471e-21,3.8783206437443306e-12,1.1271234333197995e-20,0.0041599483112893382,0.0088021023667837952,1.6962806615918266e-08,1.7787308173334815e-08,3.2203631089466204e-05,7.9721358142396384e-13,2.3359072377757945e-08,7.6530496189102948e-08,4.278993317226895e-09,1.3463169400706014e-07,5.8832215168991837e-12,5.4293116729662312e-12
1.044080697420861e-07,0.09977366400000001,0.80000000000000004,0.0,0.27631882858241041,0.095826780487564947,0.095576866921167417,1.8153599076475788e-18,6.9105434288258198e-08,1.0895985176257124e-05,1.3529662284624342e-05,3.4724025281442697e-12,3.3736178165136466e-13,7.9748784861016845e-09,6.5645918909124567e-26,7.8336702371051283e-10,2.630160341810413e-18,2.2707189838621964e-13,4.9470387148589621e-19,1.1583659469895241e-21,3.9223053295878892e-12,1.1511313245213465e-20,0.0041595605788085997,0.008832645159633239,1.7021182158024166e-08,1.7913121723394918e-08,3.2315753341206194e-05,8.013496856364336e-13,2.3439867452096696e-08,7.6520372470964704e-08,4.3012629655920454e-09,1.3631775669813541e-07,5.9742390444748027e-12,5.4674337488242508e-12
1.0479103728040489e-07,0.09977366400000001,0.80000000000000004,0.0,0.27628857324764799,0.095827073296541165,0.095561552778189812,1.8567468187334312e-18,7.0277683902645455e-08,1.1029671599051102e-05,1.3625787187030691e-05,3.5092712091112781e-12,3.4087798917303616e-13,8.0288096699241952e-09,6.7494114783720103e-26,7.8898059720006371e-10,2.6759349626572141e-18,2.30510430855778e-13,5.0396122887719002e-19,1.1709682368232185e-21,3.9665695202254124e-12,1.1755578413045046e-20,0.0041591714398635351,0.008863175999953397,1.7079534137301134e-08,1.8039109943400596e-08,3.2427412703431894e-05,8.0548390271716588e-13,2.3520325623601461e-08,7.6510261105181715e-08,4.3235763778157101e-09,1.3801464694422793e-07,6.0661921885764109e-12,5.505676568511168e-12
1.0517400481872368e-07,0.09977366400000001,0.80000000000000004,0.0,0.27625833166999086,0.095827367149725493,0.095546244441029007,1.8988964311031851e-18,7.1463772330137051e-08,1.116420089744328e-05,1.3722231007167598e-05,3.5463926300034399e-12,3.4441736222510099e-13,8.0828952681859455e-09,6.9387105607458872e-26,7.946000489501453e-10,2.7223288063736281e-18,2.3398492608507562e-13,5.1334976045979301e-19,1.183659933781838e-21,4.0111132499676306e-12,1.2004086577335832e-20,0.0041587809379400901,0.0088936948956649508,1.7137862562127059e-08,1.816527148552774e-08,3.2538611874340826e-05,8.0961618245963609e-13,2.3600448853462083e-08,7.6500161930352394e-08,4.3459335083458462e-09,1.3972233856985409e-07,6.1590853014463219e-12,5.5440400127631015e-12
1.0555697235704247e-07,0.09977366400000001,0.80000000000000004,0.0,0.27622810379655677,0.09582766200504389,0.095530941905792893,1.9418193211646185e-18,7.2663783700217708e-08,1.1299571247976285e-05,1.3818993543069174e-05,3.5837675516699363e-12,3.4797996119514467e-13,8.1371350247633196e-09,7.1325800925395036e-26,8.0022522433545309e-10,2.7693478110376917e-18,2.3749557751929368e-13,5.2287067082443282e-19,1.1964413344884146e-21,4.0559365494888995e-12,1.2256895023960264e-20,0.0041583891153128098,0.008924201854671316,1.719616744094514e-08,1.829160504205854e-08,3.2649353583899761e-05,8.13746476771987e-13,2.3680239125998349e-08,7.6490074788982308e-08,4.3683343117123618e-09,1.4144080516179291e-07,6.2529227358283208e-12,5.5825239624225966e-12
1.0593993989536126e-07,0.09977366400000001,0.80000000000000004,0.0,0.27619788957562874,0.095827957821599793,0.095515645168597799,1.9855261606334038e-18,7.3877802130007862e-08,1.1435780812601803e-05,1.3916074592866491e-05,3.6213967339527689e-12,3.5156584632995584e-13,8.1915286838956274e-09,7.3311125136309327e-26,8.0585597026033368e-10,2.8169979472554737e-18,2.4104257859509968e-13,5.3252516844500974e-19,1.209312735379013e-21,4.1010394459395486e-12,1.2514061587017939e-20,0.0041579960130784946,0.0089546968848589238,1.7254448782261851e-08,1.8418109344739774e-08,3.2759640592162434e-05,8.1787473964074558e-13,2.3759698447440273e-08,7.6479999527375766e-08,4.3907787425268078e-09,1.4317002008088773e-07,6.3477088452872127e-12,5.6211282984392533e-12
1.0632290743368005e-07,0.09977366400000001,0.80000000000000004,0.0,0.27616768895662275,0.095828254559641654,0.095500354225568337,2.0300277168896816e-18,7.5105911727347211e-08,1.1572827739493269e-05,1.4013473954789301e-05,3.6592809356879565e-12,3.5517507773577961e-13,8.2460759901849967e-09,7.5344017674898914e-26,8.1149213515965243e-10,2.8652852181849754e-18,2.4462612274465725e-13,5.423144656500744e-19,1.222274432702846e-21,4.1464219630563245e-12,1.2775644651829609e-20,0.0041576016711888999,0.0089851799940974721,1.7312706594644962e-08,1.8544783164138569e-08,3.2869475687618493e-05,8.2200092709476579e-13,2.3838828844721819e-08,7.6469935995544741e-08,4.4132667554814192e-09,1.4490995647364255e-07,6.4434479845229911e-12,5.6598529018702631e-12
1.0670587497199884e-07,0.09977366400000001,0.80000000000000004,0.0,0.27613750189005848,0.095828552180531004,0.095485069072837242,2.0753348533341842e-18,7.6348196593906322e-08,1.1710710163843035e-05,1.4111191427167752e-05,3.6974209147067308e-12,3.5880771537856925e-13,8.3007766885962144e-09,7.7425433195422681e-26,8.171335689991879e-10,2.914215659559612e-18,2.4824640339964191e-13,5.5223977859453975e-19,1.2353267225223886e-21,4.1920841212709276e-12,1.3041703157935393e-20,0.0041572061284825441,0.0090156511902402085,1.7370940886721624e-08,1.8671625308996123e-08,3.2978861685573496e-05,8.2612499716858507e-13,2.3917632364306705e-08,7.645988404710525e-08,4.4357983053488387e-09,1.4666058728361289e-07,6.5401445096793608e-12,5.6986976538810076e-12
1.0708884251031763e-07,0.09977366400000001,0.80000000000000004,0.0,0.27610732832752827,0.09582885064671165,0.095469789706545391,2.1214585297439057e-18,7.7604740828322753e-08,1.1849426208644161e-05,1.4209226808434031e-05,3.7358174278367196e-12,3.624638190842381e-13,8.3556305244565959e-09,7.9556341756806671e-26,8.2278012327556879e-10,2.9637953397112566e-18,2.519036139952599e-13,5.6230232723162256e-19,1.2484699007134917e-21,4.2380259378166247e-12,1.3312296602095102e-20,0.0041568094227156108,0.0090461104811241835,1.7429151667176541e-08,1.8798634625579867e-08,3.3087801426560244e-05,8.3024690986610108e-13,2.3996111071026291e-08,7.6449843539186869e-08,4.458373346981058e-09,1.4842188526258901e-07,6.637802778646645e-12,5.7376624357455873e-12
1.0747181004863642e-07,0.09977366400000001,0.80000000000000004,0.0,0.27607716822166989,0.095829149921679402,0.09545451612284149,2.1684098026273475e-18,7.8875628529359658e-08,1.1988973985456614e-05,1.430757989712399e-05,3.7744712309031361e-12,3.6614344853891158e-13,8.4106372434558311e-09,8.173772900921432e-26,8.2843165101575878e-10,3.0140303595928739e-18,2.5559794797426651e-13,5.725033352850176e-19,1.2617042629655036e-21,4.2842474268329488e-12,1.3587485041290674e-20,0.0041564115905920193,0.0090765578745704793,1.7487338944750081e-08,1.8925809997034421e-08,3.31962977747814e-05,8.3436662712367301e-13,2.4074267046951258e-08,7.6439814332330599e-08,4.4809918353091768e-09,1.5019382298157203e-07,6.7364271513590284e-12,5.7767471288473693e-12
1.0785477758695521e-07,0.09977366400000001,0.80000000000000004,0.0,0.27604702152613747,0.095829449969953129,0.095439248317881975,2.2161998255793558e-18,8.0160943799083872e-08,1.2129351595158063e-05,1.4406250491878718e-05,3.8133830787299575e-12,3.6984666328917804e-13,8.4657965916458307e-09,8.3970596382085815e-26,8.3408800677610667e-10,3.0649268528007184e-18,2.5932959879098152e-13,5.8284403022130739e-19,1.2750301047813836e-21,4.3307485994684907e-12,1.38673290957307e-20,0.0041560126677926534,0.0091069933783844755,1.7545502728236521e-08,1.9053150342732003e-08,3.3304353616583211e-05,8.3848411277367908e-13,2.4152102390274046e-08,7.6429796290406918e-08,4.50365372534229e-09,1.5197637284154154e-07,6.8360219900859666e-12,5.8159516146794814e-12
1.08237745125274e-07,0.09977366400000001,0.80000000000000004,0.0,0.27601688819557446,0.095829750757046084,0.095423986287831067,2.2648398496355543e-18,8.1460770746060469e-08,1.227055712867917e-05,1.4505238391446095e-05,3.8525537251410964e-12,3.7357352274234003e-13,8.5211083154405541e-09,8.625596127365105e-26,8.3974904664096835e-10,3.1164909855961207e-18,2.630987599153e-13,5.9332564322260724e-19,1.2884477214778246e-21,4.3775294639817773e-12,1.415188995185692e-20,0.0041556126890037546,0.0091374170003560642,1.7603643026482292e-08,1.9180654617622544e-08,3.3411971858960762e-05,8.4259933250746961e-13,2.4229619214227553e-08,7.6419789280518076e-08,4.5263589721673814e-09,1.5376950708401497e-07,6.9365916597179159e-12,5.8552757748453217e-12
1.0862071266359279e-07,0.09977366400000001,0.80000000000000004,0.0,0.27598676818558798,0.09583005224943851,0.095408730028860481,2.3143412236264008e-18,8.2775193488562076e-08,1.241258866772342e-05,1.4604543394682271e-05,3.8919839229615753e-12,3.7732408616666552e-13,8.5765721616158622e-09,8.8594857241920356e-26,8.454146282209131e-10,3.1687289569268561e-18,2.6690562483669264e-13,6.0394940915944442e-19,1.3019574081853738e-21,4.4245900258402332e-12,1.4441229365352777e-20,0.0041552116879445683,0.0091678287482598944,1.7661759848384298e-08,1.9308321811583943e-08,3.3519155428094137e-05,8.4671225383895221e-13,2.4306819646011153e-08,7.6409793172922621e-08,4.549107530948072e-09,1.5557319780139776e-07,7.0381405280459513e-12,5.8947194910590466e-12
1.0900368020191158e-07,0.09977366400000001,0.80000000000000004,0.0,0.27595666145272235,0.095830354414550595,0.09539347953714937,2.3647153945308762e-18,8.4104296157789518e-08,1.2555444285471576e-05,1.4704165300553143e-05,3.9316744240186949e-12,3.8109841269163737e-13,8.6321878773093087e-09,9.0988334197158005e-26,8.5108461065052615e-10,3.2216469984480926e-18,2.7075038706819728e-13,6.1471656656387646e-19,1.3155594598485544e-21,4.4719302878172497e-12,1.4735409664153836e-20,0.0041548096973941821,0.0091982286298555836,1.7719853202888265e-08,1.9436150948772961e-08,3.3625907267915923e-05,8.5082284606747364e-13,2.438370582575684e-08,7.6399807840937695e-08,4.5718993569246934e-09,1.5738741694712554e-07,7.1406729660358508e-12,5.9342826451460254e-12
1.0938664774023037e-07,0.09977366400000001,0.80000000000000004,0.0,0.2759265679544346,0.095830657220716514,0.095378234808884188,2.4159739078298093e-18,8.5448162901102042e-08,1.2699122047270731e-05,1.4804103908135796e-05,3.9716259791431863e-12,3.8489656130820448e-13,8.6879552100199948e-09,9.3437458595842131e-26,8.567588545858161e-10,3.2752513745429285e-18,2.7463324015039494e-13,6.2562835760284638e-19,1.3292541712259881e-21,4.5195502500873562e-12,1.5034493751460213e-20,0.0041544067492176508,0.0092286166528879349,1.7777923098987093e-08,1.9564141086977017e-08,3.3732230338709676e-05,8.5493108024158211e-13,2.4460279905497452e-08,7.6389833160871542e-08,4.5947344054128008e-09,1.5921213634559722e-07,7.2441933480958613e-12,5.9739651190433103e-12
1.0976961527854916e-07,0.09977366400000001,0.80000000000000004,0.0,0.27589648764906993,0.095830960637158819,0.095362995840258646,2.4681284078588734e-18,8.6806877885254258e-08,1.2843620011308091e-05,1.4904359016619866e-05,4.0118393381703879e-12,3.8871859086903139e-13,8.7438739076083675e-09,9.5943313636116013e-26,8.6243722220124103e-10,3.3295483823425174e-18,2.7855437765537165e-13,6.3668602805177472e-19,1.3430418368905205e-21,4.5674499103194916e-12,1.5338545108750759e-20,0.0041540028743913791,0.0092589928250871503,1.7835969545719282e-08,1.969229131696744e-08,3.3838127615739377e-05,8.5903692912188894e-13,2.4536544048181646e-08,7.6379869011925378e-08,4.6176126318035537e-09,1.610473277018994e-07,7.3487060523387823e-12,6.0137667948000481e-12
1.1015258281686795e-07,0.09977366400000001,0.80000000000000004,0.0,0.27586642049583843,0.095831264633964144,0.09534776262747352,2.5211906381612462e-18,8.8180525299638036e-08,1.2988936229269466e-05,1.5004930425308914e-05,4.0523152499413771e-12,3.9256456008874757e-13,8.7999437182960304e-09,9.8506999454734816e-26,8.6811957718636064e-10,3.3845443517457827e-18,2.8251399319065961e-13,6.4789082726839153e-19,1.3569227512293465e-21,4.6156292637683928e-12,1.5647627798799185e-20,0.0041535981030277926,0.0092893571541690419,1.7893992552167456e-08,1.9820600761854355e-08,3.3943602087909765e-05,8.6314036714519056e-13,2.4612500426682328e-08,7.6369915276137119e-08,4.640533991561859e-09,1.628929626113244e-07,7.4542154608380479e-12,6.0536875545779322e-12
1.1053555035518674e-07,0.09977366400000001,0.80000000000000004,0.0,0.27583636645479243,0.095831569182058721,0.095332535166736662,2.5751724418399559e-18,8.9569189359526321e-08,1.3135068746982615e-05,1.5105817933621731e-05,4.0930544623041399e-12,3.9643452754419693e-13,8.8561643906655442e-09,1.0112963332551193e-25,8.7380578474212783e-10,3.4402456454387253e-18,2.8651228040316083e-13,6.5924400816680705e-19,1.3708972084441351e-21,4.6640883033641238e-12,1.5961806468691927e-20,0.0041531924643993523,0.0093197096478352254,1.7951992127456831e-08,1.9949068576443634e-08,3.4048656756457198e-05,8.672413703873055e-13,2.4688151222862545e-08,7.6359971838278429e-08,4.6634984402272749e-09,1.6474901256867908e-07,7.5607259598775914e-12,6.0937272806515901e-12
1.1091851789350553e-07,0.09977366400000001,0.80000000000000004,0.0,0.27580632548680323,0.09583187425318547,0.095317313454262823,2.6300857619099253e-18,9.0972954309317714e-08,1.3282015605045497e-05,1.5207021341093638e-05,4.1340577221147045e-12,4.0032855167468712e-13,8.9125356736602344e-09,1.0381234985926951e-25,8.7949571157682848e-10,3.4966586589133241e-18,2.9054943298304454e-13,6.7074682719181916e-19,1.38496550255116e-21,4.7128270197997151e-12,1.6281146352847771e-20,0.0041527859869618699,0.009350050313773315,1.8009968280753713e-08,2.0077693946596308e-08,3.4153294633671217e-05,8.7133991652778025e-13,2.4763498626620242e-08,7.6350038585813384e-08,4.6865059334114699e-09,1.6661544897738859e-07,7.6682419401960768e-12,6.1338858554089751e-12
1.1130148543182432e-07,0.09977366400000001,0.80000000000000004,0.0,0.27577629755354049,0.095832179819881042,0.09530209748627351,2.6859426416497209e-18,9.2391904425778747e-08,1.3429774839439536e-05,1.5308540447377714e-05,4.1753257752382839e-12,4.0424669078223775e-13,8.9690573165839812e-09,1.0655630120529735e-25,8.8518922590168041e-10,3.5537898204860357e-18,2.9462564466762198e-13,6.8240054429346282e-19,1.3991279273814236e-21,4.7618454016169666e-12,1.6605713276039207e-20,0.0041523786983771989,0.0093803791596571116,1.8067921021264171e-08,2.0206476088590648e-08,3.4257518741646319e-05,8.7543598481262071e-13,2.4838544835009121e-08,7.6340115408784083e-08,4.7095564268000279e-09,1.6849224315839353e-07,7.7767677972248572e-12,6.1741631613517604e-12
1.116844529701431e-07,0.09977366400000001,0.80000000000000004,0.0,0.27574628261745127,0.095832485855453925,0.095286887258996977,2.7427552249530192e-18,9.3826124021282294e-08,1.357834448212794e-05,1.5410375052246025e-05,4.2168593665504251e-12,4.0818900303182882e-13,9.0257290691009897e-09,1.0936265725432391e-25,8.9088619742610307e-10,3.6116455913158847e-18,2.9874110924519361e-13,6.9420642290179544e-19,1.4133847765807907e-21,4.8111434352903869e-12,1.6935573656415489e-20,0.0041519706255352881,0.0094106961931467933,1.8125850358232595e-08,2.0335414248487269e-08,3.4361332111064031e-05,8.7952955601989852e-13,2.491329205131319e-08,7.6330202199793752e-08,4.7326498761487634e-09,1.7037936635884278e-07,7.8863079313199961e-12,6.2145590810956995e-12
1.120674205084619e-07,0.09977366400000001,0.80000000000000004,0.0,0.27571628064173825,0.095832792333962941,0.095271682768668153,2.8005357566798123e-18,9.5275697447040178e-08,1.3727722561639271e-05,1.5512524955590797e-05,4.2586592399381233e-12,4.1215554645164931e-13,9.0825506812356097e-09,1.1223260584300443e-25,8.9658649735266503e-10,3.6702324654221637e-18,3.0289602055886697e-13,7.0616572990192264e-19,1.4277363436101156e-21,4.8607211053093251e-12,1.7270794508527322e-20,0.0041515617945756134,0.0094410014218890888,1.8183756300940381e-08,2.0464507701497748e-08,3.4464737780004713e-05,8.8362061242215049e-13,2.4987742484230458e-08,7.6320298853868431e-08,4.7557862372870804e-09,1.7227678976058228e-07,7.9968667479884686e-12,6.2550734973709606e-12
