Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),H2OX(23),COX(58)
2.338411402713482e-08,0.09977366400000001,0.80000000000000004,0.0,0.28376210989272932,0.096506811032489051,0.098956673479263221,9.721431568470001e-23,2.5862500123970687e-11,1.6748714647623317e-08,6.8531805231526881e-07,4.659627455981446e-14,4.6318915504502322e-15,4.7809459776845103e-10,6.9865836557799648e-31,1.7462582213650701e-11,2.100812176780403e-21,2.3044873076325124e-16,1.8518929365744744e-22,1.1700346099850354e-23,2.0508523248625336e-14,2.0537823638012606e-24,0.0034924150306521453,0.0020859666649166281,4.1418602423234149e-09,3.8901680081888066e-10,3.0453121394338032e-06,1.042183964791246e-13,2.279414637755175e-09,8.1075640217305345e-08,6.433100338857363e-10,1.6992611635561571e-10,5.7293030213491167e-15,2.8434996102232824e-13
2.3497374175901246e-08,0.09977366400000001,0.80000000000000004,0.0,0.28374597454382777,0.096500580682163786,0.098951727699180064,1.0047155248781682e-22,2.6514244842930449e-11,1.7135890360428232e-08,6.9243360128890976e-07,4.7242611636377335e-14,4.6965189686854274e-15,4.8248134557905214e-10,7.2493939404581176e-31,1.7699068827181268e-11,2.1497534121940371e-21,2.3584434044464289e-16,1.8959749292412044e-22,1.189077484235116e-23,2.0870000140715011e-14,2.1116507559346999e-24,0.0034986382426692949,0.0020958510999437561,4.1606588761353865e-09,3.9442624869802397e-10,3.0729860806122625e-06,1.0473816786903742e-13,2.2995721461750689e-09,8.1051526128668002e-08,6.4683553913202263e-10,1.7406164812650995e-10,5.8402937854365124e-15,2.8728637277067439e-13
2.3610634324667674e-08,0.09977366400000001,0.80000000000000004,0.0,0.28372989356420064,0.096494403133718182,0.098946782727748581,1.038203784156734e-22,2.7179773161713634e-11,1.753007771590924e-08,6.995806782881561e-07,4.7894815194936342e-14,4.7617346926179589e-15,4.8688716945023247e-10,7.520773458144948e-31,1.7937582700856315e-11,2.199594428311719e-21,2.4133956239279274e-16,1.9409355495081107e-22,1.2083162561728219e-23,2.12361422628335e-14,2.1708640170391678e-24,0.0035048086209795055,0.0021057338860730273,4.179454161041927e-09,3.9988388167571772e-10,3.1007729447144381e-06,1.0525867314796708e-13,2.3198093427064643e-09,8.102761134744874e-08,6.5036555892209109e-10,1.7827630507028014e-10,5.9531392629029479e-15,2.902355874249057e-13
2.37238944734341e-08,0.09977366400000001,0.80000000000000004,0.0,0.28371386651104524,0.096488277948179962,0.098941838562953272,1.0726288641151906e-22,2.7859320523637891e-11,1.7931368014435647e-08,7.0675927542106021e-07,4.8552910689922985e-14,4.8275412295842562e-15,4.9131205907534267e-10,7.8009590164003798e-31,1.8178130574851511e-11,2.2503473742590237e-21,2.4693574084063306e-16,1.986789165065207e-22,1.2277517823667354e-23,2.1606987574717833e-14,2.2314468128775054e-24,0.0035109266045630469,0.0021156150273429378,4.1982461173205661e-09,4.0538987430517707e-10,3.1286725143450819e-06,1.0577991926071606e-13,2.3401261473151226e-09,8.1003895817064913e-08,6.5390011119975502e-10,1.8257118209482726e-10,6.0678662039786725e-15,2.9319760073058641e-13
2.383715462220053e-08,0.09977366400000001,0.80000000000000004,0.0,0.28369789294524178,0.09648220469022549,0.098936895202794667,1.1080120652077148e-22,2.8553125391854619e-11,1.8339853252320173e-08,7.1396938504952948e-07,4.9216923568008114e-14,4.8939410851644087e-15,4.957560041744375e-10,8.0901927975458085e-31,1.8420719161348171e-11,2.3020245040079779e-21,2.5263423132843925e-16,2.033550324841924e-22,1.2473849192389421e-23,2.1982574151134663e-14,2.2934241414539425e-24,0.0035169926287515136,0.0021254945277595504,4.217034764986468e-09,4.1094440041994025e-10,3.1566845708698905e-06,1.0630191315003502e-13,2.3605224744518464e-09,8.0980379276664479e-08,6.5743921256191376e-10,1.8694738313047195e-10,6.1845016679759154e-15,2.9617240853973172e-13
2.3950414770966956e-08,0.09977366400000001,0.80000000000000004,0.0,0.28368197243132204,0.096476182928149398,0.098931952645289298,1.1443750636200477e-22,2.9261429273529069e-11,1.875562612234341e-08,7.2121099977126993e-07,4.9886879268135232e-14,4.9609367631860951e-15,5.0021899449397373e-10,8.3887224542471679e-31,1.8665355144468353e-11,2.3546381767658261e-21,2.584364007350653e-16,2.0812337604276651e-22,1.267216523071823e-23,2.2362940181256844e-14,2.3568213358743183e-24,0.0035230071252581817,0.0021353723912967875,4.2358201237954712e-09,4.1654763312983856e-10,3.1848088944118912e-06,1.0682466175647928e-13,2.380998233285078e-09,8.0957061278300283e-08,6.6098287833924729e-10,1.9140602114186159e-10,6.3030730253894815e-15,2.9916000680322728e-13
2.4063674919733383e-08,0.09977366400000001,0.80000000000000004,0.0,0.28366610453743951,0.096470212233834479,0.098927010888469544,1.181739916014556e-22,2.9984476744049783e-11,1.9178780014241819e-08,7.2848411240282437e-07,5.0562803221553133e-14,5.0285307657284984e-15,5.0470101980651792e-10,8.6968012063288152e-31,1.8912045180209675e-11,2.4082008573631508e-21,2.6434362730889042e-16,2.1298543874941746e-22,1.2872474500143538e-23,2.2748123968037178e-14,2.4216640672168644e-24,0.0035289705222081172,0.0021452486218967184,4.2546022132470837e-09,4.2219974481696422e-10,3.2130452638479295e-06,1.0734817201826551e-13,2.4015533279254021e-09,8.0933941203028675e-08,6.6453112267305308e-10,1.9594821813941576e-10,6.4236079599927297e-15,3.0216039156370901e-13
2.417693506849981e-08,0.09977366400000001,0.80000000000000004,0.0,0.28365028883533872,0.096464292182721942,0.098922069930383383,1.220129064310531e-22,3.0722515471265768e-11,1.9609409015159168e-08,7.3578871596365408e-07,5.124472085184722e-14,5.0967255931261393e-15,5.0920206991045437e-10,9.0146879388280188e-31,1.9160795896379924e-11,2.462725116641337e-21,2.7035730069847501e-16,2.1794273072196874e-22,1.3074785560879399e-23,2.3138163927579258e-14,2.4879783474135614e-24,0.0035348832441680269,0.00215512322346984,4.273381052587442e-09,4.2790090713163895e-10,3.2413934568052653e-06,1.0787245087112842e-13,2.4221876576419688e-09,8.091101827598475e-08,6.6808395858834245e-10,2.0057510519030798e-10,6.5461344709281356e-15,3.0517355894887883e-13
2.4290195217266238e-08,0.09977366400000001,0.80000000000000004,0.0,0.28363452490032587,0.09645842235378152,0.098917129769094392,1.2595653404997594e-22,3.1475796239749823e-11,2.0047607910061207e-08,7.4312480366120822e-07,5.193265757497034e-14,5.1655237439727072e-15,5.1372213462969612e-10,9.3426473012998369e-31,1.9411613892531524e-11,2.5182236318393861e-21,2.7647882198292704e-16,2.229967807714855e-22,1.3279106971918124e-23,2.3533098588505469e-14,2.5557905321420228e-24,0.0035407457121758687,0.0021649961998953609,4.292156660812239e-09,4.3365129098838664e-10,3.2698532496582843e-06,1.0839750524817719e-13,2.4429011170708487e-09,8.0888291580486171e-08,6.7164139806331056e-10,2.0528782242898167e-10,6.6706808747930254e-15,3.0819950516523523e-13
2.4403455366032665e-08,0.09977366400000001,0.80000000000000004,0.0,0.28361881231123898,0.096452602329482426,0.098912190402681607,1.3000719714974243e-22,3.224457297508649e-11,2.0493472182113505e-08,7.504923688769348e-07,5.2626638799272485e-14,5.2349277151248306e-15,5.1826120381340137e-10,9.6809498083821479e-31,1.9664505739895774e-11,2.5747091869800924e-21,2.827096037019726e-16,2.2814913654504099e-22,1.3485447291080164e-23,2.3932966591322115e-14,2.6251273237279159e-24,0.0035465583437702102,0.0021748675550214746,4.3109290566696196e-09,4.3945106656190534e-10,3.2984244175253065e-06,1.0892334207975123e-13,2.4636935964153894e-09,8.0865760071214898e-08,6.7520345209530109e-10,2.1008751906719859e-10,6.7972758077195174e-15,3.1123822649219655e-13
2.4516715514799092e-08,0.09977366400000001,0.80000000000000004,0.0,0.2836031506504183,0.09644683169576411,0.098907251829239304,1.3416725840283648e-22,3.3029102768182892e-11,2.0947098013022272e-08,7.5789140515318224e-07,5.3326689925529664e-14,5.3049400017058105e-15,5.2281926733569097e-10,1.0029871941630767e-30,1.9919477981316917e-11,2.6321946732555551e-21,2.8905106988573462e-16,2.3340136466865618e-22,1.3693815075060155e-23,2.4337806687781643e-14,2.6960157740578805e-24,0.0035523215530193406,0.0021847372926656408,4.3296982586630414e-09,4.4530040328304633e-10,3.3271067342655202e-06,1.0944996829327431e-13,2.4845649816386314e-09,8.0843422586525172e-08,6.7877013076338295e-10,2.1497535340361662e-10,6.9259482274489019e-15,3.1428971927659856e-13
2.462997566356552e-08,0.09977366400000001,0.80000000000000004,0.0,0.28358753950367732,0.096441110042007366,0.098902314046876882,1.3843912095487508e-22,3.3829645899600821e-11,2.1408582283338095e-08,7.6532190618094567e-07,5.4032836346972036e-14,5.3755630971093269e-15,5.273963150953707e-10,1.0389696252634424e-30,2.0176537131186072e-11,2.6906930894120612e-21,2.9550465608421449e-16,2.3875505089041007e-22,1.3904218879469355e-23,2.4747657740242131e-14,2.7684832875029385e-24,0.0035580357505501452,0.002194605416614849,4.3484642850541204e-09,4.5119946983479122e-10,3.3558999724760086e-06,1.0997739081310781e-13,2.5055151546479121e-09,8.0821277859923934e-08,6.8234144328765721e-10,2.1995249283289681e-10,7.0567274154002667e-15,3.1735397992754397e-13
2.4743235812331947e-08,0.09977366400000001,0.80000000000000004,0.0,0.28357197846027404,0.096435436961005733,0.09889737705371883,1.4282522892032119e-22,3.4646465863908788e-11,2.1878022572722352e-08,7.7278386578841653e-07,5.4745103449311069e-14,5.4467994930030824e-15,5.3199233701565593e-10,1.0760711467419561e-30,2.0435689675374942e-11,2.7502175421343056e-21,3.0207180939647611e-16,2.4421180022371743e-22,1.4116667258874711e-23,2.5162558721023733e-14,2.8425576238523765e-24,0.0035637013435767381,0.0022044719306258927,4.3672271538654133e-09,4.5714843414823514e-10,3.3848039034888905e-06,1.1050561656040147e-13,2.5265439934717155e-09,8.0799324530767685e-08,6.859173980854199e-10,2.2502011385433535e-10,7.1896429787326556e-15,3.2043100491159047e-13
2.4856495961098374e-08,0.09977366400000001,0.80000000000000004,0.0,0.28355646711288196,0.096429812048936997,0.098892440847904509,1.4732806788174556e-22,3.5479829394051849e-11,2.235551716017628e-08,7.8027727793028498e-07,5.5463516610765903e-14,5.5186516793324434e-15,5.3660732304390009e-10,1.1143212592154771e-30,2.0696942071169456e-11,2.810781246428985e-21,3.0875398849953169e-16,2.4977323709077253e-22,1.4331168766834833e-23,2.5582548711762467e-14,2.9182669012580798e-24,0.0035693187359288501,0.00221433683842563,4.3859868828831891e-09,4.6314746339857366e-10,3.413818297368572e-06,1.110346524529417e-13,2.5476513724289763e-09,8.0777561154219612e-08,6.8949800282429129e-10,2.3017940208002086e-10,7.324724852401498e-15,3.235207907482519e-13
2.4969756109864802e-08,0.09977366400000001,0.80000000000000004,0.0,0.2835410050575618,0.096424234905335318,0.098887505427588104,1.519501653926423e-22,3.6330006485738016e-11,2.2841165024232536e-08,7.8780213667776137e-07,5.6188101202089086e-14,5.5911221443240082e-15,5.4124126315132592e-10,1.1537501020164979e-30,2.0960300747203227e-11,2.8723975260077295e-21,3.1555266367692755e-16,2.5544100546615654e-22,1.4547731955932953e-23,2.6007666902761046e-14,2.9956395991893054e-24,0.0035748883280799877,0.0022242001437112508,4.4047434896601734e-09,4.6919672400109481e-10,3.4429429229091045e-06,1.1156450540499864e-13,2.5688371622909104e-09,8.0755986210506892e-08,6.9308326447243694e-10,2.3543155224251297e-10,7.462003301208028e-15,3.2662333400580126e-13
2.508301625863123e-08,0.09977366400000001,0.80000000000000004,0.0,0.28352559189373328,0.096418705133062943,0.098882570790938387,1.5669409148380185e-22,3.7197270421839383e-11,2.3335065843109065e-08,7.9535843620927202e-07,5.6918882586591174e-14,5.6642133744891613e-15,5.4589414733275905e-10,1.1943884640265179e-30,2.1225772103390868e-11,2.9350798136694091e-21,3.2246931684702676e-16,2.6121676902060597e-22,1.4766365377807168e-23,2.6437952592336921e-14,3.0747045613978695e-24,0.0035804105171753577,0.0022340618501505293,4.423496991518251e-09,4.7529638160717389e-10,3.4721775476316481e-06,1.1209518232716883e-13,2.5901012304355981e-09,8.0734598113518825e-08,6.9667318934599666e-10,2.4077776820204204e-10,7.601508921842216e-15,3.2973863129735638e-13
2.5196276407397656e-08,0.09977366400000001,0.80000000000000004,0.0,0.28351022722414754,0.096413222338282784,0.098877636936138699,1.6156245917324474e-22,3.808189779680631e-11,2.3837319994825303e-08,8.0294617080179276e-07,5.7655886120164897e-14,5.7379278546275876e-15,5.5056596560636724e-10,1.2362677946423802e-30,2.149336251086125e-11,2.9988416516817836e-21,3.2950544159099137e-16,2.6710221126493807e-22,1.4987077583178139e-23,2.6873445186167461e-14,3.1554909988937374e-24,0.003585885697059549,0.0022439219613820897,4.4422474055511425e-09,4.8144660110027468e-10,3.5015219377820411e-06,1.1262669012621634e-13,2.6114434409954083e-09,8.0713395218782515e-08,7.0026778315383333e-10,2.4621926295322676e-10,7.7432726449187604e-15,3.3286667927723218e-13
2.5309536556164084e-08,0.09977366400000001,0.80000000000000004,0.0,0.28349491065485882,0.096407786130430898,0.09887270386138676,1.665579249797209e-22,3.8984168541093121e-11,2.4348028557280399e-08,8.1056533482278541e-07,5.8399137151308299e-14,5.8122680678307371e-15,5.5525670801339861e-10,1.2794202148765748e-30,2.1763078311890567e-11,3.0636966921625201e-21,3.3666254318045738e-16,2.7309903569413339e-22,1.5209877121874415e-23,2.7314184196632334e-14,3.2380284929310005e-24,0.0035913142583039958,0.0022537804810156522,4.4609947486270491e-09,4.876475465919583e-10,3.5309758583284883e-06,1.1315903570490921e-13,2.6328636549975526e-09,8.0692375830852874e-08,7.0386705103971915e-10,2.5175725863130856e-10,7.8873257370060949e-15,3.360074746375447e-13
2.542279670493051e-08,0.09977366400000001,0.80000000000000004,0.0,0.28347964179519719,0.096402396122189149,0.098867771564894583,1.7168318943977695e-22,3.9904365945593468e-11,2.4867293308293507e-08,8.1821592272269794e-07,5.9148661021147367e-14,5.8872364954852753e-15,5.5996636461792716e-10,1.323878528592507e-30,2.2034925819835384e-11,3.1296586974595669e-21,3.4394213860490583e-16,2.7920896593157031e-22,1.5434772542855442e-23,2.776020924215306e-14,3.3223469980042166e-24,0.0035966965882342026,0.0022636374126322883,4.4797390373912766e-09,4.9389938141789402e-10,3.5605390729593397e-06,1.1369222596185468e-13,2.6543617304978457e-09,8.0671538210151469e-08,7.0747099762206848e-10,2.5739298651790117e-10,8.0336998026475982e-15,3.3916101410505216e-13
2.553605685369694e-08,0.09977366400000001,0.80000000000000004,0.0,0.28346442025774171,0.096397051929458424,0.098862840044888337,1.7694099762839558e-22,4.0842776686083722e-11,2.5395216725605969e-08,8.2589792902800048e-07,5.9904483063457609e-14,5.9628356172764803e-15,5.6469492550659773e-10,1.3696762338757434e-30,2.2308911319065521e-11,3.1967415405308913e-21,3.5134575659872578e-16,2.854337458734096e-22,1.5661772394232657e-23,2.8211560046529752e-14,3.408476844855094e-24,0.0036020330709567506,0.0022734927597846699,4.4984802882688179e-09,5.0020226813387968e-10,3.5902113440809899e-06,1.1422626779132794e-13,2.6759375227079456e-09,8.0650880579286746e-08,7.1107962703133408e-10,2.6312768704625208e-10,8.1824267863759017e-15,3.423272944382202e-13
2.5649317002463366e-08,0.09977366400000001,0.80000000000000004,0.0,0.28344924565829266,0.096391753171331557,0.098857909299608263,1.823341396832104e-22,4.179969084767278e-11,2.5931901986845203e-08,8.3361134833472045e-07,6.0666628604685281e-14,6.03906791119161e-15,5.6944238078837644e-10,1.4168475345422433e-30,2.2585041064896901e-11,3.2649592053235733e-21,3.5887493766796895e-16,2.9177513983312702e-22,1.5890885223288478e-23,2.8668276438275071e-14,3.4964487434895168e-24,0.0036073240873860744,0.0022833465259973133,4.5172185174669156e-09,5.0655636851186901e-10,3.6199924328158754e-06,1.1476116808310035e-13,2.6975908841162271e-09,8.063040112888763e-08,7.1469294294515941e-10,2.6896260980601655e-10,8.3335389747188613e-15,3.4550631242449493e-13
2.5762577151229793e-08,0.09977366400000001,0.80000000000000004,0.0,0.2834341176158453,0.096386499470067055,0.098852979327308493,1.8786545133229939e-22,4.2775401949256471e-11,2.6477452969450339e-08,8.4135617530244948e-07,6.1435122963967575e-14,6.1159358535232395e-15,5.742087205943026e-10,1.4654273517845885e-30,2.2863321283524327e-11,3.3343257871522667e-21,3.6653123411679423e-16,2.982349326861884e-22,1.6122119576493679e-23,2.913039834994537e-14,3.5862937862048826e-24,0.00361257001527101,0.0022931987147668241,4.5359537409775897e-09,5.1296184353600499e-10,3.6498820990005861e-06,1.1529693372226107e-13,2.7193216646025301e-09,8.0610098022980192e-08,7.1831094862140814e-10,2.7489901354754003e-10,8.4870689981979793e-15,3.4869806487777526e-13
2.587583729999622e-08,0.09977366400000001,0.80000000000000004,0.0,0.28341903575256333,0.09638129045106264,0.098848050126256928,1.9353781442555964e-22,4.3770206967974912e-11,2.7031974250559405e-08,8.4913240464879163e-07,6.2209991453152238e-14,6.1934419188725675e-15,5.7899393507724402e-10,1.5154513359572267e-30,2.3143758171954168e-11,3.4048554930770247e-21,3.7431621007360119e-16,3.0481493001486832e-22,1.635548399952296e-23,2.9597965817469017e-14,3.6780434506277187e-24,0.0036177712292211357,0.0023030493295621403,4.5546859745801534e-09,5.19418853398662e-10,3.6798801011840758e-06,1.1583357158903738e-13,2.7411297115469305e-09,8.0589969403935734e-08,7.219336469291616e-10,2.8093816618564813e-10,8.6430498333183922e-15,3.5190254863606879e-13
2.5989097448762648e-08,0.09977366400000001,0.80000000000000004,0.0,0.28340399969375196,0.096376125742829097,0.098843121694735261,1.9935415746966758e-22,4.4784406363671006e-11,2.7595571106857872e-08,8.5694003114422764e-07,6.2991259376816639e-14,6.2715885801526699e-15,5.8379801441165428e-10,1.566955878501741e-30,2.3426357897936987e-11,3.4765626422804786e-21,3.8223144151685023e-16,3.1151695825320444e-22,1.6590987037269086e-23,3.0071018979472001e-14,3.771729602761611e-24,0.0036229281007328805,0.0023128983738247666,4.5734152338436727e-09,5.2592755749649585e-10,3.7099861966259806e-06,1.1637108855860841e-13,2.7630148699328354e-09,8.0570013397017995e-08,7.2556104037778838e-10,2.8708134480294392e-10,8.8015148045504901e-15,3.5511976055932167e-13
2.6102357597529075e-08,0.09977366400000001,0.80000000000000004,0.0,0.28338900906783221,0.096371004976964519,0.098838194031038648,2.0531745616662579e-22,4.5818304103348443e-11,2.8168349514388686e-08,8.6477904960736538e-07,6.37789520322859e-14,6.350378308591746e-15,5.8862094879333557e-10,1.6199781240131768e-30,2.3711126599900178e-11,3.5494616664443997e-21,3.9027851630056976e-16,3.1834286483208888e-22,1.682863723385552e-23,3.054959807660077e-14,3.8673845000453634e-24,0.0036280409982154208,0.0023227458509690129,4.5921415341294211e-09,5.3248811442650231e-10,3.7402001412950472e-06,1.1690949150091721e-13,2.7849769824444939e-09,8.055022811455444e-08,7.2919313114417693e-10,2.9332983565260781e-10,8.9624975863033903e-15,3.5834969752741151e-13
2.6215617746295502e-08,0.09977366400000001,0.80000000000000004,0.0,0.28337406350631533,0.096365927788128442,0.098833267133475788,2.1143073395590083e-22,4.6872207685627485e-11,2.8750416148323443e-08,8.7264945490055553e-07,6.4573094709650493e-14,6.4298135737363083e-15,5.9346272843920003e-10,1.6745559824484324e-30,2.3998070386880488e-11,3.6235671101256046e-21,3.9845903417954713e-16,3.2529451832448963e-22,1.7068443132647791e-23,3.1033743450842202e-14,3.9650407944214208e-24,0.0036331102870163614,0.0023325917643822304,4.6108648905933069e-09,5.3910068198208373e-10,3.770521689867662e-06,1.1744878728047672e-13,2.8070158895592449e-09,8.0530611659756663e-08,7.3282992109823394e-10,2.9968493416070109e-10,9.1260322048885167e-15,3.6159235643829277e-13
2.632887789506193e-08,0.09977366400000001,0.80000000000000004,0.0,0.28335916264377614,0.096360893814016538,0.09882834100036865,2.1769706256015352e-22,4.7946428165196634e-11,2.9341878382694743e-08,8.8055124192584622e-07,6.5373712691783257e-14,6.5098968434543613e-15,5.9832334358703714e-10,1.7307281414777561e-30,2.4287195338456581e-11,3.6988936311312482e-21,4.0677460683420358e-16,3.3237380859080177e-22,1.7310413276263618e-23,3.1523495544840974e-14,4.0647315354145111e-24,0.0036381363294472001,0.0023424361174250396,4.6295853181882592e-09,5.4576541714913064e-10,3.8009505957264876e-06,1.1798898275617377e-13,2.8291314296346237e-09,8.0511162130212685e-08,7.3647141182672655e-10,3.0614794492797063e-10,9.2921530404757758e-15,3.6484773420628253e-13
2.6442138043828357e-08,0.09977366400000001,0.80000000000000004,0.0,0.28334430611782857,0.09635590269533531,0.09882341563005248,2.241195625345647e-22,4.9041280177258513e-11,2.9942844290089642e-08,8.8848440562125686e-07,6.6180831254355701e-14,6.5906305839385272e-15,6.0320278449528297e-10,1.7885340789803577e-30,2.4578507504681544e-11,3.7754560008934687e-21,4.152268578951507e-16,3.3958264692432289e-22,1.7554556206581868e-23,3.2018894901214005e-14,4.1664901732204959e-24,0.0036431194848085828,0.0023522789134315619,4.6483028316666016e-09,5.524824761021034e-10,3.8314866109592047e-06,1.1853008478106636e-13,2.8513234389906011e-09,8.0491877621073509e-08,7.4011760465556407e-10,3.1272018173115213e-10,9.4608948290389936e-15,3.6811582776048276e-13
2.6555398192594784e-08,0.09977366400000001,0.80000000000000004,0.0,0.28332949356909953,0.096350954075776971,0.098818491020875629,2.3070140381975873e-22,5.0157081961968394e-11,3.0553422641304001e-08,8.9644894095734711e-07,6.6994475665853581e-14,6.6720172597091616e-15,6.0810104144279146e-10,1.8480140756851837e-30,2.4872012906015408e-11,3.8532691048434057e-21,4.2381742296742806e-16,3.4692296619685081e-22,1.7800880464750561e-23,3.2519982161862425e-14,4.2703505618054277e-24,0.0036480601094153447,0.0023621201557096493,4.6670174455823967e-09,5.5925201420013381e-10,3.8621294863573533e-06,1.1907210020217951e-13,2.8735917519870946e-09,8.0472756227953914e-08,7.4376850067059981e-10,3.1940296752377243e-10,9.6322926642923859e-15,3.7139663404332374e-13
2.6668658341361212e-08,0.09977366400000001,0.80000000000000004,0.0,0.28331472464120466,0.096346047601994764,0.098813567171199448,2.3744580629832621e-22,5.129415538886315e-11,3.1173722904957688e-08,9.0444484293406432e-07,6.7814671187592097e-14,6.7540593336174156e-15,6.1301810472860965e-10,1.90920922795787e-30,2.5167717533257636e-11,3.9323479427845895e-21,4.3254794965442042e-16,3.5439672100439874e-22,1.804939459119381e-23,3.3026798067280477e-14,4.3763469620147625e-24,0.0036529585566213493,0.0023719598475411023,4.685729174293753e-09,5.6607418598313127e-10,3.8928789714152898e-06,1.1961503586029456e-13,2.8959362010970242e-09,8.0453796049567906e-08,7.4742410073703173e-10,3.261976344364471e-10,9.806381999618631e-15,3.7469015000922639e-13
2.678191849012764e-08,0.09977366400000001,0.80000000000000004,0.0,0.28329999898072261,0.096341182923578211,0.098808644079398239,2.4435604035494956e-22,5.2452825981279332e-11,3.1803855247070678e-08,9.1247210657784639e-07,6.864144307373032e-14,6.8367592668482857e-15,6.1795396467175323e-10,1.9721614607349231e-30,2.5465627347479647e-11,4.0127076292656927e-21,4.4142009758145301e-16,3.6200588781302598e-22,1.8300107125617942e-23,3.3539383455862086e-14,4.484514044692748e-24,0.0036578151768441119,0.0023817979921818984,4.7044380319651244e-09,5.7294914516790297e-10,3.9237348143292354e-06,1.201588985897361e-13,2.918356616975044e-09,8.0434995190116757e-08,7.5108440551748433e-10,3.3310552377667367e-10,9.9831986499843857e-15,3.7799637262336912e-13
2.6895178638894066e-08,0.09977366400000001,0.80000000000000004,0.0,0.28328531623717107,0.096336359693028659,0.098803721743858972,2.514354274401313e-22,5.3633422940758299e-11,3.2443930530599802e-08,9.2053072693896851e-07,6.9474816571285012e-14,6.9201195189236161e-15,6.229086116109883e-10,2.0369135406061513e-30,2.5765748279957359e-11,4.0943633939526606e-21,4.5043553841906328e-16,3.6975246510477947e-22,1.8553026607016783e-23,3.4057779263204367e-14,4.5948868938119443e-24,0.0036626303175892245,0.0023916345928624142,4.7231440325695731e-09,5.7987704464428549e-10,3.9546967619964377e-06,1.2070369521815387e-13,2.9408528285222032e-09,8.0416351761447282e-08,7.5474941548884118e-10,3.4012798602811763e-10,1.0162778793848807e-14,3.8131529886055956e-13
2.712169893642692e-08,0.09977366400000001,0.80000000000000004,0.0,0.28325607811347869,0.096326836199951221,0.098793879335177942,2.6611520524434788e-22,5.6061731304380347e-11,3.3754356855258815e-08,9.367420181196501e-07,7.116146935307708e-14,7.0888308093971047e-15,6.3287422793024225e-10,2.1719925961898584e-30,2.6372647075401527e-11,4.2616246544210094e-21,4.6890304587074322e-16,3.8566595602246874e-22,1.9065520563176056e-23,3.5112166358372027e-14,4.8223923117802384e-24,0.0036721375362538358,0.0024113031751373877,4.7605475175264063e-09,5.9389227187328179e-10,4.0169379526806817e-06,1.2179611744776107e-13,2.9860719457992141e-09,8.0379529693056685e-08,7.620935520719769e-10,3.5452207707098529e-10,1.0530376104737648e-14,3.8799125014553972e-13
2.732556720420649e-08,0.09977366400000001,0.80000000000000004,0.0,0.28322990712133034,0.09631840338054852,0.098785023737857844,2.7993989510220521e-22,5.832557572795671e-11,3.4968871834969414e-08,9.5143937090644849e-07,7.2702287500029602e-14,7.2429539012473019e-15,6.4190743761940819e-10,2.3001659613495624e-30,2.6926476905866891e-11,4.4167475303942141e-21,4.8603088195281065e-16,4.0047854640334569e-22,1.9534398531116062e-23,3.6081399007495393e-14,5.0350514413951308e-24,0.003680555600646469,0.0024289996507312886,4.7942010191565933e-09,6.0668854889967861e-10,4.073315336806351e-06,1.2278255973928026e-13,3.0270266222310528e-09,8.0346909523873015e-08,7.6871936826002433e-10,3.6788233423981009e-10,1.0871035283742214e-14,3.9404302250647327e-13
2.7529435471986056e-08,0.09977366400000001,0.80000000000000004,0.0,0.2832038698610938,0.096310099578487685,0.098776170566315116,2.9436669034292668e-22,6.0665752014792367e-11,3.6217357882062237e-08,9.6623824333279446e-07,7.4264887184478317e-14,7.3992546009342452e-15,6.5100136780428497e-10,2.4348758207833118e-30,2.7487561633735997e-11,4.5763118522357582e-21,5.0364953781016561e-16,4.1576844884989388e-22,2.0010559773529569e-23,3.7070098412343087e-14,5.2554220955648203e-24,0.0036888445453864428,0.0024466911729853404,4.827845472685778e-09,6.1965869200992984e-10,4.1300325046412832e-06,1.2377213371814481e-13,3.0682241415904489e-09,8.0314770600804414e-08,7.7536042973572143e-10,3.8163522958080626e-10,1.1221227642141588e-14,4.0013590789763373e-13
2.7733303739765623e-08,0.09977366400000001,0.80000000000000004,0.0,0.28317796439184528,0.096301922869301074,0.098767319811591356,3.0941688374495027e-22,6.3084316276683372e-11,3.7500486673914091e-08,9.8113860711801158e-07,7.5849415390392543e-14,7.5577471926386481e-15,6.6015596282653511e-10,2.5764038015196565e-30,2.8055934763973926e-11,4.7404106506312098e-21,5.217692011091506e-16,4.3154813384525111e-22,2.0494054064515522e-23,3.8078506731275534e-14,5.4837242382515891e-24,0.0036970062949813012,0.0024643777598416542,4.8614809529740244e-09,6.3280356245024036e-10,4.1870879330482727e-06,1.2476487893163918e-13,3.109663449793451e-09,8.0283102402392482e-08,7.820167343848115e-10,3.9578897062968545e-10,1.1581177563458395e-14,4.0626988890640114e-13
