Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),CHOX(50),H2X(46),H2OX(23),CO2X(24),COX(47),C2H6X(49)
9.546006237447453e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17990518117360391,0.096647880221417626,0.095183715408418981,6.0106444068606405e-14,4.1037712700370217e-11,7.6769394101670573e-08,2.2317740663587747e-09,3.4567782737667048e-12,6.3623503587859331e-26,6.3190403926066461e-13,1.5113761767181275e-39,8.7877053810919801e-16,5.0832676810900676e-28,2.9297801944824656e-20,1.1194842797161042e-25,9.2527324859387306e-26,1.0994824497759744e-22,1.5082981612403745e-32,0.0033501023248742709,0.0096305861378518133,1.1169881221896254e-08,2.0122288536122273e-10,7.8646076169569454e-06,1.7957148287922375e-14,1.6370864493669858e-08,7.1194988057853749e-09,1.9805505993879675e-06,8.3174087480197299e-13,7.2339898423987812e-10,1.7116736375596541e-11,1.2427180632256691e-16,2.6065745365747384e-12,1.4114591119779675e-14
9.563363654888406e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17988925527679661,0.096648123199220046,0.095175640349138932,6.0523418541824475e-14,4.1487167261884784e-11,7.7403495553895825e-08,2.2420896619521998e-09,3.4740917653288959e-12,6.4373227806446684e-26,6.3395876535135968e-13,1.5353178974064282e-39,8.8289850848296918e-16,5.1379423898436521e-28,2.9545830772057882e-20,1.1291315300717446e-25,9.3463810416561969e-26,1.10690525339379e-22,1.5271934732829071e-32,0.0033498526536500524,0.0096467296297009959,1.1187742107184498e-08,2.0222861104294095e-10,7.8899935543773362e-06,1.8039216065221764e-14,1.6422467443969841e-08,7.1183313483099776e-09,1.9871653544340617e-06,8.3728661436679733e-13,7.2940241884956962e-10,1.7283514236911429e-11,1.2490692168076307e-16,2.6184794647217906e-12,1.4185823369661079e-14
9.580721072329358e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17987333401623454,0.09664836660664812,0.095167567404199599,6.0942520771941118e-14,4.1940861417623683e-11,7.8041631171671916e-08,2.2524326399603884e-09,3.4914606202013258e-12,6.5130379951740631e-26,6.3601634916886944e-13,1.5595955155832849e-39,8.8703776701916159e-16,5.1931073094502641e-28,2.9795496277526567e-20,1.1388444890428701e-25,9.4408040268734761e-26,1.1143641623927375e-22,1.5462918395207651e-32,0.0033496025427327469,0.0096628688828527681,1.1205597940062186e-08,2.0323742119292281e-10,7.9154115544208575e-06,1.8121602602265272e-14,1.6474133324516128e-08,7.1171659763518345e-09,1.9937900893978478e-06,8.4285888389008038e-13,7.354440394805951e-10,1.7451649711485591e-11,1.2554411131850775e-16,2.6304147836838974e-12,1.4257281201542126e-14
9.598078489770311e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17985741738358127,0.096648610437243654,0.09515949657263692,6.1363757692674718e-14,4.2398828073247094e-11,7.8683818544196017e-08,2.2628030143448452e-09,3.5088849110866625e-12,6.5895019344246802e-26,6.3807678858419983e-13,1.5842131329721266e-39,8.9118831884925438e-16,5.2487659479996792e-28,3.0046806111162984e-20,1.1486234838254894e-25,9.5360063826763084e-26,1.1218592808798345e-22,1.5655950788921072e-32,0.0033493519985852704,0.0096790038992396916,1.1223448720783434e-08,2.0424931846935926e-10,7.9408615626784274e-06,1.8204308648283965e-14,1.6525862021608162e-08,7.1160026785511139e-09,2.0004247996578035e-06,8.4845775694152776e-13,7.4152401058902675e-10,1.7621151401184198e-11,1.2618337807742791e-16,2.6423805024993066e-12,1.4328964880491123e-14
9.613700165467169e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1798430963642334,0.096648830241316278,0.095152234630371785,6.1744701820139155e-14,4.2814678402081301e-11,7.9265265996149773e-08,2.2721597866856583e-09,3.5246142307035568e-12,6.6589645707398231e-26,6.3993362383551726e-13,1.6066631123157493e-39,8.9493347546940961e-16,5.2992837668029715e-28,3.0274397200624401e-20,1.1574813109812923e-25,9.6223589660685486e-26,1.1286359327193269e-22,1.5831446746864747e-32,0.0033491261437161883,0.0096935217931493744,1.1239510104050662e-08,2.0516266769821425e-10,7.9637938921056938e-06,1.8279017900161548e-14,1.6572471467673845e-08,7.114957469929337e-09,2.0064045639516315e-06,8.535195495122889e-13,7.4702891041912793e-10,1.7774878174386041e-11,1.2676049644488757e-16,2.6531756487209055e-12,1.4393673509535647e-14
9.629321841164026e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17982877908084846,0.09664905037839687,0.095144974398460744,6.2127385738938625e-14,4.3234040524424981e-11,7.9850022518743799e-08,2.2815387714512115e-09,3.5403885652159627e-12,6.7290428821007341e-26,6.4179276884729259e-13,1.6293948982446211e-39,8.9868778746032781e-16,5.3502069381776798e-28,3.0503332013021657e-20,1.166393132916294e-25,9.7093504922131613e-26,1.1354420745865148e-22,1.6008630459634391e-32,0.003348899947695644,0.0097080362582485785,1.1255567395467273e-08,2.0607852156319941e-10,7.9867520643010678e-06,1.8353987122521809e-14,1.6619131621443705e-08,7.1139139223453155e-09,2.0123924011264686e-06,8.5860300418602404e-13,7.5256512792536964e-10,1.7929724900261647e-11,1.2733930164726342e-16,2.6639954325768905e-12,1.4458565481732489e-14
9.644943516860884e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17981446552752284,0.096649270843945992,0.095137715876203427,6.2511814523354046e-14,4.3656938829023956e-11,8.0438101008865462e-08,2.2909399787009297e-09,3.5562079674702681e-12,6.7997412667404879e-26,6.4365422207005852e-13,1.6524115700401485e-39,9.0245125847426222e-16,5.4015380582543329e-28,3.0733616166234068e-20,1.1753591902335659e-25,9.7969846084014109e-26,1.142277782488626e-22,1.6187515458798058e-32,0.0033486734150665271,0.0097225472959413251,1.1271620595223215e-08,2.0699688197671733e-10,8.0097360394608093e-06,1.842921686521567e-14,1.6665842400790869e-08,7.1128720266143388e-09,2.018388307816533e-06,8.6370817462319471e-13,7.5813278364267411e-10,1.8085697924684947e-11,1.2791979575066062e-16,2.6748398605097556e-12,1.4523640989462107e-14
9.659003024988055e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17980158651389408,0.096649469540070754,0.095131184667347587,6.2859296488302373e-14,4.4040590998867857e-11,8.0970222610335415e-08,2.2994200737337535e-09,3.5704840060568885e-12,6.8639036296103398e-26,6.453315022109637e-13,1.6733727201371318e-39,9.0584621634755015e-16,5.4480870180827317e-28,3.0942030244148481e-20,1.1834752124586855e-25,9.8764077535025832e-26,1.1484552614086799e-22,1.6349977811525761e-32,0.0033484692516128059,0.0097356043005914824,1.1286064976791835e-08,2.0782555102203533e-10,8.0304436457071709e-06,1.8497146833085135e-14,1.6707925318206067e-08,7.1119357261721861e-09,2.0237915204921127e-06,8.6832143935232104e-13,7.6317065324446826e-10,1.8227041895947716e-11,1.2844368616041624e-16,2.6846209216227666e-12,1.4582366028084666e-14
9.673062533115227e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17978871051264578,0.09664966849538377,0.095124654842235118,6.3208199617424964e-14,4.4427145293318816e-11,8.150505490567162e-08,2.3079181843776861e-09,3.5847966307373432e-12,6.9285750728105006e-26,6.4701064961994015e-13,1.694569430383913e-39,9.0924859858830382e-16,5.4949704391353372e-28,3.1151545962807045e-20,1.1916355370891743e-25,9.9563570415626121e-26,1.1546568058699149e-22,1.651383922370451e-32,0.0033482648223827354,0.0097486585311998466,1.1300506044410834e-08,2.0865625329709994e-10,8.0511720910017184e-06,1.8565288668266501e-14,1.6750049114241934e-08,7.1110007512352464e-09,2.0292012642973737e-06,8.7295237645431457e-13,7.6823417375068661e-10,1.8369307988101865e-11,1.2896894775614841e-16,2.69442195425121e-12,1.4641240025964775e-14
9.687122041242398e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17977583751958401,0.096649867706682518,0.095118126400357023,6.3558527622701684e-14,4.4816619757008031e-11,8.2042607345206073e-08,2.3164343178889063e-09,3.599145879935828e-12,6.9937588515347741e-26,6.4869166316911024e-13,1.7160040054018975e-39,9.1265840780098023e-16,5.542190239631666e-28,3.1362167444578512e-20,1.1998403408901308e-25,1.0036835161309961e-25,1.1608824713540412e-22,1.667910974053781e-32,0.0033480601305812411,0.0097617099887868444,1.1314943798221675e-08,2.0948899017939461e-10,8.071921346237247e-06,1.8633642770600807e-14,1.6792213728881745e-08,7.1100670951725594e-09,2.0346175367808247e-06,8.7760102506726871e-13,7.7332343345220318e-10,1.8512500876735421e-11,1.2949558204070119e-16,2.7042429629964807e-12,1.4700263122788554e-14
9.70118154936957e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17976296753054913,0.096650067170797702,0.095111599341204792,6.3910284220157739e-14,4.5209032518809795e-11,8.2582889394528968e-08,2.3249684814993529e-09,3.6135317920447218e-12,7.0594582365088179e-26,6.5037454173112767e-13,1.7376787689762163e-39,9.1607564657172754e-16,5.5897483459332716e-28,3.1573898820333703e-20,1.2080898010583604e-25,1.0117844810934096e-25,1.1671323133652797e-22,1.6845799464798369e-32,0.0033478551793802271,0.0097747586743719226,1.1329378238366761e-08,2.1032376304115693e-10,8.0926913822794047e-06,1.8702209539970605e-14,1.6834419100816636e-08,7.1091347526257658e-09,2.040040335491655e-06,8.822674243350451e-13,7.784385207721676e-10,1.8656625253082377e-11,1.3002359051586453e-16,2.7140839524300829e-12,1.4759435458065747e-14
9.715241057496741e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17975010054141491,0.096650266884592537,0.095105073664270401,6.4263473129860561e-14,4.5604401792073022e-11,8.3125910534460853e-08,2.3335206824167816e-09,3.6279544054246018e-12,7.1256765140358113e-26,6.5205928417917725e-13,1.7595960641863587e-39,9.1950031746839172e-16,5.6376466925653035e-28,3.1786744229443714e-20,1.2163840952226127e-25,1.019938869810158e-25,1.1734063874301898e-22,1.7013918557072185e-32,0.0033476499719189172,0.0097878045889735598,1.1343809364989423e-08,2.111605732493601e-10,8.113482169965091e-06,1.8770989375565393e-14,1.6876665169110381e-08,7.1082037178557493e-09,2.0454696579797195e-06,8.8695161340743843e-13,7.8357952426569652e-10,1.8801685824037574e-11,1.3055297468238838e-16,2.7239449270937099e-12,1.4818757171129912e-14
9.729300565623912e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1797372365480886,0.096650466844962715,0.095098549369046256,6.4618098075917167e-14,4.6002745874852606e-11,8.3671680261024664e-08,2.3420909278248259e-09,3.6424137584042525e-12,7.1924169860420935e-26,6.5374588938697504e-13,1.7817582535374285e-39,9.2293242304052724e-16,5.6858872222380771e-28,3.2000707819778136e-20,1.2247234014438216e-25,1.0281469539972122e-25,1.1797047490974948e-22,1.7183477236003261e-32,0.0033474445113041893,0.0098008477336092806,1.1358237178233918e-08,2.1199942216567787e-10,8.1342936801020083e-06,1.8839982675958301e-14,1.6918951873713448e-08,7.1072739842043518e-09,2.0509055017955652e-06,8.9165363143984372e-13,7.8874653261956234e-10,1.8947687312171419e-11,1.3108373603996575e-16,2.7338258914993301e-12,1.4878228401138452e-14
9.743360073751084e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17972437554651041,0.096650667048835806,0.095092026455025333,6.4974162786471056e-14,4.6404083150140707e-11,8.4220208085417604e-08,2.3506792248830501e-09,3.6569098892806779e-12,7.2596829701228673e-26,6.554343562287673e-13,1.8041677190921742e-39,9.2637196581940535e-16,5.7344718858686704e-28,3.2215793747703113e-20,1.2331078982153415e-25,1.0364090063214639e-25,1.1860274539379078e-22,1.7354485778538944e-32,0.0033472388006109068,0.0098138881092956487,1.1372661678245413e-08,2.1284031114653069e-10,8.1551258834709893e-06,1.8909189839860219e-14,1.6961279153174687e-08,7.1063455463884056e-09,2.0563478644904309e-06,8.9637351759286132e-13,7.939396346518806e-10,1.9094634455744521e-11,1.316158760872339e-16,2.7437268501292589e-12,1.4937849287072838e-14
9.757419581878255e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17971151753265324,0.096650867493171186,0.095085504921700967,6.5331670993699545e-14,4.680843208609797e-11,8.4771503533982974e-08,2.3592855807270092e-09,3.6714428363191156e-12,7.3274777995878834e-26,6.5712468357933152e-13,1.8268268626037995e-39,9.2981894831802074e-16,5.7834026426025341e-28,3.2432006178079507e-20,1.241537764463183e-25,1.044725300402323e-25,1.1923745575439595e-22,1.7526954520176127e-32,0.0033470328428822495,0.009826925717048289,1.1387082865169997e-08,2.1368324154307432e-10,8.1759787508243405e-06,1.8978611265242261e-14,1.7003646946376357e-08,7.105418398781041e-09,2.061796743616222e-06,9.0111131103257587e-13,7.9915891931179804e-10,1.9242532008722161e-11,1.3214939632179536e-16,2.7536478074362443e-12,1.4997619967738648e-14
9.771479090005426e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1796986625025222,0.096651068174959512,0.095078984768567104,6.5690626433810701e-14,4.7215811236284509e-11,8.5325576148181456e-08,2.3679100024683077e-09,3.6860126377530436e-12,7.3958048235071411e-26,6.588168703139749e-13,1.8497381056494924e-39,9.3327337303110323e-16,5.8326814598351093e-28,3.2649349284260869e-20,1.2500131795462469e-25,1.0530961108133215e-25,1.198746115529821e-22,1.7700893855207996e-32,0.0033468266411300369,0.0098399605578818796,1.140150073915466e-08,2.1452821470114956e-10,8.1968522528853504e-06,1.9048247349416868e-14,1.7046055193077693e-08,7.1044925348392047e-09,2.0672521367255495e-06,9.0586705093022374e-13,8.0440447567917599e-10,1.939138474078861e-11,1.326842982401988e-16,2.763588767843544e-12,1.5057540581765757e-14
9.785538598132598e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17968581045215457,0.096651269091222583,0.095072465995118025,6.6051032847040631e-14,4.7626239239891026e-11,8.5882435484562976e-08,2.37655249719465e-09,3.7006193317841982e-12,7.4646674067566332e-26,6.6051091530853526e-13,1.8729038897646112e-39,9.3673524243512268e-16,5.8823103132334632e-28,3.2867827248091506e-20,1.2585343232565557e-25,1.0615217130837065e-25,1.2051421835311322e-22,1.7876314236971461e-32,0.0033466201983350491,0.0098529926328101529,1.1415915300347292e-08,2.1537523196133391e-10,8.217746360350618e-06,1.9118098489910169e-14,1.7088503831644915e-08,7.1035679493893594e-09,2.0727140413717057e-06,9.1064077646167751e-13,8.0967639296427595e-10,1.9541197437361355e-11,1.3322058333793298e-16,2.7735497357450053e-12,1.5117611267608375e-14
9.799598106259769e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17967296137761918,0.096651470239012771,0.09506594860084859,6.6412893977650461e-14,4.8039734821969573e-11,8.6442091114737746e-08,2.3852130719699034e-09,3.7152629565825766e-12,7.5340689300640475e-26,6.6220681743938053e-13,1.8963266765775425e-39,9.4020455898830181e-16,5.9322911867579336e-28,3.3087444259904378e-20,1.2671013758194823e-25,1.0700023837000358e-25,1.2115628172048283e-22,1.8053226178095193e-32,0.0033464135174473449,0.009866021942845915,1.1430326548896686e-08,2.1622429465894204e-10,8.2386610438883256e-06,1.9188165083436389e-14,1.713099280083988e-08,7.1026446368596305e-09,2.0781824551086547e-06,9.1543252680784434e-13,8.1497476050744133e-10,1.9691974899605207e-11,1.337582531094582e-16,2.7835307155051455e-12,1.5177832163545277e-14
9.81365761438694e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17966011527501635,0.096651671615412924,0.095059432585254025,6.6776213573923509e-14,4.8456316793664365e-11,8.7004552625347584e-08,2.3938917338341521e-09,3.7299435502864567e-12,7.6040127900545516e-26,6.6390457558340764e-13,1.9200089479452649e-39,9.436813251306215e-16,5.982626072683812e-28,3.3308204518519156e-20,1.2757145178939807e-25,1.0785384001077712e-25,1.2180080722289634e-22,1.8231640250748274e-32,0.0033462066013865799,0.0098790484890010459,1.1444734484952515e-08,2.1707540412395798e-10,8.259596274137982e-06,1.9258447526024054e-14,1.7173522040145661e-08,7.1017225909120344e-09,2.0836573754910628e-06,9.2024234115435375e-13,8.2029966777877979e-10,1.9843721944446246e-11,1.3429730904818466e-16,2.7935317114592269e-12,1.5238203407679809e-14
9.827717122514112e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17964727214047735,0.096651873217536016,0.095052917947830037,6.7140995388162488e-14,4.8876004052442505e-11,8.7569829618036979e-08,2.4025884898037541e-09,3.7446611510024078e-12,7.6745023992965108e-26,6.6560418861804406e-13,1.9439532060896334e-39,9.4716554328383052e-16,6.0333169716229939e-28,3.3530112231239917e-20,1.2843739305728131e-25,1.0871300407128699e-25,1.2244780043025395e-22,1.8411567086889534e-32,0.0033459994530423151,0.0098920722722864937,1.1459139108665337e-08,2.1792856168108793e-10,8.2805520217124245e-06,1.9328946213982504e-14,1.7216091487798432e-08,7.100801806431957e-09,2.0891388000742905e-06,9.2507025869088414e-13,8.2565120437784347e-10,1.9996443404585648e-11,1.3483775264645664e-16,2.8035527279133387e-12,1.5298725137940105e-14
9.841776630641283e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17963443197016413,0.096652075042524765,0.095046404688072877,6.7507243176686534e-14,4.9298815582324412e-11,8.8137931709423888e-08,2.4113033468713965e-09,3.7594157968052917e-12,7.7455411863472946e-26,6.6730565542124614e-13,1.9681619737343865e-39,9.5065721585145491e-16,6.0843658925456889e-28,3.3753171613853173e-20,1.2930797953827728e-25,1.0957775848833687e-25,1.230972669145329e-22,1.8593017378517591e-32,0.0033457920752743265,0.009905093293712296,1.1473540420186588e-08,2.1878376864978304e-10,8.3015282571962181e-06,1.9399661542743818e-14,1.7258701082490775e-08,7.0998822778454459e-09,2.0946267264143622e-06,9.299163186116874e-13,8.3102946003330782e-10,2.0150144128513406e-11,1.3537958539559668e-16,2.8135937691444766e-12,1.535939749207915e-14
9.855836138768455e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17962159476026923,0.096652277087551405,0.095039892805479156,6.7874960699828393e-14,4.9724770454114445e-11,8.8708868531070707e-08,2.4200363120061551e-09,3.7742075257382911e-12,7.8171325957990312e-26,6.6900897487149924e-13,1.9926377942428554e-39,9.5415634521880534e-16,6.1357748528021219e-28,3.397738689062556e-20,1.301832294284911e-25,1.1044813129509733e-25,1.2374921224977052e-22,1.8776001877921467e-32,0.0033455844709129137,0.0099181115542875762,1.1487938419668577e-08,2.1964102634414753e-10,8.3225249511456964e-06,1.9470593907018942e-14,1.7301350763343269e-08,7.0989639991026576e-09,2.1001211520680147e-06,9.3478056011534785e-13,8.3643452460265053e-10,2.0304828980521922e-11,1.3592280878588332e-16,2.8236548394006191e-12,1.5420220607674916e-14
9.869895646895626e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17960876050701513,0.096652479349817272,0.095033382299545943,6.8244151721931483e-14,5.0153887825631004e-11,8.9282649729454891e-08,2.4287873921535461e-09,3.7890363758129094e-12,7.8892800883244279e-26,6.7071414584781823e-13,2.0173832317563918e-39,9.5766293375298814e-16,6.1875458781442576e-28,3.4202762294301649e-20,1.3106316096747574e-25,1.1132415062126404e-25,1.2440364201204623e-22,1.8960531397931869e-32,0.0033453766427591959,0.0099311270550205433,1.1502333107264482e-08,2.2050033607298853e-10,8.3435420740904587e-06,1.9541743701864034e-14,1.734404046851713e-08,7.0980469650941033e-09,2.105622074592672e-06,9.3966302240388414e-13,8.4186648807182668e-10,2.0460502840719338e-11,1.3646742430652036e-16,2.8337359429008029e-12,1.5481194622130505e-14
9.883955155022797e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17959592920665415,0.096652681826552622,0.095026873169770862,6.8614820011347127e-14,5.0586186941936896e-11,8.9859284965939335e-08,2.4375565942355836e-09,3.8039023850089829e-12,7.9619871407225376e-26,6.7242116722974639e-13,2.0424008713334982e-39,9.611769838029106e-16,6.2396810027475227e-28,3.4429302066101699e-20,1.3194779243825399e-25,1.1220584469321571e-25,1.2506056177946476e-22,1.9146616812173153e-32,0.0033451685935854182,0.0099441397969185132,1.1516724483128334e-08,2.2136169913987162e-10,8.3645795965319676e-06,1.9613111321433079e-14,1.7386770136632501e-08,7.097131170244062e-09,2.1111294915464319e-06,9.4456374468340275e-13,8.4732544055494572e-10,2.0617170605043011e-11,1.3701343344569642e-16,2.8438370838352071e-12,1.5542319672674238e-14
9.898014663149969e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17958310085546825,0.09665288451501633,0.09502036541565187,6.8986969340431625e-14,5.1021687135569364e-11,9.0438783916742992e-08,2.4463439251508364e-09,3.8188055912746968e-12,8.0352572459646079e-26,6.7413003789735537e-13,2.0676933190896907e-39,9.6469849769929225e-16,6.2921822692325594e-28,3.4657010455719259e-20,1.3283714216734053e-25,1.1309324183417233e-25,1.2571997713213835e-22,1.9334269055315899e-32,0.0033449603261352413,0.0099571497809878961,1.1531112547415025e-08,2.2222511684300056e-10,8.3856374889439999e-06,1.9684697159060805e-14,1.7429539706419006e-08,7.0962166088199852e-09,2.1166434004881041e-06,9.4948276616401398e-13,8.5281147229394493e-10,2.0774837185272609e-11,1.3756083769056612e-16,2.8539582663652267e-12,1.5603595896359783e-14
9.91207417127714e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17957027544976839,0.096653087412495522,0.095013859036687381,6.9360603485543426e-14,5.146040782676998e-11,9.1021156272910881e-08,2.4551493917744853e-09,3.8337460325265936e-12,8.1090939132398875e-26,6.7584075673124575e-13,2.0932632023380745e-39,9.6822747775467311e-16,6.3450517286869863e-28,3.4885891721318901e-20,1.3373122852476345e-25,1.1398637046435236e-25,1.2638189365216934e-22,1.9523499123330173e-32,0.0033447518431240397,0.0099701570082342053,1.1545497300280297e-08,2.2309059047525364e-10,8.4067157217733793e-06,1.9756501608509141e-14,1.7472349116014256e-08,7.0953032756661818e-09,2.1221637989771825e-06,9.544201260586207e-13,8.5832467365826293e-10,2.0933507509043101e-11,1.381096385271965e-16,2.8640994946235486e-12,1.5665023430066305e-14
9.926133679404311e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17955745298589462,0.096653290516305293,0.095007354032376326,6.973572622704019e-14,5.1902368523714548e-11,9.1606411740284497e-08,2.4639730009583738e-09,3.8487237466495881e-12,8.1835006680014432e-26,6.7755332261254589e-13,2.1191131697306529e-39,9.7176392626342259e-16,6.3982914406871714e-28,3.5115950129533765e-20,1.3463006992408594e-25,1.1488525910113065e-25,1.27046316923633e-22,1.9714318073739399e-32,0.0033445431472391911,0.0099831614796620765,1.1559878741880738e-08,2.2395812132428989e-10,8.4278142654391133e-06,1.9828525062691088e-14,1.7515198303906791e-08,7.0943911652599945e-09,2.1276906845738454e-06,9.5937586358367217e-13,8.6386513514451091e-10,2.1093186519857762e-11,1.3865983744064485e-16,2.874260772714235e-12,1.5726602410498542e-14
9.940193187531483e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17954463346021565,0.096653493823788475,0.095000850402218021,7.0112341349276022e-14,5.2347588822742707e-11,9.2194560039471568e-08,2.4728147595310651e-09,3.8637387714969733e-12,8.2584810520120263e-26,6.7926773442291225e-13,2.1452458914003613e-39,9.7530784550174656e-16,6.451903473320017e-28,3.5347189955463192e-20,1.3553368482242766e-25,1.1578993635919504e-25,1.2771325253256e-22,1.9906737025874933e-32,0.0033443342411403594,0.0099961631962752467,1.157425687237377e-08,2.2482771067239408e-10,8.4489330903329094e-06,1.9900767913474467e-14,1.7558087208480761e-08,7.0934802721418229e-09,2.1332240548389798e-06,9.6435001795938723e-13,8.6943294737614471e-10,2.1253879177101041e-11,1.3921143591495064e-16,2.8844421047127931e-12,1.5788332974186952e-14
9.954252695658654e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17953181686912822,0.096653697332315366,0.09499434814571224,7.0490452640598593e-14,5.2796088408587542e-11,9.278561090581605e-08,2.4816746742979015e-09,3.8787911448904348e-12,8.3340386233899124e-26,6.8098399104452908e-13,2.171664059103826e-39,9.7885923772769961e-16,6.505889903204763e-28,3.5579615482670152e-20,1.364420917204858e-25,1.1670043095070388e-25,1.2838270606691887e-22,2.0100767161131248e-32,0.0033441251274597848,0.010009162159076586,1.158863169191765e-08,2.2569935979648516e-10,8.470072166819382e-06,1.9973230553286312e-14,1.7601015767859313e-08,7.0925705910989086e-09,2.138763907334156e-06,9.6934262840811083e-13,8.7502820110313227e-10,2.141559045605095e-11,1.3976443543304874e-16,2.8946434946662597e-12,1.5850215257487831e-14
9.968312203785826e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17951900320905748,0.096653901039283327,0.094987847262359204,7.0870063893346188e-14,5.3247887054604957e-11,9.3379574089367862e-08,2.4905527520410548e-09,3.8938809046200639e-12,8.4101769566547318e-26,6.827020913601076e-13,2.1983703863648569e-39,9.8241810518118976e-16,6.5602528155147956e-28,3.5813231003178848e-20,1.3735530916255643e-25,1.1761677168544227e-25,1.2905468311659877e-22,2.0296419723221794e-32,0.0033439158088025612,0.010022158369068081,1.1603003200671466e-08,2.2657306996829443e-10,8.4912314652357032e-06,2.0045913373863733e-14,1.7643983920329729e-08,7.0916621167297839e-09,2.1443102396216387e-06,9.7435373415510003e-13,8.806509872016235e-10,2.1578325347891781e-11,1.4031883747686603e-16,2.904864946593269e-12,1.5912249396583444e-14
9.982371711912997e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17950619247645616,0.096654104942116639,0.09498134775165952,7.125117890384502e-14,5.3703004623002945e-11,9.3976459354852335e-08,2.4994489995195815e-09,3.9090080884443695e-12,8.4868996427733688e-26,6.8442203425288745e-13,2.2253676086186766e-39,9.8598445008398991e-16,6.6149943039994825e-28,3.6048040817472064e-20,1.3827335573655502e-25,1.185389874709787e-25,1.2972918927339209e-22,2.0493706018435512e-32,0.0033437062877469167,0.010035151827250847,1.161737139879512e-08,2.2744884245417255e-10,8.5124109558919859e-06,2.0118816765494497e-14,1.7686991604025447e-08,7.0907548437540957e-09,2.1498630492643938e-06,9.793833744292748e-13,8.8630139667361669e-10,2.1742088859726636e-11,1.4087464352733643e-16,2.9151064644841374e-12,1.5974435527482103e-14
9.996431220040168e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17949338466780437,0.09665430903826619,0.094974849613114309,7.163380147240617e-14,5.4161461065070719e-11,9.4576276481639949e-08,2.5083634234694818e-09,3.924172734090283e-12,8.5642102892058245e-26,6.8614381860663464e-13,2.2526584833568883e-39,9.8955827463974691e-16,6.670116471006e-28,3.6284049234488608e-20,1.391962500740375e-25,1.1946710731282152e-25,1.3040623013097674e-22,2.0692637415893969e-32,0.003343496566844485,0.010048142534625139,1.1631736286449342e-08,2.2832667851504771e-10,8.5336106090712547e-06,2.0191941119224188e-14,1.773003875700521e-08,7.0898487669482697e-09,2.1554223338260762e-06,9.8443158846099726e-13,8.9197952064662475e-10,2.1906886014589292e-11,1.4143185506426791e-16,2.9253680523009347e-12,1.6036773786018337e-14
