Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),OX(20),CH3X(22),HOX(23),HX(19),CH2X(134),CHX(26),H2X(36),CXHO(27),OCX(21),COX(37),H2OX(35),C2H6X(39),CO2X(34),HO2X(135),CH3OHX(46),HOCXO(25)
1.8162637319316336e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.071756838289937355,0.09997482041196562,0.0394572112351615,6.3309783449299328e-11,6.0924009207538899e-07,6.8186004166806196e-07,3.897140397129371e-06,4.7989780417808349e-09,1.9478255870194944e-16,4.9584522287028097e-11,0.0,2.840884890415374e-15,1.0320329321758365e-20,4.4102146932097498e-12,1.6144299305064197e-16,3.4036508299086624e-15,3.620957496285487e-16,1.9141471781866242e-28,1.3302052141251522e-05,0.12108068091690001,1.0505686921505513e-09,3.5593734011822143e-07,3.6601582119294944e-05,1.0824516891342199e-10,7.9369776706547066e-06,9.0723323649485295e-11,1.0998046789831708e-13,3.2023827624302474e-08,5.1852001004885497e-10,8.1059398592509153e-11,6.3851378374390132e-13,8.4232965234497014e-15,7.7018945390309994e-10,5.8677864590151901e-16,2.0755304132479606e-17
1.8189411690127445e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.071710156290929264,0.099974812090610446,0.03943388560015456,6.361007615842837e-11,6.1260622336216279e-07,6.8471833960127398e-07,3.9089212586092054e-06,4.8099099590731497e-09,1.9574986832294056e-16,4.9631941474738732e-11,0.0,2.8466270556720614e-15,1.037158989916747e-20,4.4296565170438214e-12,1.6184821320586084e-16,3.4168656711705633e-15,3.6313278011571721e-16,1.9285572009471886e-28,1.3293397219900836e-05,0.12112731610612042,1.0508506191033338e-09,3.5678733797761222e-07,3.665101945929002e-05,1.0853031677965348e-10,7.9420744422542877e-06,9.1044360880688819e-11,1.1016451959005248e-13,3.2098441544867429e-08,5.1974914158934791e-10,8.1454241195050506e-11,6.3955197527600536e-13,8.4577448578901725e-15,7.7366178948936063e-10,5.8898199196923544e-16,2.0866641731530377e-17
1.8213508623857444e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.071668217942321144,0.099974804592448591,0.039412930223616423,6.3881094636354906e-11,6.1564649792345341e-07,6.8729649131411311e-07,3.9195344238867778e-06,4.8197536955333169e-09,1.9662294660824396e-16,4.9674588446377271e-11,0.0,2.8517954771194601e-15,1.0417871094346739e-20,4.4471982791134736e-12,1.6221300654691399e-16,3.4287809434483626e-15,3.6406693339831844e-16,1.9415991916128814e-28,1.3285621777679144e-05,0.12116921236501296,1.0511037672301163e-09,3.5755263118621504e-07,3.6695475125695393e-05,1.0878699053021831e-10,7.9466460825175062e-06,9.1333722755713965e-11,1.1033001753183376e-13,3.2165603088793479e-08,5.208555453018897e-10,8.1810616831219768e-11,6.4048606974672919e-13,8.488813184490841e-15,7.7679506584061825e-10,5.9096861106461578e-16,2.0967166560273641e-17
1.8237285308020138e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.071626906812848806,0.099974797185670414,0.039392288245129602,6.4149212952000826e-11,6.1865637046217984e-07,6.8984565534806136e-07,3.9300161655463741e-06,4.829471251790977e-09,1.9748674392311124e-16,4.9716640552554772e-11,0.0,2.8568956387645795e-15,1.0463673617118003e-20,4.464547901934004e-12,1.6257303915278559e-16,3.440558197710061e-15,3.6498943645886329e-16,1.9545358810981906e-28,1.3277962621435668e-05,0.12121048200050373,1.0513530083895255e-09,3.5830802590115615e-07,3.6739304701885104e-05,1.0904028971842395e-10,7.9511426389921626e-06,9.1619636071055447e-11,1.104931777829568e-13,3.2231880278894044e-08,5.2194741449345631e-10,8.2163201462927025e-11,6.4140749176036694e-13,8.5195287995472057e-15,7.7989429624458865e-10,5.9293217633617246e-16,2.1066653757038875e-17
1.826106199218283e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.071585664877986191,0.099974789770714501,0.039371680835968634,6.4418028816836494e-11,6.2167619409224099e-07,6.9240005875128797e-07,3.9405074479530758e-06,4.8391934116810045e-09,1.9835284914246583e-16,4.9758664807527508e-11,0.0,2.8619962166804822e-15,1.0509611834080056e-20,4.4819382639130159e-12,1.6293315759915542e-16,3.4523556400404326e-15,3.6591269710379764e-16,1.9675404010855767e-28,1.327031629247803e-05,0.12125168247755651,1.0516017121262011e-09,3.5906368942220731e-07,3.6783099201620392e-05,1.0929362424341012e-10,7.9556249875323329e-06,9.190594314436747e-11,1.1065620051662835e-13,3.2298165503226806e-08,5.2303944987284716e-10,8.2516725608131663e-11,6.4232865698999463e-13,8.5503041937203857e-15,7.8300107611648922e-10,5.948990662471203e-16,2.1166437508518371e-17
1.8284838676345524e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.071544491945081071,0.099974782347614879,0.039351107899783883,6.4687542781885987e-11,6.2470598333698499e-07,6.9495970006841204e-07,3.9510082504272587e-06,4.8489201663669938e-09,1.9922126340253946e-16,4.9800661256759653e-11,0.0,2.8670972012598993e-15,1.0555685943761695e-20,4.4993693864951772e-12,1.6329336092919391e-16,3.4641732579569306e-15,3.6683671331573159e-16,1.9806130089954923e-28,1.3262682755095827e-05,0.12129281398887851,1.0518498799893971e-09,3.5981962008981265e-07,3.682685858480208e-05,1.0954699304707937e-10,7.9600931506951923e-06,9.2192643315543982e-11,1.1081908550589341e-13,3.2364458625295661e-08,5.2413164913465031e-10,8.2871189849779564e-11,6.4324956521721163e-13,8.5811393604430288e-15,7.8611541022712601e-10,5.968692793825707e-16,2.1266518034376765e-17
1.8308615360508217e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.071503387822231784,0.099974774916405371,0.039330569340601029,6.4957755396681511e-11,6.2774575269226975e-07,6.9752457781714581e-07,3.9615185523062825e-06,4.8586515070341227e-09,2.0009198782933321e-16,4.9842629945587716e-11,0.0,2.8721985829072982e-15,1.0601896144635546e-20,4.5168412910234666e-12,1.6365364818812284e-16,3.4760110389332388e-15,3.6776148307699477e-16,1.9937539628380511e-28,1.3255061973717776e-05,0.12133387672642622,1.0520975135223396e-09,3.6057581624565902e-07,3.6870582811477692e-05,1.0980039507284662e-10,7.9645471510277736e-06,9.2479735922694469e-11,1.1098183252524473e-13,3.2430759508993546e-08,5.2522400997985076e-10,8.3226594766934998e-11,6.4417021622557472e-13,8.6120342930232957e-15,7.8923730332884023e-10,5.9884281432029868e-16,2.1366895553706129e-17
1.833239204467091e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.07146235231828317,0.099974767477119669,0.03931006506281929,6.5228667209264756e-11,6.3079551662638001e-07,7.000946904883238e-07,3.9720383329445561e-06,4.8683874248890635e-09,2.00965023538626e-16,4.9884570919221027e-11,0.0,2.8773003520389025e-15,1.0648242635117958e-20,4.5343539987392352e-12,1.6401401842321542e-16,3.4878689703994971e-15,3.6868700436964785e-16,2.0069635212134028e-28,1.3247453912910955e-05,0.12137487088140927,1.0523446142620437e-09,3.6133227623315023e-07,3.6914271841840968e-05,1.1005382926571539e-10,7.9689870110668282e-06,9.2767220302149915e-11,1.111444413507832e-13,3.2497068018601576e-08,5.2631653011581464e-10,8.3582940934779402e-11,6.4509060980057986e-13,8.6429889846451915e-15,7.9236676015551881e-10,6.0081966963075712e-16,2.1467570282990168e-17
1.8379945412996297e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.071380486406170909,0.099974752574453776,0.0392691589709082,6.5772590612518266e-11,6.3692508596569838e-07,7.0525061442720863e-07,3.9931062480022571e-06,4.887872957096e-09,2.0271803321677625e-16,4.9968369901108851e-11,0.0,2.8875050144785617e-15,1.0741345278291149e-20,4.56950190819114e-12,1.6473500402123715e-16,3.5116452343064491e-15,3.705402934761032e-16,2.0335894889162443e-28,1.3232275811965751e-05,0.12145665420481509,1.0528372234791896e-09,3.6284598108429214e-07,3.700154415513742e-05,1.1056078994051033e-10,7.9778244003590645e-06,9.3343361714447985e-11,1.1146924353222669e-13,3.2629707374606215e-08,5.2850203912129697e-10,8.4298459303813931e-11,6.469306238020575e-13,8.7050776171308572e-15,7.9864838382711835e-10,6.0478333561516816e-16,2.1669812232132769e-17
1.8427498781321684e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.071298892694295707,0.099974737639883876,0.039228388866643038,6.631931734621515e-11,6.4309480654668453e-07,7.1042745927535123e-07,4.0142118307790284e-06,4.9073766930684819e-09,2.0448030115907364e-16,5.0052058561572016e-11,0.0,2.897711112144496e-15,1.0834995459480623e-20,4.6048132827521432e-12,1.6545631014244856e-16,3.5355019482562198e-15,3.7239656448658198e-16,2.0604929927199639e-28,1.3217148171538602e-05,0.12153816547397496,1.0533277198149414e-09,3.6436072142122592e-07,3.7088675209168486e-05,1.1106786666266249e-10,7.9866054986558747e-06,9.3921062207778002e-11,1.1179349028895534e-13,3.2762375615291062e-08,5.3068815793719501e-10,8.5017749480663106e-11,6.4876960554402654e-13,8.7674052009033012e-15,8.0496031874427692e-10,6.0876026575383421e-16,2.1873245586908372e-17
1.847505214964707e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.071217569679926152,0.099974722673674368,0.039187753998477036,6.686885174115083e-11,6.4930479311489535e-07,7.1562521199490134e-07,4.0353549167302371e-06,4.926898563226752e-09,2.0625183592453437e-16,5.0135637257752622e-11,0.0,2.9079185687915302e-15,1.0929194763976189e-20,4.6402882887021439e-12,1.6617792923881633e-16,3.5594390101439201e-15,3.7425580124888086e-16,2.0876761227039876e-28,1.3202070713079675e-05,0.12161940619204641,1.0538161153468351e-09,3.6587648404695267e-07,3.7175664690751627e-05,1.1157505104858795e-10,7.9953304858692064e-06,9.4500316409459468e-11,1.1211717988371089e-13,3.28950716687991e-08,5.3287486845095171e-10,8.5740815926981806e-11,6.5060755337929674e-13,8.8299716770036829e-15,8.1130260211465165e-10,6.1275044834903025e-16,2.2077872027691705e-17
1.8522605517972456e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.07113651587192632,0.099974707676087446,0.039147253620663465,6.742119810438835e-11,6.5555515996702161e-07,7.2084385912091682e-07,4.0565353415900095e-06,4.9464384983282664e-09,2.0803264590937735e-16,5.02191063448006e-11,0.0,2.9181273083642741e-15,1.102394477615345e-20,4.6759270907021763e-12,1.6689985379505837e-16,3.5834563171884965e-15,3.7611798760743655e-16,2.1151409784234784e-28,1.3187043160188315e-05,0.12170037785058702,1.0543024220567662e-09,3.6739325578965452e-07,3.7262512289043675e-05,1.1208233474010189e-10,8.0039995417349043e-06,9.5081118918999453e-11,1.1244031060307869e-13,3.3027794469406016e-08,5.3506215265089836e-10,8.6467663042258991e-11,6.52444465690667e-13,8.8927769845217277e-15,8.1767527085152023e-10,6.1675387158785927e-16,2.2283693210330516e-17
1.8570158886297843e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.071055729790638039,0.099974692647382929,0.039106886993196671,6.7976360719298489e-11,6.6184602094828708e-07,7.2608338676240504e-07,4.077752941373221e-06,4.9659964294653928e-09,2.0982273934729456e-16,5.0302466175888001e-11,0.0,2.928337254997722e-15,1.1119247079469247e-20,4.7117298517968585e-12,1.6762207632861721e-16,3.6075537659397165e-15,3.779831074036518e-16,2.1428896689212934e-28,1.3172065238591258e-05,0.12178108192967235,1.0547866518319546e-09,3.6891102350281823e-07,3.7349217695539903e-05,1.1258970940459562e-10,8.0126128458087573e-06,9.5663464308313794e-11,1.1276288075733154e-13,3.3160542957494853e-08,5.372499926258606e-10,8.7198295163799414e-11,6.542803408905577e-13,8.9558210606076677e-15,8.2407836157409818e-10,6.2077052354292118e-16,2.2490710766042455e-17
1.861771225462323e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070975209967768432,0.099974677587818611,0.039066653381755849,6.8534343845598824e-11,6.681774894499512e-07,7.3134378060334716e-07,4.0990075523773823e-06,4.9855722880632007e-09,2.1162212430971955e-16,5.0385717102223028e-11,0.0,2.9385483330178386e-15,1.1215103256457204e-20,4.747696733416796e-12,1.683445893896346e-16,3.6317312522848876e-15,3.7985114447621124e-16,2.1709243127395131e-28,1.3157136676121783e-05,0.1218615198980085,1.0552688164658672e-09,3.7042977406536044e-07,3.7435780604072968e-05,1.1309716673521074e-10,8.02117057746275e-06,9.6247347121937619e-11,1.1308488868026331e-13,3.3293316079529697e-08,5.3943837056473712e-10,8.7932716566713384e-11,6.5611517742065589e-13,9.0191038404833377e-15,8.3051191060785066e-10,6.2480039217293161e-16,2.2698926301475005e-17
1.8712818991274002e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070814963280299986,0.09997464737713023,0.038986582297773152,6.9658788553200435e-11,6.8096270029543432e-07,7.4192710750045726e-07,4.1416271546624767e-06,5.024777514992066e-09,2.1524880028413403e-16,5.0551893635726981e-11,0.0,2.9589735814800559e-15,1.1408483556942795e-20,4.8201234958988622e-12,1.6979045745794278e-16,3.6803259180326088e-15,3.835959057933198e-16,2.2278599820677789e-28,1.3127426550312671e-05,0.12202160332104946,1.0562269970201731e-09,3.7347017138184807e-07,3.7608477714261883e-05,1.1411229629711688e-10,8.0381200400588985e-06,9.7419703064665169e-11,1.1372721128390707e-13,3.3558932041554399e-08,5.4381666958794602e-10,8.9412944006219853e-11,6.5978172838286026e-13,9.1463852429205524e-15,8.4347052744382679e-10,6.3289973072731816e-16,2.3118957615131201e-17
1.8807925727924775e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070655764286296302,0.099974617046040562,0.038907034605752115,7.0794565833352944e-11,6.9391169046093499e-07,7.5259371682336692e-07,4.184392844547971e-06,5.0640536370869418e-09,2.1891273516941063e-16,5.0717638716213397e-11,0.0,2.9794024521997495e-15,1.1604098319249094e-20,4.8932086374052288e-12,1.7123739905403293e-16,3.7292394685336077e-15,3.8735214222576269e-16,2.2859651251628544e-28,1.3097910646781827e-05,0.12218063964615453,1.0571770562262968e-09,3.7651434328311839e-07,3.778060121698228e-05,1.1512765749235166e-10,8.0548493606845016e-06,9.859814256413166e-11,1.143672655485401e-13,3.3824634047858297e-08,5.4819690921820722e-10,9.0908378317744495e-11,6.63444106683667e-13,9.2746206354798956e-15,8.5655140610024354e-10,6.4105178866798884e-16,2.3543799512676818e-17
1.8903032464575548e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070497601637360449,0.099974586596533702,0.038828004630177979,7.1941708916283012e-11,7.0702535048364863e-07,7.633434788509865e-07,4.2273033227753174e-06,5.1034001175042035e-09,2.2261398772425507e-16,5.0882955084026017e-11,0.0,2.9998343467180796e-15,1.1801960169962954e-20,4.9669533915259118e-12,1.726853557532873e-16,3.7784710477162531e-15,3.9111972441717766e-16,2.3452570334980114e-28,1.3068586861954158e-05,0.12233864022487373,1.0581190851477115e-09,3.7956218572760329e-07,3.7952148746938945e-05,1.1614318481019407e-10,8.0713599673282122e-06,9.9782621013028105e-11,1.1500503897470836e-13,3.4090413886475499e-08,5.5257895052851335e-10,9.2419051462942658e-11,6.6710230087612308e-13,9.4038094316749159e-15,8.6975482663860231e-10,6.4925646563060275e-16,2.3973463962156819e-17
1.899813920122632e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070340464156539051,0.099974556030560616,0.038749486781292107,7.3100250657549832e-11,7.2030456340421571e-07,7.7417625716541292e-07,4.2703572947801344e-06,5.1428164245166245e-09,2.2635261413876662e-16,5.1047845449372457e-11,0.0,3.0202686696867192e-15,1.2002081720480318e-20,5.0413589662644449e-12,1.7413426965140363e-16,3.8280197895444157e-15,3.9489852299782767e-16,2.4057531516251416e-28,1.3039453124031503e-05,0.12249561623724708,1.0590531734323529e-09,3.8261359509151071e-07,3.8123117976134891e-05,1.1715881316775483e-10,8.0876532846957817e-06,1.0097309338686355e-10,1.1564051942381684e-13,3.4356263440306408e-08,5.5696265615477386e-10,9.3944994408368717e-11,6.7075629994991624e-13,9.5339510152532078e-15,8.8308106445185264e-10,6.5751365949056461e-16,2.4407962538357772e-17
1.9093245937877094e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070184340835014694,0.099974525350039631,0.038671475553437751,7.4270223539317053e-11,7.3375020469177918e-07,7.8509190868828212e-07,4.3135534707458511e-06,5.1823020314464464e-09,2.3012866804423928e-16,5.1212312492737364e-11,0.0,3.0407048288859089e-15,1.2204475566868133e-20,5.1164265441195224e-12,1.7558408336331581e-16,3.8778848182243385e-15,3.9868840859455941e-16,2.4674710775314237e-28,1.301050739237954e-05,0.1226515786951131,1.0599794093394923e-09,3.8566846817296205e-07,3.8293506613834509e-05,1.1817447791507642e-10,8.1037307341030694e-06,1.021695142508131e-10,1.1627369511319232e-13,3.4622174686282015e-08,5.6134789028247953e-10,9.548623712560031e-11,6.7440609332077618e-13,9.6650447405336144e-15,8.9653039027540998e-10,6.6582326638232535e-16,2.4847306423074299e-17
1.9188352674527867e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.070029220828863828,0.099974494556857002,0.038593965523438675,7.5451659671632649e-11,7.4736314217022287e-07,7.9609028371805916e-07,4.3568905656556841e-06,5.2218564165992344e-09,2.3394220052328049e-16,5.1376358865288835e-11,0.0,3.0611422352423206e-15,1.2409154289726809e-20,5.1921572821679861e-12,1.7703474002205261e-16,3.928065248409729e-15,4.0248925184073134e-16,2.5304285629934287e-28,1.2981747656926965e-05,0.12280653844535173,1.0608978797661691e-09,3.8872670219537944e-07,3.8463312406525875e-05,1.1919011483995239e-10,8.1195937333720628e-06,1.0337183776687637e-10,1.1690455461105851e-13,3.4888139694581889e-08,5.6573451863447064e-10,9.7042808591688613e-11,6.7805167082087158e-13,9.7970899327675371e-15,9.1010307019846019e-10,6.7418518072037752e-16,2.5291506405339359e-17
1.928345941117864e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.069875093455887036,0.099974463652867732,0.038516951349013943,7.6644590793713667e-11,7.6114423594578318e-07,8.0717122596819401e-07,4.4003672993429369e-06,5.2614790631987176e-09,2.3779326012021986e-16,5.1539987189278346e-11,0.0,3.0815803028468864e-15,1.2616130454053548e-20,5.2685523121489595e-12,1.784861832775419e-16,3.9785601854045591e-15,4.0630092338609974e-16,2.5946435139277767e-28,1.2953171937577953e-05,0.12296050617305454,1.0618086702729975e-09,3.9178819481141982e-07,3.8632533137880616e-05,1.2020566017270895e-10,8.1352436967300905e-06,1.0458001770080447e-10,1.1753308683169097e-13,3.5154150627815202e-08,5.7012240845780909e-10,9.8614736789530314e-11,6.8169302268865767e-13,9.9300858884715492e-15,9.2379936567551645e-10,6.8259929521854939e-16,2.5740572881780259e-17
1.9378566147829413e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.069721948192518327,0.099974432639896124,0.038440427767232152,7.7849048275233312e-11,7.7509433833622655e-07,8.183345726060902e-07,4.4439823965394637e-06,5.3011694593226829e-09,2.4168189285179747e-16,5.1703200058433821e-11,0.0,3.1020184489725893e-15,1.282541660910682e-20,5.3456127405490474e-12,1.7993835729536662e-16,4.0293687253631952e-15,4.1012329390666486e-16,2.6601339907375992e-28,1.2924778283639404e-05,0.1231134924046165,1.0627118651093457e-09,3.9485284410678186e-07,3.8801166628712262e-05,1.2122105059083805e-10,8.1506820347124576e-06,1.0579400742918981e-10,1.1815928103060267e-13,3.5420199740223816e-08,5.7451142851125416e-10,1.0020204870850887e-10,6.8533013955942663e-13,1.0064031875770011e-14,9.3761953353823125e-10,6.9106550091010816e-16,2.6194515857071271e-17
1.9473672884480185e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.069569774670810228,0.099974401519736286,0.038364389593003798,7.9065063117611387e-11,7.8921429380157001e-07,8.2958015429290375e-07,4.4877345869223267e-06,5.3409270978399688e-09,2.4560814221813024e-16,5.1866000038345375e-11,0.0,3.1224560940921069e-15,1.303702528827188e-20,5.4233396486886372e-12,1.8139120675546828e-16,4.0804899554878878e-15,4.1395623411446194e-16,2.7269182086549391e-28,1.2896564773262127e-05,0.1232655075107512,1.0636075472379563e-09,3.9792054860369529e-07,3.8969210736932888e-05,1.2223622322343741e-10,8.1659101540684236e-06,1.0701375994652719e-10,1.1878312679972568e-13,3.5686279376890968e-08,5.7890144905263437e-10,1.0180477034524676e-10,6.8896301245599398e-13,1.019892713472966e-14,9.5156382600745837e-10,6.9958368716749744e-16,2.6653344944382318e-17
1.956877962113096e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.069418562675488668,0.099974370294152889,0.038288831717608149,8.0292665955308649e-11,8.0350493887624027e-07,8.4090779522418281e-07,4.5316226051588082e-06,5.3807514763483657e-09,2.4957204921395928e-16,5.2028389666844169e-11,0.0,3.1428926618952273e-15,1.3250969008927211e-20,5.501734092809309e-12,1.8284467685079809e-16,4.1319229542239618e-15,4.1779961476729587e-16,2.7950145380795548e-28,1.286852951289498e-05,0.12341656170943698,1.0644957983589968e-09,4.0099120726467024e-07,3.9136663357507616e-05,1.2325111565557162e-10,8.1809294576702321e-06,1.0823922787230136e-10,1.1940461406271002e-13,3.5952381972949453e-08,5.8329234182629241e-10,1.0342292670449225e-10,6.9259163277960661e-13,1.0334770877690756e-14,9.6563249070556979e-10,7.0815374172199707e-16,2.7117069365936732e-17
1.966388635778173e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.069268302141072782,0.099974338964881698,0.038213749107253073,8.1531887057126139e-11,8.179671021026492e-07,8.5231731317133517e-07,4.5756451909498175e-06,5.4206420971134501e-09,2.5357365234017035e-16,5.219037145437465e-11,0.0,3.1633275793060707e-15,1.3467260272311786e-20,5.5807971041624025e-12,1.8429871328591788e-16,4.1836667914527538e-15,4.2165330667843155e-16,2.8644415049142777e-28,1.2840670636751118e-05,0.12356666506879752,1.0653766989335821e-09,4.0406471949614759e-07,3.9303522422407099e-05,1.2426566593248714e-10,8.1957413444250795e-06,1.094703634580918e-10,1.2002373307026149e-13,3.6218500052796074e-08,5.8768398005059164e-10,1.0505654180013209e-10,6.9621599230105295e-13,1.047156228959479e-14,9.7982577066902894e-10,7.167755506833048e-16,2.758569795366803e-17
1.9758993094432504e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.069118983149060786,0.099974307533630014,0.038139136801667466,8.2782756327508036e-11,8.3260160396621691e-07,8.6380851952390256e-07,4.6198010890717126e-06,5.4605984670083036e-09,2.5761298761557953e-16,5.2351947884360692e-11,0.0,3.1837602765001624e-15,1.3685911563393191e-20,5.6605296890986935e-12,1.8575326227555269e-16,4.235720528682256e-15,4.2551718072622996e-16,2.9352177908967244e-28,1.2812986306286345e-05,0.12371582750991683,1.0662503282067952e-09,4.071409851520016e-07,3.9469785900558028e-05,1.2527981256366897e-10,8.2103472091899755e-06,1.1070711859469246e-10,1.2064047439551091e-13,3.6484626229310518e-08,5.9207623840548207e-10,1.0670563865633324e-10,6.9983608315196948e-13,1.060930052830848e-14,9.9414390436121429e-10,7.2544899855901684e-16,2.8059239149859494e-17
1.9854099831083277e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.068970595925180525,0.099974276002077422,0.038064989912726395,8.4045303307847963e-11,8.4740925683187936e-07,8.7538121933261626e-07,4.6640890494165474e-06,5.5006200974541916e-09,2.61690088588975e-16,5.2513121413565433e-11,0.0,3.2041901869213327e-15,1.3906935350736703e-20,5.7409328291591133e-12,1.8720827054309933e-16,4.288083219235396e-15,4.293911078637312e-16,3.0073622339272971e-28,1.2785474709689627e-05,0.12386405880958917,1.0671167642301876e-09,4.1021990453718814e-07,3.9635451797791279e-05,1.2629349452680305e-10,8.2247484426895038e-06,1.1194944481924251e-10,1.2125482892947608e-13,3.6750753203078174e-08,5.9646899302012168e-10,1.0837023930881602e-10,7.034518978163605e-13,1.0747984724944025e-14,1.0085871256854871e-09,7.3417396827400323e-16,2.853770100791299e-17
1.994920656773405e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.068823130836703869,0.099974244371876214,0.037991303623107743,8.5319557177798975e-11,8.6239086488208041e-07,8.8703521135323293e-07,4.7085078270307698e-06,5.5407065043621342e-09,2.6580498635141314e-16,5.2673894472445186e-11,0.0,3.224616747298432e-15,1.4130344086375256e-20,5.8220074811665728e-12,1.8866368531908913e-16,4.3407539084359881e-15,4.3327495912818616e-16,3.0808938283934464e-28,1.2758134061385261e-05,0.1240113686030055,1.0679760838837678e-09,4.1330137841128457e-07,3.980051815678801e-05,1.2730665127159572e-10,8.2389464314363715e-06,1.1319729332236977e-10,1.2186678787655772e-13,3.7016873761617525e-08,6.008621214605629e-10,1.1005036480625837e-10,7.0706342912231706e-13,1.0887613984175877e-14,1.023155663998505e-09,7.429503411896983e-16,2.9021091193199157e-17
2.0044313304384823e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.068676578389821233,0.099974212644651853,0.037918073184979466,8.6605546756586796e-11,8.7754722405622865e-07,8.987702880911384e-07,4.7530561821524303e-06,5.5808572080753644e-09,2.6995770954876236e-16,5.2834269465497333e-11,0.0,3.2450393976618093e-15,1.4356150205680245e-20,5.9037545773188235e-12,1.9011945433960787e-16,4.393731633792434e-15,4.3716860565052839e-16,3.1558317254903337e-28,1.2730962601546311e-05,0.12415776638637926,1.0688283628975277e-09,4.1638530799191889e-07,3.9964983057023357e-05,1.2831922272344568e-10,8.2529425576546407e-06,1.1445061495534542e-10,1.2247634275007388e-13,3.728298077861223e-08,6.0525550271750178e-10,1.1174603521182758e-10,7.1067067023392953e-13,1.1028187384554008e-14,1.0378497441237764e-09,7.5177799712329192e-16,2.9509416983880756e-17
2.0139420041035596e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.068530929227075377,0.099974180822003669,0.03784529391871598,8.7903300504326947e-11,8.9287912199161218e-07,9.1058623584670721e-07,4.7977328802469394e-06,5.6210717333126288e-09,2.7414828439448988e-16,5.299424877160234e-11,0.0,3.2654575813595766e-15,1.458436612723322e-20,5.9861750252824052e-12,1.9157552584467253e-16,4.4470154251791758e-15,4.4107191866478876e-16,3.232195233537883e-28,1.2703958595618985e-05,0.12430326151951349,1.0696736758724944e-09,4.1947159495830321e-07,4.012884461470781e-05,1.293311492870191e-10,8.2667381992056242e-06,1.1570936023724862e-10,1.2308348536787786e-13,3.7549067213147827e-08,6.0964901719409225e-10,1.1345726960483681e-10,7.142736146433833e-13,1.1169703978813873e-14,1.0526695863654607e-09,7.6065681436684061e-16,3.0002685271880157e-17
2.023452677768637e-05,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.068386174124852733,0.099974148905505211,0.037772961211643641,8.9212846523345021e-11,9.0838733796578768e-07,9.2248283476139934e-07,4.8425366920413864e-06,5.6613496091123688e-09,2.7837673468268474e-16,5.3153834744360215e-11,0.0,3.285870745073649e-15,1.48150042526984e-20,6.0692697082876137e-12,1.9303184857656739e-16,4.5006043050159372e-15,4.4498476951745459e-16,3.3100038182942233e-28,1.2677120333857669e-05,0.12444786322830986,1.0705120963013207e-09,4.2256014145466635e-07,4.029210098272623e-05,1.3034237184968628e-10,8.2803347295163066e-06,1.1697347936213914e-10,1.2368820784801144e-13,3.7815126108953013e-08,6.1404254669382647e-10,1.151840860825277e-10,7.178722561632415e-13,1.1312162794183036e-14,1.0676154065224019e-09,7.695866697062817e-16,3.050090256391944e-17
