Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2X(49),C2H6X(52),CH3OO(77)
6.1409580698315375e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999742,0.11866996602996285,0.022821567693054226,0.0,5.7165274838245378e-63,3.9037613333904911e-36,0.0,1.3928118828161494e-48,0.0,6.2444733607438278e-22,7.1653576753519938e-102,6.2444733169652848e-22,2.0545763917786031e-68,2.1943270731029621e-62,0.0,0.0,8.2805694329030886e-51,5.8392558291400465e-81,2.4764690130334861e-15,1.190708308793043e-16,4.5896331681752207e-20,3.1120002324422612e-32,4.5896331686098929e-20,1.3140847175310107e-49,1.1331132236663804e-62,1.9118070148893562e-36
1.2287251463789775e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999481,0.11866996602996037,0.022821567693054167,0.0,9.1544291530658083e-62,1.5625218829219781e-35,0.0,1.1153791261974798e-47,0.0,1.2494372068338661e-21,4.5929167199421479e-100,1.2494371893110395e-21,3.2908928785201261e-67,3.5140051854625341e-61,0.0,0.0,6.6276642355652499e-50,1.8706591103241399e-79,4.9550896064417797e-15,2.3824511165511244e-16,9.1832538534368391e-20,1.2452434633646181e-31,9.1832538551766664e-20,1.0520667937888734e-48,1.8149503971876044e-61,7.6522104183183081e-36
2.457983825170625e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999896,0.11866996602995541,0.022821567693054049,0.0,1.4647208658827776e-60,6.2521228107033703e-35,0.0,8.9275536952464604e-47,0.0,2.4994169746539347e-21,2.9417368652990802e-98,2.4994169045398039e-21,5.2682867545152064e-66,5.622466174435853e-60,0.0,0.0,5.3012248950352175e-49,5.9894667938095153e-78,9.9123307932541086e-15,4.7659367320672012e-16,1.8370495221347994e-19,4.9796562082537055e-31,1.8370495228309602e-19,8.4197317960540435e-48,2.9054969245474065e-60,3.0618809506162825e-35
4.91650118275392e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997921,0.11866996602994551,0.02282156769305381,0.0,2.3415602334325653e-59,2.5012562380789366e-34,0.0,7.1438516683417739e-46,0.0,4.9993766154984811e-21,1.8834384001362343e-96,4.999376334996303e-21,8.4315459735930686e-65,8.9882964167224983e-59,0.0,0.0,4.2371186932983194e-48,1.9171667596070721e-76,1.9826813166861747e-14,9.5329079630990019e-16,3.6744977946721979e-19,1.9898385178620606e-30,3.6744977974573179e-19,6.7370646884553801e-47,4.6500564674465775e-59,1.2249517873442755e-34
9.83353589792051e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995845,0.11866996602992567,0.022821567693053334,0.0,3.7385161392656592e-58,1.0005839237954281e-33,0.0,5.7158049017992321e-45,0.0,9.9992963180052129e-21,1.2056332401436618e-94,9.9992951959051829e-21,1.3492303537608575e-63,1.435061899047206e-57,0.0,0.0,3.382573241811703e-47,6.1357935727028782e-75,3.965577791400895e-14,1.9066850425161199e-15,7.349394335567671e-19,7.9412764462643877e-30,7.3493943467092441e-19,5.3901635060394261e-46,7.4410995944259057e-58,4.9002061683029422e-34
1.966760532825369e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991688,0.11866996602988601,0.02282156769305238,0.0,5.9549609614978649e-57,4.0024985581528422e-33,0.0,4.5729333562482972e-44,0.0,1.9999137406289219e-20,7.7167977761831569e-93,1.9999132917706467e-20,2.1589149703893606e-62,2.2858542353836771e-56,0.0,0.0,2.6943523995639173e-46,1.9635915405006031e-73,7.9313707408031046e-14,3.8134735349279985e-15,1.4699187400641308e-18,3.1617571713427731e-29,1.4699187445210903e-18,4.3123355178156072e-45,1.190656678091196e-56,1.9601624150116491e-33
3.933574418892005e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319983372,0.1186699660298067,0.022821567693050472,0.0,9.4426766892188933e-56,1.6010319964709759e-32,0.0,3.6584624469216274e-43,0.0,3.9998826315939395e-20,4.9389895536972886e-91,3.9998808361243132e-20,3.4543810660737708e-61,3.6246078677949274e-55,0.0,0.0,2.1368356533006623e-45,6.2837130681266335e-72,1.58629566394986e-13,7.6270505197495121e-15,2.9398773463919363e-18,1.2529771633801139e-28,2.9398773642213109e-18,3.4499503015376922e-44,1.9051152736710146e-55,7.8408106867910315e-33
7.867202191025277e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319966746,0.11866996602964806,0.022821567693046659,0.0,1.4841514160562278e-54,6.4041931331693561e-32,0.0,2.9268162381586891e-42,0.0,7.9998231067568118e-20,3.1610304943620512e-89,7.9998159248052851e-20,5.5271033526515875e-60,5.6968749199327461e-54,0.0,0.0,1.6803139863154793e-44,2.0108233883474248e-70,3.1726128436453886e-13,1.5254204489383571e-14,5.8797945322998586e-18,4.9203545509796917e-28,5.8797946036272411e-18,2.7599929964293973e-43,3.0482360842972856e-54,3.136357383168188e-32
1.573445773529182e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319933495,0.11866996602933079,0.022821567693039033,0.0,2.2933806628457494e-53,2.5616902830115406e-31,0.0,2.3414714631496312e-41,0.0,1.5999714830013714e-19,2.0230851170260687e-87,1.5999686102061781e-19,8.8434401368717685e-59,8.8027830795304871e-53,0.0,0.0,1.2998208821152214e-43,6.4346910694748363e-69,6.3452472028621667e-13,3.0508512428615876e-14,1.1759628797124951e-17,1.8985033499904034e-27,1.175962908250558e-17,2.208007499067199e-42,4.8772189708579829e-53,1.2545502972411371e-31
3.146896882382491e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319866987,0.11866996602869626,0.022821567693023778,0.0,3.4332196227742716e-52,1.0246787193421516e-30,0.0,1.8731844959694996e-40,0.0,3.1999541368250547e-19,1.2947838226005841e-85,3.199942645615301e-19,1.4149563571493453e-57,1.317702376220872e-51,0.0,0.0,9.751868926962502e-43,2.0591100718373542e-67,1.2690515920598602e-12,6.1017128306937487e-14,2.3519296898812138e-17,7.0888808193466689e-27,2.351929804084269e-17,1.7664112396511525e-41,7.8035830814270679e-52,5.0182216549812894e-31
6.293799100089108e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319733977,0.11866996602742717,0.022821567692993268,0.0,4.8616036217623623e-51,4.0987200911132859e-30,0.0,1.4985504251571028e-39,0.0,6.3999366811604095e-19,8.2866611670893791e-84,6.3998907162648339e-19,2.2639347705705923e-56,1.8657063165050007e-50,0.0,0.0,6.9342023600521296e-42,6.5891660902765893e-66,2.5381053353283008e-12,1.2203436006301078e-13,4.7038631390334672e-17,2.4989653511043664e-26,4.7038635961828392e-17,1.41313108726006e-40,1.2485758277973623e-50,2.0072973776308388e-30
1.2587603535502343e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319467951,0.11866996602488902,0.022821567692932251,0.0,6.3066077177022081e-50,1.6394890803658795e-29,0.0,1.1988413085930207e-38,0.0,1.2799970716572835e-18,5.3034963825493464e-82,1.2799786856889058e-18,3.6222988351702902e-55,2.4197461673492256e-49,0.0,0.0,4.5307944330968308e-41,2.1085350932711375e-64,5.0762128207497916e-12,2.4406882357288793e-13,9.4077293525973264e-17,8.0461824582600244e-26,9.407731183145512e-17,1.1305057070270946e-39,1.9977230851536962e-49,8.0292439212543592e-30
2.5175212406328813e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318935904,0.11866996601981271,0.022821567692810216,0.0,7.2772896137544307e-49,6.5579584186736185e-29,0.0,9.5907317364331808e-38,0.0,2.5600314574285226e-18,3.3942725516540612e-80,2.559957913543813e-18,5.7956791715127402e-54,2.7912976016781474e-48,0.0,0.0,2.6433922684119523e-40,6.7473136604665319e-63,1.0152427787131213e-11,4.881377505836053e-13,1.88154590407633e-16,2.2963171788435564e-25,1.8815466372178694e-16,9.0440489891374175e-39,3.196357489942203e-48,3.2117380341991253e-29
5.0350430147981755e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317871811,0.11866996600966009,0.022821567692566148,0.0,7.4113168309240144e-48,2.623183794406241e-28,0.0,7.6725817263336762e-37,0.0,5.12021054366151e-18,2.1723766066161958e-78,5.1199163681738767e-18,9.273082617601569e-53,2.8415541125915886e-47,0.0,0.0,1.3651241352151328e-39,2.1591394699001818e-61,2.0304857702047818e-11,9.7627560456899577e-13,3.7630907461254644e-16,5.770297400805028e-25,3.7630936821060794e-16,7.2352404989473957e-38,5.1141696913566405e-47,1.2847269736451116e-28
1.0070086563128763e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315743625,0.11866996598935485,0.02282156769207801,0.0,6.8098743686466633e-47,1.0492736091456326e-27,0.0,6.138057244135248e-36,0.0,1.0241009974375694e-17,1.3904226011531545e-76,1.0239833273115006e-17,1.4836913310706113e-51,2.6098826342298749e-46,0.0,0.0,6.3606420947860004e-39,6.9092376974161364e-60,4.0609717460496088e-11,1.9525513123957604e-12,7.5261760478926244e-16,1.3093213636888841e-24,7.5261878017961703e-16,5.7881928813632249e-37,8.1826609185236549e-46,5.1391607488742252e-28
2.014017365978994e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756311487246,0.11866996594874436,0.022821567691101736,0.0,5.8548719069518371e-46,4.1970946673149843e-27,0.0,4.9104318656804056e-35,0.0,2.0484373864685388e-17,8.8996974850214698e-75,2.0479667065721271e-17,2.3738996172924412e-50,2.2431392167456098e-45,0.0,0.0,2.7648362221663893e-38,2.2109501012604499e-58,8.1219436691852781e-11,3.905102727473352e-12,1.5052329122143642e-15,2.7897473579968646e-24,1.5052376162172422e-15,4.6305544326131503e-36,1.3092220988072771e-44,2.0558663375083661e-27
4.028034785311229e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756302974489,0.1186699658675234,0.022821567689149183,0.0,4.8550105753677218e-45,1.6788379514454292e-26,0.0,3.9283228410479298e-34,0.0,4.0978161727936366e-17,5.6970733542183666e-73,4.0959334581829814e-17,3.7982181707278914e-49,1.8596628082527756e-44,0.0,0.0,1.1546447613536814e-37,7.0750014417524582e-57,1.6243887401240698e-10,7.8102055553248483e-12,3.0104565153841365e-15,5.7541333261290325e-24,3.0104753367507573e-15,3.7044434925242646e-35,2.0947434759670564e-43,8.2250811565057799e-27
6.042052204643465e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756294461732,0.11866996578630244,0.02282156768719663,0.0,1.4550274550422742e-44,3.5675307553075179e-26,0.0,1.1662170107713327e-33,0.0,6.1479009640929642e-17,3.2345969647360381e-72,6.1439002028834373e-17,1.4369392121095295e-48,5.5764710959741645e-44,0.0,0.0,2.4852428279080953e-37,3.3004651780522487e-56,2.4365831019080196e-10,1.1715308380872659e-11,4.515673106906398e-15,8.7187168982186892e-24,4.5157131057458755e-15,1.0592392969353108e-34,7.9248183843064836e-43,1.7480670526715094e-26
1.0070087043307935e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756277436223,0.11866996562386052,0.022821567683291528,0.0,6.8845548344975446e-44,9.8631739082350331e-26,0.0,5.4627445936528622e-33,0.0,1.0250894540271452e-16,8.7006755597032964e-71,1.0239833664642759e-16,1.134034859162407e-47,2.6391282537398663e-43,0.0,0.0,6.9561943761726628e-37,4.4227913078772703e-55,4.0609717797895537e-10,1.9525514022753559e-11,7.52607824362385e-15,1.4647908404246895e-23,7.5261888375832824e-15,4.8678699516471959e-34,6.2542791555856698e-42,4.8345829439197457e-26
1.369531839810596e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756262113263,0.1186699654776628,0.022821567679776937,0.0,1.5934525262066947e-43,1.7563391257868265e-25,0.0,1.2605750605557402e-32,0.0,1.3945869838354883e-16,3.7791010765329179e-70,1.392617375789848e-16,3.1824545965092935e-47,6.1105525494464607e-43,0.0,0.0,1.2441892878783169e-36,1.4678871461050938e-54,5.5229215529794885e-10,2.6554699093003115e-11,1.0235420212263042e-14,1.9984183306379305e-23,1.0235617152818229e-14,1.0957526022326493e-33,1.7551451760348806e-41,8.6109566982474764e-26
1.7320549752903983e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756246790304,0.11866996533146508,0.022821567676262346,0.0,3.0738674916271314e-43,2.7416702867656058e-25,0.0,2.4271458874978294e-32,0.0,1.7643259589530168e-16,1.1443820305340368e-69,1.7612513827520819e-16,7.2863812898130119e-47,1.1790742204926304e-42,0.0,0.0,1.9474922120189985e-36,3.9442117297921793e-54,6.9848712871078822e-10,3.3583884155374138e-11,1.294473820190547e-14,2.5320460030752089e-23,1.2945045633791253e-14,2.0710436501423293e-33,4.0184881302082482e-41,1.3444969922511509e-25
2.0945781107702006e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756231467344,0.11866996518526736,0.022821567672747754,0.0,5.2325764460851722e-43,3.9303840498227494e-25,0.0,4.1267183620264773e-32,0.0,2.1342930028814054e-16,2.9716812878538007e-69,2.1298853874818932e-16,1.4208815150384229e-46,2.0075979384414241e-42,0.0,0.0,2.7969569982594576e-36,8.725499923114629e-54,8.4468209843385104e-10,4.0613069210303049e-11,1.5654033541031437e-14,3.0656738719285407e-23,1.5654474271321455e-14,3.4616707272023022e-33,7.8362562824533201e-41,1.9278640204812036e-25
2.8196243817298054e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756200821431,0.11866996489287195,0.022821567665718568,0.0,1.1583240484073364e-42,6.7716219720323406e-25,0.0,9.1241069693298731e-32,0.0,2.8747471920593109e-16,1.315324562094022e-68,2.8671533918505157e-16,3.7723491955288699e-46,4.4463733844117052e-42,0.0,0.0,4.8292062668515718e-36,2.7452962280723379e-53,1.1370720294655094e-09,5.4671439303189296e-11,2.1072572565737978e-14,4.1329301847384564e-23,2.1073331903407635e-14,7.3902715022415904e-33,2.0804755095373561e-40,3.3227426355155411e-25
3.54467065268941e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756170175517,0.11866996460047652,0.022821567658689382,0.0,2.171594106632981e-42,1.0364645054806795e-24,0.0,1.7093700404271622e-31,0.0,3.6160444005907463e-16,3.9596182438537043e-68,3.6044213879671936e-16,8.1826671956241745e-46,8.3393501756627581e-42,0.0,0.0,7.4017299553039288e-36,6.7904868867244608e-53,1.4294619468582524e-09,6.8729809368566482e-11,2.6491027866496387e-14,5.2001872426606278e-23,2.6492190114192885e-14,1.3438405209209911e-32,4.5127945996156938e-40,5.08764481155225e-25
4.269716923649015e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756139529603,0.11866996430808112,0.022821567651660195,0.0,3.676943148929121e-42,1.4760445360762646e-24,0.0,2.8929136527340157e-31,0.0,4.3582417955743191e-16,1.025488673440094e-67,4.3416893752722167e-16,1.5813846545644947e-45,1.4124470209675132e-41,0.0,0.0,1.0551174139012685e-35,1.476949204237414e-52,1.7218518496869845e-09,8.2788179404568708e-11,3.1909393765800332e-14,6.267445058431974e-23,3.1911048942929031e-14,2.2229743348788291e-32,8.7214391877960623e-40,7.2480869812740966e-25
5.719809465568225e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756078237787,0.11866996372329038,0.022821567637601826,0.0,8.7500843648477765e-42,2.6005614636820724e-24,0.0,6.8795186590499455e-31,0.0,5.8453877862949672e-16,6.3540545275029867e-67,5.8162253229507722e-16,4.976018573886376e-45,3.36252448038334e-41,0.0,0.0,1.8613336092792571e-35,6.1877976520216887e-52,2.3066316108317494e-09,1.1090491938679313e-10,4.2745852330683041e-14,8.4019629450537403e-23,4.274876848907502e-14,5.1276959627822419e-32,2.7443058031391965e-39,1.2780566246239885e-24
7.169902007487433e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756016945977,0.11866996313849969,0.022821567623543457,0.0,1.709555713534443e-41,4.0512011532407818e-24,0.0,1.3435096646070189e-30,0.0,7.3361905295949072e-16,2.3015003858038678e-66,7.2907612348326149e-16,1.1953119107459092e-44,6.5708627140168468e-41,0.0,0.0,2.9019203325249861e-35,1.8111426957837417e-51,2.891411312811272e-09,1.3902165924968401e-10,5.3581947727600353e-14,1.0536483847588022e-22,5.3586490545602193e-14,9.8503895374109864e-32,6.5922193274802149e-39,1.9926034602220817e-24
1.0070087091325853e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755894362372,0.11866996196891849,0.022821567595426716,0.0,4.783176324718912e-41,7.9315004036442567e-24,0.0,3.7568251492814424e-30,0.0,1.0328772936795534e-15,2.0220063323472647e-65,1.0239832951134758e-15,4.8101948296909219e-44,1.8387920763218186e-40,0.0,0.0,5.6866753504434313e-35,1.0698448429034553e-50,4.0609705391565725e-09,1.9525513861722703e-10,7.525304835625283e-14,1.4805534697633534e-22,7.5261942194808787e-14,2.7093897214522397e-31,2.6528505315471604e-38,3.9079569050777412e-24
1.587045725900269e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755649195236,0.11866995962975681,0.02282156753919324,0.0,1.9259448824655153e-40,1.9608328688754092e-23,0.0,1.5117110476666952e-29,0.0,1.6357842986708151e-15,3.9395589365916787e-64,1.6137975953877071e-15,3.2543255646323932e-43,7.4044544432965563e-40,0.0,0.0,1.4070630739567192e-34,1.2648430634007698e-49,6.4000882813661588e-09,3.077220959193056e-10,1.185908891986159e-13,2.3343672577490948e-22,1.1861287563894283e-13,1.0781171451287437e-30,1.7947767719025404e-37,9.6968870090739341e-24
2.7471197594356364e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755158861246,0.11866995495143629,0.022821567426726287,0.0,1.0344236878699545e-39,5.862756100223582e-23,0.0,8.1140949121312687e-29,0.0,2.8591577991845826e-15,1.3324141528212903e-62,2.7934260239847483e-15,3.2435199567520116e-42,3.9766837368335923e-39,0.0,0.0,4.2096884165576926e-34,2.4076472507137819e-48,1.1078320923752114e-08,5.3265600479121236e-10,2.0524913183182547e-13,4.0420093056494808e-22,2.053148631147836e-13,5.7573951566713026e-30,1.7888115434114094e-36,2.9213923825286415e-23
5.067267826506371e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756754178194409,0.11866994559480661,0.022821567201792386,0.0,6.6750092217558153e-39,1.993289602699163e-22,0.0,5.2319681998189035e-28,0.0,5.3761168431611393e-15,6.1995002675592854e-61,5.1526821933707793e-15,4.05609816815855e-41,2.5655261286196173e-38,0.0,0.0,1.4318392823565368e-33,5.9229351261428937e-47,2.0434774840356066e-08,9.8252379960594936e-10,3.7849588681246135e-13,7.4573512893576755e-22,3.7871932041870959e-13,3.7070936091377119e-29,2.2369360741975311e-35,1.0084971450556933e-22
9.707563960647842e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756752216865321,0.11866992688159272,0.022821566751924635,0.0,4.7767012820486201e-38,7.3138703867662914e-22,0.0,3.7397616815254213e-27,0.0,1.0690674194607523e-14,3.461767630683753e-59,9.8711917809083353e-15,5.7213580949327508e-40,1.835022264839066e-37,0.0,0.0,5.2550441200027137e-33,1.659684816407005e-45,3.9147637200885597e-08,1.8822592975190751e-09,7.2471068453613941e-13,1.428826680993044e-21,7.2553016443952703e-13,2.6508442138443279e-28,3.1552838223035505e-34,3.8128208734049243e-22
1.8988156228930784e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375674829422548,0.11866988945534682,0.022821565852189321,0.0,3.6106469737368562e-37,2.7981482023743309e-21,0.0,2.8209730125055093e-26,0.0,2.2440672227291592e-14,2.1736001748557382e-57,1.9308199951075747e-14,8.5787113497930163e-39,1.3857084377521596e-36,0.0,0.0,2.0107937416003527e-32,4.9621435013191746e-44,7.6573180031985166e-08,3.6817299264812086e-09,1.4160271047011264e-12,2.7951024075926668e-21,1.4191595701307199e-12,2.0031532738326626e-27,4.7309647842804783e-33,1.5447238353172412e-21
2.8268748497213725e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756744371610087,0.11866985202934344,0.02282156495245425,0.0,1.1285859813319524e-36,6.201800215397866e-21,0.0,8.8035449662857067e-26,0.0,3.5682999072758076e-14,1.5558326816190791e-56,2.8745193448076299e-14,3.5761859423341855e-38,4.3279962675836927e-36,0.0,0.0,4.4570292680924662e-32,2.6385246377663709e-43,1.1399848034418605e-07,5.481200066292982e-09,2.1058614733741096e-12,4.1615016331670394e-21,2.1127992660156432e-12,6.2606906082249191e-27,1.972156173153699e-32,3.5818922795758977e-21
3.7549340765496667e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375674044901914,0.11866981460358254,0.022821564052719422,0.0,2.5544387391518243e-36,1.0942386066635495e-20,0.0,1.9894585128280452e-25,0.0,5.0414609848950801e-14,7.0345158467057687e-56,3.8182172271971751e-14,1.0022113054401836e-37,9.7884613526485023e-36,0.0,0.0,7.8643250885294076e-32,8.9083278948925688e-43,1.5142353813896998e-07,7.2806697169569368e-09,2.7942168353304753e-12,5.5280243605101952e-21,2.8064492520855832e-12,1.41694914976777e-26,5.526808125996349e-32,6.5908336687958224e-21
4.68299330337796e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756736526452641,0.11866977717806416,0.022821563152984843,0.0,4.8496685872659339e-36,1.7019950141895607e-20,0.0,3.7710563720264193e-25,0.0,6.6632362641536354e-14,2.4371663765860288e-55,4.7619136422826619e-14,2.2671574576953012e-37,1.8569248509164152e-35,0.0,0.0,1.2232799120766762e-31,2.3566117245526532e-42,1.8884835341787961e-07,9.0801388784757303e-09,3.4810963323740313e-12,6.8946705924161578e-21,3.5001095283310683e-12,2.6899627245041881e-26,1.2502321583431528e-31,1.0672681708318407e-20
