Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),CO2X(34),OCX(21),OX(20),COX(37),CH3X(22),HX(19),H2X(36),C2H6X(39),CH2X(134),CHX(26),CXHO(27),HOX(23),C2H4X(51),C2H5X(38),C2H3X(50),SX(149),C2H4OX(49),CH2OX(40),H2OX(35),C3H8X(43),CH3OX(44),CH3OHX(46),C2H3OX(47),CH2(T)(29)
0.0026831197370855812,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23159205495510429,0.099963496803843116,5.0581898347438809e-38,0.090514869512119872,1.6650935138458735e-16,6.6142998823720488e-08,0.0094532284714059327,1.8413209898871008e-08,1.2955449137748844e-13,1.6049328299572083e-06,2.3318824805971502e-16,5.7687314466626948e-13,1.6541769037506003e-11,1.6024934166627746e-17,3.2743067566018256e-14,5.6329192772354576e-14,3.1357692687395524e-24,2.9252917987195193e-13,3.3377179067957127e-05,3.0222342450040807e-05,1.5482962931217861e-12,0.0094534314443738329,3.1563730013393919e-06,3.1078403432284402e-10,7.4381664019100808e-06,2.2084727982071037e-11,6.1480534442005917e-12,3.785967810719263e-11,7.1600315223245809e-09,6.5908250289125388e-17,8.9210186026516175e-14,9.7673621751195695e-17,1.3800814033141713e-17,8.3126444030677202e-13,3.6795726206718386e-14,1.8807959570165598e-17,4.3257421329881708e-17,5.5596410422749321e-20,7.7860055224574549e-20,1.1981992420042045e-13,5.3506230956936993e-21,6.6438489755703005e-14,4.0922462561773705e-13
0.0026935905230486817,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23155831101926985,0.09996349067415207,5.095909561891443e-38,0.090481155494192375,1.6857825869500773e-16,6.6717184687842058e-08,0.009486954459102399,1.8571755875105827e-08,1.302391121758227e-13,1.6085272557381534e-06,2.3718159954336229e-16,5.7937574686428893e-13,1.6709780572509937e-11,1.6214260447840434e-17,3.2741217986545986e-14,5.6562821538409411e-14,3.1617480888611341e-24,2.9656102749541664e-13,3.3372313826279984e-05,3.0206683670431433e-05,1.5535934966979789e-12,0.0094871540107259265,3.1671723577753307e-06,3.1143457549931257e-10,7.469287706560313e-06,2.2273199234022533e-11,6.2000874285512889e-12,3.7874393038921869e-11,7.1319448069202505e-09,6.5894966184371348e-17,8.9916106882322145e-14,9.9005402389254413e-17,1.3938920709871972e-17,8.4640741014039576e-13,3.7777270728304538e-14,1.888321497709019e-17,4.3479675792230262e-17,5.6279004134385289e-20,7.9181870898019704e-20,1.2052962611456976e-13,5.4130491169905136e-21,6.7056147243286634e-14,4.1105790820776684e-13
0.002704061309011782,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23152458948039056,0.099963484551812046,5.1337552821235215e-38,0.090447463846230008,1.706633218016841e-16,6.7293601873970675e-08,0.0095206580709658074,1.8730964393102709e-08,1.3092291246178013e-13,1.6121122327038385e-06,2.4122321793157645e-16,5.8187731779690912e-13,1.6878530025532492e-11,1.6404896549133524e-17,3.2739219848737325e-14,5.679568533690454e-14,3.1878304422563145e-24,3.0062565460635296e-13,3.3367451815514602e-05,3.0191038558775465e-05,1.5588855778382159e-12,0.0095208541960879432,3.1779612711459274e-06,3.1208311520193303e-10,7.5003864068584258e-06,2.2462361598158879e-11,6.2523277453420739e-12,3.7888737649859713e-11,7.1040429063114674e-09,6.5881390635100051e-17,9.0624402337247023e-14,1.0034774211216892e-16,1.4077602967970669e-17,8.6174586084911832e-13,3.8780189307796306e-14,1.8958194142628835e-17,4.3701593984898141e-17,5.6966794799356361e-20,8.0519417125691813e-20,1.2124030032090555e-13,5.4758944598561637e-21,6.7676178299586781e-14,4.1289031452317649e-13
0.0027145320949748825,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23149089031494371,0.099963478436832495,5.171726848376961e-38,0.09041379454465881,1.7276458432451104e-16,6.7872245255419625e-08,0.0095543393305429127,1.8890834791511854e-08,1.3160588603324699e-13,1.615687788425157e-06,2.4531340934453135e-16,5.8437784932476793e-13,1.7048013385686401e-11,1.6596843999047485e-17,3.2737075283468739e-14,5.7027783930549954e-14,3.2140162552237806e-24,3.0472308020679605e-13,3.3362593032272347e-05,3.0175407097612448e-05,1.5641725434406131e-12,0.0095545320240819128,3.1887397555143171e-06,3.1272965973311555e-10,7.5314624118268549e-06,2.2652213091552229e-11,6.3047740919977747e-12,3.7902715923390051e-11,7.07632413980978e-09,6.5867528046845763e-17,9.1335066804322134e-14,1.0170064286428486e-16,1.4216857233989852e-17,8.7728110621557568e-13,3.9804836887329223e-14,1.9032897119782522e-17,4.3923174019395268e-17,5.7659794815470759e-20,8.1872789417896649e-20,1.2195193954070676e-13,5.5391594613019363e-21,6.8298573241008538e-14,4.1472182715687397e-13
0.002725002880937983,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23145721349944018,0.09996347232922273,5.2098241137752647e-38,0.090380147565939387,1.7488208964319736e-16,6.8453109702601173e-08,0.0095879982613463581,1.9051366402700405e-08,1.3228802682927035e-13,1.6192539500796094e-06,2.4945247920866206e-16,5.8687733342809398e-13,1.7218226623849133e-11,1.6790104296465856e-17,3.2734786387834022e-14,5.7259117129363964e-14,3.2403054540064095e-24,3.0885332152365094e-13,3.3357737473169398e-05,3.0159789269511293e-05,1.5694544003913195e-12,0.0095881875182947888,3.1995078249192387e-06,3.1337421531479303e-10,7.5625156320892993e-06,2.2842751731659815e-11,6.3574261640825222e-12,3.7916331794416601e-11,7.0487868457140421e-09,6.5853382755095117e-17,9.2048094703408298e-14,1.0306410599970309e-16,1.4356679921550985e-17,8.9301445574300755e-13,4.0851572264385582e-14,1.9107323977208016e-17,4.4144414055294774e-17,5.8358016494769991e-20,8.3242083002789877e-20,1.2266453650724803e-13,5.6028444483741192e-21,6.8923322390467183e-14,4.1655242870941786e-13
0.0027354736669010834,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23142355901042433,0.099963466228991951,5.2480469316282937e-38,0.090346522886566902,1.7701588089787142e-16,6.9036190083237502e-08,0.0096216348868547671,1.9212558552762094e-08,1.3296932892722628e-13,1.6228107444590435e-06,2.5364073224026787e-16,5.8937576220489437e-13,1.7389165693249793e-11,1.698467891071228e-17,3.2732355224897765e-14,5.7489684789618057e-14,3.266697964438182e-24,3.1301639401681573e-13,3.3352885134826723e-05,3.0144185057070289e-05,1.5747311555645502e-12,0.0096218207022784868,3.2102654933751031e-06,3.1401678808997704e-10,7.5935459798461201e-06,2.3033975536391919e-11,6.4102836553040858e-12,3.7929589149672432e-11,7.0214293808255208e-09,6.5838959025665019e-17,9.2763480461260772e-14,1.0443813228541701e-16,1.4497067431841203e-17,9.089472145462354e-13,4.1920758105087489e-14,1.9181474798854672e-17,4.4365312299253179e-17,5.9061472063792157e-20,8.4627392821157662e-20,1.2337808396580788e-13,5.6669497381936808e-21,6.9550416077887145e-14,4.1838210179010874e-13
0.002745944452864184,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23138992682447365,0.09996346013614929,5.2863951554319677e-38,0.09031292048307088,1.7916600098968289e-16,6.962148126256458e-08,0.0096552492305127646,1.9374410561527314e-08,1.3364978654035497e-13,1.626358197977799e-06,2.5787847242928867e-16,5.9187312786909965e-13,1.7560826530051566e-11,1.7180569281647493e-17,3.2729783823074671e-14,5.7719486812838803e-14,3.2931937124534904e-24,3.1721231138747276e-13,3.3348036013870068e-05,3.0128594442916877e-05,1.5800028158226011e-12,0.0096554315995499834,3.2210127748720197e-06,3.1465738412440152e-10,7.6245533688491497e-06,2.3225882524178145e-11,6.4633462575183421e-12,3.7942491825721463e-11,6.9942501193998214e-09,6.5824261050958536e-17,9.3481218511583407e-14,1.0582272190450175e-16,1.4638016154105297e-17,9.250806832434852e-13,4.3012760957236203e-14,1.9255349683620696e-17,4.4585867004154032e-17,5.9770173663843848e-20,8.6028813521259304e-20,1.2409257467367134e-13,5.7314756379958517e-21,7.0179844640688972e-14,4.2021082901800257e-13
0.0027564152388272842,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23135631691819922,0.099963454050703768,5.3248686388679805e-38,0.090279340332015331,1.8133249258134093e-16,7.0208978103496974e-08,0.0096888413157310595,1.9536921742573558e-08,1.3432939401520158e-13,1.6298963366805528e-06,2.6216600302326239e-16,5.9436942274870689e-13,1.7733205053929221e-11,1.7377776819766229e-17,3.2727074175877864e-14,5.7948523144774003e-14,3.3197926239014161e-24,3.2144108558655753e-13,3.3343190106929916e-05,3.0113017409707784e-05,1.5852693880158814e-12,0.0096890202335913819,3.2317496833758652e-06,3.1529600940809168e-10,7.6555377143765384e-06,2.3418470714021336e-11,6.5166136607338952e-12,3.7955043609453148e-11,6.9672474530058212e-09,6.5809292951041226e-17,9.4201303295072618e-14,1.0721787445936045e-16,1.4779522466133335e-17,9.4141615784908194e-13,4.4127951263089959e-14,1.9328948744997651e-17,4.4806076468219436e-17,6.0484133351244493e-20,8.7446439453734422e-20,1.2480800140013921e-13,5.7964224451696799e-21,7.0811598424264231e-14,4.2203859302298224e-13
0.0027668860247903847,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23132272926824524,0.099963447972664279,5.3634672358034915e-38,0.09024578240999849,1.8351539809771701e-16,7.0798675466809026e-08,0.0097224111658864801,1.9700091403236401e-08,1.3500814582899289e-13,1.6334251862498535e-06,2.6650362651145935e-16,5.96864639283962e-13,1.7906297168642208e-11,1.7576302906294003e-17,3.2724228244687766e-14,5.8176793774354915e-14,3.3464946245094277e-24,3.2570272682340513e-13,3.333834741064154e-05,3.0097453940128854e-05,1.5905308789829326e-12,0.0097225866278499665,3.2424762328283212e-06,3.1593266985688676e-10,7.6864989332081408e-06,2.3611738125555902e-11,6.5700855531168276e-12,3.7967248241364886e-11,6.9404197907605293e-09,6.5794058779428149e-17,9.4923729259466479e-14,1.0862358897502575e-16,1.4921582734743949e-17,9.5795492966700834e-13,4.5266703371884353e-14,1.9402272110713847e-17,4.50259390341024e-17,6.1203363097594619e-20,8.8880364666573721e-20,1.2552435692654546e-13,5.8617904472974786e-21,7.1445667782438863e-14,4.2386537644688793e-13
0.002777356810753485,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23128916385128925,0.099963441902039638,5.4021908002908255e-38,0.090212246693652895,1.8571475972640514e-16,7.1390568211310224e-08,0.0097559588043220537,1.9863918844620791e-08,1.3568603658709223e-13,1.6369447720135241e-06,2.7089164460919279e-16,5.9935877002560134e-13,1.8080098762602928e-11,1.7776148893283887e-17,3.2721247959196196e-14,5.840429873269934e-14,3.3732996399527984e-24,3.2999724357456469e-13,3.3333507921644984e-05,3.0081904016894985e-05,1.5957872955504562e-12,0.0097561308057383129,3.2531924371469336e-06,3.1656737131392465e-10,7.7174369436016406e-06,2.3805682779104515e-11,6.623761620995591e-12,3.7979109415158153e-11,6.9137655592215737e-09,6.5778562522857904e-17,9.5648490859588769e-14,1.1003986390251432e-16,1.5064193316263389e-17,9.7469828518532721e-13,4.6429395552099368e-14,1.9475319922391595e-17,4.5245453088003626e-17,6.1927874790028391e-20,9.0330682900151874e-20,1.2624163404627857e-13,5.9275799221942286e-21,7.2082043077924462e-14,4.256911619446299e-13
0.0027878275967165855,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23125562064404181,0.099963435838838585,5.4410391865672019e-38,0.090178733159645308,1.8793061941830584e-16,7.198465119401967e-08,0.0097894842543470549,2.002840336161281e-08,1.3636306102052342e-13,1.6404551189519238e-06,2.7533035824230437e-16,6.0185180763314326e-13,1.8254605709440516e-11,1.7977316103713255e-17,3.2718135217380966e-14,5.8631038092151703e-14,3.4002075958236036e-24,3.3432464259277552e-13,3.3328671636585008e-05,3.0066367622750123e-05,1.6010386445333368e-12,0.0097896527906343178,3.2638983102251517e-06,3.1720011955110084e-10,7.7483516652693968e-06,2.4000302695734806e-11,6.6776415488660011e-12,3.7990630778552129e-11,6.887283202004798e-09,6.576280810251614e-17,9.6375582557399083e-14,1.1146669712223169e-16,1.5207350557000222e-17,9.9164750597146722e-13,4.7616410003471442e-14,1.95480923352174e-17,4.5464617058814363e-17,6.2657680231475005e-20,9.1797487582323325e-20,1.2695982556480095e-13,5.9937911379469345e-21,7.2720714682758396e-14,4.2751593218525385e-13
0.002808769168642787,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23118860076568093,0.099963423734741458,5.5191098423585856e-38,0.090111772545481486,1.9241199961546323e-16,7.3179367294213788e-08,0.0098564686822339449,2.0359340770943375e-08,1.3771449045171386e-13,1.6474481945800785e-06,2.8436107177929126e-16,6.0683457461776326e-13,1.8605719085682943e-11,1.8383619342001219e-17,3.2711519801237557e-14,5.908222050428532e-14,3.4543320307932413e-24,3.4307810587760071e-13,3.3319008664877535e-05,3.0035335352847874e-05,1.611526166945758e-12,0.0098566302747880516,3.2852791181140449e-06,3.1845977910590276e-10,7.810110928412753e-06,2.4391560406565515e-11,6.7860117134330963e-12,3.8012668436722698e-11,6.83482796839935e-09,6.573054013048929e-17,9.7836734129868351e-14,1.1435202712781962e-16,1.5495290354079641e-17,1.0261686443941022e-12,5.0064954244490847e-14,1.9692811650954084e-17,4.5901888675305327e-17,6.4133219153683637e-20,9.4780928412433168e-20,1.2839892308055849e-13,6.1274798159639926e-21,7.4004908357784658e-14,4.3116235764826855e-13
0.002829710740568988,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23112166944750956,0.099963411660440621,5.597678040761856e-38,0.090044900381522214,1.9695986958485226e-16,7.4382782594116905e-08,0.0099233646353483196,2.0692897866408329e-08,1.3906239439358722e-13,1.6544046062976044e-06,2.9359815816164458e-16,6.1181288362574839e-13,1.8959604011850282e-11,1.8795222627135728e-17,3.2704396565654636e-14,5.9530342378439221e-14,3.5088673324939305e-24,3.5196313657474163e-13,3.3309358468772057e-05,3.0004356992951797e-05,1.6219935005038391e-12,0.0099235192666438984,3.3066187671626484e-06,3.1971169332582948e-10,7.8717761085646033e-06,2.4785495443541007e-11,6.8951934863301443e-12,3.8033389493505448e-11,6.7830419706773005e-09,6.5697284951632358e-17,9.9307139816915348e-14,1.1727955075533231e-16,1.5785372713855447e-17,1.0615284951404397e-12,5.2615472757648344e-14,1.9836431558471815e-17,4.6337742137206122e-17,6.5630072613476675e-20,9.7831428147039048e-20,1.2984159215984384e-13,6.2628584329769251e-21,7.5298171986351904e-14,4.3480451451100381e-13
0.0028506523124951894,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23105482650440237,0.099963399616002063,5.6767426223005672e-38,0.089978116482325718,2.0157455647237608e-16,7.5594855902294038e-08,0.009990172298954875,2.1029068784499083e-08,1.4040673497717475e-13,1.6613245421537549e-06,3.0304399483364103e-16,6.1678667967973871e-13,1.9316227001175179e-11,1.9212135506068799e-17,3.2696779611105636e-14,5.9975405682808794e-14,3.5638129026660784e-24,3.609797276003518e-13,3.3299721021596941e-05,2.9973432406052143e-05,1.6324406993036899e-12,0.0099903199519845633,3.3279173676562853e-06,3.2095590596503714e-10,7.9333466134916809e-06,2.5182092007445624e-11,7.0051842780878368e-12,3.8052821529398313e-11,6.7319133498621164e-09,6.5663071677449488e-17,1.0078675557543896e-13,1.2024923086446124e-16,1.6077568093571493e-17,1.0977371231332408e-12,5.5271165831342257e-14,1.9978953755052066e-17,4.6772166329059164e-17,6.7148332029443265e-20,1.0094972247256715e-19,1.3128777568345411e-13,6.3999287874759983e-21,7.6600428922882007e-14,4.3844226474209763e-13
0.0028715938844213907,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23098807175176037,0.099963387601490247,5.7563024304283396e-38,0.089911420662991057,2.0625638369288692e-16,7.681554601412107e-08,0.010056891857783643,2.1367847563461402e-08,1.4174747612209621e-13,1.6682081852937933e-06,3.1270094517979359e-16,6.2175590938700465e-13,1.9675554382826715e-11,1.9634367069818529e-17,3.2688682586387361e-14,6.0417412958216942e-14,3.6191681416675867e-24,3.7012784520415416e-13,3.3290096296755944e-05,2.9942561455597887e-05,1.6428678172546548e-12,0.010057032516044964,3.3491750294995233e-06,3.2219245976947908e-10,7.9948218721220098e-06,2.5581334315948073e-11,7.1159814704374767e-12,3.8070991447300237e-11,6.6814305013854881e-09,6.5627928478447203e-17,1.0227553748044533e-13,1.2326102152839379e-16,1.637184683425113e-17,1.1348045048223484e-12,5.803529771767669e-14,2.0120380125145551e-17,4.7205150741598528e-17,6.8688087497801265e-20,1.041365416260065e-19,1.3273741672796979e-13,6.5386925260641591e-21,7.7911602709590653e-14,4.4207547063704008e-13
0.002892535456347592,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23092140500550912,0.099963375616968039,5.8363563115195896e-38,0.089844812739156302,2.1100567094901889e-16,7.8044811716607526e-08,0.010123523496031803,2.1709228143762938e-08,1.4308458346778182e-13,1.6750557141607873e-06,3.2257135807174192e-16,6.267205208912821e-13,2.0037552318774013e-11,2.0061925956561796e-17,3.268011870273127e-14,6.0856367291390082e-14,3.6749324484466457e-24,3.7940742929276766e-13,3.3280484267727908e-05,2.9911744005494822e-05,1.6532749080800817e-12,0.010123657143514471,3.3703918622177386e-06,3.2342139651741198e-10,8.0562013338917721e-06,2.5983206605142456e-11,7.227582416500699e-12,3.8087925489376793e-11,6.6315820685250938e-09,6.5591882614293499e-17,1.0377344172625006e-13,1.2631486815395567e-16,1.666817917481294e-17,1.1727405250554621e-12,6.0911196953183852e-14,2.0260712731213328e-17,4.7636685447965575e-17,7.0249427800716121e-20,1.0739261025332547e-19,1.3419045856686372e-13,6.6791511447053402e-21,7.9231617088053222e-14,4.4570399485077498e-13
0.0029134770282737933,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23085482608209723,0.099963363662496738,5.9169031148602935e-38,0.089778292526996456,2.1582273425004219e-16,7.928261179302986e-08,0.010190067397365488,2.2053204368583156e-08,1.4441802430692882e-13,1.6818673026897083e-06,3.3265756742635772e-16,6.3168046382627613e-13,2.0402186820339057e-11,2.0494820354728848e-17,3.2671100749023435e-14,6.1292272289201284e-14,3.7311052205071323e-24,3.8881839376115491e-13,3.3270884908066485e-05,2.9880979920103806e-05,1.6636620253180796e-12,0.010190194018539102,3.3915679749586663e-06,3.2464275705834713e-10,8.1174844681148159e-06,2.6387693131023591e-11,7.3399844409861528e-12,3.8103649254619133e-11,6.5823569367013655e-09,6.5554960465470047e-17,1.0528042462760455e-13,1.2941070760420272e-16,1.6966535265904732e-17,1.2115549740082024e-12,6.3902256662883411e-14,2.0399953804903707e-17,4.8066761080697028e-17,7.1832440414606303e-20,1.10718647271825e-19,1.3564684467168509e-13,6.8213059899707278e-21,8.0560396010189222e-14,4.4932770042961617e-13
0.0029344186001999946,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23078833479849492,0.09996335173813603,5.9979416926387638e-38,0.0897118598432214,2.2070788593066657e-16,8.0528905027372418e-08,0.010256523744921595,2.2399769984325587e-08,1.4574776752139588e-13,1.6886431204945082e-06,3.4296189177511898e-16,6.36635689270721e-13,2.0769423764435053e-11,2.0933058006100425e-17,3.2661641109504588e-14,6.1725132053883767e-14,3.7876858538715187e-24,3.9836062683187632e-13,3.3261298191400072e-05,2.9850269064238823e-05,1.6740292223222837e-12,0.010256643324723714,3.4127034764939501e-06,3.2585658135058004e-10,8.1786707633733493e-06,2.6794778170896194e-11,7.4531848403933044e-12,3.811818772008002e-11,6.5337442281260313e-09,6.5517187570237898e-17,1.0679644262074349e-13,1.3254846832338711e-16,1.7266885183451004e-17,1.2512575441743722e-12,6.7011934847522851e-14,2.0538105738570177e-17,4.8495368809578388e-17,7.3437211518414509e-20,1.1411536573647552e-19,1.3710651871332902e-13,6.9651582602832697e-21,8.189786364868538e-14,4.5294645084263555e-13
0.002955360172126196,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23072193097219224,0.099963339843944135,6.0794708999365223e-38,0.089645514505074048,2.2566143466990198e-16,8.1783650208606679e-08,0.010322892721309575,2.2748918641152627e-08,1.4707378352063949e-13,1.6953833330483117e-06,3.5348663384508719e-16,6.4158614970500923e-13,2.1139228909478771e-11,2.1376646208907975e-17,3.2651751777046721e-14,6.2154951159250321e-14,3.8446737430452239e-24,4.0803399140208914e-13,3.3251724091431424e-05,2.9819611303165199e-05,1.6843765522626081e-12,0.010323005245134204,3.4337984752206882e-06,3.2706290849731913e-10,8.2397597269298652e-06,2.7204446024727677e-11,7.5671808832232527e-12,3.8131565256209838e-11,6.4857332962799921e-09,6.5478588651932684e-17,1.0832145226437233e-13,1.3572807046424789e-16,1.7569198941906652e-17,1.2918578274187523e-12,7.024375465343269e-14,2.0675171077137302e-17,4.8922500320374966e-17,7.5063826001878255e-20,1.1758347271031169e-19,1.3856942456340649e-13,7.1107090071605764e-21,8.3243944406859484e-14,4.5656011001261619e-13
0.002976301744052397,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23065561442119759,0.099963327979977673,6.1614895947191512e-38,0.089579256330328219,2.3068368551001254e-16,8.3046806134843437e-08,0.010389174508613253,2.3100643893542734e-08,1.4839604418235267e-13,1.7020881018563496e-06,3.6423408015161163e-16,6.4653179896944544e-13,2.151156791097149e-11,2.1825591820937813e-17,3.2641444367359554e-14,6.2581734627879992e-14,3.9020682809802418e-24,4.1783832539794648e-13,3.3242162581937541e-05,2.9789006502597765e-05,1.6947040681260037e-12,0.010389279962299627,3.4548530791629703e-06,3.2826177678135171e-10,8.3007508841610476e-06,2.7616681016456801e-11,7.681969810196561e-12,3.8143805644755573e-11,6.438313720505892e-09,6.5439187649643261e-17,1.0985541024061463e-13,1.3894942601751917e-16,1.7873446507212295e-17,1.3333653120938149e-12,7.360130462472272e-14,2.081115251030377e-17,4.9348147794337344e-17,7.6712367473812585e-20,1.2112366913893145e-19,1.4003550629569813e-13,7.2579591364565164e-21,8.4598562927980458e-14,4.6016854234644456e-13
0.0029972433159785985,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23058938496403614,0.099963316146291711,6.2439966378272224e-38,0.089513085137286688,2.3577493987547972e-16,8.4318331617331824e-08,0.010455369288392621,2.345493920086908e-08,1.4971452279547838e-13,1.7087575846225238e-06,3.7520650060263917e-16,6.5147259222394399e-13,2.1886406336749213e-11,2.2279901262640052e-17,3.2630730132293889e-14,6.3005487909236396e-14,3.9598688590383808e-24,4.2777344213581163e-13,3.3232613636769351e-05,2.9758454528699006e-05,1.7050118227172082e-12,0.010455467658214387,3.4758673959734103e-06,3.2945322369842617e-10,8.3616437780112383e-06,2.8031467495249156e-11,7.7975488344778203e-12,3.8154932094506156e-11,6.3914753004721358e-09,6.5399007744983435e-17,1.1139827335590241e-13,1.4221243894345653e-16,1.8179597809452604e-17,1.3757893802205337e-12,7.7088238937898495e-14,2.0946052865068886e-17,4.9772303888533531e-17,7.8382918270377984e-20,1.2473664972904753e-19,1.4150470818766843e-13,7.4069094096018127e-21,8.5961644104074824e-14,4.6377161276482762e-13
0.0030181848879047997,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23052324241974809,0.099963304342939874,6.3269908929672507e-38,0.08944700074477932,2.4093549559193337e-16,8.5598185484306975e-08,0.010521477241685626,2.3811797927999013e-08,1.5102919400514938e-13,1.715391935409357e-06,3.864061481145013e-16,6.5640848590917311e-13,2.2263709681903662e-11,2.2739580520242956e-17,3.2619619972388887e-14,6.3426216858624318e-14,4.0180748669542798e-24,4.37839130689765e-13,3.3223077229851573e-05,2.9727955248077276e-05,1.7152998686594923e-12,0.010521568514340354,3.4968415329346678e-06,3.3063728598928476e-10,8.4224379684654765e-06,2.8448789836700639e-11,7.9139151419066354e-12,3.8164967256960961e-11,6.345208051301309e-09,6.5358071389020655e-17,1.1294999854181101e-13,1.4551700530520187e-16,1.8487622755219564e-17,1.4191393047333407e-12,8.0708277618992753e-14,2.1079875098550716e-17,5.0194961716853106e-17,8.0075559463318512e-20,1.2842310283103916e-19,1.4297697472203299e-13,7.5575604448438305e-21,8.7333113084248243e-14,4.6736918673135432e-13
0.003039126459831001,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23045718660788722,0.09996329256997416,6.4104712267026826e-38,0.089381002972161019,2.4616564690526204e-16,8.6886326584732446e-08,0.010587498549009981,2.4171213345913588e-08,1.5234003375986104e-13,1.7219913047921594e-06,3.9783525823915743e-16,6.6133943770901675e-13,2.2643443383372419e-11,2.3204635148873079e-17,3.2608124450944217e-14,6.3843927717015445e-14,4.0766856927985855e-24,4.4803515626501346e-13,3.3213553335182411e-05,2.9697508527784986e-05,1.7255682583954107e-12,0.01058758271160897,3.5177755969609775e-06,3.3181399967054642e-10,8.4831330320403888e-06,2.8868632444003723e-11,8.0310658912348276e-12,3.8173933244051935e-11,6.2995021984032034e-09,6.5316400331477752e-17,1.1451054285586203e-13,1.4886301340385557e-16,1.879749123967998e-17,1.4634242467897983e-12,8.4465206743142361e-14,2.1212622291106264e-17,5.0616114831794068e-17,8.1790370868241065e-20,1.3218371032548896e-19,1.4445225058837499e-13,7.7099127184857291e-21,8.8712895282541613e-14,4.7096113028093478e-13
0.0030600680317572023,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.23039121734851939,0.09996328082744517,6.4944365084448842e-38,0.089315091639309854,2.5146568450057725e-16,8.8182713791875215e-08,0.010653433390364947,2.4533178632347063e-08,1.5364701926063128e-13,1.7285558400073016e-06,4.0949604880292485e-16,6.6626540651434219e-13,2.3025572834195556e-11,2.3675070275681881e-17,3.25962538034113e-14,6.4258627091678281e-14,4.1357007229405127e-24,4.5836126057687808e-13,3.3204041926833427e-05,2.9667114235316826e-05,1.7358170441875449e-12,0.010653510430423355,3.53866969459966e-06,3.3298340006437706e-10,8.5437285612928292e-06,2.9290979749056324e-11,8.1489982143697968e-12,3.8181851639181064e-11,6.2543481726466098e-09,6.5274015639827975e-17,1.1607986348225579e-13,1.5225034391514571e-16,1.9109173158345719e-17,1.5086532531457611e-12,8.8362878616475424e-14,2.1344297639730062e-17,5.1035757206933717e-17,8.3527431052826414e-20,1.3601914751370658e-19,1.4593048068481743e-13,7.8639665661251784e-21,9.0100916385336983e-14,4.7454731004767423e-13
0.0030810096036834036,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2303253344622205,0.099963269115402001,6.5788856104442355e-38,0.089249266566625005,2.5683589552130369e-16,8.9487306006801566e-08,0.010719281945233125,2.4897686872445711e-08,1.5495012891196606e-13,1.7350856850945263e-06,4.2139071955667279e-16,6.7118635238810598e-13,2.341006339743747e-11,2.4150890602979051e-17,3.2584017952256681e-14,6.4670321937605238e-14,4.195119342011041e-24,4.6881716223496171e-13,3.3194542978949178e-05,2.9636772238607901e-05,1.7460462781192378e-12,0.010719351850660412,3.5595239320326315e-06,3.3414552182697384e-10,8.6042241643464726e-06,2.9715816213543451e-11,8.2677092166238278e-12,3.8188743517404637e-11,6.2097366056040877e-09,6.5230937731756567e-17,1.1765791773259515e-13,1.5567887002755849e-16,1.9422638418546082e-17,1.5548352535965891e-12,9.2405211940237146e-14,2.1474904451730462e-17,5.1453883220039947e-17,8.5286817345067933e-20,1.3993008301222331e-19,1.4741161011973301e-13,8.019722183892733e-21,9.1497102358331085e-14,4.781275932920875e-13
