Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),CO2X(34),OCX(21),OX(20),COX(37),CH3X(22),HX(19),H2X(36),C2H6X(39),CH2X(134),CHX(26),CXHO(27),HOX(23),C2H4X(51),C2H5X(38),C2H3X(50),SX(149),C2H4OX(49),CH2OX(40),H2OX(35),C3H8X(43),CH3OX(44),CH3OHX(46),C2H3OX(47),CH2(T)(29)
2.562079791844315e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106405383207616,0.099969436371927095,7.8046345600039862e-57,0.09997492946040519,1.0780135381347213e-38,2.5786049645167461e-26,9.8809489069905314e-10,1.7920380444767053e-22,4.9627672191646668e-38,2.3808855445315865e-13,8.3392926612248263e-44,3.5636316395998344e-23,2.9622681796321683e-32,1.4232366637040263e-40,1.0231556558072707e-29,3.8704603232054432e-31,2.3558274247604248e-40,2.4866698882687374e-47,3.0563627751472534e-05,2.5069551327623081e-05,6.0673900086001846e-17,9.8826721362913285e-10,1.7226225617866686e-13,8.3284683244365438e-14,3.2153842790143562e-13,5.7159378889505783e-30,2.4412740074943113e-26,4.0799466330287677e-17,2.7863649499101971e-17,3.24148720202587e-31,1.4967650693785846e-26,1.7801205121136663e-51,1.2918228952098651e-34,5.6613120712044325e-54,2.0024373508405122e-69,4.2826132037647408e-35,5.0418277741129111e-42,1.2864503539153763e-42,7.1522793197739547e-48,8.8217906283194885e-30,1.5853549706083718e-44,2.2799554587469021e-31,4.5803247291353336e-32
2.582028445885833e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106388967456599,0.099969368033719586,7.9883302244804449e-57,0.099974833641104821,1.1042656325846488e-38,2.6392974012674981e-26,9.9578545528073047e-10,1.8137273503915747e-22,5.0795752917566857e-38,2.4053300262579161e-13,8.5302227071041751e-44,3.619310669122062e-23,3.0259781636351909e-32,1.4493370464857017e-40,1.0391484697157286e-29,3.9309511865180568e-31,2.3950543170920405e-40,2.5896700326611074e-47,3.0631965956505625e-05,2.5165362935296834e-05,6.0675070647914197e-17,9.9595991628325561e-10,1.7440032745395186e-13,8.3341636056895296e-14,3.2404169316433782e-13,5.8682167395888242e-30,2.4870408075576883e-26,4.1050513681165683e-17,2.8317709251399008e-17,3.2710078299863891e-31,1.5094100250108747e-26,1.8673264285998743e-51,1.3071945046565475e-34,5.948146726997468e-54,2.1384933373260271e-69,4.3743961770914208e-35,5.1904222941876821e-42,1.3251205527495448e-42,7.3715037352968245e-48,8.9758415661637363e-30,1.6248497954720206e-44,2.3033921814795336e-31,4.6886794119860577e-32
2.6019770999273516e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410637275841081,0.099969300813345138,8.1748855917013671e-57,0.099974738771023558,1.1309418318789046e-38,2.7009346807292081e-26,1.0034759954892833e-09,1.8354458615603516e-22,5.198201922032332e-38,2.4297908414408556e-13,8.7235424236449276e-44,3.6754208435850813e-23,3.0904420444817604e-32,1.4756747510148113e-40,1.0552653192124138e-29,3.9919109496798785e-31,2.4346111183464626e-40,2.695949739504988e-47,3.0699186328434146e-05,2.5260225323875828e-05,6.0676242817643958e-17,1.0036526011901263e-09,1.7654502459966806e-13,8.3396949966589238e-14,3.2654495659146527e-13,6.0232351373411635e-30,2.5331625353545889e-26,4.129926332264254e-17,2.8774541276243405e-17,3.3006205271009198e-31,1.5220596449320937e-26,1.9579564979947134e-51,1.3225825939843305e-34,6.2468067575290964e-54,2.282519486663757e-69,4.467359400188069e-35,5.3421364661054445e-42,1.3646133566185148e-42,7.5951644719403833e-48,9.13119157574326e-30,1.6649431835644284e-44,2.326845146761467e-31,4.7987386923769989e-32
2.62192575396887e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106356753301444,0.099969234692520462,8.3643227425739052e-57,0.099974644840756716,1.1580455780807914e-38,2.7635240981446532e-26,1.0111665116106965e-09,1.8571927557846629e-22,5.3186611584333398e-38,2.4542675158530718e-13,8.9192534472549331e-44,3.7319621526710688e-23,3.1556606135583731e-32,1.502249639565426e-40,1.0715062052677695e-29,4.0533396108128098e-31,2.4744979476912135e-40,2.805581260087844e-47,3.0765307150615984e-05,2.5354147898031331e-05,6.0677416575517059e-17,1.0113452685534868e-09,1.7869626537318487e-13,8.3450672480220672e-14,3.2904821821410432e-13,6.1810183778225097e-30,2.5796361405964204e-26,4.1545727019154886e-17,2.9234120146045862e-17,3.3303256508767409e-31,1.534713929616744e-26,2.0521110353305619e-51,1.3379866148694111e-34,6.5576668677813356e-54,2.4349081663339186e-69,4.5615073189244893e-35,5.4970089055602634e-42,1.4049389087651843e-42,7.8232998222369863e-48,9.2878392311965652e-30,1.7056377542915645e-44,2.3503139014819052e-31,4.9105157898937294e-32
2.6418744080103883e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106340949398908,0.099969169653261178,8.5566637579220875e-57,0.09997455184099284,1.1855803143602342e-38,2.827072948711225e-26,1.0188570039274598e-09,1.8789672336429771e-22,5.4409670495233671e-38,2.478759589013781e-13,9.1173573190781443e-44,3.788934586067797e-23,3.2216346357651066e-32,1.5290615768427321e-40,1.0878711288651705e-29,4.1152371680648671e-31,2.514714924305155e-40,2.9186376926960889e-47,3.083034640737946e-05,2.5447139969244805e-05,6.067859190260201e-17,1.0190379185746049e-09,1.8085396855287553e-13,8.3502849728486915e-14,3.3155147806304408e-13,6.3415917592210944e-30,2.6264585757895257e-26,4.1789916799238939e-17,2.9696420565288719e-17,3.3601235534198455e-31,1.5473728795310611e-26,2.1498922414480174e-51,1.3534060354106479e-34,6.881109975489961e-54,2.5960673801667758e-69,4.6568443351133525e-35,5.655078350453157e-42,1.4461073805268896e-42,8.0559477545188852e-48,9.4457831257991567e-30,1.7469360911902429e-44,2.3737980056677695e-31,5.0240239148475358e-32
2.6618230620519066e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106325344012269,0.099969105677877146,8.7519307184882133e-57,0.099974459762512735,1.2135494849937026e-38,2.8915885275811088e-26,1.0265474727186089e-09,1.9007685178915215e-22,5.5651336439895988e-38,2.5032666137905697e-13,9.3178554887477385e-44,3.8463381334685514e-23,3.2883648503098166e-32,1.5561104300284834e-40,1.1043600910007042e-29,4.1776036196097905e-31,2.55526216737826e-40,3.0351929826738395e-47,3.089432178891386e-05,2.5539210756731519e-05,6.0679768779689174e-17,1.0267305514523031e-09,1.8301805392543802e-13,8.355352650585456e-14,3.3405473616858453e-13,6.5049805821751987e-30,2.673626797136313e-26,4.2031844941204868e-17,3.0161417373374109e-17,3.3900145810566833e-31,1.5600364951331094e-26,2.2514042160977502e-51,1.368840339673526e-34,7.2175273068605127e-54,2.7664212433826584e-69,4.7533748069471815e-35,5.8163836594342144e-42,1.4881289709613087e-42,8.2931459129165179e-48,9.6050218720631961e-30,1.7888407424429929e-44,2.3972970321032069e-31,5.139276268333204e-32
2.681771716093425e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106309934488659,0.099969042748967493,8.9501457049342154e-57,0.099974368596188495,1.241956535364133e-38,2.9570781298614662e-26,1.0342379182597726e-09,1.9225958528790815e-22,5.6911749906442684e-38,2.5277881560127347e-13,9.5207493180180545e-44,3.9041727845720484e-23,3.3558519714802194e-32,1.5833960688218349e-40,1.1209730926829531e-29,4.2404389636466147e-31,2.5961397961114117e-40,3.1553219224615947e-47,3.0957250696080135e-05,2.5630369388354896e-05,6.0680947187733635e-17,1.0344231673829936e-09,1.8518844227337388e-13,8.3602746309251236e-14,3.3655799256054233e-13,6.6712101496554834e-30,2.7211377654009782e-26,4.2271523959299833e-17,3.0629085547315828e-17,3.4199990731502259e-31,1.5727047768728806e-26,2.3567529708821881e-51,1.3842890272453797e-34,7.5673184922898654e-54,2.9464104674691813e-69,4.8511030494309794e-35,5.9809638104622251e-42,1.5310139064781241e-42,8.5349316174836849e-48,9.7655541018153775e-30,1.8313542213886958e-44,2.4208105659599846e-31,5.2562860422906896e-32
2.7017203701349433e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106294718212698,0.099968980849415912,9.1513307978430042e-57,0.099974278332982724,1.2708049119608388e-38,3.0235490506145981e-26,1.0419283408232159e-09,1.9444485039754673e-22,5.8191051384261815e-38,2.5523237940958319e-13,9.7260400842783979e-44,3.9624385290823455e-23,3.4240966893944593e-32,1.6109183654757741e-40,1.1377101349327841e-29,4.3037431983992858e-31,2.6373479297161877e-40,3.2791001516160116e-47,3.1019150245142678e-05,2.5720624901531929e-05,6.0682127108657968e-17,1.0421157665607059e-09,1.8736505536262255e-13,8.3650551375637221e-14,3.3906124726825843e-13,6.8403057668526905e-30,2.7689884467408138e-26,4.250896659034451e-17,3.1099400204280461e-17,3.4500773640061604e-31,1.5853777251923966e-26,2.4660464420381668e-51,1.3997516128016685e-34,7.9308916620911742e-54,3.1364928550001275e-69,4.950033334810578e-35,6.1488578993816284e-42,1.5747724404763795e-42,8.7813418644443158e-48,9.9273784662541623e-30,1.8744790070288488e-44,2.4443382044389069e-31,5.3750664195704345e-32
2.7216690241764616e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106279692605981,0.099968919962386119,9.3555080777197857e-57,0.099974188963947552,1.3000980623794207e-38,3.0910085848581194e-26,1.0496187406778821e-09,1.9663257570134552e-22,5.948938136402211e-38,2.5768731186770852e-13,9.9337289839517064e-44,4.0211353567087675e-23,3.4930996707306596e-32,1.6386771948293803e-40,1.1545712187831364e-29,4.3675163221162735e-31,2.6788866874146539e-40,3.4066041568118493e-47,3.1080037272423965e-05,2.5809986244129539e-05,6.0683308524009189e-17,1.0498083491771214e-09,1.8954781593034954e-13,8.3696982718489287e-14,3.4156450032060391e-13,7.0122927410704929e-30,2.8171758135040789e-26,4.274418578082882e-17,3.1572336603982768e-17,3.4802497827153179e-31,1.5980553405258244e-26,2.5793945030617442e-51,1.4152276256831176e-34,8.3086635422200941e-54,3.3371438045004303e-69,5.0501698929967117e-35,6.3201051385165573e-42,1.6194148529874139e-42,9.0324133265555242e-48,1.0090493635987501e-29,1.9182175445293458e-44,2.4678795564214401e-31,5.4956305740020744e-32
2.74161767821798e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410626485512648,0.099968860071317167,9.5626996249933528e-57,0.099974100480223746,1.329839435321671e-38,3.1594640275651134e-26,1.0573091180894352e-09,1.988226917743979e-22,6.0806880337687325e-38,2.6014357322613625e-13,1.0143817135781091e-43,4.0802632571658157e-23,3.562861559435989e-32,1.6666724343361083e-40,1.1715563452788177e-29,4.4317583330701789e-31,2.7207561884391651e-40,3.5379112718271566e-47,3.1139928338882886e-05,2.589846227535205e-05,6.0684491415286943e-17,1.0575009154215994e-09,1.9173664767288578e-13,8.3742080163228469e-14,3.4406775174598731e-13,7.1871963816231932e-30,2.8656968449953993e-26,4.2977194674452546e-17,3.2047870150940429e-17,3.5105166511368782e-31,1.6107376232995819e-26,2.6969089771763618e-51,1.4307166094835262e-34,8.7010595500003618e-54,3.5488568254616237e-69,5.1515169119848929e-35,6.4947448552817784e-42,1.6649514503233084e-42,9.2881823535819851e-48,1.0254898301052142e-29,1.9625722457176491e-44,2.4914342421311947e-31,5.6179916704663373e-32
2.7615663322594983e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106250203268054,0.099968801159918921,9.7729275200173728e-57,0.099974012873039933,1.3600324805954741e-38,3.2289226736642962e-26,1.064999473320302e-09,2.0101513113043502e-22,6.2143688798530569e-38,2.6260112488773947e-13,1.0356305584007128e-43,4.1398222201731014e-23,3.6333829774157899e-32,1.6949039640883133e-40,1.1886655154762983e-29,4.496469229557362e-31,2.7629565520321574e-40,3.6730996775126893e-47,3.1198839734618282e-05,2.598606176661989e-05,6.0685675765254571e-17,1.0651934654812112e-09,1.9393147523381729e-13,8.3785882381621875e-14,3.4657100157236097e-13,7.3650419997381112e-30,2.9145485282096049e-26,4.3208006600097288e-17,3.2525976396593121e-17,3.5408782863493751e-31,1.6234245739324591e-26,2.8187036496456238e-51,1.4462181216480315e-34,9.1085138898468551e-54,3.7721440636121137e-69,5.2540785382711004e-35,6.6728164908103147e-42,1.7113925647307492e-42,9.5486849728766632e-48,1.0420591170915583e-29,2.0075454895752561e-44,2.5150018928056446e-31,5.7421628649699068e-32
2.7815149863010167e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106235734559878,0.099968743212167754,9.9862138430716263e-57,0.099973926133711588,1.3906806491146984e-38,3.2993918180401629e-26,1.0726898066297131e-09,2.0320982816993028e-22,6.3499947241148418e-38,2.6505992937439547e-13,1.0571195301438877e-43,4.1998122354552547e-23,3.7046645252032448e-32,1.7233716668382001e-40,1.205898730443513e-29,4.5616490098975757e-31,2.8054878974459568e-40,3.8122484017465271e-47,3.1256787483298873e-05,2.6072793402439607e-05,6.0686861556236264e-17,1.0728859995407667e-09,1.9613222419222255e-13,8.3828426925188881e-14,3.4907424982722717e-13,7.5458549084624403e-30,2.9637278585349563e-26,4.3436635060216543e-17,3.3006631041290265e-17,3.5713350009995108e-31,1.6361161928357346e-26,2.9448942799319385e-51,1.4617317330816381e-34,9.5314696489844562e-54,4.0075368365465449e-69,5.3578588772633462e-35,6.8543595985975841e-42,1.7587485540502245e-42,9.8139568900631636e-48,1.0587570974461576e-29,2.053139622725371e-44,2.5385821503771972e-31,5.8681573047230463e-32
2.801463640342535e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106221446565942,0.099968686212302024,1.0202580674363252e-56,0.099973840253640228,1.4217873928990881e-38,3.3708787555331418e-26,1.0803801182737444e-09,2.0540671912946178e-22,6.4875796161474518e-38,2.6751995029456993e-13,1.0788487192421434e-43,4.2602332927418575e-23,3.7767067826100855e-32,1.7520754280153828e-40,1.2232559912596618e-29,4.6272976724335892e-31,2.8483503439425802e-40,3.9554373193748242e-47,3.1313787346520599e-05,2.6158665781265157e-05,6.0688048770177879e-17,1.0805785177828443e-09,1.9833882105105623e-13,8.3869750257639808e-14,3.5157749653764508e-13,7.7296604225743094e-30,3.0132318404266248e-26,4.3663093719630853e-17,3.3489809936152532e-17,3.6018871000924544e-31,1.6488124804132936e-26,3.0755986137023242e-51,1.4772570277678071e-34,9.970378893161055e-54,4.255586179818495e-69,5.462861993689152e-35,7.0394138431617773e-42,1.8070298013804838e-42,1.0084033489815091e-47,1.0755836459960227e-29,2.099356959915696e-44,2.5621746671631095e-31,5.9959881282197798e-32
2.8214122943840534e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106207336884553,0.099968630144817938,1.0422050094027957e-56,0.099973755224312649,1.45335616507415e-38,3.4433907809397338e-26,1.0880704085053567e-09,2.0760574203231207e-22,6.6271376056792837e-38,2.699811523118405e-13,1.1008182095702846e-43,4.3210853817673598e-23,3.8495103093588536e-32,1.7810151357412379e-40,1.2407372990150171e-29,4.6934152155308422e-31,2.8915440107935444e-40,4.1027471521395577e-47,3.1369854828092837e-05,2.62436874163508e-05,6.0689237390661815e-17,1.0882710203878195e-09,2.0055119322567677e-13,8.3909887786375836e-14,3.540807417302367e-13,7.916483858497946e-30,3.0630574880513093e-26,4.3887396394715791e-17,3.3975489084811117e-17,3.6325348839844642e-31,1.6615134370617492e-26,3.2109363946826933e-51,1.4927936023969105e-34,1.0425702762353199e-53,4.5168634036007149e-69,5.5690919119989728e-35,7.2280189987203998e-42,1.8562467147481511e-42,1.0358949836727946e-47,1.092538639502353e-29,2.146199784496253e-44,2.5857791055649422e-31,6.1256684653204455e-32
2.8413609484255717e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106193403147783,0.099968574994465279,1.06446441821312e-56,0.099973671037299899,1.4853904198710361e-38,3.5169351890126536e-26,1.095760677574434e-09,2.098068366402814e-22,6.7686827425751236e-38,2.7244350111433063e-13,1.1230280787203235e-43,4.3823684922710085e-23,3.9230756456971689e-32,1.8101906808402179e-40,1.2583426548107323e-29,4.7600016375770875e-31,2.9350690172796809e-40,4.254259468594122e-47,3.1425005178254504e-05,2.6327866736595415e-05,6.0690427400839312e-17,1.0959635075338935e-09,2.0276926903251692e-13,8.3948873893076669e-14,3.5658398543119358e-13,8.1063505342226861e-30,3.1132018259038688e-26,4.4109557042970257e-17,3.446364464502919e-17,3.6632786496923008e-31,1.6742190631705629e-26,3.3510293763619562e-51,1.5083410660043296e-34,1.0897911566462974e-53,4.7919606600170263e-69,5.6765526167656189e-35,7.4202149478826393e-42,1.9064097267824483e-42,1.0638740676279247e-47,1.1096219566547249e-29,2.1936703488921943e-44,2.6093951377766433e-31,6.257211437336431e-32
2.86130960246709e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106179643021028,0.099968520746243225,1.0870385018669389e-56,0.09997358768425664,1.5178936126264198e-38,3.5915192744609663e-26,1.1034509257278247e-09,2.1200994440669185e-22,6.9122290768374195e-38,2.7490696338502929e-13,1.1454783982688749e-43,4.4440826139967723e-23,3.9974033129944776e-32,1.8396019568482813e-40,1.2760720597586527e-29,4.8270569369820456e-31,2.9789254826909474e-40,4.4100566840075846e-47,3.1479253397821011e-05,2.6411212087378501e-05,6.0691618782989397e-17,1.1036559793971214e-09,2.0499297767789512e-13,8.3986741963402695e-14,3.5908722766628226e-13,8.299285769225682e-30,3.1636618893967529e-26,4.4329589752953845e-17,3.4954252930209823e-17,3.6941186860448815e-31,1.6869293591221664e-26,3.4960013335472791e-51,1.5238990396180195e-34,1.1387484881004769e-53,5.0814915212500184e-69,5.7852480530797022e-35,7.6160416803575173e-42,1.9575292943949205e-42,1.0923440435872665e-47,1.1268334780639928e-29,2.2417708750715101e-44,2.6330224455004539e-31,6.3906301571169277e-32
2.8812582565086084e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106166054202463,0.099968467385396276,1.1099294683570996e-56,0.099973505156920175,1.5508691997823733e-38,3.6671503319502215e-26,1.111141153209379e-09,2.1421500843056038e-22,7.0577906586075082e-38,2.7737150677297078e-13,1.1681692340353123e-43,4.5062277366932706e-23,4.0724938143217518e-32,1.8692488600186135e-40,1.2939255149811301e-29,4.8945811121770653e-31,3.0231135263262469e-40,4.5702220602583641e-47,3.1532614242263737e-05,2.649373173138791e-05,6.0692811521474505e-17,1.1113484361514373e-09,2.0722224924696508e-13,8.4023524415837425e-14,3.6159046846085155e-13,8.4953148843981445e-30,3.2144347254231146e-26,4.4547508734581371e-17,3.5447290410794198e-17,3.7250552770884152e-31,1.699644325292082e-26,3.6459780737719004e-51,1.5394671559153261e-34,1.1894911642780698e-53,5.3860915685285573e-69,5.895182126941164e-35,7.8155392916774896e-42,2.0096158984640953e-42,1.1213083225962125e-47,1.1441730862539869e-29,2.2905035550076027e-44,2.6566607196717517e-31,6.5259377291375036e-32
2.901206910550127e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106152634422587,0.099968414897410304,1.1331395256697724e-56,0.099973423447109702,1.584320638886237e-38,3.7438356561025769e-26,1.1188313602599878e-09,2.1642197341191632e-22,7.2053815381669235e-38,2.7983709986524735e-13,1.1911006463309429e-43,4.5688038501136971e-23,4.1483476350145798e-32,1.8991312893247647e-40,1.3119030216108403e-29,4.9625741616147893e-31,3.0676332674932491e-40,4.7348397057180608e-47,3.1585102225722479e-05,2.6575433849439317e-05,6.0694005600361865e-17,1.119040877968686e-09,2.0945701469280362e-13,8.4059252729694576e-14,3.6409370783983754e-13,8.694463201974942e-30,3.2655173928943307e-26,4.4763328309763874e-17,3.5942733715554184e-17,3.7560887050420736e-31,1.7123639620490414e-26,3.8010874485568615e-51,1.555045058888856e-34,1.2420690245543546e-53,5.7064189920991576e-69,6.0063587056468936e-35,8.0187479819374341e-42,2.0626800435250106e-42,1.150770284125199e-47,1.1616406656520814e-29,2.3398705511366741e-44,2.6803096601919248e-31,6.6631472495903923e-32
2.921155564591645e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106139381443759,0.099968363268008592,1.1566708817845608e-56,0.099973342546725436,1.6182513885904864e-38,3.8215825414969267e-26,1.1265215471176187e-09,2.1863078560824246e-22,7.3550157659385873e-38,2.8230371215983418e-13,1.2142726901994664e-43,4.6318109440157559e-23,4.2249652432200815e-32,1.9292491464613693e-40,1.3300045807906056e-29,5.0310360837688215e-31,3.1124848255082118e-40,4.9039945751261659e-47,3.1636731624952441e-05,2.6656326541287615e-05,6.0695201002136964e-17,1.1267333050186449e-09,2.1169720582563345e-13,8.4093957472314626e-14,3.6659694582777009e-13,8.8967560454674066e-30,3.3169069632527749e-26,4.4977062903384996e-17,3.6440559632782837e-17,3.7872192432942209e-31,1.7250882697551083e-26,3.961459364528073e-51,1.5706324035212103e-34,1.2965328635646111e-53,6.0431552022851459e-69,6.1187816181745283e-35,8.2257080545487582e-42,2.1167322574635159e-42,1.180733276196944e-47,1.1792361025787041e-29,2.3898739968098744e-44,2.7039689756680358e-31,6.8022718064762699e-32
2.9411042186331634e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106126293059701,0.099968312483147845,1.1805257446746099e-56,0.09997326244774786,1.652664908652598e-38,3.9003982826690172e-26,1.1342117140173537e-09,2.2084139279201573e-22,7.5067073924879438e-38,2.8477131403919956e-13,1.2376854156489613e-43,4.6952490081615813e-23,4.3023470904280912e-32,1.9596023358425661e-40,1.3482301936732122e-29,5.0999668771334168e-31,3.1576683196958143e-40,5.0777724694562805e-47,3.1687516483206636e-05,2.6736417826430253e-05,6.0696397711872509e-17,1.1344257174690533e-09,2.1394275530217981e-13,8.4127668325473742e-14,3.69100182448779e-13,9.1022187395992221e-30,3.3686005209605436e-26,4.5188727034602599e-17,3.6940745111386917e-17,3.8184471598719365e-31,1.7378172487657955e-26,4.1272257943901163e-51,1.5862288554683834e-34,1.352934440767604e-53,6.3970054517375666e-69,6.2324546555624065e-35,8.4364599150084744e-42,2.171783091215286e-42,1.211200615520549e-47,1.1969592852358581e-29,2.4405159967402012e-44,2.7276383831608759e-31,6.9433244796974273e-32
2.961052872674682e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106113367095047,0.099968262529014487,1.2047063223067177e-56,0.099973183142236965,1.6875646599349081e-38,3.9802901741115699e-26,1.1419018611914275e-09,2.2305374420932426e-22,7.6604704685242054e-38,2.8723987674468105e-13,1.2613388678756587e-43,4.7591180323176833e-23,4.3804936119870187e-32,1.9901907645982674e-40,1.3665798614212425e-29,5.1693665402231438e-31,3.2031838693889825e-40,5.2562600357745206e-47,3.1737470614054777e-05,2.6815715644902591e-05,6.0697595714691322e-17,1.1421181154856379e-09,2.1619359661515976e-13,8.4160414111028152e-14,3.7160341772659962e-13,9.3108766102452192e-30,3.4205951639649162e-26,4.5398335308465383e-17,3.7443267261884346e-17,3.849772723034117e-31,1.7505508994301821e-26,4.2985207877582266e-51,1.6018340907516169e-34,1.4113264900075121e-53,6.7686994689816878e-69,6.3473815712857707e-35,8.6510440696830872e-42,2.227843118469475e-42,1.2421755876321036e-47,1.2148101036947234e-29,2.4917986274440955e-44,2.7513176079406257e-31,7.0863183411521665e-32
2.9810015267162e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106100601404906,0.099968213392020902,1.2292148226414374e-56,0.099973104622331443,1.722954104404472e-38,4.0612655102743889e-26,1.1495919888692604e-09,2.2526779053954137e-22,7.8163190449015e-38,2.8970937235160227e-13,1.2852330874797418e-43,4.8234180062548661e-23,4.4594052276048023e-32,2.0210143425683868e-40,1.3850535852068983e-29,5.2392350715725918e-31,3.2490315939287238e-40,5.4395447670906983e-47,3.1786607605139729e-05,2.6894227858065407e-05,6.0698794993150383e-17,1.1498104992321379e-09,2.1844966408290174e-13,8.4192222815816329e-14,3.741066516845783e-13,9.5227549843729711e-30,3.4728880041412548e-26,4.5605902407834633e-17,3.7948103357310657e-17,3.8811961915667486e-31,1.7632892220910326e-26,4.4754804818498523e-51,1.6174477954575409e-34,1.4717627290742294e-53,7.158992103362953e-69,6.4635660816292234e-35,8.8695011246070324e-42,2.2849229353769294e-42,1.2736614470414498e-47,1.2327884498823973e-29,2.5437239376777298e-44,2.7750063832482392e-31,7.231266454830314e-32
3.0009501807577185e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106087993874381,0.099968165058801656,1.2540534536331833e-56,0.099973026880247728,1.7588367051329155e-38,4.1433315855644757e-26,1.1572820972774967e-09,2.2748348385602947e-22,7.9742671726198838e-38,2.9217977374511031e-13,1.3093681106734082e-43,4.8881489197481701e-23,4.5390823418353541e-32,2.0520729822951559e-40,1.4036513662118348e-29,5.3095724697360554e-31,3.2952116126639636e-40,5.6277150022028498e-47,3.1834940821872496e-05,2.6971962249384573e-05,6.0699995532912981e-17,1.1575028688703308e-09,2.2071089283909377e-13,8.4223121615839784e-14,3.7660988434567899e-13,9.7378791899870565e-30,3.5254761677140452e-26,4.5811443085601696e-17,3.8455230834037406e-17,3.9127178176162222e-31,1.7760322170849087e-26,4.6582431120372701e-51,1.6330696654464023e-34,1.5342978692619528e-53,7.5686639814961687e-69,6.5810118660554883e-35,9.0918717842956082e-42,2.3430331602629018e-42,1.305661417384779e-47,1.2508942175678361e-29,2.5962939488679584e-44,2.7987044500646717e-31,7.3781818769096753e-32
3.020898834799237e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106075542418165,0.099968117516209973,1.2792244232303337e-56,0.099972949908279582,1.7952159262962893e-38,4.226495694346133e-26,1.1649721866400385e-09,2.297007775878561e-22,8.1343289028265481e-38,2.9465105459671442e-13,1.3337439694814311e-43,4.9533107625768019e-23,4.6195253445508969e-32,2.0833665990136429e-40,1.4223732056269936e-29,5.3803787332872254e-31,3.3417240449513867e-40,5.8208599255356917e-47,3.1882483411066836e-05,2.7048926525202985e-05,6.0701197320359768e-17,1.1651952245600576e-09,2.2297721882265975e-13,8.4253136899744012e-14,3.7911311573248806e-13,9.9562745560758459e-30,3.5783567956567686e-26,4.6014972157191772e-17,3.8964627292505782e-17,3.9443378562950512e-31,1.7887798847422865e-26,4.8469490222626836e-51,1.648699406068183e-34,1.5989876249259873e-53,7.9985221753216683e-69,6.6997225675704995e-35,9.3181968505721318e-42,2.4021844333441837e-42,1.3381786915827375e-47,1.2691273023470563e-29,2.6495106555379287e-44,2.8224115568875343e-31,7.5270776558533593e-32
3.040847488840755e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24106063244980078,0.099968070751314017,1.3047299393753298e-56,0.099972873698796913,1.8320952331749162e-38,4.3107651309410707e-26,1.1726622571780794e-09,2.3191962648249787e-22,8.2965182868169222e-38,2.9712318934150177e-13,1.3583606919344472e-43,5.0189035245240733e-23,4.7007346114005528e-32,2.1148951106405807e-40,1.4412191046524378e-29,5.4516538608189092e-31,3.3885690101552768e-40,6.0190695669735056e-47,3.1929248304514393e-05,2.7125128315504901e-05,6.0702400337987151e-17,1.172887566459247e-09,2.2524857876776072e-13,8.4282294291619699e-14,3.8161634586722063e-13,1.0177966412560744e-29,3.6315270440712819e-26,4.6216504493345255e-17,3.9476270497878814e-17,3.9760565527912611e-31,1.8015322253876674e-26,5.0417406753172599e-51,1.6643367318864331e-34,1.6658887230376991e-53,8.4494008818721819e-69,6.8197017930848823e-35,9.5485172214091808e-42,2.4623874164505954e-42,1.3712164320037372e-47,1.2874876016276467e-29,2.7033760257273281e-44,2.8461274595123238e-31,7.6779668325078037e-32
