Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),CO2X(29),OX(20),OCX(21),COX(32),CH3X(22),HX(19),H2X(31),C2H6X(34),CH2X(58),CHX(26),CXHO(27),HOX(23),C2H5X(33),C2H4OX(44),C3H8X(38),CH2OX(35),H2OX(30),CH4OX(41),C2H3OX(43),CH3OX(40)
2.488405000593375e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108643723910858,0.099977573624289745,7.1533159765274714e-60,0.099989175614849851,4.5570000231835656e-42,2.3633896000529339e-29,9.600093192059048e-11,1.943096965283064e-24,1.828477418835599e-43,5.079253886235592e-15,3.6813440027078365e-47,3.3645363291833527e-25,2.6969288844441076e-35,3.0238863540057387e-43,3.6427462452821715e-34,5.1637564199668608e-41,9.533845855773366e-43,0.0,2.2426375679132268e-05,1.0824289144418886e-05,9.6005689449970588e-11,6.0540332321527057e-17,4.6969890476904409e-15,2.6145182010007985e-14,3.1227432074320477e-14,1.9250218530399649e-33,1.7037811051677224e-28,1.3972874270016062e-18,6.719989122016175e-20,2.8831085349112507e-32,7.8182643029982225e-28,1.7264808795137188e-36,3.3870543847537366e-45,2.3279415886535974e-51,8.4919565873554091e-48,1.7804078983847477e-46,1.7289211214680362e-47,4.907926220485534e-33,2.0332317070112261e-32
2.5118812035528854e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108623163911275,0.099977452306692638,7.3576708533285879e-60,0.09998909133245143,4.7157879331593627e-42,2.4309045082505509e-29,9.6906432202244328e-11,1.9937700364266448e-24,1.880905668852245e-43,5.1699317230055558e-15,3.8474028297269056e-47,3.4283120491196781e-25,2.796323772070049e-35,3.1253133968267648e-43,3.7120674309957563e-34,5.3050799810071315e-41,9.7758621477378608e-43,0.0,2.2547693275948201e-05,1.0908570637256819e-05,9.6911274356794706e-11,6.054033244167342e-17,4.7816142178195364e-15,2.6349007371899643e-14,3.1521989401969662e-14,1.9949699577720638e-33,1.7619302860960926e-28,1.4215912653804032e-18,6.9040296499300082e-20,2.9104247714704697e-32,7.9348105756519117e-28,1.7722661833514517e-36,3.5082227183990315e-45,2.4535102786056301e-51,8.8090019532052571e-48,1.8589997922795143e-46,1.802541694983127e-47,4.9955450861350459e-33,2.0887622859908408e-32
2.535357406512396e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108602749083374,0.099977332147833956,7.5658808116224426e-60,0.099989007343031455,4.8784410041002843e-42,2.4996930014060874e-29,9.781192950621987e-11,2.045231757819833e-24,1.9343266964575373e-43,5.2613124767350544e-15,4.0191634660006988e-47,3.4926864304348627e-25,2.8983407223361439e-35,3.2290417622120006e-43,3.7820422987473396e-34,5.4488420090577672e-41,1.0021465803702369e-42,0.0,2.2667852134344029e-05,1.0992559151665738e-05,9.7816856962499851e-11,6.0540333467647572e-17,4.866915946392587e-15,2.6552128757914147e-14,3.1816546107854345e-14,2.0667427504959071e-33,1.8214327856156922e-28,1.4460659111618442e-18,7.0912547379963167e-20,2.9377416205006555e-32,8.0517729940209921e-28,1.8187765682256012e-36,3.6324575127674187e-45,2.584472164181176e-51,9.1346763939648237e-48,1.9402246516123832e-46,1.8784892647941252e-47,5.0838431915507902e-33,2.1452487227630044e-32
2.5588336094719064e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108582478218607,0.099977213136646953,7.7779818650877304e-60,0.099988923645571076,5.0450118389554065e-42,2.5697669762405639e-29,9.8717423848000957e-11,2.0974854632717122e-24,1.9887498170464317e-43,5.3533937189768349e-15,4.1967591887002851e-47,3.5576594702365281e-25,3.0030210223848143e-35,3.3350973604169922e-43,3.8526708630009021e-34,5.5950593388210145e-41,1.0270669507530534e-42,0.0,2.2786863321045283e-05,1.1076255706465134e-05,9.8722437280599336e-11,6.0540335392764817e-17,4.9528922628694148e-15,2.6754548604130079e-14,3.2111102198427913e-14,2.1403689782902263e-33,1.8823044997821541e-28,1.4707104417682729e-18,7.2816866253968674e-20,2.9650590932477192e-32,8.1691450637394948e-28,1.8660151669320514e-36,3.7598034542251988e-45,2.7209987992746255e-51,9.4691276846086589e-48,2.0241422691337248e-46,1.9568109291538346e-47,5.1728181921115415e-33,2.2026975842714966e-32
2.582309812431417e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108562350119339,0.099977095262170593,7.9940100271864832e-60,0.099988840239055021,5.2155531400214978e-42,2.6411383294068185e-29,9.9622915242966039e-11,2.1505344333088013e-24,2.0441843462268149e-43,5.4461730296871056e-15,4.3803248344599989e-47,3.6232311656453635e-25,3.1104061359053229e-35,3.4435060286211029e-43,3.9239531384901829e-34,5.7437487126574089e-41,1.0523485745105076e-42,0.0,2.2904737797085304e-05,1.1159661316928046e-05,9.9628015324506839e-11,6.054033821039738e-17,5.039541202464876e-15,2.6956269338158239e-14,3.2405657680083017e-14,2.2158775285569329e-33,1.9445612772484391e-28,1.4955239382508019e-18,7.475347431073763e-20,2.9923772010109184e-32,8.2869203933705717e-28,1.91398506171208e-36,3.8903053451217798e-45,2.8632651961446668e-51,9.8125046042892315e-48,2.1108131155452709e-46,2.0375541418733124e-47,5.2624677513343463e-33,2.2611154008516428e-32
2.6057860153909274e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410854236359877,0.099976978513548587,8.2140013111657788e-60,0.0999887571224716,5.3901177061970376e-42,2.7138189574904193e-29,1.0052840370638898e-10,2.2043818956477337e-24,2.1006395998239792e-43,5.5396479971963406e-15,4.5699967940622408e-47,3.6894015137950039e-25,3.2205377002740373e-35,3.5542935294116446e-43,3.9958891402199537e-34,5.8949267810475733e-41,1.0779926807465605e-42,0.0,2.302148641881469e-05,1.1242776994793452e-05,1.0053359110753714e-10,6.0540341913974135e-17,5.1268608061318928e-15,2.7157293379171459e-14,3.2700212559152292e-14,2.2932974275067816e-33,2.0082189177146919e-28,1.5205054852760941e-18,7.6722591542030606e-20,3.0196959551424975e-32,8.4050926927751979e-28,1.9626892847050525e-36,4.0240081002427223e-45,3.0114498488101575e-51,1.0164956930761658e-47,2.2002983376890321e-46,2.1207667073336851e-47,5.3527895408458994e-33,2.3205086664053572e-32
2.629262218350438e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108522517480796,0.099976862880028203,8.4379917300594367e-60,0.099988674294812563,5.5687584302988736e-42,2.7878207570105739e-29,1.0143388925343998e-10,2.2590310256642992e-24,2.1581248938851195e-43,5.6338162181801638e-15,4.7659130069625942e-47,3.7561705118319047e-25,3.3334575237203264e-35,3.6674855493212145e-43,4.0684788834672836e-34,6.0486101030519961e-41,1.104000479389666e-42,0.0,2.3137119938901037e-05,1.1325603748278601e-05,1.0143916464290714e-10,6.0540346496979721e-17,5.2148491205445263e-15,2.7357623137934243e-14,3.2994766841908804e-14,2.3726578386613963e-33,2.0732931704137972e-28,1.5456541711131971e-18,7.8724436746666375e-20,3.0470153670473992e-32,8.5236557715067577e-28,2.0121308183976096e-36,4.1609567433044567e-45,3.1657347559603539e-51,1.0526635434840592e-47,2.2926597566943858e-46,2.2064967754959934e-47,5.4437812403539989e-33,2.3808838385754132e-32
2.6527384213099484e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108502810599955,0.099976748350959502,8.6660172966896883e-60,0.099988591755073145,5.7515282964402033e-42,2.8631556244210184e-29,1.0233937189918637e-10,2.3144849468588854e-24,2.2166495446838372e-43,5.7286752976303572e-15,4.9682129556589906e-47,3.8235381569152243e-25,3.4492075825178761e-35,3.7831076974169457e-43,4.1417223837827923e-34,6.2048151467688219e-41,1.1303731614966856e-42,0.0,2.3251649007319147e-05,1.1408142582091307e-05,1.0234473594373653e-10,6.0540351952954438e-17,5.303504198081108e-15,2.7557261016832404e-14,3.3289320534566707e-14,2.4539880613714658e-33,2.1397997326320971e-28,1.5709690876204165e-18,8.0759227535223569e-20,3.0743354481827563e-32,8.6426035372310591e-28,2.0623125960693617e-36,4.3011964034902605e-45,3.3263054433786867e-51,1.0897691874888993e-47,2.3879598660847459e-46,2.2947928369105629e-47,5.5354405376191279e-33,2.4422473389189317e-32
2.676214624269459e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108483241801304,0.099976634915794185,8.8981140236688328e-60,0.099988509502252215,5.9384803774686159e-42,2.9398354561109067e-29,1.0324485165859355e-10,2.3707467313183315e-24,2.276222868724664e-43,5.82422284882594e-15,5.1770376599086371e-47,3.8915044462167045e-25,3.5678300182012355e-35,3.901185503940402e-43,4.2156196569919e-34,6.3635582897895886e-41,1.1571118995519825e-42,0.0,2.3365084172331805e-05,1.1490394497442202e-05,1.0325030502304879e-10,6.0540358275493513e-17,5.3928240968074302e-15,2.7756209409902502e-14,3.3583873643281741e-14,2.5373175293509519e-33,2.2077542482647469e-28,1.5964493302322465e-18,8.2827180334724719e-20,3.1016562100577491e-32,8.7619299941713902e-28,2.1132375022351276e-36,4.4447723120271202e-45,3.4933509858793984e-51,1.127827899133865e-47,2.4862618298451791e-46,2.3857037177273805e-47,5.6277651284261279e-33,2.5046055530801009e-32
2.6996908272289694e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108463809940317,0.099976522564084777,9.1343179234008944e-60,0.099988427535352045,6.129667832462974e-42,3.0178721484056766e-29,1.0415032854652572e-10,2.4278194001742316e-24,2.3368541827475943e-43,5.9204564933043843e-15,5.3925296707962989e-47,3.9600693769205533e-25,3.6893671348073954e-35,4.0217444189968683e-43,4.2901707191960598e-34,6.5248558196530431e-41,1.184217847761779e-42,0.0,2.3477435881461122e-05,1.157236049205692e-05,1.0415587189377176e-10,6.0540365458246627e-17,5.4828068804599661e-15,2.7954470702861211e-14,3.3878426174151782e-14,2.6226758092271148e-33,2.2771723064051592e-28,1.6220939979463417e-18,8.4928510393303518e-20,3.1289776642330547e-32,8.8816292415782599e-28,2.1649083730837302e-36,4.5917297988030848e-45,3.667064028756562e-51,1.1668550501242273e-47,2.5876294804523137e-46,2.4792785747088922e-47,5.7207527165559899e-33,2.567964830962132e-32
2.72316703018848e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108444513882787,0.099976411285483485,9.3746650080832316e-60,0.099988345853378333,6.3251439042878569e-42,3.0972775975679153e-29,1.0505580257774672e-10,2.485705924057716e-24,2.3985528037326327e-43,6.0173738608329041e-15,5.6148330646575458e-47,4.0292329462233249e-25,3.8138613961421966e-35,4.1448098112928469e-43,4.3653755867739969e-34,6.6887239342968765e-41,1.2116921423438446e-42,0.0,2.3588714482450693e-05,1.1654041560188287e-05,1.0506143656873877e-10,6.0540373494917389e-17,5.5734506184291616e-15,2.8152047273134581e-14,3.4172978133217435e-14,2.7100925991062099e-33,2.3480694399680545e-28,1.6479021933105369e-18,8.7063431784854723e-20,3.1562998223206177e-32,9.001695472223323e-28,2.2173279969133867e-36,4.7421142890247357e-45,3.8476408087450806e-51,1.2068661092856995e-47,2.69212731686786e-46,2.5755668902465716e-47,5.8144010137577285e-33,2.6323314868984409e-32
2.7466432331479905e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108425352504756,0.099976301069741438,9.6191912897081657e-60,0.099988264455340342,6.5249619172044371e-42,3.1780636997982061e-29,1.0596127376692095e-10,2.5444092235507094e-24,2.461328048904359e-43,6.1149725893798658e-15,5.8440934368604551e-47,4.0989951513338045e-25,3.9413554230713982e-35,4.2704069669205586e-43,4.4412342763829206e-34,6.8551787425075601e-41,1.2395359018125981e-42,0.0,2.3698930224218488e-05,1.1735438692628426e-05,1.0596699906068918e-10,6.0540382379263013e-17,5.6647533857427691e-15,2.8348941489887174e-14,3.4467529526462507e-14,2.7995977271546631e-33,2.4204611243455721e-28,1.6738730224099145e-18,8.9232157413667008e-20,3.1836226959832286e-32,9.1221229709172425e-28,2.2704991145637097e-36,4.8959712999143774e-45,4.0352811744934966e-51,1.2478766420259031e-47,2.799820502497014e-46,2.6746184673826206e-47,5.9087077397203766e-33,2.6977117998230748e-32
2.770119436107501e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108406324692375,0.099976191906707548,9.8679327800645716e-60,0.099988183340250683,6.7291752745365624e-42,3.2602423512359707e-29,1.0686674212861404e-10,2.6039321696337369e-24,2.525189235736496e-43,6.2132503250862829e-15,6.0804578954492749e-47,4.1693559894728941e-25,4.0718919908361753e-35,4.3985610881882857e-43,4.5177468049597449e-34,7.0242362643681464e-41,1.2677502272596865e-42,0.0,2.3808093257800699e-05,1.1816552876720842e-05,1.0687255938226931e-10,6.0540392105093504e-17,5.7567132630492296e-15,2.8545155714051153e-14,3.4762080359814623e-14,2.8912211501955776e-33,2.4943627760959526e-28,1.70000559485392e-18,9.1434899019039069e-20,3.2109462969342974e-32,9.2429061130510075e-28,2.3244244198443473e-36,5.0533464374465867e-45,4.2301886065485142e-51,1.2899023097989481e-47,2.9107748631129992e-46,2.7764834248380583e-47,6.0036706220450849e-33,2.7641120134403769e-32
2.7935956390670115e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108387429341849,0.099976083786327774,1.0120925490739466e-59,0.099988102507125448,6.9378374563909176e-42,3.3438254479603019e-29,1.0777220767729379e-10,2.6642775841302581e-24,2.5901456819565066e-43,6.3122047222374212e-15,6.3240750546534213e-47,4.2403154578735009e-25,4.2055140263929001e-35,4.5292972924954462e-43,4.5949131897222927e-34,7.1959124317041542e-41,1.2963362026301192e-42,0.0,2.3916213637286497e-05,1.1897385096372447e-05,1.0777811754603317e-10,6.0540402666271524e-17,5.849328336601122e-15,2.874069229835516e-14,3.5056630639145675e-14,2.9849929523203888e-33,2.5697897516643004e-28,1.7262990237635216e-18,9.3671867179878522e-20,3.2382706369372676e-32,9.364039363160389e-28,2.3791065599602943e-36,5.2142853931237468e-45,4.4325702368513163e-51,1.3329588695730915e-47,3.0250568847489806e-46,2.8812121920484408e-47,6.0992873962173003e-33,2.8315383363938998e-32
2.817071842026522e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108368665359314,0.099975976698644053,1.0378205433119573e-59,0.099988021954984227,7.1510020174301548e-42,3.4288248859907778e-29,1.0867767042733083e-10,2.7254482401475871e-24,2.6562067055501887e-43,6.4118334432345002e-15,6.5750950282652222e-47,4.3118735537804198e-25,4.342264605776983e-35,4.6626406112512603e-43,4.6727334481704836e-34,7.3702230885274273e-41,1.3252948949940285e-42,0.0,2.4023301320743978e-05,1.197793633206556e-05,1.0868367356444325e-10,6.0540414056711702e-17,5.9425966982386272e-15,2.8935553587353215e-14,3.5351180370272393e-14,3.080943343515518e-33,2.6467573461349141e-28,1.7527524257584164e-18,9.5943271319284216e-20,3.2655957278055549e-32,9.4855172735131272e-28,2.4345481359338793e-36,5.3788339407901873e-45,4.6426368677458949e-51,1.3770621733014748e-47,3.1427337115585292e-46,2.9888555042084123e-47,6.1955558055790741e-33,2.8999969424345583e-32
2.8405480449860325e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108350031660783,0.099975870633793346,1.0639808618392866e-59,0.099987941682849871,7.3687225846978172e-42,3.5152525612882734e-29,1.0958313039299963e-10,2.7874468625144032e-24,2.7233816247662948e-43,6.512134158566495e-15,6.8336694228896671e-47,4.3840302744502251e-25,4.4821869514906022e-35,4.7986159888359747e-43,4.7512075980875366e-34,7.5471839914781381e-41,1.3546273548141167e-42,0.0,2.4129366171137146e-05,1.2058207560869854e-05,1.0958922744987141e-10,6.0540426270380274e-17,6.0365164453730898e-15,2.9129741917453374e-14,3.5645729558956877e-14,3.1791026583038522e-33,2.7252807920147177e-28,1.779364920944286e-18,9.8249319709111439e-20,3.292921581401985e-32,9.6073344827185288e-28,2.4907517030234783e-36,5.5470379334845626e-45,4.8606029904997153e-51,1.4222281673959043e-47,3.2638731436458152e-46,3.0994643973262499e-47,6.2924736013014607e-33,2.969493970588044e-32
2.864024247945543e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108331527172,0.099975765582006951,1.0905771057550137e-59,0.099987861689748742,7.5910528554940857e-42,3.6031203697557612e-29,1.10488587588479e-10,2.8502761282148891e-24,2.791679758121156e-43,6.6131045467820353e-15,7.0999513310694886e-47,4.4567856171511618e-25,4.6253244299141389e-35,4.9372482816035203e-43,4.8303356575411377e-34,7.7268108102647419e-41,1.3843346162088715e-42,0.0,2.4234417957234234e-05,1.2138199756454263e-05,1.1049477921459939e-10,6.0540439301294532e-17,6.1310856809705892e-15,2.9323259616946457e-14,3.5940278210907084e-14,3.2795013544008979e-33,2.8053752580473057e-28,1.8061356329000954e-18,1.0059021947452082e-19,3.3202482096385474e-32,9.7294857143591059e-28,2.5477197711389607e-36,5.7189433003301236e-45,5.0866868033371994e-51,1.4684728922036812e-47,3.3885436348666681e-46,3.2130902032894982e-47,6.3900385423570002e-33,3.0400355253214864e-32
2.8875004509050535e-11,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24108313150828392,0.099975661533609386,1.1176128761386494e-59,0.099987781974710532,7.8180465953011596e-42,3.692440207239101e-29,1.1139404202785312e-10,2.9139386668195148e-24,2.8611104244033255e-43,6.7147422944614063e-15,7.3740953242887361e-47,4.5301395791630265e-25,4.7717205487411165e-35,5.0785622569246407e-43,4.9101176448846206e-34,7.9091191281020663e-41,1.4144176972116062e-42,0.0,2.4338466354507254e-05,1.2217913889098861e-05,1.1140032887081991e-10,6.054045314352228e-17,6.2263025135355868e-15,2.9516109006034442e-14,3.6234826331777342e-14,3.3821700113854468e-33,2.8870558480571292e-28,1.8330636886654339e-18,1.0296617659851023e-19,3.3475756244760349e-32,9.8519657756438924e-28,2.6054548052538937e-36,5.8945960434624989e-45,5.3211102289866148e-51,1.5158124814874385e-47,3.5168142906016189e-46,3.3297845449427929e-47,6.4882483954923409e-33,3.1116276767093781e-32
