Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),CO2X(29),OX(20),OCX(21),COX(32),CH3X(22),HX(19),H2X(31),C2H6X(34),CH2X(58),CHX(26),CXHO(27),HOX(23),C2H5X(33),C2H4OX(44),C3H8X(38),CH2OX(35),H2OX(30),CH4OX(41),C2H3OX(43),CH3OX(40)
0.004054731744316104,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2273539093932247,0.099962389004944849,1.1020031471483112e-37,0.086280766980366852,5.8201471061984756e-16,1.5676515759455919e-07,0.01368851064869756,8.6109960580778803e-08,2.1664084955841287e-13,1.9497755234114291e-06,5.7838681510485399e-15,8.8890566703806482e-13,1.1261745338750048e-10,5.7253676469354642e-17,3.111783842605532e-14,8.5154279461424283e-14,7.6504728578606797e-24,0.0,3.3129293528451708e-05,2.8551826788170105e-05,0.013688326687001637,2.2009020334740473e-12,4.5250466525776478e-06,3.7063480002610786e-10,1.124075175373704e-05,5.1920543241385123e-11,2.8584017066382606e-11,3.6707579291468779e-11,4.5101995937753272e-09,6.1466464771426861e-17,1.9885162832850083e-13,9.3644857405739397e-17,2.8266310690359388e-17,1.9290476865750795e-18,7.1796929786024427e-17,1.9274575251834407e-19,1.8982840665300104e-20,3.9109117190409761e-13,2.1286818285283769e-13
0.004085709482502503,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22726225923417881,0.099962373827592932,1.1177251843724417e-37,0.086189193867452871,5.9512075616350185e-16,1.59165873436355e-07,0.013780116286358016,8.7445369776490907e-08,2.1814550855865396e-13,1.9565060993734907e-06,5.9509174492756156e-15,8.9570900260511765e-13,1.1429497176871684e-10,5.8367151063022371e-17,3.1080316267301275e-14,8.5435209993496168e-14,7.7681720454708064e-24,0.0,3.3115933528744023e-05,2.8510026128071366e-05,0.013779922430477444,2.2147372749079959e-12,4.5534926385051809e-06,3.717641079559248e-10,1.1321919130465042e-05,5.2694408592225058e-11,2.9015601901903987e-11,3.6663980415548401e-11,4.4707514632528282e-09,6.136758821779286e-17,2.0170903770944157e-13,9.5001140333239123e-17,2.8348131216337282e-17,1.9839622241138321e-18,7.2266445176161996e-17,1.970066316524516e-19,1.9344219520054435e-20,3.964079123970999e-13,2.1506351526868885e-13
0.004116687220688902,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22717078013167064,0.099962358714590041,1.1335417251884669e-37,0.086097791563294931,6.0839868992551864e-16,1.6157984583676653e-07,0.013871551049731779,8.8788878705803937e-08,2.1964079759961203e-13,1.9631712128965635e-06,6.1208810209416017e-15,9.0249880342578775e-13,1.1597334890672787e-10,5.949089772528745e-17,3.104258318014299e-14,8.5710971886012474e-14,7.8866605190909936e-24,0.0,3.3102598480211782e-05,2.8468327813715689e-05,0.013871347303441731,2.2285348688095253e-12,4.5818612190794993e-06,3.7288023267468804e-10,1.1402850036695873e-05,5.3472060183749511e-11,2.9449538041925123e-11,3.661955334384053e-11,4.4318639470162223e-09,6.1268401516615363e-17,2.045810677426701e-13,9.6357081451032472e-17,2.8428183657800151e-17,2.0398045694952629e-18,7.2732510503332705e-17,2.0132104137244958e-19,1.9708718597484626e-20,4.0173774720288611e-13,2.1725895029708022e-13
0.004147664958875301,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22707947158119238,0.099962343665865552,1.1494524472437094e-37,0.086006559563827037,6.2184891683760931e-16,1.6400695668737009e-07,0.013962815442896809,9.0140416838347682e-08,2.2112674936034135e-13,1.9697712227871314e-06,6.293766525680721e-15,9.0927505073214684e-13,1.1765234390198741e-10,6.0624861921965129e-17,3.1004647544824711e-14,8.5981623275522351e-14,8.0059353860256181e-24,0.0,3.3089288309279318e-05,2.8426731478843573e-05,0.013962601810388539,2.2422949574894982e-12,4.6101526868995668e-06,3.739832593498035e-10,1.1483544644751498e-05,5.4253455329964683e-11,2.9885799797033296e-11,3.6574321792079904e-11,4.3935256746515792e-09,6.1168921388527291e-17,2.0746760307747367e-13,9.7712482881175123e-17,2.850648950371392e-17,2.0965762243208647e-18,7.3195141288979181e-17,2.0568905637310321e-19,2.0076316523530434e-20,4.0708033858579094e-13,2.1945436146742546e-13
0.0041786426970617,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22698833308029262,0.099962328681344581,1.1654570293453038e-37,0.08591549736705241,6.3547183010897504e-16,1.6644708851470622e-07,0.014053909967866648,9.1499913406617552e-08,2.2260339693907481e-13,1.9763064867533922e-06,6.4695810520525375e-15,9.1603772731198183e-13,1.1933172168994118e-10,6.1768988231267811e-17,3.0966517455708053e-14,8.6247221382059183e-14,8.12599374803195e-24,0.0,3.3076002942669356e-05,2.8385236758926463e-05,0.014053686453735593,2.2560176825638552e-12,4.6383673331355451e-06,3.7507327276714287e-10,1.1564003146007832e-05,5.5038551630705683e-11,3.0324361445172995e-11,3.65283088212053e-11,4.3557255789940044e-09,6.1069163968786667e-17,2.103685290561881e-13,9.9067151901557996e-17,2.8583069900083466e-17,2.1542784998229476e-18,7.3654353158024421e-17,2.1011074747704686e-19,2.044699167149895e-20,4.1243535322077776e-13,2.2164962385606142e-13
0.004209620435248099,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22689736412856595,0.099962313760947996,1.181555151455023e-37,0.085824604473032945,6.4926781136722137e-16,1.6890012448510549e-07,0.014144835124601129,9.2867297420480918e-08,2.2407077384631101e-13,1.9827773615110567e-06,6.6483311249139758e-15,9.2278681745984435e-13,1.2101125303272577e-10,6.2923220369248553e-17,3.0928200763441601e-14,8.6507822539051871e-14,8.2468327013945929e-24,0.0,3.3062742307401558e-05,2.8343843291156631e-05,0.014144601733835341,2.2697031849577676e-12,4.66650544753734e-06,3.7615035735275221e-10,1.1644225750223273e-05,5.5827306972462478e-11,3.0765197236393977e-11,3.648153690159804e-11,4.3184528733992122e-09,6.0969144885246513e-17,2.1328373171341204e-13,1.0042090092777389e-16,2.8657945660683698e-17,2.2129125196995532e-18,7.4110161836898332e-17,2.1458618168916352e-19,2.0820722170878203e-20,4.1780246212229164e-13,2.2384461408585121e-13
0.004237500399615858,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22681563662461035,0.099962300387348657,1.1961231744755061e-37,0.085742945210722371,6.6183247381506998e-16,1.7111879385558602e-07,0.014226523367391154,9.4104627957571519e-08,2.2538351464453329e-13,1.9885463901091207e-06,6.8117210272551119e-15,9.2884937039126554e-13,1.2252277774952932e-10,6.3970622583472879e-17,3.0893562427534632e-14,8.6738137053600908e-14,8.356252760755369e-24,0.0,3.305082882087792e-05,2.8306675442267855e-05,0.014226281092234411,2.2819884276417721e-12,4.6917645541212202e-06,3.7710874882938854e-10,1.1716224589734725e-05,5.6540280684413587e-11,3.1163872539730165e-11,3.6438811285744506e-11,4.285349675060664e-09,6.0878916372236537e-17,2.159195270289213e-13,1.0163833753979431e-16,2.8723893323685284e-17,2.2664805589263759e-18,7.451749299182525e-17,2.186600751808998e-19,2.1159673680220065e-20,4.2264293226718343e-13,2.2581977187150095e-13
0.004265380363983617,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22673404568987074,0.099962287065559194,1.2107664749108425e-37,0.085661422318774813,6.7453788334416725e-16,1.7334773720409619e-07,0.014308075186822478,9.5348237618991906e-08,2.2668879861600085e-13,1.9942638104651599e-06,6.9774975351392796e-15,9.3490089735605217e-13,1.2403408693004476e-10,6.5026122057267214e-17,3.0858784438501642e-14,8.6964488843985864e-14,8.4663006183690286e-24,0.0,3.3038935255079224e-05,2.826958905304653e-05,0.014307824031894819,2.2942437353176179e-12,4.7169621127175882e-06,3.7805679713240702e-10,1.1788032714480574e-05,5.7256154043853718e-11,3.1564350221330923e-11,3.6395504141565203e-11,4.252657688169084e-09,6.0788498757334493e-17,2.1856671259261567e-13,1.0285475159279091e-16,2.878849155391865e-17,2.3208046327123058e-18,7.4922091966494009e-17,2.2277759538822446e-19,2.1501065849472588e-20,4.27492701890577e-13,2.2779452276044991e-13
0.004293260328351376,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22665259096376142,0.09996227379551334,1.225484821831672e-37,0.085580035436969223,6.8738429463577479e-16,1.7558687070176203e-07,0.014389490943141096,9.6598074247452966e-08,2.2798665098168527e-13,1.9999298809037855e-06,7.1456642646652692e-15,9.4094138985444887e-13,1.2554502549135902e-10,6.6089676068488913e-17,3.0823871969105713e-14,8.7186917240343917e-14,8.5769741463568174e-24,0.0,3.3027061557413776e-05,2.8232583862541211e-05,0.014389230913326258,2.3064692093009274e-12,4.7420983316369314e-06,3.7899456312961923e-10,1.185965031309098e-05,5.7974896946997611e-11,3.1966611470129596e-11,3.6351630575859949e-11,4.2203696119901718e-09,6.0697902283363968e-17,2.2122520675582591e-13,1.040700169062774e-16,2.8851754872119559e-17,2.3758851822708356e-18,7.5323970414037858e-17,2.2693878343282551e-19,2.1844882263020132e-20,4.323515399074551e-13,2.2976878002074261e-13
0.004321140292719135,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22657127208701314,0.099962260577142456,1.2402779850534615e-37,0.085498784206408399,7.0037195510357036e-16,1.7783611094804989e-07,0.014470770995271876,9.7854085575090387e-08,2.2927709716009549e-13,2.0055448592675547e-06,7.3162244816204185e-15,9.4697084027124512e-13,1.2705544211543436e-10,6.7161241391626061e-17,3.078883006183549e-14,8.7405461055758513e-14,8.6882712134642656e-24,0.0,3.3015207675481048e-05,2.8195659610904623e-05,0.014470502095710571,2.3186649504642961e-12,4.7671734182788507e-06,3.7992210748671703e-10,1.193107758483168e-05,5.8696479479053811e-11,3.2370637468306539e-11,3.6307205364638847e-11,4.1884783296685262e-09,6.0607136943364977e-17,2.2389492832050776e-13,1.0528401059500644e-16,2.8913697604277278e-17,2.4317225331783543e-18,7.5723140029122208e-17,2.3114367805920386e-19,2.2191106366743596e-20,4.3721921791429079e-13,2.3174245793213987e-13
0.004341532441894824,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22651187910690707,0.09996225094155349,1.2511453408066389e-37,0.085439440579296894,7.0996105478312134e-16,1.7948761702841106e-07,0.014530135669741462,9.8776645410182872e-08,2.3021628903946645e-13,2.0096196007662058e-06,7.4424940381608623e-15,9.5137394520148212e-13,1.2815978538248467e-10,6.7950060460832032e-17,3.0763120375638164e-14,8.7562872196764952e-14,8.7700704534688518e-24,0.0,3.3006549947558666e-05,2.8168703330659594e-05,0.014529860286010898,2.3275664715945289e-12,4.7854754148813023e-06,3.8059410063033519e-10,1.1983200999827161e-05,5.9226045104625316e-11,3.2667259452548707e-11,3.6274370654335657e-11,4.1653994193524375e-09,6.0540647492033565e-17,2.258546965301322e-13,1.0617108365645052e-16,2.8958176124839306e-17,2.4730427976120214e-18,7.6013394851687081e-17,2.3424694642479309e-19,2.2445858853693933e-20,4.4078503465084054e-13,2.3318564284859649e-13
0.004361924591070513,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22645255847300846,0.099962241333543006,1.2620525098606397e-37,0.08538016919275665,7.1962594091484363e-16,1.8114445335095862e-07,0.0145894280753449,9.9702460076282453e-08,2.3115154256022202e-13,2.0136672471221576e-06,7.5700466710082848e-15,9.5577113678577369e-13,1.2926371390820339e-10,6.8743124817697191e-17,3.0737345912018856e-14,8.771824047764227e-14,8.8522012992474854e-24,0.0,3.299790277245378e-05,2.8141790112163766e-05,0.014589146210425265,2.3364521790026885e-12,4.803744897620505e-06,3.8126068131642172e-10,1.2035222790002683e-05,5.975710241487673e-11,3.29648081160869e-11,3.6241254044404563e-11,4.1425263813780384e-09,6.0474076526131668e-17,2.2782039657762444e-13,1.0705736665365093e-16,2.900196118777506e-17,2.514768099832262e-18,7.6302211391558142e-17,2.3737363013557738e-19,2.2701883919957634e-20,4.4435537236303569e-13,2.346284396772733e-13
0.004382316740246203,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22639331004606189,0.099962231753081596,1.2729994028953179e-37,0.085320969907684535,7.2936670306771752e-16,1.8280658771874384e-07,0.01464864835119873,1.0063150902326581e-07,2.3208286788167715e-13,2.017687898829394e-06,7.6988833109141829e-15,9.6016241289698247e-13,1.3036717226511519e-10,6.9540417062385838e-17,3.0711508500469308e-14,8.7871580586175302e-14,8.9346629134864757e-24,0.0,3.2989266129854664e-05,2.8114919854850095e-05,0.014648360008164265,2.3453221117144837e-12,4.8219819467354543e-06,3.8192187309670439e-10,1.2087143043508644e-05,6.0289639896180708e-11,3.3263276093379089e-11,3.6207860965201284e-11,4.1198565983009591e-09,6.0407427659841461e-17,2.2979199714590217e-13,1.0794281480360446e-16,2.9045058210150362e-17,2.5568984530251383e-18,7.6589594271362563e-17,2.4052374199067799e-19,2.2959174956004597e-20,4.47930144336168e-13,2.3607081590146825e-13
0.004402708889421892,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2263341336871828,0.099962222200139034,1.2839859308007683e-37,0.085261842585350189,7.3918342883502529e-16,1.8447398806238085e-07,0.014707796636047399,1.0156377167744493e-07,2.3301027524148468e-13,2.0216816563037431e-06,7.8290047932596055e-15,9.6454777163462001e-13,1.3147010607867499e-10,7.0341919665198051e-17,3.068561005227948e-14,8.802290707769019e-14,9.0174544580062513e-24,0.0,3.2980639999503391e-05,2.8088092458461788e-05,0.014707501818064697,2.3541763086311384e-12,4.8401866422092166e-06,3.8257769947864267e-10,1.2138961851169765e-05,6.0823646090165169e-11,3.3562656019557736e-11,3.617419694278662e-11,4.0973874788004764e-09,6.0340704709887324e-17,2.3176946704812837e-13,1.0882738423973753e-16,2.9087472558827065e-17,2.5994338391045925e-18,7.687554813452566e-17,2.4369729414747755e-19,2.3217725317520336e-20,4.5150926458772787e-13,2.3751273929278486e-13
0.004421061823680013,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22628093646789915,0.09996221362599389,1.2939076202497869e-37,0.085208689409028787,7.4808350169010124e-16,1.8597912437249026e-07,0.014760968654475263,1.0240553876404642e-07,2.3384160051262394e-13,2.0252531263824738e-06,7.9472132820789422e-15,9.6848953375410288e-13,1.3246225392938335e-10,7.1066857273305363e-17,3.0662250595586371e-14,8.8157391200695147e-14,9.0922482449382857e-24,0.0,3.2972885453459261e-05,2.8063984365190483e-05,0.014760668011821514,2.3621316638032468e-12,4.8565432716729871e-06,3.8316337519570648e-10,1.2185512119077111e-05,6.1305497986233574e-11,3.3832871583324192e-11,3.614367180828973e-11,4.0773347381631603e-09,6.0280593263727409e-17,2.3355418256501663e-13,1.0962270990986234e-16,2.9125066181869589e-17,2.6380619498511531e-18,7.7131688647204188e-17,2.4657354206786508e-19,2.3451491847397144e-20,4.5473412011207448e-13,2.3881005676818746e-13
0.0044375794645123215,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22623310870209976,0.099962205928281159,1.3028644748662545e-37,0.085160901209152193,7.5614628562138707e-16,1.8733735269628269e-07,0.014808773792690574,1.0316532811108131e-07,2.345870932212617e-13,2.0284489537267864e-06,8.0544916482588311e-15,9.7203301953613942e-13,1.3335475522919411e-10,7.1722194069538201e-17,3.0641187007417669e-14,8.8277050988730154e-14,9.159790059183371e-24,0.0,3.2965913616140295e-05,2.8042316635310016e-05,0.014808467910142346,2.3692806357847547e-12,4.8712419347904807e-06,3.8368679788744499e-10,1.2227337226381734e-05,6.1740167108673539e-11,3.4076687625414621e-11,3.6116018221218568e-11,4.0594229792371307e-09,6.0226445983196056e-17,2.3516445118075203e-13,1.103378393232782e-16,2.9158434515573947e-17,2.6731076749114352e-18,7.7361231472404863e-17,2.4917841332806207e-19,2.3662745203547221e-20,4.5763939146387737e-13,2.3997728767904568e-13
0.00445409710534463,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22618532797442861,0.09996219824856771,1.3118471761676211e-37,0.085113159978576866,7.6425905851277295e-16,1.886989794109276e-07,0.014856531943085623,1.0392718932198904e-07,2.3533003372122514e-13,2.0316273140087324e-06,8.1626141775784695e-15,9.755726202815503e-13,1.342468191159578e-10,7.2380261702478752e-17,3.0620086422128138e-14,8.8395415095104079e-14,9.2275468473979818e-24,0.0,3.2958948640063698e-05,2.8020676849234811e-05,0.014856220822879138,2.3764193522729834e-12,4.88591951206226e-06,3.8420674197898993e-10,1.2269095945194292e-05,6.2175779656394969e-11,3.4321088907150636e-11,3.6088196025598132e-11,4.041638424613509e-09,6.0172256070959956e-17,2.3677851563085916e-13,1.1105231718802013e-16,2.919136432750099e-17,2.7084190093386569e-18,7.7589845005756649e-17,2.5179868327475193e-19,2.3874812880367381e-20,4.6054736520727569e-13,2.4114416512628481e-13
0.004470614746176939,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.226137594211784,0.099962190586836169,1.3208556771984444e-37,0.085065465644286353,7.7242186313331341e-16,1.900639877122612e-07,0.014904243178685658,1.0469111142510993e-07,2.3607042755198529e-13,2.0347882604286907e-06,8.2715811354937299e-15,9.7910833540270729e-13,1.3513841868574401e-10,7.3041050619522897e-17,3.0598949657103461e-14,8.8512491009450622e-14,9.2955181624398685e-24,0.0,3.2951990514566286e-05,2.7999064954275324e-05,0.014903926823102986,2.3835478337046638e-12,4.9005760455073714e-06,3.8472321987225427e-10,1.2310788328757347e-05,6.2612329643658998e-11,3.4566071518179504e-11,3.6060207768465393e-11,4.0239797797237041e-09,6.0118025074306582e-17,2.3839635958528567e-13,1.1176612192210715e-16,2.9223858376562275e-17,2.743995885179841e-18,7.7817531733897659e-17,2.5443435714365934e-19,2.4087691284355278e-20,4.6345799702397014e-13,2.4231067253403585e-13
0.004487132387009248,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2260899073412215,0.099962182943068995,1.3298899310926002e-37,0.08501781813342206,7.8063474142352717e-16,1.9143236085011866e-07,0.014951907572358194,1.0545708344185192e-07,2.3680828027355312e-13,2.0379318461552473e-06,8.3813927484981838e-15,9.8264016440236964e-13,1.3602952747424122e-10,7.3704551217822697e-17,3.0577777600779448e-14,8.8628286168131556e-14,9.3637035567948009e-24,0.0,3.2945039229007741e-05,2.7977480897873328e-05,0.014951585983726595,2.3906661004638901e-12,4.9152115770366222e-06,3.8523624395050568e-10,1.2352414431367736e-05,6.3049811108077485e-11,3.4811631549466753e-11,3.6032056175525084e-11,4.0064457714362477e-09,6.0063754850395091e-17,2.4001796676936894e-13,1.1247923232434357e-16,2.9255919401471529e-17,2.7798382217901058e-18,7.8044294147892145e-17,2.57085439903323e-19,2.4301376808958415e-20,4.663712428976267e-13,2.4347679344966246e-13
0.004503650027841557,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2260422672899535,0.099962175317248242,1.3389498910730743e-37,0.084970217373283113,7.8889773450390882e-16,1.9280408212922739e-07,0.014999525196813475,1.0622509438725649e-07,2.3754359747284865e-13,2.0410581243322918e-06,8.4920492045036217e-15,9.8616810687146179e-13,1.3692011945401848e-10,7.4370753845284574e-17,3.0556571173777371e-14,8.8742807955883498e-14,9.4321025825992286e-24,0.0,3.2938094772770464e-05,2.7955924627601466e-05,0.014999198377504708,2.3977741728822785e-12,4.9298261484529401e-06,3.8574582657944611e-10,1.2393974308346977e-05,6.3488218110814696e-11,3.505776509347631e-11,3.6003743908202832e-11,3.9890351404570594e-09,6.0009447180668454e-17,2.416433209631227e-13,1.1319162757164657e-16,2.9287550121267299e-17,2.8159459259713437e-18,7.8270134744916613e-17,2.5975193625772109e-19,2.4515865834910755e-20,4.6928705911160854e-13,2.4464251154367192e-13
0.004520167668673866,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22599467398534889,0.099962167709355718,1.3480355104517494e-37,0.084922663291325612,7.9721088266898143e-16,1.9417913490772727e-07,0.015047096124604866,1.0699513327055645e-07,2.3827638475465308e-13,2.0441671480726133e-06,8.6035506532232658e-15,9.8969216248913157e-13,1.3781016903164974e-10,7.5039648801558245e-17,3.0535331154241628e-14,8.8856063706699851e-14,9.5007147916304582e-24,0.0,3.2931157135259611e-05,2.7934396091162867e-05,0.015046764077034537,2.4048720712391398e-12,4.9444198014517072e-06,3.8625198010505661e-10,1.2435468016045547e-05,6.3927544736064196e-11,3.5304468244347955e-11,3.597527336511716e-11,3.9717466450880173e-09,5.995510346289088e-17,2.4327240600007827e-13,1.1390328721629703e-16,2.9318753235601729e-17,2.8523188921112216e-18,7.8495056024405277e-17,2.6243385064442133e-19,2.4731154730567121e-20,4.7220540224676273e-13,2.458078106094526e-13
0.0045366853095061745,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22594712735493258,0.099962160119372978,1.357146742629193e-37,0.084875155815162431,8.0557422540236858e-16,1.9555750259801326e-07,0.01509462042812932,1.0776718909573145e-07,2.3900664774145825e-13,2.0472589704594424e-06,8.7158972065553442e-15,9.932123310215583e-13,1.3869965104478669e-10,7.5711226339021403e-17,3.0514058357905109e-14,8.8968060704499294e-14,9.5695397353116802e-24,0.0,3.2924226305903025e-05,2.791289523639079e-05,0.015094283154756204,2.4119598157616467e-12,4.9589925776210877e-06,3.8675471685531896e-10,1.2476895611821309e-05,6.4367785091375903e-11,3.5551737098073704e-11,3.5946647156352554e-11,3.9545790611107234e-09,5.9900725452378772e-17,2.4490520576927253e-13,1.1461419118302759e-16,2.934953142507125e-17,2.8889570023245008e-18,7.8719060489422282e-17,2.6513118724054775e-19,2.4947239852236928e-20,4.7512622917924155e-13,2.4697267456301542e-13
0.004553202950338483,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22589962732638499,0.099962152547281288,1.3662835410944546e-37,0.084827694872562615,8.1398780138830264e-16,1.9693916866786342e-07,0.015142098179627795,1.0854125086206238e-07,2.3973439208438242e-13,2.0503336445575507e-06,8.8290889389670058e-15,9.9672861231875752e-13,1.3958854075919264e-10,7.6385476663764345e-17,3.0492753673731813e-14,8.9078806184064585e-14,9.6385769647378576e-24,0.0,3.2917302274151086e-05,2.7891422011248122e-05,0.015141755682953208,2.4190374266249865e-12,4.9735445184423831e-06,3.8725404914228767e-10,1.2518257153996173e-05,6.480893330791013e-11,3.5799567752673706e-11,3.5917867872860079e-11,3.9375311755720121e-09,5.9846314897226153e-17,2.4654170421443589e-13,1.1532431976616418e-16,2.9379887351497543e-17,2.9258601265923897e-18,7.8942150649916062e-17,2.6784394996624106e-19,2.5164117544514771e-20,4.7804949707834101e-13,2.4813708744286347e-13
0.004569720591170792,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22585217382754186,0.099962144993061677,1.3754458594248582e-37,0.084780280391451066,8.2245164849802893e-16,1.9832411663884971e-07,0.015189529451185665,1.0931730756468059e-07,2.4045962344631616e-13,2.0533912234003337e-06,8.9431258878786187e-15,1.0002410063153666e-12,1.4047681386571227e-10,7.7062389936561398e-17,3.0471417857764913e-14,8.9188307331253301e-14,9.7078260306626545e-24,0.0,3.2910385029476748e-05,2.7869976363827065e-05,0.015189181733752832,2.4261049239525369e-12,4.9880756652903721e-06,3.8774998925785731e-10,1.2559552701873104e-05,6.5250983539868926e-11,3.6047956308370157e-11,3.5888937774505789e-11,3.9206017979982002e-09,5.9791873058076161e-17,2.4818188533218195e-13,1.1603365362679323e-16,2.9409823657965084e-17,2.9630281229007343e-18,7.9164329015755466e-17,2.7057214248016721e-19,2.5381784140607537e-20,4.8097516340435637e-13,2.4930103340973414e-13
0.00458458646791987,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22580950540196126,0.09996213820952872,1.383713727109543e-37,0.084737647023578236,8.3011212336848173e-16,1.9957336226239635e-07,0.015232177914692077,1.1001745516912697e-07,2.4111018776926463e-13,2.0561284717285594e-06,9.0464818033850439e-15,1.0033988372831186e-12,1.4127571271041622e-10,7.7673880534791406e-17,3.045218964200056e-14,8.92858003604241e-14,9.7703309386206585e-24,0.0,3.2904165303538749e-05,2.7850698817302178e-05,0.015231825500785397,2.43245704106458e-12,5.0011359527170391e-06,3.8819344520134287e-10,1.2596662319617546e-05,6.5649595159005807e-11,3.6271979792679226e-11,3.5862773858207308e-11,3.9054657097640255e-09,5.9742850109316698e-17,2.4966118384126256e-13,1.1667135892312788e-16,2.9436409728651234e-17,2.9967056582438787e-18,7.9363512038605308e-17,2.7304071103102033e-19,2.5578355550330216e-20,4.8361027882654898e-13,2.5034817257650979e-13
0.004599452344668948,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22576687455472341,0.099962131440442276,1.3920021946357474e-37,0.084695051178931821,8.3781337438005402e-16,2.0082524098653993e-07,0.015274788840042054,1.1071920172783057e-07,2.4175872534391977e-13,2.0588519544739224e-06,9.1505223207544475e-15,1.0065535196184847e-12,1.4207407562511118e-10,7.8287512880602229e-17,3.0432937438733497e-14,8.9382296434725793e-14,9.8330067420109683e-24,0.0,3.2897951058982308e-05,2.7831443529131413e-05,0.01527443173178464,2.438800997068017e-12,5.0141794604656757e-06,3.886341723680601e-10,1.2633718575326147e-05,6.6048928465718901e-11,3.6496449180498592e-11,3.5836491668843877e-11,3.8904238072713029e-09,5.9693804450732885e-17,2.5114344080835964e-13,1.1730839153660322e-16,2.9462659934880504e-17,3.0305974951704078e-18,7.9561960382582881e-17,2.7552178278013526e-19,2.577556030461658e-20,4.8624727214558036e-13,2.5139490943783772e-13
0.004614318221418026,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22572428123354135,0.099962124685787981,1.400311228343912e-37,0.084652492805290969,8.455554274953832e-16,2.0207974091228847e-07,0.015317362279464317,1.1142253921178841e-07,2.4240524033630559e-13,2.0615617102494187e-06,9.2552473918335545e-15,1.0097050534429884e-12,1.4287188575900213e-10,7.8903279710890094e-17,3.0413661784216645e-14,8.9477800694828388e-14,9.895853112663053e-24,0.0,3.2891742288179823e-05,2.7812210461740982e-05,0.015317000479008544,2.445136806525785e-12,5.0272062184785061e-06,3.8907217968253105e-10,1.267072151416979e-05,6.6448979246877145e-11,3.6721361634150237e-11,3.5810092666222276e-11,3.8754752563786412e-09,5.9644736760711746e-17,2.5262864467909516e-13,1.1794473811903043e-16,2.9488576165979655e-17,3.064703505789131e-18,7.975967588355515e-17,2.7801535986737441e-19,2.5973395708007337e-20,4.8888611294630416e-13,2.5244123270009657e-13
0.004629184098167104,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.22568172538622869,0.099962117945551224,1.4086407946318795e-37,0.084609971850536189,8.5333830816933722e-16,2.0333685017633929e-07,0.015359898285086574,1.1212745959062056e-07,2.4304973692088154e-13,2.0642577776507012e-06,9.3606569451262697e-15,1.012853438931201e-12,1.4366912653216934e-10,7.9521173735209925e-17,3.0394363235840293e-14,8.9572318251940441e-14,9.9588697221893444e-24,0.0,3.28855389835183e-05,2.7792999577641007e-05,0.015359531794613681,2.4514644839672343e-12,5.0402162566286604e-06,3.8950747605884594e-10,1.270767118192196e-05,6.6849743304664611e-11,3.694671431782547e-11,3.5783578716842308e-11,3.8606192316636128e-09,5.9595648370121915e-17,2.5411678393641458e-13,1.1858038555514309e-16,2.9514160300035487e-17,3.0990235546893799e-18,7.9956660379472707e-17,2.805214442713055e-19,2.6171859058376856e-20,4.9152677099936771e-13,2.5348713114918431e-13
