Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),H2OX(23),H2X(46),OCX(25),CHOX(50)
2.0267157475836682e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18990516818638431,0.097225176271131586,0.099995211002311471,0.0,7.630273479029639e-06,2.3191595009882079e-05,3.6106738178655464e-17,1.4688743218178447e-21,8.6316786403987954e-31,2.9867206578499054e-13,8.4599827442008279e-45,9.3787977183718452e-15,2.0428758588515598e-32,4.1764935055094436e-13,4.6323705007417928e-32,1.2478675946179019e-36,4.8681458883678995e-11,2.1418536617983093e-37,0.0027049599242577609,9.7788428692644816e-07,5.2362299709000479e-10,0.00021398389306388036,2.2191673948452537e-14,2.249695997492706e-06,6.7233694681999613e-05,1.7145995796364381e-08,5.7275294662030206e-07,2.0680917020926912e-07,3.7988956708976523e-07,2.3215448439295498e-15
2.0327702353652087e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18990109347107989,0.09722148296864544,0.0999951879962412,0.0,7.6709634632431425e-06,2.3360458877249065e-05,3.6418203059302091e-17,1.4731165977112889e-21,8.7437739374060231e-31,3.0055194044884802e-13,8.6187360491203849e-45,9.4260918545611738e-15,2.0617458433551786e-32,4.190049760832154e-13,4.6831782740187359e-32,1.2614858297203978e-36,4.8837479537839408e-11,2.1683221769038833e-37,0.0027084492927062576,9.7785673490460107e-07,5.2359186520989665e-10,0.00021436056464230495,2.2332055372519068e-14,2.2601166103531353e-06,6.7424990754166788e-05,1.7147403764112912e-08,5.75883709302151e-07,2.0844579462838757e-07,3.8210694746228439e-07,2.3392562001563112e-15
2.0388247231467492e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18989703569438204,0.097217805225696355,0.099995164947989129,0.0,7.7117235564879703e-06,2.3529898629759677e-05,3.6731385661713449e-17,1.4773583948871094e-21,8.8569211655962037e-31,3.0243761157016024e-13,8.7799602724978634e-45,9.4734502461977252e-15,2.0807307960650278e-32,4.2036063203080544e-13,4.7343731634436466e-32,1.2752069594700512e-36,4.8993484565790736e-11,2.1950348012058004e-37,0.0027119231180812733,9.7782929213235582e-07,5.2356086467095141e-10,0.00021473584276511477,2.2472722497418102e-14,2.2705442707319139e-06,6.7616257078061852e-05,1.7148800725851374e-08,5.7902239126801541e-07,2.1008878770843839e-07,3.8433056483454936e-07,2.3570387705742367e-15
2.0442737621501358e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18989339811781342,0.09721450850333066,0.099995144168618114,0.0,7.7484673577722159e-06,2.3682885712182008e-05,3.7014721972017913e-17,1.4811756050109357e-21,8.9596577785037774e-31,3.0413967015751649e-13,8.9271999499990854e-45,9.5161274202544313e-15,2.0979158289939691e-32,4.2158074794253311e-13,4.7807808419104401e-32,1.2876442876997272e-36,4.9133875646145276e-11,2.2192861036617579e-37,0.0027150363286491202,9.7780468668822977e-07,5.2353307604360022e-10,0.00021507240462988777,2.2599565432423836e-14,2.2799351176249098e-06,6.7788371466386441e-05,1.7150048666997964e-08,5.8185396053677744e-07,2.1157291700575474e-07,3.8633715220941317e-07,2.37310394621225e-15
2.0497228011535224e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18988977414991506,0.097211224278056896,0.099995123355305346,0.0,7.7852675274052336e-06,2.3836337252701413e-05,3.7299455808139116e-17,1.4849924310341569e-21,9.0632552204560758e-31,3.0584642128013048e-13,9.0764882729025923e-45,9.5588560520800448e-15,2.1151945031313185e-32,4.228008876647568e-13,4.8275044930570175e-32,1.300165587098839e-36,4.9274253912848937e-11,2.2437374228491952e-37,0.0027181370553534525,9.7778016907499475e-07,5.2350539292742447e-10,0.00021540784331103177,2.2726636521693291e-14,2.2893315373204527e-06,6.7960462003030118e-05,1.7151287852043618e-08,5.8469191554401643e-07,2.1306218683102695e-07,3.8834878989222137e-07,2.3892267567711045e-15
2.055171840156909e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18988616373812942,0.097207952499915859,0.099995102508157283,0.0,7.8221238673080891e-06,2.3990252293948739e-05,3.7585590088301974e-17,1.4888088746821861e-21,9.1677176448297221e-31,3.0755786370651147e-13,9.2278478876421841e-45,9.6016358637568289e-15,2.1325670632302738e-32,4.240210508132651e-13,4.874545257339456e-32,1.3127711542300209e-36,4.9414619292834763e-11,2.2683898471385104e-37,0.0027212253481031603,9.7775573898115441e-07,5.2347781485066456e-10,0.00021574216142947425,2.2853934218678381e-14,2.2987334661008848e-06,6.8132528802890369e-05,1.7152518355013978e-08,5.8753624255096153e-07,2.1455658852737078e-07,3.9036547710236682e-07,2.4054071786837709e-15
2.0606208791602955e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1898825668300935,0.097204693119147936,0.099995081627280075,0.0,7.8590361799468224e-06,2.4144629874928549e-05,3.7873127727564397e-17,1.4926249376749795e-21,9.2730492059606125e-31,3.0927399620382002e-13,9.381301625950393e-45,9.6444665781031249e-15,2.1500337539654672e-32,4.2524123700825453e-13,4.921904274912688e-32,1.3254612855247171e-36,4.9554971713683232e-11,2.2932444677407979e-37,0.0027243012566076142,9.7773139609279663e-07,5.2345034146752289e-10,0.00021607536161126966,2.2981456990460684e-14,2.3081408406592507e-06,6.8304571980247307e-05,1.7153740249170708e-08,5.9038692778287656e-07,2.1605611338186614e-07,3.9238721306341861e-07,2.4216451881393685e-15
2.0649576900166325e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18987971371915549,0.097202107852305666,0.099995064984459411,0.0,7.888454022712028e-06,2.4267826661475746e-05,3.8102979614340527e-17,1.4956618157883923e-21,9.3575049672202006e-31,3.1064319206979039e-13,9.5049451332927815e-45,9.6785911143730512e-15,2.1640026732422743e-32,4.2621238166666014e-13,4.9598248298432724e-32,1.3356218083109292e-36,4.9666666854033082e-11,2.313171128736001e-37,0.0027267405098936252,9.7771208405895918e-07,5.2342855034989748e-10,0.0002163397535958746,2.3083110338412941e-14,2.3156318831200407e-06,6.8441481835502071e-05,1.7154706632886474e-08,5.9266028144942782e-07,2.1725321887044101e-07,3.9399989092101183e-07,2.4346099229991308e-15
2.0692945008729695e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18987686910268473,0.097199530382083718,0.099995048320393937,0.0,7.9179070966383024e-06,2.4391315337465311e-05,3.8333723747123141e-17,1.4986984547300456e-21,9.442515996198691e-31,3.1201535737996725e-13,9.6299413947629712e-45,9.7127475799496544e-15,2.1780314962438621e-32,4.2718354049825383e-13,4.9979482736446557e-32,1.345836233887035e-36,4.9778353704250963e-11,2.3332271134738518e-37,0.0027291719748182013,9.7769282691454443e-07,5.2340682500701995e-10,0.00021660344043707152,2.3184904504587838e-14,2.3231263036301858e-06,6.8578376856621179e-05,1.7155667645643364e-08,5.9493764690489206e-07,2.1845355954149055e-07,3.9561576595058281e-07,2.4476111080699198e-15
2.0736313117293064e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1898740329545455,0.097196960683665484,0.099995031635136816,0.0,7.9473953028810646e-06,2.4515095413637848e-05,3.8565361591225378e-17,1.5017348553597058e-21,9.5280843884152133e-31,3.13390491511034e-13,9.7563021748459784e-45,9.7469358360958206e-15,2.1921203462142981e-32,4.2815471331742069e-13,5.0362751806933686e-32,1.3561047115137515e-36,4.9890032228690224e-11,2.3534129759337915e-37,0.0027315956761728632,9.7767362450025724e-07,5.2338516530067225e-10,0.00021686642346549224,2.328683872291566e-14,2.3306240707798726e-06,6.8715257100433603e-05,1.715662332338298e-08,5.9721901715798862e-07,2.1965713092806934e-07,3.9723483776631864e-07,2.4606487309308729e-15
2.0775344415000096e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1898714876401047,0.097194654579534023,0.099995016600330416,0.0,7.9739646451113753e-06,2.4626746223870142e-05,3.8774600984160035e-17,1.5044674128785155e-21,9.6055742191645054e-31,3.1463065005526693e-13,9.8712033247282472e-45,9.7777323331369259e-15,2.2048517360820323e-32,4.2902878066200231e-13,5.0709438327325639e-32,1.3653926792009877e-36,4.9990535752884683e-11,2.3716917563815731e-37,0.0027337703899663799,9.7765638899412653e-07,5.2336572750460736e-10,0.00021710250753247226,2.3378698626951279e-14,2.3373748967325406e-06,6.883843673206976e-05,1.715747890135891e-08,5.992756686987401e-07,2.2074310372850414e-07,3.9869473533510106e-07,2.4724137354274155e-15
2.0810472582936426e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18986920268814567,0.097192584436184684,0.099995003054397055,0.0,7.9979012563970759e-06,2.4727433126130595e-05,3.8963537272931757e-17,1.5069265507119841e-21,9.675703783127096e-31,3.1574884799379478e-13,9.9755747325869093e-45,9.805471017905053e-15,2.2163517181920674e-32,4.2981545072195296e-13,5.1022872716595991e-32,1.3737894770687733e-36,5.0080983112937297e-11,2.3882333251403472e-37,0.0027357222876816154,9.7764091474341344e-07,5.233482786472052e-10,0.00021731449749401528,2.3461468534446406e-14,2.3434529173623792e-06,6.8949288239730729e-05,1.7158245272751206e-08,6.0112941952945059e-07,2.2172271085641096e-07,4.0001085658463392e-07,2.4830274580958228e-15
2.0845600750872756e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18986692324604154,0.097190519348049773,0.09999498949465406,0.0,8.0218607429642864e-06,2.4828310341663382e-05,3.9153062526937427e-17,1.5093855337106298e-21,9.746202759945885e-31,3.1686899266574349e-13,1.0080862567760259e-44,9.8332303147592024e-15,2.2278913030254837e-32,4.3060212963465351e-13,5.1337652236590739e-32,1.3822220036963289e-36,5.017142494788317e-11,2.4048610953982824e-37,0.00273766913554039,9.776254761268479e-07,5.2333087246876442e-10,0.00021752602805614647,2.354432896096449e-14,2.3495330783129817e-06,6.9060130152339257e-05,1.7159008206765309e-08,6.0298578543401903e-07,2.2270442964427502e-07,4.0132907456495852e-07,2.4936650650422962e-15
2.0880728918809086e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18986464930005034,0.097188459302091884,0.099994975921129464,0.0,8.0458430527031991e-06,2.4929377607863151e-05,3.93431775224848e-17,1.5118443623272687e-21,9.817072263787895e-31,3.1799108373887449e-13,1.0187073228713438e-44,9.8610101505386055e-15,2.2394705560191582e-32,4.3138881730467916e-13,5.1653779937279803e-32,1.3906903383001973e-36,5.0261861239254287e-11,2.4215753637492618e-37,0.0027396109465669541,9.7761007306168642e-07,5.2331350886512913e-10,0.00021773709992961021,2.3627279499528012e-14,2.3556153631645606e-06,6.9170962499667739e-05,1.7159767721945922e-08,6.0484476267205783e-07,2.2368825767739564e-07,4.0264938907417878e-07,2.5043265494217689e-15
2.0915857086745416e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18986238083646309,0.097186404285307226,0.099994962333851314,0.0,8.0698481335981969e-06,2.5030634661560684e-05,3.9533883035341313e-17,1.5143030370138089e-21,9.8883134089189369e-31,3.1911512088073367e-13,1.0294213147002584e-44,9.8888104522103746e-15,2.2510895425965506e-32,4.3217551363731161e-13,5.197125886805742e-32,1.3991945600726121e-36,5.0352291968687366e-11,2.4383764272768146e-37,0.002741547733751968,9.775947054672269e-07,5.2329618771114516e-10,0.00021794771382592994,2.3710319741624706e-14,2.361699755550415e-06,6.9281785311400764e-05,1.7160523836707295e-08,6.0670634749782752e-07,2.2467419253213884e-07,4.0397179991109479e-07,2.5150119043163036e-15
2.0950985254681746e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1898601178416035,0.097184354284725577,0.099994948732847574,0.0,8.0938759337278185e-06,2.513208123902906e-05,3.9725179840734714e-17,1.516761558221249e-21,9.959927309697069e-31,3.2024110375865335e-13,1.040228878738531e-44,9.9166311468695358e-15,2.2627483281677162e-32,4.329622185385329e-13,5.2290092077736969e-32,1.4077347481813387e-36,5.044271711792323e-11,2.4552645835540121e-37,0.002743479510052584,9.7757937326173657e-07,5.2327890890856329e-10,0.00021815787045737712,2.379344928159051e-14,2.3677862391751899e-06,6.939259861711687e-05,1.7161276569351145e-08,6.0857053616031797e-07,2.2566223177601089e-07,4.0529630687520167e-07,2.5257211227741297e-15
2.0986113422618076e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18985786030182797,0.09718230928741016,0.099994935118146125,0.0,8.1179264012647674e-06,2.5233717075989787e-05,3.9917068713353727e-17,1.5192199263996841e-21,1.0031915080566083e-30,3.2136903203975323e-13,1.0511306647931356e-44,9.9444721617391283e-15,2.2744469781293236e-32,4.3374893191502134e-13,5.2610282614545932e-32,1.4163109817695222e-36,5.0533136668806073e-11,2.472240130643372e-37,0.0027454062883925418,9.7756407636268457e-07,5.2326167235735329e-10,0.00021836757053696602,2.3876667714548809e-14,2.3738747978081484e-06,6.9503402446295407e-05,1.7162025938065011e-08,6.1043732490333246e-07,2.2665237296773208e-07,4.0662290976668641e-07,2.5364541978023846e-15
2.1021241590554406e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18985560820352568,0.097180269280457504,0.099994921489774888,0.0,8.1419994844759135e-06,2.5335541907618941e-05,4.0109550427348695e-17,1.521678141998311e-21,1.0104277836049007e-30,3.2249890539094321e-13,1.0621273260133323e-44,9.9723334241702219e-15,2.2861855578646677e-32,4.3453565367414534e-13,5.2931833526120553e-32,1.42492333995545e-36,5.0623550603282818e-11,2.4893033670967535e-37,0.0027473280816622467,9.7754881468934697e-07,5.2324447792608041e-10,0.00021857681477845724,2.3959974633122977e-14,2.3799654152673038e-06,6.9614196828332578e-05,1.7162771960910991e-08,6.1230670996557133e-07,2.2764461365730993e-07,4.0795160838642591e-07,2.5472111223284433e-15
2.1056369758490736e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18985336153311821,0.097178234250997517,0.099994907847761716,0.0,8.1660951317222742e-06,2.5437555468553255e-05,4.0302625756332286e-17,1.5241362054654262e-21,1.0177016690741637e-30,3.2363072347892367e-13,1.0732195189017551e-44,1.0000214861642015e-14,2.2979641327436889e-32,4.3532238372395885e-13,5.3254747859500898e-32,1.4335719018324148e-36,5.0713958903402504e-11,2.5064545919552612e-37,0.0027492449027188598,9.7753358816105679e-07,5.2322732551642544e-10,0.00021878560389632182,2.404336963330353e-14,2.3860580754432061e-06,6.9724981792517496e-05,1.7163514655834564e-08,6.1417868758071368e-07,2.286389513861129e-07,4.0928240253598419e-07,2.557991889248302e-15
2.1091497926427066e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18985112027705983,0.097176204186193244,0.099994894192134365,0.0,8.1902132914590317e-06,2.5539757492896219e-05,4.0496295473380096e-17,1.5265941172484334e-21,1.0250132759306158e-30,3.2476448597018841e-13,1.0844079033255136e-44,1.0028116401761865e-14,2.3097827681229818e-32,4.3610912197319599e-13,5.3579028661125682e-32,1.4422567464686842e-36,5.0804361551315541e-11,2.5236941047491429e-37,0.0027511567643863804,9.7751839669585873e-07,5.232102150371607e-10,0.00021899393860573332,2.4126852312779745e-14,2.3921527622947235e-06,6.9835757368036773e-05,1.7164254040670266e-08,6.1605325397749916e-07,2.2963538368694305e-07,4.1061529201761048e-07,2.5687964914281476e-15
2.1126626094363396e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18984888442183706,0.097174179073240829,0.099994880522920548,0.0,8.2143539122354923e-06,2.5642147714224119e-05,4.0690560351031337e-17,1.5290518777938448e-21,1.0323627156464709e-30,3.2590019253102539e-13,1.0956931425273152e-44,1.0056037972265361e-14,2.3216415293458179e-32,4.3689586833126574e-13,5.390467897682736e-32,1.4509779529072319e-36,5.0894758529273097e-11,2.5410222054976903e-37,0.0027530636794557369,9.7750324021288041e-07,5.2319314635116766e-10,0.00021920181962258107,2.42104222653919e-14,2.3982494598238549e-06,6.9946523583999627e-05,1.716499013313362e-08,6.1793040537981107e-07,2.3063390808410927e-07,4.1195027663423601e-07,2.5796249216455538e-15
2.1161754262299725e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18984665395396891,0.097172158899369462,0.099994866840148008,0.0,8.2385169426951166e-06,2.5744725865592069e-05,4.0885421161289432e-17,1.5315094875472843e-21,1.0397500996993025e-30,3.2703784282751868e-13,1.1070759031366021e-44,1.0083979501016362e-14,2.3335404817421548e-32,4.376826227082473e-13,5.4231701851827345e-32,1.4597356001655624e-36,5.0985149819626438e-11,2.5584391947091408e-37,0.002754965660684866,9.7748811863217611e-07,5.2317611935807593e-10,0.00021940924766342831,2.429407908864123e-14,2.4043481521052893e-06,7.0057280469408491e-05,1.7165722950824308e-08,6.1981013800675447e-07,2.3163452209349945e-07,4.132873561894727e-07,2.5904771726462776e-15
2.1196882430236055e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1898444288600066,0.097170143651841276,0.099994853143844389,0.0,8.2627023315754841e-06,2.5847491679540044e-05,4.1080878675622788e-17,1.5339669469534886e-21,1.047175539571418e-30,3.2817743652555009e-13,1.1185568551807059e-44,1.0111940916007053e-14,2.3454796906286555e-32,4.3846938501488484e-13,5.4560100330730793e-32,1.4685297672357715e-36,5.1075535404826315e-11,2.5759453733805771e-37,0.0027568627207988027,9.7747303187266465e-07,5.2315913397843128e-10,0.0002196162234454992,2.4377822383143791e-14,2.4104488232876685e-06,7.0168028053157748e-05,1.7166452511233123e-08,6.2169244807273953e-07,2.3263722322265323e-07,4.1462653048760956e-07,2.601353237161821e-15
2.1232010598172385e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18984220912653346,0.097168133317951197,0.099994839434037308,0.0,8.2869100277082952e-06,2.5950444888098828e-05,4.1276933664965318e-17,1.5364242564563162e-21,1.0546391467492274e-30,3.2931897329080036e-13,1.1301366720960144e-44,1.0139922145358008e-14,2.3574592213087013e-32,4.3925615516258267e-13,5.488987745752221e-32,1.4773605330842123e-36,5.1165915267422235e-11,2.5935410429978271e-37,0.0027587548724897605,9.7745797985347113e-07,5.2314219006886759e-10,0.00021982274768670459,2.4461651743946905e-14,2.41655145755598e-06,7.0278766364071548e-05,1.7167178831736384e-08,6.2357733178755925e-07,2.3364200897083396e-07,4.1596779933361144e-07,2.6122531078247863e-15
2.1267138766108715e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18983999474016519,0.097166127885027001,0.099994825710754312,0.0,8.3111399800193519e-06,2.6053585222796018e-05,4.1473586899717151e-17,1.5388814164987441e-21,1.06214103272261e-30,3.3046245278875147e-13,1.1418160307391565e-44,1.0167923117318227e-14,2.369479139072409e-32,4.4004293306340006e-13,5.5221036275560462e-32,1.4862279766512515e-36,5.1256289390061945e-11,2.6112265055353644e-37,0.0027606421284172202,9.7744296249501743e-07,5.2312528752336866e-10,0.0002200288211055948,2.4545566769750933e-14,2.4226560391666999e-06,7.03894954308687e-05,1.7167901929595677e-08,6.2546478535647099e-07,2.3464887682910068e-07,4.173111625331156e-07,2.6231767772314378e-15
2.129875411725141e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18983800635317188,0.097164327175273776,0.09999481334830046,0.0,8.332965923994707e-06,2.6146571294578573e-05,4.1651086947124829e-17,1.5410927331137013e-21,1.0689255506175681e-30,3.3149324509672818e-13,1.1524131238822889e-44,1.0193140812814663e-14,2.3803316499678801e-32,4.4075103973089385e-13,5.5520263072639188e-32,1.4942401005343926e-36,5.1337621178512087e-11,2.6272204447415902e-37,0.002762336483310892,9.7742947644106651e-07,5.2311011054562864e-10,0.00022021390232389472,2.4621163209284321e-14,2.4281518146493187e-06,7.0489143710907956e-05,1.7168549976489047e-08,6.2716568765379196e-07,2.3555683602546989e-07,4.1852197992481392e-07,2.6330284215129737e-15
2.1330369468394107e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18983602227680593,0.097162530415872736,0.099994800974973444,0.0,8.3548098170800272e-06,2.6239708524254716e-05,4.1829072757777342e-17,1.5433039293455345e-21,1.0757412459258113e-30,3.3252561050293159e-13,1.1630918951279785e-44,1.0218374389684887e-14,2.391216974853217e-32,4.4145915254451337e-13,5.5820613721955682e-32,1.5022820548014279e-36,5.1418948291108583e-11,2.6432875820358564e-37,0.0027640268920466836,9.7741601833859404e-07,5.2309496691845548e-10,0.00022039861948336512,2.4696828423010651e-14,2.4336491433969145e-06,7.0588784547189132e-05,1.7169195439367497e-08,6.2886866568297841e-07,2.3646647785175082e-07,4.1973449344521159e-07,2.6428993313203722e-15
2.1361984819536803e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18983404250137642,0.097160737597653576,0.099994788590793263,0.0,8.3766716222376956e-06,2.6332996715086169e-05,4.2007544892189938e-17,1.5455150055153616e-21,1.082588199928216e-30,3.3355954876309027e-13,1.1738528450554112e-44,1.0243623795889419e-14,2.4021351612974135e-32,4.4216727144149204e-13,5.6122090440800313e-32,1.510353896945663e-36,5.1500270715403093e-11,2.6594281385723957e-37,0.0027657133637856816,9.7740258812973582e-07,5.2307985653089862e-10,0.00022058297310914744,2.477256211610696e-14,2.4391480140446738e-06,7.068841796046604e-05,1.7169838330586149e-08,6.3057371666855177e-07,2.3737780046216488e-07,4.2094870295400709e-07,2.6527895011261577e-15
2.13936001706795e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18983206701721364,0.097158948711467283,0.099994776195779886,0.0,8.3985513024918086e-06,2.642643567001923e-05,4.2186503910529203e-17,1.5477259619437272e-21,1.089466493906405e-30,3.3459505963280614e-13,1.1846964765157713e-44,1.0268888979473165e-14,2.4130862568607999e-32,4.4287539635948013e-13,5.6424695446041406e-32,1.5184556844432101e-36,5.1581588439010164e-11,2.6756423358257976e-37,0.0027673959076677051,9.7738918575671594e-07,5.2306477937013086e-10,0.00022076696372673536,2.4848364004696241e-14,2.44464841531248e-06,7.0788043971385669e-05,1.7170478662430121e-08,6.3228083783225149e-07,2.3829080200572869e-07,4.2216460831133459e-07,2.6626989254769183e-15
2.1419679327576962e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18983044068501281,0.097157476031880144,0.099994765963129451,0.0,8.4166130389051691e-06,2.6503625775641283e-05,4.2334492102251654e-17,1.5495496657880062e-21,1.0951639694015567e-30,3.3545042468368222e-13,1.1937038588127005e-44,1.0289741791023923e-14,2.4221444989117155e-32,4.4345952533664548e-13,5.6675161793766979e-32,1.5251613397744695e-36,5.1648662991818403e-11,2.6890728335675152e-37,0.0027687808697891866,9.773781511954556e-07,5.230523673240617e-10,0.00022091846272104625,2.4910943274025747e-14,2.4491867801316824e-06,7.0870218819775915e-05,1.7171004947463592e-08,6.3369057956406623e-07,2.3904518933926457e-07,4.2316887163149994e-07,2.6708875894033612e-15
2.1445758484474425e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18982881726079859,0.097156006016489285,0.09999475572313242,0.0,8.4346868924768281e-06,2.658091822225403e-05,4.2482812285190261e-17,1.5513732885522237e-21,1.1008828708610424e-30,3.3630685950036291e-13,1.2027681294572531e-44,1.0310605273797459e-14,2.4312251927496873e-32,4.4404365833405614e-13,5.6926398626894046e-32,1.5318874425197006e-36,5.171573433081061e-11,2.7025537151093511e-37,0.0027701631705444388,9.7736713550244836e-07,5.2303997775004619e-10,0.00022106971536260304,2.4973568582215984e-14,2.4537261724610985e-06,7.0952388656872887e-05,1.7171529506125743e-08,6.3510172647733004e-07,2.398007167819702e-07,4.2417428870520915e-07,2.6790893480029549e-15
2.1471837641371888e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18982719673917534,0.097154538660191955,0.099994745475799909,0.0,8.4527728425473994e-06,2.6658312898778334e-05,4.2631464773225888e-17,1.5531968304154288e-21,1.106623243907493e-30,3.3716436394547772e-13,1.2118895742035929e-44,1.0331479398761636e-14,2.4403283650565207e-32,4.4462779531735043e-13,5.7178407189071021e-32,1.5386340249128028e-36,5.178280244913057e-11,2.716085105254621e-37,0.0027715428150310055,9.7735613864568335e-07,5.2302761062983569e-10,0.00022122072194695954,2.5036239768964346e-14,2.458266586022022e-06,7.1034553494179239e-05,1.7172052345202934e-08,6.3651427700848947e-07,2.4055738328702803e-07,4.2518085945462248e-07,2.687304198140003e-15
2.149791679826935e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18982557911475709,0.097153073957895256,0.099994735221143105,0.0,8.4708708684860557e-06,2.6735809693995056e-05,4.2780449880078605e-17,1.5550202915564101e-21,1.1123851341632595e-30,3.3802293788159904e-13,1.2210684798695472e-44,1.0352364136923422e-14,2.4494540425100243e-32,4.4521193625235515e-13,5.7431188723746381e-32,1.5454011191796103e-36,5.1849867339950489e-11,2.7296671289548625e-37,0.0027729198083366663,9.7734516059265463e-07,5.2301526594248703e-10,0.00022137148276983463,2.5098956674944342e-14,2.4628080145613609e-06,7.1116713343161845e-05,1.7172573471451746e-08,6.3792822959278391e-07,2.4131518780528397e-07,4.2618858380209941e-07,2.6955321367050391e-15
2.1523995955166814e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18982396438216725,0.09715161190451603,0.099994724959173123,0.0,8.4889809496905315e-06,2.6813408496545921e-05,4.2929767919307854e-17,1.5568436721536992e-21,1.1181685872503212e-30,3.3888258117124224e-13,1.230305134338225e-44,1.0373259459328895e-14,2.4586022517840142e-32,4.4579608110508505e-13,5.7684744474168094e-32,1.5521887575377076e-36,5.1916928996471e-11,2.7432999113098209e-37,0.0027742941555394564,9.7733420131058668e-07,5.2300294360133637e-10,0.00022152199812714631,2.5161719133957486e-14,2.4673504518155909e-06,7.1198868215288026e-05,1.7173092891597465e-08,6.393435826642556e-07,2.4207412928525755e-07,4.2719746167019837e-07,2.703773160513369e-15
2.1550075112064277e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18982235253603919,0.097150152494980851,0.099994714689901121,0.0,8.5071030655870962e-06,2.6891109194935314e-05,4.3079419204312639e-17,1.5586669723855675e-21,1.1239736487900924e-30,3.3974329367686627e-13,1.2395998265616257e-44,1.0394165337063255e-14,2.4677730195483156e-32,4.4638022984174131e-13,5.7939075683382137e-32,1.5589969721963718e-36,5.1983987411920919e-11,2.7569835775674189e-37,0.0027756658617076853,9.7732326076733121e-07,5.2299064354986858e-10,0.00022167226831497784,2.5224526981751124e-14,2.4718938915411604e-06,7.1281018121995059e-05,1.7173610612331301e-08,6.4076033465577372e-07,2.4283420667316453e-07,4.2820749298167582e-07,2.7120272663364985e-15
2.157615426896174e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18982074357101542,0.097148695724225978,0.099994704413338159,0.0,8.5252371956305759e-06,2.6968911677531021e-05,4.3229404048331539e-17,1.5604901924300238e-21,1.1298003644033554e-30,3.4060507526087384e-13,1.2489528465620382e-44,1.0415081741250821e-14,2.4769663724687688e-32,4.4696438242871056e-13,5.819418359423204e-32,1.5658257953568135e-36,5.2051042579557173e-11,2.7707182531237416e-37,0.0027770349318999546,9.7731233893093687e-07,5.2297836582087082e-10,0.00022182229362953092,2.5287380064958174e-14,2.4764383275593568e-06,7.1363163074645192e-05,1.7174126640312779e-08,6.4217848399904439e-07,2.4359541891292463e-07,4.2921867765948629e-07,2.720294451052674e-15
