Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),H2OX(23),H2X(46),OCX(25),CHOX(50)
3.8778846120150356e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288411526791771,0.099989913979201248,0.099999501778088126,0.0,3.6033346985429053e-14,2.5442217930820208e-13,2.5881720621033578e-25,2.9464764868274745e-24,3.3615144098044579e-44,1.4739153728378244e-20,2.2523783552261242e-66,4.3713021755777224e-20,6.7826196720995142e-44,6.111133039147875e-19,7.3704895151950128e-43,2.0440759969499347e-47,7.128718669834998e-17,8.9333498918961048e-52,9.9474211338571467e-06,9.9640569413378675e-07,5.4695601098691586e-10,5.5266891106260389e-07,3.4397086949866804e-16,5.1618229583489615e-11,1.3799967487615378e-07,3.6675967110217973e-11,2.1540782923274174e-15,1.8164689156477803e-17,1.4153660686150187e-12,2.1832144476622334e-23
3.8952620226248514e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288406763894378,0.099989868846105862,0.099999501771954047,0.0,3.6708617351617209e-14,2.5781080194137421e-13,2.6253115833761067e-25,2.9597566490062547e-24,3.4400131977351817e-44,1.481187031562023e-20,2.3275169637045097e-66,4.4106801159235837e-20,6.943058104796728e-44,6.1984752923884142e-19,7.5093799378680035e-43,2.0825939666332662e-47,7.2306073398060556e-17,9.1873730559089201e-52,9.9919332090931275e-06,9.9641760487027872e-07,5.4695562915945185e-10,5.5515253545231133e-07,3.4397063782957492e-16,5.1724006997606873e-11,1.3862057631462187e-07,3.7019361127249134e-11,2.192746119044418e-15,1.8485058766686499e-17,1.4286876234510921e-12,2.2137446605491296e-23
3.912639433234667e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288402001101101,0.099989823713580187,0.099999501766053475,0.0,3.7393250569941964e-14,2.6122962327440085e-13,2.6627997756765708e-25,2.9730367926427609e-24,3.5199639707103005e-44,1.4884706253134969e-20,2.4048074997848347e-66,4.4502345809663892e-20,7.1065110156884876e-44,6.2866332682080385e-19,7.6502079412500285e-43,2.1216492583669483e-47,7.3334476392533689e-17,9.4473906142542076e-52,1.0036444715215233e-05,9.9642904701236109e-07,5.46955247338913e-10,5.5763615540955402e-07,3.4397040614651626e-16,5.1830259092027156e-11,1.3924147663161603e-07,3.736428536547423e-11,2.2319609199035222e-15,1.8809676765481097e-17,1.4420691381068812e-12,2.2445542785682492e-23
3.930016843844483e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1928839723841014,0.099989778581624181,0.099999501760377377,0.0,3.8087331480203835e-14,2.6467877832768307e-13,2.7006382042555885e-25,2.9863169177373403e-24,3.6013866369372318e-44,1.4957662653521748e-20,2.4843016312690321e-66,4.4899655700755357e-20,7.2730203938014586e-44,6.375610592387694e-19,7.7929912158475635e-43,2.1612467776358554e-47,7.4372437987862528e-17,9.7135149257305628e-52,1.0080955652230851e-05,9.9644003855712351e-07,5.4695486552524668e-10,5.6011977093414899e-07,3.4397017437343674e-16,5.1936985864537822e-11,1.398623758271544e-07,3.7710739602108443e-11,2.2717285877024976e-15,1.9138580765784586e-17,1.4555106076769216e-12,2.2756445498185766e-23
3.947394254454299e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288392475819774,0.099989733450237886,0.099999501754917147,0.0,3.8790945295085139e-14,2.6815840212065302e-13,2.738828434233463e-25,2.9995970242903385e-24,3.6843012842599825e-44,1.5030740634313415e-20,2.5660520365787628e-66,4.5298730826204059e-20,7.4426286106489036e-44,6.4654108901769546e-19,7.9377475310112248e-43,2.2013914517827882e-47,7.5420000484006201e-17,9.9858599104612306e-52,1.0125466020147346e-05,9.9645059681084521e-07,5.4695448371840211e-10,5.6260338202590916e-07,3.4396994283318029e-16,5.2044187312926693e-11,1.4048327390125485e-07,3.8058723617953822e-11,2.3120550609121934e-15,1.9471808546124165e-17,1.4690120274121416e-12,2.3070167225075062e-23
3.964771665064115e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288387713328328,0.099989688319421247,0.099999501749664405,0.0,3.9504177600142053e-14,2.7166862967177298e-13,2.7773720306039892e-25,3.0128771123020986e-24,3.7687281809618711e-44,1.5103941317975618e-20,2.6501124203907056e-66,4.5699571179703703e-20,7.6153784219129124e-44,6.5560377863023659e-19,8.084494734942492e-43,2.2420882300102882e-47,7.6477206174887398e-17,1.0264541064083217e-51,1.0169975818972105e-05,9.9646073841547813e-07,5.4695410191833071e-10,5.6508698868464256e-07,3.4396971130155097e-16,5.215186343498283e-11,1.4110417085393502e-07,3.8408237197269609e-11,2.352946323876397e-15,1.9809398050610567e-17,1.4825733927148826e-12,2.3386720449483652e-23
3.9821490756739306e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288382950934205,0.099989643189174277,0.099999501744611224,0.0,4.0227114353795708e-14,2.7520959599853546e-13,2.8162705582383446e-25,3.026157181772962e-24,3.8546877765682405e-44,1.5177265831906132e-20,2.7365375294615488e-66,4.6102176754947878e-20,7.7913129691265091e-44,6.6474949049754873e-19,8.2332507547002757e-43,2.2833420833824133e-47,7.7544097348486001e-17,1.0549675471998706e-51,1.0214485048712484e-05,9.964704793741214e-07,5.4695372012498491e-10,5.6757059091015259e-07,3.4396947960427083e-16,5.2260014228493643e-11,1.4172506668521242e-07,3.875928012764643e-11,2.3944084070115508e-15,2.0151387388917397e-17,1.4961946991340689e-12,2.3706117655579694e-23
3.9995264862837464e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288378188635863,0.09998959805949699,0.099999501739749849,0.0,4.0959841887322472e-14,2.787814361174633e-13,2.8555255818888564e-25,3.0394372327032661e-24,3.942200702649162e-44,1.5250715308434135e-20,2.8253831686446542e-66,4.6506547545630037e-20,7.9704757813556881e-44,6.7397858699006547e-19,8.3840335962073085e-43,2.3251580048264681e-47,7.8620716286929737e-17,1.0841381823688685e-51,1.0258993709375857e-05,9.9647983507552243e-07,5.4695333833832024e-10,5.7005418870223796e-07,3.4396924818787501e-16,5.2368639691246163e-11,1.4234596139510406e-07,3.911185219988449e-11,2.43644738700634e-15,2.0497814836260498e-17,1.5098759423605205e-12,2.4028371328542216e-23
4.016903896893562e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288373426431821,0.099989552930389344,0.099999501735072938,0.0,4.1702446904842987e-14,2.8238428504410965e-13,2.8951386661926497e-25,3.0527172650933482e-24,4.0312877736221291e-44,1.5324290884819507e-20,2.9167062171003543e-66,4.6912683545443523e-20,8.1529107768813271e-44,6.8329143042824428e-19,8.5368613442564126e-43,2.3675410091346937e-47,7.9707105266581167e-17,1.1139780427088866e-51,1.0303501800969583e-05,9.9648882031763546e-07,5.4695295655829277e-10,5.7253778206069358e-07,3.4396901682672263e-16,5.2477739821029377e-11,1.42966854983627e-07,3.9465953207875358e-11,2.4790693870211437e-15,2.0848718833377302e-17,1.5236171182224172e-12,2.435349395453737e-23
4.034281307503378e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288368664320663,0.099989507801851341,0.099999501730573301,0.0,4.2455016483310758e-14,2.8601827779305712e-13,2.9351113756751762e-25,3.0659972789435419e-24,4.1219699875547477e-44,1.5397993703252191e-20,3.0105646447018717e-66,4.7320584748081501e-20,8.3386622648810311e-44,6.9268838308328588e-19,8.6917521625165944e-43,2.4104961329659159e-47,8.0803306558121549e-17,1.1444993223027852e-51,1.034800932350102e-05,9.964974493302849e-07,5.4695257478486082e-10,5.7502137098531003e-07,3.439687851964818e-16,5.2587314615630887e-11,1.4358774745079791e-07,3.9821582948487373e-11,2.5222805768873631e-15,2.1204137986506164e-17,1.5374182226808941e-12,2.4681498020694993e-23
4.051658718113194e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288363902301009,0.099989462673883006,0.099999501726244139,0.0,4.321763807249946e-14,2.8968354937791915e-13,2.9754452747536361e-25,3.0792772742541792e-24,4.2142685269674e-44,1.5471824910851498e-20,3.1070175286388628e-66,4.7730251147237055e-20,8.5277749471108408e-44,7.0216980717782723e-19,8.8487242935390131e-43,2.4540284348471521e-47,8.1909362426631733e-17,1.1757143799727561e-51,1.0392516276977524e-05,9.9650573579695367e-07,5.4695219301798407e-10,5.7750495547587386e-07,3.4396855389316007e-16,5.269736407283693e-11,1.4420863879663338e-07,4.0178741221454765e-11,2.5660871733066075e-15,2.1564111067365748e-17,1.5512792518257793e-12,2.5012396015085664e-23
4.06903612872301e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288359140371555,0.099989417546484285,0.099999501722078901,0.0,4.3990399494989538e-14,2.9338023481133862e-13,3.0161419277402811e-25,3.0925572510255915e-24,4.3082047596359099e-44,1.5545785659665444e-20,3.2061250702206415e-66,4.8141682736603077e-20,8.7202939195868671e-44,7.1173606488660753e-19,9.0077960587627944e-43,2.4981429951751796e-47,8.3025315131669879e-17,1.2076357407365875e-51,1.0437022661406443e-05,9.9651369287574442e-07,5.4695181125762478e-10,5.7998853553216748e-07,3.4396832272777447e-16,5.2807888190436227e-11,1.4482952902114958e-07,4.0537427829269855e-11,2.6104954400497572e-15,2.1928677013134343e-17,1.5652002018714561e-12,2.5346200426698047e-23
4.0864135393328256e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1928835437853102,0.099989372419655179,0.099999501718071218,0.0,4.4773388946153904e-14,2.9710846910498822e-13,3.0572028988456183e-25,3.105837209258106e-24,4.403800239394186e-44,1.5619877106670112e-20,3.3079486118811038e-66,4.8554879509872363e-20,8.9162646742667969e-44,7.2138751833711027e-19,9.1689858585207078e-43,2.5428449162180621e-47,8.4151206927346161e-17,1.240276097270158e-51,1.048152847679513e-05,9.9652133321953198e-07,5.469514295037448e-10,5.8247211115397003e-07,3.4396809115685909e-16,5.2918886966216755e-11,1.4545041812436278e-07,4.0897642577078875e-11,2.6555116881558973e-15,2.229787492642927e-17,1.5791810691528579e-12,2.5682923745416387e-23
4.1037909499426415e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.192883496167782,0.099989327293395713,0.099999501714215011,0.0,4.5566694994142819e-14,3.0086838726957056e-13,3.0986297521815099e-25,3.1191171489520498e-24,4.5010767069368582e-44,1.5694100413768998e-20,3.4125506543874534e-66,4.8969841460737518e-20,9.1157331007313117e-44,7.3112452961017987e-19,9.3323121720446888e-43,2.5881393221166444e-47,8.5287080062394889e-17,1.2736483113761496e-51,1.0526033723150929e-05,9.9652866899534876e-07,5.4695104775630866e-10,5.8495568234105631e-07,3.4396785994722169e-16,5.3030360397963958e-11,1.4607130610628888e-07,4.1259385272580894e-11,2.7011422761311227e-15,2.2671744075286209e-17,1.5932218501215853e-12,2.6022578461998708e-23
4.121168360552457e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288344855111916,0.099989282167705862,0.099999501710504479,0.0,4.6370406579867757e-14,3.0466012431481809e-13,3.1404240517641657e-25,3.1323970701077486e-24,4.6000560906218862e-44,1.57684567477924e-20,3.5199948742547891e-66,4.938656858289106e-20,9.3187454878653656e-44,7.4094746074061543e-19,9.4977935574712389e-43,2.6340313588859923e-47,8.6432976780243668e-17,1.3077654154589865e-51,1.0570538400481181e-05,9.9653571190302411e-07,5.4695066601528234e-10,5.8743924909319814e-07,3.4396762901014846e-16,5.3142308483465954e-11,1.4669219296694357e-07,4.1622655725929824e-11,2.7473936101472125e-15,2.3050323893138583e-17,1.6073225413421436e-12,2.6365177068055235e-23
4.138545771162273e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288340093531045,0.099989237042585624,0.099999501706933905,0.0,4.7184613016984627e-14,3.0848381524949261e-13,3.1825873615170537e-25,3.1456769727255256e-24,4.7007605072731707e-44,1.5842947280496751e-20,3.6303461413687024e-66,4.9805060870025291e-20,9.5253485255393895e-44,7.508566737177426e-19,9.6654486518466993e-43,2.6805261944168175e-47,8.7588939319080094e-17,1.3426406140059992e-51,1.0615042508793231e-05,9.9654247319311284e-07,5.4695028428063244e-10,5.8992281141016386e-07,3.4396739749430523e-16,5.3254731220511276e-11,1.4731307870634245e-07,4.1987453749639524e-11,2.7942721442401814e-15,2.3433653978796907e-17,1.6214831394882947e-12,2.6710732056026975e-23
4.155923181772089e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288335332034501,0.099989191918034959,0.099999501703497945,0.0,4.8009403991876028e-14,3.1233959508138575e-13,3.2251212452737011e-25,3.1589568568057021e-24,4.8032122629831294e-44,1.5917573188564043e-20,3.7436705368180039e-66,5.02253183158324e-20,9.7355893062903512e-44,7.6085253048595985e-19,9.8352961711323546e-43,2.7276290184768476e-47,8.8755009911915518e-17,1.3782872850748065e-51,1.065954604809441e-05,9.9654896368413343e-07,5.4694990255232723e-10,5.9240636929171789e-07,3.4396716634673231e-16,5.3367628606884728e-11,1.4793396332450089e-07,4.2353779158491823e-11,2.8417843805087046e-15,2.3821774096428173e-17,1.6357036413395279e-12,2.7059255919164887e-23
4.173300592381905e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288330570621251,0.099989146794053907,0.099999501700191382,0.0,4.8844869563632752e-14,3.1622759881731841e-13,3.2680272667804141e-25,3.1722367223485978e-24,4.9074338539152609e-44,1.5992335653601185e-20,3.8600353709397182e-66,5.064734091400442e-20,9.9495153270026957e-44,7.7093539294526791e-19,1.0007354910209452e-42,2.7753450427121689e-47,8.993123078664671e-17,1.4147189817869258e-51,1.0704049018392059e-05,9.9655519377914739e-07,5.4694952083033619e-10,5.9488992273762179e-07,3.4396693567837705e-16,5.3481000640373537e-11,1.4855484682143423e-07,4.2721631769447471e-11,2.8899368693124177e-15,2.4214724175535219e-17,1.6499840437776366e-12,2.7410761151509578e-23
4.1906780029917206e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288325809290291,0.099989101670642413,0.099999501697009233,0.0,4.9691100164034416e-14,3.2014796146314101e-13,3.3113069896989081e-25,3.1855165693545328e-24,5.013447967106713e-44,1.606723586213943e-20,3.9795092015785724e-66,5.1071128658233188e-20,1.0167174490589195e-43,7.8110562295177444e-19,1.0181643742884047e-42,2.8236795006485323e-47,9.1117644166114841e-17,1.4519494338275988e-51,1.0748551419693506e-05,9.9656117348170382e-07,5.4694913911462977e-10,5.9737347174763384e-07,3.4396670422065404e-16,5.3594847318766772e-11,1.4917572919715746e-07,4.3091011401559713e-11,2.9387362094700858e-15,2.4612544310936109e-17,1.6643243437833986e-12,2.7765260247870793e-23
4.2080554136015365e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288321048040652,0.09998905654780052,0.099999501693946655,0.0,5.0548186597529403e-14,3.2410081802373337e-13,3.3549619776088482e-25,3.1987963978238241e-24,5.1212774812707852e-44,1.6142275005633733e-20,4.102161852563117e-66,5.1496681542210442e-20,1.0388615107671641e-43,7.9136358231818126e-19,1.035818162189177e-42,2.8726376476926175e-47,9.2314292268162143e-17,1.4899925489518451e-51,1.0793053252006083e-05,9.9656691241117325e-07,5.4694875740518003e-10,5.9985701632150957e-07,3.4396647308676809e-16,5.3709168639848883e-11,1.4979661045168547e-07,4.3461917875890738e-11,2.988189048457664e-15,2.501527476274348e-17,1.6787245384333703e-12,2.81227657038077e-23
4.225432824211352e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288316286871418,0.099989011425528171,0.099999501690999026,0.0,5.1416220041213857e-14,3.2808630350300468e-13,3.3989937940103142e-25,3.2120762077567876e-24,5.2309454675994669e-44,1.6217454280462204e-20,4.228064432400771e-66,5.1923999559627726e-20,1.0613885898261465e-43,8.0170963281425069e-19,1.0536987578902417e-42,2.9222247611332731e-47,9.3521217305686504e-17,1.5288624144967334e-51,1.0837554515337115e-05,9.9657241981749068e-07,5.469483757019599e-10,6.0234055645900089e-07,3.4396624273514221e-16,5.3823964601405918e-11,1.504174905850331e-07,4.3834351015430618e-11,3.0383020826062139e-15,2.5422955956343967e-17,1.6931846248967714e-12,2.8483290015609785e-23
4.242810234821168e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288311525781687,0.099988966303825408,0.099999501688161935,0.0,5.2295292044810048e-14,3.3210455290389304e-13,3.4434040023261798e-25,3.2253559991537384e-24,5.3424751905659121e-44,1.6292774887925494e-20,4.3572893531939589e-66,5.2353082704176403e-20,1.0843035993440155e-43,8.1214413616725299e-19,1.0718080724524466e-42,2.9724461401427212e-47,9.4738461486693455e-17,1.5685732988998702e-51,1.088205520969393e-05,9.9657770459533682e-07,5.4694799400494259e-10,6.0482409215985752e-07,3.4396601135167788e-16,5.3939235201227479e-11,1.5103836959721503e-07,4.4208310645018855e-11,3.0890820572997158e-15,2.5835628482377535e-17,1.7077046004324718e-12,2.8846845680277239e-23
4.260187645430984e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288306764770613,0.099988921182692175,0.099999501685431091,0.0,5.3185494530643906e-14,3.3615570122836588e-13,3.4881941659044157e-25,3.23863577201499e-24,5.4558901087269218e-44,1.6368238034246224e-20,4.4899103497796827e-66,5.2783930969547712e-20,1.1076114937039622e-43,8.2266745406239641e-19,1.0901480248309448e-42,3.0233071057777138e-47,9.5966067014346451e-17,1.6091396532241183e-51,1.0926555335083852e-05,9.9658277529777316e-07,5.4694761231410328e-10,6.0730762342382576e-07,3.4396578016095205e-16,5.4054980437097877e-11,1.5165924748824574e-07,4.4583796591268272e-11,3.1405357671727493e-15,2.6253333096716892e-17,1.722284462386073e-12,2.9213445195502428e-23
4.2775650560408e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288302003837379,0.099988876062128515,0.099999501682802361,0.0,5.4086919793621749e-14,3.4023988347741968e-13,3.5333658480203219e-25,3.2519155263408552e-24,5.5712138755253901e-44,1.644384493056844e-20,4.6260024990947613e-66,5.3216544349432696e-20,1.1313172687322396e-43,8.3327994814323824e-19,1.1087205418756199e-42,3.0748130009806826e-47,9.7204076087014767e-17,1.6505761126885231e-51,1.0971054891514201e-05,9.9658764014935771e-07,5.4694723062941778e-10,6.0979115025064917e-07,3.4396555017988386e-16,5.4171200306801664e-11,1.522801242581395e-07,4.4960808682491498e-11,3.1926700563080563e-15,2.6676110720446879e-17,1.7369242081870811e-12,2.9583101059651832e-23
4.312319877260432e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288292482201247,0.099988785822709758,0.099999501677835612,0.0,5.5923809693390711e-14,3.4850788974840134e-13,3.6248600206156623e-25,3.2784749793876669e-24,5.8076835480512886e-44,1.6595494842397006e-20,4.9089073925259192e-66,5.4087066427507022e-20,1.1799426523221037e-43,8.5477391123030331e-19,1.1465710168391391e-42,3.1797810612951431e-47,9.9711473637173246e-17,1.7361188179397129e-51,1.1060052297525461e-05,9.9659678362964405e-07,5.4694646727841547e-10,6.1475819059182444e-07,3.4396508814807378e-16,5.4405063938863019e-11,1.5352187443457323e-07,4.571941062118807e-11,3.2990079971214847e-15,2.7537049506355015e-17,1.7663833414527228e-12,3.0331631831452311e-23
4.343599216358101e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288283912987286,0.099988704609180676,0.099999501673676716,0.0,5.7616326031012852e-14,3.5606342572446699e-13,3.7085252507148322e-25,3.3023784237418842e-24,6.0272758255533096e-44,1.6732483638987393e-20,5.1761744875070136e-66,5.4876572926115787e-20,1.2251172220299082e-43,8.7442708773273037e-19,1.1814513072769514e-42,3.2765120232334567e-47,1.0200413479373613e-16,1.816233657744254e-51,1.1140148017167266e-05,9.9660438497003392e-07,5.4694578028333581e-10,6.1922851172122422e-07,3.4396467277802931e-16,5.4617164433225227e-11,1.5463944575921698e-07,4.6407370091785659e-11,3.3971094041688623e-15,2.8329658008001607e-17,1.7931013399856907e-12,3.1015887636173419e-23
4.3748785554557697e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288275344014069,0.099988623397496798,0.099999501669791602,0.0,5.9346656563365158e-14,3.6372809110728837e-13,3.7934509098324771e-25,3.3262818080462562e-24,6.2534296232144916e-44,1.6869957246170509e-20,5.4559191521256402e-66,5.5671798297624234e-20,1.2716605321360001e-43,8.9437481749372286e-19,1.2171154344786102e-42,3.3754166508239064e-47,1.0433115949072991e-16,1.8994038253034416e-51,1.1220241893493833e-05,9.96611433530138e-07,5.4694509330785888e-10,6.2369881847017413e-07,3.4396426058169459e-16,5.483080270677651e-11,1.5575701345159509e-07,4.7100271672398013e-11,3.497524608122418e-15,2.913934701372512e-17,1.8200133257623878e-12,3.1710240414932309e-23
4.4061578945534384e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288266775277821,0.099988542187658097,0.099999501666161492,0.0,6.1115353022926172e-14,3.7150267318756101e-13,3.879646112630681e-25,3.3501851323025644e-24,6.4862900404412766e-44,1.7007922905214628e-20,5.7486304002625017e-66,5.6472742505232198e-20,1.3196032389546045e-43,9.1461920816073502e-19,1.2535749213455185e-42,3.476526895596012e-47,1.0669279366132274e-16,1.9857215360644763e-51,1.1300333926547797e-05,9.9661796695116259e-07,5.4694440635187312e-10,6.2816911083709073e-07,3.439638425216581e-16,5.5045978746615158e-11,1.5687457751178703e-07,4.7798114414311287e-11,3.6002953376344379e-15,2.996636114638209e-17,1.8471192864841995e-12,3.2414763080266586e-23
4.437437233651107e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288258206775039,0.099988460979664504,0.099999501662768803,0.0,6.292297105127115e-14,3.7938795924578236e-13,3.9671199731628594e-25,3.3740883965125854e-24,6.7260042864899669e-44,1.7146387909006891e-20,6.0548129608309413e-66,5.7279405512137747e-20,1.3689764472528534e-43,9.3516236697125943e-19,1.290841373684951e-42,3.5798749389063154e-47,1.0908928319153634e-16,2.075281062977278e-51,1.1380424116371777e-05,9.966240203111726e-07,5.4694371941527461e-10,6.3263938882036754e-07,3.4396342577495057e-16,5.5262692539816828e-11,1.5799213793987128e-07,4.8500897381533957e-11,3.7054638561644243e-15,3.0810946761515978e-17,1.8744192105367833e-12,3.3129528550443248e-23
4.468716572748776e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288249638502444,0.099988379773516017,0.099999501659597215,0.0,6.4770070198514169e-14,3.8738473655225087e-13,4.0558816049050257e-25,3.3979916006780839e-24,6.9727216956259235e-44,1.7285359602043307e-20,6.3749876839696602e-66,5.8091787281536924e-20,1.4198117134232808e-43,9.5600640075804529e-19,1.3289264802163032e-42,3.6854931919548572e-47,1.1152087392085413e-16,2.168178766475674e-51,1.1460512463008371e-05,9.9662962629982131e-07,5.4694303249796792e-10,6.3710965241837602e-07,3.4396301578107714e-16,5.5480944073455487e-11,1.5910969473592547e-07,4.9208619649752583e-11,3.8130729656920658e-15,3.1673351946968026e-17,1.9019130869500243e-12,3.3854609749168976e-23
4.499995911846445e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288241070456996,0.099988298569212583,0.099999501656631518,0.0,6.6657213922728171e-14,3.9549379236706467e-13,4.1459401207852203e-25,3.4218947448008194e-24,7.2265937422819461e-44,1.74248453804188e-20,6.7096919558877248e-66,5.8909887776623861e-20,1.4721410486557892e-43,9.7715341595387579e-19,1.3678420125770149e-42,3.7934142958007492e-47,1.1398781164277856e-16,2.2645131246731057e-51,1.1540598966500177e-05,9.9663481538105142e-07,5.4694234559986371e-10,6.415799016294672e-07,3.439625987148697e-16,5.570073333463144e-11,1.6022724790002597e-07,4.9921280305347406e-11,3.923166010426198e-15,3.2553826522488187e-17,1.9296009053602777e-12,3.4590079605307703e-23
4.5312752509441135e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288232502635841,0.099988217366754131,0.099999501653857459,0.0,6.8584969589343156e-14,4.0371591394012012e-13,4.2373046332112077e-25,3.4457978288825397e-24,7.4877740562158685e-44,1.756485269181741e-20,7.0594801223411425e-66,5.9733706960590701e-20,1.525996922109105e-43,9.9860551859594007e-19,1.4075998253281812e-42,3.9036711213768719e-47,1.1649034210534086e-16,2.3643847637680289e-51,1.1620683626889761e-05,9.9663961594479933e-07,5.4694165872087719e-10,6.4605013645197118e-07,3.4396218115829322e-16,5.5922060310418931e-11,1.6134479743224856e-07,5.0638878444463392e-11,4.0357868805098738e-15,3.3452622039346224e-17,1.9574826559747758e-12,3.5336011052612436e-23
4.562554590041782e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288223935036333,0.099988136166140648,0.099999501651261868,0.0,7.0553908470523234e-14,4.1205188851111114e-13,4.3299842540965275e-25,3.469700852924989e-24,7.7564184376673239e-44,1.7705389035502578e-20,7.4249239210674756e-66,6.0563244796627543e-20,1.581412264081689e-43,1.0203648143298115e-18,1.4482118559598592e-42,4.0162967695037434e-47,1.1902871101156496e-16,2.4678964886636428e-51,1.1700766444219692e-05,9.9664405444811584e-07,5.469409718609302e-10,6.5052035688420043e-07,3.4396177322089881e-16,5.6144924987881693e-11,1.6246234333266808e-07,5.1361413172135483e-11,4.1509800157214561e-15,3.4369991779942698e-17,1.9855583295380975e-12,3.6092477029469784e-23
4.593833929139451e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288215367656003,0.099988054967372078,0.099999501648832381,0.0,7.2564605744523344e-14,4.2050250330952737e-13,4.4239880948849986e-25,3.4936038169299034e-24,8.0326848725137303e-44,1.7846461962307546e-20,7.8066129232326976e-66,6.1398501247922548e-20,1.6384204691821058e-43,1.0424334084130647e-18,1.4896901248960865e-42,4.1313245709025711e-47,1.2160316401988923e-16,2.5751533137988678e-51,1.1780847418532516e-05,9.9664815554666744e-07,5.4694028501995036e-10,6.5499056292444863e-07,3.4396135679359333e-16,5.6369327354120041e-11,1.6357988560135852e-07,5.208888360146358e-11,4.2687904091718321e-15,3.5306190757420296e-17,2.0138279173005691e-12,3.6859550478651098e-23
4.62511326823712e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288206800492547,0.09998797377044838,0.09999950164655752,0.0,7.4617640495025967e-14,4.2906854555465311e-13,4.5193252665737951e-25,3.5175067208990129e-24,8.3167335474254561e-44,1.7988079074625809e-20,8.205154984055175e-66,6.223947627766172e-20,1.6970553994988318e-43,1.0648134057185502e-18,1.5320467354996229e-42,4.2487880862075656e-47,1.2421394674454793e-16,2.6862624941904487e-51,1.186092654987078e-05,9.9665194221731633e-07,5.4693959819786942e-10,6.5946075457099204e-07,3.439609373605185e-16,5.6595267396207434e-11,1.6469742423839331e-07,5.2821288852834358e-11,4.3892636109977844e-15,3.6261475715274995e-17,2.0422914109884686e-12,3.7637304347074008e-23
4.6563926073347885e-11,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.19288198233543827,0.099987892575369511,0.099999501644426572,0.0,7.6713595710458555e-14,4.3775080245556646e-13,4.6160048797351592e-25,3.5414095648340428e-24,8.6087268650201861e-44,1.813024802640165e-20,8.62117670275566e-66,6.3086169849029091e-20,1.7573513877695041e-43,1.0875069107373462e-18,1.5752938740764364e-42,4.3687211059774957e-47,1.26861304755916e-16,2.8013335566855802e-51,1.1941003838277015e-05,9.9665543587243223e-07,5.4693891139462401e-10,6.6393093182209109e-07,3.4396053174563936e-16,5.6822745101195536e-11,1.6581495924384511e-07,5.3558628053187193e-11,4.5124457320515079e-15,3.7236105126967385e-17,2.0709488027759276e-12,3.8425811585576063e-23
