Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3X(21),CH3OO(77),H2X(49),C2H4(47),CH2X(27),CHX(28),CX(26),OCX(25),C2H6X(52),COX(50),C2H4X(205),C2H4X(65),acetyl(43)
9.742317400009584e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44861691285723809,0.11503640627092893,0.022752772433407554,0.0,6.753992072315556e-16,3.1878624300097365e-06,2.1306001159675752e-08,2.2477783519480891e-09,9.8801602361679724e-22,8.8045179756383418e-05,1.1949299645496926e-18,7.5455783062073966e-05,7.0625679508301716e-14,2.1656189518802974e-18,2.3810188241593663e-16,1.8005456379480583e-18,3.315902367962649e-14,4.891259880961296e-13,0.0035452195363733,0.00013756821537271938,7.2618320933141949e-06,1.6752076342972156e-12,6.624895880229957e-09,4.9806914005106001e-10,4.562136873394186e-08,7.5478728995218269e-13,3.5029809513711418e-12,5.8704003910910771e-09,2.5623223628922255e-07,5.2552540944639513e-15,4.7674164822851783e-12,6.6748400829952446e-14,4.1066376545230677e-15,1.3982247659964788e-19,4.6926351233970708e-18
9.806307900447133e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44859888831643058,0.11501877140477582,0.022752324616934928,0.0,6.9502257303206226e-16,3.2291935892827441e-06,2.1812148411158244e-08,2.2924577516034427e-09,1.025635853094584e-21,8.8633272114280276e-05,1.2355035735822641e-18,7.5890528901885416e-05,7.207439006000126e-14,2.2368719758024635e-18,2.4547640346442895e-16,1.8549227644339645e-18,3.3806102232108738e-14,5.0238807537972471e-13,0.0035622628675390589,0.00013846333550040398,7.3443919907644171e-06,1.7052417968300273e-12,6.6632416339767753e-09,5.0138810506511276e-10,4.6307324381778723e-08,7.7537845806548988e-13,3.5362418434442674e-12,5.9993815594815848e-09,2.5890840251024477e-07,5.3469820889826593e-15,4.8701441820353554e-12,6.8332170596329365e-14,4.244680311612375e-15,1.4360786860825096e-19,4.836213511943479e-18
9.870298400884682e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44858092961726365,0.1150012024785985,0.022751876845193204,0.0,7.1509564414566425e-16,3.2708039567835508e-06,2.2326879593557762e-08,2.337726422931587e-09,1.0644203716856472e-21,8.9221484391389702e-05,1.2771767223792809e-18,7.632458005016393e-05,7.3543114981950972e-14,2.3099855900823966e-18,2.5302607628420097e-16,1.9105747710589639e-18,3.4461529739465226e-14,5.1591995631953291e-13,0.0035792401186371908,0.0001393583575808904,7.4272725726799956e-06,1.7355979751617114e-12,6.7015929144655132e-09,5.047076188853047e-10,4.6998662759867613e-08,7.9639108525265117e-13,3.569912648878005e-12,6.1302308311043817e-09,2.6159309987790229e-07,5.4396771507998574e-15,4.9743504651484194e-12,6.994274209126029e-14,4.3864001428851006e-15,1.4747009663642072e-19,4.9832042166545657e-18
9.934288901322231e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4485630365070663,0.11498369923685407,0.022751429118047478,0.0,7.356260403683664e-16,3.3126941811427522e-06,2.2850279548487482e-08,2.3835882507700467e-09,1.1043972963595847e-21,8.9809816448267033e-05,1.3199717857979182e-18,7.6757938170311603e-05,7.5031999624570975e-14,2.3849959946011535e-18,2.6075375734553952e-16,1.9675228692796097e-18,3.5125361681954198e-14,5.2972532363611996e-13,0.0035961515453404912,0.00014025328179916632,7.5104707272261889e-06,1.7662768656838511e-12,6.739949725147107e-09,5.0802768069880452e-10,4.769539200502322e-08,8.1783097521028757e-13,3.6040004920297996e-12,6.2629584113761086e-09,2.6428623507150636e-07,5.5333418931075887e-15,5.0800460336591263e-12,7.1580378976913674e-14,4.5318696957176821e-15,1.5141020855150755e-19,5.1336646595612986e-18
9.99827940175978e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44854520873416992,0.11496626142499128,0.022750981435363353,0.0,7.5662146354536848e-16,3.3548649189852796e-06,2.3382433244440275e-08,2.4300471202931105e-09,1.1455947999417282e-21,9.0398268145654875e-05,1.3639114454236687e-18,7.719060491902199e-05,7.6541189474691813e-14,2.461939860228623e-18,2.6866232637854531e-16,2.0257884727837359e-18,3.579765364394047e-14,5.4380789652271565e-13,0.0036129974023299529,0.00014114810833903323,7.593983333324506e-06,1.7972791436960466e-12,6.7783120694293788e-09,5.1134828969384456e-10,4.8397520421600578e-08,8.3970397348965021e-13,3.6385125424138303e-12,6.3975743464400285e-09,2.6698771480868454e-07,5.6279788847488509e-15,5.1872415900239451e-12,7.324534529258311e-14,4.6811624505855589e-15,1.554292596788646e-19,5.2876528058538831e-18
9.999999999999999e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44854473027466074,0.11496579345213759,0.022750969398532356,0.0,7.5719248801551738e-16,3.3560026989160348e-06,2.3396863617772896e-08,2.4313046009020953e-09,1.146719649285843e-21,9.0414092284537561e-05,1.3651089255148589e-18,7.7202229079609933e-05,7.6582050767123001e-14,2.4640357910366915e-18,2.6887749896256917e-16,2.0273735282528649e-18,3.581584777318732e-14,5.4419041539407763e-13,0.0036134494565713176,0.0001411721673911784,7.5962331605865468e-06,1.798117214171122e-12,6.7793436455567929e-09,5.1143758289935812e-10,4.8416474105945168e-08,8.4029813623923881e-13,3.6394464377554564e-12,6.4012201078337499e-09,2.6706046744261507e-07,5.6305369624129085e-15,5.1901447085888682e-12,7.3290493236810139e-14,4.6852301585601653e-15,1.5553842499046797e-19,5.2918425380462768e-18
1.0062269902197329e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44852744604790351,0.11494888878944652,0.022750533797006985,0.0,7.7808969776625046e-16,3.3973168348195788e-06,2.3923425772070725e-08,2.4771069170084462e-09,1.188041514975576e-21,9.0986839344480854e-05,1.4090186917748033e-18,7.7622581946293275e-05,7.8070830154979327e-14,2.5408543321444405e-18,2.7675468628830601e-16,2.0853931976990669e-18,3.6478461315070016e-14,5.5817142066800994e-13,0.0036297779432986361,0.00014204283738311513,7.6778072608603255e-06,1.8286054633877583e-12,6.8166799506772844e-09,5.1466944505970884e-10,4.9105056481305978e-08,8.6201596753285643e-13,3.6734560134773516e-12,6.5340885213621826e-09,2.6969744585180511e-07,5.7235906503069034e-15,5.2959478371188081e-12,7.4937905440051679e-14,4.8343528266207696e-15,1.5952831280800682e-19,5.4452271639672267e-18
1.0126260402634877e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44850974819859052,0.11493158107764015,0.022750086202845028,0.0,8.0003860955037969e-16,3.4400506009254181e-06,2.4473342339494081e-08,2.5247715267537199e-09,1.231766537575726e-21,9.1575529905855269e-05,1.4553168265085367e-18,7.8053870895442059e-05,7.9621067423361689e-14,2.6217770331683515e-18,2.8503376306801834e-16,2.146358862790666e-18,3.716784049142112e-14,5.7281966827884459e-13,0.0036464934209555168,0.00014293746911286793,7.7619393708933297e-06,1.8602564578227238e-12,6.8550533722131459e-09,5.179911459867202e-10,4.9818008822933324e-08,8.8477288670896303e-13,3.7088381613544012e-12,6.6725106583648126e-09,2.7241533501434823e-07,5.8201796701985168e-15,5.4061754782368907e-12,7.6658324169011919e-14,4.9915161871614641e-15,1.6370843819874533e-19,5.6064467856286158e-18
1.0190250903072426e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44849211493754437,0.11491433803797262,0.02274963865274468,0.0,8.2247614802245361e-16,3.4830668972403505e-06,2.5032268267602528e-08,2.5730448356932185e-09,1.2767994312710088e-21,9.2164339691068711e-05,1.5028294646288838e-18,7.8484473403116732e-05,8.1192047172457852e-14,2.7047460671000435e-18,2.9350250571008371e-16,2.2087074896472701e-18,3.7865847076631896e-14,5.877564381028029e-13,0.00366314408702933,0.00014383200370858822,7.8463765158706588e-06,1.8922327389259567e-12,6.8934323373169139e-09,5.2131339166622645e-10,5.0536386252028275e-08,9.0798070234987485e-13,3.7446662835968076e-12,6.812850315097429e-09,2.7514128916722165e-07,5.9177483807711319e-15,5.5179352170864207e-12,7.8406866562541874e-14,5.1527288452932975e-15,1.6797071358729837e-19,5.7713712658677943e-18
1.0254241403509975e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44847454601706377,0.1148971594198205,0.022749191146573661,0.0,8.4541034507810127e-16,3.5263664112448578e-06,2.5600288985399124e-08,2.6219307303144717e-09,1.3231702308375259e-21,9.2753268561589808e-05,1.5515805366961961e-18,7.8914391099311299e-05,8.2783915429007523e-14,2.7898000220685155e-18,3.0216388611520152e-16,2.2724613028565669e-18,3.8572537083003772e-14,6.0298555545069725e-13,0.0036797301922723911,0.00014472644134942228,7.931115539842724e-06,1.9245348974733349e-12,6.9318168492263694e-09,5.246361812905886e-10,5.1260197740481255e-08,9.3164542778609249e-13,3.7809477178832376e-12,6.9551168829457825e-09,2.7787521524502144e-07,6.0162991744038157e-15,5.6312377577884892e-12,8.0183798022638733e-14,5.3180680693827246e-15,1.7231622419237779e-19,5.9400607429897359e-18
1.0318231903947524e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44845704119043017,0.11488004497353291,0.022748743684200191,0.0,8.6884931553946769e-16,3.5699498378461907e-06,2.6177490025349831e-08,2.6714330974248882e-09,1.3709094461212946e-21,9.3342316379062775e-05,1.6015942910383604e-18,7.9343625607379095e-05,8.4396818353303401e-14,2.8769779738910161e-18,3.1102089899948723e-16,2.3376427301694583e-18,3.9287966632581037e-14,6.185108722189529e-13,0.0036962519864644052,0.00014562078221337524,8.0161532786817079e-06,1.9571635030838102e-12,6.9702069111373718e-09,5.2795951405316607e-10,5.1989452426051135e-08,9.5577311838229566e-13,3.8176898407065333e-12,7.0993195853791341e-09,2.806170202522359e-07,6.1158343996120909e-15,5.7460938048749057e-12,8.1989384255811332e-14,5.4876120886021902e-15,1.7674606272125212e-19,6.1125758985102877e-18
1.0382222404385073e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44843960021190249,0.11486299445042751,0.022748296265493021,0.0,8.9280125730070711e-16,3.6138178792609329e-06,2.6763957018753879e-08,2.7215558241483822e-09,1.4200480658502208e-21,9.3931483005305245e-05,1.6528952959636461e-18,7.9772178544046458e-05,8.6030902238624254e-14,2.9663194894415897e-18,3.2007656179963558e-16,2.4042744026533803e-18,4.001219195820598e-14,6.3433626691189277e-13,0.0037127097184162564,0.00014651502647731972,8.1014865603025693e-06,1.9901191042142359e-12,7.0086025262040941e-09,5.3128338914830512e-10,5.2724159611821265e-08,9.803698715727687e-13,3.8549000660399858e-12,7.2454674763360582e-09,2.833666112693935e-07,6.2163563611563878e-15,5.8625140632860297e-12,8.382389125873213e-14,5.6614400984471919e-15,1.8126132937578592e-19,6.2889779570549725e-18
1.0446212904822622e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44842222283671307,0.11484600760278689,0.022747848890321422,0.0,9.1727445146331608e-16,3.6579712448963077e-06,2.7359775691132956e-08,2.7723027979220149e-09,1.4706175614351003e-21,9.4520768302305981e-05,1.7055084419751905e-18,8.0200051519426906e-05,8.7686313510670323e-14,3.0578646300292789e-18,3.2933391457616023e-16,2.4723791548347252e-18,4.0745269404549566e-14,6.5046564466391781e-13,0.0037291036359737907,0.00014740917431700485,8.1871122048866459e-06,2.0234022281568525e-12,7.0470036975392143e-09,5.346078057713265e-10,5.3464328765589102e-08,1.005441826896659e-12,3.8925858439826921e-12,7.3935694386491919e-09,2.8612389545915239e-07,6.3178673201542467e-15,5.9805092383686264e-12,8.5687585303949607e-14,5.8396322662452258e-15,1.8586313185845433e-19,6.4693286862211614e-18
1.051020340526017e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44840490882106471,0.11482908418385472,0.022747401558555157,0.0,9.4227726246124001e-16,3.7024106512302597e-06,2.7965031857639381e-08,2.8236779064926338e-09,1.5226498907593764e-21,9.5110172132222446e-05,1.7594589439871007e-18,8.0627246137034961e-05,8.9363198726999925e-14,3.1516539547860097e-18,3.3879601991472885e-16,2.5419800248304233e-18,4.1487255429117503e-14,6.669029372615872e-13,0.0037454339860215746,0.00014830322590706505,8.2730270251076836e-06,2.0570133810394071e-12,7.0854104282141542e-09,5.3793276311851145e-10,5.4209969519191135e-08,1.0309951660330806e-12,3.9307546593849374e-12,7.5436341825089918e-09,2.8888878007233345e-07,6.4203694941960734e-15,6.1000900358737194e-12,8.7580732925662802e-14,6.0222697366566181e-15,1.9055258537833515e-19,6.6536903964038634e-18
1.057419390569772e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44838765792212548,0.11481222394783204,0.022746954270064526,0.0,9.6781813817569285e-16,3.7471368216903269e-06,2.8579811418483789e-08,2.8756850379135145e-09,1.5761775019573687e-21,9.5699694357378838e-05,1.8147723435421688e-18,8.1053763993800418e-05,9.1061704576467858e-14,3.2477285240641931e-18,3.4846596282562276e-16,2.6131002544687394e-18,4.2238206603231376e-14,6.8365210316559801e-13,0.0037617010144866485,0.00014919718142102892,8.3592278263603188e-06,2.0909530478279572e-12,7.1238227212592833e-09,5.4125826038709018e-10,5.4961091667764357e-08,1.0570361128360555e-12,3.9694140304534479e-12,7.695670243967092e-09,2.9166117245389269e-07,6.5238650574645152e-15,6.2212671619544435e-12,8.9503600905558632e-14,6.2094346371672166e-15,1.9533081265707631e-19,6.8421259405854106e-18
1.0638184406135268e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44837046989802581,0.11479542664987345,0.022746507024720308,0.0,9.9390561003962233e-16,3.7921504865313341e-06,2.9204200354382487e-08,2.9283280805410097e-09,1.6312333371807006e-21,9.628933484026352e-05,1.8714745110311707e-18,8.1479606680082416e-05,9.2781977878665172e-14,3.3461299028440803e-18,3.5834685064134413e-16,2.6857632893993554e-18,4.2998179612984713e-14,7.0071712753266479e-13,0.003777904966342257,0.0001500910410313279,8.4457114069908875e-06,2.1252216923323385e-12,7.1622405796641365e-09,5.4458429677522886e-10,5.5717705168945987e-08,1.0835709333692928e-12,4.0085715073378839e-12,7.8496859834790856e-09,2.9444098004883599e-07,6.6283561408571985e-15,6.3440513231638854e-12,9.1456456258712263e-14,6.401210083572963e-15,2.0019894393484025e-19,7.034698714089223e-18
1.0702174906572817e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44835334450785369,0.1147786920460836,0.022746059822393819,0.0,1.0205482931317791e-15,3.8374523827119231e-06,2.983828472202495e-08,2.9816109230311955e-09,1.68785083635265e-21,9.6879093443527024e-05,1.9295916479137513e-18,8.19047757796838e-05,9.4524165583360707e-14,3.4469001641508981e-18,3.6844181291239656e-16,2.7599927791927716e-18,4.3767231260174025e-14,7.1810202223729581e-13,0.0037940460856115662,0.00015098480490930493,8.5324745585305919e-06,2.1598197572143291e-12,7.2006640063776095e-09,5.4791087148201729e-10,5.6479820142012388e-08,1.1106059359408119e-12,4.0482346706978557e-12,8.005689584487524e-09,2.9722811040807368e-07,6.7338448321130946e-15,6.4684532264529082e-12,9.3439566219552858e-14,6.5976801854563122e-15,2.0515811697622404e-19,7.2314726542979998e-18
1.0766165407010366e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44833628151165117,0.11476201989351317,0.022745612662956851,0.0,1.0477548862603162e-15,3.8830432537699657e-06,3.0482150649561585e-08,3.0355374543365308e-09,1.7460639409101579e-21,9.7468970029979704e-05,1.989150288940875e-18,8.2329272869865569e-05,9.6288414769943965e-14,3.5500818924817758e-18,3.7875400130126424e-16,2.8358125774291126e-18,4.4545418463204294e-14,7.3581082589347284e-13,0.0038101246153713717,0.00015187847322522332,8.6195140659308942e-06,2.1947476639985205e-12,7.2390930043081512e-09,5.5123798370745602e-10,5.7247446866958914e-08,1.1381474711374073e-12,4.0884111302526084e-12,8.1636890520447562e-09,3.000224711942143e-07,6.840333175942015e-15,6.5944835791679959e-12,9.5453198227894423e-14,6.7989300516545326e-15,2.102094770761559e-19,7.4325122403364879e-18
1.0830155907447914e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44831928067041016,0.11474540995015552,0.022745165546281712,0.0,1.0755341720358924e-15,3.9289238496968627e-06,3.1135884332112299e-08,3.0901115637025077e-09,1.8059070975332252e-21,9.8058964462589682e-05,2.050177304378818e-18,8.2753099521361298e-05,9.807487264686974e-14,3.6557181872425147e-18,3.8928658947461325e-16,2.913246741776375e-18,4.5332798257968979e-14,7.5384760387622963e-13,0.0038261407977557868,0.00015277204614827524,8.7068267078011092e-06,2.2300058130858734e-12,7.2775275763239781e-09,5.5456563265244547e-10,5.8020595783521875e-08,1.1662019318589492e-12,4.1291085233119032e-12,8.323692211476428e-09,3.0282397018729863e-07,6.9478231741576941e-15,6.7221530890490352e-12,9.7497619915033269e-14,7.0050457957198487e-15,2.1535417706576892e-19,7.6378824927191775e-18
1.0894146407885463e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44830234174606892,0.11472886197494273,0.022744718472241219,0.0,1.1038950169342149e-15,3.9750949268107569e-06,3.1799572027295944e-08,3.1453371406643144e-09,1.8674152618614372e-21,9.8649076604480446e-05,2.1126999022347042e-18,8.3176257298391744e-05,9.9883686551104027e-14,3.7638526661941885e-18,4.0004277299374344e-16,2.9923195340581917e-18,4.6129427798704397e-14,7.7221644834312935e-13,0.0038420948739599169,0.0001536655238465905,8.7944092566481383e-06,2.265594583770006e-12,7.3159677252532496e-09,5.5789381751877227e-10,5.8799277490143729e-08,1.1947757533525352e-12,4.1703345132908297e-12,8.4857067070852352e-09,3.0563251529047093e-07,7.0563167858138339e-15,6.8514724642271223e-12,9.9573099089913132e-14,7.2161145413714351e-15,2.2059337731825055e-19,7.8476489729631026e-18
1.0958136908323012e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44828546450150747,0.11471237572774214,0.022744271440708671,0.0,1.1328463713479893e-15,4.0215572476287248e-06,3.2473300050781172e-08,3.2012180750434973e-09,1.9306239021973605e-21,9.9239306318928857e-05,2.1767456304835671e-18,8.3598747758679677e-05,1.0171500394757146e-13,3.8745294689096219e-18,4.1102576920331139e-16,3.0730554203111661e-18,4.6935364358818206e-14,7.9092147825564584e-13,0.0038579870842435212,0.00015455890648724473,8.882258479118313e-06,2.3015143342562044e-12,7.354413453884251e-09,5.6122253750909757e-10,5.9583502742883152e-08,1.2238754132464758e-12,4.2120967882068581e-12,8.6497400008958229e-09,3.0844801453559014e-07,7.1658159273436325e-15,6.9824524132223215e-12,1.0167990372535816e-13,7.4322244279392728e-15,2.2592824575466826e-19,8.0618777831660928e-18
1.1022127408760561e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44826864870054456,0.1146959509693526,0.022743824451557867,0.0,1.1623972696282318e-15,4.0683115807379027e-06,3.3157154771858661e-08,3.2577582569446229e-09,1.9955690031965496e-21,9.9829653469362927e-05,2.2423423792969091e-18,8.4020572453464458e-05,1.0356897242860436e-13,3.9877932602397376e-18,4.2223881711835457e-16,3.1554790708318381e-18,4.7750665331691971e-14,8.0996683940044304e-13,0.0038738176679346558,0.00015545219423626841,8.9703711362412164e-06,2.3377654016831496e-12,7.3928647649655869e-09,5.6455179182694521e-10,6.0373282454270756e-08,1.2535074315841298e-12,4.2544030591619238e-12,8.8157993714401979e-09,3.1127037608877741e-07,7.2763224727021368e-15,7.1151036449414161e-12,1.0381830194437515e-13,7.6534646157998334e-15,2.3135995784977243e-19,8.280635565550652e-18
1.108611790919811e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44825189410793298,0.11467958746150095,0.022743377504663102,0.0,1.1925568301149143e-15,4.1153587006656503e-06,3.3851222609035384e-08,3.3149615767519503e-09,2.0622870695439165e-21,0.00010042011791935958,2.309518383272767e-18,8.4441732927517275e-05,1.0544573971339305e-13,4.1036892337898092e-18,4.3368517730963606e-16,3.2396153602133428e-18,4.8575388231457473e-14,8.2935670441055835e-13,0.0038895868634333118,0.00015634538725865492,9.058743983675509e-06,2.3743481021473859e-12,7.4313216612063522e-09,5.6788157967668965e-10,6.1168627692112071e-08,1.2836783708575773e-12,4.2972610588076249e-12,8.9838919125847356e-09,3.1409950825590189e-07,7.3878382535120388e-15,7.2494368686756312e-12,1.0598856200652595e-13,7.8799252918036258e-15,2.3688969663777554e-19,8.503989501973784e-18
1.1150108409635659e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44823520048935611,0.1146632849668382,0.02274293059989916,0.0,1.2233342551569038e-15,4.1626993877487292e-06,3.4555590025650881e-08,3.3728319251260987e-09,2.130815129616219e-21,0.00010101069953264275,2.3783022236672505e-18,8.4862230719155859e-05,1.0734545364743763e-13,4.2222631154056017e-18,4.4536813178734101e-16,3.3254893673718288e-18,4.9409590693746954e-14,8.4909527278648375e-13,0.003905294908215025,0.00015723848571836934,9.1473737719566506e-06,2.4112627307305372e-12,7.469784145276299e-09,5.7121190026354349e-10,6.1969549678238746e-08,1.3143948360411412e-12,4.3406785397971848e-12,9.154024532397925e-09,3.1693531948800267e-07,7.5003650592119975e-15,7.3854627940983292e-12,1.0819095229437041e-13,8.111697674694546e-15,2.4251865271810742e-19,8.7320073134030614e-18
1.1278089410510756e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44820199524166904,0.1146308620722838,0.022742036916265349,0.0,1.2867799283631134e-15,4.2582646129810585e-06,3.5995569648632743e-08,3.490589271579189e-09,2.2734519847398252e-21,0.00010219221370468536,2.5208094854302468e-18,8.5701244376286132e-05,1.1121431347356767e-13,4.4676301884319304e-18,4.6945705812698722e-16,3.5025518723602029e-18,5.1106665460175702e-14,8.8963545210057552e-13,0.0039365284909290889,0.0001590243996005496,9.3253911490892922e-06,2.486088847689612e-12,7.5467258873870408e-09,5.7787413647355392e-10,6.3588169544831422e-08,1.3774909766467443e-12,4.4292230470348048e-12,9.5004367048176762e-09,3.2262661370916925e-07,7.7284586930283617e-15,7.6626355905992172e-12,1.1269319761171332e-13,8.591547628018025e-15,2.5407901701386211e-19,9.2023081373437465e-18
1.1393272311298345e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4481723167181994,0.11460188777000409,0.022741232743836205,0.0,1.3460881691046078e-15,4.3452852579643503e-06,3.7327644035438887e-08,3.5988911577335846e-09,2.4083976525186279e-21,0.000103255975793773,2.6548587253382584e-18,8.6454105594660778e-05,1.1477625061041052e-13,4.6980887425754624e-18,4.9197960417289436e-16,3.6681068970699678e-18,5.2667033567094215e-14,9.273568592181379e-13,0.0039644319434739032,0.00016063140031430867,9.4864528315467185e-06,2.5545700782247399e-12,7.615992591645821e-09,5.8387196306692754e-10,6.5064115587857673e-08,1.4362103338814402e-12,4.5109046583107486e-12,9.8192501889564097e-09,3.277707056516893e-07,7.9372177619637632e-15,7.9179875944087034e-12,1.1685779822614274e-13,9.0425150485551304e-15,2.6483476720872588e-19,9.6422197257638636e-18
1.1508455212085933e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44814283214863126,0.11457310750107255,0.022740428705985881,0.0,1.4075452454204986e-15,4.4332694478223345e-06,3.8694435327901779e-08,3.7094147362782066e-09,2.5498078851197328e-21,0.00010432011537903105,2.7945779314192314e-18,8.7204843352591633e-05,1.184148398994594e-13,4.937959544308606e-18,5.153207247924523e-16,3.8396914940143222e-18,5.4259017432846825e-14,9.6627460607413094e-13,0.0039921409190422537,0.00016223809714887061,9.6482962590925482e-06,2.62413038792895e-12,7.6852774402102585e-09,5.8987150340509355e-10,6.6558311714477912e-08,1.4968018608129566e-12,4.5945203058367123e-12,1.0144772359303976e-08,3.3293502119023487e-07,8.1492784691783249e-15,8.1789905257449884e-12,1.2113067886106346e-13,9.5121587678954798e-15,2.7593084400943901e-19,1.0098320043673366e-17
1.1623638112873522e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44811354019956823,0.1145445199142202,0.022739624802001642,0.0,1.4712078617288706e-15,4.5222219259660304e-06,4.009644883182291e-08,3.8221827071006885e-09,2.6979180453334357e-21,0.00010538463167073038,2.9401466188140656e-18,8.7953466390228049e-05,1.2213094807108976e-13,5.1875289748399702e-18,5.3950031997252115e-16,4.0174593112150052e-18,5.5882957670869549e-14,1.0064141583827468e-12,0.0040196567696364092,0.00016384449102438918,9.8109023288964492e-06,2.6947707424511141e-12,7.7545804472487461e-09,5.9587275288163295e-10,6.8070828757242134e-08,1.5593056181026797e-12,4.680115717115249e-12,1.0477036651712146e-08,3.3811903235153868e-07,8.364649746018279e-15,8.4457068569259709e-12,1.2551340741068022e-13,1.0001048796669674e-14,2.8737446528811974e-19,1.0571023451833415e-17
1.173882101366111e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44808443954707738,0.11451612366759739,0.022738821031175777,0.0,1.5371336021791197e-15,4.6121474860495819e-06,4.1534189981889007e-08,3.9372177727250468e-09,2.8529692805522232e-21,0.00010644952388051759,3.0917481202777346e-18,8.86999833812134e-05,1.2592544313837107e-13,5.4470892842082108e-18,5.645385049362818e-16,4.2015661402072266e-18,5.7539196220640123e-14,1.0478012655500847e-12,0.0040469808378378203,0.00016545058285088131,9.9742519047044099e-06,2.766491889951759e-12,7.8239016265287323e-09,6.0187570689800633e-10,6.9601739049249986e-08,1.6237621149939303e-12,4.767736701491349e-12,1.0816074475706631e-08,3.4332221309659502e-07,8.5833400938364116e-15,8.7181990640864084e-12,1.3000755200427702e-13,1.0509766407433751e-14,2.9917292878456812e-19,1.1060749917153293e-17
1.1854003914448699e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44805552887661765,0.11448791742870797,0.022738017392805523,0.0,1.6053809291998922e-15,4.7030509693592566e-06,4.3008164262799598e-08,4.0545426382491776e-09,3.0152085894209518e-21,0.00010751479122137692,3.2495696285847481e-18,8.9444402932988522e-05,1.2979919438693591e-13,5.7169386588327642e-18,5.9045560768738359e-16,4.3921699148583431e-18,5.9228076357311754e-14,1.0904619610560838e-12,0.0040741144568730847,0.00016705637352837924,1.0138325821789233e-05,2.8392943620844413e-12,7.8932409914191532e-09,6.0788036086334105e-10,7.1151116392753597e-08,1.6902123099192361e-12,4.8574291188810232e-12,1.1161915200144654e-08,3.4854403941217514e-07,8.8053575872458282e-15,8.9965296271287174e-12,1.3461468076266611e-13,1.1038904235686412e-14,3.1133361221107467e-19,1.156792499739141e-17
1.1969186815236288e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44802680688296881,0.11445989987434373,0.022737213886193069,0.0,1.676009181673436e-15,4.7949372621795383e-06,4.4518877131242071e-08,4.1741800112824269e-09,3.1848888879255584e-21,0.00010858043290759258,3.4138022389808288e-18,9.0186733587099412e-05,1.3375307236489205e-13,5.9973812894046704e-18,6.1727216650646112e-16,4.5894307098560014e-18,6.0949942700405231e-14,1.1344225628331518e-12,0.0041010589506794703,0.00016866186394708194,1.0303104891944281e-05,2.913178475084466e-12,7.9625985548926527e-09,6.1388671019421845e-10,7.2719036026362818e-08,1.758697611102357e-12,4.949238848122034e-12,1.1514586140608428e-08,3.5378398939977456e-07,9.0307098774815225e-15,9.2807610296724459e-12,1.3933636155733498e-13,1.1589066380603247e-14,3.2386397335645959e-19,1.2092979824480335e-17
