Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(28),CO2X(29),HX(19),CH3X(22),CH2X(58),CHX(26),H2X(31),C2H6X(34),CX(24),C2H5X(33),C3H8X(38),CH2(48),HOCXO(25),OCX(21),COX(32),HOX(23),OX(20),CH4OX(41),H2OX(30),CH3OX(39)
1.4666269401485519e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105356011096324,0.099964960767413791,1.7068315480126117e-57,0.099968911343624831,7.3530505997878489e-38,4.8349316318676433e-27,1.1472733040676341e-25,1.3648903983643304e-22,0.0,1.0855709905026543e-13,6.1204388165427313e-44,1.1678854552256117e-23,1.42718870581978e-32,5.8372876436236328e-35,0.0,0.0,1.6521050541057886e-33,0.0,3.5039232402277565e-05,3.1088656375186494e-05,1.8400232394578984e-13,7.5374671930046885e-14,2.3347688743055368e-17,7.9524422111923644e-18,1.1347366673307395e-30,3.6279810164150712e-26,5.8031211232916276e-29,1.2480543127032032e-34,1.3968466195111257e-47,2.083249482011375e-33,1.8301961931645907e-27,3.20900963719283e-30,2.1025977468855064e-29,2.5525940858471475e-27,1.1219896959745924e-25,1.2725542719077049e-38,1.1988026837860343e-41,1.8057984776580433e-41
1.4742793369039763e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105351246650281,0.099964958082368813,1.7354057129727867e-57,0.099968866384209557,7.480397609760436e-38,4.910999112714969e-27,1.1540208804111576e-25,1.3785293232765451e-22,0.0,1.0940632370018086e-13,6.2319533912838924e-44,1.1801004083298508e-23,1.4504172164860481e-32,5.917381891925155e-35,0.0,0.0,1.6713132938103781e-33,0.0,3.5041917446308504e-05,3.113361579048636e-05,1.8496234637349082e-13,7.5484880279070516e-14,2.3492893293865809e-17,8.0521145625072816e-18,1.1547331212055479e-30,3.6709640916027497e-26,5.910026342935796e-29,1.260504024612781e-34,1.4258052253763828e-47,2.1285889025748948e-33,1.8398519923958155e-27,1.9585683477920168e-30,2.1208281576974055e-29,2.5675801068379465e-27,1.1285767305362867e-25,1.2933355021935714e-38,1.2234806376973321e-41,1.8415590034094756e-41
1.4819317336594007e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105346541227352,0.09996495548021303,1.7643155816508074e-57,0.099968821932136132,7.6092204073878808e-38,4.9878602579002803e-27,1.1608414436093964e-25,1.3922079026747812e-22,0.0,1.1025678060354538e-13,6.3447399811922773e-44,1.1923788718703564e-23,1.4738766034355474e-32,5.9980619934521456e-35,0.0,0.0,1.6906339456541415e-33,0.0,3.5044519601125349e-05,3.117806786391004e-05,1.8592236937192338e-13,7.5593855616524184e-14,2.3637836186442684e-17,8.1524043010353375e-18,1.1749673451639458e-30,3.7141294496263182e-26,6.0182672358191747e-29,1.2729892257181112e-34,1.4551574504741207e-47,2.1746381933751661e-33,1.8495077981241549e-27,-5.8119586266937599e-30,2.1391094540541187e-29,2.5825661748796202e-27,1.1351715557127109e-25,1.3143125493805301e-38,1.2485149697973477e-41,1.8778086330343266e-41
1.4895841304148252e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105341893999518,0.099964952958391542,1.7935635148351376e-57,0.099968777981679413,7.7395275997468999e-38,5.0655191862243694e-27,1.1675002978990979e-25,1.4059257494961852e-22,0.0,1.1110845594968276e-13,6.4588031059940803e-44,1.2047208453196131e-23,1.4975675202830951e-32,6.0793279946198602e-35,0.0,0.0,1.7100670096578621e-33,0.0,3.5047041421649651e-05,3.1222018320612117e-05,1.86882392941438e-13,7.570161176251424e-14,2.3782514560519817e-17,8.253310307105982e-18,1.1954407839436951e-30,3.7574755353527412e-26,6.1278520422299935e-29,1.2855095585691595e-34,1.4849053909425311e-47,2.2214039039332102e-33,1.8591636103953009e-27,3.3670130552733126e-30,2.1574414135356279e-29,2.5975522881357952e-27,1.1417741715801464e-25,1.3354856788331648e-38,1.273908547709187e-41,1.9145509311094051e-41
1.4972365271702496e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105337304153113,0.09996495051442815,1.8231518802782744e-57,0.099968734527178887,7.8713277939118388e-38,5.1439800164865485e-27,1.1742539390545595e-25,1.4196824797583079e-22,0.0,1.1196133608271231e-13,6.574147233883407e-44,1.2171263281501333e-23,1.5214906140491054e-32,6.1611799337834603e-35,0.0,0.0,1.7296124858289072e-33,0.0,3.5049485384095949e-05,3.1265472821138429e-05,1.8784241708232825e-13,7.5808162382217343e-14,2.3926925612491587e-17,8.3548314489984573e-18,1.2161548823373368e-30,3.8010008007570161e-26,6.2387889874192268e-29,1.2980646686419937e-34,1.5150511242664445e-47,2.2688925959612458e-33,1.8688194292533184e-27,3.8459139024089584e-30,2.1758238153797308e-29,2.6125384448662128e-27,1.1483845782133009e-25,1.3568551493573097e-38,1.2996642417683511e-41,1.9517894624698027e-41
1.504888923925674e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105332770888474,0.099964948145922883,1.8530830527049738e-57,0.099968691563037893,8.0046295969537741e-38,5.2232468674845986e-27,1.1811372429918225e-25,1.4334777125526034e-22,0.0,1.1281540749981373e-13,6.6907767818774615e-44,1.22959531983445e-23,1.5456465252137301e-32,6.2436178414147139e-35,0.0,0.0,1.7492703741619274e-33,0.0,3.5051853888395945e-05,3.130843696215526e-05,1.8880244179483231e-13,7.5913520987618019e-14,2.4071066594673333e-17,8.4569665831813187e-18,1.2371110851902791e-30,3.8447037050555008e-26,6.351086281441228e-29,1.3106542043315323e-34,1.5455967092955325e-47,2.3171108431712032e-33,1.8784752547406782e-27,-7.8628398301035911e-30,2.1942564404743651e-29,2.62752464342174e-27,1.1550027756853609e-25,1.3784212132984304e-38,1.3257849249751031e-41,1.9895277921604079e-41
1.5125413206810985e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105328293419653,0.099964945850549769,1.8833594138204777e-57,0.099968649083722841,8.1394416159396104e-38,5.3033238580147453e-27,1.1878018660856101e-25,1.4473110700373658e-22,0.0,1.1367065684951117e-13,6.8086961161747985e-44,1.2421278198451158e-23,1.5700358877708603e-32,6.3266417402756798e-35,0.0,0.0,1.7690406746395244e-33,0.0,3.5054149260548054e-05,3.1350916277170277e-05,1.8976246707913462e-13,7.601770093922693e-14,2.4214934814570336e-17,8.5597145545488293e-18,1.2583108373989585e-30,3.8885827148335887e-26,6.4647521189975283e-29,1.3232778169437872e-34,1.5765441862664824e-47,2.3660652310854977e-33,1.8881310868982979e-27,3.0751221565902992e-30,2.2127390727677151e-29,2.6425108822396337e-27,1.1616287640680507e-25,1.4001841166390434e-38,1.3522734729476645e-41,2.0277694853884779e-41
1.520193717436523e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105323870974102,0.099964943626054459,1.9139833523187431e-57,0.099968607083762789,8.2757724579312658e-38,5.3842151068716093e-27,1.1945479646915359e-25,1.4611821774301445e-22,0.0,1.1452707092997656e-13,6.9279095525164147e-44,1.2547238276546981e-23,1.5946593292819764e-32,6.4102516455894282e-35,0.0,0.0,1.7889233872328827e-33,0.0,3.5056373754894436e-05,3.1392916237245444e-05,1.9072249293536734e-13,7.6120715447779802e-14,2.4358527634155614e-17,8.6630741966542878e-18,1.2797555839090563e-30,3.9326363041678918e-26,6.5797946792837857e-29,1.3359351606876212e-34,1.6078955768290371e-47,2.4157623568500664e-33,1.8977869257655672e-27,6.6441719969672714e-30,2.2312714978242929e-29,2.6574971598390497e-27,1.1682625434316843e-25,1.4221440990951671e-38,1.3791327638762286e-41,2.0665181074772632e-41
1.5278461141919473e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105319502792411,0.099964941470252061,1.944957263890669e-57,0.099968565557748329,8.4136307299848756e-38,5.4659247328481697e-27,1.201506576869217e-25,1.4750906629996385e-22,0.0,1.1538463668735216e-13,7.0484213565495483e-44,1.2673833427357756e-23,1.6195174709298448e-32,6.4944475652078094e-35,0.0,0.0,1.8089185119023651e-33,0.0,3.5058529556328098e-05,3.1434442251701661e-05,1.9168251936361187e-13,7.6222577575917092e-14,2.4501842469156141e-17,8.7670443319402503e-18,1.301446769713783e-30,3.9768629547430651e-26,6.6962221258398138e-29,1.3486258926660435e-34,1.6396528840757888e-47,2.4662088290496286e-33,1.907442771380386e-27,-1.0259488648118766e-29,2.2498535024214511e-29,2.6724834748167804e-27,1.1749041138452136e-25,1.4443013942118074e-38,1.4063656784777738e-41,2.1057772238206551e-41
1.5354985109473718e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105315188127988,0.099964939381024992,1.9762835512323289e-57,0.099968524500331196,8.5530250391500591e-38,5.548456854735731e-27,1.2081812605470394e-25,1.4890361580571055e-22,0.0,1.1624334121409156e-13,7.1702357441939268e-44,1.280106364560936e-23,1.6446109275720469e-32,6.5792294997763722e-35,0.0,0.0,1.8290260485980841e-33,0.0,3.5060618782431862e-05,3.1475499668815688e-05,1.9264254636390031e-13,7.6323300239845102e-14,2.4644876788347566e-17,8.8716237719657936e-18,1.3233858398522164e-30,4.0212611559633749e-26,6.8140426064026774e-29,1.3613496728670508e-34,1.6718180925756264e-47,2.5174112675251706e-33,1.9170986237791934e-27,2.0083549166252651e-30,2.2684848766890339e-29,2.6874698258432111e-27,1.1815534753762816e-25,1.4666562294574727e-38,1.4339750999516705e-41,2.1455503998388533e-41
1.5431509077027962e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105310926246795,0.099964937356320907,2.0079646240532006e-57,0.09996848390622351,8.693963992469216e-38,5.6318155913238772e-27,1.2149002087955494e-25,1.5030182969472946e-22,0.0,1.1710317174731976e-13,7.2933568820103645e-44,1.2928928926027719e-23,1.6699403077943343e-32,6.6645974428964418e-35,0.0,0.0,1.8492459972604369e-33,0.0,3.5062643485551598e-05,3.1516093776509054e-05,1.936025739362168e-13,7.642289621097811e-14,2.4787628112857224e-17,8.9768113176307412e-18,1.3455742394077006e-30,4.0658294050591732e-26,6.9332642527628058e-29,1.3741061641540415e-34,1.7043931684107295e-47,2.569376303193635e-33,1.9267544829970005e-27,1.0628403097664563e-29,2.287165412442301e-29,2.7024562116584846e-27,1.1882106280912614e-25,1.4892088263177167e-38,1.4619639139360579e-41,2.1858412009350199e-41
1.5508033044582206e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105306716427113,0.099964935394150703,2.0400028990843962e-57,0.099968443770196966,8.8364561969768623e-38,5.7160050614004367e-27,1.2219481759237066e-25,1.5170367170389186e-22,0.0,1.1796411566721134e-13,7.4177888875714773e-44,1.3057429263338773e-23,1.6955062139638069e-32,6.7505513812844119e-35,0.0,0.0,1.8695783578206174e-33,0.0,3.5064605654805423e-05,3.1556229803029261e-05,1.9456260208049898e-13,7.6521378117562315e-14,2.4930094015475472e-17,9.0826057593969816e-18,1.368013413506299e-30,4.1105662071883824e-26,7.0538951806230686e-29,1.3868950322558154e-34,1.7373800592170154e-47,2.6221105778697906e-33,1.9364103490674231e-27,-1.287476760545961e-29,2.3058949020917448e-29,2.7174426310688611e-27,1.1948755720553054e-25,1.5119594003877127e-38,1.4903350084649841e-41,2.2266531924529167e-41
1.558455701213645e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105302557959224,0.099964933492586491,2.0724008000868949e-57,0.099968404087082394,8.9805102596990001e-38,5.801029383751445e-27,1.2286431021123092e-25,1.5310910587146936e-22,0.0,1.1882616049538659e-13,7.5435358298343644e-44,1.3186564652268459e-23,1.7213092422818924e-32,6.8370912949282881e-35,0.0,0.0,1.8900231302010973e-33,0.0,3.5066507218031247e-05,3.1595912917623236e-05,1.9552263079663918e-13,7.6618758446281449e-14,2.5072272119975103e-17,9.1890058775068476e-18,1.3907048073152976e-30,4.1554700755331022e-26,7.1759434894607968e-29,1.399715945756175e-34,1.7707806942279233e-47,2.6756207440902786e-33,1.9460662220227052e-27,-2.9516796806333056e-31,2.3246731417379155e-29,2.7324290829432656e-27,1.2015483073323839e-25,1.5349081614638582e-38,1.5190912739262991e-41,2.2679899396355006e-41
1.5661080979690695e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105298450145199,0.099964931649759919,2.1051607578597781e-57,0.099968364851768798,9.1261347876525375e-38,5.8868926771611044e-27,1.2353076838803162e-25,1.5451809653609538e-22,0.0,1.1968929389332637e-13,7.6706017295151055e-44,1.331633508754267e-23,1.7473499828371414e-32,6.9242171572415602e-35,0.0,0.0,1.9105803143160841e-33,0.0,3.5068350043674104e-05,3.1635148231203195e-05,1.9648266008448573e-13,7.6715049543844282e-14,2.5214160100438877e-17,9.2960104421986292e-18,1.413649866041764e-30,4.200539531391492e-26,7.2994172623927123e-29,1.4125685760831456e-34,1.8045969843214603e-47,2.7299134649398088e-33,1.9557221018937561e-27,1.60975573466655e-29,2.3434999294202805e-29,2.7474155662100108e-27,1.208228833985326e-25,1.5580553136344034e-38,1.5482356030202738e-41,2.3098550075844631e-41
1.573760494724494e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105294392298615,0.099964929863860005,2.1382852102484578e-57,0.099968326059203,9.2733383878447179e-38,5.9735990604117489e-27,1.2424593299272787e-25,1.5593060833568618e-22,0.0,1.2055350366080402e-13,7.7989905594648818e-44,1.3446740563887235e-23,1.773629019657809e-32,7.0119289352143942e-35,0.0,0.0,1.9312499100719565e-33,0.0,3.5070135942615618e-05,3.1673940797005092e-05,1.9744268994384433e-13,7.6810263618554507e-14,2.535575568059501e-17,9.4036182139192314e-18,1.4368500349311535e-30,4.2457731042650104e-26,7.4243245660426879e-29,1.425452597497826e-34,1.8388308220703848e-47,2.7849954138794936e-33,1.9653779887101743e-27,-1.5437454440287737e-29,2.3623750629236652e-29,2.7624020798536936e-27,1.2149171520758577e-25,1.5814010553691209e-38,1.5777708907189534e-41,2.3522519612206957e-41
1.5814128914799184e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105290383744349,0.099964928133131709,2.1717766021529143e-57,0.099968287704388786,9.4221296672726012e-38,6.0611526522838007e-27,1.2491937221590297e-25,1.5734660620632312e-22,0.0,1.2141877773433493e-13,7.9287062450476084e-44,1.3577781076027884e-23,1.8001469307642327e-32,7.1002265895622272e-35,0.0,0.0,1.9520319173676758e-33,0.0,3.5071866669946851e-05,3.1712295611239443e-05,1.9840272037447917e-13,7.690441274186275e-14,2.5497056633160507e-17,9.5118279435340443e-18,1.4603067592659616e-30,4.2911693319411516e-26,7.5506734504123604e-29,1.4383676870828945e-34,1.8734840817954579e-47,2.8408732745772992e-33,1.9750338825002776e-27,-4.4683868256551801e-30,2.381298344065337e-29,2.7773886229122445e-27,1.2216132616646369e-25,1.6049455796079915e-38,1.6077000342262101e-41,2.3951843652456704e-41
1.5890652882353428e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105286423818328,0.099964926455873987,2.2056373855359291e-57,0.099968249782386262,9.5725172329225655e-38,6.1495575715557366e-27,1.2557674827228959e-25,1.5876605538109731e-22,0.0,1.2228510418564426e-13,8.0597526645188703e-44,1.3709456618690221e-23,1.826904288220995e-32,7.189110074871792e-35,0.0,0.0,1.9729263360951726e-33,0.0,3.5073543926686767e-05,3.1750217613735042e-05,1.993627513761141e-13,7.6997508849901379e-14,2.563806077919234e-17,9.6206383725340029e-18,1.4840214843644257e-30,4.3367267605717874e-26,7.6784719487545138e-29,1.4513135247307767e-34,1.908558619621648e-47,2.8975537407406014e-33,1.9846897832911303e-27,2.3342552469949256e-29,2.4002695771433378e-29,2.7923751944741285e-27,1.2283171628112907e-25,1.6286890738489389e-38,1.6380259329385033e-41,2.4386557841037169e-41
1.5967176849907672e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410528251186726,0.099964924830438298,2.2398700194313184e-57,0.099968212288311445,9.7245096917698301e-38,6.238817937004052e-27,1.2630351553011981e-25,1.6018892138891898e-22,0.0,1.2315247122015058e-13,8.1921336494060837e-44,1.3841767186599702e-23,1.8539016581888562e-32,7.2785793397446003e-35,0.0,0.0,1.9939331661397203e-33,0.0,3.5075169361447669e-05,3.1787711688575103e-05,2.0032278294843382e-13,7.7089563745001967e-14,2.5778765987446285e-17,9.7300482332399211e-18,1.5079956555792698e-30,4.3824439447472116e-26,7.8077280774491975e-29,1.4642897931314892e-34,1.9440562735372092e-47,2.9550435159508309e-33,1.9943456911085671e-27,-1.7458997817535032e-29,2.4192885650667706e-29,2.8073617936757001e-27,1.2350288555744457e-25,1.6526317202345887e-38,1.668751488406319e-41,2.4826697819451741e-41
1.6043700817461917e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105278647248479,0.09996492325522674,2.2744769699521725e-57,0.099968175217335267,9.8781156507780204e-38,6.3289378674032182e-27,1.2698414927050041e-25,1.6161517005329208e-22,0.0,1.2402086717546777e-13,8.3258529848896752e-44,1.3974712774481601e-23,1.8811396009764684e-32,7.3686343269379711e-35,0.0,0.0,2.0150524073802818e-33,0.0,3.5076744572049355e-05,3.1824782664726573e-05,2.0128281509108492e-13,7.7180589097195735e-14,2.5919170173743396e-17,9.840056249004127e-18,1.5322307182964913e-30,4.428319447566025e-26,7.938449835882593e-29,1.4772961777601735e-34,1.9799788634555372e-47,3.013349313500177e-33,2.0040016059772274e-27,-1.1348311921253732e-29,2.4383551150469046e-29,2.8223484196986797e-27,1.2417483400117609e-25,1.6767736956380707e-38,1.6998796042962876e-41,2.5272299225904113e-41
1.612022478501616e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105274829329679,0.099964921728690759,2.3094607102990879e-57,0.099968138564683354,1.0033343716898734e-37,6.4199214815256475e-27,1.2762773501804261e-25,1.6304476749105621e-22,0.0,1.2489028051992294e-13,8.4609144101851622e-44,1.4108293377061002e-23,1.9086186710918489e-32,7.4592749735035659e-35,0.0,0.0,2.0362840596898426e-33,0.0,3.5078271107083579e-05,3.186143531666207e-05,2.0224284780367713e-13,7.7270596445697086e-14,2.605927130034396e-17,9.9506611344093777e-18,1.5567281179341912e-30,4.4743518407009336e-26,8.0706452063285084e-29,1.4903323668643432e-34,2.0163281912797126e-47,3.0724778562303551e-33,2.0136575279205725e-27,3.2589092341706126e-29,2.4574690377464911e-29,2.8373350717677701e-27,1.2484756161799582e-25,1.7011151717478557e-38,1.7314131863539619e-41,2.5723397694947032e-41
1.6196748752570405e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105271057488703,0.099964920249329417,2.3448237207684032e-57,0.099968102325635022,1.0190202497071171e-37,6.5117728981416571e-27,1.2836676282011268e-25,1.6447768011109734e-22,0.0,1.2576069985109094e-13,8.5973216189260422e-44,1.424250898906277e-23,1.9363394172936183e-32,7.5505012109235517e-35,0.0,0.0,2.0576281229357219e-33,0.0,3.5079750467430313e-05,3.1897674364974889e-05,2.0320288108578423e-13,7.7359597200370684e-14,2.6199067375328956e-17,1.006186159546517e-17,1.5814892999414418e-30,4.5205397044605971e-26,8.2043221538325563e-29,1.5033980514508423e-34,2.0531060409696445e-47,3.132435876373396e-33,2.0233134569609164e-27,-1.8136825633482366e-29,2.4766301409782355e-29,2.8523217491483942e-27,1.2552106841348499e-25,1.7256563151516392e-38,1.7633551423672475e-41,2.6180028857139328e-41
1.627327272012465e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.2410526733111337,0.099964918815688183,2.3805684887604385e-57,0.099968066495522992,1.0348700598221742e-37,6.6044962360194284e-27,1.2905970780374174e-25,1.6591387461302801e-22,0.0,1.2663211389434618e-13,8.7350782595472793e-44,1.4377359605211489e-23,1.9643023826419945e-32,7.6423129652443785e-35,0.0,0.0,2.0790845969798769e-33,0.0,3.5081184107727326e-05,3.1933504476987122e-05,2.0416291493694515e-13,7.7447602643181801e-14,2.6338556451988804e-17,1.0173656329801413e-17,1.6065157097971975e-30,4.5668816278476135e-26,8.339488626098895e-29,1.5164929252725432e-34,2.0903141786117319e-47,3.1932301153944639e-33,2.0329693931194471e-27,-2.2001186201874951e-29,2.4958382369218567e-29,2.8673084511445433e-27,1.2619535439313687e-25,1.7503972874192679e-38,1.7957083821304695e-41,2.6642228338711135e-41
1.6349796687678894e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105263649601219,0.099964917426357144,2.41669750878773e-57,0.099968031069732621,1.0508846627263716e-37,6.698095613924968e-27,1.296836619288413e-25,1.6735331798583917e-22,0.0,1.2750451150142929e-13,8.8741879356693384e-44,1.4512845220231514e-23,1.9925081045495349e-32,7.7347101572082204e-35,0.0,0.0,2.1006534816791749e-33,0.0,3.5082573437794537e-05,3.1968930267350825e-05,2.0512294935666482e-13,7.7534623929630628e-14,2.6477736628219403e-17,1.0286044026859503e-17,1.6318087930092365e-30,4.6133762086127283e-26,8.476152553379589e-29,1.5296166848147764e-34,2.1279543524909513e-47,3.2548673238366642e-33,2.042625336416254e-27,4.3904057309908622e-29,2.5150931427903287e-29,2.8822951770967454e-27,1.2687041956235921e-25,1.7753382451847167e-38,1.8284758174090753e-41,2.7110031761237371e-41
1.6426320655233138e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105260012359367,0.099964916079969976,2.4532132824832697e-57,0.09996799604370131,1.0670649191096897e-37,6.7925751506220851e-27,1.3043443551187144e-25,1.6879597750652432e-22,0.0,1.2837788164903123e-13,9.0146542064825729e-44,1.4648965828846882e-23,2.0209571148316289e-32,7.8276927023821272e-35,0.0,0.0,2.1223347768856702e-33,0.0,3.5083919824014356e-05,3.2003956298642479e-05,2.0608298434441547e-13,7.7620672090170292e-14,2.6616606045925393e-17,1.0399023368080889e-17,1.6573699951131424e-30,4.6600220533054196e-26,8.6143218483664443e-29,1.5427690292815272e-34,2.1660282931652883e-47,3.317354261167838e-33,2.0522812868703515e-27,-1.6231404986826227e-29,2.5343946711428681e-29,2.8972819263801311e-27,1.2754626392647677e-25,1.8004793402271178e-38,1.8616603619049437e-41,2.758347474131884e-41
1.6502844622787383e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105256418804269,0.099964914775202363,2.4901183186087395e-57,0.099967961412917999,1.0834116896607305e-37,6.8879389648723316e-27,1.3114734987123721e-25,1.7024182073867771e-22,0.0,1.2925221343739238e-13,9.1564805871319274e-44,1.4785721425781318e-23,2.0496499397567274e-32,7.9212605112849158e-35,0.0,0.0,2.1441284824468483e-33,0.0,3.5085224590669772e-05,3.2038587081950613e-05,2.0704301989963713e-13,7.770575803160915e-14,2.6755162890430433e-17,1.0512593027093042e-17,1.6832007616713244e-30,4.7068177773208791e-26,8.7540044060854055e-29,1.5559496605813968e-34,2.2045377135424387e-47,3.3806976956293189e-33,2.0619372444996977e-27,-3.772888501551365e-29,2.5537426385558541e-29,2.9122686984026007e-27,1.2822288749073388e-25,1.8258207195508441e-38,1.895264931222313e-41,2.8062592890271386e-41
1.6579368590341627e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105252868361557,0.099964913510770845,2.5274151330627537e-57,0.099967927172922508,1.0999258350666891e-37,6.9841911754349867e-27,1.3174476533811332e-25,1.7169081553106717e-22,0.0,1.3012749608891767e-13,9.2996705491017697e-44,1.4923112005758221e-23,2.0785871000963173e-32,8.0154134895118298e-35,0.0,0.0,2.1660345982058718e-33,0.0,3.5086489021240944e-05,3.2072827077457005e-05,2.0800305602173907e-13,7.7789892538497125e-14,2.6893405389894614e-17,1.0626751669893011e-17,1.7093025382720605e-30,4.7537620049435535e-26,8.8952081037933729e-29,1.5691582833133407e-34,2.243484308958686e-47,3.4449044040866436e-33,2.0715932093212228e-27,5.7051292425519388e-29,2.5731368690574119e-29,2.9272554926030878e-27,1.2890029026029672e-25,1.8513625254646553e-38,1.9292924428342983e-41,2.8547421813822556e-41
1.6655892557895871e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105249360465852,0.099964912285431459,2.5651062488890931e-57,0.099967893319304946,1.116608216013324e-37,7.0813359010670061e-27,1.3250470751464783e-25,1.7314293001618365e-22,0.0,1.3100371894680724e-13,9.4442275206007433e-44,1.5061137563500629e-23,2.1077691111746209e-32,8.1101515378570211e-35,0.0,0.0,2.1880531240018018e-33,0.0,3.5087714359662052e-05,3.2106680695011066e-05,2.0896309271010012e-13,7.787308627449661e-14,2.7031331814738702e-17,1.074149795502845e-17,1.7356767705285852e-30,4.8008533693873066e-26,9.03794080087749e-29,1.5823946047522002e-34,2.2828697572598883e-47,3.509981171882179e-33,2.0812491813508494e-27,-9.9164684346948204e-30,2.5925771799128796e-29,2.9422423084499134e-27,1.295784722402554e-25,1.8771048956599115e-38,1.9637458160499939e-41,2.9037997111815785e-41
1.6732416525450116e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105245894560592,0.099964911097978601,2.6031941962849476e-57,0.099967859847705287,1.133459693184934e-37,7.1793772605229882e-27,1.3324858401600712e-25,1.7459813260876791e-22,0.0,1.3188087147370233e-13,9.5901548869466223e-44,1.5199798093731194e-23,2.1371964829180352e-32,8.2054745524338832e-35,0.0,0.0,2.2101840596698173e-33,0.0,3.5088901811539378e-05,3.2140152294697985e-05,2.0992312996407011e-13,7.7955349783738094e-14,2.7168940477075307e-17,1.0856830533776242e-17,1.7623249040781986e-30,4.8480905128322875e-26,9.1822103387568088e-29,1.5956583348340312e-34,2.3226957188844895e-47,3.5759347926896778e-33,2.0909051606035138e-27,-6.0039776465445875e-29,2.6120633913246156e-29,2.9572291454392208e-27,1.3025743343562619e-25,1.9030479632878472e-38,1.998627971982158e-41,2.9534354377922086e-41
1.680894049300436e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105242470097843,0.099964909947243871,2.6416815126091477e-57,0.099967826753812564,1.1504811272643289e-37,7.2783193725551493e-27,1.3381179665169703e-25,1.7605639200431527e-22,0.0,1.3275894325034654e-13,9.7374559909509138e-44,1.5339093591172199e-23,2.1668697199042883e-32,8.3013824247932316e-35,0.0,0.0,2.2324274050414141e-33,0.0,3.509005254533186e-05,3.2173246187400278e-05,2.1088316778297019e-13,7.8036693492160256e-14,2.7306229730146802e-17,1.0972748050318716e-17,1.7892483845814132e-30,4.8954720864586232e-26,9.3280245407863258e-29,1.608949186141249e-34,2.362963836948483e-47,3.6427720683707069e-33,2.1005611470931866e-27,7.1279564992165219e-29,2.6315953344660117e-29,2.9722160030934945e-27,1.3093717385135353e-25,1.9291918570359284e-38,2.0339418335154558e-41,3.0036529199358801e-41
1.6885464460558604e-10,0.08314471999999999,0.80000000000000004,0.0,0.0,0.0,0.24105239086538127,0.099964908832094745,2.6805707423904142e-57,0.099967794033364629,1.1676733789328112e-37,7.3781663559132649e-27,1.3457499297196635e-25,1.7751767717756078e-22,0.0,1.3363792397426197e-13,9.8861341333032373e-44,1.5479024050545491e-23,2.1967893214113257e-32,8.3978750420394489e-35,0.0,0.0,2.2547831599446e-33,0.0,3.5091167693495314e-05,3.2205966635353081e-05,2.1184320616609417e-13,7.8117127708835402e-14,2.744319796777e-17,1.1089249141917468e-17,1.8164486577211229e-30,4.9429967504769933e-26,9.4753912121633886e-29,1.6222668738875891e-34,2.4036757373322444e-47,3.7104998088329885e-33,2.1102171408328974e-27,3.3940118972920278e-30,2.6511728314633594e-29,2.9872028809601562e-27,1.3161769349231206e-25,1.955536701203285e-38,2.0696903252752643e-41,3.0544557156615635e-41
