Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),H2X(49),C2H4(47),C2H6X(52),CH4OX(60),C2H4X(205),CH2X(27),CHX(28),CX(26),OCX(25),C2H4X(65),COX(50),CH2OH(40),CH2OX(54)
6.627594682483124e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44362154187914582,0.11023809390665648,0.022371223147332836,0.0,1.1006275010148236e-05,0.00013717901656703062,1.2914665853471021e-06,7.2930020341582853e-07,3.1879452467985953e-10,0.00065073966266571495,2.1643262208883734e-14,0.00028538576819937844,2.8404943624567323e-11,9.3409113021250335e-08,6.6696869247726253e-14,8.5526920912313095e-16,2.7285143441916179e-05,1.2941308832379761e-09,0.0077779154688362127,0.00086045918900279263,4.3820295915579621e-05,5.4544057432760123e-07,3.6213942123315678e-09,1.7601021569165847e-08,5.9361221667472706e-10,2.6330749244608705e-06,2.0401459544513502e-09,1.9311439414161247e-09,1.036702132485368e-12,5.4005763036395016e-11,1.3103867738251388e-10,9.374885658149526e-08,2.4738634645972827e-07,6.8257631041207863e-15,3.6583560800778572e-16,4.0075997296390541e-12,6.8782927343222897e-12,5.2327601155669542e-13
6.660196092292788e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44361513535504754,0.11023210054440856,0.022369094007493717,0.0,1.1172226963734993e-05,0.00013827688401815648,1.3069504564690062e-06,7.4010527294606569e-07,3.278007949290912e-10,0.00065414729005782888,2.2190248417999932e-14,0.00028594371398242303,2.8843999477786936e-11,9.5463914396075471e-08,6.766042974170938e-14,8.7051962655507821e-16,2.7583892512381129e-05,1.3205579549471944e-09,0.0077804612134404743,0.00086423199792245097,4.3882603716097998e-05,5.4861660939606629e-07,3.640013038608035e-09,1.7690579793260203e-08,6.021543276724798e-10,2.6549068773231063e-06,2.0818459503315085e-09,1.9601416137685382e-09,1.0594936945528845e-12,5.5290017156525229e-11,1.315742093923783e-10,9.3991113320761647e-08,2.476698721395175e-07,6.8815015664571239e-15,3.7330085059631639e-16,4.0555945385706353e-12,7.0324840727189322e-12,5.382020171742982e-13
6.692797502102453e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44360878915879609,0.11022616101466287,0.022366965703835263,0.0,1.133963742299511e-05,0.00013937603893153045,1.322519758129171e-06,7.5101517087594585e-07,3.3700816295339273e-10,0.00065755608119531187,2.274821777866094e-14,0.00028649703497237957,2.9287600807185848e-11,9.7551577590488875e-08,6.8631635954969234e-14,8.85948670937856e-16,2.7883922827458754e-05,1.3473905538213937e-09,0.007782951635397245,0.00086800027849302265,4.394441265179879e-05,5.5179030848853043e-07,3.6586348683594996e-09,1.7780163170429494e-08,6.1076691406451979e-10,2.6767672763172052e-06,2.1241864428079714e-09,1.9894246173248895e-09,1.0826495049237647e-12,5.6597962728095028e-11,1.3210688169447055e-10,9.4231573336933526e-08,2.4795069619907559e-07,6.9373986823718063e-15,3.8088056399770438e-16,4.1038536665036707e-12,7.1892012940232348e-12,5.5346462537176729e-13
6.725398911912117e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44360250220558589,0.11022027424704609,0.022364838237451664,0.0,1.1508509799011469e-05,0.00014047645664983855,1.3381743954977633e-06,7.6203036082009379e-07,3.464199071256399e-10,0.00066096602616362891,2.3317333199043329e-14,0.00028704576564154202,2.9735770840054916e-11,9.9672424241007684e-08,6.961050753051514e-14,9.0155728508075717e-16,2.818522847736565e-05,1.3746328362263527e-09,0.0077853878136869212,0.00087176403081089932,4.4005728861834036e-05,5.5496165541088733e-07,3.6772596468741553e-09,1.7869771436985443e-08,6.1945010926194421e-10,2.6986556000733602e-06,2.167174002983086e-09,2.018994235148571e-09,1.1061731250385472e-12,5.7929908260498264e-11,1.3263674143456233e-10,9.4470275072728581e-08,2.4822890580882895e-07,6.9934550360789447e-15,3.8857592034695236e-16,4.1523768171600689e-12,7.3484699947545227e-12,5.6906938076842615e-13
6.758000321721781e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44359627343176233,0.11021443919217058,0.022362711609438958,0.0,1.1678847478255223e-05,0.00014157811274867553,1.3539142767396435e-06,7.731513054815822e-07,3.5603933879137363e-10,0.00066437711510617065,2.3897759119896628e-14,0.00028758994020685599,3.0188532783184595e-11,1.0182677692800276e-07,7.0597064719563585e-14,9.1734641114715705e-16,2.8487803558218629e-05,1.4022889793627445e-09,0.0077877708062475265,0.00087552325498347109,4.406655836408455e-05,5.5813063397686537e-07,3.6958873197888135e-09,1.7959404330788457e-08,6.2820404546078788e-10,2.7205713322321684e-06,2.2108152349368448e-09,2.0488517477767748e-09,1.1300681267338546e-12,5.9286164525244197e-11,1.3316383486922453e-10,9.4707256088298014e-08,2.4850458568477578e-07,7.049671203788311e-15,3.963880976385657e-16,4.2011637035139912e-12,7.5103158539638978e-12,5.8502188438182661e-13
6.790601731531445e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44359010179440739,0.11020865482122373,0.022360585820894854,0.0,1.1850653822628523e-05,0.00014268098303366137,1.3697393129587495e-06,7.8437846664876846e-07,3.6586980237189738e-10,0.00066778933822407289,2.4489661519720481e-14,0.000288129592631809,3.0645909822692598e-11,1.040149591657823e-07,7.1591328391016264e-14,9.3331699071714467e-16,2.8791642172038926e-05,1.4303631812456533e-09,0.0077901016503853209,0.00087927795112953259,4.41269070588819e-05,5.6129722801970213e-07,3.7145178330876946e-09,1.8049061591247464e-08,6.3702885365304855e-10,2.7425139613781156e-06,2.2551167756945242e-09,2.0789984332113904e-09,1.1543380921319388e-12,6.066704455752601e-11,1.3368820737301638e-10,9.4942553073700851e-08,2.4877781813439994e-07,7.1060477533653287e-15,4.0431827972056298e-16,4.2502140476194766e-12,7.6747646324351866e-12,6.0132779380724536e-13
6.82320314134111e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44358398627093221,0.11020292012556569,0.022358460872918557,0.0,1.2023932169510271e-05,0.0001437850435376265,1.3856494181418486e-06,7.9571230519218904e-07,3.7591467546632363e-10,0.00067120268577603327,2.5093207919905728e-14,0.00028866475662830802,3.1107925123854374e-11,1.062372953926823e-07,7.2593320040820767e-14,9.4946996484985968e-16,2.9096738426763404e-05,1.4588596606839636e-09,0.007792381363177372,0.00088302811937967303,4.4186780732585569e-05,5.6446142140032459e-07,3.7331511331016286e-09,1.81387429593174e-08,6.4592466362982337e-10,2.7644829809747838e-06,2.3000852951940962e-09,2.1094355669100722e-09,1.1789866135303337e-12,6.207286365773533e-11,1.3420990344189335e-10,9.5176201861369224e-08,2.490486831032429e-07,7.162585244099137e-15,4.1236765628845289e-16,4.2995275804359654e-12,7.8418421718864341e-12,6.1799282339535674e-13
6.855804551150774e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44357792585867944,0.11019723411633481,0.022356336766610519,0.0,1.2198685831804741e-05,0.00014489027051786378,1.4016445091017594e-06,8.0715328106150096e-07,3.861773689525665e-10,0.00067461714807812189,2.5708567389839356e-14,0.00028919546565854819,3.1574601830936239e-11,1.084941109611645e-07,7.360306180122201e-14,9.6580627414553751e-16,2.9403086436262468e-05,1.4877826572595993e-09,0.007794610941866272,0.00088677375987665041,4.4246185061016265e-05,5.6762319801677374e-07,3.7517871665064283e-09,1.8228448177496257e-08,6.5489160398310274e-10,2.7864778893017382e-06,2.3457274962534355e-09,2.1401644217774681e-09,1.2040172932916527e-12,6.3503939392923618e-11,1.3472896670182244e-10,9.5408237439547223e-08,2.4931725822104078e-07,7.2192842264606975e-15,4.2053742287920829e-16,4.3491040416526349e-12,8.0115743941720886e-12,6.3502274442807961e-13
6.888405960960438e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44357191957453201,0.11019159582406082,0.022354213503072314,0.0,1.2374918097993071e-05,0.00014599664045344466,1.4177245054201297e-06,8.1870185328248225e-07,3.9666132708728524e-10,0.00067803271550359015,2.6335910551973497e-14,0.00028972175293686959,3.2045963067031147e-11,1.1078573212792227e-07,7.4620576449910471e-14,9.8232685880726351e-16,2.971068032036419e-05,1.5171364313066321e-09,0.0077967913642471645,0.00089051487277574557,4.430512561275209e-05,5.7078254181487692e-07,3.7704258803214991e-09,1.8318176989824741e-08,6.6392980212007377e-10,2.8084981893930118e-06,2.3920501145373215e-09,2.1711862681565936e-09,1.2294337437334054e-12,6.496059159821088e-11,1.3524543991913676e-10,9.5638693965601928e-08,2.4958361884843647e-07,7.2761452418157257e-15,4.2882878086516799e-16,4.3989431795111866e-12,8.1839873004858335e-12,6.5242338529261037e-13
6.921007370770103e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44356596645453028,0.11018600429828569,0.022352091083406415,0.0,1.2552632232187469e-05,0.00014710413004259679,1.4338893293898985e-06,8.303584799540785e-07,4.0737002760477641e-10,0.00068144937848267477,2.6975409586858333e-14,0.00029024365143160298,3.2522031933897016e-11,1.131124860439955e-07,7.5645887419074354e-14,9.9903265870243514e-16,3.0019514204884325e-05,1.5469252638902773e-09,0.0077989235890471888,0.00089425145824510428,4.4363607852299055e-05,5.7393943679465638e-07,3.7890672219091168e-09,1.8407929141883252e-08,6.7303938426641139e-10,2.830543388977131e-06,2.4390599185242086e-09,2.2025023738203773e-09,1.2552395870179348e-12,6.6443142378141969e-11,1.3575936500444795e-10,9.5867604779124769e-08,2.4984783812423175e-07,7.3331688222896067e-15,4.3724293744789835e-16,4.4490447506273657e-12,8.3591069705641824e-12,6.7020063165363241e-13
6.953608780579767e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44356006555349708,0.11018045860719165,0.022349969508716021,0.0,1.2731831474187811e-05,0.00014821271620014078,1.4501389059575202e-06,8.4212361824550569e-07,4.1830698181481846e-10,0.00068486712750239832,2.7627238238138998e-14,0.00029076119386690414,3.3002831511797863e-11,1.1547470074489571e-07,7.6679018804362194e-14,1.0159246134239357e-15,3.0329582221661877e-05,1.5771534567857391e-09,0.0078010085562975322,0.00089798351646606304,4.4421637143135628e-05,5.770938670177368e-07,3.8077111389727674e-09,1.8497704380787665e-08,6.822204754639778e-10,2.8526130004186331e-06,2.4867637094728212e-09,2.2341140039633493e-09,1.2814384550425574e-12,6.7951916107991327e-11,1.3627078302270598e-10,9.6095002416037936e-08,2.5010998701187383e-07,7.3903554906100211e-15,4.4578110565207244e-16,4.4994085198122973e-12,8.5369595618909618e-12,6.8836042662371066e-13
6.986210190389431e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44355421594466882,0.11017495783723674,0.022347848780104894,0.0,1.2912519039540803e-05,0.00014932237605498472,1.4664731626650169e-06,8.5399772439340085e-07,4.2947573469946737e-10,0.00068828595310636777,2.8291571817516612e-14,0.00029127441272457717,3.3488384859347285e-11,1.1787270514074047e-07,7.7719995373761896e-14,1.0330036623510252e-15,3.0640878508599774e-05,1.6078253324569346e-09,0.007803047187698222,0.00090171104763345775,4.4479218750635531e-05,5.8024581661730844e-07,3.8263575795554946e-09,1.8587502455188833e-08,6.9147319958945597e-10,2.8747065406610158e-06,2.5351683213885368e-09,2.2660224211934918e-09,1.3080339893297331e-12,6.9487239435016481e-11,1.3677973420700376e-10,9.632091862249248e-08,2.5037013434631084e-07,7.4477057598497524e-15,4.5444450431926996e-16,4.5500342598931918e-12,8.7175713089026351e-12,7.0690877093187391e-13
7.018811600199095e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44354841671933537,0.11016950109279729,0.022345728898677201,0.0,1.309469811960156e-05,0.00015043308694767337,1.4828920295919907e-06,8.6598125369902656e-07,4.4087986500880797e-10,0.00069170584589456721,2.89685872096733e-14,0.00029178334024588593,3.3978715013354408e-11,1.2030682900640019e-07,7.8768842576402913e-14,1.0502707447099448e-15,3.0953397209710375e-05,1.6389452340351093e-09,0.0078050403869757753,0.00090543405195592035,4.4536357844881997e-05,5.833952698030624e-07,3.8450064920392993e-09,1.8677323115269381e-08,7.0079767935910874e-10,2.8968235311710522e-06,2.584280620989564e-09,2.2982288855242304e-09,1.3350298409173496e-12,7.1049441279660779e-11,1.3728625796234508e-10,9.6545384368357819e-08,2.5062834688131348e-07,7.5052201333852815e-15,4.6323435810172519e-16,4.6009217515334373e-12,8.90096852219459e-12,7.2585172309038042e-13
7.05141301000876e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44354266698648614,0.11016408749581739,0.022343609865537298,0.0,1.3278371881597096e-05,0.00015154482642799023,1.4993954392976451e-06,8.7807466052552379e-07,4.5252298535565852e-10,0.00069512679652314964,2.9658462877161283e-14,0.00029228800843335279,3.4473844988672487e-11,1.2277740297165584e-07,7.9825586551286872e-14,1.0677267996342575e-15,3.126713247516558e-05,1.670517525297316e-09,0.0078069890402339007,0.00090915252965616397,4.4593059503372131e-05,5.8654221086649536e-07,3.8636578251434906e-09,1.8767166112737973e-08,7.1019403631954952e-10,2.9189634978844421e-06,2.6341075076729395e-09,2.3307346543665898e-09,1.3624296702492841e-12,7.2638852836705976e-11,1.3779039287628029e-10,9.6768429861755787e-08,2.5088468933573146e-07,7.5628991048273208e-15,4.7215189745611857e-16,4.6520707830533638e-12,9.0871775877284512e-12,7.4519539955967765e-13
7.084014419818424e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435369658724635,0.11015871618546554,0.022341491681789616,0.0,1.3463543468692154e-05,0.00015265757225261099,1.5159833267628784e-06,8.9027839829521466e-07,4.6440874230923285e-10,0.00069854879570422517,3.0361378865256228e-14,0.00029278844905254769,3.4973797778049785e-11,1.2528475851136922e-07,8.0890254135952896e-14,1.085372766224914e-15,3.1582078461350952e-05,1.7025465906447714e-09,0.0078088940162973162,0.00091286648097124745,4.4649328713612691e-05,5.8968662419041948e-07,3.8823115279227195e-09,1.8857031200828744e-08,7.1966239087163451e-10,2.941125971152737e-06,2.684655913480335e-09,2.3635409825214886e-09,1.3902371470660016e-12,7.4255807576375264e-11,1.382921767367012e-10,9.6990084563322779e-08,2.5113922443993817e-07,7.6207431577657016e-15,4.8119835863728539e-16,4.7034811502512742e-12,9.27622496604045e-12,7.6494597491155315e-13
7.116615829628088e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435313125206225,0.11015338631779736,0.022339374348538475,0.0,1.3650216000057104e-05,0.00015377130238280622,1.5326556293325594e-06,9.0259291948695732e-07,4.7654081648775992e-10,0.00070197183420564599,3.1077516806774703e-14,0.00029328469363386296,3.547859635198287e-11,1.2782922793566701e-07,8.196287287508277e-14,1.1032095836100593e-15,3.1898229330923919e-05,1.7350368350811089e-09,0.0078107561670488854,0.00091657590615283374,4.4705170375622227e-05,5.9282849425280046e-07,3.9009675497664994e-09,1.8946918134298286e-08,7.2920286227932104e-10,2.9633104856914837e-06,2.7359328030636683e-09,2.3966491221721872e-09,1.4184559502952494e-12,7.5900641245386779e-11,1.3879164653491516e-10,9.7210377199872299e-08,2.5139201298269742e-07,7.6787527658173166e-15,4.9037498369184913e-16,4.7551526562243119e-12,9.4681371914509168e-12,7.8510968199047911e-13
7.149217239437753e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44352570609099828,0.11014809706542569,0.022337257866887936,0.0,1.3838392570937416e-05,0.0001548859949821914,1.5494122866580356e-06,9.1501867563354677e-07,4.8892292265006426e-10,0.00070539590285078767,3.1807059926855704e-14,0.00029377677347427772,3.5988263658572274e-11,1.3041114438013746e-07,8.3043471029051644e-14,1.1212381910045936e-15,3.2215579252875581e-05,1.7679926841905108e-09,0.0078125763277601522,0.0009202808054674359,4.4760589304338135e-05,5.9596780562980731e-07,3.9196258403976544e-09,1.9036826669418093e-08,7.3881556864958945e-10,2.9855165805295587e-06,2.7879451736505315e-09,2.4300603228768816e-09,1.447089767943102e-12,7.757369186795877e-11,1.3928883847569092e-10,9.7429335779145959e-08,2.5164311385670306e-07,7.7369283926559759e-15,4.9968302045193024e-16,4.8070851111907204e-12,9.6629408712749659e-12,8.0569281207315853e-13
7.181818649247417e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44352014575997906,0.11014284761719649,0.022335142237941634,0.0,1.4028076252725102e-05,0.00015600162841452261,1.5662532406399058e-06,9.2755611731916665e-07,5.0155880978610541e-10,0.00070882099251833063,3.2550193047706755e-14,0.0002942647196391094,3.6502822623380445e-11,1.3303084179604254e-07,8.413207758242911e-14,1.1394595277694882e-15,3.2534122402595693e-05,1.8014185841157172e-09,0.0078143553174154293,0.00092398117919664454,4.4815590231926231e-05,5.9910454300507476e-07,3.9382863498699909e-09,1.9126756563973976e-08,7.4850062696190185e-10,3.0077437989596403e-06,2.8407000550094562e-09,2.4637758315614364e-09,1.4761422969850698e-12,7.9275299746766227e-11,1.3978378799986431e-10,9.7646987604242342e-08,2.5189258410414664e-07,7.7952704917263038e-15,5.0912372252877686e-16,4.8592783323132412e-12,9.8606626850344142e-12,8.2670171502626753e-13
7.214420059057081e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44351463071998565,0.11013763717787127,0.022333027462802663,0.0,1.4219270093032099e-05,0.00015711818124153668,1.5831784353711753e-06,9.4020569417688962e-07,5.1445226120648299e-10,0.00071224709414203493,3.3307102593313965e-14,0.00029474856296375353,3.7022296149292025e-11,1.3568865494054452e-07,8.522872225243565e-14,1.1578745334708716e-15,3.2853852961940904e-05,1.8353190015359314e-09,0.0078160939390295708,0.00092767702763734956,4.4870177810009306e-05,6.0223869117290144e-07,3.9569490285678808e-09,1.9216707577263629e-08,7.5825815308581698e-10,3.029991688489766e-06,2.8942045094149805e-09,2.4977968925122718e-09,1.5056172432572569e-12,8.1005807463850036e-11,1.4027652978636756e-10,9.7863359287267849e-08,2.5214047896269023e-07,7.8537795063733497e-15,5.1869834930628137e-16,4.9117321435226262e-12,1.0061329383670974e-11,8.4814279946240546e-13
7.247021468866745e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44350916017915787,0.11013246496781598,0.022330913542573383,0.0,1.4411977115764786e-05,0.00015823563222083342,1.6001878170808215e-06,9.5296785488622324e-07,5.2760709463090496e-10,0.00071567419871051649,3.4077976594116584e-14,0.0002952283340554108,3.7546707116376255e-11,1.3838491936694807e-07,8.6333435497359499e-14,1.1764841479388989e-15,3.3174765119305977e-05,1.8696984236446271e-09,0.0078177929799595341,0.00093136835110195168,4.492435661181475e-05,6.0537023503884809e-07,3.9756138272049484e-09,1.9306679470086983e-08,7.6808826174498009e-10,3.0522598007959597e-06,2.9484656316125452e-09,2.5321247473693853e-09,1.5355183213479471e-12,8.2765559881478717e-11,1.407670977600914e-10,9.8078476764122616e-08,2.5238685190988413e-07,7.9124558699941963e-15,5.2840816593461072e-16,4.9644463753431364e-12,1.0264967788760787e-11,8.7002253289424928e-13
7.27962287867641e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44350373336104698,0.11012733022269554,0.022328800478355313,0.0,1.4606200321200144e-05,0.00015935396030379914,1.6172813340777875e-06,9.6584304717070754e-07,5.4102716227562195e-10,0.00071910229726701797,3.4863004691645964e-14,0.00029570406329480271,3.8076078381751747e-11,1.4111997141495888e-07,8.7446248524937937e-14,1.1952893113264091e-15,3.3496853069697231e-05,1.9045613581272244e-09,0.0078194532122098388,0.00093505514991855734,4.4978131134233581e-05,6.0849915962885928e-07,3.9942806968213246e-09,1.9396672004745482e-08,7.779910665510381e-10,3.0745476916758606e-06,3.0034905487832311e-09,2.5667606351195197e-09,1.5658492544893008e-12,8.4554904142963417e-11,1.4125552512040667e-10,9.8292365308923204e-08,2.5263175470747592e-07,7.9713000056825919e-15,5.3825444332377314e-16,5.0174208647199827e-12,1.0471604791730353e-11,8.9234744188691943e-13
7.312224288486074e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44349834950431366,0.11012223219317477,0.022326688271248975,0.0,1.48019426860638e-05,0.00016047314463357013,1.6344589366955211e-06,9.7883171779555412e-07,5.5471635093983289e-10,0.00072253138090917974,3.5662378143128781e-14,0.00029617578083787442,3.861043277945319e-11,1.4389414820095868e-07,8.8567193300707822e-14,1.2142909641673909e-15,3.3820111014808719e-05,1.939912333138667e-09,0.0078210753927321127,0.00093873742443116527,4.5031505799809205e-05,6.1162545009239487e-07,4.012949588783209e-09,1.9486684945040962e-08,7.8796668003753396e-10,3.0968549210033367e-06,3.0592864205083239e-09,2.6017057920894654e-09,1.5966137744490262e-12,8.6374189673426726e-11,1.4174184434214788e-10,9.8505049547485185e-08,2.5287523744612659e-07,8.0303123264256291e-15,5.4823845813701582e-16,5.0706554548471147e-12,1.0681267353073887e-11,9.1512411220855898e-13
7.344825698295738e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44349300786243206,0.11011717014462481,0.022324576922353762,0.0,1.4999207163608809e-05,0.00016159316454303344,1.6517205772370727e-06,9.9193431256533895e-07,5.6867858209105782e-10,0.00072596144078880651,3.6476289826054951e-14,0.00029664351661748504,3.9149793120300397e-11,1.4670778760829768e-07,8.9696302556329243e-14,1.2334900474352661e-15,3.4144533163100505e-05,1.9757558972809198e-09,0.0078226602637187313,0.00094241517499985049,4.5084484958658447e-05,6.1474909170033807e-07,4.0316204547819542e-09,1.9576718056263472e-08,7.980152136019264e-10,3.1191810526840486e-06,3.1158604387336989e-09,2.6369614519395053e-09,1.6278156214225524e-12,8.8223768180525419e-11,1.4222608717911157e-10,9.8716553471989472e-08,2.5311734858837751e-07,8.0894932354143183e-15,5.5836149278437715e-16,5.1241499949972881e-12,1.0893982501572153e-11,9.3835918897912938e-13
7.377427108105403e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44348770770340012,0.1101121433568355,0.0223224664327678,0.0,1.5197996683695684e-05,0.00016271399955286576,1.6690662099207527e-06,1.0051512763217351e-06,5.8291781194948536e-10,0.00072939246811163294,3.7304934242709811e-14,0.00029710730034508627,3.9694182191769344e-11,1.4956122827760489e-07,9.0833609797886525e-14,1.2528875026010055e-15,3.4470113729878908e-05,2.0120966195803278e-09,0.0078242085528907792,0.00094608840200092581,4.5137072890311664e-05,6.1787006985396009e-07,4.0502932468308517e-09,1.9666771105189991e-08,8.0813677754016027e-10,3.1415256546119038e-06,3.1732198277340584e-09,2.6725288456569979e-09,1.6594585439253934e-12,9.0103993655128223e-11,1.4270828469985121e-10,9.8926900455248807e-08,2.5335813501139783e-07,8.1488431255762435e-15,5.6862483541620684e-16,5.1779043403549832e-12,1.1109777333512838e-11,9.6205937681742616e-13
7.410028517915067e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44348244830945555,0.11010715112373337,0.022320356803587807,0.0,1.5398314152874383e-05,0.00016383562936960689,1.686495790826463e-06,1.0184830529412952e-06,5.974380315712951e-10,0.00073282445413708805,3.8148507524671121e-14,0.0002975671615123889,4.0243622757865228e-11,1.5245480959711658e-07,9.1979149314169786e-14,1.2724842716910874e-15,3.479684693737836e-05,2.0489390894648895e-09,0.0078257209737803562,0.00094975710582709987,4.518927380549079e-05,6.2098837008867315e-07,4.0689679172645651e-09,1.9756843860085764e-08,8.1833148110820818e-10,3.1638882986264059e-06,3.231371844077017e-09,2.7084092015500896e-09,1.6915462986853827e-12,9.2015222371948177e-11,1.4318846728818019e-10,9.9136113263892037e-08,2.5359764205014961e-07,8.2083623798127926e-15,5.7902977991644248e-16,5.231918351849794e-12,1.1328679011912478e-11,9.8623143998631928e-13
7.442629927724731e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44347722897679642,0.11010219275310484,0.022318248035909004,0.0,1.5600162454466606e-05,0.00016495803388376858,1.704009277842712e-06,1.0319300853332795e-06,6.1224326693095462e-10,0.0007362573901780557,3.9007207437270422e-14,0.00029802312939301596,4.079813755899768e-11,1.5538887169302396e-07,9.3132956184941612e-14,1.2922812973453219e-15,3.5124727014845269e-05,2.0862879167414437e-09,0.0078271982260073852,0.00095342128688763439,4.5241091847832721e-05,6.2410397806901276e-07,4.0876444187387741e-09,1.9846936090689027e-08,8.2859943243575941e-10,3.1862685604708345e-06,3.2903237765870041e-09,2.7446037452415713e-09,1.7240826505354694e-12,9.3957812890131081e-11,1.4366666463936819e-10,9.9344214072781784e-08,2.5383591353864503e-07,8.2680513715245475e-15,5.8957762589607878e-16,5.2861918959921177e-12,1.1550714765740025e-11,1.0108822025362237e-12
7.475231337534395e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44347204901530873,0.11009726756632537,0.022316140130824946,0.0,1.5803544448648997e-05,0.00016608119316797594,1.7216066306142859e-06,1.0454928154375265e-06,6.2733757900249845e-10,0.00073969126760063534,3.9881233384019283e-14,0.00029847523304414499,4.1357749311857831e-11,1.5836375541983957e-07,9.4295066289191263e-14,1.3122795228745484e-15,3.5453748198622972e-05,2.1241477315727491e-09,0.0078286409955510249,0.00095708094560847815,4.5292531095537963e-05,6.272168795972436e-07,4.1063227042265083e-09,1.9937047568208594e-08,8.3894073855312823e-10,3.2086660197512483e-06,3.350082946309026e-09,2.7811136996628574e-09,1.7570713723068202e-12,9.5932126053799618e-11,1.4414290580471299e-10,9.9551224478996981e-08,2.5407299185089843e-07,8.3279104639876098e-15,6.0026967868666457e-16,5.3407248447126957e-12,1.1775911889142035e-11,1.0360185484467946e-12
7.50783274734406e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44346690774829783,0.1100923748980935,0.022314033089427424,0.0,1.6008462972538365e-05,0.00016720508747514147,1.7392878104907023e-06,1.0591716842223694e-06,6.427250638397865e-10,0.00074312607782389857,4.0770786411000107e-14,0.00029892350130813632,4.1922480709297345e-11,1.6137980235078427e-07,9.5465516313380026e-14,1.3324798923182257e-15,3.5783904732237993e-05,2.1625231844544489e-09,0.0078300499550157509,0.00096073608243239697,4.534359556296343e-05,6.303270606185667e-07,4.1250027270172406e-09,2.002717806532892e-08,8.4935550549660903e-10,3.231080259896265e-06,3.4106567064722975e-09,2.8179402850481086e-09,1.7905162447216737e-12,9.793852499255409e-11,1.4461721919301194e-10,9.9757165514611837e-08,2.5430891794230832e-07,8.3879400105852807e-15,6.1110724933345522e-16,5.3955170752026753e-12,1.2004297740669605e-11,1.061647421766869e-12
7.540434157153724e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4434618045122265,0.11008751409617007,0.02231192691280633,0.0,1.6214920840276925e-05,0.00016832969723667019,1.7570527804754363e-06,1.072967131682601e-06,6.5840985265574634e-10,0.00074656181231964782,4.167606921122183e-14,0.00029936796281415114,4.249235442020944e-11,1.6443735476819395e-07,9.6644343759681129e-14,1.3528833505019289e-15,3.6115190866487643e-05,2.2014189461919803e-09,0.0078314257638923118,0.00096438669781910666,4.5394289202172985e-05,6.3343450721296544e-07,4.1436844407172833e-09,2.0117327356191343e-08,8.5984383818852569e-10,3.2535108681176058e-06,3.472052442453679e-09,2.8550847189284702e-09,1.8244210562867789e-12,9.9977375121930109e-11,1.4508963255556149e-10,9.9962057660759841e-08,2.5454373138901008e-07,8.4481403556272825e-15,6.2209165458878773e-16,5.4505684697557337e-12,1.2235899742506973e-11,1.0877758267526352e-12
