Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2OX(23),H2X(49),C2H4(47),C2H6X(52),CH4OX(60),C2H4X(205),CH2X(27),CHX(28),CX(26),OCX(25),C2H4X(65),COX(50),CH2OH(40),CH2OX(54)
2.6231160484758534e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44559292336803191,0.11210044638932018,0.022638865835683149,0.0,3.8554204901628603e-07,2.3650671467132305e-05,9.3872753571530002e-08,4.4672152064023667e-08,1.0822529172272823e-12,0.00024474163038306853,1.8943774415448152e-16,0.00016775994506759102,1.5525072781311761e-12,1.0129332884021901e-09,2.6721660050527232e-15,2.1723141615612932e-17,2.3269479508263393e-06,2.8410716852553759e-11,0.0063244105669724177,0.00036245372726940859,2.6753811979693924e-05,1.3982853800618669e-07,1.3780974758699802e-09,6.8889447708441229e-09,2.5593779232362052e-11,4.1389856690540104e-07,4.4533991549925572e-11,1.1142117115428067e-10,1.1285956711940187e-14,5.8509890400347598e-13,2.9225486443917905e-11,3.2677598925753642e-08,1.4186496500340238e-07,1.1788861428466154e-15,8.0669948371350143e-18,2.924691076292799e-13,6.7947577909794624e-14,1.6292475828038383e-15
2.6360278794055872e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44557848468111033,0.11208659693787025,0.022637983375627724,0.0,3.9387172178432134e-07,2.3895028829976384e-05,9.5357265059285801e-08,4.5338933735595911e-08,1.1176575377977328e-12,0.00024599736006029671,1.942571063710442e-16,0.00016835022676951427,1.5765567249522158e-12,1.0398015949521063e-09,2.725119768977802e-15,2.2182978881625978e-17,2.3632544128704747e-06,2.8989952357651942e-11,0.0063370003549404795,0.00036417116582973107,2.6878323059886581e-05,1.411479824418023e-07,1.3851158409156701e-09,6.9222293893868031e-09,2.6106249236299171e-11,4.1845087545272782e-07,4.5444023092260665e-11,1.1313839844483569e-10,1.1584996634712979e-14,5.9949959533457906e-13,2.9619405952546693e-11,3.299771669011489e-08,1.4258647962447437e-07,1.191703953138467e-15,8.2311979661778452e-18,2.9708568237260918e-13,6.9789561679909466e-14,1.6837119522807268e-15
2.648939710335321e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44556414630106017,0.11207284580218239,0.022637101050317087,0.0,4.02322663895354e-07,2.4140631870465564e-05,9.6856345221456405e-08,4.6012341658381896e-08,1.1540188954611222e-12,0.00024725352653099883,1.9917470611614582e-16,0.00016893871838011471,1.6008596966956777e-12,1.0672243916920818e-09,2.7787929118257004e-15,2.2649955991809278e-17,2.3998841079164966e-06,2.9578102875131406e-11,0.0063494913645979036,0.00036588787367844401,2.7002011600860592e-05,1.4246901182805456e-07,1.3921361230221902e-09,6.9555242847773688e-09,2.6625408640578536e-11,4.2302897016113131e-07,4.636809284908601e-11,1.1487325556541429e-10,1.1890199728236037e-14,6.1418002408445074e-13,3.0014850061967185e-11,3.3317764293246623e-08,1.4330534688643886e-07,1.204579841131716e-15,8.3979235271571059e-18,3.0174743528133482e-13,7.1670604348517477e-14,1.7396823146115454e-15
2.661851541265055e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44554990745846718,0.11205919221463231,0.022636218859525763,0.0,4.108956055471583e-07,2.4387476270036788e-05,9.8370034129508152e-08,4.6692408866389003e-08,1.1913572060346795e-12,0.00024851012888870794,2.0419205367313297e-16,0.00016952542500049927,1.6254176245396839e-12,1.0952096352363318e-09,2.8331900927510141e-15,2.3124140976189271e-17,2.4368370673925456e-06,3.0175261596284193e-11,0.0063618843643997777,0.00036760385051470823,2.7124879024890112e-05,1.4379156825872962e-07,1.399158316909625e-09,6.9888294387621161e-09,2.7151287003321496e-11,4.276327857940447e-07,4.7306347900783551e-11,1.1662583344483747e-10,1.2201654275525309e-14,6.2914417359401416e-13,3.0411775293403922e-11,3.3637716380726336e-08,1.4402155299939594e-07,1.2175135070091541e-15,8.5671978323400988e-18,3.0645448957905186e-13,7.3591288435733266e-14,1.7971913029046857e-15
2.6747633721947887e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44553576738972051,0.11204563541358058,0.022635336803031165,0.0,4.195912703357409e-07,2.4635557654215594e-05,9.9898371271273903e-08,4.7379168392737954e-08,1.2296929855220335e-12,0.00024976716622645417,2.0931067501836416e-16,0.00017011035170995411,1.6502319406468552e-12,1.1237653393953017e-09,2.8883159485949519e-15,2.3605602030536555e-17,2.4741133066459926e-06,3.0781522230767851e-11,0.0063741801168169087,0.00036931909605406369,2.7246926918499637e-05,1.4511559489641102e-07,1.4061824172960041e-09,7.0221448329779711e-09,2.7683913520763677e-11,4.3226225556002897e-07,4.8258936147779122e-11,1.1839622301318417e-10,1.2519449192407329e-14,6.4439606304970515e-13,3.0810138313230386e-11,3.3957547952598395e-08,1.4473508443612802e-07,1.2305046499941326e-15,8.7390473401486684e-18,3.1120696668668834e-13,7.5552200997315265e-14,1.8562720493656337e-15
2.6876752031245226e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44552172533697082,0.11203217464332561,0.022634454880613546,0.0,4.2841037527872243e-07,2.4884871594397792e-05,1.01441395551425e-07,4.8072653269565365e-08,1.2690470524333348e-12,0.00025102463763676731,2.1453211190527668e-16,0.00017069350356633498,1.6753040781544519e-12,1.152899575011617e-09,2.9441750935662502e-15,2.4094407513617667e-17,2.5117128252607996e-06,3.1396979006914128e-11,0.0063863793783824827,0.00037103361002814019,2.7368157028087791e-05,1.4644103596946902e-07,1.4132084188973243e-09,7.0554704489548163e-09,2.8223317032184395e-11,4.3691731114508235e-07,4.9226006311033781e-11,1.2018451520152329e-10,1.2843674025698386e-14,6.5993974760916951e-13,3.1209895950072599e-11,3.427723436468118e-08,1.4544592793062458e-07,1.2435529683862579e-15,8.9134986552486854e-18,3.1600498622403212e-13,7.7553933615593149e-14,1.9169581893229004e-15
2.7005870340542564e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44550778054808882,0.11201880915405774,0.022633573092056002,0.0,4.3735363084158485e-07,2.5135413609621696e-05,1.0299914529199651e-07,4.8772896527926264e-08,1.3094405301005809e-12,0.00025228254221168164,2.1985792194843357e-16,0.00017127488560644933,1.7006354711645599e-12,1.1826204697950174e-09,3.0007721189272364e-15,2.4590625944449816e-17,2.549635607373571e-06,3.2021726672034188e-11,0.0063984828997383824,0.00037274739218436527,2.7488571255574574e-05,1.4776783676849072e-07,1.4202363164275746e-09,7.0888062681177958e-09,2.8769526024908414e-11,4.4159788274518118e-07,5.0207707932529587e-11,1.2199080094164538e-10,1.3174418951372773e-14,6.7577931852648088e-13,3.1611005211374115e-11,3.4596751329678007e-08,1.4615407047672572e-07,1.2566581595978087e-15,9.0905785286385033e-18,3.2084866601141747e-13,7.9597082390264943e-14,1.9792838652463618e-15
2.7134988649839902e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44549393227662332,0.11200553820181292,0.022632691437144446,0.0,4.4642174096668547e-07,2.5387179168329986e-05,1.0457165823296577e-07,4.9479931197696542e-08,1.3508948489880773e-12,0.00025354087904273982,2.2528967870755131e-16,0.00017185450284642979,1.7262275547343192e-12,1.2129362081563654e-09,3.0581115926850774e-15,2.5094325999559098e-17,2.5878816219881397e-06,3.2655860492720402e-11,0.0064104914256811231,0.0003744604422856717,2.7608171654074595e-05,1.4909594364217012e-07,1.4272661045987664e-09,7.1221522717895699e-09,2.9322568639372458e-11,4.4630389909902257e-07,5.1204191375749964e-11,1.2381517116579342e-10,1.3511774772721196e-14,6.9191890327688389e-13,3.2013423299452539e-11,3.4916074918087825e-08,1.4685949932688742e-07,1.2698199201905979e-15,9.2703138577364114e-18,3.2573812207157521e-13,8.1682247929071772e-14,2.0432837307578445e-15
2.726410695913724e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4454801797817608,0.11199236104842733,0.022631809915667558,0.0,4.5561540310493695e-07,2.5640163690119969e-05,1.0615897153288532e-07,5.0193790307475334e-08,1.3934317489979776e-12,0.00025479964722099836,2.3082897177150518e-16,0.00017243236028209919,1.7520817648661949e-12,1.2438550310408168e-09,3.1161980592882427e-15,2.5605576510242202e-17,2.6264508232885581e-06,3.3299476255144608e-11,0.0064224056952074428,0.00037617276011020332,2.7726960423598701e-05,1.5042530399267691e-07,1.434297778120963e-09,7.1555084411925747e-09,2.9882472674250818e-11,4.5103528752093929e-07,5.2215607826154526e-11,1.2565771680639267e-10,1.3855832918500239e-14,7.0836266568105668e-13,3.2417107627011687e-11,3.5235181558931941e-08,1.4756220199105218e-07,1.2830379459135792e-15,9.4527316864670841e-18,3.3067346863164671e-13,8.3810035338355491e-14,2.1089929546338426e-15
2.739322526843458e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44546652232828421,0.11197927696149204,0.022630928527416796,0.0,4.6493530825005435e-07,2.5894362547481314e-05,1.0776112176957097e-07,5.0914506884487458e-08,1.437073281770838e-12,0.0002560588458370325,2.3647740684231288e-16,0.00017300846288932788,1.7781995384982951e-12,1.2753852357602367e-09,3.1750360393282549e-15,2.6124446459831874e-17,2.6653431509503339e-06,3.3952670265353007e-11,0.0064342264415595367,0.00037788434545102081,2.7844939906786285e-05,1.517558662705223e-07,1.4413313317023099e-09,7.1888747574511855e-09,3.044926559163262e-11,4.5579197393395758e-07,5.324210929164845e-11,1.2751852879578016e-10,1.4206685441073766e-14,7.2511480602890041e-13,3.2822015832153832e-11,3.5554048040289603e-08,1.4826216623563152e-07,1.2963119317408086e-15,9.6378592053469926e-18,3.3565481812536721e-13,8.5981054213507277e-14,2.1764472248002283e-15
2.7522343577731918e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44545295918653321,0.11196628521430822,0.022630047272186347,0.0,4.7438214097526741e-07,2.6149771067520353e-05,1.0937814494084563e-07,5.164211395448582e-08,1.4818418129811395e-12,0.00025731847398094193,2.4223660581909418e-16,0.00017358281562438206,1.8045823134947236e-12,1.3075351758249492e-09,3.2346300292467324e-15,2.6651004980966426e-17,2.7045585304497834e-06,3.4615539349557611e-11,0.006445954392269926,0.00037959519811580619,2.7962112584670408e-05,1.5308757996894019e-07,1.4483667600490736e-09,7.2222512015939282e-09,3.1022974522244633e-11,4.605738829029682e-07,5.4283848603046504e-11,1.293976980659336e-10,1.4564425014547341e-14,7.4217956120284835e-13,3.3228105792842144e-11,3.5872651509662495e-08,1.4895938008258003e-07,1.3096415719102044e-15,9.8257237515688906e-18,3.4068228119541867e-13,8.8195918629312861e-14,2.2456827523188398e-15
2.7651461887029256e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44543948963236357,0.11195338508584259,0.022629166149773124,0.0,4.8395657947240211e-07,2.6406384533669888e-05,1.1101007646533911e-07,5.2376644541653733e-08,1.527760024627721e-12,0.00025857853074235732,2.4810820688200689e-16,0.00017415542342426476,1.8312315286359896e-12,1.3403132607748969e-09,3.2949845010477956e-15,2.7185321352863526e-17,2.7440968733713762e-06,3.5288180854424321e-11,0.0064575902692059848,0.00038130531792656769,2.8078481072478058e-05,1.5442039561780231e-07,1.4554040578656753e-09,7.2556377545555964e-09,3.1603626270713821e-11,4.6538093766798512e-07,5.5340979414531589e-11,1.3129531554819939e-10,1.4929144932896413e-14,7.5956120480070226e-13,3.3635335640877155e-11,3.6190969474156103e-08,1.4965383180857307e-07,1.3230265599625348e-15,1.0016352809085236e-17,3.45755966695953e-13,9.0455247130200739e-14,2.3167362753658265e-15
2.7780580196326594e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44542611294710743,0.11194057586068309,0.022628285159976728,0.0,4.9365929559323188e-07,2.6664198187383755e-05,1.1265695118334525e-07,5.3118131668507239e-08,1.5748509173190755e-12,0.00025983901521044693,2.5409386457615558e-16,0.00017472629120704849,1.8581486236094493e-12,1.3737279560102939e-09,3.3561039020158594e-15,2.7727464998598441e-17,2.7839580777129411e-06,3.5970692647357607e-11,0.0064691347886141146,0.00038301470471934466,2.819404811546728e-05,1.5575426477708596e-07,1.4624432198547368e-09,7.2890343971793664e-09,3.2191247320862633e-11,4.7021306017746146e-07,5.6413656204108005e-11,1.332114721730203e-10,1.5300939108089163e-14,7.7726404725799116e-13,3.4043663775316615e-11,3.6508979800504431e-08,1.5034550994426114e-07,1.3364665887812837e-15,1.020977400869066e-17,3.5087598169528925e-13,9.2759662720399957e-14,2.389645063201645e-15
2.7909698505623933e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44541282841753443,0.11192785682899535,0.022627404302599432,0.0,5.0349095489300072e-07,2.6923207229815281e-05,1.1431880335773644e-07,5.3866608355797463e-08,1.6231378125534681e-12,0.00026109992647392296,2.6019524989547596e-16,0.00017529542387219966,1.8853350389998029e-12,1.4077877826218424e-09,3.4179926544388581e-15,2.8277505482387044e-17,2.8241420281886073e-06,3.6663173116781794e-11,0.0064805886611635829,0.00038472335834391179,2.8308816584803273e-05,1.5708914002991095e-07,1.4694842407171162e-09,7.3224411102188711e-09,3.2785863841032566e-11,4.7507017112164004e-07,5.7502034274049318e-11,1.3514625886966235e-10,1.5679902068204937e-14,7.9529243596985544e-13,3.4453048875429867e-11,3.6826660714917103e-08,1.5103440327362116e-07,1.3499613506325758e-15,1.0406015128103446e-17,3.5604243147878865e-13,9.5109792854013114e-14,2.4644469201326113e-15
2.803881681492127e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44539963533581195,0.11191522728647883,0.022626523577446173,0.0,5.1345221667602401e-07,2.7183406823478741e-05,1.1599566667493606e-07,5.4622107622412961e-08,1.672644354993828e-12,0.00026236126362104981,2.6641405036658956e-16,0.00017586282630089602,1.9127922162796233e-12,1.4425013172205983e-09,3.4806551553369419e-15,2.8835512506873805e-17,2.864648596529389e-06,3.7365721172419021e-11,0.0064919525919900078,0.00038643127866348412,2.8422789473475241e-05,1.5842497497516571e-07,1.476527115151954e-09,7.355857874340242e-09,3.3387501689428266e-11,4.7995218996590942e-07,5.8606269751340923e-11,1.3709976656594121e-10,1.6066128955548992e-14,8.1365075541245641e-13,3.486344991308426e-11,3.7143990802786416e-08,1.5172050083336829e-07,1.3635105372061148e-15,1.0605104092046027e-17,3.6125541955190384e-13,9.7506269425010667e-14,2.5411801894638913e-15
2.816793512421861e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44538653299946651,0.11190268653432393,0.022625642984324477,0.0,5.2354373404326981e-07,2.7444792093893236e-05,1.1768757424594965e-07,5.5384662485281985e-08,1.7233945147373832e-12,0.00026362302573965145,2.7275197013263092e-16,0.00017642850335633541,1.940521597799946e-12,1.4778771917675422e-09,3.5440957761966792e-15,2.9401555910425096e-17,2.9054776417812715e-06,3.8078436245563901e-11,0.0065032272807385065,0.00038813846555442249,2.8535969892255709e-05,1.5976172421973898e-07,1.4835718378567215e-09,7.3892846701241154e-09,3.3996186419479684e-11,4.848590349841417e-07,5.9726519588117335e-11,1.390720861879483e-10,1.6459715524764336e-14,8.3234342726390985e-13,3.5274826164699963e-11,3.7460949008219694e-08,1.5240379191246151e-07,1.3771138396559171e-15,1.0807068972324496e-17,3.6651504764340859e-13,9.9949728757152172e-14,2.6198837574438583e-15
2.8297053433515948e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44537352071134545,0.11189023387916908,0.022624762523044521,0.0,5.3376615394182569e-07,2.7707358131208114e-05,1.1939455860745529e-07,5.6154305959274834e-08,1.7754125895799958e-12,0.00026488521191711945,2.7921073003704463e-16,0.0001769924598840374,1.9685246267808876e-12,1.513924093402945e-09,3.6083188627108121e-15,2.9975705664427791e-17,2.9466290106007237e-06,3.8801418289354805e-11,0.0065144134216065129,0.00038984491890594014,2.8648361065703914e-05,1.610993433703749e-07,1.4906184035272692e-09,7.422721478067624e-09,3.461194328521311e-11,4.8979062329198912e-07,6.0862941562094244e-11,1.4106330865977621e-10,1.6860758140941555e-14,8.5137491052474828e-13,3.5687137222610701e-11,3.7777514633451333e-08,1.5308426605164885e-07,1.390770948642325e-15,1.1011937987907173e-17,3.7182141570880897e-13,1.0244081159384042e-13,2.7005970571997259e-15
2.8426171742813286e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44536059777957809,0.11187786863305824,0.022623882193419039,0.0,5.4412011721616125e-07,2.7971099991809405e-05,1.2111665172295333e-07,5.6931071057106142e-08,1.8287232072751655e-12,0.00026614782124042164,2.8579206770735167e-16,0.00017755470071213753,1.9968027473023238e-12,1.550650764275578e-09,3.6733287345235851e-15,3.0558031870593966e-17,2.9881025375475175e-06,3.953476777904191e-11,0.0065255117033862445,0.00039155063861980889,2.8759966328214858e-05,1.6243778902516899e-07,1.4976668068578735e-09,7.4561682785863137e-09,3.5234797246629775e-11,4.9474687088011285e-07,6.2015694276995237e-11,1.4307352490324333e-10,1.7269353777727205e-14,8.707497016379069e-13,3.6100343006048966e-11,3.8093667338077544e-08,1.5376191304310993e-07,1.4044815543733705e-15,1.1219739505002186e-17,3.7717462193393464e-13,1.0498016308791345e-13,2.783360072664367e-15
2.8555290052110625e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44534776351753835,0.11186559011339874,0.022623001995263337,0.0,5.5460625866108994e-07,2.8236012699906534e-05,1.2285388498397594e-07,5.7714990789237197e-08,1.8833513277876746e-12,0.00026741085279611068,2.9249773763888471e-16,0.00017811523065167355,2.0253574042946e-12,1.5880660013718462e-09,3.7391296849817021e-15,3.1148604758271272e-17,3.0298980453747723e-06,4.0278585712251847e-11,0.0065365228095068586,0.00039325562461006827,2.8870789120115467e-05,1.6377701876472256e-07,1.5047170425412905e-09,7.4896250520160724e-09,3.5864772975084184e-11,4.99727692647324e-07,6.3184937162973446e-11,1.4510282583761864e-10,1.7685600015431658e-14,8.9047233460823765e-13,3.651440377148874e-11,3.840938713819781e-08,1.5443672293011073e-07,1.4182453466479065e-15,1.1430502037134072e-17,3.825747627387154e-13,1.0756843279137976e-13,2.8682133424942507e-15
2.8684408361407963e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44533501724380675,0.11185339764291946,0.022622121928395245,0.0,5.6522520707634294e-07,2.8502091249098795e-05,1.246062892113576e-07,5.850609816377832e-08,1.9393222455418454e-12,0.00026867430567033388,2.9932951127848948e-16,0.00017867405449686476,2.0541900435292987e-12,1.6261786563449053e-09,3.8057259808909288e-15,3.1747494681759859e-17,3.0720153453161267e-06,4.1032973609249279e-11,0.0065474474180762651,0.0003949598768027334,2.8980832983809168e-05,1.6511699114297133e-07,1.5117691052688123e-09,7.5230917786150072e-09,3.6501894858658956e-11,5.0473300243361414e-07,6.4370830477027971e-11,1.4715130237934562e-10,1.8109595039136981e-14,9.1054738112155042e-13,3.6929280122701329e-11,3.8724654405366377e-08,1.5510868600676842e-07,1.4320620148973515e-15,1.1644254245219472e-17,3.8802193278114196e-13,1.1020627464510266e-13,2.9551979639784365e-15
2.88135266707053e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44532235828213329,0.11184129054962941,0.022621241992635138,0.0,5.7597758532266521e-07,2.876933060392093e-05,1.2637389465656568e-07,5.9304426186391158e-08,1.9966615916643792e-12,0.00026993817894884186,3.062891771081926e-16,0.0001792311770253842,2.0833021116100456e-12,1.6649976353438148e-09,3.8731218622783855e-15,3.2354772117635688e-17,3.1144542373699619e-06,4.179803351319501e-11,0.0065582862019226114,0.000396663395135507,2.9090101559970321e-05,1.6645766567770743e-07,1.518822989730322e-09,7.5565684385652918e-09,3.7146187007530864e-11,5.0976271305305192e-07,6.5573535303414894e-11,1.4921904544176572e-10,1.8541437636805535e-14,9.3097945066318198e-13,3.7344933020078738e-11,3.9039449865490077e-08,1.5577779281778905e-07,1.4459312482300915e-15,1.1861024937641831e-17,3.9351622496141247e-13,1.1289434696843781e-13,3.0443555969385378e-15
2.894264498000264e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44530978596139975,0.11182926816677646,0.022620362187805863,0.0,5.8686401037934332e-07,2.9037725701367485e-05,1.2815673100309255e-07,6.01100078601911e-08,2.0553953362217669e-12,0.00027120247171699881,3.1337854072883696e-16,0.00017978660299862307,2.112695055963362e-12,1.7045318988428054e-09,3.9413215421605532e-15,3.2970507662080764e-17,3.1572145105805847e-06,4.2573867990401026e-11,0.006569039828635455,0.00039836617955749045,2.9198598583789435e-05,1.6779900284080695e-07,1.5258786906143481e-09,7.5900550119749513e-09,3.7797673259324433e-11,5.1481673632652831e-07,6.6793213554053817e-11,1.51306145934842e-10,1.8981227197390002e-14,9.5177319063609324e-13,3.7761323789820401e-11,3.9353754597505648e-08,1.564440341583456e-07,1.4598527354731788e-15,1.2080843070325137e-17,3.9905773042626566e-13,1.1563331244882921e-13,3.135728467619617e-15
2.9071763289299978e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44529729961558323,0.11181732983280653,0.022619482513732768,0.0,5.9788509340308292e-07,2.9307271452395236e-05,1.2995482736790877e-07,6.092287618564958e-08,2.115549790452236e-12,0.00027246718305979262,3.2059942494367758e-16,0.00018034033716194899,2.1423703248295673e-12,1.7447904614706964e-09,4.0103292063170395e-15,3.359477202822047e-17,3.2002959433163015e-06,4.3360580130582252e-11,0.0065797089606065996,0.00040006823002889784,2.9306327881270532e-05,1.6914096404818481e-07,1.5329362026081277e-09,7.6235514788796738e-09,3.8456377184446986e-11,5.1989498311432902e-07,6.8030027968928485e-11,1.5341269476488138e-10,1.9429063708945412e-14,9.7293328647849359e-13,3.8178414132215709e-11,3.9667550032067123e-08,1.5710740107386647e-07,1.4738261652183692e-15,1.2303737746806779e-17,4.0464653857350365e-13,1.1842383813136881e-13,3.2293593725719423e-15
2.9200881598597317e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44528489858371956,0.111805474891323,0.022618602970243644,0.0,6.0904143978814699e-07,2.9577962743403457e-05,1.3176821230297764e-07,6.1743064160496563e-08,2.1771516089922328e-12,0.00027373231206184517,3.2795366984194439e-16,0.00018089238424495651,2.1723293672537229e-12,1.7857823918405365e-09,4.0801490130701134e-15,3.4227636043468232e-17,3.2436983035443193e-06,4.4158273547105126e-11,0.0065902942550706313,0.00040176954652077179,2.9413293365581594e-05,1.7048351164948676e-07,1.5399955203976658e-09,7.6570578192445395e-09,3.9122322091404568e-11,5.2499736334851448e-07,6.9284142116482972e-11,1.5553878283425747e-10,1.9885047756743885e-14,9.9446446178099702e-13,3.8596166130055984e-11,3.9980817949948202e-08,1.5776788486002849e-07,1.4878512258630743e-15,1.2529738218309418e-17,4.1028273705670113e-13,1.2126659540832338e-13,3.3252916825235614e-15
2.9329999907894655e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44527258220986687,0.11179370269104659,0.022617723557168717,0.0,6.2033364922767346e-07,2.9849794437691411e-05,1.3359691379683259e-07,6.2570604779623065e-08,2.240227792097406e-12,0.00027499785780742304,3.3544313288236508e-16,0.00018144274896171147,2.2025736330766251e-12,1.8275168123795089e-09,4.150785093070043e-15,3.4869170646877851e-17,3.2874213491023876e-06,4.4967052377232958e-11,0.006600796364145109,0.00040347012901470052,2.9519499033458894e-05,1.7182660891754063e-07,1.5470566386677972e-09,7.6905740129657507e-09,3.9795531032089754e-11,5.3012378606508994e-07,7.0555720394012425e-11,1.5768450104113277e-10,2.0349280521392406e-14,1.0163714784033067e-12,3.9014542255811835e-11,4.0293540480564602e-08,1.58425477062551e-07,1.5019276056587976e-15,1.2758873883811928e-17,4.1596641179010677e-13,1.241622600086345e-13,3.4235693462436537e-15
2.9459118217191993e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44526034984306939,0.11178201258577536,0.022616844274340631,0.0,6.3176231577609152e-07,3.0122761376892916e-05,1.3544095927621489e-07,6.3405531034983346e-08,2.3048056878580982e-12,0.00027626381938044848,3.4306968897665042e-16,0.00018199143601098827,2.2331045729258394e-12,1.8700028991591594e-09,4.2222415490862903e-15,3.5519446886503808e-17,3.3314648279671467e-06,4.5787021282368219e-11,0.0066112159348704772,0.00040516997750253793,2.9624948961666459e-05,1.7317022003757463e-07,1.5541195521022515e-09,7.7241000398722717e-09,4.0476026807044108e-11,5.3527415943594885e-07,7.1844928028049109e-11,1.5984994027918022e-10,2.0821863776954516e-14,1.0386591365904265e-12,3.9433505379431437e-11,4.0605700100081817e-08,1.5908016947732509e-07,1.5160549927500211e-15,1.2991174290119412e-17,4.2169764695373227e-13,1.2711151198739393e-13,3.5242368943965964e-15
2.9588236526489332e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44524820083732175,0.11177040393434522,0.022615965121594417,0.0,6.4332802791255367e-07,3.0396858382387463e-05,1.3730037560777563e-07,6.4247875915497764e-08,2.3709129944093186e-12,0.00027753019586451082,3.5083523057294008e-16,0.00018253845007650075,2.2639236382067915e-12,1.9132498817259947e-09,4.2945224558045369e-15,3.6178535916769729e-17,3.3758284785190983e-06,4.6618285448291556e-11,0.0066215536092496348,0.00040686909198612469,2.9729647303510844e-05,1.7451431009622814e-07,1.5611842553837181e-09,7.7576358797275523e-09,4.1163831970683503e-11,5.4044839080057121e-07,7.3151931074743197e-11,1.6203519143730504e-10,2.1302899889076296e-14,1.0613322750884104e-12,3.9853018774259446e-11,4.0917279629843801e-08,1.5973195415014311e-07,1.5302330752266855e-15,1.3226669131932308e-17,4.2747652499863541e-13,1.3011503571530117e-13,3.6273394433867341e-15
2.971735483578667e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44523613455153316,0.11175887610059049,0.022615086098767497,0.0,6.5503136860530716e-07,3.0672080256687696e-05,1.3917518909983718e-07,6.5097672406955001e-08,2.4385777621351986e-12,0.00027879698634287754,3.5874166773920726e-16,0.00018308379582712613,2.2950322810938911e-12,1.9572670429324912e-09,4.3676318596296188e-15,3.6846508995845405e-17,3.4205120298041587e-06,4.746095058539779e-11,0.0066318100242872113,0.00040856747247701301,2.9833598285412871e-05,1.7585884507035382e-07,1.5682507431939142e-09,7.7911815122310367e-09,4.1858968836494036e-11,5.4564638669746073e-07,7.4476896420238618e-11,1.6424034539936575e-10,2.179249181311706e-14,1.0843957712596348e-12,4.0273046124513889e-11,4.1228262234127498e-08,1.60380823377024e-07,1.5444615411584436e-15,1.3465388251914552e-17,4.3330312665238745e-13,1.3317351986810455e-13,3.7329226991938065e-15
2.984647314508401e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44522415034949253,0.11174742845330507,0.022614207205699632,0.0,6.6687291537692852e-07,3.094842178480286e-05,1.410654255042208e-07,6.5954953491914965e-08,2.5078283958679155e-12,0.00028006418989850627,3.6679092824662285e-16,0.00018362747791712345,2.3264319545217086e-12,2.0020637187685746e-09,4.4415737784943543e-15,3.7523437483032503e-17,3.4655152017917489e-06,4.8315122928928684e-11,0.0066419858120285386,0.00041026511899619239,2.993680620353552e-05,1.7720379181564938e-07,1.5753190102136488e-09,7.8247369170199039e-09,4.2561459482179465e-11,5.508680528953073e-07,7.5819991781044217e-11,1.6646549304389516e-10,2.2290743092285509e-14,1.1078545411976082e-12,4.0693551529607446e-11,4.1538631418603402e-08,1.6102676970375424e-07,1.558740078654618e-15,1.3707361640760847e-17,4.3917753092474368e-13,1.3628765741603197e-13,3.8410329611989884e-15
