Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH3OO(77),C2H6X(52),C2H4(47),C2H4X(65),CH4OX(60),H2X(49)
2.4906943818801962e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33233490395381782,0.11390845583763573,0.022585986549958578,0.0,8.9086176236586678e-10,9.5039987465989756e-10,0.0,2.7758348759117224e-13,0.0,5.3947660643979299e-07,1.5716025476967057e-27,2.1704006879153934e-09,4.8581112103641944e-21,3.2463082085286964e-13,0.0,0.0,1.2101619603901606e-09,1.868783608133751e-21,0.0047609690242127667,0.00047115453131853306,1.5975913776640074e-09,5.467281082627162e-09,5.2861412989631323e-07,1.6733101714271876e-13,9.3038059046331078e-11,6.243686150362015e-16,7.2016448755719035e-25,5.6464436041262053e-28,5.5923408549791984e-18,1.1480364452917152e-11
2.5022815473120535e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33232457446322095,0.11390028102951735,0.022584909105850294,0.0,9.1130462580478146e-10,9.6823616986343254e-10,0.0,2.8296010423316857e-13,0.0,5.4359038369077233e-07,1.6267670833034533e-27,2.1794224909904839e-09,4.9702590765104257e-21,3.311086375238274e-13,0.0,0.0,1.2296427732419992e-09,1.9197800273416079e-21,0.0047691397117938343,0.00047330931306135764,1.6036233285710842e-09,5.532399570305568e-09,5.3256402346048643e-07,1.7068808674354379e-13,9.3748932662303978e-11,6.3686342468270746e-16,7.399381830210853e-25,5.8003482261225198e-28,5.703784398964123e-18,1.1705941714389979e-11
2.512709996200725e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33231533454038875,0.113892980115709,0.022583939507622781,0.0,9.3003942981129546e-10,9.8451200255409153e-10,0.0,2.8786889254913386e-13,0.0,5.4730530107974698e-07,1.677867695434128e-27,2.1875375113416509e-09,5.0730130542599124e-21,3.3702586112522922e-13,0.0,0.0,1.2473703394611635e-09,1.9666806859604718e-21,0.0047764369045968907,0.00047524841273388689,1.6090535394684746e-09,5.5914268531282563e-09,5.3612971356962091e-07,1.7375910330516416e-13,9.439085382610165e-11,6.4827646275870279e-16,7.5812609001573929e-25,5.9418876606195264e-28,5.805581310218639e-18,1.1911925456461138e-11
2.5231384450893964e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33230614785426488,0.11388573224484586,0.022582970005192354,0.0,9.4909739029241632e-10,1.0010013179144376e-09,0.0,2.9284452629588489e-13,0.0,5.5103207664727176e-07,1.7303786320899652e-27,2.1956482094924747e-09,5.1775165968832405e-21,3.4302657856890276e-13,0.0,0.0,1.2652837415049988e-09,2.0145492151184804e-21,0.0047836810425929523,0.00047718731989947508,1.6144851327914104e-09,5.6508537577875598e-09,5.3970560521277637e-07,1.7687765908084963e-13,9.5034797112388568e-11,6.5985008980878263e-16,7.7669156815358863e-25,6.0863415838120086e-28,5.9088124475241018e-18,1.2120746329189736e-11
2.533566893978068e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33229701402003198,0.11387853703272539,0.02258200059824092,0.0,9.6848301588166621e-10,1.017706114572098e-09,0.0,2.9788767287804497e-13,0.0,5.5477070958401017e-07,1.7843336078587771e-27,2.2037546219326333e-09,5.2837935962624234e-21,3.4911165797922835e-13,0.0,0.0,1.283384193051101e-09,2.0634020670382751e-21,0.0047908725099853307,0.00047912603518749178,1.619918112275097e-09,5.7106813552768597e-09,5.4329168219154904e-07,1.800447120784707e-13,9.5680762114854648e-11,6.7158596263573256e-16,7.9564107120761164e-25,6.2337667292208698e-28,6.0134927044401593e-18,1.2332432400177906e-11
2.5439953428667393e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33228793265566109,0.11387139409792889,0.022581031286452707,0.0,9.8820086337076747e-10,1.0346284018077287e-09,0.0,3.0299900402226716e-13,0.0,5.5852119909018821e-07,1.8397670245463072e-27,2.2118567850183819e-09,5.3918682031467649e-21,3.5528197327680932e-13,0.0,0.0,1.3016729105757442e-09,2.113255918282312e-21,0.0047980116881935599,0.00048106455922261815,1.6253524816026561e-09,5.7709107216821522e-09,5.4688792819241862e-07,1.8326068717293957e-13,9.6328748428967341e-11,6.8348574912723848e-16,8.149811413665514e-25,6.3842085699812161e-28,6.1196370666034999e-18,1.2547011898798116e-11
2.5544237917554108e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33227890338189175,0.1138643030618013,0.02258006206951426,0.0,1.0082555375635995e-09,1.051770199551585e-09,0.0,3.0817919579078568e-13,0.0,5.6228354437546982e-07,1.8967139831081951e-27,2.2199547349727904e-09,5.5017648295434512e-21,3.6153840420020422e-13,0.0,0.0,1.3201511133410578e-09,2.1641276722008442e-21,0.0048050989558734436,0.00048300289262489436,1.6307882444050192e-09,5.8315429245517649e-09,5.5049432679956461e-07,1.8652597603515147e-13,9.6978755651948845e-11,6.9555112829175812e-16,8.3471841020293191e-25,6.5377137600823171e-28,6.2272606171606602e-18,1.2764513216244153e-11
2.5638093957552153e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33227082126171964,0.11385796519190139,0.022579189855108962,0.0,1.0265965754215477e-09,1.0673871770572237e-09,0.0,3.1290080648613732e-13,0.0,5.6567979117764769e-07,1.9492899079527101e-27,2.2272393175356864e-09,5.6022500089361562e-21,3.6724355269637336e-13,0.0,0.0,1.3369445156638781e-09,2.2107967128298039e-21,0.0048114334240312844,0.00048474723020460619,1.635681625308699e-09,5.8864572069848586e-09,5.537487523744231e-07,1.8950776400061111e-13,9.7565489698215134e-11,7.0655294796560511e-16,8.5282711081654874e-25,6.6785380635837537e-28,6.3253990726408921e-18,1.2962786152801585e-11
2.5731949997550198e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33226278075733784,0.11385166878324793,0.022578317717054611,0.0,1.0452176365633804e-09,1.0831850903667666e-09,0.0,3.176792444052171e-13,0.0,5.6908563996514849e-07,2.0031474077427681e-27,2.2345205429146683e-09,5.7042491807527476e-21,3.7301982171736752e-13,0.0,0.0,1.3538932836124089e-09,2.2583167791074655e-21,0.0048177264213377169,0.00048649141431574119,1.6405761404040257e-09,5.9416994189376058e-09,5.5701137605933349e-07,1.9253061236351418e-13,9.8153860064617679e-11,7.1769150647527033e-16,8.7126794945236329e-25,6.8219257270774198e-28,6.4247591147665389e-18,1.3163469815826047e-11
2.5825806037548243e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33225478159793798,0.11384541356546397,0.022577445655127381,0.0,1.064122178661243e-09,1.0991654341230211e-09,0.0,3.2251501145917689e-13,0.0,5.7250109018092503e-07,2.0583135716667473e-27,2.2417984372405709e-09,5.8077806937315458e-21,3.7886786473494044e-13,0.0,0.0,1.3709983117547951e-09,2.3067006745750175e-21,0.0048239782181702549,0.0004882354454007896,1.6454717922340134e-09,5.9972703302369884e-09,5.6028218566235364e-07,1.955949865592261e-13,9.8743866461086224e-11,7.2896805106583179e-16,8.900459501135702e-25,6.9679166755560687e-28,6.525351948496945e-18,1.3366585238889917e-11
2.591027647354648e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33224761748203802,0.11383981886560676,0.022576660864297778,0.0,1.0813815264970742e-09,1.1137049624814169e-09,0.0,3.2691663536699257e-13,0.0,5.7558320414064146e-07,2.1091048102415615e-27,2.2483457156106839e-09,5.9022845153112023e-21,3.8419301341684845e-13,0.0,0.0,1.3865271803515259e-09,2.3509954614441576e-21,0.0048295698309598857,0.00048980494290335906,1.6498788528647055e-09,6.0475658211735137e-09,5.6323290313176465e-07,1.9838885718761147e-13,9.9276270784753625e-11,7.3923595609594976e-16,9.0723862579708966e-25,7.1015666917141243e-28,6.6169488516632184e-18,1.3551485744369586e-11
2.599474690954472e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33224048644271159,0.11383425711814961,0.022575876134789962,0.0,1.0988758869863005e-09,1.1283945752382279e-09,0.0,3.3136547470677795e-13,0.0,5.7867309441297089e-07,2.1609988469892535e-27,2.2548903358506421e-09,5.9980581666038029e-21,3.8957731328405888e-13,0.0,0.0,1.4021840004100091e-09,2.3960099994355353e-21,0.0048351284835707478,0.00049137431712922613,1.6542868380924926e-09,6.0981287361809072e-09,5.661902322728559e-07,2.0121710689266675e-13,9.9809999848776975e-11,7.4961756576242488e-16,9.2471227058526455e-25,7.2373853284177511e-28,6.7095617103012928e-18,1.3738388581954568e-11
2.607921734554296e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33223338828618781,0.11382872812963034,0.022575091466443802,0.0,1.1166078482086331e-09,1.143235376481111e-09,0.0,3.3586190136723093e-13,0.0,5.8177076060391194e-07,2.214016460347931e-27,2.2614323168297171e-09,6.0951153953216379e-21,3.9502124874072998e-13,0.0,0.0,1.4179694277706084e-09,2.4417539471916148e-21,0.0048406543694654112,0.00049294356839484218,1.6586957497047718e-09,6.1489596310538662e-09,5.6915416404731489e-07,2.0408007917945676e-13,1.0034505344394488e-10,7.6011380469230179e-16,9.4247067503099618e-25,7.3754026432428942e-28,6.8031988304387286e-18,1.392730930594829e-11
2.6163687781541198e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33222632281983461,0.11382323170772296,0.022574306859100127,0.0,1.1345800197413134e-09,1.1582284748707025e-09,0.0,3.4040628914024376e-13,0.0,5.8487620232319238e-07,2.2681787634871818e-27,2.2679716773604605e-09,6.1934700683126329e-21,4.0052530673530079e-13,0.0,0.0,1.4338841194310335e-09,2.4882370678109738e-21,0.0048461476809702588,0.00049451269701474997,1.6631055894681986e-09,6.2000590586259833e-09,5.7212468937004898e-07,2.0697815437459519e-13,1.0088143136174061e-10,7.7072560239733903e-16,9.6051767086387921e-25,7.5156476281643494e-28,6.8978685628004333e-18,1.4118263540404002e-11
2.6248158217539437e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33221928985215093,0.11381776766123093,0.02257352231260068,0.0,1.1527950328626159e-09,1.1733749836385958e-09,0.0,3.4499901372562886e-13,0.0,5.8798941918422953e-07,2.3235072088565975e-27,2.2745084361987787e-09,6.2931361724438692e-21,4.0608997676542489e-13,0.0,0.0,1.4499287335405652e-09,2.5354692297522296e-21,0.0048516086092821814,0.00049608170330159242,1.6675163591288559e-09,6.2514275707077907e-09,5.7510179910699039e-07,2.0991165922497631e-13,1.0141913339433453e-10,7.8145389328651631e-16,9.7885713134748879e-25,7.658148990660047e-28,6.9935793021252038e-18,1.4311266979128619e-11
2.6332628653537676e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33221228919276041,0.11381233580008061,0.022572737826788168,0.0,1.1712555406001904e-09,1.1886760205851148e-09,0.0,3.4964045273584446e-13,0.0,5.9111041080408722e-07,2.3800235927960359e-27,2.2810426120440026e-09,6.3941278154930025e-21,4.1171575088340931e-13,0.0,0.0,1.4661039293945959e-09,2.5834604077457851e-21,0.0048570373444752077,0.00049765058756612453,1.6719280604125624e-09,6.3030657179106354e-09,5.7808548407500804e-07,2.1288093464301082e-13,1.0195815933457665e-10,7.9229961667853956e-16,9.9749297163984059e-25,7.8029381090405273e-28,7.0903394854783572e-18,1.4506335385684251e-11
2.6417099089535915e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33220532065240543,0.11380693593531466,0.022571953401506199,0.0,1.1899642178007994e-09,1.2041327080769748e-09,0.0,3.5433098570072044e-13,0.0,5.9423917680343784e-07,2.4377500601974064e-27,2.2875742235389611e-09,6.4964592270462721e-21,4.1740312370149956e-13,0.0,0.0,1.4824103674294368e-09,2.6322206837128466e-21,0.0048624340755071089,0.00049921935011722532,1.6763406950250887e-09,6.3549740476926348e-09,5.8107573504360293e-07,2.1588638071851433e-13,1.0249850897598933e-10,8.0326371681434851e-16,1.0164291491564609e-24,7.9500452241804176e-28,7.1881575943683994e-18,1.47034845933879e-11
2.6501569525534154e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33219838404293922,0.11380156787908534,0.022571169036599312,0.0,1.2089237613640785e-09,1.219746173044834e-09,0.0,3.5907099407218455e-13,0.0,5.9737571680652073e-07,2.4967091092162929e-27,2.2941032892700497e-09,6.60014475940278e-21,4.2315259239685899e-13,0.0,0.0,1.4988487092165103e-09,2.6817602476904313e-21,0.0048677989902259512,0.0005007879912619081,1.6807542646522006e-09,6.4071531060431962e-09,5.840725427329667e-07,2.1892833678734733e-13,1.0304018211275998e-10,8.1434714286962327e-16,1.035669663935971e-24,8.0994994918800622e-28,7.2870421552016586e-18,1.4902730505309366e-11
2.6586039961532393e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33219147917732073,0.11379623144464808,0.022570384731912977,0.0,1.2281368903031837e-09,1.2355175469806902e-09,0.0,3.6386086122898824e-13,0.0,6.0052003044110335e-07,2.5569235960349542e-27,2.3006298277672969e-09,6.7051988884852955e-21,4.2896465671672523e-13,0.0,0.0,1.5154196174566668e-09,2.7320893987624269e-21,0.0048731322753766335,0.00050235651130532981,1.6851687709597969e-09,6.4596034382098545e-09,5.8707589781299491e-07,2.2200713656222558e-13,1.0358317853973378e-10,8.2555084896728968e-16,1.0552185590082464e-24,8.2513335377772182e-28,7.3870017371016246e-18,1.5104089094267409e-11
2.667051039753063e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33218460586960719,0.11379092644635512,0.022569600487293548,0.0,1.2476063457705559e-09,1.2514479659351574e-09,0.0,3.6870097248143243e-13,0.0,6.0367211733844197e-07,2.6184167396804301e-27,2.3071538575044326e-09,6.8116362147580082e-21,4.3483981898345844e-13,0.0,0.0,1.5321237559749787e-09,2.7832185459985927e-21,0.0048784341166073645,0.00050392491055080587,1.6895842155941898e-09,6.5123255863307761e-09,5.9008579090539594e-07,2.2512319666491577e-13,1.0412749805240654e-10,8.368757941900257e-16,1.0750799207653506e-24,8.4055789414612998e-28,7.4880449532082256e-18,1.5307576402823953e-11
2.675498083352887e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33217776393494813,0.11378565269964878,0.022568816302588314,0.0,1.26733489131446e-09,1.2675385705146211e-09,0.0,3.7359171507609418e-13,0.0,6.06831977133242e-07,2.6812121268990322e-27,2.3136753968989557e-09,6.9194714641514024e-21,4.4077858409935878e-13,0.0,0.0,1.5489617897149615e-09,2.8351582094003737e-21,0.004883704698476112,0.00050549318929981723,1.694000600182269e-09,6.5653200904827228e-09,5.9310221258239133e-07,2.2827687330242639e-13,1.0467314044691762e-10,8.4832294259276759e-16,1.095257879335298e-24,8.5622651238973518e-28,7.5901804621619825e-18,1.5513208543276394e-11
2.683945126952711e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33217095318957857,0.11378041002105536,0.022568032177645438,0.0,1.2873253129685098e-09,1.2837905058781981e-09,0.0,3.7853347820055267e-13,0.0,6.0999960946362035e-07,2.7453337170869132e-27,2.3201944643121931e-09,7.028719488994165e-21,4.4678145955184825e-13,0.0,0.0,1.5659343847326635e-09,2.8879190208530659e-21,0.00488894420445702,0.0005070613478520222,1.6984179263315703e-09,6.6185874903272366e-09,5.9612515336480753e-07,2.314684895118113e-13,1.0522010552004284e-10,8.5989326321521528e-16,1.1157566089586319e-24,8.7214259627204306e-28,7.6934169660075325e-18,1.5721001697647833e-11
2.6923921705525348e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33216417345081278,0.11377519822817848,0.022567248112314,0.0,1.3075804192261967e-09,1.3002049217345811e-09,0.0,3.8352665298811531e-13,0.0,6.1317501397106632e-07,2.8108058472762281e-27,2.3267110780493733e-09,7.1393952689520998e-21,4.5284895541859118e-13,0.0,0.0,1.5830422081913905e-09,2.9415117250861751e-21,0.0048941528169467695,0.00050862938650526781,1.7028361956304886e-09,6.6721283226934036e-09,5.9915460372423698e-07,2.3469847618355447e-13,1.0576839306918755e-10,8.7158773009433785e-16,1.1365803283677752e-24,8.8830946836110469e-28,7.7977632104156886e-18,1.5930972117675505e-11
2.7008392141523587e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33215742453703856,0.11377001713969294,0.022566464106443949,0.0,1.3281030413120589e-09,1.3167829723387867e-09,0.0,3.8857163252254418e-13,0.0,6.1635819030040415e-07,2.8776532371772856e-27,2.3332252563596751e-09,7.2515139119739933e-21,4.5898158437214913e-13,0.0,0.0,1.6002859283559985e-09,2.995947180640627e-21,0.0048993307172709123,0.00051019730555560078,1.7072554096484861e-09,6.7259431216968335e-09,6.0219055408266773e-07,2.3796721340184553e-13,1.0631800289237965e-10,8.8340732227687856e-16,1.15773330116917e-24,9.0473007997957223e-28,7.9032279868390482e-18,1.6143136124797217e-11
2.7092862577521826e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33215070626770982,0.11376486657533835,0.02256568015988614,0.0,1.3488960333180963e-09,1.3335258164887044e-09,0.0,3.9366881184278233e-13,0.0,6.195491380997554e-07,2.9459009942776706e-27,2.3397370174363009e-09,7.3650906552446192e-21,4.6517986168500865e-13,0.0,0.0,1.6176662145867799e-09,3.0512363608419052e-21,0.0049044780856901801,0.00051176510529727564,1.7116755699361753e-09,6.780032421161854e-09,6.0523299480980361e-07,2.4127501071294602e-13,1.0686893478826265e-10,8.9535302383186117e-16,1.1792198362282463e-24,9.2140793477030281e-28,8.0098201310132008e-18,1.6357510110135825e-11
2.7177333013520065e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33214401846334091,0.11375974635591295,0.022564896272492287,0.0,1.3699622721195418e-09,1.3504346175215071e-09,0.0,3.9881858794768051e-13,0.0,6.2274785702050163e-07,3.0155746189992492e-27,2.3462463794165319e-09,7.4801408661449225e-21,4.7144430523472357e-13,0.0,0.0,1.6351837373340472e-09,3.1073903547819101e-21,0.0049095951014067355,0.00051333278602276751,1.7160966780255011e-09,6.8343967525785669e-09,6.0828191622484893e-07,2.4462230818040356e-13,1.0742118855608919e-10,9.0742582386309267e-16,1.201044288057261e-24,9.3834655878988083e-28,8.1175485220897712e-18,1.6574110534481801e-11
2.7261803449518304e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33213736094550067,0.1137546563032672,0.022564112444114985,0.0,1.3913046576453473e-09,1.3675105433099799e-09,0.0,4.0402135980072312e-13,0.0,6.2595434671724686e-07,3.0867000099136015e-27,2.3527533603817834e-09,7.5966800432194729e-21,4.7777543550844423e-13,0.0,0.0,1.6528391681325261e-09,3.1644203683082117e-21,0.0049146819425703921,0.00051490034802278224,1.7205187354299565e-09,6.8890366441138438e-09,6.1133730859724981e-07,2.4800951782841159e-13,1.079747639957139e-10,9.1962671652166981e-16,1.2232110572060279e-24,9.5554889367451279e-28,8.2264220849547756e-18,1.6792953928273748e-11
2.7346273885516542e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33213073353680572,0.1137495962402978,0.022563328674607717,0.0,1.4129261130834936e-09,1.3847547662586558e-09,0.0,4.09277528334755e-13,0.0,6.2916860684778129e-07,3.1593034690163053e-27,2.359257978357671e-09,7.7147238171511914e-21,4.8417377560777641e-13,0.0,0.0,1.6706331795950899e-09,3.2223377250188016e-21,0.004919738786284808,0.00051646779158626588,1.7249417436446628e-09,6.943952623501091e-09,6.1439916214354903e-07,2.5143693450748797e-13,1.0852966090758696e-10,9.3195670101848319e-16,1.2457245906555522e-24,9.7301853805073236e-28,8.336449789693174e-18,1.7014056891576979e-11
2.743074432151478e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33212413606091434,0.11374456599094146,0.022562544963824788,0.0,1.4348295847359656e-09,1.4021684632997706e-09,0.0,4.1458749645670811e-13,0.0,6.3239063707304558e-07,3.233411707060537e-27,2.3657602513140579e-09,7.834287951743399e-21,4.9063985125399635e-13,0.0,0.0,1.6885664454071305e-09,3.2811538672659537e-21,0.0049247658086136329,0.00051803511700041459,1.7293657041465217e-09,6.9991452167985736e-09,6.1746746702836942e-07,2.5490499946399364e-13,1.0908587909274739e-10,9.4441678163672018e-16,1.2685893822145854e-24,9.9075927341030894e-28,8.4476406498839209e-18,1.7237436094060045e-11
2.751521475751302e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33211756834252099,0.11373956538016874,0.022561761311621402,0.0,1.4570180422652531e-09,1.4197528158891714e-09,0.0,4.1995166905232749e-13,0.0,6.3562043705709385e-07,3.3090518489506098e-27,2.3722601971651171e-09,7.9553883449092534e-21,4.9717419079249154e-13,0.0,0.0,1.7066396403210508e-09,3.3408803571681049e-21,0.004929763184586617,0.0005196023245506873,1.733790618394461e-09,7.0546149462850093e-09,6.2054221336627097e-07,2.5841416553637004e-13,1.0964341835281656e-10,9.570079677443693e-16,1.2918099729191235e-24,1.0087740149607154e-27,8.5600037245442444e-18,1.74631082749693e-11
2.759968519351126e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33211103020734917,0.11373459423397805,0.022560977717853588,0.0,1.4794944789919236e-09,1.4375090100020362e-09,0.0,4.2537045299089869e-13,0.0,6.3885800646705784e-07,3.3862514391961e-27,2.3787578337693816e-09,8.0780410296685975e-21,5.0377732519735949e-13,0.0,0.0,1.7248534401499202e-09,3.4015288776266023e-21,0.0049347310882056992,0.00052116941452081365,1.7382164878295222e-09,7.1103623333741157e-09,6.2362339121858722e-07,2.6196471437167852e-13,1.1020227848999151e-10,9.6973127380672506e-16,1.3153909514348734e-24,1.0270664180060081e-27,8.6735481186834751e-18,1.7691090243101456e-11
2.7684155629509498e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33210452148214614,0.11372965237938956,0.02256019418237824,0.0,1.5022619116942423e-09,1.4554382361283773e-09,0.0,4.308442571299738e-13,0.0,6.4210334497311319e-07,3.4650384474272104e-27,2.3852531789298011e-09,8.2022621751523524e-21,5.104497880766818e-13,0.0,0.0,1.7432085217615732e-09,3.4631112333519089e-21,0.0049396696924510364,0.00052273638719280266,1.7426433138749513e-09,7.1663878985259392e-09,6.2671099059325269e-07,2.655570770605106e-13,1.1076245930703864e-10,9.8258771939889004e-16,1.3393369544627144e-24,1.0456405860784631e-27,8.7882829812041859e-18,1.7921398876774026e-11
2.7768626065507737e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3320980419946768,0.11372473964443922,0.022559410705053087,0.0,1.525323380798541e-09,1.473541689268501e-09,0.0,4.3637349232009829e-13,0.0,6.4535645224844207e-07,3.5454412739719183e-27,2.3917462503937911e-09,8.328068087614412e-21,5.1719211567696521e-13,0.0,0.0,1.7617055630731708e-09,3.5256393518988386e-21,0.004944579169287016,0.00052430324284695776,1.7470710979364745e-09,7.2226921582192039e-09,6.29805001447586e-07,2.6919175602392533e-13,1.1132396060728733e-10,9.9557832921827711e-16,1.363652667147171e-24,1.0644993982037541e-27,8.9042175060366232e-18,1.815405112379383e-11
2.7853096501505976e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33209159157371748,0.11371985585817268,0.022558627285736703,0.0,1.5486819507917699e-09,1.4918205689283213e-09,0.0,4.4195857140953768e-13,0.0,6.4861732796919975e-07,3.6274887554955451e-27,2.398237065853283e-09,8.4554752114511682e-21,5.2400484688742514e-13,0.0,0.0,1.7803452430448566e-09,3.5891252847057879e-21,0.0049494596896682303,0.00052586998176188228,1.7514998414024108e-09,7.2792756273718262e-09,6.3290541368562399e-07,2.7286902514906005e-13,1.1188678219462345e-10,1.0087041330971139e-15,1.388342823487926e-24,1.0836465034588929e-27,9.02136093364567e-18,1.8389064001423364e-11
2.7937566937504214e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33208517004905014,0.11371500085063962,0.02255784392428848,0.0,1.5723407099822938e-09,1.510276079114402e-09,0.0,4.4759990924900413e-13,0.0,6.5188597181448009e-07,3.7112101707033136e-27,2.4047256429447794e-09,8.5845001302286667e-21,5.3088852324526924e-13,0.0,0.0,1.7991282416735561e-09,3.6535812081436339e-21,0.0049543114235454048,0.00052743660421449012,1.7559295456437211e-09,7.3361388206063602e-09,6.3601221715659637e-07,2.7658929057789193e-13,1.1245092387348328e-10,1.0219661660149433e-15,1.4134122067543887e-24,1.1030864097590384e-27,9.1397225490657167e-18,1.8626454596345157e-11
2.8022037373502453e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33207877725145657,0.11371017445288757,0.022557060620568649,0.0,1.5963027705927724e-09,1.5289094283289568e-09,0.0,4.5329792269638354e-13,0.0,6.5516238346628064e-07,3.7966352461065389e-27,2.4112119992493979e-09,8.7151595677175073e-21,5.3784368894023915e-13,0.0,0.0,1.818055239987538e-09,3.719019424575017e-21,0.0049591345398713052,0.00052900311048001717,1.7603602120142607e-09,7.3932822486877171e-09,6.3912540165824029e-07,2.803531116290404e-13,1.1301638544884707e-10,1.0353654681111277e-15,1.4388656499033485e-24,1.1228219650019382e-27,9.2593116819916371e-18,1.8866240064624047e-11
2.8106507809500692e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33207241301271218,0.11370537649695618,0.022556277374438272,0.0,1.6205712693059045e-09,1.5477218295647495e-09,0.0,4.5905303062146156e-13,0.0,6.5844656260946958e-07,3.8837941618530899e-27,2.4176961522929203e-09,8.8474703889354482e-21,5.4487089081854894e-13,0.0,0.0,1.837126920040155e-09,3.7854523634166217e-21,0.0049639292066065962,0.00053056950083203139,1.7647918418509562e-09,7.4507064199367426e-09,6.4224495693515083e-07,2.8416076517783442e-13,1.1358316672623297e-10,1.0489030846973492e-15,1.4647080359997281e-24,1.1428567156495197e-27,9.3801377088784154e-18,1.9108437631667326e-11
2.819097824549893e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33206607716558045,0.11370060681587131,0.022555494185759205,0.0,1.6451493670175746e-09,1.5667145002996843e-09,0.0,4.6486565391065097e-13,0.0,6.6173850893175105e-07,3.9727175576227504e-27,2.4241781195458378e-09,8.9814496011978996e-21,5.5197067838807485e-13,0.0,0.0,1.8563439649033431e-09,3.8528925822109626e-21,0.0049686955907256797,0.00053213577554243831,1.7692244364738063e-09,7.5084118428401081e-09,6.4537087267590932e-07,2.8801261451353567e-13,1.1415126751169089e-10,1.0625800662701102e-15,1.4909442986404732e-24,1.1631956712614662e-27,9.5022100515932965e-18,1.9353064592182863e-11
2.827544868149717e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33205976954380712,0.11369586524363939,0.022554711054394147,0.0,1.6700402487828118e-09,1.5858886624913224e-09,0.0,4.7073621547171795e-13,0.0,6.6503822212363286e-07,4.0634365385881207e-27,2.4306579184233993e-09,9.1171143551762422e-21,5.5914360382310837e-13,0.0,0.0,1.8757070586620946e-09,3.9213527677105454e-21,0.0049734338582224881,0.00053370193488149571,1.7736579971861041e-09,7.566399022499294e-09,6.485031385163864e-07,2.9190927983694807e-13,1.1472068761179655e-10,1.0763974685232356e-15,1.5175794223815878e-24,1.1838416800980056e-27,9.6255381764829233e-18,1.9600138310135083e-11
