Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),H2OX(23),COX(50)
6.5507964204129525e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999726,0.11866996602996269,0.022821567693054223,0.0,1.2244523695757493e-54,4.4422112119174267e-36,1.0070761739696728e-75,1.690699313581369e-48,1.0097485944732603e-119,6.6612201209061064e-22,1.0558098223976187e-101,6.6612201202120174e-22,2.6604443411131739e-68,9.3829386020929087e-61,9.9355152198477487e-101,6.0034979236695651e-102,2.3834263964534284e-47,8.0657983085883183e-81,2.6417448485018057e-15,1.2701743992222695e-16,4.8959384169221265e-20,3.5422867147409487e-32,4.8959384172906622e-20,1.8256904671336135e-30,8.429590153453336e-37,3.0354891769949714e-43,4.0897913307210221e-68,1.5951344007788803e-49,6.7136994492041752e-46,8.7946963195057551e-91
1.310728423649959e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999448,0.11866996602996004,0.02282156769305416,0.0,1.9607189066510622e-53,1.778042174210196e-35,1.2051015488241348e-73,1.3539306682478622e-47,4.8314840261893103e-117,1.3328227576059792e-21,6.7676266608807066e-100,1.3328227573281629e-21,4.2613345367930963e-67,1.5030170943088684e-59,2.3772727245514598e-98,1.4364581554083383e-99,1.9081901057848464e-46,2.5839523958212718e-79,5.2857848706323213e-15,2.5414523383221969e-16,9.7961304724091305e-20,1.4178376440485398e-31,9.7961304738842339e-20,7.3075163802037331e-30,6.7487926505786138e-36,4.544953859708167e-42,2.4481507010942558e-66,1.2770774412106087e-48,5.3750410996035157e-45,2.1043087546436815e-88
2.6220259868672867e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998893,0.11866996602995475,0.022821567693054032,0.0,3.1384264061532495e-52,7.1144848303914156e-35,1.4886943743699625e-71,1.0836932894909238e-46,2.3869127498555248e-114,2.6662242490534201e-21,4.3346260922852977e-98,2.6662242479417918e-21,6.8218362402129707e-66,2.4062253369445648e-58,5.8726434539659234e-96,3.5485228497373567e-97,1.5271316437510728e-45,8.2732855971800127e-78,1.0573864914888509e-14,5.084008216521951e-16,1.959651458226514e-19,5.6731958874964878e-31,1.9596514588167482e-19,2.923955699292063e-29,5.4010771750833835e-35,7.0221694509492283e-41,1.5125323604142235e-64,1.022050099812978e-47,4.301665381681894e-44,5.1983328960893366e-86
5.2446211133019425e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997783,0.11866996602994417,0.022821567693053778,0.0,5.022501593542958e-51,2.8462573006972465e-34,1.8710372153874588e-69,8.6717418697835408e-46,1.1998527574282049e-111,5.3330272336151145e-21,2.7752315909244293e-96,5.3330272291678782e-21,1.0917899610905664e-64,3.8510778080494387e-57,1.4760810336271997e-93,8.9191644559924493e-95,1.221936733488665e-44,2.6481936860294176e-76,2.115002500338152e-14,1.0169119972921062e-15,3.9197282797505192e-19,2.2696465649316735e-30,3.9197282821118427e-19,1.1697705152300464e-28,4.3216694841439216e-34,1.1035527727664874e-39,9.5063148957639662e-63,8.1779539210243749e-47,3.4419841460371613e-43,1.3065939763194929e-83
1.0489811366171253e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995568,0.11866996602992302,0.022821567693053268,0.0,8.0368122531268873e-50,1.1385956612610545e-33,2.3728321546421378e-67,6.9382718216428182e-45,6.0862409742631595e-109,1.0666633209405756e-20,1.7764909808290035e-94,1.0666633191615363e-20,1.7471009008979202e-63,6.1626136978692941e-56,3.7437702749762745e-91,2.2621591908076648e-92,9.7764123652133542e-44,8.4754076450052869e-75,4.2302345180290071e-14,2.0339343485717692e-15,7.8398819210097414e-19,9.0793154926597391e-30,7.8398819304558221e-19,4.6794455907585873e-28,3.4576432751526147e-33,1.7496768863148795e-38,6.0283435315571837e-61,6.5429847775360898e-46,2.7538460014279496e-42,3.3139018368873786e-81
2.0980191871909876e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991132,0.11866996602988072,0.022821567693052252,0.0,1.2859528613740125e-48,4.5545686190047736e-33,3.0230541056160352e-65,5.5509688043581834e-44,3.1015313598265238e-106,2.1333845187656059e-20,1.1370639241716474e-92,2.1333845116491588e-20,2.7955510231453417e-62,9.8608781174531616e-55,9.5391610768686747e-89,5.7640024133641901e-90,7.8214856696813059e-43,2.7123205146477554e-73,8.4606985533797296e-14,4.0679790511304547e-15,1.5680189196373027e-18,3.6318662572914685e-29,1.5680189234159033e-18,1.8718405704623764e-27,2.7662129908692513e-32,2.7866511646423417e-37,3.8402784265345854e-59,5.2346370121396254e-45,2.2031769532056603e-41,8.4438522023647246e-79
4.196095288338712e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319982262,0.11866996602979611,0.022821567693050219,0.0,2.0575688862361463e-47,1.8218650313626367e-32,3.8603706399886213e-63,4.440915579027816e-43,1.5842120078322816e-103,4.2668269250832706e-20,7.277560163622643e-91,4.2668268966169048e-20,4.4730333003937604e-61,1.577791326264949e-53,2.436235652111704e-86,1.4720862832453569e-87,6.2573122248540472e-42,8.6797297535253504e-72,1.6921626623957225e-13,8.1360684562452729e-15,3.1360803718478971e-18,1.4527698822237894e-28,3.1360803869627189e-18,7.4874039587172566e-27,2.2129702053608891e-31,4.4482989159794362e-36,2.4520184620644712e-57,4.1878101212745287e-44,1.7625763007637435e-40,2.1565012810309016e-76
8.39224749063416e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319964526,0.11866996602962689,0.022821567693046149,0.0,3.2921264195820697e-46,7.2875383999519762e-32,4.9352511179845188e-61,3.552788666191776e-42,8.1012232841508164e-101,8.5337117803890194e-20,4.6577508442338505e-89,8.5337116665223981e-20,7.1569745897798558e-60,2.5244911981344047e-52,6.2291326716147439e-84,3.763930123118773e-85,5.0058694553424881e-41,2.7775621700691666e-70,3.3843482764616422e-13,1.6272247266464689e-14,6.2722032648208359e-18,5.8110892224346709e-28,6.2722033252816294e-18,2.9949035270071122e-26,1.7703128342373092e-30,7.1087580898395557e-35,1.5673930385506989e-55,3.3502896346960175e-43,1.4100664182393822e-39,5.5138884728142259e-74
1.6784551895225059e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319929054,0.11866996602928845,0.022821567693038013,0.0,5.2673536489756176e-45,2.9150334997632524e-31,6.3128203978159428e-59,2.8422533949450649e-41,4.144989058805291e-98,1.7067481661682204e-19,2.9809964903523472e-87,1.7067481206213398e-19,1.1451256315994048e-58,4.0391561018624868e-51,1.5935688529830563e-81,9.6290801937522039e-83,4.004655754334146e-40,8.8882767253399431e-69,6.7687195043951648e-13,3.2544604886862652e-14,1.2544449004973716e-17,2.3244079760773185e-27,1.254444924682524e-17,1.1978966909620475e-25,1.4161237391377019e-29,1.1366411102458369e-33,1.0024528149161788e-53,2.680250454766936e-42,1.1280416574544557e-38,1.4105912020190188e-71
3.3569160704406852e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319858111,0.11866996602861156,0.022821567693021742,0.0,8.4275298825311792e-44,1.1660190153375791e-30,8.0765159019225563e-57,2.2738116697986515e-40,2.1212091269020851e-95,3.4135022106995288e-19,1.9078492590614814e-85,3.4135020285115442e-19,1.8322087441132669e-57,6.4624663152023025e-50,4.0775670068761656e-79,2.4638546088387658e-80,3.2036323951735379e-39,2.8442609600722185e-67,1.3537461959468933e-12,6.5089320127495081e-14,2.508894030210748e-17,9.2973392784920417e-27,2.5088941269572977e-17,4.79103253764433e-25,1.1326865054689652e-28,1.8177662981059855e-32,6.4126161420154639e-52,2.144211272934829e-41,9.0240693111741914e-38,3.6093693608955084e-69
6.713837832277045e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319716225,0.11866996602725778,0.022821567692989198,0.0,1.3483228528414637e-42,4.6641031858372151e-30,1.0332527195307571e-54,1.8190528678014286e-39,1.0854906533859042e-92,6.8270105728528236e-19,1.2210272089487376e-83,6.8270098440999724e-19,2.9315400997806841e-56,1.0339288695428753e-48,1.0433107394466547e-76,6.3041660863776339e-78,2.5627469909930577e-38,9.1016546877404891e-66,2.7074946866443379e-12,1.3017875060810603e-13,5.0177922163687051e-17,3.718687447262508e-26,5.0177926034009514e-17,1.9159624717697007e-24,9.0580533712815881e-28,2.9069346345126513e-31,4.1019240050808877e-50,1.7153788364352704e-40,7.2188010430901708e-37,9.2351438415608575e-67
1.3427681355949762e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319432446,0.11866996602455024,0.022821567692924108,0.0,2.157049298480496e-41,1.8656594043128784e-29,1.3214700220697552e-52,1.4552436276972943e-38,5.5531270953060127e-90,1.3654028389522069e-18,7.814585942070452e-82,1.3654025474508902e-18,4.6904687985094375e-55,1.654070226058043e-47,2.6686704735193258e-74,1.6125341309749015e-75,2.0499387977915568e-37,2.912532486703315e-64,5.4149916667699906e-12,2.6035761156671217e-13,1.0035588295609458e-16,1.487273568626433e-25,1.0035589844104019e-16,7.6602333134581884e-24,7.2409293015411638e-27,4.6473323843229755e-30,2.6230546249258315e-48,1.3723157169599163e-39,5.7743010698063176e-36,2.3622424400963422e-64
2.6855368403295197e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318864889,0.11866996601913514,0.022821567692793927,0.0,3.4504198231165166e-40,7.4627753610978089e-29,1.6888731451856635e-50,1.1641953086122356e-37,2.8388284676632871e-87,2.7308068392310644e-18,5.0013388043995489e-80,2.730805673225506e-18,7.50475299349052e-54,2.645817026108673e-46,6.8212801424530695e-72,4.1217328954185107e-73,1.6395352946245466e-36,9.3201077641587435e-63,1.082998562194435e-11,5.2071533347346134e-13,2.0071179281790459e-16,5.9474779337412831e-25,2.0071185478685705e-16,3.0612009714197752e-23,5.7839303051617217e-26,7.4245135604783493e-29,1.676156639442565e-46,1.0978715647846279e-38,4.6182525302129463e-35,6.0380188562519607e-62
5.3710742497986066e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631772978,0.11866996600830494,0.02282156769253357,0.0,5.5179214472447967e-39,2.9852186303219007e-28,2.1552208408808606e-48,9.3135620638633788e-37,1.4490977941073337e-84,5.4616165875684145e-18,3.2008580819254434e-78,5.4616119235460561e-18,1.2007604577598717e-52,4.2310802319978308e-45,1.7409775574587912e-69,1.0519791151397972e-70,1.3109628066720063e-35,2.9824344715904234e-61,2.1659973511985275e-11,1.0414307772451085e-12,4.0142356564951496e-16,2.3776979514386583e-24,4.0142381375824347e-16,1.2221720299041051e-22,4.6130876877288189e-25,1.1844082626544031e-27,1.0694839316398896e-44,8.783270732164179e-38,3.6927000498530769e-34,1.541061162260828e-59
1.0742149068736782e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315459557,0.11866996598664456,0.022821567692012854,0.0,8.8198835763661581e-38,1.1941735015412297e-27,2.742134447425474e-46,7.4508462397152992e-36,7.375005110936788e-82,1.0923243075358358e-17,2.0485506694436491e-76,1.0923224419272432e-17,1.9212159011576186e-51,6.7626091740034201e-44,4.4302196991279653e-67,2.6769433602019386e-68,1.0477068347461237e-34,9.5437863074988934e-60,4.3319949210835984e-11,2.0828616646210078e-12,8.0284692374478699e-16,9.5004595011925917e-24,8.0284791804114833e-16,4.8703172514667062e-22,3.668128135998263e-24,1.8839333733015745e-26,6.8034777624708652e-43,7.0270893567803966e-37,2.9511205407365039e-33,3.921463833438366e-57
2.148429870661313e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756310919117,0.1186699659433238,0.022821567690971423,0.0,1.4083762625767668e-36,4.7773746440510418e-27,3.4681707381467727e-44,5.9606704282507181e-35,3.7312074386788683e-79,2.1846524015373099e-17,1.311073307056886e-74,2.1846449391066303e-17,3.0739421710914695e-50,1.0797459857814911e-42,1.1206687135816767e-64,6.7715971374309182e-66,8.3646889429945452e-34,3.0540084303816449e-58,8.6639900283612784e-11,4.1657234387032745e-12,1.6056928896642515e-15,3.7919426035444176e-23,1.6056968816952189e-15,1.9335836107622925e-21,2.8992268012822731e-23,2.9792127152325639e-25,4.3022154739683238e-41,5.62241949341213e-36,2.356047199971694e-32,9.9195664820302887e-55
4.2968597982365825e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756301838231,0.11866996585668227,0.022821567688888562,0.0,2.2444772340959567e-35,1.9114830211376175e-26,4.3351376397290106e-42,4.7685253988618889e-34,1.8657026096912201e-76,4.3693197752932816e-17,8.390879158812916e-73,4.3692899256018504e-17,4.9182965187482012e-49,1.7203679375960527e-41,2.801754824944832e-62,1.6929490456345451e-63,6.6647644437729617e-33,9.7728055707520406e-57,1.7327980112946804e-10,8.3314469841901118e-12,3.2113818204245746e-15,1.5102238798961165e-22,3.211397906590505e-15,7.6203885946467957e-21,2.2644098344403663e-22,4.6573907709889019e-24,2.6885840821631869e-39,4.4991081951135142e-35,1.8771242928034688e-31,2.4798794093011984e-52
6.445289725811853e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756292757345,0.11866996577004074,0.0228215676868057,0.0,8.2454410427913043e-35,4.0626711724168905e-26,2.8128244903194932e-41,1.4156541185988329e-33,1.5760625703345062e-75,6.5539983347813853e-17,4.7640885594720928e-72,6.5539349042335182e-17,1.8606894674945238e-48,6.5464464167400674e-41,2.0908037459857287e-61,1.2633596414307893e-62,1.9012932859723031e-32,4.5589882060984981e-56,2.5991970067562487e-10,1.2497170526999256e-11,4.8170677501120281e-15,3.1996487938034733e-22,4.8171021057356717e-15,1.6028813541702595e-20,6.3863164678329216e-22,1.6952398547427936e-23,1.4875113362961856e-38,1.2866533902864698e-34,5.3547894245302761e-31,1.8505879933509515e-51
1.0742149580962393e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756274595578,0.11866996559675769,0.022821567682639977,0.0,6.3013275606493384e-34,1.1237380155137183e-25,1.2134627500211063e-39,6.6311920537735608e-33,2.1199756122417847e-73,1.0923400196518589e-16,1.2807231022425835e-70,1.092322483004266e-16,1.4684686596078325e-47,5.3408468680601007e-40,1.5831323985406983e-59,9.5660063471233757e-61,8.6769757539191055e-32,6.109314419882959e-55,4.3319949456914508e-10,2.0828617601912659e-11,8.0284276052410252e-15,8.7785506058919289e-22,8.0285238038882645e-15,4.3184499432830968e-20,2.8174298756476304e-21,1.2543527940745968e-22,3.7052716597907306e-37,5.9155257229247002e-34,2.4435236900848926e-30,1.4011583149030278e-49
1.4609323450597878e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756258249987,0.11866996544080294,0.022821567678890826,0.0,1.7300531744468445e-33,2.001652117085126e-25,5.6948431464149943e-39,1.5302106304950018e-32,1.166356586102332e-72,1.4855898013206018e-16,5.5610874631427675e-70,1.4855585737863579e-16,4.1209933142058886e-47,1.5512725024855853e-39,8.1186831811428805e-59,4.9056756648566907e-60,1.945652372086397e-31,2.0276352531616135e-54,5.8915130487395567e-10,2.8326919960689773e-11,1.0918641778385532e-14,1.5552910907063472e-21,1.0918814501931368e-14,7.5600095584528423e-20,6.1996473500689838e-21,3.3932322989290698e-22,1.559963770370043e-36,1.3318895239330708e-33,5.4788357761689607e-30,7.1854010028381698e-49
1.8476497320233363e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756241904395,0.11866996528484822,0.022821567675141676,0.0,3.8832316702798057e-33,3.1255367629489105e-25,1.9728910080878954e-38,2.9463206094101054e-32,5.3312654243559256e-72,1.8788434084387892e-16,1.6838998539932403e-69,1.8787946618791377e-16,9.4352408567318779e-47,3.5374327970427642e-39,3.2484394117224048e-58,1.9628539939221648e-59,3.6625956806338415e-31,5.4482700726452382e-54,7.4510311073383229e-10,3.5825222310315807e-11,1.3808845688053036e-14,2.4154827011802436e-21,1.3809117529843265e-14,1.1602612470700494e-19,1.144463914056484e-20,7.4931448927011354e-22,4.6053839914457631e-36,2.5179585512588192e-33,1.0313014594805439e-29,2.874954788427466e-48
2.234367118986885e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756225558804,0.11866996512889348,0.022821567671392526,0.0,7.4401274423924467e-33,4.4819238652031042e-25,5.4919788556866476e-38,5.0094565980113601e-32,1.7955138638704836e-71,2.2721006290875078e-16,4.3715901606381429e-69,2.2720307474315799e-16,1.8399257935708143e-46,6.9695449656311709e-39,9.9618617806795093e-58,6.0194057515200535e-59,6.0989547608489591e-31,1.2052853248490784e-53,9.0105491239499771e-10,4.3323524651303245e-11,1.6699039902811298e-14,3.4460194045839462e-21,1.6699432613085163e-14,1.6368288359066781e-19,1.8715180064433143e-20,1.4145265768503325e-21,1.1633985270326276e-35,4.2095889153681507e-33,1.7172259349743407e-29,8.8163622643298855e-48
3.007801892913982e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756192867632,0.11866996481698404,0.022821567663894222,0.0,1.9144697316161222e-32,7.7253469315512975e-25,2.5669618748588547e-37,1.107590709258226e-31,1.0549558106268256e-70,3.0586233109405436e-16,1.9336550346390517e-68,3.0585029127432761e-16,4.8849120011857542e-46,1.9353649723933243e-38,5.2186621660328373e-57,3.1533471342262042e-58,1.2941794274486222e-30,3.7921956254157292e-53,1.2129585061422454e-09,5.8320129313587093e-11,2.2479406223359376e-14,5.8890556410615199e-21,2.248009142832244e-14,2.7456431200708982e-19,3.8568415965890985e-20,3.5555959370353446e-21,4.8688895750080343e-35,8.9900861073095345e-33,3.6435648779332134e-29,4.6184663564558575e-47
3.7812366668410796e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756160176454,0.11866996450507458,0.022821567656395918,0.0,4.0361673435166948e-32,1.1829424107642617e-24,8.3774173339294861e-37,2.0750470864307141e-31,4.1290001765701915e-70,3.8451593497728221e-16,5.8185200437718823e-68,3.8449750686648582e-16,1.0596001287749953e-45,4.3079100099363269e-38,1.8757955164276929e-56,1.1334383006370504e-57,2.3399171030799477e-30,9.3800300037174363e-53,1.5248620843693481e-09,7.3316733943956497e-11,2.8259736707851054e-14,8.9428947786685082e-21,2.8260798151201288e-14,4.0954406102994107e-19,6.7839408026218885e-20,7.3386987318387143e-21,1.4122239597828843e-34,1.6352659781847257e-32,6.5871051302882769e-29,1.6600296450648318e-46
4.554671440768177e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756127485288,0.11866996419316515,0.022821567648897621,0.0,7.6013372371536846e-32,1.685346688295683e-24,2.3101454152922954e-36,3.5118046204213878e-31,1.3590139008126152e-69,4.6317096514752568e-16,1.5061931807669638e-67,4.6314472145594279e-16,2.0477971926654031e-45,8.4600361733511103e-38,5.6784154310138802e-56,3.4311466447541105e-57,3.8483334314326395e-30,2.0401904971986214e-52,1.836765646023611e-09,8.8313338540262746e-11,3.4040028925833753e-14,1.2633820185501283e-20,3.4041558698895291e-14,5.6825785196067212e-19,1.0851142762016923e-19,1.3529319573406249e-20,3.5163952474168368e-34,2.7058924047415259e-32,1.0832487554048306e-28,5.0251455172954851e-46
6.101540988622371e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756062102949,0.11866996356934638,0.022821567633901016,0.0,2.2744528165371094e-31,2.9718485295617295e-24,1.7727430035718181e-35,8.3514155392792155e-31,2.1609276941446616e-68,6.2048538466611866e-16,9.3202999720997205e-67,6.2043914757025707e-16,6.443738360312977e-45,2.6549367756631128e-37,6.2171548294689092e-55,3.7566656496399917e-56,8.7509241555911492e-30,8.5476629512301068e-52,2.4605727186797565e-09,1.18306547628859e-10,4.5600496407434618e-14,2.1869702132732123e-20,4.5603260419061899e-14,9.4711894992379799e-19,2.3088444460701733e-19,3.8189928063017456e-20,1.9189039307959862e-33,6.2461586581913067e-32,2.4627093464010404e-28,5.5012764136633919e-45
