Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),H2OX(23),COX(50),CHOX(53)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.221231717221184e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,8.8825364485144596e-66,8.0934984501549589e-42,2.4266414231406106e-93,3.9609966709137799e-57,1.1727764322548686e-142,7.3429590430291281e-25,-8.5499494745470096e-118,7.3429590430278654e-25,1.2873489661022486e-79,3.8922643322122844e-72,5.2502775610609311e-121,3.1724594579434713e-122,8.3716626364272e-56,8.3291846115339725e-95,2.912111820383841e-18,1.4001692419390023e-19,5.3970087778964445e-23,6.4538774278450117e-38,5.3970087778971145e-23,3.326322624248716e-36,2.9608483268712917e-45,1.4044086598794745e-52,4.5136130636660271e-83,5.6028198197754952e-58,2.3581486922631533e-54,4.6474268672130917e-111,-1.0307410970124659e-114
2.0219448808219315e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,1.9869943832491332e-64,4.8884730639743915e-41,2.7130337977093148e-91,5.9858581691430476e-56,4.2810855024409933e-140,2.056028532048566e-24,1.6503068779050477e-116,2.0560285320478019e-24,3.6305300602769258e-78,1.2237901907021577e-70,1.0618350948798575e-118,6.4160965782336793e-120,9.9388378797154935e-55,4.3114258354864001e-93,8.1539130970747509e-18,3.9204738774292063e-19,1.5111624578108945e-22,3.8981419654543616e-37,1.5111624578112996e-22,2.0090988633193356e-35,3.5151191288834406e-44,1.6874268246979659e-51,2.7784299071627693e-81,6.6516676901381183e-57,2.7995941268114581e-53,9.3991239338300255e-109,1.0556356163626689e-112
4.621588299021558e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,0.0,3.9259718184238988e-63,2.3535893494262572e-40,2.5163289674331465e-89,6.4393130680359304e-55,1.5889135347597694e-137,4.6994937875415087e-24,1.7425638724627844e-114,4.6994937875378316e-24,7.8971958880706817e-77,2.7302085940772225e-69,1.9705754916692436e-116,1.190712449605759e-117,9.7580099620418103e-54,1.8825372517304429e-91,1.8637515650456551e-17,8.9610831484096137e-19,3.454085617852955e-22,1.8767875545712893e-36,3.4540856178549073e-22,9.6729461654119328e-35,3.4511647949888932e-43,1.6993286112134888e-50,1.2861030596115345e-79,6.5306467822423379e-56,2.7486581137075219e-52,1.7443088249823969e-106,2.2661572480319632e-110
9.820875135420811e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996528,0.022821567693054285,0.0,6.9860617839439679e-62,1.027874303294915e-39,1.9982590782398931e-87,5.9188381054696334e-54,5.0539917750389691e-135,9.9864242985339468e-24,1.3773516176831344e-112,9.9864242985178866e-24,1.4640070243023747e-75,5.1133785335071542e-68,3.1325754951105558e-114,1.892846357316397e-115,8.6308492969977358e-53,7.008214179827645e-90,3.9604720757220076e-17,1.904230169037043e-18,7.3399319379353199e-22,8.1964243184207405e-36,7.3399319379438464e-22,4.2244297060290935e-34,3.0525161599654314e-42,1.5788238934830915e-49,5.0972318973502897e-78,5.7762831220509904e-55,2.4311569715873573e-51,2.7728849282364469e-104,3.8220159927494251e-108
2.0219448808219317e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996524,0.022821567693054285,0.0,1.1783018108232197e-60,4.291172879399274e-39,1.5187158373200285e-85,5.0636906121788715e-53,1.5371178646448487e-132,2.0560285320545025e-23,9.762180495112036e-111,2.0560285320477977e-23,2.5162540193618507e-74,8.8320897911882005e-67,4.763009074467695e-112,2.8780294010121611e-113,7.2547488675404458e-52,2.414436044620691e-88,8.1539130970746812e-17,3.9204738774292058e-18,1.5111624578093016e-21,3.4218457987952417e-35,1.5111624578128618e-21,1.7636162312865718e-33,2.5658237300586327e-41,1.4545911023946356e-48,1.9358895179196543e-76,4.8553140118891325e-54,2.0435339187374654e-50,4.2161078304683978e-102,5.9798433074672209e-106
4.1016596153816325e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999981,0.11866996602996516,0.022821567693054282,0.0,1.9353645646085956e-59,1.7530841392516551e-38,1.1861531973369796e-83,4.1867573203153691e-52,4.8008468088483975e-130,4.1708007364671997e-23,6.569499944826974e-109,4.1708007364398083e-23,4.1705065037449003e-73,1.4674649223263344e-65,7.4387445588082276e-110,4.4948319873102525e-111,5.9478814116756966e-51,8.0126329387409756e-87,1.6540795139779909e-16,7.9529612942135291e-18,3.0655009858380286e-21,1.3979356549948118e-34,3.0655009858525731e-21,7.204947653064866e-33,2.1036172647718391e-40,1.4016414823518016e-47,7.562589559905943e-75,3.9806797737098367e-53,1.6754125650120424e-49,6.5846083195132166e-100,9.47685902748707e-104
8.261089084501034e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999964,0.11866996602996499,0.022821567693054278,0.0,3.1373095846778854e-58,7.0862463888860809e-38,1.001779151194456e-81,3.4046015209591828e-51,1.6206715716941009e-127,8.4003451453345209e-23,4.3104892053649665e-107,8.4003451452237988e-23,6.7905887080667772e-72,2.3923381728927198e-64,1.2558886744625887e-107,7.5886576561532516e-109,4.81674853851567e-50,2.6107997856794801e-85,3.3314559225189876e-16,1.6017936127782166e-17,6.1741780418842342e-21,5.650679380534747e-34,6.174178041943024e-21,2.9123549532398497e-32,1.7035637205220497e-39,1.4737302413318387e-46,3.1966514839803716e-73,3.2236576885375468e-52,1.3567925223184882e-48,1.1116842292301882e-97,1.6128987451923191e-101
1.6579948022739839e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999931,0.11866996602996466,0.022821567693054271,0.0,5.052540490146619e-57,2.8493485097379202e-37,9.4134187682004584e-80,2.7459344667891355e-50,6.0860916363493939e-125,1.6859433963236869e-22,2.7931328558512887e-105,1.6859433962791665e-22,1.0960037552316629e-70,3.863632476425088e-63,2.3588209334536788e-105,1.4253082211611072e-106,3.8769382104410219e-49,8.4301143012219243e-84,6.6862087396007864e-16,3.2147885794919389e-17,1.2391532153931652e-20,2.2721132880137999e-33,1.2391532154168038e-20,1.1710450490723968e-31,1.3711761594619126e-38,1.7313305245606564e-45,1.5037203407437928e-71,2.5946801623436711e-51,1.0920646428058738e-47,2.0879748999633974e-95,3.0437077137890163e-99
3.3217665899217445e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999859,0.11866996602996399,0.022821567693054254,0.0,8.1104463651868882e-56,1.1427161952070556e-36,9.8335001843010063e-78,2.2056838940076336e-49,2.5410256258848175e-122,3.3777611599712403e-22,1.7986993696856026e-103,3.3777611597926926e-22,1.7612486116121125e-69,6.2106761614086379e-62,4.9255199864611893e-103,2.9762259705543082e-104,3.1109986549276955e-48,2.7097849135390582e-82,1.3395714373763604e-15,6.4407785129193685e-17,2.4826240377846503e-20,9.1121902051725842e-33,2.4826240378794527e-20,4.6964138590615113e-31,1.100282306465102e-37,2.2641724068523118e-44,7.8626135553123479e-70,2.0820674274101803e-50,8.7631307203737023e-47,4.359958799944648e-93,6.373678501432949e-97
