Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),H2OX(23),COX(50),CHOX(53)
6.649310165217266e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999972,0.11866996602996265,0.022821567693054223,0.0,1.2997861098933053e-54,4.5768251774826213e-36,1.115798745092508e-75,1.7681286498848717e-48,1.1526507276461653e-119,6.7613966875346777e-22,1.1547306311259588e-101,6.7613966868195559e-22,2.8241258496021429e-68,9.960233388752656e-61,1.1173614249414414e-100,6.7516122009646868e-102,2.4925845219952846e-47,8.690796721636454e-81,2.6814725642086121e-15,1.2892758379774161e-16,4.9695656824956295e-20,3.6496287291073084e-32,4.9695656828753332e-20,1.8810147391772773e-30,8.8156443882240804e-37,3.2160440652180978e-43,4.4642419893341361e-68,1.6681876038704461e-49,7.0211679272204976e-46,9.8906303839154482e-91,1.4482549638851658e-94
1.3304397315808308e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999437,0.11866996602995997,0.022821567693054157,0.0,2.0813510259162901e-53,1.8319228425713304e-35,1.3364238752197902e-73,1.4159369352396948e-47,5.5203176953425235e-117,1.3528667743734882e-21,7.4016983357831982e-100,1.3528667740872529e-21,4.5235094127591564e-67,1.5954917379828744e-59,2.6759658386628046e-98,1.6169417628268255e-99,1.9955829644704796e-46,2.7841763643573697e-79,5.3652748178718691e-15,2.5796718113483488e-16,9.9434489716296198e-20,1.4608024153025204e-31,9.9434489731494229e-20,7.5289574930257376e-30,7.0578704668045978e-36,4.819614762122487e-42,2.6747258335868514e-66,1.3355644238099112e-48,5.6212027943953558e-45,2.368704367995384e-88,3.4715642540363526e-92
2.6614571616990393e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998876,0.1186699660299546,0.022821567693054028,0.0,3.3315162995173325e-52,7.3300776924438579e-35,1.6517579450333424e-71,1.1333234345330732e-46,2.728612226823422e-114,2.7063209860428596e-21,4.7407453663140334e-98,2.7063209848975455e-21,7.2415437413800903e-66,2.5542707694428091e-58,6.613878986626104e-96,3.9964101535597036e-97,1.597072467866467e-45,8.9143616780442601e-78,1.0732879325193394e-14,5.1604637580901131e-16,1.9891215548745726e-19,5.8451108676654082e-31,1.9891215554826929e-19,3.0125608647681855e-29,5.648432868387154e-35,7.450231700382028e-41,1.6533489665061165e-64,1.0688574623225874e-47,4.4986694844643489e-44,5.85445585273429e-86,8.5843814349468009e-90
5.3234920219354563e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997749,0.11866996602994385,0.022821567693053772,0.0,5.3315080984016749e-51,2.9325084887128803e-34,2.0765364432162632e-69,9.0688835803552158e-46,1.3719895020743699e-111,5.4132294110989239e-21,3.0352482601767683e-96,5.4132294065169236e-21,1.1589613824206027e-64,4.0880192095067901e-57,1.6628364068921299e-93,1.004762286992488e-94,1.2778999819393482e-44,2.8533955504605722e-76,2.1468088339816485e-14,1.0322047651573231e-15,3.9786748698370449e-19,2.338423696178976e-30,3.9786748722699254e-19,1.2052182520719265e-28,4.5195908290419429e-34,1.1711304117039053e-39,1.0394113595328516e-62,8.5524839545281026e-47,3.5996172534695413e-43,1.4719050849768235e-83,2.1587857284766068e-87
1.0647561742408291e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995501,0.11866996602992239,0.022821567693053255,0.0,8.5312723524235216e-50,1.1730989480849628e-33,2.6338066968327228e-67,7.2560254149229041e-45,6.9603862265210361e-109,1.0827046268080347e-20,1.9429337632276176e-94,1.082704624975085e-20,1.8545897539610778e-63,6.5417745481803559e-56,4.2180187730207436e-91,2.5487209767524536e-92,1.0224160266331176e-43,9.1321456545952315e-75,4.2938506368982856e-14,2.0645215438537819e-15,7.9577814979189935e-19,9.3544459660408492e-30,7.9577815076513242e-19,4.8212472863369018e-28,3.6159941185411926e-33,1.8570704615364024e-38,6.5922329440770652e-61,6.8426372807657907e-46,2.8799642907858375e-42,3.7336944096447389e-81,5.4767497851040051e-85
2.129570118335396e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319990999,0.11866996602987945,0.022821567693052221,0.0,1.365070307193992e-48,4.6925874119654285e-33,3.3557765727536445e-65,5.8051877696026105e-44,3.5472625150019442e-106,2.1654680009520364e-20,1.2435975825736483e-92,2.1654679936199386e-20,2.9675448518457539e-62,1.0467577988388128e-54,1.0748302680542338e-88,6.494618431185249e-90,8.1797000406322214e-43,2.9224914055788693e-73,8.5879342426996336e-14,4.1291551012460416e-15,1.5915994746710914e-18,3.7419225712333408e-29,1.5915994785641968e-18,1.9285629232946502e-27,2.8928976525379975e-32,2.9578944253746626e-37,4.1997870318757573e-59,5.4743704379284304e-45,2.3040761015939556e-41,9.5141525251438728e-79,1.3956658933434647e-82
4.2591980065245295e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319981995,0.11866996602979356,0.022821567693050156,0.0,2.1841593975500119e-47,1.8770736954831267e-32,4.2853986981013691e-63,4.6442971872024677e-43,1.8119688972681682e-103,4.3309947602309052e-20,7.9594084678415607e-91,4.3309947309019202e-20,4.7482327571122779e-61,1.6748663291390996e-53,2.7451383459008082e-86,1.6587384977870672e-87,6.543888995818369e-42,9.352300168658563e-72,1.7176101454174625e-13,8.2584222160279285e-15,3.1832421214806829e-18,1.4967930205376255e-28,3.1832421370535367e-18,7.7142929184665461e-27,2.314317097074528e-31,4.7218129862185176e-36,2.6816573392774158e-57,4.3796014825501149e-44,1.8432970987393046e-40,2.4299334437663169e-76,3.5646673712747495e-80
8.518453782902797e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319963993,0.11866996602962179,0.022821567693046028,0.0,3.4946718248076162e-46,7.5083754925829743e-32,5.4787166124253485e-61,3.715496526417682e-42,9.2662839598001974e-101,8.6620483227521081e-20,5.0941442842497811e-89,8.6620482054349751e-20,7.5973011834642614e-60,2.679812413774968e-52,7.0190774519747946e-84,4.2412472718642864e-85,5.2351311482616118e-41,2.9927884724002503e-70,3.4352435876613789e-13,1.6516956445581176e-14,6.3665274033046978e-18,5.9871813036378706e-28,6.3665274655976747e-18,3.0856559801051668e-26,1.8513861209215907e-30,7.5459814464395488e-35,1.7142128711711373e-55,3.503724653979322e-43,1.4746431242696533e-39,6.2131239503899321e-74,9.1146609136583943e-78
1.7036965335659331e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319927989,0.11866996602927826,0.02282156769303777,0.0,5.591421994985462e-45,3.0033689378379729e-31,7.0080345836385885e-59,2.9724207114165305e-41,4.7413494904154512e-98,1.7324155623648377e-19,3.2602916602092197e-87,1.7324155154377462e-19,1.2155784830413574e-58,4.2876671507982542e-51,1.7956710555463893e-81,1.0850258428532188e-82,4.1880622855229589e-40,9.5770069186109699e-69,6.870510471944885e-13,3.3034024904645561e-14,1.2733097919772052e-17,2.3948433561666393e-27,1.2733098168952682e-17,1.2341946139620884e-25,1.480974452128432e-29,1.2065588272449716e-33,1.0963619797766814e-53,2.8029993734572709e-42,1.1797022108628397e-38,1.5894850504145092e-71,2.3317839597900826e-75
3.40739884411724e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319855979,0.1186699660285912,0.022821567693021252,0.0,8.9460205246393057e-44,1.2013534017809333e-30,8.9659754279423786e-57,2.3779459323871462e-40,2.4266292739299129e-95,3.4648370928856355e-19,2.0865992457420978e-85,3.4648369051767941e-19,1.9449337817039942e-57,6.8600693096286421e-50,4.5947117588819371e-79,2.7763297979982948e-80,3.3503517974048027e-39,3.0646555825797968e-67,1.3741044239694583e-12,6.60681618226059e-14,2.5466238763984079e-17,9.5790670310129035e-27,2.5466239760768652e-17,4.9361986615757178e-25,1.1845539512851874e-28,1.9295847561159988e-32,7.0133568954555169e-52,2.2424109789900669e-41,9.4373370780458095e-38,4.0671229511201841e-69,5.9664595719003746e-73
6.814803465219854e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319711956,0.11866996602721706,0.02282156769298822,0.0,1.4312749730011243e-42,4.8054418817306329e-30,1.1470399603741418e-54,1.9023604385865944e-39,1.2420121772022198e-92,6.9296804352933966e-19,1.3354275455375448e-83,6.9296796844570902e-19,3.1119005341360414e-56,1.0975402170222007e-48,1.1756292534775811e-76,7.1036594276101428e-78,2.6801126751672344e-38,9.8069189945947295e-66,2.7482111771924732e-12,1.3213643565785279e-13,5.0932519697517367e-17,3.8313671055576896e-26,5.0932523685137118e-17,1.9740082545253245e-24,9.4727812088629991e-28,3.0857419786968081e-31,4.4861809612704578e-50,1.7939391652373092e-40,7.5493871317596014e-37,1.0406343148094561e-66,1.5265815956712594e-70
1.3629612707425081e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319423908,0.1186699660244688,0.022821567692922151,0.0,2.2897519545718071e-41,1.9221956942451218e-29,1.4669822765731504e-52,1.5218897437304807e-38,6.3561701926847106e-90,1.3859368245573521e-18,8.5467492026624029e-82,1.3859365242226489e-18,4.9790457735903747e-55,1.755831617927134e-47,3.0071098631865964e-74,1.81701692686313e-75,2.1438153997030721e-37,3.1382172930418866e-64,5.4964246823308038e-12,2.6427298332565157e-13,1.0186507854502109e-16,1.532336194160055e-25,1.0186509449932321e-16,7.8922508142067437e-24,7.5723724239379529e-27,4.9331433283293589e-30,2.8687456871102543e-48,1.4351647419060657e-39,6.0387243630394406e-36,2.6617944253799637e-64,3.9046314725426714e-68
2.7259231191835536e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318847819,0.11866996601897227,0.022821567692790014,0.0,3.662677493198442e-40,7.6889267867476949e-29,1.874800204644004e-50,1.2175122173916081e-37,3.2517144190426841e-87,2.771874836799163e-18,5.4699236478702313e-80,2.7718736354600497e-18,7.9664763160904471e-54,2.8085813550919311e-46,7.6862550865682311e-72,4.6443007206822654e-73,1.7146109917747185e-36,1.0042299418416358e-62,1.0992851687376669e-11,5.2854607865046907e-13,2.0373018416177881e-16,6.1276543995528643e-25,2.0373024800947326e-16,3.1538756143136463e-23,6.0485430134506984e-26,7.8809509241154041e-29,1.8331148978283881e-46,1.148151946004559e-38,4.8297180390321699e-35,6.8035397314912553e-62,9.9794621842361875e-66
5.451846816065645e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317695641,0.11866996600797922,0.022821567692525739,0.0,5.8573206489274705e-39,3.0756841526257799e-28,2.3923804408635007e-48,9.7400972729623375e-37,1.6622656017098172e-84,5.5437526620255055e-18,3.5007524992621228e-78,5.5437478566689383e-18,1.274636182655231e-52,4.4913306193377478e-45,1.9616922855174702e-69,1.1852996281141802e-70,1.3709824339698275e-35,3.2135357865113883e-61,2.1985705676545219e-11,1.0570922692569844e-12,4.0746034708230723e-16,2.4497093349229407e-24,4.0746060271680255e-16,1.2591363587139204e-22,4.8239145127834585e-25,1.2571670098627476e-27,1.1695795706744606e-44,9.1855320795712852e-38,3.8617554701926542e-34,1.7363643066392336e-59,2.5465141274710234e-63
1.0903694209829827e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315391279,0.11866996598599309,0.022821567691997193,0.0,9.3622415062143955e-38,1.2303636355884149e-27,3.0436043832938215e-46,7.7920741826246074e-36,8.4843869210357801e-82,1.1087515515445644e-17,2.2404832550691649e-76,1.1087496294023059e-17,2.0394169925153153e-51,7.1784584478937949e-44,4.9916090038592211e-67,3.015930163582067e-68,1.0956571559475119e-34,1.0283310119164992e-59,4.397141357118959e-11,2.1141846502975484e-12,8.1492047967150653e-16,9.7880323113161161e-24,8.1492150415591633e-16,5.0173362644490068e-22,3.8354197542379824e-24,1.9994886148798998e-26,7.4395611118895454e-43,7.3489274346267032e-37,3.0861780076868848e-33,4.4180456653215128e-57,6.4774113085118217e-61
2.1807388997358194e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756310782554,0.11866996594202085,0.022821567690940101,0.0,1.4949364262368048e-36,4.9221661244640828e-27,3.8487745653660509e-44,6.2336523729659909e-35,4.3172276988431254e-79,2.2175070034128398e-17,1.4339102565943268e-74,2.2174993148476675e-17,3.2630636605693863e-50,1.1461060683589218e-42,1.2625490028335177e-64,7.6277405464785e-66,8.7472492382927757e-34,3.2906557480384216e-58,8.794282902570741e-11,4.2283694116888571e-12,1.6298399718432251e-15,3.9065950764205376e-23,1.6298440853046929e-15,1.9917299615653307e-21,3.0309046904324084e-23,3.1613980125009758e-25,4.7036039191690804e-41,5.8799357303286937e-36,2.4637952737252874e-32,1.1173706715548799e-54,1.6371956299793059e-58
4.3614778572414927e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756301565111,0.11866996585407637,0.022821567688825917,0.0,2.3822835850062045e-35,1.9694236825409471e-26,4.8091964080209518e-42,4.9869102790083588e-34,2.183435062038535e-76,4.4350294318645045e-17,9.1770367300291856e-73,4.4349986776365459e-17,5.2208900504332004e-49,1.8259855404796576e-41,3.1558395507042667e-62,1.9063235349974186e-63,6.9691573011754276e-33,1.0530074976234755e-56,1.7588565859565942e-10,8.456738931712651e-12,3.2596758641659181e-15,1.5557859907784761e-22,3.2596924414367822e-15,7.8478298679970111e-21,2.3664160861783849e-22,4.9405057529545212e-24,2.9383885018211215e-39,4.7051925756737771e-35,1.9628496171106352e-31,2.7924334843418015e-52,4.0864930565227462e-56
6.542216814747166e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756292347667,0.11866996576613188,0.022821567686711734,0.0,8.7514452955806174e-35,4.1858296245252757e-26,3.1200979524867725e-41,1.4804870153111779e-33,1.8496158643457676e-75,6.6525633850094397e-17,5.2104450906100891e-72,6.652498032323579e-17,1.9751665910916706e-48,6.9481515335747167e-41,2.3549267592395088e-61,1.4224632783986821e-62,1.9880602520849716e-32,4.9122523333668656e-56,2.6382848682652773e-10,1.2685108448977618e-11,4.8895086644738309e-15,3.2960322406954145e-22,4.8895440715845275e-15,1.6504742808467573e-20,6.6726491930518308e-22,1.7979951847381383e-23,1.6255302431111996e-38,1.3455921428207265e-34,5.5991375222734349e-31,2.0836429309949555e-51,3.0630813455310701e-55
1.0903694729758513e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756273912775,0.11866996559024293,0.022821567682483362,0.0,6.6873535613981758e-34,1.1578111487258515e-25,1.3451837840999595e-39,6.9348811523147624e-33,2.5975531643067857e-73,1.1087677389897164e-16,1.4007165848763584e-70,1.1087496709290282e-16,1.5588146758089216e-47,5.6679056713878299e-40,1.7827200081253578e-59,1.0763957612901887e-60,9.0720174773891747e-32,6.5827088728727758e-55,4.3971413793193004e-10,2.1141847472478422e-11,8.1491618970783981e-15,9.0419589139702895e-22,8.1492610577974696e-15,4.4450198675820135e-20,2.9420066907000595e-21,1.3296310996925653e-22,4.0465602250554129e-37,6.186539313913176e-34,2.5547574752228303e-30,1.5766221400832281e-49,2.8265349647959844e-53
1.4829024853268724e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756257321374,0.11866996543194287,0.02282156767867783,0.0,1.8359538059906357e-33,2.0623529553989323e-25,6.3117961314339264e-39,1.6002897115309641e-32,1.4792862323080753e-72,1.5079317230600234e-16,6.0821170077312752e-70,1.5078995492383076e-16,4.3745330234231941e-47,1.6461675678694871e-39,9.1425590115062427e-59,5.5191248664366316e-60,2.0341167580444361e-31,2.1847512341755347e-54,5.9801121960017981e-10,2.8752912584722374e-11,1.1082839816118636e-14,1.6018385431382204e-21,1.1083017878445107e-14,7.7796902167788743e-20,6.4716400551565565e-21,3.5959378139316734e-22,1.7032556820268949e-36,1.3929129742013898e-33,5.7279097068968752e-30,8.0839092444461775e-49,1.7254759766509016e-52
1.8754354976778936e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756240729974,0.11866996527364282,0.022821567674872298,0.0,4.1207240491303133e-33,3.2203320410809881e-25,2.1862309935370512e-38,3.0812531863766097e-32,6.750660688843167e-72,1.9070996485016906e-16,1.8416678259706433e-69,1.9070494247767804e-16,1.0015733638731087e-46,3.7536350771870404e-39,3.657783378713495e-58,2.2079291561931638e-59,3.8288971970522153e-31,5.8704416401326983e-54,7.5630829668879903e-10,3.6363977687538088e-11,1.4016507160668302e-14,2.4875869770404143e-21,1.401678743614962e-14,1.1936899877017334e-19,1.1942693125518713e-20,7.93852116191084e-22,5.027452175676292e-36,2.633332510430193e-33,1.0781202688395763e-29,3.2339034541935065e-48,6.4220817659510817e-52
2.267968510028915e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756224138573,0.11866996511534277,0.022821567671066766,0.0,7.8947889823956107e-33,4.6178732285542029e-25,6.0847234655082714e-38,5.2388743638192775e-32,2.3078469994642228e-71,2.3062712969738762e-16,4.7811734088271828e-69,2.3061992976979343e-16,1.9531251364480831e-46,7.3951064020102621e-39,1.121675325627631e-57,6.7698495347023968e-59,6.3755272554093118e-31,1.2986795582123491e-53,9.1460536945147209e-10,4.3975042781453642e-11,1.6950164516524874e-14,3.5486325213754018e-21,1.6950569451858111e-14,1.6836093720875539e-19,1.9523522263159109e-20,1.4982183475801711e-21,1.2697464090463447e-35,4.4024862630452534e-33,1.7950833225278274e-29,9.9154768903565734e-48,2.0523042739379339e-51
3.0530345347309572e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756190955772,0.1186699647987427,0.022821567663455701,0.0,2.0313133256635139e-32,7.9597214154099327e-25,2.8429682339485704e-37,1.1583148860481273e-31,1.5040770497854488e-70,3.1046230841849792e-16,2.1148233479874373e-68,3.1044990375715005e-16,5.1854503676970215e-46,2.0533189607143313e-38,5.8770376259804714e-57,3.5453366280436762e-58,1.3527465477988518e-30,4.0860422110001518e-53,1.2311995051115772e-09,5.9197172948997688e-11,2.2817456449305136e-14,6.0636913111502759e-21,2.2818163101022538e-14,2.8230647020160691e-19,4.0214026965989662e-20,3.7644482811916821e-21,5.3117110179877778e-35,9.4020815446534746e-33,3.8084154685191057e-29,5.1925670172649009e-47,1.4584121990596061e-50
3.8381005594329996e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756157772971,0.11866996448214263,0.022821567655844636,0.0,4.2822187460868929e-32,1.2188368705625193e-24,9.2757954311481894e-37,2.1700775799602067e-31,6.1997790488147785e-70,3.9029886331272475e-16,6.3636701382721478e-68,3.9027987677704017e-16,1.1247906998930585e-45,4.5700632161297735e-38,2.1126510605987389e-56,1.2740358558247557e-57,2.4456033546529208e-30,1.0106861755525501e-52,1.547793624781225e-09,7.4419303083661168e-11,2.8684711460096889e-14,9.2070243685852813e-21,2.8685806292427569e-14,4.209432126791352e-19,7.0700562118732823e-20,7.7669372720745004e-21,1.5402391971116304e-34,1.710212972965638e-32,6.884548097206108e-29,1.8659419026415685e-46,5.6144643094515401e-50
4.623166584135042e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675612459017,0.11866996416554258,0.022821567648233572,0.0,8.0641903516494608e-32,1.7364936593686082e-24,2.5572419443170518e-36,3.6726337393205628e-31,2.1501197670635262e-69,4.7013688771412165e-16,1.6473118877125586e-67,4.7010984876384371e-16,2.1737852339473041e-45,8.9740632005922718e-38,6.3959986134696954e-56,3.8559016537000922e-57,4.0218093702276297e-30,2.1982789409862897e-52,1.8643877273758196e-09,8.9641433183230606e-11,3.4551927044801565e-14,1.3005436310473818e-20,3.4553505169112304e-14,5.8386877683356675e-19,1.1303434306524686e-19,1.4313588016741433e-20,3.8340309457979356e-34,2.8299181433436639e-32,1.1320658535396717e-28,5.64720672088348e-46,1.8025956454854141e-49
