Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),H2OX(23)
9.817938012590173e-09,0.09977366400000001,0.80000000000000004,0.0,0.28625953367285539,0.097804940207672761,0.099555696503959637,2.0721928452299392e-24,4.0989717756623307e-13,2.5014407906679386e-10,7.1351068742998584e-08,1.0078296313286944e-13,9.9487177121947184e-15,2.4386598536151659e-09,1.6292420354092249e-29,1.4783797340670111e-12,2.2912090801410926e-20,9.2967190751610275e-17,3.2290839729214891e-24,4.0948920613369786e-25,1.0377680415299741e-14,9.3948087577887029e-24,0.0021949077607903481,0.00088853560235989382,9.3797480192595979e-09,3.1074912854111701e-11,5.7028944890063818e-07,2.3093403721877113e-13,1.8429692734959558e-09,6.7011501962784785e-08,7.1465250927944101e-12,1.8734222185830801e-12,2.9026962627907199e-16
9.927342907485058e-09,0.09977366400000001,0.80000000000000004,0.0,0.28623318232877037,0.097788378266414691,0.099550805348757307,2.2411774463103154e-24,4.2979035278638781e-13,2.6359410653283857e-10,7.3789013070753212e-08,1.0400369651884575e-13,1.0270997453324593e-14,2.4905055359663819e-09,1.773486398490131e-29,1.5243689702973107e-12,2.4157545514781066e-20,9.799591201885337e-17,3.3954893067321818e-24,4.2912588634736116e-25,1.0718396532324747e-14,1.0013721883462245e-23,0.0022114665646718237,0.0008983154736618128,9.4772668124231892e-09,3.2073779695965988e-11,5.823096612233607e-07,2.3344478851771872e-13,1.8959385924699511e-09,6.7508452217985659e-08,7.2854607309455924e-12,1.9840391274798212e-12,3.0013321251354644e-16
9.999999999999999e-09,0.09977366400000001,0.80000000000000004,0.0,0.28621575742528077,0.097777453380476539,0.09954755770374743,2.3596827651852752e-24,4.434306432927661e-13,2.7283926363948682e-10,7.543275061286213e-08,1.0617958003602053e-13,1.0488779457439556e-14,2.5252280084803224e-09,1.8753223563252428e-29,1.5554251656806264e-12,2.5013969970226619e-20,1.014536172736287e-16,3.5096094293573669e-24,4.4253209579010071e-25,1.0948745575796362e-14,1.0443148911192144e-23,0.0022223893498522131,0.00090480911916281115,9.5420054813860114e-09,3.2748726609389274e-11,5.9035942500133744e-07,2.3511426715556634e-13,1.9314290904631083e-09,6.7830422357504961e-08,7.3776500489550901e-12,2.0603520961024847e-12,3.0681604346589204e-16
1.0036747802379944e-08,0.09977366400000001,0.80000000000000004,0.0,0.2862069672011901,0.097771950296305823,0.099545915331961193,2.4215957142451561e-24,4.504625511475487e-13,2.7761222407602444e-10,7.6271585232883079e-08,1.0729138306668297e-13,1.0600075169838875e-14,2.5428780418569512e-09,1.9287421956074973e-29,1.571289721118115e-12,2.5456215582468006e-20,1.0323905566250168e-16,3.5684449883143504e-24,4.494248996855509e-25,1.1066496917731277e-14,1.0666089996943468e-23,0.002227891366299931,0.00090809302350187439,9.5747409122201839e-09,3.3093640023559661e-11,5.9445110849977059e-07,2.3595927623147909e-13,1.9494727831616004e-09,6.7990831807345535e-08,7.4242486335462455e-12,2.0998354079223658e-12,3.1023668326894571e-16
1.014615269727483e-08,0.09977366400000001,0.80000000000000004,0.0,0.28618088720370782,0.097755655220876952,0.099541026448709533,2.6140593670184236e-24,4.7193780542715608e-13,2.9221601062214995e-10,7.8798630401508332e-08,1.1064668056203812e-13,1.0936019052115536e-14,2.5957769402769718e-09,2.095718649617896e-29,1.6191506812035646e-12,2.6809768722941415e-20,1.0870335095507911e-16,3.7481334761710557e-24,4.7039810188770978e-25,1.1422061924107229e-14,1.1353334662158339e-23,0.0022441832421622528,0.00091786826175817163,9.6721707272024519e-09,3.4134703633315937e-11,6.0671369455404845e-07,2.3847759454481185e-13,2.0035588539860702e-09,6.84587902437751e-08,7.5628547712198235e-12,2.2209909382912858e-12,3.2058408366270872e-16
1.0255557592169715e-08,0.09977366400000001,0.80000000000000004,0.0,0.28615494125863095,0.097739491972317627,0.099536138694179779,2.81920382966475e-24,4.9424072151005284e-13,3.0742339378375807e-10,8.136998220601372e-08,1.1407024613518547e-13,1.1278897224412088e-14,2.6492018026666918e-09,2.2751623778154172e-29,1.6679605253475051e-12,2.8219906265262302e-20,1.1439566370588134e-16,3.9347405919982408e-24,4.9205730172957111e-25,1.1785171955918731e-14,1.2076921749917233e-23,0.0022603432600874075,0.00092764119824194477,9.7695566611025994e-09,3.5197180036776831e-11,6.1909732298174862e-07,2.4099983716959758e-13,2.0581839889852713e-09,6.8912488569407058e-08,7.7012469367304195e-12,2.347689674152603e-12,3.3117952034143663e-16
1.0364962487064601e-08,0.09977366400000001,0.80000000000000004,0.0,0.28612912829691234,0.097723459491406428,0.099531252063588302,3.0376887757789271e-24,5.1739648857429081e-13,3.2325265288962236e-10,8.3985463410877213e-08,1.1756273626950434e-13,1.1628777745198626e-14,2.7031522028884961e-09,2.4678589349274899e-29,1.7177279084727191e-12,2.9688363454346172e-20,1.2032299752418004e-16,4.1284555774104702e-24,5.1441425809108403e-25,1.2155907469604314e-14,1.2838362325933075e-23,0.0022763724793148721,0.00093741184269755678,9.8668991128765296e-09,3.6281278457987459e-11,6.3160189711336775e-07,2.4352609736885721e-13,2.1133355704053958e-09,6.9352098653270954e-08,7.8393947369562843e-12,2.4801196904998007e-12,3.4202716266250123e-16
1.0474367381959487e-08,0.09977366400000001,0.80000000000000004,0.0,0.28610344725808162,0.097707556727441608,0.099526366552189979,3.2701986715538872e-24,5.4143088938206597e-13,3.3972242200049533e-10,8.6644886588665071e-08,1.2112480680981673e-13,1.1985728607487134e-14,2.7576277171991539e-09,2.6746344021156453e-29,1.7684614656371782e-12,3.1216909755535873e-20,1.2649249507915295e-16,4.3294711520775594e-24,5.3748067720637731e-25,1.2534348973663222e-14,1.3639213546800238e-23,0.0022922719505642552,0.00094718020480246659,9.9641984767458548e-09,3.7387207830828391e-11,6.4422731997901551e-07,2.4605646798393331e-13,2.1690012002729004e-09,6.9777802494824367e-08,7.9772695822405746e-12,2.6184732238327384e-12,3.5313124388375324e-16
1.0583772276854372e-08,0.09977366400000001,0.80000000000000004,0.0,0.28607789709017695,0.097691782638172492,0.099521482155277896,3.5174433224038258e-24,5.6637031067800285e-13,3.568516929106577e-10,8.934805478696162e-08,1.2475711297057253e-13,1.2349817739157068e-14,2.8126279242223139e-09,2.896357023766892e-29,1.8201698120373647e-12,3.2807349158472503e-20,1.3291143935644551e-16,4.5379835732935537e-24,5.6126821009840284e-25,1.292057702873772e-14,1.4481079564101934e-23,0.0023080427161039966,0.00095694629416720467,1.0061455142240217e-08,3.8515176796322802e-11,6.5697349427468993e-07,2.4859104146462634e-13,2.2251687204715274e-09,7.0189791535071392e-08,8.1148446716009429e-12,2.7629467140679752e-12,3.6449606236292977e-16
1.0693177171749258e-08,0.09977366400000001,0.80000000000000004,0.0,0.28605247674967826,0.097676136189731227,0.099516598868183037,3.7801584221275529e-24,5.9224175369287939e-13,3.7465981813531673e-10,9.2094762187776764e-08,1.2846030934388739e-13,1.2721113003277179e-14,2.8681524049212579e-09,3.1339388923399357e-29,1.8728615430088337e-12,3.4461520480280843e-20,1.3958725491139141e-16,4.7541926969408211e-24,5.8578845019335531e-25,1.3314672247689493e-14,1.5365612436502003e-23,0.0023236858098195038,0.00096671012033534907,1.0158669494239477e-08,3.9665393699923464e-11,6.6984032233037109e-07,2.5112990990085671e-13,2.2818262311014068e-09,7.0588265976944394e-08,8.2520949728560762e-12,2.9137408462808669e-12,3.7612598276813806e-16
1.0802582066644144e-08,0.09977366400000001,0.80000000000000004,0.0,0.2860271852014391,0.097660616356565269,0.099511716686274093,4.0591061046183232e-24,6.1907284475245802e-13,3.9316651388369607e-10,9.488479475813349e-08,1.3223504990743531e-13,1.3099682198423761e-14,2.924200742571898e-09,3.3883376821347643e-29,1.9265452340241646e-12,3.618129766807479e-20,1.4652750911887019e-16,4.9783020398329814e-24,6.1105293111237463e-25,1.3716715295670222e-14,1.6294513049796219e-23,0.0023392022572807452,0.00097647169278350734,1.0255841913015801e-08,4.0838066588745135e-11,6.8282770607915658e-07,2.5367316505788694e-13,2.3389621078979985e-09,7.0973434115466137e-08,8.3889972010410511e-12,3.071060592277502e-12,3.8802543729617683e-16
1.091198696153903e-08,0.09977366400000001,0.80000000000000004,0.0,0.28600202141862202,0.09764522212137032,0.099506835604956864,4.3550754981317177e-24,6.4689184599084605e-13,4.1239186301767939e-10,9.7717930890621937e-08,1.3608198803219815e-13,1.3485593058995267e-14,2.9807725227360263e-09,3.6605584327736838e-29,1.9812294406884312e-12,3.7968590100789975e-20,1.5373991341978642e-16,5.2105188434162521e-24,6.3707312463726176e-25,1.412678689018628e-14,1.7269532044883136e-23,0.0023545930758092967,0.00098623102092129915,1.0352972774275632e-08,4.2033403208767225e-11,6.9593554702797958e-07,2.5622089841547551e-13,2.3965650181694843e-09,7.1345511679447567e-08,8.5255297935726804e-12,3.2351152519949271e-12,4.0019892689969827e-16
1.1021391856433915e-08,0.09977366400000001,0.80000000000000004,0.0,0.28597698438263125,0.097629952475023776,0.099501955619674246,4.6688832821503915e-24,6.7572766616852406e-13,4.3235631799584595e-10,1.0059394203286319e-07,1.4000177649007419e-13,1.3878913255523344e-14,3.0378673332348137e-09,3.9516553834307125e-29,2.0369226987323107e-12,3.9825342890345484e-20,1.6123232456414196e-16,5.4510541388173156e-24,6.6386043884778219e-25,1.4544967801157637e-14,1.8292470753665084e-23,0.0023698592745448385,0.00099598811409134895,1.0450062449201586e-08,4.3251611002098776e-11,7.0916374623027736e-07,2.5877320120443742e-13,2.4546239348824103e-09,7.1704721186150617e-08,8.6616728803245853e-12,3.406118494727161e-12,4.1265102252656368e-16
1.11307967513288e-08,0.09977366400000001,0.80000000000000004,0.0,0.28595207308304804,0.097614806416518901,0.099497076725905784,5.0013742468862737e-24,7.0560987159490534e-13,4.5308070380273655e-10,1.0351259330486393e-07,1.4399506746134648e-13,1.4279710394980335e-14,3.0954847641225539e-09,4.2627338587547564e-29,2.0936335240029443e-12,4.1753537182138769e-20,1.6901274585068049e-16,5.7001228132216302e-24,6.9142621642743016e-25,1.4971338850970957e-14,1.9365182142870489e-23,0.0023850018545111236,0.0010057429815692844,1.0547111304494202e-08,4.4492897104175209e-11,7.2251220425959959e-07,2.6133016444743772e-13,2.5131281499095418e-09,7.2051291308916461e-08,8.7974082528830067e-12,3.5842884001748919e-12,4.2538636636692492e-16
1.1240201646223686e-08,0.09977366400000001,0.80000000000000004,0.0,0.28592728651756588,0.097599782952899297,0.099492198919167316,5.3534218554654281e-24,7.3656869715510031e-13,4.7458622086317685e-10,1.0647364410330081e-07,1.4806251254201406e-13,1.4688052021083247e-14,3.1536244076606589e-09,4.5949522074004899e-29,2.1513704124526873e-12,4.3755190454878327e-20,1.7708932836307137e-16,5.9579436775640366e-24,7.1978173313408967e-25,1.5405980914526901e-14,2.048957176577988e-23,0.0024000218086813983,0.0010154956325637392,1.064411970241362e-08,4.5757468340875506e-11,7.359808211847072e-07,2.6389187900716916e-13,2.5720672858861482e-09,7.2385456259274809e-08,8.9327193316489233e-12,3.7698474993168654e-12,4.3840967310753345e-16
1.1338666051629083e-08,0.09977366400000001,0.80000000000000004,0.0,0.28590508443436813,0.097586365840025988,0.099487809818836245,5.6877311024803799e-24,7.653776870484446e-13,4.9462688042562251e-10,1.09174638414012e-07,1.5178715295710028e-13,1.5062065794804406e-14,3.2063962434232797e-09,4.9130249840923773e-29,2.2042179019380059e-12,4.5621182790286473e-20,1.8461832740749475e-16,6.1976496413495015e-24,7.4598618950858961e-25,1.5804297373933867e-14,2.1547325389183227e-23,0.002413435736635361,0.001024271130922335,1.0731392965349596e-08,4.69156619340463e-11,7.4820522925521686e-07,2.6620155948496429e-13,2.6254760631283799e-09,7.2675795853994029e-08,9.0541241105731096e-12,3.9433559901683978e-12,4.5038081356423083e-16
1.1437130457034479e-08,0.09977366400000001,0.80000000000000004,0.0,0.28588298186105726,0.097573046518525747,0.099483421592178212,6.0392907273288175e-24,7.9510678605356726e-13,5.1533372505130377e-10,1.1190959503713549e-07,1.5557285973121204e-13,1.5442294413001843e-14,3.2595904487463499e-09,5.2501271352740116e-29,2.257909533689135e-12,4.7549863270068631e-20,1.9240009298522823e-16,6.444790532947885e-24,7.728475356403346e-25,1.620943793757492e-14,2.2649990455670799e-23,0.0024267518482041207,0.0010330448479528086,1.0818634005598515e-08,4.8093034096709381e-11,7.6052681105224067e-07,2.685152281258168e-13,2.6792219173304438e-09,7.2956458282493457e-08,9.1751632003154132e-12,4.1232021956896528e-12,4.6259262435903337e-16
1.1535594862439876e-08,0.09977366400000001,0.80000000000000004,0.0,0.28586097808355104,0.097559824281002114,0.099479034235998645,6.4087993136706207e-24,8.257794690564238e-13,5.3672300139017391e-10,1.1467832899462521e-07,1.5942010669220892e-13,1.5828786984810686e-14,3.313206730872102e-09,5.6072213343054718e-29,2.3124514598635067e-12,4.9542779313808718e-20,2.0044087918159714e-16,6.6995342956501225e-24,8.0037384745809547e-25,1.6621461672509638e-14,2.3799069211391332e-23,0.0024399708507961463,0.0010418167902291513,1.0905843078187598e-08,4.9289734950815467e-11,7.7294549258834125e-07,2.7083295100624225e-13,2.7332980080915075e-09,7.3227623434218068e-08,9.2958277464538798e-12,4.3095577507358175e-12,4.7504869818896541e-16
1.1634059267845272e-08,0.09977366400000001,0.80000000000000004,0.0,0.28583907239293105,0.097546698425180337,0.099474647747126027,6.7969756754484691e-24,8.5741967769491133e-13,5.5881120959566643e-10,1.1748065297404645e-07,1.6332936730209595e-13,1.622159257860187e-14,3.367244798427463e-09,5.985310195474858e-29,2.3678498195265226e-12,5.1601502923083465e-20,2.08747040105211e-16,6.9620516233536618e-24,8.2857315408917465e-25,1.7040427680336756e-14,2.4996100823462716e-23,0.0024530934466980075,0.0010505869642814694,1.0993020435333899e-08,5.0505914408358087e-11,7.8546119949197442e-07,2.7315479420762328e-13,2.7876977329959806e-09,7.3489473386312575e-08,9.4161098642403956e-12,4.5025973114787053e-12,4.8775267850627146e-16
1.1732523673250668e-08,0.09977366400000001,0.80000000000000004,0.0,0.28581726408540592,0.097533668253870415,0.099470262122411821,7.204559196760717e-24,8.9005182715640672e-13,5.8161510500332187e-10,1.2031637764301937e-07,1.673011146609869e-13,1.6620760222152206e-14,3.4217043614093725e-09,6.3854375716027648e-29,2.4241107386400163e-12,5.3727630856712826e-20,2.1732503060822273e-16,7.23251600401257e-24,8.5745343738072174e-25,1.7466395097206504e-14,2.6242661963690561e-23,0.0024661203331115739,0.001059355376596019,1.1080166326468614e-08,5.1741722169757501e-11,7.9807385699715128e-07,2.754808238426501e-13,2.8424147305204518e-09,7.374219208529117e-08,9.5360026126472293e-12,4.7024985790323409e-12,5.0070826028621444e-16
1.1830988078656065e-08,0.09977366400000001,0.80000000000000004,0.0,0.28579555246227434,0.097520733074929991,0.099465877358730276,7.6323101739655149e-24,9.2370081305077673e-13,6.0515169979797494e-10,1.2318531195137218e-07,1.7133582151097418e-13,1.7026338902811949e-14,3.4765851311702855e-09,6.8086898937580696e-29,2.4812403300496115e-12,5.5922784805540246e-20,2.2618140700397777e-16,7.5111037639787221e-24,8.8702263152628052e-25,1.7899423093828862e-14,2.754036739802531e-23,0.002479052202190819,0.0010681220336152431,1.1167280998261255e-08,5.2997307722109276e-11,8.1078338993260384e-07,2.7781110609212506e-13,2.8974428835103828e-09,7.3985965040438693e-08,9.6554999697508312e-12,4.9094423229405435e-12,5.1391919079752982e-16
1.1929452484061461e-08,0.09977366400000001,0.80000000000000004,0.0,0.28577393682988927,0.097507892201228075,0.099461493452978167,8.0810101592709565e-24,9.5839201833074289e-13,6.2943826467359543e-10,1.2608726342503574e-07,1.7543396023994158e-13,1.7438377567670847e-14,3.5318868204037905e-09,7.256197538661647e-29,2.5392446934715076e-12,5.818861156692058e-20,2.353228277829951e-16,7.7979941128775353e-24,9.1728862275318599e-25,1.8339570875479359e-14,2.8890870579623923e-23,0.0024918897410783998,0.0010768869417378203,1.125436469464379e-08,5.4272820337697199e-11,8.2358972271310119e-07,2.8014570722731684e-13,2.9527763205510458e-09,7.4220979027587628e-08,9.774596804045648e-12,5.1236124045751307e-12,5.2738927038413583e-16
1.2027916889466858e-08,0.09977366400000001,0.80000000000000004,0.0,0.28575241649962091,0.097495144950608376,0.09945711040207475,8.5514623051275318e-24,9.9415132023678214e-13,6.5449233048935562e-10,1.2902203845541746e-07,1.7959600288534893e-13,1.7856925123723424e-14,3.5876091431302682e-09,7.7291362110628522e-29,2.5981299154790117e-12,6.0526783219059216e-20,2.4475605432810387e-16,8.0933691887508094e-24,9.4825924903946046e-25,1.8786897682003556e-14,3.0295864243774487e-23,0.0025046336319421245,0.0010856501073187137,1.1341417656834691e-08,5.556840907259721e-11,8.3649277933128847e-07,2.8248469362666336e-13,3.0084094168380908e-09,7.4447421797920716e-08,9.8932888456243837e-12,5.3451958004869108e-12,5.4112235325111694e-16
1.2126381294872254e-08,0.09977366400000001,0.80000000000000004,0.0,0.28573099078782199,0.097482490645853292,0.099452728202961499,9.0444917108113492e-24,1.0310050973096957e-12,6.8033168991508841e-10,1.3198944257676813e-07,1.8382242113793462e-13,1.8282030438032161e-14,3.6437518146827335e-09,8.2287283659242126e-29,2.657902069488287e-12,6.2938997294932758e-20,2.5448795162716701e-16,8.3974141039686005e-24,9.7994229991704175e-25,1.9241462787817984e-14,3.1757081007979945e-23,0.0025172845520110717,0.0010944115366692299,1.1428440123362942e-08,5.6884222764649502e-11,8.4949248334837832e-07,2.8482813183080099e-13,3.0643367962614993e-09,7.4665481797573329e-08,1.001157266115929e-11,5.5743826256284947e-12,5.5512234824188829e-16
1.222484570027765e-08,0.09977366400000001,0.80000000000000004,0.0,0.28570965901579104,0.09746992861464801,0.099448346852601996,9.5609457714232517e-24,1.068980236475998e-12,7.0697439906538015e-10,1.3498928073049286e-07,1.8811368634533266e-13,1.8713742337888281e-14,3.7003145516928316e-09,8.7562446742001024e-29,2.7185672157433011e-12,6.5426976955762452e-20,2.6452548898323087e-16,8.7103169919538383e-24,1.0123455163646601e-24,1.970332550190729e-14,3.3276293977588868e-23,0.0025298431736113713,0.0011031712360570867,1.1515432330091919e-08,5.8220410032234076e-11,8.6258875788803187e-07,2.8717608855236156e-13,3.1205533303669622e-09,7.4875347903433339e-08,1.0129445621825617e-11,5.8113661564379054e-12,5.6939321963759087e-16
1.2313463665142508e-08,0.09977366400000001,0.80000000000000004,0.0,0.28569054018247625,0.097458701128703015,0.099444404360471028,1.0046501121558927e-23,1.1041392636653421e-12,7.3165483827273118e-10,1.3771670467554305e-07,1.920316584735055e-13,1.9107972002234811e-14,3.7515799377997597e-09,9.2559747447155876e-29,2.7739343539077185e-12,6.7732383207388527e-20,2.7382643960211666e-16,8.999661121867671e-24,1.0421305114767336e-24,2.0125290446390737e-14,3.4694670984868899e-23,0.0025410675696155936,0.0011110534915332842,1.1593699636831465e-08,5.9440520635235154e-11,8.7445790887394588e-07,2.8929316822788574e-13,3.1713913992751534e-09,7.5057377869907124e-08,1.0235178459247119e-11,6.0314798262967215e-12,5.8247192500456753e-16
1.2402081630007365e-08,0.09977366400000001,0.80000000000000004,0.0,0.28567149640672546,0.0974475473604174,0.09944046255120606,1.0552385056392054e-23,1.1402491215442577e-12,7.5701436828406643e-10,1.4047009940502527e-07,1.9600288128800812e-13,1.9507628058290215e-14,3.8031851436650551e-09,9.7803902137475659e-29,2.8300341132366586e-12,7.0101868885828606e-20,2.8338591789950495e-16,9.2964765854187112e-24,1.0725106462103973e-24,2.055325780678507e-14,3.6162845305257061e-23,0.0025522182277935099,0.0011189343552892494,1.167194279028123e-08,6.0677362066713157e-11,8.8640516267940119e-07,2.914140110367638e-13,3.2224563401619118e-09,7.5233061688371056e-08,1.0340576163920411e-11,6.2582133604568988e-12,5.9577626657784199e-16
1.2490699594872222e-08,0.09977366400000001,0.80000000000000004,0.0,0.28565252720390211,0.097436466829719098,0.099436521422638854,1.1079263050122298e-23,1.1773304954427374e-12,7.8306670581277347e-10,1.4324932248736319e-07,2.0002769770247257e-13,1.9912746019150256e-14,3.8551299653562471e-09,1.0330523599347973e-28,2.8868708842181879e-12,7.2536744111118248e-20,2.9320922404502459e-16,9.6009069978081775e-24,1.1034914627707586e-24,2.0987270891133752e-14,3.7682196086557886e-23,0.0025632956282252563,0.0011268138318038983,1.175016195694201e-08,6.1931042207242341e-11,8.9843046232584109e-07,2.9353866608943699e-13,3.2737449273386797e-09,7.54025369450894e-08,1.0445638377832646e-11,6.491714317240579e-12,6.0930925268322791e-16
1.257931755973708e-08,0.09977366400000001,0.80000000000000004,0.0,0.28563363209252685,0.097425459059665001,0.099432580972615162,1.1627816085191177e-23,1.2154044221840686e-12,8.098257444483623e-10,1.4605423170998255e-07,2.0410645041411991e-13,2.0323361372209152e-14,3.9074141997586489e-09,1.0907442882150996e-28,2.9444490486581999e-12,7.5038336248801551e-20,3.0330172841011958e-16,9.9130980757827521e-24,1.1350784715469682e-24,2.1427373030139109e-14,3.9254130571675023e-23,0.0025743002478619973,0.0011346919255277555,1.1828357301624778e-08,6.3201668789905055e-11,9.1053375053271685e-07,2.9566718266118843e-13,3.3252540949386898e-09,7.5565940901364086e-08,1.0550365197495455e-11,6.7321323862284635e-12,6.2307393002895087e-16
1.2667935524601937e-08,0.09977366400000001,0.80000000000000004,0.0,0.28561481059425831,0.097414523576420484,0.099428641198994749,1.2198740863669484e-23,1.2544922944136409e-12,8.3730555559804913e-10,1.488846852083034e-07,2.0823948190573015e-13,2.0739509579250107e-14,3.9600376445674227e-09,1.1512252463153845e-28,3.0027729796703686e-12,7.760799001148314e-20,3.1366887198212498e-16,1.0233197666755837e-23,1.1672771512054505e-24,2.1873607577153206e-14,4.0880084467304321e-23,0.0025852325605463492,0.0011425686408830173,1.1906528987464507e-08,6.4489349398749233e-11,9.2271496971385804e-07,2.9779961024724916e-13,3.3769809364572298e-09,7.572341036447223e-08,1.065475715924579e-11,6.9796194016028375e-12,6.3707338417667149e-16
1.2756553489466794e-08,0.09977366400000001,0.80000000000000004,0.0,0.28559606223387235,0.097403659909239229,0.099424702099651305,1.2792750020174334e-23,1.294615864967186e-12,8.6552038942194769e-10,1.5174054158737032e-07,2.1242713444756894e-13,2.1161226076534536e-14,4.0130000982797647e-09,1.2146094147443788e-28,3.0618470416658567e-12,8.0247067560141445e-20,3.2431616677690565e-16,1.0561355778331292e-23,1.2000929488220828e-24,2.2326017908166858e-14,4.2561522315641778e-23,0.0025960930370326203,0.0011504439822636148,1.1984677175933987e-08,6.5794191468288628e-11,9.3497406197581454e-07,2.9993599855820773e-13,3.4289227023616642e-09,7.5875081567908803e-08,1.0758815218681998e-11,7.2343293554108779e-12,6.5131074002514907e-16
1.2845171454331651e-08,0.09977366400000001,0.80000000000000004,0.0,0.28557738653924153,0.097392867590442925,0.099420763672472295,1.3410572335555308e-23,1.3357972512572065e-12,8.9448467576525667e-10,1.5462166004016718e-07,2.166697500992951e-13,2.1588546274890897e-14,4.0663013601870964e-09,1.2810148140792032e-28,3.1216755903429357e-12,8.2956948605333915e-20,3.35249196250844e-16,1.0897724607993369e-23,1.2335312800283856e-24,2.2784647421797711e-14,4.4299937867480424e-23,0.0026068821450069644,0.0011583179540352849,1.2062802026857514e-08,6.711630228303663e-11,9.4731096911540294e-07,3.0207639751129238e-13,3.4810767985074559e-09,7.6021090054137461e-08,1.0862540733743736e-11,7.4964184107897152e-12,6.6578916230847283e-16
1.2933789419196509e-08,0.09977366400000001,0.80000000000000004,0.0,0.28555878304131643,0.097382146155401375,0.099416825915358872,1.4052952950986112e-23,1.3780589396688719e-12,9.2421302508876877e-10,1.5752790046407208e-07,2.209676707118578e-13,2.2021505559803038e-14,4.1199412303673017e-09,1.3505634052950947e-28,3.182262972676593e-12,8.5739030508345303e-20,3.4647361571246907e-16,1.1242458572890177e-23,1.26759752916594e-24,2.3249539539277861e-14,4.60968544560385e-23,0.0026176003491074945,0.0011661905605356391,1.2140903698424643e-08,6.8455788976090817e-11,9.5972563261661766e-07,3.0422085727761281e-13,3.5334407852052345e-09,7.6161570558548209e-08,1.0965935451072241e-11,7.7660449151715901e-12,6.8051185608331906e-16
1.3022407384061366e-08,0.09977366400000001,0.80000000000000004,0.0,0.28554025127410404,0.097371495142512338,0.099412888826225843,1.4720653583699741e-23,1.4214237899947977e-12,9.5472022939296046e-10,1.6045912357000057e-07,2.2532123792935228e-13,2.2460139291497622e-14,4.1739195096770518e-09,1.4233811927870995e-28,3.2436135269079371e-12,8.8594728382100968e-20,3.5799515273256737e-16,1.1595714339997757e-23,1.3022970494743571e-24,2.3720737704439642e-14,4.7953825373781837e-23,0.0026282481109442045,0.0011740618060742383,1.2218982347203789e-08,6.9812758527965285e-11,9.7221799365038782e-07,3.063694283207298e-13,3.5860123734759524e-09,7.6296656903554074e-08,1.1069001483369777e-11,8.0433694134079082e-12,6.9548206719242968e-16
1.3111025348926223e-08,0.09977366400000001,0.80000000000000004,0.0,0.28552179077464918,0.097360914093181955,0.099408952403001558,1.541445274488166e-23,1.4659150399203156e-12,9.8602126313371513e-10,1.6341519098207373e-07,2.2973079319082083e-13,2.2904482805029821e-14,4.2282359997442331e-09,1.4995983308806613e-28,3.3057315825334101e-12,9.1525475191777201e-20,3.6981960755247117e-16,1.1957650856774278e-23,1.3376351633216789e-24,2.419828538369889e-14,4.9872434253107518e-23,0.002638825889118665,0.0011819316949326787,1.229703812815577e-08,7.118731776718215e-11,9.8478799307285314e-07,3.0852216132471001e-13,3.6387894228327101e-09,7.6426481900638364e-08,1.1171741291951336e-11,8.3285546607882571e-12,7.1070308278985671e-16
1.319964331379108e-08,0.09977366400000001,0.80000000000000004,0.0,0.28550340108301475,0.097350402551805118,0.099405016643627747,1.6135145957166368e-23,1.5115563095002729e-12,1.0181312841393582e-09,1.6639596533913427e-07,2.3419667773206422e-13,2.3354571410369428e-14,4.2828905029603843e-09,1.579349229787123e-28,3.3686214602940251e-12,9.4532721855466553e-20,3.8195285349282622e-16,1.2328429381718322e-23,1.3736171624264415e-24,2.4682226066038697e-14,5.1854295446350702e-23,0.0026493341392437551,0.0011898002313646691,1.2375071194647319e-08,7.2579573369255806e-11,9.9743557142139163e-07,3.1067910721414674e-13,3.6917699413067052e-09,7.655117724830018e-08,1.1274157677833808e-11,8.6217656360775032e-12,7.2617823186526597e-16
1.3288261278655938e-08,0.09977366400000001,0.80000000000000004,0.0,0.28548508174226184,0.097339960065745759,0.099401081546059519,1.6883545974619902e-23,1.5583716056897023e-12,1.0510656345185272e-09,1.6940131038589959e-07,2.3871923258739507e-13,2.3810440392485277e-14,4.3378828224732155e-09,1.6627726654422288e-28,3.4322874721644405e-12,9.7617937344512377e-20,3.9440083735991512e-16,1.2708213515452161e-23,1.4102483081220646e-24,2.5172603262990496e-14,5.3901054410011284e-23,0.0026597733139631353,0.0011976674195961245,1.2453081698464525e-08,7.3989631852428784e-11,1.0101606689165711e-06,3.1284031738404177e-13,3.7449520795996584e-09,7.6670873446259654e-08,1.1376253757846014e-11,8.9231695544366939e-12,7.4191088563759377e-16
