Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3OO(77),C2H4(47),COX(50),CHOX(53),CO2X(24)
2.4682246264858254e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44574901699204938,0.11227466194880086,0.02264921268849876,1.9599279317129782e-15,8.130749697580022e-14,3.0395109032715866e-05,4.5952732051198085e-06,3.4100583959617825e-08,2.4777453034936188e-18,0.00021716888814280385,1.2278552419265516e-16,0.00016267349344783026,1.1776741112375912e-12,2.5448210089177556e-16,1.2600889045579532e-13,9.8087723346167211e-16,6.9683415104000791e-13,2.0760762575729767e-11,0.0061651919562350456,0.00034011206738116743,4.4161986207789267e-05,2.5235452298354095e-11,6.3667482795855639e-09,4.3299582084170091e-12,5.7823784593144575e-08,8.2140394935817004e-06,1.8125918147168254e-10,5.1534294530875886e-07,1.2233957276859398e-09,3.2532725112260797e-11,1.4321189446667529e-11,8.1863231666367975e-15,8.9731844164323728e-18
2.4790962542947644e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44573571035914455,0.11226194906588943,0.022648464985922059,1.9979446967751144e-15,8.2831070254055225e-14,3.0722894050579048e-05,4.6621230230787571e-06,3.4544355985736212e-08,2.5375938919617883e-18,0.00021811763436575463,1.2551888036756951e-16,0.00016320723497210426,1.1935777801409259e-12,2.6045582738114815e-16,1.2831361993368978e-13,9.9987328432682043e-16,7.0710864149763862e-13,2.1133968526679453e-11,0.0061768482202063726,0.00034154060988015483,4.4337729904398227e-05,2.5442963802267473e-11,6.3929567309206995e-09,4.3601695339488164e-12,5.8335377330834807e-08,8.2536277548543061e-06,1.8305505411283877e-10,5.2129737899474883e-07,1.2287011322887299e-09,3.3118985976128124e-11,1.4529146506626019e-11,8.3005804497763023e-15,9.1004229190390783e-18
2.4899678821037034e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4457224825155166,0.11224931284882561,0.022647717352535922,2.0364988328812427e-15,8.4374265333732181e-14,3.1052564643504425e-05,4.7295741949002569e-06,3.4991877047165975e-08,2.5985426068599743e-18,0.00021906627155163046,1.2830050109399363e-16,0.00016373969449621302,1.2096240725196038e-12,2.6654361030745344e-16,1.306473982756658e-13,1.0191406639325506e-15,7.1748865193678558e-13,2.1512194839196666e-11,0.0061884274835157516,0.00034296841263728147,4.4512551070568657e-05,2.565073960626496e-11,6.4191617724741206e-09,4.3904457886034675e-12,5.8846818845939083e-08,8.2930511365717363e-06,1.8485741723397186e-10,5.2729049569733952e-07,1.2340055735148415e-09,3.3713152697665561e-11,1.4738968826801002e-11,8.4156097334643256e-15,9.2287183837110914e-18
2.5008395099126424e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44570933295305754,0.11223675279338745,0.022646969788070383,2.0755947837023406e-15,8.5937205825941169e-14,3.1384116516721527e-05,4.7976278895171859e-06,3.5443161369505507e-08,2.6606046602046002e-18,0.00022001479913899514,1.3113101581223997e-16,0.00016427087476329552,1.2258136090005695e-12,2.7274711130613354e-16,1.3301039499339358e-13,1.0386817352017149e-15,7.2797470757808247e-13,2.1895486350002175e-11,0.0061999302509817252,0.00034439547502363783,4.4686454916004456e-05,2.5858775331247341e-11,6.4453633896128193e-09,4.4207854887512957e-12,5.9358076120698759e-08,8.3323084391412703e-06,1.8666621179733488e-10,5.3332223653959665e-07,1.2393090482962162e-09,3.4315296062701741e-11,1.4950659983995574e-11,8.5314077152661703e-15,9.3580713385942736e-18
2.5117111377215815e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44569626116682248,0.11222426839866652,0.022646222292257219,2.1152369949497462e-15,8.7520015179358652e-14,3.1717545330222007e-05,4.8662852469208709e-06,3.589822315710015e-08,2.7237933225173806e-18,0.00022096321656597427,1.3401105921138859e-16,0.000164800778511163,1.242147009659715e-12,2.7906800794252497e-16,1.3540277852752356e-13,1.0584988646770356e-15,7.3856733145177808e-13,2.228388808986227e-11,0.0062113570241097739,0.00034582179643574061,4.4859446748058711e-05,2.6067066715661437e-11,6.4715615677075737e-09,4.4511871657887139e-12,5.9869116617142636e-08,8.3713984912841835e-06,1.8848137878836579e-10,5.3939254094695469e-07,1.2446115535625887e-09,3.4925487164302182e-11,1.5164223465446004e-11,8.6479710716491238e-15,9.4884822588567785e-18
2.5225827655305205e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44568326665501257,0.11221185916704642,0.022645474864829956,2.1554299141540504e-15,8.912281668634419e-14,3.2052846700949666e-05,4.9355473782548834e-06,3.6357076593016763e-08,2.7881219223071358e-18,0.0002219115232702683,1.3694127124646211e-16,0.00016532940847247072,1.2586248940172241e-12,2.8550799376412416e-16,1.3782471623542373e-13,1.0785944224031395e-15,7.4926704438832646e-13,2.2677445283412597e-11,0.0062227083011140941,0.0003472473762954603,4.5031531967100534e-05,2.6275609610471122e-11,6.497756292137591e-09,4.4816493606470343e-12,6.0379908268205544e-08,8.4103201499496865e-06,1.9030285922896489e-10,5.4550134669638053e-07,1.249913086241538e-09,3.5543797402491839e-11,1.5379662669118836e-11,8.765296447443819e-15,9.6199515568954675e-18
2.5334543933394595e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44567034891895763,0.11219952460418094,0.022644727505523845,2.1961779904506621e-15,9.074573348876987e-14,3.2390016204952893e-05,5.0054153659132405e-06,3.6819735839018546e-08,2.8536038456158351e-18,0.00022285971868916566,1.3992229715552184e-16,0.00016585676737488383,1.2752478810329382e-12,2.920687783523051e-16,1.4027637437921649e-13,1.0989707818090478e-15,7.6007436500968275e-13,2.3076203348980645e-11,0.0062339845769392331,0.00034867221404994597,4.5202716061954853e-05,2.648439997509436e-11,6.5239475482818864e-09,4.5121706143625956e-12,6.0890419477990958e-08,8.4490723002153294e-06,1.9213059419787239e-10,5.5164858996520274e-07,1.2552136432585566e-09,3.6170298483975428e-11,1.5596980904020575e-11,8.8833804835238301e-15,9.7524796064290853e-18
2.5443260211483985e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44565750746309968,0.11218726421897267,0.02264398021407589,2.237485674367554e-15,9.2388888584174228e-14,3.2729049379498833e-05,5.0758902636427675e-06,3.7286215035539755e-08,2.9202525356267988e-18,0.00022380780225955576,1.4295478747668685e-16,0.00016638285794123704,1.2920165891017596e-12,2.9875208737349466e-16,1.427579181141073e-13,1.1196303195911359e-15,7.7098980972128295e-13,2.3480207898406679e-11,0.0062451863432815688,0.00035009630917154523,4.5373004605414893e-05,2.6693433882612342e-11,6.550135321522338e-09,4.5427494861008901e-12,6.1400619133217917e-08,8.4876538551720714e-06,1.9396452482756662e-10,5.5783420537958561e-07,1.2605132215371536e-09,3.6805062421855339e-11,1.5816181390521598e-11,9.0022198072083497e-15,9.8860667330718405e-18
2.5551976489573375e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44564474179497565,0.11217507752355151,0.022643232990224776,2.2793574176112705e-15,9.40524048321107e-14,3.3069941725149174e-05,5.1469730966496826e-06,3.7756528301660494e-08,2.9880814921366943e-18,0.00022475577341794217,1.4603939806507306e-16,0.00016690768288968753,1.3089316360490772e-12,3.0555966262980873e-16,1.4526951147699954e-13,1.1405754155965736e-15,7.8201389270470446e-13,2.3889504736863355e-11,0.0062563140886106551,0.00035151966115771891,4.5542403249861215e-05,2.6902707514629892e-11,6.5763195972531431e-09,4.5733845485410802e-12,6.1910476591786037e-08,8.5260637558280242e-06,1.9580459231547666e-10,5.6405812606261507e-07,1.2658118179989194e-09,3.7448161535347385e-11,1.6037267260692949e-11,9.1218110097961714e-15,1.0020713193830017e-17
2.5649821139853826e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44563331708763732,0.11216417210179991,0.022642560546339476,2.3175279373776674e-15,9.5567079677548497e-14,3.3378330680777619e-05,5.2114682554389906e-06,3.8183100022868762e-08,3.0501478837084008e-18,0.00022560885088219646,1.4886065678530824e-16,0.00016737894548289075,1.3242808082129351e-12,3.1179418063333946e-16,1.475557726020944e-13,1.1596721236734363e-15,7.9202887628584597e-13,2.4262434812221747e-11,0.0062662661725770693,0.00035280004216930576,4.5694105898624545e-05,2.7091255673763894e-11,6.5998824429670359e-09,4.6010029631463576e-12,6.236903077751384e-08,8.5604850491460148e-06,1.9746585154256199e-10,5.6969234923473116e-07,1.2705797128153038e-09,3.8034137330922051e-11,1.6237859064660562e-11,9.2300831378158695e-15,1.0142800928284146e-17
2.5747665790134276e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44562195301728275,0.11215332562504393,0.022641888156809252,2.3561621984036563e-15,9.709843584824539e-14,3.3688218564736175e-05,5.2764573565915027e-06,3.8612799022266288e-08,3.1131911917323463e-18,0.00022646183642468845,1.5172515412820924e-16,0.00016784918709887638,1.3397494644250629e-12,3.1813207086458468e-16,1.498666238659018e-13,1.1790038031547052e-15,8.0213264323973684e-13,2.4639722564285243e-11,0.006276159044178619,0.00035407982052325355,4.5845096592494595e-05,2.7279992364481957e-11,6.6234424332188136e-09,4.6286647025950159e-12,6.2827261674571697e-08,8.5947657343059558e-06,1.9913199132482055e-10,5.7535749355225309e-07,1.2753468076183111e-09,3.8626976596374971e-11,1.6439982654752451e-11,9.3389590463738486e-15,1.0265747041740335e-17
2.5845510440414726e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44561064923127108,0.11214253774424761,0.022641215821447128,2.3952634476156564e-15,9.8646562646369782e-14,3.3999602028691558e-05,5.3419410886361806e-06,3.9045635548196319e-08,3.1772213734590759e-18,0.0002273147296338803,1.5463337932596721e-16,0.00016831840971003425,1.3553380538788979e-12,3.2457463681982916e-16,1.5220218248445634e-13,1.1985721950343163e-15,8.123255637592912e-13,2.5021401785974002e-11,0.0062859930528895228,0.00035535899590502469,4.599537960045206e-05,2.7468915024885836e-11,6.6469995573736366e-09,4.6563687576114922e-12,6.328514793349249e-08,8.6289050968398725e-06,2.0080296897286759e-10,5.8105350732786893e-07,1.2801131001600975e-09,3.9226732687264373e-11,1.6643640132213019e-11,9.4484362164159186e-15,1.0389551613220017e-17
2.5943355090695176e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44559940537895026,0.11213180811244,0.02264054354006723,2.4348349322069485e-15,1.0021154929883188e-13,3.4312477705170932e-05,5.4079201216667902e-06,3.9481619834929293e-08,3.2422484221853453e-18,0.00022816753009801378,1.5758582514101692e-16,0.00016878661528603133,1.3710470253829903e-12,3.3112319270504996e-16,1.5456256491345112e-13,1.2183790420859311e-15,8.2260800656390972e-13,2.5407506396595167e-11,0.0062957685461192551,0.0003566375680163226,4.6144959233264126e-05,2.765802115109482e-11,6.6705538047956498e-09,4.6841140996088246e-12,6.3742668500900322e-08,8.6629024403163508e-06,2.024787418870452e-10,5.8678033800542998e-07,1.2848785881917238e-09,3.9833459159267093e-11,1.6848833541266371e-11,9.5585121445854311e-15,1.0514214712070491e-17
2.602146401952847e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44559047225000181,0.11212328427658988,0.022640006899595149,2.4667643664112428e-15,1.0147303230948965e-13,3.4563313723484251e-05,5.4609468333759078e-06,3.9831930321334462e-08,3.2948814626236569e-18,0.00022884824989171558,1.5997482197173218e-16,0.00016915965292182872,1.3836741329270021e-12,3.3642783912809701e-16,1.5646474287021479e-13,1.2343630834450351e-15,8.3088093650586161e-13,2.5718931179548638e-11,0.0063035305065938171,0.00035765781297260633,4.6263865996674816e-05,2.7809113747298547e-11,6.6893549788584127e-09,4.7062920288162899e-12,6.4107628658566338e-08,8.6899399672728194e-06,2.038199171034097e-10,5.9137412447475181e-07,1.2886822761310827e-09,4.032284529923924e-11,1.7013742286322093e-11,9.6468133661988608e-15,1.0614348967789849e-17
2.6099572948361766e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44558157691660538,0.11211479716700601,0.022639470293313334,2.4989971915921878e-15,1.0274536183441004e-13,3.4815096804947824e-05,5.5142899271232546e-06,4.0184258504693809e-08,3.348161291059179e-18,0.00022952891010905602,1.6239256983884143e-16,0.0001695320446791685,1.3963784707211277e-12,3.4180155344698814e-16,1.5838287267532291e-13,1.2505010863544289e-15,8.3921133701954072e-13,2.6033215226107207e-11,0.0063112555714761572,0.00035867767316317945,4.6382329518050545e-05,2.7960320505691707e-11,6.7081543074639749e-09,4.7284951279066924e-12,6.4472332148177823e-08,8.7168862192413117e-06,2.0516409951103279e-10,5.9598748824678276e-07,1.2924854487969648e-09,4.0816735184017103e-11,1.7179632095717999e-11,9.7354932748033821e-15,1.0715030364232391e-17
2.617768187719506e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44557271920307778,0.11210634660997572,0.022638933721128702,2.5315350597841631e-15,1.0402858317240813e-13,3.5067825212925589e-05,5.5679497186994949e-06,4.0538609572180306e-08,3.4020930402960594e-18,0.0002302095105402775,1.648393242963804e-16,0.00016990379155653248,1.4091602665548139e-12,3.4724501901080681e-16,1.6031701251575976e-13,1.2667939396958063e-15,8.4759939365699034e-13,2.6350375965336352e-11,0.006318943914702513,0.00035969714845841773,4.6500352041894712e-05,2.8111640241745883e-11,6.7269517852106955e-09,4.750722883986244e-12,6.4836768681347617e-08,8.7437408664679032e-06,2.0651126754827615e-10,6.0062040145999311e-07,1.2962881050439063e-09,4.1315156333375695e-11,1.7346503931768555e-11,9.8245505845802374e-15,1.0816258890931925e-17
2.6255790806028356e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44556389893452958,0.11209793243260734,0.022638397182948612,2.5643796229628682e-15,1.0532274159711837e-13,3.5321497204599611e-05,5.6219265165206241e-06,4.0894988705230287e-08,3.4566818574009023e-18,0.00023089005097554429,1.6731534234629398e-16,0.00017027489455139928,1.4220197480573979e-12,3.5275892355906044e-16,1.6226722026139513e-13,1.2832425329758615e-15,8.5604529136867837e-13,2.6670430877467057e-11,0.0063265957093883015,0.00036071623873519895,4.6617935826317966e-05,2.8263071796265548e-11,6.7457474066860283e-09,4.772974781995964e-12,6.5200928098202465e-08,8.7705035864023206e-06,2.0786139969605522e-10,6.0527283593913431e-07,1.300090243726061e-09,4.1818136348105604e-11,1.7514358733983111e-11,9.9139840384612695e-15,1.0918034553611506e-17
2.6326088841978323e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44555599256438461,0.11209039063535015,0.022637914327584219,2.5942033193202307e-15,1.0649687278776749e-13,3.5550607316016551e-05,5.6707769238825281e-06,4.1217468198862645e-08,3.5063778513273935e-18,0.00023150248589725333,1.6956899254405741e-16,0.00017060833755086849,1.4336598906625975e-12,3.5778223494593395e-16,1.6403619286392828e-13,1.2981801602394052e-15,8.6369620580402674e-13,2.6960969304828661e-11,0.0063334512180248477,0.00036163309069698279,4.6723387986813541e-05,2.8399454870068966e-11,6.7626618744384693e-09,4.7930217351451585e-12,6.5528426349065507e-08,8.7945111757013117e-06,2.0907903516871006e-10,6.0947669411982753e-07,1.3035117250748004e-09,4.2274739068548466e-11,1.7666269250238989e-11,9.9947946638794633e-15,1.1010100402858534e-17
2.639638687792829e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44554811625726981,0.11208287804134909,0.022637431499621906,2.6242779807763169e-15,1.0767993264224119e-13,3.5780479035288202e-05,5.7198845646675623e-06,4.1541598387090391e-08,3.5566140230491091e-18,0.00023211487189913661,1.7184674499910458e-16,0.00017094126053846838,1.4453633086235296e-12,3.6286367010802432e-16,1.6581826882283239e-13,1.3132453071292212e-15,8.7139425481208819e-13,2.725387902773334e-11,0.0063402773869581054,0.00036254963061869397,4.6828488271756577e-05,2.8535926795124003e-11,6.7795748303018438e-09,4.8130874813986542e-12,6.5855684778505185e-08,8.8184438234025265e-06,2.1029903852016623e-10,6.1369632049251836e-07,1.3069327854318597e-09,4.2735077127145067e-11,1.7818977364631603e-11,1.007590797428575e-14,1.1102609364607814e-17
2.6466684913878256e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44554026988732776,0.11207539452625631,0.022636948698995046,2.6546048113588312e-15,1.088719541174141e-13,3.6011111080394392e-05,5.7692496484946175e-06,4.1867383035243135e-08,3.6073941541526218e-18,0.00023272720882807236,1.7414879008652128e-16,0.00017127366423935769,1.4571301675460238e-12,3.6800373956456311e-16,1.6761348965956701e-13,1.3284386233088451e-15,8.7913957197008779e-13,2.7549172895427199e-11,0.0063470743406992556,0.00036346585842399523,4.6933238352770043e-05,2.8672486781797523e-11,6.7964862703376701e-09,4.83317166366068e-12,6.6182696240211741e-08,8.8423013092338866e-06,2.1152139413768799e-10,6.1793169389931524e-07,1.3103534239612144e-09,4.3199170812963306e-11,1.7972483715014788e-11,1.0157323028725046e-14,1.1195561397896431e-17
2.6529953146233225e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44553323364705416,0.11206868412279222,0.022636514201747837,2.6821155585135237e-15,1.0995246285869737e-13,3.621932893738128e-05,5.8138985071448987e-06,4.2162006890818971e-08,3.653564490285889e-18,0.00023327826998015305,1.7624155898261836e-16,0.00017157238417887303,1.4677747193853167e-12,3.7268035868022551e-16,1.6924046142964291e-13,1.3422227298479459e-15,8.8615088176325075e-13,2.7816986467026196e-11,0.0063531667225592463,0.00036429019652953507,4.7027215388725826e-05,2.8795465422107881e-11,6.8117052670847178e-09,4.8512628949065297e-12,6.6476789556034946e-08,8.8637086047865639e-06,2.1262351250079378e-10,6.2175697604348023e-07,1.3134316372838114e-09,4.3620083003106254e-11,1.8111322437430366e-11,1.0230853791737033e-14,1.1279597015615031e-17
2.6593221378588195e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44552622146333193,0.11206199708304483,0.022636079726540415,2.7098324153658185e-15,1.1104028120375645e-13,3.6428160678215786e-05,5.8587562066875624e-06,4.2457976645397675e-08,3.700181273692449e-18,0.00023382929114739343,1.7835430002428569e-16,0.00017187068461082757,1.4784709130328856e-12,3.7740526370669377e-16,1.7087814398077467e-13,1.356111654127593e-15,8.9320068345533173e-13,2.8086751045157614e-11,0.0063592356305642193,0.00036511428171262853,4.7120911347841088e-05,2.891851421098482e-11,6.8269230299570547e-09,4.8693685093853728e-12,6.6770672006709001e-08,8.8850546905612233e-06,2.1372751223787993e-10,6.2559498031605932e-07,1.3165095076388859e-09,4.4044068593764797e-11,1.8250808679961097e-11,1.0304627521389194e-14,1.1363991445624427e-17
2.6656489610943164e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44551923324547305,0.11205533331745937,0.022635645273324793,2.7377562593511079e-15,1.1213543315130661e-13,3.6637605361947638e-05,5.9038228900537137e-06,4.2755295036055009e-08,3.7472472801168582e-18,0.00023438027221807752,1.8048715398823468e-16,0.00017216856606261672,1.4892188689919226e-12,3.8217883285264749e-16,1.7252656713936225e-13,1.3701058704700694e-15,9.0028907360191196e-13,2.8358476066434661e-11,0.0063652811543881589,0.00036593811392634265,4.7214327462930347e-05,2.9041632605876197e-11,6.8421395560869442e-09,4.8874882513816554e-12,6.7064338550244996e-08,8.9063394156338255e-06,2.1483338202826473e-10,6.2944569091790504e-07,1.3195870344165679e-09,4.4471142485737868e-11,1.8390942877054558e-11,1.0378643530460925e-14,1.1448744642410913e-17
2.6719757843298133e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44551226890312273,0.11204869273682408,0.022635210842053166,2.765887967785161e-15,1.1323794269244218e-13,3.6847662045846965e-05,5.949098697075021e-06,4.3053964797384552e-08,3.7947652912405924e-18,0.00023493121308046304,1.826402622828721e-16,0.00017246602906125565,1.5000187076944611e-12,3.8700144624044947e-16,1.7418576059086524e-13,1.3842058534088908e-15,9.074161484988258e-13,2.8632170989394564e-11,0.0063713033833621433,0.00036676169312647885,4.7307464970815166e-05,2.9164820073463173e-11,6.8573548426076064e-09,4.9056218636339343e-12,6.7357784195896364e-08,8.9275626321097482e-06,2.1594111057310212e-10,6.3330909193735269e-07,1.3226642170068704e-09,4.4901319614539723e-11,1.8531725453577096e-11,1.0452901133501686e-14,1.1533856558099108e-17
2.6783026075653102e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44550532834625817,0.11204207525226882,0.022634776432677899,2.7942284178525312e-15,1.1434783381104543e-13,3.7058329785510203e-05,5.9945837644939508e-06,4.3353988661496086e-08,3.842738094654717e-18,0.00023548211362278164,1.8481376694936456e-16,0.00017276307413338467,1.5108705495010911e-12,3.9187348590910254e-16,1.7585575387928534e-13,1.3984120776815112e-15,9.1458200418215255e-13,2.8907845294485388e-11,0.0063773024064756427,0.0003675850192715644,4.740032511210091e-05,2.9288076090202725e-11,6.8725688866546349e-09,4.9237690892751611e-12,6.7651004004992455e-08,8.9487241951126335e-06,2.1705068659573709e-10,6.37185167353005e-07,1.3257410547996933e-09,4.5334614950379059e-11,1.8673156824845832e-11,1.0527399646479235e-14,1.161932714137955e-17
2.6846294308008072e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44549841148518754,0.11203548077526378,0.022634342045151537,2.8227784865950554e-15,1.154651304841955e-13,3.7269607634964688e-05,6.0402782259741392e-06,4.3655369358013951e-08,3.8911684838325035e-18,0.00023603297373324048,1.8700781066270021e-16,0.0001730597018052749,1.5217745147006814e-12,3.9679533581718807e-16,1.7753657640665916e-13,1.4127250182220535e-15,9.2178673642822494e-13,2.9185508484052798e-11,0.0063832783123778372,0.00036840809232284325,4.7492909130954382e-05,2.9411400144120278e-11,6.8877816853632575e-09,4.9419296778719819e-12,6.7943993093486924e-08,8.9698239627714306e-06,2.1816209883833947e-10,6.4107390103649163e-07,1.3288175471848256e-09,4.5771043498138235e-11,1.881523739666094e-11,1.0602138381373128e-14,1.1705156331971216e-17
2.690956254036304e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44549151823054922,0.11202890921761824,0.022633907679426822,2.8515390509004981e-15,1.1658985668257308e-13,3.7481494646771997e-05,6.0861822121108543e-06,4.3958109614075382e-08,3.9400592581031343e-18,0.00023658379330002271,1.8922253673274738e-16,0.0001733559126028337,1.5327307235100988e-12,4.0176738184579001e-16,1.7922825743256153e-13,1.4271451501540669e-15,9.2903044075365131e-13,2.9465170082326766e-11,0.0063892311893789158,0.00036923091224426696,4.758521827489123e-05,2.9534791732037846e-11,6.9029932358688345e-09,4.9601033771970916e-12,6.8236746627955733e-08,8.9908617962138746e-06,2.1927533606650652e-10,6.4497527675520903e-07,1.3318936935519544e-09,4.6210620297352247e-11,1.8957967565338503e-11,1.0677116652018627e-14,1.1791344067459403e-17
2.697283077271801e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44548464849331049,0.11202236049147915,0.022633473335456671,2.8805109874913882e-15,1.1772203637085885e-13,3.7693989872129692e-05,6.1322958504416029e-06,4.4262212154329023e-08,3.9894132226271173e-18,0.00023713457221128843,1.9145808910531043e-16,0.00017365170705160981,1.5437392960739258e-12,4.0679001180139858e-16,1.8093082607361964e-13,1.4416729487833054e-15,9.3631321241536173e-13,2.9746839635408292e-11,0.0063951611254513714,0.00037005347900248537,4.7677253794562031e-05,2.9658250359690211e-11,6.9182035353091481e-09,4.9782899337719056e-12,6.8529259825823061e-08,9.0118375595555759e-06,2.2039038707078797e-10,6.488892781750363e-07,1.3349694932906692e-09,4.6653360422187805e-11,1.9101347717743722e-11,1.0752333775371816e-14,1.187789028370686e-17
2.703609900507298e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44547780218476635,0.11201583450932999,0.022633039013194165,2.9096951729138999e-15,1.1886169350813931e-13,3.7907092360971459e-05,6.1786192654568594e-06,4.4567679700933164e-08,4.039233188370266e-18,0.00023768531035517565,1.9371461236318209e-16,0.00017394708567679848,1.554800352464187e-12,4.1186361541879703e-16,1.8264431130303922e-13,1.4563088895905398e-15,9.4363514641066686e-13,3.0030526711255921e-11,0.0064010682082313065,0.00037087579256683736,4.7769016943538101e-05,2.9781775544615686e-11,6.9334125808225603e-09,4.9964891023720177e-12,6.8821527959460395e-08,9.0327511198851558e-06,2.2150724066145356e-10,6.5281588886302403e-07,1.338044945790465e-09,4.7099278981422074e-11,1.9245378231324292e-11,1.0827789063392599e-14,1.1964794906270233e-17
2.709936723742795e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44547097921653867,0.11200933118398934,0.022632604712592583,2.9390924835268095e-15,1.2000885204831094e-13,3.8120801162065848e-05,6.2251525786109257e-06,4.4874514973554239e-08,4.0895219720772234e-18,0.0002382360076198011,1.9599225172719266e-16,0.00017424204900324636,1.5659140126800705e-12,4.1698858436392672e-16,1.8436874195014191e-13,1.4710534482243931e-15,9.5099633747733957e-13,3.031624089967242e-11,0.0064069525250197035,0.00037169785290934145,4.7860508978109489e-05,2.9905366812807978e-11,6.948620369547046e-09,5.0147006360390904e-12,6.9113546351332988e-08,9.0536023472581716e-06,2.2262588567348467e-10,6.5675509229006172e-07,1.3411200504407477e-09,4.7548391118421699e-11,1.9390059474144359e-11,1.0903481829622594e-14,1.2052057858470705e-17
2.7162635469782918e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44546417950057504,0.11200285042860961,0.02263217043360536,2.9687037954907295e-15,1.2116353594047044e-13,3.8335115323113429e-05,6.2718959083329026e-06,4.5182720689365214e-08,4.1402823962472822e-18,0.00023878666389326125,1.9829115305725588e-16,0.00017453659755545616,1.5770803966476519e-12,4.2216531223673648e-16,1.8610414669991332e-13,1.4859071004942072e-15,9.5839688009371222e-13,3.0603991812291187e-11,0.0064128141627837242,0.00037251966000468586,4.7951731157082052e-05,3.0029023698115812e-11,6.9638268986224975e-09,5.0329242842727956e-12,6.9405310373214315e-08,9.0743911146868934e-06,2.2374631096983668e-10,6.607068718335157e-07,1.3441948066308419e-09,4.800071201112134e-11,1.9535391804918985e-11,1.0979411392927213e-14,1.2139679064219916e-17
2.7225903702137887e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44545740294914787,0.11199639215667591,0.022631736176186131,2.9985299847573482e-15,1.2232576912931659e-13,3.85500338908425e-05,6.3188493700377985e-06,4.549229956304391e-08,4.1915172891085113e-18,0.00023933727906363302,2.0061146285341213e-16,0.00017483073185759105,1.5882996242196191e-12,4.27394194574013e-16,1.8785055409256276e-13,1.5008703223629366e-15,9.6583686847879105e-13,3.0893789082562815e-11,0.0064186532081579742,0.00037334121383021874,4.8042684741570653e-05,3.0152745746586042e-11,6.9790321651903037e-09,5.0511598071365455e-12,6.969681545233261e-08,9.0951172981229598e-06,2.2486850543391551e-10,6.6467121077984632e-07,1.3472692137499944e-09,4.8456256872002457e-11,1.9681375573048662e-11,1.1055577065933241e-14,1.2227658435425721e-17
2.7289171934492856e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44545064947485291,0.11198995628200462,0.022631301940288694,3.0285719270587044e-15,1.2349557555555197e-13,3.8765555911103445e-05,6.3660130761377285e-06,4.5803254306771502e-08,4.2432294845910537e-18,0.00023988785301897483,2.0295332825686783e-16,0.00017512445243347924,1.5995718151749998e-12,4.3267562885219383e-16,1.896079925230927e-13,1.5159435899400674e-15,9.7331639659238693e-13,3.1185642365741439e-11,0.0064244697474457888,0.00037416251436593877,4.8133370994807542e-05,3.0276532512569322e-11,6.9942361663914884e-09,5.0694069636413046e-12,6.9988057065701314e-08,9.1157807764518148e-06,2.2599245797461749e-10,6.6864809232719846e-07,1.3503432711873772e-09,4.8915040948071815e-11,1.9828011118654218e-11,1.1131978161890183e-14,1.2315995880988135e-17
