Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3OO(77),C2H4(47),COX(50),CHOX(53),CO2X(24)
1.268353197626879e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44285903177613312,0.10950201648486239,0.02196379277009311,8.6506234363069322e-13,2.9852651603765441e-11,0.00083488525435128553,0.00027747662984686187,3.3309898677063642e-06,3.2801992746462654e-15,0.0010039984708652865,3.105997097647513e-13,0.00036045508229323123,1.3535602153542931e-10,8.7621889313781561e-13,1.8048856853817835e-11,3.8568526958936677e-13,8.8226365631416783e-11,1.3333290417320557e-08,0.0078655802224869582,0.001438058156541287,0.00011412042456301948,2.7737890907398038e-10,2.805077445918095e-08,2.8982938876310487e-11,2.5399595607666772e-07,1.3871923645154599e-05,2.8113296506089037e-09,1.6328272216636727e-05,5.4858553297220847e-09,2.1063422147785984e-08,8.5966035725349594e-10,3.3025568783159525e-13,5.9229447098145438e-16
1.2711269241153752e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44285656561290465,0.10949919514001712,0.021961966768078052,8.7141109681358057e-13,3.0068858922354113e-11,0.00083798056411316319,0.00027866842592136587,3.3492569597887784e-06,3.3072089563046219e-15,0.0010057696963095815,3.1353607372771902e-13,0.0003605999147291838,1.3611584792296648e-10,8.8470042606949717e-13,1.8134078494120124e-11,3.8820001833971792e-13,8.87033466307241e-11,1.3441623463187412e-08,0.0078653999319282155,0.0014405183314454089,0.00011424374569854189,2.781551430879113e-10,2.8099579714856376e-08,2.9041697216676008e-11,2.5429296994407852e-07,1.387307445010713e-05,2.8206701580853662e-09,1.6389719475452104e-05,5.4950770496001214e-09,2.123465571658991e-08,8.6334806722337679e-10,3.3171286408297524e-13,5.9528229816387286e-16
1.2766743770923678e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44285164376461283,0.10949355517196928,0.021958315280418309,8.8420445606741155e-13,3.0504418782957426e-11,0.00084418184217822879,0.00028105823557484884,3.3859403263810234e-06,3.361703879883876e-15,0.0010093059139788191,3.1946797826978326e-13,0.00036088713303520671,1.3764190203227589e-10,9.0184272763075664e-13,1.830499474711588e-11,3.9325880450638582e-13,8.9661107692635178e-11,1.3660109888674761e-08,0.00786503635832057,0.0014454314310260628,0.00011448995902218141,2.7970825556845888e-10,2.8197019368759867e-08,2.9159122657210135e-11,2.5488581803011747e-07,1.3875356183032118e-05,2.8393834161276571e-09,1.6512828668602125e-05,5.5134817396071299e-09,2.1580001858663294e-08,8.7074264866372079e-10,3.3463691810094571e-13,6.0128204982986056e-16
1.2822218300693603e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44284673575366906,0.10948791872926908,0.021954664480942743,8.9712618721821218e-13,3.0944188322756963e-11,0.00085039728397517489,0.00028345631881374224,3.4228222083665045e-06,3.4168366594339646e-15,0.0010128338273799316,3.2547925021348986e-13,0.00036117112412288106,1.39176475104857e-10,9.1922566799104547e-13,1.847653987466993e-11,3.9835670553948745e-13,9.0623927265805641e-11,1.3881034691673959e-08,0.0078646689085010348,0.0014503348806764859,0.000114735603925924,2.81262217293367e-10,2.8294231404227683e-08,2.9276426536228827e-11,2.5547710134369434e-07,1.3877611599698679e-05,2.8581395691775763e-09,1.6636223115358655e-05,5.5318348201301084e-09,2.1929204506483731e-08,8.7816272750126755e-10,3.3757390639816219e-13,6.073139296832606e-16
1.2877692830463529e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44284184142381905,0.10948228569148127,0.021951014369282221,9.1017697184328505e-13,3.1388186767636883e-11,0.00085662683266543767,0.0002858626559528051,3.4599021270819618e-06,3.4726118374566595e-15,0.0010163534446883369,3.3157044655668932e-13,0.00036145192937379162,1.4071954753953831e-10,9.3685123863931437e-13,1.864871178245498e-11,4.0349379671458083e-13,9.1591797003393044e-11,1.4104411363314315e-08,0.0078642977150705489,0.0014552287008202263,0.0001149806845768048,2.828170163157474e-10,2.839121605491373e-08,2.9393608966418268e-11,2.5606682951423055e-07,1.3879840922164678e-05,2.8769385025777749e-09,1.6759901646552552e-05,5.5501363601517036e-09,2.2282285015743906e-08,8.8560824227706478e-10,3.4052382763440716e-13,6.1337793550158409e-16
1.2933167360233454e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44283696062323846,0.10947665594235501,0.021947364945070331,9.2335749142256395e-13,3.1836433307142597e-11,0.00086287043180587801,0.00028827722732932543,3.4971795979318194e-06,3.5290339698883669e-15,0.0010198647742440403,3.37742122776434e-13,0.00036172958964763343,1.4227109948420112e-10,9.5472143333076941e-13,1.8821508389854731e-11,4.0867015251086737e-13,9.2564708492087283e-11,1.4330253362502007e-08,0.0078639229062725056,0.0014601129118528443,0.00011522520509127085,2.8437264078404154e-10,2.8487973558815049e-08,2.9510670062935147e-11,2.5665501207905823e-07,1.3882044370672947e-05,2.8957801019862821e-09,1.6883863101316909e-05,5.5683864295146378e-09,2.2639264691210778e-08,8.9307913160782015e-10,3.4348668041159544e-13,6.1947406464767701e-16
1.298864189000338e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44283209320438915,0.10947102936968293,0.021943716207943314,9.3666842732975963e-13,3.2288947094323036e-11,0.00086912802534466207,0.00029070001330347726,3.5346541304646319e-06,3.5861076260977511e-15,0.0010233678245488863,3.4399483278821514e-13,0.00036200414528868123,1.4383111083923852e-10,9.7283824800627614e-13,1.899492762992127e-11,4.1388584661350863e-13,9.3542653253265379e-11,1.4558574115523875e-08,0.0078635446061357753,0.001464987534141706,0.00011546916953601861,2.8592907894106913e-10,2.8584504158199233e-08,2.9627609943371792e-11,2.5724165848478821e-07,1.3884222163666291e-05,2.9146642533758255e-09,1.7008106327000017e-05,5.586585098905903e-09,2.3000164786097616e-08,9.0057533418697938e-10,3.464624632741864e-13,6.2560231407310375e-16
1.3044116419773305e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44282723902388016,0.10946540586516496,0.021940068157540019,9.5011046082356919e-13,3.2745747245575917e-11,0.00087539955761718996,0.00029313099425867263,3.5723252284491381e-06,3.6438373888836105e-15,0.0010268626042638407,3.5032912890556641e-13,0.00036227563613218313,1.4539956126099284e-10,9.9120368071217666e-13,1.9168967449330226e-11,4.1914095191596963e-13,9.4525622744133193e-11,1.4789387015656479e-08,0.0078631629346132045,0.0014698525880257724,0.00011571258192881475,2.8748631912308836e-10,2.8680808099531165e-08,2.9744428727720502e-11,2.5782677808864611e-07,1.3886374517802322e-05,2.9335908430331262e-09,1.7132630179079273e-05,5.6047324398412157e-09,2.3365006501444381e-08,9.0809678878578547e-10,3.4945117470959474e-13,6.3176268032150967e-16
1.309959094954323e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4428223979423323,0.10945978532427625,0.021936420793501766,9.6368427303895614e-13,3.3206852840495764e-11,0.00088168497334207218,0.00029557015060190675,3.6101923899499131e-06,3.7022278544730502e-15,0.001030349122206307,3.5674556180004044e-13,0.00036254410151067911,1.4697643016516854e-10,1.0098197315205073e-12,1.9343625808333958e-11,4.2443554052238559e-13,9.5513608358853843e-11,1.5022705422780445e-08,0.0078627780077158045,0.0014747080938153946,0.0001159554462393005,2.8904434975887262e-10,2.8776885633400905e-08,2.9861126538338925e-11,2.5841038015978429e-07,1.3888501647968047e-05,2.9525597575581948e-09,1.7257433521076128e-05,5.6228285246496514e-09,2.3733810985506464e-08,9.1564343425431534e-10,3.524528131486046e-13,6.3795515953195758e-16
1.3155065479313156e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44281756982424936,0.10945416764613974,0.021932774115472356,9.7739054497850159e-13,3.3672282921725344e-11,0.00088798421761715571,0.00029801746276409769,3.6482551074026136e-06,3.7612836325193973e-15,0.0010338273873474698,3.6324468046157374e-13,0.00036280958026024227,1.4856169673021969e-10,1.0286884024496536e-12,1.9518900680712859e-11,4.2976968374995414e-13,9.6506601429662148e-11,1.5258542663000287e-08,0.0078623899376424593,0.001479554071792109,0.00011619776638977865,2.9060315936879587e-10,2.8872737014452531e-08,2.9977703499915109e-11,2.5899247388056178e-07,1.389060376729433e-05,2.9715708838636226e-09,1.7382515224472028e-05,5.640873426458482e-09,2.4106599333152127e-08,9.2321520952250307e-10,3.554673769657763e-13,6.441797474422463e-16
1.321054000908308e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44281275453789093,0.10944855273340276,0.021929128123097958,9.912299575038305e-13,3.4142056494810294e-11,0.00089429723591559918,0.00030047291120041848,3.6865128676887885e-06,3.8210093460995935e-15,0.0010372974088096757,3.6982703215924926e-13,0.00036307211072664046,1.5015533990071157e-10,1.0478116973854401e-12,1.9694790053724442e-11,4.3514345213135275e-13,9.7504593227965711e-11,1.5496912028269786e-08,0.0078619988329052294,0.0014843905422084326,0.00011643954625598383,2.9216273656392979e-10,2.8968362501313807e-08,3.0094159739432841e-11,2.5957306834779813e-07,1.3892681087170317e-05,2.9906241091738526e-09,1.7507874168625433e-05,5.658867219178177e-09,2.4483392585268708e-08,9.3081205360113384e-10,3.5849486447984963e-13,6.5043643939220054e-16
1.3266014538853006e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44280795195515149,0.10944294049211817,0.021925482816027037,1.0052031913271095e-12,3.4616192528057231e-11,0.00090062397408199597,0.00030293647639062477,3.7249651522102799e-06,3.8814096317112383e-15,0.0010407591958638421,3.7649316240245065e-13,0.00036333173077142286,1.5175733839065905e-10,1.067191622002654e-12,1.9871291928050358e-11,4.4055691541717994e-13,9.8507574965432064e-11,1.5737826776022723e-08,0.0078616047984505204,0.0014892175252876638,0.00011668078966783668,2.9372307004515224e-10,2.9063762356526724e-08,3.0210495386137338e-11,2.6015217257400157e-07,1.3894733817257696e-05,3.0097193210244649e-09,1.7633509240689817e-05,5.6768099774876063e-09,2.4864211728177335e-08,9.3843390558282811e-10,3.6153527395414431e-13,6.5672523032694458e-16
1.3321489068622932e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44280316195144265,0.10943733083162913,0.021921838193910359,1.0193109270026167e-12,3.509470995239466e-11,0.00090696437832854429,0.00030540813883937464,3.7636114369631906e-06,3.9424891392694943e-15,0.0010442127579268995,3.8324361490240604e-13,0.00036358847777793237,1.5336767068683892e-10,1.0868301836870036e-12,2.00484043177416e-11,4.4601014257841854e-13,9.9515537795063178e-11,1.5981300128808931e-08,0.0078612079357762692,0.0014940350412236832,0.00011692150041018306,2.952841486022693e-10,2.9158936846478911e-08,3.0326710571501102e-11,2.6072979548857139e-07,1.3896762165504849e-05,3.0288564072614454e-09,1.7759419335532617e-05,5.6947017768194412e-09,2.5249077693056077e-08,9.4608070464299737e-10,3.6458860359696204e-13,6.6304611480015353e-16
1.3376963598392857e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.442798384405579,0.10943172366445776,0.02191819425640085,1.0335538449183776e-12,3.5577627661236971e-11,0.00091331839523126166,0.00030788787907654437,3.802451192611454e-06,4.0042525321038509e-15,0.0010476581045592629,3.9007893153412233e-13,0.00036384238865724497,1.5498631505207831e-10,1.1067293914575066e-12,2.0226125250161945e-11,4.5150320180892245e-13,1.0052847281225689e-10,1.6227345273935621e-08,0.0078608083430453547,0.0014988431101807542,0.00011716168222351776,2.9684596111314513e-10,2.9253886241335895e-08,3.0442805429190103e-11,2.6130594593897621e-07,1.3898766338160869e-05,3.0480352560404441e-09,1.7885603355655204e-05,5.7125426933457069e-09,2.5638011355371354e-08,9.5375239004078955e-10,3.6765485156197925e-13,6.6939908697727568e-16
1.3432438128162783e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44279361919966831,0.10942611890619762,0.021914551003153607,1.0479326252878694e-12,3.6064964510351489e-11,0.00091968597172624792,0.00031037567765753674,3.8414838845599582e-06,4.066704486954621e-15,0.0010510952454623346,3.9699965229871445e-13,0.00036409349985403621,1.5661324952851793e-10,1.1268912558893208e-12,2.040445276592972e-11,4.5703616052792473e-13,1.0154637105585539e-10,1.6475975363113849e-08,0.0078604061151952322,0.0015036417522933312,0.0001174013388046938,2.9840849654284639e-10,2.9348610814974115e-08,3.0558780095030124e-11,2.6188063269190657e-07,1.3900746539789479e-05,3.0672557558260431e-09,1.8012060211113804e-05,5.7303328039635427e-09,2.6031033534317658e-08,9.6144890112000822e-10,3.7073401594864342e-13,6.7578414063874546e-16
1.3487912657932708e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44278886621900515,0.10942051647540958,0.02191090843382577,1.0624479481418022e-12,3.6556739317728486e-11,0.00092606705510599077,0.00031287151516358474,3.8807089730272493e-06,4.1298496939691535e-15,0.001054524190476036,4.0400631528613131e-13,0.00036434184735237562,1.5824845194085083e-10,1.1473177890370146e-12,2.058338491885779e-11,4.6260908538256694e-13,1.0256922350918104e-10,1.6727203512110383e-08,0.0078600013440439324,0.0015084309876658639,0.00011764047380761697,2.9997174394279568e-10,2.9443110844914918e-08,3.0674634706973526e-11,2.6245386443440642e-07,1.3902702973282842e-05,3.0865177953910099e-09,1.8138788819441331e-05,5.7480721862811196e-09,2.6428164992265646e-08,9.6917017731002049e-10,3.7382609480256345e-13,6.8220126918316144e-16
1.3543387187702633e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44278412535196726,0.1094149162935214,0.021907266548076555,1.0771004933199612e-12,3.7052970863454123e-11,0.00093246159301571736,0.00031537537220204881,3.9201259131178276e-06,4.193692856697792e-15,0.0010579449495763727,4.1109945663827933e-13,0.00036458746668145041,1.5989189989953655e-10,1.1680110043582831e-12,2.0762919775892018e-11,4.6822204225044935e-13,1.0359702110105964e-10,1.6981042800404563e-08,0.0078595941183926092,0.0015132108363726077,0.00011787909084392665,3.0153569244993626e-10,2.9537386612259233e-08,3.0790369405066182e-11,2.6302564977497997e-07,1.3904635839875258e-05,3.1058212638155478e-09,1.8265788105570179e-05,5.7657609186037627e-09,2.6829426434218293e-08,9.7691615812663964e-10,3.769310861158988e-13,6.8865046563045505e-16
1.359886171747256e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44277939648991727,0.10940931828473041,0.021903625345567144,1.0918909404631203e-12,3.7553677889586471e-11,0.00093886953344978971,0.00031788722940670879,3.9597341548939658e-06,4.258238692089589e-15,0.0010613575328730269,4.1827961051254322e-13,0.00036483039292121793,1.6154357080399006e-10,1.1889729166381055e-12,2.0943055417048128e-11,4.7387509624220097e-13,1.0462975470683119e-10,1.7237506270850428e-08,0.0078591845241246655,0.0015179813184574354,0.00011811719348366256,3.0310033128590648e-10,2.963143840162315e-08,3.0905984331414664e-11,2.6359599724467763e-07,1.3906545339156782e-05,3.1251660504865512e-09,1.8393057001755988e-05,5.7833990799202331e-09,2.7234838507275257e-08,9.84686783172998e-10,3.8004898782774558e-13,6.9513172262502943e-16
1.3654336247242484e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44277467952710464,0.10940372237590962,0.021899984825960634,1.1068199690050248e-12,3.8058879100034061e-11,0.00094529082474814282,0.00032040706743805014,3.9995331434471581e-06,4.3234919304878087e-15,0.0010647619506069792,4.2554730904570437e-13,0.00036507066070799114,1.6320344184574666e-10,1.2102055419133488e-12,2.1123789935347147e-11,4.7956831170406937e-13,1.0566741514934852e-10,1.7496606929343828e-08,0.0078587726443016571,0.0015227424539336497,0.00011835478525591866,3.0466564975622652e-10,2.972526650107426e-08,3.1021479630153875e-11,2.6416491529816062e-07,1.3908431669086731e-05,3.1445520450968473e-09,1.8520594447502218e-05,5.8009867498891661e-09,2.7644421800105229e-08,9.9248199214039357e-10,3.8317979782452127e-13,7.0164503243888229e-16
1.370981077701241e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44276997436057464,0.10939812849651696,0.02189634498892204,1.1218882581644382e-12,3.8568593160437662e-11,0.00095172541559276577,0.00032293486698354467,4.039522318969086e-06,4.3894573156251682e-15,0.0010681582131481608,4.3290308231825965e-13,0.00036530830423995377,1.6487149001160208e-10,1.231710897397821e-12,2.1305121436749476e-11,4.8530175222053047e-13,1.0670999319996361e-10,1.7758357744494633e-08,0.0078583585592560245,0.0015274942627837994,0.00011859186964948376,3.0623163724949243e-10,2.9818871202068821e-08,3.1136855447414738e-11,2.6473241231474276e-07,1.3910295026007055e-05,3.1639791376444386e-09,1.8648399389485715e-05,5.8185240088257379e-09,2.8058196842426357e-08,1.0003017248091261e-09,3.8632351394034497e-13,7.0819038697470275e-16
1.3765285306782335e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44276528089007627,0.10939253657850742,0.021892705834118176,1.1370964869372596e-12,3.9082838698054442e-11,0.00095817325500422617,0.00032547060875792613,4.0797011168221779e-06,4.4561396046188366e-15,0.0010715463309931327,4.4034745831914038e-13,0.00036554335728260923,1.6654769208672805e-10,1.2534910014077714e-12,2.1487048040087506e-11,4.9107548061691378e-13,1.0775747957950217e-10,1.8022771647303913e-08,0.0078579423466807689,0.0015322367649594983,0.00011882845011346943,3.0779828323658377e-10,2.9912252799389638e-08,3.1252111931292401e-11,2.6529849659941506e-07,1.3912135604655663e-05,3.1834472184317477e-09,1.8776470781483155e-05,5.836010937688426e-09,2.8476184104494476e-08,1.0081459210493135e-09,3.8948013395741859e-13,7.147677777689556e-16
1.382075983655226e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44276059901797665,0.10938694655624813,0.021889067361217665,1.152445334088702e-12,3.9601634301645282e-11,0.00096463429233823383,0.0003280142735034598,4.1200689676097311e-06,4.523543567965173e-15,0.0010749263147627991,4.4788096291083276e-13,0.00036577585317416206,1.6823202465776353e-10,1.2755478732878443e-12,2.1669567876997045e-11,4.9688955896204852e-13,1.0880986495922624e-10,1.8289861530846158e-08,0.0078575240817161888,0.0015369699803812452,0.00011906453005792562,3.093655772698786e-10,3.0005411591084967e-08,3.1367249231814645e-11,2.6586317638384717e-07,1.3913953598179616e-05,3.2029561780648496e-09,1.8904807584298297e-05,5.8534476180660232e-09,2.8898403996599369e-08,1.0160145208216897e-09,3.9264965560640224e-13,7.2137719599493554e-16
1.3876234366322186e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44275592864917573,0.10938135836643646,0.021885429569890882,1.1679354781455445e-12,4.0124998521364511e-11,0.00097110847728224827,0.00033056584199020787,4.1606252972455813e-06,4.5916739895342234e-15,0.0010782981752001416,4.5550411979489994e-13,0.00036600582483083322,1.6992446411588098e-10,1.2978835333374823e-12,2.1852679091847498e-11,5.027440485709268e-13,1.0986713996178494e-10,1.8559640249956355e-08,0.0078571038370337295,0.0015416939289382471,0.00011930011285444415,3.1093350898247919e-10,3.0098347878407793e-08,3.1482267500910504e-11,2.6642645982737273e-07,1.3915749198148259e-05,3.222505907452718e-09,1.9033408765690207e-05,5.8708341321647446e-09,2.9324876868568713e-08,1.0239074641783911e-09,3.9583207656679007e-13,7.2801863246580909e-16
1.393170889609211e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44275126969102541,0.10937577194802074,0.021881792459809899,1.1835675973884432e-12,4.0652949868652527e-11,0.00097759575985212517,0.00033312529501628796,4.2013695270233665e-06,4.6605356665639883e-15,0.0010816619231679868,4.6321745047790467e-13,0.00036623330475211221,1.7162498665982912e-10,1.3205000027377851e-12,2.20363798416708e-11,5.0863901000738046e-13,1.1092929516215396e-10,1.8832120620921967e-08,0.0078566816829171212,0.0015464086304882441,0.00011953520183675045,3.1250206808744662e-10,3.0191061965756247e-08,3.1597166892379375e-11,2.6698835501795254e-07,1.3917522594566197e-05,3.2420962978064463e-09,1.9162273300302244e-05,5.8881705627955503e-09,2.9755623009279806e-08,1.031824691263719e-09,3.9902739446728199e-13,7.3469207763762944e-16
1.3987183425862036e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44274662205325077,0.10937018724212344,0.021878156030648441,1.1993423698443106e-12,4.1185506816130875e-11,0.00098409609038880327,0.00033569261340812883,4.2423010736853166e-06,4.7301334096544178e-15,0.0010850175696468,4.7102147423773811e-13,0.00036645832502594188,1.733335682989507e-10,1.3433993034788207e-12,2.2220668296089361e-11,5.1457450308677902e-13,1.1199632108856327e-10,1.9107315421179826e-08,0.0078562576873408025,0.0015511141048573374,0.00011976980030128364,3.1407124437704645e-10,3.0283554160614611e-08,3.1711947561860201e-11,2.6754886997312249e-07,1.3919273975886254e-05,3.2617272406384939e-09,1.929140016959195e-05,5.9054569933616074e-09,3.0190662646179036e-08,1.0397661423148951e-09,4.0223560688615369e-13,7.4139752161233331e-16
1.4042657955631962e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44274198564787359,0.10936460419196729,0.021874520282081873,1.215260473278757e-12,4.1722687797500234e-11,0.00099060941955503171,0.00033826777802071822,4.283419349490633e-06,4.8004720427611774e-15,0.0010883651257325071,4.7891670809034707e-13,0.0003666809173338432,1.750501848561762e-10,1.3665834582873955e-12,2.2405542637242837e-11,5.2055058687873917e-13,1.1306820822341393e-10,1.9385237389017745e-08,0.007855831916045778,0.0015558103718398195,0.00012000391150776571,3.1564102772200208e-10,3.0375824773495092e-08,3.1826609666801215e-11,2.6810801264092174e-07,1.3921003529022275e-05,3.2813986277619038e-09,1.9420788361761781e-05,5.9226935078459299e-09,3.0630015944808851e-08,1.0477317576627917e-09,4.0545671135162586e-13,7.4813495414072299e-16
1.4098132485401887e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44273736038913869,0.10935902274280354,0.021870885213787147,1.231322585188601e-12,4.226451120744061e-11,0.00099713569833213399,0.0003408507697378484,4.3247237622834137e-06,4.8715564031891632e-15,0.0010917046026343437,4.869036667568684e-13,0.00036690111295597399,1.7677481197099322e-10,1.3900544905552781e-12,2.2591001059713948e-11,5.2656731970985183e-13,1.1414494700418331e-10,1.9665899223280975e-08,0.0078554044326130008,0.0015604974511980068,0.00012023753867975929,3.1721140807075819e-10,3.0467874117880303e-08,3.1941153366429749e-11,2.6866579090080452e-07,1.3922711439361868e-05,3.3011103512895445e-09,1.9550436871690605e-05,5.9398801907991712e-09,3.1073703008342426e-08,1.0557214777326553e-09,4.086907053422285e-13,7.5490436462541739e-16
1.4153607015171813e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44273274619344283,0.10935344284184285,0.021867250825442747,1.2475293827944386e-12,4.2810995401514424e-11,0.0010036748780168133,0.0003434415694723543,4.3662137155601443e-06,4.943391341585757e-15,0.0010950360116727315,4.949828626311662e-13,0.00036711894277612832,1.7850742510239236e-10,1.4138144242678827e-12,2.2777041770453305e-11,5.3262475916642339e-13,1.1522652782431955e-10,1.9949313583083352e-08,0.0078549752985342912,0.0015651753626620744,0.00012047068500521508,3.187823754487523e-10,3.0559702510166642e-08,3.205557882172251e-11,2.6922221256453343e-07,1.3924397890779043e-05,3.3208623036333279e-09,1.9680344700866088e-05,5.9570171273275738e-09,3.1521743877125709e-08,1.0637352430448057e-09,4.1193758628716534e-13,7.6170574212379478e-16
1.4209081544941738e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44272814297926572,0.10934786443818841,0.021863617116728677,1.2638815430332774e-12,4.3362158696071941e-11,0.0010102269102179957,0.00034604015816634936,4.4078886085367495e-06,5.0159817219338606e-15,0.0010983593642771808,5.0315480574776978e-13,0.00036733443728667332,1.8024799953178841e-10,1.4378652839334108e-12,2.2963662988703387e-11,5.3872296209723044e-13,1.1631294103412493e-10,2.0235493087523197e-08,0.0078545445732809849,0.0015698441259298956,0.00012070335363700866,3.2035391995769739e-10,3.0651310269608172e-08,3.2169886195376108e-11,2.6977728537705912e-07,1.392606306564677e-05,3.3406543775034495e-09,1.9810510857317798e-05,5.9741044030810803e-09,3.1974158528227007e-08,1.0717729942153302e-09,4.1519735156667516e-13,7.6853907535090646e-16
1.4264556074711663e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44272355066710312,0.10934228748277106,0.021859984087326433,1.2803797425512361e-12,4.3918019368159178e-11,0.001016791746853708,0.0003486465167914538,4.4497478362151907e-06,5.089332421544662e-15,0.0011016746719842198,5.1142000375022026e-13,0.00036754762659342593,1.8199651036591754e-10,1.4622090945124529e-12,2.3150862945921623e-11,5.4486198461628985e-13,1.1740417694162863e-10,2.0524450315403792e-08,0.007854112314370252,0.0015745037606668783,0.00012093554769346696,3.2192603177486975e-10,3.0742697718261366e-08,3.2284075651777795e-11,2.7033101701737968e-07,1.392770714484942e-05,3.3604864659075963e-09,1.9940934355551231e-05,5.9911421042416121e-09,3.2430966874993879e-08,1.0798346719567529e-09,4.1846999851239088e-13,7.7540435268237857e-16
1.432003060448159e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44271896917940268,0.10933671192828705,0.021856351736918918,1.2970246576963032e-12,4.4478595655428353e-11,0.0010233693401479965,0.0003512606263490206,4.4917907894496426e-06,5.1634483310501634e-15,0.0011049819464353512,5.1977896185981748e-13,0.00036775854042046959,1.8375293253971123e-10,1.486847881348049e-12,2.3338639885702578e-11,5.5104188210564051e-13,1.1850022581344866e-10,2.0816197804958537e-08,0.0078536785774292982,0.001579154286505811,0.00012116727025888512,3.2349870115240902e-10,3.0833865180930608e-08,3.2398147356976691e-11,2.7088341509938846e-07,1.3929330307795148e-05,3.3803584621501913e-09,2.0071614216482473e-05,6.0081303175114741e-09,3.2892188766617355e-08,1.0879202170786953e-09,4.2175552440769628e-13,7.8230156215728305e-16
1.4375505134251514e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44271439844050159,0.10933113772913756,0.021852720065190481,1.3138169645111592e-12,4.5043905756050666e-11,0.0010299596426278771,0.00035388246787035522,4.534016855012215e-06,5.2383343543954636e-15,0.0011082811993750339,5.2823218284477121e-13,0.00036796720811491308,1.8551724081914601e-10,1.511783670096212e-12,2.3526992063699551e-11,5.5726270921813854e-13,1.1960107787564342e-10,2.1110748053580679e-08,0.0078532434162574011,0.0015837957230467063,0.00012139852438403333,3.2507191841662526e-10,3.092481298511424e-08,3.2512101478655316e-11,2.7143448717270378e-07,1.3930932732428161e-05,3.4002702598316053e-09,2.0202549467373738e-05,6.0250691301019469e-09,3.3357843987703447e-08,1.0960295704885208e-09,4.2505392648808296e-13,7.8923069148100873e-16
1.443097966402144e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44270983837656569,0.10932556484137025,0.021849089071826845,1.3307573387260605e-12,4.5613967828631585e-11,0.001036562607120331,0.00035651202241693123,4.5764254156582228e-06,5.3139954088307993e-15,0.0011115724426486906,5.3678016698975759e-13,0.00036817365865158928,1.8728940980406921e-10,1.5370184866569095e-12,2.3715917747545332e-11,5.6352451988026545e-13,1.2070672331455253e-10,2.1408113517557551e-08,0.0078528068828859453,0.0015884280898566501,0.000121629313086654,3.2664567396731331e-10,3.101554146095142e-08,3.2625938186101074e-11,2.7198424072348462e-07,1.3932514595240917e-05,3.4202217528473899e-09,2.0333739141769658e-05,6.0419586297220069e-09,3.3827952257851826e-08,1.1041626731919652e-09,4.2836520194150026e-13,7.9619172802808677e-16
