Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),COX(58),CHOX(61)
5.774653303160128e-08,0.09977366400000001,0.80000000000000004,0.0,0.28015174042274649,0.09583994590644615,0.097487577395261676,4.746867580264723e-21,1.5658891837530454e-15,1.0878529970049512e-06,4.1174260379793633e-06,6.265282478722819e-13,6.2220264899475412e-14,2.6418674447418897e-09,7.1447649841673825e-28,2.0226631747420923e-10,1.5790715694223138e-19,2.7868708368229576e-22,1.3158789889516164e-18,1.0226564562432891e-21,5.808581135643222e-14,3.7938279811646725e-22,0.0041556838590319682,0.0050207258928041494,9.7328533114359934e-09,5.462965910720415e-13,1.5212319369922946e-05,4.6462256040186593e-13,2.9700467781508121e-08,2.0884154911557237e-07,1.8882717036603212e-09,1.2940199781951872e-08,1.6868921049461122e-12,7.9061031217164389e-15
5.788649740870846e-08,0.09977366400000001,0.80000000000000004,0.0,0.28013950705749185,0.095839468407387052,0.097481708440759055,4.8148097198992784e-21,1.5805340384155673e-15,1.0993611962966808e-06,4.137564570250604e-06,6.3092891183741439e-13,6.265397917103263e-14,2.6539371794972312e-09,7.2785759337505462e-28,2.035184999242013e-10,1.5974265475831389e-19,2.8196589870348408e-22,1.3286560432664397e-18,1.0341248510365786e-21,5.8481249360359263e-14,3.8472714928782956e-22,0.0041561409472382878,0.0050324436572360704,9.7552299933295436e-09,5.4968637662076022e-13,1.5270431108681734e-05,4.6704362336682101e-13,2.9829848889240302e-08,2.0894399360945852e-07,1.894300329369171e-09,1.3080832457307481e-08,1.6950691419754079e-12,7.9619905655064319e-15
5.8166426162922827e-08,0.09977366400000001,0.80000000000000004,0.0,0.28011506475825348,0.095838532401822468,0.097469973128269174,4.9530895322611336e-21,1.6101267095575981e-15,1.1226366821460845e-06,4.1779788888275141e-06,6.3979098437496265e-13,6.3527269602674258e-14,2.6781521383032254e-09,7.5527410859576793e-28,2.0603468234607423e-10,1.63464096121915e-19,2.8861387925990906e-22,1.3544800962881854e-18,1.0573658154038426e-21,5.9277209178146355e-14,3.9560255544298612e-22,0.0041570359933504513,0.0050558738557948497,9.7999739965951989e-09,5.5649634156471626e-13,1.5386680233502269e-05,4.7191234791426156e-13,3.0089025345608405e-08,2.0914887466784004e-07,1.9063776873942119e-09,1.33653680155064e-08,1.7114774336751771e-12,8.074456636123605e-15
5.844635491713719e-08,0.09977366400000001,0.80000000000000004,0.0,0.28009065459699223,0.095837621284513605,0.097458241274635482,5.0946121044049415e-21,1.6401262758862998e-15,1.1462597448380809e-06,4.2185761558124314e-06,6.4873434014833393e-13,6.4408401771044227e-14,2.7024676518557687e-09,7.835830849639877e-28,2.085665820422029e-10,1.6725354366729164e-19,2.9538362264403916e-22,1.3806665220751472e-18,1.0810165716591134e-21,6.0079965966691252e-14,4.0673069515367264e-22,0.0041579059676115195,0.0050792969536659687,9.8447055147613609e-09,5.6334667365020999e-13,1.5502958984903601e-05,4.7681649709938504e-13,3.0348745255872471e-08,2.0935374412320563e-07,1.9184818376690883e-09,1.3654292238677157e-08,1.7279579779929683e-12,8.1878444102527283e-15
5.872628367135156e-08,0.09977366400000001,0.80000000000000004,0.0,0.28006627605861895,0.095836734542603969,0.097446512876100858,5.2394365646251139e-21,1.6705362830192555e-15,1.1702329212762006e-06,4.2593563027850762e-06,6.5775932738873012e-13,6.5297406695260978e-14,2.726883603068639e-09,8.1280902761999768e-28,2.111141508548212e-10,1.7111189803631498e-19,3.02276692856229e-22,1.4072182569791661e-18,1.1050822178733506e-21,6.0889541927377364e-14,4.1811617545036483e-22,0.0041587513829583695,0.0051027129584320331,9.8894245425095807e-09,5.7023718118141791e-13,1.5619261910751073e-05,4.8175601867137491e-13,3.060899799928423e-08,2.0955860075534797e-07,1.930612760267086e-09,1.3947639001860251e-08,1.7445107298252792e-12,8.3021539908212865e-15
5.900621242556592e-08,0.09977366400000001,0.80000000000000004,0.0,0.28004192863855631,0.095835871673695824,0.097434787928953326,5.3876228117177673e-21,1.7013602882899011e-15,1.1945587300925493e-06,4.3003192612611305e-06,6.668662940070647e-13,6.6194315344995776e-14,2.7513998749586494e-09,8.4297698983503434e-28,2.1367733966258299e-10,1.7504006719608432e-19,3.092946646712554e-22,1.4341382372628062e-18,1.1295678833585387e-21,6.170595918444156e-14,4.2976366422242854e-22,0.0041595727418691046,0.0051261218775855485,9.9341310744897287e-09,5.7716767010432137e-13,1.5735583595791455e-05,4.8673085581150681e-13,3.0869772979739205e-08,2.0976344336245595e-07,1.9427704352075643e-09,1.4245441956892569e-08,1.7611356440463981e-12,8.4173854259299393e-15
5.928614117978029e-08,0.09977366400000001,0.80000000000000004,0.0,0.28001761184252338,0.095835032185637242,0.097423066429525002,5.5392315209402291e-21,1.7326018606847988e-15,1.2192396712666484e-06,4.3414649626906313e-06,6.7605558759382e-13,6.7099158640531275e-14,2.7760163506453433e-09,8.7411258246983122e-28,2.162560983917501e-10,1.7903896645854982e-19,3.164391236359592e-22,1.4614293989239463e-18,1.1544787285113214e-21,6.2529239785138432e-14,4.4167789071181023e-22,0.0041603705365762158,0.0051495237185307467,9.9788251053265337e-09,5.8413794406769127e-13,1.5851918662424436e-05,4.9174094717554911e-13,3.1131059627711452e-08,2.0996827076083018e-07,1.9549548424537976e-09,1.4547734526955163e-08,1.7778326755081448e-12,8.5335387094599423e-15
5.9566069933994654e-08,0.09977366400000001,0.80000000000000004,0.0,0.27999332518632475,0.095834215596312791,0.097411348374191437,5.6943241499817122e-21,1.7642645807809151e-15,1.2442782257513184e-06,4.3827933384564338e-06,6.8532755541891701e-13,6.8011967452819802e-14,2.8007329133506936e-09,9.0624198354396691e-28,2.1885037602749663e-10,1.8310951850002575e-19,3.2371166606704956e-22,1.4890946775218587e-18,1.1798199446525676e-21,6.3359405699904362e-14,4.5386364600800809e-22,0.0041611452492754967,0.0051729184885853869,1.002350662962538e-08,5.9114780448428131e-13,1.5968261771459994e-05,4.9678622693674262e-13,3.1392847402174588e-08,2.1017308178460224e-07,1.9671659619144973e-09,1.4854549901207194e-08,1.7946017790396301e-12,8.6506137816694739e-15
5.984599868820901e-08,0.09977366400000001,0.80000000000000004,0.0,0.27996906819564205,0.095833421433439134,0.097399633759370371,5.8529629449450291e-21,1.7963520406829103e-15,1.2696768551057238e-06,4.424304319872722e-06,6.9468254443159307e-13,6.8932772603541432e-14,2.8255494463988294e-09,9.3939194791699359e-28,2.2146012062532737e-10,1.8725265338059476e-19,3.311138990490839e-22,1.5171370080054085e-18,1.2055967538665011e-21,6.4196478822521218e-14,4.6632578354432021e-22,0.0041618973523308272,0.0051963061949825001,1.0068175641978103e-08,5.9819705059228861e-13,1.608460762286142e-05,5.0186662483120733e-13,3.1655125792496901e-08,2.1037787528542541e-07,1.9794037734454811e-09,1.5165921029508023e-08,1.811442909447021e-12,8.768610529857487e-15
6.012592744242338e-08,0.09977366400000001,0.80000000000000004,0.0,0.27994484040583173,0.095832649234364187,0.097387922581521208,6.0152109463395717e-21,1.8288678439604443e-15,1.2954380011358876e-06,4.4659978381835928e-06,7.041209012602915e-13,6.9861604865162189e-14,2.850465833215774e-09,9.7358981708508352e-28,2.2408527932261005e-10,1.9146930856339959e-19,3.3864744043264733e-22,1.5455593245436113e-18,1.2318144088401227e-21,6.5040480970279421e-14,4.7906921959539922e-22,0.0041626273084747608,0.0052196868448721153,1.0112832136968768e-08,6.0528547951697498e-13,1.6200950956473337e-05,5.0698206620449334e-13,3.1917884320316684e-08,2.1058265013215699e-07,1.991668256850349e-09,1.5481880617231172e-08,1.8283560215133423e-12,8.8875287889780186e-15
6.040585619663774e-08,0.09977366400000001,0.80000000000000004,0.0,0.27992064136172623,0.095831898545870889,0.097376214837144009,6.1811319950855665e-21,1.8618156055855312e-15,1.3215640855428431e-06,4.5078738245616612e-06,7.1364297221255954e-13,7.0798494960991836e-14,2.8754819573292027e-09,1.0088635290951675e-27,2.2672579835022002e-10,1.9576042893382203e-19,3.4631391883274628e-22,1.5743645603583714e-18,1.2584781927014242e-21,6.5891433884140836e-14,4.9209893377612214e-22,0.0041633355710049297,0.0052430604453229321,1.0157476109179065e-08,6.1241288633244705e-13,1.6317286552734391e-05,5.121324720598505e-13,3.2181112541397782e-08,2.1078740521056237e-07,2.0039593918815647e-09,1.5802461120172928e-08,1.8453410699982692e-12,9.0073683423069067e-15
6.068578495085211e-08,0.09977366400000001,0.80000000000000004,0.0,0.279896470617439,0.095831168923984633,0.097364510522778766,6.3507907385293751e-21,1.8951989518699115e-15,1.3480575095784735e-06,4.5499322101066906e-06,7.2324910327495734e-13,7.1743473565241802e-14,2.9005977023682121e-09,1.0452416285762783e-27,2.2938162304429159e-10,2.0012696681854984e-19,3.5411497362743433e-22,1.6035556475592552e-18,1.2855934188555516e-21,6.6749359228901271e-14,5.054199695417522e-22,0.0041640225839764469,0.0052664270033239745,1.0202107553193373e-08,6.1957906412357251e-13,1.6433609233374469e-05,5.1731775910796302e-13,3.2444800047465985e-08,2.1099213942304109e-07,2.0162771582416326e-09,1.6127694739556559e-08,1.8623980096379295e-12,9.1281289221074913e-15
6.096571370506648e-08,0.09977366400000001,0.80000000000000004,0.0,0.27987232773617365,0.095830459933784917,0.097352809635004423,6.5242526364695919e-21,1.9290215204025077e-15,1.3749206537090619e-06,4.5921729258442629e-06,7.3293964011297772e-13,7.2696571303082746e-14,2.9258129520631075e-09,1.0827532768877523e-27,2.3205269785807143e-10,2.0456988200453385e-19,3.6205225495668136e-22,1.6331355169803552e-18,1.3131654308193468e-21,6.7614278593352384e-14,5.1903743468937464e-22,0.0041646887823903883,0.0052897865257862031,1.0246726463603728e-08,6.2678380404800377e-13,1.6549913862096443e-05,5.2253783981818425e-13,3.2708936468023348e-08,2.1119685168835916e-07,2.0286215355841838e-09,1.6457613417132767e-08,1.8795267951447151e-12,9.2498102103040217e-15
6.124564245928084e-08,0.09977366400000001,0.80000000000000004,0.0,0.2798482122900377,0.095829771149220658,0.097341112170438324,6.7015839671938307e-21,1.9632869599869291e-15,1.4021558772866512e-06,4.6345959027244861e-06,7.4271492807097213e-13,7.3657818750702302e-14,2.9511275902452058e-09,1.1214282623850732e-27,2.3473896637387064e-10,2.0909014175783462e-19,3.7012742372150788e-22,1.6631070980193965e-18,1.3411996020549926e-21,6.8486213490443534e-14,5.329565018605985e-22,0.0041653345923784585,0.0053131390195440952,1.0291332835014621e-08,6.3402689539828823e-13,1.666619534524223e-05,5.2779262247120034e-13,3.2973511472140222e-08,2.1140154094137892e-07,2.0409925035150453e-09,1.6792248830378085e-08,1.8967273812071018e-12,9.3724118391715415e-15
6.152557121349521e-08,0.09977366400000001,0.80000000000000004,0.0,0.27982412385985861,0.095829102152929196,0.097329418125735298,6.8828518335261577e-21,1.9979989305790566e-15,1.4297655182283329e-06,4.67720107162076e-06,7.5257531217209007e-13,7.4627246435362498e-14,2.9765415008466469e-09,1.161297010804636e-27,2.374403713151129e-10,2.1368872084235897e-19,3.7834215158339361e-22,1.693473318479138e-18,1.3697013358029385e-21,6.9365185357442975e-14,5.4718240904552352e-22,0.0041659604313838876,0.0053364844913571874,1.0335926662047516e-08,6.4130812566403019e-13,1.6782448632442868e-05,5.3308201121309926e-13,3.3238514770223875e-08,2.1160620613279391e-07,2.0533900415932833e-09,1.7131632387792954e-08,1.9139997224894842e-12,9.4959333920334269e-15
6.180549996770957e-08,0.09977366400000001,0.80000000000000004,0.0,0.27980006203500501,0.095828452536059233,0.097317727497586853,7.068124168885043e-21,2.0331611032247248e-15,1.4577518927035541e-06,4.7199883633285573e-06,7.6252113711822426e-13,7.5604884835457182e-14,3.002054567900225e-09,1.2023905957683788e-27,2.401568545584734e-10,2.1836660153848652e-19,3.8669812096398176e-22,1.7242371044110709e-18,1.3986760649138844e-21,7.0251215556098868e-14,5.6172046008796882e-22,0.0041665667083386074,0.0053598229479115897,1.0380507939345159e-08,6.4862728059408725e-13,1.6898668717252443e-05,5.3840590611078191e-13,3.3503936115764217e-08,2.1181084622887393e-07,2.0658141293322654e-09,1.7475795224300983e-08,1.9313437736320164e-12,9.6203744039689294e-15
6.208542872192394e-08,0.09977366400000001,0.80000000000000004,0.0,0.27977602641321048,0.095827821898097187,0.097306040282720552,7.2574697433517075e-21,2.0687771599974849e-15,1.4861172948295151e-06,4.7629577085642479e-06,7.7255274728996734e-13,7.659076438056934e-14,3.0276666755392295e-09,1.2447407494088146e-27,2.4288835714610752e-10,2.2312477366158635e-19,3.9519702504509052e-22,1.7554013799614049e-18,1.4281292516797449e-21,7.1144325372799834e-14,5.7657602519195104e-22,0.0041671538238368363,0.0053831543958214765,1.042507666157575e-08,6.5598414425877097e-13,1.7014850637765813e-05,5.4376420320871579e-13,3.3769765307055398e-08,2.1201546021121908e-07,2.0782647462007186e-09,1.782476819675067e-08,1.9487594892504567e-12,9.7457343625309994e-15
6.23653574761383e-08,0.09977366400000001,0.80000000000000004,0.0,0.27975201660040266,0.095827209846697237,0.09729435647789933,7.4509581697487576e-21,2.1048507939364941e-15,1.514863996374715e-06,4.8061090379639693e-06,7.8267048674657671e-13,7.7584915451528294e-14,3.0533777079972952e-09,1.288379873115031e-27,2.4563481929796269e-10,2.2796423458042457e-19,4.0384056776904783e-22,1.786969067219385e-18,1.4580663876637467e-21,7.2044536018735313e-14,5.9175454142940408e-22,0.0041677221703051073,0.0054064788416305302,1.0469632823436938e-08,6.6337849911202413e-13,1.7130989477219873e-05,5.4915679458694151e-13,3.4035992188893461e-08,2.1222004707651978e-07,2.0907418716237936e-09,1.8178581879520667e-08,1.9662468239360339e-12,9.8720127084729502e-15
6.264528623035267e-08,0.09977366400000001,0.80000000000000004,0.0,0.27972803221053316,0.095826615997514589,0.097282676079920513,7.6486599097289291e-21,2.1413857089845134e-15,1.5439942464707058e-06,4.8494422820825149e-06,7.9287469922594718e-13,7.8587368380466936e-14,3.0791875496082692e-09,1.3333410484003918e-27,2.4839618042417107e-10,2.328859892354631e-19,4.1263046383936347e-22,1.8189430860679809e-18,1.48849299352985e-21,7.2951868630055341e-14,6.0726151324913389e-22,0.0041682721321688364,0.0054297962918133632,1.0514176419659576e-08,6.7081012605355619e-13,1.7247080364578249e-05,5.5458356842033903e-13,3.4302606654248255e-08,2.124246058363212e-07,2.1032454849841076e-09,1.853726656022974e-08,1.9838057322553063e-12,9.9992088364840174e-15
6.292521498456703e-08,0.09977366400000001,0.80000000000000004,0.0,0.27970407286541327,0.095826039974042473,0.097270999085615428,7.8506462798738761e-21,2.1783856199260434e-15,1.573510271332136e-06,4.8929573713922729e-06,8.0316572814459461e-13,7.9598153450878746e-14,3.105096084806088e-09,1.3796580478927876e-27,2.5117237913751881e-10,2.3789105015704941e-19,4.2156843872175353e-22,1.8513263540369859e-18,1.519414618871582e-21,7.3866344268030229e-14,6.2310251298699989e-22,0.0041688040860154976,0.0054531067527769182,1.0558707445011332e-08,6.7827880449090948e-13,1.7363118475099404e-05,5.6004440903906504e-13,3.4569598645910693e-08,2.126291355167932e-07,2.1157755656227958e-09,1.8900852235552683e-08,2.0014361687500384e-12,1.0127322095933366e-14
6.32051437387814e-08,0.09977366400000001,0.80000000000000004,0.0,0.27968013819455223,0.09582548140745227,0.097259325491848597,8.0569894578029069e-21,2.2158542523255919e-15,1.6034142739851302e-06,4.9366542362822061e-06,8.1354391659764507e-13,8.0617300897674657e-14,3.131103198124666e-09,1.4273653464481937e-27,2.5396335326598917e-10,2.4298043748349887e-19,4.3065622864553042e-22,1.8841217861585386e-18,1.5508368420403052e-21,7.4787983919209649e-14,6.3928318137731865e-22,0.0041693184007544582,0.0054764102308618228,1.0603225894300175e-08,6.8578431240142424e-13,1.7479099030887816e-05,5.6553919699016165e-13,3.4836958158112923e-08,2.1283363515850748e-07,2.1283320928405467e-09,1.9269368607143231e-08,2.019138087937091e-12,1.0256351791622336e-14
6.348507249299577e-08,0.09977366400000001,0.80000000000000004,0.0,0.27965622783499872,0.095824939936436856,0.097247655295517085,8.2677624882914943e-21,2.2537953424661e-15,1.6337084340040603e-06,4.9805328070568487e-06,8.2400960735883532e-13,8.1644840907240256e-14,3.1572087741977888e-09,1.4764981323882348e-27,2.5676903986537382e-10,2.4815517897906739e-19,4.3989558060537263e-22,1.9173322948250964e-18,1.58276526997297e-21,7.5716808495581655e-14,6.5580922806547998e-22,0.0041698154377735617,0.0054997067323437291,1.0647731762377633e-08,6.9332642639409225e-13,1.7595017301428397e-05,5.7106780910024846e-13,3.5104675238123144e-08,2.1303810381621991e-07,2.140915045898646e-09,1.9642845077664904e-08,2.0369114443083149e-12,1.0386297184543777e-14
6.376500124721013e-08,0.09977366400000001,0.80000000000000004,0.0,0.27963234143118521,0.095824415207057298,0.097235988493549724,8.4830392893995103e-21,2.2922126372875205e-15,1.6643949072567494e-06,5.0245930139353583e-06,8.345631428805188e-13,8.2680803617492405e-14,3.1834126977590249e-09,1.5270923188624507e-27,2.5958937523195063e-10,2.5341631005181844e-19,4.4928825236348817e-22,1.9509607896498672e-18,1.6152055380194427e-21,7.6652838834731236e-14,6.726864321217707e-22,0.0041702955510924998,0.005522996263434621,1.0692225044141921e-08,7.0090492177126081e-13,1.7710868604103741e-05,5.766301185393126e-13,3.5372739987812524e-08,2.1324254055865986e-07,2.1535244040200134e-09,2.0021310746930766e-08,2.0547561923304446e-12,1.0517157492649692e-14
6.40449300014245e-08,0.09977366400000001,0.80000000000000004,0.0,0.27960847863477678,0.09582390687259254,0.097224325082906723,8.7028946586089739e-21,2.3311098943255734e-15,1.6954758256581528e-06,5.0688347870505888e-06,8.4520486529368191e-13,8.3725219117936077e-14,3.2097148536416419e-09,1.5791845553360101e-27,2.6242429491522196e-10,2.5876487377138095e-19,4.5883601245218363e-22,1.9850101773297504e-18,1.648163309769507e-21,7.7596095699998446e-14,6.899206425563933e-22,0.0041707590875130875,0.0055462788302840897,1.0736705734540906e-08,7.085195725901718e-13,1.7826648304694442e-05,5.8222599488547416e-13,3.5641142565195579e-08,2.1344694446832296e-07,2.1661601463902416e-09,2.0404794408152825e-08,2.0726722864450204e-12,1.0648931891624589e-14
6.432485875563886e-08,0.09977366400000001,0.80000000000000004,0.0,0.27958463910452119,0.095823414593392303,0.097212665060578796,8.9274042789713263e-21,2.3704908816506806e-15,1.72695329693255e-06,5.1132580564482102e-06,8.5593511640796643e-13,8.4778117449721244e-14,3.2361151267785342e-09,1.6328122392036087e-27,2.6527373373071234e-10,2.6420192088660101e-19,4.6854064017685366e-22,2.019483361510783e-18,1.681644276879609e-21,7.8546599780636447e-14,7.0751777883568119e-22,0.0041712063867664359,0.0055695544389805932,1.0781173828574961e-08,7.1617015172431135e-13,1.7942351817862117e-05,5.8785530419078092e-13,3.5909873185941921e-08,2.1365131464127018e-07,2.1788222521586201e-09,2.0793324544302026e-08,2.0906596810682993e-12,1.0781619515666389e-14
6.460478750985323e-08,0.09977366400000001,0.80000000000000004,0.0,0.27956082250610392,0.095822938036732683,0.097201008423586741,9.1566447252639907e-21,2.4103593778070847e-15,1.7588294043842801e-06,5.1578627520858491e-06,8.6675423771170082e-13,8.5839528605699267e-14,3.262613402202155e-09,1.6880135275302954e-27,2.6813762577281875e-10,2.6972850984308648e-19,4.7840392561940017e-22,2.0543832426561299e-18,1.7156541588994169e-21,7.9504371691969113e-14,7.2548383139949383e-22,0.0041716377816571467,0.0055928230955526815,1.0825629321299608e-08,7.2385643092454004e-13,1.8057974607615301e-05,5.9351790904787802e-13,3.6178922124860734e-08,2.138556501869316e-07,2.1915107004391765e-09,2.1186929324579403e-08,2.1087183305911894e-12,1.0915219458272657e-14
6.48847162640676e-08,0.09977366400000001,0.80000000000000004,0.0,0.27953702851200463,0.095822476876675222,0.097189355168980709,9.3906934701561982e-21,2.4507191717521708e-15,1.7911062066770554e-06,5.202648803832287e-06,8.776625703719389e-13,8.6909482530479775e-14,3.2892095650444652e-09,1.7448273489199445e-27,2.710159044277118e-10,2.7534570680064577e-19,4.8842766964209862e-22,2.0897127179166269e-18,1.7501987030982584e-21,8.0469431975548163e-14,7.4382486217979101e-22,0.004172053598204559,0.0056160848059701946,1.0870072207828092e-08,7.3157818087999153e-13,1.8173512187757949e-05,5.9921366865762207e-13,3.6448279717355601e-08,2.140599502279159e-07,2.2042254703116898e-09,2.158563660099917e-08,2.126848189379184e-12,1.1049730773033257e-14
6.516464501828196e-08,0.09977366400000001,0.80000000000000004,0.0,0.27951325680135747,0.095822030793928301,0.097177705293839622,9.6296288903839235e-21,2.4915740627959992e-15,1.8237857376218546e-06,5.2476161414666672e-06,8.8866045523450487e-13,8.7988009120487116e-14,3.3159035005368799e-09,1.8032934155121025e-27,2.7390850238628354e-10,2.8105458565061906e-19,4.9861368389191668e-22,2.1254746810038887e-18,1.7852836842915188e-21,8.1441801099310396e-14,7.6254700512037816e-22,0.0041724541557811084,0.0056393395761454457,1.0914502483333784e-08,7.393351712787089e-13,1.8288960122320686e-05,6.0494243889747948e-13,3.6717936360851538e-08,2.1426421389982366e-07,2.2169665408227336e-09,2.1989473905084285e-08,2.1450492117723109e-12,1.1185152474427548e-14
6.544457377249633e-08,0.09977366400000001,0.80000000000000004,0.0,0.27948950705981401,0.095821599475711686,0.097166058795270724,9.8735302729338057e-21,2.5329278605410496e-15,1.8568700059734334e-06,5.2927646946777598e-06,8.9974823282404763e-13,8.9075138224016771e-14,3.3426950940102327e-09,1.8634522351079293e-27,2.7681535165713765e-10,2.8685622803310543e-19,5.0896379080530424e-22,2.1616720220660076e-18,1.8209149046670639e-21,8.2421499457734185e-14,7.8165646669781305e-22,0.0041728397672478774,0.0056625874119343661,1.0958920143052443e-08,7.471271708679955e-13,1.8404314025974632e-05,6.1070407239078532e-13,3.6987882516191515e-08,2.1446844035106656e-07,2.2297338909866781e-09,2.239846844467494e-08,2.1633213520850841e-12,1.1321483538627575e-14
6.572450252671069e-08,0.09977366400000001,0.80000000000000004,0.0,0.27946577897940883,0.095821182615623696,0.097154415670408875,1.0122477821235977e-20,2.5747843848221959e-15,1.8903609952354521e-06,5.3380943930632345e-06,9.1092624334410018e-13,9.0170899641292032e-14,3.3695842308947384e-09,1.9253451234259771e-27,2.7973638357961817e-10,2.9275172335408342e-19,5.1947982361345912e-22,2.1983076275658587e-18,1.857098193611774e-21,8.3408547371995865e-14,8.0115952644346751e-22,0.0041732107390873635,0.0056858283191376403,1.1003325182284361e-08,7.5495394751447078e-13,1.8519569564427865e-05,6.1649841857668107e-13,3.7258108709004829e-08,2.1467262874268961e-07,2.2425274997867356e-09,2.2812647100850572e-08,2.1816645646064659e-12,1.1458722904304543e-14
6.600443128092506e-08,0.09977366400000001,0.80000000000000004,0.0,0.27944207225842804,0.095820779913511275,0.097142775916416069,1.0376552661365676e-20,2.6171474656469137e-15,1.9242606634742301e-06,5.3836051661289996e-06,9.2219482667714796e-13,9.1275323124520274e-14,3.3965707967199731e-09,1.9890142164885257e-27,2.8267152883687405e-10,2.9874216880242625e-19,5.3016362634808497e-22,2.2353843801620151e-18,1.8938394075382492e-21,8.4402965090125984e-14,8.2106253746674022e-22,0.0041735673715335509,0.0057090623035018122,1.1047717596396429e-08,7.6281526826378963e-13,1.8634722454804414e-05,6.2232532378085065e-13,3.7528605531043582e-08,2.1487677824819951e-07,2.2553473461759507e-09,2.3232036424965635e-08,2.2000788035998446e-12,1.1596869473440982e-14
6.628436003513942e-08,0.09977366400000001,0.80000000000000004,0.0,0.2794183866012801,0.095820391075342418,0.097131139530480831,1.0635836848253477e-20,2.6600209431357347e-15,1.9585709431411313e-06,5.4292969432885471e-06,9.3355432238470175e-13,9.2388438377949345e-14,3.423654677114847e-09,2.0545024831391969e-27,2.856207174689544e-10,3.0482866936681299e-19,5.410170538476489e-22,2.2729051585922909e-18,1.9311444297117509e-21,8.5404772787164848e-14,8.4137192697940925e-22,0.0041739099586993221,0.0057322893707203518,1.109209738082403e-08,7.7071089940002442e-13,1.8749768466005879e-05,6.2818463128680298e-13,3.7799363641491614e-08,2.1508088805339538e-07,2.2681934090782547e-09,2.3656662635799616e-08,2.2185640233030051e-12,1.1735922112144994e-14
6.656428878935379e-08,0.09977366400000001,0.80000000000000004,0.0,0.27939472171837038,0.095820015813081347,0.097119506509817821,1.0900413371904157e-20,2.7034086674629525e-15,1.993293740903573e-06,5.4751696538623528e-06,9.4500506970737897e-13,9.3510275057923865e-14,3.4508357578075973e-09,2.1218537376925881e-27,2.8858387888593187e-10,3.1101233785253463e-19,5.520419717641504e-22,2.3108728375599278e-18,1.9690191700774607e-21,8.6413990565318206e-14,8.6209419682112009e-22,0.0041742387887012834,0.0057555095264347385,1.1136464531072794e-08,7.7864060650467303e-13,1.886470341905563e-05,6.340761814079215e-13,3.8070373768239467e-08,2.1528495735620606e-07,2.2810656673894277e-09,2.4086551616821358e-08,2.2371201779281335e-12,1.1875879651469925e-14
6.684421754356815e-08,0.09977366400000001,0.80000000000000004,0.0,0.27937107732597666,0.095819653844566408,0.097107876851667177,1.1170366163623928e-20,2.7473144987975824e-15,2.0284309374846589e-06,5.5212232270772903e-06,9.5654740756499313e-13,9.4640862772941664e-14,3.4781139246257811e-09,2.1911126527166241e-27,2.9156094188104855e-10,3.1729429489819532e-19,5.6324025657041e-22,2.3492902876224202e-18,2.0074695650881166e-21,8.7430638454112297e-14,8.8323592398600069e-22,0.0041745541437820215,0.0057787227762354726,1.1180819042720351e-08,7.8660415451528026e-13,1.8979523187425511e-05,6.3999981155989156e-13,3.8341626709132973e-08,2.1548898536652805e-07,2.2939640999781759e-09,2.4521728913568102e-08,2.2557472216617991e-12,1.2016740888234511e-14
6.712414629778252e-08,0.09977366400000001,0.80000000000000004,0.0,0.27934745314612869,0.095819304893390203,0.097096250553294031,1.1445780102256048e-20,2.791742307244601e-15,2.063984387511421e-06,5.5674575920660973e-06,9.6818167455664349e-13,9.578023108370993e-14,3.5054890634962708e-09,2.2623247719483824e-27,2.9455183464388374e-10,3.2367566899231122e-19,5.7461379556788977e-22,2.3881603750830141e-18,2.0465015775320959e-21,8.8454736410548986e-14,9.0480376115039611e-22,0.0041748563004298843,0.0058019291256631135,1.1225160911417876e-08,7.9460130778365709e-13,1.9094223697345272e-05,6.4595535633390557e-13,3.8613113333185567e-08,2.156929713060721e-07,2.3068886856870677e-09,2.4962219731139175e-08,2.2744451086649708e-12,1.2158504585849179e-14
6.740407505199688e-08,0.09977366400000001,0.80000000000000004,0.0,0.27932384890648887,0.095818968688782175,0.097084627611988106,1.1726741020424625e-20,2.8366959727864552e-15,2.0999559193716434e-06,5.6138726778668574e-06,9.7990820896081969e-13,9.6928409503201383e-14,3.5329610604452613e-09,2.3355365233440884e-27,2.9755648477353667e-10,3.3015759648980375e-19,5.8616448689505356e-22,2.4274859618848498e-18,2.0861211963620123e-21,8.9486304319260164e-14,9.268044372017206e-22,0.0041751455294963156,0.005825128580209258,1.1269490132891557e-08,8.0263183013366567e-13,1.9208800928094578e-05,6.5194264757003342e-13,3.8884824581766061e-08,2.1589691440820691e-07,2.3198394033336263e-09,2.5408048931804534e-08,2.293213793073027e-12,1.2301169475139869e-14
