Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),COX(50),CHOX(53),CO2X(24)
1.8062519954789217e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32858327682362248,0.11291576732946869,0.021202169551470786,6.0537794070197573e-15,7.8960229961318674e-15,2.3300192927699102e-05,1.8466600981995007e-05,4.1088005784755162e-13,8.5187479636323758e-19,5.1028084194932396e-08,7.2134741634380261e-27,3.6154377637513285e-08,2.5705320097878708e-20,2.1731896704626987e-20,8.2349350772653685e-16,1.9598715825444194e-18,2.2605477889036948e-15,9.4747869839669452e-20,0.005735336191992524,0.0032203283060089796,5.6992337743096466e-09,4.6194986926535423e-12,2.7930462753319901e-05,6.8863073355591064e-13,1.9775791014651695e-08,3.1803136232417916e-07,1.3565652655827044e-09,3.4653239350635377e-07,1.4951210759772254e-11,1.700110005779191e-14,9.4882591306869221e-19
1.811590076869611e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32857436215766056,0.11291581513560162,0.021197614740739924,6.1161254623441675e-15,7.982645605782014e-15,2.3477816924506261e-05,1.8571524647137179e-05,4.1437261346135111e-13,8.6249135291441599e-19,5.1252239148129401e-08,7.3396466954697949e-27,3.6273765569238089e-08,2.5966039768315505e-20,2.1985530828695596e-20,8.3103740987217551e-16,1.976985974043118e-18,2.2846847097983551e-15,9.5983524982640468e-20,0.0057351829515384818,0.0032293329973817056,5.7146305451524006e-09,4.6425312828216498e-12,2.7990724805646032e-05,6.9117630885221921e-13,1.9831989139238884e-08,3.1823985827048296e-07,1.3628811839660498e-09,3.4919886745373321e-07,1.5035754210051232e-11,1.7117575305790408e-14,9.5593517320235958e-19
1.8169281582603003e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32856545030012041,0.11291586265366861,0.021193061155539077,6.1789370887880524e-15,8.0698989207433592e-15,2.3656040213045742e-05,1.8676729095693045e-05,4.1788477784340944e-13,8.7320355664822768e-19,5.1476721226105941e-08,7.467656088032848e-27,3.6392983285749428e-08,2.6228630285778123e-20,2.2241352550704054e-20,8.386224129467741e-16,1.9941978185973102e-18,2.3089755113537306e-15,9.7231694466513745e-20,0.0057350297179323525,0.0032383349568977263,5.7300226608138054e-09,4.6656017811057643e-12,2.8050894325149372e-05,6.9372426688472977e-13,1.9888186695661412e-08,3.1844845366050109e-07,1.3692100947834617e-09,3.5187435371970637e-07,1.5120520508052263e-11,1.72345051266485e-14,9.6307780838528462e-19
1.8222662396509895e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32855654124812439,0.11291590988283612,0.021188508795414375,6.2422164620025989e-15,8.1577853579796779e-15,2.3834862129590797e-05,1.8782214227797161e-05,4.2141660450207128e-13,8.8401196290506258e-19,5.1701529528532916e-08,7.5975236087681838e-27,3.6512031005023385e-08,2.6493099348982966e-20,2.2499374849071577e-20,8.4624857849630998e-16,2.0115073800497719e-18,2.3334203975702144e-15,9.849246795367903e-20,0.0057348764921088691,0.0032473341855646749,5.7454101251995573e-09,4.6887096489162023e-12,2.811097225878785e-05,6.9627506429161486e-13,1.9944384205289952e-08,3.1865714755026659e-07,1.375551997774494e-09,3.545588411581626e-07,1.5205509558283234e-11,1.7351875821543387e-14,9.7025309599064431e-19
1.8270705129026098e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32854852549773017,0.11291595214141716,0.021184412718367324,6.2995696231142801e-15,8.2374264671371552e-15,2.3996313138817694e-05,1.8877390748621738e-05,4.2461210395742036e-13,8.9382224381204865e-19,5.1904135180045356e-08,7.7160108006710635e-27,3.6619028792897498e-08,2.6732734032038843e-20,2.2733487165088404e-20,8.5314737221852846e-16,2.0271697513294999e-18,2.3555527045422462e-15,9.9638014917776832e-20,0.0057347385962661923,0.0032554311573212932,5.7592548673424345e-09,4.7095387989093966e-12,2.8164964863833379e-05,6.9857254779106605e-13,1.9994962346026587e-08,3.1884505550171057e-07,1.3812708137366383e-09,3.569825667393559e-07,1.5282190073271644e-11,1.7457907939156181e-14,9.7674005212264299e-19
1.831394358829068e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32854131326172031,0.11291598997304708,0.021180727096864162,6.3515142319655406e-15,8.3095450670152939e-15,2.4142032780948207e-05,1.8963243875502811e-05,4.2750173985228637e-13,9.0271885245585799e-19,5.2086705030693288e-08,7.8239639974126081e-27,3.6715209370864203e-08,2.694971621904721e-20,2.2945729147868302e-20,8.5938487322392324e-16,2.0413339009573702e-18,2.3755787526611245e-15,1.0067785288603051e-19,0.005734614496544263,0.0032627165419565752,5.771711914045872e-09,4.7283113212305683e-12,2.821349597968472e-05,7.0064191355422546e-13,2.0040483301948182e-08,3.1901423967547126e-07,1.3864267346028987e-09,3.591701393088814e-07,1.5351356676429319e-11,1.7553654419416353e-14,9.82601618057319e-19
1.8357182047555263e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32853410286147344,0.11291602761376043,0.021177042278327354,6.403769612228138e-15,8.3820833663402361e-15,2.4288144026834335e-05,1.9049280981428717e-05,4.3040437126584551e-13,9.1167958742700446e-19,5.2269487322666398e-08,7.9331747223607473e-27,3.6811278833310121e-08,2.7167944635242884e-20,2.3159438165461904e-20,8.6564949013486669e-16,2.0555626316615741e-18,2.3957062519083704e-15,1.0172612097223461e-19,0.0057344904034779152,0.0032700001366714236,5.7841659111367609e-09,4.74710842924128e-12,2.8261968641436401e-05,7.0271289644255498e-13,2.0086005127032456e-08,3.1918348683742778e-07,1.3915911691817507e-09,3.613635981183641e-07,1.5420669253371556e-11,1.7649699798620033e-14,9.8848520176872094e-19
1.8400420506819845e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32852689429555371,0.11291606506317835,0.021173358262516217,6.4563369281434459e-15,8.4550426577648073e-15,2.4434646537672257e-05,1.9135502013401378e-05,4.333200266101181e-13,9.2070475105445958e-19,5.2452481581172708e-08,8.0436546284083511e-27,3.6907237314513895e-08,2.7387423387729983e-20,2.3374621215007303e-20,8.7194125551460453e-16,2.0698560835579389e-18,2.415935306893198e-15,1.027828675353983e-19,0.0057343663174997317,0.0032772819420001974,5.7966168595703292e-09,4.7659302306838922e-12,2.8310383324343447e-05,7.04785464526678e-13,2.0131528083203255e-08,3.1935279650802086e-07,1.3967641134953769e-09,3.6356293746956973e-07,1.5490127752271044e-11,1.774604576963117e-14,9.9439089635342211e-19
1.8439335120157968e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32852040815340405,0.11291609860379435,0.021170043334417823,6.5039151810647392e-15,8.5210670363098649e-15,2.4566833051367856e-05,1.9213258155156744e-05,4.3595527535940255e-13,9.2888273399147392e-19,5.2617357253468586e-08,8.1441813888183356e-27,3.6993505172750693e-08,2.7586026699857601e-20,2.356955205308234e-20,8.7762708318330171e-16,2.0827756426538573e-18,2.4342283723206537e-15,1.0374122863703715e-19,0.0057342546465266216,0.0032838340373124411,5.8078201066711169e-09,4.7828909705621697e-12,2.835390735496796e-05,7.066521350736708e-13,2.017249992408055e-08,3.1950522826442159e-07,1.4014270365512876e-09,3.6554736607856158e-07,1.5552765121946618e-11,1.78330144988374e-14,9.9972495383590325e-19
1.8478249733496092e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32851392349489156,0.11291613198890693,0.021166729056157074,6.5517478974973889e-15,8.5874344082559413e-15,2.4699335974917007e-05,1.9291163195481328e-05,4.3860111720752218e-13,9.371133696222478e-19,5.2782403889792436e-08,8.2457542961983412e-27,3.7079683351407414e-08,2.7785649113033828e-20,2.3765687665389932e-20,8.8333495115540463e-16,2.0957478414737365e-18,2.4526038570372764e-15,1.0470653208279046e-19,0.0057341429819316057,0.0032903846840437781,5.8190208851767571e-09,4.7998716885373794e-12,2.8397385140764258e-05,7.085201042370215e-13,2.0213473075472669e-08,3.1965770992544649e-07,1.4060968480596355e-09,3.6753654926462373e-07,1.5615520609100117e-11,1.792022710602651e-14,1.0050769623291315e-18
1.8517164346834216e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32850744031900903,0.1129161652182666,0.021163415427558785,6.599835929855059e-15,8.6541457181274379e-15,2.4832155067520265e-05,1.9369217095773369e-05,4.4125757285580951e-13,9.4539688039239717e-19,5.294762114574303e-08,8.3483820112056757e-27,3.7165771956289682e-08,2.7986293628665516e-20,2.3963033195092189e-20,8.8906488310605423e-16,2.1087727821035821e-18,2.4710618355765824e-15,1.0567881345735405e-19,0.0057340313240033152,0.0032969338825832302,5.8302191959092208e-09,4.8168724553303325e-12,2.8440817015759326e-05,7.1038935648358169e-13,2.0254447721018593e-08,3.1981024115044399e-07,1.4107735452124496e-09,3.6953048297396025e-07,1.567839417603414e-11,1.8007684572670041e-14,1.0104469758400886e-18
1.855607896017234e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3285009586247607,0.11291619829163174,0.021160102448447796,6.6481801316875611e-15,8.7212019117393873e-15,2.4965290090285525e-05,1.9447419817440897e-05,4.4392466300194258e-13,9.5373348936376299e-19,5.3113008677465577e-08,8.4520732472439036e-27,3.7251771095599366e-08,2.8187963250476888e-20,2.4161593800401128e-20,8.9481690268981372e-16,2.1218505666107528e-18,2.4896023819339209e-15,1.0665810845011211e-19,0.0057339196730224248,0.0033034816333196576,5.8414150390785093e-09,4.8338932382277291e-12,2.8484203310151209e-05,7.1225990729473667e-13,2.0295424041625257e-08,3.1996282160272131e-07,1.4154571259916449e-09,3.7152916318368172e-07,1.5741385785260718e-11,1.8095386789810294e-14,1.0158349993109957e-18
1.8594993573510463e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32849447841116275,0.11291623120876856,0.021156790118649078,6.696781357666972e-15,8.7886039357397805e-15,2.5098740806205844e-05,1.9525771321902118e-05,4.4660240833998845e-13,9.6212341979513873e-19,5.3278566141650409e-08,8.55683677066424e-27,3.7337680879886242e-08,2.8390660984510733e-20,2.4361374653279136e-20,9.0059103354044494e-16,2.134981297040235e-18,2.5082255695697866e-15,1.0764445285521805e-19,0.0057338080292618559,0.0033100279366417538,5.85260841524516e-09,4.8509339754152407e-12,2.8527544350351144e-05,7.141317755411789e-13,2.0336402215798501e-08,3.2011545094820918e-07,1.4201475888693476e-09,3.7353258590145523e-07,1.580449539931493e-11,1.8183333523945482e-14,1.0212410345608762e-18
1.8633908186848587e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32848799967724279,0.11291626396945072,0.021153478437987629,6.7456404635996934e-15,8.8563527376015283e-15,2.5232506980137466e-05,1.9604271570587115e-05,4.4929082956046706e-13,9.7056689531660229e-19,5.3444293195533568e-08,8.6626814009672799e-27,3.7423501422000398e-08,2.8594389839130105e-20,2.4562380939500343e-20,9.063872992718532e-16,2.1481650754162238e-18,2.526931471413109e-15,1.0863788257167534e-19,0.0057336963929869832,0.0033165727929380527,5.8637993253353702e-09,4.8679947660076623e-12,2.8570840459027087e-05,7.1600493648458238e-13,2.0377382420675711e-08,3.202681288547692e-07,1.424844930837545e-09,3.7554074716515655e-07,1.586772298049154e-11,1.8271526070771104e-14,1.0266651499675678e-18
1.867282280018671e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32848152242203954,0.11291629657345924,0.021150167406288559,6.7947583064366383e-15,8.9244492657451496e-15,2.5366588378778042e-05,1.9682920524935946e-05,4.5198994735034501e-13,9.7906414017442095e-19,5.3610189496899318e-08,8.7696160110050356e-27,3.750923283704532e-08,2.8799152825020313e-20,2.4764617859027838e-20,9.1220572347898197e-16,2.1614020037442929e-18,2.5457201598645079e-15,1.096384336034184e-19,0.0057335847644558544,0.0033231162025969233,5.8749877696400015e-09,4.8850755933181306e-12,2.8614091955152393e-05,7.1787940195073132e-13,2.0418364830682477e-08,3.2042085499406689e-07,1.4295491496574898e-09,3.7755364304252468e-07,1.5931068491322038e-11,1.8359964444818798e-14,1.0321073553215667e-18
1.8711737413524835e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32847504664460236,0.11291632902058223,0.021146857023377028,6.8441357442766232e-15,8.9928944694757081e-15,2.550098477064498e-05,1.9761718146398498e-05,4.5469978239292192e-13,9.876153792699618e-19,5.3776254704078991e-08,8.877649527183245e-27,3.7594875242331769e-08,2.9004952955190614e-20,2.4968090625745277e-20,9.1804632973811501e-16,2.1746921840116485e-18,2.5645917067995189e-15,1.1064614205939376e-19,0.0057334731439193662,0.0033296581660065745,5.8861737485431998e-09,4.902176358485503e-12,2.8657299154047617e-05,7.1975520079455031e-13,2.045934961765896e-08,3.2057362904066028e-07,1.4342602441222777e-09,3.7957126963081969e-07,1.5994531894443644e-11,1.8448648060243301e-14,1.0375676371253073e-18
1.8750652026862958e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32846857234399196,0.11291636131061485,0.021143547289078298,6.8937736363600295e-15,9.0616892991575282e-15,2.5635695926053978e-05,1.9840664396436786e-05,4.5742035536784579e-13,9.9622083814585406e-19,5.3942488475950405e-08,8.9867909296639299e-27,3.7680428757331954e-08,2.921179324497562e-20,2.5172804468052705e-20,9.2390914160686038e-16,2.1880357181871307e-18,2.5835461835717975e-15,1.1166104415364077e-19,0.0057333615316214684,0.0033361986835550531,5.8973572630057065e-09,4.9192971835810269e-12,2.8700462367420904e-05,7.216323006444738e-13,2.0500336952430974e-08,3.207264506706129e-07,1.4389782111131963e-09,3.815936230564822e-07,1.6058113152155848e-11,1.8537578472536249e-14,1.0430460757519007e-18
1.8789566640201082e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32846209951927879,0.11291639344335884,0.021140238203217681,6.9436728430595897e-15,9.1308347062629032e-15,2.577072161709769e-05,1.9919759236522851e-05,4.6015168695116867e-13,1.0048807429195715e-18,5.4108890471940728e-08,9.0970492525682631e-27,3.7765893503634717e-08,2.9419676712036524e-20,2.5378764629079595e-20,9.2979418262424017e-16,2.2014327082206807e-18,2.602583661016289e-15,1.1268317620537321e-19,0.0057332499277993514,0.0033427377556302443,5.9085383134670813e-09,4.9364380721243034e-12,2.8743581903416327e-05,7.235107088085164e-13,2.0541327003184093e-08,3.2087931956368954e-07,1.4437030481261845e-09,3.836206994747953e-07,1.6121812226999884e-11,1.8626755848699469e-14,1.0485426868321949e-18
1.8828481253539206e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32845562816954404,0.11291642541862268,0.02113692976562058,6.9938342258824193e-15,9.2003316429847371e-15,2.5906061617624637e-05,1.9999002628138056e-05,4.628937978152775e-13,1.0135953201500023e-18,5.4275460352026372e-08,9.2084335841797374e-27,3.7851269604901137e-08,2.962860637636253e-20,2.5585976365424233e-20,9.3570147631094456e-16,2.2148832560419748e-18,2.6217042094523582e-15,1.1371257463905993e-19,0.0057331383326836259,0.0033492753826198725,5.9197169001706401e-09,4.9535988721696048e-12,2.878665806665643e-05,7.2539046869758578e-13,2.0582319935250434e-08,3.2103223540293026e-07,1.4484347543835094e-09,3.8565249506955005e-07,1.6185629081736012e-11,1.8716179094005608e-14,1.0540574346599899e-18
1.886739586687733e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32844915829387866,0.11291645723622114,0.021133621976112456,7.0442586474732107e-15,9.270181062453053e-15,2.6041715703218245e-05,2.0078394532776366e-05,4.6564670862889961e-13,1.0223647969584044e-18,5.4442197776731316e-08,9.3209530671475897e-27,3.7936557186820891e-08,2.9838585260272293e-20,2.5794444947904723e-20,9.4163104616976051e-16,2.2283874635616562e-18,2.6409078986868997e-15,1.1474927598450642e-19,0.0057330267464985041,0.0033558115649115058,5.9308930240323762e-09,4.9707797297901732e-12,2.8829691158279512e-05,7.2727153936108163e-13,2.0623315913372339e-08,3.2118519787241384e-07,1.4531733266983138e-09,3.8768900605271223e-07,1.6249563678669841e-11,1.8805850055897027e-14,1.0595904134525152e-18
1.8906310480215453e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32844268989138359,0.11291648889597518,0.021130314834518864,7.0949469716082046e-15,9.3403839190065336e-15,2.6177683651176075e-05,2.0157934911942073e-05,4.6841044005716047e-13,1.0311894011279348e-18,5.4609102407129505e-08,9.4346168986905625e-27,3.802175637706922e-08,3.0049616388415367e-20,2.6004175662483041e-20,9.4758291568588909e-16,2.2419454326723373e-18,2.6601947980174295e-15,1.1579331687693571e-19,0.0057329151694619643,0.0033623463028925474,5.9420666856666418e-09,4.9879806883349838e-12,2.8872681475986777e-05,7.2915391839668131e-13,2.0664315099799583e-08,3.2133820665962277e-07,1.4579187621232929e-09,3.8973022866409275e-07,1.6313615980322336e-11,1.8895769230844573e-14,1.0651416521458359e-18
1.8945225093553577e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32843622296116909,0.11291652039771194,0.021127008340665419,7.1459000631975842e-15,9.410941167622492e-15,2.6313965240489262e-05,2.0237623727148034e-05,4.711850127614975e-13,1.0400693609112858e-18,5.477617390484583e-08,9.5494343308008935e-27,3.8106867305264605e-08,3.026170278777354e-20,2.6215173808354825e-20,9.5355710832706917e-16,2.2555572652465776e-18,2.6795649762351144e-15,1.1684473405706996e-19,0.00573280360178593,0.003368879596950247,5.9532378852372234e-09,5.0052015258601416e-12,2.8915629314085821e-05,7.3103766894324992e-13,2.0705317653501051e-08,3.214912614557785e-07,1.4626710603964468e-09,3.9177615917102031e-07,1.6377785949598387e-11,1.8985934839668249e-14,1.0707110849208855e-18
1.89841397068917e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32842975750235504,0.11291655174126428,0.021123702494377821,7.1971187882883847e-15,9.4818537641639851e-15,2.6450560251822066e-05,2.0317460939920122e-05,4.7397044739963921e-13,1.0490049051253637e-18,5.4943411932053872e-08,9.6654146704486367e-27,3.8191890102926891e-08,3.047484748766207e-20,2.642744469880307e-20,9.5955364754387656e-16,2.2692230631379175e-18,2.6990185016278091e-15,1.1790356437121166e-19,0.005732692043676422,0.0033754114474716904,5.9644066235429386e-09,5.0224424069997279e-12,2.8958534963525338e-05,7.3292274223552978e-13,2.0746323733329987e-08,3.2164436195279343e-07,1.4674302183751376e-09,3.9382679386801722e-07,1.6442073548822764e-11,1.9076348996652617e-14,1.0762988193360428e-18
1.9023054320229824e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3284232935140704,0.11291658292647092,0.021120397295481843,7.2486040140527804e-15,9.5531226659063882e-15,2.6587468467491675e-05,2.0397446511795055e-05,4.7676676462569458e-13,1.0579962632964549e-18,5.5110816151477447e-08,9.7825672797862374e-27,3.8276824903436212e-08,3.0689053519730964e-20,2.6640993663000726e-20,9.6557255676996856e-16,2.2829429281824497e-18,2.7185554419830569e-15,1.1896984477132507e-19,0.0057325804953337247,0.0033819418548438102,5.9755729013602286e-09,5.0397034413666194e-12,2.9001398711940111e-05,7.3480911902569557e-13,2.0787333495929042e-08,3.217975078455896e-07,1.4721962324531395e-09,3.9588212907647693e-07,1.6506478740457859e-11,1.9167012768453411e-14,1.0819049078157764e-18
1.9061968933567948e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3284168309954531,0.11291661395317606,0.021117092743803315,7.3003566087908671e-15,9.6247488306192553e-15,2.6724689671448132e-05,2.0477580404317114e-05,4.7957398509008231e-13,1.0670436653499482e-18,5.5278386226392595e-08,9.9009015763534113e-27,3.8361671841992374e-08,3.090432391796615e-20,2.6855826042935823e-20,9.7161385942214826e-16,2.2967169621955371e-18,2.7381758645910362e-15,1.2004361231511751e-19,0.0057324689569525408,0.0033884708194533777,5.9867367188566919e-09,5.0569843172893566e-12,2.9044220843696024e-05,7.3669688840785526e-13,2.0828347094035435e-08,3.2195069883332058e-07,1.476969102960333e-09,3.9794216114434509e-07,1.6571001487574633e-11,1.9257923480192015e-14,1.0875292447594847e-18
1.9100883546906072e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32841036994565004,0.11291664482122934,0.021113788839168153,7.3523774419401823e-15,9.696733216774378e-15,2.6862223649254509e-05,2.0557862579044009e-05,4.8239212943947728e-13,1.0761473417295194e-18,5.544612182062534e-08,1.0020427033282293e-26,3.8446431055574937e-08,3.112066171869074e-20,2.7071947194129705e-20,9.7767757890079745e-16,2.3105452669730742e-18,2.7578798362474977e-15,1.211249041661209e-19,0.0057323574287221398,0.0033949983416870087,5.997898076668532e-09,5.0742852045817108e-12,2.9087001639922411e-05,7.3858599654187774e-13,2.0869364680770594e-08,3.2210393461553485e-07,1.4817488269884216e-09,4.0000688644580326e-07,1.6635641752542688e-11,1.9349083423492642e-14,1.0931719480487168e-18
1.9139798160244195e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32840391036381644,0.11291667553048577,0.021110485581402355,7.4046673840594918e-15,9.7690767845682284e-15,2.7000070188067187e-05,2.0638292997545125e-05,4.8522121831690524e-13,1.0853075237065268e-18,5.5614022598551893e-08,1.0141153179502881e-26,3.8531102682903838e-08,3.1338069960566218e-20,2.7289362489107577e-20,9.8376373859016608e-16,2.3244279442947755e-18,2.7776674232567145e-15,1.2221375759377351e-19,0.0057322459108265075,0.0034015244219311618,6.0090569756795618e-09,5.0916063166316127e-12,2.9129741378554351e-05,7.4047639696895006e-13,2.0910386407535289e-08,3.2225721489430292e-07,1.4865353999966233e-09,4.0207630138095533e-07,1.6700399497715559e-11,1.9440494582596311e-14,1.0988331084229256e-18
1.917871277358232e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3283974522491161,0.11291670608080535,0.02110718297033197,7.4572273068289413e-15,9.8417804945773878e-15,2.7138229076616403e-05,2.0718871621396177e-05,4.8806127236170266e-13,1.0945244429088665e-18,5.5782088225101531e-08,1.0263089599948754e-26,3.8615686864400649e-08,3.1556551684593469e-20,2.7508077312881008e-20,9.8987236185822913e-16,2.3383650959191925e-18,2.7975386914343139e-15,1.2331020997350093e-19,0.0057321344034444825,0.0034080490605721404,6.0202134161470045e-09,5.1089472316715884e-12,2.917244033437917e-05,7.4236821156001038e-13,2.0951412420959489e-08,3.2241053937646859e-07,1.4913288229422949e-09,4.041504023755166e-07,1.6765274686347287e-11,1.9532153154579545e-14,1.1045125695469109e-18
1.9217627386920443e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3283909956007211,0.11291673647205321,0.021103881005783143,7.510058083068022e-15,9.9148453077575704e-15,2.7276700105186946e-05,2.0799598412186481e-05,4.9091231220942807e-13,1.1037983313923283e-18,5.5950318365754746e-08,1.0386245935763088e-26,3.8700183742150407e-08,3.1776109934113991e-20,2.7728097062960273e-20,9.9600347205719086e-16,2.3523568235844798e-18,2.8174937061101443e-15,1.2441429878679838e-19,0.0057320229067498998,0.0034145722579960887,6.0313673985417799e-09,5.1263080985833594e-12,2.9215098779067009e-05,7.4426138745554853e-13,2.0992442868535807e-08,3.2256390776902183e-07,1.4961290934503812e-09,4.0622918588050553e-07,1.6830267280896232e-11,1.9624061411718781e-14,1.1102104523224681e-18
1.9252650538924755e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32838518587017884,0.11291676368806225,0.021100909790321479,7.5578380836869033e-15,9.9809131784469192e-15,2.7401590738526581e-05,2.0872379174895034e-05,4.9348765798618547e-13,1.1121937322243988e-18,5.6101865875864329e-08,1.0498137679499523e-26,3.8776156406165394e-08,3.1974635305187897e-20,2.7927235024803502e-20,1.0015407168503002e-15,2.3649961250717693e-18,2.8355248761803062e-15,1.2541453893346297e-19,0.0057319225690022893,0.003420441903756107,6.0414038818046088e-09,5.1419502125787288e-12,2.925345696431853e-05,7.4596634763130865e-13,2.1029374183588041e-08,3.2270197662515216e-07,1.500455186820798e-09,4.0810409166832723e-07,1.6888860966832288e-11,1.970699474153654e-14,1.1153544026690254e-18
1.9287673690929067e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32837937732608757,0.11291679077502617,0.021097939098274857,7.6058388213594471e-15,1.004727502507997e-14,2.7526733885926161e-05,2.0945279893733821e-05,4.9607193401325493e-13,1.1206356369941936e-18,5.6253546128795062e-08,1.0611032517708311e-26,3.8852058576397432e-08,3.2174037350809957e-20,2.8127438320376037e-20,1.0070962119620221e-15,2.3776797896897896e-18,2.8536239803870145e-15,1.2642102251091249e-19,0.005731822240168322,0.0034263103827242652,6.0514383750948026e-09,5.1576084472528037e-12,2.9291782746851095e-05,7.4767244012461458e-13,2.1066309311923765e-08,3.2284008060438159e-07,1.50478682262425e-09,4.0998278488298156e-07,1.6947549694197701e-11,1.979012985912058e-14,1.1205132607295171e-18
1.932269684293338e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32837356996785994,0.11291681773285647,0.021094968929516671,7.6540609347058616e-15,1.0113931550209966e-14,2.7652129397657349e-05,2.1018300540721227e-05,4.9866515532624319e-13,1.1291242160980229e-18,5.6405358881829236e-08,1.0724937596388826e-26,3.8927890359734126e-08,3.2374318294443165e-20,2.8328710914663401e-20,1.0126699743841603e-15,2.3904078915669201e-18,2.8717910653576812e-15,1.2743377706385647e-19,0.0057317219203648602,0.0034321776951817414,6.0614708785151003e-09,5.1732826496193683e-12,2.933007631839833e-05,7.4937968605913751e-13,2.1103248356242728e-08,3.2297821949883093e-07,1.5091240019964396e-09,4.1186526298862405e-07,1.7006333436014954e-11,1.987346643103811e-14,1.1256870382577464e-18
1.9357719994937691e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32836776379491411,0.11291684456146753,0.021091999283920373,7.70250506308068e-15,1.0180883457558562e-14,2.7777777124964696e-05,2.1091441087889146e-05,5.0126733695827316e-13,1.1376596404947886e-18,5.6557303892609661e-08,1.0839860098934846e-26,3.9003651864062638e-08,3.2575480361088769e-20,2.8531056784007707e-20,1.018262021098694e-15,2.4031805048211761e-18,2.8900261774079861e-15,1.284528302068006e-19,0.0057316216097058025,0.0034380438414096121,6.0715013927565394e-09,5.1889734092632804e-12,2.9368337868740727e-05,7.5108793916660233e-13,2.114019142125806e-08,3.2311639310011711e-07,1.5134667179033027e-09,4.1375152346526035e-07,1.7065212164330538e-11,1.9957009695883654e-14,1.130875959544016e-18
1.9392743146942004e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32836195880667257,0.11291687126077665,0.021089030161359462,7.7511718465622646e-15,1.0248131451204797e-14,2.7903676920054776e-05,2.1164701507270299e-05,5.0387849394003284e-13,1.1462420813930963e-18,5.6709380919141905e-08,1.0955807246256943e-26,3.9079343198248646e-08,3.2777525777286687e-20,2.8734479913381315e-20,1.0238723690776466e-15,2.4159977035568966e-18,2.9083293625434692e-15,1.2947820962409421e-19,0.0057315213083021614,0.003443908821688854,6.081529918358804e-09,5.2046802418691532e-12,2.9406567585739411e-05,7.5279735537531756e-13,2.1177138605675851e-08,3.2325460120475486e-07,1.5178149709093533e-09,4.1564156380857213e-07,1.7124185852596787e-11,2.0040754501571189e-14,1.136079792123099e-18
1.9424263983745884e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32835673532970433,0.11291689517953563,0.02108635839814537,7.7951628514285834e-15,1.0308908381376245e-14,2.8017202132205508e-05,2.1230738352346225e-05,5.0623622156853747e-13,1.1540066190121307e-18,5.6846362916773175e-08,1.1061041748542228e-26,3.9147405494293971e-08,3.2960123757207743e-20,2.8918485087334007e-20,1.0289373438591415e-15,2.4275713642418832e-18,2.9248604694281459e-15,1.3040648300166303e-19,0.0057314310450417476,0.0034491863072862367,6.0905538912188696e-09,5.2188301237794788e-12,2.9440947267261494e-05,7.5433680170796334e-13,2.1210394676421906e-08,3.2337901783074843e-07,1.5217331334853712e-09,4.1734582984623734e-07,1.7177343340395592e-11,2.0116298288009953e-14,1.1407760691566954e-18
