Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),H2X(49),CH3OO(77),C2H6X(52)
5.00055002630097e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997888,0.11866996602994516,0.022821567693053803,0.0,4.1508279514647537e-51,2.5875064531854338e-34,0.0,7.5165285984788065e-46,0.0,5.0848420202543272e-21,2.085072589119124e-96,5.0848419504397896e-21,9.0230575316747757e-65,5.4984618408722689e-56,0.0,0.0,1.0591554687291993e-44,2.0867385200466183e-76,2.0165757602335443e-14,9.6958754597304306e-16,3.7373142752087204e-19,2.0633151611034949e-30,3.7373142758862279e-19,2.9834575179860554e-43,7.0885205484414451e-47,1.2671914581164992e-34,4.9762792212365314e-59
1.0001642705887485e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995773,0.11866996602992499,0.022821567693053317,0.0,6.641994199947281e-50,1.0350868177196706e-33,0.0,6.0139841990757054e-45,0.0,1.0170235980691994e-20,1.3347039917992356e-94,1.0170235701411113e-20,1.4438850427047115e-63,8.7988089497171054e-55,0.0,0.0,8.4740402800784962e-44,6.6784992740871067e-75,4.0333703566769328e-14,1.9392803103448042e-15,7.4750341176202835e-19,8.2539239918187787e-30,7.4750341203305368e-19,2.3869903499532226e-42,5.6713548910235765e-46,5.0691784264991712e-34,7.9631268120463902e-58
2.0003828065060514e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991543,0.11866996602988465,0.022821567693052349,0.0,1.0627711525656141e-48,4.1405157498153875e-33,0.0,4.8114919035210903e-44,0.0,2.0341024320505693e-20,8.5429298682534669e-93,2.0341023203336719e-20,2.3103727484502761e-62,1.4079089686820487e-53,0.0,0.0,6.7795412324857814e-43,2.1372695396837171e-73,8.0669595495355388e-14,3.8786658390877458e-15,1.4950473798373401e-18,3.3016972509050331e-29,1.4950473809214859e-18,1.9096792691433832e-41,4.537299305167248e-45,2.0277539277742795e-33,1.27418670005431e-56
4.000819878340657e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319983089,0.11866996602980398,0.02282156769305041,0.0,1.7004707707334453e-47,1.6562399963509688e-32,0.0,3.8493153403259847e-43,0.0,4.0682602675886575e-20,5.4677390625144785e-91,4.0682598207119758e-20,3.696721742420202e-61,2.2527273522815968e-52,0.0,0.0,5.4237411995120987e-42,6.8395021646245056e-72,1.6134137935140069e-13,7.7574368965713082e-15,2.9901353143599624e-18,1.3207004156329389e-28,2.9901353186966347e-18,1.5277738121647911e-40,3.6299256032721355e-44,8.1111811118257177e-33,2.0387678484993625e-55
8.0016940220098685e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631996618,0.11866996602964264,0.022821567693046531,0.0,2.7207676098366974e-46,6.6250273791541897e-32,0.0,3.0795009937473139e-42,0.0,8.136576608966222e-20,3.4994376565319527e-89,8.1365748214413119e-20,5.9148550538606055e-60,3.6044009500836876e-51,0.0,0.0,4.3390116167687202e-41,2.1886790311663223e-70,3.2268494705898415e-13,1.5514979011529143e-14,5.9803111768932e-18,5.2828125656340777e-28,5.9803111942400687e-18,1.2222241690908309e-39,2.903974946570342e-43,3.244505751923064e-32,3.2620838544320728e-54
1.6003442309348291e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319932357,0.11866996602931995,0.022821567693038773,0.0,4.3531911499381179e-45,2.6500244307123788e-31,0.0,2.4636202737240785e-41,0.0,1.6273211972926893e-19,2.2396674353326539e-87,1.6273204822790906e-19,9.4638482621880602e-59,5.767003377763859e-50,0.0,0.0,3.471177351125601e-40,7.0038342145885172e-69,6.4537208245612192e-13,3.1030063241407659e-14,1.1960662875911647e-17,2.1131015052684456e-27,1.1960662945299506e-17,9.7777012002425074e-39,2.3231937426687933e-42,1.2978091436397816e-31,5.2193783829309895e-53
3.200693888402514e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319864717,0.11866996602867456,0.022821567693023258,0.0,6.9649209396736381e-44,1.0600124682936126e-30,0.0,1.9709039944721401e-40,0.0,3.2546493425670316e-19,1.4333962191188661e-85,3.2546464825053773e-19,1.5142221240615799e-57,9.2269576474982776e-49,0.0,0.0,2.7768660587797137e-39,2.2412367416155449e-67,1.2907463531782818e-12,6.2060231701016061e-14,2.3921366169756427e-17,8.452153376815843e-27,2.3921366447308835e-17,7.8219439000265162e-38,1.858560507901545e-41,5.1912517115505779e-31,8.3510407150528389e-52
6.401393203337883e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319729431,0.11866996602738379,0.022821567692992227,0.0,1.1143228738523912e-42,4.2400552667379469e-30,0.0,1.5767262801370432e-39,0.0,6.5093099230444657e-19,9.1737688049912204e-84,6.5092984827834226e-19,2.4227604818056735e-56,1.4762238924649412e-47,0.0,0.0,2.2213616561511176e-38,7.1719731300725497e-66,2.5814948943341393e-12,1.2412056861963838e-13,4.7842772340677539e-17,3.3806463574372411e-26,4.784277345089077e-17,6.2571800067345063e-37,1.4868506111644757e-40,2.0765048729981932e-30,1.3361693160546923e-50
1.2802791833208623e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319458858,0.11866996602480225,0.022821567692930166,0.0,1.7827060587182658e-41,1.6960231866406172e-29,0.0,1.2613822169045532e-38,0.0,1.3018648243713753e-18,5.8712277274612986e-82,1.3018602482641396e-18,3.8764207146803251e-55,2.3616643755309667e-46,0.0,0.0,1.7768755024130171e-37,2.2950338191465792e-64,5.1629919754920019e-12,2.4824124245450503e-13,9.5685583015446007e-17,1.352084000639251e-25,9.5685587456319244e-17,5.0051327918932513e-36,1.1894813698023384e-39,8.3060371565651038e-30,2.1378730748498645e-49
2.5605589092950103e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318917713,0.11866996601963915,0.022821567692806046,0.0,2.8516528012629971e-40,6.7840949163110631e-29,0.0,1.0091061849937891e-37,0.0,2.6037393523905147e-18,3.7575973353059647e-80,2.6037210479564888e-18,6.2022759053741268e-54,3.7777165755811804e-45,0.0,0.0,1.4211568249069356e-36,7.3441116311703761e-63,1.032598613319232e-11,4.964825901147265e-13,1.9137119769668841e-16,5.4069350142722903e-25,1.9137121546032666e-16,4.0031241815936119e-35,9.5158544648268325e-39,3.3224258257905333e-29,3.4205984241876221e-48
