Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),H2X(49),CH3OO(77),C2H6X(52),C2H4(47),CH2X(27),CHX(28),CX(26),OCX(25),COX(50)
4.722850824677387e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32402210756205285,0.11290769609110544,0.018885078652834342,0.0,4.8216825045674435e-07,5.6417704449898641e-05,1.2462434826222812e-05,1.4740360676540924e-07,3.8057849975700316e-21,9.4276992571478449e-05,6.8194922454020361e-17,4.8904244653702863e-08,7.5815288080399695e-14,1.1308653418769406e-09,7.7187126372918564e-16,4.2586205954800522e-18,4.8254510045540867e-10,4.4809290303547766e-13,0.0056549783092495502,0.0078599757199447409,1.1662734881787598e-07,2.8517324842402153e-08,2.9390134609679626e-05,2.3760870644135468e-11,8.4084626996265335e-07,1.3796415388790637e-08,3.7988097963668889e-10,1.7936069682322537e-16,1.255721852279109e-10,1.0326754261275837e-07,2.1676352981218925e-08,1.4066966594841667e-13,9.9501586075031531e-12
4.730972720759556e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32401032457927204,0.11290759074048351,0.018879076381745599,0.0,4.8513714756965061e-07,5.6619446517153352e-05,1.2506457229982158e-05,1.4853893329444835e-07,3.8340388242221479e-21,9.4547656755114608e-05,6.9240363751141199e-17,4.8966142519009104e-08,7.6611437063314634e-14,1.1381165655870818e-09,7.7560636503864271e-16,4.2853074274875305e-18,4.8431525145387816e-10,4.5363692045487545e-13,0.0056547663009347236,0.0078719331135378001,1.1683350587202719e-07,2.8594936817632554e-08,2.9424308031364218e-05,2.3903819769837448e-11,8.4383631926461395e-07,1.383165140306964e-08,3.8280059114711934e-10,1.8158073103242866e-16,1.2588992970826887e-10,1.0341040126707318e-07,2.1680341460350921e-08,1.4111780146618132e-13,9.9849437608322708e-12
4.739094616841725e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32399854633641578,0.11290748504299417,0.018873076454594778,0.0,4.8811879975731918e-07,5.6821441755782593e-05,1.2550554632450676e-05,1.4968077634691951e-07,3.8624514014820246e-21,9.481851435132256e-05,7.0299802118902396e-17,4.9027976348391401e-08,7.7414375289369083e-14,1.1454003717492138e-09,7.7935217605083119e-16,4.3121270392104833e-18,4.8608794423363512e-10,4.5923910020611535e-13,0.00565455435823579,0.0078838857313993406,1.1703957694698794e-07,2.8672605148068322e-08,2.9458448224339932e-05,2.4047364027984173e-11,8.4682997833031616e-07,1.3866892294145004e-08,3.8573688012253074e-10,1.8382406554948062e-16,1.2620775268008108e-10,1.0355310176241355e-07,2.1684310163200714e-08,1.4156658517786764e-13,1.0019786380901148e-11
4.745553514940861e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32398918312829589,0.11290740074058375,0.018868306714266349,0.0,4.9049906942206415e-07,5.6982257826072189e-05,1.2585676383997479e-05,1.5059348863593286e-07,3.8851600872365588e-21,9.5034049982561301e-05,7.1152412557168495e-17,4.9077103804619023e-08,7.8057783164207455e-14,1.1512160936971888e-09,7.8233866370097885e-16,4.3335503240403897e-18,4.8749948092413133e-10,4.6373605367376865e-13,0.0056543858586831659,0.0078933875848024842,1.172033923013301e-07,2.8734410635083492e-08,2.9485574355923546e-05,2.4161942614111133e-11,8.4921324197048262e-07,1.3894920823443267e-08,3.8808389360668653e-10,1.8562483083364044e-16,1.2646055464590777e-10,1.036664706177441e-07,2.1687452153318727e-08,1.4192394057227081e-13,1.0047535799521401e-11
4.7520124130399967e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32397982291496147,0.11290731621984156,0.018863538454901681,0.0,4.9288744041792589e-07,5.7143233364441369e-05,1.262084551760247e-05,1.5151034854084936e-07,3.9079698557204736e-21,9.5249706890004006e-05,7.2014056154625528e-17,4.9126190962524057e-08,7.8705533927695909e-14,1.1570525107426854e-09,7.8533193262568598e-16,4.3550581579290663e-18,4.889126200148235e-10,4.682703537456403e-13,0.0056542174006313844,0.007902886420730712,1.1736715279557124e-07,2.8796251589937016e-08,2.9512679524107595e-05,2.4276899096409993e-11,8.515987785214133e-07,1.3922952269720501e-08,3.9044152106041695e-10,1.8744055757922046e-16,1.2671340462294674e-10,1.037797392553002e-07,2.1690581659836864e-08,1.4228170528452336e-13,1.0075321516703188e-11
4.7584713111391326e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3239704656951678,0.11290723148122454,0.018858771675891256,0.0,4.9528392817858968e-07,5.730436808690747e-05,1.2656062011802874e-05,1.5243136779883678e-07,3.9308810117799115e-21,9.5465484612987294e-05,7.2884814148076047e-17,4.9175237909478421e-08,7.9357649515569917e-14,1.1629096624981715e-09,7.883319864762718e-16,4.3766507974274506e-18,4.9032735926412961e-10,4.7284225229608205e-13,0.0056540489840823868,0.0079123822404092645,1.1753085821555923e-07,2.8858127936455278e-08,2.9539763751308358e-05,2.439223415038453e-11,8.5398658357432733e-07,1.395098655909459e-08,3.928097921418412e-10,1.8927134673652744e-16,1.2696630199539361e-10,1.0389290758991214e-07,2.1693698691701341e-08,1.4263987904414116e-13,1.0103143512774505e-11
4.7649302092382686e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32396111146767087,0.1129071465251895,0.018854006376625893,0.0,4.9768854813977249e-07,5.7465661709530356e-05,1.2691325845077385e-05,1.5335655815398837e-07,3.953893860712188e-21,9.5681382691072185e-05,7.3764768365346301e-17,4.9224244732401401e-08,8.0014151930234494e-14,1.168787588562647e-09,7.9133882888861397e-16,4.398328499610657e-18,4.9174369643035474e-10,4.7745200247025938e-13,0.0056538806090381238,0.0079218750450627783,1.176945083476578e-07,2.8920039598534616e-08,2.9566827059857088e-05,2.4507948451545132e-11,8.5637665272165225e-07,1.3979023617788789e-08,3.9518873652443737e-10,1.9111729976548539e-16,1.2721924614824022e-10,1.0400597553656939e-07,2.1696803258036672e-08,1.4299846158002793e-13,1.0131001768019997e-11
4.77784800543654e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32394241198459311,0.11290697596269164,0.018844480214895303,0.0,5.0252224641642223e-07,5.7788724519703187e-05,1.2761995442472209e-05,1.5521949916621321e-07,4.0002258606368249e-21,9.6113538071924289e-05,7.5552595764602943e-17,4.9322138351592531e-08,8.1340405582848725e-14,1.1806059219458741e-09,7.9737289386488876e-16,4.4419401229533991e-18,4.9458115554631137e-10,4.8678607665733334e-13,0.0056535439834715859,0.0079408516141901489,1.1802164189562904e-07,2.9043968565327284e-08,2.9620891009903545e-05,2.4740517497227383e-11,8.6116356567534528e-07,1.4035105748558515e-08,3.9997876396236332e-10,1.9485510583929056e-16,1.2772527234010086e-10,1.0423180992740081e-07,2.17029750309907e-08,1.4371685189418849e-13,1.0186826976958342e-11
4.790765801634812e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32392372445578893,0.11290680453599856,0.018834959964843179,0.0,5.0738865877284985e-07,5.811241952431034e-05,1.283285413645273e-05,1.5709926566613342e-07,4.046968306879788e-21,9.6546169353586988e-05,7.7378204920017802e-17,4.941987250651577e-08,8.2684472237905868e-14,1.1925078274087328e-09,8.0343415633274339e-16,4.4858950950439828e-18,4.974249794272869e-10,4.9627462703629249e-13,0.0056532075239473702,0.0079598161378975733,1.1834855173926175e-07,2.9168037882946607e-08,2.9674871551221493e-05,2.497461163666107e-11,8.6595948214636669e-07,1.4091198073927355e-08,4.0481184106229957e-10,1.9865479773330362e-16,1.2823147829216838e-10,1.0445724175352924e-07,2.1709097052586387e-08,1.4443687405036622e-13,1.0242796984940664e-11
4.803683597833084e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32390504887133015,0.11290663224875788,0.01882544562160814,0.0,5.1228790876426981e-07,5.8436744453417526e-05,1.2903901752759339e-05,1.5899595184890776e-07,4.0941236580184352e-21,9.6979272860756824e-05,7.9242272056422926e-17,4.9517447876533622e-08,8.4046530314021266e-14,1.2044936212420175e-09,8.0952264482337839e-16,4.530195491359235e-18,5.0027515013669569e-10,5.0591972491371217e-13,0.005652871230481105,0.0079787686259599946,1.1867523618596303e-07,2.9292246945196864e-08,2.9728768859467464e-05,2.5210236272344005e-11,8.7076436691840469e-07,1.4147300007484658e-08,4.0968820574700016e-10,2.0251720563204578e-16,1.2873785910578877e-10,1.0468227034527298e-07,2.1715169397109001e-08,1.4515852586575651e-13,1.0298911632709566e-11
4.816601394031356e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32388638522129926,0.11290645910461422,0.018815937180334155,0.0,5.1722011997493029e-07,5.8761697037824489e-05,1.2975138116212476e-05,1.6090965201399588e-07,4.1416943798077457e-21,9.7412844921841471e-05,8.1145483162500127e-17,4.9614865134049321e-08,8.5426759295738859e-14,1.2165636195056582e-09,8.1563838762100867e-16,4.5748433957675182e-18,5.0313164973708758e-10,5.1572346230194439e-13,0.0056525351030884312,0.0079977090881425319,1.190016935508648e-07,2.9416595147058546e-08,2.9782583109002497e-05,2.5447396806016349e-11,8.7557818479522607e-07,1.420341096451425e-08,4.1460809616801963e-10,2.0644316802352022e-16,1.2924440989009524e-10,1.0490689503749786e-07,2.1721192139214532e-08,1.4588180515142182e-13,1.0355170760332288e-11
4.829519190229628e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32386773349579012,0.11290628510720913,0.018806434636170551,0.0,5.2218541601693514e-07,5.9087275009083572e-05,1.3046563050717777e-05,1.6284046056295276e-07,4.1896829451661559e-21,9.7846881869000253e-05,8.3088534095882156e-17,4.9712124944600186e-08,8.6825339733152502e-14,1.2287181380235564e-09,8.2178141276294682e-16,4.6198409005298367e-18,5.0599446029045707e-10,5.2568795204510267e-13,0.0056521991417850144,0.0080166375342004999,1.1932792215674244e-07,2.9541081884690721e-08,2.983631447291352e-05,2.5686098638608707e-11,8.8040090060093224e-07,1.4259530361997312e-08,4.1957175069997514e-10,2.1043353174977807e-16,1.2975112576217292e-10,1.0513111516968952e-07,2.1727165353950101e-08,1.4660670971234029e-13,1.041157420720495e-11
4.8424369864279e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3238490936849075,0.11290611026018096,0.018796937984271966,0.0,5.2718392052910127e-07,5.9413476099518081e-05,1.311817637927102e-05,1.6478847199728343e-07,4.2380918341616402e-21,9.8281380038183231e-05,8.5072130685934938e-17,4.9809227966947053e-08,8.8242453241472625e-14,1.2409574923785897e-09,8.2795174803970052e-16,4.6651901063006632e-18,5.0886356385853935e-10,5.3581532794146007e-13,0.0056518633465865347,0.0080355539738794276,1.1965392033401103e-07,2.9665706555433287e-08,2.9889963123033503e-05,2.5926347170193047e-11,8.8523247918021567e-07,1.4315657618614959e-08,4.2457940793496754e-10,2.1448915205604611e-16,1.3025800184723902e-10,1.0535493008604677e-07,2.173308911674606e-08,1.4733323734746973e-13,1.046812181205662e-11
4.868272578824445e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.323811849767495,0.11290575803179337,0.018777962337915118,0.0,5.372810496461702e-07,6.006773857116746e-05,1.3261967505984546e-05,1.6873648201537927e-07,4.3361805390015579e-21,9.9151745405601515e-05,8.9163834613273837e-17,5.0002966248698075e-08,9.1133011254247604e-14,1.2656919696976832e-09,8.4037445892612273e-16,4.7569520654555839e-18,5.1462057828620019e-10,5.5656737886667983e-13,0.0056511922545671497,0.0080733508730333643,1.203052187626819e-07,2.9915367291519208e-08,2.9997012963077315e-05,2.6411505926047274e-11,8.9492208414271633e-07,1.4427933392491891e-08,4.3472768593750814e-10,2.2279962568997868e-16,1.3127221519844411e-10,1.0580134167174898e-07,2.1744788590153711e-08,1.4879115300633086e-13,1.0581648847302122e-11
4.894108171220989e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32377465339011874,0.11290540244849509,0.01875901020260724,0.0,5.4751249692783456e-07,6.0724466327474523e-05,1.3406510062313759e-05,1.7275443999774477e-07,4.4359804773256258e-21,0.00010002391178898827,9.3426444951950848e-17,5.0196085117185154e-08,9.409990753812068e-14,1.290769571117137e-09,8.5290673767168738e-16,4.850146246353218e-18,5.2040254951996441e-10,5.7799710918976911e-13,0.0056505218271559127,0.0081110998633731266,1.2095557563333581e-07,3.0165572557719027e-08,3.0103733979467861e-05,2.6902916255120801e-11,9.0464671886179181e-07,1.454023366968652e-08,4.4505484305009661e-10,2.3138160081414832e-16,1.3228701111232612e-10,1.0624612464369072e-07,2.1756291170477662e-08,1.5025553440094959e-13,1.0695750562717679e-11
4.919943763617534e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32373750447400945,0.11290504353927769,0.018740081539776864,0.0,5.5787925233037748e-07,6.1383641256662142e-05,1.3551802599985958e-05,1.768431053347506e-07,4.5375117456087268e-21,0.00010089785001637811,9.7865977959370331e-17,5.0388589607438832e-08,9.714463330191582e-14,1.3161928121168913e-09,8.6554879772548046e-16,4.9447897564233724e-18,5.2620933407443537e-10,6.0012235615038817e-13,0.0056498520644785522,0.0081488010225115193,1.216049778648739e-07,3.0416317575454747e-08,3.0210127503723956e-05,2.7400621322079289e-11,9.1440610286248928e-07,1.4652553861098477e-08,4.5556279526761249e-10,2.4024222692341434e-16,1.3330235089469726e-10,1.0668927392834411e-07,2.1767597474637143e-08,1.5172636371082689e-13,1.0810425644545567e-11
4.945779356014079e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32370040294057123,0.11290468133307933,0.018721176310937157,0.0,5.6838230612860989e-07,6.2045245261074558e-05,1.3697843656656365e-05,1.8100323880843293e-07,4.6407945533331712e-21,0.00010177353098017688,1.0248861954358611e-16,5.0580484654319057e-08,1.0026869673530408e-13,1.3419642038457658e-09,8.7830084859834843e-16,5.04089983738905e-18,5.3204078848818273e-10,6.2296130403589009e-13,0.0056491829666608017,0.0081864544279057413,1.2225341249854958e-07,3.0667597585220517e-08,3.0316194849139081e-05,2.7904664273161297e-11,9.2419995602421765e-07,1.4764889405061945e-08,4.6625346152560201e-10,2.4938879269218823e-16,1.3431819599207745e-10,1.0713078453062264e-07,2.1778708125299224e-08,1.5320362302350629e-13,1.0925672768753841e-11
4.971614948410624e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32366334871138047,0.11290431585878367,0.018702294477685694,0.0,5.7902264887998801e-07,6.2709260257782866e-05,1.3844631756069108e-05,1.852356025230656e-07,4.7458492225106895e-21,0.00010265092563838137,1.0730072870427341e-16,5.0771775095132015e-08,1.0347362298113838e-13,1.3680862529657517e-09,8.9116309586758124e-16,5.1384938652353054e-18,5.3789676933290206e-10,6.4653248810068054e-13,0.0056485145338283334,0.0082240601568577387,1.229008666979316e-07,3.0919407846642387e-08,3.04219373113499e-05,2.8415088234642119e-11,9.3402799858920406e-07,1.4877235767419677e-08,4.7712876352015937e-10,2.5882872754764364e-16,1.3533450799554938e-10,1.0757065153505554e-07,2.1789623750776389e-08,1.5468729433609687e-13,1.1041490601168232e-11
4.997450540807169e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32362634170818527,0.1129039471452188,0.018683436001704256,0.0,5.898012713888417e-07,6.3375668179195833e-05,1.3992165408218373e-05,1.8954095983545684e-07,4.8526961871954696e-21,0.00010353000501579207,1.1230884101746265e-16,5.0962465672190354e-08,1.0676095410418179e-13,1.3945614614971598e-09,9.0413574118202732e-16,5.2375893501632099e-18,5.4377713322249527e-10,6.7085479849029245e-13,0.0056478467661066848,0.0082616182865145119,1.2354732774882883e-07,3.1171743638525971e-08,3.0527356168886953e-05,2.8931936311301239e-11,9.4388995117102892e-07,1.4989588441595874e-08,4.8819062552719078e-10,2.6856960324484229e-16,1.3635124864415573e-10,1.0800887010679259e-07,2.1800344984923321e-08,1.5617735955676321e-13,1.1157877797604181e-11
5.023286133203713e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32358938185290437,0.11290357522115588,0.018664600844758527,0.0,6.0071916467080497e-07,6.4044450973674432e-05,1.414044310950958e-05,1.9392007528514526e-07,4.9613559929894035e-21,0.00010441074020521618,1.175196721558419e-16,5.1152561035311318e-08,1.1013224905620672e-13,1.4213923266650162e-09,9.1721898226782278e-16,5.3382039365289135e-18,5.4968173682205016e-10,6.9594748416003193e-13,0.0056471796636211775,0.0082991288938685168,1.2419278305919962e-07,3.1424600258911876e-08,3.0632452683706486e-05,2.9455251584904128e-11,9.5378553476321641e-07,1.51019429486667e-08,4.9944097422152976e-10,2.7861913543970297e-16,1.3736837982830763e-10,1.0844543549243811e-07,2.1810872466989022e-08,1.5767380050619086e-13,1.1274833003998709e-11
5.049121725600258e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32355246906762625,0.11290320011530823,0.0186457889686979,0.0,6.1177731991752452e-07,6.4715590606148697e-05,1.4289463342919906e-05,1.9837371452463426e-07,5.071849296540256e-21,0.00010529310236865817,1.2294012143889867e-16,5.1342065744246718e-08,1.1358908363737625e-13,1.4485813407470518e-09,9.304130129347739e-16,5.4403554027673992e-18,5.556104368566992e-10,7.2183015677991072e-13,0.0056465132264968496,0.0083365920557579819,1.2483722015905675e-07,3.167797302512116e-08,3.0737228101702078e-05,2.9985077112699461e-11,9.6371447074785911e-07,1.5214294837428183e-08,5.1088173849626453e-10,2.8898518525649148e-16,1.3838586359303954e-10,1.0888034302084029e-07,2.1821206841493031e-08,1.5917659891904111e-13,1.1392354856541699e-11
5.074957317996803e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32351560327460915,0.11290282185632997,0.018627000335455259,0.0,6.2297672846163219e-07,6.5389069058736831e-05,1.4439224578158196e-05,2.0290264424964592e-07,5.1841968650326279e-21,0.00010617706273849763,1.2857727541424334e-16,5.1530984271046707e-08,1.1713305045388226e-13,1.476130990923231e-09,9.4371802308325717e-16,5.5440616613008013e-18,5.61563090120359e-10,7.4852279462663598e-13,0.0056458474548583826,0.0083740078488672501,1.2548062670036515e-07,3.1931857273798637e-08,3.0841683653196884e-05,3.0521455925927523e-11,9.7367648090427851e-07,1.5326639684461864e-08,5.2251484928222755e-10,2.9967576085013947e-16,1.3940366214130182e-10,1.0931358810391856e-07,2.1831348758103908e-08,1.6068573644542742e-13,1.1510441981806603e-11
5.100792910393348e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32347878439627914,0.11290244047281518,0.018608234907046689,0.0,6.3431838174193626e-07,6.6064868331366279e-05,1.4589725271824506e-05,2.0750763212932867e-07,5.2984195756713305e-21,0.000107062592618657,1.3443841147316778e-16,5.1719321002362568e-08,1.2076575887188178e-13,1.5040437591266426e-09,9.5713419871155059e-16,5.6493407584314881e-18,5.6753955348436427e-10,7.7604574646634963e-13,0.005645182348830032,0.0084113763497271413,1.2612299045692222e-07,3.2186248360953761e-08,3.0945820553418564e-05,3.1064431028344461e-11,9.8367128741771486e-07,1.5438973094198072e-08,5.3434223936746904e-10,3.1069901896487376e-16,1.4042173783716766e-10,1.0974516623742056e-07,2.1841298871542722e-08,1.6220119465237078e-13,1.1629092996880695e-11
5.126628502789893e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32344201235523029,0.11290205599329654,0.018589492645571307,0.0,6.4580327126882097e-07,6.6742970442397061e-05,1.4740963867569422e-05,2.1218944673641171e-07,5.4145384151572499e-21,0.00010794966338575855,1.4053100150059893e-16,5.1907080241691582e-08,1.2448883496776434e-13,1.5323221218956865e-09,9.7066172192362841e-16,5.7562108742200732e-18,5.735396839059974e-10,8.0441973542843003e-13,0.0056445179085355601,0.0084486976347152749,1.2676429932423141e-07,3.2441141661998925e-08,3.1049640002958209e-05,3.1614045394755808e-11,9.9369861288804878e-07,1.5551290698977194e-08,5.4636584321669998e-10,3.2206326648928242e-16,1.4144005320891111e-10,1.1017507300159632e-07,2.1851057841451553e-08,1.6372295502525381e-13,1.1748306509495136e-11
5.152464095186437e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32340528707422356,0.1129016684462443,0.018570773513210972,0.0,6.5743238858987121e-07,6.7423357429246162e-05,1.4892938796252944e-05,2.1694885747734878e-07,5.5325744791559641e-21,0.00010883824649027042,1.46862715557487e-16,5.2094266211563646e-08,1.2830392147474511e-13,1.5609685502276542e-09,9.8430077093747471e-16,5.8646903223483663e-18,5.7956333843691423e-10,8.3366586286775212e-13,0.0056438541340981616,0.0084859717800564172,1.2740454131936498e-07,3.2696532571785483e-08,3.1153143188213197e-05,3.2170341969563735e-11,1.0037581803385402e-06,1.5663588159108593e-08,5.5858759679081942e-10,3.3377696200677224e-16,1.4245857095202058e-10,1.1060330406178809e-07,2.186062633228936e-08,1.6525099896924617e-13,1.1868081118154492e-11
5.178299687582982e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32336860847618604,0.11290127786006536,0.018552077472230092,0.0,6.6920672525573727e-07,6.8106011349012877e-05,1.5045648476102946e-05,2.217866345224857e-07,5.6525489717593584e-21,0.00010972831345764122,1.5344142559419528e-16,5.2280883055669661e-08,1.32212677725768e-13,1.5899855094337513e-09,9.9805152009389934e-16,5.9747975499672583e-18,5.8561037423145649e-10,8.6380561221325411e-13,0.0056431910256403957,0.0085231988618228206,1.2804370458081644e-07,3.2952416504637252e-08,3.1256331281814562e-05,3.2733363665327302e-11,1.0138497132245778e-06,1.5775861162927304e-08,5.7100943736660793e-10,3.4584871734055255e-16,1.434772539321544e-10,1.1102985516902217e-07,2.1870005013195733e-08,1.6678530781075222e-13,1.198841541226589e-11
5.204135279979527e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32333197648421053,0.11290088426310198,0.018533404484975383,0.0,6.811272727862386e-07,6.8790914279104936e-05,1.519909131287309e-05,2.2670354873625805e-07,5.774483204940274e-21,0.00011061983588942311,1.6027520919472215e-16,5.2466934840933233e-08,1.3621677959272315e-13,1.6193754589955743e-09,1.0119141398658025e-15,6.0865511375295361e-18,5.9168064855485805e-10,8.9486085280228937e-13,0.0056425285832841293,0.0085603789559345559,1.2868177736834281e-07,3.3208788894381217e-08,3.1359205443039157e-05,3.3303153361335422e-11,1.0239729354424409e-06,1.588810542684849e-08,5.8363330335660793e-10,3.5828729909293893e-16,1.4449606518803895e-10,1.1145472216053143e-07,2.1879194557912762e-08,1.6832586279882254e-13,1.2109307972267628e-11
5.229970872376072e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32329539102155463,0.11290048768363074,0.018514754513875634,0.0,6.9319502263669543e-07,6.9478048317864617e-05,1.5353265700000383e-05,2.317003716074148e-07,5.8983985980002274e-21,0.00011151278546438339,1.6737235335183073e-16,5.2652425559527711e-08,1.4031791942199576e-13,1.6491408524229994e-09,1.0258887968678601e-15,6.1999697986077045e-18,5.9777401879134335e-10,9.2685384370071432e-13,0.0056418668071504564,0.0085975121381598584,1.2931874806279712e-07,3.3465645194376458e-08,3.1461766818207831e-05,3.3879753902192772e-11,1.0341275713380603e-06,1.6000316695419627e-08,5.9646113412917777e-10,3.7110163017895513e-16,1.4551496793427807e-10,1.118779009602684e-07,2.1888195644634977e-08,1.6987264510659683e-13,1.2230757369757358e-11
5.255806464772617e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32325885201164017,0.1129000881498617,0.018496127521441492,0.0,7.0541096616449096e-07,7.016739558519479e-05,1.5508170018762203e-05,2.3677787517927971e-07,6.0243166770102733e-21,0.00011240713393960495,1.7474135827261164e-16,5.2837359130839754e-08,1.4451780596635954e-13,1.67928413711349e-09,1.0399756538666479e-15,6.3150723796968961e-18,6.038903424521204e-10,9.5980723750802921e-13,0.0056412056973596464,0.0086345984841154494,1.2995460516595056e-07,3.3722980877540457e-08,3.1564016541069964e-05,3.4463208096418079e-11,1.0443133457157802e-06,1.6112490741370421e-08,6.0949486982874933e-10,3.8430079135395787e-16,1.4653392556410173e-10,1.1229938757929895e-07,2.189700895595703e-08,1.7142563583267913e-13,1.2352762167619801e-11
5.281642057169161e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3232223593780526,0.11289968568993711,0.018477523470265201,0.0,7.1777609459586738e-07,7.0858938223185237e-05,1.5663802638432967e-05,2.4193683198006545e-07,6.1522590742451826e-21,0.00011330285315157531,1.8239094121363494e-16,5.3021739403380796e-08,1.4881816431322175e-13,1.7098077542128385e-09,1.0541748697911972e-15,6.4318778600029124e-18,6.1002947718326894e-10,9.9374408414639684e-13,0.0056405452540310716,0.0086716380692668828,1.3058933730030628e-07,3.3980791436373568e-08,3.1665955733174868e-05,3.5053558715055133e-11,1.0545299838471097e-06,1.6224623365660643e-08,6.2273645119632988e-10,3.9789402273481594e-16,1.47552901652032e-10,1.1271917811625002e-07,2.1905635178678414e-08,1.7298481600259178e-13,1.2475320920154072e-11
5.307477649565706e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32318591304454025,0.11289928033193049,0.018458942323020425,0.0,7.3029139899295634e-07,7.1552658396737434e-05,1.582016191644018e-05,2.4717801495325751e-07,6.2822475276110132e-21,0.00011419991501726386,1.9033004034494969e-16,5.3205570156647059e-08,1.5322073580922561e-13,1.7407141384773612e-09,1.0684865997439742e-15,6.5504053512154313e-18,6.1619128077352051e-10,1.028687834632469e-12,0.0056398854772831434,0.0087086309689288523,1.312229332089017e-07,3.423907238298149e-08,3.1767585504230687e-05,3.5650848490296787e-11,1.0647772114794704e-06,1.6336710397525644e-08,6.3618781939028875e-10,4.1189072531421202e-16,1.4857185995651545e-10,1.1313726875758825e-07,2.1914075003826979e-08,1.7455016657009557e-13,1.2598432173200369e-11
5.333313241962251e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32314951293501376,0.11289887210384555,0.018440384042461969,0.0,7.429578702210472e-07,7.224853829418912e-05,1.5977246198520087e-05,2.5250219738807708e-07,6.4143038800662147e-21,0.00011509829153518753,1.9856781864240249e-16,5.338885510292965e-08,1.5772727798122163e-13,1.7720057181375424e-09,1.0829109950122495e-15,6.6706740972664447e-18,6.2237561116193457e-10,1.0646623448312626e-12,0.0056392263672332583,0.0087455772582655574,1.3185538175510318e-07,3.4497819249095582e-08,3.1868906952450791e-05,3.6255120114121521e-11,1.0750547548449209e-06,1.6448747694519648e-08,6.4985091580745424e-10,4.2630046246776158e-16,1.4959076442244582e-10,1.1355365577806148e-07,2.1922329126355857e-08,1.761216684186954e-13,1.2722094464266324e-11
5.359148834358796e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32311315897354548,0.11289846103361537,0.018421848591425601,0.0,7.5577649891608965e-07,7.294656012793747e-05,1.6135053818872672e-05,2.5791015285003105e-07,6.548450079036312e-21,0.0001159979547864649,2.0711366780776726e-16,5.3571597889075744e-08,1.623395644536241e-13,1.8036849147631401e-09,1.0974482030798582e-15,6.7927034740739838e-18,6.2858232644547034e-10,1.1016918791913708e-12,0.0056385679239977244,0.0087824770122910019,1.3248667192239049e-07,3.4757027586091177e-08,3.1969921164888845e-05,3.6866416236942775e-11,1.0853623406688678e-06,1.6560731142556895e-08,6.6372768190454195e-10,4.4113296145366697e-16,1.5060957918368327e-10,1.1396833554078772e-07,2.1930398245353883e-08,1.7769930236283659e-13,1.2846306322652672e-11
