Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),H2X(49),CH3OO(77),C2H6X(52),C2H4(47),CH2X(27),CHX(28),CX(26),OCX(25),COX(50)
4.645824811602791e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33114947164641595,0.11312072769197128,0.022387273661806754,0.0,2.2139463327759856e-11,2.0371403896464464e-08,1.068865996301617e-07,3.6444268816976534e-12,1.3636095837960547e-25,1.4161369213443918e-06,1.5613734415145928e-25,3.9417121142773771e-09,1.0054566116410173e-19,5.7033692088317916e-14,4.4625794482797095e-19,2.5859493812135978e-21,4.3182698427515007e-13,7.2082014800341055e-20,0.0055476816610573274,0.00086848046554012319,1.0400214207793763e-08,2.0026361343065752e-10,1.8955540428743714e-06,2.9632271176603395e-15,2.7030070946668595e-10,2.4368500206863465e-10,8.8000334558364471e-15,2.8302093806420175e-23,1.1023613975455335e-12,5.3167885113787438e-09,1.7684171754800419e-08,3.2163682257624252e-15,8.7205439313286045e-14
4.664243008218672e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33114324436241754,0.11311787272469549,0.022385588099850823,0.0,2.2530391029845961e-11,2.0722685537617554e-08,1.0778735619659245e-07,3.7064163143925607e-12,1.3880799947476455e-25,1.4260051947090684e-06,1.6089209982593768e-25,3.9570670195139965e-09,1.0254430042898758e-19,5.8066572960459607e-14,4.5214317214999205e-19,2.6200839979371304e-21,4.3799685596752605e-13,7.375702723909901e-20,0.0055505257901251525,0.0008718506827864788,1.0438264058362498e-08,2.0239862063382707e-10,1.9084174282588354e-06,3.0031254054570806e-15,2.7509918872921935e-10,2.4537251633865946e-10,8.9523866372761139e-15,2.8961837373472365e-23,1.1100993876460533e-12,5.3513719603076065e-09,1.7678895140355849e-08,3.2328070216825314e-15,8.7938745118164593e-14
4.682661204834553e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33113705438638946,0.11311505468264767,0.022383902727993722,0.0,2.292698387386664e-11,2.1078672737429929e-08,1.0869133289936635e-07,3.7692461411939722e-12,1.4128726449986063e-25,1.4359064868605551e-06,1.6577494412573532e-25,3.9724357061849426e-09,1.0457599505249959e-19,5.9114256779104744e-14,4.5807847873510461e-19,2.6545049302092452e-21,4.4423060856707821e-13,7.54652806733068e-20,0.0055533329575453488,0.00087522051658397906,1.0476329040714627e-08,2.0454796160915924e-10,1.9213176855671942e-06,3.0434569998284276e-15,2.7996397199777636e-10,2.4706550893454868e-10,9.1068429872123791e-15,2.9634714472414223e-23,1.1178871425727362e-12,5.3860556595935586e-09,1.7673676693663361e-08,3.2492775462902596e-15,8.8674660750387827e-14
4.7010794014504344e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33113090124640587,0.11311227309462088,0.022382217545833138,0.0,2.3329306502649313e-11,2.1439409783768684e-08,1.0959853027301775e-07,3.8329248512052035e-12,1.4379902921564155e-25,1.4458407925952295e-06,1.7078888440113514e-25,3.9878183019855171e-09,1.0664118460651707e-19,6.0176899526988568e-14,4.6406410236365018e-19,2.6892132042337709e-21,4.5052864469967006e-13,7.7207323993283805e-20,0.0055561036345286802,0.00087858996773663284,1.0514409139973477e-08,2.0671167055310354e-10,1.9342547244875805e-06,3.0842257271850157e-15,2.8489570597737104e-10,2.4876397769974299e-10,9.2634241445196368e-15,3.0320942629844003e-23,1.1257249510967244e-12,5.4208398016639884e-09,1.7668516998848567e-08,3.2657799645837919e-15,8.9413186619719372e-14
4.7194975980663157e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3311247844765588,0.11310952749541603,0.02238053255297168,0.0,2.373742408919261e-11,2.18049411834884e-08,1.1050894891641615e-07,3.8974609898482309e-12,1.4634357074565231e-25,1.4558081066975474e-06,1.7593698841210406e-25,4.003214933802429e-09,1.0874031316414162e-19,6.125465821753743e-14,4.701002820597588e-19,2.7242098465233031e-21,4.5689136766557325e-13,7.8983713377436747e-20,0.0055588382862781678,0.00088195903703856403,1.0552504341109511e-08,2.0888978146131696e-10,1.9472284542526757e-06,3.125435440823941e-15,2.8989504075564116e-10,2.5046792047614191e-10,9.4221518942397486e-15,3.1020742268990657e-23,1.1336131011345402e-12,5.4557245706499875e-09,1.7663416582248758e-08,3.2823144368774829e-15,9.0154323187588117e-14
4.737915794682197e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33111870361688217,0.11310681742576525,0.022378847749016766,0.0,2.4151402338880585e-11,2.2175311661957332e-08,1.1142258949050868e-07,3.9628631590390187e-12,1.4892116758386173e-25,1.4658084239399054e-06,1.8122238534386377e-25,4.0186257277150017e-09,1.1087382933358846e-19,6.2347690896936837e-14,4.761872580893464e-19,2.7594958839188953e-21,4.6331918143204539e-13,8.0795012366834438e-20,0.0055615373720656249,0.00088532772527413902,1.059061462894462e-08,2.1108232812658263e-10,1.9602387836467559e-06,3.1670900210240447e-15,2.949626297970132e-10,2.5217733510407888e-10,9.5830481680432137e-15,3.1734336739429726e-23,1.1415518815123675e-12,5.4907101360830216e-09,1.7658375920955996e-08,3.2988811176478857e-15,9.0898070965272118e-14
4.756333991298078e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33111265821327518,0.1131041424322561,0.022377163133580631,0.0,2.4571307491687915e-11,2.2550566162572164e-08,1.123394527160341e-07,4.0291400173627108e-12,1.5153209960228541e-25,1.4758417390824998e-06,1.8664826683456186e-25,4.0340508089963828e-09,1.1304218629223713e-19,6.3456156646181602e-14,4.8232527195801006e-19,2.7950723436090882e-21,4.6981249062588859e-13,8.2641791940265701e-20,0.0055642013453073699,0.00088869603321809463,1.0628739988156304e-08,2.1328934413898563e-10,1.9732856210018779e-06,3.2091933751566502e-15,3.0009912993670598e-10,2.5389221942229768e-10,9.7461350446899591e-15,3.2461952346992267e-23,1.1495415804730256e-12,5.5257966574973697e-09,1.7653395440486408e-08,3.3154801564760344e-15,9.164443051202471e-14
4.7747521879139593e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33110664781742827,0.11310150206725716,0.022375478706280212,0.0,2.4997206324373721e-11,2.2930749846256494e-08,1.132595393711347e-07,4.096300280248675e-12,1.5417664805860242e-25,1.4859080468731933e-06,1.9221788801842447e-25,4.0494903021147463e-09,1.1524584182088294e-19,6.4580215583104998e-14,4.8851456640868393e-19,2.8309402531481742e-21,4.7637170052597528e-13,8.452463058992624e-20,0.0055668306536388193,0.00089206396163566217,1.0666880403281519e-08,2.1551086288547206e-10,1.9863688741965804e-06,3.2517494377868793e-15,3.0530520137453292e-10,2.5561257126792874e-10,9.9114347504897037e-15,3.3203818383924927e-23,1.1575824851230194e-12,5.5609842865466345e-09,1.7648475515037205e-08,3.3321116985510713e-15,9.2393402433111374e-14
4.7931703845298406e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33110067198674864,0.11309889588884406,0.02237379446673712,0.0,2.5429166152665287e-11,2.3315908090952326e-08,1.1418285028925395e-07,4.1643527201454091e-12,1.5685509560376699e-25,1.4960073420473846e-06,1.9793456858169901e-25,4.0649443307344639e-09,1.1748525833815421e-19,6.5720028864382552e-14,4.9475538541918285e-19,2.8671006404738287e-21,4.829972170557709e-13,8.6444114397612436e-20,0.0055694257389882857,0.00089543151128269243,1.0705035858720723e-08,2.1774691754751291e-10,1.9994884506628231e-06,3.2947621707579312e-15,3.1058150766853952e-10,2.5733838847646626e-10,1.007896965976191e-14,3.3960167159252319e-23,1.1656748836923128e-12,5.596273160903116e-09,1.7643616475672593e-08,3.3487758837041882e-15,9.3144987378133431e-14
4.811588581145722e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33109473028428754,0.11309632346072683,0.022372110414577574,0.0,2.5867254833430206e-11,2.370608649109777e-08,1.1510938635705238e-07,4.2333061666952828e-12,1.5956772628961185e-25,1.5061396193278825e-06,2.0380169383394169e-25,4.0804130177172691e-09,1.1976090293512614e-19,6.6875758687512633e-14,5.0104797419958836e-19,2.9035545339239943e-21,4.8968944677583788e-13,8.8400837111531112e-20,0.0055719870376497076,0.0008987986829057772,1.0743206338741891e-08,2.1999754110137627e-10,2.012644257382362e-06,3.3382355633024688e-15,3.1592871572844082e-10,2.5906966888174693e-10,1.024876229529532e-14,3.4731234029385439e-23,1.173819063909296e-12,5.6316634087604637e-09,1.7638818607892317e-08,3.3654728473060815e-15,9.3899186039332672e-14
4.830006777761603e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33108882227866865,0.11309378435217801,0.022370426549432339,0.0,2.6311540766838748e-11,2.4101330857090459e-08,1.1603914851217595e-07,4.3031695069091576e-12,1.6231482557644523e-25,1.5163048734247834e-06,2.0982271579285965e-25,4.0958964851234247e-09,1.2207324741010765e-19,6.8047568292781339e-14,5.0739257918949449e-19,2.9403029622531792e-21,4.9644879687630578e-13,9.0395400223641832e-20,0.0055745149803545476,0.00090216547724236956,1.0781391827484022e-08,2.2226276631807142e-10,2.0258362008860504e-06,3.3821736321566274e-15,3.2134749580889009e-10,2.6080641031592802e-10,1.0420835328807087e-14,3.5517257428942867e-23,1.1820153117456211e-12,5.6671551504371288e-09,1.7634082152247373e-08,3.3822027204200376e-15,9.4655999149725539e-14
4.848424974377484e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33108294754401651,0.11309127813796173,0.022368742870936632,0.0,2.6762092898514028e-11,2.4501687214742237e-08,1.1697213774135228e-07,4.3739516853408386e-12,1.6509668034063871e-25,1.526503099035355e-06,2.1600115428453981e-25,4.1113948542128562e-09,1.2442276830362287e-19,6.9235621965197258e-14,5.1378944805510564e-19,2.9773469546480761e-21,5.0327567516934199e-13,9.2428413047610204e-20,0.0055770099923426993,0.00090553189502090299,1.0819592308960991e-08,2.2454262576062027e-10,2.0390641872599056e-06,3.4265804216258605e-15,3.2683852150255327e-10,2.6254861060946761e-10,1.059521158140146e-14,3.6318478901815623e-23,1.1902639144235938e-12,5.7027484932408573e-09,1.7629407311362594e-08,3.3989656292577727e-15,9.5415427481591399e-14
4.8668431709933655e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33107710565988652,0.11308880439826358,0.022367059378730129,0.0,2.7218980721670032e-11,2.4907201804721035e-08,1.1790835507843716e-07,4.4456617042613942e-12,1.6791357888220664e-25,1.53673429084392e-06,2.2234059805780112e-25,4.1269082454462748e-09,1.2680994693356977e-19,7.0440085036403916e-14,5.2023882968626192e-19,3.0146875407425649e-21,5.101704900815985e-13,9.4500492797311154e-20,0.0055794724934325399,0.00090889793696090836,1.0857807767065424e-08,2.2683715178393499e-10,2.052328122142005e-06,3.471460003678446e-15,3.3240246973300575e-10,2.642962675911042e-10,1.0771914024028084e-14,3.7135143132451884e-23,1.1985651595384824e-12,5.7384435355375715e-09,1.7624794247808873e-08,3.415761696212238e-15,9.6177471844935506e-14
4.885261367609247e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33107129621119602,0.11308636271862163,0.022365376072456884,0.0,2.768227427923984e-11,2.531792108197791e-08,1.1884780160238675e-07,4.5183086238333114e-12,1.7076581093237536e-25,1.546998443521746e-06,2.2884470591398506e-25,4.1424367784863122e-09,1.2923526943057132e-19,7.1661123886576109e-14,5.2674097419329599e-19,3.052325750632116e-21,5.171336506466313e-13,9.6612264665937684e-20,0.0055819028980900577,0.00091226360377313052,1.0896038185571969e-08,2.2914637653593849e-10,2.0656279107226394e-06,3.5168164781006399e-15,3.3804002074744101e-10,2.6604937908783801e-10,1.0950965777939855e-14,3.7967497977383485e-23,1.2069193317339028e-12,5.7742403675997422e-09,1.7620243085273414e-08,3.4325910392621029e-15,9.6942133085745358e-14
4.903679564225128e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33106551878815521,0.1130839526898581,0.022363692951765237,0.0,2.8152044165992536e-11,2.573389171516599e-08,1.1979047843549853e-07,4.5919015622845218e-12,1.7365366766114325e-25,1.5572955517269387e-06,2.3551720785134892e-25,4.1579805721986105e-09,1.3169922677350765e-19,7.2898905946290719e-14,5.3329613290381615e-19,3.0902626148876178e-21,5.2416556649731804e-13,9.8764361905673511e-20,0.0055843016154971175,0.00091562889615964187,1.0934283548140719e-08,2.3147033195461241e-10,2.0789634577490438e-06,3.5626539725562364e-15,3.4375185810920144e-10,2.678079429249121e-10,1.113239011515036e-14,3.8815794496977448e-23,1.215326716104513e-12,5.8101390678876683e-09,1.761575391402174e-08,3.4494537717989908e-15,9.7709412084546426e-14
4.922097760841009e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33105977298620065,0.11308157390801192,0.0223620100163078,0.0,2.8628361530633755e-11,2.6155160586045569e-08,1.2073638674160943e-07,4.6664496960822642e-12,1.7657744168482938e-25,1.56762561010434e-06,2.4236190622505786e-25,4.1735397446529262e-09,1.3420231482523936e-19,7.4153599698364935e-14,5.3990455835939535e-19,3.1284991645686103e-21,5.3126664785825077e-13,1.0095742590797037e-19,0.0055866690496188358,0.0009189938148139547,1.0972543838321154e-08,2.3380904976587237e-10,2.0923346675230949e-06,3.6089766425985334e-15,3.495386686901175e-10,2.6957195692579533e-10,1.1316210458890911e-14,3.9680286987429056e-23,1.2237876008707766e-12,5.8461397064080521e-09,1.7611326789325829e-08,3.4663500044709362e-15,9.8479309755106612e-14
4.9405159574568904e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3310540584059275,0.11307922597427227,0.02236032726574139,0.0,2.9111298077897805e-11,2.658177478887592e-08,1.2168552772425404e-07,4.7419622601068092e-12,1.7953742707361175e-25,1.5779886132854254e-06,2.4938267692224195e-25,4.1891144131242151e-09,1.3674503436851529e-19,7.5425374679683023e-14,5.465665043121512e-19,3.1670364312359952e-21,5.3843730553810641e-13,1.0319210628440176e-19,0.0055890055992701207,0.00092235836042113377,1.101081903955535e-08,2.361625614870148e-10,2.105741443902313e-06,3.6557886718942945e-15,3.5540114266267159e-10,2.7134141891216411e-10,1.1502450384067145e-14,4.0561233012985194e-23,1.2323022701238034e-12,5.882242344800076e-09,1.760696173321587e-08,3.4832798434753517e-15,9.9251827042835891e-14
4.9589341540727716e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33104837465302456,0.11307690849491284,0.022358644699726978,0.0,2.9600926070631833e-11,2.7013781629797738e-08,1.2263790262505391e-07,4.8184485478250185e-12,1.8253391935905348e-25,1.5883845558882101e-06,2.5658347055286939e-25,4.2047046940937042e-09,1.3932789114207104e-19,7.671440148300737e-14,5.5328222572124937e-19,3.2058754469641937e-21,5.4567795092201263e-13,1.054690609481229e-19,0.0055913116581813417,0.00092572253365790468,1.1049109135180519e-08,2.3853089842537829e-10,2.1191836903030928e-06,3.7030942723741053e-15,3.6133997349197153e-10,2.7311632670388675e-10,1.1691133617715186e-14,4.145889343840966e-23,1.2408710042885806e-12,5.9184470342181324e-09,1.760265873819675e-08,3.5002433898061935e-15,1.0002696492327299e-13
4.977352350688653e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.331042721338209,0.11307462108122711,0.022356962317929621,0.0,3.0097318331857334e-11,2.7451228626201937e-08,1.2359351272204158e-07,4.8959179114637745e-12,1.8556721554161757e-25,1.5988134325171539e-06,2.6396831365609986e-25,4.2203107032499476e-09,1.4195139587691443e-19,7.8020851758742281e-14,5.6005197874935144e-19,3.2450172443527827e-21,5.529889959638887e-13,1.0778895619591773e-19,0.0055935876150631711,0.0009290863351927636,1.1087414108433143e-08,2.4091409167062842e-10,2.1326613096994824e-06,3.7508976840331357e-15,3.673558579275431e-10,2.7489667811900695e-10,1.1882284039457401e-14,4.2373532461682843e-23,1.2494940924556452e-12,5.9547538176735297e-09,1.7598417766558713e-08,3.5172407433156974e-15,1.0080472440106105e-13
4.995770547304534e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33103709807716208,0.11307236334946419,0.022355280120018438,0.0,3.0600548246819498e-11,2.789416350608607e-08,1.2455235932801938e-07,4.9743797621832475e-12,1.886376140981696e-25,1.6092752377630742e-06,2.7154130992269283e-25,4.2359325554899033e-09,1.4461606433280205e-19,7.9344898216677202e-14,5.6687602075895668e-19,3.2844628565376442e-21,5.6037085317876861e-13,1.1015246679085424e-19,0.0055958338536705975,0.0009324497656860827,1.1125733942452829e-08,2.4331217210034125e-10,2.1461742046246613e-06,3.7992031751450677e-15,3.734494959949389e-10,2.7668247097372875e-10,1.2075925681957729e-14,4.3305417646944647e-23,1.2581718219047434e-12,5.9911627297448741e-09,1.7594238752307186e-08,3.5342720004801739e-15,1.0158510650869667e-13
5.014188743920415e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33103150449046642,0.11307013492076576,0.02235359810566652,0.0,3.1110689765042017e-11,2.8342634207400309e-08,1.2551444378906033e-07,5.0538435702500077e-12,1.9174541498946734e-25,1.6197699662030571e-06,2.7930664143328821e-25,4.2515703649199445e-09,1.4732241733490431e-19,8.0686714627750889e-14,5.737546103087118e-19,3.324213317201606e-21,5.6782393563511692e-13,1.1256027604553622e-19,0.0055980507528661204,0.0009358128257902173,1.1164068620283288e-08,2.4572517038671855e-10,2.1597222771729922e-06,3.848015042809722e-15,3.796215909871628e-10,2.7847370308240176e-10,1.2272082731376597e-14,4.4254819957675145e-23,1.2669044643567825e-12,6.027673795738945e-09,1.7590121603506574e-08,3.5513372499895302e-15,1.0236811230467695e-13
5.0326069405362965e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33102594020354276,0.11306793542110354,0.022351916274550899,0.0,3.1627817402352261e-11,2.8796688877380245e-08,1.2647976748298023e-07,5.1343188652100012e-12,1.9489091966763811e-25,1.6302976124003746e-06,2.8726856991301572e-25,4.2672242448569274e-09,1.5007098081066235e-19,8.2046475825749529e-14,5.8068800714964996e-19,3.3642696605846263e-21,5.7534865694711989e-13,1.1501307590596705e-19,0.0056002386866821413,0.00093917551614960872,1.120241812487588e-08,2.4815311697831967e-10,2.1733054289998709e-06,3.8973376124436978e-15,3.8587284945591012e-10,2.8027037225750643e-10,1.2470779527825356e-14,4.5222013790120074e-23,1.2756923059961094e-12,6.064287033035023e-09,1.7586066202423408e-08,3.5684365806652289e-15,1.0315374287262937e-13
5.051025137152178e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3310204048465889,0.11306576448121783,0.022350234626352515,0.0,3.2152006242874104e-11,2.9256375871867779e-08,1.2744833181786439e-07,5.2158152360613624e-12,1.9807443108364281e-25,1.640858170904406e-06,2.9543143800235807e-25,4.2828943078291946e-09,1.5286228582683521e-19,8.3424357708935516e-14,5.8767647222137696e-19,3.4046329214935152e-21,5.829454312669629e-13,1.1751156703601787e-19,0.0056023980243825574,0.00094253783740088769,1.1240782439096139e-08,2.5059604210047062e-10,2.1869235613232875e-06,3.9471752374880985e-15,3.92203981202626e-10,2.8207247630964136e-10,1.2672040565820356e-14,4.6207277006957526e-23,1.2845356470725721e-12,6.1010024507672583e-09,1.7582072407305108e-08,3.5855700827066847e-15,1.0394199932089518e-13
5.069443333768059e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33101489805451817,0.11306362173655658,0.022348553160756131,0.0,3.268333194105367e-11,2.9721743754620856e-08,1.2842013823068453e-07,5.2983423314270754e-12,2.012962536947269e-25,1.6514516362505588e-06,3.0379967054464118e-25,4.2985806655776039e-09,1.5569686862673952e-19,8.4820537241769771e-14,5.9472026764821613e-19,3.4453041353112083e-21,5.906146732770963e-13,1.2005645890251362e-19,0.0056045291305235664,0.00094589979017297495,1.1279161545722848e-08,2.5305397578490279e-10,2.2005765749252324e-06,3.9975323009411951e-15,3.9861569926937824e-10,2.8388001304750915e-10,1.2875890494736551e-14,4.7210890971211187e-23,1.2934347486941682e-12,6.1378200497833802e-09,1.7578140053851515e-08,3.6027378333453014e-15,1.0473288278016134e-13
5.08786153038394e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3310094194669001,0.11306150682721554,0.022346871877450325,0.0,3.3221870723667602e-11,3.0192841296610394e-08,1.2939518818591052e-07,5.3819098597274953e-12,2.0455669347185767e-25,1.6620780029601957e-06,3.1237777589014673e-25,4.3142834290565297e-09,1.5857527066768099e-19,8.6235192456596164e-14,6.0181965673531223e-19,3.4862843380056189e-21,5.9835679818248453e-13,1.226484698609302e-19,0.005606632365013707,0.00094926137508718296,1.1317555427447674e-08,2.5552694784158811e-10,2.2142643701523857e-06,4.0484132149922684e-15,4.0510871992954783e-10,2.8569298027790468e-10,1.3082354119260688e-14,4.8233140580408059e-23,1.3023898779010854e-12,6.1747398232245164e-09,1.7574268955972325e-08,3.6199399069094436e-15,1.0552639440201644e-13
5.1062797269998214e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33100396872790011,0.11305941939787874,0.022345190776127382,0.0,3.3767699391736168e-11,3.0669717475305711e-08,1.3037348317419093e-07,5.4665275893526947e-12,2.0785605790714796e-25,1.6727372655405634e-06,3.2117034721716486e-25,4.3300027084348771e-09,1.6149803865857921e-19,8.7668502455098146e-14,6.08974903964694e-19,3.5275745661380783e-21,6.0617222170283334e-13,1.2528832724171456e-19,0.0056087080831731129,0.00095262259275731326,1.135596406688783e-08,2.5801498782697225e-10,2.227986846917496e-06,4.0998224187501027e-15,4.1168376267833624e-10,2.8751137580570261e-10,1.3291456399844055e-14,4.9274314300984597e-23,1.3114013643518367e-12,6.2117617563732883e-09,1.7570458907184692e-08,3.6371763919548505e-15,1.0632253536023528e-13
5.1246979236157026e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33099854548622171,0.11305735909776018,0.022343509856483295,0.0,3.4320895322498641e-11,3.115242147394804e-08,1.3135502471107633e-07,5.5522053488346814e-12,2.1119465602126625e-25,1.6834294184847231e-06,3.3018206387003375e-25,4.3457386130970566e-09,1.6446572459778586e-19,8.9120647409932686e-14,6.1618627499131302e-19,3.569175856871361e-21,6.1406136006480844e-13,1.2797676743722395e-19,0.0056107566357920325,0.00095598344378975395,1.1394387446586452e-08,2.6051812511789905e-10,2.2417439047006721e-06,4.1517643811145771e-15,4.1834155022308844e-10,2.8933519743384594e-10,1.3503222453154815e-14,5.0334704202940363e-23,1.3204694731790037e-12,6.2488858269176452e-09,1.756670968174633e-08,3.6544473596162292e-15,1.0712130684840195e-13
5.143116120231584e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33099314939504804,0.11305532558054598,0.022341829118217724,0.0,3.4881536471458875e-11,3.1641002680812021e-08,1.3233981433577669e-07,5.6389530270194468e-12,2.1457279837083268e-25,1.6941544562714867e-06,3.3941769271444641e-25,4.3614912516439855e-09,1.6747888581109711e-19,9.0591808566541006e-14,6.234540366390494e-19,3.6110892479773425e-21,6.2202462999424931e-13,1.307145359892932e-19,0.0056127783691885926,0.00095934392878357683,1.1432825548999287e-08,2.6303638890372016e-10,2.2555354425505319e-06,4.204243603024032e-15,4.250828084734343e-10,2.9116444296333534e-10,1.3717677552529888e-14,5.141460599474233e-23,1.3295944104885673e-12,6.2861120052420133e-09,1.7563021035608329e-08,3.6717528602125412e-15,1.0792271007600588e-13
5.1799525134633456e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33098243729900734,0.11305133753159591,0.022338468184638621,0.0,3.6025469148107075e-11,3.263599529293451e-08,1.3431914411669728e-07,5.8156979974821369e-12,2.214489657268005e-25,1.7157031642164537e-06,3.5858020033419378e-25,4.3930471608841188e-09,1.7364389023024564e-19,9.3591909838023587e-14,6.3815980491391744e-19,3.6958564854829796e-21,6.3817523390777209e-13,1.3634108660883419e-19,0.005616742741566553,0.00096606380301563779,1.1509745851490913e-08,2.6811841131530527e-10,2.2832215524946988e-06,4.3108319597919769e-15,4.3881865668006493e-10,2.9483919692057749e-10,1.415475676887194e-14,5.3634146485749613e-23,1.3480161143069025e-12,6.3608705299986892e-09,1.7555824419849339e-08,3.706467782560114e-15,1.0953341668314517e-13
5.2131052673719315e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33097288587775148,0.11304783650041697,0.022335443961791754,0.0,3.708126515831295e-11,3.355208833027644e-08,1.3611166526415069e-07,5.9785280387326668e-12,2.2777590484482494e-25,1.7352094118461762e-06,3.7664189895957866e-25,4.4215057825632671e-09,1.7935362116885729e-19,9.6358876659543877e-14,6.5159055285357191e-19,3.7732248061603833e-21,6.5296849792783505e-13,1.4158135488421652e-19,0.005620222339666049,0.00097211044383582767,1.1579024298044413e-08,2.7274425178922242e-10,2.3082559517395072e-06,4.4086446216405867e-15,4.5147373741027732e-10,2.9816500312420185e-10,1.4557581366888592e-14,5.5701505882397775e-23,1.3647931640019444e-12,6.4285019651551541e-09,1.7549551861423776e-08,3.7378300704864947e-15,1.1099206568651418e-13
5.246258021280517e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33096341722922673,0.11304441705841967,0.022332420322101865,0.0,3.8162422668417223e-11,3.4488000899351463e-08,1.3791473511264211e-07,6.144981182760303e-12,2.3423586804298509e-25,1.7548221198426925e-06,3.955073545195011e-25,4.4500202752829781e-09,1.852196070799637e-19,9.9190323886911321e-14,6.652082090512381e-19,3.8516205000463671e-21,6.6800845113404272e-13,1.4699346927305347e-19,0.005623620230980635,0.00097815590768314921,1.1648350170288662e-08,2.774195451984809e-10,2.3334004768191698e-06,4.5082692970897165e-15,4.6441069785528902e-10,3.0150834847949383e-10,1.4969518733420837e-14,5.7836852701216947e-23,1.3817588630057516e-12,6.4964634448300546e-09,1.7543471055330017e-08,3.7693052578935881e-15,1.1245926111183167e-13
5.279410775189103e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33095402948542657,0.113041077340262,0.022329397263943083,0.0,3.9269417471639027e-11,3.5444028344534905e-08,1.3972836334581564e-07,6.3151173047919497e-12,2.4083072299465333e-25,1.7745412554834762e-06,4.1520771717894553e-25,4.4785912442011524e-09,1.9124529600215189e-19,1.0208734752204985e-13,6.7901437135793428e-19,3.9310496423262254e-21,6.832975408875924e-13,1.5258212038206695e-19,0.0056269382808775744,0.00098420019779903905,1.1717723363704144e-08,2.8214445376503637e-10,2.3586545235624602e-06,4.6097332794254524e-15,4.7763388594230706e-10,3.0486922009035603e-10,1.5390721986860806e-14,6.0042047769362826e-23,1.3989144603895865e-12,6.5647545427028797e-09,1.7537580050714757e-08,3.800893620548444e-15,1.1393501059030577e-13
5.30924825370683e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33094564818003308,0.11303813825043288,0.022326677007493467,0.0,4.0288201934506644e-11,3.6321897050306031e-08,1.4136966430985085e-07,6.4714387688727612e-12,2.4688298199493796e-25,1.7923794460269682e-06,4.3367846680238303e-25,4.5043538969735443e-09,1.9680785946410435e-19,1.0475165163402389e-13,6.9160242041018313e-19,4.0034244954410485e-21,6.9727275987763954e-13,1.5776680524125029e-19,0.0056298577687640657,0.00098963905798593122,1.1780199610443535e-08,2.8643942409075544e-10,2.3814763037349816e-06,4.7026462783164524e-15,4.8978309982396645e-10,3.0790897881302139e-10,1.5777855154725264e-14,6.2088014640726811e-23,1.4145186945040638e-12,6.6264979563652929e-09,1.7532438709962309e-08,3.8294202522153231e-15,1.15270505226296e-13
