Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2X(49),C2H4(47),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),C2H6X(52),COX(50),C2H4X(205),C2H4X(65),acetyl(43)
5.946927936712751e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45227780984100768,0.11864082511564043,0.022821143373377067,0.0,2.3013657005065534e-18,1.3197099465127021e-10,1.0065007089596415e-15,5.0786699784983433e-16,1.6551431034804844e-34,5.271564645511663e-07,8.6253895961930629e-31,5.2441592925286441e-07,1.5877278386584097e-21,2.987376080923548e-22,6.6786252589930038e-27,5.5160476626081891e-28,2.3939707865067439e-17,1.1545185308381117e-22,2.8612582110288645e-05,8.4863395483628923e-07,4.5698266803227338e-09,1.4532069004038724e-14,2.6920188403316071e-12,8.6691127237433078e-10,2.9733491480255735e-14,2.722997513871972e-23,1.3142871921856616e-19,3.9727081807716794e-13,8.5339970056835672e-14,3.0566212611970364e-10,3.6172577999592181e-20,2.2135948530183235e-20,2.4260710288698703e-21,7.4354981032164777e-28,3.3025610961301439e-29,1.2585303950207787e-27
6.073400467791073e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45227718429544939,0.11864020649869804,0.022821134350105757,0.0,2.4071037000392689e-18,1.3764080650732966e-10,1.0813132312627593e-15,5.4094569137732011e-16,1.8689606241952612e-34,5.3838324998327525e-07,9.7709497568817379e-31,5.3555889920862865e-07,1.7240219242408845e-21,3.1367090874698553e-22,7.3810880747134409e-27,6.0604267712070945e-28,2.5010618768547474e-17,1.2760193245360164e-22,2.9219961542081447e-05,8.666803695824361e-07,4.6788748782549841e-09,1.4877488425465307e-14,2.7557494212263155e-12,8.6895474346890681e-10,3.1664986512356291e-14,3.0665508178670405e-23,1.3463177547323274e-19,3.9820969948621825e-13,8.57618417020058e-14,3.142785872508732e-10,3.7983586918670951e-20,2.407227180310446e-20,2.6212843948032815e-21,8.5584370359426648e-28,3.6507030476908103e-29,1.3824887709445037e-27
6.199872998869395e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45227655879635542,0.11863958792830268,0.022821125326862965,0.0,2.5153996695006187e-18,1.434297339407997e-10,1.1598256377077621e-15,5.7543094418700487e-16,2.1050159511422093e-34,5.4961018492578074e-07,1.1039928293269949e-30,5.4670146497804735e-07,1.8687800552523722e-21,3.2899107539123531e-22,8.1402613774101945e-27,6.6447871666760085e-28,2.6106747598212234e-17,1.4073013679042865e-22,2.9827294362761997e-05,8.8472672726975452e-07,4.7882122897614341e-09,1.5224501270542259e-14,2.8194816629408018e-12,8.7089302892819792e-10,3.3678102135761771e-14,3.4445882898138294e-23,1.3784971844485953e-19,3.9910017941889732e-13,8.6180283540715365e-14,3.2291484495846979e-10,3.9840438723074314e-20,2.6132668406216685e-20,2.8270398455870616e-21,9.8213755256221277e-28,4.0269180776138328e-29,1.5154907038090696e-27
6.326345529947717e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45227593334371774,0.11863896940445079,0.022821116303648702,0.0,2.6262657569324216e-18,1.493377689558589e-10,1.242130389315356e-15,6.1135207909693243e-16,2.3650848395262392e-34,5.6083726187252012e-07,1.2442645854441877e-30,5.5784362658378881e-07,2.022332883413298e-21,3.4469954751415993e-22,8.959394716476959e-27,7.2710823041849176e-28,2.7228210707135513e-17,1.5489175881515498e-22,3.0434580575909221e-05,9.0277302790198606e-07,4.8978358896666051e-09,1.5573112465395135e-14,2.8832153965775459e-12,8.7273463512269344e-10,3.5774505675076604e-14,3.8597057838395225e-23,1.4108259458070695e-19,3.9994617536704155e-13,8.6596142352538586e-14,3.3156989274199552e-10,4.1743163310249048e-20,2.8322301569079541e-20,3.0436291738562429e-21,1.1238200260422533e-27,4.4327957452683917e-29,1.6579718115631864e-27
6.452818061026039e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45227530793752846,0.11863835092713877,0.022821107280462952,0.0,2.7397141497296065e-18,1.5536490355874229e-10,1.3283199928990972e-15,6.4873841964774733e-16,2.6510437316087505e-34,5.7206447392430964e-07,1.3990045838271279e-30,5.6898538404847866e-07,2.1850164282575977e-21,3.6079780775646253e-22,9.8418512218755443e-27,7.9413138352183497e-28,2.8375124805664924e-17,1.7014391842463703e-22,3.1041820185101791e-05,9.20819271482871e-07,5.0077428965574215e-09,1.5923326938707947e-14,2.9469504777399012e-12,8.7448738040369046e-10,3.7955863151369038e-14,4.3146303087299904e-23,1.4433045032834616e-19,4.0075129383095407e-13,8.7010216400582557e-14,3.4024280547709445e-10,4.3691789946935498e-20,3.0646437570962532e-20,3.271344350507389e-21,1.2823830814518073e-27,4.8699782241817084e-29,1.8103781683388822e-27
6.57929059210436e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45227468257778053,0.11863773249636306,0.02282109825730573,0.0,2.8557570746602224e-18,1.6151112975773722e-10,1.4184870018970176e-15,6.8761929003605464e-16,2.9648732415438909e-34,5.8329181473979513e-07,1.5693717841870533e-30,5.8012673739470228e-07,2.3571720273458104e-21,3.772873818042523e-22,1.0791109212956909e-26,8.6575316302036623e-28,2.9547606961628557e-17,1.8654557982117078e-22,3.1649013193918094e-05,9.388654580161494e-07,5.1179307532093898e-09,1.6275149622817445e-14,3.0106867824419014e-12,8.7615845081581373e-10,4.0223839283125588e-14,4.8122233457426296e-23,1.4759333215221494e-19,4.0151882999769452e-13,8.742314520404597e-14,3.4893273296566564e-10,4.5686331776809796e-20,3.3110445605673436e-20,3.5104775171699461e-21,1.4594271170518112e-27,5.3401607960848942e-29,1.9731663117928108e-27
6.705763123182682e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45227405726446662,0.11863711411212007,0.022821089234177021,0.0,2.9744067978973349e-18,1.6777643956317864e-10,1.5127240174403003e-15,7.2802401505373948e-16,3.3086616888712048e-34,5.9451927849025603e-07,1.7565921460735761e-30,5.9126768664500823e-07,2.5391462869229359e-21,3.9416983810223751e-22,1.1810763804965051e-26,9.4218338016128261e-28,3.074577460062971e-17,2.0415756830964189e-22,3.2256159605936246e-05,9.569115875055604e-07,5.2283971082041193e-09,1.6628585454303752e-14,3.0744242037571801e-12,8.7775445133008892e-10,4.258009748720482e-14,5.3554841533273947e-23,1.5087128654742837e-19,4.0225182146179634e-13,8.7835582630642741e-14,3.5763889367609837e-10,4.7726819425883649e-20,3.5719797646328263e-20,3.7613209810031043e-21,1.6566662514987413e-27,5.8450923353518583e-29,2.1468032510827249e-27
6.832235654261004e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45227343199758024,0.11863649577440621,0.022821080211076834,0.0,3.0956756250614558e-18,1.7416082498744552e-10,1.6111236897013816e-15,7.6998192003294953e-16,3.684608681691547e-34,6.0574685981816873e-07,1.9619610441091662e-30,6.0240823182191159e-07,2.7312910330286681e-21,4.1144678740536905e-22,1.2904528513365633e-26,1.0236366727684058e-27,3.1969745506410091e-17,2.2304258676572018e-22,3.2863259424734048e-05,9.7495765995484247e-07,5.3391397992941773e-09,1.6983639375421084e-14,3.1381626491070076e-12,8.7928145281368239e-10,4.5026299879790279e-14,5.9475530577619918e-23,1.5416436005019884e-19,4.0295307425385151e-13,8.8248184376164853e-14,3.6636056919884732e-10,4.9813287954489818e-20,3.8480068310080219e-20,4.0241672116066953e-21,1.8759337330609694e-27,6.3865757839274082e-29,2.3317664753775154e-27
6.958708185339326e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45227280677711446,0.11863587748321797,0.022821071188005155,0.0,3.2195759012710733e-18,1.8066427804495703e-10,1.7137787194972428e-15,8.1352233079616253e-16,4.0950287487474316e-34,6.1697455379913154e-07,2.1868457175974149e-30,6.1354837294789557e-07,2.9339632630507324e-21,4.2911988219969977e-22,1.4076236856291636e-26,1.1103325076897219e-27,3.3219637821279305e-17,2.4326523179314989e-22,3.3470312653889076e-05,9.9300367536773316e-07,5.4501568383637058e-09,1.7340316335075711e-14,3.2019020380281414e-12,8.8074503519035772e-10,4.7564107277342807e-14,6.5917147290295718e-23,1.5747259924705502e-19,4.0362514651173477e-13,8.8661430365264087e-14,3.7509709935801218e-10,5.1945749182838633e-20,4.1396934722831432e-20,4.2993088396535112e-21,2.119187476048316e-27,6.9664686172658658e-29,2.5285439629876655e-27
7.085180716417648e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45227218160306337,0.1186352592385517,0.022821062164961995,0.0,3.3461200111997365e-18,1.8728679075216934e-10,1.8207818599725429e-15,8.5867457361088208e-16,4.5423550203295446e-34,6.2820235590685332e-07,2.4326877540941755e-30,6.2468811004541504e-07,3.1475250977183053e-21,4.4719081601791701e-22,1.5329843955298094e-26,1.2024951833314452e-27,3.4495570046596155e-17,2.648920095820912e-22,3.4077319296978552e-05,1.0110496337479704e-06,5.5614463971251596e-09,1.7698621288706644e-14,3.265642300314915e-12,8.8215032712584611e-10,5.0195179197552026e-14,7.2914014411954111e-23,1.6079605078291817e-19,4.0427039156393398e-13,8.9075820036738671e-14,3.8384787729983385e-10,5.4124235048111075e-20,4.4476176383947272e-20,4.5870386569612691e-21,2.3885157237979706e-27,7.5866833016274047e-29,2.7376341910270213e-27
7.21165324749597e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45227155647542067,0.11863464104040385,0.02282105314194734,0.0,3.4753203791384562e-18,1.9402835512757256e-10,1.9322259183904636e-15,9.0546797514855618e-16,5.0291429578275992e-34,6.3943026198094785e-07,2.7010056064516596e-30,6.3582744313689761e-07,3.3723437335314566e-21,4.6566132267077452e-22,1.6669428134567237e-26,1.3003538322850005e-27,3.5797661043274759e-17,2.8799135148010351e-22,3.4684279357579504e-05,1.0290955350992903e-06,5.6730067941116133e-09,1.8058559198805007e-14,3.3293833744667145e-12,8.8350204253410626e-10,5.2921173860287149e-14,8.0501963166665103e-23,1.6413476136647481e-19,4.0489099361275615e-13,8.9491910131637891e-14,3.9261234512044743e-10,5.634878889966978e-20,4.7723675030990218e-20,4.8876496177648239e-21,2.6861428372426028e-27,8.2491877430673086e-29,2.9595461454516987e-27
7.338125778574291e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45227093139418068,0.11863402288877087,0.022821044118961201,0.0,3.6071894690623922e-18,2.0088896319168801e-10,2.0482037581213318e-15,9.5393186244738452e-16,5.5580741320371086e-34,6.5065826819733252e-07,2.9933971430745973e-30,6.4696637224474731e-07,3.60879139562513e-21,4.8453317541184373e-22,1.8099192518702137e-26,1.4041424240518303e-27,3.7126030032321319e-17,3.1263362928434384e-22,3.5291192839268613e-05,1.0471413794254295e-06,5.7848364831328238e-09,1.8420135036029243e-14,3.3931252063993521e-12,8.8480451413231156e-10,5.5743748188547164e-14,8.8718365537292076e-23,1.6748877777451438e-19,4.0548894053414768e-13,8.9910057279681547e-14,4.0138999019925132e-10,5.861942122929715e-20,5.1145414504487195e-20,5.2014348410225269e-21,3.0144352088241692e-27,8.9560057283649605e-29,3.1947993316671504e-27
7.464598309652613e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45227030635933757,0.11863340478364914,0.022821035096003563,0.0,3.7417397847008058e-18,2.078686069670654e-10,2.1688083006139757e-15,1.0040955628786945e-15,6.1319600502262063e-34,6.6188637104102749e-07,3.3115422310474656e-30,6.5810489739134412e-07,3.8572452910650854e-21,5.0380818605002689e-22,1.9623466629226459e-26,1.5140997678697757e-27,3.8480796595400181e-17,3.3889117026405462e-22,3.5898059745622316e-05,1.065187166730124e-06,5.8969340421167573e-09,1.878335377885024e-14,3.4568677483785401e-12,8.8606172427060151e-10,5.8664557809410081e-14,9.7602166368165592e-23,1.7085814685608567e-19,4.0606605253158677e-13,9.0330626287078278e-14,4.1018034133163199e-10,6.0936163976624544e-20,5.4747480612743978e-20,5.5286876135958078e-21,3.3759073012056347e-27,9.7092173581561637e-29,3.4439237856923923e-27
7.591070840730935e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45226968137088597,0.11863278672503511,0.02282102607307443,0.0,3.8789838696093836e-18,2.1496727847828069e-10,2.2941325273473657e-15,1.0559884041165731e-15,6.7537460319258819e-34,6.7311456728116821e-07,3.6572053517618712e-30,6.6924301859904835e-07,4.1180875625727644e-21,5.2348820402284658e-22,2.1246707979850863e-26,1.6304695156437236e-27,3.9862080675401183e-17,3.6683827192257107e-22,3.6504880080216739e-05,1.0832328970171082e-06,6.0092981628872805e-09,1.9148220412985021e-14,3.5206109581325304e-12,8.8727733325911659e-10,6.1685257054981739e-14,1.0719391528986783e-22,1.7424291553445507e-19,4.066240297696841e-13,9.0754108616363402e-14,4.189829652272272e-10,6.3299071290984035e-20,5.8536060996719327e-20,5.8697013941384775e-21,3.7732278100983232e-27,1.0510959472536362e-28,3.7074600854942225e-27
7.717543371809257e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45226905642882048,0.11863216871292522,0.022821017050173798,0.0,4.0189343072441639e-18,2.2218496975193377e-10,2.4242694819665434e-15,1.1096397141104521e-15,7.4265151333582945e-34,6.8434285394803196e-07,4.0322382486364144e-30,6.8038073589019952e-07,4.3917052426754816e-21,5.4357511544271343e-22,2.2973503670633543e-26,1.7535001649825837e-27,4.1270002577012518e-17,3.9655121650810865e-22,3.7111653846627792e-05,1.101278570290117e-06,6.1219276423803102e-09,1.9514739932723918e-14,3.5843547981066265e-12,8.8845470540536848e-10,6.4807498963343709e-14,1.1753579846140116e-22,1.7764313080811999e-19,4.0716442015084469e-13,9.1180771089736755e-14,4.2779746382744355e-10,6.57081525122486e-20,6.2517444994970688e-20,6.2247698175517078e-21,4.2092259503661836e-27,1.1363426069401224e-28,3.985959362795359e-27
7.844015902887579e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45226843153313595,0.11863155074731588,0.022821008027301672,0.0,4.1616037210364353e-18,2.2952167281664622e-10,2.5593122723503623e-15,1.1650788210603807e-15,8.1534921204519754e-34,6.9557122831192251e-07,4.4385826065492918e-30,6.9151804928712024e-07,4.6784902082786172e-21,5.6407084212678369e-22,2.4808571981141659e-26,1.8834450623436108e-27,4.2704682967309057e-17,4.2810828528185557e-22,3.7718381048431036e-05,1.1193241865528843e-06,6.2348213739679605e-09,1.9882917340935041e-14,3.648099234833249e-12,8.8959693295121487e-10,6.8032935279500572e-14,1.286716701254016e-22,1.8105883975253363e-19,4.0768862894794295e-13,9.1610855027147914e-14,4.3662347127801647e-10,6.8163437193118783e-20,6.6698023508682649e-20,6.5941866998883921e-21,4.6868978646319282e-27,1.2268868715771785e-28,4.2799833155473207e-27
7.9704884339659e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45226780668382716,0.1186309328282035,0.022820999004458047,0.0,4.3070047744680308e-18,2.3697737970305969e-10,2.6993540725280369e-15,1.2223350533947432e-15,8.9380474904205472e-34,7.0679968786375547e-07,4.8782727626281564e-30,7.0265495881211597e-07,4.9788391356566156e-21,5.8497734061841607e-22,2.6756763962594799e-26,2.0205624062834227e-27,4.4166242876328193e-17,4.6158977255120734e-22,3.8325061689201792e-05,1.1373697458091441e-06,6.3479783393285683e-09,2.0252757647234389e-14,3.7118442383993978e-12,8.9070685807686483e-10,7.1363216456326499e-14,1.4064708397244184e-22,1.8449008952013852e-19,4.0819797824300643e-13,9.2044812865362045e-14,4.4546065104189957e-10,7.0664992976088793e-20,7.1084288866786942e-20,6.9782460436027409e-21,5.2094131536623276e-27,1.322959695233182e-28,4.5901042203415919e-27
8.096960965044222e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45226718188088932,0.11863031495558454,0.022820989981642913,0.0,4.4551501711466503e-18,2.4455208244383399e-10,2.8444881247991636e-15,1.2814377397502024e-15,9.7837015418932179e-34,7.1802823029721895e-07,5.3534384480536243e-30,7.1379146448747689e-07,5.2931534558597397e-21,6.0629660120778606e-22,2.8823065029075145e-26,2.1651152508147781e-27,4.5654803697632533e-17,4.9707799947553342e-22,3.8931695772515093e-05,1.1554152480626286e-06,6.461397601815171e-09,2.0624265869326232e-14,3.7755897819966369e-12,8.9178709312436327e-10,7.4799991655511141e-14,1.5350932431078871e-22,1.8793692733911951e-19,4.0869367720088512e-13,9.2482853742845246e-14,4.5430869400202022e-10,7.3212828569825414e-20,7.5682834691182716e-20,7.3772420430607434e-21,5.7801215278213311e-27,1.4247978691390192e-28,4.9169049451154342e-27
8.223433496122544e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45226655712431757,0.11862969712945541,0.02282098095885628,0.0,4.6060526548807691e-18,2.5224577307364528e-10,2.9948077417925048e-15,1.3424162089536667e-15,1.069412849357505e-33,7.2925685349237467e-07,5.8663075605276328e-30,7.2492756633547849e-07,5.6218393105333319e-21,6.2803064695854202e-22,3.1012596547925363e-26,2.3173715088681451e-27,4.7170487188880281e-17,5.3465732765164685e-22,3.9538283301945698e-05,1.1734606933170716e-06,6.5750782997602809e-09,2.0997447034061204e-14,3.8393358415395112e-12,8.9284003918359731e-10,7.8344908748504722e-14,1.6730743703828915e-22,1.9139940051347396e-19,4.0917680894815845e-13,9.2925098161573191e-14,4.6316731613117352e-10,7.5806967349272312e-20,8.0500355762065027e-20,7.7914690902416543e-21,6.4025595788354329e-27,1.5326440608475248e-28,5.2609789627675456e-27
8.349906027200866e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45226593241410706,0.11862907934981254,0.022820971936098135,0.0,4.7597250097537238e-18,2.6005844362918484e-10,3.1504063082280533e-15,1.4052997900060863e-15,1.1673160651405642e-33,7.4048555550058859e-07,6.4192089670540283e-30,7.3606326437838367e-07,5.9653075081462142e-21,6.5018153274493549e-22,3.3330617429241704e-26,2.4776039558558966e-27,4.8713415472378238e-17,5.7441417248592571e-22,4.0144824281068105e-05,1.1915060815762042e-06,6.6890196399039629e-09,2.1372306174250636e-14,3.9030823953398532e-12,8.938679031746194e-10,8.199961431746263e-14,1.8209226041335526e-22,1.9487755642209168e-19,4.096483987933974e-13,9.3371977937537471e-14,4.7203625601235287e-10,7.8447493359721017e-20,8.5543647883368482e-20,8.2212217805569559e-21,7.0804576710772326e-27,1.6467468527763793e-28,5.6229303644774157e-27
8.476378558279188e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45226530775025331,0.11862846161665233,0.022820962913368489,0.0,4.9161800601967699e-18,2.6799008614915719e-10,3.3113772829132257e-15,1.4701178120679144e-15,1.2724792624184915e-33,7.5171433453067763e-07,7.0145753366815865e-30,7.4719855863844259e-07,6.3239734806248478e-21,6.7275134430379054e-22,3.5782525714508505e-26,2.6460902333367834e-27,5.0283711035607892e-17,6.164370163597245e-22,4.0751318713456482e-05,1.2095514128437581e-06,6.8032208924416494e-09,2.1748848329515705e-14,3.9668294238270826e-12,8.9487271354922553e-10,8.576575365618914e-14,1.9791645562230925e-22,1.9837144251611147e-19,4.1010939546181808e-13,9.3823678246963097e-14,4.8091527356655811e-10,8.1134416091950953e-20,9.0819607748332306e-20,8.6667949187267675e-21,7.8177469515587087e-27,1.7673607801535838e-28,6.003373872976882e-27
8.60285108935751e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45226468313275159,0.11862784392997125,0.022820953890667326,0.0,5.0754306710610196e-18,2.7604069267427925e-10,3.4778142007482646e-15,1.536899604446068e-15,1.385318558764087e-33,7.6294318893617734e-07,7.6549460028672565e-30,7.5833344913789369e-07,6.6982572403899126e-21,6.9574219730626754e-22,3.8373860164558209e-26,2.8231128527786593e-27,5.1881496731753811e-17,6.6081642159435218e-22,4.1357766602684778e-05,1.2275966871234649e-06,6.9176813859432795e-09,2.2127078549169535e-14,4.0305769093071566e-12,8.95856334723532e-10,8.9644970771080534e-14,2.1483453714062652e-22,2.0188110631787709e-19,4.1056063330007554e-13,9.4280194758479808e-14,4.8980414833398151e-10,8.3867747323712623e-20,9.6335232805193155e-20,9.1284835246741989e-21,8.6185664778282736e-27,1.8947463683835963e-28,6.4029348571642603e-27
8.729323620435831e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45226405856159763,0.11862722628976571,0.022820944867994658,0.0,5.2374897476878118e-18,2.842102552472785e-10,3.6498106742646719e-15,1.6056744965822502e-15,1.5062671596917365e-33,7.7417211720363869e-07,8.342969855123744e-30,7.6946793589896543e-07,7.0885833377919462e-21,7.1915623645134547e-22,4.111030184668535e-26,3.0089591994163065e-27,5.3506895780216245e-17,7.076450432215822e-22,4.1964167952326654e-05,1.2456419044190551e-06,7.0324005019097979e-09,2.250700188778767e-14,4.0943248357543975e-12,8.9682048034353367e-10,9.3638908382067576e-14,2.3290290288586464e-22,2.0540659541971875e-19,4.110029032356998e-13,9.4741948255370783e-14,4.9870267722636796e-10,8.6647590531617248e-20,1.0209762112301026e-19,9.6065828393928121e-21,9.4872704629655238e-27,2.0291701698515041e-28,6.8222493462603095e-27
8.855796151514153e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45226343403678676,0.11862660869603213,0.022820935845350471,0.0,5.4023702359774737e-18,2.9249876591289229e-10,3.8274603954182541e-15,1.6764718180425058e-15,1.6357757947459867e-33,7.8540111794187158e-07,9.0814082596191664e-30,7.8060201894387634e-07,7.4953808189426876e-21,7.4299563458272159e-22,4.3997675720886891e-26,3.2039215362010468e-27,5.5160031767086718e-17,7.5701764156538536e-22,4.2570522765955464e-05,1.2636870647342591e-06,7.1473776711106351e-09,2.2888623404714286e-14,4.1580731886311393e-12,8.9776672547758677e-10,9.7749207923557072e-14,2.5217986416030656e-22,2.0894795748053291e-19,4.1143695351759532e-13,9.5209137852537521e-14,5.0761067373735933e-10,8.9473958942625097e-20,1.0811397125762799e-19,1.0101388330748202e-20,1.0428435636858666e-26,2.1709048001817104e-28,7.2619640432883845e-27
8.982268682592475e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45226280955831499,0.11862599114876696,0.022820926822734768,0.0,5.5700851224566129e-18,3.0090621671786604e-10,4.0108571375413552e-15,1.7493208985078828e-15,1.7743131584276731e-33,7.9663018987205732e-07,9.8731380083986282e-30,7.917356982948351e-07,7.9190831839388034e-21,7.6726259183315494e-22,4.7041952225531267e-26,3.4082970078396466e-27,5.6841028645621637e-17,8.0903109464035299e-22,4.317683104714431e-05,1.281732168072806e-06,7.2626123698627356e-09,2.3271948169543135e-14,4.2218219547307019e-12,8.9869651782266574e-10,1.0197750954537314e-13,2.7272567538156371e-22,2.1250524022391192e-19,4.1186342817297833e-13,9.568162566650779e-14,5.1652796679980264e-10,9.2346845383677475e-20,1.1439158211777957e-19,1.0613195699195132e-20,1.1446868722937418e-26,2.3202289739667911e-28,7.7227363405319084e-27
9.108741213670797e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45226218512617783,0.11862537364796659,0.022820917800147545,0.0,5.7406474343435144e-18,3.0943259971095299e-10,4.2000947566294899e-15,1.8242510677661059e-15,1.9223663559551517e-33,8.0785933181866305e-07,1.0721154296900482e-29,8.0286897397404222e-07,8.3601283454745388e-21,7.9195933479665215e-22,5.0249248862218377e-26,3.6223876449191144e-27,5.8550010736705572e-17,8.6378441037203565e-22,4.3783092799465999e-05,1.2997772144384257e-06,7.3781041153782786e-09,2.3656981256886739e-14,4.2855711220400413e-12,8.9961118800441166e-10,1.0632545211369745e-13,2.9460256359960314e-22,2.1607849143703946e-19,4.1228293187890461e-13,9.6159820176175774e-14,5.2545439862466245e-10,9.5266375602115354e-20,1.2093785283133651e-19,1.1142300883383014e-20,1.2547614029525244e-26,2.477427539981761e-28,8.205234334580511e-27
9.235213744749119e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522615607403711,0.11862475619362749,0.022820908777588807,0.0,5.9140702396115257e-18,3.180779069429124e-10,4.3952671928621813e-15,1.9012916557041454e-15,2.0804413538581773e-33,8.1908854270108776e-07,1.1628573729443983e-29,8.140018460036904e-07,8.8189585878399796e-21,8.1708811572772318e-22,5.3625831779667343e-26,3.8465003681135121e-27,6.0287102729271655e-17,9.213787386441885e-22,4.4389308026493091e-05,1.3178222038348468e-06,7.4938524630618677e-09,2.4043727743323328e-14,4.3493206796190624e-12,9.0051195904438106e-10,1.1079467321200884e-13,3.1787475779885978e-22,2.196677589670022e-19,4.126960576042649e-13,9.6643978813283984e-14,5.3438982425599684e-10,9.8232571894597185e-20,1.2776028261170608e-19,1.1689000065621748e-20,1.3735961154970088e-26,2.6427915158982551e-28,8.7101368396428888e-27
9.36168627582744e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45226093640089066,0.11862413878574607,0.022820899755058549,0.0,6.0903666470509417e-18,3.2684213046650935e-10,4.5964684725319364e-15,1.9804719923016118e-15,2.2490634354022652e-33,8.3031782152598689e-07,1.2598637352369082e-29,8.2513431440596427e-07,9.2960205263015499e-21,8.426512117715533e-22,5.7178117357119312e-26,4.0809469924702068e-27,6.2052429680714575e-17,9.8191738317769064e-22,4.4995476731797843e-05,1.3358671362657981e-06,7.6098570039858896e-09,2.4432192716154732e-14,4.4130706174943104e-12,9.0139995506177934e-10,1.1538680914202244e-13,3.4260851798428607e-22,2.2327309071825418e-19,4.1310330591822173e-13,9.713381950302931e-14,5.4333411101546132e-10,1.0124539854226326e-19,1.3486647062438094e-19,1.2253589677204419e-20,1.5017452805709975e-26,2.8166181225122223e-28,9.2381334036450188e-27
9.488158806905762e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45226031210773238,0.11862352142431877,0.022820890732556762,0.0,6.2695498063289554e-18,3.3572526233651264e-10,4.803792709087072e-15,2.0618214076248773e-15,2.4287776608412118e-33,8.4154716738021552e-07,1.3634713714512989e-29,8.3626637920304211e-07,9.7917650668613417e-21,8.6865092422495349e-22,6.0912673786983731e-26,4.3260442317722124e-27,6.3846117017301412e-17,1.0455058132456787e-21,4.560159891895224e-05,1.353912011735007e-06,7.7261173607663324e-09,2.4822381268287415e-14,4.4768209265649938e-12,9.0227620927147513e-10,1.2010349492462796e-13,3.6887216405036985e-22,2.2689453465182413e-19,4.1350513290007915e-13,9.7629723209466226e-14,5.5228713631007151e-10,1.0430500561939006e-19,1.4226411585364275e-19,1.28363664035746e-20,1.6397892726426461e-26,2.9992108174983682e-28,9.7899243243844921e-27
9.614631337984084e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225968786089221,0.118622904109342,0.022820881710083455,0.0,6.4516329080472803e-18,3.4472729460969525e-10,5.0173341043069146e-15,2.145369231821861e-15,2.6201493324952953e-33,8.5277657942434198e-07,1.4740301954711352e-29,8.4739804041709534e-07,1.0306647366392015e-20,8.9508957782470436e-22,6.4836222656326202e-26,4.5821137029724781e-27,6.5668290534537563e-17,1.1122516752292604e-21,4.6207674591528017e-05,1.3719568302462014e-06,7.8426331855224335e-09,2.5214298491037092e-14,4.5405715985196836e-12,9.0314167133518598e-10,1.2494636430082736e-13,3.9673610443231343e-22,2.3053213878176253e-19,4.1390200950151474e-13,9.8132058278804234e-14,5.6124878738288066e-10,1.0741143327582325e-19,1.4996101696942283e-19,1.34376271893161e-20,1.788335374143497e-26,3.1908793287040639e-28,1.0366220662292426e-26
