Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),H2X(49),C2H4(47),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),C2H6X(52),COX(50),C2H4X(205),C2H4X(65),acetyl(43)
8.266214266511918e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44326919228009876,0.10999217452335593,0.022256838209720263,0.0,1.2091326370520005e-07,0.00024424495446975428,1.4838353413670119e-05,1.363114591967153e-06,5.1410754318010556e-17,0.00080428268674425534,6.2169614500411412e-14,0.00031267871241975274,5.3376360702448342e-11,2.5041967702291832e-10,8.3245859302904057e-13,1.3003239894111755e-14,4.1852847795248594e-08,3.0790121064974044e-09,0.0078539175365078279,0.0011144213221629298,6.2996500819625928e-05,2.7314527331995727e-08,4.4530774115365789e-09,5.2912395112096798e-08,4.7196124147808035e-06,4.8578518898186974e-09,6.5048670458193616e-12,2.5123112339394661e-10,3.2572837487889724e-07,1.619499748714084e-06,4.8679520597514447e-13,3.6395496739239135e-09,4.6011121021946626e-11,1.4916413498536606e-10,8.6970972319465389e-16,2.9863540519976143e-14
8.29633025945469e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44326445538223896,0.10998829093328623,0.022254825447446228,0.0,1.2225263349145534e-07,0.00024575531113951753,1.4959517499003438e-05,1.3777327618567856e-06,5.2174747526886975e-17,0.00080731470571924558,6.3300125333436878e-14,0.00031304154184713022,5.3965143440427945e-11,2.543792009150529e-10,8.4029135495410376e-13,1.3164280255937119e-14,4.220421008176677e-08,3.1246215091040834e-09,0.0078546171752797277,0.001118323813783474,6.3099950429099382e-05,2.7455454807819027e-08,4.4694618572820094e-09,5.3107754020572163e-08,4.7495561801145689e-06,4.9298668636448462e-09,6.572650180585506e-12,2.5212470928928031e-10,3.2634323686698786e-07,1.6198793354842318e-06,4.896535379390292e-13,3.6790126757029018e-09,4.6386361625759672e-11,1.5171901369827965e-10,8.825833159575755e-16,3.0220898117498862e-14
8.326446252397463e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44325973720654377,0.109984424430939,0.022252812910121635,0.0,1.2360127517867576e-07,0.00024726800327193229,1.5081133481812012e-05,1.3924505840567636e-06,5.2946634912903419e-17,0.00081034657382937571,6.4446691125331092e-14,0.00031340169712359116,5.4558074617948621e-11,2.5838505766970032e-10,8.4815864467191523e-13,1.332659823792473e-14,4.2556972065037022e-08,3.170730408391737e-09,0.0078552992270827272,0.0011222253927184989,6.3203133353213628e-05,2.7596559266774993e-08,4.4858424773595569e-09,5.3303099565541425e-08,4.779547968259121e-06,5.0026711532620715e-09,6.6408764446578328e-12,2.5301757388061693e-10,3.2695643400541534e-07,1.6202562692483018e-06,4.9251879432079644e-13,3.7187478493444916e-09,4.6762997595567379e-11,1.5430732369050961e-10,8.9559775830450245e-16,3.0581005000557115e-14
8.356562245340235e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44325503743366385,0.10998057470529615,0.022250800597549438,0.0,1.2495921653076036e-07,0.00024878301778801128,1.5203201262611608e-05,1.4072683170414007e-06,5.3726461861190154e-17,0.0008133782846619196,6.560947345408184e-14,0.00031375919670616941,5.5155165349044842e-11,2.6243759522825823e-10,8.5606041884989047e-13,1.3490198214470098e-14,4.2911132506918212e-08,3.2173422854449153e-09,0.0078559640088507535,0.0011261260594351511,6.3306051755276192e-05,2.7737840352053004e-08,4.502219236961769e-09,5.3498431334029635e-08,4.8095875041382392e-06,5.0762702644988089e-09,6.7095471017795456e-12,2.5390972529745236e-10,3.2756798272039549e-07,1.6206305931106044e-06,4.953909757643855e-13,3.7587559107735716e-09,4.71410285918673e-11,1.5692936180230771e-10,9.0875402997867343e-16,3.0943870870599052e-14
8.386678238283008e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44325035574999189,0.1099767414510083,0.022248788509535523,0.0,1.2632648530104282e-07,0.00025030034170127471,1.5325720743027675e-05,1.4221862182917091e-06,5.4514273817260153e-17,0.00081640983184621033,6.6788634791193149e-14,0.00031411405892621817,5.5756426702094388e-11,2.6653716258449481e-10,8.639966341705184e-13,1.3655084556135451e-14,4.326669016568963e-08,3.2644606303990326e-09,0.0078566118318098115,0.0011300258143935966,6.340870777198856e-05,2.7879297708841927e-08,4.5185921015267782e-09,5.3693748915846271e-08,4.8396745146259117e-06,5.1506697175196306e-09,6.7786634151308868e-12,2.5480117147473366e-10,3.2817789903583507e-07,1.6210023484772519e-06,4.9827008274992958e-13,3.7990375731442639e-09,4.7520454278491012e-11,1.5958542613324737e-10,9.2205311324757932e-16,3.1309505421047966e-14
8.41679423122578e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44324569184755669,0.10997292436829044,0.022246776645888665,0.0,1.2770310923239867e-07,0.00025181996211699189,1.5448691825712446e-05,1.4372045442954425e-06,5.5310116287012444e-17,0.0008194412090534349,6.7984338501208373e-14,0.00031446630199028842,5.6361869699853366e-11,2.7068410978089536e-10,8.7196724733082266e-13,1.3821261629645811e-14,4.362364379609888e-08,3.3120889424010242e-09,0.0078572430015826731,0.0011339246580472021,6.3511103513925996e-05,2.8020930985852427e-08,4.5349610367371612e-09,5.3889051903540831e-08,4.8698087285300959e-06,5.2258750467629782e-09,6.8482266475405092e-12,2.5569192045457276e-10,3.2878619858780719e-07,1.621371575131509e-06,5.0115611550112247e-13,3.8395935468399925e-09,4.7901274322351118e-11,1.6227581603924592e-10,9.354959928917748e-16,3.1677918337155711e-14
8.446910224168553e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44324104542392612,0.10996912316282557,0.022244765006420468,0.0,1.2908911605735564e-07,0.00025334186623147248,1.5572114414272581e-05,1.4523235505471902e-06,5.611403483673412e-17,0.00082247240999643967,6.9196748841205325e-14,0.00031481594398095723,5.6971505319491675e-11,2.748787879051661e-10,8.7997221504211222e-13,1.3988733797883355e-14,4.3981992149407507e-08,3.3602307295717581e-09,0.0078578578182853173,0.0011378225908427228,6.3613241065986674e-05,2.8162739827936515e-08,4.5513260085185436e-09,5.4084339892483599e-08,4.8999898765775992e-06,5.3018918008816649e-09,6.9182380612241473e-12,2.5658197897098741e-10,3.2939289663502445e-07,1.6217383113039057e-06,5.0404907447205554e-13,3.8804245394737192e-09,4.828348839321733e-11,1.650008321296744e-10,9.4908365619409753e-16,3.204911929588451e-14
8.477026217111325e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44323641618210802,0.10996533754566634,0.022242753590945345,0.0,1.3048453349820227e-07,0.0002548660413313431,1.5695988413193508e-05,1.4675434915484636e-06,5.6926075093103262e-17,0.00082550342842953317,7.042603096029659e-14,0.00031516300285767198,5.75853444926293e-11,2.7912154908669416e-10,8.8801149402971389e-13,1.4157505419882341e-14,4.4341733973436923e-08,3.4088895089679626e-09,0.0078584565766256081,0.0011417196132204638,6.371512248782565e-05,2.8304723886392936e-08,4.567686983038651e-09,5.4279612480744192e-08,4.9302176913986676e-06,5.3787255426826221e-09,6.9886989180819502e-12,2.5747135444410529e-10,3.2999800807527549e-07,1.6221025937363525e-06,5.0694895967908226e-13,3.9215312558881609e-09,4.8667096163488063e-11,1.6776077626444254e-10,9.6281709292889841e-16,3.2423117965760902e-14
8.507142210054097e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44323180383044863,0.10996156723313484,0.022240742399280432,0.0,1.3188938926709768e-07,0.00025639247479281128,1.5820313727764075e-05,1.4828646208077973e-06,5.7746282743191758e-17,0.00082853425814828326,7.1672350899098264e-14,0.0003155074964576091,5.8203398105375017e-11,2.8341274649291013e-10,8.9608504103269466e-13,1.4327580850823381e-14,4.4702868012615541e-08,3.4580688065431598e-09,0.0078590395660034038,0.0011456157256144628,6.3816749814314805e-05,2.8446882816323012e-08,4.5840439267060123e-09,5.447486926907485e-08,4.9604919075112587e-06,5.4563818490650621e-09,7.0596104795189094e-12,2.5836005447700489e-10,3.3060154745791105e-07,1.6224644577526017e-06,5.0985577087876172e-13,3.962914398156042e-09,4.9052097307958622e-11,1.7055595155099054e-10,9.7669729535088076e-16,3.2799924006747504e-14
8.53725820299687e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44322720808253574,0.10995781194672608,0.02223873143124554,0.0,1.3330371106618361e-07,0.0002579211540809426,1.5945090264006621e-05,1.4982871908408956e-06,5.8574703534467423e-17,0.00083156489298931403,7.2935875589161986e-14,0.00031584944249652704,5.8825676998366536e-11,2.8775273432564948e-10,9.041928128036888e-13,1.4498964442026289e-14,4.5065393008025819e-08,3.5077721571086562e-09,0.0078596070706077551,0.0011495109284526692,6.3918125055994077e-05,2.8589216267306001e-08,4.6003968061685346e-09,5.4670109861051188e-08,4.990812261305662e-06,5.5348663109587262e-09,7.1309740064512161e-12,2.59248085061874e-10,3.312035289935348e-07,1.6228239373273029e-06,5.1276950818653913e-13,4.0045746655804781e-09,4.9438491503604082e-11,1.7338666234125135e-10,9.90725258183893e-16,3.3179547070116611e-14
8.567374195939642e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44322262865710621,0.10995407141301657,0.022236720686663155,0.0,1.3472752658768807e-07,0.00025945206674897345,1.6070317928616044e-05,1.513811453170841e-06,5.9411383274795439e-17,0.00083459532683010545,7.4216772852358792e-14,0.00031618885856958729,5.9452191966812387e-11,2.9214186781756703e-10,9.1233476610899561e-13,1.4671660540940959e-14,4.5429307697450269e-08,3.5580031042952777e-09,0.0078601593695080685,0.0011534052221570845,6.4019250199444711e-05,2.8731723899635126e-08,4.6167455883125849e-09,5.4865333862833724e-08,5.0211784910298371e-06,5.6141845332633254e-09,7.2027907592969021e-12,2.6013545372513038e-10,3.318039665698e-07,1.623181065134861e-06,5.1569017101083324e-13,4.0465127546955031e-09,4.9826278429398187e-11,1.7625321422861674e-10,1.0049019786101877e-15,3.3561996798334542e-14
8.594478589588138e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44321852090155556,0.10995071732427399,0.022234911207446233,0.0,1.3601710056943662e-07,0.00026083178747326948,1.6183408464893657e-05,1.5278704432656774e-06,6.01714943514032e-17,0.00083732254040411722,7.5384573361019196e-14,0.00031649218436040176,6.0019686168591742e-11,2.9613440192654237e-10,9.1969171357404199e-13,1.482821281410001e-14,4.5758018060468363e-08,3.6036649877621998e-09,0.0078606436642391815,0.0011569093095257913,6.4110050617507115e-05,2.8860129410877587e-08,4.6314559618575878e-09,5.5041020956513507e-08,5.0485471068488604e-06,5.686288442148355e-09,7.2678143864654871e-12,2.6093352495716273e-10,3.323430515271864e-07,1.6235004954095156e-06,5.1832468852728414e-13,4.0844951458988503e-09,5.0176477183016693e-11,1.7886400863624825e-10,1.0177890408796265e-15,3.3908626314474836e-14
8.621582983236634e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4432144259455123,0.10994737477543114,0.022233101908958327,0.0,1.3731440706300676e-07,0.00026221329827335628,1.6296864272863039e-05,1.5420121890131689e-06,6.0938365809059426e-17,0.00084004958183545616,7.6566705905424017e-14,0.00031679348769260982,6.059062810464147e-11,3.0016729299940165e-10,9.2707628157578961e-13,1.4985834900620975e-14,4.6087852125893999e-08,3.6497596975989266e-09,0.0078611160607421366,0.001160412661132865,6.4200651461411348e-05,2.8988675482105631e-08,4.6461629661379502e-09,5.5216694012098938e-08,5.0759524834141084e-06,5.7590763537295283e-09,7.333207065592825e-12,2.6173106965051324e-10,3.3288090655879166e-07,1.6238180683348767e-06,5.2096481508767489e-13,4.1227036384951417e-09,5.0527803557868755e-11,1.815043073865945e-10,1.0307981368862132e-15,3.4257560249006445e-14
8.64868737688513e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44321034359426609,0.10994404357735565,0.022231292791075281,0.0,1.3861946623588798e-07,0.00026359659025597246,1.6410685285652935e-05,1.5562368717121134e-06,6.171203116719157e-17,0.00084277644674489579,7.7763294675050253e-14,0.00031709278114580548,6.1165025550453605e-11,3.0424080212819041e-10,9.3448843862563378e-13,1.5144529961720588e-14,4.6418808966896294e-08,3.6962898352838632e-09,0.0078615767521870664,0.0011639152772742333,6.4291054131255073e-05,2.9117361864677872e-08,4.6608665775041359e-09,5.5392352748081523e-08,5.1033944337093195e-06,5.8325523827623208e-09,7.3989697147055456e-12,2.6252809200506078e-10,3.3341754115687485e-07,1.6241338052705351e-06,5.2361055035055771e-13,4.1611387345066834e-09,5.0880257323309574e-11,1.8417433582449853e-10,1.0439299986398417e-15,3.4608805612494463e-14
8.675791770533626e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44320627365625909,0.10994072354402482,0.022229483853674611,0.0,1.3993229824934523e-07,0.00026498165458399493,1.6524871436685107e-05,1.5705446720106221e-06,6.2492523984859319e-17,0.00084550313077951487,7.897446444191427e-14,0.00031739007722250353,6.1742886251824459e-11,3.083551910723148e-10,9.4192815324432772e-13,1.5304301156053153e-14,4.6750887654593169e-08,3.7432580079862571e-09,0.0078620259286100256,0.0011674171582422973,6.4381260012405736e-05,2.9246188317347249e-08,4.6755667724599083e-09,5.5567996884696152e-08,5.1308727719007051e-06,5.9067206530164968e-09,7.4651032513933098e-12,2.6332459732897869e-10,3.3395296462736935e-07,1.6244477268624419e-06,5.2626189348418967e-13,4.1998009341405371e-09,5.1233838249553366e-11,1.8687432010169352e-10,1.0571853597361625e-15,3.4962369409484783e-14
8.702896164182123e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44320221594303477,0.10993741449247593,0.022227675096635372,0.0,1.4125292325847474e-07,0.0002663684824760519,1.6639422659644481e-05,1.5849357699062966e-06,6.3279877860755743e-17,0.00084822962961258205,8.0200340560154557e-14,0.00031768538834860962,6.2324217924882659e-11,3.1251072225642933e-10,9.4939539396226345e-13,1.5465151639703844e-14,4.7084087258077815e-08,3.790666828543774e-09,0.0078624637769627893,0.0011709183043260303,6.4471270475733133e-05,2.9375154592698096e-08,4.6902635276617524e-09,5.5743626143868737e-08,5.1583873133287391e-06,5.981585297240669e-09,7.5316085931794209e-12,2.6412058938059817e-10,3.3448718609635903e-07,1.6247598530729198e-06,5.2891884410075777e-13,4.2386907357890261e-09,5.1588546107576681e-11,1.8960448717497758e-10,1.0705649553499295e-15,3.5318258638317731e-14
8.727290118465768e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44319857430002213,0.10993444558671236,0.0222260473694104,0.0,1.4244816543125922e-07,0.00026761812821296375,1.6742830842183139e-05,1.5979591257019255e-06,6.3994390355107466e-17,0.00085068331665998195,8.131630707096699e-14,0.00031794948143800019,6.2850390464922809e-11,3.1628609436571488e-10,9.56139419421554e-13,1.5610842473785678e-14,4.7384924513207362e-08,3.833713685022078e-09,0.0078628483070507984,0.0011740687077114176,6.4552113931995228e-05,2.9491343588472844e-08,4.7034876471827204e-09,5.5901679528545906e-08,5.1831812026998567e-06,6.0495622997108564e-09,7.5917820521985517e-12,2.6483654702438031e-10,3.3496696510759959e-07,1.625039247583074e-06,5.3131489346091157e-13,4.2738865674544028e-09,5.1908746517722566e-11,1.9208763205869625e-10,1.0827134208043255e-15,3.5640552967687401e-14
8.751684072749414e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44319494227578504,0.10993148530125636,0.022224419788095539,0.0,1.4364975093574399e-07,0.00026886918904478095,1.684653463141745e-05,1.611050228124758e-06,6.4714512102954199e-17,0.00085313684709305163,8.2444379936802252e-14,0.0003182119856722638,6.337938630140833e-11,3.2009519703088294e-10,9.6290569261147628e-13,1.5757412383712142e-14,4.7686668273042899e-08,3.8771214999323859e-09,0.0078632239424232895,0.0011772185162778365,6.4632801178029695e-05,2.9607645467797459e-08,4.7167089449137889e-09,5.605972043846019e-08,5.208004135083084e-06,6.1181097452162838e-09,7.6522580846457512e-12,2.6555209553852059e-10,3.3544578415713674e-07,1.6253172171232465e-06,5.3371548377434459e-13,4.309267519752336e-09,5.2229859391567734e-11,1.945955760747433e-10,1.0949636511374987e-15,3.5964741653594134e-14
8.77607802703306e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44319131973918174,0.10992853350888561,0.022222792352605832,0.0,1.4485769445244346e-07,0.00027012165868415611,1.6950533979428893e-05,1.6242092070422408e-06,6.5440267680095045e-17,0.00085559021781154347,8.3584651748593025e-14,0.00031847290995260256,6.3911210997872294e-11,3.2393822293321358e-10,9.6969419061159646e-13,1.5904863664905556e-14,4.7989317854852106e-08,3.9208921897205558e-09,0.0078635908131604558,0.0011803677302291307,6.4713333183922769e-05,2.9724060057214989e-08,4.7299274041516989e-09,5.6217748674493064e-08,5.2328559782682745e-06,6.1872306650433806e-09,7.7130373586950808e-12,2.6626723835128254e-10,3.3592364954358414e-07,1.6255937749395495e-06,5.3612061431496451e-13,4.3448339522423975e-09,5.2551884563374986e-11,1.9712848633994767e-10,1.1073161855475297e-15,3.6290829784919982e-14
8.800471981316706e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44318770656098272,0.10992559008426349,0.022221165062857311,0.0,1.4607201065799666e-07,0.00027137553087935927,1.7054828838400829e-05,1.6374361918955189e-06,6.6171681688337407e-17,0.00085804342573209797,8.4737215478105096e-14,0.00031873226313112432,6.4445870098456208e-11,3.2781536518516696e-10,9.7650489050850448e-13,1.6053198611085102e-14,4.8292872574640016e-08,3.9650276744953061e-09,0.0078639490474412387,0.0011835163497670943,6.4793710910771401e-05,2.9840587177410098e-08,4.743143008291684e-09,5.6375764038665485e-08,5.2577366007953405e-06,6.2569280962806515e-09,7.7741205426156342e-12,2.6698197749669941e-10,3.3640056746442643e-07,1.6258689338934631e-06,5.3853028480511149e-13,4.3805862232948827e-09,5.2874821867691407e-11,1.9968653049472112e-10,1.1197715642524403e-15,3.6618822446250539e-14
8.824865935600352e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44318410261384245,0.10992265490391108,0.022219537918766956,0.0,1.4729271422519622e-07,0.00027263079941405638,1.7159419160603043e-05,1.6507313116995748e-06,6.6908778755498099e-17,0.00086049646778817352,8.5902164477665344e-14,0.00031899005401111406,6.4983369127928178e-11,3.3172681732913063e-10,9.8333776939604407e-13,1.620241951426239e-14,4.8597331747164234e-08,4.0095298780150298e-09,0.0078642987715712136,0.0011866643750914957,6.4873935310790217e-05,2.9957226658794414e-08,4.7563557408267372e-09,5.6533766334074135e-08,5.2826458719495622e-06,6.3272050817977783e-09,7.8355083041122337e-12,2.676963167608921e-10,3.3687654400932058e-07,1.6261427064832174e-06,5.4094449427082115e-13,4.4165246900911693e-09,5.3198671139306059e-11,2.0226987670196105e-10,1.1323303284869294e-15,3.6948724718148063e-14
8.846820494455633e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44318086685021624,0.1099200201898643,0.022218073613555534,0.0,1.4839682075387847e-07,0.00027376172985609762,1.7253803032255451e-05,1.6627552811937083e-06,6.7577045507169309e-17,0.00086270406130351375,8.6961285445311026e-14,0.0003192207372746472,6.5469550944275957e-11,3.3527661952461371e-10,9.8950630450588299e-13,1.6337477713323128e-14,4.8872117742179642e-08,4.0498969986266098e-09,0.0078646063500132247,0.0011894970899943903,6.494600695631825e-05,3.0062298115568656e-08,4.7682447313217187e-09,5.6675957064326495e-08,5.3050886031257858e-06,6.3909524072463698e-09,7.8910182552435232e-12,2.6833888211763205e-10,3.3730412298085246e-07,1.6263879265148411e-06,5.431211632110226e-13,4.4490288018214161e-09,5.3490915079407096e-11,2.0461666095013617e-10,1.1437220590721043e-15,3.7247273675440672e-14
8.866579597425386e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44317796089440747,0.10991765450023618,0.022216755839635064,0.0,1.4939495919227924e-07,0.00027478052630298174,1.7338953078112825e-05,1.6736242068967554e-06,6.8182453328774933e-17,0.00086469077665732525,8.7923193333315497e-14,0.00031942728155349883,6.5909088491033267e-11,3.3849545425629426e-10,9.9507331651350862e-13,1.6459646627151154e-14,4.9120050626737434e-08,4.0864838763376653e-09,0.0078648774370932324,0.0011920461221395075,6.5010766467904935e-05,3.015694001690837e-08,4.7789428128391584e-09,5.6803919417870709e-08,5.3253067338692102e-06,6.4487303217962451e-09,7.9411890112218685e-12,2.6891691732469133e-10,3.3768829981618583e-07,1.6266076799557228e-06,5.4508330794365162e-13,4.478411912625176e-09,5.3754565994822458e-11,2.0674650845270275e-10,1.1540469190472888e-15,3.7517296809499673e-14
8.886338700395139e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4431750607747087,0.10991529400607614,0.022215438161136421,0.0,1.5039731445493271e-07,0.00027580022795032039,1.7424296892738104e-05,1.6845380639367793e-06,6.8791633679663849e-17,0.00086667737778984525,8.8893394426917191e-14,0.00031963281630207274,6.6350499074904299e-11,3.4173714523601464e-10,1.0006548394539114e-12,1.6582400887010008e-14,4.9368575700340774e-08,4.1233147906204884e-09,0.00786514315923568,0.0011945947647699288,6.5075427046319391e-05,3.0251655330455059e-08,4.7896389812658407e-09,5.693187285058884e-08,5.3455434309825651e-06,6.5068939110775639e-09,7.9915607876162863e-12,2.6949469490468532e-10,3.380718695293144e-07,1.6268265448876928e-06,5.4704842952448153e-13,4.5079178176390409e-09,5.4018814958785874e-11,2.0889325733852791e-10,1.1644405759140961e-15,3.7788581858310395e-14
8.906097803364892e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44317216642694174,0.10991293864521173,0.022214120578017284,0.0,1.5140389433234313e-07,0.00027682083156153106,1.7509834450868939e-05,1.6954969200595453e-06,6.9404599698043546e-17,0.00086866386310339224,8.9871939067223543e-14,0.00031983734610619102,6.6793785594841117e-11,3.4500179614056541e-10,1.0062508611687746e-12,1.6705741707667575e-14,4.9617692596494613e-08,4.1603907707923247e-09,0.0078654035800855421,0.0011971430179881393,6.5139989181063585e-05,3.0346443964752757e-08,4.8003332280156258e-09,5.7059817259944916e-08,5.3657986264101683e-06,6.56544480321011e-09,8.0421339390128423e-12,2.7007221619857796e-10,3.38454835175044e-07,1.6270445273058457e-06,5.4901652758166011e-13,4.5375467044015415e-09,5.4283661883766092e-11,2.1105699797513736e-10,1.1749033192427468e-15,3.8061131513618338e-14
8.932098466406233e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44316836649267222,0.10990984698477585,0.022212386938360539,0.0,1.5273488567105762e-07,0.00027816519517497176,1.7622687016716887e-05,1.7099861694945911e-06,7.0216981542756289e-17,0.00087127766573661368,9.1172387360722335e-14,0.00032010495978722001,6.7379961945512109e-11,3.4933285332199906e-10,1.0136366412253387e-12,1.686893956379243e-14,4.9946402377313267e-08,4.2095535610133905e-09,0.0078657382915519932,0.0012004956272956568,6.5224796199163469e-05,3.047128626261444e-08,4.8144026605203761e-09,5.7228163182246104e-08,5.3924801610777076e-06,6.6430837986743278e-09,8.1089897126061501e-12,2.7083177847347179e-10,3.3895785771507815e-07,1.6273300317697065e-06,5.5161084845591128e-13,4.5767225498893607e-09,5.4633080362456745e-11,2.139302701707263e-10,1.1887768194070404e-15,3.8421706337490994e-14
8.958099129447575e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44316457630051398,0.10990676396859181,0.02221065346369084,0.0,1.5407322336044404e-07,0.00027951110770258082,1.7735874957394086e-05,1.7245536074044372e-06,7.1035971211016641e-17,0.00087389126146489163,9.2487485874389846e-14,0.0003203708516105348,6.7969398137415832e-11,3.5370408368509227e-10,1.0210474778670104e-12,1.7033157944032705e-14,5.0276135453881817e-08,4.2591448324971901e-09,0.0078660640737324115,0.0012038475627231503,6.5309434696093202e-05,3.0596255158223111e-08,4.8284687313981506e-09,5.7396493072360623e-08,5.4191934556484209e-06,6.7213999727724646e-09,8.1761955983608743e-12,2.7159090300541509e-10,3.3945984627343449e-07,1.6276140312779969e-06,5.5421032137209459e-13,4.6161120927008647e-09,5.4983533888129889e-11,2.1683332827147876e-10,1.2027711101539338e-15,3.8784481669005104e-14
8.984099792488916e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44316079571015099,0.10990368946082855,0.022208920153914787,0.0,1.5541892513890535e-07,0.00028085856188627708,1.7849398215383961e-05,1.7391993866996436e-06,7.1861598727062211e-17,0.00087650464670387736,9.3817350602169634e-14,0.00032063503186369327,6.8562100710208606e-11,3.5811572490001623e-10,1.0284833434205561e-12,1.7198399610343796e-14,5.0606890987171897e-08,4.3091669427425268e-09,0.0078663810657611574,0.0012071988244980413,6.5393905759046883e-05,3.07213504442312e-08,4.8425314214111089e-09,5.7564806700308911e-08,5.4459383575097672e-06,6.8003970544999929e-09,8.2437524034771782e-12,2.7234959236666416e-10,3.3996080751456171e-07,1.62789653848029e-06,5.5681494550214196e-13,4.6557157561024621e-09,5.5335022261398672e-11,2.1976637994009637e-10,1.2168868546650107e-15,3.9149463626416084e-14
9.010100455530258e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44315702458344552,0.10990062332780129,0.022207187008940088,0.0,1.5677200874024173e-07,0.00028220755051159592,1.7963256733158527e-05,1.753923659742309e-06,7.2693894148719187e-17,0.00087911781789026052,9.5162098026266805e-14,0.00032089751077380146,6.9158076178730864e-11,3.625680151797641e-10,1.0359442102247456e-12,1.7364667322429727e-14,5.0938668136690025e-08,4.3596222538315471e-09,0.0078666894046069066,0.0012105494128455303,6.5478210464813612e-05,3.0846571916117216e-08,4.8565907114438447e-09,5.7733103837624444e-08,5.4727147149675216e-06,6.8800787801126364e-09,8.3116609353165852e-12,2.7310784945619817e-10,3.4046074799530027e-07,1.6281775656721013e-06,5.5942471983708188e-13,4.6955339618304428e-09,5.5687545282810733e-11,2.2272963350281061e-10,1.2311247173975214e-15,3.951665832229315e-14
9.0361011185716e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44315326278440365,0.10989756543793798,0.022205454028675572,0.0,1.5813249189369815e-07,0.00028355806640740664,1.8077450453164369e-05,1.7687265783463344e-06,7.3532887567406445e-17,0.00088173077148167287,9.6521845116690026e-14,0.00032115829850786815,6.9757331033036292e-11,3.6706119327842913e-10,1.0434300506308356e-12,1.7531963837735722e-14,5.1271466060497772e-08,4.4105131324116984e-09,0.0078669892251059699,0.0012138993279886439,6.556234987991117e-05,3.0971919376238388e-08,4.8706465825025799e-09,5.7901384257414537e-08,5.4995223772398168e-06,6.9604488930978271e-09,8.3799220014024278e-12,2.7386567831068506e-10,3.4095967416534876e-07,1.6284571248105947e-06,5.62039642899231e-13,4.7355671300917251e-09,5.6041102752808019e-11,2.257232979478101e-10,1.2454853640793931e-15,3.9886071863584544e-14
9.062101781612941e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44314951017914234,0.10989451566174613,0.022203721213031137,0.0,1.5950039232401894e-07,0.00028491010244562862,1.8191979317808216e-05,1.7836082937776873e-06,7.4378609108139404e-17,0.00088434350395659575,9.7896709330798872e-14,0.00032141740517316146,7.0359871738420604e-11,3.7159549848948486e-10,1.0509408370030232e-12,1.7700291911440879e-14,5.1605283915231956e-08,4.4618419496776326e-09,0.0078672806599959927,0.0012172485701482983,6.5646325060736549e-05,3.1097392618669202e-08,4.8846990157147529e-09,5.8069647733776264e-08,5.5263611944511346e-06,7.0415111441461817e-09,8.4485364078310746e-12,2.7462308101144419e-10,3.4145759237944047e-07,1.6287352275230318e-06,5.6465971388568219e-13,4.7758156795645965e-09,5.6395694471682777e-11,2.2874758292367201e-10,1.2599694617036005e-15,4.0257710351298428e-14
