Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(55),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),H2X(56),CH3OO(84)
6.140958069831926e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999742,0.11866996602996285,0.022821567693054226,8.6208192684756301e-117,1.3129238356083282e-54,6.3024129142365257e-38,4.8441329459204817e-62,1.3928116681346842e-48,3.4856711221301933e-41,1.2988060670495217e-23,1.3445409691379754e-95,1.2988059617236861e-23,1.824238911100913e-60,1.2518470367069823e-59,1.3634885139685747e-62,4.6729279531209435e-89,3.4856730856162338e-41,7.4609562846800296e-75,2.4764690130336435e-15,1.1907083087931185e-16,4.5896331685079667e-20,3.1129186539801349e-32,4.5896331686101794e-20,5.530800403123508e-46,2.1215191674999774e-51,3.9764226385063964e-38
1.2287251463790551e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999481,0.11866996602996037,0.022821567693054167,5.5270374980062832e-115,1.8082787443268763e-53,2.5226076220669711e-37,3.8782520486621899e-61,1.1153789544290814e-47,1.3951769379832006e-40,2.59874076028369e-23,4.3089724713083061e-94,2.5987403387058601e-23,1.4608708739105521e-59,2.0052859669925869e-58,1.0916199414137378e-61,7.4827735748720853e-88,1.3951785099657347e-40,1.1950498224502093e-73,4.9550896064420936e-15,2.3824511165512752e-16,9.1832538547681093e-20,1.2459785563941505e-31,9.1832538551772261e-20,4.4280027635259e-45,1.6985053085782662e-50,1.5916054517058701e-37
2.4579838251707802e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999896,0.11866996602995541,0.022821567693054049,3.5404181324144767e-113,2.6590585772940513e-52,1.0093716338182959e-36,3.1037807217952142e-60,8.9275523228185055e-47,5.5825258304673912e-40,5.1986107795327348e-23,1.3799031260677882e-92,5.1986090926722836e-23,1.1692891532439954e-58,3.2103227552333257e-57,8.7362783211989343e-61,1.1977312361822704e-86,5.582538411102312e-40,1.9131181835338435e-72,9.9123307932547381e-15,4.765936732067502e-16,1.8370495226673647e-19,4.985535945704446e-31,1.8370495228310649e-19,3.5437471351059775e-44,1.3593204574612204e-49,6.3684958544692557e-37
4.9165011827542306e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997921,0.11866996602994551,0.02282156769305381,2.2668682503229083e-111,4.067035416803106e-51,4.0381437996683691e-36,2.4834967950006288e-59,7.1438505739870141e-46,2.23337446567212e-39,1.0398353349153653e-22,4.4173445872892419e-91,1.0398346600613431e-22,9.3566878909168724e-58,5.1380072049155682e-56,6.9903518178897678e-60,1.9167604086483357e-85,2.2333845320868139e-39,3.0618214566114962e-71,1.9826813166863003e-14,9.5329079630996014e-16,3.6744977968025734e-19,1.9945380230459403e-30,3.6744977974574816e-19,2.8355347890818745e-43,1.0876628945305331e-48,2.5478137418802709e-36
9.833535897921131e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995845,0.11866996602992567,0.022821567693053334,1.4511206107847828e-109,6.3572429397593719e-50,1.6153889827437104e-35,1.9869871170299051e-58,5.7158040323904089e-45,8.9342299094451484e-39,2.0797848612886804e-22,1.4138168383532451e-89,2.0797821616528933e-22,7.4863071264589462e-57,8.2219984119430772e-55,5.5928153535836355e-59,3.067130196314517e-84,8.9343104483343607e-39,4.8995846427823848e-70,3.9655777914011461e-14,1.9066850425162406e-15,7.3493943440893978e-19,7.9787934639496127e-30,7.3493943467092451e-19,2.2686410806576182e-42,8.7021293618383139e-48,1.0192090078745634e-35
1.9667605328254933e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991688,0.11866996602988601,0.02282156769305238,9.2882712685957139e-108,1.0051546981405491e-48,6.4618188711737629e-35,1.5896668082284669e-57,4.5729326705751643e-44,3.5738413607145027e-38,4.1596879638318358e-22,4.5246518361760816e-88,4.159677164849278e-22,5.9894393810735088e-56,1.3156128008430804e-53,4.474469339003202e-58,4.9076628723992565e-83,3.573905794764796e-38,7.8398855630860485e-69,7.9313707408036082e-14,3.8134735349282391e-15,1.4699187434728673e-18,3.1916408933704701e-29,1.4699187445208492e-18,1.8149955992680103e-41,6.9620339943041131e-47,4.0770064612278999e-35
3.9335744188922534e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319983372,0.1186699660298067,0.022821567693050472,5.9449215297770488e-106,1.5986391397808687e-47,2.5847801415130043e-34,1.271766274290452e-56,3.6584619142029866e-43,1.4295688101167803e-37,8.3195103681042294e-22,1.4479659569609555e-86,8.3194671712951787e-22,4.7917264715242883e-55,2.1050488368745231e-52,3.5796678720588612e-57,7.8524761167314579e-82,1.4296203583887751e-37,1.2544301334303095e-67,1.5862956639499605e-13,7.6270505197499933e-15,2.9398773600269745e-18,1.2766772424443202e-28,2.9398773642189871e-18,1.4520254628707562e-40,5.569759408817932e-46,1.6308393922901954e-34
7.867202191025774e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319966746,0.11866996602964806,0.022821567693046659,3.8049841270054522e-104,2.5501217148476336e-46,1.0339225785615487e-33,1.0174293203722873e-55,2.9268158373169946e-42,5.71835886005416e-37,1.66392199733932e-21,4.6336615331247092e-85,1.6639047184399511e-21,3.8334791490363494e-54,3.3681133319573377e-51,2.863780180255979e-56,1.2564172183684379e-80,5.7187712480557878e-37,2.0071411481802799e-66,3.1726128436455895e-13,1.5254204489384518e-14,5.8797945868401932e-18,5.1067202054344218e-28,5.8797946036084194e-18,1.1616253857689012e-39,4.4558604257678005e-45,6.523452955448941e-34
1.5734457735292815e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319933495,0.11866996602933079,0.022821567693039033,2.4353895184372796e-102,4.0739893230719388e-45,4.1357113842847451e-33,8.1395504821904427e-55,2.3414711830179984e-41,2.2873755379166374e-36,3.3278898370946769e-21,1.4828288398361883e-83,3.3278207211458296e-21,3.0668672832379145e-53,5.3889471109101632e-50,2.2910567722391849e-55,2.010296534110624e-79,2.287705445366012e-36,3.2115135595536773e-65,6.3452472028625686e-13,3.0508512428617662e-14,1.1759629015286656e-17,2.0426659019896037e-27,1.1759629082359932e-17,9.2929179015527327e-39,3.5647095204929002e-44,2.6094176755756888e-33
3.1468968823826896e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319866987,0.11866996602869626,0.022821567693023778,1.5588727837645711e-100,6.5132758748630078e-44,1.6542887885567601e-32,6.5117678977090869e-54,1.8731843367343792e-40,9.1496882989136124e-36,6.6559291913947581e-21,4.7453349233599957e-82,6.6556527268976354e-21,2.4535990534635812e-52,8.6220884114254344e-49,1.8328813088632287e-54,3.2165365315780621e-78,9.1523274877885396e-36,5.1386370738066867e-64,1.2690515920599406e-12,6.1017128306940264e-14,2.351929777145967e-17,8.170423838920073e-27,2.3519298039753717e-17,7.4341318609968872e-38,2.8517761207773293e-43,1.0437883017787373e-32
6.2937991000895054e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319733977,0.11866996602742717,0.022821567692993268,9.9795437582605628e-99,1.0416699276652925e-42,6.6171637905284495e-32,5.2095951536926765e-53,1.4985504015626714e-39,3.6600102765427432e-35,1.331242259914527e-20,1.5186747702228492e-80,1.3311316739761436e-20,1.9630359629481652e-51,1.3794521262835489e-47,1.4663559472663511e-53,5.1466325575653838e-77,3.6621215051043825e-35,8.2224562761474584e-63,2.5381053353284616e-12,1.2203436006301081e-13,4.703863488092607e-17,3.2679652710757073e-26,4.7038635954105715e-17,5.9469551135111953e-37,2.2814243502260033e-42,4.1753071331212843e-32
1.2587603535503138e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319467951,0.11866996602488902,0.022821567692932251,6.3904051597164645e-97,1.6661624716765852e-41,2.6468673767576569e-31,4.1679561863281701e-52,1.1988414557877735e-38,1.4641092840287444e-34,2.6627068211191005e-20,4.8608106925807259e-79,2.6622644770929817e-20,1.5706748765383442e-50,2.2068534690501555e-46,1.1731635878717265e-52,8.2351496033154839e-76,1.4657980670926692e-34,1.315792659297858e-61,5.0762128207501123e-12,2.4406882357285315e-13,9.407730748834041e-17,1.3070202330291826e-25,9.4077311781078253e-17,4.7569930016800616e-36,1.8251409445760465e-41,1.6702428087681131e-31
2.5175212406330403e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318935904,0.11866996601981271,0.022821567692810216,4.0943247640566394e-95,2.6649852752408615e-40,1.0587474294404582e-30,3.3348093410501688e-51,9.590735571118054e-38,5.8572729390241807e-34,5.3262994621006271e-20,1.5561290609670003e-77,5.3245300855029649e-20,1.2569318479848731e-49,3.5300960564922001e-45,9.3865595429538425e-52,1.3177943697491258e-74,5.8707799930453614e-34,2.1059038704104732e-60,1.0152427787131857e-11,4.8813775058334367e-13,1.8815464625709562e-16,5.2267494178834146e-25,1.8815466342818519e-16,3.8046767412507713e-35,1.4601134741430934e-40,6.6819245085731583e-31
5.0350430147984935e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317871811,0.11866996600966009,0.022821567692566148,2.6260793041832607e-93,4.2617830053418052e-39,4.2349915282610903e-30,2.6685570161892958e-50,7.672589045482357e-37,2.3435767009956908e-33,1.0656138817989185e-19,4.9838949080720489e-76,1.0649061311028165e-19,1.006171976933616e-48,5.6453684566582753e-44,7.5112448017601709e-51,2.1090151224885142e-73,2.3543772049675814e-33,3.3714778982992065e-59,2.0304857702049104e-11,9.7627560456754497e-13,3.7630929801031626e-16,2.0896343195351119e-24,3.7630936669574444e-16,3.0422724586531472e-34,1.1680912790657112e-39,2.6735311479686595e-30
1.00700865631294e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315743625,0.11866996598935486,0.02282156769207801,2.2361616170758392e-91,6.8123258238322164e-38,1.6939976558237946e-29,2.1359802885666995e-49,6.1380699016797335e-36,9.3796447721629354e-33,2.1326433822554521e-19,1.5980944959344255e-74,2.1298123796899497e-19,8.0594026904664568e-48,9.02368501544808e-43,6.0121896380218593e-50,3.3761644190241202e-72,9.4659666654909221e-33,5.4008676899075165e-58,4.0609717460498666e-11,1.9525513123888425e-12,7.5261849837962681e-16,8.3500238619266282e-24,7.5261877312983484e-16,2.4314702400099422e-33,9.3447356292632522e-39,1.0700212797587563e-29
2.0140173659791213e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756311487246,0.11866996594874439,0.022821567691101736,1.4526595284836629e-89,1.087927689501798e-36,6.7759981716898723e-29,1.7105994736658348e-48,4.9104528752370953e-35,3.7561278347879373e-32,4.2709488979546113e-19,5.1331587714628773e-73,4.2596248907925889e-19,6.4635787564653199e-47,1.4409479000581219e-41,4.8148611146138526e-49,5.4074310264652219e-71,3.8250542804601325e-32,8.6622153266191155e-57,8.1219436691857951e-11,3.9051027274430565e-12,1.5052364865699575e-15,3.3332178056397096e-23,1.5052375856384017e-15,1.9414299112013488e-32,7.475796098477365e-38,4.2849551701656449e-29
4.0280347853114836e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756302974489,0.11866996586752344,0.022821567689149183,9.5031301715265656e-88,1.7342081608070157e-35,2.7104051458396443e-28,1.3713838700051503e-47,3.9283570621951116e-34,1.5058669823053753e-31,8.5645459698608885e-19,1.6549659801765447e-71,8.5192499687113565e-19,5.1966022781384046e-46,2.2964737328556562e-40,3.8600636641807995e-48,8.6697067692137331e-70,1.5607995761765116e-31,1.3926315129784313e-55,1.6243887401241734e-10,7.8102055551983075e-12,3.0104708127593215e-15,1.3278844808775021e-22,3.0104752095706163e-15,1.5471826929513708e-31,5.9806486150023422e-37,1.7178780009696916e-28
6.0420522046438455e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756294461732,0.1186699657863025,0.02282156768719663,4.7253706357177791e-87,6.3716335011302906e-35,5.759620791930342e-28,3.9260712463989778e-47,1.1662301086842936e-33,3.2049843359452256e-31,1.2875129063668084e-18,7.9346303821475964e-71,1.2778875102343616e-18,1.5470866056807671e-45,8.7397123062268295e-40,1.1050797153199819e-47,3.1941824033564368e-69,3.3617160892659506e-31,5.2807674124768532e-55,2.4365831019081752e-10,1.1715308380600384e-11,4.5157034887592509e-15,2.8138565100500032e-22,4.5157128327694899e-15,4.4142251184349807e-31,1.7100938737658104e-36,3.6562128674890108e-28
1.007008704330857e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756277436223,0.11866996562386062,0.022821567683291528,1.5692643401335239e-85,4.8713568615864199e-34,1.5923723926184848e-27,1.8109007070151676e-46,5.4628529378849379e-33,8.8966046432171715e-31,2.1564239189619399e-18,1.2163487717123252e-69,2.1298125592462089e-18,7.3167083053589586e-45,7.1337048407960198e-39,5.0971811627079697e-47,2.4662997122551701e-68,9.6121931472742292e-31,4.2057449627634737e-54,4.0609717797898133e-10,1.9525514021996714e-11,7.5261622400162809e-15,7.7237509498648219e-22,7.5261880789992752e-15,2.0152018545008916e-30,7.858985056940038e-36,1.0149145464535962e-27
1.3695318398106823e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756262113263,0.11866996547766293,0.022821567679776937,7.3540756811687063e-85,1.3377042778781515e-33,2.8355519772434703e-27,4.0845941036872653e-46,1.2606067106966767e-32,1.5884435386756951e-30,2.9439320335658786e-18,4.4732757123160799e-69,2.8965451213580384e-18,1.6983170459786389e-44,2.0725444690465579e-38,1.1496994870330304e-46,6.803223524655532e-68,1.7489393715022578e-30,1.1857445096716673e-53,5.5229215529798421e-10,2.6554699091654161e-11,1.0235569784367155e-14,1.3688413758342713e-21,1.0235615802434286e-14,4.5195521836807016e-30,1.7690535050729574e-35,1.8120772993421196e-27
1.7320549752905076e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756246790304,0.11866996533146523,0.022821567676262346,2.1448195665926897e-84,3.0032101271536698e-33,4.4263502720190667e-27,7.7365585329675203e-46,2.427218379455359e-32,2.4862320765367143e-30,3.7372492860098216e-18,1.2056222276497164e-68,3.6632777025237361e-18,3.2872505451250583e-44,4.7271147167573366e-38,2.1776257707151958e-46,1.5350315849806822e-67,2.7884327213724875e-30,2.727274238037245e-53,6.9848712871083299e-10,3.3583884153286857e-11,1.2944971685150504e-14,2.1265795540620294e-21,1.2945043530152213e-14,8.5094660253720014e-30,3.3436340354576709e-35,2.8362620384058994e-27
2.0945781107703327e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756231467344,0.11866996518526757,0.022821567672747754,5.7969752131520105e-84,5.7551458471898861e-33,6.3455144167441041e-27,1.2956924439775771e-45,4.1268618231557748e-32,3.5732804194569749e-30,4.5360538742500129e-18,2.7892018362775159e-68,4.4300103016878301e-18,5.6194175421666534e-44,9.3156232585547884e-38,3.6470133937273947e-46,2.9551111326087803e-67,4.0766209946033559e-30,5.3416854661334494e-53,8.4468209843390533e-10,4.0613069207325295e-11,1.5654368254996796e-14,3.0347625336491177e-21,1.5654471263805176e-14,1.4172477872707762e-29,5.5887698045232888e-35,4.0763507716198707e-27
2.8196243817299833e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756200821431,0.11866996489287222,0.022821567665718568,2.8654813380636322e-83,1.4813462445904554e-32,1.0932686335708686e-26,2.7750014826511601e-45,9.1245086234669636e-32,6.1826722484867108e-30,6.1461767886273021e-18,1.0225854188603854e-67,5.9634755410610324e-18,1.2551835240817259e-43,2.5880008488857698e-37,7.8108563789593709e-46,7.6616775525421159e-67,7.2511426588457543e-30,1.4293561887353878e-52,1.1370720294655828e-09,5.4671439298076059e-11,2.1073149237615942e-14,5.1888229532063651e-21,2.1073326750034556e-14,3.0082149108451733e-29,1.1931430968921007e-34,7.0531037700018162e-27
3.544670652689634e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756170175517,0.11866996460047687,0.022821567658689382,9.145629113226996e-83,3.1238982392037448e-32,1.6733661784725067e-26,5.0612201392928471e-45,1.7094600280311292e-31,9.5024203948907422e-30,7.7765830402380011e-18,2.7617726251957124e-67,7.4969408469636381e-18,2.3738667905012741e-43,5.7627090607818588e-37,1.4245925243722968e-45,1.6263759479533096e-66,1.1434923298324744e-29,3.1231844257423588e-52,1.429461946858345e-09,6.8729809360778589e-11,2.6491910515011218e-14,7.8833494609294366e-21,2.6492182273843393e-14,5.4404023787024032e-29,2.1696092237381415e-34,1.0840215118330668e-26
4.269716923649284e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756139529603,0.11866996430808154,0.022821567651660195,2.4932226850532896e-82,5.8848875491152337e-32,2.3830790802486219e-26,8.3977722939390989e-45,2.8930915246569657e-31,1.3589556915728636e-29,9.4286483281192507e-18,6.4625462411739024e-67,9.0304062239081819e-18,4.0564451608974784e-43,1.1321237537872704e-36,2.3637390435098676e-45,3.0842257679244356e-66,1.6768960261569804e-29,6.0810149931559061e-52,1.7218518496870966e-09,8.2788179393538719e-11,3.1910650750695697e-14,1.11424248199461e-20,3.1911037850355304e-14,8.9499441703144248e-29,3.5889710006787365e-34,1.5502743516848469e-26
5.719809465568585e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756078237787,0.11866996372329094,0.022821567637601826,1.6090778088765604e-81,1.7622266060067514e-31,4.1986676503318659e-26,1.9518130029632489e-44,6.8800866128772954e-31,2.4166042523076822e-29,1.2798976008858682e-17,3.0122737928225973e-66,1.2097337194926252e-17,9.8694113287008751e-43,3.5564257678311866e-36,5.4938100928161121e-45,9.411124949073082e-66,3.1402079100235089e-29,1.9537387504904459e-51,2.3066316108319012e-09,1.1090491936762477e-10,4.274806691172179e-14,1.9308504717124141e-20,4.2748749241987973e-14,2.0365040637749846e-28,8.2786991471385343e-34,2.7568168916236362e-26
7.169902007487886e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756016945977,0.1186699631385004,0.022821567623543457,6.093081850992291e-81,4.1013136600129502e-31,6.540838911964625e-26,3.7760060315251268e-44,1.343646694089268e-30,3.7989734765799653e-29,1.6257290893648318e-17,9.2905104203898441e-66,1.5164268454547122e-17,1.9679891403852591e-42,8.46515931486157e-36,1.0628405533033378e-44,2.2265818082252089e-65,5.1717151461613533e-29,4.7763393309477709e-51,2.891411312811464e-09,1.3902165922025706e-10,5.3585397593384143e-14,2.9594392491507328e-20,5.3586461021352554e-14,3.8626744279997098e-28,1.5903668139947557e-33,4.3337892084373909e-26
1.0070087091326489e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755894362372,0.11866996196891949,0.022821567595426716,5.7888984457169038e-80,1.5680614936634953e-30,1.280607828942042e-25,1.055636243669171e-43,3.7573717516830374e-30,7.5816844758181961e-29,2.3438054243737604e-17,5.8885435659469235e-65,2.1298131840173177e-17,5.7619321640745585e-42,3.269466126739135e-35,2.9713221025228762e-44,8.8747753556465826e-65,1.1251009681604894e-28,2.0067396624301704e-50,4.0609705391568472e-09,1.9525513856144179e-10,7.5259802351652429e-14,5.6001848794048582e-20,7.5261886272044742e-14,1.0320173542026146e-27,4.3744633207549991e-33,8.6489897506560054e-26
1.5870457259003693e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755649195236,0.11866995962975838,0.02282156753919324,1.2772584208489436e-78,9.8168681766574606e-30,3.1661007921945221e-25,4.3522525341603098e-43,1.5120701846017723e-29,1.9496441471880902e-28,3.8856131224458956e-17,7.6023703981301699e-64,3.3565862077091264e-17,2.5473560757916913e-41,2.0091001002511136e-34,1.225037927463922e-43,6.1051729625788057e-64,3.323044557456052e-28,1.4889301299244638e-49,6.4000882813666072e-09,3.0772209579077745e-10,1.1860758543311284e-13,1.2924181030195763e-19,1.186127464594117e-13,3.8588144314693149e-27,1.740764633501253e-32,2.2240837296608656e-25
2.74711975943581e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755158861235,0.11866995495143902,0.022821567426726287,5.5259195902906648e-77,8.6309527267838441e-29,9.4674749135274397e-25,2.4960389714675835e-42,8.1175417577435306e-29,6.2965554504168808e-28,7.3918464662819988e-17,1.7685739208127117e-62,5.8101336414141139e-17,1.6353661857615897e-40,1.6986027722985738e-33,7.0256550716026971e-43,6.4723642738042116e-63,1.2806704309224194e-27,1.7693529852055391e-48,1.1078320923752944e-08,5.3265600445324187e-10,2.0529904588203601e-13,3.3896158316608041e-19,2.0531452404672947e-13,1.8251653296784685e-26,9.2970231444393883e-32,7.1827506231608599e-25
