Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19)
0.0,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.62827791675361e-24,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,6.9195692669194595e-140,5.0209168026671564e-66,1.3433692107331765e-46,1.2433022480805772e-74,6.358070087855124e-58,3.6156493435653596e-49,3.9477951466671587e-29,-2.3148317412727222e-114,3.9477951294888225e-29,2.2291952016985701e-74,8.5578028597468201e-71,2.9360687626425371e-75,2.3986987150369279e-106,3.6156494308754315e-49,4.0882479953418861e-92,2.3999879455147755e-18,7.0004132747812154e-19,1.5864920454702829e-23,1.6487488228278429e-37,1.5864920454702841e-23
2.1359178166910107e-23,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,5.3394497169566423e-138,5.9609523654429172e-65,8.1139500328939476e-46,1.4760484346005434e-73,9.608315516731697e-57,2.1838522126889938e-48,1.1053826466325883e-28,-2.1985964988055295e-114,1.1053826362568731e-28,3.3687619570563575e-73,2.6907101020510146e-69,3.4857008484208921e-74,5.365793097312691e-105,2.1838523163435113e-48,1.152952062420061e-90,6.7199662474413693e-18,1.9601157169387409e-18,4.442177727316791e-23,9.9584428847691992e-37,4.4421777273167951e-23
4.88209786672231e-23,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.099999999999999992,0.10000000000000001,5.8191937847654013e-136,5.8527391035643601e-64,3.9065176649085457e-45,1.4491931179684962e-72,1.0336187380384268e-55,1.0514308428720821e-47,2.5265889328274694e-28,3.5175433998909524e-114,2.5265888828728657e-28,3.623960085189866e-72,6.0028262127613782e-68,3.4222817913123275e-73,1.0601903032107162e-103,1.0514309446407016e-47,2.5079224266790307e-89,1.535992285129454e-17,4.4802644958599782e-18,1.0153549091009799e-22,4.794561569116905e-36,1.0153549091009818e-22
1.0374457966784909e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.099999999999999978,0.10000000000000001,4.7604623201478698e-134,5.1771064026935537e-63,1.7060788977299437e-44,1.2817949226532805e-71,9.5007369708431011e-55,4.5918748085485211e-47,5.3690015942697747e-28,2.2681753022767946e-112,5.3690013761048965e-28,3.3310435974146674e-71,1.1242629126845539e-66,3.0269695388439438e-72,1.8865520293045919e-102,4.591875708680433e-47,4.6492654025726109e-88,3.263983605900081e-17,9.5205620537024535e-18,2.1576291818395775e-22,2.0939109970693475e-35,2.1576291818395864e-22
2.135917816691011e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999999,0.09999999999999995,0.10000000000000001,3.4261400116942885e-132,4.3523838548561735e-62,7.1225435561928406e-44,1.0774259024286638e-70,8.1280805034411425e-54,1.917017409956817e-46,1.105382727336456e-27,8.0930821759749103e-111,1.1053826362569136e-27,2.8497780721487704e-70,1.9418845890014109e-65,2.5443503710110955e-71,3.1819458445659627e-101,1.9170181665719226e-46,7.9908997047994e-87,6.7199662474413074e-17,1.9601157169387401e-17,4.4421777273167557e-22,8.7416661873351025e-35,4.4421777273167933e-22
4.33286185671605e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999988,0.099999999999999881,0.099999999999999992,2.3223502183542222e-130,3.569517828867263e-61,2.909791445964698e-43,8.8333890918022032e-70,6.7204541419105057e-53,7.8316421878566299e-46,2.2423480056394821e-27,2.7196888633987673e-109,2.2423476335498334e-27,2.3562519638965565e-69,3.2264702606539213e-64,2.0860122967482105e-70,5.2263559425420327e-100,7.8316483910443465e-46,1.3244332091256182e-85,1.3631931530523648e-16,3.9762347400757293e-17,9.011274818271052e-22,3.5712558398322767e-34,9.0112748182712025e-22
8.72674993676613e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999971,0.099999999999999742,0.099999999999999978,1.529140927122724e-128,2.8925839728106303e-60,1.1761842263338433e-42,7.1535084638525324e-69,5.4649616977235521e-52,3.1656754429073202e-45,4.5162791321818109e-27,8.915594459846893e-108,4.5162776281359596e-27,1.9160655667509855e-68,5.2599607548584871e-63,1.6893070672430113e-69,8.4721492978524997e-99,3.1656804664094794e-45,2.1564967976098653e-84,2.7455862096687883e-16,8.0084727863497009e-17,1.8149469000179389e-21,1.4435586846735788e-33,1.8149469000179994e-21
1.7514526096866287e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999938,0.099999999999999464,0.099999999999999936,9.9258008099688119e-127,2.3312551642482904e-59,4.7293850461390086e-42,5.7577674922073218e-68,4.4076895910473256e-51,1.2729045370624151e-44,9.0641436650115812e-27,2.8874675056685255e-106,9.0641376173093571e-27,1.5453772798586343e-67,8.4948503815164905e-62,1.3597016576240416e-68,1.3644138792621009e-97,1.2729085804138554e-44,3.4805966736269849e-83,5.5103723229014533e-16,1.6072948878897618e-16,3.6425857363995051e-21,5.8044857779554924e-33,3.6425857363997481e-21
3.509007841706661e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999866,0.099999999999998909,0.099999999999999853,6.3974604864609442e-125,1.8755834136157796e-58,1.8966949324329072e-41,4.6202482713958021e-67,3.5404959799714391e-50,5.1049194386405744e-44,1.8159881849651559e-26,9.2954507315682241e-105,1.815985759566074e-26,1.241332662789165e-66,1.3655222961875869e-60,1.0910755326181349e-67,2.1901875816731618e-96,5.104951883987352e-44,5.5932323492490327e-82,1.1039944549366067e-15,3.2201901063993357e-16,7.2978634091622327e-21,2.3278582460274872e-32,7.2978634091632062e-21
7.024118305746723e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999721,0.099999999999997799,0.099999999999999686,4.1088357245860012e-123,1.5105977714820907e-57,7.5966728541092569e-41,3.7018249272565656e-66,2.8381457534421457e-49,2.0446328299899165e-43,3.6351394694853269e-26,2.9834713532195529e-103,3.6351297552381854e-26,9.9508432767924301e-66,2.1899257761639641e-59,8.7418908398733171e-67,3.5100145696860561e-95,2.0446588257464824e-43,8.9686550573694784e-81,2.2099089002292416e-15,6.4459805434184469e-16,1.4608418754686066e-20,9.3235737233143578e-32,1.4608418754689975e-20
1.4054339233826852e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999438,0.099999999999995592,0.099999999999999367,2.6343176819008546e-121,1.2219641113553651e-56,3.0406489046466856e-40,2.9637171485771611e-65,2.2728184402426896e-48,8.1838785406530219e-43,7.2734566288943696e-26,9.5614666592080327e-102,7.2734177465897478e-26,7.968785998561297e-65,3.5079579523731103e-58,6.9988430847601066e-66,5.620608159167175e-94,8.1840866647165057e-43,1.4365506066128345e-79,4.4217377908133609e-15,1.2897561417456521e-15,2.9229529445727262e-20,3.7318582381349625e-31,2.9229529445742899e-20
2.811478108998711e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559998866,0.099999999999991165,0.099999999999998729,1.6874903129967801e-119,9.9805810879327738e-56,1.21665563506014e-39,2.3718845988405565e-64,1.819175937167166e-47,3.2746324236988628e-42,1.4550149309187257e-25,3.0620009482369217e-100,1.4549993729322224e-25,6.3783240470336997e-64,5.615993947263378e-57,5.601225518573501e-65,8.9966707027061676e-93,3.2747989861157696e-42,2.299751459352573e-78,8.8453955719769964e-15,2.5800723165532073e-15,5.8471750827783722e-20,1.4932285563267644e-30,5.8471750827846278e-20
5.623566480230761e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559997723,0.099999999999982311,0.099999999999997438,1.0805254580089059e-117,8.3078889074102802e-55,4.8674148615493528e-39,1.8978842876899429e-63,1.4557093137201301e-46,1.3100782090060802e-41,2.9103768115672253e-25,9.8023420961422251e-99,2.9103145694904596e-25,5.1040562445110826e-63,8.988192843437885e-56,4.4818697792907567e-64,1.4397721395076042e-91,1.3102114841069824e-41,3.6806738581231509e-77,1.7692711134285851e-14,5.1607046661680778e-15,1.1695619359179294e-19,5.9738798684849655e-30,1.1695619359204331e-19
1.124774322269486e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559995436,0.099999999999964617,0.099999999999994857,6.9176122498962929e-116,7.1620416537316049e-54,1.9471244698160791e-38,1.5184775764001678e-62,1.1647148945671101e-45,5.2408354067892499e-41,5.8211939512239121e-25,3.1375122715171537e-97,5.8209449626539018e-25,4.0839296106784805e-62,1.4383167533025493e-54,3.5858976252352572e-63,2.3039079291604492e-90,5.2419017066051474e-41,5.8901110205740825e-76,3.5387342258829902e-14,1.032196936539686e-14,2.339250791193967e-19,2.3897410759236985e-29,2.3392507912039814e-19
