Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),H2OX(23),CHOX(53)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.2192467651223754e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,0.0,1.2411996900882983e-65,2.8897367810825996e-36,9.0095862894956269e-90,1.7681578265267842e-54,2.9812072569666024e-133,5.4889784659455037e-20,-6.1793308399199537e-106,5.4889784659455013e-20,2.5176321309346493e-72,3.9765627428342343e-72,1.9938765184321105e-113,2.3118952746436737e-114,5.1198332094210408e-54,1.1657757407037513e-85,2.9976818271489012e-18,8.8756031030454665e-20,3.5532015428139071e-22,8.76530292856128e-38,3.2456416223579119e-37,3.5532015428111395e-22,1.2750032753328178e-34,9.9825603986356867e-44,3.9903609555261912e-49,4.9010022037153333e-80,2.0592360949734911e-52,1.9089650285833531e-98,3.5114042035878786e-107,3.1838388974121478e-54,-8.9588363670585577e-111
1.7413890942342651e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,0.0,2.7765199431253218e-64,1.7454010157741223e-35,9.9569656700250196e-88,2.672040108775335e-53,1.07582638150143e-130,1.5369139704647415e-19,1.1929282735662013e-104,1.5369139704647396e-19,7.1001254337801724e-71,1.2502949505967099e-70,3.9863060246268412e-111,4.6221127418936459e-112,6.0782659841143519e-53,6.0343909801318927e-84,8.3935091160169208e-18,2.4851688688527303e-19,9.9489643198832492e-22,5.2942429668438205e-37,1.9603675399022077e-36,9.9489643198665365e-22,7.7010197771853591e-34,1.1851295691573634e-42,4.7379042917259903e-48,2.9818578860026336e-78,2.444725091952819e-51,1.7977331496992043e-96,7.0202600824242971e-105,3.7798535376823161e-53,9.0676164835126071e-109
3.9803179296783205e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996531,0.022821567693054285,0.0,5.4859407235777711e-63,8.4033545593916788e-35,9.0105124545987758e-86,2.8744588169484316e-52,3.8962569462679621e-128,3.5129462182051253e-19,1.2596063142236962e-102,3.5129462182051176e-19,1.5444323680593706e-69,2.7893392539600938e-69,7.2185564042106894e-109,8.369899683524512e-110,5.9676775823592066e-52,2.634851263987108e-82,1.9185163693752944e-17,5.6803859859490978e-19,2.274048987403917e-21,2.5489500886148287e-36,9.4383258377872453e-36,2.274048987395871e-21,3.7077095159305443e-33,1.1635672358221125e-41,4.6528628022656258e-47,1.3464840204150186e-76,2.4002455923019998e-50,1.5712280532486866e-94,1.2712557205590629e-102,3.7110826147148981e-52,1.8993606341150026e-106
8.458175600566431e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996528,0.022821567693054285,0.0,9.7619426426635771e-62,3.6699657119784983e-34,6.8226320586916508e-84,2.6421228784274016e-51,1.1819862766841094e-125,7.4650107136859009e-19,9.9561381365075292e-101,7.4650107136858682e-19,2.8631173234868411e-68,5.2241237123410794e-68,1.0943394853169935e-106,1.2688841367876751e-107,5.2783432318465997e-51,9.8088906199020228e-81,4.0768472849224944e-17,1.2070820220141834e-18,4.8323540982419954e-21,1.1131934688161308e-35,4.1219648603640001e-35,4.8323540982068577e-21,1.6192541506441463e-32,1.0291620379477326e-40,4.1174684829510006e-46,5.0865773349923863e-75,2.1229900444757586e-49,1.1721848786772167e-92,1.9272348278988506e-100,3.282410541047753e-51,3.0538804862513215e-104
1.741389094234265e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999982,0.11866996602996524,0.022821567693054285,0.0,1.6464946514478354e-60,1.5321384413332323e-33,4.7444917672093371e-82,2.2603917487402093e-50,3.2907639959110111e-123,1.536913970464749e-18,7.0565581207914906e-99,1.5369139704647349e-18,4.9209671494366226e-67,9.0233745370149854e-67,1.5229218374343239e-104,1.7658243963688164e-105,4.4367655170280516e-50,3.3793115425329714e-79,8.3935091160168672e-17,2.4851688688527302e-18,9.9489643199457291e-21,4.6473635847228199e-35,1.7208391881466724e-34,9.9489643197990364e-21,6.7600672845578124e-32,8.6507269588382338e-40,3.4644526144308825e-45,1.7665124897280546e-73,1.7845010521299352e-48,8.0856653815484637e-91,2.6820086861678628e-98,2.759063831420849e-50,4.3704684297177052e-102
3.532532162589509e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999971,0.11866996602996516,0.022821567693054285,0.0,2.7043726730449428e-59,6.2592854573235707e-33,3.1683736444874007e-80,1.8689356095483661e-49,8.794269415263235e-121,3.1177397686570818e-18,4.7487401208924036e-97,3.1177397686570229e-18,8.1561421635286501e-66,1.4992471655383519e-65,2.0346289280095798e-102,2.35914760055537e-103,3.6375284070041017e-49,1.1214702926699169e-77,1.7026832778205523e-16,5.0413425625298211e-18,2.0182184763463507e-20,1.8985996518311054e-34,7.0301895794593641e-34,2.0182184762864221e-20,2.7617080257044838e-31,7.0923884734868265e-39,2.8460617669681309e-44,5.8948317181741478e-72,1.4630417775515149e-47,5.3697306492974304e-89,3.5831730321203448e-96,2.2620472108364028e-49,5.9193786067266768e-100
7.114818299299997e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.022821567693054282,0.0,4.3839048158998517e-58,2.5301032592258614e-32,2.0771540113297603e-78,1.5197873991865545e-48,2.3066642428948557e-118,6.2793913650418036e-18,3.1158220872288656e-95,6.2793913650415671e-18,1.3280163171413655e-64,2.4441512396741395e-64,2.668142716127115e-100,3.0937053926469769e-101,2.9457647777528024e-48,3.6541476717156196e-76,3.4293480102582457e-16,1.0153689949884001e-17,4.06486256509403e-20,7.6744432534869216e-34,2.8417150309807554e-33,4.0648625648517883e-20,1.1163265111196787e-30,5.7435998379731763e-38,2.3140374512703853e-43,1.9317491859671424e-70,1.1848091633857196e-46,3.5003024859343987e-87,4.6988504361717869e-94,1.8318644565538603e-48,7.8153169339294962e-98
1.4279390572720972e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999921,0.11866996602996463,0.022821567693054278,0.0,7.0601435720522186e-57,1.0173433927455469e-31,1.3532657960220129e-76,1.2257635955217994e-47,6.0116087893877577e-116,1.2602694557811481e-17,2.0190063424716145e-93,1.2602694557810522e-17,2.1434236900161164e-63,3.94731068189404e-63,3.4767600634290965e-98,4.0312953620927773e-99,2.371007711680754e-47,1.1799021401380736e-74,6.8826774751334837e-16,2.0378384724592344e-17,8.1581507427658837e-20,3.0858597990377085e-33,1.1426411155622901e-32,8.1581507417918411e-20,4.4886995719209334e-30,4.6229484605270096e-37,1.8773854299262899e-42,6.2920608667912313e-69,9.5363749076833522e-46,2.2607788789041215e-85,6.1229016874651004e-92,1.4744438473167798e-47,1.0218731558091701e-95
2.8608535119562925e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999849,0.11866996602996392,0.022821567693054268,0.0,1.1333093629502733e-55,4.080002022937193e-31,8.8389618658431854e-75,9.8459997980427139e-47,1.5705670594411372e-113,2.5249300943351755e-17,1.3001835655453406e-91,2.5249300943347915e-17,3.4444243280667807e-62,6.3451863177444231e-62,4.541659534380027e-96,5.2660438690892645e-97,1.9025842759774816e-46,3.79268999745726e-73,1.3789336404883359e-15,4.0827774274008945e-17,1.6344727098815575e-19,1.2375677338907862e-32,4.5825019315064258e-32,1.6344727094909218e-19,1.8001691046773496e-29,3.7096244010929654e-36,1.5303107990114229e-41,2.0549357995556314e-67,7.6523402836283938e-45,1.4535193077947511e-83,7.9982898774703856e-90,1.183148272588625e-46,1.3372587205079334e-93
5.726682421324683e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999705,0.11866996602996252,0.022821567693054247,0.0,1.8162498694105938e-54,1.6341289269892864e-30,5.8436986351743056e-73,7.8927875283969643e-46,4.1528183542816095e-111,5.0542513714436013e-17,8.3469300901430936e-90,5.0542513714420618e-17,5.5230634209948067e-61,1.0175950697345286e-60,6.0046952174850517e-94,6.9624304053467283e-95,1.5243825166781005e-45,1.2163879734785317e-71,2.76026542643807e-15,8.172655337284182e-17,3.2717879813738873e-19,4.9567255421102942e-32,1.8353909924151156e-31,3.2717879798093075e-19,7.2100645636993378e-29,2.9722127857601915e-35,1.264292409785477e-40,6.7941671190200529e-66,6.1311843124884611e-44,9.3237638967202974e-82,1.0574833404767573e-87,9.4795829147332392e-46,1.7699182552777337e-91
1.1458340240061464e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999422,0.1186699660299597,0.022821567693054205,0.0,2.908365651797681e-53,6.5407743713209534e-30,3.9658072230733727e-71,6.3206313550001023e-45,1.1269880694099121e-108,1.011289392566193e-16,5.3502918247407055e-88,1.011289392565577e-16,8.8465000157781399e-60,1.6300465558952047e-59,8.148537370237025e-92,9.4482104886986447e-93,1.2204326676376747e-44,3.8968103316471598e-70,5.5229289983365781e-15,1.6352411157050634e-16,6.5464185254881183e-19,1.9839815665521242e-31,7.3463471326015559e-31,6.5464185192257211e-19,2.8859036319966532e-28,2.3795759336373806e-34,1.0733395233610874e-39,2.3063337092753409e-64,4.9086754728575663e-43,5.9740143903152676e-80,1.4350341190848398e-85,7.589428844740864e-45,2.4038284315585913e-89
2.2921655877535026e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999885,0.11866996602995408,0.022821567693054122,0.0,4.6552773583737197e-52,2.6171617242239072e-29,2.8229546037689273e-69,5.0590668682041482e-44,3.2072093126852729e-106,2.0230179034104501e-16,3.4268312519758324e-86,2.0230179034079854e-16,1.4162083237064806e-58,2.6095902539569525e-58,1.1596639786016838e-89,1.3446277367525903e-90,9.767166715136496e-44,1.2476787436659815e-68,1.1048256142129752e-14,3.2711922796583032e-16,1.3095679618234871e-18,7.9385072388166594e-31,2.9394957558443664e-30,1.309567959317711e-18,1.1547364064162236e-27,1.9043815035495992e-33,9.5685377207433111e-39,8.2142339024705782e-63,3.9284322254897541e-42,3.8255483427793951e-78,2.0422774024969972e-83,6.0738472903982589e-44,3.424149539183828e-87
4.584828715248215e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997712,0.11866996602994283,0.022821567693053959,0.0,7.4499537869991771e-51,1.047035109330355e-28,2.1699250783162955e-67,4.0482784583945386e-43,9.8534552810701827e-104,4.04647492510133e-16,2.1940186173895468e-84,4.0464749250914688e-16,2.2665481498144655e-57,4.1765549049167133e-57,1.7818711121376332e-87,2.0660754866547079e-88,7.8152113131058355e-43,3.9936914201930206e-67,2.2098910429700723e-14,6.5430946075645822e-16,2.6194201821801576e-18,3.1759171932048638e-30,1.1759897082271895e-29,2.6194201721554164e-18,4.6196899217269321e-27,1.5237906321382785e-32,9.2222705946417688e-38,3.1603510173412299e-61,3.1433426474282776e-41,2.4490484808048399e-76,3.1380427112351919e-81,4.8599968729599239e-43,5.2674550450621921e-85
9.17015497023764e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995436,0.11866996602992032,0.022821567693053633,0.0,1.1921120728019449e-49,4.1884813026999742e-28,1.853253423538512e-65,3.2390328020883339e-42,3.3628932168187525e-101,8.0933889684925528e-16,1.4044428930543058e-82,8.0933889684531048e-16,3.6269689745626773e-56,6.683448371811309e-56,3.041671713319155e-85,3.526811402534776e-86,6.2527530492000663e-42,1.2781603914373177e-65,4.4200219004781168e-14,1.308689926337634e-15,5.2391246301228256e-18,1.2704681678071195e-29,4.7043416564734668e-29,5.2391245900205322e-18,1.8480202640191643e-26,1.2191419935358124e-31,9.8843148369733304e-37,1.3513485007432657e-59,2.5149128912594461e-40,1.567614274707083e-74,5.3566700910671217e-79,3.8883606062606379e-42,9.003930062541768e-83
1.834080748021649e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679990884,0.1186699660298753,0.022821567693052977,0.0,1.9074705782341789e-48,1.6754606980416071e-27,1.7804949327388851e-63,2.5913902654826784e-41,1.2910802812245663e-98,1.6187217055312851e-15,8.9893017390758186e-81,1.6187217055155049e-15,5.8035439329280594e-55,1.0694260169056847e-54,5.840690579516072e-83,6.7722673633433329e-84,5.0024244658310842e-41,4.0903998882814842e-64,8.8402836154696092e-14,2.6174508574996657e-15,1.0478533554925779e-17,5.0820626487232662e-29,1.8818132176466145e-28,1.0478533394509591e-17,7.3923330610854545e-26,9.7534987851657364e-31,1.1917234344958302e-35,6.5000131609666382e-58,2.0120258290288413e-39,1.0033445786024112e-72,1.0286005562339552e-76,3.1108264596108994e-41,1.7312785358395148e-80
3.668211250017419e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767998178,0.11866996602978526,0.022821567693051669,0.0,3.0520121201761058e-47,6.7019791601850129e-27,1.9002950419543367e-61,2.07317782335519e-40,5.5074803952791274e-96,3.2374873229104851e-15,5.7534306356811264e-79,3.2374873228473632e-15,9.2859851554794286e-54,1.7111328248535414e-53,1.2460840043864208e-80,1.4448315435462063e-81,4.0020098488664961e-40,1.308973824285371e-62,1.7680807045354202e-13,5.2349727198224497e-15,2.0957351520204719e-17,2.0328529670988549e-28,7.5274058843708306e-28,2.0957350878523007e-17,2.9569543500514625e-25,7.8028239483663102e-30,1.5949026073059176e-34,3.472324491114868e-56,1.6096588732010341e-38,6.4216339049262436e-71,2.1944711018883916e-74,2.4887047169218476e-40,3.6975341859976366e-78
7.336472254008958e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679963573,0.1186699660296052,0.022821567693049053,0.0,4.883222536344232e-46,2.68081894725443e-26,2.1899054508983679e-59,1.6585685025792551e-39,2.53740800292243e-93,6.475018557729448e-15,3.6822844108512433e-77,6.4750185574769573e-15,1.4857828120067374e-52,2.7378271542317563e-52,2.8709807701764238e-78,3.3288955755609386e-79,3.2016063316241251e-39,4.1887895932591083e-61,3.5361853904729811e-13,1.0470016444462896e-14,4.1914987913475245e-17,8.1313869770898289e-28,3.0109928775327072e-27,4.1914985346691064e-17,1.1827625450961948e-24,6.2420767868016733e-29,2.3022901651885019e-33,2.002156067061386e-54,1.2877423868345955e-37,4.1099188223845579e-69,5.0560668532999147e-72,1.9909625664394845e-39,8.525138224206618e-76
1.4672994261992038e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679927157,0.11866996602924505,0.022821567693043818,0.0,7.8130170983142873e-45,1.0723330430286631e-25,2.6477249578448344e-57,1.3268652982727577e-38,1.2267735159971636e-90,1.2950081027609626e-14,2.3566904332819534e-75,1.295008102659966e-14,2.37727264159986e-51,4.3804509189885864e-51,6.9409486318805566e-76,8.0480137270362196e-77,2.561236994867114e-38,1.3404243928196634e-59,7.0723947621906775e-13,2.0940103893723312e-14,8.3830262551029748e-17,3.2524852496308663e-27,1.2044031924011225e-26,8.3830252283592148e-17,4.7308244455530758e-24,4.9932807678588432e-28,3.4838216432793519e-32,1.2108589082887525e-52,1.0302000313430879e-36,2.6303714065555715e-67,1.2223661438152475e-69,1.5927397682516852e-38,2.0619044312657724e-73
2.93460382779582e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679854321,0.11866996602852478,0.022821567693033347,0.0,1.2500263505354289e-43,4.2893431601144468e-25,3.2892318433362115e-55,1.0614964348319168e-37,6.0949959637449309e-88,2.5900205968338982e-14,1.5082909592671165e-73,2.5900205964299105e-14,3.8036523165609744e-50,7.0083939168127648e-50,1.7243366359132817e-73,1.9993642080189231e-74,2.0488944516197399e-37,4.2893767241308216e-58,1.4144813504996363e-12,4.1880278792162207e-14,1.6766081923150228e-16,1.3009285456701595e-26,4.8176243452391577e-26,1.6766077815965508e-16,1.8921347810284327e-23,3.9939801129460756e-27,5.413612481016357e-31,7.5228434993917202e-51,8.241624842711238e-36,1.6834451250285553e-65,3.0367179333763438e-67,1.2741320212458745e-37,5.1234970177040764e-71
