Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),H2OX(23),COX(50),CHOX(53)
6.649310165217266e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999972,0.11866996602996265,0.022821567693054223,0.0,1.2997667961977695e-54,4.576823673495753e-36,1.1157975962952287e-75,1.7681285716404281e-48,1.1526491311344376e-119,6.7613944656775015e-22,1.1547304799932636e-101,6.7613944649623787e-22,2.8241264080106879e-68,7.4699688547643321e-62,1.1173598772730255e-100,6.7516052501027637e-102,1.8693869117660658e-48,8.690800903831706e-81,2.6814725642086121e-15,1.2892758379774161e-16,4.9695656824956295e-20,3.6496226588166995e-32,4.9695656828753332e-20,1.8810144076212647e-30,8.8156414987523527e-37,3.2160430688064251e-43,4.4642406073203552e-68,1.6681870556886491e-49,7.0211570265260184e-46,9.8906202013983574e-91,1.4482536954475279e-94
1.3304397315808308e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999437,0.11866996602995997,0.022821567693054157,0.0,2.081316961901451e-53,1.8319222405846299e-35,1.3364224878900037e-73,1.4159368725806805e-47,5.5203100020320938e-117,1.3528663298090156e-21,7.4016973670389812e-100,1.3528663295227804e-21,4.5235103071832866e-67,1.1965838487615523e-60,2.675962109292786e-98,1.6169400843518318e-99,1.4966436844107765e-47,2.7841777041619389e-79,5.3652748178718691e-15,2.5796718113483488e-16,9.9434489716296198e-20,1.4607975553878067e-31,9.9434489731494229e-20,7.528956165938783e-30,7.0578681534725095e-36,4.81961322860976e-42,2.6747249829226637e-66,1.3355639849311534e-48,5.6211853391121442e-45,2.3687019091492033e-88,3.4715611840317395e-92
2.6614571616990393e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998876,0.1186699660299546,0.022821567693054028,0.0,3.331451755477705e-52,7.3300752837129074e-35,1.651756222558329e-71,1.133323384380466e-46,2.7286084111814606e-114,2.7063200967208777e-21,4.7407447458389135e-98,2.7063200955755637e-21,7.2415451732355099e-66,1.9156409488168159e-59,6.6138697378275697e-96,3.9964059861273144e-97,1.1977657869512732e-46,8.9143659678236968e-78,1.0732879325193394e-14,5.1604637580901131e-16,1.9891215548745728e-19,5.845071973717794e-31,1.9891215554826927e-19,3.0125603337614683e-29,5.648431017021961e-35,7.4502292954177566e-41,1.6533484329261212e-64,1.0688571110861938e-47,4.4986415447411893e-44,5.8544497477430173e-86,8.584373803137715e-90
5.3234920219354563e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997749,0.11866996602994385,0.022821567693053772,0.0,5.3313727567922668e-51,2.9325075250636328e-34,2.0765342726025544e-69,9.0688831790327459e-46,1.3719875800727578e-111,5.4132276322619241e-21,3.0352478629193996e-96,5.4132276276799224e-21,1.1589616115796317e-64,3.0658952293097382e-58,1.6628340774355867e-93,1.0047612367195857e-94,9.5838817706845379e-46,2.8533969235748789e-76,2.1468088339816485e-14,1.0322047651573231e-15,3.9786748698370449e-19,2.3383925753361629e-30,3.9786748722699249e-19,1.2052180396354028e-28,4.5195893476741764e-34,1.1711300308054006e-39,1.039411021516353e-62,8.5524811441032504e-47,3.5995725411287339e-43,1.4719035464019233e-83,2.1587838038833271e-87
1.0647561742408291e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995501,0.11866996602992239,0.022821567693053255,0.0,8.5309532296724986e-50,1.173098562593876e-33,2.6338039403298563e-67,7.2560250938242856e-45,6.9603764668609682e-109,1.0827042710213307e-20,1.9429335089338388e-94,1.0827042691883811e-20,1.8545901206652623e-63,4.9060770112418765e-57,4.2180128586055368e-91,2.5487183093119985e-92,7.667730451764153e-45,9.1321500491769277e-75,4.2938506368982856e-14,2.0645215438537819e-15,7.9577814979189954e-19,9.3541969792529328e-30,7.9577815076513261e-19,4.821246436527577e-28,3.6159929333435344e-33,1.8570698552196697e-38,6.5922307919085608e-61,6.8426350322123381e-46,2.8798927447631092e-42,3.7336905020347386e-81,5.4767448955063957e-85
2.129570118335396e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319990999,0.11866996602987945,0.022821567693052221,0.0,1.3649864284831629e-48,4.6925858699382091e-33,3.3557730584728519e-65,5.8051875127074543e-44,3.5472575388299555e-106,2.1654672893593244e-20,1.243597419809928e-92,2.1654672820272272e-20,2.9675454386122415e-62,7.850075015333835e-56,1.0748287602510374e-88,6.494611629821558e-90,6.1343108245408946e-44,2.9224928119435641e-73,8.5879342426996336e-14,4.1291551012460416e-15,1.591599474671092e-18,3.7417233780977234e-29,1.5915994785641984e-18,1.9285625833618292e-27,2.89289670434939e-32,2.9578934577756853e-37,4.1997856580690252e-59,5.4743686390001317e-45,2.3039616253366869e-41,9.5141425616313848e-79,1.395664646403286e-82
4.2591980065245295e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319981995,0.11866996602979356,0.022821567693050156,0.0,2.1839201824184537e-47,1.8770730786595873e-32,4.2853942088991135e-63,4.6442969816798412e-43,1.8119663548237504e-103,4.3309933370261768e-20,7.9594074261035111e-91,4.3309933076971923e-20,4.7482336959704938e-61,1.2559876842139437e-54,2.745134494046904e-86,1.6587367601649631e-87,4.9073015595615866e-43,9.3523046691832743e-72,1.7176101454174625e-13,8.2584222160279285e-15,3.1832421214806848e-18,1.496633671447711e-28,3.1832421370535514e-18,7.7142915587455293e-27,2.3143163385288872e-31,4.7218114401008839e-36,2.6816564612081913e-57,4.3796000433730931e-44,1.8431139423146233e-40,2.4299308982740169e-76,3.5646641853155874e-80
8.518453782902797e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319963993,0.11866996602962179,0.022821567693046028,0.0,3.4939531091892353e-46,7.5083730252629046e-32,5.4787108722831272e-61,3.7154963619969835e-42,9.2662709565735433e-101,8.6620454763233438e-20,5.094143617521361e-89,8.6620453590062156e-20,7.5973026856628771e-60,2.0093929874875367e-53,7.0190676020039376e-84,4.2412428282418653e-85,3.9254661642852513e-42,2.9927899125933868e-70,3.4352435876613789e-13,1.6516956445581176e-14,6.3665274033047032e-18,5.9859066429851731e-28,6.3665274655977971e-18,3.0856554362415701e-26,1.8513855141150735e-30,7.5459789743938887e-35,1.7142123096071957e-55,3.5037235026236862e-43,1.4743501030434481e-39,6.213117440800878e-74,9.114652765891424e-78
1.7036965335659331e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319927989,0.11866996602927826,0.02282156769303777,0.0,5.5891972984902162e-45,3.0033679509042759e-31,7.0080272407010399e-59,2.9724205798789368e-41,4.741342836756773e-98,1.7324149930771536e-19,3.2602912334978954e-87,1.7324149461500643e-19,1.2155787233951724e-58,3.214342002240971e-52,1.7956685355266282e-81,1.0850247059760027e-82,3.1397170919199181e-41,9.5770115272693449e-69,6.870510471944885e-13,3.3034024904645561e-14,1.2733097919772075e-17,2.3938238570345029e-27,1.2733098168953677e-17,1.2341943964398145e-25,1.4809739667398492e-29,1.2065584318922424e-33,1.0963616205382742e-53,2.8029984523667317e-42,1.1792334787833145e-38,1.5894833849709354e-71,2.3317818751978175e-75
3.40739884411724e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319855979,0.1186699660285912,0.022821567693021252,0.0,8.9390240772736737e-44,1.2013530070059297e-30,8.9659660333135311e-57,2.3779458271566646e-40,2.426625868674703e-95,3.4648359543083327e-19,2.0865989726452215e-85,3.4648357665994995e-19,1.9449341662717282e-57,5.1406808689317611e-51,4.5947053106350697e-79,2.7763268889354489e-80,2.5107026361913351e-40,3.0646570573569194e-67,1.3741044239694583e-12,6.6068161822605913e-14,2.5466238763984165e-17,9.5709147784654723e-27,2.5466239760776713e-17,4.9361977916785373e-25,1.1845535630683611e-28,1.9295841238037991e-32,7.0133545972898593e-52,2.2424102421145431e-41,9.4298406944957282e-38,4.067118689553024e-69,5.9664542378228996e-73
6.814803465219854e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319711956,0.11866996602721706,0.02282156769298822,0.0,1.4290571738734566e-42,4.8054403026244151e-30,1.1470387585192318e-54,1.9023603544020568e-39,1.2420104344796018e-92,6.9296781581368429e-19,1.3354273707550385e-83,6.9296774073005712e-19,3.1119011494457158e-56,8.2177903214235138e-50,1.1756276036177443e-76,7.1036519844792045e-78,2.0068416518070295e-39,9.8069237138917456e-66,2.7482111771924732e-12,1.3213643565785284e-13,5.0932519697517713e-17,3.8248513098450821e-26,5.0932523685201922e-17,1.9740079067212252e-24,9.4727781046459721e-28,3.0857409675587875e-31,4.4861794913146326e-50,1.7939385757345566e-40,7.5374036172103802e-37,1.0406332244451162e-66,1.526580230923679e-70
1.3629612707425081e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319423908,0.1186699660244688,0.022821567692922151,0.0,2.2826979590524232e-41,1.9221950625989445e-29,1.4669807395924508e-52,1.5218896763828099e-38,6.3561612760549916e-90,1.3859363691258413e-18,8.5467480840529615e-82,1.3859360687911519e-18,4.9790467580868896e-55,1.3125121857165529e-48,3.007105643278865e-74,1.8170150231450376e-75,1.6027238695743778e-38,3.13821880321852e-64,5.4964246823308054e-12,2.6427298332565207e-13,1.0186507854502253e-16,1.5271331552656434e-25,1.0186509449984211e-16,7.892249424229995e-24,7.5723699429953819e-27,4.9331417121075673e-30,2.8687447473366626e-48,1.435164270301223e-39,6.0195849383779541e-36,2.6617916365752029e-64,3.9046279821320727e-68
2.7259231191835536e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318847819,0.11866996601897227,0.022821567692790014,0.0,3.640232368326141e-40,7.6889242601349271e-29,1.8747982406858131e-50,1.2175121635134813e-37,3.2517098595290424e-87,2.7718739259359202e-18,5.469922931959997e-80,2.7718727245968632e-18,7.966477891285658e-54,2.0925839451999552e-47,7.6862443016305471e-72,4.6442958555142989e-73,1.27780036269297e-37,1.0042304250983768e-62,1.0992851687376673e-11,5.2854607865047331e-13,2.0373018416178438e-16,6.0861829319761305e-25,2.0373024801363418e-16,3.1538750593130252e-23,6.0485410325813106e-26,7.8809483431118731e-29,1.833114297611967e-46,1.1481515687167603e-38,4.7992038946970177e-35,6.8035326044003311e-62,9.9794532650927724e-66
5.451846816065645e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317695641,0.11866996600797922,0.022821567692525739,0.0,5.7860733521233788e-39,3.0756831419604394e-28,2.3923779354925377e-48,9.7400968419378357e-37,1.6622632730466759e-84,5.5437508402987164e-18,3.5007520410798557e-78,5.5437460349423726e-18,1.2746364346865211e-52,3.3245761232029018e-46,1.9616895336344183e-69,1.1852983868321262e-70,1.0153027836497223e-36,3.2135373329331003e-61,2.1985705676545238e-11,1.0570922692570187e-12,4.0746034708232907e-16,2.4167743066230152e-24,4.0746060274980943e-16,1.2591361375029884e-22,4.8239129342781328e-25,1.2571665984672815e-27,1.169579188102874e-44,9.1855290612121878e-38,3.8132780621918533e-34,1.7363624882664963e-59,2.5465118524119219e-63
1.0903694209829827e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315391279,0.11866996598599309,0.022821567691997193,0.0,9.1375065522177677e-38,1.2303632313052756e-27,3.0436011979348039e-46,7.7920738378059828e-36,8.4843750571380579e-82,1.1087511871991437e-17,2.2404829618332365e-76,1.1087492650569736e-17,2.0394173957654065e-51,5.2454245647244419e-45,4.9916020049297604e-67,3.0159270071784082e-68,8.0135797584417856e-36,1.0283315067713367e-59,4.3971413571189667e-11,2.1141846502978097e-12,8.1492047967159597e-16,9.528350702317392e-24,8.1492150441560184e-16,5.0173353858705143e-22,3.8354185012546707e-24,1.9994879616048845e-26,7.4395586832860366e-43,7.3489250198450298e-37,3.0096976219723018e-33,4.4180410415014913e-57,6.4774055275702896e-61
2.1807388997358194e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756310782554,0.11866996594202085,0.022821567690940101,0.0,1.4249704772931301e-36,4.9221645071999149e-27,3.8487705423447677e-44,6.2336520971126896e-35,4.3172216840915008e-79,2.2175062747218046e-17,1.4339100689241841e-74,2.2174985861569852e-17,3.2630643057694833e-50,8.1653343927891235e-44,1.2625472342505202e-64,7.6277325733656582e-66,6.2433252404533634e-35,3.2906573315728666e-58,8.7942829025707707e-11,4.2283694116908782e-12,1.6298399718435844e-15,3.704695656877202e-23,1.629844087323415e-15,1.9917296150685141e-21,3.0309037035021827e-23,3.1613969828612767e-25,4.7036023898488097e-41,5.8799337983565701e-36,2.3447635328279023e-32,1.1173695035942906e-54,1.6371941723385955e-58
4.3614778572414927e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756301565111,0.11866996585407637,0.022821567688825917,0.0,2.1698939818148714e-35,1.9694230355341561e-26,4.8091913934264483e-42,4.9869100583282861e-34,2.1834320423366328e-76,4.4350279744817124e-17,9.1770355289512861e-73,4.4349972202551646e-17,5.2208910827530859e-49,1.2390551940702029e-42,3.1558351383026703e-62,1.9063215472362734e-63,4.7459935446898737e-34,1.0530080043537809e-56,1.7588565859566063e-10,8.4567389317279377e-12,3.259675864167357e-15,1.4029393188167402e-22,3.2596924567200385e-15,7.8478285202841164e-21,2.3664153205650613e-22,4.9405041538576736e-24,2.9383875540033317e-39,4.7051910298703542e-35,1.782312081729311e-31,2.7924305726308442e-52,4.0864894416549392e-56
6.542216814747166e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756292347667,0.11866996576613188,0.022821567686711734,0.0,7.8020057270754338e-35,4.1858282494960939e-26,3.1200947014499546e-41,1.4804869497972082e-33,1.8496133106826448e-75,6.6525611989343312e-17,5.2104444086747336e-72,6.6524958462515027e-17,1.9751669816391936e-48,4.6133511181395434e-42,2.3549234682338964e-61,1.4224617960962968e-62,1.3184849007622802e-33,4.9122546972512081e-56,2.6382848682653032e-10,1.268510844902057e-11,4.8895086644768774e-15,2.8724347010029817e-22,4.8895441138339108e-15,1.6504739999224972e-20,6.6726470421731269e-22,1.7979946045119288e-23,1.6255297201685381e-38,1.3455917007824016e-34,4.9512654056265214e-31,2.0836407597111807e-51,3.0630786354072423e-55
1.0903694729758513e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756273912775,0.11866996559024293,0.022821567682483362,0.0,5.5508182473994087e-34,1.1578107684742389e-25,1.3451823885343968e-39,6.9348808454405061e-33,2.5975496669776482e-73,1.1087673746435384e-16,1.4007164015573751e-70,1.1087493065836829e-16,1.5588149840328142e-47,3.4562663787429096e-41,1.782717525263895e-59,1.0763946445140589e-60,5.5846379196001995e-33,6.5827120406225671e-55,4.3971413793193717e-10,2.1141847472657152e-11,8.1491618970868453e-15,7.2606090024643e-22,8.1492612358159456e-15,4.4450191279291252e-20,2.9420057525776276e-21,1.3296306750214454e-22,4.0465589414001432e-37,6.1865372819986366e-34,2.0969570733432543e-30,1.5766205043315031e-49,2.8265325241300699e-53
1.4829024853268724e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756257321374,0.11866996543194287,0.02282156767867783,0.0,1.4757075528484123e-33,2.0623522781754887e-25,6.3117895915757025e-39,1.6002896407176019e-32,1.4792842771024903e-72,1.507931227548876e-16,6.082116211743344e-70,1.5078990537286396e-16,4.3745338883998079e-47,9.6153451411331973e-41,9.1425462892943922e-59,5.5191191462864765e-60,1.2024553522381646e-32,2.1847522855283876e-54,5.9801121960019253e-10,2.875291258510456e-11,1.1082839816133684e-14,1.2198824770442469e-21,1.108301826027744e-14,7.7796889416097802e-20,6.4716380040205492e-21,3.5959366708994243e-22,1.7032551444277271e-36,1.3929125167629571e-33,4.5147789194472533e-30,8.0839008661844242e-49,1.7254745076603936e-52
1.8754354976778936e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756240729974,0.11866996527364282,0.022821567674872298,0.0,3.2005614811054494e-33,3.2203309837679098e-25,2.1862287313503276e-38,3.0812530500314482e-32,6.7506517683976143e-72,1.9070990218253838e-16,1.8416675849461096e-69,1.9070487981027901e-16,1.0015735619146314e-46,2.1166632247705362e-40,3.657778293685098e-58,2.2079268707177446e-59,2.1733416037642115e-32,5.8704444651270224e-54,7.5630829668881878e-10,3.6363977688229171e-11,1.4016507160691802e-14,1.8002411317469733e-21,1.401678812335581e-14,1.193689794986052e-19,1.1942689363671492e-20,7.9385186516018388e-22,5.0274505964427508e-36,2.633331645736576e-33,8.1595673301284167e-30,3.2339001067514137e-48,6.4220763044654216e-52
2.267968510028915e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756224138573,0.11866996511534277,0.022821567671066766,0.0,5.947613737455909e-33,4.6178717126112001e-25,6.0847171775582277e-38,5.2388741320019645e-32,2.3078439785220708e-71,2.306270539132241e-16,4.7811727831074089e-69,2.3061985398596231e-16,1.9531255226410487e-46,4.0194901466038195e-40,1.1216737677131287e-57,6.7698425352255446e-59,3.488180302131215e-32,1.298680183167839e-53,9.1460536945150032e-10,4.3975042782559007e-11,1.6950164516558571e-14,2.4499983973424825e-21,1.6950570550334953e-14,1.6836091041525111e-19,1.9523516148930341e-20,1.4982178760462429e-21,1.2697460121281848e-35,4.4024848175845943e-33,1.3095170844212697e-29,9.9154666386957664e-48,2.0523025521559878e-51
3.0530345347309572e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756190955772,0.1186699647987427,0.022821567663455701,0.0,1.4601640847385007e-32,7.9597188030335336e-25,2.8429653030642327e-37,1.1583148347943317e-31,1.5040752035276682e-70,3.1046220640123106e-16,2.11482307122471e-68,3.1044980174045502e-16,5.1854513930235958e-46,1.0420951346186983e-39,5.8770294780111836e-57,3.5453329702543752e-58,6.98673800345717e-32,4.0860441773030248e-53,1.2311995051116258e-09,5.9197172951191745e-11,2.281745644936319e-14,3.8781107446174893e-21,2.281816528641112e-14,2.823064263444606e-19,4.021401448973865e-20,3.7644471052079856e-21,5.3117093724886388e-35,9.4020784582357692e-33,2.6226610766341931e-29,5.19256166008023e-47,1.4584110360201973e-50
3.8381005594329996e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756157772971,0.11866996448214263,0.022821567655844636,0.0,2.9531295723333855e-32,1.2188364706327772e-24,9.2757858853229138e-37,2.1700774839390859e-31,6.1997717049565433e-70,3.902987350622915e-16,6.3636693054860087e-68,3.9027974852748162e-16,1.1247909223002359e-45,2.1935844183403093e-39,2.1126481355283023e-56,1.2740345434607814e-57,1.1984428749869141e-31,1.0106866619198075e-52,1.5477936247812997e-09,7.4419303087395708e-11,2.868471146018574e-14,5.4827997415383976e-21,2.8685810016415096e-14,4.2094314880640121e-19,7.0700540377084893e-20,7.7669348621350377e-21,1.5402387230699446e-34,1.7102124116486973e-32,4.4982308788166369e-29,1.8659399805970485e-46,5.6144599601627482e-50
4.623166584135042e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675612459017,0.11866996416554258,0.022821567648233572,0.0,5.3404348681417241e-32,1.7364930897156976e-24,2.5572393172092488e-36,3.6726335768176867e-31,2.150117322773074e-69,4.701367332304552e-16,1.6473116721401969e-67,4.7010969428142198e-16,2.1737856637756942e-45,4.0780733877982286e-39,6.3959897695252316e-56,3.8558976879183062e-57,1.8723703130461071e-31,2.1982799988537504e-52,1.8643877273759263e-09,8.9641433189020651e-11,3.4551927044928104e-14,7.2266262765859474e-21,3.4553510947629879e-14,5.8386869033877741e-19,1.1303430861374924e-19,1.4313583605603062e-20,3.8340297738099516e-34,2.8299172146802242e-32,7.0270207241003528e-29,5.6472009128573845e-46,1.8025943025910735e-49
