Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),H2OX(23),COX(50),CHOX(53)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.221231717221184e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,8.8824674835067209e-66,8.0934957905568795e-42,2.4266392151225508e-93,3.9609964956290356e-57,1.1727749480997579e-142,7.3429566300652097e-25,-8.549948355519236e-118,7.3429566300639433e-25,1.2873492206470876e-79,2.9191223651700751e-73,5.2502709168054177e-121,3.1724565713003472e-122,6.2785838040493972e-57,8.3291886197138088e-95,2.912111820383841e-18,1.4001692419390023e-19,5.3970087778964445e-23,6.4538774074571333e-38,5.3970087778971145e-23,3.3263220379360791e-36,2.9608473564045966e-45,1.404408393352336e-52,4.5136122070636335e-83,5.6028179786373367e-58,2.3581486848137306e-54,4.6474226384867374e-111,-1.0307403176612942e-114
2.0219448808219315e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,1.9869729287119861e-64,4.8884714575771531e-41,2.7130313247585442e-91,5.9858579042527382e-56,4.2810800779040104e-140,2.0560278564186683e-24,1.650306661910656e-116,2.0560278564179042e-24,3.6305307781341009e-78,9.1781878117561136e-72,1.0618337494305375e-118,6.4160907299640276e-120,7.4539346696582611e-56,4.3114279102357267e-93,8.1539130970747509e-18,3.9204738774292063e-19,1.5111624578108945e-22,3.8981419412498729e-37,1.5111624578112996e-22,2.0090985091865034e-35,3.5151179767453831e-44,1.6874265016846254e-51,2.778429375379774e-81,6.6516655043389006e-57,2.7995941101473992e-53,9.3991153665319829e-109,1.0556348164660057e-112
4.621588299021558e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,0.0,3.9259240804498387e-63,2.3535885760151365e-40,2.5163266653547048e-89,6.4393127830790223e-55,1.5889115161605154e-137,4.6994922432446002e-24,1.7425636443936839e-114,4.6994922432409231e-24,7.8971974495668363e-77,2.0476031982705481e-70,1.9705729881784406e-116,1.1907113602969649e-117,7.318317212221497e-55,1.8825381576471957e-91,1.8637515650456551e-17,8.9610831484096137e-19,3.454085617852955e-22,1.876787530807178e-36,3.4540856178549073e-22,9.6729444604147923e-35,3.4511636638129199e-43,1.6993282801132594e-50,1.2861028091206242e-79,6.5306446362117031e-56,2.7486580807821471e-52,1.7443072292226831e-106,2.2661555233086654e-110
9.820875135420811e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996528,0.022821567693054285,0.0,6.9859724038967551e-62,1.0278739655259593e-39,1.9982572376336004e-87,5.9188378435451422e-54,5.0539853228884206e-135,9.9864210169030145e-24,1.3773514374135041e-112,9.9864210168869558e-24,1.4640073137774457e-75,3.8349341256611648e-69,3.1325714958640053e-114,1.8928446138809045e-115,6.4729686120879554e-54,7.0082175523285779e-90,3.9604720757220076e-17,1.904230169037043e-18,7.3399319379353199e-22,8.1964241082298757e-36,7.3399319379438464e-22,4.2244289614120531e-34,3.0525151594531018e-42,1.5788235757882598e-49,5.0972308725029274e-78,5.7762812239111977e-55,2.4311569129984138e-51,2.7728823742277601e-104,3.8220130599299295e-108
2.0219448808219317e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996524,0.022821567693054285,0.0,1.1782863538085995e-60,4.2911714692803742e-39,1.5187144218807093e-85,5.0636903880969548e-53,1.5371158856235188e-132,2.0560278564246052e-23,9.7621792174247367e-111,2.0560278564178999e-23,2.5162545168955362e-74,6.6238948412080364e-68,4.7630029419786266e-112,2.8780267189029637e-113,5.4409200013923318e-53,2.4144372064983964e-88,8.1539130970746812e-17,3.9204738774292058e-18,1.5111624578093016e-21,3.4218456221171586e-35,1.5111624578128618e-21,1.7636159204236196e-33,2.5658228890677461e-41,1.4545907935645739e-48,1.9358891074768637e-76,4.8553124163882649e-54,2.0435338199186511e-50,4.2161039013696608e-102,5.9798386535104875e-106
4.1016596153816325e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999981,0.11866996602996516,0.022821567693054282,0.0,1.9353387991686684e-59,1.7530835631720735e-38,1.1861520716871345e-83,4.186757135040108e-52,4.8008405464951435e-130,4.1707993659036938e-23,6.569499085001998e-109,4.1707993658763018e-23,4.1705073283704978e-73,1.1005699748800668e-66,7.4387348551056188e-110,4.4948277222420198e-111,4.4607947096915044e-52,8.0126367945894655e-87,1.6540795139779909e-16,7.9529612942135291e-18,3.0655009858380286e-21,1.3979355101434529e-34,3.0655009858525731e-21,7.2049463830883087e-33,2.1036165752767207e-40,1.4016411606249151e-47,7.562587827412289e-75,3.9806784656218289e-53,1.6754124027018517e-49,6.5846020714923617e-100,9.476851490485863e-104
8.261089084501034e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999964,0.11866996602996499,0.022821567693054278,0.0,3.1372672926769107e-58,7.086244060280304e-38,1.0017781780465585e-81,3.4046013702964159e-51,1.6206694213577483e-127,8.4003423849037984e-23,4.3104886412023479e-107,8.400342384793075e-23,6.7905900507557883e-72,1.7942066333965806e-65,1.2558870080431962e-107,7.588650285395499e-109,3.6124668308291019e-51,2.6108010420515709e-85,3.3314559225189876e-16,1.6017936127782166e-17,6.1741780418842342e-21,5.6506782074910193e-34,6.174178041943024e-21,2.9123544398950487e-32,1.7035631621510599e-39,1.4737298697927269e-46,3.1966506798200751e-73,3.2236566292139635e-52,1.3567922592067038e-48,1.1116831494667331e-97,1.6128974262326869e-101
1.6579948022739839e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999931,0.11866996602996466,0.022821567693054271,0.0,5.0524712462183255e-57,2.849347573415778e-37,9.4134093992050615e-80,2.7459343452741576e-50,6.0860834159395062e-125,1.6859428423071712e-22,2.7931324902823098e-105,1.6859428422626503e-22,1.0960039719422118e-70,2.8976478750775201e-64,2.358817747272487e-105,1.4253068027612224e-106,2.9076269728680895e-50,8.4301183579712779e-84,6.6862087396007864e-16,3.2147885794919389e-17,1.2391532153931652e-20,2.2721123438463692e-33,1.2391532154168038e-20,1.1710448426587327e-31,1.371175710036417e-38,1.7313300468336951e-45,1.5037199266003728e-71,2.5946793097078918e-51,1.0920642190725492e-47,2.0879728221087018e-95,3.0437051521679567e-99
3.3217665899217445e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999859,0.11866996602996399,0.022821567693054254,0.0,8.1103320184311875e-56,1.142715819699998e-36,9.8334901984131762e-78,2.2056837964001946e-49,2.5410221422679829e-122,3.3777600500078375e-22,1.7986991342694139e-103,3.3777600498292897e-22,1.7612489598601466e-69,4.6578823033410725e-63,4.925513233583743e-103,2.9762229484963608e-104,2.3331865506503468e-49,2.7097862175448887e-82,1.3395714373763604e-15,6.4407785129193685e-17,2.4826240377846503e-20,9.1121826288269879e-33,2.4826240378794527e-20,4.6964130312505785e-31,1.1002819458295326e-37,2.2641717367474083e-44,7.8626112313815828e-70,2.0820667432236634e-50,8.7631239185183887e-47,4.3599543728452399e-93,6.3736730086163066e-97
