Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2X(49),CH2X(27),CHX(28),CX(26),OCX(25),COX(50),CH3OO(77),C2H6X(52)
2.5396226948450712e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33657992947925286,0.11773145055618031,0.022797033719023332,0.0,7.8498253755167521e-24,1.8749817415949257e-12,1.4156806944895347e-10,2.7368287336210721e-15,1.0502034279094667e-31,8.0971141878076271e-09,8.4662837076130405e-33,2.5387331226573412e-10,1.1290528619941659e-23,1.1836197761357274e-25,8.0032110542492543e-24,1.4907376124679406e-25,1.5308464548324562e-23,7.0687938770164359e-25,0.0009384924171184951,4.9067803963020035e-05,2.9881484078559413e-09,1.8125439717686237e-16,5.8682942785575669e-08,8.6005336819171524e-15,2.0691828181281932e-13,2.607072545822899e-11,1.1802286558251064e-08,1.4548517511450307e-15,1.1693473864264076e-16,1.264555725034377e-12,3.8576878692876666e-18
2.5669352614985243e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33657018669621575,0.11772223434019884,0.022796770768158961,0.0,8.2068812546240683e-24,1.9380489625851229e-12,1.4665724498763455e-10,2.7830978105361767e-15,1.119089154584047e-31,8.2092770044385783e-09,8.9223131191693879e-33,2.5656169240167618e-10,1.1603282560334528e-23,1.2242530728070806e-25,8.4369167064274127e-24,1.5614258382812747e-25,1.5825537592594968e-23,7.3489046681542735e-25,0.00094770834394948555,4.9593700563972079e-05,2.9977491909454027e-09,1.8515613453813093e-16,5.9470668432056323e-08,8.9512940831857623e-15,2.0758369042806941e-13,2.6781495658076242e-11,1.1963853404934728e-08,1.4908436162640562e-15,1.2114029849670271e-16,1.2838386736664162e-12,3.9467214380715773e-18
2.5942478281519775e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33656046150326574,0.11771303567968161,0.022796507835536484,0.0,8.5764563861424234e-24,2.002635646293915e-12,1.5187068948165762e-10,2.8296698891968865e-15,1.1916814471035468e-31,8.3217823431407099e-09,9.3973576088924004e-33,2.5924926370511998e-10,1.1921013535142487e-23,1.2658901441046946e-25,8.8890911261157552e-24,1.6346352029353867e-25,1.6355350460927745e-23,7.6367298064222968e-25,0.00095690671444611836,5.0119560556755831e-05,3.0073455648305983e-09,1.8910555451954189e-16,6.0260846212859098e-08,9.3127397707283545e-15,2.0824881128069394e-13,2.7503874900423749e-11,1.21258163282817e-08,1.5273241619908457e-15,1.2544852358431213e-16,1.3031825889453733e-12,4.0366509302482149e-18
2.6215603948054306e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33655075386688804,0.11770385454116637,0.022796244921127435,0.0,8.9588660914818802e-24,2.0687648036146413e-12,1.5721004892861668e-10,2.8765459196832748e-15,1.2681369223786444e-31,8.4346300148123202e-09,9.8919877361458996e-33,2.6193602856051375e-10,1.2243747378187084e-23,1.308547178867874e-25,9.3603104598785823e-24,1.7104266754895432e-25,1.6898112628466813e-23,7.9323914024054007e-25,0.00096608756207080431,5.0645383996639648e-05,3.016937793455942e-09,1.9310284786336038e-16,6.1053475034664069e-08,9.6850887281001184e-15,2.0891366298689614e-13,2.8237939030604064e-11,1.22881733455919e-08,1.5642949160918627e-15,1.2986077024837388e-16,1.3225873738940105e-12,4.1274743207066249e-18
2.6488729614588837e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33654106375363141,0.11769469089125488,0.022795982024903415,0.0,9.3544307767727491e-24,2.1364596156054527e-12,1.6267697371434494e-10,2.9237268595178065e-15,1.3486170386114935e-31,8.5478198396516706e-09,1.0406784971625375e-32,2.6462198934963088e-10,1.2571509983746614e-23,1.3522405104219712e-25,9.851162366293714e-24,1.7888620200852401e-25,1.7454035628507677e-23,8.2360121996143662e-25,0.00097525092022199614,5.1171170938775513e-05,3.0265261177928029e-09,1.9714820526552142e-16,6.1848553846936458e-08,1.0068561266516103e-14,2.0957826257537028e-13,2.8983763882205579e-11,1.2450922483985057e-08,1.6017573974541229e-15,1.3437839834721841e-16,1.3420529383285858e-12,4.2191896967085792e-18
2.676185528112337e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33653139113010927,0.11768554469661269,0.02279571914683608,0.0,9.7634759757993702e-24,2.2057434339863688e-12,1.6827311858045609e-10,2.9712136730865573e-15,1.4332881908086391e-31,8.6613516463489466e-09,1.0942341806680075e-32,2.6730714845159963e-10,1.290432730731949e-23,1.3969866170071193e-25,1.0362246116580305e-23,1.8700037978905095e-25,1.8023333064599822e-23,8.5477155759748048e-25,0.0009843968222343106,5.1696921438199235e-05,3.0361107578752537e-09,2.0124181743869635e-16,6.2646081638209408e-08,1.0463380029745017e-14,2.1024262562880973e-13,2.9741425305811911e-11,1.2614061779175691e-08,1.6397131169291377e-15,1.3900277122780846e-16,1.361579198289915e-12,4.3117952555897721e-18
2.70349809476579e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33652173596299811,0.11767641592396907,0.02279545628689714,0.0,1.0186332393166755e-23,2.2766397816336191e-12,1.7400014259158175e-10,3.0190073311102904e-15,1.5223218071048053e-31,8.7752252713497804e-09,1.149926186324574e-32,2.6999150824293e-10,1.3242225366317722e-23,1.4428021222132373e-25,1.0894172694802773e-23,1.9539153690284374e-25,1.8606220622675337e-23,8.8676255453339119e-25,0.00099352530137865086,5.2222635549830668e-05,3.0456919146552791e-09,2.0538387507245869e-16,6.3446057432742932e-08,1.0869769999046381e-14,2.1090676641255067e-13,3.0510999148008811e-11,1.277758927440703e-08,1.6781635766442533e-15,1.4373525569869882e-16,1.3811660755215572e-12,4.4052893024807677e-18
2.730810661419243e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3365120982190386,0.11766730454011694,0.022795193445058367,0.0,1.062333594725595e-23,2.3491723530716035e-12,1.7985970910236041e-10,3.0671088101611407e-15,1.6158944458937882e-31,8.8894405581840522e-09,1.2078160004388715e-32,2.7267507109753968e-10,1.3585230240696531e-23,1.489703795408283e-25,1.1447564897648081e-23,2.040660894489768e-25,1.9202916083203383e-23,9.195866758983415e-25,0.0010026363908623298,5.2748313328474078e-05,3.0552697716934699e-09,2.0957456878308467e-16,6.4248480287486147e-08,1.1287958498149817e-14,2.1157069799077701e-13,3.1292561225194779e-11,1.2941503019489588e-08,1.7171102693835858e-15,1.4857722200276988e-16,1.400813496991313e-12,4.499670248050403e-18
2.758123228072696e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3365024778650349,0.11765821051191258,0.022794930621291572,0.0,1.1074827813526454e-23,2.4233650149623462e-12,1.8585348572414162e-10,3.1155190922210363e-15,1.7141878937626909e-31,9.0039973568541649e-09,1.2679662445462204e-32,2.7535783938677654e-10,1.3933368073525674e-23,1.537708552175868e-25,1.2023057433773602e-23,2.1303053380294521e-25,1.9813639333371693e-23,9.5325645071971851e-25,0.0010117301238291925,5.327395482881833e-05,3.0648444966997873e-09,2.138140892010149e-16,6.5053349289244085e-08,1.1718175198275031e-14,2.122344323339398e-13,3.2086187363496408e-11,1.3105801069864402e-08,1.7565546797653417e-15,1.5353004378974981e-16,1.4205213944525186e-12,4.594936606274013e-18
2.812748361379602e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33648328919442794,0.11764007439018923,0.022794405027861505,0.0,1.2022667731648983e-23,2.5768269403544366e-12,1.9825036082757113e-10,3.213270018043585e-15,1.9256910992574406e-31,9.2341349189007744e-09,1.3953042523026504e-32,2.807210017418031e-10,1.4645147505325037e-23,1.6370957125111478e-25,1.3242942492318503e-23,2.3185548594097169e-25,2.1078059358323009e-23,1.0231833972671331e-24,0.0010298656524712357,5.4325129212789339e-05,3.0839851501949184e-09,2.2244037249520896e-16,6.6670422215950054e-08,1.2615623654410742e-14,2.1356135228250254e-13,3.3709935042213509e-11,1.3435542331918741e-08,1.8369425467668553e-15,1.6377376527883599e-16,1.4601183659942701e-12,4.7881201199888739e-18
2.861910981355817e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33646607853280608,0.11762381090575162,0.022793932055299077,0.0,1.2928805534062926e-23,2.7208631545044992e-12,2.0988336243964499e-10,3.3023119060599355e-15,2.1341233875805644e-31,9.4424253043102936e-09,1.5182909888332384e-32,2.8554515418524296e-10,1.5303567288624372e-23,1.7304894091280092e-25,1.4423036960353466e-23,2.4985619471066689e-25,2.2266261895734762e-23,1.0891367889710469e-24,0.00104612860016544,5.5271062632865365e-05,3.1012024317072858e-09,2.3037292635736072e-16,6.813414503831984e-08,1.3466816017304919e-14,2.1475500663912548e-13,3.5213327314763531e-11,1.3733604372771084e-08,1.9110085294589579e-15,1.7338608959473561e-16,1.4959618681051052e-12,4.9650005236488311e-18
2.9110736013320324e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33644892370127016,0.11760760314105063,0.022793459140854181,0.0,1.3887436316456515e-23,2.8706571549929714e-12,2.2197733048727953e-10,3.392369795734588e-15,2.3609277254830453e-31,9.6518200971640294e-09,1.6496284834167005e-32,2.903667690007779e-10,1.5979027368867954e-23,1.827726897504858e-25,1.5685162352783949e-23,2.6890087335714263e-25,2.3503431739821565e-23,1.1580278863341618e-24,0.001062335825310239,5.6216879356526653e-05,3.1184115851113515e-09,2.3846664156170086e-16,6.9605780294574439e-08,1.4360659430761536e-14,2.1594816753752261e-13,3.6756985417374537e-11,1.4032881501260781e-08,1.9867097916061933e-15,1.8337910144080191e-16,1.5320004306617334e-12,5.14473104541606e-18
2.9602362213082476e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33643182450850434,0.11759145090507127,0.022792986284364464,0.0,1.4900745658014513e-23,3.0263544201487606e-12,2.3454213992251325e-10,3.4834495638475124e-15,2.6073665340543949e-31,9.8623185936836901e-09,1.7897244804434776e-32,2.9518585992772546e-10,1.6671682552511861e-23,1.9289121749763728e-25,1.7033463943151206e-23,2.8903033580976009e-25,2.479092906379958e-23,1.2299320897971225e-24,0.0010784875189216385,5.7162579698580486e-05,3.1356131740654562e-09,2.467226283969396e-16,7.1085323451905231e-08,1.5298578894305742e-14,2.1714087623093641e-13,3.8341350701447121e-11,1.4333362490164521e-08,2.0640546623122689e-15,1.9376093143736901e-16,1.5682337828402499e-12,5.3273064706467654e-18
3.0093988412844628e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33641478076385029,0.11757535400745524,0.022792513485668166,0.0,1.5970977824732585e-23,3.1881022736743956e-12,2.4758770764922203e-10,3.5755571197859605e-15,2.8747652065252301e-31,1.007392012480099e-08,1.9389995497091863e-32,3.000024406797988e-10,1.738168833878054e-23,2.0341508096355395e-25,1.8472219825674591e-23,3.1028625326811506e-25,2.6130137137821466e-23,1.3049254832238083e-24,0.0010945838713590466,5.8108163972643413e-05,3.1528076795094116e-09,2.5514199655253854e-16,7.2572770139646282e-08,1.6282024463806588e-14,2.1833316828203143e-13,3.996686409571158e-11,1.4635036124087225e-08,2.143051372096527e-15,2.0453974371333176e-16,1.6046616797019853e-12,5.5127225015875007e-18
3.058561461260678e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33639779227730493,0.11755931225849842,0.022792040744604107,0.0,1.7100436609587146e-23,3.3560498935824686e-12,2.611239918600518e-10,3.6686984018186913e-15,3.1645140915830327e-31,1.0286624051074954e-08,2.0978873069011435e-32,3.0481652494534152e-10,1.8109200924056809e-23,2.1435499490032155e-25,2.0005842717426439e-23,3.3271115750521334e-25,2.7522462563891029e-23,1.3830848369620035e-24,0.0011106250723275433,5.9053632491146167e-05,3.169995512451751e-09,2.6372585524342882e-16,7.40681161260257e-08,1.7312471352245943e-14,2.1952507445202125e-13,4.1633966123986216e-11,1.4937891192378523e-08,2.2237080535793948e-15,2.1572373535939428e-16,1.6412838983822341e-12,5.7009757206275914e-18
3.107724081236893e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33638085885951868,0.11754332546914888,0.022791568061011642,0.0,1.829148617763966e-23,3.530348321082982e-12,2.7516099136812253e-10,3.7628793739444728e-15,3.4780705030250107e-31,1.0500429758394522e-08,2.266834636231175e-32,3.0962812638753718e-10,1.8854377205489772e-23,2.2572183287817227e-25,2.1638881744760678e-23,3.5634844411202514e-25,2.8969335511774826e-23,1.4644876109217276e-24,0.0011266113108801407,5.9998985565338431e-05,3.1871770247774516e-09,2.7247531320007668e-16,7.5571357298562551e-08,1.8391420031512889e-14,2.2071662145237244e-13,4.3343096858993403e-11,1.5241916483312356e-08,2.3060327402073135e-15,2.2732113587720495e-16,1.6781002348427473e-12,5.8920635547804269e-18
3.1568867012131084e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33636398032179271,0.11752739345100446,0.022791095434730721,0.0,1.9546551915062547e-23,3.7111504694279299e-12,2.8970874493417723e-10,3.8581060232256552e-15,3.8169607549153297e-31,1.071533665434327e-08,2.4463019151773249e-32,3.1443725864459782e-10,1.9617374783944449e-23,2.3752662816486463e-25,2.3376024214159532e-23,3.8124237568438576e-25,3.0472209955895933e-23,1.5492119576680475e-24,0.0011425427754200356,6.0944223505293738e-05,3.2043525183868519e-09,2.813914784350854e-16,7.7082489647589698e-08,1.9520396335152244e-14,2.2190783257063527e-13,4.5094695769869752e-11,1.5547100779383915e-08,2.3900333637672251e-15,2.3934020662471206e-16,1.7151105011027804e-12,6.0859842413681994e-18
3.2060493211893236e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33634715647607688,0.11751151601631056,0.022790622865601864,0.0,2.0868121282704801e-23,3.8986111327146753e-12,3.0477733058936479e-10,3.9543843575564507e-15,4.1827822225972505e-31,1.0931344165153871e-08,2.6367632413861334e-32,3.1924393532993337e-10,2.0398351966366156e-23,2.4978057461075354e-25,2.5222097367043593e-23,4.0743808495065528e-25,3.2032563913237408e-23,1.6373367255264175e-24,0.0011584196537028589,6.1889346619914266e-05,3.2215222528480575e-09,2.9047545841037923e-16,7.8601509252277431e-08,2.0700951562046657e-14,2.2309872820384843e-13,4.688920175885869e-11,1.5853432853318327e-08,2.4757177557782668e-15,2.517892402580848e-16,1.7523145228998169e-12,6.2827367949354414e-18
3.2552119411655388e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33633038713496766,0.11749569297795785,0.022790150353466133,0.0,2.2258744675044289e-23,4.0928869946532174e-12,3.2037686495416461e-10,4.0517204037797002e-15,4.5772054289178229e-31,1.1148451733133545e-08,2.8387066617142459e-32,3.2404817003230564e-10,2.1197467767678292e-23,2.6249502754049843e-25,2.7182070118606922e-23,4.3498157784061499e-25,3.3651899682251161e-23,1.7289414616974831e-24,0.0011742421328389094,6.283435521693562e-05,3.2386864518623568e-09,2.9972836009810781e-16,8.0128412268854994e-08,2.1934662580967454e-14,2.2428932631231115e-13,4.8727053147734155e-11,1.6160901464849286e-08,2.5630936467582536e-15,2.6467656017071869e-16,1.7897121376987036e-12,6.4823209753731326e-18
3.304374561141754e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33631367211170554,0.11747992414948022,0.022789677898165168,0.0,2.3721036282775494e-23,4.2941366373010447e-12,3.3651750255393924e-10,4.1501202060933427e-15,5.0019761553960709e-31,1.1366658814477197e-08,3.052634403415763e-32,3.2884997631597048e-10,2.2014881912297252e-23,2.756815046466194e-25,2.9261054780545334e-23,4.639197364953199e-25,3.5331744082774639e-23,1.8241064153791843e-24,0.0011900103992953839,6.3779249602931653e-05,3.2558453087524301e-09,3.0915128966402155e-16,8.1663194920778319e-08,2.3223131935949406e-14,2.2547964279008826e-13,5.060868748638691e-11,1.646949535826842e-08,2.6521686630492911e-15,2.7801051992944316e-16,1.8273031929913616e-12,6.6847372572414491e-18
3.353537181117969e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33629701122017319,0.11746420934505225,0.022789205499541165,0.0,2.5257674959482763e-23,4.5025205497681374e-12,3.5320943513139312e-10,4.2495898247019973e-15,5.4589175780111978e-31,1.158596487740701e-08,3.2790631074781799e-32,3.3364936772080848e-10,2.2850754835327123e-23,2.8935168688546224e-25,3.1464308767577465e-23,4.9430032221782682e-25,3.7073648696956918e-23,1.9229125408945688e-24,0.001205724638898602,6.4724030083319217e-05,3.2729989911279985e-09,3.1874535265980641e-16,8.3205853490146474e-08,2.456798795244783e-14,2.2666969179069449e-13,5.253454160095855e-11,1.677920326023415e-08,2.7429503287948462e-15,2.9179950270829204e-16,1.8650875448429775e-12,6.8899868002661848e-18
3.4026998010941844e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33628040427489331,0.11744854837948743,0.022788733157436875,0.0,2.6871405094544122e-23,4.7182011368928972e-12,3.7046289095598714e-10,4.3501353346838957e-15,5.9499324274446665e-31,1.1806369400597069e-08,3.518524064121314e-32,3.3844635776244643e-10,2.3705247683476909e-23,3.0351741938089562e-25,3.3797236287579496e-23,5.2617197836441209e-25,3.8879190111201632e-23,2.0254415008242486e-24,0.0012213850368362187,6.5668696962362981e-05,3.2901476448331225e-09,3.2851165418441163e-16,8.4756384310434026e-08,2.5970884844246328e-14,2.2785948601058927e-13,5.4505051626349503e-11,1.7090013878032587e-08,2.8354460659155341e-15,3.0605192072010045e-16,1.9030650566541549e-12,7.0980714209856672e-18
3.4518624210703996e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33626385109102563,0.11743294106823544,0.022788260871695616,0.0,2.856503748919657e-23,4.9413427278923089e-12,3.8828813413079352e-10,4.4517628250436491e-15,6.4770051735479101e-31,1.2027871871843138e-08,3.7715634504694119e-32,3.4324095993237181e-10,2.4578522315741805e-23,3.1819071232733591e-25,3.6265390015189278e-23,5.5958423317603988e-25,4.0749970159126574e-23,2.1317756691424675e-24,0.0012369917776594299,6.6613250543180109e-05,3.3072913972757043e-09,3.3845129845694194e-16,8.6314783760615519e-08,2.7433502821082437e-14,2.2904903690716269e-13,5.6520652764241148e-11,1.740191589848801e-08,2.9296631899481535e-15,3.2077621464597806e-16,1.9412355981098452e-12,7.3089935655213272e-18
3.5010250410466148e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3362473514843658,0.11741738722738042,0.022787788642161241,0.0,3.0341450235999668e-23,5.172111584988113e-12,4.0669546389698682e-10,4.5544783979220285e-15,7.0422042337797191e-31,1.2250471786938413e-08,4.0387425704047451e-32,3.4803318769803879e-10,2.547074130388899e-23,3.3338374189241343e-25,3.8874472748752672e-23,5.9458750254989741e-25,4.2687616165542026e-23,2.241998134355809e-24,0.0012525450452851726,6.7557691127745126e-05,3.3244303602380467e-09,3.4856538901173128e-16,8.7881048259937411e-08,2.8957548196958124e-14,2.3023835489368562e-13,5.8581779332888284e-11,1.7714897986897007e-08,3.0256089125378796e-15,3.3598085306288374e-16,1.9795990442866187e-12,7.5227562834438273e-18
3.55018766102283e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33623090527134236,0.11740188667363845,0.022787316468678178,0.0,3.2203589605924121e-23,5.4106759120089578e-12,4.2569521393587895e-10,4.6582881679366954e-15,7.6476842053271012e-31,1.2474168648720106e-08,4.3206380966091961e-32,3.5282305450297037e-10,2.6382067932784263e-23,3.4910885112977467e-25,4.1630339050500176e-23,6.3123309275088474e-25,4.4693781191453788e-23,2.3561927026436554e-24,0.0012680450229983176,6.8502019016894507e-05,3.3415646322569709e-09,3.5885502900905905e-16,8.9455174263418669e-08,3.0544753499102252e-14,2.3142744952038292e-13,6.0688864867355692e-11,1.8028948786174168e-08,3.1232903424461491e-15,3.5167433186957309e-16,2.0181552748926528e-12,7.7393632027034889e-18
3.599350280999045e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33621451226901516,0.1173864392243555,0.022786844351091379,0.0,3.4154470938176873e-23,5.6572058629721815e-12,4.4529775166907223e-10,4.7631982616335007e-15,8.2956881206394058e-31,1.2698961966259537e-08,4.6178423148016391e-32,3.5761057376685377e-10,2.7312666200587876e-23,3.6537855088911828e-25,4.453899686983589e-23,6.695732030629396e-25,4.6770144280085696e-23,2.4744439009997423e-24,0.0012834918934538486,6.9446234510331468e-05,3.3586943006423808e-09,3.6932132067178819e-16,9.103715825840957e-08,3.219687757755517e-14,2.3261632959839499e-13,6.2842341816069561e-11,1.8344056916621541e-08,3.2227144800766684e-15,3.6786517371100309e-16,2.0569041736200182e-12,7.9588185055922848e-18
3.6485129009752604e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33619817229507265,0.11737104469750533,0.022786372289246355,0.0,3.6197179531940562e-23,5.9118735506466819e-12,4.6551347755693677e-10,4.8692148170325514e-15,8.9885497261190505e-31,1.2924851254174752e-08,4.9309633701800901e-32,3.6239575888563333e-10,2.8262700818841955e-23,3.8220552072114189e-25,4.7606609149618551e-23,7.0966092838006578e-25,4.8918410703921225e-23,2.596836980374309e-24,0.0012988858386790438,7.039033790663065e-05,3.3758194431871476e-09,3.7996536544286778e-16,9.2626996761371246e-08,3.3915705715348124e-14,2.3380500331388125e-13,6.5042641575003431e-11,1.8660210975548234e-08,3.32388822033492e-15,3.8456192740131254e-16,2.0958456275932307e-12,8.1811269057038748e-18
3.6976755209514756e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33618188516783004,0.11735570291168713,0.022785900282989185,0.0,3.8334871547779429e-23,6.1748530550946303e-12,4.8635282439498123e-10,4.9763439832557773e-15,9.728695783716248e-31,1.315183603204808e-08,5.2606255160780121e-32,3.671786232315992e-10,2.9232337212467755e-23,3.9960260979699667e-25,5.0839495415310834e-23,7.5155026173693511e-25,5.1140312212773669e-23,2.7234579188164414e-24,0.0013142270400756395,7.1334329503242865e-05,3.3929401296126781e-09,3.9078826451147003e-16,9.4224686314971912e-08,3.5703049739251597e-14,2.3499347835313911e-13,6.7290194683955443e-11,1.8977399536889491e-08,3.4268183551097545e-15,4.0177316734554428e-16,2.1349795269005815e-12,8.4062936258582744e-18
3.746838140927691e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33616565070622689,0.11734041368612357,0.02278542833216644,0.0,4.0570774911675596e-23,6.4463204321960583e-12,5.0782625660881434e-10,5.0845919202238327e-15,1.0518648395166821e-30,1.3379915823932614e-08,5.6074693648437097e-32,3.719591801534724e-10,3.0221741519690179e-23,4.1758283782405524e-25,5.4244133346879301e-23,7.9529609677895522e-25,5.3437607282876563e-23,2.8543934246162584e-24,0.0013295156784219929,7.2278209596499636e-05,3.4100564227904767e-09,4.0179111809295283e-16,9.583022348615855e-08,3.7560748131067565e-14,2.3618176196849891e-13,6.9585430452995136e-11,1.9295611151532227e-08,3.53151156613898e-15,4.1950749296023589e-16,2.1743057641960169e-12,8.63432437695779e-18
3.796000760903906e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33614946872982548,0.11732517684065843,0.02278495643662529,0.0,4.2908190218317799e-23,6.7264537221585308e-12,5.2994426954805129e-10,5.1939647984114886e-15,1.1361027348605385e-30,1.3609090157933409e-08,5.9721521409514194e-32,3.767374429764881e-10,3.1231080591904179e-23,4.3615939594929149e-25,5.7827160333337954e-23,8.409542301717222e-25,5.5812081366990353e-23,2.9897309394466375e-24,0.0013447519338752358,7.3221978481617992e-05,3.4271683797756046e-09,4.1297502548293445e-16,9.7443604864204319e-08,3.9490666139441475e-14,2.3736986103713618e-13,7.1928776953554858e-11,1.9614834347390387e-08,3.6379744279938843e-15,4.377735280929772e-16,2.2138242343607122e-12,8.8652253377410619e-18
3.845163380880122e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33613333905880777,0.11730999219575464,0.022784484596213402,0.0,4.5350491646879862e-23,7.0154329580071582e-12,5.5271738877831202e-10,5.304468798652341e-15,1.2258552487284065e-30,1.3839358565851439e-08,6.355347936352732e-32,3.8151342500247608e-10,3.2260521993495962e-23,4.5534564768365365e-25,6.159537500982604e-23,8.8858136394978625e-25,5.8265547145539774e-23,3.1295586415042341e-24,0.0013599359859734201,7.4165636452705051e-05,3.4442760526819896e-09,4.2434108588535764e-16,9.9064827058705195e-08,4.1494695892170813e-14,2.3855778215883231e-13,7.4320661346937212e-11,1.9935057629240224e-08,3.7462134126277785e-15,4.5657992044097298e-16,2.25353483421513e-12,9.0990031354019508e-18
3.894326000856338e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33611726151397425,0.11729485957249201,0.022784012810779013,0.0,4.7901127880106479e-23,7.3134401740596052e-12,5.7615616937215916e-10,5.416110111985411e-15,1.3214046100128466e-30,1.4070720582880802e-08,6.7577479680772369e-32,3.8628713950993968e-10,3.3310234001629042e-23,4.7515512982395586e-25,6.5555738777108769e-23,9.3823510780466072e-25,6.0799844778770735e-23,3.2739654486496309e-24,0.0013750680136376547,7.5109183802762712e-05,3.4613794894237904e-09,4.3589039752888498e-16,1.0069388669859447e-07,4.3574756508988347e-14,2.3974553168730971e-13,7.6761509437443701e-11,2.0256269479412898e-08,3.8562348802216556e-15,4.7593534096880397e-16,2.2934374622740562e-12,9.3356648270406862e-18
3.943488620832553e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33610123591674118,0.11727977879256525,0.022783541080170867,0.0,5.0563623018160714e-23,7.6206594143901328e-12,6.0027119519964447e-10,5.5288949395374653e-15,1.4230435333863343e-30,1.4303175747351172e-08,7.1800608380913851e-32,3.9105859975413252e-10,3.4380385606003687e-23,4.9560155335070876e-25,6.9715377303403208e-23,9.8997398131202146e-25,6.3416842159916141e-23,3.423041021546482e-24,0.0013901481951742378,7.605262082369212e-05,3.4784787343427786e-09,4.4762405751465933e-16,1.0233078043101092e-07,4.5732794214799289e-14,2.4093311574652082e-13,7.9251745578700058e-11,2.0578458358203088e-08,3.9680450819152718e-15,4.9584848332551724e-16,2.3335320185383131e-12,9.5752178819150815e-18
3.992651240808769e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33608526208913858,0.11726474967828163,0.022783069404238257,0.0,5.3341577508565312e-23,7.937276741274182e-12,6.2507307821701474e-10,5.6428294924357172e-15,1.5310754626438919e-30,1.4536723600508699e-08,7.6230127954246617e-32,3.9582781896713397e-10,3.5471146508597171e-23,5.1669880435547719e-25,7.4081582008424891e-23,1.043857416098045e-24,6.6118435169393438e-23,3.5768757667995571e-24,0.0014051767082767798,7.6995947806298511e-05,3.4955738287389798e-09,4.5954316305374643e-16,1.0397550491974336e-07,4.7970782453352513e-14,2.4212054032062449e-13,8.179179317836748e-11,2.0901612703739324e-08,4.0816501671869791e-15,5.1632806326091965e-16,2.3738184043177406e-12,9.8176701644606713e-18
4.0418138607849844e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33606933985380794,0.11724977205255911,0.02278259778283102,0.0,5.6238669081736473e-23,8.2634802436187717e-12,6.505724577545275e-10,5.7579199917462315e-15,1.6458148161486561e-30,1.4771363686329387e-08,8.0873480005720298e-32,4.0059481035792382e-10,3.6582687123391026e-23,5.3846094497114947e-25,7.8661811529546495e-23,1.0999457579448376e-24,6.8906547930022062e-23,3.7355608400916111e-24,0.0014201537300283186,7.7939165040295599e-05,3.5126648113196168e-09,4.7164881043925225e-16,1.0562805684484226e-07,5.0290722001326178e-14,2.4330781126752295e-13,8.4382074184577281e-11,2.1225720932923006e-08,4.1970561723156573e-15,5.3738281804129106e-16,2.4142965220807216e-12,1.006302991804923e-17
