Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19)
0.0,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.62827791675361e-24,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,6.9195633707918691e-140,5.020853399192293e-66,1.3433686593488963e-46,1.2433017333850915e-74,6.3580697642507377e-58,3.6156478467785585e-49,3.9477935123804494e-29,-2.3148298284753511e-114,3.9477935091210504e-29,2.229193355759485e-74,1.8758335678536476e-75,2.9360674967911427e-75,2.3986961163024262e-106,3.6156478467886451e-49,4.0882459939440356e-92,2.3999879455147755e-18,7.0004132747812154e-19,1.5864920454702976e-23,1.6487412377731717e-37,1.5864920454702841e-23
2.1359178166910107e-23,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.10000000000000001,0.10000000000000001,5.33944509805686e-138,5.9607571737256909e-65,8.113946702532896e-46,1.4760478189523642e-73,9.6083150277668719e-57,2.1838513011952065e-48,1.1053821845225741e-28,-2.1985947910344719e-114,1.1053821825538968e-28,3.3687574120533107e-73,5.8978954132822503e-74,3.4856993347351672e-74,5.3657872680670856e-105,2.1838513012071809e-48,1.1529509185081405e-90,6.7199662474413693e-18,1.9601157169387409e-18,4.442177727316875e-23,9.9583528353665389e-37,4.4421777273167951e-23
4.88209786672231e-23,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.099999999999999992,0.10000000000000001,5.8191884731849454e-136,5.8523067769927932e-64,3.9065160614830589e-45,1.4491925037741717e-72,1.0336186854383182e-55,1.0514303964546404e-47,2.5265878553158268e-28,3.5175353774662599e-114,2.5265878458374916e-28,3.6239554428971764e-72,1.3157760322925135e-72,3.4222802821483961e-73,1.0601891445397879e-103,1.0514303964663969e-47,2.5079200572964032e-89,1.535992285129454e-17,4.4802644958599782e-18,1.0153549091010202e-22,4.7944731588554782e-36,1.0153549091009818e-22
1.0374457966784909e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362560000004,0.099999999999999978,0.10000000000000001,4.7604575114199527e-134,5.1762991344613017e-63,1.7060781974719082e-44,1.281794362065763e-71,9.50073648735861e-55,4.5918727923936023e-47,5.3689992137991049e-28,2.26817143465748e-112,5.3689991724047268e-28,3.3310393934574687e-71,2.4642577850950195e-71,3.026968163057941e-72,1.8865499428065848e-102,4.591872792497585e-47,4.649261103516065e-88,3.263983605900081e-17,9.5205620537024535e-18,2.1576291818397538e-22,2.0938328005748926e-35,2.1576291818395864e-22
2.135917816691011e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999999,0.09999999999999995,0.10000000000000001,3.4261358820938558e-132,4.3509914279764317e-62,7.1225406327533897e-44,1.0774254020511251e-70,8.128080089811301e-54,1.9170165126483406e-46,1.1053821998352758e-27,8.0930679381696712e-111,1.1053821825539376e-27,2.8497743639497835e-70,4.256236594245687e-70,2.5443491456949743e-71,3.1819422420085207e-101,1.9170165127357417e-46,7.9908920296478596e-87,6.7199662474413074e-17,1.9601157169387401e-17,4.4421777273174939e-22,8.7410089219059319e-35,4.4421777273167933e-22
4.33286185671605e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999988,0.099999999999999881,0.099999999999999992,2.3223465122973623e-130,3.5672058288964211e-61,2.9097902516442929e-43,8.8333845110431039e-70,6.7204537999154671e-53,7.8316380676606483e-46,2.242346783780845e-27,2.719683636732579e-109,2.2423467131809395e-27,2.3562486271302388e-69,7.0712826439307764e-69,2.0860111791944981e-70,5.2263497514295115e-100,7.8316380683771617e-46,1.3244317912646055e-85,1.3631931530523648e-16,3.9762347400757293e-17,9.0112748182740669e-22,3.5707170120039818e-34,9.0112748182712044e-22
8.72674993676613e-22,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999971,0.099999999999999742,0.099999999999999978,1.5291372925519915e-128,2.8888160584488619e-60,1.1761837435704397e-42,7.1535039794369674e-69,5.4649614196223039e-52,3.1656734100939385e-45,4.5162760598113365e-27,8.9155742642188565e-108,4.5162757744352277e-27,1.9160623797753275e-68,1.1526286398705405e-67,1.6893059792498181e-69,8.4721383737695388e-99,3.1656734106741077e-45,2.1564939744249885e-84,2.7455862096687883e-16,8.0084727863497009e-17,1.8149469000191576e-21,1.4431223895947116e-33,1.8149469000179998e-21
1.7514526096866287e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999938,0.099999999999999464,0.099999999999999936,9.9257617123658537e-127,2.3251709552988597e-59,4.7293831049685981e-42,5.75776263550293e-68,4.4076893667541383e-51,1.2729034242432734e-44,9.0641350444297357e-27,2.8874589567408037e-106,9.0641338969449543e-27,1.5453739325708071e-67,1.8609530050478448e-66,1.3597004873717632e-68,1.3644118339447111e-97,1.2729034247101121e-44,3.4805904246968699e-83,5.5103723229014533e-16,1.6072948878897618e-16,3.6425857364044049e-21,5.8009750878828488e-33,3.6425857363997518e-21
3.509007841706661e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999866,0.099999999999998909,0.099999999999999853,6.3974152998173734e-125,1.8658040114972887e-58,1.8966941539367525e-41,4.6202423725040363e-67,3.5404957998158599e-50,5.1049126060893696e-44,1.8159854743896194e-26,9.2954102410641241e-105,1.8159850141968992e-26,1.2413287208888729e-66,2.9896758684684066e-65,1.0910741208630387e-67,2.190183380210153e-96,5.1049126098333407e-44,5.5932168437238151e-82,1.1039944549366067e-15,3.2201901063993357e-16,7.2978634091818862e-21,2.3250427295370244e-32,7.2978634091632363e-21
7.024118305746723e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999721,0.099999999999997799,0.099999999999999686,4.108781029315223e-123,1.4949149011979107e-57,7.5966697360640281e-41,3.7018169933843511e-66,2.8381456090394288e-49,2.0446281952135848e-43,3.6351301063747751e-26,2.9834500257517576e-103,3.6351282632035412e-26,9.9507915657167328e-66,4.7890170553637252e-64,8.7418719539245606e-67,3.5100048931189043e-95,2.0446281982099326e-43,8.9686126531979414e-81,2.2099089002292416e-15,6.4459805434184469e-16,1.4608418754764776e-20,9.3010407856726899e-32,1.4608418754690201e-20
1.4054339233826852e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999438,0.099999999999995592,0.099999999999999367,2.634249694849465e-121,1.1968428203094469e-56,3.0406476566160118e-40,2.9637056606253964e-65,2.2728183246262703e-48,8.1838447940373496e-43,7.2734221387125432e-26,9.5613448964395451e-102,7.2734147612241634e-26,7.9687123679906206e-65,7.6534337004245664e-63,6.9988158357396841e-66,5.6205832379141554e-94,8.1838448179723352e-43,1.4365381936616845e-79,4.4217377908133609e-15,1.2897561417456521e-15,2.9229529446042308e-20,3.7138588145511328e-31,2.9229529445744698e-20
2.811478108998711e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559998866,0.099999999999991165,0.099999999999998729,1.687404587571636e-119,9.5784106964244435e-56,1.2166551356853109e-39,2.3718671842178991e-64,1.8191758446637783e-47,3.274606760352478e-42,1.4550017276857903e-25,3.0619277434419252e-100,1.4549987757294761e-25,6.3782135315456552e-64,1.2195647520487084e-61,5.6011842976581633e-65,8.9966006365522375e-93,3.2746067794218391e-42,2.2997135898415057e-78,8.8453955719769964e-15,2.5800723165532073e-15,5.8471750829044315e-20,1.4788881524428608e-30,5.8471750827860626e-20
5.623566480230761e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559997723,0.099999999999982311,0.099999999999997438,1.0804165608204982e-117,7.6642324496803226e-55,4.867412863724895e-39,1.8978571976161018e-63,1.4557092397572691e-46,1.3100582121691538e-41,2.9103251847027928e-25,9.8018887114592548e-99,2.9103133749553383e-25,5.1038852569805405e-63,1.9338751932039773e-60,4.4818057289283374e-64,1.4397512683827444e-91,1.3100582272918472e-41,3.6805556397619737e-77,1.7692711134285851e-14,5.1607046661680778e-15,1.1695619359683621e-19,5.8601553826538942e-30,1.1695619359215701e-19
1.124774322269486e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559995436,0.099999999999964617,0.099999999999994857,6.9162236774355338e-116,6.1320443324632081e-54,1.9471236706212804e-38,1.5184348511169072e-62,1.1647148354830852e-45,5.240677567978092e-41,5.8209898162885188e-25,3.1372269437120478e-97,5.8209425734540288e-25,4.0836606995995597e-62,3.038542930112045e-59,3.5857966675724961e-63,2.3038436223900759e-90,5.2406776868549806e-41,5.8897374626028376e-76,3.5387342258829902e-14,1.032196936539686e-14,2.339250791395713e-19,2.3003443820006146e-29,2.3392507912129211e-19
