Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3X(21),CH3OO(77),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),C2H4X(210),acetyl(43),C2H4X(65)
6.827586067152634e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230388830772411,0.11866661515986576,0.022821518974455626,0.0,2.6572744415108208e-28,1.741179480345187e-12,9.5794207744429221e-19,7.7661445999506865e-19,1.344397835834993e-39,6.0285055001032084e-08,2.1228948842051322e-36,6.0252953583930212e-08,3.0066821920331859e-25,7.7783999050565049e-30,4.9199632652855278e-31,5.4427144068718365e-32,1.8015621329345989e-23,2.9754056948863991e-27,3.2902202273599493e-06,9.7436920704192423e-08,4.7044883826772918e-10,6.5966843467880809e-18,3.3887623390071709e-10,1.3831756369144153e-13,1.5488756495088127e-13,8.5465407863129762e-14,2.5562287309003185e-11,2.5464212473591564e-21,4.5362342053783703e-17,8.8240784817604221e-29,6.7038806909208793e-25,2.6635896574226599e-34,9.1962621913446839e-32,8.0216443545041763e-34
7.947997945908052e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230333237444692,0.11866606540963648,0.022821510979760366,0.0,4.5465415994415722e-28,2.3594775466033304e-12,1.7419635553467906e-18,1.2244164773683258e-18,3.3493993600082858e-39,7.0182360591853203e-08,5.2739876587454184e-36,7.0139379413317352e-08,5.5096384005584705e-25,1.2084533573126724e-29,1.0518912301586379e-30,1.1549976007967595e-31,2.7183713522041799e-23,6.3195720554933661e-27,3.8300175895934498e-06,1.1342623152027715e-07,5.6153135967429793e-10,7.6963163778773508e-18,3.8575355625895308e-10,1.7816563014951661e-13,1.7639142409641452e-13,9.7361236414406057e-14,3.4173172286002904e-11,3.9639973278920172e-21,7.1547102687779738e-17,2.177963270230293e-28,1.3780140400164376e-24,7.6637624042289911e-34,2.0586935074077772e-31,1.719692122777823e-33
9.06840982466347e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230277647551814,0.11866551569605506,0.022821502985084768,0.0,7.2793952278306204e-28,3.0715233489044111e-12,2.921933430137946e-18,1.8176583507371377e-18,7.3917769957876136e-39,8.008077800303074e-08,1.1615629957948375e-35,8.0025487376955625e-08,9.3174913442944619e-25,1.7680603730348503e-29,2.0328306768794218e-30,2.215626275462577e-31,3.8994498713083305e-23,1.214147499464617e-26,4.3697782536220481e-06,1.2941549743052723e-07,6.5607287847054346e-10,8.8014946503495247e-18,4.3047467287369321e-10,2.2081062623178965e-13,1.9690615534819776e-13,1.0871306226828943e-13,4.3877517513923769e-11,5.8084416996593146e-21,1.062520042464628e-16,4.7659856680473345e-28,2.5622847349319118e-24,1.9157975822380495e-33,4.1166664604148077e-31,3.3273324419839565e-33
1e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230231428780859,0.11866505865296273,0.022821496337757801,0.0,1.0347528584969443e-27,3.7349450716913296e-12,4.2829247316458118e-18,2.4362936454195614e-18,1.3288362303487476e-38,8.831183674491233e-08,2.0855496458377395e-35,8.8245259143914041e-08,1.3753644162119569e-24,2.3416109301566115e-29,3.3120467211879582e-30,3.5879072456122714e-31,5.1064506557969218e-23,1.9693445711418523e-26,4.8185457437765413e-06,1.4271007686910816e-07,7.3720656565942599e-10,9.7248131036676111e-18,4.6609024360740964e-10,2.5805258809340695e-13,2.1324392255845271e-13,1.1775638639058596e-13,5.2742768551796204e-11,7.7004001305309024e-21,1.4245617474798574e-16,8.5117794527102086e-28,4.0451446174758487e-24,3.7759561411469737e-33,6.8556729565274758e-31,5.422219248490466e-33
1.0188821703418887e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230222061103476,0.11866496601911902,0.022821494990429295,0.0,1.1070472067368101e-27,3.8773112032410278e-12,4.6074157113246091e-18,2.5767009595767849e-18,1.4865195324647343e-38,8.9980256529518165e-08,2.3325197720795382e-35,8.9911277531021249e-08,1.4817021968256473e-24,2.4705913818488706e-29,3.6360725748527318e-30,3.9340777142776746e-31,5.3778485339927454e-23,2.16012578858192e-26,4.9095022219394642e-06,1.4540471843735454e-07,7.5392262175499851e-10,9.9124573939713213e-18,4.731409670565859e-10,2.6577499251677987e-13,2.1647826688681198e-13,1.1954701697337715e-13,5.4625048419341312e-11,8.1260174938412893e-21,1.5067476110366529e-16,9.5095722689951269e-28,4.4128859529838496e-24,4.2984752233185511e-33,7.5555080791148536e-31,5.9525267467681882e-33
1.1197192394298763e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230172036252714,0.11866447134120633,0.022821487795256914,0.0,1.5583628582858174e-27,4.6826650343564094e-12,6.6559086097618797e-18,3.4184086152137865e-18,2.6168985519525643e-38,9.889065442404588e-08,4.1021628276284644e-35,9.8808216987405626e-08,2.1571974064104667e-24,3.2359031674270155e-29,5.8217018156787505e-30,6.2577663984840809e-31,6.9899358629565753e-23,3.4430679862995561e-26,5.3952224206530921e-06,1.5979497895306293e-07,8.4469702562686618e-10,1.091745513997895e-17,5.0986370767175956e-10,3.0789714987173632e-13,2.3332390286284796e-13,1.2887541704429005e-13,6.5150104374364947e-11,1.0652258019076054e-20,1.9995325173291647e-16,1.6629278253147277e-27,6.8330173750068553e-24,8.2645436931693388e-33,1.23155041798655e-30,9.5262173408731823e-33
1.220556308517864e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230122014205942,0.11866397669297253,0.022821480600101397,0.0,2.1336587140005315e-27,5.5639411950708098e-12,9.3062227698946944e-18,4.4257010921744299e-18,4.3862145907022764e-38,1.0780183888084713e-07,6.8705534645475508e-35,1.0770489910036757e-07,3.0400377379205174e-24,4.1365907027813418e-29,8.9474787336161458e-30,9.5554472023021198e-31,8.8937265491599395e-23,5.2692369199871087e-26,5.8809128996783702e-06,1.7418520310070233e-07,9.3793456424346377e-10,1.1927474289715886e-17,5.4506763964112965e-10,3.5133512713698427e-13,2.4947280760084577e-13,1.3782190537389171e-13,7.6447940934888813e-11,1.3626606155589837e-20,2.5894464941558549e-16,2.7694177493971844e-27,1.0161907880564423e-23,1.5011329804567648e-32,1.9195808319486629e-30,1.4628126165177061e-32
1.3213933776058516e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230071994969323,0.11866348207441584,0.022821473404962961,0.0,2.8534762704241019e-27,6.5211355556281378e-12,1.265959213533351e-17,5.6133791047393041e-18,7.0547170785676413e-38,1.1671377757883142e-07,1.1044318310954868e-34,1.1660132390711053e-07,4.1684681401157028e-24,5.1811673280128398e-29,1.3286626586018309e-29,1.4098314903210667e-30,1.1113322411419915e-22,7.7928311539785453e-26,6.3665736608330958e-06,1.885753908820235e-07,1.0335394265053295e-09,1.2942660873371904e-17,5.7881718820466431e-10,3.9588525556174365e-13,2.649545352814713e-13,1.4640311810091136e-13,8.8486610514819394e-11,1.7077082161211962e-20,3.2852036739865257e-16,4.4267149957029978e-27,1.4609430178667692e-23,2.5993166531797691e-32,2.8821008447291365e-30,2.1696050527586865e-32
1.4222304466938392e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230021978548735,0.11866298748553442,0.022821466209841754,0.0,3.7398985598501091e-27,7.5542439903865358e-12,1.6823207531595741e-17,6.9962332224457258e-18,1.0954602781758712e-37,1.2562643954486712e-07,1.7142669947251633e-34,1.2549749144375758e-07,5.5838517005721777e-24,6.3776941246080461e-29,1.9160015537607709e-29,2.0200931946614367e-30,1.3672827280335657e-22,1.1193800664032387e-25,6.8522047059350217e-06,2.029655422987752e-07,1.1314198650048904e-09,1.3963153163076361e-17,6.1117404594989048e-10,4.4137542199998704e-13,2.79797386465742e-13,1.5463499360424546e-13,1.0123552061128486e-10,2.103010480882094e-20,4.0955127634902678e-16,6.8324522967610445e-27,2.0407244951431686e-23,4.3210360018116073e-32,4.1920462373010042e-30,3.1241542100708598e-32
1.5230675157818268e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452299719649498,0.11866249292632648,0.022821459014737946,0.0,4.8165483812787471e-27,8.663262377694579e-12,2.1909875061899471e-17,8.5890451558316671e-18,1.6502008433462086e-37,1.3453979510014493e-07,2.5816291709385057e-34,1.3439340174539728e-07,7.3306441988313591e-24,7.7338081931431995e-29,2.6939749201453127e-29,2.8223634631154672e-30,1.6596346809247768e-22,1.5679546701603827e-25,7.3378060368018528e-06,2.1735565735270434e-07,1.2314880235294896e-09,1.4989082093046886e-17,6.4219728880731985e-10,4.8766014932237464e-13,2.9402846135304696e-13,1.6253280129976753e-13,1.1466537628423191e-10,2.5510578125601411e-20,5.0290770471403895e-16,1.0231922344630532e-26,2.7808170387693979e-23,6.9346910995586226e-32,5.9334076998371087e-30,4.3854820306846247e-32
1.6239045848698144e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229921954177887,0.11866199839679019,0.022821451819651634,0.0,6.1085866707540248e-27,9.848186599770965e-12,2.8037694375153906e-17,1.040658890449099e-17,2.4209909928621038e-37,1.4345381580834519e-07,3.7867687747541424e-34,1.4328905484612743e-07,9.4563692250123941e-24,9.2567490827621347e-29,3.7052698465121667e-29,3.8574792706767414e-30,1.9907988296206037e-22,2.1486566232388474e-25,7.8233776552512396e-06,2.3174573604555596e-07,1.3336597724154585e-09,1.6020571658166572e-17,6.7194348676634739e-10,5.3461653727584791e-13,3.0767371064878863e-13,1.7011116933506609e-13,1.2874812525385965e-10,3.0541973675760676e-20,6.0945943907029118e-16,1.4924749157913233e-26,3.7085457706500652e-23,1.0792890426465023e-31,8.2017675332200356e-30,6.0209525249559282e-32
1.724741653957802e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229871946238126,0.11866150389692373,0.022821444624582934,0.0,7.642710967654222e-27,1.1109012542587495e-11,3.5329753947828689e-17,1.2463631794587746e-17,3.4701849206307277e-37,1.523684744255088e-07,5.4272880001241085e-34,1.5218445077909688e-07,1.2011593725359093e-23,1.0953383679426208e-28,4.9983988172492031e-29,5.1712943268276581e-30,2.3631860515378752e-22,2.8882048002294678e-25,8.3089195631007826e-06,2.4613577837907381e-07,1.437854550669284e-09,1.7057739295992465e-17,7.0046681004117262e-10,5.8214079701668349e-13,3.2075798414122261e-13,1.7738411085702927e-13,1.4345690525484861e-10,3.6146409410080297e-20,7.300757244699404e-16,2.1271863876087269e-26,4.8532024854118193e-23,1.6350360145232476e-31,1.1104803521093955e-29,8.1067330631753549e-32
1.8255787230457897e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229821941135451,0.11866100942672529,0.022821437429531945,0.0,9.4471539598539517e-27,1.2445736095755415e-11,4.3913842435187514e-17,1.4774935416236244e-17,4.8726479920773058e-37,1.6128374485160952e-07,7.6204443847893593e-34,1.6107958957654608e-07,1.504990392178974e-23,1.283022966292873e-28,6.6280437725978455e-29,6.8148805964739565e-30,2.7792073557386343e-22,3.8165422284418965e-25,8.79443176216803e-06,2.60525784355e-07,1.5439952145235929e-09,1.8100696244940821e-17,7.2781913090931657e-10,6.3014526864358965e-13,3.3330507743985177e-13,1.8436504946205323e-13,1.5876599353610647e-10,4.2344723627521602e-20,8.6562526478817269e-16,2.9702767140052765e-26,6.2459670375408108e-23,2.4184030992901862e-31,1.4762757854051094e-29,1.0728242260291594e-31
1.9264157921337773e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229771938874536,0.11866051498619302,0.022821430234498719,0.0,1.1551682103019044e-26,1.3858353152415075e-11,5.3922175630355009e-17,1.7355256467136282e-17,6.7172936384220015e-37,1.7019960208382703e-07,1.0505589397101323e-33,1.6997447126984532e-07,1.8627881591298385e-23,1.4893477589614101e-28,8.655395550464933e-29,8.8447182776936098e-30,3.2412738678303803e-22,4.966986506534042e-25,9.2799142542704637e-06,2.7491575397507529e-07,1.6520078923122675e-09,1.914954788349956e-17,7.5405012130055438e-10,6.785558830309729e-13,3.4533777686830737e-13,1.910668439111394e-13,1.746507584674196e-10,4.915654500178965e-20,1.0169762230722402e-15,4.0723069053453398e-26,7.9198272683166369e-23,3.5015409980306943e-31,1.930887010222201e-29,1.3980584673407193e-31
2.027252861221765e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229721939459899,0.11866002057532515,0.022821423039483327,0.0,1.3987594320049384e-26,1.5346859609129128e-11,6.5491138707369917e-17,2.0219347507138706e-17,9.1087031945074739e-37,1.7911602217152955e-07,1.4246743489499048e-33,1.7886909588953173e-07,2.2805080714147488e-23,1.7149011643430185e-28,1.1148488703872011e-28,1.1322874520535095e-29,3.7517968157145213e-22,6.3763757320569885e-25,9.7653670412255097e-06,2.8930568724103938e-07,1.7618218456073945e-09,2.0204394056823223e-17,7.7920734617576135e-10,7.2731003970475367e-13,3.5687790216253137e-13,1.9750181138374627e-13,1.9108761323452325e-10,5.6600359972258194e-20,1.1849962218890878e-15,5.4922298881799258e-26,9.9094978166240713e-23,4.9735344067361219e-31,2.4889777339527836e-29,1.7968972501087513e-31
2.1280899303097525e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229671942895816,0.11865952619411985,0.022821415844485823,0.0,1.6787720779229794e-26,1.6911251365779119e-11,7.8761042943449721e-17,2.3381957632014574e-17,1.2168827365949729e-36,1.8803298217293992e-07,1.9035306039400205e-33,1.877634634653446e-07,2.7644004476299236e-23,1.9602429142581821e-28,1.4182531833056069e-28,1.4317171537945305e-29,4.3131875161378763e-22,8.08521013827604e-25,1.0250790124850532e-05,3.0369558415463081e-07,1.8733693363504813e-09,2.1265329381483575e-17,8.0333635287470648e-10,7.7635483609739338e-13,3.6794634743811519e-13,2.0368174988786924e-13,2.0805397153285542e-10,6.4693575694558309e-20,1.3705523436702481e-15,7.2981967698670684e-26,1.2251338853114895e-22,6.9431251126144962e-31,3.1665886047592386e-29,2.280913486390166e-31
2.22892699939774e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229621949186394,0.11865903184257529,0.022821408649506242,0.0,1.9986421743717244e-26,1.8551524325465567e-11,9.3875895960426858e-17,2.6857833075453972e-17,1.6038767462694165e-36,1.9695046011344355e-07,2.5092897725458546e-33,1.9665757402625932e-07,3.3210082596888478e-23,2.2259058900192952e-28,1.7840233616147683e-28,1.7901344861845702e-29,4.9278573619940002e-22,1.0137789678800889e-24,1.0736183506962825e-05,3.180854447175871e-07,1.9865854996363289e-09,2.2332443532597948e-17,8.2648075666217609e-10,8.2564557397708777e-13,3.7856312061148241e-13,2.0961796019706685e-13,2.2552820514584935e-10,7.3452579321900509e-20,1.5745111310544309e-15,9.5683864727502483e-26,1.4983275957051132e-22,9.5416883534315821e-31,3.9811717766881549e-29,2.8627715356417113e-31
2.3297640684857278e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229571958335557,0.11865853752068965,0.022821401454544626,0.0,2.361958648454759e-26,2.0267674394411338e-11,1.109831846315548e-16,3.0661717747137044e-17,2.0880634886373126e-36,2.058684349454913e-07,3.2674333381718674e-33,2.0555142760051947e-07,3.9571648951821589e-23,2.5123978528509069e-28,2.2212124694224307e-28,2.2155192393914109e-29,5.5982178103272578e-22,1.2582347763295061e-24,1.1221547189379621e-05,3.3247526893164488e-07,2.1014082218484662e-09,2.3405821523503319e-17,8.4868232267624548e-10,8.7514448740513435e-13,3.8874738085406149e-13,2.153212663863636e-13,2.4348960330818347e-10,8.2892795675430764e-20,1.7977385872289255e-15,1.239185705665254e-25,1.8144721930420165e-22,1.2926468816372731e-30,4.951622900728064e-29,3.5562658460421513e-31
2.4306011375737154e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229521970347031,0.11865804322846116,0.022821394259601002,0.0,2.772463225240395e-26,2.2059697481868368e-11,1.302336700183371e-16,3.4808353712674004e-17,2.6879488040675326e-36,2.1478688651005453e-07,4.2070724392944511e-33,2.1444502421566813e-07,4.6799919475941431e-23,2.8202030751644407e-28,2.7396875514018439e-28,2.7164714733112857e-29,6.3266803710042794e-22,1.5471181289523839e-24,1.1706881173918086e-05,3.4686505679854004e-07,2.2177780239288532e-09,2.4485543965458728e-17,8.699810444239652e-10,9.2481966113140696e-13,3.9851747452017593e-13,2.2080203551399932e-13,2.6191833378107124e-10,9.3028740920591454e-20,2.041100176270247e-15,1.5869417450499698e-25,2.1776500832163454e-22,1.7284083016036032e-30,6.0983106709927867e-29,4.376358523993123e-31
2.531438206661703e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229471985224429,0.11865754896588794,0.022821387064675402,0.0,3.2340503305071853e-26,2.3927589500027684e-11,1.517811937878388e-16,3.9312481620243609e-17,3.4245346019829064e-36,2.2370579549959255e-07,5.3612709957098302e-33,2.2333836389857732e-07,5.4968970333287e-23,3.1497838777702213e-28,3.3501610218812051e-28,3.3022247199764495e-29,7.115656596022238e-22,1.8860777097202493e-24,1.219218546239531e-05,3.6125480832000757e-07,2.3356379495995269e-09,2.5571687309618368e-17,8.9041521894627676e-10,9.7464411824571723e-13,4.0789096986169671e-13,2.2607019714213814e-13,2.8079540557825788e-10,1.0387407254845182e-19,2.3054608234838125e-15,2.0114518460859385e-25,2.5920774327193938e-22,2.2834294556950711e-30,7.4431041502995021e-29,5.3392158680399711e-31
2.6322752757496906e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229422002971148,0.11865705473296824,0.022821379869767858,0.0,3.7507669988999963e-26,2.5871346363932562e-11,1.7578249554219849e-16,4.4188841078653793e-17,4.3215278259601078e-36,2.3262514342248981e-07,6.7673816257263088e-33,2.3223144667547665e-07,6.4155716345243071e-23,3.5015820787418159e-28,4.0642216693893832e-28,3.9826583994562035e-29,7.9675580694224326e-22,2.2811934978147054e-24,1.2677460056628312e-05,3.7564452349778182e-07,2.4549334583464039e-09,2.6664324086635171e-17,9.1002151878148528e-10,1.0245950540827939e-12,4.1688468992222613e-13,2.3113526150756553e-13,3.0010263328048256e-10,1.1544163871746251e-19,2.5916849157422714e-15,2.5254161878633259e-25,3.0620970507977528e-22,2.9834068202339493e-30,9.0093980615459344e-29,6.4622439062324221e-31
2.7331123448376782e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229372023590458,0.11865656052970017,0.022821372674878364,0.0,4.3268127872314858e-26,2.7890963991395028e-11,2.0239704046795035e-16,4.9452170991597226e-17,5.4055569143108118e-36,2.4154491256891715e-07,8.4673942261421542e-33,2.4112427257198045e-07,7.4439889663833225e-23,3.8760203597518003e-28,4.8943652890085344e-28,4.7683094954094283e-29,8.8847963977760864e-22,2.7389887387647831e-24,1.3162704958434042e-05,3.9003420233359678e-07,2.5756123229538367e-09,2.7763523128304471e-17,9.2883506086881611e-10,1.074653191127844e-12,4.2551474398167856e-13,2.3600633670628782e-13,3.1982260286758598e-10,1.2774352410046652e-19,2.9006363018224809e-15,3.1429826447985218e-25,3.5921715405827924e-22,3.8581908043074503e-30,1.0822136159707271e-28,7.7641229789225178e-31
2.833949413925666e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229322047085496,0.11865606635608196,0.022821365480006951,0.0,4.9665396924686972e-26,2.9986438302915263e-11,2.317868567283718e-16,5.511720985255275e-17,6.7063956557353433e-36,2.5046508597806789e-07,1.0508297084041707e-32,2.5001684161311362e-07,8.5904018676894415e-23,4.2735035547486954e-28,5.8540249549192853e-28,5.6703835346077698e-29,9.8697832012103465e-22,3.2664415997235864e-24,1.3647920169629366e-05,4.0442384482918568e-07,2.6976245313807333e-09,2.8869349769948797e-17,9.4688947253130124e-10,1.1248022329108546e-12,4.3379655811040933e-13,2.406921460453759e-13,3.3993863899759995e-10,1.40791091742235e-19,3.2331782927412507e-15,3.8798409505388063e-25,4.1868767346406614e-22,4.9422484658187164e-30,1.2907832791941447e-28,9.2648414074895303e-31
2.934786483013653e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229272073459237,0.11865557221211179,0.022821358285153633,0.0,5.6744520741602569e-26,3.2157765221604165e-11,2.6411638206880607e-16,6.1198696004221006e-17,8.2571943516777384e-36,2.5938564740672154e-07,1.2942450404570798e-32,2.5890915382333734e-07,9.8633407133754929e-23,4.6944198660871616e-28,6.9576009445295199e-28,6.7007649104442292e-29,1.0924930104945278e-21,3.8709965215349843e-24,1.4133105692031077e-05,4.1881345098628135e-07,2.820922192792751e-09,2.9981866055951612e-17,9.6421695466476705e-10,1.175028400942812e-12,4.4174490408769429e-13,2.452010441726954e-13,3.6043477367217689e-10,1.5459502528210514e-19,3.5901736620900726e-15,4.7533183199756433e-25,4.8508954185605468e-22,6.275155590123445e-30,1.5294592780112649e-28,1.0985728285654957e-30
3.0356235521016405e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229222102714517,0.11865507809778783,0.022821351090318413,0.0,6.4552065811430009e-26,3.4404940673108815e-11,2.9955231915929963e-16,6.7711367865877097e-17,1.00947182067995e-35,2.6830658129908848e-07,1.5827972150903386e-32,2.6780120922657199e-07,1.127161134823361e-22,5.1391420127483675e-28,8.2204903247789764e-28,7.8720265867900201e-29,1.2052648731315298e-21,4.5605752791086625e-24,1.4618261527455897e-05,4.3320302080661638e-07,2.9454594475786547e-09,3.110113092993352e-17,9.8084834224831126e-10,1.2253200431581831e-12,4.4937392689142453e-13,2.4954103199524056e-13,3.8129571623100311e-10,1.691653683259949e-19,3.9724846463688332e-15,5.7824764291839492e-25,5.5890113386913883e-22,7.9021185701950712e-30,1.8012129759238819e-28,1.2949485426812284e-30
3.136460621189628e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229172134854062,0.11865458401310827,0.022821343895501299,0.0,7.3136120821373323e-26,3.6727960585540822e-11,3.382634992214469e-16,7.4669964131708882e-17,1.2259592871103471e-35,2.7722787275788915e-07,1.9229136093142778e-32,2.7669300784622056e-07,1.2824293040980734e-22,5.6080283138684714e-28,9.6591162110972077e-28,9.1974392167182099e-29,1.3255350692249746e-21,5.3435877611345536e-24,1.5103387677720451e-05,4.4759255429192271e-07,3.0711923811836329e-09,3.2227200402128731e-17,9.9681316228653443e-10,1.2756673038597766e-12,4.5669717160119024e-13,2.5371977208769126e-13,4.0250682461805034e-10,1.8451155917009197e-19,4.3809729453185295e-15,6.9882096574854907e-25,6.4061034890004462e-22,9.8745264968896796e-30,2.1091783079686713e-28,1.518021849922769e-30
3.237297690277615e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522912216988047,0.11865408995807129,0.02282133670070231,0.0,8.254629600097854e-26,3.9126820889407502e-11,3.8042075349238809e-16,8.2089223943004716e-17,1.4796557055930955e-35,2.8614950751662346e-07,2.3216781958168275e-32,2.8558454970519075e-07,1.4530736457921124e-22,6.1014237117066461e-28,1.1290956709635835e-27,1.0690979709605129e-28,1.4535447582188091e-21,6.22894247997074e-24,1.5588484144641302e-05,4.6198205144393202e-07,3.198078941601509e-09,3.3360127725635404e-17,1.0121396892920265e-09,1.326061845544208e-12,4.6372760886884273e-13,2.5774460309685612e-13,4.2405407786827949e-10,2.0064246685672346e-19,4.8164997222529316e-15,8.393344498252179e-25,7.3071406729889381e-22,1.2250533834829208e-29,2.4566533363805829e-28,1.7703467380461294e-30
3.3381347593656023e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229072207796223,0.11865359593267512,0.022821329505921441,0.0,9.2833722502843219e-26,4.1601517517545687e-11,4.2619679210580526e-16,8.9983887036844503e-17,1.7754722146460325e-35,2.9507147191298473e-07,2.7868737570190527e-32,2.9447583482591552e-07,1.6400561655468353e-22,6.6196607383461023e-28,1.3134573553383168e-27,1.2367339278792725e-28,1.589535097140628e-21,7.2260568222148847e-24,1.6073550930034917e-05,4.7637151226437598e-07,3.3260788603693139e-09,3.4499963561200601e-17,1.0268549984138973e-09,1.3764966139252745e-12,4.7047765889920605e-13,2.6162255259459417e-13,4.4592404976301187e-10,2.1756642530324476e-19,5.2799256043892795e-15,1.002274004830513e-24,8.2971763359408083e-22,1.5095674028549772e-29,2.847101681115282e-28,2.0546235761528908e-30
3.4389718284535896e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229022248603667,0.11865310193691789,0.022821322311158704,0.0,1.0405105181581664e-25,4.4152046405058303e-11,4.7576608999206372e-16,9.8368693873700672e-17,2.1187838736524605e-35,3.0399375286337578e-07,3.3270252873746993e-32,3.0336686323037374e-07,1.8443656090846867e-22,7.1630604284149848e-28,1.5209640442520777e-27,1.4241931000122667e-28,1.7337472399731919e-21,8.3448670499396947e-24,1.6558588035717687e-05,4.9076093675498587e-07,3.4551535769094884e-09,3.5646756113341492e-17,1.0409850163133295e-09,1.4269656391126506e-12,4.7695921512129161e-13,2.6536035070900197e-13,4.6810388360045942e-10,2.3529126173520826e-19,5.7721106831780229e-15,1.1903389490342118e-24,9.3813436605053913e-22,1.8483504356660357e-29,3.2841538350959137e-28,2.373702002965403e-30
3.539808897541577e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228972292305092,0.11865260797079777,0.022821315116414092,0.0,1.162524552094219e-25,4.6778403489253436e-11,5.2930477941207308e-16,1.0725838574610679e-16,2.515457001551539e-35,3.129163378384826e-07,3.9514445734093887e-32,3.1225763494010875e-07,2.0670172650371864e-22,7.7319331811794488e-28,1.7536971098997453e-27,1.6330896909697421e-28,1.8864223370627348e-21,9.5958380620061844e-24,1.7043595463505906e-05,5.0515032491749259e-07,3.5852661660809494e-09,3.680055128106644e-17,1.0545545698816488e-09,1.4774638674624494e-12,4.8318366668895264e-13,2.6896444311120804e-13,4.9058126803640717e-10,2.5382432731176611e-19,6.2939145146316829e-15,1.4064522487608196e-24,1.0564850916627955e-21,2.2496282327371453e-29,3.7716083728167395e-28,2.7305837456804806e-30
3.640645966629564e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228922338902633,0.11865211403431299,0.022821307921687625,0.0,1.2949362321101353e-25,4.9480584709585897e-11,5.8699054877275213e-16,1.1666770487033863e-16,2.9718771940095664e-35,3.2183921483986555e-07,4.6702759411792161e-32,3.211481499762474e-07,2.3090527694773379e-22,8.3265795760663174e-28,2.0138547044998632e-27,1.8651114667572636e-28,2.0478015345620877e-21,1.0989972924405424e-23,1.7528573215215801e-05,5.1953967675362744e-07,3.7163812688062043e-09,3.7961392803166796e-17,1.067587432891819e-09,1.5279870195890608e-12,4.8916191935820798e-13,2.7244100200129445e-13,5.1334441395184401e-10,2.7317252717865068e-19,6.8461961196528489e-15,1.653770841407955e-24,1.1852977056182493e-21,2.722567388508945e-29,4.3134330596289777e-28,3.128425372001171e-30
3.7414830357175515e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228872388398333,0.11865162012746173,0.022821300726979292,0.0,1.4383176511022962e-25,5.2258586007601112e-11,6.4900254739193013e-16,1.2661139446287974e-16,3.4949780125353017e-35,3.3076237237752741e-07,5.4945431608618207e-32,3.3003840835951705e-07,2.5715399121076154e-22,8.9472911428830864e-28,2.303754511484679e-27,2.1220203812736248e-28,2.2181259739067422e-21,1.2538822178217776e-23,1.8013521292663494e-05,5.339289922651209e-07,3.8484650256386841e-09,3.9129322366156755e-17,1.080106370670693e-09,1.5785314705543248e-12,4.9490441627814105e-13,2.7579593807331838e-13,5.363820322997747e-10,2.9334234334513177e-19,7.4298139843613043e-15,1.9356960346778775e-24,1.3251067542859165e-21,3.277349367430499e-29,4.913765869053876e-28,3.5705409778330987e-30
