Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(55),OX(20),CH3X(21),HOX(22),HX(19),CH3OO(84),CH2X(27),CHX(28),CX(26),OCX(25),H2X(56)
6.4507783879260575e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999726,0.11866996602996273,0.022821567693054223,1.1582552100714887e-116,4.2576553248784857e-55,6.9543867164533741e-38,5.6149255642982633e-62,1.6144342668448216e-48,3.846257590108646e-41,1.3643326504485048e-23,1.7197048782308246e-95,1.3643326224870469e-23,2.1145094797443769e-60,1.546517331883113e-63,1.5804451692757775e-62,5.6897479184935737e-89,3.8462575910683602e-41,9.0844451831425286e-75,2.6014104975126463e-15,1.2507812848324582e-16,4.821186875971819e-20,3.4338801551323804e-32,4.8211868760815326e-20,4.3877764765933575e-38,4.2593291600846469e-31,4.6592540429138344e-38,1.4899648551463436e-44,1.9436778262245659e-69,2.4590928868609849e-51
1.2907161274885934e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999454,0.11866996602996012,0.02282156769305416,7.4258797750010665e-115,3.4087132082542048e-54,2.7835670732528093e-37,4.4953546402991757e-61,1.2928567772464981e-47,1.5395054267560862e-40,2.7298507023518441e-23,5.5112934382771394e-94,2.7298505904331428e-23,1.6933225923907199e-59,2.4765640905938633e-62,1.2653171344987061e-61,9.1110100137087872e-88,1.5395054275242183e-40,1.4550900716087971e-73,5.2050811257774322e-15,2.5026492606160858e-16,9.6465624458802531e-20,1.3740208360359286e-31,9.6465624463194024e-20,1.7562541090265606e-37,1.7048414906956454e-30,3.7302347282723792e-37,2.3438914860516395e-43,1.223268105946427e-67,1.9687695572224323e-50
2.5819927048805686e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999891,0.11866996602995492,0.022821567693054035,4.7567422613820303e-113,2.7280067227472672e-53,1.1137894226588374e-36,3.5976500603220675e-60,1.0348094232283949e-46,6.1600272222265022e-40,5.460886974148213e-23,1.764933221813594e-92,5.4608865263276239e-23,1.3553444918162103e-58,3.9624292539556736e-61,1.0126382965278751e-60,1.4583550007523575e-86,6.160027228370339e-40,2.3294080404090067e-72,1.0412422382302307e-14,5.0063852121832443e-16,1.9297313585293145e-19,5.4944659695184403e-31,1.929731358705034e-19,7.0273043098065328e-37,6.8215851287549608e-30,2.9853190250014473e-36,3.7181448407641602e-42,7.7625875076133275e-66,1.5756140174190084e-49
5.1645458596645193e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997816,0.11866996602994451,0.022821567693053785,3.0456533154529676e-111,2.1828201433772607e-52,4.455883082421812e-36,2.8786668461179528e-59,8.2805719028532206e-46,2.4644121790191768e-39,1.0922960189699709e-22,5.6498990342901443e-91,1.0922958398125746e-22,1.0845503544139653e-57,6.3341316932143521e-60,8.1026454554812121e-60,2.3338429508877842e-85,2.4644121839294977e-39,3.7280647150690592e-71,2.0827104895333281e-14,1.0013857115317169e-15,3.8598815862502995e-19,2.195422751855156e-30,3.8598815869533188e-19,2.8113795119597127e-36,2.7290770519315776e-29,2.388704870237636e-35,5.9233444705980055e-41,4.9467989406181858e-64,1.2607306406095243e-48
1.032965216923242e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995634,0.11866996602992368,0.022821567693053286,1.9496468063713734e-109,1.7464223804278667e-51,1.7824984030711064e-35,2.30315244801036e-58,6.6252962304493519e-45,9.8584523931056243e-39,2.1847109308637719e-22,1.808306380084803e-89,2.1847102141758641e-22,8.6775040412153153e-57,1.0111848596287333e-58,6.4827327015161283e-59,3.7345290909909376e-84,9.8584524323013181e-39,5.9657144889282475e-70,4.1656469921320106e-14,2.0028800921583478e-15,7.720182041045899e-19,8.7607079607103766e-30,7.7201820438584231e-19,1.1246434874048914e-35,1.0917187103592124e-28,1.9111390658770701e-34,9.456772824248011e-40,3.1591304907622042e-62,1.00868033637486e-47
2.0659864788368223e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991266,0.11866996602988202,0.022821567693052283,1.2479115896912116e-107,1.3972049590172246e-50,7.1302846141364266e-35,1.8426099387951898e-57,5.3005724864479527e-44,3.9435425300721118e-38,4.3695418297853831e-22,5.7871260950515102e-88,4.3695389629170997e-22,6.9424469868788956e-56,1.6103101288957966e-57,5.1864337301423072e-58,5.9755520856953781e-83,3.9435425612861475e-38,9.5457963018033051e-69,8.3315199972993276e-14,4.0058688534109911e-15,1.5440782948051616e-18,3.4871864340526249e-29,1.54407829593039e-18,4.4987582693462308e-35,4.3670448923432511e-28,1.5289737888561666e-33,1.5114299446297174e-38,2.0196406589412269e-60,8.0698266948046436e-47
4.132029002663983e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319982534,0.11866996602979869,0.022821567693050281,7.9870814632039181e-106,1.1177916544130333e-49,2.8521725681086435e-34,1.4741240386744473e-56,4.2405921914385628e-43,1.5774499925347441e-37,8.7392079281646427e-22,1.8519700434491837e-86,8.7391964604581989e-22,5.554140287989925e-55,2.5522699993872983e-56,4.1492476477992131e-57,9.5611333766608903e-82,1.5774500172791956e-37,1.5273810413151483e-67,1.6663266007513767e-13,8.0118463759138008e-15,3.088198475172112e-18,1.3812995675883405e-28,3.0881984796744836e-18,1.7995409307091413e-34,1.7468473801025634e-27,1.223191989585268e-32,2.4169418078054281e-37,1.291839839856617e-58,6.456016061926624e-46
8.264114050318304e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631996507,0.11866996602963205,0.022821567693046274,5.1118966511453291e-104,8.9424575989354878e-49,1.1408811886733703e-33,1.1793186154801951e-55,3.3925274306405994e-42,6.3098712546708544e-37,1.7478557327067282e-21,5.9264628823797563e-85,1.7478511455774913e-21,4.4433936173629268e-54,4.0079382819990106e-55,3.3194409978133917e-56,1.5298074308217277e-80,6.309871449085414e-37,2.4438569944549485e-66,3.3326758027461872e-13,1.6023801420909529e-14,6.1764388317692382e-18,5.4193488716191738e-28,6.1764388497895491e-18,7.1982450364179696e-34,6.9874116666035474e-27,9.7853948514278742e-32,3.8659562404200524e-36,8.2651158975606387e-57,5.1648764935232669e-45
1.6528284145626946e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319930137,0.11866996602929877,0.022821567693038263,3.2718231753688237e-102,7.1540369458017953e-48,4.5635524122673776e-33,9.4351558578054931e-55,2.7140434088858396e-41,2.523967017190837e-36,3.4957324933448841e-21,1.8965032693347999e-83,3.4957141447346409e-21,3.5547607393236261e-53,6.1826980593817968e-54,2.6555741319037298e-55,2.447842171379068e-79,2.5239671673390355e-36,3.9102232019434148e-65,6.6653742065434994e-13,3.2047711510861446e-14,1.2352919528416405e-17,2.0874274368035239e-27,1.2352919600578726e-17,2.8793191309392843e-33,2.7949397359990071e-26,7.8279508364027491e-31,6.1843735260921247e-35,5.2884106747909312e-55,4.1319294696818945e-44
3.305662433624423e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319860276,0.11866996602863222,0.022821567693022238,2.0955581394001894e-100,5.7232898367697012e-47,1.8254291639997282e-32,7.5549754911988598e-54,2.1712433020325916e-40,1.009593916633719e-35,6.9915135380515636e-21,6.0689290832667107e-82,6.9914401434241653e-21,2.8438481944433423e-52,9.2268352854369529e-53,2.124474529754337e-54,3.9198952357129203e-78,1.0095940289510155e-35,6.2564440051345267e-64,1.333077101336889e-12,6.4095531690607575e-14,2.4705880855522383e-17,7.7698127836513251e-27,2.4705881144755451e-17,1.1517357585291168e-32,1.1179474213964797e-25,6.2617209324557452e-30,9.8933176273462343e-34,3.3836505490127738e-53,3.3055593928966389e-43
6.61133047174788e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319720554,0.11866996602729912,0.02282156769299019,1.3571666220216567e-98,4.578702396159141e-46,7.3017543928011577e-32,6.1309980354496551e-53,1.7369980542290869e-39,4.0384171395524593e-35,1.3983185721185223e-20,1.9421162137017039e-80,1.3982892142304115e-20,2.2751284206412423e-51,1.2997465138765004e-51,1.6995964186986859e-53,6.3568269834490357e-77,4.0384179342641123e-35,1.0010524789366237e-62,2.6661564623942736e-12,1.2819117204947107e-13,4.9411803244980918e-17,2.7245745476267434e-26,4.941180440577323e-17,4.6069903094088059e-32,4.4715448617286953e-25,5.0083311298611207e-29,1.582554938550325e-32,2.1645625773270538e-51,2.6444610520282405e-42
1.3222666547994794e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319441111,0.11866996602463291,0.022821567692926096,1.0321638977490106e-96,3.6630546806664479e-45,2.9207263722716564e-31,6.0169749239574e-52,1.3895997806288158e-38,1.6153969532223158e-34,2.7966970462324276e-20,6.2151216792186076e-79,2.796579614606763e-20,1.8201771215803121e-50,1.6731377591912581e-50,1.3597009812350915e-52,1.2343493151466922e-75,1.6153974687314516e-34,1.6017474776314456e-61,5.3323151832782673e-12,2.5638245276469475e-13,9.8823646964884308e-17,8.7050460537995099e-26,9.8823651630190014e-17,1.8428304292047e-31,1.788418705134312e-24,4.0049838344935586e-28,2.5310148989273405e-31,1.3841447578381993e-49,2.1155857920333962e-41
2.6445338700488623e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631888222,0.11866996601930049,0.022821567692797903,2.3325590219859912e-94,2.9305691513913361e-44,1.1683091212200765e-30,1.9024028772572022e-50,1.1116803149263862e-37,6.4618224300634826e-34,5.5936301444013716e-20,1.989058462205892e-77,5.5931604177609079e-20,1.4562585563529651e-49,1.9127948573956346e-49,1.0877977288051853e-51,7.5268126698708148e-74,6.4618254114401297e-34,2.5629951323397712e-60,1.0664632620123156e-11,5.1276501418517319e-13,1.976473301686366e-16,2.4615820460383206e-25,1.976473489335117e-16,7.3715891307400456e-31,7.152074582957747e-24,3.2012964607624448e-27,4.0462968988858577e-30,8.8437329289765872e-48,1.692493863833401e-40
5.289068300547628e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317764441,0.11866996600863566,0.022821567692541522,1.855619902527168e-91,2.3446313428364637e-43,4.6733827446001036e-30,1.9648977200582341e-48,8.8934437695026682e-37,2.5849154333461126e-33,1.1188200940443374e-19,6.3663852076567622e-76,1.118632203367498e-19,1.1651929651746596e-48,1.9310609825318615e-48,8.7029680905807366e-51,1.5368430692624984e-71,2.5849169602289877e-33,4.1014263232677827e-59,2.1329267474120533e-11,1.0255301369863621e-12,3.9529467963192485e-16,6.1338600758895311e-25,3.9529475507553249e-16,2.9488481774816858e-30,2.8595490820808906e-23,2.5567393025883712e-26,6.4635321352918496e-29,5.6411909843859988e-46,1.3540346825022179e-39
1.0578137161545159e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631552888,0.118669965987306,0.022821567692028758,2.9245556538347916e-88,1.8759671153888551e-42,1.8694695154107812e-29,2.4616624841235344e-46,7.1147543770755824e-36,1.034115095893069e-32,2.2380160930859362e-19,2.0383003739687932e-74,2.2372645303926225e-19,9.3245186218610844e-48,1.7631238461127101e-47,6.9633105522028439e-50,3.8472832845438147e-69,1.0341158028547507e-32,6.5643089575934441e-58,4.2658537103345684e-11,2.0510603824298297e-12,7.9058931078164817e-16,1.3838332318373153e-24,7.90589613728943e-16,1.1797090099037726e-29,1.1427960431353013e-22,2.0385414707406224e-25,1.0308111236250955e-27,3.586490921831585e-44,1.0832907153526171e-38
2.115627488354022e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756311057762,0.11866996594464667,0.022821567691003228,2.9547126201531976e-85,1.501181479329553e-41,7.4788062047138523e-29,3.1068079518392582e-44,5.6918014245495488e-35,4.1376512707199875e-32,4.4775354501149201e-19,6.5288221145002003e-73,4.4745291998121177e-19,7.4643744505344464e-47,1.5102067458132792e-46,5.5721453944028834e-49,9.7108170969598174e-67,4.1376543309544232e-32,1.0509379609907844e-56,8.5317076046717585e-11,4.10212087268125e-12,1.5811783019737794e-15,2.9392784259950002e-24,1.5811795171879222e-15,4.7201933876785233e-29,4.5630153972212442e-22,1.6199592422058561e-24,1.6386533010867474e-26,2.2652284643797719e-42,8.667329612952818e-38
4.2312550327530345e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756302115526,0.11866996585932801,0.022821567688952167,2.9492100590843773e-82,1.2015922250714417e-40,2.9922611489792704e-28,3.8740009461079685e-42,4.553437394077938e-34,1.6560131188902425e-31,8.9610835968592351e-19,2.0932285832077251e-71,8.9490586001281413e-19,5.9791179309431549e-46,1.2498502632051194e-45,4.460111128658671e-48,2.4218760601469857e-64,1.6560143931267025e-31,1.6835768349613786e-55,1.7063415267314775e-10,8.2042418506420966e-12,3.1623551999295611e-15,6.053267094414758e-24,3.1623600731833322e-15,1.8891631196754036e-28,1.8187036258982791e-21,1.2788403214343009e-23,2.5883097970127472e-25,1.4122385462514154e-40,6.935461749472196e-37
6.346882577152047e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675629317329,0.11866996577400936,0.022821567686901106,2.1513097222586883e-81,3.4368701255613629e-40,6.3596368609265121e-28,2.5116164219235008e-41,1.3518010824296498e-33,3.5204269960731375e-31,1.3449141173202957e-18,1.0019898376941732e-70,1.3423588061921225e-18,1.7763356319153729e-45,3.7460320665238529e-45,1.2757063831555356e-47,1.8060575997654957e-63,3.5204297352718497e-31,6.3730907376631899e-55,2.5595122803926439e-10,1.2306362826060947e-11,4.743531013457645e-15,9.1674212748771946e-24,4.7435413827257987e-15,4.0160663127496607e-28,3.8552338493165033e-21,3.6288894900826818e-23,9.4680114431675445e-25,7.8062952070880356e-40,1.9833704046398428e-36
1.0578137665950072e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756275288818,0.11866996560337205,0.022821567682798985,9.6885241130889055e-79,1.5809315082159225e-39,1.7590165974585173e-27,1.0802548301123355e-39,6.3321104296789236e-33,9.7429193133434332e-31,2.2443294019454553e-18,1.5173200460646051e-69,2.2372647231415968e-18,8.3412824532736254e-45,1.7719712884841914e-44,5.8681345706645895e-47,1.3633122604210526e-61,9.7429269628589436e-31,5.0414947837395015e-54,4.2658537373024358e-10,2.0510604766730678e-11,7.9058783028092568e-15,1.5395749606916222e-23,7.9059070524136316e-15,1.1114610384235768e-27,1.0591385603274022e-20,1.6301274529771472e-22,7.127639012948454e-24,1.9387700756291505e-38,9.1184379455011091e-36
1.4386267245868294e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756259192794,0.11866996544979846,0.022821567679107077,8.6207450662184594e-78,3.560504070903888e-39,3.1331842304417076e-27,5.0759083891721345e-39,1.4611972613494615e-32,1.7361026248385709e-30,3.0552601622708904e-18,5.5467454644937292e-69,3.0426800682595638e-18,1.9277402923625631e-44,4.1021074209716051e-44,1.3215934983865409e-46,7.0001823364281586e-61,1.7361039912064715e-30,1.4164942505241687e-53,5.8015610078002055e-10,2.7894422505120184e-11,1.0751987359422305e-14,2.1001247717949716e-23,1.07520386458678e-14,1.9805247290640573e-27,1.8781314820329531e-20,3.6233071431842948e-22,1.9434972843742252e-23,8.1725680828619163e-38,2.0529992747130221e-35
1.8194396825786517e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756243096769,0.11866996529622491,0.022821567675415169,3.3582356202345976e-77,6.7332366718436997e-39,4.8923475528651331e-27,1.7532145999001888e-38,2.8134443230834177e-32,2.7119350090894214e-30,3.8677331295259346e-18,1.4892778440603583e-68,3.8480954344025998e-18,3.7168070592329624e-44,7.9145035354729988e-44,2.4992507880638425e-46,2.7941880395879359e-60,2.7119371451125823e-30,3.2469835673389149e-53,7.3372682351955849e-10,3.527824023481614e-11,1.3598092707336627e-14,2.6606747831929077e-23,1.3598172908597424e-14,3.0937405468630804e-27,2.9194664928037761e-20,6.7586745552859314e-22,4.3292777388437848e-23,2.4032424141081288e-37,3.8811855094196142e-35
2.200252640570474e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756227000745,0.11866996514265134,0.022821567671723261,1.410199008693087e-76,1.1260038170744193e-38,7.0154422907872008e-27,4.8774142840385066e-38,4.7835426009668519e-32,3.8902899793217303e-30,4.6816628729194253e-18,3.4277326806977354e-68,4.6535108204060666e-18,6.3283324021794261e-44,1.3475044573523064e-43,4.1795104073435142e-46,8.5613075853039732e-60,3.8902930434386018e-30,6.3389879256812755e-53,8.8729754218761906e-10,4.2662057956300116e-11,1.6444194551996343e-14,3.2212250113143047e-23,1.6444309719927552e-14,4.4379901569629359e-27,4.1685299514683781e-20,1.1159513043794525e-21,8.2375378959206006e-23,6.0709992772591399e-37,6.4886236396782141e-35
2.9618785565541185e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756194808701,0.11866996483550422,0.022821567664339442,1.7726368928864043e-75,2.4058593474423869e-38,1.2092321326346444e-26,2.2869112805703658e-37,1.0576443831476342e-31,6.7098784590640564e-30,6.3128445058532792e-18,1.2412794598319273e-67,6.2643416377044167e-18,1.4028951025805369e-43,2.9841856887986754e-43,8.9300716248740784e-46,4.4937341939567772e-59,6.7098837393012349e-30,1.6863883961571723e-52,1.1944389702388108e-09,5.7429693380540796e-11,2.2136390252220778e-14,4.3423261024275207e-23,2.2136589234460612e-14,7.6545310886617424e-27,7.1338249671709693e-20,2.3358281469973463e-21,2.0966004169351876e-22,2.5531487628186838e-36,1.3857183800931343e-34
3.723504472537763e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756162616658,0.1186699645283571,0.022821567656955623,8.4540126523009461e-75,4.3781736350726634e-38,1.8516614077732114e-26,7.4647699880677906e-37,1.9814794065639261e-31,1.0281077732755086e-29,7.9494109615166667e-18,3.3226014699326082e-67,7.8751725284151949e-18,2.6347595716197866e-43,5.5966886332456444e-43,1.6250882890286226e-45,1.6163637848934899e-58,1.0281085810738404e-29,3.6649298310072742e-52,1.5015803832401652e-09,7.2197328774426641e-11,2.7828573003027678e-14,5.4634280155240386e-23,2.7828878404290507e-14,1.1728491817164364e-26,1.0847948966416606e-19,4.1692177505610223e-21,4.3765514365751511e-22,7.3942267010507238e-36,2.5205820959522295e-34
4.4851303885214075e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756130424614,0.11866996422121,0.022821567649571804,3.5292444179500492e-74,7.2480334792746272e-38,2.6381462088838209e-26,2.0576125124028519e-36,3.3534607559573956e-31,1.4657335943767765e-29,9.5917274679557621e-18,7.7024899553581725e-67,9.4860034975179547e-18,4.4702992516779738e-43,9.478878370255256e-43,2.6903179177935888e-45,4.8928499874920695e-58,1.4657347437252704e-29,7.0966175966967794e-52,1.8087217801708875e-09,8.6964964135898781e-11,3.352074192611834e-14,6.5845307650559652e-23,3.3521178080453072e-14,1.6720842216826366e-26,1.5346359679083716e-19,6.7681860224823683e-21,8.1605665857204969e-22,1.8403693358008128e-35,4.1708768170172453e-34
6.0083822204886966e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756066040539,0.11866996360691587,0.022821567634804169,9.4365739539836458e-73,1.6751627490156549e-37,4.6524839327936171e-26,1.5722739339460847e-35,7.9749141282809064e-31,2.5886235265462934e-29,1.2893934565196891e-17,3.4908911304286131e-66,1.2707665675317829e-17,1.0694735283022264e-42,2.2564877168981107e-42,6.2178418149105103e-45,5.3365234916375749e-57,2.5886255456599491e-29,2.2452360723341053e-51,2.4230045249148722e-09,1.165002347597754e-10,4.4905037510168715e-14,8.8267387524075261e-23,4.4905810836191655e-14,2.9530518192245549e-26,2.6645244778004883e-19,1.4913072074526006e-20,2.3752645506841467e-21,9.9953649980877862e-35,9.6284873951367684e-34
