Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(57),COX(58),CHOX(61)
7.946882697360115e-21,0.09977366400000001,0.80000000000000004,0.0,0.28934362559999682,0.099999999999997508,0.099999999999999645,8.6167328181372182e-123,2.1649254973445084e-57,9.7317468313393722e-41,5.3608015469527162e-66,4.1100738679763708e-49,2.6171229985352044e-43,4.1126782375609119e-26,5.5302290881862543e-103,4.1126781526312872e-26,1.4410271550949948e-65,5.812771938190473e-64,1.2659577927312136e-66,5.2121999397643398e-91,2.6171230878206252e-43,1.4694161214780944e-80,2.5002265106504496e-15,7.2927944858363544e-16,1.6527539140933122e-20,1.1932584877083137e-31,1.6527539143518132e-20,1.3517359864716657e-30,3.8960539849095755e-36,1.5609319929684459e-42,2.0835708065310843e-66,3.924590883230773e-54,3.8232953968655576e-81,8.2557223932187443e-60
1.590066972373618e-20,0.09977366400000001,0.80000000000000004,0.0,0.2893436255999936,0.09999999999999501,0.099999999999999284,5.5244149272430945e-121,1.733305605841264e-56,3.898441508718064e-40,4.291900915241854e-65,3.2913925105043455e-48,1.0475312599026528e-42,8.2289297800130413e-26,1.7723227077119872e-101,8.2289294400732098e-26,1.1539906770929329e-64,9.3100557440418425e-63,1.0135360078013194e-65,1.6698709487957224e-89,1.0475313313763733e-42,2.3536199465893992e-79,5.0026252424202669e-15,1.4591925022485521e-15,3.3069437566226223e-20,4.7755061461995689e-31,3.3069437576573071e-20,5.4104510735128333e-30,3.1192025768633812e-35,2.4353855491013382e-41,1.1255873542852766e-64,3.1444733050255511e-53,6.122254124849e-80,6.6095975548123088e-59
3.1808243776488313e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559998716,0.09999999999999,0.099999999999998548,3.5387349192280938e-119,1.3872494159791215e-55,1.5624505015521119e-39,3.4348253630793459e-64,2.6344480259406758e-47,4.1914896607226889e-42,1.646143337519674e-25,5.6756771202089789e-100,1.646143201499463e-25,9.2366062591554357e-64,1.490090274598093e-61,8.1113686786595196e-65,5.3467361987765145e-88,4.1914902325871855e-42,3.7678374852221043e-78,1.0007422705954008e-14,2.9190186095783086e-15,6.6153234409400169e-20,1.9103145006986913e-30,6.6153234450801657e-20,2.1648726909134367e-29,2.4962947192421345e-34,3.8468577770211096e-40,6.8272810293601298e-63,2.5203985977072622e-52,9.7995943057412836e-79,5.2896865275037394e-58
6.362339188199258e-20,0.09977366400000001,0.80000000000000004,0.0,0.28934362559997423,0.099999999999979994,0.099999999999997091,2.2657872148107798e-117,1.1101352623819707e-54,6.2713512438071023e-39,2.748383868632168e-63,2.1080921572188949e-46,1.67686891649132e-41,3.2926442606681908e-25,1.8168972279369477e-98,3.2926437164987767e-25,7.3911621942765182e-63,2.38360618035092e-60,6.4903277809726001e-64,1.7114594818017501e-86,1.6768693738419396e-41,6.0301803674761049e-77,2.0017017632997919e-14,5.8386708242375136e-15,1.3232082806609902e-19,7.6384243387022894e-30,1.3232082823173699e-19,8.6608005704085095e-29,1.9973905150291225e-33,6.1150879218647602e-39,4.2952271773170382e-61,2.0228857469788754e-51,1.5682550463336075e-77,4.2325524174776655e-57
1.2725368809300112e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559994836,0.099999999999959968,0.099999999999994177,1.4504336476222264e-115,8.8839217948614174e-54,2.5251709329916955e-38,2.1989355907134094e-62,1.686687245017894e-45,6.7080225220802863e-41,6.5856469234123329e-25,5.8151675780915682e-97,6.585644746557522e-25,5.9136877504403027e-62,3.8103890109727782e-59,5.1927559378101095e-63,5.4774757793389127e-85,6.7080261775917496e-41,9.6496121866574248e-76,4.0036207486991454e-14,1.1677975253554699e-14,2.6465601526090044e-19,3.0523609395925974e-29,2.6465601592354683e-19,3.4645222782087259e-28,1.5980248779683892e-32,9.7520505093004348e-38,2.7325525329032563e-59,1.6283571800870406e-50,2.5094845076704366e-76,3.3863626549790863e-56
2.5451428051501817e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559989663,0.099999999999919931,0.099999999999988334,9.2848880036420161e-114,7.1106594064976457e-53,1.0232501780071314e-37,1.7594806824498736e-61,1.3494352066673519e-44,2.6833189542107152e-40,1.3171655514689043e-24,1.8610337712920907e-95,1.3171646806915487e-24,4.7312646627902646e-61,6.0845088935934907e-58,4.1544030862319261e-62,1.7529205277580214e-83,2.6833218729497944e-40,1.5440473970209528e-74,8.0074587194601415e-14,2.3356584112184162e-14,5.2932638917611837e-19,1.2183957449815718e-28,5.2932639182713581e-19,1.3858013818045392e-27,1.278417781701739e-31,1.5577050419747772e-36,1.7447122653115441e-57,1.3185792244631182e-49,4.0159136221744808e-75,2.7092174727918997e-55
5.090354653590522e-19,0.09977366400000001,0.80000000000000004,0.0,0.28934362559979321,0.099999999999839856,0.099999999999976649,5.9537648940859974e-112,5.6937266359070264e-52,4.1981981746178053e-37,1.4107928714419377e-60,1.079582327025686e-43,1.0733500273632042e-39,2.6343685760396126e-24,5.9556263711112407e-94,2.6343650928593314e-24,3.7851555127070622e-60,9.6956203116924471e-57,3.3236031498664268e-61,5.6095470967941978e-82,1.0733523531687917e-39,2.4705747617128146e-73,1.6015134660831286e-13,4.671380182942349e-14,1.0586671351090153e-18,4.8530186110073233e-28,1.0586671457158782e-18,5.5428069960815577e-27,1.0226580124540513e-30,2.4900520516654086e-35,1.1154079425910937e-55,1.0802164730635963e-48,6.4392657642341869e-74,2.1674234047999656e-54
1.0180778350471205e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559958632,0.099999999999679706,0.099999999999953293,3.9241232225987421e-110,4.5630390552434539e-51,1.7633668438184351e-36,1.1692533495874701e-59,8.6367952072642578e-43,4.2934486509149271e-39,5.268779850442455e-24,1.9058706030330828e-92,5.2687659175796559e-24,3.0282107140418843e-59,1.5386922317939438e-55,2.6589169436758618e-60,1.7950848695912764e-80,4.293467111407539e-39,3.9530351315935975e-72,3.2030486542970196e-13,9.3428237263823708e-14,2.1173486193846522e-18,1.9248910284277312e-27,2.1173486618329632e-18,2.2167364054772012e-26,8.1797537624207628e-30,3.9816947813230105e-34,7.1340400541163322e-54,9.0469867604163245e-48,1.0651873742652056e-72,1.7339560718240141e-53
2.036162574423257e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559917259,0.099999999999359393,0.09999999999990658,3.6740416890811153e-108,3.6629506992677154e-50,7.7257233651269432e-36,1.4548411503311094e-58,6.9094907101818245e-42,1.7173920884696446e-38,1.0537623300293548e-23,6.0990212954227979e-91,1.0537567568559339e-23,2.4226491571944596e-58,2.4224211773689719e-54,2.1271507661520507e-59,5.7443046068165853e-79,1.7174066283306836e-38,6.3250650068743501e-71,6.4061190304834465e-13,1.8685710813231059e-13,4.2347115575752998e-18,7.5719487591474659e-27,4.2347117275297635e-18,8.8637208185704152e-26,6.5412712402545854e-29,6.3669854701176157e-33,4.5630805948171262e-52,7.8855561812812213e-47,2.596991886895933e-71,1.387167920078436e-52
4.07233205317553e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559834509,0.09999999999871878,0.099999999999813155,1.4245733978838631e-105,2.9494307109448687e-49,3.6275197302895239e-35,7.8067837226993858e-57,5.5276142380247699e-41,6.869616968303191e-38,2.1075393804174963e-23,1.9518032588708098e-89,2.1075170876674845e-23,1.9382252630432046e-57,3.7550789663645498e-53,1.7017330040039753e-58,1.8381756323942475e-77,6.8697297893912179e-38,1.0120643482312029e-69,1.2812259781890883e-12,3.7371484986803046e-13,8.4694373125140926e-18,2.9312725143490932e-26,8.4694379935702079e-18,3.5428841142108921e-25,5.2289237244228619e-28,1.0178393438863175e-31,2.9178632041928243e-50,7.3441096081540696e-46,2.6987809758208887e-69,1.1097293586371161e-51
8.144671010680076e-18,0.09977366400000001,0.80000000000000004,0.0,0.28934362559669013,0.099999999997437541,0.099999999999626291,1.3072365680352566e-102,2.3873478003901483e-48,1.8799024752551092e-34,9.1138679609755736e-55,4.4220998216646053e-40,2.747875196751796e-37,4.2151269228635512e-23,6.2464609747385213e-88,4.2150377517530415e-23,1.5507405101178873e-56,5.6540410493421321e-52,1.3614001701642525e-57,5.8821710342255416e-76,2.7479603195044525e-37,1.6194652939457236e-68,2.5624541280844085e-12,7.4743033333445967e-13,1.6938888336621701e-17,1.101161768762422e-25,1.6938891070071878e-17,1.4150691700191639e-24,4.1765844473418734e-27,1.625987856335928e-30,1.8645232284881575e-48,7.5290271564521272e-45,6.2676185831118294e-67,8.8777157235916186e-51
1.6289348925689168e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362559338023,0.099999999994875063,0.099999999999252576,1.3250939980588882e-99,1.9472542985567475e-47,1.0936651296485862e-33,1.1561576741239446e-52,3.5376828510752141e-39,1.0991707098189777e-36,8.4304357744193992e-23,1.9993007183969045e-86,8.4300790897739823e-23,1.2408452081134956e-55,8.0853933056361906e-51,1.0891397397409941e-56,1.8824506098954907e-74,1.0992318200964296e-36,2.5916557137827832e-67,5.1249104263303795e-12,1.4948613002473037e-12,3.3877788441757253e-17,3.9218857908976917e-25,3.3877799440481363e-17,5.6436586691290849e-24,3.3308153482868664e-26,2.5936362800841832e-29,1.1896786414508415e-46,8.6586689765153281e-44,1.5896000684330825e-64,7.1019661559124764e-50
3.257870475570735e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362558676041,0.099999999989750121,0.099999999998505146,1.3483114595831144e-96,1.6016206175982633e-46,7.0859286006124614e-33,1.4704977376568925e-50,2.8301468723461077e-38,4.3968436953413371e-36,1.686158854406328e-22,6.4005209391619629e-85,1.686016180521518e-22,9.9307917640960947e-55,1.0643050843065327e-49,8.7134218810750987e-56,6.0288085251126313e-73,4.3972487393079973e-36,4.1482785404576734e-66,1.0249823016643648e-11,2.989723233993092e-12,6.7755580879711634e-17,1.2822434717664169e-24,6.7755625293315644e-17,2.2442756749291984e-23,2.6480605219775465e-25,4.1247565800810451e-28,7.5683143830579968e-45,1.1110263179779732e-42,4.0435113910363899e-62,5.6812363720997705e-49
6.515741641574372e-17,0.09977366400000001,0.80000000000000004,0.0,0.28934362557352072,0.099999999979500223,0.099999999997010286,1.3645638874437899e-93,1.3231935375247292e-45,4.9682583428779068e-32,1.8599754148047894e-48,2.264116764852663e-37,1.7588653243714909e-35,3.3726034348497537e-22,2.0499301474901777e-83,3.3720327393694915e-22,7.9510757432680577e-54,1.2502957765916539e-48,6.9712199665015197e-55,1.9424328201897636e-71,1.7591058456806555e-35,6.6424545178278955e-65,2.0499648172555479e-11,5.9794471011657025e-12,1.355111346663691e-16,3.7284872937108182e-24,1.3551131476408569e-16,8.8733047055668703e-23,2.0923238725046282e-24,6.5207983718447926e-27,4.7863219379634392e-43,1.5476625970608178e-41,1.0229117129140788e-59,4.5444482316275717e-48
1.3031483973581646e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362554704135,0.099999999959000441,0.099999999994020566,2.1533118179096861e-90,1.0896082249907615e-44,3.6402238482444897e-31,2.325651381685214e-46,1.8112915672850453e-36,7.0364823894747787e-35,6.7463487010093461e-22,6.5715916656341912e-82,6.7440659201044536e-22,6.3711662410436409e-53,1.2951717411227556e-47,5.577746355113847e-54,6.5498865985203953e-70,7.0377459691166805e-35,1.0644591770507142e-63,4.0999298385520335e-11,1.1958894834236823e-11,2.71022117882804e-16,9.5353511610748273e-24,2.7102285176796981e-16,3.4689185089284882e-22,1.6333664944302658e-23,1.0188938878013507e-25,2.9920563588428846e-41,2.2598901747864883e-40,2.5581138091393163e-57,3.6346926578527208e-47
2.606296863759619e-16,0.09977366400000001,0.80000000000000004,0.0,0.2893436254940826,0.099999999918000876,0.099999999988041113,2.108143373116497e-87,8.8958381842761587e-44,2.6977017587607346e-30,2.8440638060581078e-44,1.4490300337765194e-35,2.8154094927535601e-34,1.3497263648132998e-21,2.1103099911325635e-80,1.3488132533731099e-21,5.1134218179064113e-52,1.204835109352888e-46,4.4634290566267046e-53,2.9131107879369491e-68,2.8160059271514597e-34,1.7084672332897473e-62,8.199859841601483e-11,2.391779029528554e-11,5.420435868891548e-16,2.1906625359103663e-23,5.4204660020560252e-16,1.3271711609254957e-21,1.2458031336726694e-22,1.5566799231518146e-24,1.8291777723703936e-39,3.3461247388544236e-39,6.2570897016457647e-55,2.9063697390168262e-46
5.212593796562529e-16,0.09977366400000001,0.80000000000000004,0.0,0.2893436253881651,0.099999999836001732,0.099999999976082221,1.980528535147562e-84,7.203281157246807e-43,1.9597573739190738e-29,3.3377290367690726e-42,1.1592187674840487e-34,1.1268169576681198e-33,2.7012791151305963e-21,6.800385811164224e-79,2.697626676961713e-21,4.1171215643629299e-51,1.0432910653175355e-45,3.5727140953858055e-52,2.839953783559267e-66,1.1270783041106185e-33,2.7506129698238607e-61,1.6399719689526297e-10,4.7835581197011579e-11,1.0840845352037884e-15,4.6999236023695897e-23,1.0840970740387907e-15,4.8802922328310526e-21,9.1011582801137166e-22,2.2812476061531844e-23,1.072968870835623e-37,4.86788485125124e-38,1.4688125625591473e-52,2.3228854018761356e-45
7.818890729365438e-16,0.09977366400000001,0.80000000000000004,0.0,0.28934362528224761,0.099999999754002589,0.099999999964123329,1.4311474176869714e-83,2.0795264435100285e-42,5.3374630428022589e-29,2.1275616818321499e-41,3.4414218102955735e-34,2.3954453434107171e-33,4.0542016213112445e-21,3.2613593039678144e-78,4.0464402014142065e-21,1.2265984103472625e-50,3.1673152316454406e-45,1.0218966493716777e-51,1.918191498614321e-65,2.3960162536056025e-33,1.043641269069703e-60,2.4599579379277023e-10,7.1753372078366502e-11,1.62612349382836e-15,7.2132290564549957e-23,1.6261507692134687e-15,9.8000419196664463e-21,2.4724766141044147e-21,8.0557266932724108e-23,5.8159921112633444e-37,1.7214399164431808e-37,1.079140154767583e-51,6.6383757076959821e-45
1.0425187662168348e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362517633011,0.099999999672003445,0.099999999952164437,1.0761208217862398e-82,4.4194335933484108e-42,1.0801461734980778e-28,8.7016370968777324e-41,7.4986563753252147e-34,4.0878547246475126e-33,5.4084938783260763e-21,1.0825527347771497e-77,5.3952538267312799e-21,2.6815164734797398e-50,6.9869108948662778e-45,2.1560953375776358e-51,8.3099574692462115e-65,4.0888430788719656e-33,2.723865080671791e-60,3.2799438910853674e-10,9.5671162939350378e-11,2.1681604627708795e-15,9.7270020557151224e-23,2.1682079017720701e-15,1.589253821857193e-20,4.9833833508420068e-21,1.9694437257842722e-22,2.1315090856421067e-36,4.2200126314545946e-37,4.8919899952718001e-51,1.399533079412558e-44
1.5637781527774166e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362496449517,0.099999999508005172,0.099999999928246652,3.5394239568966535e-81,1.2228028020153098e-41,2.7647245265107752e-28,6.9227854340956098e-40,2.1766162255334267e-33,8.4685911224991481e-33,8.1202930981006453e-21,6.3603004087575778e-77,8.0928813140906929e-21,7.8277777899372553e-50,2.053885982610118e-44,5.8917823637624815e-51,7.2849244425647753e-64,8.470667557090079e-33,1.0043044191488801e-59,4.9199157602782098e-10,1.4350674461350852e-10,3.2522297310188044e-15,1.475466211810611e-22,3.2523308121138317e-15,3.033305423172916e-20,1.2647076385266796e-20,6.4846447097154696e-22,1.4556858770161348e-35,1.3981390107396132e-36,4.4949288077634133e-50,3.8194136555085407e-44
2.0850375393379983e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362475266023,0.099999999344006898,0.099999999904328868,2.2398692488728677e-80,2.5830106143062601e-41,5.4717841639491344e-28,2.8122358840903682e-39,4.7599912755890187e-33,1.4411281933569437e-32,1.0837129338446075e-20,2.1246715438442283e-76,1.079050917237127e-20,1.7203145471310727e-49,4.5229177118656855e-44,1.2332808143619065e-50,3.2305306268023993e-63,1.4414843168121943e-32,2.6141550098055403e-59,6.5598875713048056e-10,1.9134232621275498e-10,4.3362916825627138e-15,1.978231792728217e-22,4.3364678316411119e-15,4.784440722787369e-20,2.4813569700691403e-20,1.5426788501086115e-21,5.1767950289822597e-35,3.3460563110268977e-36,2.0359105116667576e-49,7.9856628312631616e-44
3.127556312459162e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362432899036,0.099999999016010394,0.099999999856493285,2.0877701527366413e-78,8.2574465384368021e-41,1.5053039259590297e-27,4.6656724400397578e-38,1.583378489524378e-32,3.1443317978089536e-32,1.6287341425865629e-20,1.7738943406804709e-75,1.6185766106941932e-20,5.8064932569989469e-49,1.5171070237834671e-43,3.8990562878525674e-50,8.7350475326116049e-62,3.1451151478962315e-32,1.3096924431143233e-58,9.8398310023603837e-10,2.8701348916526434e-10,6.5043915604835288e-15,2.9837678157570357e-22,6.5047934877123561e-15,8.901203868230411e-20,6.6521044709637648e-20,6.1341932189592308e-21,5.220428951761523e-34,1.3606175700080197e-35,5.7206656438695646e-48,2.5163737046736947e-43
4.170075085580326e-15,0.09977366400000001,0.80000000000000004,0.0,0.28934362390532059,0.09999999868801393,0.099999999808657702,1.8236900757265119e-77,1.8894204368733061e-40,3.0626189474463455e-27,2.4310042733854017e-37,3.6835173787565534e-32,5.5277653060802783e-32,2.1759355860962597e-20,6.9239280267096168e-75,2.1581024647133607e-20,1.3676258646967018e-48,3.5430030950208128e-43,8.8778534015482324e-50,5.4587009617135452e-61,5.5291475985010254e-32,3.9443101360657132e-58,1.3119774181642357e-09,3.8268465179351756e-10,8.6724597686938386e-15,3.9893030744529094e-22,8.6731910815476353e-15,1.3585359505396667e-19,1.3208726028752312e-19,1.5891103207464478e-20,2.2107856003311617e-33,3.5917909829297048e-35,3.5959083401701231e-47,5.7133065472068678e-43
6.255112631822653e-15,0.09977366400000001,0.80000000000000004,0.0,0.289343623057981,0.099999998032021017,0.099999999712986537,1.3550472560580582e-75,6.3507742364539045e-40,8.2002593394347432e-27,3.8379230429495894e-36,1.2542020012996095e-31,1.2358779789151735e-31,3.2769091448038432e-20,5.8809755815374412e-74,3.237154656688393e-20,4.7947369418578471e-48,1.211307040131642e-42,2.9716527996000334e-49,1.4251164258058451e-59,1.2361877469177638e-31,2.1195175816960212e-57,1.9679659781405903e-09,5.7402697607277364e-10,1.3008500740912382e-14,6.0003750689894516e-22,1.3010224983311447e-14,2.3607195080944945e-19,3.3434100247149056e-19,6.2319478321571237e-20,2.1367087623006405e-32,1.4794136878112287e-34,9.4437453601191791e-46,1.8993313070664968e-42
1.0425187724307308e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934362136330227,0.099999996720035525,0.099999999521644206,2.3153849486291954e-73,3.0082766835785883e-39,2.6929945417879027e-26,1.1919315405328174e-34,5.9648891387107714e-31,3.4370356071341589e-31,5.5051445788508045e-20,9.1827111937075269e-73,5.3952609771022245e-20,2.4239987461602194e-47,5.7796777403571201e-42,1.4051798921777712e-48,8.5626244285546394e-58,3.4378954951984102e-31,1.8938280659320671e-56,3.2799427944958784e-09,9.5671162072128999e-10,2.1680200828252281e-14,1.0022526013620359e-21,2.1685327644534236e-14,4.4511924560126565e-19,9.7867152200231527e-19,3.2511664592819967e-19,3.4768071219573812e-31,8.5713413523218077e-34,5.682718887822669e-44,8.8472901668712997e-42
1.8765337909276618e-14,0.09977366400000001,0.80000000000000004,0.0,0.28934361797394587,0.099999994096065747,0.099999999138959586,6.1084412398326982e-71,1.8179029922125365e-38,9.8826659354962581e-26,4.8143638620522352e-33,3.5835791086805835e-30,1.1253529454912438e-30,1.0066788364438655e-19,2.1962807908029885e-71,9.7114813678372293e-20,1.6352679708662699e-46,3.4796763333628407e-41,8.5008005589154388e-48,6.8766819649679149e-56,1.1256317881960792e-30,2.4280121997859155e-55,5.9038952124908061e-09,1.7220808943741385e-09,3.9022073301143151e-14,1.8066855765810306e-21,3.9040047878546907e-14,8.6787375209211933e-19,2.9116864731902541e-18,1.8755060416594046e-18,7.092025515549733e-30,5.9911712531947051e-33,4.560925446222861e-42,5.1908023694333261e-41
