Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),CHOX(53),H2OX(23),CO2X(24)
3.6360895835503314e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45067998493429573,0.1170646859160326,0.022795733000507551,1.1395567212291214e-17,8.3309466601458801e-15,4.7100813375960013e-07,5.4147923129080749e-09,1.1408881210629904e-10,3.088220561415131e-23,3.2102273684617672e-05,7.4749051041780927e-21,3.0520008888538803e-05,3.2284097727825826e-15,3.2751320774193999e-20,1.8619308762251693e-17,1.8082404781331809e-19,3.8335841923511332e-15,8.4889062136880589e-15,0.0015727214969206908,5.1663604126183828e-05,2.4520161550305629e-06,1.3102384383813335e-12,1.8175901316153834e-10,1.2467055099335757e-09,5.7162126078583647e-13,1.7589652675781586e-10,4.4909404175647507e-07,1.3174217725681761e-12,4.2286428441965261e-09,1.256617880354924e-14,1.6991568161225521e-14,3.2671208308217195e-18,1.3416359667963741e-17,3.6416824253897075e-19
3.6848909718317096e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45066039381728679,0.11704540834346168,0.022795387681377646,1.2100261404640625e-17,8.7470392288928073e-15,4.8354814191473358e-07,5.670891769659596e-09,1.1873315510386266e-10,3.3400514269682314e-23,3.2533162114003728e-05,8.004831155328978e-21,3.090947035844908e-05,3.3656751373949513e-15,3.5090014816934681e-20,1.9846940824134843e-17,1.9175250207735594e-19,4.0042432618420691e-15,8.9671095876647587e-15,0.0015915586302061014,5.2353981311391248e-05,2.506191314762058e-06,1.3566689110234589e-12,1.8419987269115014e-10,1.2586440051232547e-09,5.7710865669612407e-13,1.8342114369201903e-10,4.5835755121479934e-07,1.3630165166504651e-12,4.3769505098537039e-09,1.3285810652400592e-14,1.7795495027003997e-14,3.45503024991904e-18,1.3921437819769541e-17,3.8182427421133268e-19
3.733692360113088e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45064085786465391,0.11702618638192756,0.022795042397457776,1.2838901504607783e-17,9.1787500519876529e-15,4.9625159239101801e-07,5.9357123775365451e-09,1.2350154616102248e-10,3.6087556773932908e-23,3.2964049670086788e-05,8.5644352880278035e-21,3.1298428798370852e-05,3.506802674704867e-15,3.756335830383303e-20,2.1137591068268575e-17,2.0319166462043769e-19,4.1802551095116918e-15,9.4653033360069624e-15,0.0016103400626956254,5.3044279353445821e-05,2.5608974466486347e-06,1.404149131294493e-12,1.8664065356435881e-10,1.2705823845935606e-09,5.8259683225439886e-13,1.911766305520373e-10,4.6770249198731714e-07,1.4096109516325488e-12,4.528184924803135e-09,1.4036026083581279e-14,1.8626790150683883e-14,3.6512988700207172e-18,1.4439635200754594e-17,4.00101888793695e-19
3.782493748394466e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45062137691346482,0.11700701986687941,0.022794697148660795,1.3612675052715533e-17,9.626485968636169e-15,5.0911859813701345e-07,6.2094402918825815e-09,1.2839560343053217e-10,3.8952268342119573e-23,3.3394936290522576e-05,9.1549494117243813e-21,3.1686885358551569e-05,3.6518470798305165e-15,4.0177303229951949e-20,2.2493593239478222e-17,2.1515865907815776e-19,4.3617209135269632e-15,9.9840404793203635e-15,0.0016290659590066864,5.3734498240460199e-05,2.6161330605582382e-06,1.4526894646026435e-12,1.8908135543830452e-10,1.2825206468989965e-09,5.8808582038682896e-13,1.9916727447284463e-10,4.7712866616065638e-07,1.4572148754035599e-12,4.6823564606245945e-09,1.4817685279748294e-14,1.9486036601727294e-14,3.8561924924918793e-18,1.4971157741915768e-17,4.1901499910059258e-19
3.8312951366758445e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45060195080129395,0.1169879086342545,0.022794351934899815,1.4422796002680644e-17,1.0090660334561101e-14,5.2214928107521694e-07,6.4922633552176269e-09,1.3341694440026508e-10,4.2003936777712087e-23,3.382582191316262e-05,9.7776391839169877e-21,3.2074841186005635e-05,3.800863085317142e-15,4.2937988103834942e-20,2.3917334520156857e-17,2.2767096566615559e-19,4.5487425935086105e-15,1.052388173959215e-14,0.0016477364832683306,5.4424637958328755e-05,2.6718966523428361e-06,1.5023002251455659e-12,1.9152197797122478e-10,1.294458790595681e-09,5.9357565495630507e-13,2.0739738638892286e-10,4.8663587413035449e-07,1.5058380589489202e-12,4.8394752646097596e-09,1.5631660601005974e-14,2.037382268868832e-14,4.0699820045691519e-18,1.5516213040844308e-17,4.3857765427323898e-19
3.880096524957223e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45058257936622054,0.11696885252047692,0.022794006756088236,1.5270504978283529e-17,1.0571693078083993e-14,5.3534377213066526e-07,6.7843710898425775e-09,1.3856718589255052e-10,4.5252211870284538e-23,3.4256706476053038e-05,1.0433804470723186e-20,3.2462297424514639e-05,3.9539054609037195e-15,4.5851741497617597e-20,2.5411255980196737e-17,2.4074642419929159e-19,4.7414228077096606e-15,1.1085395545404335e-14,0.0016663517991226907,5.5114698490736789e-05,2.7281867037576796e-06,1.5529916753579723e-12,1.93962520822448e-10,1.3063968142413411e-09,5.9906637077557752e-13,2.1587130049543401e-10,4.9622391460868099e-07,1.5554902460056763e-12,4.9995512707932751e-09,1.6478836593220682e-14,2.1290741935392294e-14,4.2929434050219883e-18,1.6075010367156517e-17,4.5880403915034656e-19
3.928897913238601e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45056326244682787,0.11694985136245582,0.022793661612139693,1.615706952904042e-17,1.1070010756338357e-14,5.4870221125866704e-07,7.0859546903860621e-09,1.4384794406351359e-10,4.8707114932447168e-23,3.4687589917433182e-05,1.112477980755225e-20,3.2849255214627728e-05,4.1110290132906444e-15,4.8925085622987021e-20,2.6977853021873007e-17,2.5440323709425198e-19,4.9398649501582215e-15,1.1669158037114376e-14,0.0016849120697264429,5.580467981916965e-05,2.7850016823829372e-06,1.604774025357219e-12,1.9640298365238557e-10,1.3183347163952994e-09,6.0455800362029e-13,2.2459337370529366e-10,5.0589258463252438e-07,1.6061811527194703e-12,5.162594210700622e-09,1.7360109996283371e-14,2.2237393056944086e-14,4.5253578289472126e-18,1.6647760667492836e-17,4.7970847363147628e-19
3.977699301519979e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45054399988220134,0.11693090499758431,0.022793316502968109,1.7083784384663902e-17,1.1586046611597725e-14,5.622247474716437e-07,7.3972070162936207e-09,1.4926083440241883e-10,5.2379048476407377e-23,3.5118472175734342e-05,1.1851934859876145e-20,3.3235715693661557e-05,4.2722885859084484e-15,5.2164739932830479e-20,2.8619675819675409e-17,2.6865997235550837e-19,5.1441731477642202e-15,1.2275753072003073e-14,0.0017034174577522552,5.6494581922922004e-05,2.842340041547745e-06,1.657657432387027e-12,1.9884336612252437e-10,1.3302724956184638e-09,6.1005059024190415e-13,2.3356798510220108e-10,5.1564167957134033e-07,1.6579204673031562e-12,5.3286136238199398e-09,1.8276389752320217e-14,2.321437993556664e-14,4.7675115716888842e-18,1.7234676570082424e-17,5.0130541203293995e-19
4.026500689801358e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45052479151192704,0.11691201326373775,0.022792971428487657,1.8051971708297865e-17,1.2120240627701908e-14,5.7591153886506416e-07,7.7183225842596995e-09,1.5480747173101771e-10,5.627880603069179e-23,3.5549353189578618e-05,1.2616674884095913e-20,3.3621679995700558e-05,4.4377390586875394e-15,5.5577624748411977e-20,3.0339329755084038e-17,2.83535566544559e-19,5.3544522573898585e-15,1.2905772229390062e-14,0.0017218681253902393,5.7184404779107151e-05,2.9002002202566592e-06,1.7116520002594451e-12,2.012836678954208e-10,1.3422101504733215e-09,6.1554416838051432e-13,2.4279953538967675e-10,5.2547099313515894e-07,1.7107178496970929e-12,5.4976188678047384e-09,1.9228597013851511e-14,2.4222311596270869e-14,5.0196961118761026e-18,1.7835972388870226e-17,5.236094424363303e-19
4.075302078082736e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45050563717609104,0.11689317599927251,0.022792626388612777,1.9062981348512939e-17,1.2673039586564804e-14,5.8976275264245706e-07,8.0494975606028462e-09,1.6048947020289952e-10,6.0417582097544898e-23,3.5980232897777498e-05,1.3420441188500247e-20,3.4007149251596923e-05,4.60743534782893e-15,5.9170864911913115e-20,3.2139475846284752e-17,2.9904932773238062e-19,5.5708078628835397e-15,1.3559814815716886e-14,0.0017402642343493893,5.7874148362666338e-05,2.9585806431185733e-06,1.7667677787951996e-12,2.0372388863469273e-10,1.3541476795239273e-09,6.2103877677753303e-13,2.5229244633616774e-10,5.3538031738265873e-07,1.7645829312311289e-12,5.6696191284143082e-09,2.0217665151899158e-14,2.5261802182358219e-14,5.2822081335717576e-18,1.8451864127203225e-17,5.4663528602974222e-19
4.124103466364114e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.450486536715277,0.1168743930430243,0.022792281383258148,2.0118191090048637e-17,1.3244897124746897e-14,6.0377856513948092e-07,8.3909297535845231e-09,1.6630844330284566e-10,6.4806982251502264e-23,3.6411111239330668e-05,1.4264711594313065e-20,3.4392124588970568e-05,4.781432405575988e-15,6.2951793464172745e-20,3.4022831172820306e-17,3.1522093843501737e-19,5.7933462720770014e-15,1.4238487869597918e-14,0.001758605945859026,5.8563812646378163e-05,3.0174797202780674e-06,1.8230147632625743e-12,2.0616402800501229e-10,1.3660850813358921e-09,6.2653445518825613e-13,2.6205116021627525e-10,5.4536944272929432e-07,1.8195253142882818e-12,5.8446234291983203e-09,2.1244539764042858e-14,2.633347093075692e-14,5.5553495475237409e-18,1.9082569481073522e-17,5.7039779644166553e-19
4.1729048546454925e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45046748997056552,0.11685566423430697,0.022791936412338749,2.1219006903288432e-17,1.3836273790075648e-14,6.1795916184704029e-07,8.7428186056719553e-09,1.7226600384618818e-10,6.9459033379619585e-23,3.6841988153424736e-05,1.5151000896827078e-20,3.4776607132209091e-05,4.9597852199871685e-15,6.6927955347457792e-20,3.5992169295173339e-17,3.3207045853223591e-19,6.0221745137454561e-15,1.4942406166839162e-14,0.0017768934206702249,5.9253397600868011e-05,3.0768958473492609e-06,1.8804028938149351e-12,2.086040856720993e-10,1.3780223544763761e-09,6.320312443942918e-13,2.7208013924816454e-10,5.5543815795549037e-07,1.8755545719701653e-12,6.0226406409320631e-09,2.2310178682425303e-14,2.7437942147193464e-14,5.8394275115129931e-18,1.9728307841914942e-17,5.949119590676964e-19
4.221706242926871e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45044849678353249,0.11683698941291093,0.022791591475769778,2.2366863192454274e-17,1.4447637098296701e-14,6.3230473743342771e-07,9.105365185745362e-09,1.7836376397817098e-10,7.4386194063819436e-23,3.7272863579431996e-05,1.6080861326620188e-20,3.5160598002467649e-05,5.142548814709753e-15,7.1107111133095944e-20,3.8050320669277309e-17,3.4961832816917754e-19,6.2574003345304663e-15,1.5672192225425168e-14,0.0017951268190572517,5.9942903194617583e-05,3.1368274053521357e-06,1.9389420549270587e-12,2.1104406130271402e-10,1.3899594975140789e-09,6.3752918621585152e-13,2.8238386502721741e-10,5.6558625021489144e-07,1.9326802477641437e-12,6.203679490808494e-09,2.3415551981706513e-14,2.8575845181200145e-14,6.1347544497905108e-18,2.0389300298950633e-17,6.2019289039006795e-19
4.270507631208249e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45042955699624754,0.11681836841910177,0.02279124657346672,2.3563223042506988e-17,1.5079461589738945e-14,6.4681549576547911e-07,9.4787721812500491e-09,1.8460333517331546e-10,7.9601365105799027e-23,3.7703737456909173e-05,1.7055883010851684e-20,3.5544098317668728e-05,5.3297782487545511e-15,7.5497240773797896e-20,4.0200173055951731e-17,3.6788537064093659e-19,6.4991321958253938e-15,1.6428476310474125e-14,0.0018133063008189841,6.0632329393974409e-05,3.1972727606513842e-06,1.9986420748303779e-12,2.1348395456465007e-10,1.40189650901923e-09,6.4302832352389345e-13,2.9296683795598812e-10,5.7581350504267132e-07,1.9909118552122524e-12,6.3877485713931149e-09,2.4561641986967708e-14,2.9747814400960209e-14,6.441648071595865e-18,2.1065769641088956e-17,6.4625583728999851e-19
4.319309019489627e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45041067045127309,0.11679980109361891,0.022790901705345291,2.4809578464739107e-17,1.5732228885976195e-14,6.6149164992872549e-07,9.8632438902937191e-09,1.9098632823478871e-10,8.5117900194921331e-23,3.8134609725596135e-05,1.807769443463509e-20,3.5927109192501988e-05,5.5215286162716081e-15,8.0106547380495924e-20,4.2444671925258047e-17,3.8689279525999523e-19,6.7474792706231479e-15,1.7211896439161327e-14,0.001831432025280336,6.132167616316145e-05,3.2582302648977864e-06,2.05951272494731e-12,2.1592376512672723e-10,1.4138333875635789e-09,6.4852870025211744e-13,3.0383357667052984e-10,5.8611970636390431e-07,2.0502588775819097e-12,6.5748563493475504e-09,2.5749443281564693e-14,3.0954489167991738e-14,6.7604313887522974e-18,2.1757940358365004e-17,6.7311617635305095e-19
4.368110407771006e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45039183699166246,0.11678128727767402,0.022790556871321491,2.6107450641046966e-17,1.6406427746468406e-14,6.7633342224652533e-07,1.025898621368947e-08,1.9751435329377593e-10,9.0949616719492504e-23,3.8565480325414711e-05,1.9147962902484752e-20,3.6309631738423937e-05,5.7178550463268612e-15,8.4943461023521667e-20,4.4786820855772736e-17,4.0666220020644755e-19,7.0025514403260819e-15,1.8023098385611113e-14,0.001849504151293673,6.2010943464286701e-05,3.3196982549721299e-06,2.1215637193247827e-12,2.1836349265878469e-10,1.425770131720386e-09,6.5403036140879923e-13,3.1498861746315092e-10,5.9650463650198943e-07,2.1107307675384099e-12,6.7650111739274995e-09,2.697996271493118e-14,3.2196513811671513e-14,7.0914327323303505e-18,2.2466038642925431e-17,7.0078941316743806e-19
4.416911796052384e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45037305646095899,0.1167628268129498,0.022790212071311555,2.7458390166868626e-17,1.7102554125165005e-14,6.9134104429816743e-07,1.0666206646944826e-08,2.0418901980885588e-10,9.7110806721806122e-23,3.899634919646738e-05,2.0268394999832972e-20,3.6691667063657585e-05,5.9188127026797715e-15,9.0016642557946027e-20,4.7229681928774116e-17,4.2721557536094339e-19,7.2644592915178227e-15,1.8862735685757439e-14,0.0018675228372402259,6.2700131257352975e-05,3.3816750529316921e-06,2.1848047140671111e-12,2.2080313683167394e-10,1.4377067400644156e-09,6.5953335308846363e-13,3.2643651370167147e-10,6.0696807618713806e-07,2.1723369468192529e-12,6.9582212852606047e-09,2.8254219410332141e-14,3.347453760360012e-14,7.4349857683729924e-18,2.3190292389553822e-17,7.2929118161529478e-19
4.465713184333762e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45035432870319403,0.11674441954159841,0.022789867305231973,2.8863977292774808e-17,1.7821111227053091e-14,7.0651475693591994e-07,1.1085114272197319e-08,2.1101193656537964e-10,1.036162479973133e-22,3.9427216279036124e-05,2.1440737054614774e-20,3.707321627319212e-05,6.124456783561927e-15,9.5334987472899795e-20,4.9776376117340051e-17,4.4857530512028643e-19,7.5333141126968458e-15,1.9731469642173165e-14,0.0018854882410314978,6.3389239500267599e-05,3.444158965959306e-06,2.249245306768359e-12,2.2324269731725176e-10,1.449643211171923e-09,6.6503772248338534e-13,3.381818352452478e-10,6.1750980456491476e-07,2.2350868059102952e-12,7.1544948224095855e-09,2.9573244772567491e-14,3.4789214731809625e-14,7.7914295126795018e-18,2.3930931195734573e-17,7.586372431572119e-19
4.5145145726151404e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45033565356288618,0.11672606530624018,0.022789522572999495,3.0325822164699545e-17,1.856260956463296e-14,7.2185481030102492e-07,1.1515919750096948e-08,2.1798471167485333e-10,1.1048121533825562e-22,3.9858081513581153e-05,2.2666775598917283e-20,3.7454280468782467e-05,6.3348425214565786e-15,1.0090762976469339e-19,5.2430083670353188e-17,4.707641711956172e-19,7.8092278909716152e-15,2.0629969328868282e-14,0.0019034005201106713,6.4078268148852195e-05,3.5071482863150203e-06,2.3148950359443323e-12,2.2568217378837353e-10,1.46157954362065e-09,6.7054351789491699e-13,3.5022916785682907e-10,6.2812959920483636e-07,2.2989897037237501e-12,7.3538398312258649e-09,3.093808249562629e-14,3.6141204274815122e-14,8.1611083446362684e-18,2.4688186361252857e-17,7.8884348610968782e-19
4.563315960896519e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4503170308850396,0.11670776394996212,0.022789177874531139,3.1845565062798024e-17,1.932756701430368e-14,7.3736146383861121e-07,1.1958835311635978e-08,2.2510895257432321e-10,1.1772149192207252e-22,4.0288944840739621e-05,2.3948337830690734e-20,3.7834860748948798e-05,6.5500251828791488e-15,1.0674394583355044e-19,5.5194044491410967e-17,4.9380535539311912e-19,8.0923133087171498e-15,2.1558911596057168e-14,0.0019212598314540057,6.4767217156852462e-05,3.5706412912903698e-06,2.381763380464339e-12,2.281215659188862e-10,1.4735157359898124e-09,6.7605078874463155e-13,3.6258311261232468e-10,6.3882723610902769e-07,2.3640549672780641e-12,7.5562642719987698e-09,3.2349788570291539e-14,3.753117017551128e-14,8.544372020094856e-18,2.5462290887328578e-17,8.1992592491598637e-19
4.612117349177897e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45029846051514244,0.11668951531631665,0.022788833209744137,3.3424876638918293e-17,2.0116508872640872e-14,7.5303498631152241e-07,1.241407474992659e-08,2.3238626602576501e-10,1.2535338084487367e-22,4.0719806201324477e-05,2.5287292075518102e-20,3.8214958208976063e-05,6.7700600681586639e-15,1.1285355840376838e-19,5.807155851263787e-17,5.1772244237717605e-19,8.3826837401928016e-15,2.2518981074894942e-14,0.0019390663315722342,6.5456086475948193e-05,3.6346362431652762e-06,2.4498597589828693e-12,2.3056087338362081e-10,1.4854517868600935e-09,6.8155958558528039e-13,3.7524828530654702e-10,6.4960248972093189e-07,2.4302918913796827e-12,7.7617760269052125e-09,3.3809431291696073e-14,3.8959781214915416e-14,8.9415756832866859e-18,2.6253479475282254e-17,8.5190069941012981e-19
4.660918737459275e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45027994229916624,0.11667131924932006,0.022788488578556008,3.5065458152674738e-17,2.0929967912549381e-14,7.6887565581303956e-07,1.2881853411926644e-08,2.3981825811547614e-10,1.3339371680023911e-22,4.1150665536323213e-05,2.6685548248440465e-20,3.8594573940913394e-05,6.9950025112201302e-15,1.1924634046711737e-19,6.1065986063397253e-17,5.4253942241592457e-19,8.6804532481211395e-15,2.3510870182183154e-14,0.001956820176511955,6.6144876055763084e-05,3.6991313891675869e-06,2.5191935293713182e-12,2.330000958583865e-10,1.4973876948136326e-09,6.8706996011155516e-13,3.8822931585600689e-10,6.6045513293407813e-07,2.4977097383067036e-12,7.9703829072646319e-09,3.5318091266829523e-14,4.0427710985758221e-14,9.3530798777710491e-18,2.7061988524730712e-17,8.8478407407422294e-19
4.7097201257406536e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45026147608356326,0.11665317559345124,0.022788143980884502,3.6769041706110418e-17,2.1768484439273042e-14,7.8488375977848919e-07,1.336238819011416e-08,2.4740653425347074e-10,1.4185987790358645e-22,4.15815227868967e-05,2.8145058315835066e-20,3.8973709033573635e-05,7.2249078793678444e-15,1.2593241924928645e-19,6.4180748233900242e-17,5.6828069410912942e-19,8.985736580227792e-15,2.4535279125044904e-14,0.0019745215218570185,6.683358584387477e-05,3.764124961435277e-06,2.5897739881499302e-12,2.3543923301996336e-10,1.5093234584340199e-09,6.9258196517065124e-13,4.0153084769863668e-10,6.7138493710090146e-07,2.5663177374944668e-12,8.1820926606038854e-09,3.6876861421996572e-14,4.1935637865923533e-14,9.7792505564108428e-18,2.7888056131310898e-17,9.1859243728917423e-19
4.758521514022032e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45024306171526662,0.11663508419365022,0.022787799416647627,3.8537390476935672e-17,2.2632606346243813e-14,8.0105959499572546e-07,1.3855897514110855e-08,2.5515269917287913e-10,1.5076979766231833e-22,4.2012377894377801e-05,2.9667816757343288e-20,3.9352364572532535e-05,7.4598315730696212e-15,1.3292218019918282e-19,6.7419327233710194e-17,5.9497106709832326e-19,9.2986491657421034e-15,2.5592915905569478e-14,0.0019921705227299098,6.7522215785824818e-05,3.8296151769813204e-06,2.6616103699200603e-12,2.3787828454609521e-10,1.5212590763062852e-09,6.9809565477262336e-13,4.1515753719051237e-10,6.8239167204161853e-07,2.6361250852230715e-12,8.3969129775365335e-09,3.8486847010226883e-14,4.3484244991738664e-14,1.0220459090370738e-17,2.8731922083930205e-17,9.533423005788513e-19
4.80732290230341e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45022469904168777,0.11661704489531687,0.022787454885763631,4.0372298950331155e-17,2.3522889170752651e-14,8.1740346761446785e-07,1.4362601342255201e-08,2.6305835692934908e-10,1.6014197709193591e-22,4.2443230800270422e-05,3.1255861027845519e-20,3.9730541640128278e-05,7.6998290257419502e-15,1.4022627100088989e-19,7.0785266745140061e-17,6.2263576475914837e-19,9.6193071118584374e-15,2.668449632542667e-14,0.0020097673337931303,6.8210765825128802e-05,3.8956002376612502e-06,2.734711846796958e-12,2.4031725011548305e-10,1.5331945470168905e-09,7.0361108410053395e-13,4.291140529996618e-10,6.9347510605315769e-07,2.7071409443068457e-12,8.6148514984610077e-09,4.0149165618636665e-14,4.5074220231116096e-14,1.0677082277131214e-17,2.9593827861540763e-17,9.89050297847636e-19
4.8561242905847884e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45020638791071532,0.11659905754430948,0.022787110388151018,4.2275593149302387e-17,2.443989614942421e-14,8.339156931544889e-07,1.4882721153125462e-08,2.7112511090045098e-10,1.6999549697827687e-22,4.2874081446248092e-05,3.291127201947999e-20,4.0108241315460666e-05,7.9449557035360544e-15,1.4785560560808542e-19,7.4282172271541173e-17,6.513004268758335e-19,9.9478272001581235e-15,2.7810743990450935e-14,0.0020273121092505703,6.8899235903286426e-05,3.9620783301434091e-06,2.8090875278431545e-12,2.4275612940777851e-10,1.5451298691537207e-09,7.0912830952037786e-13,4.4340507549702549e-10,7.0463500591813938e-07,2.7793744437857922e-12,8.835915820081798e-09,4.1864947175742303e-14,4.6706256156548439e-14,1.1149502347516964e-17,3.0474016629437661e-17,1.0257331846116622e-18
4.904925678866167e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4501881281707143,0.11658112198694338,0.022786765923728539,4.4249130863574199e-17,2.5384198273477666e-14,8.5059659651263852e-07,1.5416479937013149e-08,2.7935456378508658e-10,1.8035003028600954e-22,4.3304929774152801e-05,3.4636174523702917e-20,4.048546467439046e-05,8.1952671051248531e-15,1.5582136830072085e-19,7.7913711480482134e-17,6.8099111229775109e-19,1.0284326882991831e-14,2.8972390315195465e-14,0.0020448050028488768,6.958762595979166e-05,4.0290476258819309e-06,2.8847464585026531e-12,2.4519492210357671e-10,1.5570650413060757e-09,7.146473885907892e-13,4.5803529614466104e-10,7.1587113691391298e-07,2.8528346786190129e-12,9.0601135017579304e-09,4.3635333958726203e-14,4.8381050017957887e-14,1.1638106971730728e-17,3.1372733235077866e-17,1.0634078372235113e-18
4.953727067147545e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45016991967052439,0.11656323806998957,0.022786421492415186,4.6294801877012853e-17,2.6356374343755736e-14,8.6744651196868826e-07,1.5964102187347326e-08,2.8774831760289947e-10,1.9122585471348461e-22,4.3735775725993864e-05,3.6432737693386735e-20,4.0862212789538556e-05,8.4508187614908467e-15,1.6413501776375867e-19,8.1683614541816107e-17,7.1173430157799018e-19,1.0628924279822308e-14,3.0170174527456313e-14,0.0020622461678788269,7.0275935932142999e-05,4.0965062810924341e-06,2.9616976200360415e-12,2.4763362788440916e-10,1.5690000620646611e-09,7.2016838007251519e-13,4.7300941688126626e-10,7.2718326282164319e-07,2.9275307093801411e-12,9.2874520716826571e-09,4.5461480600654756e-14,5.0099303715401283e-14,1.2143289264391929e-17,3.229022420342017e-17,1.1020912520906818e-18
5.002528455428923e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45015176225945797,0.11654540564067345,0.022786077094130202,4.8414528193563838e-17,2.7357011025503994e-14,8.8446578318999545e-07,1.6525813892070257e-08,2.9630797369369023e-10,2.0264386539401875e-22,4.4166619243946712e-05,3.8303175504953952e-20,4.1238486730285336e-05,8.7116662357148678e-15,1.728082911877653e-19,8.5595674460635427e-17,7.4355689959388571e-19,1.0981738173527435e-14,3.1404843672766748e-14,0.0020796357571766858,7.0964165755853576e-05,4.1644524367304612e-06,3.0399499289566752e-12,2.5007224643273821e-10,1.5809349300215816e-09,7.2569134393765891e-13,4.8833214950510774e-10,7.3857114593544863e-07,3.0034715619547773e-12,9.5179390328983461e-09,4.7344554097649265e-14,5.1861723771632238e-14,1.2665447788573009e-17,3.3226737731783575e-17,1.1418005448877077e-18
5.0513298437103016e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45013365578729991,0.11652762454667326,0.022785732728793074,5.0610264261693714e-17,2.8386702902882693e-14,9.0165476323496249e-07,1.7101842524964792e-08,3.050351327168336e-10,2.1462558774365151e-22,4.4597460270351597e-05,4.024974722054349e-20,4.1614287562769697e-05,8.9778651227657457e-15,1.8185320839115142e-19,8.9653747405112892e-17,7.7648623814944417e-19,1.1342888006663454e-14,3.2677152618861829e-14,0.0020969739231255623,7.165231536446158e-05,4.2328842184726688e-06,3.1195122364680881e-12,2.5251077743194893e-10,1.5928696437703305e-09,7.3121634137867826e-13,5.0400821505443315e-10,7.5003454707159173e-07,3.0806662272399795e-12,9.7515818691502818e-09,4.9285733816009303e-14,5.3669021304521962e-14,1.320498655883071e-17,3.4182523684223776e-17,1.18255294976208e-18
5.10013123199168e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4501156001043054,0.11650989463611901,0.022785388396323516,5.2883997197324231e-17,2.9446052533193024e-14,9.1901381455529324e-07,1.7692417036933993e-08,3.1393139465069877e-10,2.2719319045539035e-22,4.5028298747712518e-05,4.2274757850206897e-20,4.1989616349888303e-05,9.2494710492908288e-15,1.9128207596385246e-19,9.386175302922853e-17,8.1055007855961207e-19,1.1712493877688346e-14,3.3987864060113607e-14,0.0021142608176567706,7.2340384689540546e-05,4.3017997367007833e-06,3.2003933279027716e-12,2.5494922056634309e-10,1.6048042019057827e-09,7.3674343481713976e-13,5.2004234318546269e-10,7.6157322557771989e-07,3.1591236608457919e-12,9.9883880505831692e-09,5.1286211499289254e-14,5.5521911999339934e-14,1.3762315043229043e-17,3.5157833585426787e-17,1.2243658185340693e-18
