Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),COX(50),CHOX(53)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.114244592107898e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,3.899685605007749e-73,7.855451806093974e-42,9.1261634749413641e-93,3.7875379447260297e-57,4.2808768598814121e-142,7.2341660732110962e-25,-7.8175306065670131e-118,7.2341660732107995e-25,1.2127364197948569e-79,4.9619325401991411e-75,1.9452806083728853e-120,1.1754285344210977e-121,4.5026156237840152e-58,7.7301915236632495e-95,2.8689670379046562e-18,1.3794248471136902e-19,5.317048671923309e-23,6.2640572240848478e-38,5.3170486719259892e-23,1.3419040096696636e-35,4.8911707360182909e-44,9.5426322035522939e-51,2.9766929291455168e-81,5.3574613712125793e-58,1.7219189791944072e-110,-1.5873679443747656e-113
1.9919884857902116e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,1.21730631274294e-71,4.7446928964278471e-41,1.0113064208792942e-90,5.7237273421281648e-56,1.5489807885150062e-139,2.0255665004992024e-24,1.5089319972506121e-116,2.0255665004990235e-24,3.4201107416821978e-78,1.5601109232509543e-73,3.8996096706984005e-118,2.3563245632444518e-119,5.3455050565102077e-57,4.0013697622024539e-93,8.0331077061330364e-18,3.8623895719183324e-19,1.4887736281380925e-22,3.7834903994586343e-37,1.4887736281397114e-22,8.1051001898774849e-35,5.80679787581111e-43,1.13617460889615e-49,1.8160137390433078e-79,6.3603781467132083e-57,3.4518474477765397e-108,1.6110679870054047e-111
4.5531165389490546e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,0.0,2.7101966817289842e-70,2.2843653935327577e-40,9.2051906171793503e-89,6.1573246860421176e-55,5.6424427426187419e-137,4.6298662868557698e-24,1.5932859153155476e-114,4.629866286854911e-24,7.4394879087928298e-77,3.4805213394542772e-72,7.1026481860362695e-116,4.2917486101987883e-117,5.248248113739559e-56,1.747154635779261e-91,1.8361389042589783e-17,8.8283190215276172e-19,3.4029111500278812e-22,1.8215875949309755e-36,3.4029111500356762e-22,3.9022568173284575e-34,5.7011485417345302e-42,1.1224364820056166e-48,8.2485650029970775e-78,6.2446569953952483e-56,6.2871056549842778e-106,3.3942938293892051e-109
9.67537264526674e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.1186699660299653,0.022821567693054285,0.0,5.0718835045824579e-69,9.9764238797191871e-40,7.051177863431169e-87,5.6596422000878715e-54,1.7315292615705555e-134,9.8384658595704335e-24,1.259359826109347e-112,9.8384658595666793e-24,1.3791556788049197e-75,6.5186301087323796e-71,1.089254432334556e-113,6.581779180825485e-115,4.642015223076112e-55,6.5042186450998665e-90,3.9017951715503193e-17,1.8760177920746187e-18,7.2311861938005185e-22,7.95535013431491e-36,7.2311861938345608e-22,1.7042180480631841e-33,5.0426012388518032e-41,1.0051164812733665e-47,3.1525936219418321e-76,5.5233284195960368e-55,9.6418371311291267e-104,5.5212809464765723e-107
1.9919884857902113e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996525,0.022821567693054285,0.0,8.7573104867320237e-68,4.1649606249728812e-39,5.0161562810671756e-85,4.8419430580971079e-53,4.9309422336573867e-132,2.0255665005005881e-23,8.9258964617766475e-111,2.0255665004990203e-23,2.3704162360565834e-74,1.1259308422406347e-69,1.5505622490587368e-111,9.3692144146970319e-113,3.901892153245333e-54,2.2408019412384272e-88,8.0331077061329741e-17,3.8623895719183326e-18,1.4887736281318033e-21,3.3212008539650108e-35,1.4887736281460153e-21,7.1147746613129701e-33,4.2386100413801268e-40,8.6561034439235786e-47,1.1202274114967878e-74,4.6426903853394662e-54,1.372523096715699e-101,8.0839831241877284e-105
4.0408909283172856e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999981,0.11866996602996517,0.022821567693054282,0.0,1.4547940811928176e-66,1.7015223485238126e-38,3.4999255992059012e-83,4.0034121543966193e-52,1.3764796770035199e-129,4.1090063295901229e-23,6.0067191281766136e-109,4.1090063295837164e-23,3.928791073128162e-73,1.8707495975327916e-68,2.164054875246232e-109,1.3076220668193195e-110,3.1990047253393544e-53,7.4364046558402939e-87,1.6295732775298161e-16,7.8351331316057558e-18,3.0200836456242008e-21,1.3568179152797643e-34,3.0200836456822619e-21,2.9066174241691651e-32,3.4750683693645353e-39,7.4370682368134811e-46,3.9069935524729986e-73,3.8063581482280431e-53,1.915573076874487e-99,1.1441559211235703e-102
8.138695813371434e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999964,0.118669966029965,0.022821567693054278,0.0,2.3714831193022273e-65,6.8778256568490483e-38,2.4902221106941313e-81,3.2555082769100859e-51,3.9166941732980604e-127,8.2758859877789761e-23,3.9412281267505392e-107,8.2758859877530811e-23,6.3970177898611901e-72,3.0497896387916939e-67,3.0790568880444259e-107,1.8605086112671438e-108,2.5906333961243273e-52,2.4230441890794923e-85,3.2820982913628068e-16,1.5780620250980593e-17,6.0827036805645771e-21,5.4844668518773357e-34,6.0827036807992698e-21,1.1749010947014894e-31,2.8142000924961337e-38,6.5738654407304908e-45,1.3903182597423313e-71,3.0824876295895918e-52,2.7255124360755399e-97,1.6399313791419442e-100
1.6334305583479732e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999931,0.11866996602996467,0.022821567693054271,0.0,3.8297850133584633e-64,2.7655436672722543e-37,1.8744304164729729e-79,2.6256853641198004e-50,1.1785827103748263e-124,1.6609645304195816e-22,2.553857172213353e-105,1.6609645304091695e-22,1.0324812503309199e-70,4.9254043366367325e-66,4.6335239241603631e-105,2.7997895037153151e-106,2.085161389902407e-51,7.8238628570319642e-84,6.5871483190285983e-16,3.167159448973023e-17,1.2207943750267659e-20,2.2052734870417132e-33,1.2207943751211341e-20,4.7242244941536238e-31,2.265112468298629e-37,6.1784257285758145e-44,5.2366586947516164e-70,2.4810543992266819e-51,4.1014919595413942e-95,2.4784724163283523e-98
3.2725525123696327e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999864,0.11866996602996401,0.022821567693054254,0.0,6.1561080521487902e-63,1.1091068793442597e-36,1.5460429919536979e-77,2.1090932752043529e-49,3.885016359927701e-122,3.3277163937186027e-22,1.6446125274712551e-103,3.3277163936768468e-22,1.659169651459044e-69,7.9173983646369873e-65,7.6390669761842173e-103,4.6158776481369311e-104,1.673201472872106e-50,2.5149108039278637e-82,1.3197248374359425e-15,6.3453542967229351e-17,2.445842388896312e-20,8.8440807796591718e-33,2.4458423892747702e-20,1.8946244089994792e-30,1.8176091474762968e-36,6.3816536433597889e-43,2.1621573471904126e-68,1.9908902002429137e-50,6.7619315773479004e-93,4.0981176712551406e-96
