Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),OX(20),CH3X(22),HOX(23),HX(19),CH2X(134),CHX(26),H2OX(35),H2X(36),CXHO(27),OCX(21),COX(37),CH3OHX(46),C2H6X(39),HOCXO(25),CO2X(34),CX(24),HO2X(135),CH2O3(144),SX(162),CH2O2(69),SX(192),CHO3X(143)
2.101809837312985e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14779902346476037,0.099919911485383039,0.077543622922613201,8.894818988454913e-10,1.0405762673720712e-05,1.1718767156438129e-06,6.6488541300136182e-07,1.4523469356718079e-07,6.1193644310862082e-17,3.7031557380891695e-10,0.0,4.1612144060345599e-15,2.224788528501441e-18,3.7360467196234318e-08,5.2312277076295563e-17,5.5168554930980204e-15,8.1482949132187228e-13,2.629285461724543e-26,2.7383745417908472e-05,0.04488272748825143,1.7418679426513169e-08,1.8888291312836429e-05,0.00011600753927036354,1.0878257021955218e-09,5.1678684274164182e-05,2.8509192098622053e-09,3.2113544559855763e-10,1.2942735030995013e-13,1.3223918351653049e-08,1.8216440299723211e-10,1.0235752260619864e-11,3.9796914341536668e-11,2.0123273585891968e-14,2.436094537035782e-13,2.674086063711232e-15,6.051598541302844e-09,1.5937547563378131e-12,4.3632226982867439e-16,1.0541200934482723e-10,2.8871410708701668e-14,5.8517249450709352e-16
2.104896925633792e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14775396287326001,0.099919804070557131,0.077521188479837411,8.9739813975662114e-10,1.0471140826000621e-05,1.1770473447587926e-06,6.6812730311773604e-07,1.455811167948232e-07,6.1610152507547551e-17,3.7058849264435461e-10,0.0,4.1689852372158203e-15,2.2419555440291781e-18,3.7543979862033423e-08,5.2547965310689276e-17,5.5466146238517865e-15,8.1775170636167736e-13,2.656675831684323e-26,2.7375367075191977e-05,0.044927477166466848,1.7420327129889265e-08,1.893853407469222e-05,0.00011616486983664608,1.0919539932112658e-09,5.1790286139038167e-05,2.8679584564844798e-09,3.2245410180420481e-10,1.2987550311883894e-13,1.3281089263750167e-08,1.8299689162727371e-10,1.0282900543302031e-11,3.9879690818574235e-11,2.0270148135023102e-14,2.4570290979755138e-13,2.6831508360312054e-15,6.0857630378740339e-09,1.6129186452199512e-12,4.4143508289420408e-16,1.0626309564160405e-10,2.9095676406830506e-14,5.9146810536792213e-16
2.1079840139545993e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14770894323699807,0.099919696606943706,0.077498774195019091,9.0536966182262887e-10,1.0536781405199796e-05,1.1822266281111484e-06,6.7137943069653051e-07,1.459276052077472e-07,6.2028667222064076e-17,3.7086066046471166e-10,0.0,4.1767458028966529e-15,2.2592215567880087e-18,3.7727997284439501e-08,5.2784294655048008e-17,5.576479511951542e-15,8.2067713586009137e-13,2.6842994093091138e-26,2.736699632550022e-05,0.04497218626153679,1.7421956900711511e-08,1.8988770314673094e-05,0.00011632179678857659,1.0960876752409612e-09,5.1901918128376965e-05,2.885059452912803e-09,3.2377435424700872e-10,1.3032440726505029e-13,1.3338407863534182e-08,1.8383169330729847e-10,1.0330159279388762e-11,3.9962438350704245e-11,2.0417787818380018e-14,2.4781024798317506e-13,2.6922254677183109e-15,6.1200524063774613e-09,1.6322735326972132e-12,4.4659709772979906e-16,1.0711939462094722e-10,2.9321235360976073e-14,5.978202995108781e-16
2.1110711022754064e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14766396449618541,0.099919589094702152,0.077476380037850678,9.1339673218405789e-10,1.0602684629867276e-05,1.1874145188472453e-06,6.7464180854947261e-07,1.4627415810097567e-07,6.2449193314710392e-17,3.7113207971312999e-10,0.0,4.1844960613328081e-15,2.2765869109284881e-18,3.791251930075561e-08,5.3021265535420681e-17,5.6064503184397319e-15,8.2360576012960171e-13,2.7121576977085393e-26,2.7358633157786303e-05,0.045016854834193765,1.7423568854890894e-08,1.9038999683321972e-05,0.00011647831970311421,1.1002267211498182e-09,5.201358008207026e-05,2.902222207089051e-09,3.2509618897947303e-10,1.3077406235171791e-13,1.3395874233489923e-08,1.8466880964741302e-10,1.0377528335697702e-11,4.0045156791210181e-11,2.0566195035726111e-14,2.4993152926852378e-13,2.7012996891167945e-15,6.1544667844660609e-09,1.651820885076051e-12,4.5180867209046442e-16,1.0798092657585933e-10,2.9548092005101539e-14,6.0422947785037795e-16
2.1141581905962135e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1476190265911474,0.099919481533991272,0.077454005978087839,9.2147961854759799e-10,1.066885071519774e-05,1.1926109699766753e-06,6.7791444946875058e-07,1.4662077477393332e-07,6.2871735637697463e-17,3.71402752829861e-10,0.0,4.1922359710548423e-15,2.2940519506449994e-18,3.8097545744608551e-08,5.3258878376351053e-17,5.6365272041982734e-15,8.2653755947059069e-13,2.7402522060935387e-26,2.7350277561024316e-05,0.045061482945045937,1.7425163107788256e-08,1.9089221832388833e-05,0.00011663443816512717,1.1043711038141632e-09,5.2125271840741161e-05,2.919446726054832e-09,3.264195920347231e-10,1.3122446798541804e-13,1.3453488455692032e-08,1.8550824225277799e-10,1.0425007578249897e-11,4.0127845994736732e-11,2.0715371387599349e-14,2.5206681474944501e-13,2.7104140518933662e-15,6.1890063089253412e-09,1.6715621758249059e-12,4.5707016519764271e-16,1.0884771181700731e-10,2.9776250773275595e-14,6.1069604326682059e-16
2.1172452789170207e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14757412946232318,0.099919373924968996,0.077431651985549188,9.2961858918367817e-10,1.0735279873031561e-05,1.1978159343740305e-06,6.811973662270383e-07,1.4696745453042937e-07,6.3296299035099066e-17,3.716726822522279e-10,0.0,4.1999654908683137e-15,2.3116170201714952e-18,3.8283076445965941e-08,5.3497133600883218e-17,5.6667103299492132e-15,8.2947251417184413e-13,2.7685844497812705e-26,2.7341929524209185e-05,0.045106070654577703,1.7426739774205853e-08,1.9139436414810086e-05,0.00011679015176740218,1.1085207960872807e-09,5.2236993245743586e-05,2.9367330159568208e-09,3.2774454942594322e-10,1.3167562377025897e-13,1.3511250611933182e-08,1.8634999272128038e-10,1.047259687227654e-11,4.0210505817257945e-11,2.0865318899147283e-14,2.5421616560859544e-13,2.7195353294824363e-15,6.2236711156734094e-09,1.6914988856302933e-12,4.6238193793348023e-16,1.0971977067251525e-10,3.0005716099592198e-14,6.1722040061637275e-16
2.120332367237828e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14752927305026567,0.099919266267792531,0.077409318030116359,9.3781391292436154e-10,1.0801972311855077e-05,1.2030293647806708e-06,6.8449057157751264e-07,1.4731419667863831e-07,6.3722888342801144e-17,3.7194187041459013e-10,0.0,4.2076845798539863e-15,2.3292824637772445e-18,3.8469111231153529e-08,5.3736031630566695e-17,5.6969998562553618e-15,8.3241060451105918e-13,2.7971559501999463e-26,2.7333589036356645e-05,0.045150618023149923,1.7428298968388828e-08,1.9189643084555702e-05,0.00011694546011078514,1.1126757707951047e-09,5.234874413915971e-05,2.9540810820468105e-09,3.2907104714698743e-10,1.3212752930709923e-13,1.3569160783667477e-08,1.8719406264364023e-10,1.052029608222383e-11,4.0293136116071358e-11,2.1016040340834878e-14,2.5637964311507502e-13,2.7286232204071295e-15,6.2584613397610338e-09,1.7116325025666258e-12,4.6774435282511964e-16,1.1059712348775468e-10,3.0236492418115155e-14,6.2380295675348294e-16
2.123419455558635e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14748445729564122,0.099919158562618474,0.077387004081733574,9.460658591623787e-10,1.0868928236800617e-05,1.2082512138064926e-06,6.8779407825389857e-07,1.4766100053108239e-07,6.4151508388456177e-17,3.722103197483052e-10,0.0,4.2153931973680211e-15,2.3470486257625795e-18,3.865564992287229e-08,5.3975572885462534e-17,5.7273959435210222e-15,8.353518107553518e-13,2.8259682348937322e-26,2.7325256086503376e-05,0.04519512511100035,1.7429840804039401e-08,1.9239841496705159e-05,0.00011710036280409371,1.1168360008014034e-09,5.2460524363797123e-05,2.971490928676376e-09,3.3039907117483921e-10,1.3258018420584548e-13,1.362721905182012e-08,1.8804045360728468e-10,1.0568105071757006e-11,4.0375736749831174e-11,2.116753667535723e-14,2.5855730862433957e-13,2.7378008381182901e-15,6.2933771153716544e-09,1.7319645218280382e-12,4.7315777372003649e-16,1.114797906251478e-10,3.0468584162869066e-14,6.3044412050414749e-16
2.126506543879442e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14743968213922914,0.099919050809602519,0.077364710110407672,9.5437469784855775e-10,1.0936147849646902e-05,1.2134814339317043e-06,6.9110789897049689e-07,1.4800786540461297e-07,6.4582163991438484e-17,3.724780326816938e-10,0.0,4.2230913030421635e-15,2.3649158504546555e-18,3.8842692340215753e-08,5.4215757784149537e-17,5.7578987519927165e-15,8.3829611316176201e-13,2.8550228375274838e-26,2.7316930663706694e-05,0.045239591978243704,1.7431365394307548e-08,1.9290031307652393e-05,0.00011725485946390044,1.121001458948986e-09,5.257233376318635e-05,2.9889625593067877e-09,3.3172860746792613e-10,1.3303358807440993e-13,1.3685425497093021e-08,1.8888916719262694e-10,1.0616023703768932e-11,4.0458307578501841e-11,2.1319809068155437e-14,2.6074922357675885e-13,2.7470515517210835e-15,6.3284185758214635e-09,1.7524964453717191e-12,4.7862256601307944e-16,1.1236779246397553e-10,3.0701995767753409e-14,6.3714430262837e-16
2.1295936322002493e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14739494752192164,0.099918943008899766,0.077342436086207861,9.6274069948782708e-10,1.1003631348819491e-05,1.2187199775085959e-06,6.9443204642216065e-07,1.4835479062039251e-07,6.5014859962783843e-17,3.7274501164000337e-10,0.0,4.2307788567839205e-15,2.382884482203216e-18,3.9030238298687193e-08,5.4456586743727216e-17,5.788508441759638e-15,8.4124349197776004e-13,2.8843212978914831e-26,2.730861275704429e-05,0.045284018684872182,1.7432872851777536e-08,1.9340212174915808e-05,0.00011740894971471013,1.1251721179699421e-09,5.2684172181578273e-05,3.0064959765189996e-09,3.3305964196377432e-10,1.3348774049706024e-13,1.3743780200109754e-08,1.8974020496796481e-10,1.0664051840387586e-11,4.0540848463297917e-11,2.1472863455900764e-14,2.6295544949634861e-13,2.7561264744310237e-15,6.3635858535595231e-09,1.7732297831406895e-12,4.8413909718780877e-16,1.1326114940013194e-10,3.0936731666427793e-14,6.4390391596217962e-16
2.1326807205210564e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14735025338472316,0.099918835160664576,0.077320181979265559,9.7116413514013794e-10,1.1071378929391658e-05,1.2239667967633112e-06,6.9776653328435103e-07,1.4870177550387616e-07,6.5449601105137053e-17,3.7301125904537243e-10,0.0,4.2384558187767014e-15,2.4009548653763877e-18,3.9218287610216891e-08,5.4698060179820188e-17,5.8192251727541988e-15,8.4419392744175033e-13,2.9138651619059577e-26,2.7300302355614754e-05,0.045328405290755928,1.7434363288496334e-08,1.9390383756965091e-05,0.00011756263318911976,1.1293479506939113e-09,5.2796039463941244e-05,3.024091181992331e-09,3.3439216058645666e-10,1.3394264107816113e-13,1.3802283240747497e-08,1.9059356850060002e-10,1.0712189342975306e-11,4.0623359266792442e-11,2.1626701966843159e-14,2.6517604799198814e-13,2.7651789557535384e-15,6.3988790801679149e-09,1.7941660536759532e-12,4.8970773626421975e-16,1.1415988184589962e-10,3.117279629236045e-14,6.5072337549261083e-16
2.1357678088418636e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14730559966875048,0.099918727265050522,0.077297947759774305,9.7964527642213292e-10,1.113939078308499e-05,1.2292218437976149e-06,7.0111137221324828e-07,1.4904881938479336e-07,6.5886392212739117e-17,3.7327677731679546e-10,0.0,4.246122149479994e-15,2.4191273443564566e-18,3.9406840083179554e-08,5.4940178506590476e-17,5.8500491047533349e-15,8.4714739978357372e-13,2.9436559816257073e-26,2.729199944853783e-05,0.045372751855642955,1.7435836815988212e-08,1.944054571365129e-05,0.00011771590952737599,1.133528930125068e-09,5.2907935455958382e-05,3.0417481764986544e-09,3.3572614924990481e-10,1.3439828947318233e-13,1.3860934698283145e-08,1.9144925936183466e-10,1.0760436072133435e-11,4.0705839852961463e-11,2.1781316211840063e-14,2.674110807573894e-13,2.7745367196882731e-15,6.4342983863618744e-09,1.8153067806134104e-12,4.9532885292986373e-16,1.1506401022986667e-10,3.1410194078851449e-14,6.5760309796357442e-16
2.13854618833059e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14726544583594622,0.099918630118615306,0.077277953941417607,9.8732786681732433e-10,1.1200827560685277e-05,1.2339583811933381e-06,7.0413058871103848e-07,1.4936120876987621e-07,6.6281260885491999e-17,3.7351512234829038e-10,0.0,4.2530127249027898e-15,2.4355701519934717e-18,3.957696735064123e-08,5.5158636723341859e-17,5.8778824323421962e-15,8.4980810507522108e-13,2.9706801542217831e-26,2.7284533230863051e-05,0.045412629578272891,1.7437148625046245e-08,1.9485682964796161e-05,0.00011785350983938107,1.1372961893701592e-09,5.3008666268559622e-05,3.0576923011342755e-09,3.3692798426483037e-10,1.3480901203150275e-13,1.3913847972453505e-08,1.9222137228042749e-10,1.0803951401283782e-11,4.0780046433149264e-11,2.192114400129972e-14,2.6943500260120686e-13,2.7828053299001397e-15,6.4662836673198328e-09,1.8345095092974921e-12,5.0043303345959483e-16,1.1588235619977525e-10,3.1624995602696199e-14,6.6384671894743633e-16
2.1413245678193163e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14722532465396138,0.099918532934038046,0.077257976186161217,9.9505761800189086e-10,1.1262478687139543e-05,1.2387015091043038e-06,7.0715820981777781e-07,1.4967364492076579e-07,6.6677797389612322e-17,3.7375288049704677e-10,0.0,4.2598946287411727e-15,2.4520961872578217e-18,3.9747501876112948e-08,5.5377617935699227e-17,5.905802838297632e-15,8.5247123979407427e-13,2.9979067631751223e-26,2.7277073066913197e-05,0.04545247495937834,1.7438446908000093e-08,1.9530811898384238e-05,0.0001179907798349649,1.1410675754758012e-09,5.31094201000662e-05,3.0736864741550413e-09,3.3813098828427724e-10,1.3522033967907618e-13,1.396688158635292e-08,1.9299537271548483e-10,1.0847554987771887e-11,4.085422833056859e-11,2.2061609410819622e-14,2.7147071132982444e-13,2.7911077050142335e-15,6.4983712719900661e-09,1.8538802082273539e-12,5.0558029410548623e-16,1.1670510435466586e-10,3.1840883808456322e-14,6.7013979867684727e-16
2.1441029473080427e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14718523608010184,0.099918435711429249,0.077238014472404568,1.0028347291204242e-09,1.132434429525331e-05,1.2434511923613762e-06,7.101942447196615e-07,1.49986127357643e-07,6.7076005202403246e-17,3.7399005351984188e-10,0.0,4.2667678327442216e-15,2.4687057012169284e-18,3.9918443512581445e-08,5.5597122442558681e-17,5.93381043877565e-15,8.5513678951188974e-13,3.0253369526967637e-26,2.7269618948798802e-05,0.045492288042263587,1.7439731745011931e-08,1.9575932268864945e-05,0.00011812771926815865,1.1448430686064521e-09,5.3210196839456153e-05,3.0897306942921114e-09,3.3933515100328276e-10,1.3563227212684744e-13,1.4020035597372576e-08,1.9377126179590948e-10,1.0891246728428907e-11,4.0928385448686668e-11,2.2202713818473406e-14,2.7351825208806693e-13,2.799415586646875e-15,6.5305612938637491e-09,1.8734200043271622e-12,5.1077090804457469e-16,1.1753226961985414e-10,3.2057861927177856e-14,6.7648264525300063e-16
2.146881326796769e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14714518007174643,0.099918338450898897,0.077218068778587265,1.0106593996747707e-09,1.1386424515635847e-05,1.2482073957182522e-06,7.1323870259029059e-07,1.5029865560344772e-07,6.7475887795527376e-17,3.7422664317130369e-10,0.0,4.2736323088424724e-15,2.4853989449370701e-18,4.0089792110743877e-08,5.5817150541867812e-17,5.9619053498316688e-15,8.5780473979605219e-13,3.0529718710335709e-26,2.7262170868643481e-05,0.04553206887015375,1.7441003215880096e-08,1.9621043831449084e-05,0.00011826432789812383,1.1486226489334717e-09,5.3310996376170002e-05,3.1058249597065131e-09,3.4054046210585571e-10,1.3604480908539964e-13,1.4073310062599726e-08,1.9454904064204888e-10,1.0935026519606293e-11,4.1002517691756974e-11,2.2344458865395737e-14,2.7557767007322745e-13,2.8077444513588375e-15,6.5628538258638387e-09,1.8931300291414159e-12,5.1600514960334177e-16,1.1836386693080464e-10,3.227593318955645e-14,6.8287556808253037e-16
2.1496597062854955e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14710515658634635,0.099918241152556611,0.077198139083189204,1.0185318295232078e-09,1.1448719476700983e-05,1.2529700838525009e-06,7.1629159259065208e-07,1.506112291838681e-07,6.7877448634984902e-17,3.7446265120389261e-10,0.0,4.2804880291479764e-15,2.502176169480924e-18,4.0261547519018067e-08,5.6037702530629794e-17,5.990087687421014e-15,8.6047507620986885e-13,3.080812670470725e-26,2.725472881858424e-05,0.045571817486195015,1.7442261400042023e-08,1.9666146342114795e-05,0.00011840060548913755,1.1524062966217228e-09,5.3411818600109214e-05,3.1219692679798123e-09,3.4174691126744834e-10,1.3645795026660776e-13,1.4126705038930619e-08,1.9532871037035296e-10,1.0978894257176602e-11,4.1076624964862523e-11,2.2486845848646534e-14,2.7764901053535933e-13,2.8160753893141196e-15,6.5952489603452464e-09,1.91301141836866e-12,5.2128329401986938e-16,1.1919991123302727e-10,3.2495100825943274e-14,6.8931887782648156e-16
2.152438085774222e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14706516558142554,0.099918143816511457,0.077178225364730388,1.0264522188788841e-09,1.1511229304668054e-05,1.2577392213666205e-06,7.1935292386910743e-07,1.509238476273296e-07,6.8280691181082568e-17,3.7469807936787978e-10,0.0,4.2873349659543609e-15,2.5190376259051171e-18,4.0433709583552827e-08,5.6258778704905641e-17,6.0183575673992004e-15,8.6314778431286265e-13,3.1088605073341781e-26,2.7247292790771383e-05,0.04561153393345474,1.7443506376585692e-08,1.9711239557631204e-05,0.00011853655181056022,1.1561939918404e-09,5.3512663401634643e-05,3.1381636161144839e-09,3.4295448815446527e-10,1.3687169538129975e-13,1.4180220583027348e-08,1.9611027209482546e-10,1.1022849836536068e-11,4.1150707173928724e-11,2.2629876287516933e-14,2.7973231877722051e-13,2.8244225535113569e-15,6.6277467890949994e-09,1.9330653123372487e-12,5.2660561741221871e-16,1.200404174819419e-10,3.271536806633648e-14,6.9581288645577558e-16
2.1552164652629483e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14702520701458005,0.099918046442872097,0.077158327601770896,1.0344207683086149e-09,1.1573954123562882e-05,1.2625147727890866e-06,7.2242270556143117e-07,1.5123651046498415e-07,6.8685618888403699e-17,3.74932929411329e-10,0.0,4.2941730917368733e-15,2.5359835652577802e-18,4.060627814823812e-08,5.6480379359816709e-17,6.0467151055222605e-15,8.6582284966106362e-13,3.1371165419930721e-26,2.7239862777368464e-05,0.045651218254921591,1.7444738224246958e-08,1.9756323235552079e-05,0.00011867216663683292,1.1599857147559857e-09,5.3613530671564915e-05,3.1544080005384998e-09,3.4416318242451924e-10,1.3728604414077034e-13,1.4233856751354083e-08,1.9689372692479027e-10,1.1066893152609168e-11,4.122476422569511e-11,2.2773551611976068e-14,2.81827640153484e-13,2.8327777730728411e-15,6.6603474033324266e-09,1.9532928564241606e-12,5.3197239700604311e-16,1.2088540064274549e-10,3.2936738140324411e-14,7.02357907300766e-16
2.1579948447516747e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14698528084347828,0.099917949031746667,0.077138445772910666,1.0424376787317013e-09,1.1636894055218842e-05,1.2672967025753971e-06,7.2550094679084377e-07,1.5154921723069961e-07,6.90922352057833e-17,3.7516720308007685e-10,0.0,4.3010023791524437e-15,2.5530142385761083e-18,4.0779253054715425e-08,5.6702504789547793e-17,6.0751604174471521e-15,8.6850025780730072e-13,3.1655819388621294e-26,2.7232438770552253e-05,0.045690870493505786,1.7445957021406361e-08,1.9801397134219592e-05,0.00011880744974746516,1.1637814455364862e-09,5.3714420301174968e-05,3.1707024171049529e-09,3.4537298372689638e-10,1.3770099625623591e-13,1.4287613600125293e-08,1.9767907596537538e-10,1.11110240998517e-11,4.129879602771568e-11,2.2917873254021179e-14,2.8393502007039816e-13,2.8411464450663135e-15,6.693050893709368e-09,1.9736952009585464e-12,5.3738391113516754e-16,1.2173487569029644e-10,3.3159214277055306e-14,7.0895425504268451e-16
2.160773224240401e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14694538702586038,0.099917851583242928,0.077118579856789535,1.0505031514188034e-09,1.1700049219277957e-05,1.2720849751091274e-06,7.2858765666802091e-07,1.5186196746104882e-07,6.9500543576284431e-17,3.7540090211771316e-10,0.0,4.3078228010397117e-15,2.5701298968839242e-18,4.0952634142388037e-08,5.692515528735107e-17,6.103693618732174e-15,8.7117999430149412e-13,3.1942578664040061e-26,2.7225020762512746e-05,0.045730490692039313,1.7447162846092558e-08,1.9846461012768805e-05,0.00011894240092702131,1.167581164350439e-09,5.3815332182194395e-05,3.1870468610925639e-09,3.4658388170276843e-10,1.3811655143885149e-13,1.4341491185336235e-08,1.9846632031813817e-10,1.1155242572253758e-11,4.1372802488361763e-11,2.3062842660581767e-14,2.8605450398558717e-13,2.8495239598454518e-15,6.7258573503103625e-09,1.994273501007704e-12,5.4284043911819312e-16,1.2258885760900389e-10,3.3382799705219321e-14,7.1560224569149192e-16
2.166329983217854e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14686569628239576,0.099917656574529168,0.077078895677522422,1.0667805904172717e-09,1.182700571222448e-05,1.2816804055998113e-06,7.3478651874568487e-07,1.5248759647540018e-07,7.0322250219890543e-17,3.7586658326266434e-10,0.0,4.3214369404927162e-15,2.604617172481901e-18,4.1300614207803317e-08,5.7372032655537141e-17,6.1610241511248582e-15,8.7654639452062171e-13,3.2522460076103193e-26,2.7210202711589453e-05,0.045809635139891947,1.7449535888408487e-08,1.9936557750027936e-05,0.00011921130665637094,1.1751924867612586e-09,5.4017222267644056e-05,3.2198858095843685e-09,3.4900892620086906e-10,1.3894946985037309e-13,1.4449608787951093e-08,2.0004649934629257e-10,1.1243941666189574e-11,4.1520739023053145e-11,2.3354730495453362e-14,2.9032996589553856e-13,2.8663142886657063e-15,6.791779519687613e-09,2.035962611843049e-12,5.5388965900148568e-16,1.2431040204456096e-10,3.3833311348114709e-14,7.2905442643082494e-16
2.1718867421953066e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1467861344475406,0.099917461417583425,0.077039274893881501,1.0832547024511438e-09,1.1954824515758917e-05,1.2913007779310874e-06,7.4101936442937024e-07,1.5311339385431184e-07,7.1150766247329538e-17,3.7632998674925091e-10,0.0,4.3350152964406983e-15,2.6394473998827335e-18,4.1650217015338263e-08,5.7821013791856526e-17,6.2187076252084337e-15,8.8192193467063422e-13,3.3110903943591848e-26,2.7195408562381016e-05,0.045888651939576773,1.7451857968422096e-08,2.0026611536352913e-05,0.00011947888220205953,1.1828195233747137e-09,5.4219200070785762e-05,3.2529247968093682e-09,3.5143823289702898e-10,1.3978479706498316e-13,1.4558210002755955e-08,2.0163427274253027e-10,1.1332989577154084e-11,4.1668573112844516e-11,2.3649226569526375e-14,2.9465439055642163e-13,2.8831475514501634e-15,6.8581146208034446e-09,2.0783695242780485e-12,5.6512231128125554e-16,1.2605015401121315e-10,3.4288298888159531e-14,7.427170042515773e-16
2.1774435011727594e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1467067011857898,0.099917266113251149,0.076999717336410145,1.0999271102124056e-09,1.2083506508259564e-05,1.3009458046892301e-06,7.4728626615425971e-07,1.5373935598664829e-07,7.1986118992746043e-17,3.7679112644339175e-10,0.0,4.3485576581378767e-15,2.6746225865486753e-18,4.200144120069625e-08,5.8272101009066952e-17,6.2767449619371767e-15,8.8730649907568664e-13,3.3708005203095077e-26,2.7180638252879002e-05,0.045967541430950359,1.7454129697776878e-08,2.0116620473613578e-05,0.00011974512602138523,1.1904621156223168e-09,5.4421264741667085e-05,3.2861637644522086e-09,3.5387171865823498e-10,1.4062253077252103e-13,1.4667295269783689e-08,2.0322964917714251e-10,1.1422385440649497e-11,4.1816304053557395e-11,2.3946342296182614e-14,2.9902814343845071e-13,2.9000260057928891e-15,6.9248633539358968e-09,2.1215036505394158e-12,5.7654066698583444e-16,1.2780823371598645e-10,3.4747788135194134e-14,7.5659255539174198e-16
2.183000260150212e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14662739616277284,0.099917070662370641,0.076960222836280304,1.1167994418992579e-09,1.2213052533174649e-05,1.3106151974103737e-06,7.5358729615633788e-07,1.543654793035205e-07,7.2828335695536339e-17,3.7725001617327017e-10,0.0,4.3620638177483589e-15,2.7101447394963733e-18,4.2354285364760317e-08,5.8725296605302117e-17,6.3351370807237526e-15,8.9269997204109549e-13,3.4313859441009662e-26,2.7165891721283058e-05,0.046046303952634433,1.7456351682561467e-08,2.0206582676610936e-05,0.00012001003665137144,1.1981201049955894e-09,5.4623415437461628e-05,3.3196026451226449e-09,3.563093002493897e-10,1.4146266866313678e-13,1.4776865025533981e-08,2.0483263725873622e-10,1.1512128385047846e-11,4.1963931153641022e-11,2.4246089045202129e-14,3.0345159079744196e-13,2.9169463373054315e-15,6.9920264103106508e-09,2.1653744802449728e-12,5.8814701352784607e-16,1.2958476150736773e-10,3.5211804888825579e-14,7.7068367771697359e-16
2.188557019127665e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14654821904524912,0.099916875065773,0.076920791225289595,1.1338733311775796e-09,1.2343463399074835e-05,1.3203086666140315e-06,7.5992252647289478e-07,1.5499176027794184e-07,7.3677443499585733e-17,3.7770666972875593e-10,0.0,4.3755335703463222e-15,2.7460158652204228e-18,4.2708748073924127e-08,5.9180602864172889e-17,6.393884899451533e-15,8.981022378624847e-13,3.4928562894207856e-26,2.7151168906000001e-05,0.046124939842021449,1.7458524523336208e-08,2.0296496273158551e-05,0.00012027361270836563,1.2057933330609508e-09,5.4825651322419478e-05,3.3532413623940106e-09,3.5875089434245721e-10,1.423052084273719e-13,1.4886919703011044e-08,2.0644324553400714e-10,1.1602217531696821e-11,4.2111453734037448e-11,2.454847814679255e-14,3.0792509966297725e-13,2.9339115321441035e-15,7.0596044721106789e-09,2.2099915800796653e-12,5.9994365462522103e-16,1.3137985787157946e-10,3.5680374937493503e-14,7.8499299074914759e-16
2.1941137781051177e-06,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.14646916950110209,0.099916679324282304,0.076881422335858346,1.1511504171422896e-09,1.2474739879709901e-05,1.3300259218365734e-06,7.6629202894304547e-07,1.5561819542448474e-07,7.4533469452519529e-17,3.7816110086084015e-10,0.0,4.3889667139158612e-15,2.7822379696173239e-18,4.306482786042298e-08,5.9638022054868007e-17,6.4529893344868816e-15,9.0351318083488819e-13,3.5552212450683308e-26,2.7136469745642814e-05,0.046203449435280514,1.7460648815157132e-08,2.0386359404162397e-05,0.00012053585288763173,1.2134816414742115e-09,5.502797156781743e-05,3.3870798308419252e-09,3.6119641752555204e-10,1.4315014775627858e-13,1.4997459731772932e-08,2.0806148248803692e-10,1.1692651995024912e-11,4.2258871128052818e-11,2.4853520887386635e-14,3.1244903782666944e-13,2.9509193422707298e-15,7.1275982124866672e-09,2.2553645934572344e-12,6.1193291018377455e-16,1.3319364342886944e-10,3.6153524057548128e-14,7.9952313569241098e-16
