Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(33),OX(20),CH3X(22),HOX(23),HX(19),CH2X(134),CHX(26),H2OX(35),H2X(36),CXHO(27),OCX(21),COX(37),CH3OHX(46),C2H6X(39),HOCXO(25),CO2X(34),CX(24),HO2X(135),CH2O3(144),SX(162),CH2O2(69),SX(192),CHO3X(143)
5.838649458827244e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17650510698479616,0.099961271952000413,0.091832562294271392,1.6574447377202124e-13,1.4638681934273872e-08,7.3970985865737932e-09,6.7563108862748709e-09,9.8563032587639742e-09,7.2612160585913831e-20,1.0785507876354437e-10,0.0,3.964083095155456e-16,1.4685983802802235e-21,2.1196508517933624e-10,6.7413200701886488e-19,2.670868635965977e-17,1.53162794214547e-14,1.1927486878377119e-30,3.2716040891913726e-05,0.016334004800375151,1.0630127428349853e-08,8.4872271480414581e-07,1.7088606498186762e-05,2.071108109564995e-11,5.9743299062006591e-06,4.7843120290917262e-12,2.4200315729937355e-12,4.5639521302513137e-15,2.2869169910098329e-10,2.2086402908626034e-12,6.9269282569081664e-14,3.2232585127017643e-12,1.3113548453356829e-17,5.4096356692422004e-17,1.0495382712773798e-16,2.257762625573565e-11,1.0696336567401532e-17,3.4846970653992997e-21,3.8661406152795556e-14,1.2620007516777977e-17,2.750246899740471e-20
5.848465747407329e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17648093895754141,0.099961257893435768,0.091820510744992173,1.6771465138250452e-13,1.4776489096271354e-08,7.4527783876061638e-09,6.7992749805931998e-09,9.8973689816683734e-09,7.3301185603042951e-20,1.0810177116296989e-10,0.0,3.978552649836541e-16,1.4828687775091603e-21,2.1356763584574193e-10,6.7827357527277316e-19,2.6912564807306225e-17,1.5406594943159667e-14,1.2091724379950924e-30,3.2711556468939991e-05,0.016358103802985711,1.0641833558103233e-08,8.5263460457276352e-07,1.7139787407985975e-05,2.0812626822450171e-11,5.992732833724952e-06,4.8287018995048546e-12,2.4379155756774771e-12,4.5853903637720292e-15,2.2995667730354014e-10,2.2223855741069075e-12,6.9783625288832665e-14,3.2362499389183066e-12,1.3248659353926689e-17,5.4732156152916501e-17,1.0540667465995118e-16,2.2755489535439356e-11,1.0875227075940547e-17,3.5425199633018667e-21,3.9090939177494734e-14,1.2758529696031483e-17,2.7876020497836401e-20
5.858282035987414e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17645678060993955,0.099961243809297481,0.091808464076300625,1.6970480832762322e-13,1.4915345133377963e-08,7.5087742084758455e-09,6.842435767144947e-09,9.9385250905751303e-09,7.3995515618700186e-20,1.0834846536224089e-10,0.0,3.9930465131939082e-16,1.4972547754225514e-21,2.1517933690212455e-10,6.8243306399624752e-19,2.7117625362263854e-17,1.549727381082915e-14,1.2257936250242548e-30,3.2707073833160123e-05,0.016382193032284272,1.0653524153829433e-08,8.5655736888546709e-07,1.7191025913917186e-05,2.0914586989038242e-11,6.0111591711923361e-06,4.8734225929627488e-12,2.4558981043211784e-12,4.6068908819411848e-15,2.3122649498488202e-10,2.2361914569633195e-12,7.0300820141790444e-14,3.2492674397182986e-12,1.338492514049543e-17,5.5374306949429718e-17,1.058609121671354e-16,2.2934435243792412e-11,1.1056791367226362e-17,3.6011987838118922e-21,3.9524475268726635e-14,1.2898321628931283e-17,2.8253993650627661e-20
5.868098324567499e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17643263193554815,0.099961229699607773,0.091796422284918397,1.7171511186946144e-13,1.505525608430915e-08,7.5650872253146565e-09,6.8857937842785623e-09,9.9797715646936028e-09,7.4695181764530012e-20,1.0859516076908536e-10,0.0,4.0075646673128066e-16,1.5117571262816729e-21,2.1680022275975288e-10,6.8661051652057106e-19,2.7323872612109693e-17,1.5588316748271853e-14,1.2426142767141024e-30,3.2702592983389706e-05,0.016406272494812826,1.0665199232292804e-08,8.604910157829768e-07,1.7242321931004162e-05,2.1016962651973978e-11,6.0296088970467886e-06,4.9184759503751611e-12,2.4739795041290308e-12,4.6284537460542162e-15,2.3250116209153253e-10,2.2500580913337789e-12,7.082087723757202e-14,3.2623109982650669e-12,1.3522353619907526e-17,5.6022861144080915e-17,1.0631631768108617e-16,2.3114467969308755e-11,1.1241064607209073e-17,3.6607446425864145e-21,3.9962044441015433e-14,1.3039392607508882e-17,2.8636433026559818e-20
5.877914613147585e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17640849292793107,0.099961215564388819,0.091784385367570179,1.7374573036705414e-13,1.5196228010659839e-08,7.6217186159847012e-09,6.9293495707156169e-09,1.0021108382967849e-08,7.5400215295071409e-20,1.088418567933483e-10,0.0,4.0221070942613027e-16,1.5263765860436302e-21,2.1843032788274939e-10,6.9080597618518683e-19,2.7531311152433177e-17,1.5679724478774007e-14,1.2596364381035571e-30,3.2698113918445557e-05,0.016430342197107255,1.067685881023302e-08,8.6443555327685329e-07,1.7293675374283136e-05,2.1119754867900085e-11,6.048081989742822e-06,4.9638638191601251e-12,2.4921601206920137e-12,4.650079017290065e-15,2.3378068857454097e-10,2.2639856291818865e-12,7.1343806697842334e-14,3.2753805976467108e-12,1.366095263180667e-17,5.6677871129478267e-17,1.0677309621291147e-16,2.3295592310841218e-11,1.1428082358110361e-17,3.7211687822658065e-21,4.0403676877433271e-14,1.3181751973926764e-17,2.9023383564771687e-20
5.88773090172767e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17638436358065818,0.099961201403662783,0.091772353320983824,1.7579683328150988e-13,1.5338266996938211e-08,7.6786695600735992e-09,6.9731036655540343e-09,1.0062535524077545e-08,7.6110647587977309e-20,1.0908855284698479e-10,0.0,4.0366737760903403e-16,1.5411139143732404e-21,2.2006968678796445e-10,6.9501948633758141e-19,2.7739945586824419e-17,1.5771497725096913e-14,1.276862171597225e-30,3.2693636637145698e-05,0.016454402145697301,1.0688502904365256e-08,8.6839098934929346e-07,1.7345086158802942e-05,2.1222964693530903e-11,6.0665784277454816e-06,5.0095880532506109e-12,2.5104402999862709e-12,4.6717667567114041e-15,2.350650843857982e-10,2.2779742225268421e-12,7.1869618656265864e-14,3.2884762208764234e-12,1.3800730056722278e-17,5.7339389629971847e-17,1.0723104287296003e-16,2.3477812877578316e-11,1.1617880586409124e-17,3.7824825750296595e-21,4.0849402930208161e-14,1.3325409120643572e-17,2.9414890578518158e-20
5.897547190307755e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17636024388730551,0.099961187217451758,0.091760326141890142,1.7786859118106141e-13,1.548137915059942e-08,7.7359412388896533e-09,7.0170566082700152e-09,1.010405296643887e-08,7.682651014423224e-20,1.0933524834405319e-10,0.0,4.0512646948337858e-16,1.5559698746549265e-21,2.2171833404485071e-10,6.9925109033316777e-19,2.7949780526862159e-17,1.5863637209474424e-14,1.2942935570815971e-30,3.2689161138309108e-05,0.016478452347106584,1.0700131531380328e-08,8.7235733195309451e-07,1.7396554199624974e-05,2.1326593185650313e-11,6.0850981895303338e-06,5.0556505131014088e-12,2.5288203883713241e-12,4.6935170252646261e-15,2.3635435947405029e-10,2.2920240234234435e-12,7.2398323258458315e-14,3.3015978508928211e-12,1.3941693812925119e-17,5.8007469703487022e-17,1.0769035252232386e-16,2.366113428904105e-11,1.1810495666614676e-17,3.8446975174921725e-21,4.1299253121330865e-14,1.3470373490577807e-17,2.9810999757534707e-20
5.917179767467924e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17631203343669563,0.099961158768663377,0.09173628637311966,1.820747597747171e-13,1.5770847504826426e-08,7.8514515345108489e-09,7.1055611971082568e-09,1.0187358667269071e-08,7.8274652668683529e-20,1.0982863533519455e-10,0.0,4.0805191711142861e-16,1.5860407632817088e-21,2.250436321536996e-10,7.0776875331449996e-19,2.8373070410062417e-17,1.60490177786767e-14,1.3297816916802537e-30,3.2680215483307676e-05,0.0165265235344467,1.0723342450700495e-08,8.8032276841946191e-07,1.7499661710483285e-05,2.1535110396808041e-11,6.122207598401471e-06,5.1487975845534702e-12,2.5658816797578469e-12,4.7372053929717798e-15,2.3894758727881386e-10,2.3203078563209958e-12,7.3464451036084577e-14,3.3279190626693681e-12,1.4227212184388981e-17,5.9363528477711505e-17,1.0861267122021747e-16,2.4031098175869976e-11,1.2204323930181671e-17,3.9718774728755508e-21,4.2211448859039538e-14,1.3764261925070321e-17,3.0617209256311592e-20
5.936812344628093e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1762638615248322,0.099961130218200675,0.091712266035166898,1.8636562303085964e-13,1.6064682393192704e-08,7.968258987544687e-09,7.1948676605151151e-09,1.0271025307552125e-08,7.9744897351167056e-20,1.1032201312104492e-10,0.0,4.1098703790340827e-16,1.6165954338441229e-21,2.2840649981215792e-10,7.1635931212658638e-19,2.8801217853976683e-17,1.6235871953609322e-14,1.3661178350800764e-30,3.2671276944016127e-05,0.016574555811194224,1.0746491701234432e-08,8.883319257121419e-07,1.7602997227596109e-05,2.1745314956847531e-11,6.159410044371049e-06,5.2433200478505275e-12,2.6033467733266895e-12,4.7811446056620257e-15,2.4156045156689626e-10,2.3488383452100117e-12,7.4542271432862044e-14,3.3543440950068874e-12,1.4517571862796195e-17,6.0746478641149232e-17,1.0954015698727458e-16,2.4405521134019472e-11,1.2609866408438588e-17,4.102803180421992e-21,4.3140511684831643e-14,1.4063493836262097e-17,3.1442385166484121e-20
5.956444921788262e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17621572810054367,0.099961101566240371,0.091688265101988811,1.907425858752612e-13,1.636293350483672e-08,8.0863731099085122e-09,7.2849803276922904e-09,1.0355052705223029e-08,8.1237500661585212e-20,1.1081537708909343e-10,0.0,4.1393181742543487e-16,1.6476401285390127e-21,2.3180721545662014e-10,7.250231138862138e-19,2.9234260037591262e-17,1.6424205492904352e-14,1.4033192677000522e-30,3.2662345511027544e-05,0.016622549229318197,1.0769579415636762e-08,8.9638486639859248e-07,1.7706560071896036e-05,2.195721532204718e-11,6.1967053556219241e-06,5.3392330221089006e-12,2.6412184535720335e-12,4.8253351467328495e-15,2.4419303192629899e-10,2.3776167081675275e-12,7.5631866039093871e-14,3.3808728087645504e-12,1.4812837586158573e-17,6.2156756810939059e-17,1.1047263985547987e-16,2.4784440491285573e-11,1.3027429098573366e-17,4.2375712809603788e-21,4.4086691948124779e-14,1.4368146600997174e-17,3.2286906742489117e-20
5.976077498948431e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17616763311275577,0.099961072812959087,0.091664283547590986,1.952070714428482e-13,1.6665650899240795e-08,8.2058034405845093e-09,7.3759035337233868e-09,1.0439440674086468e-08,8.2752721063898962e-20,1.1130872265983002e-10,0.0,4.1688624121676405e-16,1.6791811502224747e-21,2.3524605835293964e-10,7.3376050582586617e-19,2.967223426654701e-17,1.6614024146519373e-14,1.4414035610146632e-30,3.2653421174952696e-05,0.01667050384069034,1.079260572617863e-08,9.0448165257783404e-07,1.7810349564507478e-05,2.2170819949339903e-11,6.2340933605048272e-06,5.436551731439085e-12,2.6794995109496597e-12,4.8697774977321682e-15,2.4684540794868215e-10,2.4066441639382259e-12,7.6733316631706473e-14,3.4075050636408415e-12,1.511307471777134e-17,6.3594805080447615e-17,1.114103798850886e-16,2.5167893740457243e-11,1.3457324868574773e-17,4.376280546292459e-21,4.5050242773026096e-14,1.4678298419415928e-17,3.3151159472257772e-20
6.015342653268771e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17607155824287093,0.099961015003138851,0.091616378471401819,2.0440439533498655e-13,1.7284686632251115e-08,8.4486510171825808e-09,7.5601989319174042e-09,1.060929756012691e-08,8.5852057011475746e-20,1.1229534045505271e-10,0.0,4.2282396363090011e-16,1.7437776915776979e-21,2.4223924708727016e-10,7.5145744973171366e-19,3.0563128713966203e-17,1.6998139752703492e-14,1.5202924941512922e-30,3.2635593756076731e-05,0.016766296850180839,1.083847466286239e-08,9.2080700747093152e-07,1.8018605780105263e-05,2.2603175820308485e-11,6.3091467654079789e-06,5.6354677779769612e-12,2.7573009483863602e-12,4.9594195464803083e-15,2.522098653020917e-10,2.465451232273583e-12,7.8972113807651567e-14,3.4610796298036876e-12,1.5728727796596995e-17,6.6556007957288302e-17,1.1330109941582398e-16,2.5948552709940549e-11,1.4355402258149193e-17,4.6659285535417215e-21,4.7030482595196699e-14,1.5315416166327257e-17,3.4940431998484062e-20
6.05460780758911e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17597563650852363,0.099960956790148978,0.091568550599614398,2.139693503223318e-13,1.7922197514660335e-08,8.6968785645156915e-09,7.7477886521235453e-09,1.0780594394573208e-08,8.9045013047122761e-20,1.1328183052255558e-10,0.0,4.2880008892803488e-16,1.8104367085248964e-21,2.4938831657536852e-10,7.6945292387899479e-19,3.1474202159550453e-17,1.7388264595396772e-14,1.6029311747784234e-30,3.261779461263098e-05,0.016861935252701955,1.0884099561874913e-08,9.3730847782895774e-07,1.8227760447117575e-05,2.3042450232613238e-11,6.3845688892374749e-06,5.8401920881269051e-12,2.8367735263215489e-12,5.0500745674268813e-15,2.5765446018734659e-10,2.5252693134873089e-12,8.1259320850038414e-14,3.5150666482733913e-12,1.6365066614371508e-17,6.9633735340886484e-17,1.1521253060365117e-16,2.674780128021272e-11,1.5306743931592043e-17,4.9725815489540896e-21,4.9083312383375117e-14,1.5975489346490879e-17,3.6813414418736264e-20
6.09387296190945e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17587986750460402,0.099960898175395399,0.091520799726015678,2.2391399411028258e-13,1.8578597460853819e-08,8.9505633526908739e-09,7.9387075830713255e-09,1.0953329542031783e-08,9.23337293660032e-20,1.1426815739264463e-10,0.0,4.3481450046949194e-16,1.8792108468225555e-21,2.5669553038555617e-10,7.8774970992078092e-19,3.2405757567888777e-17,1.7784444354123591e-14,1.6894710503438451e-30,3.2600023670142492e-05,0.016957419459747439,1.0929481467817798e-08,9.5398654361730288e-07,1.8437808141169249e-05,2.3488710850011127e-11,6.4603583648258793e-06,6.0508502556021154e-12,2.9179397771246686e-12,5.1417463467158926e-15,2.6317982905584057e-10,2.5861081811567149e-12,8.3595598535467337e-14,3.5694649559330863e-12,1.7022636895045205e-17,7.2831725955700761e-17,1.1714438249033896e-16,2.7565945321287839e-11,1.6314113617639786e-17,5.2971106288303571e-21,5.1210859022336963e-14,1.6659173743354402e-17,3.8773423342561716e-20
6.133138116229789e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17578425082753904,0.099960839160281312,0.091473125645160705,2.3425069194356596e-13,1.9254306409689134e-08,9.2097830696257937e-09,8.1329907038840293e-09,1.1127501303698202e-08,9.5720378721210971e-20,1.1525428610345183e-10,0.0,4.4086708119979002e-16,1.9501537597315198e-21,2.6416316496122124e-10,8.0635059101363517e-19,3.3358099892079599e-17,1.8186724562281003e-14,1.7800686040249347e-30,3.258228085442043e-05,0.017052749881275937,1.097462141938002e-08,9.7084167734015803e-07,1.8648743440698158e-05,2.3942025332388541e-11,6.5365138276764857e-06,6.2675695734872844e-12,3.000822322987011e-12,5.2344386412230257e-15,2.6878660827856074e-10,2.6479776186046257e-12,8.5981610478207712e-14,3.6242733721028389e-12,1.7701994683089717e-17,7.6153810721592906e-17,1.1909737766323894e-16,2.8403293331376652e-11,1.7380397788018368e-17,5.6404249189818275e-21,5.3415295682332721e-14,1.7367138825423031e-17,4.0823882956794474e-20
6.172403270550128e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17568878607528488,0.099960779746206832,0.091425528152369054,2.4499212210981586e-13,1.9949750356524886e-08,9.4746158158837856e-09,8.3306730828607882e-09,1.1303107918230502e-08,9.9207166638000386e-20,1.1624018219439161e-10,0.0,4.4695771365050431e-16,2.0233201204147705e-21,2.717935094868288e-10,8.252583517041215e-19,3.4331536060859174e-17,1.8595150604751587e-14,1.8748854857263339e-30,3.2564566091554961e-05,0.017147926925718451,1.1019520449411314e-08,9.8787434405141871e-07,1.8860560926873264e-05,2.4402461331003182e-11,6.6130339159586663e-06,6.490479040383398e-12,3.085443874050261e-12,5.3281551786637937e-15,2.7447543409459224e-10,2.7108874185382598e-12,8.8418023080469795e-14,3.6794906988674045e-12,1.8403706454471285e-17,7.9603914305040499e-17,1.2107084057736703e-16,2.9260156432628938e-11,1.8508610192500607e-17,6.0034729499740635e-21,5.5698842454465701e-14,1.8100067917746196e-17,4.2968327743694274e-20
6.211668424870468e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17559347284732002,0.099960719934569287,0.091378007043721135,2.561512814916462e-13,2.0665361384771945e-08,9.7451400994662391e-09,8.5317898762649928e-09,1.1480147562613977e-08,1.0279633162630044e-19,1.172258116997062e-10,0.0,4.5308627994391604e-16,2.0987656343743554e-21,2.7958886575304426e-10,8.4447577781645618e-19,3.5326374965629193e-17,1.9009767715543763e-14,1.9740886454160601e-30,3.2546879307916196e-05,0.017242950999985678,1.1064179584993359e-08,1.0050850013654293e-06,1.9073255183514509e-05,2.4870086483740087e-11,6.6899172705034165e-06,6.7197093663840042e-12,3.1718272265276308e-12,5.4228996577011046e-15,2.8024694255544935e-10,2.7748473826786887e-12,9.090550548255949e-14,3.7351157214001192e-12,1.9128349221081578e-17,8.3186056680880951e-17,1.2306566079677014e-16,3.0136848366702195e-11,1.9701896529999506e-17,6.3872440886244573e-21,5.8063766988513255e-14,1.8858658373686725e-17,4.5210405252006787e-20
6.250933579190807e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17549831074463804,0.099960659726762949,0.091330562116054448,2.6774149116694439e-13,2.1401577696962349e-08,1.0021434830562946e-08,8.7363763270687597e-09,1.1658618353017484e-08,1.0649014539148558e-19,1.1821114114209756e-10,0.0,4.5925266179646567e-16,2.1765470519239517e-21,2.875515480209912e-10,8.6400565634129069e-19,3.6342927447384801e-17,1.943062097545921e-14,2.0778504688177526e-30,3.2529220430152565e-05,0.017337822509475152,1.1108599847510669e-08,1.0224740994676496e-06,1.9286820797014616e-05,2.5344968410377555e-11,6.7671625347991053e-06,6.9553929788803228e-12,3.2599952608174689e-12,5.5186757480528278e-15,2.8610176952710834e-10,2.8398673213259721e-12,9.3444729512915573e-14,3.7911472082828419e-12,1.9876510645576754e-17,8.690435470606145e-17,1.2508088603669496e-16,3.1033685490157843e-11,2.0963539234777078e-17,6.7927699762639419e-21,6.0512385133119879e-14,1.964362174695148e-17,4.7553878902782271e-20
6.290198733511147e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17540329936974042,0.099960599124179345,0.091283193166960083,2.7977640206043561e-13,2.2158843645317857e-08,1.0303579316259648e-08,8.9444677636994195e-09,1.1838518345641147e-08,1.1029091304333634e-19,1.1919613752644814e-10,0.0,4.6545674052200629e-16,2.2567221806967799e-21,2.9568388288563365e-10,8.8385077532564995e-19,3.7381506283542948e-17,1.9857755309787748e-14,2.1863489155444291e-30,3.2511589385189648e-05,0.017432541858078514,1.1152782252720888e-08,1.0400420811252203e-06,1.9501252356262533e-05,2.582717470786736e-11,6.8447683549873993e-06,7.1976640281911171e-12,3.34997093960935e-12,5.6154870905990387e-15,2.9204055068981572e-10,2.9059570529523936e-12,9.6036369638031954e-14,3.8475839118220349e-12,2.0648789151415569e-17,9.0763023705036844e-17,1.2711805330609603e-16,3.19509867696805e-11,2.2296962388736354e-17,7.2211260080257861e-21,6.3047061578379335e-14,2.0455683963896255e-17,5.0002630835869434e-20
6.329463887831486e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17530843832662935,0.099960538128207016,0.091235899994779032,2.9227000064692418e-13,2.2937609761806912e-08,1.0591653255202648e-08,9.1560995988272727e-09,1.2019845537555439e-08,1.1420097330314994e-19,1.2018076833362991e-10,0.0,4.7169839703486882e-16,2.339349898187902e-21,3.0398820913829265e-10,9.0401392376403209e-19,3.8442426174672464e-17,2.029121548602981e-14,2.2997676597254125e-30,3.2493986100228825e-05,0.017527109448188614,1.1196727810823847e-08,1.0577893816974314e-06,1.9716544452568718e-05,2.631677294562571e-11,6.9227333798594003e-06,7.4466583930142327e-12,3.4417773059825106e-12,5.7133372974890521e-15,2.9806392151461619e-10,2.973126403814832e-12,9.8681102912267761e-14,3.9044245683609707e-12,2.1445794029491242e-17,9.4766379066975758e-17,1.2917514268924309e-16,3.2889073777119749e-11,2.3705736777477922e-17,7.6734328619434973e-21,6.567021050078295e-14,2.129558549609401e-17,5.2560664808820783e-20
6.368729042151825e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17521372722080084,0.099960476740231591,0.091188682398598675,3.0523661470498036e-13,2.3738332787689092e-08,1.0885736732221493e-08,9.3713073281648285e-09,1.2202597867531885e-08,1.1822269870899377e-19,1.2116500151439985e-10,0.0,4.779775118527472e-16,2.4244901643289112e-21,3.1246687762832632e-10,9.2449789149064597e-19,3.9526003731129729e-17,2.0731046111645611e-14,2.4182962331275824e-30,3.2476410502745998e-05,0.017621525680706726,1.1240437526529604e-08,1.075716429146111e-06,1.993269167959216e-05,2.6813830660837641e-11,7.001056260851977e-06,7.7025136856997728e-12,3.5354374814970016e-12,5.8122299522482845e-15,3.0417251722106507e-10,3.0413852075631626e-12,1.0137960892755326e-13,3.9616678985881578e-12,2.2268145549591748e-17,9.8918837854741678e-17,1.3125537656146433e-16,3.3848270684356559e-11,2.5193585095488877e-17,8.1508580667678882e-21,6.838429621044646e-14,2.2164081533137754e-17,5.523210915103026e-20
6.407994196472165e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17511916565923769,0.099960414961635893,0.091141540178249159,3.186909191200261e-13,2.4561475702547079e-08,1.1185910212910717e-08,9.5901265292578836e-09,1.2386773216865517e-08,1.2235849581909564e-19,1.2214880548337919e-10,0.0,4.8429396509941541e-16,2.5122040340929892e-21,3.2112225112400292e-10,9.4530546907276917e-19,4.0632557459603397e-17,2.1177291631830468e-14,2.542130170767386e-30,3.2458862520490319e-05,0.017715790955049587,1.1283912399125727e-08,1.0938236440459217e-06,2.0149688633269196e-05,2.7318415353773178e-11,7.0797356520442612e-06,7.9653692573458824e-12,3.6309746642778867e-12,5.9121686098848857e-15,3.1036697277267413e-10,3.110743304849785e-12,1.04132569763002e-13,4.0193126078420245e-12,2.3116475069222055e-17,1.0322492042506496e-16,1.3335387254419641e-16,3.4828904257997799e-11,2.6764387296668253e-17,8.6546176112973631e-21,7.119183380052137e-14,2.3061942155648071e-17,5.8021219768785191e-20
6.447259350792504e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17502475325040223,0.099960352793799792,0.091094473134299858,3.3264794173730783e-13,2.5407507752801346e-08,1.1492254538171139e-08,9.8125928602715434e-09,1.2572369410189272e-08,1.2661080541334794e-19,1.231321491131159e-10,0.0,4.9064763650728652e-16,2.6025536701287504e-21,3.2995670417258899e-10,9.6643944770520736e-19,4.176240774957048e-17,2.162999632731581e-14,2.6714711590334812e-30,3.2441342081482834e-05,0.017809905669156474,1.1327153422543733e-08,1.112111439594586e-06,2.0367529911744086e-05,2.7830594483116914e-11,7.1587702101543634e-06,8.2353662027162811e-12,3.7284121270926683e-12,6.0131567969961603e-15,3.166479228501641e-10,3.1812105429400909e-12,1.0694066993443683e-13,4.0773573864119598e-12,2.3991425144645938e-17,1.0768925205996089e-16,1.3547885024952932e-16,3.5831303853899816e-11,2.8422186088559341e-17,9.1859775973819242e-21,7.4095389798724833e-14,2.3989952508463385e-17,6.0932383198340367e-20
6.486524505112844e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17493048960422988,0.099960290238100269,0.091047481068055922,3.4712306926374782e-13,2.6276904479700215e-08,1.1804850918710997e-08,1.0038742058804621e-08,1.2759384216280324e-08,1.3098210269289644e-19,1.2411500172822906e-10,0.0,4.9703840541981716e-16,2.6956023554215396e-21,3.3897262295966434e-10,9.8790261910585706e-19,4.2915876859665665e-17,2.2089204312195675e-14,2.806527186351999e-30,3.2423849114015277e-05,0.017903870219496132,1.1370161585424458e-08,1.1305802216230272e-06,2.0586210115301388e-05,2.8350435461309571e-11,7.2381585945362302e-06,8.5126473649778027e-12,3.827773215422067e-12,6.11519801187481e-15,3.2301600186006574e-10,3.2527967753312941e-12,1.0980459634383309e-13,4.1358009098357299e-12,2.4893649635177893e-17,1.1231656460921176e-16,1.3761654040273079e-16,3.6855801411521148e-11,3.0171192574889746e-17,9.7462559351185626e-21,7.7097582820938704e-14,2.4948912973997095e-17,6.3970119708470574e-20
6.525789659433183e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17483637433212157,0.099960227295911502,0.091000563781554633,3.6213205321983069e-13,2.7170147746779615e-08,1.2123780929507408e-08,1.0268609940698283e-08,1.2947815348858477e-08,1.3547489747778964e-19,1.2509733309963428e-10,0.0,5.0346615079376927e-16,2.7914145059806624e-21,3.4817240516768451e-10,1.0096977754123602e-18,4.4093288903966283e-17,2.255495953177839e-14,2.9475126964196519e-30,3.240638354664872e-05,0.017997685001073918,1.1412937871182747e-08,1.1492303886054501e-06,2.080572384630005e-05,2.8878005649903248e-11,7.3178994671767137e-06,8.7973573402566954e-12,3.9290813455242784e-12,6.2182957246149862e-15,3.2947184386105305e-10,3.3255118613724784e-12,1.1272503822868608e-13,4.1946418391932971e-12,2.5823813818918408e-17,1.1711169814408783e-16,1.3979138610103523e-16,3.7902731448105205e-11,3.2015792051792893e-17,1.0336824082040366e-20,8.0201084226819746e-14,2.5939639345743438e-17,6.7139086455051637e-20
6.565054813753522e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.17474240704693764,0.099960163968604715,0.090953721077562125,3.7769101593889698e-13,2.8087725766788548e-08,1.2449126504228607e-08,1.05022323988779e-08,1.3137660467376692e-08,1.4009173440267053e-19,1.2607911343884927e-10,0.0,5.0993075120133118e-16,2.8900556835509016e-21,3.5755845983380806e-10,1.0318277090798451e-18,4.5294969838195437e-17,2.3027305760462985e-14,3.0946487440207429e-30,3.2388945308212441e-05,0.018091350407438436,1.1455483258071097e-08,1.168062331669344e-06,2.102606570910925e-05,2.94133723549289e-11,7.3979914926928037e-06,9.0896424820131739e-12,4.0323600024929099e-12,6.3224533772181895e-15,3.3601608263152551e-10,3.3993656658948561e-12,1.1570268711130775e-13,4.2538788213971185e-12,2.67825944900168e-17,1.2207960262158947e-16,1.4195915807564844e-16,3.8972431052694019e-11,3.3960549961502171e-17,1.0959108828317193e-20,8.3408618777351504e-14,2.6962963001909298e-17,7.0444080688518664e-20
6.604319968073862e-07,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1746485873629903,0.099960100257548298,0.090906952759569698,3.9381645661830631e-13,2.9030133128076386e-08,1.2780969929617663e-08,1.0739645402138007e-08,1.3328917177803946e-08,1.4483519311049225e-19,1.2706031339237761e-10,0.0,5.1643208483211108e-16,2.9915926083466072e-21,3.6713320720701399e-10,1.0542952127797327e-18,4.6521247445845949e-17,2.3506286599640004e-14,3.2481631534434565e-30,3.2371534327802496e-05,0.018184866830688855,1.1497798719242691e-08,1.1870764346054213e-06,2.124723031004603e-05,2.995660282227778e-11,7.4784333383290239e-06,9.3896509052336992e-12,4.1376327383088505e-12,6.4276743836987919e-15,3.4264935149830724e-10,3.4743680588276165e-12,1.1873823674806215e-13,4.3135104894789773e-12,2.7770680088466394e-17,1.2722533956032016e-16,1.4420296614002657e-16,4.0065239879974874e-11,3.6010218004063219e-17,1.1614594127566847e-20,8.6722965294267128e-14,2.8019731079149876e-17,7.3890043013708778e-20
