Time (s),Volume (m^3),N2,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(56),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),COX(58)
5.591460295956503e-08,0.09977366400000001,0.80000000000000004,0.0,0.28031547049584465,0.095846788728208523,0.097564463433982077,1.1790741715248801e-17,9.1975869640853241e-07,8.3337429237370433e-07,4.0102385094492832e-06,5.7215429024243774e-13,5.6804215718982767e-14,2.4922826197738779e-09,5.6071084758305841e-28,1.7575094237263463e-10,1.3589342429768837e-19,5.7124833671554103e-12,1.7396617001143885e-20,1.8029562173335276e-22,1.7065636596936213e-10,3.1574566958203798e-22,0.0041490995933743027,0.0048660618094325024,9.4567733535045951e-09,7.920301770340695e-08,1.2815462965014976e-05,2.9055330784933428e-13,9.3718477755304711e-09,7.8260499650995441e-08,1.8496563043364708e-09,9.4654073113237326e-11,1.6439369573192481e-12
5.61104178098509e-08,0.09977366400000001,0.80000000000000004,0.0,0.28029824333608083,0.095845997093501667,0.097556236732242646,1.2063726743016976e-17,9.363392875170119e-07,8.4489742060972059e-07,4.0379290000809358e-06,5.7797262443715046e-13,5.7377747881670731e-14,2.508799430629506e-09,5.7596458067716047e-28,1.7721337170835174e-10,1.3818537110486765e-19,5.8011894199953565e-12,1.7723585187589409e-20,1.822057380704441e-22,1.7271783853836611e-10,3.2219695289887674e-22,0.0041498634492764816,0.0048824703225437546,9.4882546040973139e-09,7.9810175617993767e-08,1.2869573298207723e-05,2.918328138429577e-13,9.4110991084435561e-09,7.8253047954566987e-08,1.8580592222604112e-09,9.6217132507749274e-11,1.6551870565976193e-12
5.630623266013677e-08,0.09977366400000001,0.80000000000000004,0.0,0.2802810344136516,0.095845219642652718,0.097548011734686024,1.2341905735897389e-17,9.5313240534379887e-07,8.5651433105447563e-07,4.0657100716576657e-06,5.8382969288062224e-13,5.7955025519097934e-14,2.5253667282637368e-09,5.9157773085398566e-28,1.7868018913239853e-10,1.4050773868445299e-19,5.8908702897064741e-12,1.8055424705468189e-20,1.841290040698686e-22,1.7479437126383468e-10,3.2875684912187071e-22,0.0041506130308255687,0.0048988751234385177,9.5197296479124104e-09,8.041803060428232e-08,1.2923432289682305e-05,2.9311198225951429e-13,9.450167957969786e-09,7.8245634377012572e-08,1.8664753649650052e-09,9.7796970192677051e-11,1.6664730001791252e-12
5.650204751042264e-08,0.09977366400000001,0.80000000000000004,0.0,0.28026384352431133,0.095844456170770281,0.097539788439872002,1.2625354615766083e-17,9.701392965532642e-07,8.6822490302508385e-07,4.0935816988642323e-06,5.8972561639874744e-13,5.8536059575447277e-14,2.5419844764223496e-09,6.0755746173076274e-28,1.8015134700237998e-10,1.4286082134460786e-19,5.9815311871785052e-12,1.839218664658828e-20,1.8606546279026617e-22,1.7688596944771439e-10,3.3542679729182755e-22,0.0041513485429406378,0.0049152762138068521,9.5511984749538621e-09,8.102655176105827e-08,1.2977037609404211e-05,2.9439076076813876e-13,9.4890526207228381e-09,7.8238258296745352e-08,1.8749047229518868e-09,9.939362290051987e-11,1.677794771848294e-12
5.669786236070851e-08,0.09977366400000001,0.80000000000000004,0.0,0.2802466704667117,0.095843706475894713,0.097531566846372791,1.2914150031204032e-17,9.8736119495649513e-07,8.8002900553692615e-07,4.1215438563153581e-06,5.9566051572901302e-13,5.9120860983853602e-14,2.5586526388571452e-09,6.2391105369316028e-28,1.8162679745444236e-10,1.4524491516772237e-19,6.073177294679316e-12,1.873392234848434e-20,1.880151572788931e-22,1.7899263752768062e-10,3.4220825034649036e-22,0.0041520701876090966,0.0049316735953265486,9.5826610752542567e-09,8.1635708282494637e-08,1.3030386973412243e-05,2.9566909724025716e-13,9.5277514265811623e-09,7.8230919100814568e-08,1.8833472867115115e-09,1.0100712567957877e-10,1.6891523553620389e-12
5.689367721099438e-08,0.09977366400000001,0.80000000000000004,0.0,0.2802295150423596,0.095842970358955989,0.097523346952773107,1.3208369359447845e-17,1.0047993213207556e-06,8.9192649735601554e-07,4.1495965185557522e-06,6.0163451152038754e-13,5.970944066640896e-14,2.5753711793256801e-09,6.4064590537227493e-28,1.8310649241060761e-10,1.4766031801425137e-19,6.1658137655036201e-12,1.9080683392604593e-20,1.8997813057157408e-22,1.8111437908068706e-10,3.4910267520415489e-22,0.0041527781639286512,0.0049480672696636556,9.6141174388779573e-09,8.2245469464780266e-08,1.3083478144088467e-05,2.969469397656935e-13,9.5662627388944167e-09,7.8223616184803037e-08,1.8918030467240134e-09,1.0263751189550914e-10,1.7005457344497414e-12
5.708949206128025e-08,0.09977366400000001,0.80000000000000004,0.0,0.28021237705557461,0.095842247623732627,0.097515128757669767,1.3508090708298491e-17,1.0224548831838634e-06,9.0391722705449477e-07,4.1777396600601208e-06,6.0764772433321603e-13,6.0301809534167824e-14,2.5921400615910165e-09,6.5776953513480219e-28,1.8459038358612852e-10,1.5010732952653864e-19,6.2594457236312749e-12,1.9432521602478071e-20,1.9195442569265421e-22,1.8325119682669491e-10,3.5611155284746571e-22,0.0041534726681486363,0.0049644572384730176,9.6455675559242008e-09,8.2855804712681122e-08,1.3136308930412165e-05,2.9822423666859159e-13,9.6045849546785582e-09,7.8216348952726085e-08,1.900271993460066e-09,1.0428481323355737e-10,1.7119748928133147e-12
5.7285306911566116e-08,0.09977366400000001,0.80000000000000004,0.0,0.28019525631344766,0.095841538076810645,0.097506912259671633,1.3813392917988159e-17,1.0403290746735532e-06,9.1600103306923069e-07,4.2059732552332196e-06,6.1370027463911909e-13,6.0897978487152175e-14,2.6089592494214693e-09,6.7528958258645854e-28,1.8607842249686134e-10,1.5258625113262648e-19,6.3540782633952058e-12,1.9789489041862517e-20,1.9394408565495113e-22,1.8540309263258108e-10,3.6323637840739302e-22,0.0041541538937107875,0.004980843503398784,9.6770114165301291e-09,8.3466683546029907e-08,1.318887718819777e-05,2.9950093652315904e-13,9.6427165047990485e-09,7.8209116816933002e-08,1.9087541173817304e-09,1.0594905970151416e-10,1.7234398141272952e-12
5.7481121761851985e-08,0.09977366400000001,0.80000000000000004,0.0,0.28017815262580015,0.095840841527543588,0.09749869745739953,1.4124355563005292e-17,1.0584230763318884e-06,9.2817774376346162e-07,4.2342972784099105e-06,6.1979228282089568e-13,6.1497958414356364e-14,2.6258287065903723e-09,6.9321381008872234e-28,1.8757056046665443e-10,1.5509738605005224e-19,6.4497164491590405e-12,2.0151638012873516e-20,1.9594715345970788e-22,1.8757006751622282e-10,3.7047866124738789e-22,0.004154822031289398,0.0049972260660749229,9.7084490108737565e-09,8.4078075606142244e-08,1.3241180820316684e-05,3.0077698816920672e-13,9.6806558541425762e-09,7.8201919198009699e-08,1.9172494089433192e-09,1.076302796333388e-10,1.7349404820389275e-12
5.7676936612137854e-08,0.09977366400000001,0.80000000000000004,0.0,0.28016106580514344,0.095840157788012845,0.097490484349485804,1.4441058953877971e-17,1.076738054944785e-06,9.4044717749145451e-07,4.262711703855259e-06,6.2592386917243306e-13,6.2101760193752323e-14,2.6427483968758399e-09,7.1155010428895566e-28,1.8906674863475016e-10,1.5764103928963054e-19,6.5463653150044979e-12,2.0519021054095255e-20,1.9796367209654542e-22,1.8975212165075598e-10,3.7783992504771675e-22,0.0041554772688309231,0.0050136049281257165,9.7398803291768834e-09,8.4689950662156165e-08,1.3293217776902988e-05,3.0205234072749492e-13,9.7184015017768637e-09,7.8194755524683909e-08,1.9257578585922372e-09,1.093284996934806e-10,1.7464768801682659e-12
5.787275146242372e-08,0.09977366400000001,0.80000000000000004,0.0,0.28014399566663933,0.095839486672988708,0.097482272934574482,1.4763584138915699e-17,1.0952751633767002e-06,9.5280914266612538e-07,4.2912165057646113e-06,6.3209515389861727e-13,6.2709394692294435e-14,2.6597182840605483e-09,7.3030647766397606e-28,1.9056693796319767e-10,1.6021751765922151e-19,6.644029864428584e-12,2.0891690938673422e-20,1.9999368454341612e-22,1.9194925436900505e-10,3.8532170788997268e-22,0.004156119791593001,0.0050299800911662515,9.771305361707945e-09,8.530227861729332e-08,1.334498605554304e-05,3.033269436148595e-13,9.7559519810989571e-09,7.8187625233731662e-08,1.9342794567698396e-09,1.1104374488186903e-10,1.7580489921082706e-12
5.806856631270959e-08,0.09977366400000001,0.80000000000000004,0.0,0.28012694202806093,0.09583882799989174,0.097474063211320877,1.5092012905909698e-17,1.1140355404105448e-06,9.6526343782958018e-07,4.3198116582637375e-06,6.3830625711525283e-13,6.3320872765924247e-14,2.6767383319315162e-09,7.4949107007714123e-28,1.9207107924427372e-10,1.6282712976748532e-19,6.7427150700506474e-12,2.1269700672390751e-20,2.0203723376655672e-22,1.941614641680832e-10,3.9292556234176392e-22,0.0041567497821829369,0.0050463515568028895,9.8027240987847872e-09,8.5915029515038249e-08,1.3396483701448888e-05,3.0460074655912713e-13,9.7933058599715195e-09,7.818052776988583e-08,1.942814193912272e-09,1.1277603853957583e-10,1.7696568014249282e-12
5.826438116299546e-08,0.09977366400000001,0.80000000000000004,0.0,0.28010990470975383,0.095838181588755025,0.097465855178391528,1.5426427783791963e-17,1.1330203105928612e-06,9.7780985172652539e-07,4.3484971354089528e-06,6.4455729884898311e-13,6.3936205259575538e-14,2.693808504279898e-09,7.6911215034901406e-28,1.9357912310790991e-10,1.6547018602762282e-19,6.8424258733293395e-12,2.1653103491725643e-20,2.0409436272044241e-22,1.9638874871415794e-10,4.0065305554157979e-22,0.0041573674205956047,0.0050627193266337455,9.8341365307773667e-09,8.6528173545234074e-08,1.3447708807615517e-05,3.058736996137935e-13,9.8304617408475709e-09,7.8173462585746103e-08,1.9513620604513174e-09,1.1452540235513323e-10,1.7813002916573587e-12
5.846019601328133e-08,0.09977366400000001,0.80000000000000004,0.0,0.28009288353459888,0.09583754726218667,0.097457648834464033,1.5766912044253053e-17,1.1522305840843265e-06,9.9044816338049926e-07,4.3772729111872876e-06,6.5084839903721749e-13,6.4555403007178955e-14,2.7109287649007772e-09,7.8917811784167374e-28,1.9509102002912339e-10,1.6814699866110223e-19,6.9431671842894929e-12,2.204195286189434e-20,2.0616511434774047e-22,1.9863110484738265e-10,4.0850576928383115e-22,0.0041579728842508368,0.0050790834022491323,9.8655426481104327e-09,8.7141681050092147e-08,1.3498659514962015e-05,3.0714575317248012e-13,9.8674182608832667e-09,7.8166429141690607e-08,1.9599230468152324e-09,1.1629185637151092e-10,1.7929794463179497e-12
5.86560108635672e-08,0.09977366400000001,0.80000000000000004,0.0,0.28007587832797354,0.095836924845333099,0.097449444178226874,1.6113549703318991e-17,1.1716674565156076e-06,1.0031781421728738e-06,4.4061389595166473e-06,6.5717967752806221e-13,6.5178476831666697e-14,2.7280990775929786e-09,8.0969750405673882e-28,1.9660672033544909e-10,1.7085788170137202e-19,7.0449438812590066e-12,2.2436302474877281e-20,2.0824953157926475e-22,2.008885285869884e-10,4.1648530010406648e-22,0.0041585663480302563,0.0050954437852320225,9.8969424412661191e-09,8.7755522530113289e-08,1.3549334012456518e-05,3.0841685798313656e-13,9.9041740920391176e-09,7.8159426905788991e-08,1.9684971434295848e-09,1.1807541899372663e-10,1.8046942488924757e-12
5.885182571385307e-08,0.09977366400000001,0.80000000000000004,0.0,0.28005888891771608,0.095836314165842498,0.09744124120837927,1.6466425522887233e-17,1.1913320088486228e-06,1.0159995479245753e-06,4.4350952542460208e-06,6.6355125408025553e-13,6.5805437544977343e-14,2.745319406158875e-09,8.3067897424716554e-28,1.9812617421437e-10,1.7360315099755983e-19,7.1477608106156861e-12,2.2836206247429921e-20,2.1034765733392993e-22,2.0316101513653608e-10,4.2459325936436276e-22,0.0041591479843136004,0.0051118004771584756,9.9283359007864494e-09,8.8369668649918312e-08,1.3599730537225129e-05,3.0968696516200532e-13,9.9407279411692179e-09,7.815245535371726e-08,1.9770843407180778e-09,1.1987610699709862e-10,1.8164446828402454e-12
5.9047640564138936e-08,0.09977366400000001,0.80000000000000004,0.0,0.2800419151340891,0.095835715053829373,0.09743303992363106,1.6825625012222096e-17,1.2112253072432341e-06,1.0289121309804673e-06,4.4641417691556808e-06,6.6996324836310838e-13,6.6436295948060366e-14,2.7625897144042121e-09,8.5213132904289288e-28,1.9964933172074546e-10,1.7638312421815765e-19,7.2516227865441283e-12,2.324171831907864e-20,2.1245953451870696e-22,2.0544855888932422e-10,4.3283127333888955e-22,0.0041597179630145061,0.0051281534795980651,9.9597230172758182e-09,8.8984090243985386e-08,1.3649847374644724e-05,3.109560262073217e-13,9.9770785500989887e-09,7.8145513968673507e-08,1.9856846291033874e-09,1.2169393553611491e-10,1.8282307315942408e-12
5.9243455414424805e-08,0.09977366400000001,0.80000000000000004,0.0,0.2800249568097431,0.095835127341838952,0.097424840322702488,1.7191234429409682e-17,1.2313484029294097e-06,1.0419156322963464e-06,4.4932784779574187e-06,6.7641577995644901e-13,6.7071062830880695e-14,2.7799099661379337e-09,8.7406350609039184e-28,2.0117614278423193e-10,1.791981208546932e-19,7.356534590802644e-12,2.3652893050102259e-20,2.145852060285775e-22,2.077511534339507e-10,4.4120098329964706e-22,0.0041602764516157874,0.0051445027941143051,9.9911037814033965e-09,8.9598758322293472e-08,1.3699682858419743e-05,3.1222399301276174e-13,1.001322469569101e-08,7.8138602241295713e-08,1.9942979990079749e-09,1.2352891815391882e-10,1.8400523785612684e-12
5.9439270264710674e-08,0.09977366400000001,0.80000000000000004,0.0,0.28000801377968187,0.095834550864812532,0.097416642404324155,1.7563340782772654e-17,1.2517023320848797e-06,1.0550097835284929e-06,4.5225053542947828e-06,6.8290896835057059e-13,6.770974897242349e-14,2.7972801251720181e-09,8.9648458170619328e-28,2.0270655721669685e-10,1.8204846222538738e-19,7.4625009725002177e-12,2.4069785019499512e-20,2.1672471474649028e-22,2.1006879156002551e-10,4.4970404560237531e-22,0.0041608236152042323,0.0051608484222650545,1.0022478183905476e-08,9.0213644075868128e-08,1.3749235370643054e-05,3.1349081788061346e-13,1.0049165189899345e-08,7.8131719669580022e-08,2.002924440854901e-09,1.2538106679240053e-10,1.8519096071221124e-12
5.963508511499655e-08,0.09977366400000001,0.80000000000000004,0.0,0.27999108588122751,0.095833985460053228,0.097408446167236748,1.794203183224494e-17,1.2722881157183147e-06,1.0681943071257118e-06,4.5518223717433469e-06,6.8944293294618596e-13,6.835236514069837e-14,2.8147001553213164e-09,9.1940377254445446e-28,2.0424052471962142e-10,1.8493447147879785e-19,7.5695266478835171e-12,2.449244902294315e-20,2.1887810354331607e-22,2.1240146526403083e-10,4.5834213177263712e-22,0.0041613596165048549,0.0051771903656029098,1.0053846215587736e-08,9.0828718882228432e-08,1.3798503341840857e-05,3.1475645353468067e-13,1.0084898879812086e-08,7.8124865758801039e-08,2.0115639450686425e-09,1.2725039180286833e-10,1.8638024006317026e-12
5.983089996528242e-08,0.09977366400000001,0.80000000000000004,0.0,0.27997417295398652,0.095833430967192115,0.097400251610191016,1.8327396090706745e-17,1.2931067595580473e-06,1.0814689164238221e-06,4.581229503810997e-06,6.9601779305438506e-13,6.8998922092744093e-14,2.8321700204034034e-09,9.4283043727863055e-28,2.057779948914907e-10,1.8785647359744888e-19,7.6776163001340001e-12,2.4920940070721049e-20,2.210454152778046e-22,2.1474916575532714e-10,4.6711692859207057e-22,0.0041618846159146997,0.0051935286256756009,1.0085207867327477e-08,9.1443954310733838e-08,1.3847485251001834e-05,3.1602085313290243e-13,1.012042464768243e-08,7.811804002143283e-08,2.0202165020758875e-09,1.2913690195731695e-10,1.8757307424192824e-12
6.002671481556829e-08,0.09977366400000001,0.80000000000000004,0.0,0.27995727483981553,0.095832887228155028,0.097392058731947576,1.8719522825280023e-17,1.3141592539463515e-06,1.0948333157425202e-06,4.6107267239382129e-06,7.0263366789659639e-13,6.9649430574632865e-14,2.8496896842384343e-09,9.6677407829732073e-28,2.0731891723516856e-10,1.9081479540144762e-19,7.7867745791750291e-12,2.5355313385664824e-20,2.2322669279654044e-22,2.1711188346230056e-10,4.7603013818481297e-22,0.0041623987715361391,0.0052098632040263682,1.0116563130075761e-08,9.2059322127828039e-08,1.3896179625590473e-05,3.1728397027969258e-13,1.0155741410948173e-08,7.8111241977071342e-08,2.0288821023063396e-09,1.310406044602518e-10,1.8876946157885812e-12
6.022252966585416e-08,0.09977366400000001,0.80000000000000004,0.0,0.27994039138278826,0.095832354087129604,0.097383867531276772,1.911850205858471e-17,1.3354465737392957e-06,1.1082872004845634e-06,4.6403140054983994e-06,7.0929067660455438e-13,7.0303901321474916e-14,2.8672591106490024e-09,9.9124434341434974e-28,2.0886324116525533e-10,1.9380976555208605e-19,7.897006101489074e-12,2.5795624401066567e-20,2.2542197893390025e-22,2.1948960803864964e-10,4.8508347810409457e-22,0.0041629022392097054,0.0052261941021943268,1.0147911994859523e-08,9.2674794302179105e-08,1.3944585041544841e-05,3.1854575903798268e-13,1.0190848122239781e-08,7.8104471152357732e-08,2.0375607361935002e-09,1.3296150496107229e-10,1.8996940040179953e-12
6.041834451614003e-08,0.09977366400000001,0.80000000000000004,0.0,0.27992352242916352,0.095831831390533098,0.097375678006958524,1.9524424569955974e-17,1.3569696782121837e-06,1.1218302572372141e-06,4.6699913217982035e-06,7.1598893822026969e-13,7.0962345057422645e-14,2.8848782634600148e-09,1.0162510275931532e-27,2.1041091601542608e-10,1.9684171455542984e-19,8.0083154499449232e-12,2.6241928758584027e-20,2.2763131651201e-22,2.2188232836980843e-10,4.9427868141900118e-22,0.0041633951725464375,0.0052425213217148336,1.0179254452783602e-08,9.3290343009713043e-08,1.3992700123258727e-05,3.1980617394097652e-13,1.0225743769376963e-08,7.8097727080903099e-08,2.0462523941754577e-09,1.3489960756700683e-10,1.9117288903607833e-12
6.06141593664259e-08,0.09977366400000001,0.80000000000000004,0.0,0.27990666782735207,0.095831318986980205,0.097367490157782288,1.9937381896622795e-17,1.3787295109705843e-06,1.1354621638758778e-06,4.6997586460778699e-06,7.2272857169600443e-13,7.1624772495675185e-14,2.90254710649856e-09,1.0418040746855336e-27,2.1196189104574634e-10,1.999109747658927e-19,8.1207071736349343e-12,2.6694282306134886e-20,2.2985474834070244e-22,2.2429003257950152e-10,5.0361749680140615e-22,0.0041638777229597891,0.0052588448641198333,1.0210590495032699e-08,9.3905940638541122e-08,1.404052354354841e-05,3.2106517000359808e-13,1.0260427375354057e-08,7.8091009303213788e-08,2.0549570666956605e-09,1.3685491485656691e-10,1.923799258045249e-12
6.080997421671176e-08,0.09977366400000001,0.80000000000000004,0.0,0.27988982742788543,0.095830816727251966,0.097359303982546788,2.0357466334848061e-17,1.4007269998669575e-06,1.1491825896698779e-06,4.7296159515116015e-06,7.2950969589425159e-13,7.2291194338482531e-14,2.9202656035937967e-09,1.0679135791848489e-27,2.1351611544996453e-10,2.0301788038979782e-19,8.2341857877222903e-12,2.715274109578057e-20,2.3209231721747488e-22,2.2671270803643027e-10,5.1310168861306951e-22,0.004164350039697058,0.0052751647309381968,1.0241920112873294e-08,9.4521559793777226e-08,1.4088054023604059e-05,3.2232270273364283e-13,1.0294897998314023e-08,7.8084317366618106e-08,2.06367474420368e-09,1.3882742789353665e-10,1.9359050902749482e-12
6.100578906699763e-08,0.09977366400000001,0.80000000000000004,0.0,0.2798730010833842,0.09583032446426451,0.097351119480060033,2.0784770941030661e-17,1.4229630569228782e-06,1.1629911953903012e-06,4.7595632112079354e-06,7.363324295877184e-13,7.2961621277149912e-14,2.9380337185768408e-09,1.0945897879937017e-27,2.1507353836277784e-10,2.0616276748892474e-19,8.348755773298191e-12,2.7617361381600031e-20,2.3434406592744756e-22,2.2915034136108436e-10,5.2273303699290517e-22,0.0041648122698703669,0.0052914809236960601,1.0273243297655516e-08,9.5137173302245912e-08,1.4135290332925989e-05,3.2357872814261156e-13,1.0329154731511484e-08,7.8077650825193692e-08,2.0724054171559799e-09,1.408171462414488e-10,1.9480463702288847e-12
6.12016039172835e-08,0.09977366400000001,0.80000000000000004,0.0,0.27985618864852785,0.095829842053038669,0.097342936649139039,2.1219389532769733e-17,1.4454385782568474e-06,1.1768876334198451e-06,4.7896003982101444e-06,7.4319689145931426e-13,7.3636063992042076e-14,2.9558514152806575e-09,1.1218431022061985e-27,2.1663410886706954e-10,2.0934597398404313e-19,8.464421577249044e-12,2.8088199617554138e-20,2.3661003724332232e-22,2.3160291843267757e-10,5.325133379444139e-22,0.0041652645584872201,0.005307793443917139,1.030456004081492e-08,9.5752754217078019e-08,1.4182231289245844e-05,3.2483320275624357e-13,1.0363196703264364e-08,7.8071009239695968e-08,2.0811490760166547e-09,1.4282406797857393e-10,1.9602230810617355e-12
6.139741876756937e-08,0.09977366400000001,0.80000000000000004,0.0,0.27983938998002394,0.09582936935066981,0.097334755488609773,2.1661416689891417e-17,1.4681544440176927e-06,1.1908715478646122e-06,4.8197274854966394e-06,7.501032001021426e-13,7.4314533152587483e-14,2.9737186575399671e-09,1.1496840789048346e-27,2.1819777600111609e-10,2.1256783965843262e-19,8.5811876121335101e-12,2.8565312455340979e-20,2.3889027392534189e-22,2.3407042439620332e-10,5.4244440342328351e-22,0.0041657070484806043,0.0053241022931230448,1.0335870333874216e-08,9.6368275822194207e-08,1.4228875758432856e-05,3.2608608362471946e-13,1.0397023076895037e-08,7.8064392177487319e-08,2.0899057112581847e-09,1.4484818971336897e-10,1.9724352059040502e-12
6.159323361785524e-08,0.09977366400000001,0.80000000000000004,0.0,0.2798226049365784,0.09582890621629811,0.097326575997307138,2.2110947755438528e-17,1.4911115183235432e-06,1.2049425746677755e-06,4.8499444459813996e-06,7.5705147401949626e-13,7.4997039417282484e-14,2.9916354091911491e-09,1.1781234329720834e-27,2.1976448876576122e-10,2.1582870616138886e-19,8.6990582560694496e-12,2.9048756742242819e-20,2.411848187212489e-22,2.3655284366960751e-10,5.5252806142515299e-22,0.0041661398807386627,0.0053404074728335841,1.0367174168444953e-08,9.6983711636673904e-08,1.427522265438537e-05,3.2733732833256409e-13,1.0430633050660041e-08,7.8057799212467344e-08,2.098675313362153e-09,1.4688950660040955e-10,1.9846827278624839e-12
6.178904846814111e-08,0.09977366400000001,0.80000000000000004,0.0,0.27980583337886589,0.095828452511079451,0.097318398174074616,2.2568078836623374e-17,1.5143106492063654e-06,1.2191003417250578e-06,4.8802512525144068e-06,7.6404183162485912e-13,7.5683593433695558e-14,3.0096016340721606e-09,1.207172038916743e-27,2.2133419613155578e-10,2.1912891701171616e-19,8.8180378526306749e-12,2.9538589518964987e-20,2.4349371436624576e-22,2.3905015995107388e-10,5.627661560735433e-22,0.0041665631941339423,0.0053567089845670624,1.0398471536229113e-08,9.7599035419009683e-08,1.4321270938907769e-05,3.2858689500820259e-13,1.0464025857669724e-08,7.805122992500348e-08,2.1074578728199901e-09,1.4894801235675532e-10,1.996965630020019e-12
6.198486331842698e-08,0.09977366400000001,0.80000000000000004,0.0,0.27978907516950108,0.095828008098156434,0.097310222017764389,2.3032906805744141e-17,1.5377526685620461e-06,1.2333444690019515e-06,4.9106478778821026e-06,7.7107439124190849e-13,7.6374205838471447e-14,3.0276172960224531e-09,1.2368409327151167e-27,2.2290684704586024e-10,2.2246881760120639e-19,8.9381307107534857e-12,3.0034868017467203e-20,2.4581700358295518e-22,2.4156235622642144e-10,5.7316054770794997e-22,0.0041669771255522401,0.0053730068298405544,1.0429762429020702e-08,9.8214221171245024e-08,1.4367019621572924e-05,3.2983474233322392e-13,1.049720076579641e-08,7.8044683901862988e-08,2.1162533801336622e-09,1.5102369927876915e-10,2.0092838954361969e-12
6.218067816871285e-08,0.09977366400000001,0.80000000000000004,0.0,0.27977233017301029,0.095827572842630007,0.097302047527237034,2.3505529301065225e-17,1.5614383921059961e-06,1.2476745686526162e-06,4.9411342948078612e-06,7.7814927110452413e-13,7.7068887257335349e-14,3.0456823588828983e-09,1.2671413136670828e-27,2.2448239043990905e-10,2.2584875519810396e-19,9.0593411046529215e-12,3.0537649658788044e-20,2.4815472908138032e-22,2.4408941477660712e-10,5.8371311297210129e-22,0.0041673818099209987,0.005389301010170198,1.0461046838707204e-08,9.8829243142995532e-08,1.4412467759570456e-05,3.3108082955127668e-13,1.0530157077573077e-08,7.8038160736144991e-08,2.1250618258164085e-09,1.5311655825934555e-10,2.0216375071473611e-12
6.237649301899871e-08,0.09977366400000001,0.80000000000000004,0.0,0.27975559825580265,0.095827146611531563,0.097293874701361513,2.3986044727661747e-17,1.5853686193342607e-06,1.2620902451403854e-06,4.9717104759524633e-06,7.8526658935680004e-13,7.776764830509689e-14,3.0637967864957214e-09,1.2980845462671322e-27,2.2606077523583349e-10,2.2926907895055744e-19,9.1816732737486872e-12,3.1046992050862783e-20,2.505069335588663e-22,2.4663131718533251e-10,5.9442574490237784e-22,0.0041677773802373443,0.005405591527071445,1.0492324757271051e-08,9.9444075835352e-08,1.4457614457540857e-05,3.323251164766853e-13,1.0562894130080477e-08,7.8031660027214061e-08,2.1338832003933937e-09,1.5522657880555699e-10,2.0340264481668897e-12
6.257230786928458e-08,0.09977366400000001,0.80000000000000004,0.0,0.27973887928614338,0.095826729273795125,0.097285703539015042,2.4474552258228791e-17,1.6095441334901021e-06,1.2765910953598145e-06,5.0023763939145974e-06,7.9242646405306014e-13,7.8470499585654511e-14,3.0819605427044421e-09,1.3296821620904229e-27,2.2764195035364238e-10,2.3273013989005793e-19,9.3051314226006717e-12,3.1562952986335219e-20,2.5287365970006063e-22,2.4918804434675109e-10,6.0530035301639516e-22,0.0041681639675956814,0.0054218783820593353,1.0523596176790985e-08,1.0005869400466481e-07,1.4502458867395764e-05,3.3356756350267585e-13,1.0595411294825321e-08,7.802518138063328e-08,2.1427174944024442e-09,1.5735374905668634e-10,2.0464507014854524e-12
6.276812271957045e-08,0.09977366400000001,0.80000000000000004,0.0,0.27972217313412556,0.095826320700230283,0.097277534039082958,2.4971151833855669e-17,1.6339657015360303e-06,1.2911767087602043e-06,5.0331320212313714e-06,7.9962901315787913e-13,7.917745169199927e-14,3.1001735913538119e-09,1.3619458616939335e-27,2.2922586471815801e-10,2.3623229093486269e-19,9.4297197208540033e-12,3.2085590440363994e-20,2.5525495017687637e-22,2.5175957647327225e-10,6.1633886340174713e-22,0.0041685417012149121,0.0054381615766487309,1.0554861089443405e-08,1.0067307266620916e-07,1.4547000188124505e-05,3.3480813160933762e-13,1.062770797760685e-08,7.801872440809961e-08,2.1515646983946569e-09,1.5949805580264384e-10,2.0589102500712562e-12
6.296393756985632e-08,0.09977366400000001,0.80000000000000004,0.0,0.27970547967164378,0.095825920763495373,0.097269366200458562,2.5475944164765546e-17,1.6586340741312427e-06,1.3058466674705249e-06,5.0639773303788277e-06,8.0687435454610413e-13,7.9888515206219105e-14,3.1184358962897692e-09,1.3948875165327688e-27,2.3081246726590515e-10,2.3977588689340708e-19,9.5554423031935921e-12,3.2614962568423719e-20,2.5765084764845313e-22,2.5434589310345758e-10,6.275432188049107e-22,0.0041689107084652696,0.0054544411123545666,1.0586119487503603e-08,1.0128718709773017e-07,1.4591237665587189e-05,3.3604678237117272e-13,1.0659783618375192e-08,7.8012288727377867e-08,2.1604248029351376e-09,1.6165948450274551e-10,2.0714050768703038e-12
