Time (s),Volume (m^3),N2,Ar,He,Ne,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(45),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),CHOX(50),H2X(46),CO2X(24),COX(47),C2H6X(49)
6.57539151629629e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18271150306311176,0.096623217645728426,0.096597736384570615,6.5828483742539076e-11,2.1658582575601724e-08,1.3850103727526081e-08,8.5565026457402471e-10,1.2455221982731742e-12,5.6166499890596036e-27,3.2430268707853495e-13,6.1390724061553888e-41,3.2989362979616905e-16,5.7565623761756372e-29,4.4475841427834394e-17,1.9216935808793512e-26,1.1625880381288383e-26,2.3600089803058988e-19,1.1986167818620825e-33,0.003375757750891121,0.0068034846788196527,8.0434981355217804e-09,6.5592961602496102e-09,3.9610478856641727e-06,7.8429404734128508e-15,8.4079440810583914e-09,7.3731294920528449e-09,9.9985308541584333e-07,1.3492159737242393e-08,2.0823314939977731e-13,1.2875447153907872e-10,1.9672608758637317e-13,1.0063800529004119e-12,5.0089243495676231e-15
6.581848178303752e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18270518647050105,0.096623194789980521,0.096594591880323155,6.6073866477474958e-11,2.180154156477125e-08,1.3910813149713549e-08,8.5783959625270275e-10,1.2488594279516921e-12,5.6517336199057261e-27,3.2487300425484276e-13,6.1906642937471866e-41,3.3073320824594102e-16,5.7893462728992351e-29,4.4677026227999771e-17,1.9304541571805749e-26,1.168856240021738e-26,2.3685554270456701e-19,1.2065565065967777e-33,0.0033757787842019263,0.0068097716476633544,8.0504781171776358e-09,6.5766456284892231e-09,3.9677237215218478e-06,7.8566676752991269e-15,8.4216561439606382e-09,7.372473481452408e-09,1.0016530406283881e-06,1.3568862819021552e-08,2.0896682245971115e-13,1.293271977107358e-10,1.9726622550389503e-13,1.008947137163496e-12,5.0226435352037155e-15
6.588304840311214e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18269887113618638,0.096623172554054643,0.096591447695824936,6.6319922316871312e-11,2.1945291376874326e-08,1.3971724736101496e-08,8.600322491927694e-10,1.2522024490097342e-12,5.687000097643342e-27,3.2544377102663695e-13,6.2426410643022559e-41,3.3157402949388893e-16,5.8222862340603559e-29,4.4878917828792775e-17,1.9392460039358429e-26,1.1751519709799073e-26,2.3771240304851043e-19,1.2145414274039827e-33,0.0033757991961795488,0.0068160579743355085,8.0574574232253696e-09,6.5940215568370055e-09,3.9744028796481305e-06,7.8704160690503674e-15,8.4353747610732934e-09,7.3718184626709501e-09,1.0034544961445545e-06,1.3645916706767224e-08,2.0970229703534969e-13,1.2990185785162862e-10,1.9780731516914781e-13,1.0115180395323943e-12,5.036386804755048e-15
6.594761502318676e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1826925570570466,0.096623150934965873,0.096588303831000602,6.6566652445094852e-11,2.2089835480085835e-08,1.4032838915357714e-08,8.6222822478927355e-10,1.2555512659077894e-12,5.7224501722441499e-27,3.2601498727470642e-13,6.295005224799335e-41,3.3241609366949502e-16,5.8553828551057193e-29,4.5081517947746037e-17,1.9480692001863935e-26,1.1814753230299925e-26,2.3857148226836607e-19,1.2225717593331489e-33,0.0033758189898091041,0.0068223436589823633,8.0644360536630977e-09,6.6114239437373957e-09,3.9810853489451631e-06,7.8841842980350795e-15,8.4490999099542109e-09,7.3711644328493726e-09,1.0052574517383079e-06,1.3723322562898801e-08,2.104395752521032e-13,1.3047845612393465e-10,1.9834935730953245e-13,1.0140927613351346e-12,5.0501541759433241e-15
6.600572498125391e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18268687545642726,0.096623132002726084,0.096585474625917767,6.6789287057048971e-11,2.2220607166857131e-08,1.4088015247967645e-08,8.6420744484896783e-10,1.2585701602446703e-12,5.7545128362465253e-27,3.2652946610167688e-13,6.3424662709233548e-41,3.3317501423533324e-16,5.8853042517475506e-29,4.5264465258872556e-17,1.9560369460394361e-26,1.187190032128333e-26,2.3934655335395985e-19,1.22983806297888e-33,0.0033758362778439598,0.0068280002263535729,8.0707162434089435e-09,6.6271087117538472e-09,3.9871023931718918e-06,7.8965926752195214e-15,8.4614581100175502e-09,7.3705766492185064e-09,1.0068813941522503e-06,1.3793289728645011e-08,2.111046698014233e-13,1.3099905511233479e-10,1.9883801020310965e-13,1.0164132776692797e-12,5.0625654315522311e-15
6.606383493932107e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18268119486772788,0.096623113565561858,0.096582645679655105,6.7012469667693851e-11,2.2352027590455397e-08,1.4143356340748253e-08,8.6618935840344425e-10,1.261593756073422e-12,5.7867253725728986e-27,3.2704430882102148e-13,6.3902449921588599e-41,3.3393494176531435e-16,5.9153534630425515e-29,4.544798911712059e-17,1.9640302068525069e-26,1.1929272563796709e-26,2.4012342666052249e-19,1.2371414824174787e-33,0.0033758530695797615,0.0068336562739087997,8.0769958859078008e-09,6.64281490546707e-09,3.9931221023151114e-06,7.9090173048907733e-15,8.4738215661611178e-09,7.3699896622712202e-09,1.0085065512812951e-06,1.3863543781912554e-08,2.1177122864454815e-13,1.3152123039531308e-10,1.9932743572045284e-13,1.0187368897835187e-12,5.0749962367411711e-15
6.612194489738823e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18267551528870296,0.096623095621326413,0.096579816992158035,6.7236201142305713e-11,2.2484099301202391e-08,1.4198862506409291e-08,8.6817396646603163e-10,1.2646220566427144e-12,5.8190883323109688e-27,3.2755951534588864e-13,6.438343245188401e-41,3.3469587634770925e-16,5.9455309265893433e-29,4.5632090778430094e-17,1.9720490404566609e-26,1.1986870632825968e-26,2.4090210452286237e-19,1.2444821761288302e-33,0.0033758693671634876,0.0068393118017541343,8.0832749811583496e-09,6.6585425219287433e-09,3.9991444682343371e-06,7.9214581774808156e-15,8.486190261919801e-09,7.3694034699472438e-09,1.0101329229607798e-06,1.3934085573971349e-08,2.1243925326010814e-13,1.3204498500945622e-10,1.9981763439131172e-13,1.0210635986411595e-12,5.0874466044109261e-15
6.618005485545539e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1826698367171162,0.096623078167882098,0.096576988563371921,6.7460482346751863e-11,2.2616824856386772e-08,1.4254534057723919e-08,8.7016127004890436e-10,1.2676550652002615e-12,5.851602267923882e-27,3.2807508558944386e-13,6.4867628959522871e-41,3.3545781806885014e-16,5.9758370811007072e-29,4.5816771499952766e-17,1.9800935047491044e-26,1.2044695204653676e-26,2.4168258927503587e-19,1.2518603031349826e-33,0.0033758851727329719,0.0068449668099954987,8.0895535291593043e-09,6.6742915581984089e-09,4.0051694827726942e-06,7.9339153087776942e-15,8.4985641807953516e-09,7.3688180701941377e-09,1.0117605090260789e-06,1.400491595729176e-08,2.1310874517120653e-13,1.3257032199206538e-10,2.0030860674527019e-13,1.0233934052039896e-12,5.0999165474564877e-15
6.623816481352255e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18266415915074055,0.096623061203100366,0.09657416039324225,6.7685314147490436e-11,2.275020682027174e-08,1.4310371307526701e-08,8.7215127016308383e-10,1.2706927849928227e-12,5.884267733251494e-27,3.2859101946486929e-13,6.5355058196924407e-41,3.3622076701312795e-16,6.0062723664056035e-29,4.6002032540049475e-17,1.9881636576931031e-26,1.210274695685976e-26,2.4246488325033795e-19,1.2592760230017386e-33,0.0033759004884169512,0.0068506212987386487,8.0958315299094044e-09,6.6900620111462354e-09,4.0111971377570966e-06,7.9463887104301583e-15,8.5109433062567125e-09,7.368233460966932e-09,1.013389309312603e-06,1.4076035785543447e-08,2.1377970585314499e-13,1.3309724438113685e-10,2.0080035331174631e-13,1.0257263104322781e-12,5.1124060787670582e-15
6.635438472965686e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18265280702476078,0.096623028731055507,0.09656850482873465,6.8136633006630407e-11,2.3018950266124057e-08,1.4422544154227428e-08,8.7613936402369702e-10,1.2767823712652465e-12,5.9500554753041918e-27,3.2962397776414502e-13,6.6339690338958128e-41,3.3774968689892622e-16,6.0675320943073448e-29,4.6374300615436046e-17,2.0043812617184545e-26,1.2219534719219402e-26,2.4403490819962313e-19,1.2742208823105489e-33,0.0033759296585981987,0.0068619287181525242,8.108385889652147e-09,6.7216671544647954e-09,4.0232603362897736e-06,7.9713843298318635e-15,8.5357171106474526e-09,7.3670666059486177e-09,1.0166505518911596e-06,1.4219147197503503e-08,2.1512603949742274e-13,1.3415585753399002e-10,2.017861711990959e-13,1.0304014207187292e-12,5.1374439577111155e-15
6.647060464579116e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18264145889313171,0.096622998188343842,0.096562850298200775,6.8590164663201062e-11,2.3290350292610296e-08,1.4535383550348524e-08,8.8013825611303594e-10,1.2828908414149528e-12,6.0164560167660367e-27,3.3065838954951183e-13,6.7337480772442518e-41,3.3928263664129101e-16,6.1293136513175105e-29,4.6748905095569835e-17,2.0207023175568869e-26,1.2337239366514676e-26,2.4561219802149192e-19,1.2893180415101089e-33,0.0033759568945567146,0.0068732340608385484,8.1209380603770599e-09,6.7533579258132009e-09,4.0353339981206573e-06,7.9964450819052696e-15,8.5605115421835075e-09,7.3659028886845928e-09,1.0199166493804833e-06,1.4363426663106485e-08,2.1647826608506871e-13,1.3522084878524762e-10,2.0277509228539192e-13,1.035088937152362e-12,5.1625603442410408e-15
6.658682456192546e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18263011473836738,0.096622969558260469,0.096557196801207348,6.904591607011995e-11,2.3564427665583305e-08,1.4648892000599936e-08,8.8414795447789702e-10,1.2890182213816283e-12,6.0834738380238459e-27,3.3169425412703592e-13,6.8348582904068408e-41,3.4081961684517066e-16,6.1916205964273146e-29,4.7125856090622932e-17,2.0371272912843909e-26,1.245586636614306e-26,2.4719677135396668e-19,1.3045687968417242e-33,0.0033759822129988469,0.0068845373276369224,8.1334880420750969e-09,6.785134297904691e-09,4.0474180572767318e-06,8.0215710130603414e-15,8.5853264674285709e-09,7.3647422930871497e-09,1.0231876004652035e-06,1.4508881054607243e-08,2.178363974584206e-13,1.3629224246221955e-10,2.0376712080001672e-13,1.0397888673608407e-12,5.1877553412622616e-15
6.670304447805977e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18261877454312653,0.096622942824242275,0.096551544337322381,6.9503894189740516e-11,2.3841203263112915e-08,1.4763072010505527e-08,8.8816846714674807e-10,1.2951645370896836e-12,6.1511134415819791e-27,3.3273157080305323e-13,6.9373151665686678e-41,3.4236062808418206e-16,6.2544565066547621e-29,4.750516372987197e-17,2.0536566500259679e-26,1.2575421206300696e-26,2.487886468220152e-19,1.3199744533795439e-33,0.0033760056304890746,0.0068958385193852636,8.1460358347376951e-09,6.8169962422527153e-09,4.0595124475235974e-06,8.046762168500453e-15,8.6101617524183652e-09,7.3635848031874725e-09,1.0264634038305494e-06,1.4655517263134457e-08,2.1920044541581947e-13,1.3737006290173048e-10,2.0476226096970584e-13,1.044501218947702e-12,5.2130290515877565e-15
6.693548431032838e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18259610596256337,0.096622894978849003,0.096540242507155552,7.0426558463630015e-11,2.4402933206877767e-08,1.4993456734971005e-08,8.9624196741896941e-10,1.3075140793512134e-12,6.2882761164153768e-27,3.3481055767725994e-13,7.1463316535929522e-41,3.4545474580467309e-16,6.3817296211346119e-29,4.8270889552882852e-17,2.0870303962737078e-26,1.2817336465062481e-26,2.5199437859701712e-19,1.3512557349058188e-33,0.0033760468281723351,0.0069184346810696011,8.1711248529248926e-09,6.8809767277471968e-09,4.0837319550448982e-06,8.0973403265672898e-15,8.6598928631332732e-09,7.3612790771928936e-09,1.0330295621470388e-06,1.4952362789144492e-08,2.2194633805281604e-13,1.3954508145870928e-10,2.0676189316799986e-13,1.0539632165505329e-12,5.2638130229415535e-15
6.714468015937012e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.182575717610576,0.096622858239237927,0.096530074388926718,7.1264641706869925e-11,2.4917929838105077e-08,1.5203124870954078e-08,9.0354518275138147e-10,1.3186936873831248e-12,6.4138946421428714e-27,3.3668660508757825e-13,7.3392106764819136e-41,3.4825324300298427e-16,6.4981207406970805e-29,4.8968204521625848e-17,2.1174284722181851e-26,1.3038288896343434e-26,2.5490469706570303e-19,1.3799519254264066e-33,0.0033760775681465553,0.0069387641382653532,8.1936974827169015e-09,6.9388515113211743e-09,4.1055641743282278e-06,8.1430841621699077e-15,8.7047191383601277e-09,7.3592143874795523e-09,1.0389556862541517e-06,1.522363509046848e-08,2.2443799358484646e-13,1.415248220092972e-10,2.0857224635527319e-13,1.062521571293882e-12,5.309788826189054e-15
6.735387600841187e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18255534182423561,0.09662282739164578,0.096519909611305077,7.2110048208410015e-11,2.5441998563058216e-08,1.5415007857152147e-08,9.1088356045389871e-10,1.3299350496956442e-12,6.5415987790673834e-27,3.3856734652147896e-13,7.5367009438224225e-41,3.5106480823442945e-16,6.616282167001329e-29,4.9673313412068477e-17,2.1481720679846134e-26,1.3262333835013263e-26,2.5783896348106024e-19,1.4091707009074459e-33,0.0033761024002915943,0.0069590868852099424,8.2162630199251018e-09,6.9970030507234793e-09,4.1274288243185369e-06,8.1890399661207957e-15,8.749609271606655e-09,7.3571595171979317e-09,1.0448975113307155e-06,1.5498844499244576e-08,2.2694900027228067e-13,1.4352576413264627e-10,2.1039274691837578e-13,1.0711202884565711e-12,5.3560212552689586e-15
6.756307185745361e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18253497850748132,0.096622802344451045,0.096509748171813972,7.2962818913093954e-11,2.5975265226135785e-08,1.5629120327651428e-08,9.1825714669088093e-10,1.3412383169279825e-12,6.6714155887673167e-27,3.4045277794326257e-13,7.7388984926412895e-41,3.5388944369979622e-16,6.7362354204178979e-29,5.0386275977670353e-17,2.179263945410793e-26,1.3489504041506122e-26,2.6079728595346578e-19,1.4389199978247314e-33,0.0033761214162374409,0.0069794029266976795,8.238821464519586e-09,7.0554311359209569e-09,4.1493255092826086e-06,8.2352079528099521e-15,8.7945624624943769e-09,7.3551143773734641e-09,1.0508550297308672e-06,1.5778031870754754e-08,2.2947942526803259e-13,1.4554805003288255e-10,2.1222341941217886e-13,1.0797594115172897e-12,5.4025109064495865e-15
6.777226770649535e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18251462756567574,0.096622783007427451,0.096499590067988861,7.3822994864338528e-11,2.6517856865213563e-08,1.5845476920424415e-08,9.2566598743736995e-10,1.3526036395592522e-12,6.8033723669057838e-27,3.423428953200574e-13,7.9459010634849078e-41,3.5672715126385619e-16,6.8580022150693417e-29,5.1107152165470684e-17,2.2107068771192572e-26,1.3719832495297199e-26,2.6377977243268287e-19,1.4692078490020582e-33,0.0033761347062188024,0.0069997122674973185,8.26137281647692e-09,7.1141355439903751e-09,4.171253830742591e-06,8.2815883218682798e-15,8.839577905098319e-09,7.3530788801947377e-09,1.056828233815172e-06,1.6061238248309539e-08,2.3202933522752735e-13,1.4759182196947712e-10,2.1406428836392406e-13,1.0884389837058903e-12,5.4492583750324656e-15
6.79814635555371e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18249428890558372,0.096622769291723171,0.096489435297377066,7.4690617204022602e-11,2.7069901714940351e-08,1.6064092276224006e-08,9.3311012847979512e-10,1.3640311679085346e-12,6.9374966436095901e-27,3.4423769462181836e-13,8.1578081248703755e-41,3.5957793245372606e-16,6.9816044598761416e-29,5.1836002114410626e-17,2.2425036464617932e-26,1.3953352395027718e-26,2.6678653070233233e-19,1.5000423844627022e-33,0.0033761423590959773,0.0070200149123523879,8.2839170757804031e-09,7.1731160390515728e-09,4.1932133874767393e-06,8.3281812580748167e-15,8.8846547879483546e-09,7.3510529389944507e-09,1.0628171159506576e-06,1.6348504860762253e-08,2.3459879630080659e-13,1.4965722224666561e-10,2.1591537827325974e-13,1.0971590480044048e-12,5.4962642553532361e-15
6.819065940457884e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18247396243535088,0.09662276110983968,0.096479283857537804,7.5565727172374151e-11,2.7631529209993577e-08,1.6284981037444855e-08,9.4058961541669451e-10,1.3755210521349497e-12,7.0738161838325004e-27,3.4613717182132566e-13,8.374720898510983e-41,3.6244178845719998e-16,7.1070642596246562e-29,5.2572886153597131e-17,2.2746570474617898e-26,1.4190097158617723e-26,2.6981766837422584e-19,1.5314318323032718e-33,0.0033761444623758522,0.0070403108659815236,8.3064542424203456e-09,7.2323723721921617e-09,4.2152037755205201e-06,8.3749869312242078e-15,8.929792294031989e-09,7.3490364682295314e-09,1.0688216685108457e-06,1.6639873119919237e-08,2.3718787412359377e-13,1.517443932025487e-10,2.1777671361227835e-13,1.105919647148085e-12,5.5435291407825545e-15
6.860905110266234e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.1824333457038313,0.096622761004192093,0.096458990960471086,7.7338575447096432e-11,2.8784055892447055e-08,1.6733637347390019e-08,9.5565480843267309e-10,1.3986884880562403e-12,7.3531532906261221e-27,3.4995014381882398e-13,8.8239773809163617e-41,3.6820872795009559e-16,7.3636459284803932e-29,5.4070998759907059e-17,2.3400449735492301e-26,1.467339604595441e-26,2.7595351148057605e-19,1.5959088728724456e-33,0.0033761323635206389,0.0070808827183139198,8.3515072977077744e-09,7.351711491527156e-09,4.2592754159742703e-06,8.4692370914328547e-15,9.0202458801540012e-09,7.3450316013489445e-09,1.0808777544320568e-06,1.7235081125087947e-08,2.4242513994337715e-13,1.5598461660947434e-10,2.2153021833016935e-13,1.1235626196839021e-12,5.6388382956298197e-15
6.898560363093749e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18239683144085034,0.096622778983991922,0.096440738720101296,7.8960162316080854e-11,2.9855425718732322e-08,1.7145349958933564e-08,9.6933481872854933e-10,1.4197539406087799e-12,7.6123478450830488e-27,3.533977766836174e-13,9.2464799936259181e-41,3.7344369426714579e-16,7.6011480708420374e-29,5.544738574777016e-17,2.4001420333724818e-26,1.5119733820152985e-26,2.815602236780037e-19,1.6559205925399474e-33,0.0033761033457974619,0.0071173745482593399,8.3920307906139037e-09,7.4600572990590394e-09,4.299041226791178e-06,8.5547911862435241e-15,9.1018531294650028e-09,7.341458774265991e-09,1.0917817482388086e-06,1.7785215057213392e-08,2.4720641612382946e-13,1.598767016425654e-10,2.2494365688691424e-13,1.1395803478397347e-12,5.7255082654327286e-15
6.932450090638512e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18236400121726187,0.096622809396525469,0.096424320899058377,8.0440877982444667e-11,3.0847949999811658e-08,1.7522381325030787e-08,9.8174533483213987e-10,1.4388875517651779e-12,7.8520778187304527e-27,3.5651355220152271e-13,9.6419973646689977e-41,3.781913863158889e-16,7.8203436107716372e-29,5.6709189336709652e-17,2.4552544175860705e-26,1.5530818505273036e-26,2.8667520645396873e-19,1.711580215452157e-33,0.0033760629555396821,0.00715019872021414,8.4284822862974828e-09,7.5583288816894749e-09,4.3349104566384388e-06,8.6323808390428426e-15,9.1754566532592755e-09,7.3382683829531224e-09,1.10163865298424e-06,1.8292248487526921e-08,2.5156474856806257e-13,1.6344175664438007e-10,2.2804445376665805e-13,1.1541091446331584e-12,5.8042364888929091e-15
6.966339818183276e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18233120152028445,0.096622852939284035,0.09640791177888014,8.1941945186214869e-11,3.1867879740781302e-08,1.7905625618390691e-08,9.9424936928968227e-10,1.4581873296203812e-12,8.0980516595692374e-27,3.5964153671853651e-13,1.0052471969659504e-40,3.8297339029384726e-16,8.0447990554790896e-29,5.799310569316376e-17,2.5113504816400469e-26,1.595094336795725e-26,2.9185597183304198e-19,1.768841104490706e-33,0.0033760093937952648,0.0071830054097102381,8.4649151683209143e-09,7.6573193494922802e-09,4.370853621844226e-06,8.7105306882884707e-15,9.2492051632638583e-09,7.3351014720666311e-09,1.1115365551098909e-06,1.8810755030164385e-08,2.559756353681273e-13,1.6706634497941223e-10,2.3117254934799429e-13,1.1687450257737703e-12,5.8836543823549692e-15
7.000229545728039e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18229843200186929,0.096622909281880748,0.096391511349552914,8.3463542477411948e-11,3.2915805086650202e-08,1.829514497752889e-08,1.0068471098917566e-09,1.4776539073333351e-12,8.3503951684411345e-27,3.6278171320556297e-13,1.0478395523479953e-40,3.8778969986243857e-16,8.2746149741906451e-29,5.9299397297296922e-17,2.5684424463398134e-26,1.6380257700617129e-26,2.9710297085933643e-19,1.827741592197959e-33,0.0033759429909868827,0.0072157946360364112,8.5013294369115107e-09,7.7570272067798271e-09,4.406868915134165e-06,8.7892409411685214e-15,9.3230950043672761e-09,7.3319577123084968e-09,1.1214754224091275e-06,1.9340916361813999e-08,2.6043933753404236e-13,1.7075107130613351e-10,2.3432804677436937e-13,1.1834881649883065e-12,5.9637644369708093e-15
7.034119273272802e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18226569232225615,0.09662297810204723,0.096375119601134401,8.5005849076480551e-11,3.399232461148247e-08,1.8691001478577108e-08,1.019538743178642e-09,1.4972879169658128e-12,8.6092357777592302e-27,3.6593406465292314e-13,1.0920273469220811e-40,3.9264030624431202e-16,8.509893351279031e-29,6.0628327823769498e-17,2.6265426020748723e-26,1.6818912307880965e-26,3.0241665303494329e-19,1.8883207421742509e-33,0.0033758640694187322,0.0072485664183290898,8.5377250923609822e-09,7.8574508644284844e-09,4.442954510529947e-06,8.8685116907470709e-15,9.3971224835730871e-09,7.3288367811026609e-09,1.1314552227217276e-06,1.9882915239945683e-08,2.6495611205949789e-13,1.7449653981020246e-10,2.375110490017108e-13,1.1983387343669028e-12,6.0445691373042135e-15
7.068009000817566e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18223298214976244,0.096623059085426052,0.096358736523752125,8.6569044873014001e-11,3.5098045342085412e-08,1.9093257121183548e-08,1.0323244544482758e-09,1.5170899894833095e-12,8.8747025527274076e-27,3.6909857407034946e-13,1.1378625298558471e-40,3.9752519820490638e-16,8.7507375984608535e-29,6.1980162119212311e-17,2.6856633080398504e-26,1.7267059506117812e-26,3.0779746625254639e-19,1.9506183595797547e-33,0.0033757729434840348,0.0072813207755756757,8.574102135027187e-09,7.9585886386077881e-09,4.4791085634043073e-06,8.9483429193927089e-15,9.471283870279396e-09,7.3257383622380981e-09,1.1414759239341416e-06,2.0436935466755228e-08,2.6952621176705886e-13,1.7830335406916138e-10,2.407216587988212e-13,1.2132969043744945e-12,6.1260709613417455e-15
7.101898728362329e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18220030116058683,0.096623151925377349,0.096342362107601803,8.8153310424526305e-11,3.623358277777832e-08,1.9501973814670766e-08,1.0452044277638803e-09,1.5370607547559231e-12,9.146926191836162e-27,3.7227522448698225e-13,1.1853984868218718e-40,4.0244436203480305e-16,8.9972525665665437e-29,6.3355166179880672e-17,2.7458169914561044e-26,1.7724853122568447e-26,3.1324585672982153e-19,2.0146750013873509e-33,0.0033756699198584277,0.0073140577266176234,8.6104605653359743e-09,8.060438751569705e-09,4.5153292105424031e-06,9.0287344853721312e-15,9.5455753958868165e-09,7.32266214621238e-09,1.1515374939797144e-06,2.1003161852840593e-08,2.7414988536889035e-13,1.8217211691951052e-10,2.4395997874780737e-13,1.2283628438617179e-12,6.2082723805033159e-15
7.135788455907093e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18216764903862545,0.096623256322798057,0.096325996342946113,8.9758826955258198e-11,3.7399560905940683e-08,1.9917213364244202e-08,1.0581788459613384e-09,1.557200841559246e-12,9.4260390265665736e-27,3.7546399895136706e-13,1.2346900717638202e-40,4.0739778153270155e-16,9.249544557019759e-29,6.4753607129165125e-17,2.8070161467799633e-26,1.8192448494049909e-26,3.1876226894475996e-19,2.0805319865238364e-33,0.0033755552976807409,0.0073467772901533255,8.6468003837839716e-09,8.1629993276325439e-09,4.55161457021569e-06,9.1096861493462645e-15,9.6199932554409027e-09,7.3196078285647901e-09,1.1616399008388886e-06,2.1581780180195685e-08,2.7882737701937485e-13,1.8610343032426794e-10,2.4722611124440039e-13,1.2435367200755441e-12,6.2911758596527148e-15
7.169678183451856e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18213502547528607,0.096623371985939066,0.096309639220112944,9.1385776354946094e-11,3.8596612215602721e-08,2.0339037456592104e-08,1.0712478906567644e-09,1.5775108775753011e-12,9.7121750204763101e-27,3.7866488053145335e-13,1.2857936402567738e-40,4.1238543798800263e-16,9.507721333682994e-29,6.6175753193873336e-17,2.8692733348652428e-26,1.8670002465243581e-26,3.243471455685182e-19,2.1482314064218417e-33,0.0033754293687358115,0.0073794794847410359,8.6831215909416144e-09,8.2662683991095208e-09,4.5879627422613187e-06,9.1911975191983946e-15,9.6945336046072772e-09,7.3165751128962731e-09,1.1717831125393936e-06,2.2172977162389651e-08,2.8355892691244576e-13,1.9009789523467993e-10,2.505201584984354e-13,1.2588186986702611e-12,6.3747838571086788e-15
7.20356791099662e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18210243016929623,0.096623498630216284,0.096293290729494205,9.3034341177558396e-11,3.9825377711419795e-08,2.0767507645151931e-08,1.0844117422542877e-09,1.5979914893935063e-12,1.0005469768357223e-26,3.8187785231459348e-13,1.338767083686417e-40,4.1740731016296309e-16,9.771892135008497e-29,6.7621873680018594e-17,2.9326011821075489e-26,1.9157673387024557e-26,3.3000092739664662e-19,2.2178161358390707e-33,0.003375292417643476,0.0074121643288018969,8.7194241874543185e-09,8.3702438980266348e-09,4.6243718081698542e-06,9.273268111985613e-15,9.7691925632407502e-09,7.3135637072983337e-09,1.1819670971564356e-06,2.2776940404360076e-08,2.8834477038194534e-13,1.9415611144860382e-10,2.5384222253418553e-13,1.2742089437186017e-12,6.4590988246560549e-15
7.237457638541383e-08,0.066515776,0.80000000000000004,0.0,0.0,0.0,0.18206986282652152,0.096623635978031877,0.096276950861544155,9.4704704640059906e-11,4.1086506923833025e-08,2.1202685335442693e-08,1.0976705799536215e-09,1.6186433025116325e-12,1.0306060494680373e-26,3.8510289740754114e-13,1.3936698635357531e-40,4.2246337427541711e-16,1.0042167685936921e-28,6.9092238948491661e-17,2.9970123795780676e-26,1.9655621114407174e-26,3.357240532811735e-19,2.2893298435842184e-33,0.0033751447220372859,0.0074448318406228038,8.7557081740436899e-09,8.4749236592224594e-09,4.6608398311735296e-06,9.3558973215901441e-15,9.8439662156168684e-09,7.3105733241440461e-09,1.1921918228128581e-06,2.3393858361641093e-08,2.9318513819869206e-13,1.9827867746939878e-10,2.5719240519075909e-13,1.2897076177225316e-12,6.5441232075567894e-15
