Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(55),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),COX(57),H2X(56)
5.158138884379789e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33735323851522975,0.11846565063534742,0.022816570715596732,8.2384445500735194e-32,5.4987371989896774e-16,2.228735514027403e-14,1.9581889607740686e-12,4.2678468782436094e-18,1.4993443723723298e-18,9.3964289099527271e-12,7.1843749860319344e-39,1.1740559118371846e-12,4.4041920060604049e-26,1.1178230740200422e-20,9.9055003575213008e-28,7.1386556999078018e-29,2.4563571740334853e-16,6.6977211516169035e-30,0.00020431137992558558,9.9939524471577221e-06,2.2668452394666496e-10,4.8127431960073496e-13,1.5348578379251592e-08,1.5695708840835717e-14,2.154073814495616e-13,3.7763944144439948e-09,2.7672991750050197e-14,4.6574391321013859e-18,1.5972060765865722e-18,2.5518267272197429e-17
5.249297955014808e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33734951665240365,0.11846210555444138,0.022816482471276767,9.2383801687551786e-32,5.7471312609472905e-16,2.3530685877271704e-14,2.06854416924994e-12,4.3561790124756066e-18,1.5559971882702978e-18,9.5767368963612463e-12,7.8853350945372279e-39,1.1964643739950917e-12,4.657826001688131e-26,1.1679030014334727e-20,1.0648519752086475e-27,7.6777999908085642e-29,2.5632997764964151e-16,7.2130494756859361e-30,0.00020785638703458745,1.0170440962434421e-05,2.269917709428435e-10,4.9449176777947708e-13,1.5642260601002386e-08,1.5716982671768507e-14,2.2041733694193348e-13,3.849587460776503e-09,2.8714103070342573e-14,4.7860211137696626e-18,1.6877670994212961e-18,2.7370927206513361e-17
5.340457025649828e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33734579704930129,0.11845856272906871,0.022816394229244613,1.0339780833784925e-31,6.0027977186523361e-16,2.4820804467225242e-14,2.1830064503180804e-12,4.4447505873102498e-18,1.6137271964433616e-18,9.7572573216258879e-12,8.640387459053942e-39,1.2189322351922861e-12,4.9211797139004789e-26,1.2194181102427211e-20,1.1432726068609059e-27,8.2470332736640097e-29,2.6731513546362121e-16,7.7577823158874745e-30,0.0002113991385115646,1.034692489780282e-05,2.2729899648378014e-10,5.0787919183832501e-13,1.5936336524345534e-08,1.5738255018564472e-14,2.2552722677495391e-13,3.9228747640017305e-09,2.9775172023208047e-14,4.9162728386578319e-18,1.7817179895854144e-18,2.932355874711828e-17
5.431616096284847e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33734207970448388,0.11845502215779288,0.022816305989499033,1.1550981667620873e-31,6.2658501308352101e-16,2.6158647150267116e-14,2.301653461785446e-12,4.5335619101168383e-18,1.6725356571620815e-18,9.937990164837859e-12,9.4526415230509389e-39,1.241459572265355e-12,5.1944475720648637e-26,1.2723896011774702e-20,1.2259625183480262e-27,8.8474630105708287e-29,2.7859488976931036e-16,8.3330352469074999e-30,0.00021493963579302151,1.0523404255639266e-05,2.276062006388578e-10,5.2143692001526179e-13,1.6230806112191369e-08,1.5759525886876223e-14,2.3073740258231121e-13,3.9962562374520196e-09,3.0856237902602616e-14,5.0481978678656906e-18,1.8791231498558292e-18,3.1379714619329217e-17
5.522775166919866e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33733836461651362,0.11845148383917836,0.022816217752038803,1.2880865975160073e-31,6.5364027868119551e-16,2.7545153673430261e-14,2.4245630038635975e-12,4.6226132882464415e-18,1.7324238305544944e-18,1.011893540513643e-11,1.0325330798779621e-38,1.2640464620321769e-12,5.4778246640646591e-26,1.3268387818903317e-20,1.3130751648495432e-27,9.4802178803799564e-29,2.9017294661410043e-16,8.9399465274271737e-30,0.00021847788031452263,1.0699879038318308e-05,2.2791338346259924e-10,5.3516528050911076e-13,1.6525669327504249e-08,1.5780795280532423e-14,2.3604823244862179e-13,4.0697317943240255e-09,3.1957339961612662e-14,5.1817997657537242e-18,1.9800470986482264e-18,3.3543010800515474e-17
5.613934237554886e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33733465178395355,0.11844794777179048,0.022816129516862706,1.4338888792664523e-31,6.8145707056405484e-16,2.8981267278010296e-14,2.5518130182850208e-12,4.7119050290217515e-18,1.7933929766070748e-18,1.0300093021699122e-11,1.1261814968692922e-38,1.2866929812920305e-12,5.7715067338035945e-26,1.3827870666112807e-20,1.4047668602259295e-27,1.0146447712482081e-28,3.0205301913282463e-16,9.5796770669184829e-30,0.00022201387351069736,1.0876349248212709e-05,2.2822054499909632e-10,5.4906460147262859e-13,1.6820926133305289e-08,1.5802063202638649e-14,2.4146008476301567e-13,4.1433013476912839e-09,3.3078517413193457e-14,5.3170820999451464e-18,2.0845544693735164e-18,3.5817126162173701e-17
5.796252378824924e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33732723287932104,0.11844088238496071,0.022815953053357978,1.7680058882727727e-31,7.3942158462652199e-16,3.2006105093107064e-14,2.819646892300904e-12,4.8912108276180193e-18,1.9185792259773297e-18,1.0663045300459659e-11,1.334021869760917e-38,1.3321652154009487e-12,6.3905718594720204e-26,1.499267105415942e-20,1.6025260772619479e-27,1.1584030897667306e-28,3.2673409690895256e-16,1.0962346206925871e-29,0.00022907911166121262,1.1229275959130222e-05,2.2883480435895865e-10,5.7737743719132041e-13,1.7412620368659119e-08,1.5844594642706201e-14,2.5258833122664238e-13,4.29072209561005e-09,3.5381255143656157e-14,5.5927023630680687e-18,2.3045785468665932e-18,4.0712824046583705e-17
5.978570520094963e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3373198229791099,0.11843382598584498,0.02281577659897507,2.1662463358018966e-31,8.0057202068015167e-16,3.5240775638632376e-14,3.1057814028109674e-12,5.0714817637097057e-18,2.048104482378793e-18,1.1026846835089814e-11,1.571732337240115e-38,1.3778768886198168e-12,7.0532218710095855e-26,1.6220031409547073e-20,1.8205472747089523e-27,1.3169829900567435e-28,3.5266796796946073e-16,1.2490779757010627e-29,0.00023613536170317937,1.1582184407338526e-05,2.2944897895826675e-10,6.0637805147793191e-13,1.800588852326358e-08,1.588712022411817e-14,2.6412509340269103e-13,4.4385177832832326e-09,3.7764763978548501e-14,5.8750872630196386e-18,2.5397147115065944e-18,4.6097478365272922e-17
6.160888661365001e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33731242207185824,0.11842677856299949,0.022815600153704204,2.6384872230674061e-31,8.6500301405361403e-16,3.8692949443285103e-14,3.4108450930806929e-12,5.2527202943680406e-18,2.1819788206913607e-18,1.1391497459896572e-11,1.8424763788466792e-38,1.4238286146831815e-12,7.761046099749306e-26,1.751170291467797e-20,2.0601830399333931e-27,1.4913798522051294e-28,3.7988458909303068e-16,1.4175077479436409e-29,0.00024318263508047461,1.1935074611756089e-05,2.3006306899356349e-10,6.360690679087134e-13,1.8600730302660819e-08,1.5929639960922513e-14,2.7607332654276086e-13,4.5866877107314307e-09,4.022935614776558e-14,6.1642654580090244e-18,2.7904840989462209e-18,5.2002749987516466e-17
6.34320680263504e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33730503014611884,0.11841974010499502,0.022815423717535629,3.1957750874406562e-31,9.3281036635685634e-16,4.2370352067153627e-14,3.7354687003087061e-12,5.4349288758814872e-18,2.3202123135970217e-18,1.1756997009463589e-11,2.1496407576151821e-38,1.4700210070359165e-12,8.515644197195953e-26,1.8869453575585e-20,2.3228311163741733e-27,1.6826224594451759e-28,4.0841402771378838e-16,1.6025700428207371e-29,0.0002502209432224189,1.2287946591273475e-05,2.3067707464404598e-10,6.6645310932648849e-13,1.9197145412841089e-08,1.5972153865971776e-14,2.8843598968564442e-13,4.7352311759237833e-09,4.2775343220813244e-14,6.4602656586017061e-18,3.0574096259329737e-18,5.8461278321336752e-17
6.707843085175117e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33729027319346078,0.11840569003786464,0.022815070872466314,4.6163739708933009e-31,1.0789432563011741e-15,5.043202233076977e-14,4.4459295365315859e-12,5.8022660126204463e-18,2.6097970429497312e-18,1.249054222249218e-11,2.8879665372091721e-38,1.5631302429425305e-12,1.0171612392040924e-25,2.1790348967448373e-20,2.9229822508630785e-27,2.1199279966831975e-28,4.6953218021430625e-16,2.0269592456739749e-29,0.00026427070944489377,1.2993635951030752e-05,2.31904833466608e-10,7.2931075483833114e-13,2.0394694451605039e-08,1.6057164229422302e-14,3.1441646083754056e-13,5.0334359011603138e-09,4.8112745023049336e-14,7.0728471846001017e-18,3.6418296300409149e-18,7.3173544951748661e-17
7.072479367715194e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33727555202984966,0.11839167569331077,0.022814718063689295,6.5439181719887203e-31,1.239760795086538e-15,5.9488698657994499e-14,5.2422535343934443e-12,6.1735128082039255e-18,2.9169392079748169e-18,1.3227481155978979e-11,3.8186163519362528e-38,1.6572094981049406e-12,1.2034131263262339e-25,2.4997200774163683e-20,3.6330931747881379e-27,2.6378033389935228e-28,5.3626518036322491e-16,2.5313473543074343e-29,0.00027828475151423155,1.3699252637177317e-05,2.3313225669108222e-10,7.9497195614171498e-13,2.1598533295873612e-08,1.6142151405741161e-14,3.4209025343890051e-13,5.3331263016890485e-09,5.3779448590670606e-14,7.7130625939342409e-18,4.2971935467276771e-18,9.051494659070264e-17
7.437115650255271e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33726086656423204,0.11837769698042304,0.022814365291126945,9.1200177308007942e-31,1.4160723497273065e-15,6.9604185624593684e-14,6.1295651813174628e-12,6.5486888839170251e-18,3.2417193110945589e-18,1.3967812495640393e-11,4.9776398039338938e-38,1.7522636696516216e-12,1.4116372731064695e-25,2.850476578264771e-20,4.465991170428491e-27,3.2456956219727231e-28,6.0885755788046835e-16,3.1254312265967007e-29,0.00029226316034139041,1.4404796799834419e-05,2.3435934553428416e-10,8.634576697005521e-13,2.2808659608399079e-08,1.6227115482947417e-14,3.7148117220044475e-13,5.6342966873884525e-09,5.9777922363451904e-14,8.3811435126397923e-18,5.0277484922433673e-18,1.1078178640808406e-16
7.801751932795347e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33724621670578769,0.11836375380852315,0.022814012554701824,1.2516284476597295e-30,1.6087068448110339e-15,8.0843185091874313e-14,7.1130236439664041e-12,6.9278138480205281e-18,3.5842178196953702e-18,1.4711534930999341e-11,6.4055386489365926e-38,1.8482976500803334e-12,1.6431676631002781e-25,3.2328076317106851e-20,5.4352437227495342e-27,3.9535993067634335e-28,6.875556168278961e-16,3.8195110694111822e-29,0.00030620602660515206,1.5110268588678712e-05,2.355861012080443e-10,9.3478884033967695e-13,2.4025071058201471e-08,1.6312056548809028e-14,4.0261307871795461e-13,5.9369413354557461e-09,6.6110623929163418e-14,9.0773224572968291e-18,5.8377697205589364e-18,1.3428596880026823e-16
8.166388215335424e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33723160236392807,0.11834984608716438,0.022813659854336709,1.6938972562914332e-30,1.8185130407440566e-15,9.327130041911527e-14,8.1978225599879181e-12,7.3109072958187547e-18,3.9445151662292265e-18,1.5458647155364935e-11,8.1475754832502941e-38,1.9453163272672971e-12,1.8993551383727104e-25,3.6482441949131961e-20,6.5551632972236227e-27,4.772059632664345e-28,7.7260743387363138e-16,4.6244981764871211e-29,0.00032011344075277257,1.5815668152943699e-05,2.368125249221361e-10,1.0089864012798676e-12,2.5247765320519408e-08,1.6396974691046524e-14,4.3550989021449336e-13,6.2410544906054056e-09,7.2779999933842824e-14,9.8018328517855134e-18,6.7315604483307629e-18,1.6135495782812144e-16
8.531024497875501e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33721702344829607,0.11833597372613092,0.022813307189954578,2.2633982075711482e-30,2.0463598045449945e-15,1.0695504048864748e-13,9.3891898321611524e-12,7.6979888097484088e-18,4.3226917483136949e-18,1.6209147865833351e-11,1.0254081091704951e-37,2.0433245844763298e-12,2.181567463382393e-25,4.0983451138809467e-20,7.8408119029758006e-27,5.7121759100020379e-28,8.6426285649542315e-16,5.5519224386018081e-29,0.00033398549300062564,1.6520995641421113e-05,2.3803861787766526e-10,1.0860712741651146e-12,2.6476740076790468e-08,1.6481869996876197e-14,4.7019557827242215e-13,6.5466303652749474e-09,7.9788485993362475e-14,1.0554909043690047e-17,7.7134516820377147e-18,1.923317384198746e-16
9.260297062955654e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33718797153544011,0.11830833472532751,0.0228126019688322,3.9056307515010733e-30,2.5597526467243625e-15,1.3835998251411435e-13,1.211271123017777e-11,8.4841943017922714e-18,5.1330040359591943e-18,1.7720309552300089e-11,1.5789013692368363e-37,2.2423293489997179e-12,2.8296227256055932e-25,5.1089158348747746e-20,1.0973319184462836e-26,8.0045635452883611e-28,1.068392754640483e-15,7.8233395526967069e-29,0.00036162387151148862,1.7931434983978868e-05,2.4048981628578905e-10,1.2489865846450325e-12,2.8953521827684546e-08,1.6651592446469651e-14,5.4502973458917425e-13,7.1621469626436645e-09,9.483247506839539e-14,1.2147700926408597e-17,9.9589976751905869e-18,2.674580366158599e-16
9.989569628035808e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33715906024896725,0.11828083608898139,0.022811896890722556,6.47648890112207e-30,3.156248962389605e-15,1.7560835195167258e-13,1.5326088763298375e-11,9.2865867288709965e-18,6.0157971703840346e-18,1.9245009642324108e-11,2.3526488165577927e-37,2.445350917820143e-12,3.598616564265153e-25,6.2775547680797846e-20,1.4968429686276115e-26,1.0930765848031206e-27,1.3019794536303243e-15,1.0738664754433092e-28,0.00038912187927353341,1.9341587797900387e-05,2.4293970591451958e-10,1.4237019145403349e-12,3.1455397884787757e-08,1.6821224588497857e-14,6.2730835926466271e-13,7.7834441888409152e-09,1.112618521649757e-13,1.3857591995281272e-17,1.2609605169143659e-17,3.6271795232072927e-16
9.999999999999999e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33715864776377941,0.11828044380623275,0.02281188680742454,6.5218116280956485e-30,3.1654202042507952e-15,1.7618621390086678e-13,1.5375810008927923e-11,9.2981810656196137e-18,6.0289521265961619e-18,1.9266914713711318e-11,2.3656009684481799e-37,2.4482839456151592e-12,3.6105482341960017e-25,6.295480852587651e-20,1.5032532100451087e-26,1.0977735326097649e-27,1.3055439869863265e-15,1.0785580449436897e-28,0.00038951415298629484,1.9361754341364854e-05,2.4297473584940022e-10,1.4262871735809692e-12,3.149136273141517e-08,1.6823650089145085e-14,6.2854008416333881e-13,7.7923719500728711e-09,1.1150697427594496e-13,1.3882906257678742e-17,1.2650626433477381e-17,3.6424221427497626e-16
1.0718842193115961e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3371302888742892,0.11825347710361746,0.022811191955016758,1.0378129270166958e-29,3.8435519906269759e-15,2.1926524853140736e-13,1.9072358705592813e-11,1.010532229411103e-17,6.9717130878537991e-18,2.0783237847404376e-11,3.408473161465632e-37,2.6524281918206491e-12,4.5001071917615594e-25,7.6177540241561824e-20,1.9974099868221741e-26,1.4599867431765794e-27,1.5670853404662738e-15,1.4413193862917794e-28,0.00041648022976605232,2.0751455257749344e-05,2.4538829620139813e-10,1.6103842232839876e-12,3.3982349918487828e-08,1.6990767112378032e-14,7.1722505225698697e-13,8.4104746011198433e-09,1.2909569627889365e-13,1.5686491999573967e-17,1.5700905452521965e-17,4.8141100167283298e-16
1.1448114758196114e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3371016567004626,0.11822625705939852,0.022810487161109113,1.6142274929911385e-29,4.6297137441379006e-15,2.6991066584408668e-13,2.339508614215583e-11,1.0940557001313849e-17,8.0013931760307349e-18,2.2334983938238531e-11,4.8195225151210517e-37,2.8635999988476179e-12,5.5459300872470478e-25,9.1434683002290557e-20,2.6150726149157796e-26,1.9130139886213425e-27,1.8658010036931216e-15,1.8972867098058048e-28,0.00044369963283038698,2.2161038531145949e-05,2.4783559652852732e-10,1.8092002879036641e-12,3.6534359694494913e-08,1.7160220705312373e-14,8.1497416084901938e-13,9.0431902590633904e-09,1.4835290166448783e-13,1.7636327096386757e-17,1.9268958153917631e-17,6.2708237291024878e-16
1.2177387323276268e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33707316302017093,0.11819917525010662,0.02280978250839712,2.4459964792739116e-29,5.5231442368911892e-15,3.2813962521169375e-13,2.833835831511505e-11,1.1792446657203357e-17,9.1054782768723588e-18,2.390023774438311e-11,6.6714388494855919e-37,3.0789050939627232e-12,6.7482001492629161e-25,1.0869120300835344e-19,3.3671290415655199e-26,2.4649145998627838e-27,2.200245188836337e-15,2.4554521851372614e-28,0.00047078079468861723,2.3570338778808581e-05,2.5028161619459702e-10,2.0203167039504568e-12,3.9111409072731424e-08,1.7329586050380197e-14,9.2075073859987144e-13,9.6815427310728148e-09,1.6905217516960044e-13,1.9709040404500072e-17,2.3350245671150778e-17,8.0352227966908771e-16
1.3635932453436575e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33701658832894643,0.11814542352941655,0.022808373624165931,5.2538656652883043e-29,7.6672980430919823e-15,4.6980419600162831e-13,4.0265455856869224e-11,1.354681306951278e-17,1.153942417315589e-17,2.7071228112544906e-11,1.2110413265089194e-36,3.5220698062773328e-12,9.6719513819146683e-25,1.4980300869287987e-19,5.3499948143007776e-26,3.9210680176303227e-27,2.9849346244373183e-15,3.9387151782309184e-28,0.00052453120169053294,2.6388094805545883e-05,2.5516985040766621e-10,2.480116070442824e-12,4.4340554539261908e-08,1.7668054714775913e-14,1.157169798917727e-12,1.0974961974518093e-08,2.1485080103574228e-13,2.4230962319042023e-17,3.3200534487611359e-17,1.2650908388955258e-15
1.5094477583596882e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33696055921390705,0.11809221636348305,0.022806965297566324,1.0476024507767609e-28,1.0350811743949212e-14,6.4932476273693133e-13,5.5216534454289674e-11,1.5369664125295469e-17,1.4278666707424821e-17,3.0296128749754965e-11,2.070810170311211e-36,3.9822309229965409e-12,1.3373950263970806e-24,2.0076243464557108e-19,8.1101077534571146e-26,5.9494676512735294e-27,3.9386650699513019e-15,6.0233482280787033e-28,0.00057773702886849336,2.9204732487247699e-05,2.6005307187022411e-10,2.991111491236392e-12,4.9669643035786953e-08,1.8006178510187032e-14,1.4280552135174842e-12,1.2290335305432867e-08,2.6663738101478754e-13,2.9268163359956991e-17,4.5551870759568267e-17,1.9013213869593223e-15
1.6553022713757189e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33690507014518539,0.11803954823096903,0.022805557523891358,1.965337255351232e-28,1.3654820853173326e-14,8.7201610114177988e-13,7.3562393664445061e-11,1.7262239402516778e-17,1.7328313261559605e-17,3.3574860369571523e-11,3.3730371665595297e-36,4.4596958895082816e-12,1.7961394480048497e-24,2.6289730280478423e-19,1.1832611850019472e-25,8.6866453473018466e-27,5.0793956513850982e-15,8.8606809121075649e-28,0.00063040379759147201,3.2020260865414653e-05,2.6493135265432855e-10,3.5546292872131523e-12,5.509853271098982e-08,1.8343962803204281e-14,1.7349886059607048e-12,1.3627258264506732e-08,3.2455455879595239e-13,3.4836856946670252e-17,6.0710751590873051e-17,2.7513157217039844e-15
1.8011567843917496e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33685011564917428,0.11798741366668486,0.022804150298483494,3.5043126932638612e-28,1.7667112290402877e-14,1.1434461879770869e-12,9.568152426283602e-11,1.9225775530177615e-17,2.0693462757776832e-17,3.6907344589124375e-11,5.2772855178097439e-36,4.954771009957505e-12,2.3546158448753045e-24,3.3761550128774906e-19,1.6724131881712006e-25,1.2284952661644653e-26,6.4255318187334158e-15,1.2621977786483991e-27,0.00068253697308057334,3.4834688875068465e-05,2.6980476378285234e-10,4.1719929584905004e-12,6.0627083107905487e-08,1.8681412916932316e-14,2.0795589044960565e-12,1.4985319178587544e-08,3.8874173600535326e-13,4.0953583020103527e-17,7.8989884537785218e-17,3.8580706790629822e-15
1.94701129740778e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33679569030795142,0.11793580726101441,0.022802743616734057,5.9853783910641002e-28,2.2482445232999239e-14,1.4694404001724121e-12,1.2195987878817742e-10,2.1261506253189352e-17,2.4379205746606932e-17,4.0293503916992371e-11,7.9811172041141751e-36,5.4677614546973731e-12,3.02448614362192e-24,4.2640669823568713e-19,2.3013199110540355e-25,1.6912859243621059e-26,7.9959239752752241e-15,1.74992960787772e-27,0.00073414196498296539,3.7648025346050795e-05,2.7467337521517851e-10,4.8445232106412366e-12,6.6255155127535554e-08,1.9018534130870591e-14,2.463360997139663e-12,1.6364099384401854e-08,4.5933499610687261e-13,4.7635227115752421e-17,1.0070799652590264e-16,5.2684818160900398e-15
2.0928658104238107e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33674178875870903,0.11788472365934638,0.022801337474082681,9.8529557509997749e-28,2.8202878356846719e-14,1.8560856898962109e-12,1.5279063819461863e-10,2.3370662496348852e-17,2.8390624493770087e-17,4.3733261741035441e-11,1.1725476536128715e-35,5.9989712676012646e-12,3.81789354094986e-24,5.308440493448854e-19,3.0950666042629581e-25,2.2755241534587697e-26,9.8098661148526511e-15,2.3706355460993404e-27,0.00078522412794037265,4.0460279004314751e-05,2.7953725592865579e-10,5.5735379797086248e-12,7.1982610992603571e-08,1.9355331687404542e-14,2.8879943832615607e-12,1.7763173456172043e-08,5.3646703121621902e-13,5.4899039772957335e-17,1.2618963978846638e-16,7.0333519409423183e-15
2.2387203234398414e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33668840569318997,0.11783415756151183,0.02279993186601683,1.5709024616206535e-27,3.4938103480978971e-14,2.309734737417746e-12,1.8857397482570405e-10,2.5554472427361496e-17,3.2732793065910146e-17,4.7226542316539721e-11,1.6800448068493013e-35,6.5487033732306353e-12,4.7474692658456968e-24,6.5258589953145819e-19,4.0810110261583858e-25,3.0013661727430731e-26,1.1887094469290446e-14,3.1479419970748461e-27,0.00083578876215186664,4.3271458473208386e-05,2.8439647393258823e-10,6.3603524568128973e-12,7.7809314211941176e-08,1.9691810793604024e-14,3.3550618216285927e-12,1.9182109437080453e-08,6.2026707158673964e-13,6.2762656289583621e-17,1.5576499497381879e-16,9.2074041134160704e-15
2.384574836455872e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33663553585712935,0.11778410372122716,0.022798526788071243,2.4353364986869696e-27,4.2805785739674126e-14,2.8370100810973473e-12,2.2971681180546788e-10,2.7814161518128557e-17,3.7410777415139936e-17,5.0773270754610232e-11,2.355141046105672e-35,7.1172595838533166e-12,5.8263393176833031e-24,7.9337747834277936e-19,5.2888226895341761e-25,3.8906636562794131e-26,1.4247786166826661e-14,4.1078192289703581e-27,0.00088584111393064872,4.6081572274749386e-05,2.8925109624542084e-10,7.2062791117734193e-12,8.3735129545427735e-08,2.0027976620449615e-14,3.8661679772507632e-12,2.0620469074455473e-08,7.1086081800272858e-13,7.1244116821798418e-17,1.8976967151182134e-16,1.1849298949343006e-14
2.5304293494719028e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33658317404970234,0.1177345569455433,0.02279712223582744,3.6830767292577902e-27,5.193191030056317e-14,3.4448082239054796e-12,2.7663257898046812e-10,3.0150952604686164e-17,4.2429635462416116e-17,5.4373373010635698e-11,3.2385603445510652e-35,7.704940606314589e-12,7.0681311788949244e-24,9.5505258895625426e-19,6.7505209433182287e-25,4.9669895674234314e-26,1.6912557900489893e-14,5.2786720393535638e-27,0.0009353863762549099,4.8890628830891331e-05,2.9410118891620715e-10,8.1126277159022094e-12,8.9759922969238427e-08,2.0363834305101076e-14,4.4229180679123308e-12,2.2077808058463507e-08,8.08370377062483e-13,8.0361886830779927e-17,2.2854450534192332e-16,1.5021655900492736e-14
2.6762838624879335e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33653131512297701,0.11768551209430064,0.022795718204913207,5.4485896170305878e-27,6.2451135544136404e-14,4.1403037171469805e-12,3.2974096562964668e-10,3.2566065946297523e-17,4.7794417179790273e-17,5.8026775872898076e-11,4.3779118833347558e-35,8.3120460487668902e-12,8.4869805026294933e-24,1.1395352910027576e-18,8.5005118920003972e-25,6.2556629453126807e-26,1.990246460522355e-14,6.6914316423045943e-27,0.00098442968931301464,5.1698636464781329e-05,2.9894681705555583e-10,9.0807053641175361e-12,9.5883561641488011e-08,2.0699388953795801e-14,5.0269165119897565e-12,2.3553676264118958e-08,9.1291419939963206e-13,9.013487787415666e-17,2.7243535417538525e-16,1.8791078039799815e-14
2.822138375503964e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33647995398137404,0.11763696407958928,0.022794314691002109,7.9026511742571173e-27,7.4507152628391133e-14,4.9309532225225177e-12,3.8946767017795918e-10,3.5060719283245717e-17,5.3510164671565892e-17,6.1733406951397179e-11,5.8284326255339023e-35,8.9388744272616887e-12,1.0097537776768775e-23,1.3488415774341012e-18,1.057562416175015e-24,7.7837726453423944e-26,2.3238998143483264e-14,8.3796487654583266e-27,0.0010329761410431382,5.4505603402009518e-05,3.0378804484041801e-10,1.0111816496305892e-11,1.0210591386836292e-07,2.1034645642908874e-14,5.6797655789662491e-12,2.5047617996407731e-08,1.0246070209138165e-12,1.0058246873771072e-16,3.2179289048514982e-16,2.3228179942996253e-14
2.967992888519995e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33642908558113033,0.11758890786521503,0.022792911689812987,1.1259580650858976e-26,8.8253051418677502e-14,5.8244995531513798e-12,4.5624414711770937e-10,3.7636127893151494e-17,5.9581912254368078e-17,6.5493194666828956e-11,7.6537747541702547e-35,9.5857231722041795e-12,1.1914974965144923e-23,1.5850810455799263e-18,1.3015143510138316e-24,9.5802000254935003e-26,2.6944085999483182e-14,1.0379587954530587e-26,0.0010810307676673628,5.7311537771849967e-05,3.08624935519588e-10,1.120726291786653e-11,1.0842684907065576e-07,2.1369609420033573e-14,6.3830640438374208e-12,2.6559172238291354e-08,1.1435598070320525e-12,1.1172452690550036e-16,3.7697239238725694e-16,2.8407618390936653e-14
3.1138474015360255e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33637870492976973,0.11754133846617074,0.02279150919710948,1.5785466042127026e-26,1.0385169278319819e-13,6.8289756936948164e-12,5.3050735132022042e-10,4.0293504646255518e-17,6.6014686536130716e-17,6.9306068239691786e-11,9.926839532345362e-35,1.0252888634671413e-11,1.3954992126092708e-23,1.8504585625081261e-18,1.5860846269042642e-24,1.1675640564391088e-25,3.1040089981995981e-14,1.2730323085750898e-26,0.0011285985542202135,6.0116447608492919e-05,3.1345755143282914e-10,1.2368343819522948e-11,1.1484623775066089e-07,2.1704285305975359e-14,7.1384058469092183e-12,2.808787290139419e-08,1.2698797000461505e-12,1.235814303691391e-16,4.3833353255973183e-16,3.4408125671819473e-14
