Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),COX(50),H2X(49),CHOX(53)
5.243898507765411e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33096093028986401,0.11304469310338196,0.022332640054778419,0.0,3.0432470026238866e-08,3.2089532591195633e-07,1.7022734426359276e-06,1.3260898274795706e-14,2.0543534642482209e-21,8.9292726702318387e-09,6.8514699526065116e-30,6.2773932412015968e-09,4.377401633878741e-22,1.2089805978342518e-13,1.1780541351591819e-17,4.8144213846749439e-20,3.6057457791896e-10,5.0580087088560341e-22,0.0056233455704892436,0.00097611103032334647,1.8670212806530504e-09,1.0941013671512816e-08,6.9448665007135281e-06,1.4114200126641252e-13,3.2364208900976296e-09,2.1081283124129519e-07,2.3542826950823325e-10,1.7894717784523054e-12,1.3880726192508246e-12,4.3467877504524349e-09,7.283630893029981e-16
5.2618787387224465e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33095581484494524,0.11304286916529085,0.022331000452585407,0.0,3.0971629576730339e-08,3.2544231559714517e-07,1.7140499458349736e-06,1.338153158347526e-14,2.0925773985595551e-21,8.9692179963039725e-09,6.9781626055248364e-30,6.3075616563097083e-09,4.4247559719624981e-22,1.227320440257925e-13,1.1925092855522292e-17,4.8674251432680365e-20,3.649070247941464e-10,5.1289087431635059e-22,0.0056251577694640224,0.00097937781949550273,1.8725909671398378e-09,1.1035176682906605e-08,6.9812429054881699e-06,1.416470402062345e-13,3.2518879148990256e-09,2.1071343652303761e-07,2.3644189651398968e-10,1.8200837523718784e-12,1.3976545205522555e-12,4.4102956380201055e-09,7.3534191301104163e-16
5.279858969679482e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33095072298294193,0.11304106842195531,0.022329361021329507,0.0,3.1518309949752852e-08,3.3003604092099951e-07,1.7258602463078241e-06,1.3502891345135085e-14,2.1313684176727579e-21,9.0092266579042072e-09,7.1067957522790861e-30,6.3378038036775521e-09,4.4724758634675152e-22,1.2458729090851565e-13,1.2070900140719907e-17,4.9207942100340041e-20,3.6927532893303102e-10,5.2005745887256668e-22,0.005626946738969265,0.00098264422501210527,1.8781602782792803e-09,1.1129764889500212e-08,7.0176475631495956e-06,1.421527380182052e-13,3.2673654060525829e-09,2.1061488332351138e-07,2.3745724400140338e-10,1.8511095744117045e-12,1.4072637867190015e-12,4.4744810766224916e-09,7.4236211956021587e-16
5.2978392006365174e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33094565441497664,0.11303929058422851,0.022327721760757778,0.0,3.2072584613406476e-08,3.3467676681383645e-07,1.7377043496011341e-06,1.3624979734659714e-14,2.1707326805808039e-21,9.0492986524760532e-09,7.2373931778519147e-30,6.3681196105016001e-09,4.5205631059916019e-22,1.2646396525244128e-13,1.2217970145667828e-17,4.9745296366442706e-20,3.7367963381425068e-10,5.2730121490088842e-22,0.0056287127681543727,0.00098591024730056869,1.8837292131843509e-09,1.1224777580120178e-08,7.0540797792566988e-06,1.426590937766017e-13,3.2828531024121855e-09,2.1051716376993634e-07,2.384743127246519e-10,1.8825531285084289e-12,1.4169004218236489e-12,4.5393481605859161e-09,7.4942376065644022e-16
5.315819431593553e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33094060885577664,0.11303753536656255,0.022326082670620223,0.0,3.2634527360404094e-08,3.3936475764005673e-07,1.7495822612967333e-06,1.3747798926821765e-14,2.210676383391095e-21,9.0894339774639743e-09,7.3699788905777951e-30,6.3985090012023845e-09,4.5690195025850487e-22,1.2836223238100517e-13,1.2366309822448272e-17,5.0286324750032682e-20,3.781200824499886e-10,5.3462273564823646e-22,0.0056304561425698108,0.00098917588678211293,1.8892977709598553e-09,1.1320214029660621e-08,7.0905388598494137e-06,1.4316610650627656e-13,3.2983507407781436e-09,2.1042026994821619e-07,2.3949310333065915e-10,1.914418313549874e-12,1.4265644299608155e-12,4.6049009780143653e-09,7.5652688663827049e-16
5.333799662550588e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3309355860236286,0.11303580248696378,0.022324443750669717,0.0,3.320421230554304e-08,3.4410027717977985e-07,1.7614939870034268e-06,1.3871351096280229e-14,2.2512057592152875e-21,9.1296326303128558e-09,7.5045771236797808e-30,6.4289718974345061e-09,4.6178468617689285e-22,1.3028225811633665e-13,1.2515926136467257e-17,5.0831037772485879e-20,3.8259681738051024e-10,5.4202261727061389e-22,0.0056321771442119084,0.00099244114387184558,1.8948659507027222e-09,1.141607349916617e-08,7.1270241114906959e-06,1.4367377518292091e-13,3.3138580560084346e-09,2.1032419391098003e-07,2.4051361636412682e-10,1.9467090432158662e-12,1.4362558152405503e-12,4.6711436105043347e-09,7.6367154648460729e-16
5.351779893507624e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33093058564033478,0.11303409166694828,0.022322805000661992,0.0,3.3781713883143956e-08,3.488835886105327e-07,1.7734395323492066e-06,1.3995638417578836e-14,2.2923270780560171e-21,9.1698946084674789e-09,7.6412123368140004e-30,6.4595082180968225e-09,4.6670469975533426e-22,1.3222420877534292e-13,1.2666826066179622e-17,5.137944595750914e-20,3.8710998066874232e-10,5.4950145884193457e-22,0.005633876051567106,0.00099570601897884655,1.900433751502278e-09,1.1512355235916199e-08,7.1635348413084722e-06,1.4418209873332369e-13,3.3293747811275806e-09,2.1022892768521468e-07,2.4153585227240633e-10,1.9794292458170585e-12,1.4459745817820732e-12,4.7380801328601013e-09,7.7085778782214099e-16
5.369760124464659e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33092560743116922,0.11303240263149848,0.022321166420355601,0.0,3.4367106844457649e-08,3.5371495448899708e-07,1.7854189029738618e-06,1.4120663065144384e-14,2.3340466466904587e-21,9.2102199093720159e-09,7.7799092176218774e-30,6.4901178793427384e-09,4.7166217294555401e-22,1.3418825116577302e-13,1.2819016602814379e-17,5.1931559831137157e-20,3.9165971389489279e-10,5.5705986236288051e-22,0.0056355531396556566,0.00099897051250624736,1.906001172440514e-09,1.1609058473510231e-08,7.200070357037553e-06,1.4469107603564707e-13,3.3449006474330502e-09,2.1013446327950222e-07,2.4255981141020498e-10,2.0125828641326178e-12,1.4557207337078353e-12,4.8057146128095297e-09,7.7808565693324385e-16
5.3877403554216946e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33092065112483365,0.11303073510901979,0.022319528009511862,0.0,3.4960466255039979e-08,3.5859463673281518e-07,1.7974321045219785e-06,1.4246427213285136e-14,2.3763708085508539e-21,9.2506085304694465e-09,7.9206926832901004e-30,6.5208007945906742e-09,4.7665728825179649e-22,1.3617455258226293e-13,1.2972504750100512e-17,5.2487389921727364e-20,3.9624615815111573e-10,5.6469843276978801e-22,0.0056372086800747755,0.0010022346248513136,1.9115682125923612e-09,1.1706182431954709e-08,7.2366299670614728e-06,1.4520070591969978e-13,3.3604353845993187e-09,2.1004079269087645e-07,2.4358549404413761e-10,2.0461738552461214e-12,1.4654942751378969e-12,4.8740511107204428e-09,7.8535519876342807e-16
5.40572058637873e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33091571645341628,0.11302908883129807,0.022317889767894863,0.0,3.556186749209533e-08,3.6352289660245905e-07,1.8094791426363087e-06,1.4372933036189198e-14,2.4193059436019009e-21,9.291060469201081e-09,8.0635878821183636e-30,6.5515568745346351e-09,4.8169022873262052e-22,1.3818328080236056e-13,1.3127297523993101e-17,5.3046946759952796e-20,4.0086945403621768e-10,5.7241777794356308e-22,0.0056388429410412551,0.0010054983564055226,1.9171348710259455e-09,1.1803726317750885e-08,7.2732129804543181e-06,1.4571098716722465e-13,3.3759787207794513e-09,2.0994790791131174e-07,2.4461290035711966e-10,2.0802061903801903e-12,1.4752952101846133e-12,4.9430936793175524e-09,7.9266645692940869e-16
5.4237008173357654e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33091080315234778,0.11302746353345748,0.022316251695271384,0.0,3.617138624178904e-08,3.6849999468316524e-07,1.8215600229514963e-06,1.4500182707922943e-14,2.4628584682151773e-21,9.3315757230059815e-09,8.2086201950949502e-30,6.5823860271549726e-09,4.8676117800268243e-22,1.402146040825331e-13,1.3283401952399959e-17,5.3610240878792944e-20,4.055297416504095e-10,5.8021850871862602e-22,0.0056404561874335499,0.0010087617075546433,1.9227011468028455e-09,1.1901689323983993e-08,7.3098187070224532e-06,1.4622191851218341e-13,3.3915303827043754e-09,2.0985580093385762e-07,2.4564203045260964e-10,2.1146838547294761e-12,1.4851235429475965e-12,5.0128463634000527e-09,8.000194737266103e-16
5.441681048292801e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33090591096036065,0.11302585895391903,0.022314613791410892,0.0,3.6789098496529229e-08,3.7352619086693635e-07,1.8336747510881536e-06,1.4628178402429448e-14,2.5070348350404485e-21,9.3721542893204372e-09,8.3558152374801232e-30,6.6132881577292371e-09,4.9187032023451208e-22,1.4226869115415581e-13,1.3440825074908708e-17,5.4177282813522987e-20,4.1022716059010171e-10,5.8810123889188391e-22,0.0056420486808333361,0.0010120246786788096,1.9282670389783393e-09,1.2000070630413563e-08,7.3464464573461984e-06,1.4673349864105676e-13,3.407090095779701e-09,2.0976446375843223e-07,2.4667288435870028e-10,2.1496108472924426e-12,1.4949792775089753e-12,5.0833131995598842e-09,8.0741429013721994e-16
5.4596612792498363e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33090103961944833,0.11302427483435941,0.022312976056085496,0.0,3.7415080552218293e-08,3.7860174433461443e-07,1.8458233326472661e-06,1.4756922293526952e-14,2.5518415328740635e-21,9.4127961655774256e-09,8.5051988603973786e-30,6.6442631688431977e-09,4.9701784016027697e-22,1.4434571121948297e-13,1.3599573942514409e-17,5.474808310170121e-20,4.1496184994274484e-10,5.9606658523173267e-22,0.0056436206795665543,0.0010152872701525994,1.9338325466016527e-09,1.2098869403564977e-08,7.3830955428214371e-06,1.4724572619313938e-13,3.4226575841802542e-09,2.0967388839728709e-07,2.4770546203206555e-10,2.1849911807015482e-12,1.5048624179289232e-12,5.1544982159007144e-09,8.1485094583788994e-16
5.477641510206872e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33089618887482386,0.11302271091967062,0.022311338489069913,0.0,3.8049409005474678e-08,3.8372691353802626e-07,1.8580057732049203e-06,1.4886416554907327e-14,2.5972850865243059e-21,9.4535013492060593e-09,8.6567971524326266e-30,6.6753109604020014e-09,5.0220392307353613e-22,1.4644583394760214e-13,1.3759655617347679e-17,5.5322652283154819e-20,4.1973394828171609e-10,6.0411516748708621e-22,0.0056451724387439426,0.0010185494823451056,1.9393976687161966e-09,1.2198084796822138e-08,7.4197652757011231e-06,1.4775859976085084e-13,3.4382325709422163e-09,2.0958406688015554e-07,2.4873976336176151e-10,2.2208288810522399e-12,1.5147729682414375e-12,5.2264054317576815e-09,8.223294792077034e-16
5.495621741163907e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33089135847487972,0.11302116695791971,0.022309701090141437,0.0,3.8692160750825236e-08,3.8890195618220631e-07,1.8702220783073391e-06,1.5016663360134561e-14,2.6433720566738326e-21,9.4942698376310307e-09,8.8106364412412531e-30,6.7064314296414573e-09,5.0742875483098527e-22,1.4856922947037143e-13,1.3921077172403381e-17,5.590100089996432e-20,4.2454359366124995e-10,6.1224760839643494e-22,0.0056467042103010576,0.0010218113156200146,1.9449624043598045e-09,1.2297715950521412e-08,7.4564549691367358e-06,1.4827211789004169e-13,3.4538147780530074e-09,2.0949499125909762e-07,2.4977578817289033e-10,2.2571279877304576e-12,1.5247109324503784e-12,5.2990388574179448e-09,8.2984992733593417e-16
5.5136019721209427e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33088654817114865,0.11301964270030952,0.022308063859079914,0.0,3.9343412977868564e-08,3.9412712920769519e-07,1.8824722534662133e-06,1.5147664882643316e-14,2.6901090397391583e-21,9.535101628272087e-09,8.9667432951631419e-30,6.737624471139469e-09,5.1269252185418876e-22,1.5071606837834096e-13,1.408384569126994e-17,5.6483139496446491e-20,4.293909236114167e-10,6.2046453369693166e-22,0.0056482162430378097,0.0010250727703356715,1.9505267525649548e-09,1.2397761992046571e-08,7.4931639372195971e-06,1.4878627908031261e-13,3.4694039265388215e-09,2.094066536130519e-07,2.5081353623012367e-10,2.293892553239019e-12,1.5346763145257481e-12,5.372402493842059e-09,8.3741232603011114e-16
5.531582203077978e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33088175771826445,0.11301813790113942,0.022306426795667699,0.0,4.0003243168409869e-08,3.9940268877292233e-07,1.8947563041543188e-06,1.5279423295737411e-14,2.7375026677272662e-21,9.5759967185434519e-09,9.1251445248456566e-30,6.7688899768275995e-09,5.179954111313044e-22,1.528865217166581e-13,1.4247968267859184e-17,5.7069078619136082e-20,4.3427607513314724e-10,6.2876657213350465e-22,0.0056497087826574933,0.0010283338468451573,1.9560907123590017e-09,1.249822203592495e-08,7.5298914950221337e-06,1.4930108178533138e-13,3.4849997365499413e-09,2.0931904605210733e-07,2.5185300724109611e-10,2.3311266430224364e-12,1.5446691184001994e-12,5.4465003323862678e-09,8.450167098236796e-16
5.5495624340350135e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33087698687392281,0.11301665231776692,0.022304789899689616,0.0,4.0671729093567738e-08,4.0472889023666958e-07,1.9070742358014045e-06,1.5411940772588423e-14,2.7855596080892827e-21,9.6169551058532871e-09,9.2858671848746351e-30,6.8002278360027842e-09,5.2333761021879273e-22,1.550807609809581e-13,1.4413452006136894e-17,5.7658828816766013e-20,4.391991846933039e-10,6.3715435546800066e-22,0.0056511820718053423,0.0010315945454963556,1.961654282764396e-09,1.2599095183924774e-08,7.5666369586390077e-06,1.4981652441316042e-13,3.5006019274438161e-09,2.0923216072150526e-07,2.5289420085966517e-10,2.3688343352909178e-12,1.5546893479657647e-12,5.5213363545256846e-09,8.5266311198415613e-16
5.5855228959490844e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33086750305673412,0.1130137378429082,0.022301516609187465,0.0,4.2034980661149713e-08,4.1553423619223532e-07,1.9318117634541916e-06,1.5679261609577636e-14,2.8836902720552171e-21,9.6990617611873336e-09,9.6143862438709069e-30,6.8631201589003792e-09,5.3414069090242443e-22,1.5954128549768837e-13,1.4748531432279983e-17,5.8849804642642482e-20,4.4915982109689283e-10,6.5418969901784607e-22,0.00565407185420285,0.0010381148105898523,1.972780251475789e-09,1.280207713615635e-08,7.6401788730513226e-06,1.5084932284337692e-13,3.5318243258144479e-09,2.0906052552965009e-07,2.5498175428426046e-10,2.4456869028820617e-12,1.5748120995176806e-12,5.6732388244336486e-09,8.6808209819025124e-16
5.617887311671748e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33085903231304242,0.11301117816065005,0.022298571218251493,0.0,4.3292295703843913e-08,4.2543478761720461e-07,1.9541914646812333e-06,1.5922468159415716e-14,2.9743440061729882e-21,9.7731742007142839e-09,9.9182691529901496e-30,6.9199695343398773e-09,5.4399979633118098e-22,1.6363883495113229e-13,1.5054829552125542e-17,5.9934822631369884e-20,4.5825556828088727e-10,6.6982115569285463e-22,0.0056566091946873391,0.0010439817602846502,1.9827922817071368e-09,1.2986164440462007e-08,7.7064209953466572e-06,1.5178101307417713e-13,3.559943478137259e-09,2.0890844593244887e-07,2.568664392188821e-10,2.5165151018818261e-12,1.5930164098877567e-12,5.8125153653645522e-09,8.821031966857565e-16
5.650251727394412e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33085062146868888,0.11300867709979599,0.022295626366566089,0.0,4.4578877734619951e-08,4.3550335174953377e-07,1.9766810223118068e-06,1.616816786679652e-14,3.0672521685042502e-21,9.8474916820012646e-09,1.0230105572881298e-29,6.9770514942721383e-09,5.5398920857698895e-22,1.6781613805710683e-13,1.5365648747885472e-17,6.1032352654974181e-20,4.6747639692126417e-10,6.8574038985982676e-22,0.0056590878014656657,0.0010498474908985699,1.992803034914424e-09,1.317157566016871e-08,7.7727105474311342e-06,1.527147498477679e-13,3.5880789120490697e-09,2.0875858618093315e-07,2.5875669787934003e-10,2.5889417618230988e-12,1.6113096378678544e-12,5.9542450603687076e-09,8.9626089503268007e-16
5.6826161431170763e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33084226921635768,0.11300623335092151,0.022292682052962146,0.0,4.5895190384527828e-08,4.4574138664919434e-07,1.9992804660055084e-06,1.6416373400690661e-14,3.1624549049149811e-21,9.9220141896395089e-09,1.0550062324231662e-29,7.0343652994045542e-09,5.6411004223969047e-22,1.7207421072029244e-13,1.5681030778146614e-17,6.2142456310191661e-20,4.7682308294974218e-10,7.0195119625560379e-22,0.0056615089839785098,0.0010557120042814414,2.0028125052464543e-09,1.335830510865794e-08,7.8390435831092732e-06,1.536505222751515e-13,3.6162289723274073e-09,2.086109021753341e-07,2.6065252668713371e-10,2.6629911047488067e-12,1.6296918043306226e-12,6.0984507360136265e-09,9.1055534250503333e-16
5.7149805588397405e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3308339742779573,0.11300384563379146,0.022289738276294213,0.0,4.7241700081617948e-08,4.5615034061468777e-07,2.0219898247257419e-06,1.6667097428571645e-14,3.2599927207044101e-21,9.9967417081116628e-09,1.0878308921434379e-29,7.0919101837675932e-09,5.7436341801763552e-22,1.7641407324181406e-13,1.6001017485773969e-17,6.3265195214931813e-20,4.8629639631528442e-10,7.1845740202617648e-22,0.0056638740224772329,0.0010615753022337937,2.012820686816531e-09,1.3546346973501841e-08,7.9054161701549373e-06,1.5458831901600068e-13,3.6443920013350822e-09,2.0846535042209074e-07,2.6255392171837454e-10,2.7386874722476168e-12,1.6481629295293466e-12,6.2451550934225605e-09,9.2498667571905093e-16
5.747344974562405e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33082573540396776,0.1130015126967089,0.022286795035439975,0.0,4.86188759919076e-08,4.6673165186798648e-07,2.0448091266996015e-06,1.692035261639166e-14,3.3599064773748529e-21,1.0071674221780998e-08,1.121501760478413e-29,7.149685354958392e-09,5.8475046273808784e-22,1.8083675023944347e-13,1.6325650792937744e-17,6.4400631007762567e-20,4.9589710089930261e-10,7.3526286690394873e-22,0.0056661841686749918,0.0010674373865080123,2.0228275737058968e-09,1.3735695318474477e-08,7.9718243910655736e-06,1.5552812828515613e-13,3.6725663402005964e-09,2.0832188807258106e-07,2.6446087874486589e-10,2.816055321937803e-12,1.6667230330667036e-12,6.3943807032352678e-09,9.3955501877156384e-16
5.779709390285069e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33081755137280172,0.11299923331587897,0.022283852329299733,0.0,5.0027189959544306e-08,4.774867482432256e-07,2.0677383993837328e-06,1.7176151628558123e-14,3.4622373893111279e-21,1.0146811714880598e-08,1.156036337295822e-29,7.2076899943887529e-09,5.95272309387213e-22,1.8534327056745592e-13,1.6654972696166551e-17,6.5548825347377026e-20,5.0562595443262587e-10,7.5237148338589305e-22,0.0056684406463831374,0.001073298258809477,2.0328331599669884e-09,1.3926344085606833e-08,8.0382643438106399e-06,1.5646993785943797e-13,3.7007503299771984e-09,2.0818047295593552e-07,2.6637339327300979e-10,2.8951192239194665e-12,1.6853721338683406e-12,6.5461500006148857e-09,9.5426048338410202e-16
5.812073806007733e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33080942099018068,0.1129970062947863,0.02228091015679589,0.0,5.1467116446217179e-08,4.8841704687922216e-07,2.0907776694355864e-06,1.7434507127910733e-14,3.5670270203741307e-21,1.0222154171502478e-08,1.1914524015778425e-29,7.2659232575374127e-09,6.059300971396486e-22,1.8993466723618112e-13,1.6989025261426787e-17,6.6709839912045479e-20,5.1548370841422202e-10,7.6978717691255965e-22,0.005670644652133492,0.0010791579207976635,2.042837439626605e-09,1.4118287097264087e-08,8.1047321425738915e-06,1.5741373508511014e-13,3.7289423127858917e-09,2.0804106360652458e-07,2.6829146058118935e-10,2.9759038571976863e-12,1.7041102501608533e-12,6.7004852803021963e-09,9.6910316906555218e-16
5.844438221730397e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33080134308852488,0.11299483046358708,0.022277968516872453,0.0,5.2939132469823948e-08,4.9952395391601977e-07,2.1139269626897868e-06,1.7695431775699208e-14,3.6743172804078491e-21,1.0297701575586671e-08,1.2277680147261369e-29,7.3243842742065812e-09,6.1672497138764193e-22,1.9461197733126764e-13,1.7327850619228944e-17,6.7883736399054714e-20,5.254711080317248e-10,7.8751390604795574e-22,0.0056727973557865316,0.0010850163740872226,2.0528404066889872e-09,1.4311518058249e-08,8.1712239184893516e-06,1.5835950688458214e-13,3.7571406328030287e-09,2.0790361928653563e-07,2.7021507575122409e-10,3.0584340060754871e-12,1.7229373994539175e-12,6.8574086917204401e-09,9.8408316324669967e-16
5.8768026374530615e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33079331652635696,0.11299270467851416,0.022275027408494571,0.0,5.4443717542440879e-08,5.1080886419555589e-07,2.1371863041390078e-06,1.7958938231561547e-14,3.7841504216619853e-21,1.0373453910910278e-08,1.2650015238954754e-29,7.3830721487826487e-09,6.2765808376975263e-22,1.9937624193269998e-13,1.7671490959760948e-17,6.9070576524137634e-20,5.3558889208376415e-10,8.0555566266025901e-22,0.0056748999011259583,0.0010908736202490321,2.0628420551387228e-09,1.4506030557950034e-08,8.2377358203703675e-06,1.5930723976315629e-13,3.7853436372286308e-09,2.0776810000408387e-07,2.7214423369786308e-10,3.1427345565228689e-12,1.7418535985260376e-12,7.0169422341324167e-09,9.992005414116761e-16
5.909167053175726e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33078534018771905,0.1129906278212961,0.022272086830648012,0.0,5.5981353607627939e-08,5.2227316096657927e-07,2.1605557179189603e-06,1.8225039153502915e-14,3.896569035133647e-21,1.044941116107651e-08,1.3031715653560797e-29,7.4419859605009787e-09,6.3873059219911599e-22,2.0422850603360008e-13,1.801998852804906e-17,7.0270422020896229e-20,5.458377929041168e-10,8.2391647210336074e-22,0.0056769534064400424,0.0010967296608112196,2.0728423789435534e-09,1.4701818072507944e-08,8.3042640154315623e-06,1.6025691981724836e-13,3.8135496772801691e-09,2.076344665272461e-07,2.7407892919835542e-10,3.228830492523049e-12,1.7608588634136331e-12,7.1791077518521895e-09,1.0144553672720805e-15
5.94153146889839e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33077741298160185,0.1129885987985885,0.022269146782338749,0.0,5.7552524977103452e-08,5.339182155939469e-07,2.1840352272970627e-06,1.8493747197875108e-14,4.0116160468305002e-21,1.0525573309503671e-08,1.3422970678847647e-29,7.5011247637146857e-09,6.4994366089126185e-22,2.0916981845884492e-13,1.8373385619146354e-17,7.1483334640219602e-20,5.5621853628769052e-10,8.4260039339921522e-22,0.0056789589650900812,0.0011025844972601677,2.0828413720571129e-09,1.4898873967000762e-08,8.3708046900034036e-06,1.6120853274131227e-13,3.8417571090125663e-09,2.0750268039460915e-07,2.7601915691607414e-10,3.3167468923921766e-12,1.7799532094031478e-12,7.3439269295134735e-09,1.0298476929008776e-15
5.973895884621054e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3307695338413883,0.11298661654141816,0.022266207262592468,0.0,5.9157718266817809e-08,5.4574538727243038e-07,2.2076248546645045e-06,1.8765075019356556e-14,4.1293347139539411e-21,1.0601940339414142e-08,1.382397256185119e-29,7.5604875881673644e-09,6.6129846039147969e-22,2.1420123178352873e-13,1.8731724573348769e-17,7.2709376149699062e-20,5.6673184141836638e-10,8.6161151942099082e-22,0.0056809176460661448,0.0011084381310414889,2.0928390284215281e-09,1.5097191497675943e-08,8.4373540502389614e-06,1.6216206383409008e-13,3.8699642941157153e-09,2.0737270392248817e-07,2.7796491142210296e-10,3.406508925083567e-12,1.7991366510258266e-12,7.5114212873968649e-09,1.0453775588408725e-15
6.006260300343718e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33076170172430769,0.11298468000464003,0.022263268270454148,0.0,6.0797422332457673e-08,5.5775602274516179e-07,2.2313246215313764e-06,1.9039035270932921e-14,4.2497686210070193e-21,1.0678512233823342e-08,1.4234916543369043e-29,7.6200734392696948e-09,6.7279616760172498e-22,2.1932380225130218e-13,1.9095047771439256e-17,7.3948608333041884e-20,5.7737842079871269e-10,8.8095397707700983e-22,0.0056828304945304416,0.00111429056356098,2.1028353419698914e-09,1.5296763814197932e-08,8.503908322812454e-06,1.6311749800789921e-13,3.8981696007882451e-09,2.0724450020903369e-07,2.7991618721863702e-10,3.4981418464773622e-12,1.8184092020549922e-12,7.6816121768181088e-09,1.0610449942981982e-15
6.038624716066382e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33075391561090317,0.1129827881664056,0.022260329804987614,0.0,6.2472128204412945e-08,5.6995145602683541e-07,2.255134548524563e-06,1.9315640603878222e-14,4.3729616758310939e-21,1.0755288975528698e-08,1.4656000892748135e-29,7.6798812983798346e-09,6.8443796580706375e-22,2.2453858969261547e-13,1.946339762996041e-17,7.5201092989485438e-20,5.8815898018159186e-10,9.0063192749545965e-22,0.0056846985323485213,0.0011201417961855563,2.1128303066287025e-09,1.5497583961903536e-08,8.5704637556094888e-06,1.6407481979599476e-13,3.9263714044138978e-09,2.0711803313580961e-07,2.8187297875632647e-10,3.5916709956429626e-12,1.8377708755056092e-12,7.8545207755794323e-09,1.0768500172846681e-15
6.070989131789047e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3307461745045106,0.11298094002764393,0.022257391865275131,0.0,6.4182329022240704e-08,5.8233300813178298e-07,2.2790546553880981e-06,1.959490366773655e-14,4.4989581055661819e-21,1.083227054709855e-08,1.5087426942967115e-29,7.7399101230875188e-09,6.9622504470164478e-22,2.298466574428978e-13,1.9836816596514886e-17,7.6466891933212721e-20,5.9907421850366601e-10,9.206495662098689e-22,0.0056865227586086536,0.0011259918302441621,2.1228239163201903e-09,1.5699644884107974e-08,8.6370166184085862e-06,1.6503401335754931e-13,3.9545680881986276e-09,2.0699326736697458e-07,2.8383528044901275e-10,3.687121791095479e-12,1.8572216836357399e-12,8.0301680834859202e-09,1.0927926346848314e-15
6.103353547511711e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3307384774307498,0.11297913461155351,0.022254454450416957,0.0,6.5928519968661475e-08,5.9490198680703088e-07,2.3030849609857127e-06,1.9876837110304247e-14,4.6278024525415073e-21,1.0909456930861136e-08,1.5529399126014833e-29,7.8001588475018109e-09,7.0815860041420101e-22,2.3524907226070669e-13,2.021534714509454e-17,7.7746066992771266e-20,6.1012482782082004e-10,9.4101112334532398e-22,0.0056883041501296265,0.0011318406670286581,2.1328161649645006e-09,1.5902939424424811e-08,8.703563203553445e-06,1.659950624883754e-13,3.9827580439498031e-09,2.0687016834616082e-07,2.8580308669227399e-10,3.7845197270498597e-12,1.8767616379497786e-12,8.2085749179289192e-09,1.1088728424759106e-15
