Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),COX(50),H2X(49),CHOX(53)
3.5011372760827335e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3088085550609273,0.11013110457553882,0.0062247101719813186,0.0,0.0064351040938064701,0.00011536093121282555,0.0032828056353969826,1.1560380265714919e-09,3.5047220716000212e-15,1.3923484751082336e-06,1.7334966221710051e-19,5.3878929318669851e-08,7.2374706434986937e-16,4.7103225400860841e-08,2.2819101045332715e-13,7.9728067849688953e-15,4.5511126770400894e-07,6.8337875409240843e-14,0.0052542353175635782,0.023473755474322688,3.9505376165095333e-08,1.1172233542478828e-06,2.759666371544882e-05,2.9047596489330974e-12,1.1255460053190431e-08,1.7195307436351044e-07,1.535204666522639e-07,2.7438004404237399e-07,2.4979993144860262e-09,1.650342770010254e-06,2.0227224583810395e-12
3.5039092742538905e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30880715216426741,0.11012773352437562,0.0062185790516656589,0.0,0.0064422210899120402,0.00011535685741383484,0.0032863620415684814,1.1576887307750305e-09,3.5111016818169315e-15,1.3925205183901124e-06,1.7384911938845635e-19,5.3878852524196995e-08,7.2485833386635404e-16,4.7164135974472143e-08,2.2843812839329279e-13,7.9884852967949771e-15,4.5516343746130042e-07,6.8517762461839507e-14,0.0052540495660464391,0.023475343654815739,3.950683462442812e-08,1.1173038154440323e-06,2.7596657809403741e-05,2.9048552609818585e-12,1.1255113303709775e-08,1.7194701639096357e-07,1.5368296876277813e-07,2.746791643466763e-07,2.5006941483920846e-09,1.6502765255511609e-06,2.0248722845757196e-12
3.5066812724250476e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30880576154080752,0.11012436216292971,0.0062124540257836331,0.0,0.0064493382597948382,0.0001153528346593478,0.0032899185621692263,1.1593396918744725e-09,3.5174879928310189e-15,1.3926916848616012e-06,1.7434940369531003e-19,5.3878784706142621e-08,7.2596973138435415e-16,4.7225052408298373e-08,2.2868529177717794e-13,8.004180222164149e-15,4.5521542481673298e-07,6.8697925519771478e-14,0.0052538640112563522,0.023476919358776605,3.9508271961975579e-08,1.1173838898616487e-06,2.7596658087997289e-05,2.9049494894876009e-12,1.1254769070415979e-08,1.7194096539558334e-07,1.5384547915953715e-07,2.7497829797066853e-07,2.5033891442787645e-09,1.6502110782322696e-06,2.0270226122675686e-12
3.5094532705962046e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30880438317240672,0.11012099049319554,0.0062063350877367808,0.0,0.0064564556000267365,0.00011534886286110651,0.0032934751954377867,1.1609909079632659e-09,3.5238810074945697e-15,1.3928619758580887e-06,1.7485051509566029e-19,5.3878725850061683e-08,7.2708125505356616e-16,4.7285974648149111e-08,2.2893250054449926e-13,8.019891560167203e-15,4.5526723004050552e-07,6.8878364614597123e-14,0.0052536786529591333,0.023478482604591157,3.9509688211081247e-08,1.1174635780827898e-06,2.7596664541485166e-05,2.9050423365307891e-12,1.125442735102072e-08,1.7193492136814846e-07,1.5400799777435485e-07,2.7527744479281019e-07,2.5060843009802225e-09,1.6501464266751921e-06,2.0291734411905571e-12
3.5122252687673616e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30880301704095531,0.11011761851716362,0.0062002222309374645,0.0,0.0064635731071862566,0.00011534494193113823,0.003297031939616211,1.1626423771379479e-09,3.5302807286613974e-15,1.3930313927125283e-06,1.7535245354479021e-19,5.3878675941553057e-08,7.2819290302621714e-16,4.7346902639926446e-08,2.2917975463492465e-13,8.0356193098843005e-15,4.5531885340214107e-07,6.9059079777313048e-14,0.0052534934909209859,0.023480033410613482,3.9511083405026656e-08,1.1175428806867318e-06,2.759667716015372e-05,2.9051338043054564e-12,1.1254088141090529e-08,1.7192888430060893e-07,1.5417052453957238e-07,2.7557660469160452e-07,2.5087796173325796e-09,1.6500825695060021e-06,2.0313247710320754e-12
3.5149972669385187e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30880166312836232,0.11011424623682207,0.0061941154488045014,0.0,0.0064706907778558876,0.0001153410717816403,0.0033005887929486197,1.1642940974969045e-09,3.5366871591862229e-15,1.3931999367564206e-06,1.7585521899636461e-19,5.3878634966241947e-08,7.293046734561134e-16,4.7407836329587624e-08,2.2942705398817794e-13,8.0513634703892809e-15,4.5537029517075834e-07,6.9240071038579852e-14,0.0052533085249083511,0.023481571795178749,3.951245757705269e-08,1.1176217982516374e-06,2.7596695934311201e-05,2.9052238951564014e-12,1.1253751433702956e-08,1.7192285418527644e-07,1.5433305938795439e-07,2.7587577754549609e-07,2.5114750921729865e-09,1.6500195053535009e-06,2.0334766014339854e-12
3.5177692651096757e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30880032141656749,0.11011087365415544,0.0061880147347673047,0.0,0.0064778086086246262,0.00011533725232508876,0.0033041457536825392,1.1659460671415535e-09,3.5431003019252654e-15,1.3933676093188827e-06,1.7635881140138638e-19,5.3878602909796277e-08,7.3041656449955263e-16,4.7468775663180658e-08,2.2967439854411036e-13,8.0671240407455502e-15,4.5542155561481671e-07,6.942133842850549e-14,0.0052531237546880475,0.023483097776590998,3.9513810760350757e-08,1.1177003313567357e-06,2.7596720854285044e-05,2.9053126111927119e-12,1.1253417226125906e-08,1.7191683101235603e-07,1.5449560225165017e-07,2.7617496323350969e-07,2.5141707243413223e-09,1.6499572328508748e-06,2.0356289321282694e-12
3.520541263280833e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30879899188753385,0.11010750077114528,0.006181920082263228,0.0,0.0064849265960863498,0.00011533348347416876,0.0033077028200680413,1.1675982841755967e-09,3.5495201597358571e-15,1.3935344117272467e-06,1.7686323070886441e-19,5.387857975791639e-08,7.3152857431479279e-16,4.7529720586821666e-08,2.2992178824264241e-13,8.0829010200087393e-15,4.5547263500227875e-07,6.9602881976783685e-14,0.0052529391800271866,0.023484611373130973,3.9515142988075585e-08,1.1177784805792661e-06,2.7596751910421866e-05,2.9053999543250512e-12,1.1253085518593014e-08,1.7191081477232684e-07,1.5465815306256316e-07,2.7647416163501334e-07,2.5168665126791195e-09,1.6498957506346408e-06,2.0377817628939715e-12
3.52331326145199e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30879767452325046,0.11010412758976985,0.0061758314847388165,0.0,0.0064920447368405831,0.00011532976514180684,0.0033112599903581553,1.1692507467053778e-09,3.5559467354766309e-15,1.3937003453067801e-06,1.7736847686549727e-19,5.3878565496339628e-08,7.3264070106230591e-16,4.7590671046705599e-08,2.3016922302379663e-13,8.0986944072254388e-15,4.5552353360053672e-07,6.9784701712628441e-14,0.0052527548006932098,0.02348611260305242,3.9516454293317054e-08,1.1178562464933927e-06,2.7596789093102138e-05,2.905485926933643e-12,1.1252756303447846e-08,1.7190480545834044e-07,1.5482071175392949e-07,2.7677337262896163e-07,2.5195624560290687e-09,1.6498350573451016e-06,2.0399350933576507e-12
3.526085259623147e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30879636930572663,0.11010075411200509,0.0061697489356474832,0.0,0.0064991630274910811,0.00011532609724111028,0.0033148172628081219,1.1709034528392203e-09,3.5623800320071959e-15,1.3938654113812041e-06,1.7787454981625603e-19,5.3878560110831211e-08,7.3375294290426006e-16,4.7651626989086443e-08,2.3041670282765771e-13,8.1145042014355009e-15,4.5557425167655471e-07,6.9966797664894815e-14,0.0052525706164538097,0.023487601484588928,3.9517744709128699e-08,1.1179336296732e-06,2.7596832392724319e-05,2.9055705313378817e-12,1.1252429574147348e-08,1.7189880306224993e-07,1.5498327825881902e-07,2.7707259609454076e-07,2.5222585532352683e-09,1.6497751516254574e-06,2.0420889231725553e-12
3.528857257794304e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30879507621699964,0.11009738033982336,0.0061636724284522609,0.0,0.0065062814646475028,0.00011532247968543885,0.0033183746356762675,1.1725564006882197e-09,3.568820052188515e-15,1.3940296112720825e-06,1.7838144950369328e-19,5.387856358719516e-08,7.348652980051889e-16,4.7712588360300862e-08,2.3066422759440223e-13,8.1303304016693287e-15,4.5562478949669986e-07,7.0149169861935503e-14,0.0052523866270770296,0.023489078035945857,3.9519014268523357e-08,1.1180106306930567e-06,2.7596881799703214e-05,2.9056537694927413e-12,1.1252105330183434e-08,1.7189280757392195e-07,1.5514585250948582e-07,2.7737183191159621e-07,2.5249548031443388e-09,1.6497160321228981e-06,2.0442432521087645e-12
3.531629255965461e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3087937952391312,0.11009400627519401,0.0061576019566247191,0.0,0.006513400044924767,0.00011531891238837672,0.0033219321072236654,1.1742095883659401e-09,3.5752667988827608e-15,1.3941929462990591e-06,1.7888917586821136e-19,5.3878575911270003e-08,7.3597776453173679e-16,4.7773555106759062e-08,2.3091179726429395e-13,8.1461730069489446e-15,4.5567514732680854e-07,7.0331818331656476e-14,0.0052522028323312223,0.02349054227530346,3.9520263004464579e-08,1.1180872501252599e-06,2.7596937304478798e-05,2.9057356434661121e-12,1.1251783569041623e-08,1.7188681898488291e-07,1.5530843443865736e-07,2.7767107995998285e-07,2.527651204604438e-09,1.6496576974881595e-06,2.0463980798935419e-12
3.534401254136618e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30879252635420967,0.11009063192008317,0.0061515375136455214,0.0,0.0065205187649433815,0.00011531539526374643,0.0033254896757143135,1.1758630139885752e-09,3.5817202749533934e-15,1.3943554177797384e-06,1.793977288479253e-19,5.3878597068930889e-08,7.3709034065278837e-16,4.783452717494949e-08,2.3115941177769332e-13,8.1620320162874489e-15,4.5572532543215462e-07,7.0514743101488374e-14,0.005252019231985065,0.02349199422081533,3.9521490949858424e-08,1.1181634885399526e-06,2.759699889752072e-05,2.9058161555932657e-12,1.1251464283741974e-08,1.7188083728792777e-07,1.5547102397984134e-07,2.7797034011940921e-07,2.5303477564651537e-09,1.6496001463757349e-06,2.0485534061695057e-12
3.537173252307775e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30879126954434288,0.11008725727645451,0.0061454790930021074,0.0,0.0065276376213280248,0.00011531192822554853,0.0033290473394143923,1.1775166756742869e-09,3.5881804832648363e-15,1.3945170270302024e-06,1.7990710837924094e-19,5.3878627046080325e-08,7.3820302453892657e-16,4.7895504511419146e-08,2.3140707107502274e-13,8.1779074286912696e-15,4.5577532407759171e-07,7.0697944198506682e-14,0.0052518358258074891,0.023493433890615124,3.9522698137576976e-08,1.1182393465071916e-06,2.7597066569313691e-05,2.9058953080612459e-12,1.1251147469811162e-08,1.718748624740913e-07,1.5563362106617236e-07,2.7826961226990476e-07,2.5330444575774959e-09,1.6495433774429554e-06,2.0507092306310795e-12
3.539945250478932e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30879002479167178,0.11008388234626766,0.006139426688193346,0.0,0.0065347566107104085,0.00011530851118808279,0.0033326050965937527,1.1791705715445518e-09,3.5946474266831347e-15,1.3946777753639719e-06,1.8041731439568614e-19,5.387866582866673e-08,7.3931581436356873e-16,4.7956487062813623e-08,2.3165477509682846e-13,8.1937992431556472e-15,4.5582514352726756e-07,7.0881421649188727e-14,0.0052516526135678362,0.023494861302802959,3.9523884600437555e-08,1.1183148245963872e-06,2.7597140310366794e-05,2.9059731028626671e-12,1.1250833125895156e-08,1.7186889453383444e-07,1.5579622563048744e-07,2.785688962919847e-07,2.5357413067952827e-09,1.6494873893518502e-06,2.0528655530312358e-12
3.542717248650089e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30878879207835896,0.11008050713147949,0.0061333802927255729,0.0,0.0065418757297268431,0.00011530514406584508,0.0033361629455246505,1.1808246997230249e-09,3.6011211080753902e-15,1.394837664092889e-06,1.8092834682890311e-19,5.3878713402668617e-08,7.4042870830199556e-16,4.8017474775843174e-08,2.3190252378373673e-13,8.2097074586684638e-15,4.5587478404486787e-07,7.1065175479619855e-14,0.0052514695950357237,0.023496276475456986,3.9525050371214003e-08,1.1183899233749704e-06,2.759722011121247e-05,2.9060495421242404e-12,1.1250521248287516e-08,1.7186293345953658e-07,1.5595883760614654e-07,2.7886819206612957e-07,2.5384383029736635e-09,1.6494321807675604e-06,2.0550223730735335e-12
3.5454892468212462e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30878757138659796,0.11007713163404316,0.006127339900115731,0.0,0.0065489949750201677,0.00011530182677360826,0.0033397208844827592,1.1824790583364465e-09,3.6076015303102261e-15,1.3949966945264215e-06,1.8144020560785987e-19,5.387876975410688e-08,7.4154170453205965e-16,4.8078467597309736e-08,2.3215031707651755e-13,8.2256320742072058e-15,4.5592424589342676e-07,7.1249205715329638e-14,0.0052512867699811474,0.02349767942662424,3.952619548261408e-08,1.1184646434082601e-06,2.7597305962414486e-05,2.9061246282241901e-12,1.1250211829200895e-08,1.7185697924410413e-07,1.5612145692718552e-07,2.7916749947273572e-07,2.5411354449694304e-09,1.6493777503595558e-06,2.0571796903882725e-12
3.5482612449924033e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30878636269860282,0.11007375585590921,0.0061213055038879735,0.0,0.0065561143432376623,0.00011529855922633388,0.003343278911746067,1.1841336455136669e-09,3.6140886962572823e-15,1.3951548679724202e-06,1.8195289065970329e-19,5.3878834869031308e-08,7.4265480123340638e-16,4.8139465474077747e-08,2.3239815491601894e-13,8.2415730887422818e-15,4.559735293355338e-07,7.1433512381469042e-14,0.0052511041381743655,0.02349907017433054,3.9527319967315073e-08,1.1185389852627314e-06,2.7597397854546952e-05,2.9061983631591431e-12,1.1249904867261147e-08,1.7185103187655038e-07,1.5628408352662837e-07,2.794668183928327e-07,2.5438327316412689e-09,1.6493240968003064e-06,2.0593375047350255e-12
3.5510332431635603e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30878516599661082,0.11007037979902533,0.0061152770975743649,0.0,0.006563233831031484,0.00011529534133919018,0.0033468370255951107,1.1857884593858511e-09,3.620582608787339e-15,1.3953121857369636e-06,1.8246640190958195e-19,5.3878908733523312e-08,7.4376799658767321e-16,4.8200468353080375e-08,2.3264603724315967e-13,8.2575305012363334e-15,4.5602263463329255e-07,7.1618095502773339e-14,0.0052509216993859289,0.023500448736578489,3.9528423857954273e-08,1.1186129495026131e-06,2.7597495778206913e-05,2.9062707489599968e-12,1.124960036013386e-08,1.7184509134915122e-07,1.5644671733796755e-07,2.7976614870752495e-07,2.5465301618496761e-09,1.6492712187655662e-06,2.0614958158416361e-12
3.5538052413347174e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30878398126288792,0.11006700346533574,0.0061092546747169062,0.0,0.0065703534350599032,0.00011529217302760463,0.0033503952243136271,1.1874434980870769e-09,3.627083270772589e-15,1.3954686491239068e-06,1.8298073928013477e-19,5.3878991333703899e-08,7.4488128877898122e-16,4.8261476181336953e-08,2.3289396399896264e-13,8.2735043106422661e-15,4.5607156204819679e-07,7.1802955103456077e-14,0.0052507394533867404,0.023501815131341489,3.9529507187106232e-08,1.1186865366902561e-06,2.7597599724022129e-05,2.9063417879205629e-12,1.1249298301305699e-08,1.7183915765477277e-07,1.5660935829536102e-07,2.8006549029781593e-07,2.5492277344566154e-09,1.6492191149351738e-06,2.063654623362425e-12
3.5565772395058744e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30878280847972517,0.11006362685678141,0.0061032382288662519,0.0,0.0065774731519865357,0.0001152890542072306,0.0033539535061881407,1.1890987597539618e-09,3.6335906850864684e-15,1.3956242594351643e-06,1.8349590269181097e-19,5.3879082655728573e-08,7.4599467599360794e-16,4.8322488905942128e-08,2.3314193512455065e-13,8.2894945159044769e-15,4.5612031184121087e-07,7.1988091207275349e-14,0.0052505573999480255,0.023503169376567507,3.9530569987302778e-08,1.1187597473879434e-06,2.7597709682637635e-05,2.9064114821388486e-12,1.1248998687490639e-08,1.7183323078411072e-07,1.5677200633251765e-07,2.8036484304513335e-07,2.5519254483260579e-09,1.649167783992508e-06,2.0658139270166186e-12
3.5593492376770315e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30878164762943289,0.11006024997530109,0.0060972277535796234,0.0,0.0065845929784790367,0.00011528598479389266,0.0033575118695072913,1.1907542425250556e-09,3.6401048546033489e-15,1.3957790179711837e-06,1.8401189206339988e-19,5.3879182685779024e-08,7.4710815641951296e-16,4.8383506474047666e-08,2.3338995056110735e-13,8.3055011159609347e-15,4.561688842728955e-07,7.2173503837643878e-14,0.0052503755388412432,0.023504511490185225,3.9531612291041197e-08,1.1188325821569249e-06,2.7597825644715571e-05,2.9064798336592302e-12,1.1248701516205129e-08,1.7182731072815312e-07,1.5693466138312963e-07,2.8066420683107748e-07,2.5546233023232689e-09,1.6491172246236909e-06,2.0679737265362738e-12
3.5621212358481885e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30878049869434793,0.11005687282283017,0.0060912232424235862,0.0,0.0065917129112108225,0.00011528296470365882,0.0033610703125627251,1.192409944541657e-09,3.6466257821989441e-15,1.3959329260303211e-06,1.8452870731132845e-19,5.3879291410074086e-08,7.4822172824703446e-16,4.844452883288666e-08,2.3363801024990381e-13,8.321524109740436e-15,4.5621727960324069e-07,7.235919301748302e-14,0.0052501938698381956,0.023505841490095863,3.9532634130765505e-08,1.1189050415566048e-06,2.7597947600945333e-05,2.9065468446597133e-12,1.1248406782678361e-08,1.7182139747934934e-07,1.5709732338139353e-07,2.8096358153727042e-07,2.557321295315244e-09,1.6490674355186859e-06,2.0701340216078035e-12
3.5648932340193456e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3087793616568319,0.11005349540130095,0.0060852246889730559,0.0,0.0065988329468604579,0.00011527999385281473,0.0033646288336487817,1.1940658639475288e-09,3.6531534707501617e-15,1.3960859849090648e-06,1.8504634834990909e-19,5.3879408814865839e-08,7.4933538966865013e-16,4.8505555929765042e-08,2.3388611413229458e-13,8.3375634961635918e-15,4.5626549809172522e-07,7.2545158769274087e-14,0.0052500123927109827,0.023507159394176105,3.9533635538873892e-08,1.1189771261455656e-06,2.7598075542038014e-05,2.9066125173227608e-12,1.1248114482075525e-08,1.7181549102958825e-07,1.5725999226158116e-07,2.8126296704551286e-07,2.5600194261706726e-09,1.6490184153708933e-06,2.0722948119190742e-12
3.5676652321905026e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30877823649926645,0.11005011771264332,0.0060792320868098878,0.0,0.0066059530821107942,0.00011527707215782686,0.0033681874310620384,1.1957219988884861e-09,3.6596879231349061e-15,1.3962381959023504e-06,1.8556481509169666e-19,5.3879534886433982e-08,7.5044913887863861e-16,4.8566587712049332e-08,2.3413426214969388e-13,8.3536192741442007e-15,4.5631353999740402e-07,7.2731401115132624e-14,0.0052498311072319646,0.023508465220282233,3.9534616547728482e-08,1.1190488364818623e-06,2.7598209458720258e-05,2.906676853702549e-12,1.1247824611676671e-08,1.7180959136970579e-07,1.5742266795768589e-07,2.8156236323788299e-07,2.5627176937596346e-09,1.6489701628765868e-06,2.0744560971991521e-12
3.5704372303616597e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30877712320406592,0.11004673975878312,0.0060732454295273058,0.0,0.0066130733136516833,0.00011527419953545715,0.0033717461031027331,1.1973783475137026e-09,3.6662291422327104e-15,1.3963895603025734e-06,1.8608410744636925e-19,5.3879669611103256e-08,7.5156297407418977e-16,4.862762412720528e-08,2.343824542436391e-13,8.3696914425849176e-15,4.563614055786395e-07,7.2917920076575462e-14,0.0052496500131739132,0.023509758986237143,3.9535577189630724e-08,1.1191201731220208e-06,2.7598349341747481e-05,2.9067398558781406e-12,1.1247537168247184e-08,1.7180369849133545e-07,1.5758535040396549e-07,2.8186176999666902e-07,2.565416096954661e-09,1.6489226767366685e-06,2.0766178771656736e-12
3.5732092285328167e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30877602175366609,0.1100433615416435,0.0060672647107258412,0.0,0.0066201936381775029,0.00011527137590265789,0.0033753048480734621,1.1990349079745247e-09,3.6727771309241673e-15,1.3965400794004947e-06,1.8660422532175002e-19,5.3879812975227443e-08,7.5267689345437872e-16,4.8688665122762645e-08,2.3463069035574855e-13,8.3857800003812237e-15,4.56409095093348e-07,7.3104715674733245e-14,0.0052494691103098599,0.023511040709842206,3.9536517496839835e-08,1.1191911366210154e-06,2.7598495181897611e-05,2.9068015260703553e-12,1.1247252146141283e-08,1.7179781238731894e-07,1.577480395351687e-07,2.8216118720414103e-07,2.5681146346296388e-09,1.6488759556550586e-06,2.0787801514895239e-12
3.5759812267039738e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30877493213053281,0.11003998306314393,0.0060612899240164277,0.0,0.0066273140523890346,0.00011526860117665107,0.0033788636642801736,1.2006916784253806e-09,3.6793318920913596e-15,1.3966897544845524e-06,1.8712516862302736e-19,5.3879964965201361e-08,7.5379089522087889e-16,4.8749710646342126e-08,2.3487897042778256e-13,8.4018849464184144e-15,4.5645660879881563e-07,7.3291787930188274e-14,0.0052492883984132203,0.02351231040886825,3.953743750155916e-08,1.1192617275330084e-06,2.7598646969971712e-05,2.9068618664123323e-12,1.1246969541207913e-08,1.71791933048949e-07,1.5791073528586344e-07,2.8246061474289248e-07,2.5708133056605569e-09,1.6488299983398891e-06,2.0809429198745743e-12
3.578753224875131e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30877385431714982,0.1100366043252016,0.0060553210630161867,0.0,0.0066344345529908881,0.00011526587527481949,0.0033824225500308129,1.202348657022547e-09,3.6858934286172671e-15,1.3968385868418037e-06,1.8764693725381865e-19,5.3880125567444332e-08,7.5490497757698739e-16,4.8810760645618798e-08,2.351272944015586e-13,8.418006279575706e-15,4.5650394695195122e-07,7.3479136863195619e-14,0.0052491078772576322,0.02351356810106791,3.9538337235961195e-08,1.1193319464120041e-06,2.7598804696783185e-05,2.9069208788224266e-12,1.1246689352853147e-08,1.7178606046608558e-07,1.5807343759010158e-07,2.8276005249586876e-07,2.5735121089246725e-09,1.6487848035018609e-06,2.083106182092452e-12
3.581525223046288e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30877278829602817,0.11003322532973041,0.0060493581213516296,0.0,0.0066415551366934729,0.00011526319811478915,0.0033859815036363511,1.2040058419250924e-09,3.6924617433862262e-15,1.3969865777572073e-06,1.8816953111535993e-19,5.3880294768412604e-08,7.5601913872838646e-16,4.8871815068350059e-08,2.3537566221899489e-13,8.4341439987231216e-15,4.5655110980909571e-07,7.366676249351448e-14,0.0052489275466170767,0.023514813804166215,3.9539216732165595e-08,1.1194017938095497e-06,2.7598968353175145e-05,2.9069785654904205e-12,1.1246411575742721e-08,1.7178019463237173e-07,1.5823614638294973e-07,2.8305950034588816e-07,2.5762110433012007e-09,1.6487403698555067e-06,2.0852699378167076e-12
3.584297221217445e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30877173404970648,0.11002984607864083,0.0060434010926587274,0.0,0.0066486758002130344,0.00011526056961443112,0.0033895405234108159,1.2056632312949145e-09,3.6990368392839423e-15,1.3971337285136121e-06,1.886929501064834e-19,5.3880472554599615e-08,7.571333768831883e-16,4.8932873862376414e-08,2.3562407382211408e-13,8.4502981027214041e-15,4.5659809762601683e-07,7.3854664840403476e-14,0.005248747406265874,0.023516047535860365,3.9540076022238327e-08,1.1194712702763994e-06,2.7599137930014654e-05,2.9070349286205954e-12,1.1246136204453688e-08,1.717743355395105e-07,1.5839886159946903e-07,2.8335895817597596e-07,2.578910107671116e-09,1.6486966961192157e-06,2.087434186728672e-12
3.587069219388602e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30877069156074566,0.11002646657384055,0.0060374499705811895,0.0,0.0066557965402706054,0.00011525798969181651,0.0033930996076707281,1.2073208232962228e-09,3.7056187191972416e-15,1.3972800403921404e-06,1.8921719412405781e-19,5.3880658912529235e-08,7.5824769025151338e-16,4.8993936975606449e-08,2.3587252915302059e-13,8.4664685904237184e-15,4.5664491065801597e-07,7.4042843922712165e-14,0.005248567455978629,0.023517269313824828,3.9540915138206216e-08,1.1195403763627446e-06,2.7599313418184809e-05,2.9070899702457716e-12,1.1245863236323199e-08,1.7176848317852195e-07,1.585615831743902e-07,2.8365842586948963e-07,2.5816093009170487e-09,1.6486537810145206e-06,2.0895989285598437e-12
3.589841217559759e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30876966081172597,0.11002308681723487,0.0060315047487693781,0.0,0.0066629173535913237,0.0001152554582651888,0.0033966587547347568,1.2089786160952225e-09,3.7122073860139112e-15,1.3974255146724294e-06,1.8974226306326048e-19,5.3880853828751509e-08,7.5936207704524022e-16,4.9055004356007345e-08,2.3612102815387937e-13,8.4826554606767059e-15,4.5669154915999044e-07,7.4231299758937634e-14,0.0052483876955301857,0.023518479155714502,3.9541734112059579e-08,1.1196091126175892e-06,2.7599494808587039e-05,2.9071436923994418e-12,1.1245592668589976e-08,1.7176263754108606e-07,1.5872431104257016e-07,2.8395790330989359e-07,2.5843086219228572e-09,1.648611623265708e-06,2.0917641630370514e-12
3.592613215730916e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30876864178525382,0.11001970681072586,0.0060255654208827281,0.0,0.0066700382369059364,0.00011525297525302581,0.0034002179629244967,1.2106366078608366e-09,3.7188028426230539e-15,1.3975701526320959e-06,1.9026815681696528e-19,5.388105728985206e-08,7.6047653547863397e-16,4.9116075951626126e-08,2.3636957076693784e-13,8.498858712318125e-15,4.5673801338629117e-07,7.4420032367097035e-14,0.0052482081246957241,0.02351967707915761,3.9542532975737514e-08,1.1196774795885284e-06,2.7599682092148345e-05,2.9071960972395639e-12,1.1245324496429041e-08,1.7175679861950788e-07,1.5888704513929207e-07,2.8425739038070927e-07,2.5870080695741584e-09,1.6485702216007618e-06,2.0939298898496838e-12
3.595385213902073e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30876763446396005,0.11001632655621256,0.0060196319805889825,0.0,0.0066771591869503218,0.0001152505405740203,0.0034037772305642302,1.2122947967644849e-09,3.7254050919149772e-15,1.3977139555469005e-06,1.9079487527593217e-19,5.3881269282449152e-08,7.6159106376815526e-16,4.9177151710583142e-08,2.366181569345269e-13,8.5150783441775839e-15,4.5678430359076708e-07,7.4609041764766884e-14,0.0052480287432507232,0.023520863101757924,3.9543311761134253e-08,1.1197454778223737e-06,2.7599875259816147e-05,2.9072471868951526e-12,1.1245058715492111e-08,1.7175096640549614e-07,1.5904978539983706e-07,2.8455688696567159e-07,2.5897076427582966e-09,1.648529574751053e-06,2.0960961086982053e-12
3.59815721207323e-06,0.11640260799999998,0.8585084662769803,0.0,0.0,0.30876663883049493,0.11001294605559161,0.0060137044215626953,0.0,0.0066842802004645745,0.00011524815414704083,0.0034073365559804327,1.2139531809796362e-09,3.7320141367809779e-15,1.3978569246910885e-06,1.9132241832919072e-19,5.3881489793187743e-08,7.6270566013208412e-16,4.923823158105881e-08,2.3686678659903627e-13,8.5313143550780264e-15,4.568304200268567e-07,7.4798327969163041e-14,0.005247849550970911,0.023522037241099216,3.9544070500107862e-08,1.1198131078650863e-06,2.7600074302553717e-05,2.907296963383566e-12,1.124479532319565e-08,1.7174514089031851e-07,1.5921253175929257e-07,2.8485639294874478e-07,2.5924073403638948e-09,1.6484896814507419e-06,2.0982628193144286e-12
